#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR4968--MA0599.1.KLF5	chr1	193285716	193285725	+	0.000	0.000	Merged-chr1-193285975-30
NR17407--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR56829--MA0742.1.Klf12	chr6	108314157	108314171	-	0.000	0.000	Merged-chr6-108314157-48
NR36540--MA0599.1.KLF5	chr2	70922962	70922971	-	0.000	0.000	Merged-chr2-70922738-17
NR57529--MA0493.1.Klf1	chr6	125433842	125433852	+	0.000	0.000	Merged-chr6-125433874-28
NR24433--MA0599.1.KLF5	chr15	94255266	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR2251--MA0599.1.KLF5	chr1	127322326	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR22075--MA0741.1.KLF16	chr14	121354113	121354123	+	0.000	0.000	Merged-chr14-121354142-24
NR60562--MA0599.1.KLF5	chr7	49595310	49595319	-	0.000	0.000	Merged-chr7-49595301-15
NR37742--MA0599.1.KLF5	chr2	116071847	116071856	+	0.000	0.000	Merged-chr2-116071770-9
NR43375--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR68684--MA0039.3.KLF4	chr9	50512092	50512102	-	0.000	0.000	Merged-chr9-50512107-7
NR36750--MA0493.1.Klf1	chr2	75114516	75114526	-	0.000	0.000	Merged-chr2-75114355-21
NR47192--MA0741.1.KLF16	chr4	122829451	122829461	-	0.000	0.000	Merged-chr4-122829434-12
NR16699--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR68247--MA0599.1.KLF5	chr9	36905618	36905627	-	0.000	0.000	Merged-chr9-36905642-9
NR72432--MA0599.1.KLF5	chrX	104034055	104034064	+	0.000	0.000	Merged-chrX-104034056-13
NR13975--MA0493.1.Klf1	chr12	35770598	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR37159--MA1107.1.KLF9	chr2	93454470	93454482	+	0.000	0.000	Merged-chr2-93454506-54
NR2503--MA0741.1.KLF16	chr1	133711223	133711233	-	0.000	0.000	Merged-chr1-133711440-47
NR40380--MA0493.1.Klf1	chr3	10351365	10351375	-	0.000	0.000	Merged-chr3-10351318-69
NR41599--MA0741.1.KLF16	chr3	86955539	86955549	-	0.000	0.000	Merged-chr3-86955467-9
NR9741--MA0493.1.Klf1	chr11	32020327	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR54334--MA0742.1.Klf12	chr5	149459384	149459398	+	0.000	0.000	Merged-chr5-149459249-24
NR52513--MA0657.1.KLF13	chr5	122310800	122310817	-	0.000	0.000	Merged-chr5-122310940-18
NR22421--MA0741.1.KLF16	chr15	25269711	25269721	-	0.000	0.000	Merged-chr15-25269773-79
NR44861--MA0599.1.KLF5	chr4	33390940	33390949	+	0.000	0.000	Merged-chr4-33390737-19
NR67268--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR12558--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR49038--MA1107.1.KLF9	chr4	155050347	155050359	+	0.000	0.000	Merged-chr4-155050218-26
NR7467--MA0742.1.Klf12	chr10	85050890	85050904	+	0.000	0.000	Merged-chr10-85050856-11
NR68938--MA0741.1.KLF16	chr9	58112634	58112644	-	0.000	0.000	Merged-chr9-58112486-25
NR56834--MA0599.1.KLF5	chr6	108334770	108334779	+	0.000	0.000	Merged-chr6-108334788-1
NR25248--MA0742.1.Klf12	chr16	10959180	10959194	-	0.000	0.000	Merged-chr16-10959125-1
NR12689--MA0599.1.KLF5	chr11	113206439	113206448	-	0.000	0.000	Merged-chr11-113206318-17
NR13401--MA0741.1.KLF16	chr12	8496542	8496552	-	0.000	0.000	Merged-chr12-8496481-10
NR54332--MA0599.1.KLF5	chr5	149440190	149440199	-	0.000	0.000	Merged-chr5-149439971-46
NR5726--MA1107.1.KLF9	chr10	40688558	40688570	+	0.000	0.000	Merged-chr10-40688620-20
NR48200--MA0599.1.KLF5	chr4	138884435	138884444	-	0.000	0.000	Merged-chr4-138884426-16
NR14402--MA1107.1.KLF9	chr12	69502009	69502021	-	0.000	0.000	Merged-chr12-69501974-43
NR6410--MA0740.1.KLF14	chr10	67891156	67891169	-	0.000	0.000	Merged-chr10-67891340-18
NR16922--MA1107.1.KLF9	chr13	51685363	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR7685--MA0742.1.Klf12	chr10	91028076	91028090	+	0.000	0.000	Merged-chr10-91028217-15
NR17993--MA0741.1.KLF16	chr13	94567552	94567562	-	0.000	0.000	Merged-chr13-94567668-9
NR43463--MA0741.1.KLF16	chr3	135324565	135324575	-	0.000	0.000	Merged-chr3-135324604-5
NR40090--MA0599.1.KLF5	chr2	174556043	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR72781--MA0493.1.Klf1	chrX	159199696	159199706	+	0.000	0.000	Merged-chrX-159199808-53
NR14939--MA0039.3.KLF4	chr12	88472044	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR41559--MA0039.3.KLF4	chr3	84477659	84477669	+	0.000	0.000	Merged-chr3-84477603-8
NR7686--MA0039.3.KLF4	chr10	91028078	91028088	+	0.000	0.000	Merged-chr10-91028217-15
NR72629--MA0493.1.Klf1	chrX	145506025	145506035	-	0.000	0.000	Merged-chrX-145505996-12
NR63164--MA1107.1.KLF9	chr7	132317387	132317399	-	0.000	0.000	Merged-chr7-132317352-2
NR46345--MA0740.1.KLF14	chr4	98436892	98436905	-	0.000	0.000	Merged-chr4-98436733-103
NR4395--MA0741.1.KLF16	chr1	183180652	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR16915--MA0740.1.KLF14	chr13	51685362	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR39160--MA1107.1.KLF9	chr2	157119277	157119289	-	0.000	0.000	Merged-chr2-157119108-55
NR1068--MA0599.1.KLF5	chr1	69331685	69331694	+	0.000	0.000	Merged-chr1-69331775-34
NR23374--MA1107.1.KLF9	chr15	73269737	73269749	-	0.000	0.000	Merged-chr15-73269673-2
NR39237--MA0493.1.Klf1	chr2	158771235	158771245	-	0.000	0.000	Merged-chr2-158771297-12
NR40833--MA0741.1.KLF16	chr3	37687251	37687261	-	0.000	0.000	Merged-chr3-37687372-57
NR41014--MA0493.1.Klf1	chr3	52102782	52102792	+	0.000	0.000	Merged-chr3-52102741-168
NR13527--MA0039.3.KLF4	chr12	12421023	12421033	+	0.000	0.000	Merged-chr12-12421054-45
NR61610--MA0741.1.KLF16	chr7	97842918	97842928	+	0.000	0.000	Merged-chr7-97843006-38
NR60921--MA0599.1.KLF5	chr7	68189868	68189877	+	0.000	0.000	Merged-chr7-68190151-33
NR57171--MA1107.1.KLF9	chr6	118593642	118593654	-	0.000	0.000	Merged-chr6-118593680-90
NR66204--MA0741.1.KLF16	chr8	95349077	95349087	-	0.000	0.000	Merged-chr8-95348986-27
NR68721--MA1107.1.KLF9	chr9	51162032	51162044	-	0.000	0.000	Merged-chr9-51161990-29
NR52366--MA0741.1.KLF16	chr5	118661948	118661958	+	0.000	0.000	Merged-chr5-118661904-17
NR14760--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR45265--MA0741.1.KLF16	chr4	45766159	45766169	-	0.000	0.000	Merged-chr4-45766216-17
NR50925--MA0740.1.KLF14	chr5	74704611	74704624	+	0.000	0.000	Merged-chr5-74704453-70
NR33991--MA1107.1.KLF9	chr19	42770731	42770743	-	0.000	0.000	Merged-chr19-42770693-24
NR6468--MA0741.1.KLF16	chr10	68445694	68445704	-	0.000	0.000	Merged-chr10-68445900-93
NR4696--MA0599.1.KLF5	chr1	189830917	189830926	-	0.000	0.000	Merged-chr1-189831018-42
NR9447--MA0599.1.KLF5	chr11	20035549	20035558	-	0.000	0.000	Merged-chr11-20035595-25
NR53696--MA0741.1.KLF16	chr5	140148962	140148972	+	0.000	0.000	Merged-chr5-140149143-22
NR72607--MA0741.1.KLF16	chrX	143030858	143030868	+	0.000	0.000	Merged-chrX-143030752-27
NR10643--MA1107.1.KLF9	chr11	67017984	67017996	-	0.000	0.000	Merged-chr11-67017936-9
NR39165--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR22426--MA0741.1.KLF16	chr15	25269716	25269726	-	0.000	0.000	Merged-chr15-25269773-79
NR6849--MA0599.1.KLF5	chr10	77864483	77864492	+	0.000	0.000	Merged-chr10-77864570-37
NR30499--MA0599.1.KLF5	chr17	84336203	84336212	+	0.000	0.000	Merged-chr17-84336226-16
NR46486--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR26681--MA0599.1.KLF5	chr16	76283307	76283316	+	0.000	0.000	Merged-chr16-76283420-1
NR28937--MA0599.1.KLF5	chr17	37028703	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR4211--MA0039.3.KLF4	chr1	180252731	180252741	-	0.000	0.000	Merged-chr1-180252895-14
NR32427--MA1107.1.KLF9	chr18	79092867	79092879	+	0.000	0.000	Merged-chr18-79092831-54
NR2278--MA1107.1.KLF9	chr1	127796455	127796467	-	0.000	0.000	Merged-chr1-127796546-56
NR57504--MA0599.1.KLF5	chr6	125229079	125229088	-	0.000	0.000	Merged-chr6-125228994-3
NR68726--MA1107.1.KLF9	chr9	51162042	51162054	-	0.000	0.000	Merged-chr9-51161990-29
NR56030--MA0657.1.KLF13	chr6	83415495	83415512	+	0.000	0.000	Merged-chr6-83415481-19
NR15411--MA0657.1.KLF13	chr12	105537579	105537596	+	0.000	0.000	Merged-chr12-105537597-12
NR68731--MA0493.1.Klf1	chr9	51168207	51168217	-	0.000	0.000	Merged-chr9-51168146-14
NR14117--MA0741.1.KLF16	chr12	52383147	52383157	-	0.000	0.000	Merged-chr12-52383146-23
NR54382--MA0599.1.KLF5	chr5	150232903	150232912	+	0.000	0.000	Merged-chr5-150232910-1
NR55360--MA0599.1.KLF5	chr6	50777122	50777131	-	0.000	0.000	Merged-chr6-50777185-35
NR62599--MA0741.1.KLF16	chr7	121734410	121734420	-	0.000	0.000	Merged-chr7-121734454-58
NR16916--MA0657.1.KLF13	chr13	51685359	51685376	-	0.000	0.000	Merged-chr13-51685389-6
NR55103--MA0741.1.KLF16	chr6	41559577	41559587	-	0.000	0.000	Merged-chr6-41559544-20
NR31677--MA0039.3.KLF4	chr18	56810052	56810062	+	0.000	0.000	Merged-chr18-56810000-44
NR57950--MA0039.3.KLF4	chr6	134451032	134451042	-	0.000	0.000	Merged-chr6-134450954-21
NR14234--MA0599.1.KLF5	chr12	55357494	55357503	-	0.000	0.000	Merged-chr12-55357452-12
NR14941--MA0741.1.KLF16	chr12	88472043	88472053	+	0.000	0.000	Merged-chr12-88472096-45
NR55472--MA0599.1.KLF5	chr6	53038244	53038253	+	0.000	0.000	Merged-chr6-53038389-13
NR1691--MA0741.1.KLF16	chr1	91825523	91825533	-	0.000	0.000	Merged-chr1-91825474-20
NR27094--MA1107.1.KLF9	chr16	93574639	93574651	-	0.000	0.000	Merged-chr16-93574695-56
NR36811--MA0740.1.KLF14	chr2	77249873	77249886	+	0.000	0.000	Merged-chr2-77250040-39
NR68856--MA1107.1.KLF9	chr9	56325861	56325873	+	0.000	0.000	Merged-chr9-56325915-29
NR44628--MA0039.3.KLF4	chr4	15929284	15929294	+	0.000	0.000	Merged-chr4-15929333-33
NR55011--MA0599.1.KLF5	chr6	37564039	37564048	+	0.000	0.000	Merged-chr6-37564158-19
NR55775--MA0039.3.KLF4	chr6	67129048	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR6413--MA0741.1.KLF16	chr10	67891146	67891156	-	0.000	0.000	Merged-chr10-67891340-18
NR41763--MA0742.1.Klf12	chr3	89911329	89911343	-	0.000	0.000	Merged-chr3-89911440-10
NR57531--MA0599.1.KLF5	chr6	125434031	125434040	-	0.000	0.000	Merged-chr6-125433874-28
NR10685--MA0599.1.KLF5	chr11	68270935	68270944	-	0.000	0.000	Merged-chr11-68271044-32
NR19644--MA0741.1.KLF16	chr14	27262419	27262429	+	0.000	0.000	Merged-chr14-27262535-17
NR64641--MA0599.1.KLF5	chr8	36030410	36030419	+	0.000	0.000	Merged-chr8-36030382-8
NR12090--MA0657.1.KLF13	chr11	99116113	99116130	+	0.000	0.000	Merged-chr11-99116157-23
NR15413--MA0741.1.KLF16	chr12	105537583	105537593	+	0.000	0.000	Merged-chr12-105537597-12
NR30843--MA1107.1.KLF9	chr18	5819883	5819895	+	0.000	0.000	Merged-chr18-5820020-28
NR45366--MA0741.1.KLF16	chr4	47011204	47011214	-	0.000	0.000	Merged-chr4-47011023-46
NR3046--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR48289--MA0742.1.Klf12	chr4	140833013	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR20697--MA0493.1.Klf1	chr14	63943534	63943544	+	0.000	0.000	Merged-chr14-63943640-23
NR14935--MA0740.1.KLF14	chr12	88472042	88472055	+	0.000	0.000	Merged-chr12-88472096-45
NR29--MA1107.1.KLF9	chr1	6519520	6519532	+	0.000	0.000	Merged-chr1-6519375-11
NR66209--MA0741.1.KLF16	chr8	95349082	95349092	-	0.000	0.000	Merged-chr8-95348986-27
NR31257--MA1107.1.KLF9	chr18	35726965	35726977	-	0.000	0.000	Merged-chr18-35726871-27
NR67488--MA0740.1.KLF14	chr8	126699187	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR57530--MA1107.1.KLF9	chr6	125433842	125433854	+	0.000	0.000	Merged-chr6-125433874-28
NR60027--MA0741.1.KLF16	chr7	34630506	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR56325--MA0742.1.Klf12	chr6	90629685	90629699	+	0.000	0.000	Merged-chr6-90629668-42
NR63435--MA0599.1.KLF5	chr7	137407649	137407658	-	0.000	0.000	Merged-chr7-137407650-3
NR42256--MA0039.3.KLF4	chr3	101066404	101066414	+	0.000	0.000	Merged-chr3-101066330-34
NR67481--MA0599.1.KLF5	chr8	126539626	126539635	-	0.000	0.000	Merged-chr8-126539798-23
NR41767--MA0741.1.KLF16	chr3	89911332	89911342	-	0.000	0.000	Merged-chr3-89911440-10
NR42923--MA0039.3.KLF4	chr3	121689304	121689314	+	0.000	0.000	Merged-chr3-121689232-23
NR66694--MA0039.3.KLF4	chr8	111582570	111582580	+	0.000	0.000	Merged-chr8-111582684-27
NR46607--MA1107.1.KLF9	chr4	106842000	106842012	-	0.000	0.000	Merged-chr4-106841993-21
NR29721--MA0741.1.KLF16	chr17	64628989	64628999	-	0.000	0.000	Merged-chr17-64628994-21
NR20228--MA0741.1.KLF16	chr14	52272951	52272961	+	0.000	0.000	Merged-chr14-52272946-13
NR9806--MA0599.1.KLF5	chr11	33702004	33702013	-	0.000	0.000	Merged-chr11-33701915-7
NR16441--MA0599.1.KLF5	chr13	28557401	28557410	-	0.000	0.000	Merged-chr13-28557249-20
NR6120--MA0599.1.KLF5	chr10	59958327	59958336	-	0.000	0.000	Merged-chr10-59958273-13
NR60982--MA0742.1.Klf12	chr7	73479743	73479757	+	0.000	0.000	Merged-chr7-73479778-28
NR18016--MA0493.1.Klf1	chr13	95063712	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR17196--MA0741.1.KLF16	chr13	58067716	58067726	-	0.000	0.000	Merged-chr13-58067754-68
NR15011--MA0599.1.KLF5	chr12	91065549	91065558	-	0.000	0.000	Merged-chr12-91065547-31
NR35742--MA1107.1.KLF9	chr2	32553886	32553898	-	0.000	0.000	Merged-chr2-32553962-47
NR70535--MA1107.1.KLF9	chr9	104337791	104337803	-	0.000	0.000	Merged-chr9-104337728-48
NR5469--MA0599.1.KLF5	chr10	25140439	25140448	-	0.000	0.000	Merged-chr10-25140477-16
NR34752--MA0657.1.KLF13	chr2	5615142	5615159	-	0.000	0.000	Merged-chr2-5615040-30
NR39235--MA0742.1.Klf12	chr2	158771231	158771245	-	0.000	0.000	Merged-chr2-158771297-12
NR50489--MA0599.1.KLF5	chr5	57868904	57868913	-	0.000	0.000	Merged-chr5-57869019-33
NR6419--MA1107.1.KLF9	chr10	67891157	67891169	-	0.000	0.000	Merged-chr10-67891340-18
NR50931--MA1107.1.KLF9	chr5	74704611	74704623	+	0.000	0.000	Merged-chr5-74704453-70
NR32453--MA0657.1.KLF13	chr18	80041986	80042003	+	0.000	0.000	Merged-chr18-80041946-55
NR63408--MA0493.1.Klf1	chr7	136894414	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR36812--MA0657.1.KLF13	chr2	77249872	77249889	+	0.000	0.000	Merged-chr2-77250040-39
NR26705--MA0740.1.KLF14	chr16	76447254	76447267	-	0.000	0.000	Merged-chr16-76447349-16
NR8388--MA0039.3.KLF4	chr10	117731426	117731436	-	0.000	0.000	Merged-chr10-117731554-42
NR4396--MA1107.1.KLF9	chr1	183180651	183180663	-	0.000	0.000	Merged-chr1-183180587-56
NR25612--MA0741.1.KLF16	chr16	23100165	23100175	-	0.000	0.000	Merged-chr16-23100189-17
NR64075--MA0741.1.KLF16	chr8	11009082	11009092	-	0.000	0.000	Merged-chr8-11009107-63
NR22331--MA0493.1.Klf1	chr15	9189998	9190008	+	0.000	0.000	Merged-chr15-9190055-23
NR49491--MA0740.1.KLF14	chr5	20083294	20083307	+	0.000	0.000	Merged-chr5-20083207-6
NR72939--MA0741.1.KLF16	chrX	166329053	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR36806--MA0493.1.Klf1	chr2	77176680	77176690	+	0.000	0.000	Merged-chr2-77176488-48
NR26145--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR64869--MA0741.1.KLF16	chr8	48110157	48110167	+	0.000	0.000	Merged-chr8-48110185-80
NR29880--MA0599.1.KLF5	chr17	70728912	70728921	-	0.000	0.000	Merged-chr17-70729015-28
NR49032--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR50928--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR2776--MA1107.1.KLF9	chr1	139181145	139181157	-	0.000	0.000	Merged-chr1-139181025-29
NR17852--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR13860--MA1107.1.KLF9	chr12	31621721	31621733	-	0.000	0.000	Merged-chr12-31621788-10
NR41772--MA0493.1.Klf1	chr3	89911449	89911459	+	0.000	0.000	Merged-chr3-89911440-10
NR56329--MA1107.1.KLF9	chr6	90629685	90629697	+	0.000	0.000	Merged-chr6-90629668-42
NR53691--MA0740.1.KLF14	chr5	140148961	140148974	+	0.000	0.000	Merged-chr5-140149143-22
NR39534--MA0493.1.Klf1	chr2	165854761	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR6418--MA0741.1.KLF16	chr10	67891158	67891168	-	0.000	0.000	Merged-chr10-67891340-18
NR37170--MA1107.1.KLF9	chr2	93454492	93454504	+	0.000	0.000	Merged-chr2-93454506-54
NR25615--MA0599.1.KLF5	chr16	23100321	23100330	+	0.000	0.000	Merged-chr16-23100189-17
NR21246--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR14938--MA0599.1.KLF5	chr12	88472043	88472052	+	0.000	0.000	Merged-chr12-88472096-45
NR41558--MA0599.1.KLF5	chr3	84477664	84477673	+	0.000	0.000	Merged-chr3-84477603-8
NR52058--MA0741.1.KLF16	chr5	113873220	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR67494--MA1107.1.KLF9	chr8	126864495	126864507	+	0.000	0.000	Merged-chr8-126864545-1
NR33990--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR11252--MA0599.1.KLF5	chr11	78690775	78690784	+	0.000	0.000	Merged-chr11-78690691-3
NR48909--MA0493.1.Klf1	chr4	152247435	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR11439--MA1107.1.KLF9	chr11	83185912	83185924	-	0.000	0.000	Merged-chr11-83185820-16
NR51390--MA0741.1.KLF16	chr5	96825220	96825230	+	0.000	0.000	Merged-chr5-96825060-50
NR48291--MA0493.1.Klf1	chr4	140833017	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR38372--MA1107.1.KLF9	chr2	132292169	132292181	+	0.000	0.000	Merged-chr2-132292299-25
NR9742--MA0741.1.KLF16	chr11	32020326	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR42433--MA0599.1.KLF5	chr3	103641458	103641467	+	0.000	0.000	Merged-chr3-103641510-13
NR36770--MA0742.1.Klf12	chr2	75965079	75965093	+	0.000	0.000	Merged-chr2-75964949-43
NR481--MA1107.1.KLF9	chr1	38723616	38723628	+	0.000	0.000	Merged-chr1-38723833-22
NR41576--MA0599.1.KLF5	chr3	84770750	84770759	-	0.000	0.000	Merged-chr3-84770670-24
NR22332--MA0742.1.Klf12	chr15	9533527	9533541	-	0.000	0.000	Merged-chr15-9533546-44
NR37157--MA1107.1.KLF9	chr2	93454466	93454478	+	0.000	0.000	Merged-chr2-93454506-54
NR73090--MA0599.1.KLF5	chrY	1116319	1116328	-	0.000	0.000	Merged-chrY-1116441-17
NR9744--MA0599.1.KLF5	chr11	32020367	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR2386--MA0741.1.KLF16	chr1	130522447	130522457	+	0.000	0.000	Merged-chr1-130522626-12
NR39677--MA1107.1.KLF9	chr2	167936115	167936127	-	0.000	0.000	Merged-chr2-167936072-3
NR3940--MA0741.1.KLF16	chr1	171916127	171916137	+	0.000	0.000	Merged-chr1-171916002-44
NR72071--MA0741.1.KLF16	chrX	59951357	59951367	+	0.000	0.000	Merged-chrX-59951386-23
NR2339--MA0599.1.KLF5	chr1	128713044	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR72342--MA0741.1.KLF16	chrX	99042530	99042540	-	0.000	0.000	Merged-chrX-99042663-22
NR13977--MA1107.1.KLF9	chr12	35770598	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR4837--MA0657.1.KLF13	chr1	191662419	191662436	+	0.000	0.000	Merged-chr1-191662407-14
NR23243--MA0599.1.KLF5	chr15	66286892	66286901	+	0.000	0.000	Merged-chr15-66286791-54
NR9762--MA0599.1.KLF5	chr11	32138430	32138439	-	0.000	0.000	Merged-chr11-32138495-33
NR9743--MA1107.1.KLF9	chr11	32020325	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR60984--MA0039.3.KLF4	chr7	73479745	73479755	+	0.000	0.000	Merged-chr7-73479778-28
NR72845--MA0039.3.KLF4	chrX	160604124	160604134	+	0.000	0.000	Merged-chrX-160604231-21
NR60547--MA0599.1.KLF5	chr7	49364571	49364580	+	0.000	0.000	Merged-chr7-49364720-42
NR46457--MA0599.1.KLF5	chr4	101419689	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR57679--MA1107.1.KLF9	chr6	128143630	128143642	-	0.000	0.000	Merged-chr6-128143679-59
NR49492--MA0657.1.KLF13	chr5	20083293	20083310	+	0.000	0.000	Merged-chr5-20083207-6
NR16057--MA0740.1.KLF14	chr12	118847215	118847228	-	0.000	0.000	Merged-chr12-118846996-53
NR31729--MA0493.1.Klf1	chr18	58677039	58677049	+	0.000	0.000	Merged-chr18-58676991-24
NR56840--MA0741.1.KLF16	chr6	108448396	108448406	+	0.000	0.000	Merged-chr6-108448378-58
NR48762--MA0599.1.KLF5	chr4	149854342	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR2256--MA0741.1.KLF16	chr1	127322329	127322339	-	0.000	0.000	Merged-chr1-127322582-29
NR11004--MA0741.1.KLF16	chr11	74881144	74881154	+	0.000	0.000	Merged-chr11-74881176-15
NR14400--MA1107.1.KLF9	chr12	69502005	69502017	-	0.000	0.000	Merged-chr12-69501974-43
NR42581--MA0599.1.KLF5	chr3	108124282	108124291	-	0.000	0.000	Merged-chr3-108124378-33
NR9450--MA0741.1.KLF16	chr11	20035543	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR5827--MA1107.1.KLF9	chr10	43520073	43520085	+	0.000	0.000	Merged-chr10-43520023-14
NR46260--MA0599.1.KLF5	chr4	89137609	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR23395--MA0741.1.KLF16	chr15	73833446	73833456	-	0.000	0.000	Merged-chr15-73833465-20
NR5471--MA0741.1.KLF16	chr10	25140438	25140448	-	0.000	0.000	Merged-chr10-25140477-16
NR30844--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR49037--MA0741.1.KLF16	chr4	155050348	155050358	+	0.000	0.000	Merged-chr4-155050218-26
NR32612--MA0039.3.KLF4	chr18	82532268	82532278	-	0.000	0.000	Merged-chr18-82532131-16
NR15822--MA0493.1.Klf1	chr12	112699400	112699410	+	0.000	0.000	Merged-chr12-112699364-12
NR72783--MA1107.1.KLF9	chrX	159199696	159199708	+	0.000	0.000	Merged-chrX-159199808-53
NR1181--MA1107.1.KLF9	chr1	73940865	73940877	+	0.000	0.000	Merged-chr1-73940938-50
NR6628--MA0741.1.KLF16	chr10	74967331	74967341	+	0.000	0.000	Merged-chr10-74967177-57
NR52244--MA0493.1.Klf1	chr5	115693543	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR48288--MA0740.1.KLF14	chr4	140833014	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR18019--MA0741.1.KLF16	chr13	95063709	95063719	-	0.000	0.000	Merged-chr13-95063599-48
NR51566--MA0742.1.Klf12	chr5	100929920	100929934	+	0.000	0.000	Merged-chr5-100929891-31
NR5604--MA0493.1.Klf1	chr10	37207074	37207084	-	0.000	0.000	Merged-chr10-37207171-14
NR59416--MA1107.1.KLF9	chr7	24467975	24467987	-	0.000	0.000	Merged-chr7-24468111-23
NR15821--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR61427--MA0599.1.KLF5	chr7	90341962	90341971	-	0.000	0.000	Merged-chr7-90341759-29
NR41016--MA1107.1.KLF9	chr3	52102782	52102794	+	0.000	0.000	Merged-chr3-52102741-168
NR66781--MA1107.1.KLF9	chr8	115136962	115136974	+	0.000	0.000	Merged-chr8-115136921-34
NR487--MA0493.1.Klf1	chr1	39102343	39102353	-	0.000	0.000	Merged-chr1-39102412-8
NR62641--MA1107.1.KLF9	chr7	122932281	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR6400--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR27238--MA0740.1.KLF14	chr16	96208434	96208447	-	0.000	0.000	Merged-chr16-96208613-13
NR2258--MA1107.1.KLF9	chr1	127322324	127322336	-	0.000	0.000	Merged-chr1-127322582-29
NR23373--MA0493.1.Klf1	chr15	73269739	73269749	-	0.000	0.000	Merged-chr15-73269673-2
NR12490--MA0493.1.Klf1	chr11	106430783	106430793	+	0.000	0.000	Merged-chr11-106430638-37
NR2276--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
