#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.up.bed
Merged-chr17-51172525-19	chr17	51172326	51172771	+	0.000	0.000	Merged-chr17-51172525-19
Merged-chr3-138854493-16	chr3	138854263	138854795	+	0.000	0.000	Merged-chr3-138854493-16
Merged-chr16-91073588-44	chr16	91073360	91073870	+	0.000	0.000	Merged-chr16-91073588-44
Merged-chr12-82245636-66	chr12	82245296	82246027	+	0.000	0.000	Merged-chr12-82245636-66
Merged-chr1-128615599-2	chr1	128615475	128615726	+	0.000	0.000	Merged-chr1-128615599-2
Merged-chr1-36501424-22	chr1	36501246	36501675	+	0.000	0.000	Merged-chr1-36501424-22
Merged-chr13-112355130-25	chr13	112354839	112355423	+	0.000	0.000	Merged-chr13-112355130-25
Merged-chr5-134269909-65	chr5	134269470	134270144	+	0.000	0.000	Merged-chr5-134269909-65
Merged-chr17-47130071-7	chr17	47129917	47130230	+	0.000	0.000	Merged-chr17-47130071-7
Merged-chr9-102879753-26	chr9	102879470	102880038	+	0.000	0.000	Merged-chr9-102879753-26
Merged-chr13-35841945-14	chr13	35841650	35842237	+	0.000	0.000	Merged-chr13-35841945-14
Merged-chr5-34198802-20	chr5	34198587	34198949	+	0.000	0.000	Merged-chr5-34198802-20
Merged-chr9-102852625-20	chr9	102852334	102852895	+	0.000	0.000	Merged-chr9-102852625-20
Merged-chr3-83841450-68	chr3	83841125	83841852	+	0.000	0.000	Merged-chr3-83841450-68
Merged-chr11-94261974-7	chr11	94261780	94262239	+	0.000	0.000	Merged-chr11-94261974-7
Merged-chr9-44549007-18	chr9	44548850	44549147	+	0.000	0.000	Merged-chr9-44549007-18
Merged-chr12-55446989-58	chr12	55446728	55447194	+	0.000	0.000	Merged-chr12-55446989-58
Merged-chr1-69692321-35	chr1	69692045	69692628	+	0.000	0.000	Merged-chr1-69692321-35
Merged-chr8-91544199-22	chr8	91544018	91544354	+	0.000	0.000	Merged-chr8-91544199-22
Merged-chr9-85842591-29	chr9	85842080	85842923	+	0.000	0.000	Merged-chr9-85842591-29
Merged-chr16-15887959-17	chr16	15887689	15888201	+	0.000	0.000	Merged-chr16-15887959-17
Merged-chr16-97442198-19	chr16	97441973	97442416	+	0.000	0.000	Merged-chr16-97442198-19
Merged-chr9-51215615-7	chr9	51215434	51215760	+	0.000	0.000	Merged-chr9-51215615-7
Merged-chr5-90640561-39	chr5	90640309	90640815	+	0.000	0.000	Merged-chr5-90640561-39
Merged-chr19-60681647-27	chr19	60681451	60681907	+	0.000	0.000	Merged-chr19-60681647-27
Merged-chr17-24533671-58	chr17	24533452	24533931	+	0.000	0.000	Merged-chr17-24533671-58
Merged-chr12-112619914-70	chr12	112619294	112620309	+	0.000	0.000	Merged-chr12-112619914-70
Merged-chr15-79830573-6	chr15	79830369	79830765	+	0.000	0.000	Merged-chr15-79830573-6
Merged-chr7-6285679-1	chr7	6285581	6285779	+	0.000	0.000	Merged-chr7-6285679-1
Merged-chr15-73645623-78	chr15	73644817	73646130	+	0.000	0.000	Merged-chr15-73645623-78
Merged-chr3-97211392-28	chr3	97211162	97211597	+	0.000	0.000	Merged-chr3-97211392-28
Merged-chr17-26203308-51	chr17	26202796	26203743	+	0.000	0.000	Merged-chr17-26203308-51
Merged-chr19-29272256-4	chr19	29272013	29272450	+	0.000	0.000	Merged-chr19-29272256-4
Merged-chr1-92064482-52	chr1	92064207	92064805	+	0.000	0.000	Merged-chr1-92064482-52
Merged-chr2-84838147-43	chr2	84837860	84838404	+	0.000	0.000	Merged-chr2-84838147-43
Merged-chr1-52375024-57	chr1	52374718	52375293	+	0.000	0.000	Merged-chr1-52375024-57
Merged-chr4-32657142-58	chr4	32656905	32657348	+	0.000	0.000	Merged-chr4-32657142-58
Merged-chr4-101419713-70	chr4	101419105	101420145	+	0.000	0.000	Merged-chr4-101419713-70
Merged-chr10-7818500-1	chr10	7818402	7818600	+	0.000	0.000	Merged-chr10-7818500-1
Merged-chr2-144637414-14	chr2	144637250	144637580	+	0.000	0.000	Merged-chr2-144637414-14
Merged-chr14-14607297-4	chr14	14607180	14607417	+	0.000	0.000	Merged-chr14-14607297-4
Merged-chr9-119988491-33	chr9	119988242	119988818	+	0.000	0.000	Merged-chr9-119988491-33
Merged-chr6-134862696-1	chr6	134862598	134862796	+	0.000	0.000	Merged-chr6-134862696-1
Merged-chr5-147056747-2	chr5	147056630	147056866	+	0.000	0.000	Merged-chr5-147056747-2
Merged-chr9-89885540-1	chr9	89885442	89885640	+	0.000	0.000	Merged-chr9-89885540-1
Merged-chr3-88772617-19	chr3	88772364	88772829	+	0.000	0.000	Merged-chr3-88772617-19
Merged-chr8-70695540-7	chr8	70695352	70695719	+	0.000	0.000	Merged-chr8-70695540-7
Merged-chr11-77214932-26	chr11	77214679	77215142	+	0.000	0.000	Merged-chr11-77214932-26
Merged-chr8-81769276-10	chr8	81769027	81769471	+	0.000	0.000	Merged-chr8-81769276-10
Merged-chr7-29141670-31	chr7	29141502	29141912	+	0.000	0.000	Merged-chr7-29141670-31
Merged-chr6-37200989-6	chr6	37200777	37201205	+	0.000	0.000	Merged-chr6-37200989-6
Merged-chr7-64234604-16	chr7	64234381	64234765	+	0.000	0.000	Merged-chr7-64234604-16
Merged-chrX-139610581-86	chrX	139610156	139610906	+	0.000	0.000	Merged-chrX-139610581-86
Merged-chr2-28526333-12	chr2	28526172	28526529	+	0.000	0.000	Merged-chr2-28526333-12
Merged-chr6-37459793-1	chr6	37459695	37459893	+	0.000	0.000	Merged-chr6-37459793-1
Merged-chr4-156013915-55	chr4	156013589	156014479	+	0.000	0.000	Merged-chr4-156013915-55
Merged-chr4-137723012-20	chr4	137722718	137723360	+	0.000	0.000	Merged-chr4-137723012-20
Merged-chr1-91908187-5	chr1	91907924	91908428	+	0.000	0.000	Merged-chr1-91908187-5
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr13-43774308-28	chr13	43774037	43774520	+	0.000	0.000	Merged-chr13-43774308-28
Merged-chr4-154376391-42	chr4	154376145	154376675	+	0.000	0.000	Merged-chr4-154376391-42
Merged-chr15-6601704-81	chr15	6601053	6602552	+	0.000	0.000	Merged-chr15-6601704-81
Merged-chr2-59676734-32	chr2	59676512	59677009	+	0.000	0.000	Merged-chr2-59676734-32
Merged-chr2-33178100-27	chr2	33177654	33178549	+	0.000	0.000	Merged-chr2-33178100-27
Merged-chr18-11839684-62	chr18	11839202	11840121	+	0.000	0.000	Merged-chr18-11839684-62
Merged-chr2-144658008-6	chr2	144657725	144658226	+	0.000	0.000	Merged-chr2-144658008-6
Merged-chr9-62555590-11	chr9	62555417	62555747	+	0.000	0.000	Merged-chr9-62555590-11
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chr2-77170403-78	chr2	77170020	77170788	+	0.000	0.000	Merged-chr2-77170403-78
Merged-chr3-138877882-3	chr3	138877702	138878040	+	0.000	0.000	Merged-chr3-138877882-3
Merged-chrX-12137054-22	chrX	12136491	12137470	+	0.000	0.000	Merged-chrX-12137054-22
Merged-chr5-147050012-11	chr5	147049855	147050202	+	0.000	0.000	Merged-chr5-147050012-11
Merged-chr7-99407742-21	chr7	99407476	99407991	+	0.000	0.000	Merged-chr7-99407742-21
Merged-chr18-79080001-30	chr18	79079704	79080424	+	0.000	0.000	Merged-chr18-79080001-30
Merged-chr18-78995160-1	chr18	78995062	78995260	+	0.000	0.000	Merged-chr18-78995160-1
Merged-chr17-30066360-1	chr17	30066262	30066460	+	0.000	0.000	Merged-chr17-30066360-1
Merged-chr1-69554297-12	chr1	69554106	69554500	+	0.000	0.000	Merged-chr1-69554297-12
Merged-chr9-14365673-24	chr9	14365451	14365873	+	0.000	0.000	Merged-chr9-14365673-24
Merged-chr16-76361268-12	chr16	76361108	76361431	+	0.000	0.000	Merged-chr16-76361268-12
Merged-chr5-142935861-2	chr5	142935728	142935997	+	0.000	0.000	Merged-chr5-142935861-2
Merged-chr10-121294097-50	chr10	121293861	121294433	+	0.000	0.000	Merged-chr10-121294097-50
Merged-chr17-87107845-3	chr17	87107747	87107945	+	0.000	0.000	Merged-chr17-87107845-3
Merged-chr1-61136351-1	chr1	61136253	61136451	+	0.000	0.000	Merged-chr1-61136351-1
Merged-chr5-110594723-25	chr5	110594562	110594927	+	0.000	0.000	Merged-chr5-110594723-25
Merged-chr17-9002640-32	chr17	9002394	9002889	+	0.000	0.000	Merged-chr17-9002640-32
Merged-chr12-8827572-4	chr12	8827404	8827713	+	0.000	0.000	Merged-chr12-8827572-4
Merged-chr11-44470413-135	chr11	44470070	44470898	+	0.000	0.000	Merged-chr11-44470413-135
Merged-chr11-84068873-1	chr11	84068775	84068973	+	0.000	0.000	Merged-chr11-84068873-1
Merged-chr2-6213187-45	chr2	6212888	6213454	+	0.000	0.000	Merged-chr2-6213187-45
Merged-chr10-96648180-16	chr10	96647984	96648445	+	0.000	0.000	Merged-chr10-96648180-16
Merged-chr1-40059347-36	chr1	40059090	40059653	+	0.000	0.000	Merged-chr1-40059347-36
Merged-chr8-81756964-44	chr8	81756581	81757230	+	0.000	0.000	Merged-chr8-81756964-44
Merged-chr8-81562603-6	chr8	81562458	81562760	+	0.000	0.000	Merged-chr8-81562603-6
Merged-chr5-135628870-1	chr5	135628772	135628970	+	0.000	0.000	Merged-chr5-135628870-1
Merged-chr7-141435303-43	chr7	141434912	141435549	+	0.000	0.000	Merged-chr7-141435303-43
Merged-chr13-73482646-29	chr13	73482343	73483007	+	0.000	0.000	Merged-chr13-73482646-29
Merged-chr11-109356957-22	chr11	109356762	109357176	+	0.000	0.000	Merged-chr11-109356957-22
Merged-chr4-145284668-43	chr4	145284233	145285076	+	0.000	0.000	Merged-chr4-145284668-43
Merged-chr7-78566867-22	chr7	78566584	78567132	+	0.000	0.000	Merged-chr7-78566867-22
Merged-chr2-25356445-26	chr2	25356197	25356705	+	0.000	0.000	Merged-chr2-25356445-26
Merged-chr15-36449278-49	chr15	36448702	36449963	+	0.000	0.000	Merged-chr15-36449278-49
Merged-chr12-82171817-7	chr12	82171559	82172002	+	0.000	0.000	Merged-chr12-82171817-7
Merged-chr19-46528871-38	chr19	46528664	46529167	+	0.000	0.000	Merged-chr19-46528871-38
Merged-chr15-73629813-13	chr15	73629629	73630042	+	0.000	0.000	Merged-chr15-73629813-13
Merged-chr1-36883943-16	chr1	36883714	36884150	+	0.000	0.000	Merged-chr1-36883943-16
Merged-chr16-97535153-8	chr16	97534910	97535336	+	0.000	0.000	Merged-chr16-97535153-8
Merged-chr4-145306673-4	chr4	145306540	145306807	+	0.000	0.000	Merged-chr4-145306673-4
Merged-chr12-103337939-2	chr12	103337759	103338122	+	0.000	0.000	Merged-chr12-103337939-2
Merged-chr10-13438536-33	chr10	13438267	13438836	+	0.000	0.000	Merged-chr10-13438536-33
Merged-chr10-128940717-41	chr10	128940501	128940950	+	0.000	0.000	Merged-chr10-128940717-41
Merged-chr6-129255226-26	chr6	129254980	129255543	+	0.000	0.000	Merged-chr6-129255226-26
Merged-chr3-83863238-36	chr3	83862966	83863604	+	0.000	0.000	Merged-chr3-83863238-36
Merged-chr1-89108793-22	chr1	89108493	89108988	+	0.000	0.000	Merged-chr1-89108793-22
Merged-chr17-84336226-16	chr17	84336027	84336411	+	0.000	0.000	Merged-chr17-84336226-16
Merged-chr8-27159514-57	chr8	27159265	27159868	+	0.000	0.000	Merged-chr8-27159514-57
Merged-chr19-34526607-16	chr19	34526397	34526779	+	0.000	0.000	Merged-chr19-34526607-16
Merged-chr12-55464157-1	chr12	55464059	55464257	+	0.000	0.000	Merged-chr12-55464157-1
Merged-chr3-87387698-10	chr3	87387474	87387895	+	0.000	0.000	Merged-chr3-87387698-10
Merged-chr11-67010576-15	chr11	67010346	67010806	+	0.000	0.000	Merged-chr11-67010576-15
Merged-chr2-151973040-2	chr2	151972914	151973168	+	0.000	0.000	Merged-chr2-151973040-2
Merged-chr15-93595950-115	chr15	93595345	93596428	+	0.000	0.000	Merged-chr15-93595950-115
Merged-chr8-81861625-26	chr8	81861430	81861921	+	0.000	0.000	Merged-chr8-81861625-26
Merged-chrX-12134249-2	chrX	12134126	12134375	+	0.000	0.000	Merged-chrX-12134249-2
Merged-chr6-124745799-51	chr6	124745495	124746428	+	0.000	0.000	Merged-chr6-124745799-51
Merged-chr5-36484302-70	chr5	36483845	36484657	+	0.000	0.000	Merged-chr5-36484302-70
Merged-chr3-138867429-26	chr3	138867091	138867701	+	0.000	0.000	Merged-chr3-138867429-26
Merged-chr14-7994545-46	chr14	7994321	7994734	+	0.000	0.000	Merged-chr14-7994545-46
Merged-chr10-121693287-26	chr10	121693024	121693625	+	0.000	0.000	Merged-chr10-121693287-26
Merged-chr12-82304111-12	chr12	82303935	82304271	+	0.000	0.000	Merged-chr12-82304111-12
Merged-chr12-112618139-25	chr12	112617959	112618327	+	0.000	0.000	Merged-chr12-112618139-25
Merged-chr4-86887188-3	chr4	86887062	86887325	+	0.000	0.000	Merged-chr4-86887188-3
Merged-chr16-33582051-1	chr16	33581953	33582151	+	0.000	0.000	Merged-chr16-33582051-1
Merged-chr16-25274281-15	chr16	25274101	25274454	+	0.000	0.000	Merged-chr16-25274281-15
Merged-chr10-96588454-52	chr10	96588173	96588801	+	0.000	0.000	Merged-chr10-96588454-52
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr10-75832364-5	chr10	75832219	75832509	+	0.000	0.000	Merged-chr10-75832364-5
Merged-chr1-190833916-11	chr1	190833682	190834093	+	0.000	0.000	Merged-chr1-190833916-11
Merged-chr1-165579440-1	chr1	165579342	165579540	+	0.000	0.000	Merged-chr1-165579440-1
Merged-chr16-30835919-12	chr16	30835723	30836104	+	0.000	0.000	Merged-chr16-30835919-12
Merged-chr2-103658723-12	chr2	103658510	103658872	+	0.000	0.000	Merged-chr2-103658723-12
Merged-chr9-21313543-10	chr9	21313406	21313675	+	0.000	0.000	Merged-chr9-21313543-10
Merged-chr4-155318568-19	chr4	155318434	155318744	+	0.000	0.000	Merged-chr4-155318568-19
Merged-chr15-100685489-2	chr15	100685376	100685605	+	0.000	0.000	Merged-chr15-100685489-2
Merged-chr2-32821487-1	chr2	32821389	32821587	+	0.000	0.000	Merged-chr2-32821487-1
Merged-chr10-20991978-8	chr10	20991800	20992195	+	0.000	0.000	Merged-chr10-20991978-8
Merged-chr5-118050907-19	chr5	118050704	118051071	+	0.000	0.000	Merged-chr5-118050907-19
Merged-chr10-121297598-43	chr10	121297406	121297789	+	0.000	0.000	Merged-chr10-121297598-43
Merged-chr10-13469041-19	chr10	13468866	13469266	+	0.000	0.000	Merged-chr10-13469041-19
Merged-chr6-134856256-11	chr6	134856052	134856461	+	0.000	0.000	Merged-chr6-134856256-11
Merged-chr19-42086332-5	chr19	42086145	42086487	+	0.000	0.000	Merged-chr19-42086332-5
Merged-chr6-94544082-21	chr6	94543813	94544304	+	0.000	0.000	Merged-chr6-94544082-21
Merged-chr12-103421456-22	chr12	103421264	103421753	+	0.000	0.000	Merged-chr12-103421456-22
Merged-chr7-128411267-1	chr7	128411169	128411367	+	0.000	0.000	Merged-chr7-128411267-1
Merged-chr11-67025090-52	chr11	67024842	67025351	+	0.000	0.000	Merged-chr11-67025090-52
Merged-chr15-58214426-1	chr15	58214328	58214526	+	0.000	0.000	Merged-chr15-58214426-1
Merged-chr11-59809767-149	chr11	59809556	59810146	+	0.000	0.000	Merged-chr11-59809767-149
Merged-chr14-120347945-44	chr14	120347623	120348191	+	0.000	0.000	Merged-chr14-120347945-44
Merged-chr11-75867102-2	chr11	75866985	75867222	+	0.000	0.000	Merged-chr11-75867102-2
Merged-chr1-192753229-57	chr1	192752683	192753709	+	0.000	0.000	Merged-chr1-192753229-57
Merged-chr15-53189373-1	chr15	53189275	53189473	+	0.000	0.000	Merged-chr15-53189373-1
Merged-chr2-91948356-2	chr2	91948258	91948456	+	0.000	0.000	Merged-chr2-91948356-2
Merged-chr2-122467612-78	chr2	122467302	122467939	+	0.000	0.000	Merged-chr2-122467612-78
Merged-chr10-55400969-1	chr10	55400871	55401069	+	0.000	0.000	Merged-chr10-55400969-1
Merged-chr10-96535668-22	chr10	96535398	96535890	+	0.000	0.000	Merged-chr10-96535668-22
Merged-chr1-40290751-7	chr1	40290580	40290985	+	0.000	0.000	Merged-chr1-40290751-7
Merged-chr7-28384283-3	chr7	28384143	28384459	+	0.000	0.000	Merged-chr7-28384283-3
Merged-chr2-181679007-36	chr2	181678808	181679278	+	0.000	0.000	Merged-chr2-181679007-36
Merged-chr13-112465935-6	chr13	112465661	112466112	+	0.000	0.000	Merged-chr13-112465935-6
Merged-chr3-138864342-22	chr3	138864096	138864587	+	0.000	0.000	Merged-chr3-138864342-22
Merged-chr10-128743344-1	chr10	128743246	128743444	+	0.000	0.000	Merged-chr10-128743344-1
Merged-chr3-69041504-24	chr3	69041270	69041672	+	0.000	0.000	Merged-chr3-69041504-24
Merged-chr4-150540101-42	chr4	150539863	150540444	+	0.000	0.000	Merged-chr4-150540101-42
Merged-chr18-79064378-58	chr18	79064086	79064613	+	0.000	0.000	Merged-chr18-79064378-58
Merged-chrX-13845408-2	chrX	13845294	13845524	+	0.000	0.000	Merged-chrX-13845408-2
Merged-chr4-102859663-41	chr4	102859348	102860180	+	0.000	0.000	Merged-chr4-102859663-41
Merged-chr12-8771692-58	chr12	8771218	8772272	+	0.000	0.000	Merged-chr12-8771692-58
Merged-chr7-142967366-1	chr7	142967268	142967466	+	0.000	0.000	Merged-chr7-142967366-1
Merged-chr2-163165560-18	chr2	163165276	163165898	+	0.000	0.000	Merged-chr2-163165560-18
Merged-chr12-52893034-15	chr12	52892598	52893293	+	0.000	0.000	Merged-chr12-52893034-15
Merged-chr2-131448367-26	chr2	131448187	131448550	+	0.000	0.000	Merged-chr2-131448367-26
Merged-chr12-52830906-26	chr12	52830557	52831206	+	0.000	0.000	Merged-chr12-52830906-26
Merged-chr10-60189958-4	chr10	60189801	60190100	+	0.000	0.000	Merged-chr10-60189958-4
Merged-chr3-84220800-59	chr3	84220445	84221121	+	0.000	0.000	Merged-chr3-84220800-59
Merged-chr15-97664065-61	chr15	97663697	97664356	+	0.000	0.000	Merged-chr15-97664065-61
Merged-chr8-69328899-30	chr8	69328690	69329167	+	0.000	0.000	Merged-chr8-69328899-30
Merged-chr2-172392373-19	chr2	172392169	172392644	+	0.000	0.000	Merged-chr2-172392373-19
Merged-chr4-116704026-8	chr4	116703834	116704194	+	0.000	0.000	Merged-chr4-116704026-8
Merged-chr1-40236250-26	chr1	40235937	40236548	+	0.000	0.000	Merged-chr1-40236250-26
Merged-chr4-99929700-86	chr4	99929383	99929958	+	0.000	0.000	Merged-chr4-99929700-86
Merged-chr10-21069584-1	chr10	21069486	21069684	+	0.000	0.000	Merged-chr10-21069584-1
Merged-chr2-131423775-8	chr2	131423621	131423932	+	0.000	0.000	Merged-chr2-131423775-8
Merged-chr11-74848149-19	chr11	74847858	74848417	+	0.000	0.000	Merged-chr11-74848149-19
Merged-chr16-94414336-19	chr16	94414140	94414534	+	0.000	0.000	Merged-chr16-94414336-19
Merged-chr13-112388467-40	chr13	112388178	112388758	+	0.000	0.000	Merged-chr13-112388467-40
Merged-chr19-18766611-24	chr19	18766424	18766784	+	0.000	0.000	Merged-chr19-18766611-24
Merged-chr4-145300303-61	chr4	145299983	145300593	+	0.000	0.000	Merged-chr4-145300303-61
Merged-chr3-88775263-42	chr3	88775073	88775484	+	0.000	0.000	Merged-chr3-88775263-42
Merged-chr13-43767810-15	chr13	43767545	43768036	+	0.000	0.000	Merged-chr13-43767810-15
Merged-chr7-143010167-43	chr7	143009828	143010347	+	0.000	0.000	Merged-chr7-143010167-43
Merged-chr10-121316401-59	chr10	121315998	121316680	+	0.000	0.000	Merged-chr10-121316401-59
Merged-chr17-87636797-74	chr17	87636578	87637217	+	0.000	0.000	Merged-chr17-87636797-74
Merged-chr11-20560521-3	chr11	20560349	20560711	+	0.000	0.000	Merged-chr11-20560521-3
Merged-chr11-115643465-31	chr11	115643234	115643616	+	0.000	0.000	Merged-chr11-115643465-31
Merged-chr12-85688072-28	chr12	85687810	85688309	+	0.000	0.000	Merged-chr12-85688072-28
Merged-chr5-114345671-1	chr5	114345573	114345771	+	0.000	0.000	Merged-chr5-114345671-1
Merged-chr2-112714735-54	chr2	112714448	112715061	+	0.000	0.000	Merged-chr2-112714735-54
Merged-chr8-123518827-49	chr8	123518606	123519019	+	0.000	0.000	Merged-chr8-123518827-49
Merged-chr2-91963655-56	chr2	91963374	91964057	+	0.000	0.000	Merged-chr2-91963655-56
Merged-chr3-37263461-6	chr3	37263255	37263692	+	0.000	0.000	Merged-chr3-37263461-6
Merged-chr1-190896359-15	chr1	190896188	190896588	+	0.000	0.000	Merged-chr1-190896359-15
Merged-chr9-101251656-72	chr9	101251445	101252012	+	0.000	0.000	Merged-chr9-101251656-72
Merged-chr1-155218276-34	chr1	155218107	155218487	+	0.000	0.000	Merged-chr1-155218276-34
Merged-chr8-81609244-13	chr8	81609066	81609434	+	0.000	0.000	Merged-chr8-81609244-13
Merged-chr4-154334257-1	chr4	154334159	154334357	+	0.000	0.000	Merged-chr4-154334257-1
Merged-chr14-45041159-62	chr14	45040844	45041726	+	0.000	0.000	Merged-chr14-45041159-62
Merged-chr1-40263062-16	chr1	40262841	40263415	+	0.000	0.000	Merged-chr1-40263062-16
Merged-chr11-5261159-5	chr11	5261032	5261284	+	0.000	0.000	Merged-chr11-5261159-5
Merged-chr10-17539427-37	chr10	17539152	17539761	+	0.000	0.000	Merged-chr10-17539427-37
Merged-chr3-101929538-16	chr3	101929341	101929799	+	0.000	0.000	Merged-chr3-101929538-16
Merged-chr6-134252285-32	chr6	134251874	134252524	+	0.000	0.000	Merged-chr6-134252285-32
Merged-chr5-64371502-26	chr5	64371303	64371728	+	0.000	0.000	Merged-chr5-64371502-26
Merged-chr6-59422426-23	chr6	59422006	59422723	+	0.000	0.000	Merged-chr6-59422426-23
Merged-chr6-94700992-3	chr6	94700812	94701137	+	0.000	0.000	Merged-chr6-94700992-3
Merged-chr14-121456834-2	chr14	121456727	121456943	+	0.000	0.000	Merged-chr14-121456834-2
Merged-chr7-25107253-25	chr7	25106960	25107505	+	0.000	0.000	Merged-chr7-25107253-25
Merged-chr12-24565518-17	chr12	24565309	24565778	+	0.000	0.000	Merged-chr12-24565518-17
Merged-chr7-97069180-1	chr7	97069082	97069280	+	0.000	0.000	Merged-chr7-97069180-1
Merged-chr2-117328790-53	chr2	117328569	117329008	+	0.000	0.000	Merged-chr2-117328790-53
Merged-chr9-57948947-1	chr9	57948849	57949047	+	0.000	0.000	Merged-chr9-57948947-1
Merged-chr7-97041400-3	chr7	97041232	97041623	+	0.000	0.000	Merged-chr7-97041400-3
Merged-chr10-99204774-47	chr10	99204446	99205077	+	0.000	0.000	Merged-chr10-99204774-47
Merged-chr18-77794764-36	chr18	77794406	77795073	+	0.000	0.000	Merged-chr18-77794764-36
Merged-chr14-69804239-29	chr14	69804003	69804478	+	0.000	0.000	Merged-chr14-69804239-29
Merged-chr17-5893346-8	chr17	5893112	5893599	+	0.000	0.000	Merged-chr17-5893346-8
Merged-chr17-73163375-142	chr17	73162758	73163953	+	0.000	0.000	Merged-chr17-73163375-142
Merged-chr2-172390550-32	chr2	172390390	172390749	+	0.000	0.000	Merged-chr2-172390550-32
Merged-chr4-149307767-70	chr4	149307438	149308037	+	0.000	0.000	Merged-chr4-149307767-70
Merged-chr3-131157168-10	chr3	131156989	131157365	+	0.000	0.000	Merged-chr3-131157168-10
Merged-chr2-103635845-3	chr2	103635700	103636012	+	0.000	0.000	Merged-chr2-103635845-3
Merged-chr16-17276702-76	chr16	17276455	17276994	+	0.000	0.000	Merged-chr16-17276702-76
Merged-chr14-57713043-44	chr14	57712848	57713257	+	0.000	0.000	Merged-chr14-57713043-44
Merged-chr11-20611228-24	chr11	20610883	20611575	+	0.000	0.000	Merged-chr11-20611228-24
