#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.up.bed
Merged-chr10-75667633-88	chr10	75667222	75668045	+	0.000	0.000	Merged-chr10-75667633-88
Merged-chr15-62157779-32	chr15	62157083	62158405	+	0.000	0.000	Merged-chr15-62157779-32
Merged-chr16-93585331-1	chr16	93585233	93585431	+	0.000	0.000	Merged-chr16-93585331-1
Merged-chr11-109369318-57	chr11	109369061	109369916	+	0.000	0.000	Merged-chr11-109369318-57
Merged-chr11-4548889-1	chr11	4548791	4548989	+	0.000	0.000	Merged-chr11-4548889-1
Merged-chr4-139599159-54	chr4	139598838	139599338	+	0.000	0.000	Merged-chr4-139599159-54
Merged-chr6-83505014-9	chr6	83504788	83505168	+	0.000	0.000	Merged-chr6-83505014-9
Merged-chr9-97068935-38	chr9	97068635	97069325	+	0.000	0.000	Merged-chr9-97068935-38
Merged-chr16-10767314-4	chr16	10767152	10767518	+	0.000	0.000	Merged-chr16-10767314-4
Merged-chr13-42093848-28	chr13	42093646	42094061	+	0.000	0.000	Merged-chr13-42093848-28
Merged-chr4-19569261-1	chr4	19569163	19569361	+	0.000	0.000	Merged-chr4-19569261-1
Merged-chr2-34937859-20	chr2	34937691	34938114	+	0.000	0.000	Merged-chr2-34937859-20
Merged-chr2-68461008-10	chr2	68460724	68461240	+	0.000	0.000	Merged-chr2-68461008-10
Merged-chr11-106723126-20	chr11	106722942	106723512	+	0.000	0.000	Merged-chr11-106723126-20
Merged-chr11-59421844-42	chr11	59421445	59422330	+	0.000	0.000	Merged-chr11-59421844-42
Merged-chr7-96920782-38	chr7	96920582	96920956	+	0.000	0.000	Merged-chr7-96920782-38
Merged-chr11-116413169-123	chr11	116412784	116413645	+	0.000	0.000	Merged-chr11-116413169-123
Merged-chr10-59964870-60	chr10	59964566	59965217	+	0.000	0.000	Merged-chr10-59964870-60
Merged-chr12-117586270-30	chr12	117586021	117586475	+	0.000	0.000	Merged-chr12-117586270-30
Merged-chr11-115955280-58	chr11	115954871	115955468	+	0.000	0.000	Merged-chr11-115955280-58
Merged-chr19-29418635-70	chr19	29418352	29418966	+	0.000	0.000	Merged-chr19-29418635-70
Merged-chr9-94614552-1	chr9	94614454	94614652	+	0.000	0.000	Merged-chr9-94614552-1
Merged-chr13-117023549-1	chr13	117023451	117023649	+	0.000	0.000	Merged-chr13-117023549-1
Merged-chr3-129830361-1	chr3	129830263	129830461	+	0.000	0.000	Merged-chr3-129830361-1
Merged-chr2-68319886-32	chr2	68319644	68320139	+	0.000	0.000	Merged-chr2-68319886-32
Merged-chr1-189871035-1	chr1	189870937	189871135	+	0.000	0.000	Merged-chr1-189871035-1
Merged-chr13-51846321-116	chr13	51845485	51846915	+	0.000	0.000	Merged-chr13-51846321-116
Merged-chr6-134040595-1	chr6	134040497	134040695	+	0.000	0.000	Merged-chr6-134040595-1
Merged-chr2-34958312-48	chr2	34957998	34958562	+	0.000	0.000	Merged-chr2-34958312-48
Merged-chr10-118867305-2	chr10	118867151	118867462	+	0.000	0.000	Merged-chr10-118867305-2
Merged-chr5-148494934-110	chr5	148494561	148495532	+	0.000	0.000	Merged-chr5-148494934-110
Merged-chr4-125124916-51	chr4	125124714	125125173	+	0.000	0.000	Merged-chr4-125124916-51
Merged-chr17-8239317-7	chr17	8239004	8239519	+	0.000	0.000	Merged-chr17-8239317-7
Merged-chr12-113212688-4	chr12	113212552	113212824	+	0.000	0.000	Merged-chr12-113212688-4
Merged-chrX-137049718-53	chrX	137049393	137049973	+	0.000	0.000	Merged-chrX-137049718-53
Merged-chr6-134068734-14	chr6	134068518	134068880	+	0.000	0.000	Merged-chr6-134068734-14
Merged-chr13-117283298-1	chr13	117283200	117283398	+	0.000	0.000	Merged-chr13-117283298-1
Merged-chr8-79060066-12	chr8	79059656	79060327	+	0.000	0.000	Merged-chr8-79060066-12
Merged-chrX-133887516-30	chrX	133887310	133887705	+	0.000	0.000	Merged-chrX-133887516-30
Merged-chr6-125493098-13	chr6	125492791	125493371	+	0.000	0.000	Merged-chr6-125493098-13
Merged-chr6-143961927-1	chr6	143961829	143962027	+	0.000	0.000	Merged-chr6-143961927-1
Merged-chr10-75666667-21	chr10	75666428	75667009	+	0.000	0.000	Merged-chr10-75666667-21
Merged-chr17-73821760-2	chr17	73821627	73821896	+	0.000	0.000	Merged-chr17-73821760-2
Merged-chr3-88513720-44	chr3	88513045	88514044	+	0.000	0.000	Merged-chr3-88513720-44
Merged-chr9-53356792-29	chr9	53356536	53357014	+	0.000	0.000	Merged-chr9-53356792-29
Merged-chr12-81853682-19	chr12	81853482	81854067	+	0.000	0.000	Merged-chr12-81853682-19
Merged-chr10-127662313-49	chr10	127662011	127662612	+	0.000	0.000	Merged-chr10-127662313-49
Merged-chr3-126831628-17	chr3	126831376	126831847	+	0.000	0.000	Merged-chr3-126831628-17
Merged-chr1-191956552-42	chr1	191956308	191956761	+	0.000	0.000	Merged-chr1-191956552-42
Merged-chr13-117051602-40	chr13	117051369	117051835	+	0.000	0.000	Merged-chr13-117051602-40
Merged-chr14-103363341-36	chr14	103363128	103363580	+	0.000	0.000	Merged-chr14-103363341-36
Merged-chr6-143838453-2	chr6	143838307	143838601	+	0.000	0.000	Merged-chr6-143838453-2
Merged-chr3-95650788-36	chr3	95650483	95651280	+	0.000	0.000	Merged-chr3-95650788-36
Merged-chr11-115814180-82	chr11	115813655	115814540	+	0.000	0.000	Merged-chr11-115814180-82
Merged-chr10-111378501-63	chr10	111377953	111378983	+	0.000	0.000	Merged-chr10-111378501-63
Merged-chr1-188980258-48	chr1	188979912	188980523	+	0.000	0.000	Merged-chr1-188980258-48
Merged-chr4-139602785-16	chr4	139602596	139603036	+	0.000	0.000	Merged-chr4-139602785-16
Merged-chr15-100182405-6	chr15	100182307	100182506	+	0.000	0.000	Merged-chr15-100182405-6
Merged-chr4-144906777-28	chr4	144906578	144906978	+	0.000	0.000	Merged-chr4-144906777-28
Merged-chr14-121712229-13	chr14	121711918	121712562	+	0.000	0.000	Merged-chr14-121712229-13
Merged-chr11-3101899-4	chr11	3101801	3101999	+	0.000	0.000	Merged-chr11-3101899-4
Merged-chr2-68436038-76	chr2	68435367	68436328	+	0.000	0.000	Merged-chr2-68436038-76
Merged-chr4-152117699-6	chr4	152117545	152117857	+	0.000	0.000	Merged-chr4-152117699-6
Merged-chr8-126539798-23	chr8	126539576	126540035	+	0.000	0.000	Merged-chr8-126539798-23
Merged-chr8-33483137-2	chr8	33483015	33483262	+	0.000	0.000	Merged-chr8-33483137-2
Merged-chr9-40350871-8	chr9	40350751	40351004	+	0.000	0.000	Merged-chr9-40350871-8
Merged-chr14-54894532-1	chr14	54894434	54894632	+	0.000	0.000	Merged-chr14-54894532-1
Merged-chr12-69501974-43	chr12	69501730	69502315	+	0.000	0.000	Merged-chr12-69501974-43
Merged-chr5-52786683-41	chr5	52786469	52787002	+	0.000	0.000	Merged-chr5-52786683-41
Merged-chr13-4712896-2	chr13	4712775	4713020	+	0.000	0.000	Merged-chr13-4712896-2
Merged-chr15-31452943-2	chr15	31452794	31453095	+	0.000	0.000	Merged-chr15-31452943-2
Merged-chr7-123084747-69	chr7	123084547	123085016	+	0.000	0.000	Merged-chr7-123084747-69
Merged-chr13-117025711-44	chr13	117025533	117025970	+	0.000	0.000	Merged-chr13-117025711-44
Merged-chr19-40819012-30	chr19	40818824	40819272	+	0.000	0.000	Merged-chr19-40819012-30
Merged-chr8-125752507-1	chr8	125752409	125752607	+	0.000	0.000	Merged-chr8-125752507-1
Merged-chr6-144332292-25	chr6	144331952	144332689	+	0.000	0.000	Merged-chr6-144332292-25
Merged-chr3-37173489-44	chr3	37173240	37173898	+	0.000	0.000	Merged-chr3-37173489-44
Merged-chr4-65444952-1	chr4	65444854	65445052	+	0.000	0.000	Merged-chr4-65444952-1
Merged-chr9-114507598-34	chr9	114507169	114507885	+	0.000	0.000	Merged-chr9-114507598-34
Merged-chr10-30656775-1	chr10	30656677	30656875	+	0.000	0.000	Merged-chr10-30656775-1
Merged-chr11-4319029-17	chr11	4318559	4319379	+	0.000	0.000	Merged-chr11-4319029-17
Merged-chrX-134751230-54	chrX	134750947	134751540	+	0.000	0.000	Merged-chrX-134751230-54
Merged-chr1-173423098-2	chr1	173422977	173423222	+	0.000	0.000	Merged-chr1-173423098-2
Merged-chr1-136345006-2	chr1	136344892	136345123	+	0.000	0.000	Merged-chr1-136345006-2
Merged-chr7-143627990-12	chr7	143627748	143628298	+	0.000	0.000	Merged-chr7-143627990-12
Merged-chr8-94012464-75	chr8	94012128	94012914	+	0.000	0.000	Merged-chr8-94012464-75
Merged-chr14-51913534-68	chr14	51913122	51913830	+	0.000	0.000	Merged-chr14-51913534-68
Merged-chr9-43238844-1	chr9	43238746	43238944	+	0.000	0.000	Merged-chr9-43238844-1
Merged-chr6-38810070-95	chr6	38809822	38810428	+	0.000	0.000	Merged-chr6-38810070-95
Merged-chr1-23935168-46	chr1	23934938	23935596	+	0.000	0.000	Merged-chr1-23935168-46
Merged-chr16-94240379-2	chr16	94240278	94240483	+	0.000	0.000	Merged-chr16-94240379-2
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr1-138564947-10	chr1	138564827	138565069	+	0.000	0.000	Merged-chr1-138564947-10
Merged-chr9-53436232-20	chr9	53436002	53436521	+	0.000	0.000	Merged-chr9-53436232-20
Merged-chr7-81320014-23	chr7	81319741	81320207	+	0.000	0.000	Merged-chr7-81320014-23
Merged-chr13-51886128-52	chr13	51885915	51886454	+	0.000	0.000	Merged-chr13-51886128-52
Merged-chrX-134585795-59	chrX	134585571	134586056	+	0.000	0.000	Merged-chrX-134585795-59
Merged-chr1-132010988-72	chr1	132010726	132011376	+	0.000	0.000	Merged-chr1-132010988-72
Merged-chr12-51887733-83	chr12	51887442	51888106	+	0.000	0.000	Merged-chr12-51887733-83
Merged-chr19-44078434-18	chr19	44078214	44078669	+	0.000	0.000	Merged-chr19-44078434-18
Merged-chr3-126597082-207	chr3	126596488	126597388	+	0.000	0.000	Merged-chr3-126597082-207
Merged-chr1-191326224-91	chr1	191325916	191326473	+	0.000	0.000	Merged-chr1-191326224-91
Merged-chr1-189922190-68	chr1	189921904	189922538	+	0.000	0.000	Merged-chr1-189922190-68
Merged-chr5-52783183-56	chr5	52782943	52783421	+	0.000	0.000	Merged-chr5-52783183-56
Merged-chr2-130689284-3	chr2	130689170	130689396	+	0.000	0.000	Merged-chr2-130689284-3
Merged-chr13-117048588-56	chr13	117048167	117048843	+	0.000	0.000	Merged-chr13-117048588-56
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr5-105800443-1	chr5	105800345	105800543	+	0.000	0.000	Merged-chr5-105800443-1
Merged-chr10-117629481-71	chr10	117629186	117629692	+	0.000	0.000	Merged-chr10-117629481-71
Merged-chr15-91673188-51	chr15	91672898	91673660	+	0.000	0.000	Merged-chr15-91673188-51
Merged-chr8-126720855-1	chr8	126720757	126720955	+	0.000	0.000	Merged-chr8-126720855-1
Merged-chr19-41895947-91	chr19	41895603	41896230	+	0.000	0.000	Merged-chr19-41895947-91
Merged-chr3-37157248-37	chr3	37157071	37157427	+	0.000	0.000	Merged-chr3-37157248-37
Merged-chr6-134567359-2	chr6	134567261	134567459	+	0.000	0.000	Merged-chr6-134567359-2
Merged-chr13-58213937-15	chr13	58213771	58214065	+	0.000	0.000	Merged-chr13-58213937-15
Merged-chr1-189006419-18	chr1	189006222	189006764	+	0.000	0.000	Merged-chr1-189006419-18
Merged-chr15-100145354-14	chr15	100145170	100145540	+	0.000	0.000	Merged-chr15-100145354-14
Merged-chr17-8239854-1	chr17	8239756	8239954	+	0.000	0.000	Merged-chr17-8239854-1
Merged-chr14-31414970-54	chr14	31414644	31415391	+	0.000	0.000	Merged-chr14-31414970-54
Merged-chr17-57188930-47	chr17	57188754	57189177	+	0.000	0.000	Merged-chr17-57188930-47
Merged-chr6-89439047-1	chr6	89438949	89439147	+	0.000	0.000	Merged-chr6-89439047-1
Merged-chr14-105176952-137	chr14	105176449	105177233	+	0.000	0.000	Merged-chr14-105176952-137
Merged-chr9-5311572-34	chr9	5311281	5311831	+	0.000	0.000	Merged-chr9-5311572-34
Merged-chr10-130330917-51	chr10	130330709	130331174	+	0.000	0.000	Merged-chr10-130330917-51
Merged-chr2-68436653-2	chr2	68436530	68436778	+	0.000	0.000	Merged-chr2-68436653-2
Merged-chr8-79029406-228	chr8	79028001	79030887	+	0.000	0.000	Merged-chr8-79029406-228
Merged-chr10-117571495-58	chr10	117571282	117571706	+	0.000	0.000	Merged-chr10-117571495-58
Merged-chr2-34982434-20	chr2	34982215	34982609	+	0.000	0.000	Merged-chr2-34982434-20
Merged-chr3-52298855-38	chr3	52298596	52299136	+	0.000	0.000	Merged-chr3-52298855-38
Merged-chr11-79125955-8	chr11	79125774	79126145	+	0.000	0.000	Merged-chr11-79125955-8
Merged-chr5-75601161-1	chr5	75601063	75601261	+	0.000	0.000	Merged-chr5-75601161-1
Merged-chr9-53346409-3	chr9	53346187	53346594	+	0.000	0.000	Merged-chr9-53346409-3
Merged-chr8-88631262-2	chr8	88631135	88631392	+	0.000	0.000	Merged-chr8-88631262-2
Merged-chr9-62343848-45	chr9	62343044	62344294	+	0.000	0.000	Merged-chr9-62343848-45
Merged-chr7-80032517-2	chr7	80032417	80032620	+	0.000	0.000	Merged-chr7-80032517-2
Merged-chr11-97821849-44	chr11	97821659	97822135	+	0.000	0.000	Merged-chr11-97821849-44
Merged-chr10-127603833-11	chr10	127603518	127604278	+	0.000	0.000	Merged-chr10-127603833-11
Merged-chr15-59596634-94	chr15	59596176	59597224	+	0.000	0.000	Merged-chr15-59596634-94
Merged-chr15-12313413-17	chr15	12313223	12313634	+	0.000	0.000	Merged-chr15-12313413-17
Merged-chr13-116797748-1	chr13	116797650	116797848	+	0.000	0.000	Merged-chr13-116797748-1
Merged-chr9-14174390-13	chr9	14174092	14174756	+	0.000	0.000	Merged-chr9-14174390-13
Merged-chr1-138571231-16	chr1	138570944	138571460	+	0.000	0.000	Merged-chr1-138571231-16
Merged-chr14-24779334-63	chr14	24779027	24779713	+	0.000	0.000	Merged-chr14-24779334-63
Merged-chr5-105239288-1	chr5	105239190	105239388	+	0.000	0.000	Merged-chr5-105239288-1
Merged-chr7-81343707-1	chr7	81343609	81343807	+	0.000	0.000	Merged-chr7-81343707-1
Merged-chr9-62354040-45	chr9	62353836	62354240	+	0.000	0.000	Merged-chr9-62354040-45
Merged-chr6-88769402-8	chr6	88769211	88769558	+	0.000	0.000	Merged-chr6-88769402-8
Merged-chr5-105699890-8	chr5	105699736	105700052	+	0.000	0.000	Merged-chr5-105699890-8
Merged-chr10-30810407-1	chr10	30810309	30810507	+	0.000	0.000	Merged-chr10-30810407-1
Merged-chr7-127895657-49	chr7	127895389	127896115	+	0.000	0.000	Merged-chr7-127895657-49
Merged-chr19-43940128-49	chr19	43939878	43940368	+	0.000	0.000	Merged-chr19-43940128-49
Merged-chr7-19326423-25	chr7	19326128	19326710	+	0.000	0.000	Merged-chr7-19326423-25
Merged-chr11-79064524-6	chr11	79064325	79064721	+	0.000	0.000	Merged-chr11-79064524-6
Merged-chr5-150595349-1	chr5	150595251	150595449	+	0.000	0.000	Merged-chr5-150595349-1
Merged-chr11-4096720-48	chr11	4096494	4096945	+	0.000	0.000	Merged-chr11-4096720-48
Merged-chr14-52023136-61	chr14	52022952	52023314	+	0.000	0.000	Merged-chr14-52023136-61
Merged-chr11-99124711-4	chr11	99124599	99124854	+	0.000	0.000	Merged-chr11-99124711-4
Merged-chr19-40818282-1	chr19	40818184	40818382	+	0.000	0.000	Merged-chr19-40818282-1
Merged-chr9-106474749-4	chr9	106474640	106474877	+	0.000	0.000	Merged-chr9-106474749-4
Merged-chr6-145285757-35	chr6	145285318	145286110	+	0.000	0.000	Merged-chr6-145285757-35
Merged-chr9-14080056-3	chr9	14079956	14080158	+	0.000	0.000	Merged-chr9-14080056-3
Merged-chr11-70597550-26	chr11	70597364	70597747	+	0.000	0.000	Merged-chr11-70597550-26
Merged-chr9-62348235-9	chr9	62348123	62348358	+	0.000	0.000	Merged-chr9-62348235-9
Merged-chr9-43239710-28	chr9	43239328	43240108	+	0.000	0.000	Merged-chr9-43239710-28
Merged-chr2-75685689-38	chr2	75685457	75685875	+	0.000	0.000	Merged-chr2-75685689-38
Merged-chr5-120777652-8	chr5	120777394	120777819	+	0.000	0.000	Merged-chr5-120777652-8
Merged-chr9-43242516-24	chr9	43242294	43242802	+	0.000	0.000	Merged-chr9-43242516-24
Merged-chr10-19167953-53	chr10	19167621	19168218	+	0.000	0.000	Merged-chr10-19167953-53
Merged-chr5-100674272-64	chr5	100673808	100674690	+	0.000	0.000	Merged-chr5-100674272-64
Merged-chr1-138560382-26	chr1	138560201	138560558	+	0.000	0.000	Merged-chr1-138560382-26
Merged-chr7-25780138-19	chr7	25779961	25780352	+	0.000	0.000	Merged-chr7-25780138-19
Merged-chr1-55489612-12	chr1	55489447	55489806	+	0.000	0.000	Merged-chr1-55489612-12
Merged-chr14-118691606-2	chr14	118691508	118691706	+	0.000	0.000	Merged-chr14-118691606-2
Merged-chr3-122984427-120	chr3	122984199	122984723	+	0.000	0.000	Merged-chr3-122984427-120
Merged-chr6-17851443-16	chr6	17851104	17851786	+	0.000	0.000	Merged-chr6-17851443-16
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr10-30654288-2	chr10	30654170	30654408	+	0.000	0.000	Merged-chr10-30654288-2
Merged-chr11-98741365-3	chr11	98741267	98741465	+	0.000	0.000	Merged-chr11-98741365-3
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr15-58655104-54	chr15	58654874	58655354	+	0.000	0.000	Merged-chr15-58655104-54
Merged-chr6-134037174-7	chr6	134037017	134037386	+	0.000	0.000	Merged-chr6-134037174-7
Merged-chr9-94620464-1	chr9	94620366	94620564	+	0.000	0.000	Merged-chr9-94620464-1
Merged-chr11-70594778-39	chr11	70594565	70595009	+	0.000	0.000	Merged-chr11-70594778-39
Merged-chr5-65091600-42	chr5	65091365	65091838	+	0.000	0.000	Merged-chr5-65091600-42
Merged-chr16-90279320-12	chr16	90279195	90279461	+	0.000	0.000	Merged-chr16-90279320-12
Merged-chr4-16159748-7	chr4	16159602	16159902	+	0.000	0.000	Merged-chr4-16159748-7
Merged-chr2-62441216-45	chr2	62440993	62441408	+	0.000	0.000	Merged-chr2-62441216-45
Merged-chr17-3082332-197	chr17	3082009	3082685	+	0.000	0.000	Merged-chr17-3082332-197
Merged-chr5-123382042-18	chr5	123381842	123382249	+	0.000	0.000	Merged-chr5-123382042-18
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr15-31455611-30	chr15	31454881	31456046	+	0.000	0.000	Merged-chr15-31455611-30
Merged-chr16-95999409-48	chr16	95999167	95999621	+	0.000	0.000	Merged-chr16-95999409-48
Merged-chr6-134042034-12	chr6	134041817	134042286	+	0.000	0.000	Merged-chr6-134042034-12
Merged-chr15-76576495-44	chr15	76576162	76577075	+	0.000	0.000	Merged-chr15-76576495-44
Merged-chr11-4318297-27	chr11	4318007	4318534	+	0.000	0.000	Merged-chr11-4318297-27
Merged-chr1-138559796-44	chr1	138559583	138560080	+	0.000	0.000	Merged-chr1-138559796-44
Merged-chr14-121931088-62	chr14	121930795	121931485	+	0.000	0.000	Merged-chr14-121931088-62
Merged-chr2-150451435-66	chr2	150451001	150451737	+	0.000	0.000	Merged-chr2-150451435-66
Merged-chr1-189879850-1	chr1	189879752	189879950	+	0.000	0.000	Merged-chr1-189879850-1
Merged-chr7-80176723-11	chr7	80176395	80177024	+	0.000	0.000	Merged-chr7-80176723-11
Merged-chr11-49204089-8	chr11	49203953	49204235	+	0.000	0.000	Merged-chr11-49204089-8
Merged-chr14-103350207-1	chr14	103350109	103350307	+	0.000	0.000	Merged-chr14-103350207-1
Merged-chr1-180303799-22	chr1	180303563	180303975	+	0.000	0.000	Merged-chr1-180303799-22
Merged-chr9-106477001-83	chr9	106476640	106477382	+	0.000	0.000	Merged-chr9-106477001-83
Merged-chr15-12425356-11	chr15	12425188	12425503	+	0.000	0.000	Merged-chr15-12425356-11
Merged-chr5-148493203-2	chr5	148493077	148493332	+	0.000	0.000	Merged-chr5-148493203-2
Merged-chr5-105877867-21	chr5	105877600	105878092	+	0.000	0.000	Merged-chr5-105877867-21
Merged-chr11-79057153-11	chr11	79056971	79057335	+	0.000	0.000	Merged-chr11-79057153-11
Merged-chr7-35729754-35	chr7	35729552	35729956	+	0.000	0.000	Merged-chr7-35729754-35
Merged-chr6-128888363-11	chr6	128888191	128888543	+	0.000	0.000	Merged-chr6-128888363-11
Merged-chr9-110132063-73	chr9	110131809	110132305	+	0.000	0.000	Merged-chr9-110132063-73
Merged-chr15-62038583-121	chr15	62037767	62039413	+	0.000	0.000	Merged-chr15-62038583-121
Merged-chr12-113221567-2	chr12	113221463	113221674	+	0.000	0.000	Merged-chr12-113221567-2
Merged-chr9-14498849-2	chr9	14498736	14498964	+	0.000	0.000	Merged-chr9-14498849-2
Merged-chr18-53937531-41	chr18	53937334	53937821	+	0.000	0.000	Merged-chr18-53937531-41
Merged-chr9-14088046-43	chr9	14087819	14088327	+	0.000	0.000	Merged-chr9-14088046-43
Merged-chr14-121916227-99	chr14	121915638	121916587	+	0.000	0.000	Merged-chr14-121916227-99
Merged-chr2-17845339-45	chr2	17845134	17845562	+	0.000	0.000	Merged-chr2-17845339-45
Merged-chr4-32424256-17	chr4	32424136	32424372	+	0.000	0.000	Merged-chr4-32424256-17
Merged-chr12-117553468-60	chr12	117553192	117553885	+	0.000	0.000	Merged-chr12-117553468-60
Merged-chr9-41974521-1	chr9	41974423	41974621	+	0.000	0.000	Merged-chr9-41974521-1
Merged-chr9-71896366-36	chr9	71896003	71896674	+	0.000	0.000	Merged-chr9-71896366-36
Merged-chr8-14989606-62	chr8	14989437	14989865	+	0.000	0.000	Merged-chr8-14989606-62
Merged-chr15-59620120-63	chr15	59619829	59620473	+	0.000	0.000	Merged-chr15-59620120-63
Merged-chr7-96915877-37	chr7	96915640	96916137	+	0.000	0.000	Merged-chr7-96915877-37
Merged-chr16-14380008-54	chr16	14379678	14380248	+	0.000	0.000	Merged-chr16-14380008-54
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
Merged-chr5-105636927-69	chr5	105636694	105637196	+	0.000	0.000	Merged-chr5-105636927-69
Merged-chr14-105198652-25	chr14	105198429	105198843	+	0.000	0.000	Merged-chr14-105198652-25
Merged-chr19-55061249-39	chr19	55060964	55061523	+	0.000	0.000	Merged-chr19-55061249-39
Merged-chr17-35423448-36	chr17	35423212	35423734	+	0.000	0.000	Merged-chr17-35423448-36
Merged-chr18-65099318-13	chr18	65099130	65099533	+	0.000	0.000	Merged-chr18-65099318-13
Merged-chr5-148489625-52	chr5	148489264	148489849	+	0.000	0.000	Merged-chr5-148489625-52
Merged-chr16-91374174-40	chr16	91373774	91374534	+	0.000	0.000	Merged-chr16-91374174-40
Merged-chr12-117676169-1	chr12	117676071	117676269	+	0.000	0.000	Merged-chr12-117676169-1
Merged-chr11-52098997-87	chr11	52098416	52099471	+	0.000	0.000	Merged-chr11-52098997-87
Merged-chr2-77268041-1	chr2	77267943	77268141	+	0.000	0.000	Merged-chr2-77268041-1
Merged-chr16-24171355-10	chr16	24171122	24171520	+	0.000	0.000	Merged-chr16-24171355-10
Merged-chr8-83973520-1	chr8	83973422	83973620	+	0.000	0.000	Merged-chr8-83973520-1
Merged-chr8-126551138-20	chr8	126550949	126551363	+	0.000	0.000	Merged-chr8-126551138-20
Merged-chr3-122246201-2	chr3	122246084	122246321	+	0.000	0.000	Merged-chr3-122246201-2
