#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr8-70776141-1	chr8	70776043	70776241	+	0.000	0.000	Merged-chr8-70776141-1
Merged-chr1-165579440-1	chr1	165579342	165579540	+	0.000	0.000	Merged-chr1-165579440-1
Merged-chr2-103658723-12	chr2	103658510	103658872	+	0.000	0.000	Merged-chr2-103658723-12
Merged-chr9-21313543-10	chr9	21313406	21313675	+	0.000	0.000	Merged-chr9-21313543-10
Merged-chr17-45506965-50	chr17	45506814	45507139	+	0.000	0.000	Merged-chr17-45506965-50
Merged-chr4-155318568-19	chr4	155318434	155318744	+	0.000	0.000	Merged-chr4-155318568-19
Merged-chr15-100685489-2	chr15	100685376	100685605	+	0.000	0.000	Merged-chr15-100685489-2
Merged-chr2-32821487-1	chr2	32821389	32821587	+	0.000	0.000	Merged-chr2-32821487-1
Merged-chr2-91986276-9	chr2	91986091	91986459	+	0.000	0.000	Merged-chr2-91986276-9
Merged-chr10-19999210-7	chr10	19999057	19999375	+	0.000	0.000	Merged-chr10-19999210-7
Merged-chr6-134856256-11	chr6	134856052	134856461	+	0.000	0.000	Merged-chr6-134856256-11
Merged-chr2-117433681-2	chr2	117433573	117433791	+	0.000	0.000	Merged-chr2-117433681-2
Merged-chr11-59809767-149	chr11	59809556	59810146	+	0.000	0.000	Merged-chr11-59809767-149
Merged-chr2-91948356-2	chr2	91948258	91948456	+	0.000	0.000	Merged-chr2-91948356-2
Merged-chr17-34931482-67	chr17	34931104	34932252	+	0.000	0.000	Merged-chr17-34931482-67
Merged-chr2-122467612-78	chr2	122467302	122467939	+	0.000	0.000	Merged-chr2-122467612-78
Merged-chr7-28384283-3	chr7	28384143	28384459	+	0.000	0.000	Merged-chr7-28384283-3
Merged-chr13-112465935-6	chr13	112465661	112466112	+	0.000	0.000	Merged-chr13-112465935-6
Merged-chr10-128743344-1	chr10	128743246	128743444	+	0.000	0.000	Merged-chr10-128743344-1
Merged-chr3-69041504-24	chr3	69041270	69041672	+	0.000	0.000	Merged-chr3-69041504-24
Merged-chr18-79064378-58	chr18	79064086	79064613	+	0.000	0.000	Merged-chr18-79064378-58
Merged-chrX-13845408-2	chrX	13845294	13845524	+	0.000	0.000	Merged-chrX-13845408-2
Merged-chr4-102859663-41	chr4	102859348	102860180	+	0.000	0.000	Merged-chr4-102859663-41
Merged-chr15-97664065-61	chr15	97663697	97664356	+	0.000	0.000	Merged-chr15-97664065-61
Merged-chr8-69328899-30	chr8	69328690	69329167	+	0.000	0.000	Merged-chr8-69328899-30
Merged-chr15-28025300-2	chr15	28025159	28025444	+	0.000	0.000	Merged-chr15-28025300-2
Merged-chr15-76817217-4	chr15	76817016	76817472	+	0.000	0.000	Merged-chr15-76817217-4
Merged-chr4-116704026-8	chr4	116703834	116704194	+	0.000	0.000	Merged-chr4-116704026-8
Merged-chr9-61859765-62	chr9	61859366	61860214	+	0.000	0.000	Merged-chr9-61859765-62
Merged-chr4-99929700-86	chr4	99929383	99929958	+	0.000	0.000	Merged-chr4-99929700-86
Merged-chr4-145300303-61	chr4	145299983	145300593	+	0.000	0.000	Merged-chr4-145300303-61
Merged-chr7-128392069-3	chr7	128391955	128392201	+	0.000	0.000	Merged-chr7-128392069-3
Merged-chr7-143010167-43	chr7	143009828	143010347	+	0.000	0.000	Merged-chr7-143010167-43
Merged-chr10-121316401-59	chr10	121315998	121316680	+	0.000	0.000	Merged-chr10-121316401-59
Merged-chr15-100495239-52	chr15	100494941	100495499	+	0.000	0.000	Merged-chr15-100495239-52
Merged-chr11-20560521-3	chr11	20560349	20560711	+	0.000	0.000	Merged-chr11-20560521-3
Merged-chr11-115643465-31	chr11	115643234	115643616	+	0.000	0.000	Merged-chr11-115643465-31
Merged-chr5-114345671-1	chr5	114345573	114345771	+	0.000	0.000	Merged-chr5-114345671-1
Merged-chr2-112714735-54	chr2	112714448	112715061	+	0.000	0.000	Merged-chr2-112714735-54
Merged-chr8-123518827-49	chr8	123518606	123519019	+	0.000	0.000	Merged-chr8-123518827-49
Merged-chr2-91963655-56	chr2	91963374	91964057	+	0.000	0.000	Merged-chr2-91963655-56
Merged-chr3-37263461-6	chr3	37263255	37263692	+	0.000	0.000	Merged-chr3-37263461-6
Merged-chr11-19890961-22	chr11	19890652	19891243	+	0.000	0.000	Merged-chr11-19890961-22
Merged-chr1-155218276-34	chr1	155218107	155218487	+	0.000	0.000	Merged-chr1-155218276-34
Merged-chr4-154334257-1	chr4	154334159	154334357	+	0.000	0.000	Merged-chr4-154334257-1
Merged-chr11-5261159-5	chr11	5261032	5261284	+	0.000	0.000	Merged-chr11-5261159-5
Merged-chr12-85444900-48	chr12	85444671	85445129	+	0.000	0.000	Merged-chr12-85444900-48
Merged-chr3-101929538-16	chr3	101929341	101929799	+	0.000	0.000	Merged-chr3-101929538-16
Merged-chr15-6586508-38	chr15	6586161	6586743	+	0.000	0.000	Merged-chr15-6586508-38
Merged-chr1-69738342-1	chr1	69738244	69738442	+	0.000	0.000	Merged-chr1-69738342-1
Merged-chr6-59422426-23	chr6	59422006	59422723	+	0.000	0.000	Merged-chr6-59422426-23
Merged-chr14-121456834-2	chr14	121456727	121456943	+	0.000	0.000	Merged-chr14-121456834-2
Merged-chr7-25107253-25	chr7	25106960	25107505	+	0.000	0.000	Merged-chr7-25107253-25
Merged-chr7-97069180-1	chr7	97069082	97069280	+	0.000	0.000	Merged-chr7-97069180-1
Merged-chr2-117328790-53	chr2	117328569	117329008	+	0.000	0.000	Merged-chr2-117328790-53
Merged-chr5-64819652-30	chr5	64819484	64819892	+	0.000	0.000	Merged-chr5-64819652-30
Merged-chr9-57948947-1	chr9	57948849	57949047	+	0.000	0.000	Merged-chr9-57948947-1
Merged-chr16-23608841-3	chr16	23608623	23609029	+	0.000	0.000	Merged-chr16-23608841-3
Merged-chr17-5893346-8	chr17	5893112	5893599	+	0.000	0.000	Merged-chr17-5893346-8
Merged-chr17-73163375-142	chr17	73162758	73163953	+	0.000	0.000	Merged-chr17-73163375-142
Merged-chr2-172390550-32	chr2	172390390	172390749	+	0.000	0.000	Merged-chr2-172390550-32
Merged-chr4-149307767-70	chr4	149307438	149308037	+	0.000	0.000	Merged-chr4-149307767-70
Merged-chr3-131157168-10	chr3	131156989	131157365	+	0.000	0.000	Merged-chr3-131157168-10
Merged-chr2-103635845-3	chr2	103635700	103636012	+	0.000	0.000	Merged-chr2-103635845-3
Merged-chr3-95675849-9	chr3	95675619	95676020	+	0.000	0.000	Merged-chr3-95675849-9
Merged-chr19-4227723-1	chr19	4227625	4227823	+	0.000	0.000	Merged-chr19-4227723-1
Merged-chr14-57713043-44	chr14	57712848	57713257	+	0.000	0.000	Merged-chr14-57713043-44
Merged-chr10-96623488-19	chr10	96622989	96623868	+	0.000	0.000	Merged-chr10-96623488-19
Merged-chr17-32891413-48	chr17	32891140	32891651	+	0.000	0.000	Merged-chr17-32891413-48
Merged-chr8-81776667-33	chr8	81776296	81777033	+	0.000	0.000	Merged-chr8-81776667-33
Merged-chr10-14050811-26	chr10	14050641	14050984	+	0.000	0.000	Merged-chr10-14050811-26
Merged-chr13-34078203-66	chr13	34077918	34078505	+	0.000	0.000	Merged-chr13-34078203-66
Merged-chr15-58196982-23	chr15	58196768	58197238	+	0.000	0.000	Merged-chr15-58196982-23
Merged-chr6-99261371-76	chr6	99260951	99261589	+	0.000	0.000	Merged-chr6-99261371-76
Merged-chr6-128790681-1	chr6	128790583	128790781	+	0.000	0.000	Merged-chr6-128790681-1
Merged-chr12-85270542-46	chr12	85270269	85270723	+	0.000	0.000	Merged-chr12-85270542-46
Merged-chr6-129229876-2	chr6	129229778	129229976	+	0.000	0.000	Merged-chr6-129229876-2
Merged-chr15-101275184-1	chr15	101275086	101275284	+	0.000	0.000	Merged-chr15-101275184-1
Merged-chrX-166304686-40	chrX	166304452	166305024	+	0.000	0.000	Merged-chrX-166304686-40
Merged-chr17-34592724-1	chr17	34592626	34592824	+	0.000	0.000	Merged-chr17-34592724-1
Merged-chr1-61151289-6	chr1	61151074	61151485	+	0.000	0.000	Merged-chr1-61151289-6
Merged-chr12-8787183-8	chr12	8786946	8787409	+	0.000	0.000	Merged-chr12-8787183-8
Merged-chr10-96757491-3	chr10	96757365	96757629	+	0.000	0.000	Merged-chr10-96757491-3
Merged-chr2-92392954-19	chr2	92392578	92393187	+	0.000	0.000	Merged-chr2-92392954-19
Merged-chr2-163254696-7	chr2	163254313	163254961	+	0.000	0.000	Merged-chr2-163254696-7
Merged-chrX-11998414-1	chrX	11998316	11998514	+	0.000	0.000	Merged-chrX-11998414-1
Merged-chr16-76323771-64	chr16	76323456	76324046	+	0.000	0.000	Merged-chr16-76323771-64
Merged-chr9-118750272-2	chr9	118750107	118750440	+	0.000	0.000	Merged-chr9-118750272-2
Merged-chr16-97326270-33	chr16	97326055	97326649	+	0.000	0.000	Merged-chr16-97326270-33
Merged-chr7-141049009-7	chr7	141048813	141049206	+	0.000	0.000	Merged-chr7-141049009-7
Merged-chr4-6924913-49	chr4	6924682	6925132	+	0.000	0.000	Merged-chr4-6924913-49
Merged-chr15-36496712-52	chr15	36496507	36496933	+	0.000	0.000	Merged-chr15-36496712-52
Merged-chr17-46393132-3	chr17	46393001	46393260	+	0.000	0.000	Merged-chr17-46393132-3
Merged-chr19-5407352-1	chr19	5407254	5407452	+	0.000	0.000	Merged-chr19-5407352-1
Merged-chr2-169519991-22	chr2	169519793	169520197	+	0.000	0.000	Merged-chr2-169519991-22
Merged-chr13-112466730-20	chr13	112466436	112466982	+	0.000	0.000	Merged-chr13-112466730-20
Merged-chr10-60169227-2	chr10	60169116	60169341	+	0.000	0.000	Merged-chr10-60169227-2
Merged-chr15-93563752-30	chr15	93563566	93563953	+	0.000	0.000	Merged-chr15-93563752-30
Merged-chr4-129821052-1	chr4	129820954	129821152	+	0.000	0.000	Merged-chr4-129821052-1
Merged-chr11-109432542-63	chr11	109432014	109432961	+	0.000	0.000	Merged-chr11-109432542-63
Merged-chr16-76373616-10	chr16	76373507	76373736	+	0.000	0.000	Merged-chr16-76373616-10
Merged-chr5-110058029-58	chr5	110057759	110058282	+	0.000	0.000	Merged-chr5-110058029-58
Merged-chr10-43467884-13	chr10	43467732	43468021	+	0.000	0.000	Merged-chr10-43467884-13
Merged-chr1-164960822-1	chr1	164960724	164960922	+	0.000	0.000	Merged-chr1-164960822-1
Merged-chr19-10948684-1	chr19	10948586	10948784	+	0.000	0.000	Merged-chr19-10948684-1
Merged-chr17-87975056-71	chr17	87974755	87975415	+	0.000	0.000	Merged-chr17-87975056-71
Merged-chr8-47690895-15	chr8	47690705	47691185	+	0.000	0.000	Merged-chr8-47690895-15
Merged-chr15-86094752-47	chr15	86094329	86095204	+	0.000	0.000	Merged-chr15-86094752-47
Merged-chr10-17479176-1	chr10	17479078	17479276	+	0.000	0.000	Merged-chr10-17479176-1
Merged-chr7-127842472-24	chr7	127842277	127842659	+	0.000	0.000	Merged-chr7-127842472-24
Merged-chr4-6868044-4	chr4	6867900	6868168	+	0.000	0.000	Merged-chr4-6868044-4
Merged-chr7-101636183-33	chr7	101635829	101636458	+	0.000	0.000	Merged-chr7-101636183-33
Merged-chr18-78954647-1	chr18	78954549	78954747	+	0.000	0.000	Merged-chr18-78954647-1
Merged-chr11-61155897-9	chr11	61155696	61156084	+	0.000	0.000	Merged-chr11-61155897-9
Merged-chr12-82267745-1	chr12	82267647	82267845	+	0.000	0.000	Merged-chr12-82267745-1
Merged-chr1-181249762-2	chr1	181249627	181249899	+	0.000	0.000	Merged-chr1-181249762-2
Merged-chr8-4258944-112	chr8	4258750	4259445	+	0.000	0.000	Merged-chr8-4258944-112
Merged-chr10-60389736-64	chr10	60389335	60390376	+	0.000	0.000	Merged-chr10-60389736-64
Merged-chr6-146888566-65	chr6	146888248	146888842	+	0.000	0.000	Merged-chr6-146888566-65
Merged-chr6-65820561-1	chr6	65820463	65820661	+	0.000	0.000	Merged-chr6-65820561-1
Merged-chr16-4922650-19	chr16	4922393	4922965	+	0.000	0.000	Merged-chr16-4922650-19
Merged-chr2-36136611-74	chr2	36136356	36136843	+	0.000	0.000	Merged-chr2-36136611-74
Merged-chr3-131065144-22	chr3	131064953	131065371	+	0.000	0.000	Merged-chr3-131065144-22
Merged-chr15-53259323-8	chr15	53259091	53259585	+	0.000	0.000	Merged-chr15-53259323-8
Merged-chr5-139381860-8	chr5	139381742	139381995	+	0.000	0.000	Merged-chr5-139381860-8
Merged-chr17-87561219-18	chr17	87560901	87561434	+	0.000	0.000	Merged-chr17-87561219-18
Merged-chr16-97466752-3	chr16	97466586	97466910	+	0.000	0.000	Merged-chr16-97466752-3
Merged-chr10-68105401-48	chr10	68105140	68105683	+	0.000	0.000	Merged-chr10-68105401-48
Merged-chr19-17380887-41	chr19	17380601	17381417	+	0.000	0.000	Merged-chr19-17380887-41
Merged-chr16-76309491-6	chr16	76309319	76309667	+	0.000	0.000	Merged-chr16-76309491-6
Merged-chr7-143644190-29	chr7	143643978	143644394	+	0.000	0.000	Merged-chr7-143644190-29
Merged-chr6-134898085-100	chr6	134897851	134898337	+	0.000	0.000	Merged-chr6-134898085-100
Merged-chr5-64803282-82	chr5	64803000	64803604	+	0.000	0.000	Merged-chr5-64803282-82
Merged-chr6-128769715-5	chr6	128769572	128769883	+	0.000	0.000	Merged-chr6-128769715-5
Merged-chr4-155126874-51	chr4	155126646	155127080	+	0.000	0.000	Merged-chr4-155126874-51
Merged-chr2-169658095-1	chr2	169657997	169658195	+	0.000	0.000	Merged-chr2-169658095-1
Merged-chr7-64061384-36	chr7	64061155	64061576	+	0.000	0.000	Merged-chr7-64061384-36
Merged-chr4-129820380-124	chr4	129819816	129820869	+	0.000	0.000	Merged-chr4-129820380-124
Merged-chr2-59652882-23	chr2	59652590	59653169	+	0.000	0.000	Merged-chr2-59652882-23
Merged-chr15-36365016-4	chr15	36364896	36365141	+	0.000	0.000	Merged-chr15-36365016-4
Merged-chr11-98000649-36	chr11	98000321	98001108	+	0.000	0.000	Merged-chr11-98000649-36
Merged-chr10-128270552-51	chr10	128270309	128270745	+	0.000	0.000	Merged-chr10-128270552-51
Merged-chr12-41044922-24	chr12	41044693	41045208	+	0.000	0.000	Merged-chr12-41044922-24
Merged-chr6-128803141-52	chr6	128802938	128803327	+	0.000	0.000	Merged-chr6-128803141-52
Merged-chr13-112398369-43	chr13	112398115	112398724	+	0.000	0.000	Merged-chr13-112398369-43
Merged-chr9-120002240-48	chr9	120002030	120002455	+	0.000	0.000	Merged-chr9-120002240-48
Merged-chr8-27174593-51	chr8	27174342	27174814	+	0.000	0.000	Merged-chr8-27174593-51
Merged-chr19-29271286-46	chr19	29270771	29271590	+	0.000	0.000	Merged-chr19-29271286-46
Merged-chr1-164573321-2	chr1	164573223	164573421	+	0.000	0.000	Merged-chr1-164573321-2
Merged-chr2-131352831-82	chr2	131352473	131353146	+	0.000	0.000	Merged-chr2-131352831-82
Merged-chr2-62460082-42	chr2	62459722	62460624	+	0.000	0.000	Merged-chr2-62460082-42
Merged-chr2-169590672-10	chr2	169590492	169590852	+	0.000	0.000	Merged-chr2-169590672-10
Merged-chr9-25196838-57	chr9	25196506	25197109	+	0.000	0.000	Merged-chr9-25196838-57
Merged-chr1-36939684-79	chr1	36939266	36940057	+	0.000	0.000	Merged-chr1-36939684-79
Merged-chr10-12867710-1	chr10	12867612	12867810	+	0.000	0.000	Merged-chr10-12867710-1
Merged-chr2-91987638-2	chr2	91987529	91987749	+	0.000	0.000	Merged-chr2-91987638-2
Merged-chr12-8499918-111	chr12	8499545	8500404	+	0.000	0.000	Merged-chr12-8499918-111
Merged-chr2-131480828-38	chr2	131480611	131481027	+	0.000	0.000	Merged-chr2-131480828-38
Merged-chr14-61718483-1	chr14	61718385	61718583	+	0.000	0.000	Merged-chr14-61718483-1
Merged-chr10-13967586-131	chr10	13967150	13968069	+	0.000	0.000	Merged-chr10-13967586-131
Merged-chr2-77175946-2	chr2	77175761	77176133	+	0.000	0.000	Merged-chr2-77175946-2
Merged-chr15-79834328-40	chr15	79834015	79834667	+	0.000	0.000	Merged-chr15-79834328-40
Merged-chr11-88717876-1	chr11	88717778	88717976	+	0.000	0.000	Merged-chr11-88717876-1
Merged-chr2-169586883-2	chr2	169586719	169587050	+	0.000	0.000	Merged-chr2-169586883-2
Merged-chr6-129273817-44	chr6	129273539	129274029	+	0.000	0.000	Merged-chr6-129273817-44
Merged-chr19-4231987-48	chr19	4231702	4232192	+	0.000	0.000	Merged-chr19-4231987-48
Merged-chr6-124779719-51	chr6	124779506	124779905	+	0.000	0.000	Merged-chr6-124779719-51
Merged-chr7-101634721-37	chr7	101634438	101634980	+	0.000	0.000	Merged-chr7-101634721-37
Merged-chr18-9449525-1	chr18	9449427	9449625	+	0.000	0.000	Merged-chr18-9449525-1
Merged-chr1-37000533-36	chr1	37000311	37000713	+	0.000	0.000	Merged-chr1-37000533-36
Merged-chr6-134792413-109	chr6	134791833	134792888	+	0.000	0.000	Merged-chr6-134792413-109
Merged-chr19-29101370-61	chr19	29101111	29101710	+	0.000	0.000	Merged-chr19-29101370-61
Merged-chr3-52069951-61	chr3	52069717	52070241	+	0.000	0.000	Merged-chr3-52069951-61
Merged-chr10-12963472-34	chr10	12963303	12963648	+	0.000	0.000	Merged-chr10-12963472-34
Merged-chr10-63381719-30	chr10	63381459	63381872	+	0.000	0.000	Merged-chr10-63381719-30
Merged-chr1-94056150-27	chr1	94055826	94056371	+	0.000	0.000	Merged-chr1-94056150-27
Merged-chr1-40283621-12	chr1	40283306	40283918	+	0.000	0.000	Merged-chr1-40283621-12
Merged-chr1-190554319-2	chr1	190554175	190554466	+	0.000	0.000	Merged-chr1-190554319-2
Merged-chr11-20543083-82	chr11	20542758	20543438	+	0.000	0.000	Merged-chr11-20543083-82
Merged-chr11-44489355-8	chr11	44489181	44489520	+	0.000	0.000	Merged-chr11-44489355-8
Merged-chr1-128604975-1	chr1	128604877	128605075	+	0.000	0.000	Merged-chr1-128604975-1
Merged-chr19-12518208-28	chr19	12517939	12518494	+	0.000	0.000	Merged-chr19-12518208-28
Merged-chr12-102368263-64	chr12	102367952	102368678	+	0.000	0.000	Merged-chr12-102368263-64
Merged-chr11-20455380-47	chr11	20455168	20455592	+	0.000	0.000	Merged-chr11-20455380-47
Merged-chr5-135689652-1	chr5	135689554	135689752	+	0.000	0.000	Merged-chr5-135689652-1
Merged-chr2-61635446-9	chr2	61635264	61635598	+	0.000	0.000	Merged-chr2-61635446-9
Merged-chr10-96751812-13	chr10	96751639	96751993	+	0.000	0.000	Merged-chr10-96751812-13
Merged-chr6-41543040-1	chr6	41542942	41543140	+	0.000	0.000	Merged-chr6-41543040-1
Merged-chr19-29194532-55	chr19	29194121	29194856	+	0.000	0.000	Merged-chr19-29194532-55
Merged-chr1-36262219-41	chr1	36261976	36262467	+	0.000	0.000	Merged-chr1-36262219-41
Merged-chr11-115646752-30	chr11	115646531	115646981	+	0.000	0.000	Merged-chr11-115646752-30
Merged-chr18-50017066-69	chr18	50016759	50017329	+	0.000	0.000	Merged-chr18-50017066-69
Merged-chr14-31761933-17	chr14	31761739	31762112	+	0.000	0.000	Merged-chr14-31761933-17
Merged-chr1-192493990-1	chr1	192493892	192494090	+	0.000	0.000	Merged-chr1-192493990-1
Merged-chrX-12151801-24	chrX	12151458	12152033	+	0.000	0.000	Merged-chrX-12151801-24
Merged-chr6-34475470-1	chr6	34475372	34475570	+	0.000	0.000	Merged-chr6-34475470-1
Merged-chr5-110583347-41	chr5	110583059	110583537	+	0.000	0.000	Merged-chr5-110583347-41
Merged-chr12-36036969-49	chr12	36036702	36037248	+	0.000	0.000	Merged-chr12-36036969-49
Merged-chr1-190659083-1	chr1	190658985	190659183	+	0.000	0.000	Merged-chr1-190659083-1
Merged-chr4-95607625-1	chr4	95607527	95607725	+	0.000	0.000	Merged-chr4-95607625-1
Merged-chr11-82952709-57	chr11	82952376	82953204	+	0.000	0.000	Merged-chr11-82952709-57
Merged-chr10-14050018-2	chr10	14049887	14050152	+	0.000	0.000	Merged-chr10-14050018-2
Merged-chr11-94236284-28	chr11	94236091	94236476	+	0.000	0.000	Merged-chr11-94236284-28
Merged-chr7-6283007-16	chr7	6282846	6283143	+	0.000	0.000	Merged-chr7-6283007-16
Merged-chr2-135852240-2	chr2	135852055	135852428	+	0.000	0.000	Merged-chr2-135852240-2
Merged-chr10-12868741-121	chr10	12868023	12869443	+	0.000	0.000	Merged-chr10-12868741-121
Merged-chr5-65850971-35	chr5	65850703	65851158	+	0.000	0.000	Merged-chr5-65850971-35
Merged-chr1-36512086-88	chr1	36511663	36512428	+	0.000	0.000	Merged-chr1-36512086-88
Merged-chr16-21787807-60	chr16	21787558	21788121	+	0.000	0.000	Merged-chr16-21787807-60
Merged-chr1-60985751-5	chr1	60985643	60985859	+	0.000	0.000	Merged-chr1-60985751-5
Merged-chr13-55105411-57	chr13	55105156	55105750	+	0.000	0.000	Merged-chr13-55105411-57
Merged-chr1-155224072-96	chr1	155223483	155224554	+	0.000	0.000	Merged-chr1-155224072-96
Merged-chr15-101258599-55	chr15	101258354	101258786	+	0.000	0.000	Merged-chr15-101258599-55
Merged-chr5-118028862-172	chr5	118027446	118029786	+	0.000	0.000	Merged-chr5-118028862-172
Merged-chr1-61030719-23	chr1	61030216	61030989	+	0.000	0.000	Merged-chr1-61030719-23
Merged-chr17-30004798-88	chr17	30004394	30005172	+	0.000	0.000	Merged-chr17-30004798-88
Merged-chr9-56273762-19	chr9	56273591	56274010	+	0.000	0.000	Merged-chr9-56273762-19
Merged-chr10-68080253-7	chr10	68080075	68080385	+	0.000	0.000	Merged-chr10-68080253-7
Merged-chr8-116952526-34	chr8	116952205	116952723	+	0.000	0.000	Merged-chr8-116952526-34
Merged-chr19-46467273-39	chr19	46467083	46467468	+	0.000	0.000	Merged-chr19-46467273-39
Merged-chrX-155216260-100	chrX	155216009	155216685	+	0.000	0.000	Merged-chrX-155216260-100
Merged-chr6-124765480-1	chr6	124765382	124765580	+	0.000	0.000	Merged-chr6-124765480-1
Merged-chr16-17921951-55	chr16	17921634	17922249	+	0.000	0.000	Merged-chr16-17921951-55
Merged-chr8-119424172-64	chr8	119423860	119424474	+	0.000	0.000	Merged-chr8-119424172-64
Merged-chr7-82866836-179	chr7	82866568	82867139	+	0.000	0.000	Merged-chr7-82866836-179
Merged-chr12-85705502-111	chr12	85705148	85706147	+	0.000	0.000	Merged-chr12-85705502-111
Merged-chr1-136685597-75	chr1	136685309	136685821	+	0.000	0.000	Merged-chr1-136685597-75
Merged-chr12-16202520-13	chr12	16202231	16202815	+	0.000	0.000	Merged-chr12-16202520-13
Merged-chr5-107220058-5	chr5	107219913	107220203	+	0.000	0.000	Merged-chr5-107220058-5
Merged-chr5-139382660-104	chr5	139382222	139383141	+	0.000	0.000	Merged-chr5-139382660-104
Merged-chrX-166351958-28	chrX	166351630	166352206	+	0.000	0.000	Merged-chrX-166351958-28
Merged-chr1-34218504-21	chr1	34218307	34218723	+	0.000	0.000	Merged-chr1-34218504-21
Merged-chr15-83601447-1	chr15	83601349	83601547	+	0.000	0.000	Merged-chr15-83601447-1
Merged-chr4-57832585-7	chr4	57832404	57832802	+	0.000	0.000	Merged-chr4-57832585-7
Merged-chr2-103632734-49	chr2	103632551	103632970	+	0.000	0.000	Merged-chr2-103632734-49
Merged-chr4-137861990-96	chr4	137861737	137862381	+	0.000	0.000	Merged-chr4-137861990-96
Merged-chr15-100699497-4	chr15	100699305	100699661	+	0.000	0.000	Merged-chr15-100699497-4
Merged-chr18-35848292-36	chr18	35848048	35848563	+	0.000	0.000	Merged-chr18-35848292-36
Merged-chr1-164966286-53	chr1	164966098	164966507	+	0.000	0.000	Merged-chr1-164966286-53
Merged-chr13-95518086-22	chr13	95517782	95518324	+	0.000	0.000	Merged-chr13-95518086-22
Merged-chr6-41526509-3	chr6	41526401	41526614	+	0.000	0.000	Merged-chr6-41526509-3
