#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.up.bed
Merged-chr12-99329663-1	chr12	99329565	99329763	+	0.000	0.000	Merged-chr12-99329663-1
Merged-chr16-58409048-2	chr16	58408930	58409169	+	0.000	0.000	Merged-chr16-58409048-2
Merged-chr16-36724137-4	chr16	36724030	36724246	+	0.000	0.000	Merged-chr16-36724137-4
Merged-chr4-11558879-51	chr4	11558623	11559126	+	0.000	0.000	Merged-chr4-11558879-51
Merged-chr18-24653766-102	chr18	24653429	24654068	+	0.000	0.000	Merged-chr18-24653766-102
Merged-chr1-153037964-21	chr1	153037601	153038400	+	0.000	0.000	Merged-chr1-153037964-21
Merged-chr7-80143415-12	chr7	80143248	80143681	+	0.000	0.000	Merged-chr7-80143415-12
Merged-chr7-75910458-70	chr7	75910267	75910630	+	0.000	0.000	Merged-chr7-75910458-70
Merged-chr10-81551345-2	chr10	81551247	81551445	+	0.000	0.000	Merged-chr10-81551345-2
Merged-chr19-4215518-1	chr19	4215420	4215618	+	0.000	0.000	Merged-chr19-4215518-1
Merged-chr3-146127552-12	chr3	146127392	146127740	+	0.000	0.000	Merged-chr3-146127552-12
Merged-chr12-73605389-1	chr12	73605291	73605489	+	0.000	0.000	Merged-chr12-73605389-1
Merged-chr11-107012688-58	chr11	107012484	107012977	+	0.000	0.000	Merged-chr11-107012688-58
Merged-chr8-116923775-40	chr8	116923413	116923963	+	0.000	0.000	Merged-chr8-116923775-40
Merged-chr11-76916716-1	chr11	76916618	76916816	+	0.000	0.000	Merged-chr11-76916716-1
Merged-chr7-80402640-72	chr7	80402249	80403240	+	0.000	0.000	Merged-chr7-80402640-72
Merged-chr5-63964753-8	chr5	63964544	63964968	+	0.000	0.000	Merged-chr5-63964753-8
Merged-chr1-60569405-18	chr1	60569049	60569694	+	0.000	0.000	Merged-chr1-60569405-18
Merged-chr2-127927965-70	chr2	127927762	127928150	+	0.000	0.000	Merged-chr2-127927965-70
Merged-chr13-13524158-36	chr13	13523767	13524363	+	0.000	0.000	Merged-chr13-13524158-36
Merged-chr5-32089637-4	chr5	32089495	32089789	+	0.000	0.000	Merged-chr5-32089637-4
Merged-chr11-11774439-6	chr11	11774193	11774727	+	0.000	0.000	Merged-chr11-11774439-6
Merged-chr17-47594627-4	chr17	47594337	47594932	+	0.000	0.000	Merged-chr17-47594627-4
Merged-chr11-94629692-62	chr11	94629446	94630000	+	0.000	0.000	Merged-chr11-94629692-62
Merged-chr4-114983263-1	chr4	114983165	114983363	+	0.000	0.000	Merged-chr4-114983263-1
Merged-chr8-33902890-33	chr8	33902689	33903152	+	0.000	0.000	Merged-chr8-33902890-33
Merged-chr2-35661692-79	chr2	35661330	35662033	+	0.000	0.000	Merged-chr2-35661692-79
Merged-chr7-64001745-21	chr7	64001579	64002042	+	0.000	0.000	Merged-chr7-64001745-21
Merged-chr11-94991977-26	chr11	94991676	94992263	+	0.000	0.000	Merged-chr11-94991977-26
Merged-chr7-110166389-6	chr7	110166229	110166547	+	0.000	0.000	Merged-chr7-110166389-6
Merged-chr4-117202479-67	chr4	117202284	117202697	+	0.000	0.000	Merged-chr4-117202479-67
Merged-chr4-15269482-1	chr4	15269384	15269582	+	0.000	0.000	Merged-chr4-15269482-1
Merged-chr16-75903251-33	chr16	75902941	75903483	+	0.000	0.000	Merged-chr16-75903251-33
Merged-chr17-27027661-33	chr17	27027473	27027876	+	0.000	0.000	Merged-chr17-27027661-33
Merged-chr5-74261391-1	chr5	74261293	74261491	+	0.000	0.000	Merged-chr5-74261391-1
Merged-chr5-21424961-52	chr5	21424726	21425196	+	0.000	0.000	Merged-chr5-21424961-52
Merged-chr16-95770718-9	chr16	95770552	95770884	+	0.000	0.000	Merged-chr16-95770718-9
Merged-chr8-72749613-1	chr8	72749515	72749713	+	0.000	0.000	Merged-chr8-72749613-1
Merged-chr15-31166017-1	chr15	31165919	31166117	+	0.000	0.000	Merged-chr15-31166017-1
Merged-chr1-97578670-1	chr1	97578572	97578770	+	0.000	0.000	Merged-chr1-97578670-1
Merged-chr3-109025792-30	chr3	109025592	109026015	+	0.000	0.000	Merged-chr3-109025792-30
Merged-chr5-32133327-25	chr5	32132871	32133735	+	0.000	0.000	Merged-chr5-32133327-25
Merged-chr11-11812237-17	chr11	11812065	11812381	+	0.000	0.000	Merged-chr11-11812237-17
Merged-chr7-75789865-6	chr7	75789731	75790021	+	0.000	0.000	Merged-chr7-75789865-6
Merged-chr14-73244258-38	chr14	73244012	73244523	+	0.000	0.000	Merged-chr14-73244258-38
Merged-chr1-60909043-49	chr1	60908850	60909303	+	0.000	0.000	Merged-chr1-60909043-49
Merged-chr12-73705441-25	chr12	73705202	73705710	+	0.000	0.000	Merged-chr12-73705441-25
Merged-chr6-128850040-2	chr6	128849900	128850183	+	0.000	0.000	Merged-chr6-128850040-2
Merged-chr6-82702849-35	chr6	82702684	82703077	+	0.000	0.000	Merged-chr6-82702849-35
Merged-chr1-144406748-33	chr1	144406538	144407073	+	0.000	0.000	Merged-chr1-144406748-33
Merged-chr9-120084612-20	chr9	120084370	120084807	+	0.000	0.000	Merged-chr9-120084612-20
Merged-chr16-95712235-1	chr16	95712137	95712335	+	0.000	0.000	Merged-chr16-95712235-1
Merged-chr9-94236731-9	chr9	94236365	94236988	+	0.000	0.000	Merged-chr9-94236731-9
Merged-chr16-78532286-51	chr16	78532049	78532502	+	0.000	0.000	Merged-chr16-78532286-51
Merged-chr1-144353515-5	chr1	144353376	144353638	+	0.000	0.000	Merged-chr1-144353515-5
Merged-chr10-89463405-2	chr10	89463294	89463518	+	0.000	0.000	Merged-chr10-89463405-2
Merged-chr15-55843342-6	chr15	55843149	55843513	+	0.000	0.000	Merged-chr15-55843342-6
Merged-chr2-92058678-30	chr2	92058431	92058912	+	0.000	0.000	Merged-chr2-92058678-30
Merged-chr17-86536077-41	chr17	86535861	86536327	+	0.000	0.000	Merged-chr17-86536077-41
Merged-chr1-135129740-3	chr1	135129627	135129863	+	0.000	0.000	Merged-chr1-135129740-3
Merged-chr1-171774158-19	chr1	171773900	171774405	+	0.000	0.000	Merged-chr1-171774158-19
Merged-chr1-60930618-28	chr1	60930415	60930832	+	0.000	0.000	Merged-chr1-60930618-28
Merged-chr16-34700432-30	chr16	34700199	34700671	+	0.000	0.000	Merged-chr16-34700432-30
Merged-chr10-75793983-2	chr10	75793874	75794094	+	0.000	0.000	Merged-chr10-75793983-2
Merged-chr12-73726209-37	chr12	73725825	73726539	+	0.000	0.000	Merged-chr12-73726209-37
Merged-chr8-124291459-24	chr8	124291131	124291761	+	0.000	0.000	Merged-chr8-124291459-24
Merged-chr19-10198987-5	chr19	10198858	10199160	+	0.000	0.000	Merged-chr19-10198987-5
Merged-chr2-157203644-2	chr2	157203544	157203747	+	0.000	0.000	Merged-chr2-157203644-2
Merged-chr13-32864701-28	chr13	32864556	32864952	+	0.000	0.000	Merged-chr13-32864701-28
Merged-chr1-135730462-2	chr1	135730352	135730574	+	0.000	0.000	Merged-chr1-135730462-2
Merged-chr8-105965936-106	chr8	105965649	105966412	+	0.000	0.000	Merged-chr8-105965936-106
Merged-chr7-88258644-1	chr7	88258546	88258744	+	0.000	0.000	Merged-chr7-88258644-1
Merged-chr8-116928093-15	chr8	116927929	116928260	+	0.000	0.000	Merged-chr8-116928093-15
Merged-chr8-120599693-4	chr8	120599561	120599828	+	0.000	0.000	Merged-chr8-120599693-4
Merged-chr8-123411565-31	chr8	123411303	123411852	+	0.000	0.000	Merged-chr8-123411565-31
Merged-chr1-33578784-30	chr1	33578493	33579065	+	0.000	0.000	Merged-chr1-33578784-30
Merged-chr12-99392184-7	chr12	99392051	99392308	+	0.000	0.000	Merged-chr12-99392184-7
Merged-chr10-21994609-61	chr10	21994257	21995274	+	0.000	0.000	Merged-chr10-21994609-61
Merged-chr19-56400406-24	chr19	56400242	56400636	+	0.000	0.000	Merged-chr19-56400406-24
Merged-chr1-161674719-1	chr1	161674621	161674819	+	0.000	0.000	Merged-chr1-161674719-1
Merged-chr11-97949895-26	chr11	97949628	97950132	+	0.000	0.000	Merged-chr11-97949895-26
Merged-chr6-113662757-1	chr6	113662659	113662857	+	0.000	0.000	Merged-chr6-113662757-1
Merged-chr5-100498698-59	chr5	100498541	100499009	+	0.000	0.000	Merged-chr5-100498698-59
Merged-chr14-70549442-27	chr14	70549237	70549646	+	0.000	0.000	Merged-chr14-70549442-27
Merged-chr5-66150234-1	chr5	66150136	66150334	+	0.000	0.000	Merged-chr5-66150234-1
Merged-chr10-17880349-11	chr10	17880102	17880599	+	0.000	0.000	Merged-chr10-17880349-11
Merged-chr2-30985659-1	chr2	30985561	30985759	+	0.000	0.000	Merged-chr2-30985659-1
Merged-chr13-5913367-24	chr13	5913003	5913578	+	0.000	0.000	Merged-chr13-5913367-24
Merged-chr9-21680027-16	chr9	21679754	21680280	+	0.000	0.000	Merged-chr9-21680027-16
Merged-chr13-64152248-20	chr13	64151955	64152528	+	0.000	0.000	Merged-chr13-64152248-20
Merged-chr13-95742219-17	chr13	95741997	95742661	+	0.000	0.000	Merged-chr13-95742219-17
Merged-chr7-80445697-13	chr7	80445370	80445962	+	0.000	0.000	Merged-chr7-80445697-13
Merged-chr18-70570683-1	chr18	70570585	70570783	+	0.000	0.000	Merged-chr18-70570683-1
Merged-chr2-45108808-22	chr2	45108591	45109203	+	0.000	0.000	Merged-chr2-45108808-22
Merged-chr5-66069157-15	chr5	66069003	66069464	+	0.000	0.000	Merged-chr5-66069157-15
Merged-chr14-73146853-3	chr14	73146717	73146972	+	0.000	0.000	Merged-chr14-73146853-3
Merged-chr3-107783480-11	chr3	107783344	107783646	+	0.000	0.000	Merged-chr3-107783480-11
Merged-chr11-21240879-2	chr11	21240781	21240979	+	0.000	0.000	Merged-chr11-21240879-2
Merged-chr11-107473465-34	chr11	107473282	107473689	+	0.000	0.000	Merged-chr11-107473465-34
Merged-chr9-21168542-62	chr9	21167998	21169120	+	0.000	0.000	Merged-chr9-21168542-62
Merged-chr1-144256856-41	chr1	144256581	144257145	+	0.000	0.000	Merged-chr1-144256856-41
Merged-chr11-101199720-6	chr11	101199540	101199897	+	0.000	0.000	Merged-chr11-101199720-6
Merged-chr11-102467251-44	chr11	102467051	102467489	+	0.000	0.000	Merged-chr11-102467251-44
Merged-chr18-56500973-1	chr18	56500875	56501073	+	0.000	0.000	Merged-chr18-56500973-1
Merged-chr14-122981392-1	chr14	122981294	122981492	+	0.000	0.000	Merged-chr14-122981392-1
Merged-chr8-122564920-4	chr8	122564766	122565098	+	0.000	0.000	Merged-chr8-122564920-4
Merged-chr18-89272605-14	chr18	89272403	89272838	+	0.000	0.000	Merged-chr18-89272605-14
Merged-chr17-47593583-60	chr17	47593275	47594014	+	0.000	0.000	Merged-chr17-47593583-60
Merged-chr1-92799887-22	chr1	92799698	92800322	+	0.000	0.000	Merged-chr1-92799887-22
Merged-chr16-95728966-56	chr16	95728779	95729195	+	0.000	0.000	Merged-chr16-95728966-56
Merged-chr7-63962798-3	chr7	63962695	63962907	+	0.000	0.000	Merged-chr7-63962798-3
Merged-chr13-52981533-1	chr13	52981435	52981633	+	0.000	0.000	Merged-chr13-52981533-1
Merged-chr19-5945219-1	chr19	5945121	5945319	+	0.000	0.000	Merged-chr19-5945219-1
Merged-chr10-54073001-5	chr10	54072817	54073166	+	0.000	0.000	Merged-chr10-54073001-5
Merged-chr8-75213221-41	chr8	75212988	75213533	+	0.000	0.000	Merged-chr8-75213221-41
Merged-chr13-41447189-7	chr13	41447010	41447351	+	0.000	0.000	Merged-chr13-41447189-7
Merged-chr12-100907749-1	chr12	100907651	100907849	+	0.000	0.000	Merged-chr12-100907749-1
Merged-chr14-56284057-2	chr14	56283955	56284161	+	0.000	0.000	Merged-chr14-56284057-2
Merged-chr4-117182553-85	chr4	117182354	117182884	+	0.000	0.000	Merged-chr4-117182553-85
Merged-chr18-70576272-1	chr18	70576174	70576372	+	0.000	0.000	Merged-chr18-70576272-1
Merged-chr11-83445098-22	chr11	83444917	83445259	+	0.000	0.000	Merged-chr11-83445098-22
Merged-chr15-36179511-67	chr15	36179239	36179786	+	0.000	0.000	Merged-chr15-36179511-67
Merged-chr10-17948244-7	chr10	17948009	17948434	+	0.000	0.000	Merged-chr10-17948244-7
Merged-chr1-134106892-31	chr1	134106677	134107108	+	0.000	0.000	Merged-chr1-134106892-31
Merged-chr2-18307843-60	chr2	18307592	18308006	+	0.000	0.000	Merged-chr2-18307843-60
Merged-chr7-63930938-2	chr7	63930823	63931055	+	0.000	0.000	Merged-chr7-63930938-2
Merged-chr11-76879949-25	chr11	76879735	76880147	+	0.000	0.000	Merged-chr11-76879949-25
Merged-chr7-110254224-22	chr7	110253939	110254579	+	0.000	0.000	Merged-chr7-110254224-22
Merged-chr5-100501456-4	chr5	100501343	100501592	+	0.000	0.000	Merged-chr5-100501456-4
Merged-chr12-73723981-2	chr12	73723865	73724100	+	0.000	0.000	Merged-chr12-73723981-2
Merged-chr1-128080659-1	chr1	128080561	128080759	+	0.000	0.000	Merged-chr1-128080659-1
Merged-chr5-8397712-7	chr5	8397580	8397851	+	0.000	0.000	Merged-chr5-8397712-7
Merged-chr11-51650641-84	chr11	51649697	51651292	+	0.000	0.000	Merged-chr11-51650641-84
Merged-chr12-16258722-16	chr12	16258325	16258950	+	0.000	0.000	Merged-chr12-16258722-16
Merged-chr3-59262212-10	chr3	59262013	59262387	+	0.000	0.000	Merged-chr3-59262212-10
Merged-chr10-118370616-31	chr10	118370412	118370884	+	0.000	0.000	Merged-chr10-118370616-31
Merged-chr6-48818082-13	chr6	48817945	48818226	+	0.000	0.000	Merged-chr6-48818082-13
Merged-chr11-120633342-92	chr11	120633097	120633829	+	0.000	0.000	Merged-chr11-120633342-92
Merged-chr12-73594240-4	chr12	73594113	73594428	+	0.000	0.000	Merged-chr12-73594240-4
Merged-chr7-132484598-7	chr7	132484438	132484725	+	0.000	0.000	Merged-chr7-132484598-7
Merged-chr10-111544120-26	chr10	111543887	111544335	+	0.000	0.000	Merged-chr10-111544120-26
Merged-chr15-99126498-24	chr15	99126186	99126914	+	0.000	0.000	Merged-chr15-99126498-24
Merged-chr7-80412408-5	chr7	80412260	80412563	+	0.000	0.000	Merged-chr7-80412408-5
Merged-chr10-81551750-43	chr10	81551552	81551936	+	0.000	0.000	Merged-chr10-81551750-43
Merged-chr12-73632828-29	chr12	73632456	73633081	+	0.000	0.000	Merged-chr12-73632828-29
Merged-chr10-110931585-1	chr10	110931487	110931685	+	0.000	0.000	Merged-chr10-110931585-1
Merged-chr7-128070068-7	chr7	128069861	128070310	+	0.000	0.000	Merged-chr7-128070068-7
Merged-chr7-45078606-1	chr7	45078508	45078706	+	0.000	0.000	Merged-chr7-45078606-1
Merged-chr9-114811408-9	chr9	114811212	114811571	+	0.000	0.000	Merged-chr9-114811408-9
Merged-chr6-115847146-35	chr6	115846898	115847364	+	0.000	0.000	Merged-chr6-115847146-35
Merged-chr5-107724104-22	chr5	107723739	107724338	+	0.000	0.000	Merged-chr5-107724104-22
Merged-chr17-29262154-17	chr17	29261793	29262498	+	0.000	0.000	Merged-chr17-29262154-17
Merged-chr6-66951960-6	chr6	66951828	66952134	+	0.000	0.000	Merged-chr6-66951960-6
Merged-chr13-23544060-54	chr13	23543861	23544236	+	0.000	0.000	Merged-chr13-23544060-54
Merged-chr4-43442762-110	chr4	43442188	43443366	+	0.000	0.000	Merged-chr4-43442762-110
Merged-chr16-75856186-4	chr16	75856084	75856300	+	0.000	0.000	Merged-chr16-75856186-4
Merged-chr7-4806867-16	chr7	4806677	4807104	+	0.000	0.000	Merged-chr7-4806867-16
Merged-chr7-127260763-55	chr7	127260470	127260997	+	0.000	0.000	Merged-chr7-127260763-55
Merged-chr5-66150771-6	chr5	66150493	66150964	+	0.000	0.000	Merged-chr5-66150771-6
Merged-chr10-110727955-39	chr10	110727615	110728281	+	0.000	0.000	Merged-chr10-110727955-39
Merged-chr12-84769728-1	chr12	84769630	84769828	+	0.000	0.000	Merged-chr12-84769728-1
Merged-chr5-106982609-23	chr5	106982386	106982948	+	0.000	0.000	Merged-chr5-106982609-23
Merged-chr2-157204364-118	chr2	157203815	157204764	+	0.000	0.000	Merged-chr2-157204364-118
Merged-chr13-107844268-8	chr13	107844099	107844546	+	0.000	0.000	Merged-chr13-107844268-8
Merged-chr1-43562031-1	chr1	43561933	43562131	+	0.000	0.000	Merged-chr1-43562031-1
Merged-chr2-118663406-49	chr2	118663134	118663783	+	0.000	0.000	Merged-chr2-118663406-49
Merged-chr8-120736370-59	chr8	120736060	120736662	+	0.000	0.000	Merged-chr8-120736370-59
Merged-chr2-152825903-49	chr2	152825689	152826151	+	0.000	0.000	Merged-chr2-152825903-49
Merged-chr13-13590526-88	chr13	13590232	13590754	+	0.000	0.000	Merged-chr13-13590526-88
Merged-chr14-77905612-16	chr14	77905332	77905857	+	0.000	0.000	Merged-chr14-77905612-16
Merged-chr3-146127848-1	chr3	146127750	146127948	+	0.000	0.000	Merged-chr3-146127848-1
Merged-chr13-4190380-2	chr13	4190252	4190510	+	0.000	0.000	Merged-chr13-4190380-2
Merged-chr5-66086978-39	chr5	66086701	66087211	+	0.000	0.000	Merged-chr5-66086978-39
Merged-chr10-118057722-24	chr10	118057449	118058118	+	0.000	0.000	Merged-chr10-118057722-24
Merged-chr13-35798845-1	chr13	35798747	35798945	+	0.000	0.000	Merged-chr13-35798845-1
Merged-chr9-120074668-51	chr9	120074466	120074890	+	0.000	0.000	Merged-chr9-120074668-51
Merged-chr8-35498509-11	chr8	35498301	35498669	+	0.000	0.000	Merged-chr8-35498509-11
Merged-chr4-132463334-1	chr4	132463236	132463434	+	0.000	0.000	Merged-chr4-132463334-1
Merged-chr16-46027069-1	chr16	46026971	46027169	+	0.000	0.000	Merged-chr16-46027069-1
Merged-chr2-103719021-38	chr2	103718765	103719285	+	0.000	0.000	Merged-chr2-103719021-38
Merged-chr13-12575154-46	chr13	12574860	12575446	+	0.000	0.000	Merged-chr13-12575154-46
Merged-chr19-37419795-20	chr19	37419614	37419985	+	0.000	0.000	Merged-chr19-37419795-20
Merged-chr5-66069851-51	chr5	66069541	66070065	+	0.000	0.000	Merged-chr5-66069851-51
Merged-chr9-107303282-14	chr9	107302993	107303473	+	0.000	0.000	Merged-chr9-107303282-14
Merged-chr4-15267886-1	chr4	15267788	15267986	+	0.000	0.000	Merged-chr4-15267886-1
Merged-chr5-21046309-12	chr5	21045961	21046626	+	0.000	0.000	Merged-chr5-21046309-12
Merged-chr3-59205834-2	chr3	59205736	59205934	+	0.000	0.000	Merged-chr3-59205834-2
Merged-chr11-11788755-45	chr11	11788599	11788967	+	0.000	0.000	Merged-chr11-11788755-45
Merged-chr3-107038872-1	chr3	107038774	107038972	+	0.000	0.000	Merged-chr3-107038872-1
Merged-chr2-103672845-28	chr2	103672681	103673073	+	0.000	0.000	Merged-chr2-103672845-28
Merged-chr13-113795476-8	chr13	113795259	113795711	+	0.000	0.000	Merged-chr13-113795476-8
Merged-chr11-11809003-59	chr11	11808756	11809179	+	0.000	0.000	Merged-chr11-11809003-59
Merged-chr7-38106884-1	chr7	38106786	38106984	+	0.000	0.000	Merged-chr7-38106884-1
Merged-chr15-55897197-36	chr15	55896924	55897487	+	0.000	0.000	Merged-chr15-55897197-36
Merged-chr6-148914162-22	chr6	148913870	148914398	+	0.000	0.000	Merged-chr6-148914162-22
Merged-chr13-41355770-5	chr13	41355646	41355915	+	0.000	0.000	Merged-chr13-41355770-5
Merged-chr1-60936469-13	chr1	60936212	60936812	+	0.000	0.000	Merged-chr1-60936469-13
Merged-chr7-76035036-15	chr7	76034852	76035249	+	0.000	0.000	Merged-chr7-76035036-15
Merged-chr16-8869938-27	chr16	8869766	8870175	+	0.000	0.000	Merged-chr16-8869938-27
Merged-chr6-125340535-3	chr6	125340429	125340644	+	0.000	0.000	Merged-chr6-125340535-3
Merged-chr1-43504436-6	chr1	43504295	43504620	+	0.000	0.000	Merged-chr1-43504436-6
Merged-chr4-15314991-2	chr4	15314847	15315138	+	0.000	0.000	Merged-chr4-15314991-2
Merged-chr15-75118767-3	chr15	75118584	75118966	+	0.000	0.000	Merged-chr15-75118767-3
Merged-chr15-93245731-28	chr15	93245474	93245974	+	0.000	0.000	Merged-chr15-93245731-28
Merged-chr10-83093703-1	chr10	83093605	83093803	+	0.000	0.000	Merged-chr10-83093703-1
Merged-chr1-43561326-30	chr1	43561044	43561797	+	0.000	0.000	Merged-chr1-43561326-30
Merged-chr1-135679120-1	chr1	135679022	135679220	+	0.000	0.000	Merged-chr1-135679120-1
Merged-chr12-99326248-34	chr12	99326004	99326516	+	0.000	0.000	Merged-chr12-99326248-34
Merged-chr7-110164691-100	chr7	110164511	110164891	+	0.000	0.000	Merged-chr7-110164691-100
Merged-chr6-125351546-6	chr6	125351429	125351683	+	0.000	0.000	Merged-chr6-125351546-6
Merged-chr15-78532182-55	chr15	78532035	78532333	+	0.000	0.000	Merged-chr15-78532182-55
Merged-chr5-74260801-106	chr5	74260380	74261177	+	0.000	0.000	Merged-chr5-74260801-106
Merged-chr5-107015636-39	chr5	107015266	107015904	+	0.000	0.000	Merged-chr5-107015636-39
Merged-chr6-54034662-29	chr6	54034362	54034833	+	0.000	0.000	Merged-chr6-54034662-29
Merged-chr4-116448916-26	chr4	116448674	116449102	+	0.000	0.000	Merged-chr4-116448916-26
Merged-chr15-98934343-98	chr15	98934085	98934565	+	0.000	0.000	Merged-chr15-98934343-98
Merged-chr2-125738439-9	chr2	125738243	125738606	+	0.000	0.000	Merged-chr2-125738439-9
Merged-chr10-76531480-72	chr10	76531273	76531703	+	0.000	0.000	Merged-chr10-76531480-72
Merged-chr10-118494382-14	chr10	118494115	118494635	+	0.000	0.000	Merged-chr10-118494382-14
Merged-chr3-79445460-10	chr3	79445104	79445703	+	0.000	0.000	Merged-chr3-79445460-10
Merged-chr10-128015228-41	chr10	128014987	128015483	+	0.000	0.000	Merged-chr10-128015228-41
Merged-chr12-100876279-15	chr12	100875983	100876516	+	0.000	0.000	Merged-chr12-100876279-15
Merged-chr7-80294519-58	chr7	80294245	80294798	+	0.000	0.000	Merged-chr7-80294519-58
Merged-chr15-99074786-55	chr15	99074453	99075075	+	0.000	0.000	Merged-chr15-99074786-55
Merged-chr2-29889142-1	chr2	29889044	29889242	+	0.000	0.000	Merged-chr2-29889142-1
Merged-chr5-63968652-123	chr5	63968344	63968992	+	0.000	0.000	Merged-chr5-63968652-123
Merged-chr7-29225204-7	chr7	29225035	29225372	+	0.000	0.000	Merged-chr7-29225204-7
Merged-chr1-161734917-117	chr1	161734567	161735143	+	0.000	0.000	Merged-chr1-161734917-117
Merged-chr8-85624614-13	chr8	85624443	85624801	+	0.000	0.000	Merged-chr8-85624614-13
Merged-chr19-9938920-69	chr19	9938642	9939356	+	0.000	0.000	Merged-chr19-9938920-69
Merged-chrX-101917936-6	chrX	101917775	101918092	+	0.000	0.000	Merged-chrX-101917936-6
Merged-chr4-150809359-1	chr4	150809261	150809459	+	0.000	0.000	Merged-chr4-150809359-1
Merged-chr17-35704869-55	chr17	35704604	35705053	+	0.000	0.000	Merged-chr17-35704869-55
Merged-chr2-125731924-29	chr2	125731703	125732113	+	0.000	0.000	Merged-chr2-125731924-29
Merged-chr7-90131300-10	chr7	90131017	90131548	+	0.000	0.000	Merged-chr7-90131300-10
Merged-chr6-66954248-9	chr6	66954082	66954388	+	0.000	0.000	Merged-chr6-66954248-9
Merged-chr10-117836641-40	chr10	117836373	117836969	+	0.000	0.000	Merged-chr10-117836641-40
Merged-chr5-45676772-9	chr5	45676532	45676933	+	0.000	0.000	Merged-chr5-45676772-9
Merged-chr7-141010574-8	chr7	141010407	141010742	+	0.000	0.000	Merged-chr7-141010574-8
Merged-chr15-55866381-1	chr15	55866283	55866481	+	0.000	0.000	Merged-chr15-55866381-1
Merged-chr4-58986970-37	chr4	58986518	58987279	+	0.000	0.000	Merged-chr4-58986970-37
Merged-chr4-15273435-28	chr4	15273189	15273750	+	0.000	0.000	Merged-chr4-15273435-28
Merged-chr7-30280528-94	chr7	30280288	30280705	+	0.000	0.000	Merged-chr7-30280528-94
Merged-chr3-89251546-19	chr3	89251309	89251805	+	0.000	0.000	Merged-chr3-89251546-19
Merged-chr8-120752246-20	chr8	120751910	120752534	+	0.000	0.000	Merged-chr8-120752246-20
Merged-chr14-30715878-105	chr14	30715073	30716578	+	0.000	0.000	Merged-chr14-30715878-105
Merged-chr8-105992813-22	chr8	105992477	105993240	+	0.000	0.000	Merged-chr8-105992813-22
Merged-chr13-113639155-24	chr13	113639031	113639294	+	0.000	0.000	Merged-chr13-113639155-24
Merged-chr6-54151623-52	chr6	54151306	54151939	+	0.000	0.000	Merged-chr6-54151623-52
Merged-chr5-107754930-37	chr5	107754519	107755124	+	0.000	0.000	Merged-chr5-107754930-37
Merged-chr12-69374530-1	chr12	69374432	69374630	+	0.000	0.000	Merged-chr12-69374530-1
Merged-chr6-97353387-24	chr6	97353220	97353551	+	0.000	0.000	Merged-chr6-97353387-24
Merged-chr10-128232915-1	chr10	128232817	128233015	+	0.000	0.000	Merged-chr10-128232915-1
Merged-chr2-29812614-1	chr2	29812516	29812714	+	0.000	0.000	Merged-chr2-29812614-1
Merged-chr15-34238759-2	chr15	34238648	34238873	+	0.000	0.000	Merged-chr15-34238759-2
Merged-chr7-142387872-67	chr7	142387457	142388207	+	0.000	0.000	Merged-chr7-142387872-67
Merged-chr9-78845462-22	chr9	78845213	78845720	+	0.000	0.000	Merged-chr9-78845462-22
Merged-chr15-73548216-5	chr15	73548099	73548356	+	0.000	0.000	Merged-chr15-73548216-5
Merged-chr1-161809504-48	chr1	161809130	161809832	+	0.000	0.000	Merged-chr1-161809504-48
Merged-chr19-5364336-4	chr19	5364132	5364494	+	0.000	0.000	Merged-chr19-5364336-4
Merged-chr11-63924496-1	chr11	63924398	63924596	+	0.000	0.000	Merged-chr11-63924496-1
Merged-chr8-120596111-22	chr8	120595942	120596328	+	0.000	0.000	Merged-chr8-120596111-22
Merged-chr1-92832361-2	chr1	92832220	92832505	+	0.000	0.000	Merged-chr1-92832361-2
Merged-chr5-8996968-123	chr5	8996640	8997446	+	0.000	0.000	Merged-chr5-8996968-123
Merged-chr4-11914721-47	chr4	11914486	11914938	+	0.000	0.000	Merged-chr4-11914721-47
Merged-chr4-133633341-52	chr4	133632917	133633683	+	0.000	0.000	Merged-chr4-133633341-52
Merged-chr1-161788012-2	chr1	161787914	161788112	+	0.000	0.000	Merged-chr1-161788012-2
Merged-chr10-118121968-28	chr10	118121418	118122221	+	0.000	0.000	Merged-chr10-118121968-28
Merged-chr10-81544693-1	chr10	81544595	81544793	+	0.000	0.000	Merged-chr10-81544693-1
Merged-chr5-140201458-20	chr5	140201216	140201661	+	0.000	0.000	Merged-chr5-140201458-20
Merged-chr19-53311857-2	chr19	53311758	53311958	+	0.000	0.000	Merged-chr19-53311857-2
Merged-chr11-107459149-15	chr11	107458991	107459342	+	0.000	0.000	Merged-chr11-107459149-15
Merged-chr17-27028353-65	chr17	27027939	27028821	+	0.000	0.000	Merged-chr17-27028353-65
Merged-chr1-133053249-27	chr1	133053059	133053520	+	0.000	0.000	Merged-chr1-133053249-27
Merged-chr1-43501314-13	chr1	43501148	43501499	+	0.000	0.000	Merged-chr1-43501314-13
Merged-chr8-105851882-54	chr8	105851729	105852114	+	0.000	0.000	Merged-chr8-105851882-54
