#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed
Merged-chr1-74124917-117	chr1	74124332	74125509	+	0.000	0.000	Merged-chr1-74124917-117
Merged-chr4-156004272-37	chr4	156004010	156004488	+	0.000	0.000	Merged-chr4-156004272-37
Merged-chr8-79374732-2	chr8	79374623	79374843	+	0.000	0.000	Merged-chr8-79374732-2
Merged-chr17-84310608-1	chr17	84310510	84310708	+	0.000	0.000	Merged-chr17-84310608-1
Merged-chr11-22739724-11	chr11	22739529	22739931	+	0.000	0.000	Merged-chr11-22739724-11
Merged-chr8-84242793-1	chr8	84242695	84242893	+	0.000	0.000	Merged-chr8-84242793-1
Merged-chr2-165884678-116	chr2	165883770	165885765	+	0.000	0.000	Merged-chr2-165884678-116
Merged-chr12-83987988-78	chr12	83987719	83988171	+	0.000	0.000	Merged-chr12-83987988-78
Merged-chr5-35713868-16	chr5	35713722	35714016	+	0.000	0.000	Merged-chr5-35713868-16
Merged-chr16-45413665-6	chr16	45413523	45413790	+	0.000	0.000	Merged-chr16-45413665-6
Merged-chr12-53043748-2	chr12	53043647	53043851	+	0.000	0.000	Merged-chr12-53043748-2
Merged-chr12-17882336-1	chr12	17882238	17882436	+	0.000	0.000	Merged-chr12-17882336-1
Merged-chr14-101606030-2	chr14	101605921	101606141	+	0.000	0.000	Merged-chr14-101606030-2
Merged-chr1-127230692-27	chr1	127230501	127230885	+	0.000	0.000	Merged-chr1-127230692-27
Merged-chrX-42364370-9	chrX	42364207	42364527	+	0.000	0.000	Merged-chrX-42364370-9
Merged-chr1-171961701-8	chr1	171961531	171961900	+	0.000	0.000	Merged-chr1-171961701-8
Merged-chr15-10470357-62	chr15	10469995	10470830	+	0.000	0.000	Merged-chr15-10470357-62
Merged-chr2-27426949-82	chr2	27426529	27427416	+	0.000	0.000	Merged-chr2-27426949-82
Merged-chr13-108642795-3	chr13	108642684	108642905	+	0.000	0.000	Merged-chr13-108642795-3
Merged-chr2-71051882-1	chr2	71051784	71051982	+	0.000	0.000	Merged-chr2-71051882-1
Merged-chr16-77013860-78	chr16	77013508	77014304	+	0.000	0.000	Merged-chr16-77013860-78
Merged-chr7-73523382-8	chr7	73523202	73523550	+	0.000	0.000	Merged-chr7-73523382-8
Merged-chr16-70421204-38	chr16	70420924	70421518	+	0.000	0.000	Merged-chr16-70421204-38
Merged-chr16-57399739-13	chr16	57399467	57400009	+	0.000	0.000	Merged-chr16-57399739-13
Merged-chr2-152344697-1	chr2	152344599	152344797	+	0.000	0.000	Merged-chr2-152344697-1
Merged-chr17-27658898-8	chr17	27658727	27659074	+	0.000	0.000	Merged-chr17-27658898-8
Merged-chrX-42557488-6	chrX	42557350	42557634	+	0.000	0.000	Merged-chrX-42557488-6
Merged-chr13-85376592-10	chr13	85376368	85376848	+	0.000	0.000	Merged-chr13-85376592-10
Merged-chr7-29023749-22	chr7	29023539	29023993	+	0.000	0.000	Merged-chr7-29023749-22
Merged-chr11-88479826-10	chr11	88479569	88480169	+	0.000	0.000	Merged-chr11-88479826-10
Merged-chr13-30137230-3	chr13	30137079	30137430	+	0.000	0.000	Merged-chr13-30137230-3
Merged-chr8-4312811-1	chr8	4312713	4312911	+	0.000	0.000	Merged-chr8-4312811-1
Merged-chr6-134333133-48	chr6	134332890	134333458	+	0.000	0.000	Merged-chr6-134333133-48
Merged-chr7-19822815-38	chr7	19822637	19823080	+	0.000	0.000	Merged-chr7-19822815-38
Merged-chr4-57813095-3	chr4	57812975	57813228	+	0.000	0.000	Merged-chr4-57813095-3
Merged-chr9-61373564-8	chr9	61373276	61373795	+	0.000	0.000	Merged-chr9-61373564-8
Merged-chr17-84143473-2	chr17	84143375	84143574	+	0.000	0.000	Merged-chr17-84143473-2
Merged-chr18-64488940-70	chr18	64488702	64489162	+	0.000	0.000	Merged-chr18-64488940-70
Merged-chr2-34994045-1	chr2	34993947	34994145	+	0.000	0.000	Merged-chr2-34994045-1
Merged-chr1-58424071-3	chr1	58423904	58424240	+	0.000	0.000	Merged-chr1-58424071-3
Merged-chr11-106122400-1	chr11	106122302	106122500	+	0.000	0.000	Merged-chr11-106122400-1
Merged-chr11-115464985-7	chr11	115464856	115465178	+	0.000	0.000	Merged-chr11-115464985-7
Merged-chr17-45555738-56	chr17	45555406	45556004	+	0.000	0.000	Merged-chr17-45555738-56
Merged-chr9-35423425-41	chr9	35423119	35423622	+	0.000	0.000	Merged-chr9-35423425-41
Merged-chr13-75033798-1	chr13	75033700	75033898	+	0.000	0.000	Merged-chr13-75033798-1
Merged-chr10-60305430-32	chr10	60305173	60305705	+	0.000	0.000	Merged-chr10-60305430-32
Merged-chr2-59488284-24	chr2	59487945	59488601	+	0.000	0.000	Merged-chr2-59488284-24
Merged-chr2-32967199-91	chr2	32966771	32967857	+	0.000	0.000	Merged-chr2-32967199-91
Merged-chr14-101461025-37	chr14	101460746	101461252	+	0.000	0.000	Merged-chr14-101461025-37
Merged-chr2-160731143-4	chr2	160731038	160731255	+	0.000	0.000	Merged-chr2-160731143-4
Merged-chr10-100126293-1	chr10	100126195	100126393	+	0.000	0.000	Merged-chr10-100126293-1
Merged-chr11-100860985-2	chr11	100860887	100861085	+	0.000	0.000	Merged-chr11-100860985-2
Merged-chr5-137189571-38	chr5	137189388	137189778	+	0.000	0.000	Merged-chr5-137189571-38
Merged-chr2-140051762-17	chr2	140051560	140051984	+	0.000	0.000	Merged-chr2-140051762-17
Merged-chr11-62539028-59	chr11	62538552	62539488	+	0.000	0.000	Merged-chr11-62539028-59
Merged-chr4-130774769-43	chr4	130774416	130775130	+	0.000	0.000	Merged-chr4-130774769-43
Merged-chr13-3918065-66	chr13	3917753	3918279	+	0.000	0.000	Merged-chr13-3918065-66
Merged-chr7-68103220-16	chr7	68102842	68103473	+	0.000	0.000	Merged-chr7-68103220-16
Merged-chr13-112461210-1	chr13	112461112	112461310	+	0.000	0.000	Merged-chr13-112461210-1
Merged-chr3-97158953-85	chr3	97158531	97159293	+	0.000	0.000	Merged-chr3-97158953-85
Merged-chr18-58615336-24	chr18	58615021	58615554	+	0.000	0.000	Merged-chr18-58615336-24
Merged-chr1-155223277-24	chr1	155223099	155223460	+	0.000	0.000	Merged-chr1-155223277-24
Merged-chr5-64811344-3	chr5	64811226	64811461	+	0.000	0.000	Merged-chr5-64811344-3
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr17-26069049-1	chr17	26068951	26069149	+	0.000	0.000	Merged-chr17-26069049-1
Merged-chr10-59970161-26	chr10	59969797	59970582	+	0.000	0.000	Merged-chr10-59970161-26
Merged-chr16-32419758-44	chr16	32419567	32419981	+	0.000	0.000	Merged-chr16-32419758-44
Merged-chr18-79284521-10	chr18	79284270	79284792	+	0.000	0.000	Merged-chr18-79284521-10
Merged-chr9-20644971-76	chr9	20644543	20645189	+	0.000	0.000	Merged-chr9-20644971-76
Merged-chr1-36911744-25	chr1	36911516	36912007	+	0.000	0.000	Merged-chr1-36911744-25
Merged-chr8-13199982-2	chr8	13199828	13200138	+	0.000	0.000	Merged-chr8-13199982-2
Merged-chr5-120746509-1	chr5	120746411	120746609	+	0.000	0.000	Merged-chr5-120746509-1
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr11-98786782-44	chr11	98786468	98787137	+	0.000	0.000	Merged-chr11-98786782-44
Merged-chr6-13154087-2	chr6	13153962	13154215	+	0.000	0.000	Merged-chr6-13154087-2
Merged-chr2-18984447-62	chr2	18984199	18984786	+	0.000	0.000	Merged-chr2-18984447-62
Merged-chr18-35822093-13	chr18	35821966	35822241	+	0.000	0.000	Merged-chr18-35822093-13
Merged-chr3-28781211-76	chr3	28780872	28781468	+	0.000	0.000	Merged-chr3-28781211-76
Merged-chr12-31654866-80	chr12	31654472	31655118	+	0.000	0.000	Merged-chr12-31654866-80
Merged-chr15-59041198-10	chr15	59041014	59041368	+	0.000	0.000	Merged-chr15-59041198-10
Merged-chr15-76723517-65	chr15	76723045	76723982	+	0.000	0.000	Merged-chr15-76723517-65
Merged-chr9-57148301-53	chr9	57148036	57148559	+	0.000	0.000	Merged-chr9-57148301-53
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr17-15706137-17	chr17	15705929	15706391	+	0.000	0.000	Merged-chr17-15706137-17
Merged-chr7-30308725-48	chr7	30308492	30309078	+	0.000	0.000	Merged-chr7-30308725-48
Merged-chr12-77039856-76	chr12	77039603	77040022	+	0.000	0.000	Merged-chr12-77039856-76
Merged-chr8-90961787-20	chr8	90961536	90962095	+	0.000	0.000	Merged-chr8-90961787-20
Merged-chr9-14275216-26	chr9	14274990	14275402	+	0.000	0.000	Merged-chr9-14275216-26
Merged-chr2-59474458-28	chr2	59474170	59474704	+	0.000	0.000	Merged-chr2-59474458-28
Merged-chr1-21896423-20	chr1	21896235	21896730	+	0.000	0.000	Merged-chr1-21896423-20
Merged-chr1-172623833-20	chr1	172623638	172624093	+	0.000	0.000	Merged-chr1-172623833-20
Merged-chr9-108003439-2	chr9	108003339	108003541	+	0.000	0.000	Merged-chr9-108003439-2
Merged-chr11-100851256-1	chr11	100851158	100851356	+	0.000	0.000	Merged-chr11-100851256-1
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
Merged-chr15-97252790-15	chr15	97252548	97253020	+	0.000	0.000	Merged-chr15-97252790-15
Merged-chr6-144220330-1	chr6	144220232	144220430	+	0.000	0.000	Merged-chr6-144220330-1
Merged-chr15-86064998-16	chr15	86064736	86065197	+	0.000	0.000	Merged-chr15-86064998-16
Merged-chr18-58668129-1	chr18	58668031	58668229	+	0.000	0.000	Merged-chr18-58668129-1
Merged-chr1-64088195-22	chr1	64087917	64088462	+	0.000	0.000	Merged-chr1-64088195-22
Merged-chr15-57695732-52	chr15	57695414	57695942	+	0.000	0.000	Merged-chr15-57695732-52
Merged-chr11-106665646-39	chr11	106665364	106666106	+	0.000	0.000	Merged-chr11-106665646-39
Merged-chr12-17728171-5	chr12	17728043	17728301	+	0.000	0.000	Merged-chr12-17728171-5
Merged-chr7-29134852-30	chr7	29134611	29135113	+	0.000	0.000	Merged-chr7-29134852-30
Merged-chr9-110896831-29	chr9	110896640	110897023	+	0.000	0.000	Merged-chr9-110896831-29
Merged-chr4-154936813-27	chr4	154936667	154936954	+	0.000	0.000	Merged-chr4-154936813-27
Merged-chr14-8003012-65	chr14	8002589	8003355	+	0.000	0.000	Merged-chr14-8003012-65
Merged-chr10-96622602-7	chr10	96622504	96622702	+	0.000	0.000	Merged-chr10-96622602-7
Merged-chr6-99402547-2	chr6	99402444	99402652	+	0.000	0.000	Merged-chr6-99402547-2
Merged-chr2-169504323-1	chr2	169504225	169504423	+	0.000	0.000	Merged-chr2-169504323-1
Merged-chr17-25115846-68	chr17	25115415	25116241	+	0.000	0.000	Merged-chr17-25115846-68
Merged-chr10-80150505-2	chr10	80150407	80150605	+	0.000	0.000	Merged-chr10-80150505-2
Merged-chr9-103092391-37	chr9	103092243	103092558	+	0.000	0.000	Merged-chr9-103092391-37
Merged-chr1-39896262-3	chr1	39896164	39896362	+	0.000	0.000	Merged-chr1-39896262-3
Merged-chr1-156660698-35	chr1	156660390	156660962	+	0.000	0.000	Merged-chr1-156660698-35
Merged-chrX-75750426-2	chrX	75750321	75750534	+	0.000	0.000	Merged-chrX-75750426-2
Merged-chr7-128398877-22	chr7	128398658	128399081	+	0.000	0.000	Merged-chr7-128398877-22
Merged-chr11-21175315-1	chr11	21175217	21175415	+	0.000	0.000	Merged-chr11-21175315-1
Merged-chr13-5185100-1	chr13	5185002	5185200	+	0.000	0.000	Merged-chr13-5185100-1
Merged-chr8-111582684-27	chr8	111582471	111582920	+	0.000	0.000	Merged-chr8-111582684-27
Merged-chr16-45346908-42	chr16	45346548	45347351	+	0.000	0.000	Merged-chr16-45346908-42
Merged-chr11-75416287-12	chr11	75416045	75416572	+	0.000	0.000	Merged-chr11-75416287-12
Merged-chr10-23787173-89	chr10	23786804	23787708	+	0.000	0.000	Merged-chr10-23787173-89
Merged-chr3-52069313-2	chr3	52069128	52069501	+	0.000	0.000	Merged-chr3-52069313-2
Merged-chr13-46798338-1	chr13	46798240	46798438	+	0.000	0.000	Merged-chr13-46798338-1
Merged-chr7-127841775-106	chr7	127841328	127842092	+	0.000	0.000	Merged-chr7-127841775-106
Merged-chr14-54398742-25	chr14	54398180	54399269	+	0.000	0.000	Merged-chr14-54398742-25
Merged-chr11-3199138-87	chr11	3198621	3199767	+	0.000	0.000	Merged-chr11-3199138-87
Merged-chr3-159841536-62	chr3	159840740	159842339	+	0.000	0.000	Merged-chr3-159841536-62
Merged-chr19-42090289-87	chr19	42089870	42090694	+	0.000	0.000	Merged-chr19-42090289-87
Merged-chr2-167680807-1	chr2	167680709	167680907	+	0.000	0.000	Merged-chr2-167680807-1
Merged-chr6-99429138-37	chr6	99428820	99429549	+	0.000	0.000	Merged-chr6-99429138-37
Merged-chr14-21076122-62	chr14	21075923	21076332	+	0.000	0.000	Merged-chr14-21076122-62
Merged-chr9-20644083-9	chr9	20643951	20644206	+	0.000	0.000	Merged-chr9-20644083-9
Merged-chr7-143053012-41	chr7	143052692	143053296	+	0.000	0.000	Merged-chr7-143053012-41
Merged-chr17-33981468-57	chr17	33981198	33981854	+	0.000	0.000	Merged-chr17-33981468-57
Merged-chr2-103547353-25	chr2	103547129	103547534	+	0.000	0.000	Merged-chr2-103547353-25
Merged-chr1-164426485-2	chr1	164426342	164426631	+	0.000	0.000	Merged-chr1-164426485-2
Merged-chr9-94614117-31	chr9	94613884	94614358	+	0.000	0.000	Merged-chr9-94614117-31
Merged-chr16-11254042-93	chr16	11253785	11254584	+	0.000	0.000	Merged-chr16-11254042-93
Merged-chr18-35837766-7	chr18	35837542	35837994	+	0.000	0.000	Merged-chr18-35837766-7
Merged-chr4-150371969-29	chr4	150371648	150372197	+	0.000	0.000	Merged-chr4-150371969-29
Merged-chr1-74068657-12	chr1	74068356	74068874	+	0.000	0.000	Merged-chr1-74068657-12
Merged-chr7-120861265-21	chr7	120861069	120861626	+	0.000	0.000	Merged-chr7-120861265-21
Merged-chr17-15816733-57	chr17	15816495	15817044	+	0.000	0.000	Merged-chr17-15816733-57
Merged-chr1-173430237-8	chr1	173430052	173430435	+	0.000	0.000	Merged-chr1-173430237-8
Merged-chr18-34861019-147	chr18	34860601	34861772	+	0.000	0.000	Merged-chr18-34861019-147
Merged-chr5-44181891-36	chr5	44181727	44182160	+	0.000	0.000	Merged-chr5-44181891-36
Merged-chr4-41135735-138	chr4	41135175	41136469	+	0.000	0.000	Merged-chr4-41135735-138
Merged-chr15-64279105-53	chr15	64278788	64279517	+	0.000	0.000	Merged-chr15-64279105-53
Merged-chr16-45261551-46	chr16	45261264	45261826	+	0.000	0.000	Merged-chr16-45261551-46
Merged-chr2-135999681-5	chr2	135999481	135999862	+	0.000	0.000	Merged-chr2-135999681-5
Merged-chr13-117225787-2	chr13	117225668	117225909	+	0.000	0.000	Merged-chr13-117225787-2
Merged-chr19-57430178-33	chr19	57429961	57430389	+	0.000	0.000	Merged-chr19-57430178-33
Merged-chr16-45361455-26	chr16	45361258	45361652	+	0.000	0.000	Merged-chr16-45361455-26
Merged-chr14-8666263-45	chr14	8665953	8666589	+	0.000	0.000	Merged-chr14-8666263-45
Merged-chr1-172633006-61	chr1	172632795	172633241	+	0.000	0.000	Merged-chr1-172633006-61
Merged-chr10-60371779-3	chr10	60371647	60371896	+	0.000	0.000	Merged-chr10-60371779-3
Merged-chr11-86993041-2	chr11	86992879	86993205	+	0.000	0.000	Merged-chr11-86993041-2
Merged-chr2-172914225-30	chr2	172913957	172914558	+	0.000	0.000	Merged-chr2-172914225-30
Merged-chr8-84745577-11	chr8	84745380	84745834	+	0.000	0.000	Merged-chr8-84745577-11
Merged-chr3-159738889-1	chr3	159738791	159738989	+	0.000	0.000	Merged-chr3-159738889-1
Merged-chr16-11078619-14	chr16	11078456	11078800	+	0.000	0.000	Merged-chr16-11078619-14
Merged-chr16-18443657-29	chr16	18443397	18443937	+	0.000	0.000	Merged-chr16-18443657-29
Merged-chr2-5025454-23	chr2	5025173	5025654	+	0.000	0.000	Merged-chr2-5025454-23
Merged-chr4-33248647-4	chr4	33248495	33248801	+	0.000	0.000	Merged-chr4-33248647-4
Merged-chr3-136100949-106	chr3	136100251	136101774	+	0.000	0.000	Merged-chr3-136100949-106
Merged-chr17-84313962-71	chr17	84313453	84314833	+	0.000	0.000	Merged-chr17-84313962-71
Merged-chr9-41048392-23	chr9	41048085	41048660	+	0.000	0.000	Merged-chr9-41048392-23
Merged-chr2-160755675-4	chr2	160755408	160755904	+	0.000	0.000	Merged-chr2-160755675-4
Merged-chr2-130906515-68	chr2	130906209	130906797	+	0.000	0.000	Merged-chr2-130906515-68
Merged-chr13-99932700-36	chr13	99932392	99933169	+	0.000	0.000	Merged-chr13-99932700-36
Merged-chr10-76962071-59	chr10	76961870	76962292	+	0.000	0.000	Merged-chr10-76962071-59
Merged-chr10-60106183-11	chr10	60106045	60106349	+	0.000	0.000	Merged-chr10-60106183-11
Merged-chr5-137103369-20	chr5	137103132	137103587	+	0.000	0.000	Merged-chr5-137103369-20
Merged-chr19-41848121-99	chr19	41847841	41848450	+	0.000	0.000	Merged-chr19-41848121-99
Merged-chr1-36273311-46	chr1	36272950	36273682	+	0.000	0.000	Merged-chr1-36273311-46
Merged-chr9-94659852-5	chr9	94659719	94660007	+	0.000	0.000	Merged-chr9-94659852-5
Merged-chr2-112775034-24	chr2	112774821	112775240	+	0.000	0.000	Merged-chr2-112775034-24
Merged-chr8-126654615-2	chr8	126654502	126654731	+	0.000	0.000	Merged-chr8-126654615-2
Merged-chr3-131107214-2	chr3	131107108	131107323	+	0.000	0.000	Merged-chr3-131107214-2
Merged-chr15-53328390-15	chr15	53328132	53328660	+	0.000	0.000	Merged-chr15-53328390-15
Merged-chr2-71874138-2	chr2	71874022	71874256	+	0.000	0.000	Merged-chr2-71874138-2
Merged-chr4-10874494-112	chr4	10874105	10874925	+	0.000	0.000	Merged-chr4-10874494-112
Merged-chr5-53995231-101	chr5	53994984	53995696	+	0.000	0.000	Merged-chr5-53995231-101
Merged-chr3-130936953-31	chr3	130936353	130937368	+	0.000	0.000	Merged-chr3-130936953-31
Merged-chr4-134495350-57	chr4	134495113	134495649	+	0.000	0.000	Merged-chr4-134495350-57
Merged-chr10-53629829-112	chr10	53629535	53630173	+	0.000	0.000	Merged-chr10-53629829-112
Merged-chr7-44247299-2	chr7	44247193	44247408	+	0.000	0.000	Merged-chr7-44247299-2
Merged-chr12-76844811-17	chr12	76844530	76845053	+	0.000	0.000	Merged-chr12-76844811-17
Merged-chr4-87828916-5	chr4	87828714	87829109	+	0.000	0.000	Merged-chr4-87828916-5
Merged-chr2-18969243-14	chr2	18968990	18969648	+	0.000	0.000	Merged-chr2-18969243-14
Merged-chr13-9637949-5	chr13	9637818	9638078	+	0.000	0.000	Merged-chr13-9637949-5
Merged-chr7-19819165-4	chr7	19818953	19819326	+	0.000	0.000	Merged-chr7-19819165-4
Merged-chr2-135692831-27	chr2	135692563	135693178	+	0.000	0.000	Merged-chr2-135692831-27
Merged-chrX-12203140-6	chrX	12202935	12203313	+	0.000	0.000	Merged-chrX-12203140-6
Merged-chr5-134676584-90	chr5	134676352	134677133	+	0.000	0.000	Merged-chr5-134676584-90
Merged-chr5-123067850-9	chr5	123067668	123068119	+	0.000	0.000	Merged-chr5-123067850-9
Merged-chr13-28511762-1	chr13	28511664	28511862	+	0.000	0.000	Merged-chr13-28511762-1
Merged-chr9-44533307-45	chr9	44533117	44533517	+	0.000	0.000	Merged-chr9-44533307-45
Merged-chr5-72938590-38	chr5	72938207	72938781	+	0.000	0.000	Merged-chr5-72938590-38
Merged-chr2-142588673-2	chr2	142588543	142588805	+	0.000	0.000	Merged-chr2-142588673-2
Merged-chr1-136618798-23	chr1	136618643	136618955	+	0.000	0.000	Merged-chr1-136618798-23
Merged-chr19-16780432-1	chr19	16780334	16780532	+	0.000	0.000	Merged-chr19-16780432-1
Merged-chr3-37204357-45	chr3	37204057	37204628	+	0.000	0.000	Merged-chr3-37204357-45
Merged-chr16-96127768-94	chr16	96127388	96128190	+	0.000	0.000	Merged-chr16-96127768-94
Merged-chr7-19860000-22	chr7	19859714	19860265	+	0.000	0.000	Merged-chr7-19860000-22
Merged-chr7-48959052-34	chr7	48958661	48959371	+	0.000	0.000	Merged-chr7-48959052-34
Merged-chr10-30655353-2	chr10	30655164	30655545	+	0.000	0.000	Merged-chr10-30655353-2
Merged-chr17-32350599-47	chr17	32350357	32350838	+	0.000	0.000	Merged-chr17-32350599-47
Merged-chr4-32257822-1	chr4	32257724	32257922	+	0.000	0.000	Merged-chr4-32257822-1
Merged-chr13-55437282-6	chr13	55437110	55437559	+	0.000	0.000	Merged-chr13-55437282-6
Merged-chr9-7872811-86	chr9	7872395	7873264	+	0.000	0.000	Merged-chr9-7872811-86
Merged-chr6-134186526-3	chr6	134186399	134186667	+	0.000	0.000	Merged-chr6-134186526-3
Merged-chrX-7763872-12	chrX	7763649	7764132	+	0.000	0.000	Merged-chrX-7763872-12
Merged-chr6-17675018-5	chr6	17674784	17675231	+	0.000	0.000	Merged-chr6-17675018-5
Merged-chr12-76886981-34	chr12	76886822	76887206	+	0.000	0.000	Merged-chr12-76886981-34
Merged-chr1-82898470-7	chr1	82898323	82898605	+	0.000	0.000	Merged-chr1-82898470-7
Merged-chr16-42907502-34	chr16	42907304	42907731	+	0.000	0.000	Merged-chr16-42907502-34
Merged-chr13-36198510-2	chr13	36198386	36198636	+	0.000	0.000	Merged-chr13-36198510-2
Merged-chr1-53313672-58	chr1	53313445	53313950	+	0.000	0.000	Merged-chr1-53313672-58
Merged-chr9-25151697-74	chr9	25151378	25152043	+	0.000	0.000	Merged-chr9-25151697-74
Merged-chr1-35983511-1	chr1	35983413	35983611	+	0.000	0.000	Merged-chr1-35983511-1
Merged-chr7-25297148-3	chr7	25297033	25297281	+	0.000	0.000	Merged-chr7-25297148-3
Merged-chr6-99395873-4	chr6	99395735	99396010	+	0.000	0.000	Merged-chr6-99395873-4
Merged-chr17-23804820-15	chr17	23804527	23805114	+	0.000	0.000	Merged-chr17-23804820-15
Merged-chr1-69638287-51	chr1	69637932	69638637	+	0.000	0.000	Merged-chr1-69638287-51
Merged-chr9-54699684-60	chr9	54699417	54699925	+	0.000	0.000	Merged-chr9-54699684-60
Merged-chr8-79173625-13	chr8	79173352	79173827	+	0.000	0.000	Merged-chr8-79173625-13
Merged-chr2-33370602-3	chr2	33370490	33370711	+	0.000	0.000	Merged-chr2-33370602-3
Merged-chr2-70931049-24	chr2	70930823	70931286	+	0.000	0.000	Merged-chr2-70931049-24
Merged-chr4-140776069-5	chr4	140775938	140776190	+	0.000	0.000	Merged-chr4-140776069-5
Merged-chr1-136018170-77	chr1	136017791	136018519	+	0.000	0.000	Merged-chr1-136018170-77
Merged-chr13-3897020-16	chr13	3896807	3897158	+	0.000	0.000	Merged-chr13-3897020-16
Merged-chr14-10593654-13	chr14	10593449	10593897	+	0.000	0.000	Merged-chr14-10593654-13
Merged-chr10-60370964-39	chr10	60370587	60371588	+	0.000	0.000	Merged-chr10-60370964-39
Merged-chr17-26069503-58	chr17	26069275	26069867	+	0.000	0.000	Merged-chr17-26069503-58
Merged-chr12-69295159-8	chr12	69295001	69295329	+	0.000	0.000	Merged-chr12-69295159-8
Merged-chr2-19388892-38	chr2	19388676	19389176	+	0.000	0.000	Merged-chr2-19388892-38
Merged-chr14-10301500-37	chr14	10300900	10301891	+	0.000	0.000	Merged-chr14-10301500-37
Merged-chr14-57398606-66	chr14	57398393	57398794	+	0.000	0.000	Merged-chr14-57398606-66
Merged-chr13-109262028-7	chr13	109261884	109262164	+	0.000	0.000	Merged-chr13-109262028-7
Merged-chr14-57749754-9	chr14	57749615	57749925	+	0.000	0.000	Merged-chr14-57749754-9
Merged-chrX-12135099-86	chrX	12134764	12135469	+	0.000	0.000	Merged-chrX-12135099-86
Merged-chr13-109922319-36	chr13	109922044	109922570	+	0.000	0.000	Merged-chr13-109922319-36
Merged-chr17-34932523-2	chr17	34932394	34932654	+	0.000	0.000	Merged-chr17-34932523-2
Merged-chr11-117870905-4	chr11	117870774	117871103	+	0.000	0.000	Merged-chr11-117870905-4
