#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr11-80476975-74	chr11	80476632	80477243	+	0.000	0.000	Merged-chr11-80476975-74
Merged-chr6-99261371-76	chr6	99260951	99261589	+	0.000	0.000	Merged-chr6-99261371-76
Merged-chr4-156200836-25	chr4	156200682	156200999	+	0.000	0.000	Merged-chr4-156200836-25
Merged-chr6-128790681-1	chr6	128790583	128790781	+	0.000	0.000	Merged-chr6-128790681-1
Merged-chr5-118111264-4	chr5	118111147	118111389	+	0.000	0.000	Merged-chr5-118111264-4
Merged-chr6-129229876-2	chr6	129229778	129229976	+	0.000	0.000	Merged-chr6-129229876-2
Merged-chr6-90653255-2	chr6	90653143	90653370	+	0.000	0.000	Merged-chr6-90653255-2
Merged-chr1-61151289-6	chr1	61151074	61151485	+	0.000	0.000	Merged-chr1-61151289-6
Merged-chr6-99031467-37	chr6	99031262	99031742	+	0.000	0.000	Merged-chr6-99031467-37
Merged-chr10-96757491-3	chr10	96757365	96757629	+	0.000	0.000	Merged-chr10-96757491-3
Merged-chr2-92392954-19	chr2	92392578	92393187	+	0.000	0.000	Merged-chr2-92392954-19
Merged-chr12-17726607-38	chr12	17726450	17726807	+	0.000	0.000	Merged-chr12-17726607-38
Merged-chr2-163254696-7	chr2	163254313	163254961	+	0.000	0.000	Merged-chr2-163254696-7
Merged-chrX-11998414-1	chrX	11998316	11998514	+	0.000	0.000	Merged-chrX-11998414-1
Merged-chr16-76323771-64	chr16	76323456	76324046	+	0.000	0.000	Merged-chr16-76323771-64
Merged-chr9-22136187-45	chr9	22135932	22136439	+	0.000	0.000	Merged-chr9-22136187-45
Merged-chr9-118750272-2	chr9	118750107	118750440	+	0.000	0.000	Merged-chr9-118750272-2
Merged-chr1-61027300-81	chr1	61026740	61027851	+	0.000	0.000	Merged-chr1-61027300-81
Merged-chr16-97326270-33	chr16	97326055	97326649	+	0.000	0.000	Merged-chr16-97326270-33
Merged-chr7-141049009-7	chr7	141048813	141049206	+	0.000	0.000	Merged-chr7-141049009-7
Merged-chr5-35870769-20	chr5	35870532	35871044	+	0.000	0.000	Merged-chr5-35870769-20
Merged-chr4-6924913-49	chr4	6924682	6925132	+	0.000	0.000	Merged-chr4-6924913-49
Merged-chr15-36496712-52	chr15	36496507	36496933	+	0.000	0.000	Merged-chr15-36496712-52
Merged-chr1-138350110-4	chr1	138349977	138350230	+	0.000	0.000	Merged-chr1-138350110-4
Merged-chr19-5407352-1	chr19	5407254	5407452	+	0.000	0.000	Merged-chr19-5407352-1
Merged-chr15-93563752-30	chr15	93563566	93563953	+	0.000	0.000	Merged-chr15-93563752-30
Merged-chr4-129821052-1	chr4	129820954	129821152	+	0.000	0.000	Merged-chr4-129821052-1
Merged-chr11-109432542-63	chr11	109432014	109432961	+	0.000	0.000	Merged-chr11-109432542-63
Merged-chr16-76373616-10	chr16	76373507	76373736	+	0.000	0.000	Merged-chr16-76373616-10
Merged-chr5-110058029-58	chr5	110057759	110058282	+	0.000	0.000	Merged-chr5-110058029-58
Merged-chr1-193160183-72	chr1	193159451	193160944	+	0.000	0.000	Merged-chr1-193160183-72
Merged-chr1-164960822-1	chr1	164960724	164960922	+	0.000	0.000	Merged-chr1-164960822-1
Merged-chr6-49319292-53	chr6	49319023	49319516	+	0.000	0.000	Merged-chr6-49319292-53
Merged-chr11-94253783-2	chr11	94253662	94253907	+	0.000	0.000	Merged-chr11-94253783-2
Merged-chr17-87975056-71	chr17	87974755	87975415	+	0.000	0.000	Merged-chr17-87975056-71
Merged-chr4-155760181-6	chr4	155759972	155760376	+	0.000	0.000	Merged-chr4-155760181-6
Merged-chr8-47690895-15	chr8	47690705	47691185	+	0.000	0.000	Merged-chr8-47690895-15
Merged-chr4-134773310-29	chr4	134773047	134773632	+	0.000	0.000	Merged-chr4-134773310-29
Merged-chr7-44305170-86	chr7	44304925	44305452	+	0.000	0.000	Merged-chr7-44305170-86
Merged-chr10-17479176-1	chr10	17479078	17479276	+	0.000	0.000	Merged-chr10-17479176-1
Merged-chr11-20644270-6	chr11	20644140	20644415	+	0.000	0.000	Merged-chr11-20644270-6
Merged-chr7-127842472-24	chr7	127842277	127842659	+	0.000	0.000	Merged-chr7-127842472-24
Merged-chr4-6868044-4	chr4	6867900	6868168	+	0.000	0.000	Merged-chr4-6868044-4
Merged-chr7-101636183-33	chr7	101635829	101636458	+	0.000	0.000	Merged-chr7-101636183-33
Merged-chr18-78954647-1	chr18	78954549	78954747	+	0.000	0.000	Merged-chr18-78954647-1
Merged-chr11-61155897-9	chr11	61155696	61156084	+	0.000	0.000	Merged-chr11-61155897-9
Merged-chr14-101513346-6	chr14	101513013	101513583	+	0.000	0.000	Merged-chr14-101513346-6
Merged-chr12-82267745-1	chr12	82267647	82267845	+	0.000	0.000	Merged-chr12-82267745-1
Merged-chr1-192693207-29	chr1	192692915	192693426	+	0.000	0.000	Merged-chr1-192693207-29
Merged-chr8-45999893-74	chr8	45999681	46000140	+	0.000	0.000	Merged-chr8-45999893-74
Merged-chr10-60389736-64	chr10	60389335	60390376	+	0.000	0.000	Merged-chr10-60389736-64
Merged-chr7-110796753-46	chr7	110796552	110796954	+	0.000	0.000	Merged-chr7-110796753-46
Merged-chr6-146888566-65	chr6	146888248	146888842	+	0.000	0.000	Merged-chr6-146888566-65
Merged-chr2-112933870-2	chr2	112933768	112933975	+	0.000	0.000	Merged-chr2-112933870-2
Merged-chr6-65820561-1	chr6	65820463	65820661	+	0.000	0.000	Merged-chr6-65820561-1
Merged-chr2-59161685-15	chr2	59161449	59161850	+	0.000	0.000	Merged-chr2-59161685-15
Merged-chr16-4922650-19	chr16	4922393	4922965	+	0.000	0.000	Merged-chr16-4922650-19
Merged-chr5-134282688-60	chr5	134282432	134282947	+	0.000	0.000	Merged-chr5-134282688-60
Merged-chr6-90728818-41	chr6	90728524	90729107	+	0.000	0.000	Merged-chr6-90728818-41
Merged-chr3-131065144-22	chr3	131064953	131065371	+	0.000	0.000	Merged-chr3-131065144-22
Merged-chr15-53259323-8	chr15	53259091	53259585	+	0.000	0.000	Merged-chr15-53259323-8
Merged-chr5-139381860-8	chr5	139381742	139381995	+	0.000	0.000	Merged-chr5-139381860-8
Merged-chr17-87561219-18	chr17	87560901	87561434	+	0.000	0.000	Merged-chr17-87561219-18
Merged-chrX-12041677-9	chrX	12041513	12041878	+	0.000	0.000	Merged-chrX-12041677-9
Merged-chr16-97466752-3	chr16	97466586	97466910	+	0.000	0.000	Merged-chr16-97466752-3
Merged-chr19-17380887-41	chr19	17380601	17381417	+	0.000	0.000	Merged-chr19-17380887-41
Merged-chr1-74068020-5	chr1	74067893	74068145	+	0.000	0.000	Merged-chr1-74068020-5
Merged-chr5-118082270-75	chr5	118081916	118082530	+	0.000	0.000	Merged-chr5-118082270-75
Merged-chr7-143644190-29	chr7	143643978	143644394	+	0.000	0.000	Merged-chr7-143644190-29
Merged-chr5-135662123-17	chr5	135661867	135662475	+	0.000	0.000	Merged-chr5-135662123-17
Merged-chr5-64803282-82	chr5	64803000	64803604	+	0.000	0.000	Merged-chr5-64803282-82
Merged-chr6-128769715-5	chr6	128769572	128769883	+	0.000	0.000	Merged-chr6-128769715-5
Merged-chr4-155126874-51	chr4	155126646	155127080	+	0.000	0.000	Merged-chr4-155126874-51
Merged-chr2-169658095-1	chr2	169657997	169658195	+	0.000	0.000	Merged-chr2-169658095-1
Merged-chr4-129820380-124	chr4	129819816	129820869	+	0.000	0.000	Merged-chr4-129820380-124
Merged-chr2-59652882-23	chr2	59652590	59653169	+	0.000	0.000	Merged-chr2-59652882-23
Merged-chr15-36365016-4	chr15	36364896	36365141	+	0.000	0.000	Merged-chr15-36365016-4
Merged-chr7-83654725-9	chr7	83654584	83654865	+	0.000	0.000	Merged-chr7-83654725-9
Merged-chr11-98000649-36	chr11	98000321	98001108	+	0.000	0.000	Merged-chr11-98000649-36
Merged-chr10-128270552-51	chr10	128270309	128270745	+	0.000	0.000	Merged-chr10-128270552-51
Merged-chr6-147541192-10	chr6	147540962	147541513	+	0.000	0.000	Merged-chr6-147541192-10
Merged-chr12-41044922-24	chr12	41044693	41045208	+	0.000	0.000	Merged-chr12-41044922-24
Merged-chr6-128803141-52	chr6	128802938	128803327	+	0.000	0.000	Merged-chr6-128803141-52
Merged-chr13-112398369-43	chr13	112398115	112398724	+	0.000	0.000	Merged-chr13-112398369-43
Merged-chr9-120002240-48	chr9	120002030	120002455	+	0.000	0.000	Merged-chr9-120002240-48
Merged-chr19-17263328-3	chr19	17263222	17263438	+	0.000	0.000	Merged-chr19-17263328-3
Merged-chr7-19399852-28	chr7	19399573	19400088	+	0.000	0.000	Merged-chr7-19399852-28
Merged-chr3-131106235-36	chr3	131105945	131106574	+	0.000	0.000	Merged-chr3-131106235-36
Merged-chr2-62460082-42	chr2	62459722	62460624	+	0.000	0.000	Merged-chr2-62460082-42
Merged-chr2-169590672-10	chr2	169590492	169590852	+	0.000	0.000	Merged-chr2-169590672-10
Merged-chr9-25196838-57	chr9	25196506	25197109	+	0.000	0.000	Merged-chr9-25196838-57
Merged-chr10-13437892-1	chr10	13437794	13437992	+	0.000	0.000	Merged-chr10-13437892-1
Merged-chr4-95765748-2	chr4	95765595	95765904	+	0.000	0.000	Merged-chr4-95765748-2
Merged-chr2-91987638-2	chr2	91987529	91987749	+	0.000	0.000	Merged-chr2-91987638-2
Merged-chr2-131480828-38	chr2	131480611	131481027	+	0.000	0.000	Merged-chr2-131480828-38
Merged-chr14-61718483-1	chr14	61718385	61718583	+	0.000	0.000	Merged-chr14-61718483-1
Merged-chr10-13967586-131	chr10	13967150	13968069	+	0.000	0.000	Merged-chr10-13967586-131
Merged-chr15-79834328-40	chr15	79834015	79834667	+	0.000	0.000	Merged-chr15-79834328-40
Merged-chr2-169586883-2	chr2	169586719	169587050	+	0.000	0.000	Merged-chr2-169586883-2
Merged-chr6-129273817-44	chr6	129273539	129274029	+	0.000	0.000	Merged-chr6-129273817-44
Merged-chr5-103440835-3	chr5	103440725	103440958	+	0.000	0.000	Merged-chr5-103440835-3
Merged-chr7-101634721-37	chr7	101634438	101634980	+	0.000	0.000	Merged-chr7-101634721-37
Merged-chr3-89909023-5	chr3	89908822	89909243	+	0.000	0.000	Merged-chr3-89909023-5
Merged-chr18-9449525-1	chr18	9449427	9449625	+	0.000	0.000	Merged-chr18-9449525-1
Merged-chr1-37000533-36	chr1	37000311	37000713	+	0.000	0.000	Merged-chr1-37000533-36
Merged-chr6-134792413-109	chr6	134791833	134792888	+	0.000	0.000	Merged-chr6-134792413-109
Merged-chr3-68967303-47	chr3	68966970	68967682	+	0.000	0.000	Merged-chr3-68967303-47
Merged-chr10-12963472-34	chr10	12963303	12963648	+	0.000	0.000	Merged-chr10-12963472-34
Merged-chr9-62828702-59	chr9	62828398	62829078	+	0.000	0.000	Merged-chr9-62828702-59
Merged-chr18-54906615-77	chr18	54906276	54906940	+	0.000	0.000	Merged-chr18-54906615-77
Merged-chr10-63381719-30	chr10	63381459	63381872	+	0.000	0.000	Merged-chr10-63381719-30
Merged-chr1-94056150-27	chr1	94055826	94056371	+	0.000	0.000	Merged-chr1-94056150-27
Merged-chr1-40283621-12	chr1	40283306	40283918	+	0.000	0.000	Merged-chr1-40283621-12
Merged-chr2-135831567-4	chr2	135831381	135831719	+	0.000	0.000	Merged-chr2-135831567-4
Merged-chr11-20543083-82	chr11	20542758	20543438	+	0.000	0.000	Merged-chr11-20543083-82
Merged-chr11-44489355-8	chr11	44489181	44489520	+	0.000	0.000	Merged-chr11-44489355-8
Merged-chr1-128604975-1	chr1	128604877	128605075	+	0.000	0.000	Merged-chr1-128604975-1
Merged-chr12-102368263-64	chr12	102367952	102368678	+	0.000	0.000	Merged-chr12-102368263-64
Merged-chr10-95880381-56	chr10	95880078	95880639	+	0.000	0.000	Merged-chr10-95880381-56
Merged-chr11-20455380-47	chr11	20455168	20455592	+	0.000	0.000	Merged-chr11-20455380-47
Merged-chr6-99249294-1	chr6	99249196	99249394	+	0.000	0.000	Merged-chr6-99249294-1
Merged-chr5-135689652-1	chr5	135689554	135689752	+	0.000	0.000	Merged-chr5-135689652-1
Merged-chr2-61635446-9	chr2	61635264	61635598	+	0.000	0.000	Merged-chr2-61635446-9
Merged-chr16-92059027-26	chr16	92058848	92059377	+	0.000	0.000	Merged-chr16-92059027-26
Merged-chr10-96751812-13	chr10	96751639	96751993	+	0.000	0.000	Merged-chr10-96751812-13
Merged-chr19-29194532-55	chr19	29194121	29194856	+	0.000	0.000	Merged-chr19-29194532-55
Merged-chr1-36262219-41	chr1	36261976	36262467	+	0.000	0.000	Merged-chr1-36262219-41
Merged-chr11-115646752-30	chr11	115646531	115646981	+	0.000	0.000	Merged-chr11-115646752-30
Merged-chr18-50017066-69	chr18	50016759	50017329	+	0.000	0.000	Merged-chr18-50017066-69
Merged-chr14-31761933-17	chr14	31761739	31762112	+	0.000	0.000	Merged-chr14-31761933-17
Merged-chr1-192493990-1	chr1	192493892	192494090	+	0.000	0.000	Merged-chr1-192493990-1
Merged-chrX-12151801-24	chrX	12151458	12152033	+	0.000	0.000	Merged-chrX-12151801-24
Merged-chr6-34475470-1	chr6	34475372	34475570	+	0.000	0.000	Merged-chr6-34475470-1
Merged-chr5-110583347-41	chr5	110583059	110583537	+	0.000	0.000	Merged-chr5-110583347-41
Merged-chr1-190659083-1	chr1	190658985	190659183	+	0.000	0.000	Merged-chr1-190659083-1
Merged-chr11-82952709-57	chr11	82952376	82953204	+	0.000	0.000	Merged-chr11-82952709-57
Merged-chr10-14050018-2	chr10	14049887	14050152	+	0.000	0.000	Merged-chr10-14050018-2
Merged-chr11-94236284-28	chr11	94236091	94236476	+	0.000	0.000	Merged-chr11-94236284-28
Merged-chr18-55338446-1	chr18	55338348	55338546	+	0.000	0.000	Merged-chr18-55338446-1
Merged-chr7-6283007-16	chr7	6282846	6283143	+	0.000	0.000	Merged-chr7-6283007-16
Merged-chr5-139460565-47	chr5	139460354	139460812	+	0.000	0.000	Merged-chr5-139460565-47
Merged-chr10-12868741-121	chr10	12868023	12869443	+	0.000	0.000	Merged-chr10-12868741-121
Merged-chr11-74897454-145	chr11	74896265	74898229	+	0.000	0.000	Merged-chr11-74897454-145
Merged-chr1-36512086-88	chr1	36511663	36512428	+	0.000	0.000	Merged-chr1-36512086-88
Merged-chr1-60985751-5	chr1	60985643	60985859	+	0.000	0.000	Merged-chr1-60985751-5
Merged-chr13-55105411-57	chr13	55105156	55105750	+	0.000	0.000	Merged-chr13-55105411-57
Merged-chr1-155224072-96	chr1	155223483	155224554	+	0.000	0.000	Merged-chr1-155224072-96
Merged-chr15-101258599-55	chr15	101258354	101258786	+	0.000	0.000	Merged-chr15-101258599-55
Merged-chr5-118028862-172	chr5	118027446	118029786	+	0.000	0.000	Merged-chr5-118028862-172
Merged-chr1-61030719-23	chr1	61030216	61030989	+	0.000	0.000	Merged-chr1-61030719-23
Merged-chr4-95308466-1	chr4	95308368	95308566	+	0.000	0.000	Merged-chr4-95308466-1
Merged-chr4-129821455-21	chr4	129821167	129821717	+	0.000	0.000	Merged-chr4-129821455-21
Merged-chr17-30004798-88	chr17	30004394	30005172	+	0.000	0.000	Merged-chr17-30004798-88
Merged-chr9-56273762-19	chr9	56273591	56274010	+	0.000	0.000	Merged-chr9-56273762-19
Merged-chr10-68080253-7	chr10	68080075	68080385	+	0.000	0.000	Merged-chr10-68080253-7
Merged-chr8-116952526-34	chr8	116952205	116952723	+	0.000	0.000	Merged-chr8-116952526-34
Merged-chrX-155216260-100	chrX	155216009	155216685	+	0.000	0.000	Merged-chrX-155216260-100
Merged-chr6-124765480-1	chr6	124765382	124765580	+	0.000	0.000	Merged-chr6-124765480-1
Merged-chr16-17921951-55	chr16	17921634	17922249	+	0.000	0.000	Merged-chr16-17921951-55
Merged-chr8-119424172-64	chr8	119423860	119424474	+	0.000	0.000	Merged-chr8-119424172-64
Merged-chr7-82866836-179	chr7	82866568	82867139	+	0.000	0.000	Merged-chr7-82866836-179
Merged-chr1-136685597-75	chr1	136685309	136685821	+	0.000	0.000	Merged-chr1-136685597-75
Merged-chr12-16202520-13	chr12	16202231	16202815	+	0.000	0.000	Merged-chr12-16202520-13
Merged-chr7-12979505-1	chr7	12979407	12979605	+	0.000	0.000	Merged-chr7-12979505-1
Merged-chr5-122288620-47	chr5	122288414	122288797	+	0.000	0.000	Merged-chr5-122288620-47
Merged-chr5-139382660-104	chr5	139382222	139383141	+	0.000	0.000	Merged-chr5-139382660-104
Merged-chr1-34218504-21	chr1	34218307	34218723	+	0.000	0.000	Merged-chr1-34218504-21
Merged-chr15-83601447-1	chr15	83601349	83601547	+	0.000	0.000	Merged-chr15-83601447-1
Merged-chr4-57832585-7	chr4	57832404	57832802	+	0.000	0.000	Merged-chr4-57832585-7
Merged-chr2-103632734-49	chr2	103632551	103632970	+	0.000	0.000	Merged-chr2-103632734-49
Merged-chr7-97042218-26	chr7	97041992	97042441	+	0.000	0.000	Merged-chr7-97042218-26
Merged-chr15-100699497-4	chr15	100699305	100699661	+	0.000	0.000	Merged-chr15-100699497-4
Merged-chr1-164966286-53	chr1	164966098	164966507	+	0.000	0.000	Merged-chr1-164966286-53
Merged-chr15-53272794-21	chr15	53272570	53273043	+	0.000	0.000	Merged-chr15-53272794-21
Merged-chr12-80257238-10	chr12	80257035	80257422	+	0.000	0.000	Merged-chr12-80257238-10
Merged-chr18-9394163-42	chr18	9393853	9394444	+	0.000	0.000	Merged-chr18-9394163-42
Merged-chr13-95518086-22	chr13	95517782	95518324	+	0.000	0.000	Merged-chr13-95518086-22
Merged-chr5-65863563-64	chr5	65863343	65863978	+	0.000	0.000	Merged-chr5-65863563-64
Merged-chr18-55161771-19	chr18	55161489	55162027	+	0.000	0.000	Merged-chr18-55161771-19
Merged-chr1-36939116-1	chr1	36939018	36939216	+	0.000	0.000	Merged-chr1-36939116-1
Merged-chr18-54839471-21	chr18	54839244	54839799	+	0.000	0.000	Merged-chr18-54839471-21
Merged-chr3-104818098-119	chr3	104817576	104818621	+	0.000	0.000	Merged-chr3-104818098-119
Merged-chr18-79234002-2	chr18	79233889	79234117	+	0.000	0.000	Merged-chr18-79234002-2
Merged-chr10-121427344-22	chr10	121427022	121427608	+	0.000	0.000	Merged-chr10-121427344-22
Merged-chr8-119595253-36	chr8	119594919	119595766	+	0.000	0.000	Merged-chr8-119595253-36
Merged-chr15-36330676-10	chr15	36330421	36330876	+	0.000	0.000	Merged-chr15-36330676-10
Merged-chr10-82128088-63	chr10	82127911	82128293	+	0.000	0.000	Merged-chr10-82128088-63
Merged-chr9-25150587-1	chr9	25150489	25150687	+	0.000	0.000	Merged-chr9-25150587-1
Merged-chr1-60973232-1	chr1	60973134	60973332	+	0.000	0.000	Merged-chr1-60973232-1
Merged-chr15-93486083-7	chr15	93485871	93486290	+	0.000	0.000	Merged-chr15-93486083-7
Merged-chr9-118752627-3	chr9	118752418	118752817	+	0.000	0.000	Merged-chr9-118752627-3
Merged-chr13-73490941-1	chr13	73490843	73491041	+	0.000	0.000	Merged-chr13-73490941-1
Merged-chr6-143184922-10	chr6	143184765	143185107	+	0.000	0.000	Merged-chr6-143184922-10
Merged-chr15-53292973-16	chr15	53292811	53293198	+	0.000	0.000	Merged-chr15-53292973-16
Merged-chr15-101256332-2	chr15	101256210	101256457	+	0.000	0.000	Merged-chr15-101256332-2
Merged-chr13-35906103-57	chr13	35905861	35906302	+	0.000	0.000	Merged-chr13-35906103-57
Merged-chr16-23609976-53	chr16	23609673	23610372	+	0.000	0.000	Merged-chr16-23609976-53
Merged-chr11-94591721-35	chr11	94591487	94591998	+	0.000	0.000	Merged-chr11-94591721-35
Merged-chr1-192711670-2	chr1	192711552	192711790	+	0.000	0.000	Merged-chr1-192711670-2
Merged-chr6-85432014-45	chr6	85431758	85432249	+	0.000	0.000	Merged-chr6-85432014-45
Merged-chr10-96621091-45	chr10	96620846	96621464	+	0.000	0.000	Merged-chr10-96621091-45
Merged-chr2-117358189-8	chr2	117357946	117358407	+	0.000	0.000	Merged-chr2-117358189-8
Merged-chr19-46520392-2	chr19	46520257	46520530	+	0.000	0.000	Merged-chr19-46520392-2
Merged-chr1-69496310-11	chr1	69496043	69496536	+	0.000	0.000	Merged-chr1-69496310-11
Merged-chr2-173624857-7	chr2	173624679	173624997	+	0.000	0.000	Merged-chr2-173624857-7
Merged-chr7-83660655-125	chr7	83660138	83661164	+	0.000	0.000	Merged-chr7-83660655-125
Merged-chr15-100551165-1	chr15	100551067	100551265	+	0.000	0.000	Merged-chr15-100551165-1
Merged-chr6-147603239-1	chr6	147603141	147603339	+	0.000	0.000	Merged-chr6-147603239-1
Merged-chr4-129803546-1	chr4	129803448	129803646	+	0.000	0.000	Merged-chr4-129803546-1
Merged-chr11-69366832-87	chr11	69366447	69367367	+	0.000	0.000	Merged-chr11-69366832-87
Merged-chr7-25130753-10	chr7	25130592	25130895	+	0.000	0.000	Merged-chr7-25130753-10
Merged-chr5-107282633-31	chr5	107282417	107282843	+	0.000	0.000	Merged-chr5-107282633-31
Merged-chr3-131156512-43	chr3	131156256	131156724	+	0.000	0.000	Merged-chr3-131156512-43
Merged-chrX-95658515-49	chrX	95658311	95658848	+	0.000	0.000	Merged-chrX-95658515-49
Merged-chr18-55549446-130	chr18	55548572	55550440	+	0.000	0.000	Merged-chr18-55549446-130
Merged-chr10-17566277-15	chr10	17566026	17566494	+	0.000	0.000	Merged-chr10-17566277-15
Merged-chr1-181257828-3	chr1	181257707	181257975	+	0.000	0.000	Merged-chr1-181257828-3
Merged-chr3-131116331-5	chr3	131116196	131116492	+	0.000	0.000	Merged-chr3-131116331-5
Merged-chr2-153003953-1	chr2	153003855	153004053	+	0.000	0.000	Merged-chr2-153003953-1
Merged-chr15-83607670-15	chr15	83607358	83607870	+	0.000	0.000	Merged-chr15-83607670-15
Merged-chr6-144917284-5	chr6	144917165	144917403	+	0.000	0.000	Merged-chr6-144917284-5
Merged-chr4-106830452-8	chr4	106830176	106830660	+	0.000	0.000	Merged-chr4-106830452-8
Merged-chr5-125189815-23	chr5	125189525	125189985	+	0.000	0.000	Merged-chr5-125189815-23
Merged-chr15-93562439-1	chr15	93562341	93562539	+	0.000	0.000	Merged-chr15-93562439-1
Merged-chr1-192730377-1	chr1	192730279	192730477	+	0.000	0.000	Merged-chr1-192730377-1
Merged-chr8-111643802-110	chr8	111643334	111644268	+	0.000	0.000	Merged-chr8-111643802-110
Merged-chr18-55586555-2	chr18	55586398	55586714	+	0.000	0.000	Merged-chr18-55586555-2
Merged-chr8-68735158-122	chr8	68734705	68735845	+	0.000	0.000	Merged-chr8-68735158-122
Merged-chrX-12006353-78	chrX	12005445	12007027	+	0.000	0.000	Merged-chrX-12006353-78
Merged-chr6-98933342-15	chr6	98933037	98933563	+	0.000	0.000	Merged-chr6-98933342-15
Merged-chr3-131154084-19	chr3	131153923	131154273	+	0.000	0.000	Merged-chr3-131154084-19
Merged-chr10-17684024-29	chr10	17683756	17684277	+	0.000	0.000	Merged-chr10-17684024-29
Merged-chr1-156659941-2	chr1	156659770	156660115	+	0.000	0.000	Merged-chr1-156659941-2
Merged-chr11-105181558-137	chr11	105181262	105181866	+	0.000	0.000	Merged-chr11-105181558-137
Merged-chr2-135905474-1	chr2	135905376	135905574	+	0.000	0.000	Merged-chr2-135905474-1
Merged-chr11-117952385-45	chr11	117952166	117952600	+	0.000	0.000	Merged-chr11-117952385-45
Merged-chr7-25250106-124	chr7	25249217	25250963	+	0.000	0.000	Merged-chr7-25250106-124
Merged-chr15-53235617-41	chr15	53235389	53235979	+	0.000	0.000	Merged-chr15-53235617-41
Merged-chr6-146486303-31	chr6	146486030	146486587	+	0.000	0.000	Merged-chr6-146486303-31
Merged-chr9-56258297-30	chr9	56257768	56258653	+	0.000	0.000	Merged-chr9-56258297-30
Merged-chr12-17717287-34	chr12	17716938	17717588	+	0.000	0.000	Merged-chr12-17717287-34
Merged-chr1-69555862-39	chr1	69555663	69556086	+	0.000	0.000	Merged-chr1-69555862-39
