#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed
Merged-chr10-21069584-1	chr10	21069486	21069684	+	0.000	0.000	Merged-chr10-21069584-1
Merged-chr2-131423775-8	chr2	131423621	131423932	+	0.000	0.000	Merged-chr2-131423775-8
Merged-chr11-74848149-19	chr11	74847858	74848417	+	0.000	0.000	Merged-chr11-74848149-19
Merged-chr16-94414336-19	chr16	94414140	94414534	+	0.000	0.000	Merged-chr16-94414336-19
Merged-chr13-112388467-40	chr13	112388178	112388758	+	0.000	0.000	Merged-chr13-112388467-40
Merged-chr19-18766611-24	chr19	18766424	18766784	+	0.000	0.000	Merged-chr19-18766611-24
Merged-chr4-145300303-61	chr4	145299983	145300593	+	0.000	0.000	Merged-chr4-145300303-61
Merged-chr3-88775263-42	chr3	88775073	88775484	+	0.000	0.000	Merged-chr3-88775263-42
Merged-chr17-84328781-5	chr17	84328647	84328909	+	0.000	0.000	Merged-chr17-84328781-5
Merged-chr13-43767810-15	chr13	43767545	43768036	+	0.000	0.000	Merged-chr13-43767810-15
Merged-chr17-84241728-6	chr17	84241594	84241890	+	0.000	0.000	Merged-chr17-84241728-6
Merged-chr10-121316401-59	chr10	121315998	121316680	+	0.000	0.000	Merged-chr10-121316401-59
Merged-chr15-100495239-52	chr15	100494941	100495499	+	0.000	0.000	Merged-chr15-100495239-52
Merged-chr17-87636797-74	chr17	87636578	87637217	+	0.000	0.000	Merged-chr17-87636797-74
Merged-chr11-115643465-31	chr11	115643234	115643616	+	0.000	0.000	Merged-chr11-115643465-31
Merged-chr12-85688072-28	chr12	85687810	85688309	+	0.000	0.000	Merged-chr12-85688072-28
Merged-chr5-114345671-1	chr5	114345573	114345771	+	0.000	0.000	Merged-chr5-114345671-1
Merged-chr2-112714735-54	chr2	112714448	112715061	+	0.000	0.000	Merged-chr2-112714735-54
Merged-chr8-123518827-49	chr8	123518606	123519019	+	0.000	0.000	Merged-chr8-123518827-49
Merged-chr2-91963655-56	chr2	91963374	91964057	+	0.000	0.000	Merged-chr2-91963655-56
Merged-chr3-37263461-6	chr3	37263255	37263692	+	0.000	0.000	Merged-chr3-37263461-6
Merged-chr1-190896359-15	chr1	190896188	190896588	+	0.000	0.000	Merged-chr1-190896359-15
Merged-chr9-101251656-72	chr9	101251445	101252012	+	0.000	0.000	Merged-chr9-101251656-72
Merged-chr1-155218276-34	chr1	155218107	155218487	+	0.000	0.000	Merged-chr1-155218276-34
Merged-chr8-81609244-13	chr8	81609066	81609434	+	0.000	0.000	Merged-chr8-81609244-13
Merged-chr8-91464120-6	chr8	91463975	91464291	+	0.000	0.000	Merged-chr8-91464120-6
Merged-chr4-154334257-1	chr4	154334159	154334357	+	0.000	0.000	Merged-chr4-154334257-1
Merged-chr14-45041159-62	chr14	45040844	45041726	+	0.000	0.000	Merged-chr14-45041159-62
Merged-chr3-69040321-2	chr3	69040205	69040439	+	0.000	0.000	Merged-chr3-69040321-2
Merged-chr1-40263062-16	chr1	40262841	40263415	+	0.000	0.000	Merged-chr1-40263062-16
Merged-chr11-5261159-5	chr11	5261032	5261284	+	0.000	0.000	Merged-chr11-5261159-5
Merged-chr10-17539427-37	chr10	17539152	17539761	+	0.000	0.000	Merged-chr10-17539427-37
Merged-chr3-101929538-16	chr3	101929341	101929799	+	0.000	0.000	Merged-chr3-101929538-16
Merged-chr1-69738342-1	chr1	69738244	69738442	+	0.000	0.000	Merged-chr1-69738342-1
Merged-chr6-134252285-32	chr6	134251874	134252524	+	0.000	0.000	Merged-chr6-134252285-32
Merged-chr5-64371502-26	chr5	64371303	64371728	+	0.000	0.000	Merged-chr5-64371502-26
Merged-chr6-59422426-23	chr6	59422006	59422723	+	0.000	0.000	Merged-chr6-59422426-23
Merged-chr6-94700992-3	chr6	94700812	94701137	+	0.000	0.000	Merged-chr6-94700992-3
Merged-chr14-121456834-2	chr14	121456727	121456943	+	0.000	0.000	Merged-chr14-121456834-2
Merged-chr17-47140533-140	chr17	47139741	47141465	+	0.000	0.000	Merged-chr17-47140533-140
Merged-chr13-112426715-38	chr13	112426422	112426935	+	0.000	0.000	Merged-chr13-112426715-38
Merged-chr7-25107253-25	chr7	25106960	25107505	+	0.000	0.000	Merged-chr7-25107253-25
Merged-chr12-24565518-17	chr12	24565309	24565778	+	0.000	0.000	Merged-chr12-24565518-17
Merged-chr3-116808199-73	chr3	116807932	116808517	+	0.000	0.000	Merged-chr3-116808199-73
Merged-chr2-117328790-53	chr2	117328569	117329008	+	0.000	0.000	Merged-chr2-117328790-53
Merged-chr10-71362071-33	chr10	71361892	71362296	+	0.000	0.000	Merged-chr10-71362071-33
Merged-chr9-57948947-1	chr9	57948849	57949047	+	0.000	0.000	Merged-chr9-57948947-1
Merged-chr7-97041400-3	chr7	97041232	97041623	+	0.000	0.000	Merged-chr7-97041400-3
Merged-chr10-99204774-47	chr10	99204446	99205077	+	0.000	0.000	Merged-chr10-99204774-47
Merged-chr18-77794764-36	chr18	77794406	77795073	+	0.000	0.000	Merged-chr18-77794764-36
Merged-chr14-69804239-29	chr14	69804003	69804478	+	0.000	0.000	Merged-chr14-69804239-29
Merged-chr17-5893346-8	chr17	5893112	5893599	+	0.000	0.000	Merged-chr17-5893346-8
Merged-chr17-73163375-142	chr17	73162758	73163953	+	0.000	0.000	Merged-chr17-73163375-142
Merged-chr2-172390550-32	chr2	172390390	172390749	+	0.000	0.000	Merged-chr2-172390550-32
Merged-chr4-149307767-70	chr4	149307438	149308037	+	0.000	0.000	Merged-chr4-149307767-70
Merged-chr2-103635845-3	chr2	103635700	103636012	+	0.000	0.000	Merged-chr2-103635845-3
Merged-chr16-17276702-76	chr16	17276455	17276994	+	0.000	0.000	Merged-chr16-17276702-76
Merged-chr3-95675849-9	chr3	95675619	95676020	+	0.000	0.000	Merged-chr3-95675849-9
Merged-chr14-57713043-44	chr14	57712848	57713257	+	0.000	0.000	Merged-chr14-57713043-44
Merged-chr11-20611228-24	chr11	20610883	20611575	+	0.000	0.000	Merged-chr11-20611228-24
Merged-chr5-107261170-24	chr5	107260687	107261754	+	0.000	0.000	Merged-chr5-107261170-24
Merged-chr11-90512841-45	chr11	90512557	90513025	+	0.000	0.000	Merged-chr11-90512841-45
Merged-chr17-32891413-48	chr17	32891140	32891651	+	0.000	0.000	Merged-chr17-32891413-48
Merged-chr9-118679048-3	chr9	118678935	118679157	+	0.000	0.000	Merged-chr9-118679048-3
Merged-chr1-155146186-71	chr1	155145674	155146520	+	0.000	0.000	Merged-chr1-155146186-71
Merged-chr16-76339368-4	chr16	76339250	76339481	+	0.000	0.000	Merged-chr16-76339368-4
Merged-chr8-81776667-33	chr8	81776296	81777033	+	0.000	0.000	Merged-chr8-81776667-33
Merged-chr11-52262204-8	chr11	52262059	52262372	+	0.000	0.000	Merged-chr11-52262204-8
Merged-chr10-14050811-26	chr10	14050641	14050984	+	0.000	0.000	Merged-chr10-14050811-26
Merged-chr14-10445134-1	chr14	10445036	10445234	+	0.000	0.000	Merged-chr14-10445134-1
Merged-chr3-108536770-60	chr3	108536499	108537179	+	0.000	0.000	Merged-chr3-108536770-60
Merged-chr12-40447438-1	chr12	40447340	40447538	+	0.000	0.000	Merged-chr12-40447438-1
Merged-chr13-55116329-10	chr13	55116104	55116629	+	0.000	0.000	Merged-chr13-55116329-10
Merged-chr11-80476975-74	chr11	80476632	80477243	+	0.000	0.000	Merged-chr11-80476975-74
Merged-chr2-165854688-17	chr2	165854463	165854882	+	0.000	0.000	Merged-chr2-165854688-17
Merged-chr6-125264360-1	chr6	125264262	125264460	+	0.000	0.000	Merged-chr6-125264360-1
Merged-chr6-99261371-76	chr6	99260951	99261589	+	0.000	0.000	Merged-chr6-99261371-76
Merged-chr4-156200836-25	chr4	156200682	156200999	+	0.000	0.000	Merged-chr4-156200836-25
Merged-chr6-149409146-64	chr6	149408803	149409388	+	0.000	0.000	Merged-chr6-149409146-64
Merged-chr12-85270542-46	chr12	85270269	85270723	+	0.000	0.000	Merged-chr12-85270542-46
Merged-chr5-118111264-4	chr5	118111147	118111389	+	0.000	0.000	Merged-chr5-118111264-4
Merged-chr6-129229876-2	chr6	129229778	129229976	+	0.000	0.000	Merged-chr6-129229876-2
Merged-chr10-68278994-4	chr10	68278877	68279117	+	0.000	0.000	Merged-chr10-68278994-4
Merged-chr1-60429094-8	chr1	60428888	60429250	+	0.000	0.000	Merged-chr1-60429094-8
Merged-chr4-15945326-46	chr4	15944955	15945552	+	0.000	0.000	Merged-chr4-15945326-46
Merged-chrX-166304686-40	chrX	166304452	166305024	+	0.000	0.000	Merged-chrX-166304686-40
Merged-chr15-64191593-19	chr15	64191262	64191922	+	0.000	0.000	Merged-chr15-64191593-19
Merged-chr17-34592724-1	chr17	34592626	34592824	+	0.000	0.000	Merged-chr17-34592724-1
Merged-chr13-36145940-12	chr13	36145771	36146125	+	0.000	0.000	Merged-chr13-36145940-12
Merged-chr7-120843589-1	chr7	120843491	120843689	+	0.000	0.000	Merged-chr7-120843589-1
Merged-chr18-50029985-2	chr18	50029859	50030114	+	0.000	0.000	Merged-chr18-50029985-2
Merged-chr14-31780897-6	chr14	31780748	31781053	+	0.000	0.000	Merged-chr14-31780897-6
Merged-chr6-99031467-37	chr6	99031262	99031742	+	0.000	0.000	Merged-chr6-99031467-37
Merged-chr4-152151812-1	chr4	152151714	152151912	+	0.000	0.000	Merged-chr4-152151812-1
Merged-chr10-4357640-28	chr10	4357303	4357853	+	0.000	0.000	Merged-chr10-4357640-28
Merged-chr2-92392954-19	chr2	92392578	92393187	+	0.000	0.000	Merged-chr2-92392954-19
Merged-chr10-17797209-6	chr10	17797056	17797333	+	0.000	0.000	Merged-chr10-17797209-6
Merged-chr10-78018968-26	chr10	78018724	78019132	+	0.000	0.000	Merged-chr10-78018968-26
Merged-chr2-163254696-7	chr2	163254313	163254961	+	0.000	0.000	Merged-chr2-163254696-7
Merged-chr11-100893623-28	chr11	100893416	100893826	+	0.000	0.000	Merged-chr11-100893623-28
Merged-chrX-11998414-1	chrX	11998316	11998514	+	0.000	0.000	Merged-chrX-11998414-1
Merged-chr6-146530581-26	chr6	146530240	146530983	+	0.000	0.000	Merged-chr6-146530581-26
Merged-chr9-118750272-2	chr9	118750107	118750440	+	0.000	0.000	Merged-chr9-118750272-2
Merged-chr1-61027300-81	chr1	61026740	61027851	+	0.000	0.000	Merged-chr1-61027300-81
Merged-chr1-155167798-18	chr1	155167388	155168202	+	0.000	0.000	Merged-chr1-155167798-18
Merged-chr6-99485907-9	chr6	99485769	99486065	+	0.000	0.000	Merged-chr6-99485907-9
Merged-chr5-134313860-43	chr5	134313549	134314132	+	0.000	0.000	Merged-chr5-134313860-43
Merged-chr7-141049009-7	chr7	141048813	141049206	+	0.000	0.000	Merged-chr7-141049009-7
Merged-chr5-35870769-20	chr5	35870532	35871044	+	0.000	0.000	Merged-chr5-35870769-20
Merged-chr4-6924913-49	chr4	6924682	6925132	+	0.000	0.000	Merged-chr4-6924913-49
Merged-chr4-45799180-54	chr4	45798961	45799414	+	0.000	0.000	Merged-chr4-45799180-54
Merged-chr13-112447320-26	chr13	112447117	112447504	+	0.000	0.000	Merged-chr13-112447320-26
Merged-chr1-138350110-4	chr1	138349977	138350230	+	0.000	0.000	Merged-chr1-138350110-4
Merged-chr17-46393132-3	chr17	46393001	46393260	+	0.000	0.000	Merged-chr17-46393132-3
Merged-chr18-54897137-3	chr18	54896930	54897321	+	0.000	0.000	Merged-chr18-54897137-3
Merged-chr14-75444835-23	chr14	75444675	75445015	+	0.000	0.000	Merged-chr14-75444835-23
Merged-chr10-60169227-2	chr10	60169116	60169341	+	0.000	0.000	Merged-chr10-60169227-2
Merged-chr15-93563752-30	chr15	93563566	93563953	+	0.000	0.000	Merged-chr15-93563752-30
Merged-chr3-84501551-10	chr3	84501319	84501820	+	0.000	0.000	Merged-chr3-84501551-10
Merged-chr4-129821052-1	chr4	129820954	129821152	+	0.000	0.000	Merged-chr4-129821052-1
Merged-chr11-109432542-63	chr11	109432014	109432961	+	0.000	0.000	Merged-chr11-109432542-63
Merged-chr10-43467884-13	chr10	43467732	43468021	+	0.000	0.000	Merged-chr10-43467884-13
Merged-chr1-193160183-72	chr1	193159451	193160944	+	0.000	0.000	Merged-chr1-193160183-72
Merged-chr1-164960822-1	chr1	164960724	164960922	+	0.000	0.000	Merged-chr1-164960822-1
Merged-chr1-91192441-31	chr1	91192196	91192758	+	0.000	0.000	Merged-chr1-91192441-31
Merged-chr18-54992076-12	chr18	54991896	54992248	+	0.000	0.000	Merged-chr18-54992076-12
Merged-chr17-84239923-12	chr17	84239734	84240132	+	0.000	0.000	Merged-chr17-84239923-12
Merged-chr4-45972471-79	chr4	45972210	45972756	+	0.000	0.000	Merged-chr4-45972471-79
Merged-chr11-94253783-2	chr11	94253662	94253907	+	0.000	0.000	Merged-chr11-94253783-2
Merged-chr15-9466691-10	chr15	9466557	9466860	+	0.000	0.000	Merged-chr15-9466691-10
Merged-chr15-25774073-29	chr15	25773830	25774377	+	0.000	0.000	Merged-chr15-25774073-29
Merged-chr2-18910318-28	chr2	18909989	18910764	+	0.000	0.000	Merged-chr2-18910318-28
Merged-chr17-47112918-2	chr17	47112806	47113033	+	0.000	0.000	Merged-chr17-47112918-2
Merged-chr2-161103912-7	chr2	161103747	161104071	+	0.000	0.000	Merged-chr2-161103912-7
Merged-chr6-146497948-69	chr6	146497705	146498244	+	0.000	0.000	Merged-chr6-146497948-69
Merged-chr4-155760181-6	chr4	155759972	155760376	+	0.000	0.000	Merged-chr4-155760181-6
Merged-chr11-90548688-18	chr11	90548482	90548918	+	0.000	0.000	Merged-chr11-90548688-18
Merged-chr6-94685051-5	chr6	94684896	94685208	+	0.000	0.000	Merged-chr6-94685051-5
Merged-chr9-65676476-52	chr9	65676173	65676717	+	0.000	0.000	Merged-chr9-65676476-52
Merged-chr9-88327634-62	chr9	88327428	88327831	+	0.000	0.000	Merged-chr9-88327634-62
Merged-chr3-9004436-82	chr3	9004171	9004693	+	0.000	0.000	Merged-chr3-9004436-82
Merged-chr1-34011501-80	chr1	34011239	34011776	+	0.000	0.000	Merged-chr1-34011501-80
Merged-chr8-47690895-15	chr8	47690705	47691185	+	0.000	0.000	Merged-chr8-47690895-15
Merged-chr4-134773310-29	chr4	134773047	134773632	+	0.000	0.000	Merged-chr4-134773310-29
Merged-chr7-44305170-86	chr7	44304925	44305452	+	0.000	0.000	Merged-chr7-44305170-86
Merged-chr16-44962970-21	chr16	44962765	44963215	+	0.000	0.000	Merged-chr16-44962970-21
Merged-chr15-86094752-47	chr15	86094329	86095204	+	0.000	0.000	Merged-chr15-86094752-47
Merged-chr12-55499248-31	chr12	55499020	55499481	+	0.000	0.000	Merged-chr12-55499248-31
Merged-chr7-127842472-24	chr7	127842277	127842659	+	0.000	0.000	Merged-chr7-127842472-24
Merged-chr11-19993906-5	chr11	19993751	19994034	+	0.000	0.000	Merged-chr11-19993906-5
Merged-chr4-6868044-4	chr4	6867900	6868168	+	0.000	0.000	Merged-chr4-6868044-4
Merged-chr7-101636183-33	chr7	101635829	101636458	+	0.000	0.000	Merged-chr7-101636183-33
Merged-chr2-114197005-3	chr2	114196858	114197132	+	0.000	0.000	Merged-chr2-114197005-3
Merged-chr11-61155897-9	chr11	61155696	61156084	+	0.000	0.000	Merged-chr11-61155897-9
Merged-chr12-82267745-1	chr12	82267647	82267845	+	0.000	0.000	Merged-chr12-82267745-1
Merged-chr18-37742152-41	chr18	37741896	37742410	+	0.000	0.000	Merged-chr18-37742152-41
Merged-chr1-192693207-29	chr1	192692915	192693426	+	0.000	0.000	Merged-chr1-192693207-29
Merged-chr9-101182194-26	chr9	101182023	101182400	+	0.000	0.000	Merged-chr9-101182194-26
Merged-chr7-101414402-16	chr7	101414193	101414615	+	0.000	0.000	Merged-chr7-101414402-16
Merged-chr11-44471232-1	chr11	44471134	44471332	+	0.000	0.000	Merged-chr11-44471232-1
Merged-chr3-152346656-63	chr3	152346294	152347118	+	0.000	0.000	Merged-chr3-152346656-63
Merged-chr13-73626846-62	chr13	73626575	73627111	+	0.000	0.000	Merged-chr13-73626846-62
Merged-chr6-124813560-2	chr6	124813461	124813662	+	0.000	0.000	Merged-chr6-124813560-2
Merged-chr8-45999893-74	chr8	45999681	46000140	+	0.000	0.000	Merged-chr8-45999893-74
Merged-chr5-64780390-1	chr5	64780292	64780490	+	0.000	0.000	Merged-chr5-64780390-1
Merged-chr8-4258944-112	chr8	4258750	4259445	+	0.000	0.000	Merged-chr8-4258944-112
Merged-chr3-101013202-2	chr3	101013065	101013341	+	0.000	0.000	Merged-chr3-101013202-2
Merged-chr6-146888566-65	chr6	146888248	146888842	+	0.000	0.000	Merged-chr6-146888566-65
Merged-chr11-52248814-1	chr11	52248716	52248914	+	0.000	0.000	Merged-chr11-52248814-1
Merged-chr15-85206036-13	chr15	85205829	85206220	+	0.000	0.000	Merged-chr15-85206036-13
Merged-chr2-59161685-15	chr2	59161449	59161850	+	0.000	0.000	Merged-chr2-59161685-15
Merged-chr2-36136611-74	chr2	36136356	36136843	+	0.000	0.000	Merged-chr2-36136611-74
Merged-chr6-65779129-63	chr6	65778843	65779426	+	0.000	0.000	Merged-chr6-65779129-63
Merged-chr6-90728818-41	chr6	90728524	90729107	+	0.000	0.000	Merged-chr6-90728818-41
Merged-chr11-4806452-6	chr11	4806288	4806672	+	0.000	0.000	Merged-chr11-4806452-6
Merged-chr2-59166693-1	chr2	59166595	59166793	+	0.000	0.000	Merged-chr2-59166693-1
Merged-chr3-131065144-22	chr3	131064953	131065371	+	0.000	0.000	Merged-chr3-131065144-22
Merged-chr12-36381004-2	chr12	36380851	36381160	+	0.000	0.000	Merged-chr12-36381004-2
Merged-chr15-53259323-8	chr15	53259091	53259585	+	0.000	0.000	Merged-chr15-53259323-8
Merged-chr17-87561219-18	chr17	87560901	87561434	+	0.000	0.000	Merged-chr17-87561219-18
Merged-chr2-61494309-57	chr2	61494093	61494536	+	0.000	0.000	Merged-chr2-61494309-57
Merged-chr10-80939775-54	chr10	80939457	80940092	+	0.000	0.000	Merged-chr10-80939775-54
Merged-chr16-97466752-3	chr16	97466586	97466910	+	0.000	0.000	Merged-chr16-97466752-3
Merged-chr19-17380887-41	chr19	17380601	17381417	+	0.000	0.000	Merged-chr19-17380887-41
Merged-chr8-116943758-117	chr8	116943065	116944297	+	0.000	0.000	Merged-chr8-116943758-117
Merged-chr5-35893424-58	chr5	35893012	35893763	+	0.000	0.000	Merged-chr5-35893424-58
Merged-chr7-143644190-29	chr7	143643978	143644394	+	0.000	0.000	Merged-chr7-143644190-29
Merged-chr19-12502239-1	chr19	12502141	12502339	+	0.000	0.000	Merged-chr19-12502239-1
Merged-chr6-71125305-30	chr6	71125133	71125519	+	0.000	0.000	Merged-chr6-71125305-30
Merged-chr12-54188694-4	chr12	54188529	54188898	+	0.000	0.000	Merged-chr12-54188694-4
Merged-chr5-135662123-17	chr5	135661867	135662475	+	0.000	0.000	Merged-chr5-135662123-17
Merged-chr13-46909229-10	chr13	46908982	46909460	+	0.000	0.000	Merged-chr13-46909229-10
Merged-chr8-81341830-13	chr8	81341627	81341992	+	0.000	0.000	Merged-chr8-81341830-13
Merged-chr6-128769715-5	chr6	128769572	128769883	+	0.000	0.000	Merged-chr6-128769715-5
Merged-chr7-64061384-36	chr7	64061155	64061576	+	0.000	0.000	Merged-chr7-64061384-36
Merged-chr7-101412946-31	chr7	101412552	101413152	+	0.000	0.000	Merged-chr7-101412946-31
Merged-chr4-129820380-124	chr4	129819816	129820869	+	0.000	0.000	Merged-chr4-129820380-124
Merged-chr2-59652882-23	chr2	59652590	59653169	+	0.000	0.000	Merged-chr2-59652882-23
Merged-chr9-51180837-4	chr9	51180687	51180973	+	0.000	0.000	Merged-chr9-51180837-4
Merged-chr15-36365016-4	chr15	36364896	36365141	+	0.000	0.000	Merged-chr15-36365016-4
Merged-chr8-46395065-10	chr8	46394807	46395296	+	0.000	0.000	Merged-chr8-46395065-10
Merged-chr7-83654725-9	chr7	83654584	83654865	+	0.000	0.000	Merged-chr7-83654725-9
Merged-chr10-128270552-51	chr10	128270309	128270745	+	0.000	0.000	Merged-chr10-128270552-51
Merged-chr12-85956127-16	chr12	85955766	85956558	+	0.000	0.000	Merged-chr12-85956127-16
Merged-chr16-22655382-16	chr16	22655148	22655616	+	0.000	0.000	Merged-chr16-22655382-16
Merged-chr2-152112124-39	chr2	152111919	152112372	+	0.000	0.000	Merged-chr2-152112124-39
Merged-chr4-148592277-2	chr4	148592123	148592433	+	0.000	0.000	Merged-chr4-148592277-2
Merged-chr13-112398369-43	chr13	112398115	112398724	+	0.000	0.000	Merged-chr13-112398369-43
Merged-chr6-37455816-24	chr6	37455409	37456134	+	0.000	0.000	Merged-chr6-37455816-24
Merged-chr9-120002240-48	chr9	120002030	120002455	+	0.000	0.000	Merged-chr9-120002240-48
Merged-chr2-131910769-2	chr2	131910650	131910890	+	0.000	0.000	Merged-chr2-131910769-2
Merged-chr5-103437917-3	chr5	103437799	103438054	+	0.000	0.000	Merged-chr5-103437917-3
Merged-chr19-29271286-46	chr19	29270771	29271590	+	0.000	0.000	Merged-chr19-29271286-46
Merged-chr12-55487183-4	chr12	55486980	55487398	+	0.000	0.000	Merged-chr12-55487183-4
Merged-chr1-164573321-2	chr1	164573223	164573421	+	0.000	0.000	Merged-chr1-164573321-2
Merged-chr15-9435954-24	chr15	9435661	9436217	+	0.000	0.000	Merged-chr15-9435954-24
Merged-chr2-117542378-2	chr2	117542280	117542478	+	0.000	0.000	Merged-chr2-117542378-2
Merged-chr3-129532490-25	chr3	129532219	129532820	+	0.000	0.000	Merged-chr3-129532490-25
Merged-chr7-19399852-28	chr7	19399573	19400088	+	0.000	0.000	Merged-chr7-19399852-28
Merged-chr3-131106235-36	chr3	131105945	131106574	+	0.000	0.000	Merged-chr3-131106235-36
Merged-chr12-85703378-1	chr12	85703280	85703478	+	0.000	0.000	Merged-chr12-85703378-1
Merged-chr2-62460082-42	chr2	62459722	62460624	+	0.000	0.000	Merged-chr2-62460082-42
Merged-chr2-169590672-10	chr2	169590492	169590852	+	0.000	0.000	Merged-chr2-169590672-10
Merged-chr11-94253305-42	chr11	94252921	94253627	+	0.000	0.000	Merged-chr11-94253305-42
Merged-chr13-41606487-3	chr13	41606376	41606615	+	0.000	0.000	Merged-chr13-41606487-3
Merged-chr10-13437892-1	chr10	13437794	13437992	+	0.000	0.000	Merged-chr10-13437892-1
Merged-chr6-134348726-53	chr6	134348338	134349202	+	0.000	0.000	Merged-chr6-134348726-53
Merged-chr1-36939684-79	chr1	36939266	36940057	+	0.000	0.000	Merged-chr1-36939684-79
Merged-chr19-12501763-102	chr19	12501503	12502065	+	0.000	0.000	Merged-chr19-12501763-102
Merged-chr10-12867710-1	chr10	12867612	12867810	+	0.000	0.000	Merged-chr10-12867710-1
Merged-chr2-91987638-2	chr2	91987529	91987749	+	0.000	0.000	Merged-chr2-91987638-2
Merged-chr8-40634821-50	chr8	40634523	40635123	+	0.000	0.000	Merged-chr8-40634821-50
Merged-chr12-8499918-111	chr12	8499545	8500404	+	0.000	0.000	Merged-chr12-8499918-111
Merged-chr2-131480828-38	chr2	131480611	131481027	+	0.000	0.000	Merged-chr2-131480828-38
Merged-chr1-60410704-2	chr1	60410566	60410845	+	0.000	0.000	Merged-chr1-60410704-2
Merged-chr14-61718483-1	chr14	61718385	61718583	+	0.000	0.000	Merged-chr14-61718483-1
Merged-chr3-89892725-25	chr3	89892503	89892925	+	0.000	0.000	Merged-chr3-89892725-25
Merged-chr15-79834328-40	chr15	79834015	79834667	+	0.000	0.000	Merged-chr15-79834328-40
Merged-chr4-6870603-25	chr4	6870333	6870798	+	0.000	0.000	Merged-chr4-6870603-25
Merged-chr6-115774516-41	chr6	115774227	115774896	+	0.000	0.000	Merged-chr6-115774516-41
Merged-chr2-169586883-2	chr2	169586719	169587050	+	0.000	0.000	Merged-chr2-169586883-2
Merged-chr19-4231987-48	chr19	4231702	4232192	+	0.000	0.000	Merged-chr19-4231987-48
Merged-chr1-69537947-48	chr1	69537562	69538215	+	0.000	0.000	Merged-chr1-69537947-48
