#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed
Merged-chr10-59950921-19	chr10	59950573	59951210	+	0.000	0.000	Merged-chr10-59950921-19
Merged-chr13-117242416-107	chr13	117241857	117242719	+	0.000	0.000	Merged-chr13-117242416-107
Merged-chrX-75729990-4	chrX	75729791	75730207	+	0.000	0.000	Merged-chrX-75729990-4
Merged-chr8-61475644-1	chr8	61475546	61475744	+	0.000	0.000	Merged-chr8-61475644-1
Merged-chr16-24172185-8	chr16	24172026	24172394	+	0.000	0.000	Merged-chr16-24172185-8
Merged-chr5-105776620-9	chr5	105776436	105776840	+	0.000	0.000	Merged-chr5-105776620-9
Merged-chr6-89393151-1	chr6	89393053	89393251	+	0.000	0.000	Merged-chr6-89393151-1
Merged-chr11-3176549-79	chr11	3176214	3176986	+	0.000	0.000	Merged-chr11-3176549-79
Merged-chr11-70580699-89	chr11	70579916	70581281	+	0.000	0.000	Merged-chr11-70580699-89
Merged-chr4-63901923-4	chr4	63901756	63902136	+	0.000	0.000	Merged-chr4-63901923-4
Merged-chr1-23959266-33	chr1	23958926	23959544	+	0.000	0.000	Merged-chr1-23959266-33
Merged-chr1-36296864-54	chr1	36296617	36297134	+	0.000	0.000	Merged-chr1-36296864-54
Merged-chr19-29430686-3	chr19	29430552	29430824	+	0.000	0.000	Merged-chr19-29430686-3
Merged-chr6-121183966-1	chr6	121183868	121184066	+	0.000	0.000	Merged-chr6-121183966-1
Merged-chr9-77756369-28	chr9	77755937	77756610	+	0.000	0.000	Merged-chr9-77756369-28
Merged-chr16-96030968-16	chr16	96030673	96031262	+	0.000	0.000	Merged-chr16-96030968-16
Merged-chr10-100487355-134	chr10	100487107	100487628	+	0.000	0.000	Merged-chr10-100487355-134
Merged-chr19-16778618-43	chr19	16778350	16778998	+	0.000	0.000	Merged-chr19-16778618-43
Merged-chr9-94653408-7	chr9	94653276	94653533	+	0.000	0.000	Merged-chr9-94653408-7
Merged-chr17-83379975-2	chr17	83379849	83380104	+	0.000	0.000	Merged-chr17-83379975-2
Merged-chr16-24158437-1	chr16	24158339	24158537	+	0.000	0.000	Merged-chr16-24158437-1
Merged-chr13-117203167-67	chr13	117202771	117203592	+	0.000	0.000	Merged-chr13-117203167-67
Merged-chr3-10350662-1	chr3	10350564	10350762	+	0.000	0.000	Merged-chr3-10350662-1
Merged-chr3-37161165-34	chr3	37160960	37161409	+	0.000	0.000	Merged-chr3-37161165-34
Merged-chr14-14348333-18	chr14	14348015	14348687	+	0.000	0.000	Merged-chr14-14348333-18
Merged-chr5-105700734-6	chr5	105700598	105700894	+	0.000	0.000	Merged-chr5-105700734-6
Merged-chr15-59070702-12	chr15	59070521	59070915	+	0.000	0.000	Merged-chr15-59070702-12
Merged-chr2-16681413-1	chr2	16681315	16681513	+	0.000	0.000	Merged-chr2-16681413-1
Merged-chr15-9572052-14	chr15	9571853	9572222	+	0.000	0.000	Merged-chr15-9572052-14
Merged-chr4-16112668-24	chr4	16112466	16112944	+	0.000	0.000	Merged-chr4-16112668-24
Merged-chr19-16685068-14	chr19	16684844	16685313	+	0.000	0.000	Merged-chr19-16685068-14
Merged-chr11-30986417-66	chr11	30986190	30986660	+	0.000	0.000	Merged-chr11-30986417-66
Merged-chr2-68434802-41	chr2	68434572	68435034	+	0.000	0.000	Merged-chr2-68434802-41
Merged-chr4-33270288-23	chr4	33270092	33270479	+	0.000	0.000	Merged-chr4-33270288-23
Merged-chr2-31152311-29	chr2	31152083	31152506	+	0.000	0.000	Merged-chr2-31152311-29
Merged-chr2-23571893-78	chr2	23571507	23572164	+	0.000	0.000	Merged-chr2-23571893-78
Merged-chr1-23917708-15	chr1	23917325	23917958	+	0.000	0.000	Merged-chr1-23917708-15
Merged-chr3-122969244-1	chr3	122969146	122969344	+	0.000	0.000	Merged-chr3-122969244-1
Merged-chr5-75808701-3	chr5	75808570	75808826	+	0.000	0.000	Merged-chr5-75808701-3
Merged-chr10-79909301-6	chr10	79909097	79909476	+	0.000	0.000	Merged-chr10-79909301-6
Merged-chr12-113257477-1	chr12	113257379	113257577	+	0.000	0.000	Merged-chr12-113257477-1
Merged-chr1-74808255-37	chr1	74808016	74808471	+	0.000	0.000	Merged-chr1-74808255-37
Merged-chr8-126660525-18	chr8	126660175	126660798	+	0.000	0.000	Merged-chr8-126660525-18
Merged-chr11-78159263-30	chr11	78159040	78159473	+	0.000	0.000	Merged-chr11-78159263-30
Merged-chr4-32393426-6	chr4	32393312	32393545	+	0.000	0.000	Merged-chr4-32393426-6
Merged-chr9-95072180-5	chr9	95071977	95072327	+	0.000	0.000	Merged-chr9-95072180-5
Merged-chr5-134482403-23	chr5	134482085	134482716	+	0.000	0.000	Merged-chr5-134482403-23
Merged-chr9-40454763-1	chr9	40454665	40454863	+	0.000	0.000	Merged-chr9-40454763-1
Merged-chr15-12424381-39	chr15	12424198	12424649	+	0.000	0.000	Merged-chr15-12424381-39
Merged-chr16-23982644-57	chr16	23982323	23983102	+	0.000	0.000	Merged-chr16-23982644-57
Merged-chr6-88714297-7	chr6	88714076	88714499	+	0.000	0.000	Merged-chr6-88714297-7
Merged-chr12-36135533-30	chr12	36135350	36135824	+	0.000	0.000	Merged-chr12-36135533-30
Merged-chr15-59649593-13	chr15	59649332	59649865	+	0.000	0.000	Merged-chr15-59649593-13
Merged-chr14-59201879-5	chr14	59201731	59202119	+	0.000	0.000	Merged-chr14-59201879-5
Merged-chr9-101061268-41	chr9	101061109	101061430	+	0.000	0.000	Merged-chr9-101061268-41
Merged-chr15-59653150-73	chr15	59652810	59653421	+	0.000	0.000	Merged-chr15-59653150-73
Merged-chr7-80370303-198	chr7	80368898	80371662	+	0.000	0.000	Merged-chr7-80370303-198
Merged-chrX-95165737-1	chrX	95165639	95165837	+	0.000	0.000	Merged-chrX-95165737-1
Merged-chr11-3165665-33	chr11	3165491	3165847	+	0.000	0.000	Merged-chr11-3165665-33
Merged-chr19-16790195-21	chr19	16789968	16790466	+	0.000	0.000	Merged-chr19-16790195-21
Merged-chr11-52099693-4	chr11	52099543	52099835	+	0.000	0.000	Merged-chr11-52099693-4
Merged-chr7-125561411-29	chr7	125561244	125561572	+	0.000	0.000	Merged-chr7-125561411-29
Merged-chr12-73779559-52	chr12	73779280	73779916	+	0.000	0.000	Merged-chr12-73779559-52
Merged-chr7-3704160-64	chr7	3703912	3704450	+	0.000	0.000	Merged-chr7-3704160-64
Merged-chr4-32258833-1	chr4	32258735	32258933	+	0.000	0.000	Merged-chr4-32258833-1
Merged-chr17-35202038-14	chr17	35201726	35202310	+	0.000	0.000	Merged-chr17-35202038-14
Merged-chr5-105648904-12	chr5	105648720	105649076	+	0.000	0.000	Merged-chr5-105648904-12
Merged-chr11-69632910-62	chr11	69632650	69633107	+	0.000	0.000	Merged-chr11-69632910-62
Merged-chr9-121374678-22	chr9	121374470	121374903	+	0.000	0.000	Merged-chr9-121374678-22
Merged-chr6-58640552-47	chr6	58640198	58640807	+	0.000	0.000	Merged-chr6-58640552-47
Merged-chr1-23915821-55	chr1	23915580	23916171	+	0.000	0.000	Merged-chr1-23915821-55
Merged-chr10-118867608-1	chr10	118867510	118867708	+	0.000	0.000	Merged-chr10-118867608-1
Merged-chr4-53196424-60	chr4	53195993	53197223	+	0.000	0.000	Merged-chr4-53196424-60
Merged-chr6-17932110-11	chr6	17931869	17932292	+	0.000	0.000	Merged-chr6-17932110-11
Merged-chr1-34802120-122	chr1	34801932	34802336	+	0.000	0.000	Merged-chr1-34802120-122
Merged-chr16-23988801-56	chr16	23988386	23989102	+	0.000	0.000	Merged-chr16-23988801-56
Merged-chr16-10780906-2	chr16	10780805	10781010	+	0.000	0.000	Merged-chr16-10780906-2
Merged-chr15-12371387-24	chr15	12371144	12371607	+	0.000	0.000	Merged-chr15-12371387-24
Merged-chr3-99168031-2	chr3	99167926	99168139	+	0.000	0.000	Merged-chr3-99168031-2
Merged-chr12-108554926-29	chr12	108554475	108555266	+	0.000	0.000	Merged-chr12-108554926-29
Merged-chr13-64163273-5	chr13	64163135	64163444	+	0.000	0.000	Merged-chr13-64163273-5
Merged-chrX-98149943-92	chrX	98149297	98150602	+	0.000	0.000	Merged-chrX-98149943-92
Merged-chr4-63856637-1	chr4	63856539	63856737	+	0.000	0.000	Merged-chr4-63856637-1
Merged-chr1-189868246-2	chr1	189868137	189868358	+	0.000	0.000	Merged-chr1-189868246-2
Merged-chr11-116005079-38	chr11	116004815	116005445	+	0.000	0.000	Merged-chr11-116005079-38
Merged-chr1-38658537-3	chr1	38658370	38658694	+	0.000	0.000	Merged-chr1-38658537-3
Merged-chr1-39954782-26	chr1	39954507	39955067	+	0.000	0.000	Merged-chr1-39954782-26
Merged-chr4-63853989-30	chr4	63853811	63854162	+	0.000	0.000	Merged-chr4-63853989-30
Merged-chr4-128729967-1	chr4	128729869	128730067	+	0.000	0.000	Merged-chr4-128729967-1
Merged-chr8-119394915-65	chr8	119394610	119395117	+	0.000	0.000	Merged-chr8-119394915-65
Merged-chr19-21272271-125	chr19	21271847	21272578	+	0.000	0.000	Merged-chr19-21272271-125
Merged-chr6-144169354-1	chr6	144169256	144169454	+	0.000	0.000	Merged-chr6-144169354-1
Merged-chr13-3665528-35	chr13	3665374	3665681	+	0.000	0.000	Merged-chr13-3665528-35
Merged-chr1-20891220-1	chr1	20891122	20891320	+	0.000	0.000	Merged-chr1-20891220-1
Merged-chr1-39895697-26	chr1	39895428	39895983	+	0.000	0.000	Merged-chr1-39895697-26
Merged-chr1-173489627-22	chr1	173489459	173489781	+	0.000	0.000	Merged-chr1-173489627-22
Merged-chr4-128804971-3	chr4	128804860	128805084	+	0.000	0.000	Merged-chr4-128804971-3
Merged-chr9-72092153-21	chr9	72091736	72092561	+	0.000	0.000	Merged-chr9-72092153-21
Merged-chr1-171916002-44	chr1	171915701	171916375	+	0.000	0.000	Merged-chr1-171916002-44
Merged-chr11-4366568-4	chr11	4366426	4366732	+	0.000	0.000	Merged-chr11-4366568-4
Merged-chr8-79150775-36	chr8	79150546	79150952	+	0.000	0.000	Merged-chr8-79150775-36
Merged-chr10-42838902-52	chr10	42838663	42839177	+	0.000	0.000	Merged-chr10-42838902-52
Merged-chr5-121837232-116	chr5	121836697	121838072	+	0.000	0.000	Merged-chr5-121837232-116
Merged-chr18-64887799-124	chr18	64887202	64888334	+	0.000	0.000	Merged-chr18-64887799-124
Merged-chr1-55405936-77	chr1	55405336	55406320	+	0.000	0.000	Merged-chr1-55405936-77
Merged-chr1-164071690-1	chr1	164071592	164071790	+	0.000	0.000	Merged-chr1-164071690-1
Merged-chr10-127621595-57	chr10	127621269	127622066	+	0.000	0.000	Merged-chr10-127621595-57
Merged-chr1-171221078-19	chr1	171220879	171221228	+	0.000	0.000	Merged-chr1-171221078-19
Merged-chr17-15706572-1	chr17	15706474	15706672	+	0.000	0.000	Merged-chr17-15706572-1
Merged-chr4-24896995-13	chr4	24896704	24897255	+	0.000	0.000	Merged-chr4-24896995-13
Merged-chr10-118868545-20	chr10	118868115	118868897	+	0.000	0.000	Merged-chr10-118868545-20
Merged-chr11-116671560-64	chr11	116671321	116671871	+	0.000	0.000	Merged-chr11-116671560-64
Merged-chr17-34952643-49	chr17	34951936	34952971	+	0.000	0.000	Merged-chr17-34952643-49
Merged-chr18-41922604-41	chr18	41922189	41923133	+	0.000	0.000	Merged-chr18-41922604-41
Merged-chr8-94010222-45	chr8	94009867	94010528	+	0.000	0.000	Merged-chr8-94010222-45
Merged-chr13-51970284-43	chr13	51970063	51970569	+	0.000	0.000	Merged-chr13-51970284-43
Merged-chr19-16773610-74	chr19	16773185	16774000	+	0.000	0.000	Merged-chr19-16773610-74
Merged-chr19-29467148-39	chr19	29466892	29467446	+	0.000	0.000	Merged-chr19-29467148-39
Merged-chr13-91564824-14	chr13	91564570	91565081	+	0.000	0.000	Merged-chr13-91564824-14
Merged-chr4-32425710-19	chr4	32425447	32425996	+	0.000	0.000	Merged-chr4-32425710-19
Merged-chr1-127215096-15	chr1	127214816	127215342	+	0.000	0.000	Merged-chr1-127215096-15
Merged-chr9-41935840-14	chr9	41935578	41936127	+	0.000	0.000	Merged-chr9-41935840-14
Merged-chr11-3182637-7	chr11	3182408	3182925	+	0.000	0.000	Merged-chr11-3182637-7
Merged-chr2-164359803-1	chr2	164359705	164359903	+	0.000	0.000	Merged-chr2-164359803-1
Merged-chr7-125552153-61	chr7	125551849	125552492	+	0.000	0.000	Merged-chr7-125552153-61
Merged-chr7-96914274-42	chr7	96913977	96914655	+	0.000	0.000	Merged-chr7-96914274-42
Merged-chr18-7626777-65	chr18	7626410	7627018	+	0.000	0.000	Merged-chr18-7626777-65
Merged-chr11-58938745-55	chr11	58938517	58939074	+	0.000	0.000	Merged-chr11-58938745-55
Merged-chr9-72111517-133	chr9	72110864	72112155	+	0.000	0.000	Merged-chr9-72111517-133
Merged-chr11-3145875-104	chr11	3145485	3146312	+	0.000	0.000	Merged-chr11-3145875-104
Merged-chr17-84187372-1	chr17	84187274	84187472	+	0.000	0.000	Merged-chr17-84187372-1
Merged-chr2-119034979-52	chr2	119034573	119035222	+	0.000	0.000	Merged-chr2-119034979-52
Merged-chr11-3127341-13	chr11	3127111	3127581	+	0.000	0.000	Merged-chr11-3127341-13
Merged-chr6-125484183-4	chr6	125484060	125484347	+	0.000	0.000	Merged-chr6-125484183-4
Merged-chr7-141447520-63	chr7	141447308	141447704	+	0.000	0.000	Merged-chr7-141447520-63
Merged-chr11-3128025-181	chr11	3127637	3128553	+	0.000	0.000	Merged-chr11-3128025-181
Merged-chr18-24205839-79	chr18	24205592	24206164	+	0.000	0.000	Merged-chr18-24205839-79
Merged-chr3-30995800-69	chr3	30995442	30996032	+	0.000	0.000	Merged-chr3-30995800-69
Merged-chr4-128713412-15	chr4	128713228	128713674	+	0.000	0.000	Merged-chr4-128713412-15
Merged-chr7-101093994-1	chr7	101093896	101094094	+	0.000	0.000	Merged-chr7-101093994-1
Merged-chr5-105732037-124	chr5	105731790	105732661	+	0.000	0.000	Merged-chr5-105732037-124
Merged-chr16-5030081-11	chr16	5029926	5030246	+	0.000	0.000	Merged-chr16-5030081-11
Merged-chr7-24608343-34	chr7	24608149	24608606	+	0.000	0.000	Merged-chr7-24608343-34
Merged-chr6-134175051-22	chr6	134174810	134175344	+	0.000	0.000	Merged-chr6-134175051-22
Merged-chr9-53301567-34	chr9	53301330	53301801	+	0.000	0.000	Merged-chr9-53301567-34
Merged-chr2-62294008-18	chr2	62293830	62294191	+	0.000	0.000	Merged-chr2-62294008-18
Merged-chr12-73794369-23	chr12	73794138	73794664	+	0.000	0.000	Merged-chr12-73794369-23
Merged-chr2-4299012-15	chr2	4298780	4299391	+	0.000	0.000	Merged-chr2-4299012-15
Merged-chr2-29251515-20	chr2	29251344	29251830	+	0.000	0.000	Merged-chr2-29251515-20
Merged-chr4-128806241-68	chr4	128805962	128806764	+	0.000	0.000	Merged-chr4-128806241-68
Merged-chr19-43896459-20	chr19	43896119	43896695	+	0.000	0.000	Merged-chr19-43896459-20
Merged-chr9-110142335-14	chr9	110142172	110142543	+	0.000	0.000	Merged-chr9-110142335-14
Merged-chr4-125114884-30	chr4	125114658	125115331	+	0.000	0.000	Merged-chr4-125114884-30
Merged-chr10-118713124-16	chr10	118712918	118713325	+	0.000	0.000	Merged-chr10-118713124-16
Merged-chr3-88490260-1	chr3	88490162	88490360	+	0.000	0.000	Merged-chr3-88490260-1
Merged-chr11-4344147-20	chr11	4343908	4344383	+	0.000	0.000	Merged-chr11-4344147-20
Merged-chr15-59533034-12	chr15	59532864	59533191	+	0.000	0.000	Merged-chr15-59533034-12
Merged-chr11-3171245-23	chr11	3170851	3171586	+	0.000	0.000	Merged-chr11-3171245-23
Merged-chr10-75702628-18	chr10	75702420	75702835	+	0.000	0.000	Merged-chr10-75702628-18
Merged-chr15-58697268-28	chr15	58697004	58697527	+	0.000	0.000	Merged-chr15-58697268-28
Merged-chr1-44119962-5	chr1	44119782	44120100	+	0.000	0.000	Merged-chr1-44119962-5
Merged-chr18-64894930-11	chr18	64894490	64895251	+	0.000	0.000	Merged-chr18-64894930-11
Merged-chr8-14996995-10	chr8	14996772	14997216	+	0.000	0.000	Merged-chr8-14996995-10
Merged-chr17-56290726-100	chr17	56290253	56291174	+	0.000	0.000	Merged-chr17-56290726-100
Merged-chr11-58938354-3	chr11	58938197	58938507	+	0.000	0.000	Merged-chr11-58938354-3
Merged-chr12-108645905-1	chr12	108645807	108646005	+	0.000	0.000	Merged-chr12-108645905-1
Merged-chr2-4601528-18	chr2	4601265	4601751	+	0.000	0.000	Merged-chr2-4601528-18
Merged-chr5-75422508-3	chr5	75422405	75422613	+	0.000	0.000	Merged-chr5-75422508-3
Merged-chr15-59522989-9	chr15	59522851	59523135	+	0.000	0.000	Merged-chr15-59522989-9
Merged-chr2-37704378-1	chr2	37704280	37704478	+	0.000	0.000	Merged-chr2-37704378-1
Merged-chr18-7610631-1	chr18	7610533	7610731	+	0.000	0.000	Merged-chr18-7610631-1
Merged-chr3-30994770-1	chr3	30994672	30994870	+	0.000	0.000	Merged-chr3-30994770-1
Merged-chr2-16353031-9	chr2	16352784	16353241	+	0.000	0.000	Merged-chr2-16353031-9
Merged-chr16-94370200-2	chr16	94370074	94370329	+	0.000	0.000	Merged-chr16-94370200-2
Merged-chr11-3177437-56	chr11	3177047	3178199	+	0.000	0.000	Merged-chr11-3177437-56
Merged-chr11-48874732-31	chr11	48874556	48874906	+	0.000	0.000	Merged-chr11-48874732-31
Merged-chr8-61410967-8	chr8	61410783	61411160	+	0.000	0.000	Merged-chr8-61410967-8
Merged-chr16-93574695-56	chr16	93574469	93575010	+	0.000	0.000	Merged-chr16-93574695-56
Merged-chr12-51971209-64	chr12	51970972	51971496	+	0.000	0.000	Merged-chr12-51971209-64
Merged-chr12-105069151-33	chr12	105068937	105069331	+	0.000	0.000	Merged-chr12-105069151-33
Merged-chr10-88826786-54	chr10	88826532	88827024	+	0.000	0.000	Merged-chr10-88826786-54
Merged-chr15-9572712-38	chr15	9572273	9573024	+	0.000	0.000	Merged-chr15-9572712-38
Merged-chr11-69795942-1	chr11	69795844	69796042	+	0.000	0.000	Merged-chr11-69795942-1
Merged-chr7-100693346-29	chr7	100693119	100693525	+	0.000	0.000	Merged-chr7-100693346-29
Merged-chr17-7902591-16	chr17	7902400	7902757	+	0.000	0.000	Merged-chr17-7902591-16
Merged-chr6-121230042-8	chr6	121229870	121230191	+	0.000	0.000	Merged-chr6-121230042-8
Merged-chr17-73804960-51	chr17	73804752	73805191	+	0.000	0.000	Merged-chr17-73804960-51
Merged-chr5-88693044-1	chr5	88692946	88693144	+	0.000	0.000	Merged-chr5-88693044-1
Merged-chr7-101113675-14	chr7	101113519	101113843	+	0.000	0.000	Merged-chr7-101113675-14
Merged-chr14-121552858-6	chr14	121552658	121553035	+	0.000	0.000	Merged-chr14-121552858-6
Merged-chr19-6871176-1	chr19	6871078	6871276	+	0.000	0.000	Merged-chr19-6871176-1
Merged-chr14-78434272-26	chr14	78434061	78434575	+	0.000	0.000	Merged-chr14-78434272-26
Merged-chr12-73750891-1	chr12	73750793	73750991	+	0.000	0.000	Merged-chr12-73750891-1
Merged-chr17-57194359-63	chr17	57194093	57194625	+	0.000	0.000	Merged-chr17-57194359-63
Merged-chr1-189914553-1	chr1	189914455	189914653	+	0.000	0.000	Merged-chr1-189914553-1
Merged-chr6-17925881-20	chr6	17925223	17926389	+	0.000	0.000	Merged-chr6-17925881-20
Merged-chr16-10541856-1	chr16	10541758	10541956	+	0.000	0.000	Merged-chr16-10541856-1
Merged-chr2-77343867-1	chr2	77343769	77343967	+	0.000	0.000	Merged-chr2-77343867-1
Merged-chr3-32529586-54	chr3	32529376	32529876	+	0.000	0.000	Merged-chr3-32529586-54
Merged-chr17-80718439-9	chr17	80718228	80718605	+	0.000	0.000	Merged-chr17-80718439-9
Merged-chr6-134148194-39	chr6	134147791	134148466	+	0.000	0.000	Merged-chr6-134148194-39
Merged-chr16-94371721-8	chr16	94371541	94371947	+	0.000	0.000	Merged-chr16-94371721-8
Merged-chr9-58260783-1	chr9	58260685	58260883	+	0.000	0.000	Merged-chr9-58260783-1
Merged-chr13-51837530-7	chr13	51837351	51837705	+	0.000	0.000	Merged-chr13-51837530-7
Merged-chr2-4499467-22	chr2	4499231	4499806	+	0.000	0.000	Merged-chr2-4499467-22
Merged-chr4-19534930-1	chr4	19534832	19535030	+	0.000	0.000	Merged-chr4-19534930-1
Merged-chr1-189886675-1	chr1	189886577	189886775	+	0.000	0.000	Merged-chr1-189886675-1
Merged-chr8-88633560-31	chr8	88633396	88633832	+	0.000	0.000	Merged-chr8-88633560-31
Merged-chr7-96910268-22	chr7	96909854	96910748	+	0.000	0.000	Merged-chr7-96910268-22
Merged-chr6-144182833-5	chr6	144182636	144183105	+	0.000	0.000	Merged-chr6-144182833-5
Merged-chr18-53417149-9	chr18	53416916	53417444	+	0.000	0.000	Merged-chr18-53417149-9
Merged-chr11-3136753-36	chr11	3136602	3136888	+	0.000	0.000	Merged-chr11-3136753-36
Merged-chr5-64884025-32	chr5	64883559	64884525	+	0.000	0.000	Merged-chr5-64884025-32
Merged-chr9-108597519-47	chr9	108597309	108597775	+	0.000	0.000	Merged-chr9-108597519-47
Merged-chr6-143868417-58	chr6	143868153	143868796	+	0.000	0.000	Merged-chr6-143868417-58
Merged-chr15-100182935-17	chr15	100182740	100183075	+	0.000	0.000	Merged-chr15-100182935-17
Merged-chr8-126687126-29	chr8	126686879	126687361	+	0.000	0.000	Merged-chr8-126687126-29
Merged-chr5-105700330-116	chr5	105700142	105700563	+	0.000	0.000	Merged-chr5-105700330-116
Merged-chr16-90810372-70	chr16	90810141	90810630	+	0.000	0.000	Merged-chr16-90810372-70
Merged-chr5-64905944-90	chr5	64905716	64906249	+	0.000	0.000	Merged-chr5-64905944-90
Merged-chr18-77065454-126	chr18	77064815	77066235	+	0.000	0.000	Merged-chr18-77065454-126
Merged-chr11-4458652-13	chr11	4458416	4458901	+	0.000	0.000	Merged-chr11-4458652-13
Merged-chr8-61436904-17	chr8	61436499	61437219	+	0.000	0.000	Merged-chr8-61436904-17
Merged-chr18-37806676-79	chr18	37806211	37807799	+	0.000	0.000	Merged-chr18-37806676-79
Merged-chr5-134370965-15	chr5	134370497	134371277	+	0.000	0.000	Merged-chr5-134370965-15
Merged-chr10-111385696-32	chr10	111385465	111385955	+	0.000	0.000	Merged-chr10-111385696-32
Merged-chr5-105614954-45	chr5	105614574	105615249	+	0.000	0.000	Merged-chr5-105614954-45
Merged-chr14-14353361-58	chr14	14352320	14354606	+	0.000	0.000	Merged-chr14-14353361-58
Merged-chr4-32288230-40	chr4	32288015	32288654	+	0.000	0.000	Merged-chr4-32288230-40
Merged-chr8-14996187-57	chr8	14995980	14996565	+	0.000	0.000	Merged-chr8-14996187-57
Merged-chr5-105830814-9	chr5	105830651	105830956	+	0.000	0.000	Merged-chr5-105830814-9
Merged-chr4-144891657-2	chr4	144891518	144891799	+	0.000	0.000	Merged-chr4-144891657-2
Merged-chr17-24850341-72	chr17	24850182	24850530	+	0.000	0.000	Merged-chr17-24850341-72
Merged-chr11-61593066-1	chr11	61592968	61593166	+	0.000	0.000	Merged-chr11-61593066-1
Merged-chr9-121392729-1	chr9	121392631	121392829	+	0.000	0.000	Merged-chr9-121392729-1
Merged-chr6-121184381-146	chr6	121184131	121184579	+	0.000	0.000	Merged-chr6-121184381-146
Merged-chr9-114527279-28	chr9	114527054	114527481	+	0.000	0.000	Merged-chr9-114527279-28
Merged-chr17-46711587-54	chr17	46711220	46712160	+	0.000	0.000	Merged-chr17-46711587-54
Merged-chr10-19127789-28	chr10	19127517	19128093	+	0.000	0.000	Merged-chr10-19127789-28
Merged-chr2-164087575-6	chr2	164087414	164087745	+	0.000	0.000	Merged-chr2-164087575-6
Merged-chr2-34965566-1	chr2	34965468	34965666	+	0.000	0.000	Merged-chr2-34965566-1
Merged-chr7-123108481-68	chr7	123108271	123108900	+	0.000	0.000	Merged-chr7-123108481-68
Merged-chr7-105743970-1	chr7	105743872	105744070	+	0.000	0.000	Merged-chr7-105743970-1
Merged-chr1-34801766-1	chr1	34801668	34801866	+	0.000	0.000	Merged-chr1-34801766-1
Merged-chr17-24351923-77	chr17	24351670	24352222	+	0.000	0.000	Merged-chr17-24351923-77
Merged-chr2-26237317-65	chr2	26237079	26237548	+	0.000	0.000	Merged-chr2-26237317-65
Merged-chr19-29418073-8	chr19	29417932	29418217	+	0.000	0.000	Merged-chr19-29418073-8
Merged-chr7-109519201-65	chr7	109518832	109519639	+	0.000	0.000	Merged-chr7-109519201-65
Merged-chr5-105798150-1	chr5	105798052	105798250	+	0.000	0.000	Merged-chr5-105798150-1
Merged-chr7-7136662-51	chr7	7136359	7136999	+	0.000	0.000	Merged-chr7-7136662-51
Merged-chr18-53411654-14	chr18	53411439	53411865	+	0.000	0.000	Merged-chr18-53411654-14
Merged-chr12-88360821-67	chr12	88360554	88361086	+	0.000	0.000	Merged-chr12-88360821-67
Merged-chr5-75660426-1	chr5	75660328	75660526	+	0.000	0.000	Merged-chr5-75660426-1
Merged-chr7-132659827-1	chr7	132659729	132659927	+	0.000	0.000	Merged-chr7-132659827-1
Merged-chr11-33937790-12	chr11	33937593	33937986	+	0.000	0.000	Merged-chr11-33937790-12
Merged-chr1-74817058-54	chr1	74816824	74817243	+	0.000	0.000	Merged-chr1-74817058-54
Merged-chr11-33162343-10	chr11	33162176	33162539	+	0.000	0.000	Merged-chr11-33162343-10
Merged-chr5-105662982-20	chr5	105662771	105663153	+	0.000	0.000	Merged-chr5-105662982-20
Merged-chr5-121834067-1	chr5	121833969	121834167	+	0.000	0.000	Merged-chr5-121834067-1
Merged-chr17-83397749-53	chr17	83397516	83397933	+	0.000	0.000	Merged-chr17-83397749-53
Merged-chr7-73589087-116	chr7	73588533	73589338	+	0.000	0.000	Merged-chr7-73589087-116
Merged-chr7-105744345-53	chr7	105744135	105744636	+	0.000	0.000	Merged-chr7-105744345-53
Merged-chr11-32012025-22	chr11	32011817	32012241	+	0.000	0.000	Merged-chr11-32012025-22
Merged-chr9-48983879-1	chr9	48983781	48983979	+	0.000	0.000	Merged-chr9-48983879-1
Merged-chr10-108407108-16	chr10	108406709	108407392	+	0.000	0.000	Merged-chr10-108407108-16
Merged-chr3-126652647-4	chr3	126652520	126652774	+	0.000	0.000	Merged-chr3-126652647-4
Merged-chr2-27426203-3	chr2	27425960	27426452	+	0.000	0.000	Merged-chr2-27426203-3
Merged-chr11-78163465-1	chr11	78163367	78163565	+	0.000	0.000	Merged-chr11-78163465-1
Merged-chr9-43239108-4	chr9	43239000	43239232	+	0.000	0.000	Merged-chr9-43239108-4
Merged-chr5-105876744-75	chr5	105876260	105877308	+	0.000	0.000	Merged-chr5-105876744-75
Merged-chr1-127306069-79	chr1	127305738	127306328	+	0.000	0.000	Merged-chr1-127306069-79
Merged-chr14-121929425-38	chr14	121929021	121929714	+	0.000	0.000	Merged-chr14-121929425-38
Merged-chr1-39944518-35	chr1	39944306	39944795	+	0.000	0.000	Merged-chr1-39944518-35
Merged-chr12-36157102-164	chr12	36156638	36157564	+	0.000	0.000	Merged-chr12-36157102-164
Merged-chr16-90283105-4	chr16	90282882	90283295	+	0.000	0.000	Merged-chr16-90283105-4
Merged-chr11-3137511-6	chr11	3137276	3137815	+	0.000	0.000	Merged-chr11-3137511-6
