#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr1-173409239-24	chr1	173409082	173409393	+	0.000	0.000	Merged-chr1-173409239-24
Merged-chr5-122285036-4	chr5	122284936	122285138	+	0.000	0.000	Merged-chr5-122285036-4
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr6-134123137-5	chr6	134122955	134123314	+	0.000	0.000	Merged-chr6-134123137-5
Merged-chr13-43774308-28	chr13	43774037	43774520	+	0.000	0.000	Merged-chr13-43774308-28
Merged-chr1-179369599-1	chr1	179369501	179369699	+	0.000	0.000	Merged-chr1-179369599-1
Merged-chr15-6601704-81	chr15	6601053	6602552	+	0.000	0.000	Merged-chr15-6601704-81
Merged-chr2-29666836-9	chr2	29666726	29666948	+	0.000	0.000	Merged-chr2-29666836-9
Merged-chr18-60630804-17	chr18	60630632	60630951	+	0.000	0.000	Merged-chr18-60630804-17
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr2-33178100-27	chr2	33177654	33178549	+	0.000	0.000	Merged-chr2-33178100-27
Merged-chr16-33747689-52	chr16	33747490	33747866	+	0.000	0.000	Merged-chr16-33747689-52
Merged-chr2-144658008-6	chr2	144657725	144658226	+	0.000	0.000	Merged-chr2-144658008-6
Merged-chr5-34466431-61	chr5	34466086	34466695	+	0.000	0.000	Merged-chr5-34466431-61
Merged-chr3-95652439-14	chr3	95652234	95652646	+	0.000	0.000	Merged-chr3-95652439-14
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chr3-138877882-3	chr3	138877702	138878040	+	0.000	0.000	Merged-chr3-138877882-3
Merged-chr19-36522923-59	chr19	36522720	36523199	+	0.000	0.000	Merged-chr19-36522923-59
Merged-chrX-12137054-22	chrX	12136491	12137470	+	0.000	0.000	Merged-chrX-12137054-22
Merged-chr14-30826905-18	chr14	30826749	30827048	+	0.000	0.000	Merged-chr14-30826905-18
Merged-chr19-46037738-21	chr19	46037454	46037940	+	0.000	0.000	Merged-chr19-46037738-21
Merged-chr6-144265830-63	chr6	144265515	144266108	+	0.000	0.000	Merged-chr6-144265830-63
Merged-chr10-77984793-34	chr10	77984503	77985024	+	0.000	0.000	Merged-chr10-77984793-34
Merged-chr5-147050012-11	chr5	147049855	147050202	+	0.000	0.000	Merged-chr5-147050012-11
Merged-chr4-87984710-67	chr4	87984215	87985030	+	0.000	0.000	Merged-chr4-87984710-67
Merged-chr9-121371802-49	chr9	121371473	121372372	+	0.000	0.000	Merged-chr9-121371802-49
Merged-chr7-16332250-11	chr7	16331839	16332492	+	0.000	0.000	Merged-chr7-16332250-11
Merged-chr4-63842396-65	chr4	63841995	63842784	+	0.000	0.000	Merged-chr4-63842396-65
Merged-chr4-148901056-98	chr4	148900631	148901366	+	0.000	0.000	Merged-chr4-148901056-98
Merged-chr18-79080001-30	chr18	79079704	79080424	+	0.000	0.000	Merged-chr18-79080001-30
Merged-chr8-15027363-119	chr8	15027023	15027695	+	0.000	0.000	Merged-chr8-15027363-119
Merged-chr1-69554297-12	chr1	69554106	69554500	+	0.000	0.000	Merged-chr1-69554297-12
Merged-chr17-56289792-1	chr17	56289694	56289892	+	0.000	0.000	Merged-chr17-56289792-1
Merged-chr10-68240046-76	chr10	68239841	68240349	+	0.000	0.000	Merged-chr10-68240046-76
Merged-chr5-142935861-2	chr5	142935728	142935997	+	0.000	0.000	Merged-chr5-142935861-2
Merged-chr10-121294097-50	chr10	121293861	121294433	+	0.000	0.000	Merged-chr10-121294097-50
Merged-chr19-42089340-18	chr19	42089186	42089610	+	0.000	0.000	Merged-chr19-42089340-18
Merged-chr9-53381265-58	chr9	53380747	53381483	+	0.000	0.000	Merged-chr9-53381265-58
Merged-chr13-109238823-1	chr13	109238725	109238923	+	0.000	0.000	Merged-chr13-109238823-1
Merged-chr9-77910963-98	chr9	77910539	77911435	+	0.000	0.000	Merged-chr9-77910963-98
Merged-chr1-61136351-1	chr1	61136253	61136451	+	0.000	0.000	Merged-chr1-61136351-1
Merged-chr17-9002640-32	chr17	9002394	9002889	+	0.000	0.000	Merged-chr17-9002640-32
Merged-chr13-108542500-7	chr13	108542252	108542879	+	0.000	0.000	Merged-chr13-108542500-7
Merged-chr16-24474974-11	chr16	24474850	24475135	+	0.000	0.000	Merged-chr16-24474974-11
Merged-chr12-8827572-4	chr12	8827404	8827713	+	0.000	0.000	Merged-chr12-8827572-4
Merged-chr11-44470413-135	chr11	44470070	44470898	+	0.000	0.000	Merged-chr11-44470413-135
Merged-chr9-21029679-18	chr9	21029484	21029875	+	0.000	0.000	Merged-chr9-21029679-18
Merged-chr1-40059347-36	chr1	40059090	40059653	+	0.000	0.000	Merged-chr1-40059347-36
Merged-chr8-81756964-44	chr8	81756581	81757230	+	0.000	0.000	Merged-chr8-81756964-44
Merged-chr16-24151708-115	chr16	24151274	24151971	+	0.000	0.000	Merged-chr16-24151708-115
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr2-103567177-2	chr2	103567079	103567277	+	0.000	0.000	Merged-chr2-103567177-2
Merged-chr17-47923846-9	chr17	47923464	47924153	+	0.000	0.000	Merged-chr17-47923846-9
Merged-chr8-81562603-6	chr8	81562458	81562760	+	0.000	0.000	Merged-chr8-81562603-6
Merged-chr5-135628870-1	chr5	135628772	135628970	+	0.000	0.000	Merged-chr5-135628870-1
Merged-chr10-67098623-29	chr10	67098452	67098777	+	0.000	0.000	Merged-chr10-67098623-29
Merged-chr11-109356957-22	chr11	109356762	109357176	+	0.000	0.000	Merged-chr11-109356957-22
Merged-chr1-153617501-53	chr1	153617291	153617696	+	0.000	0.000	Merged-chr1-153617501-53
Merged-chr12-3897249-11	chr12	3897072	3897510	+	0.000	0.000	Merged-chr12-3897249-11
Merged-chr2-29678539-41	chr2	29677887	29678926	+	0.000	0.000	Merged-chr2-29678539-41
Merged-chr2-25356445-26	chr2	25356197	25356705	+	0.000	0.000	Merged-chr2-25356445-26
Merged-chr11-98809866-77	chr11	98809602	98810271	+	0.000	0.000	Merged-chr11-98809866-77
Merged-chr12-82171817-7	chr12	82171559	82172002	+	0.000	0.000	Merged-chr12-82171817-7
Merged-chr2-33371227-82	chr2	33370784	33371599	+	0.000	0.000	Merged-chr2-33371227-82
Merged-chr10-42861528-10	chr10	42861277	42861780	+	0.000	0.000	Merged-chr10-42861528-10
Merged-chr6-121226378-36	chr6	121226072	121226746	+	0.000	0.000	Merged-chr6-121226378-36
Merged-chr15-102510806-31	chr15	102510509	102511132	+	0.000	0.000	Merged-chr15-102510806-31
Merged-chr11-77216325-91	chr11	77215574	77216906	+	0.000	0.000	Merged-chr11-77216325-91
Merged-chr15-86022216-4	chr15	86022084	86022353	+	0.000	0.000	Merged-chr15-86022216-4
Merged-chr16-57545857-3	chr16	57545679	57546054	+	0.000	0.000	Merged-chr16-57545857-3
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr16-97535153-8	chr16	97534910	97535336	+	0.000	0.000	Merged-chr16-97535153-8
Merged-chr11-79071709-8	chr11	79071500	79071891	+	0.000	0.000	Merged-chr11-79071709-8
Merged-chr12-103337939-2	chr12	103337759	103338122	+	0.000	0.000	Merged-chr12-103337939-2
Merged-chr10-13438536-33	chr10	13438267	13438836	+	0.000	0.000	Merged-chr10-13438536-33
Merged-chr11-117970419-1	chr11	117970321	117970519	+	0.000	0.000	Merged-chr11-117970419-1
Merged-chr7-118040053-16	chr7	118039826	118040307	+	0.000	0.000	Merged-chr7-118040053-16
Merged-chr8-85515665-21	chr8	85515439	85515874	+	0.000	0.000	Merged-chr8-85515665-21
Merged-chr10-53621711-12	chr10	53621564	53621886	+	0.000	0.000	Merged-chr10-53621711-12
Merged-chr12-76305169-2	chr12	76305051	76305289	+	0.000	0.000	Merged-chr12-76305169-2
Merged-chr3-83863238-36	chr3	83862966	83863604	+	0.000	0.000	Merged-chr3-83863238-36
Merged-chr16-96087154-31	chr16	96086954	96087372	+	0.000	0.000	Merged-chr16-96087154-31
Merged-chr1-179041319-2	chr1	179041178	179041462	+	0.000	0.000	Merged-chr1-179041319-2
Merged-chr19-36554580-101	chr19	36554012	36554924	+	0.000	0.000	Merged-chr19-36554580-101
Merged-chr3-87387698-10	chr3	87387474	87387895	+	0.000	0.000	Merged-chr3-87387698-10
Merged-chr9-101078724-6	chr9	101078544	101078859	+	0.000	0.000	Merged-chr9-101078724-6
Merged-chr15-93595950-115	chr15	93595345	93596428	+	0.000	0.000	Merged-chr15-93595950-115
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr2-170246602-1	chr2	170246504	170246702	+	0.000	0.000	Merged-chr2-170246602-1
Merged-chr8-81861625-26	chr8	81861430	81861921	+	0.000	0.000	Merged-chr8-81861625-26
Merged-chrX-12134249-2	chrX	12134126	12134375	+	0.000	0.000	Merged-chrX-12134249-2
Merged-chr6-124745799-51	chr6	124745495	124746428	+	0.000	0.000	Merged-chr6-124745799-51
Merged-chr8-126601517-21	chr8	126601249	126601730	+	0.000	0.000	Merged-chr8-126601517-21
Merged-chr4-63899190-80	chr4	63898871	63899555	+	0.000	0.000	Merged-chr4-63899190-80
Merged-chr10-59959685-3	chr10	59959525	59959859	+	0.000	0.000	Merged-chr10-59959685-3
Merged-chr3-138867429-26	chr3	138867091	138867701	+	0.000	0.000	Merged-chr3-138867429-26
Merged-chr10-121693287-26	chr10	121693024	121693625	+	0.000	0.000	Merged-chr10-121693287-26
Merged-chr12-82304111-12	chr12	82303935	82304271	+	0.000	0.000	Merged-chr12-82304111-12
Merged-chr4-86887188-3	chr4	86887062	86887325	+	0.000	0.000	Merged-chr4-86887188-3
Merged-chr10-39403598-1	chr10	39403500	39403698	+	0.000	0.000	Merged-chr10-39403598-1
Merged-chr9-66975189-77	chr9	66974833	66975625	+	0.000	0.000	Merged-chr9-66975189-77
Merged-chr10-96588454-52	chr10	96588173	96588801	+	0.000	0.000	Merged-chr10-96588454-52
Merged-chr13-116868457-1	chr13	116868359	116868557	+	0.000	0.000	Merged-chr13-116868457-1
Merged-chr8-104248325-62	chr8	104248104	104248655	+	0.000	0.000	Merged-chr8-104248325-62
Merged-chr5-143528007-72	chr5	143527514	143528427	+	0.000	0.000	Merged-chr5-143528007-72
Merged-chr9-114506532-1	chr9	114506434	114506632	+	0.000	0.000	Merged-chr9-114506532-1
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr5-138622884-50	chr5	138622694	138623134	+	0.000	0.000	Merged-chr5-138622884-50
Merged-chr13-110082626-1	chr13	110082528	110082726	+	0.000	0.000	Merged-chr13-110082626-1
Merged-chr2-156862188-4	chr2	156862011	156862405	+	0.000	0.000	Merged-chr2-156862188-4
Merged-chr2-103658723-12	chr2	103658510	103658872	+	0.000	0.000	Merged-chr2-103658723-12
Merged-chr9-21313543-10	chr9	21313406	21313675	+	0.000	0.000	Merged-chr9-21313543-10
Merged-chr1-189973185-50	chr1	189972944	189973441	+	0.000	0.000	Merged-chr1-189973185-50
Merged-chr15-100685489-2	chr15	100685376	100685605	+	0.000	0.000	Merged-chr15-100685489-2
Merged-chr11-59450244-79	chr11	59449902	59450615	+	0.000	0.000	Merged-chr11-59450244-79
Merged-chr10-20991978-8	chr10	20991800	20992195	+	0.000	0.000	Merged-chr10-20991978-8
Merged-chr5-118050907-19	chr5	118050704	118051071	+	0.000	0.000	Merged-chr5-118050907-19
Merged-chr2-91986276-9	chr2	91986091	91986459	+	0.000	0.000	Merged-chr2-91986276-9
Merged-chr9-77754782-52	chr9	77754448	77755101	+	0.000	0.000	Merged-chr9-77754782-52
Merged-chr2-34944967-27	chr2	34944753	34945192	+	0.000	0.000	Merged-chr2-34944967-27
Merged-chr10-13469041-19	chr10	13468866	13469266	+	0.000	0.000	Merged-chr10-13469041-19
Merged-chr19-42086332-5	chr19	42086145	42086487	+	0.000	0.000	Merged-chr19-42086332-5
Merged-chr7-128411267-1	chr7	128411169	128411367	+	0.000	0.000	Merged-chr7-128411267-1
Merged-chr11-67025090-52	chr11	67024842	67025351	+	0.000	0.000	Merged-chr11-67025090-52
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr2-180273626-55	chr2	180273435	180273905	+	0.000	0.000	Merged-chr2-180273626-55
Merged-chr11-59809767-149	chr11	59809556	59810146	+	0.000	0.000	Merged-chr11-59809767-149
Merged-chr12-112950560-44	chr12	112950261	112950925	+	0.000	0.000	Merged-chr12-112950560-44
Merged-chr1-138590602-27	chr1	138590428	138590770	+	0.000	0.000	Merged-chr1-138590602-27
Merged-chr5-150611909-50	chr5	150611651	150612132	+	0.000	0.000	Merged-chr5-150611909-50
Merged-chr1-192753229-57	chr1	192752683	192753709	+	0.000	0.000	Merged-chr1-192753229-57
Merged-chr13-51969748-1	chr13	51969650	51969848	+	0.000	0.000	Merged-chr13-51969748-1
Merged-chr2-91948356-2	chr2	91948258	91948456	+	0.000	0.000	Merged-chr2-91948356-2
Merged-chr7-73598173-3	chr7	73598057	73598291	+	0.000	0.000	Merged-chr7-73598173-3
Merged-chr2-122467612-78	chr2	122467302	122467939	+	0.000	0.000	Merged-chr2-122467612-78
Merged-chr1-38693164-1	chr1	38693066	38693264	+	0.000	0.000	Merged-chr1-38693164-1
Merged-chr1-40290751-7	chr1	40290580	40290985	+	0.000	0.000	Merged-chr1-40290751-7
Merged-chr9-35438818-15	chr9	35438652	35439024	+	0.000	0.000	Merged-chr9-35438818-15
Merged-chr7-28384283-3	chr7	28384143	28384459	+	0.000	0.000	Merged-chr7-28384283-3
Merged-chr7-123110483-20	chr7	123110246	123110739	+	0.000	0.000	Merged-chr7-123110483-20
Merged-chr9-94998094-9	chr9	94997922	94998265	+	0.000	0.000	Merged-chr9-94998094-9
Merged-chr13-112465935-6	chr13	112465661	112466112	+	0.000	0.000	Merged-chr13-112465935-6
Merged-chr3-138864342-22	chr3	138864096	138864587	+	0.000	0.000	Merged-chr3-138864342-22
Merged-chr18-79064378-58	chr18	79064086	79064613	+	0.000	0.000	Merged-chr18-79064378-58
Merged-chr4-102859663-41	chr4	102859348	102860180	+	0.000	0.000	Merged-chr4-102859663-41
Merged-chr1-138598338-24	chr1	138598115	138598557	+	0.000	0.000	Merged-chr1-138598338-24
Merged-chr12-8771692-58	chr12	8771218	8772272	+	0.000	0.000	Merged-chr12-8771692-58
Merged-chr12-69510951-48	chr12	69510675	69511192	+	0.000	0.000	Merged-chr12-69510951-48
Merged-chr9-44772185-16	chr9	44772030	44772500	+	0.000	0.000	Merged-chr9-44772185-16
Merged-chr11-78183532-53	chr11	78183253	78183791	+	0.000	0.000	Merged-chr11-78183532-53
Merged-chr10-127598722-1	chr10	127598624	127598822	+	0.000	0.000	Merged-chr10-127598722-1
Merged-chr9-5310757-3	chr9	5310557	5310942	+	0.000	0.000	Merged-chr9-5310757-3
Merged-chr11-113182546-1	chr11	113182448	113182646	+	0.000	0.000	Merged-chr11-113182546-1
Merged-chr2-163165560-18	chr2	163165276	163165898	+	0.000	0.000	Merged-chr2-163165560-18
Merged-chr7-114466532-21	chr7	114466274	114466770	+	0.000	0.000	Merged-chr7-114466532-21
Merged-chr6-116338041-63	chr6	116337734	116338266	+	0.000	0.000	Merged-chr6-116338041-63
Merged-chr2-131448367-26	chr2	131448187	131448550	+	0.000	0.000	Merged-chr2-131448367-26
Merged-chr1-136346026-74	chr1	136345664	136346435	+	0.000	0.000	Merged-chr1-136346026-74
Merged-chr10-60189958-4	chr10	60189801	60190100	+	0.000	0.000	Merged-chr10-60189958-4
Merged-chr9-92229541-73	chr9	92229244	92229942	+	0.000	0.000	Merged-chr9-92229541-73
Merged-chr3-84220800-59	chr3	84220445	84221121	+	0.000	0.000	Merged-chr3-84220800-59
Merged-chr15-97664065-61	chr15	97663697	97664356	+	0.000	0.000	Merged-chr15-97664065-61
Merged-chr7-81828174-18	chr7	81827979	81828469	+	0.000	0.000	Merged-chr7-81828174-18
Merged-chr4-116704026-8	chr4	116703834	116704194	+	0.000	0.000	Merged-chr4-116704026-8
Merged-chr9-61859765-62	chr9	61859366	61860214	+	0.000	0.000	Merged-chr9-61859765-62
Merged-chr1-40236250-26	chr1	40235937	40236548	+	0.000	0.000	Merged-chr1-40236250-26
Merged-chr4-99929700-86	chr4	99929383	99929958	+	0.000	0.000	Merged-chr4-99929700-86
Merged-chr2-131423775-8	chr2	131423621	131423932	+	0.000	0.000	Merged-chr2-131423775-8
Merged-chr16-94414336-19	chr16	94414140	94414534	+	0.000	0.000	Merged-chr16-94414336-19
Merged-chr11-79060117-18	chr11	79059936	79060302	+	0.000	0.000	Merged-chr11-79060117-18
Merged-chr16-11456319-66	chr16	11456046	11456710	+	0.000	0.000	Merged-chr16-11456319-66
Merged-chr13-112388467-40	chr13	112388178	112388758	+	0.000	0.000	Merged-chr13-112388467-40
Merged-chr19-18766611-24	chr19	18766424	18766784	+	0.000	0.000	Merged-chr19-18766611-24
Merged-chr3-88775263-42	chr3	88775073	88775484	+	0.000	0.000	Merged-chr3-88775263-42
Merged-chr18-80497018-4	chr18	80496863	80497180	+	0.000	0.000	Merged-chr18-80497018-4
Merged-chr13-43767810-15	chr13	43767545	43768036	+	0.000	0.000	Merged-chr13-43767810-15
Merged-chr13-3892809-8	chr13	3892657	3892934	+	0.000	0.000	Merged-chr13-3892809-8
Merged-chr7-128392069-3	chr7	128391955	128392201	+	0.000	0.000	Merged-chr7-128392069-3
Merged-chr7-143010167-43	chr7	143009828	143010347	+	0.000	0.000	Merged-chr7-143010167-43
Merged-chr2-34977109-71	chr2	34976836	34977485	+	0.000	0.000	Merged-chr2-34977109-71
Merged-chr10-121316401-59	chr10	121315998	121316680	+	0.000	0.000	Merged-chr10-121316401-59
Merged-chr15-100495239-52	chr15	100494941	100495499	+	0.000	0.000	Merged-chr15-100495239-52
Merged-chr17-87636797-74	chr17	87636578	87637217	+	0.000	0.000	Merged-chr17-87636797-74
Merged-chr11-115643465-31	chr11	115643234	115643616	+	0.000	0.000	Merged-chr11-115643465-31
Merged-chr12-85688072-28	chr12	85687810	85688309	+	0.000	0.000	Merged-chr12-85688072-28
Merged-chr2-112714735-54	chr2	112714448	112715061	+	0.000	0.000	Merged-chr2-112714735-54
Merged-chr3-52296970-1	chr3	52296872	52297070	+	0.000	0.000	Merged-chr3-52296970-1
Merged-chr8-123518827-49	chr8	123518606	123519019	+	0.000	0.000	Merged-chr8-123518827-49
Merged-chr15-100599473-8	chr15	100599348	100599598	+	0.000	0.000	Merged-chr15-100599473-8
Merged-chr2-91963655-56	chr2	91963374	91964057	+	0.000	0.000	Merged-chr2-91963655-56
Merged-chr3-37263461-6	chr3	37263255	37263692	+	0.000	0.000	Merged-chr3-37263461-6
Merged-chr8-125734356-90	chr8	125734006	125734601	+	0.000	0.000	Merged-chr8-125734356-90
Merged-chr9-101251656-72	chr9	101251445	101252012	+	0.000	0.000	Merged-chr9-101251656-72
Merged-chr10-39460399-4	chr10	39460225	39460549	+	0.000	0.000	Merged-chr10-39460399-4
Merged-chr1-155218276-34	chr1	155218107	155218487	+	0.000	0.000	Merged-chr1-155218276-34
Merged-chr8-81609244-13	chr8	81609066	81609434	+	0.000	0.000	Merged-chr8-81609244-13
Merged-chr14-45041159-62	chr14	45040844	45041726	+	0.000	0.000	Merged-chr14-45041159-62
Merged-chr1-40263062-16	chr1	40262841	40263415	+	0.000	0.000	Merged-chr1-40263062-16
Merged-chr13-108601444-1	chr13	108601346	108601544	+	0.000	0.000	Merged-chr13-108601444-1
Merged-chr11-5261159-5	chr11	5261032	5261284	+	0.000	0.000	Merged-chr11-5261159-5
Merged-chr8-119380766-18	chr8	119380620	119380945	+	0.000	0.000	Merged-chr8-119380766-18
Merged-chr2-174330012-174	chr2	174329391	174330921	+	0.000	0.000	Merged-chr2-174330012-174
Merged-chr16-11327633-1	chr16	11327535	11327733	+	0.000	0.000	Merged-chr16-11327633-1
Merged-chr3-101929538-16	chr3	101929341	101929799	+	0.000	0.000	Merged-chr3-101929538-16
Merged-chr2-29662052-49	chr2	29661791	29662309	+	0.000	0.000	Merged-chr2-29662052-49
Merged-chr2-32961770-56	chr2	32961500	32961992	+	0.000	0.000	Merged-chr2-32961770-56
Merged-chr15-6586508-38	chr15	6586161	6586743	+	0.000	0.000	Merged-chr15-6586508-38
Merged-chr19-57083093-37	chr19	57082698	57083292	+	0.000	0.000	Merged-chr19-57083093-37
Merged-chr1-138558537-3	chr1	138558410	138558674	+	0.000	0.000	Merged-chr1-138558537-3
Merged-chr16-94303117-33	chr16	94302885	94303426	+	0.000	0.000	Merged-chr16-94303117-33
Merged-chr1-69738342-1	chr1	69738244	69738442	+	0.000	0.000	Merged-chr1-69738342-1
Merged-chr12-108613293-25	chr12	108613114	108613480	+	0.000	0.000	Merged-chr12-108613293-25
Merged-chr12-78219327-13	chr12	78219106	78219538	+	0.000	0.000	Merged-chr12-78219327-13
Merged-chr6-134252285-32	chr6	134251874	134252524	+	0.000	0.000	Merged-chr6-134252285-32
Merged-chr13-109776276-46	chr13	109776092	109776483	+	0.000	0.000	Merged-chr13-109776276-46
Merged-chr14-121456834-2	chr14	121456727	121456943	+	0.000	0.000	Merged-chr14-121456834-2
Merged-chr13-112426715-38	chr13	112426422	112426935	+	0.000	0.000	Merged-chr13-112426715-38
Merged-chr7-25107253-25	chr7	25106960	25107505	+	0.000	0.000	Merged-chr7-25107253-25
Merged-chr10-94919760-32	chr10	94919491	94920187	+	0.000	0.000	Merged-chr10-94919760-32
Merged-chr3-116808199-73	chr3	116807932	116808517	+	0.000	0.000	Merged-chr3-116808199-73
Merged-chr2-117328790-53	chr2	117328569	117329008	+	0.000	0.000	Merged-chr2-117328790-53
Merged-chr19-57114233-4	chr19	57114084	57114375	+	0.000	0.000	Merged-chr19-57114233-4
Merged-chr5-64819652-30	chr5	64819484	64819892	+	0.000	0.000	Merged-chr5-64819652-30
Merged-chr5-32729009-49	chr5	32728796	32729290	+	0.000	0.000	Merged-chr5-32729009-49
Merged-chr10-99204774-47	chr10	99204446	99205077	+	0.000	0.000	Merged-chr10-99204774-47
Merged-chr9-72089337-6	chr9	72089203	72089508	+	0.000	0.000	Merged-chr9-72089337-6
Merged-chr14-69804239-29	chr14	69804003	69804478	+	0.000	0.000	Merged-chr14-69804239-29
Merged-chr17-5893346-8	chr17	5893112	5893599	+	0.000	0.000	Merged-chr17-5893346-8
Merged-chr5-28318116-9	chr5	28317949	28318295	+	0.000	0.000	Merged-chr5-28318116-9
Merged-chr7-80166871-28	chr7	80166600	80167174	+	0.000	0.000	Merged-chr7-80166871-28
Merged-chr7-125551601-1	chr7	125551503	125551701	+	0.000	0.000	Merged-chr7-125551601-1
Merged-chr17-84188564-1	chr17	84188466	84188664	+	0.000	0.000	Merged-chr17-84188564-1
Merged-chr16-95983924-16	chr16	95983695	95984248	+	0.000	0.000	Merged-chr16-95983924-16
Merged-chr4-149307767-70	chr4	149307438	149308037	+	0.000	0.000	Merged-chr4-149307767-70
Merged-chr3-131157168-10	chr3	131156989	131157365	+	0.000	0.000	Merged-chr3-131157168-10
Merged-chr12-113217877-58	chr12	113217600	113218154	+	0.000	0.000	Merged-chr12-113217877-58
Merged-chr2-103635845-3	chr2	103635700	103636012	+	0.000	0.000	Merged-chr2-103635845-3
Merged-chr16-17276702-76	chr16	17276455	17276994	+	0.000	0.000	Merged-chr16-17276702-76
Merged-chr11-21149709-19	chr11	21149568	21149911	+	0.000	0.000	Merged-chr11-21149709-19
Merged-chr14-57713043-44	chr14	57712848	57713257	+	0.000	0.000	Merged-chr14-57713043-44
Merged-chr5-107261170-24	chr5	107260687	107261754	+	0.000	0.000	Merged-chr5-107261170-24
