#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed
Merged-chr19-5364336-4	chr19	5364132	5364494	+	0.000	0.000	Merged-chr19-5364336-4
Merged-chr1-151644358-13	chr1	151644178	151644508	+	0.000	0.000	Merged-chr1-151644358-13
Merged-chr5-8996968-123	chr5	8996640	8997446	+	0.000	0.000	Merged-chr5-8996968-123
Merged-chr4-11914721-47	chr4	11914486	11914938	+	0.000	0.000	Merged-chr4-11914721-47
Merged-chr16-8830247-150	chr16	8829596	8830556	+	0.000	0.000	Merged-chr16-8830247-150
Merged-chr1-161788012-2	chr1	161787914	161788112	+	0.000	0.000	Merged-chr1-161788012-2
Merged-chr13-6191919-25	chr13	6191542	6192301	+	0.000	0.000	Merged-chr13-6191919-25
Merged-chr10-118121968-28	chr10	118121418	118122221	+	0.000	0.000	Merged-chr10-118121968-28
Merged-chr10-81544693-1	chr10	81544595	81544793	+	0.000	0.000	Merged-chr10-81544693-1
Merged-chr5-140201458-20	chr5	140201216	140201661	+	0.000	0.000	Merged-chr5-140201458-20
Merged-chr1-133053249-27	chr1	133053059	133053520	+	0.000	0.000	Merged-chr1-133053249-27
Merged-chr1-43501314-13	chr1	43501148	43501499	+	0.000	0.000	Merged-chr1-43501314-13
Merged-chr8-105851882-54	chr8	105851729	105852114	+	0.000	0.000	Merged-chr8-105851882-54
Merged-chrX-142228241-107	chrX	142227917	142228484	+	0.000	0.000	Merged-chrX-142228241-107
Merged-chr10-89443691-130	chr10	89443338	89444084	+	0.000	0.000	Merged-chr10-89443691-130
Merged-chr10-118477518-33	chr10	118477289	118477792	+	0.000	0.000	Merged-chr10-118477518-33
Merged-chr1-20825313-33	chr1	20825032	20825560	+	0.000	0.000	Merged-chr1-20825313-33
Merged-chr7-80298886-1	chr7	80298788	80298986	+	0.000	0.000	Merged-chr7-80298886-1
Merged-chr2-164938958-38	chr2	164938746	164939186	+	0.000	0.000	Merged-chr2-164938958-38
Merged-chr1-151610805-3	chr1	151610700	151610914	+	0.000	0.000	Merged-chr1-151610805-3
Merged-chr1-36462061-10	chr1	36461814	36462259	+	0.000	0.000	Merged-chr1-36462061-10
Merged-chr7-48876673-3	chr7	48876494	48876870	+	0.000	0.000	Merged-chr7-48876673-3
Merged-chr11-100770914-54	chr11	100770745	100771131	+	0.000	0.000	Merged-chr11-100770914-54
Merged-chr15-93228655-4	chr15	93228520	93228793	+	0.000	0.000	Merged-chr15-93228655-4
Merged-chr3-108721392-4	chr3	108721208	108721568	+	0.000	0.000	Merged-chr3-108721392-4
Merged-chr5-122143797-29	chr5	122143657	122143945	+	0.000	0.000	Merged-chr5-122143797-29
Merged-chr9-80305568-4	chr9	80305422	80305708	+	0.000	0.000	Merged-chr9-80305568-4
Merged-chr12-73739617-1	chr12	73739519	73739717	+	0.000	0.000	Merged-chr12-73739617-1
Merged-chr10-82763405-3	chr10	82763276	82763540	+	0.000	0.000	Merged-chr10-82763405-3
Merged-chr17-24162664-1	chr17	24162566	24162764	+	0.000	0.000	Merged-chr17-24162664-1
Merged-chr14-30716685-1	chr14	30716587	30716785	+	0.000	0.000	Merged-chr14-30716685-1
Merged-chr15-93335879-2	chr15	93335751	93336009	+	0.000	0.000	Merged-chr15-93335879-2
Merged-chr7-110123911-2	chr7	110123796	110124029	+	0.000	0.000	Merged-chr7-110123911-2
Merged-chr5-107695217-15	chr5	107695029	107695420	+	0.000	0.000	Merged-chr5-107695217-15
Merged-chr1-119836447-5	chr1	119836203	119836664	+	0.000	0.000	Merged-chr1-119836447-5
Merged-chr2-35690128-14	chr2	35689883	35690358	+	0.000	0.000	Merged-chr2-35690128-14
Merged-chr6-8642330-1	chr6	8642232	8642430	+	0.000	0.000	Merged-chr6-8642330-1
Merged-chr1-97576212-8	chr1	97576065	97576361	+	0.000	0.000	Merged-chr1-97576212-8
Merged-chr11-3557717-6	chr11	3557423	3557964	+	0.000	0.000	Merged-chr11-3557717-6
Merged-chr11-62815685-10	chr11	62815526	62815832	+	0.000	0.000	Merged-chr11-62815685-10
Merged-chr8-72762020-68	chr8	72761643	72762247	+	0.000	0.000	Merged-chr8-72762020-68
Merged-chr13-113618301-85	chr13	113618061	113618635	+	0.000	0.000	Merged-chr13-113618301-85
Merged-chr2-5003396-19	chr2	5003054	5003643	+	0.000	0.000	Merged-chr2-5003396-19
Merged-chr14-78734637-1	chr14	78734539	78734737	+	0.000	0.000	Merged-chr14-78734637-1
Merged-chr9-114794637-24	chr9	114794356	114794937	+	0.000	0.000	Merged-chr9-114794637-24
Merged-chr1-157412445-85	chr1	157411957	157412951	+	0.000	0.000	Merged-chr1-157412445-85
Merged-chr10-118173079-8	chr10	118172938	118173230	+	0.000	0.000	Merged-chr10-118173079-8
Merged-chr4-59009649-73	chr4	59009102	59010228	+	0.000	0.000	Merged-chr4-59009649-73
Merged-chr14-73161765-18	chr14	73161596	73162029	+	0.000	0.000	Merged-chr14-73161765-18
Merged-chr2-60828859-27	chr2	60828475	60829215	+	0.000	0.000	Merged-chr2-60828859-27
Merged-chr11-75193869-40	chr11	75193412	75194287	+	0.000	0.000	Merged-chr11-75193869-40
Merged-chr18-70632317-35	chr18	70632042	70632683	+	0.000	0.000	Merged-chr18-70632317-35
Merged-chr7-63936463-24	chr7	63936262	63936647	+	0.000	0.000	Merged-chr7-63936463-24
Merged-chr6-97318115-40	chr6	97317886	97318343	+	0.000	0.000	Merged-chr6-97318115-40
Merged-chr18-56336426-19	chr18	56336245	56336590	+	0.000	0.000	Merged-chr18-56336426-19
Merged-chr13-113616342-3	chr13	113616119	113616521	+	0.000	0.000	Merged-chr13-113616342-3
Merged-chr12-16384404-18	chr12	16384035	16384680	+	0.000	0.000	Merged-chr12-16384404-18
Merged-chr11-98022652-17	chr11	98022214	98022904	+	0.000	0.000	Merged-chr11-98022652-17
Merged-chr15-78512379-1	chr15	78512281	78512479	+	0.000	0.000	Merged-chr15-78512379-1
Merged-chr10-54065357-8	chr10	54065028	54065611	+	0.000	0.000	Merged-chr10-54065357-8
Merged-chr7-80405567-2	chr7	80405468	80405669	+	0.000	0.000	Merged-chr7-80405567-2
Merged-chr13-41471691-6	chr13	41471553	41471855	+	0.000	0.000	Merged-chr13-41471691-6
Merged-chr2-158719347-62	chr2	158719085	158719584	+	0.000	0.000	Merged-chr2-158719347-62
Merged-chr10-7673819-19	chr10	7673576	7674065	+	0.000	0.000	Merged-chr10-7673819-19
Merged-chr15-96709889-88	chr15	96709625	96710184	+	0.000	0.000	Merged-chr15-96709889-88
Merged-chr6-97526268-25	chr6	97526038	97526463	+	0.000	0.000	Merged-chr6-97526268-25
Merged-chr6-54092801-44	chr6	54092209	54093292	+	0.000	0.000	Merged-chr6-54092801-44
Merged-chr6-97316039-1	chr6	97315941	97316139	+	0.000	0.000	Merged-chr6-97316039-1
Merged-chr6-125349786-48	chr6	125349411	125350145	+	0.000	0.000	Merged-chr6-125349786-48
Merged-chr18-56429262-2	chr18	56429161	56429365	+	0.000	0.000	Merged-chr18-56429262-2
Merged-chr8-35321635-19	chr8	35321465	35321851	+	0.000	0.000	Merged-chr8-35321635-19
Merged-chr13-12316941-5	chr13	12316822	12317095	+	0.000	0.000	Merged-chr13-12316941-5
Merged-chr11-107394036-56	chr11	107393678	107394316	+	0.000	0.000	Merged-chr11-107394036-56
Merged-chr1-119795246-28	chr1	119794689	119795630	+	0.000	0.000	Merged-chr1-119795246-28
Merged-chr1-33454547-11	chr1	33454297	33454736	+	0.000	0.000	Merged-chr1-33454547-11
Merged-chr19-5195763-1	chr19	5195665	5195863	+	0.000	0.000	Merged-chr19-5195763-1
Merged-chr2-127135418-6	chr2	127135235	127135600	+	0.000	0.000	Merged-chr2-127135418-6
Merged-chr6-48718578-53	chr6	48718327	48718965	+	0.000	0.000	Merged-chr6-48718578-53
Merged-chr15-31238865-8	chr15	31238686	31239031	+	0.000	0.000	Merged-chr15-31238865-8
Merged-chr13-13729900-19	chr13	13729662	13730114	+	0.000	0.000	Merged-chr13-13729900-19
Merged-chr12-69402921-11	chr12	69402744	69403105	+	0.000	0.000	Merged-chr12-69402921-11
Merged-chr6-48723812-13	chr6	48723663	48723969	+	0.000	0.000	Merged-chr6-48723812-13
Merged-chr5-122143383-9	chr5	122143230	122143525	+	0.000	0.000	Merged-chr5-122143383-9
Merged-chr16-36675035-47	chr16	36674709	36675596	+	0.000	0.000	Merged-chr16-36675035-47
Merged-chr17-26885199-21	chr17	26884980	26885405	+	0.000	0.000	Merged-chr17-26885199-21
Merged-chr18-89200747-8	chr18	89200593	89200928	+	0.000	0.000	Merged-chr18-89200747-8
Merged-chr4-9669090-69	chr4	9668880	9669463	+	0.000	0.000	Merged-chr4-9669090-69
Merged-chr7-38104347-30	chr7	38104090	38104537	+	0.000	0.000	Merged-chr7-38104347-30
Merged-chr5-107078961-3	chr5	107078863	107079061	+	0.000	0.000	Merged-chr5-107078961-3
Merged-chr18-70628547-9	chr18	70628267	70628763	+	0.000	0.000	Merged-chr18-70628547-9
Merged-chr18-55816257-12	chr18	55815796	55816622	+	0.000	0.000	Merged-chr18-55816257-12
Merged-chr6-129622593-5	chr6	129622456	129622723	+	0.000	0.000	Merged-chr6-129622593-5
Merged-chr1-43361754-62	chr1	43361245	43362329	+	0.000	0.000	Merged-chr1-43361754-62
Merged-chr17-44188735-54	chr17	44188161	44189231	+	0.000	0.000	Merged-chr17-44188735-54
Merged-chr7-66116161-49	chr7	66115937	66116556	+	0.000	0.000	Merged-chr7-66116161-49
Merged-chr17-35736437-4	chr17	35736270	35736632	+	0.000	0.000	Merged-chr17-35736437-4
Merged-chr1-135726101-26	chr1	135725732	135726335	+	0.000	0.000	Merged-chr1-135726101-26
Merged-chr5-23719169-48	chr5	23718955	23719423	+	0.000	0.000	Merged-chr5-23719169-48
Merged-chr6-54229087-24	chr6	54228837	54229391	+	0.000	0.000	Merged-chr6-54229087-24
Merged-chr2-60801371-19	chr2	60801127	60801606	+	0.000	0.000	Merged-chr2-60801371-19
Merged-chr15-83474258-63	chr15	83474010	83474549	+	0.000	0.000	Merged-chr15-83474258-63
Merged-chr1-85957579-22	chr1	85957304	85957815	+	0.000	0.000	Merged-chr1-85957579-22
Merged-chr2-158724013-3	chr2	158723900	158724127	+	0.000	0.000	Merged-chr2-158724013-3
Merged-chr11-68499042-49	chr11	68498483	68499489	+	0.000	0.000	Merged-chr11-68499042-49
Merged-chr13-93764810-22	chr13	93764573	93765005	+	0.000	0.000	Merged-chr13-93764810-22
Merged-chr2-25159232-8	chr2	25159030	25159428	+	0.000	0.000	Merged-chr2-25159232-8
Merged-chr10-110774024-14	chr10	110773820	110774253	+	0.000	0.000	Merged-chr10-110774024-14
Merged-chr10-54073404-1	chr10	54073306	54073504	+	0.000	0.000	Merged-chr10-54073404-1
Merged-chr16-78561756-2	chr16	78561639	78561876	+	0.000	0.000	Merged-chr16-78561756-2
Merged-chr17-29280648-43	chr17	29280430	29280859	+	0.000	0.000	Merged-chr17-29280648-43
Merged-chr12-73587416-3	chr12	73587289	73587568	+	0.000	0.000	Merged-chr12-73587416-3
Merged-chr6-66897321-4	chr6	66897176	66897469	+	0.000	0.000	Merged-chr6-66897321-4
Merged-chr5-8652196-6	chr5	8651987	8652421	+	0.000	0.000	Merged-chr5-8652196-6
Merged-chrX-93617420-5	chrX	93617219	93617566	+	0.000	0.000	Merged-chrX-93617420-5
Merged-chr10-17920210-30	chr10	17919965	17920412	+	0.000	0.000	Merged-chr10-17920210-30
Merged-chr15-99065640-20	chr15	99065316	99065906	+	0.000	0.000	Merged-chr15-99065640-20
Merged-chr7-75879719-34	chr7	75879518	75880026	+	0.000	0.000	Merged-chr7-75879719-34
Merged-chr7-75915701-33	chr7	75915458	75915900	+	0.000	0.000	Merged-chr7-75915701-33
Merged-chr13-113582717-5	chr13	113582585	113582870	+	0.000	0.000	Merged-chr13-113582717-5
Merged-chr6-66944781-58	chr6	66944258	66945210	+	0.000	0.000	Merged-chr6-66944781-58
Merged-chr4-133629402-12	chr4	133629150	133629560	+	0.000	0.000	Merged-chr4-133629402-12
Merged-chr5-107723521-7	chr5	107723352	107723720	+	0.000	0.000	Merged-chr5-107723521-7
Merged-chr17-73942513-48	chr17	73942270	73942861	+	0.000	0.000	Merged-chr17-73942513-48
Merged-chr11-46474391-31	chr11	46474129	46474601	+	0.000	0.000	Merged-chr11-46474391-31
Merged-chr18-56473087-2	chr18	56472989	56473187	+	0.000	0.000	Merged-chr18-56473087-2
Merged-chr18-70817434-11	chr18	70817135	70817713	+	0.000	0.000	Merged-chr18-70817434-11
Merged-chr12-99329222-52	chr12	99328545	99329555	+	0.000	0.000	Merged-chr12-99329222-52
Merged-chr3-107760330-76	chr3	107760073	107760611	+	0.000	0.000	Merged-chr3-107760330-76
Merged-chr16-95682592-12	chr16	95682182	95682898	+	0.000	0.000	Merged-chr16-95682592-12
Merged-chr12-16374768-8	chr12	16374599	16374987	+	0.000	0.000	Merged-chr12-16374768-8
Merged-chr9-124068612-53	chr9	124068167	124068862	+	0.000	0.000	Merged-chr9-124068612-53
Merged-chr6-116003758-12	chr6	116003578	116004022	+	0.000	0.000	Merged-chr6-116003758-12
Merged-chr7-89102534-1	chr7	89102436	89102634	+	0.000	0.000	Merged-chr7-89102534-1
Merged-chr9-124133212-12	chr9	124133044	124133387	+	0.000	0.000	Merged-chr9-124133212-12
Merged-chr7-75823179-1	chr7	75823081	75823279	+	0.000	0.000	Merged-chr7-75823179-1
Merged-chr4-43443659-1	chr4	43443561	43443759	+	0.000	0.000	Merged-chr4-43443659-1
Merged-chr6-122292043-61	chr6	122291726	122292558	+	0.000	0.000	Merged-chr6-122292043-61
Merged-chr14-122993103-10	chr14	122992928	122993299	+	0.000	0.000	Merged-chr14-122993103-10
Merged-chr6-54168569-7	chr6	54168435	54168738	+	0.000	0.000	Merged-chr6-54168569-7
Merged-chr18-37813954-31	chr18	37813725	37814347	+	0.000	0.000	Merged-chr18-37813954-31
Merged-chr10-118141818-53	chr10	118141568	118142025	+	0.000	0.000	Merged-chr10-118141818-53
Merged-chr10-77259226-56	chr10	77258981	77259432	+	0.000	0.000	Merged-chr10-77259226-56
Merged-chr13-33004532-79	chr13	33004136	33004885	+	0.000	0.000	Merged-chr13-33004532-79
Merged-chr1-136538390-12	chr1	136538157	136538644	+	0.000	0.000	Merged-chr1-136538390-12
Merged-chr5-120673784-14	chr5	120673618	120674004	+	0.000	0.000	Merged-chr5-120673784-14
Merged-chr17-26414868-28	chr17	26414641	26415158	+	0.000	0.000	Merged-chr17-26414868-28
Merged-chr10-77273499-67	chr10	77273158	77273978	+	0.000	0.000	Merged-chr10-77273499-67
Merged-chr7-66262460-3	chr7	66262344	66262583	+	0.000	0.000	Merged-chr7-66262460-3
Merged-chr15-93337017-131	chr15	93336761	93337540	+	0.000	0.000	Merged-chr15-93337017-131
Merged-chr8-85700310-4	chr8	85700212	85700410	+	0.000	0.000	Merged-chr8-85700310-4
Merged-chr4-129365384-41	chr4	129364996	129365630	+	0.000	0.000	Merged-chr4-129365384-41
Merged-chr2-154569304-2	chr2	154569200	154569410	+	0.000	0.000	Merged-chr2-154569304-2
Merged-chr13-41358434-8	chr13	41358288	41358570	+	0.000	0.000	Merged-chr13-41358434-8
Merged-chr19-18715934-3	chr19	18715796	18716061	+	0.000	0.000	Merged-chr19-18715934-3
Merged-chr10-83032755-16	chr10	83032558	83032964	+	0.000	0.000	Merged-chr10-83032755-16
Merged-chr7-64037942-29	chr7	64037724	64038128	+	0.000	0.000	Merged-chr7-64037942-29
Merged-chr1-161704909-65	chr1	161704578	161705237	+	0.000	0.000	Merged-chr1-161704909-65
Merged-chr16-95779161-62	chr16	95778827	95779614	+	0.000	0.000	Merged-chr16-95779161-62
Merged-chr13-6192977-15	chr13	6192479	6193412	+	0.000	0.000	Merged-chr13-6192977-15
Merged-chr7-45080065-8	chr7	45079936	45080194	+	0.000	0.000	Merged-chr7-45080065-8
Merged-chr6-54923134-7	chr6	54923011	54923264	+	0.000	0.000	Merged-chr6-54923134-7
Merged-chr6-54078374-21	chr6	54078143	54078584	+	0.000	0.000	Merged-chr6-54078374-21
Merged-chr5-63943362-36	chr5	63943132	63943660	+	0.000	0.000	Merged-chr5-63943362-36
Merged-chr7-48908990-95	chr7	48908710	48909315	+	0.000	0.000	Merged-chr7-48908990-95
Merged-chr5-122145635-51	chr5	122145338	122145933	+	0.000	0.000	Merged-chr5-122145635-51
Merged-chr1-161671075-50	chr1	161670823	161671378	+	0.000	0.000	Merged-chr1-161671075-50
Merged-chr1-171778353-20	chr1	171777949	171778618	+	0.000	0.000	Merged-chr1-171778353-20
Merged-chr12-16588738-7	chr12	16588600	16588918	+	0.000	0.000	Merged-chr12-16588738-7
Merged-chr7-128119873-66	chr7	128119365	128120305	+	0.000	0.000	Merged-chr7-128119873-66
Merged-chr8-105825697-6	chr8	105825578	105825816	+	0.000	0.000	Merged-chr8-105825697-6
Merged-chr12-16533665-29	chr12	16533148	16534073	+	0.000	0.000	Merged-chr12-16533665-29
Merged-chr7-80313815-9	chr7	80313591	80314050	+	0.000	0.000	Merged-chr7-80313815-9
Merged-chr10-117919673-15	chr10	117919340	117919893	+	0.000	0.000	Merged-chr10-117919673-15
Merged-chr6-54127507-32	chr6	54127303	54127763	+	0.000	0.000	Merged-chr6-54127507-32
Merged-chr14-123015903-11	chr14	123015711	123016098	+	0.000	0.000	Merged-chr14-123015903-11
