#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr1-181867042-1	chr1	181866944	181867142	+	0.000	0.000	Merged-chr1-181867042-1
Merged-chr15-37461428-38	chr15	37461125	37461874	+	0.000	0.000	Merged-chr15-37461428-38
Merged-chr2-128381991-22	chr2	128381804	128382243	+	0.000	0.000	Merged-chr2-128381991-22
Merged-chr1-182224037-19	chr1	182223837	182224229	+	0.000	0.000	Merged-chr1-182224037-19
Merged-chr19-55921677-2	chr19	55921568	55921788	+	0.000	0.000	Merged-chr19-55921677-2
Merged-chr7-99980241-66	chr7	99980012	99980796	+	0.000	0.000	Merged-chr7-99980241-66
Merged-chr9-111046426-26	chr9	111046102	111046850	+	0.000	0.000	Merged-chr9-111046426-26
Merged-chr9-122227564-6	chr9	122227404	122227748	+	0.000	0.000	Merged-chr9-122227564-6
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr6-8649574-3	chr6	8649473	8649677	+	0.000	0.000	Merged-chr6-8649574-3
Merged-chr11-97129027-2	chr11	97128876	97129180	+	0.000	0.000	Merged-chr11-97129027-2
Merged-chr4-155493552-1	chr4	155493454	155493652	+	0.000	0.000	Merged-chr4-155493552-1
Merged-chr2-129174665-20	chr2	129174495	129174866	+	0.000	0.000	Merged-chr2-129174665-20
Merged-chr3-89245103-10	chr3	89244812	89245447	+	0.000	0.000	Merged-chr3-89245103-10
Merged-chr11-67522836-19	chr11	67522623	67523063	+	0.000	0.000	Merged-chr11-67522836-19
Merged-chr11-76806190-4	chr11	76805989	76806378	+	0.000	0.000	Merged-chr11-76806190-4
Merged-chr13-95987347-15	chr13	95987191	95987511	+	0.000	0.000	Merged-chr13-95987347-15
Merged-chr17-87345390-1	chr17	87345292	87345490	+	0.000	0.000	Merged-chr17-87345390-1
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr7-81177684-2	chr7	81177530	81177841	+	0.000	0.000	Merged-chr7-81177684-2
Merged-chr8-86871001-39	chr8	86870750	86871251	+	0.000	0.000	Merged-chr8-86871001-39
Merged-chr8-71562914-20	chr8	71562749	71563149	+	0.000	0.000	Merged-chr8-71562914-20
Merged-chr4-132757307-47	chr4	132756985	132757756	+	0.000	0.000	Merged-chr4-132757307-47
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr19-18619600-102	chr19	18619093	18620006	+	0.000	0.000	Merged-chr19-18619600-102
Merged-chr1-176832832-4	chr1	176832669	176832970	+	0.000	0.000	Merged-chr1-176832832-4
Merged-chr18-73541986-66	chr18	73541746	73542165	+	0.000	0.000	Merged-chr18-73541986-66
Merged-chr6-8777648-1	chr6	8777550	8777748	+	0.000	0.000	Merged-chr6-8777648-1
Merged-chr6-50560959-32	chr6	50560724	50561205	+	0.000	0.000	Merged-chr6-50560959-32
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr11-67588977-22	chr11	67588700	67589233	+	0.000	0.000	Merged-chr11-67588977-22
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr8-64871934-64	chr8	64871567	64872277	+	0.000	0.000	Merged-chr8-64871934-64
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chrX-142390469-92	chrX	142390165	142390914	+	0.000	0.000	Merged-chrX-142390469-92
Merged-chr6-67425044-5	chr6	67424920	67425163	+	0.000	0.000	Merged-chr6-67425044-5
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr4-11769375-29	chr4	11769093	11769645	+	0.000	0.000	Merged-chr4-11769375-29
Merged-chr12-24632275-3	chr12	24632143	24632438	+	0.000	0.000	Merged-chr12-24632275-3
Merged-chr3-84155693-55	chr3	84155493	84156010	+	0.000	0.000	Merged-chr3-84155693-55
Merged-chr13-115099527-3	chr13	115099405	115099657	+	0.000	0.000	Merged-chr13-115099527-3
Merged-chr5-112299660-1	chr5	112299562	112299760	+	0.000	0.000	Merged-chr5-112299660-1
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr7-140982058-21	chr7	140981816	140982361	+	0.000	0.000	Merged-chr7-140982058-21
Merged-chr6-137558133-151	chr6	137556792	137559510	+	0.000	0.000	Merged-chr6-137558133-151
Merged-chr15-12034488-11	chr15	12034361	12034617	+	0.000	0.000	Merged-chr15-12034488-11
Merged-chr10-120202962-1	chr10	120202864	120203062	+	0.000	0.000	Merged-chr10-120202962-1
Merged-chr11-70540175-47	chr11	70539939	70540450	+	0.000	0.000	Merged-chr11-70540175-47
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr3-96270061-1	chr3	96269963	96270161	+	0.000	0.000	Merged-chr3-96270061-1
Merged-chr1-166409730-81	chr1	166409449	166410026	+	0.000	0.000	Merged-chr1-166409730-81
Merged-chr11-109495099-18	chr11	109494845	109495318	+	0.000	0.000	Merged-chr11-109495099-18
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr3-142550449-49	chr3	142550256	142550714	+	0.000	0.000	Merged-chr3-142550449-49
Merged-chr3-136697993-45	chr3	136697699	136698209	+	0.000	0.000	Merged-chr3-136697993-45
Merged-chr14-121315767-6	chr14	121315587	121315895	+	0.000	0.000	Merged-chr14-121315767-6
Merged-chr3-84680282-50	chr3	84679988	84680616	+	0.000	0.000	Merged-chr3-84680282-50
Merged-chr19-11052987-57	chr19	11052659	11053265	+	0.000	0.000	Merged-chr19-11052987-57
Merged-chr14-121345189-15	chr14	121345020	121345401	+	0.000	0.000	Merged-chr14-121345189-15
Merged-chr8-46654782-26	chr8	46654594	46654988	+	0.000	0.000	Merged-chr8-46654782-26
Merged-chr4-8906961-41	chr4	8906683	8907248	+	0.000	0.000	Merged-chr4-8906961-41
Merged-chr2-27740391-16	chr2	27739948	27740620	+	0.000	0.000	Merged-chr2-27740391-16
Merged-chr3-89961609-14	chr3	89961325	89961858	+	0.000	0.000	Merged-chr3-89961609-14
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr2-79192161-5	chr2	79192003	79192305	+	0.000	0.000	Merged-chr2-79192161-5
Merged-chr17-31873313-29	chr17	31873101	31873537	+	0.000	0.000	Merged-chr17-31873313-29
Merged-chr1-191421132-37	chr1	191420841	191421519	+	0.000	0.000	Merged-chr1-191421132-37
Merged-chr13-115098500-57	chr13	115097913	115098982	+	0.000	0.000	Merged-chr13-115098500-57
Merged-chr2-125252385-46	chr2	125251999	125252814	+	0.000	0.000	Merged-chr2-125252385-46
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr14-121330198-13	chr14	121330054	121330371	+	0.000	0.000	Merged-chr14-121330198-13
Merged-chr16-44321913-9	chr16	44321744	44322047	+	0.000	0.000	Merged-chr16-44321913-9
Merged-chr2-66120274-20	chr2	66120123	66120446	+	0.000	0.000	Merged-chr2-66120274-20
Merged-chr16-49804249-6	chr16	49804108	49804409	+	0.000	0.000	Merged-chr16-49804249-6
Merged-chr5-37241961-6	chr5	37241773	37242141	+	0.000	0.000	Merged-chr5-37241961-6
Merged-chr10-120183053-23	chr10	120182897	120183298	+	0.000	0.000	Merged-chr10-120183053-23
Merged-chr2-105448364-1	chr2	105448266	105448464	+	0.000	0.000	Merged-chr2-105448364-1
Merged-chr2-156878033-50	chr2	156877780	156878222	+	0.000	0.000	Merged-chr2-156878033-50
Merged-chr12-100636391-39	chr12	100636167	100636662	+	0.000	0.000	Merged-chr12-100636391-39
Merged-chr8-64805470-51	chr8	64805109	64805823	+	0.000	0.000	Merged-chr8-64805470-51
Merged-chr14-121409086-22	chr14	121408922	121409265	+	0.000	0.000	Merged-chr14-121409086-22
Merged-chr6-35462751-23	chr6	35462511	35462994	+	0.000	0.000	Merged-chr6-35462751-23
Merged-chr1-134060082-41	chr1	134059894	134060343	+	0.000	0.000	Merged-chr1-134060082-41
Merged-chr13-114949183-17	chr13	114949006	114949369	+	0.000	0.000	Merged-chr13-114949183-17
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr5-77372984-43	chr5	77372729	77373308	+	0.000	0.000	Merged-chr5-77372984-43
Merged-chr9-44037294-17	chr9	44037137	44037479	+	0.000	0.000	Merged-chr9-44037294-17
Merged-chr18-21014602-17	chr18	21014412	21014795	+	0.000	0.000	Merged-chr18-21014602-17
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr2-71809524-7	chr2	71809336	71809763	+	0.000	0.000	Merged-chr2-71809524-7
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr7-139156945-61	chr7	139156555	139157370	+	0.000	0.000	Merged-chr7-139156945-61
Merged-chr11-97130741-21	chr11	97130348	97131136	+	0.000	0.000	Merged-chr11-97130741-21
Merged-chr18-4350067-14	chr18	4349783	4350288	+	0.000	0.000	Merged-chr18-4350067-14
Merged-chrX-71366909-38	chrX	71366046	71367426	+	0.000	0.000	Merged-chrX-71366909-38
Merged-chr11-82214647-44	chr11	82214387	82214854	+	0.000	0.000	Merged-chr11-82214647-44
Merged-chr13-33965220-126	chr13	33964785	33965498	+	0.000	0.000	Merged-chr13-33965220-126
Merged-chr11-46128715-29	chr11	46128272	46128959	+	0.000	0.000	Merged-chr11-46128715-29
Merged-chr2-128412932-79	chr2	128412712	128413302	+	0.000	0.000	Merged-chr2-128412932-79
Merged-chr8-122474248-52	chr8	122473991	122474453	+	0.000	0.000	Merged-chr8-122474248-52
Merged-chr17-27203411-4	chr17	27203190	27203683	+	0.000	0.000	Merged-chr17-27203411-4
Merged-chr7-119874114-5	chr7	119873978	119874246	+	0.000	0.000	Merged-chr7-119874114-5
Merged-chr7-139188300-93	chr7	139187774	139188677	+	0.000	0.000	Merged-chr7-139188300-93
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr17-79016098-11	chr17	79015897	79016362	+	0.000	0.000	Merged-chr17-79016098-11
Merged-chr18-73835590-83	chr18	73835309	73835868	+	0.000	0.000	Merged-chr18-73835590-83
Merged-chr13-101969075-1	chr13	101968977	101969175	+	0.000	0.000	Merged-chr13-101969075-1
Merged-chr15-99645060-19	chr15	99644849	99645278	+	0.000	0.000	Merged-chr15-99645060-19
Merged-chr13-114886987-4	chr13	114886889	114887087	+	0.000	0.000	Merged-chr13-114886987-4
Merged-chr7-74371428-9	chr7	74371172	74371616	+	0.000	0.000	Merged-chr7-74371428-9
Merged-chr13-114962151-20	chr13	114961900	114962379	+	0.000	0.000	Merged-chr13-114962151-20
Merged-chr7-139142586-1	chr7	139142488	139142686	+	0.000	0.000	Merged-chr7-139142586-1
Merged-chr4-135169344-25	chr4	135169120	135169528	+	0.000	0.000	Merged-chr4-135169344-25
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr9-123923476-12	chr9	123923300	123923626	+	0.000	0.000	Merged-chr9-123923476-12
Merged-chr5-150195334-1	chr5	150195236	150195434	+	0.000	0.000	Merged-chr5-150195334-1
Merged-chr13-100786411-88	chr13	100786150	100786754	+	0.000	0.000	Merged-chr13-100786411-88
Merged-chr4-135115670-2	chr4	135115568	135115775	+	0.000	0.000	Merged-chr4-135115670-2
Merged-chr11-29647955-32	chr11	29647700	29648383	+	0.000	0.000	Merged-chr11-29647955-32
Merged-chr4-135072823-8	chr4	135072658	135072987	+	0.000	0.000	Merged-chr4-135072823-8
Merged-chr6-131276753-31	chr6	131276419	131277167	+	0.000	0.000	Merged-chr6-131276753-31
Merged-chr5-62756252-19	chr5	62756077	62756433	+	0.000	0.000	Merged-chr5-62756252-19
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr1-193207990-101	chr1	193207438	193208574	+	0.000	0.000	Merged-chr1-193207990-101
Merged-chr2-65198704-18	chr2	65198512	65198889	+	0.000	0.000	Merged-chr2-65198704-18
Merged-chr4-133261852-12	chr4	133261676	133262061	+	0.000	0.000	Merged-chr4-133261852-12
Merged-chr6-127157540-5	chr6	127157362	127157818	+	0.000	0.000	Merged-chr6-127157540-5
Merged-chr1-136261068-1	chr1	136260970	136261168	+	0.000	0.000	Merged-chr1-136261068-1
Merged-chr13-45966666-4	chr13	45966480	45966876	+	0.000	0.000	Merged-chr13-45966666-4
Merged-chr11-67578583-16	chr11	67578372	67578839	+	0.000	0.000	Merged-chr11-67578583-16
Merged-chrX-167108657-26	chrX	167108401	167109011	+	0.000	0.000	Merged-chrX-167108657-26
Merged-chr1-130999778-14	chr1	130999583	130999977	+	0.000	0.000	Merged-chr1-130999778-14
Merged-chr1-191780513-20	chr1	191780272	191780775	+	0.000	0.000	Merged-chr1-191780513-20
Merged-chr19-45746500-18	chr19	45746306	45746800	+	0.000	0.000	Merged-chr19-45746500-18
Merged-chr17-12201252-1	chr17	12201154	12201352	+	0.000	0.000	Merged-chr17-12201252-1
Merged-chr15-82235726-13	chr15	82235551	82235985	+	0.000	0.000	Merged-chr15-82235726-13
Merged-chr4-135159310-41	chr4	135158747	135160148	+	0.000	0.000	Merged-chr4-135159310-41
Merged-chr10-44420150-34	chr10	44419838	44420545	+	0.000	0.000	Merged-chr10-44420150-34
Merged-chr3-137864256-74	chr3	137864026	137864469	+	0.000	0.000	Merged-chr3-137864256-74
Merged-chr11-68464858-12	chr11	68464722	68464981	+	0.000	0.000	Merged-chr11-68464858-12
Merged-chr17-12204575-1	chr17	12204477	12204675	+	0.000	0.000	Merged-chr17-12204575-1
Merged-chr12-113148662-1	chr12	113148564	113148762	+	0.000	0.000	Merged-chr12-113148662-1
Merged-chr1-86492556-5	chr1	86492390	86492755	+	0.000	0.000	Merged-chr1-86492556-5
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr1-191519897-26	chr1	191519592	191520168	+	0.000	0.000	Merged-chr1-191519897-26
Merged-chr4-11771838-52	chr4	11771546	11772167	+	0.000	0.000	Merged-chr4-11771838-52
Merged-chr7-114095651-34	chr7	114095417	114095862	+	0.000	0.000	Merged-chr7-114095651-34
Merged-chr2-128400561-8	chr2	128400383	128400735	+	0.000	0.000	Merged-chr2-128400561-8
Merged-chr1-138938113-5	chr1	138937990	138938258	+	0.000	0.000	Merged-chr1-138938113-5
Merged-chr19-6399338-114	chr19	6398552	6399994	+	0.000	0.000	Merged-chr19-6399338-114
Merged-chr11-53845784-30	chr11	53845492	53845953	+	0.000	0.000	Merged-chr11-53845784-30
Merged-chr3-84657299-19	chr3	84656890	84657624	+	0.000	0.000	Merged-chr3-84657299-19
Merged-chr2-9872018-1	chr2	9871920	9872118	+	0.000	0.000	Merged-chr2-9872018-1
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr14-121422910-45	chr14	121422628	121423262	+	0.000	0.000	Merged-chr14-121422910-45
Merged-chr6-109582585-1	chr6	109582487	109582685	+	0.000	0.000	Merged-chr6-109582585-1
Merged-chr8-106937202-30	chr8	106936875	106937494	+	0.000	0.000	Merged-chr8-106937202-30
Merged-chr10-19566068-15	chr10	19565912	19566219	+	0.000	0.000	Merged-chr10-19566068-15
Merged-chr1-88705567-62	chr1	88705102	88706128	+	0.000	0.000	Merged-chr1-88705567-62
Merged-chr6-108876104-51	chr6	108875822	108876353	+	0.000	0.000	Merged-chr6-108876104-51
Merged-chr4-11770125-1	chr4	11770027	11770225	+	0.000	0.000	Merged-chr4-11770125-1
Merged-chr1-181852620-6	chr1	181852464	181852824	+	0.000	0.000	Merged-chr1-181852620-6
Merged-chr6-135377824-45	chr6	135377631	135378038	+	0.000	0.000	Merged-chr6-135377824-45
Merged-chr2-153651465-6	chr2	153651228	153651643	+	0.000	0.000	Merged-chr2-153651465-6
Merged-chr2-90583818-37	chr2	90583631	90584071	+	0.000	0.000	Merged-chr2-90583818-37
Merged-chr2-9548561-14	chr2	9548310	9548754	+	0.000	0.000	Merged-chr2-9548561-14
Merged-chr14-70792747-14	chr14	70792579	70792984	+	0.000	0.000	Merged-chr14-70792747-14
Merged-chr12-112644805-96	chr12	112644538	112644996	+	0.000	0.000	Merged-chr12-112644805-96
Merged-chr13-45919195-6	chr13	45919050	45919338	+	0.000	0.000	Merged-chr13-45919195-6
Merged-chr2-58052877-27	chr2	58052707	58053082	+	0.000	0.000	Merged-chr2-58052877-27
Merged-chr12-100681821-26	chr12	100681575	100682124	+	0.000	0.000	Merged-chr12-100681821-26
Merged-chr7-114069993-85	chr7	114069677	114070493	+	0.000	0.000	Merged-chr7-114069993-85
Merged-chr14-25630418-14	chr14	25630222	25630620	+	0.000	0.000	Merged-chr14-25630418-14
Merged-chr6-135373259-1	chr6	135373161	135373359	+	0.000	0.000	Merged-chr6-135373259-1
Merged-chr16-58553585-23	chr16	58553294	58553942	+	0.000	0.000	Merged-chr16-58553585-23
Merged-chr2-126306457-1	chr2	126306359	126306557	+	0.000	0.000	Merged-chr2-126306457-1
Merged-chr3-93552612-4	chr3	93552448	93552784	+	0.000	0.000	Merged-chr3-93552612-4
Merged-chrX-157486995-6	chrX	157486821	157487143	+	0.000	0.000	Merged-chrX-157486995-6
Merged-chr9-122293937-1	chr9	122293839	122294037	+	0.000	0.000	Merged-chr9-122293937-1
Merged-chr9-103305214-64	chr9	103304978	103305434	+	0.000	0.000	Merged-chr9-103305214-64
Merged-chr5-113825242-12	chr5	113824995	113825432	+	0.000	0.000	Merged-chr5-113825242-12
Merged-chr11-104631492-24	chr11	104631333	104631666	+	0.000	0.000	Merged-chr11-104631492-24
Merged-chr2-52570542-44	chr2	52570158	52570868	+	0.000	0.000	Merged-chr2-52570542-44
Merged-chr11-101658454-78	chr11	101658138	101658736	+	0.000	0.000	Merged-chr11-101658454-78
Merged-chr15-88837543-52	chr15	88837082	88837730	+	0.000	0.000	Merged-chr15-88837543-52
Merged-chrX-167131211-21	chrX	167130869	167131493	+	0.000	0.000	Merged-chrX-167131211-21
Merged-chr6-124918143-5	chr6	124917944	124918335	+	0.000	0.000	Merged-chr6-124918143-5
Merged-chr1-127625254-1	chr1	127625156	127625354	+	0.000	0.000	Merged-chr1-127625254-1
Merged-chr7-114083958-2	chr7	114083825	114084094	+	0.000	0.000	Merged-chr7-114083958-2
Merged-chr1-133787965-48	chr1	133787724	133788166	+	0.000	0.000	Merged-chr1-133787965-48
Merged-chr2-128434790-11	chr2	128434607	128434993	+	0.000	0.000	Merged-chr2-128434790-11
Merged-chr7-4064275-8	chr7	4064115	4064424	+	0.000	0.000	Merged-chr7-4064275-8
Merged-chr9-95834941-16	chr9	95834574	95835164	+	0.000	0.000	Merged-chr9-95834941-16
Merged-chr9-122232484-1	chr9	122232386	122232584	+	0.000	0.000	Merged-chr9-122232484-1
Merged-chr14-20174041-54	chr14	20173800	20174351	+	0.000	0.000	Merged-chr14-20174041-54
Merged-chr7-119863646-2	chr7	119863515	119863780	+	0.000	0.000	Merged-chr7-119863646-2
Merged-chr8-84127420-70	chr8	84127134	84127929	+	0.000	0.000	Merged-chr8-84127420-70
Merged-chr7-143748578-27	chr7	143748331	143748827	+	0.000	0.000	Merged-chr7-143748578-27
Merged-chr14-70272572-43	chr14	70272261	70272941	+	0.000	0.000	Merged-chr14-70272572-43
Merged-chr5-104958387-32	chr5	104958160	104958694	+	0.000	0.000	Merged-chr5-104958387-32
Merged-chr17-83854411-35	chr17	83854165	83854689	+	0.000	0.000	Merged-chr17-83854411-35
Merged-chr2-128087251-38	chr2	128086855	128087672	+	0.000	0.000	Merged-chr2-128087251-38
Merged-chr12-102945751-11	chr12	102945547	102945942	+	0.000	0.000	Merged-chr12-102945751-11
Merged-chr14-77867784-2	chr14	77867684	77867886	+	0.000	0.000	Merged-chr14-77867784-2
Merged-chr17-47646859-14	chr17	47646724	47646991	+	0.000	0.000	Merged-chr17-47646859-14
Merged-chr6-108668354-42	chr6	108668020	108668748	+	0.000	0.000	Merged-chr6-108668354-42
Merged-chr11-68451925-9	chr11	68451789	68452173	+	0.000	0.000	Merged-chr11-68451925-9
Merged-chr1-133821484-56	chr1	133821186	133821813	+	0.000	0.000	Merged-chr1-133821484-56
Merged-chr11-53810428-22	chr11	53810224	53810647	+	0.000	0.000	Merged-chr11-53810428-22
Merged-chr14-72887240-48	chr14	72886831	72887675	+	0.000	0.000	Merged-chr14-72887240-48
Merged-chr11-97103424-1	chr11	97103326	97103524	+	0.000	0.000	Merged-chr11-97103424-1
Merged-chr2-128091580-3	chr2	128091388	128091737	+	0.000	0.000	Merged-chr2-128091580-3
Merged-chr14-70280048-7	chr14	70279912	70280271	+	0.000	0.000	Merged-chr14-70280048-7
Merged-chrX-134308001-68	chrX	134307763	134308216	+	0.000	0.000	Merged-chrX-134308001-68
Merged-chr7-139227243-22	chr7	139226975	139227580	+	0.000	0.000	Merged-chr7-139227243-22
Merged-chr18-56732311-16	chr18	56732036	56732524	+	0.000	0.000	Merged-chr18-56732311-16
Merged-chrX-159254156-4	chrX	159254034	159254296	+	0.000	0.000	Merged-chrX-159254156-4
Merged-chr1-131022214-5	chr1	131022111	131022316	+	0.000	0.000	Merged-chr1-131022214-5
Merged-chr5-150522629-58	chr5	150522389	150522906	+	0.000	0.000	Merged-chr5-150522629-58
Merged-chr8-91077551-42	chr8	91077348	91077843	+	0.000	0.000	Merged-chr8-91077551-42
Merged-chr16-49855465-142	chr16	49854960	49855943	+	0.000	0.000	Merged-chr16-49855465-142
Merged-chr15-102160711-16	chr15	102160558	102160854	+	0.000	0.000	Merged-chr15-102160711-16
Merged-chr13-63274780-57	chr13	63274484	63275039	+	0.000	0.000	Merged-chr13-63274780-57
Merged-chr12-4038374-2	chr12	4038253	4038497	+	0.000	0.000	Merged-chr12-4038374-2
Merged-chr1-138939851-38	chr1	138939635	138940075	+	0.000	0.000	Merged-chr1-138939851-38
Merged-chr4-136172501-3	chr4	136172383	136172611	+	0.000	0.000	Merged-chr4-136172501-3
Merged-chr17-31835834-15	chr17	31835657	31835998	+	0.000	0.000	Merged-chr17-31835834-15
Merged-chr4-119339139-34	chr4	119338878	119339338	+	0.000	0.000	Merged-chr4-119339139-34
Merged-chr2-90562207-12	chr2	90562045	90562420	+	0.000	0.000	Merged-chr2-90562207-12
Merged-chr12-112648258-2	chr12	112648158	112648361	+	0.000	0.000	Merged-chr12-112648258-2
Merged-chr2-143903810-20	chr2	143903635	143903982	+	0.000	0.000	Merged-chr2-143903810-20
Merged-chr7-74509389-8	chr7	74509208	74509588	+	0.000	0.000	Merged-chr7-74509389-8
Merged-chr1-160024850-77	chr1	160024301	160025267	+	0.000	0.000	Merged-chr1-160024850-77
Merged-chr13-45925439-1	chr13	45925341	45925539	+	0.000	0.000	Merged-chr13-45925439-1
Merged-chr5-77082994-13	chr5	77082825	77083129	+	0.000	0.000	Merged-chr5-77082994-13
Merged-chr15-90224402-90	chr15	90224118	90224680	+	0.000	0.000	Merged-chr15-90224402-90
Merged-chr10-44460135-1	chr10	44460037	44460235	+	0.000	0.000	Merged-chr10-44460135-1
Merged-chr13-75832457-75	chr13	75831696	75833074	+	0.000	0.000	Merged-chr13-75832457-75
