#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.dn.bed
Merged-chr16-11073416-33	chr16	11073105	11073847	+	0.000	0.000	Merged-chr16-11073416-33
Merged-chr12-21172304-14	chr12	21172106	21172477	+	0.000	0.000	Merged-chr12-21172304-14
Merged-chr12-24603388-1	chr12	24603290	24603488	+	0.000	0.000	Merged-chr12-24603388-1
Merged-chr3-89688909-16	chr3	89688706	89689070	+	0.000	0.000	Merged-chr3-89688909-16
Merged-chr12-36041800-3	chr12	36041587	36041958	+	0.000	0.000	Merged-chr12-36041800-3
Merged-chr11-77214932-26	chr11	77214679	77215142	+	0.000	0.000	Merged-chr11-77214932-26
Merged-chr11-69408821-21	chr11	69408664	69408995	+	0.000	0.000	Merged-chr11-69408821-21
Merged-chr2-103583427-9	chr2	103583183	103583612	+	0.000	0.000	Merged-chr2-103583427-9
Merged-chr7-29141670-31	chr7	29141502	29141912	+	0.000	0.000	Merged-chr7-29141670-31
Merged-chr6-99378844-2	chr6	99378731	99378960	+	0.000	0.000	Merged-chr6-99378844-2
Merged-chr6-37200989-6	chr6	37200777	37201205	+	0.000	0.000	Merged-chr6-37200989-6
Merged-chr15-86185738-71	chr15	86185338	86186228	+	0.000	0.000	Merged-chr15-86185738-71
Merged-chr10-60381393-83	chr10	60380917	60381946	+	0.000	0.000	Merged-chr10-60381393-83
Merged-chr5-89882343-19	chr5	89882135	89882566	+	0.000	0.000	Merged-chr5-89882343-19
Merged-chr18-11839684-62	chr18	11839202	11840121	+	0.000	0.000	Merged-chr18-11839684-62
Merged-chr8-84700056-8	chr8	84699916	84700267	+	0.000	0.000	Merged-chr8-84700056-8
Merged-chr9-62555590-11	chr9	62555417	62555747	+	0.000	0.000	Merged-chr9-62555590-11
Merged-chr2-77170403-78	chr2	77170020	77170788	+	0.000	0.000	Merged-chr2-77170403-78
Merged-chr3-131019630-77	chr3	131019432	131019918	+	0.000	0.000	Merged-chr3-131019630-77
Merged-chr12-40535414-1	chr12	40535316	40535514	+	0.000	0.000	Merged-chr12-40535414-1
Merged-chr18-78995160-1	chr18	78995062	78995260	+	0.000	0.000	Merged-chr18-78995160-1
Merged-chr17-30066360-1	chr17	30066262	30066460	+	0.000	0.000	Merged-chr17-30066360-1
Merged-chr16-76361268-12	chr16	76361108	76361431	+	0.000	0.000	Merged-chr16-76361268-12
Merged-chr3-68969337-9	chr3	68969156	68969499	+	0.000	0.000	Merged-chr3-68969337-9
Merged-chr17-87107845-3	chr17	87107747	87107945	+	0.000	0.000	Merged-chr17-87107845-3
Merged-chr12-85824848-81	chr12	85824652	85825092	+	0.000	0.000	Merged-chr12-85824848-81
Merged-chr5-110594723-25	chr5	110594562	110594927	+	0.000	0.000	Merged-chr5-110594723-25
Merged-chr7-79466240-66	chr7	79465997	79466555	+	0.000	0.000	Merged-chr7-79466240-66
Merged-chr2-6213187-45	chr2	6212888	6213454	+	0.000	0.000	Merged-chr2-6213187-45
Merged-chr10-96648180-16	chr10	96647984	96648445	+	0.000	0.000	Merged-chr10-96648180-16
Merged-chr7-25221475-48	chr7	25221289	25221726	+	0.000	0.000	Merged-chr7-25221475-48
Merged-chr13-73482646-29	chr13	73482343	73483007	+	0.000	0.000	Merged-chr13-73482646-29
Merged-chr7-78566867-22	chr7	78566584	78567132	+	0.000	0.000	Merged-chr7-78566867-22
Merged-chr7-28382204-35	chr7	28382021	28382457	+	0.000	0.000	Merged-chr7-28382204-35
Merged-chr15-36449278-49	chr15	36448702	36449963	+	0.000	0.000	Merged-chr15-36449278-49
Merged-chr7-120851847-38	chr7	120851481	120852211	+	0.000	0.000	Merged-chr7-120851847-38
Merged-chr19-46528871-38	chr19	46528664	46529167	+	0.000	0.000	Merged-chr19-46528871-38
Merged-chr10-17721821-1	chr10	17721723	17721921	+	0.000	0.000	Merged-chr10-17721821-1
Merged-chr15-73629813-13	chr15	73629629	73630042	+	0.000	0.000	Merged-chr15-73629813-13
Merged-chr10-96569818-31	chr10	96569281	96570531	+	0.000	0.000	Merged-chr10-96569818-31
Merged-chr9-25187350-4	chr9	25187201	25187487	+	0.000	0.000	Merged-chr9-25187350-4
Merged-chr6-147537391-1	chr6	147537293	147537491	+	0.000	0.000	Merged-chr6-147537391-1
Merged-chr4-45084529-66	chr4	45084252	45084822	+	0.000	0.000	Merged-chr4-45084529-66
Merged-chr2-72083129-6	chr2	72082992	72083279	+	0.000	0.000	Merged-chr2-72083129-6
Merged-chr10-96690288-1	chr10	96690190	96690388	+	0.000	0.000	Merged-chr10-96690288-1
Merged-chr1-36883943-16	chr1	36883714	36884150	+	0.000	0.000	Merged-chr1-36883943-16
Merged-chr12-8348110-3	chr12	8347972	8348231	+	0.000	0.000	Merged-chr12-8348110-3
Merged-chr10-128940717-41	chr10	128940501	128940950	+	0.000	0.000	Merged-chr10-128940717-41
Merged-chr14-10453327-99	chr14	10453060	10453525	+	0.000	0.000	Merged-chr14-10453327-99
Merged-chr6-129255226-26	chr6	129254980	129255543	+	0.000	0.000	Merged-chr6-129255226-26
Merged-chr1-89108793-22	chr1	89108493	89108988	+	0.000	0.000	Merged-chr1-89108793-22
Merged-chr17-84336226-16	chr17	84336027	84336411	+	0.000	0.000	Merged-chr17-84336226-16
Merged-chr1-36069573-10	chr1	36069375	36069759	+	0.000	0.000	Merged-chr1-36069573-10
Merged-chr10-68082023-9	chr10	68081857	68082215	+	0.000	0.000	Merged-chr10-68082023-9
Merged-chr19-34526607-16	chr19	34526397	34526779	+	0.000	0.000	Merged-chr19-34526607-16
Merged-chr10-121420246-43	chr10	121420055	121420586	+	0.000	0.000	Merged-chr10-121420246-43
Merged-chr7-128498160-2	chr7	128498021	128498301	+	0.000	0.000	Merged-chr7-128498160-2
Merged-chr12-55464157-1	chr12	55464059	55464257	+	0.000	0.000	Merged-chr12-55464157-1
Merged-chr11-67010576-15	chr11	67010346	67010806	+	0.000	0.000	Merged-chr11-67010576-15
Merged-chr6-6121262-1	chr6	6121164	6121362	+	0.000	0.000	Merged-chr6-6121262-1
Merged-chr3-52030125-49	chr3	52029690	52030455	+	0.000	0.000	Merged-chr3-52030125-49
Merged-chr7-3693587-203	chr7	3693316	3693817	+	0.000	0.000	Merged-chr7-3693587-203
Merged-chr5-36484302-70	chr5	36483845	36484657	+	0.000	0.000	Merged-chr5-36484302-70
Merged-chr16-33582051-1	chr16	33581953	33582151	+	0.000	0.000	Merged-chr16-33582051-1
Merged-chr16-25274281-15	chr16	25274101	25274454	+	0.000	0.000	Merged-chr16-25274281-15
Merged-chr10-7824827-49	chr10	7824608	7825060	+	0.000	0.000	Merged-chr10-7824827-49
Merged-chr12-40529975-10	chr12	40529804	40530142	+	0.000	0.000	Merged-chr12-40529975-10
Merged-chr11-113135419-7	chr11	113135228	113135613	+	0.000	0.000	Merged-chr11-113135419-7
Merged-chr15-53274876-10	chr15	53274694	53275051	+	0.000	0.000	Merged-chr15-53274876-10
Merged-chr3-137868303-1	chr3	137868205	137868403	+	0.000	0.000	Merged-chr3-137868303-1
Merged-chr10-75832364-5	chr10	75832219	75832509	+	0.000	0.000	Merged-chr10-75832364-5
Merged-chr1-190833916-11	chr1	190833682	190834093	+	0.000	0.000	Merged-chr1-190833916-11
Merged-chr10-59292726-30	chr10	59292500	59292932	+	0.000	0.000	Merged-chr10-59292726-30
Merged-chr8-70776141-1	chr8	70776043	70776241	+	0.000	0.000	Merged-chr8-70776141-1
Merged-chr8-4193483-29	chr8	4193263	4193699	+	0.000	0.000	Merged-chr8-4193483-29
Merged-chr1-165579440-1	chr1	165579342	165579540	+	0.000	0.000	Merged-chr1-165579440-1
Merged-chr16-30835919-12	chr16	30835723	30836104	+	0.000	0.000	Merged-chr16-30835919-12
Merged-chrX-57175645-1	chrX	57175547	57175745	+	0.000	0.000	Merged-chrX-57175645-1
Merged-chr2-32821487-1	chr2	32821389	32821587	+	0.000	0.000	Merged-chr2-32821487-1
Merged-chr12-41146661-3	chr12	41146520	41146801	+	0.000	0.000	Merged-chr12-41146661-3
Merged-chr8-81695130-10	chr8	81694949	81695309	+	0.000	0.000	Merged-chr8-81695130-10
Merged-chr10-121297598-43	chr10	121297406	121297789	+	0.000	0.000	Merged-chr10-121297598-43
Merged-chr10-19999210-7	chr10	19999057	19999375	+	0.000	0.000	Merged-chr10-19999210-7
Merged-chr6-94544082-21	chr6	94543813	94544304	+	0.000	0.000	Merged-chr6-94544082-21
Merged-chr12-103421456-22	chr12	103421264	103421753	+	0.000	0.000	Merged-chr12-103421456-22
Merged-chr14-121541155-1	chr14	121541057	121541255	+	0.000	0.000	Merged-chr14-121541155-1
Merged-chr2-117433681-2	chr2	117433573	117433791	+	0.000	0.000	Merged-chr2-117433681-2
Merged-chr6-49321537-14	chr6	49321395	49321753	+	0.000	0.000	Merged-chr6-49321537-14
Merged-chr14-11038136-4	chr14	11038003	11038272	+	0.000	0.000	Merged-chr14-11038136-4
Merged-chr15-58214426-1	chr15	58214328	58214526	+	0.000	0.000	Merged-chr15-58214426-1
Merged-chr14-120347945-44	chr14	120347623	120348191	+	0.000	0.000	Merged-chr14-120347945-44
Merged-chr11-75867102-2	chr11	75866985	75867222	+	0.000	0.000	Merged-chr11-75867102-2
Merged-chr15-53189373-1	chr15	53189275	53189473	+	0.000	0.000	Merged-chr15-53189373-1
Merged-chr17-34931482-67	chr17	34931104	34932252	+	0.000	0.000	Merged-chr17-34931482-67
Merged-chr10-55400969-1	chr10	55400871	55401069	+	0.000	0.000	Merged-chr10-55400969-1
Merged-chr10-96535668-22	chr10	96535398	96535890	+	0.000	0.000	Merged-chr10-96535668-22
Merged-chr3-37201541-3	chr3	37201418	37201654	+	0.000	0.000	Merged-chr3-37201541-3
Merged-chr12-36359028-5	chr12	36358789	36359317	+	0.000	0.000	Merged-chr12-36359028-5
Merged-chr4-150540101-42	chr4	150539863	150540444	+	0.000	0.000	Merged-chr4-150540101-42
Merged-chrX-13845408-2	chrX	13845294	13845524	+	0.000	0.000	Merged-chrX-13845408-2
Merged-chr17-84352378-5	chr17	84352149	84352613	+	0.000	0.000	Merged-chr17-84352378-5
Merged-chr5-53809223-1	chr5	53809125	53809323	+	0.000	0.000	Merged-chr5-53809223-1
Merged-chr7-142967366-1	chr7	142967268	142967466	+	0.000	0.000	Merged-chr7-142967366-1
Merged-chr12-52893034-15	chr12	52892598	52893293	+	0.000	0.000	Merged-chr12-52893034-15
Merged-chr12-52830906-26	chr12	52830557	52831206	+	0.000	0.000	Merged-chr12-52830906-26
Merged-chr8-69328899-30	chr8	69328690	69329167	+	0.000	0.000	Merged-chr8-69328899-30
Merged-chr15-28025300-2	chr15	28025159	28025444	+	0.000	0.000	Merged-chr15-28025300-2
Merged-chr11-78465860-16	chr11	78465592	78466125	+	0.000	0.000	Merged-chr11-78465860-16
Merged-chr15-76817217-4	chr15	76817016	76817472	+	0.000	0.000	Merged-chr15-76817217-4
Merged-chr5-134678242-6	chr5	134678006	134678436	+	0.000	0.000	Merged-chr5-134678242-6
Merged-chr5-29196327-1	chr5	29196229	29196427	+	0.000	0.000	Merged-chr5-29196327-1
Merged-chr2-103608151-12	chr2	103607945	103608339	+	0.000	0.000	Merged-chr2-103608151-12
Merged-chr10-21069584-1	chr10	21069486	21069684	+	0.000	0.000	Merged-chr10-21069584-1
Merged-chr4-95778146-34	chr4	95777818	95778658	+	0.000	0.000	Merged-chr4-95778146-34
Merged-chr11-74848149-19	chr11	74847858	74848417	+	0.000	0.000	Merged-chr11-74848149-19
Merged-chr2-169360551-6	chr2	169360377	169360716	+	0.000	0.000	Merged-chr2-169360551-6
Merged-chr17-84328781-5	chr17	84328647	84328909	+	0.000	0.000	Merged-chr17-84328781-5
Merged-chr17-84241728-6	chr17	84241594	84241890	+	0.000	0.000	Merged-chr17-84241728-6
Merged-chr15-27715484-31	chr15	27715284	27715724	+	0.000	0.000	Merged-chr15-27715484-31
Merged-chr5-114345671-1	chr5	114345573	114345771	+	0.000	0.000	Merged-chr5-114345671-1
Merged-chr4-57798234-11	chr4	57798039	57798538	+	0.000	0.000	Merged-chr4-57798234-11
Merged-chr2-135737673-31	chr2	135737284	135737933	+	0.000	0.000	Merged-chr2-135737673-31
Merged-chr1-190896359-15	chr1	190896188	190896588	+	0.000	0.000	Merged-chr1-190896359-15
Merged-chr2-6363298-8	chr2	6363060	6363479	+	0.000	0.000	Merged-chr2-6363298-8
Merged-chr8-91464120-6	chr8	91463975	91464291	+	0.000	0.000	Merged-chr8-91464120-6
Merged-chr1-60158664-37	chr1	60158425	60158899	+	0.000	0.000	Merged-chr1-60158664-37
Merged-chr3-69040321-2	chr3	69040205	69040439	+	0.000	0.000	Merged-chr3-69040321-2
Merged-chr3-106483430-2	chr3	106483332	106483530	+	0.000	0.000	Merged-chr3-106483430-2
Merged-chr10-17539427-37	chr10	17539152	17539761	+	0.000	0.000	Merged-chr10-17539427-37
Merged-chr12-85444900-48	chr12	85444671	85445129	+	0.000	0.000	Merged-chr12-85444900-48
Merged-chr9-75646856-3	chr9	75646750	75646973	+	0.000	0.000	Merged-chr9-75646856-3
Merged-chr6-94700992-3	chr6	94700812	94701137	+	0.000	0.000	Merged-chr6-94700992-3
Merged-chr17-84273035-23	chr17	84272798	84273337	+	0.000	0.000	Merged-chr17-84273035-23
Merged-chr17-47140533-140	chr17	47139741	47141465	+	0.000	0.000	Merged-chr17-47140533-140
Merged-chr16-97277069-2	chr16	97276953	97277188	+	0.000	0.000	Merged-chr16-97277069-2
Merged-chr12-24565518-17	chr12	24565309	24565778	+	0.000	0.000	Merged-chr12-24565518-17
Merged-chr13-92674717-24	chr13	92674406	92675089	+	0.000	0.000	Merged-chr13-92674717-24
Merged-chr7-97069180-1	chr7	97069082	97069280	+	0.000	0.000	Merged-chr7-97069180-1
Merged-chr10-71362071-33	chr10	71361892	71362296	+	0.000	0.000	Merged-chr10-71362071-33
Merged-chr9-57948947-1	chr9	57948849	57949047	+	0.000	0.000	Merged-chr9-57948947-1
Merged-chr16-23608841-3	chr16	23608623	23609029	+	0.000	0.000	Merged-chr16-23608841-3
Merged-chr18-77794764-36	chr18	77794406	77795073	+	0.000	0.000	Merged-chr18-77794764-36
Merged-chr3-68981196-42	chr3	68981017	68981380	+	0.000	0.000	Merged-chr3-68981196-42
Merged-chr18-35815982-8	chr18	35815644	35816303	+	0.000	0.000	Merged-chr18-35815982-8
Merged-chr17-73163375-142	chr17	73162758	73163953	+	0.000	0.000	Merged-chr17-73163375-142
Merged-chr3-121474891-3	chr3	121474785	121475000	+	0.000	0.000	Merged-chr3-121474891-3
Merged-chr3-95675849-9	chr3	95675619	95676020	+	0.000	0.000	Merged-chr3-95675849-9
Merged-chr19-4227723-1	chr19	4227625	4227823	+	0.000	0.000	Merged-chr19-4227723-1
Merged-chr14-30125344-15	chr14	30125157	30125587	+	0.000	0.000	Merged-chr14-30125344-15
Merged-chr12-86034255-10	chr12	86034081	86034416	+	0.000	0.000	Merged-chr12-86034255-10
Merged-chr10-96623488-19	chr10	96622989	96623868	+	0.000	0.000	Merged-chr10-96623488-19
Merged-chr1-155146186-71	chr1	155145674	155146520	+	0.000	0.000	Merged-chr1-155146186-71
Merged-chr16-76339368-4	chr16	76339250	76339481	+	0.000	0.000	Merged-chr16-76339368-4
Merged-chr11-52262204-8	chr11	52262059	52262372	+	0.000	0.000	Merged-chr11-52262204-8
Merged-chr11-78690691-3	chr11	78690568	78690829	+	0.000	0.000	Merged-chr11-78690691-3
Merged-chr12-40447438-1	chr12	40447340	40447538	+	0.000	0.000	Merged-chr12-40447438-1
Merged-chr13-34078203-66	chr13	34077918	34078505	+	0.000	0.000	Merged-chr13-34078203-66
Merged-chr17-56445586-4	chr17	56445472	56445726	+	0.000	0.000	Merged-chr17-56445586-4
Merged-chr10-96638621-2	chr10	96638493	96638752	+	0.000	0.000	Merged-chr10-96638621-2
Merged-chr1-69689104-39	chr1	69688915	69689356	+	0.000	0.000	Merged-chr1-69689104-39
Merged-chr13-55116329-10	chr13	55116104	55116629	+	0.000	0.000	Merged-chr13-55116329-10
Merged-chr12-55490613-3	chr12	55490435	55490782	+	0.000	0.000	Merged-chr12-55490613-3
Merged-chr2-84855933-28	chr2	84855679	84856152	+	0.000	0.000	Merged-chr2-84855933-28
Merged-chr8-61239412-2	chr8	61239306	61239520	+	0.000	0.000	Merged-chr8-61239412-2
Merged-chr2-165854688-17	chr2	165854463	165854882	+	0.000	0.000	Merged-chr2-165854688-17
Merged-chr6-125264360-1	chr6	125264262	125264460	+	0.000	0.000	Merged-chr6-125264360-1
Merged-chr2-112673965-1	chr2	112673867	112674065	+	0.000	0.000	Merged-chr2-112673965-1
Merged-chr16-59683637-25	chr16	59683408	59683905	+	0.000	0.000	Merged-chr16-59683637-25
Merged-chr13-93499298-157	chr13	93499081	93499829	+	0.000	0.000	Merged-chr13-93499298-157
Merged-chr12-85270542-46	chr12	85270269	85270723	+	0.000	0.000	Merged-chr12-85270542-46
Merged-chr14-31576824-6	chr14	31576694	31576949	+	0.000	0.000	Merged-chr14-31576824-6
Merged-chr15-101275184-1	chr15	101275086	101275284	+	0.000	0.000	Merged-chr15-101275184-1
Merged-chr7-45704993-60	chr7	45704654	45705238	+	0.000	0.000	Merged-chr7-45704993-60
Merged-chr1-60429094-8	chr1	60428888	60429250	+	0.000	0.000	Merged-chr1-60429094-8
Merged-chr4-15945326-46	chr4	15944955	15945552	+	0.000	0.000	Merged-chr4-15945326-46
Merged-chr1-36960699-30	chr1	36960516	36960956	+	0.000	0.000	Merged-chr1-36960699-30
Merged-chr3-40950143-167	chr3	40949332	40950510	+	0.000	0.000	Merged-chr3-40950143-167
Merged-chr17-34592724-1	chr17	34592626	34592824	+	0.000	0.000	Merged-chr17-34592724-1
Merged-chr13-36145940-12	chr13	36145771	36146125	+	0.000	0.000	Merged-chr13-36145940-12
Merged-chr6-90653255-2	chr6	90653143	90653370	+	0.000	0.000	Merged-chr6-90653255-2
Merged-chr7-120843589-1	chr7	120843491	120843689	+	0.000	0.000	Merged-chr7-120843589-1
Merged-chr7-99536356-6	chr7	99536177	99536524	+	0.000	0.000	Merged-chr7-99536356-6
Merged-chr2-117417577-23	chr2	117417317	117417889	+	0.000	0.000	Merged-chr2-117417577-23
Merged-chr12-8787183-8	chr12	8786946	8787409	+	0.000	0.000	Merged-chr12-8787183-8
Merged-chr15-86070348-1	chr15	86070250	86070448	+	0.000	0.000	Merged-chr15-86070348-1
Merged-chr16-57177558-14	chr16	57177328	57177761	+	0.000	0.000	Merged-chr16-57177558-14
Merged-chr10-4357640-28	chr10	4357303	4357853	+	0.000	0.000	Merged-chr10-4357640-28
Merged-chr10-17797209-6	chr10	17797056	17797333	+	0.000	0.000	Merged-chr10-17797209-6
Merged-chr10-78018968-26	chr10	78018724	78019132	+	0.000	0.000	Merged-chr10-78018968-26
Merged-chr12-17726607-38	chr12	17726450	17726807	+	0.000	0.000	Merged-chr12-17726607-38
Merged-chr1-36919930-2	chr1	36919797	36920066	+	0.000	0.000	Merged-chr1-36919930-2
Merged-chr9-22136187-45	chr9	22135932	22136439	+	0.000	0.000	Merged-chr9-22136187-45
Merged-chr16-97326270-33	chr16	97326055	97326649	+	0.000	0.000	Merged-chr16-97326270-33
Merged-chr5-35870769-20	chr5	35870532	35871044	+	0.000	0.000	Merged-chr5-35870769-20
Merged-chr1-164453894-15	chr1	164453519	164454109	+	0.000	0.000	Merged-chr1-164453894-15
Merged-chr17-87602344-31	chr17	87602099	87602866	+	0.000	0.000	Merged-chr17-87602344-31
Merged-chr10-17727995-17	chr10	17727800	17728153	+	0.000	0.000	Merged-chr10-17727995-17
Merged-chr15-36496712-52	chr15	36496507	36496933	+	0.000	0.000	Merged-chr15-36496712-52
Merged-chr4-45799180-54	chr4	45798961	45799414	+	0.000	0.000	Merged-chr4-45799180-54
Merged-chr18-54897137-3	chr18	54896930	54897321	+	0.000	0.000	Merged-chr18-54897137-3
Merged-chr19-5407352-1	chr19	5407254	5407452	+	0.000	0.000	Merged-chr19-5407352-1
Merged-chr2-169519991-22	chr2	169519793	169520197	+	0.000	0.000	Merged-chr2-169519991-22
Merged-chr14-75444835-23	chr14	75444675	75445015	+	0.000	0.000	Merged-chr14-75444835-23
Merged-chr13-112466730-20	chr13	112466436	112466982	+	0.000	0.000	Merged-chr13-112466730-20
Merged-chr3-84501551-10	chr3	84501319	84501820	+	0.000	0.000	Merged-chr3-84501551-10
Merged-chr16-76373616-10	chr16	76373507	76373736	+	0.000	0.000	Merged-chr16-76373616-10
Merged-chr5-110058029-58	chr5	110057759	110058282	+	0.000	0.000	Merged-chr5-110058029-58
Merged-chr17-31011806-34	chr17	31011573	31012015	+	0.000	0.000	Merged-chr17-31011806-34
Merged-chr5-89839903-20	chr5	89839677	89840104	+	0.000	0.000	Merged-chr5-89839903-20
Merged-chr1-193160183-72	chr1	193159451	193160944	+	0.000	0.000	Merged-chr1-193160183-72
Merged-chr6-49319292-53	chr6	49319023	49319516	+	0.000	0.000	Merged-chr6-49319292-53
Merged-chr18-54992076-12	chr18	54991896	54992248	+	0.000	0.000	Merged-chr18-54992076-12
Merged-chr17-84239923-12	chr17	84239734	84240132	+	0.000	0.000	Merged-chr17-84239923-12
Merged-chr4-45972471-79	chr4	45972210	45972756	+	0.000	0.000	Merged-chr4-45972471-79
Merged-chr18-80047209-78	chr18	80046848	80047503	+	0.000	0.000	Merged-chr18-80047209-78
Merged-chr17-87975056-71	chr17	87974755	87975415	+	0.000	0.000	Merged-chr17-87975056-71
Merged-chr15-25774073-29	chr15	25773830	25774377	+	0.000	0.000	Merged-chr15-25774073-29
Merged-chr2-18910318-28	chr2	18909989	18910764	+	0.000	0.000	Merged-chr2-18910318-28
Merged-chr2-161103912-7	chr2	161103747	161104071	+	0.000	0.000	Merged-chr2-161103912-7
Merged-chr19-57477375-13	chr19	57477162	57477670	+	0.000	0.000	Merged-chr19-57477375-13
Merged-chr3-9004436-82	chr3	9004171	9004693	+	0.000	0.000	Merged-chr3-9004436-82
Merged-chr1-34011501-80	chr1	34011239	34011776	+	0.000	0.000	Merged-chr1-34011501-80
Merged-chr4-134773310-29	chr4	134773047	134773632	+	0.000	0.000	Merged-chr4-134773310-29
Merged-chr16-97535705-142	chr16	97535405	97536279	+	0.000	0.000	Merged-chr16-97535705-142
Merged-chr16-44962970-21	chr16	44962765	44963215	+	0.000	0.000	Merged-chr16-44962970-21
Merged-chr10-17479176-1	chr10	17479078	17479276	+	0.000	0.000	Merged-chr10-17479176-1
Merged-chr12-55499248-31	chr12	55499020	55499481	+	0.000	0.000	Merged-chr12-55499248-31
Merged-chr5-143654985-9	chr5	143654842	143655130	+	0.000	0.000	Merged-chr5-143654985-9
Merged-chr11-20644270-6	chr11	20644140	20644415	+	0.000	0.000	Merged-chr11-20644270-6
Merged-chr4-152130617-6	chr4	152130387	152130956	+	0.000	0.000	Merged-chr4-152130617-6
Merged-chr18-79267984-24	chr18	79267707	79268313	+	0.000	0.000	Merged-chr18-79267984-24
Merged-chr2-114197005-3	chr2	114196858	114197132	+	0.000	0.000	Merged-chr2-114197005-3
Merged-chr18-78954647-1	chr18	78954549	78954747	+	0.000	0.000	Merged-chr18-78954647-1
Merged-chr14-101513346-6	chr14	101513013	101513583	+	0.000	0.000	Merged-chr14-101513346-6
Merged-chr16-92020100-2	chr16	92019979	92020224	+	0.000	0.000	Merged-chr16-92020100-2
Merged-chr18-37742152-41	chr18	37741896	37742410	+	0.000	0.000	Merged-chr18-37742152-41
Merged-chr2-19371886-68	chr2	19371679	19372124	+	0.000	0.000	Merged-chr2-19371886-68
Merged-chr7-101414402-16	chr7	101414193	101414615	+	0.000	0.000	Merged-chr7-101414402-16
Merged-chr3-152346656-63	chr3	152346294	152347118	+	0.000	0.000	Merged-chr3-152346656-63
Merged-chr13-73626846-62	chr13	73626575	73627111	+	0.000	0.000	Merged-chr13-73626846-62
Merged-chr8-45999893-74	chr8	45999681	46000140	+	0.000	0.000	Merged-chr8-45999893-74
Merged-chr7-110796753-46	chr7	110796552	110796954	+	0.000	0.000	Merged-chr7-110796753-46
Merged-chr15-72859470-25	chr15	72859287	72859689	+	0.000	0.000	Merged-chr15-72859470-25
Merged-chr11-52248814-1	chr11	52248716	52248914	+	0.000	0.000	Merged-chr11-52248814-1
