#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.up.bed
Merged-chr12-73611155-79	chr12	73610782	73611588	+	0.000	0.000	Merged-chr12-73611155-79
Merged-chr2-158723538-101	chr2	158723228	158723879	+	0.000	0.000	Merged-chr2-158723538-101
Merged-chr5-43855987-24	chr5	43855731	43856187	+	0.000	0.000	Merged-chr5-43855987-24
Merged-chr1-128058806-11	chr1	128058564	128059017	+	0.000	0.000	Merged-chr1-128058806-11
Merged-chrX-167233516-43	chrX	167233172	167233830	+	0.000	0.000	Merged-chrX-167233516-43
Merged-chr13-113870159-11	chr13	113870043	113870279	+	0.000	0.000	Merged-chr13-113870159-11
Merged-chr13-35804084-17	chr13	35803895	35804290	+	0.000	0.000	Merged-chr13-35804084-17
Merged-chr11-83657668-22	chr11	83657408	83658024	+	0.000	0.000	Merged-chr11-83657668-22
Merged-chr10-80622970-10	chr10	80622827	80623120	+	0.000	0.000	Merged-chr10-80622970-10
Merged-chr11-69040833-117	chr11	69040075	69041510	+	0.000	0.000	Merged-chr11-69040833-117
Merged-chr14-56287971-21	chr14	56287782	56288209	+	0.000	0.000	Merged-chr14-56287971-21
Merged-chr4-11887917-34	chr4	11887624	11888242	+	0.000	0.000	Merged-chr4-11887917-34
Merged-chr11-100397787-45	chr11	100397465	100398073	+	0.000	0.000	Merged-chr11-100397787-45
Merged-chr14-73115319-2	chr14	73115195	73115445	+	0.000	0.000	Merged-chr14-73115319-2
Merged-chr5-66105655-12	chr5	66105486	66105844	+	0.000	0.000	Merged-chr5-66105655-12
Merged-chr5-67395507-40	chr5	67395289	67395765	+	0.000	0.000	Merged-chr5-67395507-40
Merged-chr11-83534760-87	chr11	83534136	83535278	+	0.000	0.000	Merged-chr11-83534760-87
Merged-chr13-108329865-29	chr13	108329653	108330151	+	0.000	0.000	Merged-chr13-108329865-29
Merged-chr4-46550580-17	chr4	46550367	46550804	+	0.000	0.000	Merged-chr4-46550580-17
Merged-chr9-54560208-44	chr9	54559931	54560417	+	0.000	0.000	Merged-chr9-54560208-44
Merged-chr13-113810507-13	chr13	113810161	113810733	+	0.000	0.000	Merged-chr13-113810507-13
Merged-chr1-133691202-2	chr1	133691099	133691307	+	0.000	0.000	Merged-chr1-133691202-2
Merged-chr12-69372911-1	chr12	69372813	69373011	+	0.000	0.000	Merged-chr12-69372911-1
Merged-chr6-119175393-71	chr6	119175069	119175679	+	0.000	0.000	Merged-chr6-119175393-71
Merged-chr11-17005565-1	chr11	17005467	17005665	+	0.000	0.000	Merged-chr11-17005565-1
Merged-chr2-112214822-23	chr2	112214595	112215034	+	0.000	0.000	Merged-chr2-112214822-23
Merged-chr2-165321551-1	chr2	165321453	165321651	+	0.000	0.000	Merged-chr2-165321551-1
Merged-chr1-134098207-8	chr1	134098084	134098388	+	0.000	0.000	Merged-chr1-134098207-8
Merged-chr9-78615873-33	chr9	78615603	78616489	+	0.000	0.000	Merged-chr9-78615873-33
Merged-chr5-66137441-17	chr5	66137283	66137579	+	0.000	0.000	Merged-chr5-66137441-17
Merged-chr15-83526907-65	chr15	83526557	83527582	+	0.000	0.000	Merged-chr15-83526907-65
Merged-chr18-55716043-1	chr18	55715945	55716143	+	0.000	0.000	Merged-chr18-55716043-1
Merged-chr11-121741709-19	chr11	121741421	121741948	+	0.000	0.000	Merged-chr11-121741709-19
Merged-chr10-54014284-40	chr10	54013883	54014801	+	0.000	0.000	Merged-chr10-54014284-40
Merged-chr16-64829048-3	chr16	64828857	64829211	+	0.000	0.000	Merged-chr16-64829048-3
Merged-chr13-108303993-3	chr13	108303852	108304144	+	0.000	0.000	Merged-chr13-108303993-3
Merged-chr6-119171326-8	chr6	119171179	119171499	+	0.000	0.000	Merged-chr6-119171326-8
Merged-chr15-93227872-33	chr15	93227594	93228189	+	0.000	0.000	Merged-chr15-93227872-33
Merged-chr1-92805706-23	chr1	92805342	92806085	+	0.000	0.000	Merged-chr1-92805706-23
Merged-chr2-60866977-3	chr2	60866810	60867135	+	0.000	0.000	Merged-chr2-60866977-3
Merged-chr11-95777825-14	chr11	95777626	95778032	+	0.000	0.000	Merged-chr11-95777825-14
Merged-chr16-36684579-62	chr16	36684369	36684813	+	0.000	0.000	Merged-chr16-36684579-62
Merged-chr16-46001231-13	chr16	46001099	46001404	+	0.000	0.000	Merged-chr16-46001231-13
Merged-chr2-158728139-1	chr2	158728041	158728239	+	0.000	0.000	Merged-chr2-158728139-1
Merged-chr9-120055592-11	chr9	120055420	120055757	+	0.000	0.000	Merged-chr9-120055592-11
Merged-chr7-112213302-61	chr7	112212919	112213620	+	0.000	0.000	Merged-chr7-112213302-61
Merged-chr10-75566957-1	chr10	75566859	75567057	+	0.000	0.000	Merged-chr10-75566957-1
Merged-chr17-78163485-40	chr17	78163206	78163756	+	0.000	0.000	Merged-chr17-78163485-40
Merged-chr4-145258082-4	chr4	145257861	145258240	+	0.000	0.000	Merged-chr4-145258082-4
Merged-chr10-18119820-15	chr10	18119647	18120064	+	0.000	0.000	Merged-chr10-18119820-15
Merged-chr1-153300193-56	chr1	153299485	153300792	+	0.000	0.000	Merged-chr1-153300193-56
Merged-chr7-127136978-9	chr7	127136741	127137198	+	0.000	0.000	Merged-chr7-127136978-9
Merged-chr17-78245592-60	chr17	78245266	78245859	+	0.000	0.000	Merged-chr17-78245592-60
Merged-chr9-123814525-64	chr9	123814250	123814779	+	0.000	0.000	Merged-chr9-123814525-64
Merged-chr8-75234260-25	chr8	75234006	75234602	+	0.000	0.000	Merged-chr8-75234260-25
Merged-chr2-18403900-7	chr2	18403704	18404085	+	0.000	0.000	Merged-chr2-18403900-7
Merged-chr15-31279779-21	chr15	31279583	31280096	+	0.000	0.000	Merged-chr15-31279779-21
Merged-chr13-33076326-2	chr13	33076223	33076432	+	0.000	0.000	Merged-chr13-33076326-2
Merged-chr8-71406037-52	chr8	71405791	71406338	+	0.000	0.000	Merged-chr8-71406037-52
Merged-chr15-80327888-7	chr15	80327715	80328077	+	0.000	0.000	Merged-chr15-80327888-7
Merged-chr6-97354122-37	chr6	97353818	97354458	+	0.000	0.000	Merged-chr6-97354122-37
Merged-chr1-161804729-61	chr1	161804340	161804967	+	0.000	0.000	Merged-chr1-161804729-61
Merged-chrX-164013487-51	chrX	164013185	164013762	+	0.000	0.000	Merged-chrX-164013487-51
Merged-chr12-99381236-49	chr12	99380932	99381684	+	0.000	0.000	Merged-chr12-99381236-49
Merged-chr19-40679899-13	chr19	40679748	40680088	+	0.000	0.000	Merged-chr19-40679899-13
Merged-chr18-66471661-3	chr18	66471485	66471828	+	0.000	0.000	Merged-chr18-66471661-3
Merged-chr15-96709487-2	chr15	96709389	96709587	+	0.000	0.000	Merged-chr15-96709487-2
Merged-chr11-21234858-7	chr11	21234698	21235062	+	0.000	0.000	Merged-chr11-21234858-7
Merged-chr3-88452451-33	chr3	88452069	88452872	+	0.000	0.000	Merged-chr3-88452451-33
Merged-chr16-36666811-59	chr16	36666404	36667328	+	0.000	0.000	Merged-chr16-36666811-59
Merged-chr15-78514847-17	chr15	78514629	78514992	+	0.000	0.000	Merged-chr15-78514847-17
Merged-chr13-21716857-17	chr13	21716641	21717108	+	0.000	0.000	Merged-chr13-21716857-17
Merged-chr5-66165983-46	chr5	66165752	66166243	+	0.000	0.000	Merged-chr5-66165983-46
Merged-chr1-170997016-15	chr1	170996779	170997183	+	0.000	0.000	Merged-chr1-170997016-15
Merged-chr19-40679319-124	chr19	40678704	40679674	+	0.000	0.000	Merged-chr19-40679319-124
Merged-chr15-75120360-2	chr15	75120228	75120494	+	0.000	0.000	Merged-chr15-75120360-2
Merged-chr12-99394387-2	chr12	99394243	99394534	+	0.000	0.000	Merged-chr12-99394387-2
Merged-chr1-43542582-56	chr1	43542340	43542834	+	0.000	0.000	Merged-chr1-43542582-56
Merged-chr12-100890798-28	chr12	100890521	100891015	+	0.000	0.000	Merged-chr12-100890798-28
Merged-chr14-105258871-78	chr14	105258674	105259092	+	0.000	0.000	Merged-chr14-105258871-78
Merged-chr18-70632981-16	chr18	70632781	70633241	+	0.000	0.000	Merged-chr18-70632981-16
Merged-chr1-119835810-1	chr1	119835712	119835910	+	0.000	0.000	Merged-chr1-119835810-1
Merged-chr8-124259348-23	chr8	124259141	124259513	+	0.000	0.000	Merged-chr8-124259348-23
Merged-chr12-73625605-55	chr12	73624915	73625863	+	0.000	0.000	Merged-chr12-73625605-55
Merged-chr7-142381414-45	chr7	142381197	142381699	+	0.000	0.000	Merged-chr7-142381414-45
Merged-chr6-50400587-31	chr6	50400327	50400886	+	0.000	0.000	Merged-chr6-50400587-31
Merged-chr19-18713234-65	chr19	18712984	18713471	+	0.000	0.000	Merged-chr19-18713234-65
Merged-chr1-135129445-4	chr1	135129299	135129583	+	0.000	0.000	Merged-chr1-135129445-4
Merged-chr13-107857240-29	chr13	107857022	107857448	+	0.000	0.000	Merged-chr13-107857240-29
Merged-chr11-95001009-42	chr11	95000580	95001390	+	0.000	0.000	Merged-chr11-95001009-42
Merged-chr13-13329214-10	chr13	13329080	13329416	+	0.000	0.000	Merged-chr13-13329214-10
Merged-chr2-164953372-29	chr2	164953000	164953585	+	0.000	0.000	Merged-chr2-164953372-29
Merged-chr12-100903895-50	chr12	100903708	100904086	+	0.000	0.000	Merged-chr12-100903895-50
Merged-chr2-45141075-18	chr2	45140857	45141312	+	0.000	0.000	Merged-chr2-45141075-18
Merged-chr2-60845573-40	chr2	60845306	60845914	+	0.000	0.000	Merged-chr2-60845573-40
Merged-chr10-118435600-33	chr10	118435443	118435786	+	0.000	0.000	Merged-chr10-118435600-33
Merged-chr6-124809216-48	chr6	124808512	124809702	+	0.000	0.000	Merged-chr6-124809216-48
Merged-chr5-140597971-2	chr5	140597810	140598134	+	0.000	0.000	Merged-chr5-140597971-2
Merged-chr7-67371674-5	chr7	67371549	67371805	+	0.000	0.000	Merged-chr7-67371674-5
Merged-chr14-56304213-23	chr14	56303938	56304478	+	0.000	0.000	Merged-chr14-56304213-23
Merged-chr1-60913121-3	chr1	60913000	60913233	+	0.000	0.000	Merged-chr1-60913121-3
Merged-chr16-10992753-110	chr16	10992269	10993311	+	0.000	0.000	Merged-chr16-10992753-110
Merged-chr13-12344548-13	chr13	12344367	12344735	+	0.000	0.000	Merged-chr13-12344548-13
Merged-chr2-103668249-32	chr2	103667930	103668501	+	0.000	0.000	Merged-chr2-103668249-32
Merged-chr16-93884510-1	chr16	93884412	93884610	+	0.000	0.000	Merged-chr16-93884510-1
Merged-chr15-80038049-1	chr15	80037951	80038149	+	0.000	0.000	Merged-chr15-80038049-1
Merged-chr18-70569799-1	chr18	70569701	70569899	+	0.000	0.000	Merged-chr18-70569799-1
Merged-chrX-163995389-32	chrX	163995147	163995594	+	0.000	0.000	Merged-chrX-163995389-32
Merged-chr12-11266075-96	chr12	11265726	11266543	+	0.000	0.000	Merged-chr12-11266075-96
Merged-chr10-77623094-1	chr10	77622996	77623194	+	0.000	0.000	Merged-chr10-77623094-1
Merged-chr9-120057282-6	chr9	120057140	120057420	+	0.000	0.000	Merged-chr9-120057282-6
Merged-chr13-12499306-22	chr13	12499093	12499544	+	0.000	0.000	Merged-chr13-12499306-22
Merged-chr7-113378054-39	chr7	113377802	113378391	+	0.000	0.000	Merged-chr7-113378054-39
Merged-chrX-164013043-1	chrX	164012945	164013143	+	0.000	0.000	Merged-chrX-164013043-1
Merged-chr7-127137762-54	chr7	127137410	127138072	+	0.000	0.000	Merged-chr7-127137762-54
Merged-chr18-80280568-28	chr18	80280295	80280811	+	0.000	0.000	Merged-chr18-80280568-28
Merged-chr7-67320637-20	chr7	67320378	67320841	+	0.000	0.000	Merged-chr7-67320637-20
Merged-chr14-65806099-56	chr14	65805681	65806382	+	0.000	0.000	Merged-chr14-65806099-56
Merged-chr2-60774747-55	chr2	60774511	60774966	+	0.000	0.000	Merged-chr2-60774747-55
Merged-chr19-41382017-1	chr19	41381919	41382117	+	0.000	0.000	Merged-chr19-41382017-1
Merged-chr9-79914391-28	chr9	79914217	79914600	+	0.000	0.000	Merged-chr9-79914391-28
Merged-chr7-88259865-2	chr7	88259700	88260032	+	0.000	0.000	Merged-chr7-88259865-2
Merged-chr17-79296540-2	chr17	79296411	79296672	+	0.000	0.000	Merged-chr17-79296540-2
Merged-chr1-135729206-62	chr1	135728917	135729751	+	0.000	0.000	Merged-chr1-135729206-62
Merged-chr7-75821795-19	chr7	75821589	75822014	+	0.000	0.000	Merged-chr7-75821795-19
Merged-chr15-97825306-48	chr15	97825142	97825548	+	0.000	0.000	Merged-chr15-97825306-48
Merged-chr11-101194910-10	chr11	101194680	101195104	+	0.000	0.000	Merged-chr11-101194910-10
Merged-chr5-32055860-1	chr5	32055762	32055960	+	0.000	0.000	Merged-chr5-32055860-1
Merged-chr6-54120248-58	chr6	54119641	54120652	+	0.000	0.000	Merged-chr6-54120248-58
Merged-chr7-80404319-49	chr7	80403945	80404546	+	0.000	0.000	Merged-chr7-80404319-49
Merged-chr7-128165905-1	chr7	128165807	128166005	+	0.000	0.000	Merged-chr7-128165905-1
Merged-chr2-164833418-99	chr2	164832674	164834241	+	0.000	0.000	Merged-chr2-164833418-99
Merged-chr12-100908082-2	chr12	100907897	100908269	+	0.000	0.000	Merged-chr12-100908082-2
Merged-chr8-120716591-36	chr8	120716331	120716826	+	0.000	0.000	Merged-chr8-120716591-36
Merged-chr5-135149423-77	chr5	135149185	135149682	+	0.000	0.000	Merged-chr5-135149423-77
Merged-chr6-122289471-1	chr6	122289373	122289571	+	0.000	0.000	Merged-chr6-122289471-1
Merged-chr17-47793541-32	chr17	47793309	47793780	+	0.000	0.000	Merged-chr17-47793541-32
Merged-chr19-53313876-147	chr19	53313161	53314745	+	0.000	0.000	Merged-chr19-53313876-147
Merged-chr17-35059526-45	chr17	35059009	35059968	+	0.000	0.000	Merged-chr17-35059526-45
Merged-chr18-56358977-40	chr18	56358731	56359258	+	0.000	0.000	Merged-chr18-56358977-40
Merged-chr13-113180985-12	chr13	113180841	113181140	+	0.000	0.000	Merged-chr13-113180985-12
Merged-chr8-122568587-1	chr8	122568489	122568687	+	0.000	0.000	Merged-chr8-122568587-1
Merged-chr16-78557841-48	chr16	78557589	78558103	+	0.000	0.000	Merged-chr16-78557841-48
Merged-chr6-128839257-138	chr6	128838892	128839718	+	0.000	0.000	Merged-chr6-128839257-138
Merged-chr18-66452450-5	chr18	66452310	66452588	+	0.000	0.000	Merged-chr18-66452450-5
Merged-chr4-114986934-83	chr4	114986706	114987184	+	0.000	0.000	Merged-chr4-114986934-83
Merged-chr11-102245231-11	chr11	102245077	102245383	+	0.000	0.000	Merged-chr11-102245231-11
Merged-chr3-75557381-3	chr3	75557283	75557481	+	0.000	0.000	Merged-chr3-75557381-3
Merged-chr7-48879663-3	chr7	48879542	48879779	+	0.000	0.000	Merged-chr7-48879663-3
Merged-chr7-75891656-12	chr7	75891411	75891864	+	0.000	0.000	Merged-chr7-75891656-12
Merged-chr5-8985734-11	chr5	8985555	8985905	+	0.000	0.000	Merged-chr5-8985734-11
Merged-chr10-82985543-92	chr10	82985152	82986036	+	0.000	0.000	Merged-chr10-82985543-92
Merged-chr11-57645103-89	chr11	57644810	57645604	+	0.000	0.000	Merged-chr11-57645103-89
Merged-chr1-120197360-57	chr1	120196907	120197671	+	0.000	0.000	Merged-chr1-120197360-57
Merged-chr10-118442135-40	chr10	118441803	118442402	+	0.000	0.000	Merged-chr10-118442135-40
Merged-chr3-69005363-112	chr3	69005060	69005679	+	0.000	0.000	Merged-chr3-69005363-112
Merged-chr11-107449414-20	chr11	107449209	107449652	+	0.000	0.000	Merged-chr11-107449414-20
Merged-chr2-45197380-25	chr2	45196813	45197644	+	0.000	0.000	Merged-chr2-45197380-25
Merged-chr7-66200897-8	chr7	66200682	66201144	+	0.000	0.000	Merged-chr7-66200897-8
Merged-chr1-134987799-42	chr1	134987586	134988016	+	0.000	0.000	Merged-chr1-134987799-42
Merged-chr13-64150285-13	chr13	64150125	64150404	+	0.000	0.000	Merged-chr13-64150285-13
Merged-chr9-123734197-54	chr9	123733691	123734557	+	0.000	0.000	Merged-chr9-123734197-54
Merged-chr13-113170375-49	chr13	113170013	113170607	+	0.000	0.000	Merged-chr13-113170375-49
Merged-chr10-110920143-70	chr10	110919777	110920365	+	0.000	0.000	Merged-chr10-110920143-70
Merged-chr1-60903295-3	chr1	60903143	60903459	+	0.000	0.000	Merged-chr1-60903295-3
Merged-chr8-70618591-1	chr8	70618493	70618691	+	0.000	0.000	Merged-chr8-70618591-1
Merged-chr17-12727995-27	chr17	12727701	12728251	+	0.000	0.000	Merged-chr17-12727995-27
Merged-chr9-120056363-44	chr9	120056186	120056591	+	0.000	0.000	Merged-chr9-120056363-44
Merged-chr8-117074609-38	chr8	117074455	117074810	+	0.000	0.000	Merged-chr8-117074609-38
Merged-chr19-41330336-17	chr19	41330038	41330607	+	0.000	0.000	Merged-chr19-41330336-17
Merged-chr5-120679894-15	chr5	120679637	120680379	+	0.000	0.000	Merged-chr5-120679894-15
Merged-chr13-113087664-28	chr13	113087513	113087836	+	0.000	0.000	Merged-chr13-113087664-28
Merged-chr15-55862631-4	chr15	55862457	55862826	+	0.000	0.000	Merged-chr15-55862631-4
Merged-chr5-63961886-28	chr5	63961622	63962080	+	0.000	0.000	Merged-chr5-63961886-28
Merged-chr8-120807939-5	chr8	120807734	120808122	+	0.000	0.000	Merged-chr8-120807939-5
Merged-chr17-47515680-12	chr17	47515386	47515946	+	0.000	0.000	Merged-chr17-47515680-12
Merged-chr1-130474446-9	chr1	130474288	130474657	+	0.000	0.000	Merged-chr1-130474446-9
Merged-chr7-109986340-83	chr7	109986084	109986700	+	0.000	0.000	Merged-chr7-109986340-83
Merged-chr11-90687520-18	chr11	90687241	90687776	+	0.000	0.000	Merged-chr11-90687520-18
Merged-chr2-101762037-3	chr2	101761890	101762213	+	0.000	0.000	Merged-chr2-101762037-3
Merged-chr11-21247881-35	chr11	21247451	21248486	+	0.000	0.000	Merged-chr11-21247881-35
Merged-chr3-59211912-10	chr3	59211722	59212086	+	0.000	0.000	Merged-chr3-59211912-10
Merged-chr13-33079670-11	chr13	33079463	33079840	+	0.000	0.000	Merged-chr13-33079670-11
Merged-chr6-97701586-2	chr6	97701463	97701711	+	0.000	0.000	Merged-chr6-97701586-2
Merged-chr3-107062583-69	chr3	107061940	107063027	+	0.000	0.000	Merged-chr3-107062583-69
Merged-chr7-110158240-4	chr7	110158092	110158380	+	0.000	0.000	Merged-chr7-110158240-4
Merged-chr1-134962675-67	chr1	134962401	134962946	+	0.000	0.000	Merged-chr1-134962675-67
Merged-chrX-167180082-68	chrX	167179838	167180323	+	0.000	0.000	Merged-chrX-167180082-68
Merged-chr6-51523607-1	chr6	51523509	51523707	+	0.000	0.000	Merged-chr6-51523607-1
Merged-chr12-99322326-28	chr12	99322138	99322578	+	0.000	0.000	Merged-chr12-99322326-28
Merged-chr13-108390764-33	chr13	108390544	108391116	+	0.000	0.000	Merged-chr13-108390764-33
Merged-chr4-107092472-5	chr4	107092351	107092633	+	0.000	0.000	Merged-chr4-107092472-5
Merged-chr7-88313151-1	chr7	88313053	88313251	+	0.000	0.000	Merged-chr7-88313151-1
Merged-chr13-53001580-15	chr13	53001317	53001860	+	0.000	0.000	Merged-chr13-53001580-15
Merged-chr7-75881350-132	chr7	75880629	75881922	+	0.000	0.000	Merged-chr7-75881350-132
Merged-chr16-10976349-23	chr16	10976064	10976593	+	0.000	0.000	Merged-chr16-10976349-23
Merged-chr1-130508777-21	chr1	130508591	130509024	+	0.000	0.000	Merged-chr1-130508777-21
Merged-chr2-158734922-4	chr2	158734757	158735089	+	0.000	0.000	Merged-chr2-158734922-4
Merged-chr6-51548940-2	chr6	51548793	51549090	+	0.000	0.000	Merged-chr6-51548940-2
Merged-chr17-35734690-16	chr17	35734481	35734910	+	0.000	0.000	Merged-chr17-35734690-16
Merged-chr11-94653913-50	chr11	94653708	94654131	+	0.000	0.000	Merged-chr11-94653913-50
Merged-chr8-95633517-53	chr8	95633177	95633846	+	0.000	0.000	Merged-chr8-95633517-53
Merged-chr7-100228193-13	chr7	100228017	100228428	+	0.000	0.000	Merged-chr7-100228193-13
Merged-chr13-13529373-51	chr13	13529128	13529649	+	0.000	0.000	Merged-chr13-13529373-51
Merged-chr9-114760553-12	chr9	114760375	114760735	+	0.000	0.000	Merged-chr9-114760553-12
Merged-chr3-79567170-4	chr3	79566961	79567352	+	0.000	0.000	Merged-chr3-79567170-4
Merged-chr8-122432082-1	chr8	122431984	122432182	+	0.000	0.000	Merged-chr8-122432082-1
Merged-chr1-92771493-5	chr1	92771369	92771634	+	0.000	0.000	Merged-chr1-92771493-5
Merged-chr5-66151385-60	chr5	66150985	66151747	+	0.000	0.000	Merged-chr5-66151385-60
Merged-chr18-89238329-52	chr18	89237985	89238795	+	0.000	0.000	Merged-chr18-89238329-52
Merged-chr4-138454597-56	chr4	138453981	138455168	+	0.000	0.000	Merged-chr4-138454597-56
Merged-chr6-57823201-33	chr6	57822911	57823503	+	0.000	0.000	Merged-chr6-57823201-33
Merged-chr11-114699717-26	chr11	114699515	114699874	+	0.000	0.000	Merged-chr11-114699717-26
Merged-chr18-66458667-92	chr18	66458402	66459103	+	0.000	0.000	Merged-chr18-66458667-92
Merged-chr11-107451487-58	chr11	107451069	107451861	+	0.000	0.000	Merged-chr11-107451487-58
Merged-chr5-146865737-22	chr5	146865516	146865963	+	0.000	0.000	Merged-chr5-146865737-22
Merged-chr4-134704159-76	chr4	134703721	134704556	+	0.000	0.000	Merged-chr4-134704159-76
Merged-chr6-113673197-18	chr6	113673025	113673382	+	0.000	0.000	Merged-chr6-113673197-18
Merged-chr15-75086540-31	chr15	75086421	75086727	+	0.000	0.000	Merged-chr15-75086540-31
Merged-chr4-156109901-53	chr4	156109600	156110126	+	0.000	0.000	Merged-chr4-156109901-53
Merged-chr17-12751004-39	chr17	12750726	12751284	+	0.000	0.000	Merged-chr17-12751004-39
Merged-chr2-101756112-111	chr2	101755774	101756416	+	0.000	0.000	Merged-chr2-101756112-111
Merged-chr15-78528885-1	chr15	78528787	78528985	+	0.000	0.000	Merged-chr15-78528885-1
Merged-chr4-11885026-32	chr4	11884815	11885245	+	0.000	0.000	Merged-chr4-11885026-32
Merged-chr17-86825181-1	chr17	86825083	86825281	+	0.000	0.000	Merged-chr17-86825181-1
Merged-chr1-170993303-2	chr1	170993205	170993403	+	0.000	0.000	Merged-chr1-170993303-2
Merged-chr13-41381704-103	chr13	41381371	41381952	+	0.000	0.000	Merged-chr13-41381704-103
Merged-chr19-41345427-47	chr19	41344995	41345763	+	0.000	0.000	Merged-chr19-41345427-47
Merged-chr4-3677925-1	chr4	3677827	3678025	+	0.000	0.000	Merged-chr4-3677925-1
Merged-chr10-77627731-24	chr10	77627506	77627953	+	0.000	0.000	Merged-chr10-77627731-24
Merged-chr5-138171224-13	chr5	138171031	138171362	+	0.000	0.000	Merged-chr5-138171224-13
Merged-chr1-85959041-3	chr1	85958943	85959141	+	0.000	0.000	Merged-chr1-85959041-3
Merged-chr9-83441063-64	chr9	83440804	83441381	+	0.000	0.000	Merged-chr9-83441063-64
Merged-chr9-114788883-8	chr9	114788730	114789052	+	0.000	0.000	Merged-chr9-114788883-8
Merged-chr2-18415586-18	chr2	18415376	18415906	+	0.000	0.000	Merged-chr2-18415586-18
Merged-chr2-18524516-29	chr2	18524329	18524770	+	0.000	0.000	Merged-chr2-18524516-29
Merged-chr1-120055701-50	chr1	120055489	120055942	+	0.000	0.000	Merged-chr1-120055701-50
Merged-chr2-152803348-34	chr2	152803162	152803601	+	0.000	0.000	Merged-chr2-152803348-34
Merged-chr8-35433894-19	chr8	35433691	35434167	+	0.000	0.000	Merged-chr8-35433894-19
