#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed
Merged-chr1-39981009-8	chr1	39980788	39981164	+	0.000	0.000	Merged-chr1-39981009-8
Merged-chr13-116723454-1	chr13	116723356	116723554	+	0.000	0.000	Merged-chr13-116723454-1
Merged-chr9-14273135-1	chr9	14273037	14273235	+	0.000	0.000	Merged-chr9-14273135-1
Merged-chr2-130449559-2	chr2	130449389	130449732	+	0.000	0.000	Merged-chr2-130449559-2
Merged-chr5-150599340-47	chr5	150598793	150599823	+	0.000	0.000	Merged-chr5-150599340-47
Merged-chr19-40831890-3	chr19	40831779	40832018	+	0.000	0.000	Merged-chr19-40831890-3
Merged-chr15-102721302-19	chr15	102721025	102721536	+	0.000	0.000	Merged-chr15-102721302-19
Merged-chr1-82870408-8	chr1	82870269	82870540	+	0.000	0.000	Merged-chr1-82870408-8
Merged-chr12-116028294-32	chr12	116028071	116028498	+	0.000	0.000	Merged-chr12-116028294-32
Merged-chr11-29560805-27	chr11	29560485	29561262	+	0.000	0.000	Merged-chr11-29560805-27
Merged-chr11-69846566-65	chr11	69846281	69846861	+	0.000	0.000	Merged-chr11-69846566-65
Merged-chr6-89360889-1	chr6	89360791	89360989	+	0.000	0.000	Merged-chr6-89360889-1
Merged-chr1-189008230-3	chr1	189008132	189008330	+	0.000	0.000	Merged-chr1-189008230-3
Merged-chr1-189883084-25	chr1	189882780	189883290	+	0.000	0.000	Merged-chr1-189883084-25
Merged-chr5-75527470-1	chr5	75527372	75527570	+	0.000	0.000	Merged-chr5-75527470-1
Merged-chr15-58732350-53	chr15	58731955	58732890	+	0.000	0.000	Merged-chr15-58732350-53
Merged-chr1-180329159-10	chr1	180328931	180329448	+	0.000	0.000	Merged-chr1-180329159-10
Merged-chr13-5215568-1	chr13	5215470	5215668	+	0.000	0.000	Merged-chr13-5215568-1
Merged-chr5-100637307-83	chr5	100636912	100637734	+	0.000	0.000	Merged-chr5-100637307-83
Merged-chrX-75764478-65	chrX	75764149	75764707	+	0.000	0.000	Merged-chrX-75764478-65
Merged-chr16-24186919-1	chr16	24186821	24187019	+	0.000	0.000	Merged-chr16-24186919-1
Merged-chr10-130325334-3	chr10	130325140	130325509	+	0.000	0.000	Merged-chr10-130325334-3
Merged-chr5-105696296-18	chr5	105696075	105696479	+	0.000	0.000	Merged-chr5-105696296-18
Merged-chr9-43240584-2	chr9	43240431	43240739	+	0.000	0.000	Merged-chr9-43240584-2
Merged-chr15-25984474-72	chr15	25984114	25984829	+	0.000	0.000	Merged-chr15-25984474-72
Merged-chr10-117688537-15	chr10	117688267	117688703	+	0.000	0.000	Merged-chr10-117688537-15
Merged-chr18-7867842-1	chr18	7867744	7867942	+	0.000	0.000	Merged-chr18-7867842-1
Merged-chr6-143832682-5	chr6	143832502	143832956	+	0.000	0.000	Merged-chr6-143832682-5
Merged-chr11-3185092-55	chr11	3184669	3185672	+	0.000	0.000	Merged-chr11-3185092-55
Merged-chr10-75667633-88	chr10	75667222	75668045	+	0.000	0.000	Merged-chr10-75667633-88
Merged-chr6-67535210-32	chr6	67534827	67535485	+	0.000	0.000	Merged-chr6-67535210-32
Merged-chr13-12395311-75	chr13	12394955	12395495	+	0.000	0.000	Merged-chr13-12395311-75
Merged-chr4-139599159-54	chr4	139598838	139599338	+	0.000	0.000	Merged-chr4-139599159-54
Merged-chr4-19569772-83	chr4	19569524	19570087	+	0.000	0.000	Merged-chr4-19569772-83
Merged-chr1-82893598-7	chr1	82893316	82893837	+	0.000	0.000	Merged-chr1-82893598-7
Merged-chr9-97068935-38	chr9	97068635	97069325	+	0.000	0.000	Merged-chr9-97068935-38
Merged-chr3-126628752-25	chr3	126628508	126629147	+	0.000	0.000	Merged-chr3-126628752-25
Merged-chr16-10767314-4	chr16	10767152	10767518	+	0.000	0.000	Merged-chr16-10767314-4
Merged-chr13-42093848-28	chr13	42093646	42094061	+	0.000	0.000	Merged-chr13-42093848-28
Merged-chr4-19569261-1	chr4	19569163	19569361	+	0.000	0.000	Merged-chr4-19569261-1
Merged-chr5-75034219-5	chr5	75034079	75034362	+	0.000	0.000	Merged-chr5-75034219-5
Merged-chr12-116000112-33	chr12	115999866	116000443	+	0.000	0.000	Merged-chr12-116000112-33
Merged-chr15-12375841-43	chr15	12375632	12376071	+	0.000	0.000	Merged-chr15-12375841-43
Merged-chr8-33482668-2	chr8	33482533	33482806	+	0.000	0.000	Merged-chr8-33482668-2
Merged-chr17-42883914-20	chr17	42883387	42884322	+	0.000	0.000	Merged-chr17-42883914-20
Merged-chr11-106723126-20	chr11	106722942	106723512	+	0.000	0.000	Merged-chr11-106723126-20
Merged-chr7-96920782-38	chr7	96920582	96920956	+	0.000	0.000	Merged-chr7-96920782-38
Merged-chr1-34831505-37	chr1	34831253	34831780	+	0.000	0.000	Merged-chr1-34831505-37
Merged-chr10-59964870-60	chr10	59964566	59965217	+	0.000	0.000	Merged-chr10-59964870-60
Merged-chr4-32352065-6	chr4	32351931	32352216	+	0.000	0.000	Merged-chr4-32352065-6
Merged-chr12-117586270-30	chr12	117586021	117586475	+	0.000	0.000	Merged-chr12-117586270-30
Merged-chr11-115955280-58	chr11	115954871	115955468	+	0.000	0.000	Merged-chr11-115955280-58
Merged-chr19-29418635-70	chr19	29418352	29418966	+	0.000	0.000	Merged-chr19-29418635-70
Merged-chr9-94614552-1	chr9	94614454	94614652	+	0.000	0.000	Merged-chr9-94614552-1
Merged-chr13-117023549-1	chr13	117023451	117023649	+	0.000	0.000	Merged-chr13-117023549-1
Merged-chr1-189871035-1	chr1	189870937	189871135	+	0.000	0.000	Merged-chr1-189871035-1
Merged-chr13-51846321-116	chr13	51845485	51846915	+	0.000	0.000	Merged-chr13-51846321-116
Merged-chr5-75484105-1	chr5	75484007	75484205	+	0.000	0.000	Merged-chr5-75484105-1
Merged-chr7-13024228-149	chr7	13023689	13024689	+	0.000	0.000	Merged-chr7-13024228-149
Merged-chr5-92353751-46	chr5	92353496	92354013	+	0.000	0.000	Merged-chr5-92353751-46
Merged-chr11-54844701-31	chr11	54844471	54844974	+	0.000	0.000	Merged-chr11-54844701-31
Merged-chr4-125124916-51	chr4	125124714	125125173	+	0.000	0.000	Merged-chr4-125124916-51
Merged-chr17-8239317-7	chr17	8239004	8239519	+	0.000	0.000	Merged-chr17-8239317-7
Merged-chr13-116884873-20	chr13	116884469	116885357	+	0.000	0.000	Merged-chr13-116884873-20
Merged-chr15-9575046-48	chr15	9574865	9575254	+	0.000	0.000	Merged-chr15-9575046-48
Merged-chr8-79398951-115	chr8	79398031	79399640	+	0.000	0.000	Merged-chr8-79398951-115
Merged-chr6-143830198-17	chr6	143829855	143830444	+	0.000	0.000	Merged-chr6-143830198-17
Merged-chr12-113212688-4	chr12	113212552	113212824	+	0.000	0.000	Merged-chr12-113212688-4
Merged-chr6-120978325-32	chr6	120978096	120978638	+	0.000	0.000	Merged-chr6-120978325-32
Merged-chrX-137049718-53	chrX	137049393	137049973	+	0.000	0.000	Merged-chrX-137049718-53
Merged-chr8-61540042-30	chr8	61539762	61540280	+	0.000	0.000	Merged-chr8-61540042-30
Merged-chrX-36903321-80	chrX	36902644	36903817	+	0.000	0.000	Merged-chrX-36903321-80
Merged-chr13-117283298-1	chr13	117283200	117283398	+	0.000	0.000	Merged-chr13-117283298-1
Merged-chr8-79060066-12	chr8	79059656	79060327	+	0.000	0.000	Merged-chr8-79060066-12
Merged-chrX-133887516-30	chrX	133887310	133887705	+	0.000	0.000	Merged-chrX-133887516-30
Merged-chr7-73529409-7	chr7	73529224	73529649	+	0.000	0.000	Merged-chr7-73529409-7
Merged-chr14-78273841-14	chr14	78273679	78274039	+	0.000	0.000	Merged-chr14-78273841-14
Merged-chr18-24305514-11	chr18	24305312	24305714	+	0.000	0.000	Merged-chr18-24305514-11
Merged-chr10-75666667-21	chr10	75666428	75667009	+	0.000	0.000	Merged-chr10-75666667-21
Merged-chr17-73821760-2	chr17	73821627	73821896	+	0.000	0.000	Merged-chr17-73821760-2
Merged-chr3-88513720-44	chr3	88513045	88514044	+	0.000	0.000	Merged-chr3-88513720-44
Merged-chr14-121738947-111	chr14	121738386	121739450	+	0.000	0.000	Merged-chr14-121738947-111
Merged-chr3-126831628-17	chr3	126831376	126831847	+	0.000	0.000	Merged-chr3-126831628-17
Merged-chr17-80762560-27	chr17	80762384	80762780	+	0.000	0.000	Merged-chr17-80762560-27
Merged-chr6-143838453-2	chr6	143838307	143838601	+	0.000	0.000	Merged-chr6-143838453-2
Merged-chr10-111378501-63	chr10	111377953	111378983	+	0.000	0.000	Merged-chr10-111378501-63
Merged-chr1-188980258-48	chr1	188979912	188980523	+	0.000	0.000	Merged-chr1-188980258-48
Merged-chr4-139602785-16	chr4	139602596	139603036	+	0.000	0.000	Merged-chr4-139602785-16
Merged-chr15-100182405-6	chr15	100182307	100182506	+	0.000	0.000	Merged-chr15-100182405-6
Merged-chr14-121712229-13	chr14	121711918	121712562	+	0.000	0.000	Merged-chr14-121712229-13
Merged-chr11-3101899-4	chr11	3101801	3101999	+	0.000	0.000	Merged-chr11-3101899-4
Merged-chr2-68436038-76	chr2	68435367	68436328	+	0.000	0.000	Merged-chr2-68436038-76
Merged-chr4-152117699-6	chr4	152117545	152117857	+	0.000	0.000	Merged-chr4-152117699-6
Merged-chr8-126539798-23	chr8	126539576	126540035	+	0.000	0.000	Merged-chr8-126539798-23
Merged-chr8-33483137-2	chr8	33483015	33483262	+	0.000	0.000	Merged-chr8-33483137-2
Merged-chr9-40350871-8	chr9	40350751	40351004	+	0.000	0.000	Merged-chr9-40350871-8
Merged-chr14-54894532-1	chr14	54894434	54894632	+	0.000	0.000	Merged-chr14-54894532-1
Merged-chr12-69501974-43	chr12	69501730	69502315	+	0.000	0.000	Merged-chr12-69501974-43
Merged-chr2-158450129-3	chr2	158450019	158450236	+	0.000	0.000	Merged-chr2-158450129-3
Merged-chr5-52786683-41	chr5	52786469	52787002	+	0.000	0.000	Merged-chr5-52786683-41
Merged-chr13-4712896-2	chr13	4712775	4713020	+	0.000	0.000	Merged-chr13-4712896-2
Merged-chr15-31452943-2	chr15	31452794	31453095	+	0.000	0.000	Merged-chr15-31452943-2
Merged-chr7-123084747-69	chr7	123084547	123085016	+	0.000	0.000	Merged-chr7-123084747-69
Merged-chr13-117025711-44	chr13	117025533	117025970	+	0.000	0.000	Merged-chr13-117025711-44
Merged-chr13-3634138-58	chr13	3633876	3634381	+	0.000	0.000	Merged-chr13-3634138-58
Merged-chr6-144190387-4	chr6	144190259	144190509	+	0.000	0.000	Merged-chr6-144190387-4
Merged-chr6-144332292-25	chr6	144331952	144332689	+	0.000	0.000	Merged-chr6-144332292-25
Merged-chr4-65444952-1	chr4	65444854	65445052	+	0.000	0.000	Merged-chr4-65444952-1
Merged-chr2-37703369-89	chr2	37703045	37703751	+	0.000	0.000	Merged-chr2-37703369-89
Merged-chr9-114507598-34	chr9	114507169	114507885	+	0.000	0.000	Merged-chr9-114507598-34
Merged-chr10-30656775-1	chr10	30656677	30656875	+	0.000	0.000	Merged-chr10-30656775-1
Merged-chr11-4319029-17	chr11	4318559	4319379	+	0.000	0.000	Merged-chr11-4319029-17
Merged-chrX-134751230-54	chrX	134750947	134751540	+	0.000	0.000	Merged-chrX-134751230-54
Merged-chr1-173423098-2	chr1	173422977	173423222	+	0.000	0.000	Merged-chr1-173423098-2
Merged-chr1-136345006-2	chr1	136344892	136345123	+	0.000	0.000	Merged-chr1-136345006-2
Merged-chr11-99136684-32	chr11	99136446	99136913	+	0.000	0.000	Merged-chr11-99136684-32
Merged-chr6-145303796-48	chr6	145303537	145303976	+	0.000	0.000	Merged-chr6-145303796-48
Merged-chr8-94012464-75	chr8	94012128	94012914	+	0.000	0.000	Merged-chr8-94012464-75
Merged-chr11-3141764-10	chr11	3141533	3141921	+	0.000	0.000	Merged-chr11-3141764-10
Merged-chr14-51913534-68	chr14	51913122	51913830	+	0.000	0.000	Merged-chr14-51913534-68
Merged-chr9-43238844-1	chr9	43238746	43238944	+	0.000	0.000	Merged-chr9-43238844-1
Merged-chr6-38810070-95	chr6	38809822	38810428	+	0.000	0.000	Merged-chr6-38810070-95
Merged-chr1-23935168-46	chr1	23934938	23935596	+	0.000	0.000	Merged-chr1-23935168-46
Merged-chr6-144902713-143	chr6	144902440	144902926	+	0.000	0.000	Merged-chr6-144902713-143
Merged-chr1-127320105-13	chr1	127319894	127320276	+	0.000	0.000	Merged-chr1-127320105-13
Merged-chr13-51886128-52	chr13	51885915	51886454	+	0.000	0.000	Merged-chr13-51886128-52
Merged-chrX-134585795-59	chrX	134585571	134586056	+	0.000	0.000	Merged-chrX-134585795-59
Merged-chr1-132010988-72	chr1	132010726	132011376	+	0.000	0.000	Merged-chr1-132010988-72
Merged-chr19-44078434-18	chr19	44078214	44078669	+	0.000	0.000	Merged-chr19-44078434-18
Merged-chr1-191326224-91	chr1	191325916	191326473	+	0.000	0.000	Merged-chr1-191326224-91
Merged-chr1-189922190-68	chr1	189921904	189922538	+	0.000	0.000	Merged-chr1-189922190-68
Merged-chr5-52783183-56	chr5	52782943	52783421	+	0.000	0.000	Merged-chr5-52783183-56
Merged-chr2-16551082-1	chr2	16550984	16551182	+	0.000	0.000	Merged-chr2-16551082-1
Merged-chr6-144130277-1	chr6	144130179	144130377	+	0.000	0.000	Merged-chr6-144130277-1
Merged-chr2-130689284-3	chr2	130689170	130689396	+	0.000	0.000	Merged-chr2-130689284-3
Merged-chr14-122700825-21	chr14	122700620	122701105	+	0.000	0.000	Merged-chr14-122700825-21
Merged-chr2-37702611-3	chr2	37702450	37702743	+	0.000	0.000	Merged-chr2-37702611-3
Merged-chr5-105800443-1	chr5	105800345	105800543	+	0.000	0.000	Merged-chr5-105800443-1
Merged-chr15-91673188-51	chr15	91672898	91673660	+	0.000	0.000	Merged-chr15-91673188-51
Merged-chr8-126720855-1	chr8	126720757	126720955	+	0.000	0.000	Merged-chr8-126720855-1
Merged-chr2-77280140-2	chr2	77280031	77280252	+	0.000	0.000	Merged-chr2-77280140-2
Merged-chr6-134567359-2	chr6	134567261	134567459	+	0.000	0.000	Merged-chr6-134567359-2
Merged-chr13-58213937-15	chr13	58213771	58214065	+	0.000	0.000	Merged-chr13-58213937-15
Merged-chr18-64931407-12	chr18	64931187	64931686	+	0.000	0.000	Merged-chr18-64931407-12
Merged-chr1-189006419-18	chr1	189006222	189006764	+	0.000	0.000	Merged-chr1-189006419-18
Merged-chr15-100145354-14	chr15	100145170	100145540	+	0.000	0.000	Merged-chr15-100145354-14
Merged-chr5-65102762-27	chr5	65102419	65103226	+	0.000	0.000	Merged-chr5-65102762-27
Merged-chr17-84183642-1	chr17	84183544	84183742	+	0.000	0.000	Merged-chr17-84183642-1
Merged-chr17-8239854-1	chr17	8239756	8239954	+	0.000	0.000	Merged-chr17-8239854-1
Merged-chr14-31414970-54	chr14	31414644	31415391	+	0.000	0.000	Merged-chr14-31414970-54
Merged-chr17-57188930-47	chr17	57188754	57189177	+	0.000	0.000	Merged-chr17-57188930-47
Merged-chr6-89439047-1	chr6	89438949	89439147	+	0.000	0.000	Merged-chr6-89439047-1
Merged-chr2-32694192-49	chr2	32694003	32694381	+	0.000	0.000	Merged-chr2-32694192-49
Merged-chr14-105176952-137	chr14	105176449	105177233	+	0.000	0.000	Merged-chr14-105176952-137
Merged-chr9-5311572-34	chr9	5311281	5311831	+	0.000	0.000	Merged-chr9-5311572-34
Merged-chr12-78356695-8	chr12	78356467	78356872	+	0.000	0.000	Merged-chr12-78356695-8
Merged-chr10-130330917-51	chr10	130330709	130331174	+	0.000	0.000	Merged-chr10-130330917-51
Merged-chr2-68436653-2	chr2	68436530	68436778	+	0.000	0.000	Merged-chr2-68436653-2
Merged-chr2-26623162-26	chr2	26622917	26623358	+	0.000	0.000	Merged-chr2-26623162-26
Merged-chr8-126673229-3	chr8	126673075	126673415	+	0.000	0.000	Merged-chr8-126673229-3
Merged-chr9-7897799-25	chr9	7897502	7897997	+	0.000	0.000	Merged-chr9-7897799-25
Merged-chr8-79029406-228	chr8	79028001	79030887	+	0.000	0.000	Merged-chr8-79029406-228
Merged-chrX-134746637-15	chrX	134746416	134746825	+	0.000	0.000	Merged-chrX-134746637-15
Merged-chr10-117571495-58	chr10	117571282	117571706	+	0.000	0.000	Merged-chr10-117571495-58
Merged-chr3-123506114-2	chr3	123505967	123506263	+	0.000	0.000	Merged-chr3-123506114-2
Merged-chr18-41863369-1	chr18	41863271	41863469	+	0.000	0.000	Merged-chr18-41863369-1
Merged-chr1-105463592-2	chr1	105463444	105463743	+	0.000	0.000	Merged-chr1-105463592-2
Merged-chr4-53159835-57	chr4	53159405	53160141	+	0.000	0.000	Merged-chr4-53159835-57
Merged-chr11-79125955-8	chr11	79125774	79126145	+	0.000	0.000	Merged-chr11-79125955-8
Merged-chr5-75601161-1	chr5	75601063	75601261	+	0.000	0.000	Merged-chr5-75601161-1
Merged-chr8-88631262-2	chr8	88631135	88631392	+	0.000	0.000	Merged-chr8-88631262-2
Merged-chr9-62343848-45	chr9	62343044	62344294	+	0.000	0.000	Merged-chr9-62343848-45
Merged-chr7-80032517-2	chr7	80032417	80032620	+	0.000	0.000	Merged-chr7-80032517-2
Merged-chr5-105239792-56	chr5	105239428	105240089	+	0.000	0.000	Merged-chr5-105239792-56
Merged-chr2-13224767-22	chr2	13224568	13225132	+	0.000	0.000	Merged-chr2-13224767-22
Merged-chr15-12313413-17	chr15	12313223	12313634	+	0.000	0.000	Merged-chr15-12313413-17
Merged-chr13-116797748-1	chr13	116797650	116797848	+	0.000	0.000	Merged-chr13-116797748-1
Merged-chr9-14174390-13	chr9	14174092	14174756	+	0.000	0.000	Merged-chr9-14174390-13
Merged-chr1-138571231-16	chr1	138570944	138571460	+	0.000	0.000	Merged-chr1-138571231-16
Merged-chr7-13025033-4	chr7	13024914	13025151	+	0.000	0.000	Merged-chr7-13025033-4
Merged-chr14-24779334-63	chr14	24779027	24779713	+	0.000	0.000	Merged-chr14-24779334-63
Merged-chr5-105239288-1	chr5	105239190	105239388	+	0.000	0.000	Merged-chr5-105239288-1
Merged-chr7-81343707-1	chr7	81343609	81343807	+	0.000	0.000	Merged-chr7-81343707-1
Merged-chr7-35754427-56	chr7	35754196	35754608	+	0.000	0.000	Merged-chr7-35754427-56
Merged-chr13-117227502-2	chr13	117227371	117227635	+	0.000	0.000	Merged-chr13-117227502-2
Merged-chr8-61425459-4	chr8	61425229	61425726	+	0.000	0.000	Merged-chr8-61425459-4
Merged-chr5-105699890-8	chr5	105699736	105700052	+	0.000	0.000	Merged-chr5-105699890-8
Merged-chr10-30810990-49	chr10	30810725	30811195	+	0.000	0.000	Merged-chr10-30810990-49
Merged-chr10-30810407-1	chr10	30810309	30810507	+	0.000	0.000	Merged-chr10-30810407-1
Merged-chr7-127895657-49	chr7	127895389	127896115	+	0.000	0.000	Merged-chr7-127895657-49
Merged-chr7-19326423-25	chr7	19326128	19326710	+	0.000	0.000	Merged-chr7-19326423-25
Merged-chr11-79064524-6	chr11	79064325	79064721	+	0.000	0.000	Merged-chr11-79064524-6
Merged-chr5-150595349-1	chr5	150595251	150595449	+	0.000	0.000	Merged-chr5-150595349-1
Merged-chr7-24268316-1	chr7	24268218	24268416	+	0.000	0.000	Merged-chr7-24268316-1
Merged-chr1-105543373-21	chr1	105543112	105543733	+	0.000	0.000	Merged-chr1-105543373-21
Merged-chr11-99124711-4	chr11	99124599	99124854	+	0.000	0.000	Merged-chr11-99124711-4
Merged-chr9-48980590-7	chr9	48980320	48980806	+	0.000	0.000	Merged-chr9-48980590-7
Merged-chr9-106474749-4	chr9	106474640	106474877	+	0.000	0.000	Merged-chr9-106474749-4
Merged-chr6-145285757-35	chr6	145285318	145286110	+	0.000	0.000	Merged-chr6-145285757-35
Merged-chr4-32388354-27	chr4	32388177	32388525	+	0.000	0.000	Merged-chr4-32388354-27
Merged-chr9-43239710-28	chr9	43239328	43240108	+	0.000	0.000	Merged-chr9-43239710-28
Merged-chr9-43242516-24	chr9	43242294	43242802	+	0.000	0.000	Merged-chr9-43242516-24
Merged-chr10-19167953-53	chr10	19167621	19168218	+	0.000	0.000	Merged-chr10-19167953-53
Merged-chr5-100674272-64	chr5	100673808	100674690	+	0.000	0.000	Merged-chr5-100674272-64
Merged-chr11-32015031-2	chr11	32014930	32015135	+	0.000	0.000	Merged-chr11-32015031-2
Merged-chr8-34964798-1	chr8	34964700	34964898	+	0.000	0.000	Merged-chr8-34964798-1
Merged-chr15-59174617-3	chr15	59174465	59174768	+	0.000	0.000	Merged-chr15-59174617-3
Merged-chr11-116354750-2	chr11	116354633	116354870	+	0.000	0.000	Merged-chr11-116354750-2
Merged-chr10-108301034-32	chr10	108300828	108301294	+	0.000	0.000	Merged-chr10-108301034-32
Merged-chr14-118691606-2	chr14	118691508	118691706	+	0.000	0.000	Merged-chr14-118691606-2
Merged-chr3-122984427-120	chr3	122984199	122984723	+	0.000	0.000	Merged-chr3-122984427-120
Merged-chr6-17851443-16	chr6	17851104	17851786	+	0.000	0.000	Merged-chr6-17851443-16
Merged-chr10-30654288-2	chr10	30654170	30654408	+	0.000	0.000	Merged-chr10-30654288-2
Merged-chr13-100108112-61	chr13	100107921	100108379	+	0.000	0.000	Merged-chr13-100108112-61
Merged-chr11-98741365-3	chr11	98741267	98741465	+	0.000	0.000	Merged-chr11-98741365-3
Merged-chr9-94620464-1	chr9	94620366	94620564	+	0.000	0.000	Merged-chr9-94620464-1
Merged-chr16-90279320-12	chr16	90279195	90279461	+	0.000	0.000	Merged-chr16-90279320-12
Merged-chr4-16159748-7	chr4	16159602	16159902	+	0.000	0.000	Merged-chr4-16159748-7
Merged-chr17-3082332-197	chr17	3082009	3082685	+	0.000	0.000	Merged-chr17-3082332-197
Merged-chr1-82901993-1	chr1	82901895	82902093	+	0.000	0.000	Merged-chr1-82901993-1
Merged-chr7-79721597-45	chr7	79721336	79722019	+	0.000	0.000	Merged-chr7-79721597-45
Merged-chr7-73595384-59	chr7	73595081	73595733	+	0.000	0.000	Merged-chr7-73595384-59
Merged-chr15-31455611-30	chr15	31454881	31456046	+	0.000	0.000	Merged-chr15-31455611-30
Merged-chr16-95999409-48	chr16	95999167	95999621	+	0.000	0.000	Merged-chr16-95999409-48
Merged-chr16-91549017-7	chr16	91548811	91549202	+	0.000	0.000	Merged-chr16-91549017-7
Merged-chr6-134042034-12	chr6	134041817	134042286	+	0.000	0.000	Merged-chr6-134042034-12
Merged-chr11-4318297-27	chr11	4318007	4318534	+	0.000	0.000	Merged-chr11-4318297-27
Merged-chr16-24092313-3	chr16	24092184	24092429	+	0.000	0.000	Merged-chr16-24092313-3
Merged-chr14-14347275-2	chr14	14347147	14347405	+	0.000	0.000	Merged-chr14-14347275-2
Merged-chr2-150451435-66	chr2	150451001	150451737	+	0.000	0.000	Merged-chr2-150451435-66
Merged-chr14-103350207-1	chr14	103350109	103350307	+	0.000	0.000	Merged-chr14-103350207-1
Merged-chr8-34965490-78	chr8	34965126	34965916	+	0.000	0.000	Merged-chr8-34965490-78
Merged-chr1-180303799-22	chr1	180303563	180303975	+	0.000	0.000	Merged-chr1-180303799-22
Merged-chr19-29454284-53	chr19	29454089	29454626	+	0.000	0.000	Merged-chr19-29454284-53
Merged-chr15-12425356-11	chr15	12425188	12425503	+	0.000	0.000	Merged-chr15-12425356-11
Merged-chr1-173432561-56	chr1	173432349	173432802	+	0.000	0.000	Merged-chr1-173432561-56
Merged-chr11-79057153-11	chr11	79056971	79057335	+	0.000	0.000	Merged-chr11-79057153-11
Merged-chr7-35729754-35	chr7	35729552	35729956	+	0.000	0.000	Merged-chr7-35729754-35
Merged-chr6-128888363-11	chr6	128888191	128888543	+	0.000	0.000	Merged-chr6-128888363-11
Merged-chr17-15715029-65	chr17	15714494	15715566	+	0.000	0.000	Merged-chr17-15715029-65
Merged-chr18-53937531-41	chr18	53937334	53937821	+	0.000	0.000	Merged-chr18-53937531-41
Merged-chr8-15011224-110	chr8	15010211	15012300	+	0.000	0.000	Merged-chr8-15011224-110
Merged-chr1-55406748-7	chr1	55406612	55406891	+	0.000	0.000	Merged-chr1-55406748-7
Merged-chr14-121916227-99	chr14	121915638	121916587	+	0.000	0.000	Merged-chr14-121916227-99
