#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR2009--MA0591.1.Bach1::Mafk	chr10	119218694	119218708	+	0.000	0.000	Merged-chr10-119218704-23
NR3034--MA0089.1.MAFG::NFE2L1	chr12	54353155	54353160	-	0.000	0.000	Merged-chr12-54353201-29
NR3410--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR14032--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR8788--MA0089.1.MAFG::NFE2L1	chr3	9767229	9767234	+	0.000	0.000	Merged-chr3-9767219-17
NR2700--MA0501.1.MAF::NFE2	chr11	103774034	103774048	-	0.000	0.000	Merged-chr11-103774005-26
NR3653--MA0496.2.MAFK	chr13	29805497	29805515	+	0.000	0.000	Merged-chr13-29805422-4
NR5909--MA0496.2.MAFK	chr16	75903185	75903203	-	0.000	0.000	Merged-chr16-75903251-33
NR13910--MA0591.1.Bach1::Mafk	chr8	111624160	111624174	-	0.000	0.000	Merged-chr8-111624206-14
NR708--MA0089.1.MAFG::NFE2L1	chr1	131108737	131108742	-	0.000	0.000	Merged-chr1-131108920-12
NR3594--MA0501.1.MAF::NFE2	chr13	18820906	18820920	+	0.000	0.000	Merged-chr13-18820828-2
NR3215--MA0495.2.MAFF	chr12	91642828	91642848	+	0.000	0.000	Merged-chr12-91642897-8
NR11245--MA0089.1.MAFG::NFE2L1	chr5	112488431	112488436	-	0.000	0.000	Merged-chr5-112488536-19
NR14115--MA0591.1.Bach1::Mafk	chr9	14248440	14248454	+	0.000	0.000	Merged-chr9-14248366-20
NR442--MA0501.1.MAF::NFE2	chr1	87132001	87132015	-	0.000	0.000	Merged-chr1-87131942-1
NR11710--MA0495.2.MAFF	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR14288--MA0591.1.Bach1::Mafk	chr9	48444053	48444067	-	0.000	0.000	Merged-chr9-48444071-7
NR11547--MA0089.1.MAFG::NFE2L1	chr6	15726641	15726646	+	0.000	0.000	Merged-chr6-15726718-35
NR5092--MA0117.2.Mafb	chr15	31602665	31602676	-	0.000	0.000	Merged-chr15-31602700-2
NR3490--MA0659.1.MAFG	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR5607--MA0117.2.Mafb	chr16	29837300	29837311	-	0.000	0.000	Merged-chr16-29837368-7
NR10217--MA0501.1.MAF::NFE2	chr4	106841850	106841864	+	0.000	0.000	Merged-chr4-106841993-21
NR13417--MA0591.1.Bach1::Mafk	chr8	14968203	14968217	-	0.000	0.000	Merged-chr8-14968096-34
NR14771--MA0117.2.Mafb	chr9	120130060	120130071	-	0.000	0.000	Merged-chr9-120130104-3
NR10871--MA0495.2.MAFF	chr5	53401309	53401329	-	0.000	0.000	Merged-chr5-53401251-38
NR9223--MA0089.1.MAFG::NFE2L1	chr3	96198476	96198481	+	0.000	0.000	Merged-chr3-96198410-32
NR5670--MA0089.1.MAFG::NFE2L1	chr16	36477130	36477135	+	0.000	0.000	Merged-chr16-36477048-49
NR8696--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR9310--MA0089.1.MAFG::NFE2L1	chr3	108767465	108767470	+	0.000	0.000	Merged-chr3-108767545-22
NR11192--MA0501.1.MAF::NFE2	chr5	105798641	105798655	-	0.000	0.000	Merged-chr5-105798670-49
NR10401--MA0089.1.MAFG::NFE2L1	chr4	133185424	133185429	-	0.000	0.000	Merged-chr4-133185402-47
NR7302--MA0501.1.MAF::NFE2	chr19	32523872	32523886	-	0.000	0.000	Merged-chr19-32523975-16
NR6120--MA0089.1.MAFG::NFE2L1	chr17	5138740	5138745	-	0.000	0.000	Merged-chr17-5138884-51
NR4748--MA0496.2.MAFK	chr14	73472444	73472462	+	0.000	0.000	Merged-chr14-73472602-8
NR3593--MA0591.1.Bach1::Mafk	chr13	18820903	18820917	+	0.000	0.000	Merged-chr13-18820828-2
NR12634--MA0591.1.Bach1::Mafk	chr7	28677039	28677053	+	0.000	0.000	Merged-chr7-28677170-43
NR2933--MA0117.2.Mafb	chr12	32144742	32144753	+	0.000	0.000	Merged-chr12-32144696-20
NR13779--MA0501.1.MAF::NFE2	chr8	91464144	91464158	-	0.000	0.000	Merged-chr8-91464120-6
NR6947--MA0501.1.MAF::NFE2	chr18	68052876	68052890	-	0.000	0.000	Merged-chr18-68052962-20
NR692--MA0501.1.MAF::NFE2	chr1	128772711	128772725	-	0.000	0.000	Merged-chr1-128772538-19
NR6948--MA0117.2.Mafb	chr18	68234736	68234747	+	0.000	0.000	Merged-chr18-68234781-25
NR7467--MA0496.2.MAFK	chr2	6379052	6379070	+	0.000	0.000	Merged-chr2-6378947-26
NR4742--MA0591.1.Bach1::Mafk	chr14	73472446	73472460	+	0.000	0.000	Merged-chr14-73472602-8
NR8003--MA0089.1.MAFG::NFE2L1	chr2	93759409	93759414	-	0.000	0.000	Merged-chr2-93759368-15
NR9134--MA0089.1.MAFG::NFE2L1	chr3	88337499	88337504	-	0.000	0.000	Merged-chr3-88337526-21
NR6811--MA0089.1.MAFG::NFE2L1	chr18	46745918	46745923	-	0.000	0.000	Merged-chr18-46745860-44
NR12776--MA0089.1.MAFG::NFE2L1	chr7	63957251	63957256	-	0.000	0.000	Merged-chr7-63957418-17
NR5593--MA0591.1.Bach1::Mafk	chr16	25563643	25563657	-	0.000	0.000	Merged-chr16-25563601-5
NR2273--MA0496.2.MAFK	chr11	31824816	31824834	-	0.000	0.000	Merged-chr11-31824780-24
NR13718--MA0501.1.MAF::NFE2	chr8	83131938	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR6843--MA0496.2.MAFK	chr18	54822971	54822989	-	0.000	0.000	Merged-chr18-54822886-30
NR139--MA0089.1.MAFG::NFE2L1	chr1	36883862	36883867	-	0.000	0.000	Merged-chr1-36883943-16
NR13817--MA0089.1.MAFG::NFE2L1	chr8	95672944	95672949	-	0.000	0.000	Merged-chr8-95673039-19
NR1866--MA0117.2.Mafb	chr10	94689338	94689349	-	0.000	0.000	Merged-chr10-94689288-1
NR4678--MA0089.1.MAFG::NFE2L1	chr14	67674648	67674653	+	0.000	0.000	Merged-chr14-67674822-11
NR5619--MA0496.2.MAFK	chr16	30676265	30676283	+	0.000	0.000	Merged-chr16-30676152-12
NR7977--MA0591.1.Bach1::Mafk	chr2	90528312	90528326	-	0.000	0.000	Merged-chr2-90528384-23
NR13904--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR3005--MA0496.2.MAFK	chr12	41565895	41565913	-	0.000	0.000	Merged-chr12-41565825-5
NR792--MA0089.1.MAFG::NFE2L1	chr1	143340429	143340434	-	0.000	0.000	Merged-chr1-143340474-1
NR10245--MA0501.1.MAF::NFE2	chr4	109471196	109471210	-	0.000	0.000	Merged-chr4-109471151-19
NR9447--MA0501.1.MAF::NFE2	chr3	126570836	126570850	+	0.000	0.000	Merged-chr3-126570904-20
NR1408--MA0495.2.MAFF	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR13124--MA0089.1.MAFG::NFE2L1	chr7	118056431	118056436	+	0.000	0.000	Merged-chr7-118056413-3
NR12171--MA0501.1.MAF::NFE2	chr6	118099638	118099652	+	0.000	0.000	Merged-chr6-118099551-27
NR10775--MA0117.2.Mafb	chr5	32950849	32950860	-	0.000	0.000	Merged-chr5-32950856-18
NR4008--MA0659.1.MAFG	chr13	90101751	90101771	-	0.000	0.000	Merged-chr13-90101603-11
NR3302--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR690--MA0089.1.MAFG::NFE2L1	chr1	128771028	128771033	+	0.000	0.000	Merged-chr1-128770934-28
NR12288--MA0501.1.MAF::NFE2	chr6	128902117	128902131	-	0.000	0.000	Merged-chr6-128902189-21
NR5592--MA0089.1.MAFG::NFE2L1	chr16	25563625	25563630	+	0.000	0.000	Merged-chr16-25563601-5
NR10793--MA0117.2.Mafb	chr5	36140663	36140674	-	0.000	0.000	Merged-chr5-36140594-4
NR4010--MA0496.2.MAFK	chr13	90101752	90101770	-	0.000	0.000	Merged-chr13-90101603-11
NR5561--MA0496.2.MAFK	chr16	22661303	22661321	-	0.000	0.000	Merged-chr16-22661270-2
NR733--MA0501.1.MAF::NFE2	chr1	133146154	133146168	+	0.000	0.000	Merged-chr1-133146237-29
NR7978--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR12067--MA0495.2.MAFF	chr6	108341176	108341196	+	0.000	0.000	Merged-chr6-108341032-57
NR3742--MA0659.1.MAFG	chr13	44420069	44420089	-	0.000	0.000	Merged-chr13-44420007-1
NR13901--MA0501.1.MAF::NFE2	chr8	111449823	111449837	-	0.000	0.000	Merged-chr8-111449964-18
NR7879--MA0089.1.MAFG::NFE2L1	chr2	76421649	76421654	-	0.000	0.000	Merged-chr2-76421582-29
NR13324--MA0089.1.MAFG::NFE2L1	chr7	140329884	140329889	-	0.000	0.000	Merged-chr7-140329792-16
NR5415--MA0089.1.MAFG::NFE2L1	chr15	94476217	94476222	+	0.000	0.000	Merged-chr15-94476156-15
NR7929--MA0496.2.MAFK	chr2	83700796	83700814	-	0.000	0.000	Merged-chr2-83700891-43
NR2999--MA0501.1.MAF::NFE2	chr12	41090047	41090061	+	0.000	0.000	Merged-chr12-41090116-16
NR11383--MA0591.1.Bach1::Mafk	chr5	140151481	140151495	+	0.000	0.000	Merged-chr5-140151320-8
NR1674--MA0117.2.Mafb	chr10	75170480	75170491	-	0.000	0.000	Merged-chr10-75170572-27
NR4243--MA0496.2.MAFK	chr13	113418360	113418378	-	0.000	0.000	Merged-chr13-113418245-6
NR13953--MA0501.1.MAF::NFE2	chr8	117395305	117395319	-	0.000	0.000	Merged-chr8-117395323-13
NR14552--MA0591.1.Bach1::Mafk	chr9	96773199	96773213	-	0.000	0.000	Merged-chr9-96773309-49
NR4017--MA0117.2.Mafb	chr13	91038242	91038253	-	0.000	0.000	Merged-chr13-91038224-15
NR11641--MA0089.1.MAFG::NFE2L1	chr6	31286575	31286580	+	0.000	0.000	Merged-chr6-31286530-8
NR12758--MA0501.1.MAF::NFE2	chr7	58500903	58500917	-	0.000	0.000	Merged-chr7-58501010-19
NR7562--MA0089.1.MAFG::NFE2L1	chr2	25620596	25620601	-	0.000	0.000	Merged-chr2-25620603-21
NR1788--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR10448--MA0591.1.Bach1::Mafk	chr4	140601232	140601246	+	0.000	0.000	Merged-chr4-140601329-15
NR3745--MA0089.1.MAFG::NFE2L1	chr13	44771017	44771022	-	0.000	0.000	Merged-chr13-44771057-26
NR691--MA0495.2.MAFF	chr1	128772711	128772731	+	0.000	0.000	Merged-chr1-128772538-19
NR10476--MA0659.1.MAFG	chr4	144916721	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR7607--MA0496.2.MAFK	chr2	32181555	32181573	-	0.000	0.000	Merged-chr2-32181600-13
NR10449--MA0501.1.MAF::NFE2	chr4	140601235	140601249	+	0.000	0.000	Merged-chr4-140601329-15
NR13148--MA0089.1.MAFG::NFE2L1	chr7	120125175	120125180	-	0.000	0.000	Merged-chr7-120125003-37
NR222--MA0089.1.MAFG::NFE2L1	chr1	55429302	55429307	-	0.000	0.000	Merged-chr1-55429096-8
NR6676--MA0117.2.Mafb	chr18	13013812	13013823	-	0.000	0.000	Merged-chr18-13013955-24
NR7645--MA0117.2.Mafb	chr2	38610375	38610386	+	0.000	0.000	Merged-chr2-38610347-16
NR11919--MA0591.1.Bach1::Mafk	chr6	83478913	83478927	-	0.000	0.000	Merged-chr6-83478852-15
NR9400--MA0591.1.Bach1::Mafk	chr3	121600593	121600607	-	0.000	0.000	Merged-chr3-121600632-14
NR7762--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR6553--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR7271--MA0089.1.MAFG::NFE2L1	chr19	23447456	23447461	+	0.000	0.000	Merged-chr19-23447568-37
NR1361--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR6115--MA0495.2.MAFF	chr17	5126119	5126139	-	0.000	0.000	Merged-chr17-5126157-22
NR4741--MA0495.2.MAFF	chr14	73472443	73472463	-	0.000	0.000	Merged-chr14-73472602-8
NR12781--MA0117.2.Mafb	chr7	64122535	64122546	-	0.000	0.000	Merged-chr7-64122484-38
NR11450--MA0591.1.Bach1::Mafk	chr5	147063450	147063464	-	0.000	0.000	Merged-chr5-147063758-85
NR9558--MA0089.1.MAFG::NFE2L1	chr3	139024638	139024643	+	0.000	0.000	Merged-chr3-139024771-15
NR6117--MA0659.1.MAFG	chr17	5126119	5126139	-	0.000	0.000	Merged-chr17-5126157-22
NR3638--MA0495.2.MAFF	chr13	28551868	28551888	-	0.000	0.000	Merged-chr13-28551845-49
NR447--MA0117.2.Mafb	chr1	88742494	88742505	-	0.000	0.000	Merged-chr1-88742519-16
NR14470--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR4965--MA0495.2.MAFF	chr14	119227930	119227950	-	0.000	0.000	Merged-chr14-119227938-9
NR4106--MA0089.1.MAFG::NFE2L1	chr13	103412676	103412681	-	0.000	0.000	Merged-chr13-103412841-15
NR13045--MA0501.1.MAF::NFE2	chr7	110109321	110109335	+	0.000	0.000	Merged-chr7-110109267-48
NR9615--MA0659.1.MAFG	chr3	146063412	146063432	-	0.000	0.000	Merged-chr3-146063322-20
NR348--MA0089.1.MAFG::NFE2L1	chr1	74784280	74784285	-	0.000	0.000	Merged-chr1-74784432-23
NR8325--MA0089.1.MAFG::NFE2L1	chr2	132497709	132497714	-	0.000	0.000	Merged-chr2-132497706-22
NR12796--MA0089.1.MAFG::NFE2L1	chr7	68250580	68250585	-	0.000	0.000	Merged-chr7-68250535-42
NR11363--MA0495.2.MAFF	chr5	136550856	136550876	-	0.000	0.000	Merged-chr5-136550897-14
NR1391--MA0495.2.MAFF	chr10	21659609	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR7491--MA0591.1.Bach1::Mafk	chr2	11651686	11651700	+	0.000	0.000	Merged-chr2-11651673-28
NR8832--MA0591.1.Bach1::Mafk	chr3	27209973	27209987	+	0.000	0.000	Merged-chr3-27210053-38
NR9861--MA0117.2.Mafb	chr4	41295680	41295691	-	0.000	0.000	Merged-chr4-41295781-15
NR2753--MA0501.1.MAF::NFE2	chr11	109434793	109434807	-	0.000	0.000	Merged-chr11-109434619-26
NR6277--MA0591.1.Bach1::Mafk	chr17	32023270	32023284	-	0.000	0.000	Merged-chr17-32023327-13
NR10904--MA0496.2.MAFK	chr5	58084108	58084126	-	0.000	0.000	Merged-chr5-58084122-29
NR8760--MA0496.2.MAFK	chr2	180227844	180227862	-	0.000	0.000	Merged-chr2-180227803-24
NR6846--MA0501.1.MAF::NFE2	chr18	54860910	54860924	+	0.000	0.000	Merged-chr18-54860804-67
NR3580--MA0501.1.MAF::NFE2	chr13	13493568	13493582	+	0.000	0.000	Merged-chr13-13493678-12
NR9944--MA0496.2.MAFK	chr4	57295322	57295340	-	0.000	0.000	Merged-chr4-57295265-18
NR477--MA0495.2.MAFF	chr1	91626307	91626327	-	0.000	0.000	Merged-chr1-91626193-21
NR7471--MA0117.2.Mafb	chr2	8870328	8870339	-	0.000	0.000	Merged-chr2-8870300-9
NR6793--MA0591.1.Bach1::Mafk	chr18	43393488	43393502	-	0.000	0.000	Merged-chr18-43393382-40
NR4648--MA0501.1.MAF::NFE2	chr14	61770866	61770880	+	0.000	0.000	Merged-chr14-61770762-4
NR13520--MA0089.1.MAFG::NFE2L1	chr8	46420722	46420727	+	0.000	0.000	Merged-chr8-46420639-16
NR11837--MA0591.1.Bach1::Mafk	chr6	67668303	67668317	-	0.000	0.000	Merged-chr6-67668321-12
NR904--MA0117.2.Mafb	chr1	157039063	157039074	+	0.000	0.000	Merged-chr1-157039058-34
NR3683--MA0495.2.MAFF	chr13	36203199	36203219	-	0.000	0.000	Merged-chr13-36203222-10
NR5939--MA0495.2.MAFF	chr16	77644507	77644527	+	0.000	0.000	Merged-chr16-77644361-24
NR11465--MA0501.1.MAF::NFE2	chr5	149160699	149160713	-	0.000	0.000	Merged-chr5-149160687-30
NR5636--MA0501.1.MAF::NFE2	chr16	32972774	32972788	+	0.000	0.000	Merged-chr16-32972762-21
NR2253--MA0495.2.MAFF	chr11	23570306	23570326	-	0.000	0.000	Merged-chr11-23570355-13
NR12026--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR13308--MA0501.1.MAF::NFE2	chr7	138886412	138886426	-	0.000	0.000	Merged-chr7-138886601-6
NR11302--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR114--MA0496.2.MAFK	chr1	33454542	33454560	+	0.000	0.000	Merged-chr1-33454547-11
NR54--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR11878--MA0089.1.MAFG::NFE2L1	chr6	73210625	73210630	+	0.000	0.000	Merged-chr6-73210689-51
NR8323--MA0089.1.MAFG::NFE2L1	chr2	132282172	132282177	+	0.000	0.000	Merged-chr2-132282020-68
NR1129--MA0089.1.MAFG::NFE2L1	chr1	184060600	184060605	+	0.000	0.000	Merged-chr1-184060676-8
NR10479--MA0496.2.MAFK	chr4	144916722	144916740	+	0.000	0.000	Merged-chr4-144916675-7
NR12113--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR5214--MA0591.1.Bach1::Mafk	chr15	58750245	58750259	-	0.000	0.000	Merged-chr15-58750240-28
NR13306--MA0495.2.MAFF	chr7	138886412	138886432	+	0.000	0.000	Merged-chr7-138886601-6
NR4195--MA0591.1.Bach1::Mafk	chr13	112288318	112288332	+	0.000	0.000	Merged-chr13-112288360-131
NR4871--MA0496.2.MAFK	chr14	101470025	101470043	-	0.000	0.000	Merged-chr14-101470106-24
NR5863--MA0495.2.MAFF	chr16	65351162	65351182	+	0.000	0.000	Merged-chr16-65351191-13
NR5220--MA0089.1.MAFG::NFE2L1	chr15	59542055	59542060	+	0.000	0.000	Merged-chr15-59542049-14
NR10298--MA0659.1.MAFG	chr4	118078607	118078627	-	0.000	0.000	Merged-chr4-118078644-25
NR11732--MA0591.1.Bach1::Mafk	chr6	54107480	54107494	+	0.000	0.000	Merged-chr6-54107486-10
NR12415--MA0089.1.MAFG::NFE2L1	chr6	140548147	140548152	+	0.000	0.000	Merged-chr6-140548189-34
NR7899--MA0089.1.MAFG::NFE2L1	chr2	79698315	79698320	+	0.000	0.000	Merged-chr2-79698404-21
NR8678--MA0659.1.MAFG	chr2	172977503	172977523	-	0.000	0.000	Merged-chr2-172977593-131
NR9554--MA0089.1.MAFG::NFE2L1	chr3	138746828	138746833	-	0.000	0.000	Merged-chr3-138746730-15
NR9063--MA0089.1.MAFG::NFE2L1	chr3	79270093	79270098	+	0.000	0.000	Merged-chr3-79270045-21
NR11561--MA0089.1.MAFG::NFE2L1	chr6	17479042	17479047	+	0.000	0.000	Merged-chr6-17478988-3
NR8878--MA0591.1.Bach1::Mafk	chr3	35802320	35802334	+	0.000	0.000	Merged-chr3-35802225-4
NR7986--MA0089.1.MAFG::NFE2L1	chr2	91835340	91835345	+	0.000	0.000	Merged-chr2-91835374-51
NR3209--MA0495.2.MAFF	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604478-1
NR9104--MA0591.1.Bach1::Mafk	chr3	84570962	84570976	+	0.000	0.000	Merged-chr3-84570776-21
NR6942--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR7016--MA0089.1.MAFG::NFE2L1	chr18	75489514	75489519	-	0.000	0.000	Merged-chr18-75489446-39
NR13554--MA0117.2.Mafb	chr8	61410928	61410939	-	0.000	0.000	Merged-chr8-61410967-8
NR2158--MA0089.1.MAFG::NFE2L1	chr11	4642395	4642400	+	0.000	0.000	Merged-chr11-4642323-2
NR2539--MA0591.1.Bach1::Mafk	chr11	75541182	75541196	-	0.000	0.000	Merged-chr11-75541431-19
NR5997--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR12792--MA0089.1.MAFG::NFE2L1	chr7	67631087	67631092	+	0.000	0.000	Merged-chr7-67631020-23
NR4883--MA0089.1.MAFG::NFE2L1	chr14	102824911	102824916	+	0.000	0.000	Merged-chr14-102824882-6
NR665--MA0591.1.Bach1::Mafk	chr1	125390341	125390355	+	0.000	0.000	Merged-chr1-125390190-80
NR11663--MA0501.1.MAF::NFE2	chr6	37723514	37723528	+	0.000	0.000	Merged-chr6-37723494-25
NR11149--MA0495.2.MAFF	chr5	103367068	103367088	-	0.000	0.000	Merged-chr5-103367276-46
NR11920--MA0501.1.MAF::NFE2	chr6	83478910	83478924	-	0.000	0.000	Merged-chr6-83478852-15
NR8523--MA0089.1.MAFG::NFE2L1	chr2	156278897	156278902	-	0.000	0.000	Merged-chr2-156278789-33
NR8680--MA0496.2.MAFK	chr2	172977504	172977522	-	0.000	0.000	Merged-chr2-172977593-131
NR4735--MA0501.1.MAF::NFE2	chr14	72983603	72983617	+	0.000	0.000	Merged-chr14-72983519-34
NR4594--MA0089.1.MAFG::NFE2L1	chr14	53763004	53763009	+	0.000	0.000	Merged-chr14-53763076-10
NR9864--MA0496.2.MAFK	chr4	41295741	41295759	+	0.000	0.000	Merged-chr4-41295781-15
NR14001--MA0591.1.Bach1::Mafk	chr8	124658004	124658018	+	0.000	0.000	Merged-chr8-124658101-13
NR12030--MA0117.2.Mafb	chr6	100255567	100255578	+	0.000	0.000	Merged-chr6-100255672-12
NR11108--MA0089.1.MAFG::NFE2L1	chr5	98186477	98186482	+	0.000	0.000	Merged-chr5-98186387-9
NR5559--MA0591.1.Bach1::Mafk	chr16	22661305	22661319	-	0.000	0.000	Merged-chr16-22661270-2
NR2836--MA0089.1.MAFG::NFE2L1	chr11	120981028	120981033	+	0.000	0.000	Merged-chr11-120981125-9
NR3765--MA0089.1.MAFG::NFE2L1	chr13	45884989	45884994	-	0.000	0.000	Merged-chr13-45885080-29
NR1491--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR12500--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR6837--MA0495.2.MAFF	chr18	54822970	54822990	+	0.000	0.000	Merged-chr18-54822886-30
NR11270--MA0089.1.MAFG::NFE2L1	chr5	117922301	117922306	-	0.000	0.000	Merged-chr5-117922248-35
NR6073--MA0117.2.Mafb	chr16	95152145	95152156	-	0.000	0.000	Merged-chr16-95151987-32
NR4417--MA0089.1.MAFG::NFE2L1	chr14	25378132	25378137	+	0.000	0.000	Merged-chr14-25378352-94
NR12122--MA0496.2.MAFK	chr6	114905020	114905038	+	0.000	0.000	Merged-chr6-114905018-60
NR1227--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR4547--MA0117.2.Mafb	chr14	45038235	45038246	+	0.000	0.000	Merged-chr14-45038197-18
NR939--MA0495.2.MAFF	chr1	162773892	162773912	-	0.000	0.000	Merged-chr1-162773825-31
NR14216--MA0591.1.Bach1::Mafk	chr9	37242636	37242650	-	0.000	0.000	Merged-chr9-37242651-16
NR10778--MA0591.1.Bach1::Mafk	chr5	34430984	34430998	+	0.000	0.000	Merged-chr5-34430803-28
NR9444--MA0495.2.MAFF	chr3	126570830	126570850	-	0.000	0.000	Merged-chr3-126570904-20
NR16--MA0089.1.MAFG::NFE2L1	chr1	13052456	13052461	+	0.000	0.000	Merged-chr1-13052356-32
NR169--MA0495.2.MAFF	chr1	43139746	43139766	+	0.000	0.000	Merged-chr1-43139813-33
NR3663--MA0089.1.MAFG::NFE2L1	chr13	30831528	30831533	-	0.000	0.000	Merged-chr13-30831512-31
NR12008--MA0117.2.Mafb	chr6	98105382	98105393	-	0.000	0.000	Merged-chr6-98105536-59
NR10246--MA0501.1.MAF::NFE2	chr4	109665339	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR5132--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR13933--MA0089.1.MAFG::NFE2L1	chr8	115568586	115568591	-	0.000	0.000	Merged-chr8-115568627-19
NR5157--MA0089.1.MAFG::NFE2L1	chr15	44364115	44364120	-	0.000	0.000	Merged-chr15-44364254-41
NR14528--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR9110--MA0117.2.Mafb	chr3	84732098	84732109	+	0.000	0.000	Merged-chr3-84732134-27
NR6085--MA0495.2.MAFF	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR14199--MA0496.2.MAFK	chr9	34996152	34996170	-	0.000	0.000	Merged-chr9-34996088-18
NR4241--MA0501.1.MAF::NFE2	chr13	113418359	113418373	-	0.000	0.000	Merged-chr13-113418245-6
NR10569--MA0089.1.MAFG::NFE2L1	chr4	152313301	152313306	-	0.000	0.000	Merged-chr4-152313382-29
NR941--MA0501.1.MAF::NFE2	chr1	162773898	162773912	+	0.000	0.000	Merged-chr1-162773825-31
NR2804--MA0496.2.MAFK	chr11	117194554	117194572	+	0.000	0.000	Merged-chr11-117194632-5
NR11123--MA0501.1.MAF::NFE2	chr5	100823556	100823570	+	0.000	0.000	Merged-chr5-100823471-2
NR8621--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR13116--MA0117.2.Mafb	chr7	116715386	116715397	-	0.000	0.000	Merged-chr7-116715582-45
NR13369--MA0591.1.Bach1::Mafk	chr8	8343193	8343207	-	0.000	0.000	Merged-chr8-8343206-7
NR9550--MA0089.1.MAFG::NFE2L1	chr3	137961940	137961945	+	0.000	0.000	Merged-chr3-137962071-28
NR2256--MA0501.1.MAF::NFE2	chr11	23570312	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR12808--MA0495.2.MAFF	chr7	73517587	73517607	-	0.000	0.000	Merged-chr7-73517689-25
NR10077--MA0496.2.MAFK	chr4	88110179	88110197	+	0.000	0.000	Merged-chr4-88110065-14
NR7220--MA0501.1.MAF::NFE2	chr19	17124506	17124520	+	0.000	0.000	Merged-chr19-17124535-16
NR7907--MA0089.1.MAFG::NFE2L1	chr2	80579631	80579636	-	0.000	0.000	Merged-chr2-80579477-19
NR734--MA0501.1.MAF::NFE2	chr1	133146148	133146162	-	0.000	0.000	Merged-chr1-133146237-29
NR2957--MA0495.2.MAFF	chr12	36363882	36363902	+	0.000	0.000	Merged-chr12-36363919-6
