#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR4889--MA1421.1.TCF7L1	chr5	107754915	107754926	-	0.000	0.000	Merged-chr5-107754930-37
NR6260--MA0523.1.TCF7L2	chr9	70310227	70310240	-	0.000	0.000	Merged-chr9-70310142-32
NR6304--MA0523.1.TCF7L2	chr9	80318138	80318151	-	0.000	0.000	Merged-chr9-80318250-48
NR393--MA1421.1.TCF7L1	chr1	177667278	177667289	+	0.000	0.000	Merged-chr1-177667213-17
NR3361--MA0523.1.TCF7L2	chr2	6547508	6547521	-	0.000	0.000	Merged-chr2-6547586-22
NR1570--MA0769.1.Tcf7	chr13	5806325	5806336	+	0.000	0.000	Merged-chr13-5806398-17
NR3553--MA1421.1.TCF7L1	chr2	83745486	83745497	-	0.000	0.000	Merged-chr2-83745257-69
NR3060--MA0523.1.TCF7L2	chr18	56711196	56711209	-	0.000	0.000	Merged-chr18-56711213-24
NR2969--MA0769.1.Tcf7	chr17	88480582	88480593	-	0.000	0.000	Merged-chr17-88480530-23
NR5081--MA1421.1.TCF7L1	chr6	34364727	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR4513--MA0523.1.TCF7L2	chr4	133298710	133298723	-	0.000	0.000	Merged-chr4-133298699-41
NR3938--MA0769.1.Tcf7	chr3	61368939	61368950	-	0.000	0.000	Merged-chr3-61368860-22
NR2199--MA0769.1.Tcf7	chr14	118828073	118828084	+	0.000	0.000	Merged-chr14-118827968-19
NR3538--MA0523.1.TCF7L2	chr2	78860080	78860093	+	0.000	0.000	Merged-chr2-78860154-39
NR342--MA1421.1.TCF7L1	chr1	161761746	161761757	+	0.000	0.000	Merged-chr1-161761657-43
NR3310--MA0523.1.TCF7L2	chr19	55792729	55792742	-	0.000	0.000	Merged-chr19-55792789-50
NR1221--MA0769.1.Tcf7	chr11	121777144	121777155	-	0.000	0.000	Merged-chr11-121777303-26
NR3074--MA0769.1.Tcf7	chr18	60375876	60375887	-	0.000	0.000	Merged-chr18-60375896-42
NR5933--MA1421.1.TCF7L1	chr8	81491125	81491136	+	0.000	0.000	Merged-chr8-81491083-2
NR5440--MA0523.1.TCF7L2	chr7	4613910	4613923	-	0.000	0.000	Merged-chr7-4614138-46
NR4055--MA1421.1.TCF7L1	chr3	108644997	108645008	-	0.000	0.000	Merged-chr3-108645070-17
NR3275--MA0523.1.TCF7L2	chr19	38934989	38935002	-	0.000	0.000	Merged-chr19-38934925-15
NR4164--MA0769.1.Tcf7	chr3	137998812	137998823	-	0.000	0.000	Merged-chr3-137998842-44
NR2636--MA0523.1.TCF7L2	chr16	70421259	70421272	-	0.000	0.000	Merged-chr16-70421204-38
NR5874--MA0523.1.TCF7L2	chr8	46543319	46543332	-	0.000	0.000	Merged-chr8-46543326-23
NR1785--MA0523.1.TCF7L2	chr13	101866942	101866955	-	0.000	0.000	Merged-chr13-101867000-14
NR1360--MA0769.1.Tcf7	chr12	81780110	81780121	+	0.000	0.000	Merged-chr12-81780116-20
NR232--MA0523.1.TCF7L2	chr1	133012465	133012478	+	0.000	0.000	Merged-chr1-133012523-20
NR5254--MA0769.1.Tcf7	chr6	101359851	101359862	-	0.000	0.000	Merged-chr6-101359900-41
NR4004--MA1421.1.TCF7L1	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR213--MA0769.1.Tcf7	chr1	127796578	127796589	-	0.000	0.000	Merged-chr1-127796546-56
NR4388--MA0769.1.Tcf7	chr4	89302313	89302324	-	0.000	0.000	Merged-chr4-89302202-17
NR6462--MA0523.1.TCF7L2	chr9	118731056	118731069	-	0.000	0.000	Merged-chr9-118731153-14
NR2346--MA1421.1.TCF7L1	chr15	66818809	66818820	-	0.000	0.000	Merged-chr15-66818844-13
NR325--MA0769.1.Tcf7	chr1	159938619	159938630	+	0.000	0.000	Merged-chr1-159938641-24
NR6205--MA0523.1.TCF7L2	chr9	52075566	52075579	-	0.000	0.000	Merged-chr9-52075566-6
NR4294--MA0769.1.Tcf7	chr4	31941744	31941755	+	0.000	0.000	Merged-chr4-31941792-10
NR4972--MA0523.1.TCF7L2	chr5	140871436	140871449	-	0.000	0.000	Merged-chr5-140871418-38
NR5847--MA1421.1.TCF7L1	chr8	25625527	25625538	-	0.000	0.000	Merged-chr8-25625343-73
NR3587--MA1421.1.TCF7L1	chr2	101979162	101979173	-	0.000	0.000	Merged-chr2-101979094-60
NR2455--MA0523.1.TCF7L2	chr15	95826726	95826739	-	0.000	0.000	Merged-chr15-95826706-34
NR2674--MA0769.1.Tcf7	chr16	84982746	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR544--MA1421.1.TCF7L1	chr10	41620211	41620222	+	0.000	0.000	Merged-chr10-41620205-22
NR5885--MA1421.1.TCF7L1	chr8	57477163	57477174	-	0.000	0.000	Merged-chr8-57477126-15
NR1347--MA0523.1.TCF7L2	chr12	76950384	76950397	+	0.000	0.000	Merged-chr12-76950525-26
NR2580--MA0769.1.Tcf7	chr16	50201857	50201868	+	0.000	0.000	Merged-chr16-50201808-40
NR5994--MA0523.1.TCF7L2	chr8	111771939	111771952	-	0.000	0.000	Merged-chr8-111771953-9
NR4381--MA1421.1.TCF7L1	chr4	88079061	88079072	-	0.000	0.000	Merged-chr4-88079193-33
NR3518--MA0769.1.Tcf7	chr2	70922738	70922749	+	0.000	0.000	Merged-chr2-70922738-17
NR3081--MA0523.1.TCF7L2	chr18	61479977	61479990	+	0.000	0.000	Merged-chr18-61480035-15
NR5872--MA1421.1.TCF7L1	chr8	41334274	41334285	-	0.000	0.000	Merged-chr8-41334366-24
NR4162--MA1421.1.TCF7L1	chr3	137998812	137998823	-	0.000	0.000	Merged-chr3-137998842-44
NR3894--MA0769.1.Tcf7	chr3	22040806	22040817	+	0.000	0.000	Merged-chr3-22040885-32
NR5935--MA0769.1.Tcf7	chr8	81492050	81492061	-	0.000	0.000	Merged-chr8-81491835-29
