#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR57287--MA0493.1.Klf1	chr7	80313821	80313831	+	0.000	0.000	Merged-chr7-80313815-9
NR22092--MA0741.1.KLF16	chr15	76199485	76199495	+	0.000	0.000	Merged-chr15-76199609-68
NR49203--MA1107.1.KLF9	chr5	112239690	112239702	-	0.000	0.000	Merged-chr5-112239781-12
NR53761--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR54209--MA0039.3.KLF4	chr6	131276844	131276854	-	0.000	0.000	Merged-chr6-131276753-31
NR11866--MA1107.1.KLF9	chr11	100770750	100770762	-	0.000	0.000	Merged-chr11-100770914-54
NR61472--MA0493.1.Klf1	chr8	84024604	84024614	+	0.000	0.000	Merged-chr8-84024491-4
NR51210--MA0741.1.KLF16	chr5	148769453	148769463	+	0.000	0.000	Merged-chr5-148769647-40
NR56786--MA0740.1.KLF14	chr7	55890160	55890173	+	0.000	0.000	Merged-chr7-55890160-26
NR45636--MA1107.1.KLF9	chr4	138033650	138033662	-	0.000	0.000	Merged-chr4-138033707-13
NR10613--MA0742.1.Klf12	chr11	73132360	73132374	+	0.000	0.000	Merged-chr11-73132319-6
NR67104--MA0740.1.KLF14	chrX	12977811	12977824	-	0.000	0.000	Merged-chrX-12977868-18
NR62450--MA0493.1.Klf1	chr8	115232563	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR10240--MA0599.1.KLF5	chr11	64116917	64116926	-	0.000	0.000	Merged-chr11-64116814-48
NR64750--MA1107.1.KLF9	chr9	69458368	69458380	+	0.000	0.000	Merged-chr9-69458326-40
NR845--MA0039.3.KLF4	chr1	60875403	60875413	-	0.000	0.000	Merged-chr1-60875356-55
NR775--MA0599.1.KLF5	chr1	59180246	59180255	+	0.000	0.000	Merged-chr1-59180254-19
NR48116--MA0740.1.KLF14	chr5	74404327	74404340	-	0.000	0.000	Merged-chr5-74404312-40
NR23192--MA0742.1.Klf12	chr15	99009038	99009052	+	0.000	0.000	Merged-chr15-99008995-43
NR66334--MA0039.3.KLF4	chr9	114794666	114794676	-	0.000	0.000	Merged-chr9-114794637-24
NR52671--MA0599.1.KLF5	chr6	72957842	72957851	-	0.000	0.000	Merged-chr6-72957924-4
NR6785--MA0599.1.KLF5	chr10	81404955	81404964	-	0.000	0.000	Merged-chr10-81405013-4
NR52239--MA0741.1.KLF16	chr6	52474034	52474044	+	0.000	0.000	Merged-chr6-52474009-12
NR34865--MA1107.1.KLF9	chr2	75119359	75119371	-	0.000	0.000	Merged-chr2-75119235-19
NR61226--MA0493.1.Klf1	chr8	72163006	72163016	+	0.000	0.000	Merged-chr8-72162977-17
NR66021--MA1107.1.KLF9	chr9	108104925	108104937	+	0.000	0.000	Merged-chr9-108105008-23
NR49226--MA0741.1.KLF16	chr5	112301910	112301920	+	0.000	0.000	Merged-chr5-112301937-36
NR63746--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR53827--MA1107.1.KLF9	chr6	120199684	120199696	+	0.000	0.000	Merged-chr6-120199707-32
NR27890--MA0493.1.Klf1	chr17	56906551	56906561	-	0.000	0.000	Merged-chr17-56906416-18
NR64048--MA0493.1.Klf1	chr9	46151677	46151687	+	0.000	0.000	Merged-chr9-46151705-34
NR6878--MA1107.1.KLF9	chr10	83330559	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR31894--MA0742.1.Klf12	chr19	33164688	33164702	-	0.000	0.000	Merged-chr19-33164881-15
NR15224--MA0599.1.KLF5	chr12	111810006	111810015	+	0.000	0.000	Merged-chr12-111809959-15
NR65932--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR14054--MA0741.1.KLF16	chr12	76889981	76889991	+	0.000	0.000	Merged-chr12-76889803-12
NR53752--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR9015--MA1107.1.KLF9	chr11	10276402	10276414	-	0.000	0.000	Merged-chr11-10276392-45
NR185--MA0741.1.KLF16	chr1	21870789	21870799	+	0.000	0.000	Merged-chr1-21870806-15
NR65070--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR34759--MA0599.1.KLF5	chr2	72997222	72997231	-	0.000	0.000	Merged-chr2-72997142-44
NR61234--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR40103--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR2772--MA0741.1.KLF16	chr1	153320184	153320194	-	0.000	0.000	Merged-chr1-153320307-48
NR49473--MA0599.1.KLF5	chr5	115516815	115516824	-	0.000	0.000	Merged-chr5-115516638-85
NR1121--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR26219--MA0599.1.KLF5	chr17	19435239	19435248	+	0.000	0.000	Merged-chr17-19435269-18
NR43424--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR56789--MA0599.1.KLF5	chr7	55890161	55890170	+	0.000	0.000	Merged-chr7-55890160-26
NR36182--MA0599.1.KLF5	chr2	128392481	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR3054--MA0493.1.Klf1	chr1	159813016	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR2153--MA0741.1.KLF16	chr1	131049359	131049369	+	0.000	0.000	Merged-chr1-131049436-17
NR22418--MA1107.1.KLF9	chr15	80590880	80590892	-	0.000	0.000	Merged-chr15-80590747-44
NR8009--MA0742.1.Klf12	chr10	117969951	117969965	-	0.000	0.000	Merged-chr10-117970017-9
NR31757--MA0740.1.KLF14	chr19	27967766	27967779	-	0.000	0.000	Merged-chr19-27967760-35
NR19494--MA0599.1.KLF5	chr14	55913577	55913586	+	0.000	0.000	Merged-chr14-55913661-13
NR57753--MA0493.1.Klf1	chr7	98797415	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR37525--MA0740.1.KLF14	chr2	164828985	164828998	+	0.000	0.000	Merged-chr2-164829091-12
NR40124--MA0740.1.KLF14	chr3	101748387	101748400	+	0.000	0.000	Merged-chr3-101748481-44
NR59038--MA0599.1.KLF5	chr7	128051105	128051114	+	0.000	0.000	Merged-chr7-128050955-25
NR43533--MA0741.1.KLF16	chr4	83321984	83321994	+	0.000	0.000	Merged-chr4-83321868-23
NR14347--MA0742.1.Klf12	chr12	86310092	86310106	+	0.000	0.000	Merged-chr12-86310059-67
NR49418--MA0039.3.KLF4	chr5	114667636	114667646	-	0.000	0.000	Merged-chr5-114667670-56
NR3048--MA0742.1.Klf12	chr1	159813012	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR3058--MA1107.1.KLF9	chr1	159813014	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR40102--MA1107.1.KLF9	chr3	101570874	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR1345--MA0599.1.KLF5	chr1	85720671	85720680	-	0.000	0.000	Merged-chr1-85720773-26
NR33427--MA0493.1.Klf1	chr2	26312942	26312952	+	0.000	0.000	Merged-chr2-26313010-11
NR11651--MA0039.3.KLF4	chr11	97719140	97719150	-	0.000	0.000	Merged-chr11-97719070-35
NR56519--MA0039.3.KLF4	chr7	45120441	45120451	-	0.000	0.000	Merged-chr7-45120364-12
NR23194--MA0039.3.KLF4	chr15	99009040	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR19381--MA1107.1.KLF9	chr14	54146702	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR39434--MA0599.1.KLF5	chr3	84772125	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR28757--MA0599.1.KLF5	chr17	86760417	86760426	-	0.000	0.000	Merged-chr17-86760300-15
NR19852--MA0741.1.KLF16	chr14	67911776	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR40429--MA1107.1.KLF9	chr3	108727617	108727629	-	0.000	0.000	Merged-chr3-108727524-22
NR35991--MA1107.1.KLF9	chr2	122673094	122673106	+	0.000	0.000	Merged-chr2-122673136-39
NR4148--MA1107.1.KLF9	chr1	184908648	184908660	+	0.000	0.000	Merged-chr1-184908710-36
NR39869--MA0741.1.KLF16	chr3	95995718	95995728	+	0.000	0.000	Merged-chr3-95995619-1
NR57752--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR47645--MA0657.1.KLF13	chr5	53605576	53605593	-	0.000	0.000	Merged-chr5-53605625-25
NR12193--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR56558--MA0741.1.KLF16	chr7	45338245	45338255	-	0.000	0.000	Merged-chr7-45338434-19
NR64514--MA0493.1.Klf1	chr9	63740775	63740785	+	0.000	0.000	Merged-chr9-63740717-42
NR44328--MA0493.1.Klf1	chr4	116701028	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR31136--MA0741.1.KLF16	chr19	4294650	4294660	+	0.000	0.000	Merged-chr19-4294616-52
NR31991--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR45011--MA0599.1.KLF5	chr4	130914277	130914286	+	0.000	0.000	Merged-chr4-130914232-60
NR37800--MA0493.1.Klf1	chr2	168429752	168429762	+	0.000	0.000	Merged-chr2-168429700-17
NR3537--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR555--MA1107.1.KLF9	chr1	43442413	43442425	+	0.000	0.000	Merged-chr1-43442506-4
NR39424--MA1107.1.KLF9	chr3	84630924	84630936	-	0.000	0.000	Merged-chr3-84630888-13
NR52666--MA1107.1.KLF9	chr6	72841927	72841939	+	0.000	0.000	Merged-chr6-72841906-9
NR47905--MA0741.1.KLF16	chr5	67155755	67155765	+	0.000	0.000	Merged-chr5-67155759-12
NR21597--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR45749--MA0741.1.KLF16	chr4	140833016	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR43403--MA0741.1.KLF16	chr4	62630047	62630057	-	0.000	0.000	Merged-chr4-62630130-56
NR56579--MA0599.1.KLF5	chr7	45510479	45510488	+	0.000	0.000	Merged-chr7-45510367-63
NR21024--MA1107.1.KLF9	chr15	3264549	3264561	-	0.000	0.000	Merged-chr15-3264546-21
NR61602--MA1107.1.KLF9	chr8	84982951	84982963	-	0.000	0.000	Merged-chr8-84982804-9
NR56787--MA0657.1.KLF13	chr7	55890159	55890176	+	0.000	0.000	Merged-chr7-55890160-26
NR28761--MA0493.1.Klf1	chr17	86760407	86760417	-	0.000	0.000	Merged-chr17-86760300-15
NR28896--MA0599.1.KLF5	chr17	88654068	88654077	-	0.000	0.000	Merged-chr17-88654141-3
NR14349--MA0493.1.Klf1	chr12	86310092	86310102	+	0.000	0.000	Merged-chr12-86310059-67
NR56533--MA0742.1.Klf12	chr7	45182348	45182362	-	0.000	0.000	Merged-chr7-45182369-38
NR35195--MA0493.1.Klf1	chr2	91527379	91527389	+	0.000	0.000	Merged-chr2-91527310-1
NR11344--MA0599.1.KLF5	chr11	88951049	88951058	+	0.000	0.000	Merged-chr11-88951020-7
NR64738--MA0493.1.Klf1	chr9	69092609	69092619	-	0.000	0.000	Merged-chr9-69092509-18
NR24611--MA0039.3.KLF4	chr16	52230260	52230270	-	0.000	0.000	Merged-chr16-52230114-26
NR323--MA0493.1.Klf1	chr1	36274541	36274551	+	0.000	0.000	Merged-chr1-36274584-22
NR15219--MA1107.1.KLF9	chr12	111599107	111599119	-	0.000	0.000	Merged-chr12-111599080-10
NR14633--MA0740.1.KLF14	chr12	100928454	100928467	-	0.000	0.000	Merged-chr12-100928517-22
NR40126--MA0599.1.KLF5	chr3	101748388	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR9915--MA0039.3.KLF4	chr11	57669657	57669667	-	0.000	0.000	Merged-chr11-57669677-39
NR34460--MA0741.1.KLF16	chr2	65022880	65022890	-	0.000	0.000	Merged-chr2-65022793-47
NR12988--MA1107.1.KLF9	chr11	121712893	121712905	+	0.000	0.000	Merged-chr11-121712816-9
NR33495--MA0599.1.KLF5	chr2	27487406	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR37788--MA0741.1.KLF16	chr2	167975658	167975668	+	0.000	0.000	Merged-chr2-167975780-28
NR53766--MA0741.1.KLF16	chr6	119217776	119217786	+	0.000	0.000	Merged-chr6-119217771-9
NR63492--MA0599.1.KLF5	chr9	21328060	21328069	-	0.000	0.000	Merged-chr9-21328115-58
NR33804--MA0599.1.KLF5	chr2	32493475	32493484	-	0.000	0.000	Merged-chr2-32493543-52
NR11219--MA0599.1.KLF5	chr11	87086866	87086875	+	0.000	0.000	Merged-chr11-87086757-45
NR21262--MA0493.1.Klf1	chr15	25858908	25858918	-	0.000	0.000	Merged-chr15-25858776-25
NR16151--MA0740.1.KLF14	chr13	42049195	42049208	-	0.000	0.000	Merged-chr13-42049130-34
NR57208--MA0599.1.KLF5	chr7	79752089	79752098	-	0.000	0.000	Merged-chr7-79752237-9
NR49374--MA1107.1.KLF9	chr5	114116643	114116655	+	0.000	0.000	Merged-chr5-114116772-8
NR18981--MA1107.1.KLF9	chr14	33099300	33099312	+	0.000	0.000	Merged-chr14-33099452-34
NR55815--MA1107.1.KLF9	chr7	25205021	25205033	+	0.000	0.000	Merged-chr7-25204950-1
NR13524--MA0599.1.KLF5	chr12	41040128	41040137	-	0.000	0.000	Merged-chr12-41040097-12
NR67358--MA1107.1.KLF9	chrX	48433392	48433404	+	0.000	0.000	Merged-chrX-48433621-61
NR40144--MA0599.1.KLF5	chr3	102755937	102755946	-	0.000	0.000	Merged-chr3-102756086-59
NR63246--MA0599.1.KLF5	chr8	128420725	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR10123--MA0039.3.KLF4	chr11	60937985	60937995	-	0.000	0.000	Merged-chr11-60937827-26
NR26045--MA0599.1.KLF5	chr17	12165332	12165341	-	0.000	0.000	Merged-chr17-12165459-54
NR423--MA0742.1.Klf12	chr1	39196987	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR40116--MA1107.1.KLF9	chr3	101588934	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR61177--MA1107.1.KLF9	chr8	71665601	71665613	-	0.000	0.000	Merged-chr8-71665590-47
NR58450--MA0599.1.KLF5	chr7	117406360	117406369	-	0.000	0.000	Merged-chr7-117406595-16
NR26927--MA0599.1.KLF5	chr17	32635180	32635189	+	0.000	0.000	Merged-chr17-32635115-43
NR24608--MA0493.1.Klf1	chr16	52086953	52086963	-	0.000	0.000	Merged-chr16-52086970-39
NR29671--MA0741.1.KLF16	chr18	46917799	46917809	-	0.000	0.000	Merged-chr18-46917814-10
NR39229--MA0741.1.KLF16	chr3	68784303	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR11237--MA0599.1.KLF5	chr11	87662613	87662622	+	0.000	0.000	Merged-chr11-87662654-50
NR40256--MA0599.1.KLF5	chr3	104796706	104796715	-	0.000	0.000	Merged-chr3-104796663-34
NR57100--MA0493.1.Klf1	chr7	75644834	75644844	-	0.000	0.000	Merged-chr7-75644760-27
NR51263--MA1107.1.KLF9	chr5	149594172	149594184	+	0.000	0.000	Merged-chr5-149594297-11
NR2896--MA0493.1.Klf1	chr1	156009263	156009273	+	0.000	0.000	Merged-chr1-156009185-30
NR11209--MA1107.1.KLF9	chr11	86683900	86683912	+	0.000	0.000	Merged-chr11-86683864-65
NR6907--MA0599.1.KLF5	chr10	83733946	83733955	-	0.000	0.000	Merged-chr10-83733897-13
NR8091--MA0039.3.KLF4	chr10	119001584	119001594	-	0.000	0.000	Merged-chr10-119001692-38
NR54193--MA0493.1.Klf1	chr6	129598095	129598105	+	0.000	0.000	Merged-chr6-129598126-11
NR52447--MA1107.1.KLF9	chr6	61270465	61270477	+	0.000	0.000	Merged-chr6-61270558-8
NR64460--MA1107.1.KLF9	chr9	62020407	62020419	+	0.000	0.000	Merged-chr9-62020503-14
NR57099--MA0039.3.KLF4	chr7	75644832	75644842	-	0.000	0.000	Merged-chr7-75644760-27
NR24210--MA0599.1.KLF5	chr16	32176986	32176995	-	0.000	0.000	Merged-chr16-32177197-40
NR33934--MA0599.1.KLF5	chr2	34938775	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR12245--MA0742.1.Klf12	chr11	108268680	108268694	+	0.000	0.000	Merged-chr11-108268786-21
NR47651--MA1107.1.KLF9	chr5	53605580	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR6874--MA0742.1.Klf12	chr10	83330557	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR9536--MA0742.1.Klf12	chr11	46454877	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR14726--MA0599.1.KLF5	chr12	102622516	102622525	-	0.000	0.000	Merged-chr12-102622545-47
NR9809--MA0493.1.Klf1	chr11	53839791	53839801	+	0.000	0.000	Merged-chr11-53839665-72
NR24411--MA0493.1.Klf1	chr16	38458754	38458764	+	0.000	0.000	Merged-chr16-38458873-21
NR36159--MA0039.3.KLF4	chr2	128088224	128088234	-	0.000	0.000	Merged-chr2-128088091-23
NR1358--MA1107.1.KLF9	chr1	85720778	85720790	+	0.000	0.000	Merged-chr1-85720773-26
NR59257--MA0740.1.KLF14	chr7	132792546	132792559	+	0.000	0.000	Merged-chr7-132792649-7
NR19369--MA0493.1.Klf1	chr14	53795323	53795333	-	0.000	0.000	Merged-chr14-53795361-42
NR38263--MA1107.1.KLF9	chr2	178479318	178479330	-	0.000	0.000	Merged-chr2-178479240-1
NR50621--MA1107.1.KLF9	chr5	138473864	138473876	-	0.000	0.000	Merged-chr5-138473735-19
NR50955--MA0740.1.KLF14	chr5	143976869	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR34142--MA0599.1.KLF5	chr2	48316756	48316765	+	0.000	0.000	Merged-chr2-48316658-11
NR43015--MA0741.1.KLF16	chr4	47251262	47251272	+	0.000	0.000	Merged-chr4-47251279-48
NR39232--MA1107.1.KLF9	chr3	68784288	68784300	-	0.000	0.000	Merged-chr3-68784168-43
NR53757--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR31865--MA0742.1.Klf12	chr19	32172679	32172693	+	0.000	0.000	Merged-chr19-32172725-56
NR24232--MA0741.1.KLF16	chr16	32812980	32812990	-	0.000	0.000	Merged-chr16-32813091-39
NR46209--MA0599.1.KLF5	chr4	149889267	149889276	-	0.000	0.000	Merged-chr4-149889246-22
NR11905--MA0741.1.KLF16	chr11	101171557	101171567	-	0.000	0.000	Merged-chr11-101171521-37
NR64899--MA1107.1.KLF9	chr9	73176870	73176882	-	0.000	0.000	Merged-chr9-73176903-12
NR573--MA0039.3.KLF4	chr1	43897326	43897336	+	0.000	0.000	Merged-chr1-43897288-49
NR56252--MA0493.1.Klf1	chr7	34918604	34918614	-	0.000	0.000	Merged-chr7-34918703-8
NR39442--MA0039.3.KLF4	chr3	84809205	84809215	+	0.000	0.000	Merged-chr3-84809112-18
NR42301--MA0493.1.Klf1	chr4	6472934	6472944	+	0.000	0.000	Merged-chr4-6472958-17
NR29533--MA1107.1.KLF9	chr18	39141874	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR12194--MA0657.1.KLF13	chr11	106536354	106536371	+	0.000	0.000	Merged-chr11-106536245-61
NR51794--MA0741.1.KLF16	chr6	34497749	34497759	-	0.000	0.000	Merged-chr6-34497714-15
NR20946--MA0039.3.KLF4	chr14	122187064	122187074	+	0.000	0.000	Merged-chr14-122187060-26
NR31759--MA0599.1.KLF5	chr19	27967769	27967778	-	0.000	0.000	Merged-chr19-27967760-35
NR34469--MA0599.1.KLF5	chr2	65104848	65104857	-	0.000	0.000	Merged-chr2-65104683-25
NR55395--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR59406--MA0599.1.KLF5	chr7	136254267	136254276	+	0.000	0.000	Merged-chr7-136254252-8
NR11220--MA0741.1.KLF16	chr11	87086866	87086876	+	0.000	0.000	Merged-chr11-87086757-45
NR6906--MA0742.1.Klf12	chr10	83733942	83733956	-	0.000	0.000	Merged-chr10-83733897-13
NR58692--MA0599.1.KLF5	chr7	122352051	122352060	-	0.000	0.000	Merged-chr7-122351957-38
NR63728--MA0740.1.KLF14	chr9	32539680	32539693	+	0.000	0.000	Merged-chr9-32539747-88
NR65882--MA0493.1.Klf1	chr9	106430935	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR48048--MA0493.1.Klf1	chr5	73206407	73206417	-	0.000	0.000	Merged-chr5-73206518-35
NR55605--MA1107.1.KLF9	chr7	19322585	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR37076--MA0599.1.KLF5	chr2	154615982	154615991	+	0.000	0.000	Merged-chr2-154615883-15
NR16617--MA0742.1.Klf12	chr13	55513542	55513556	+	0.000	0.000	Merged-chr13-55513377-73
NR12796--MA1107.1.KLF9	chr11	118200330	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR3909--MA0742.1.Klf12	chr1	180568872	180568886	+	0.000	0.000	Merged-chr1-180569049-54
NR19499--MA0493.1.Klf1	chr14	56296981	56296991	-	0.000	0.000	Merged-chr14-56296830-101
NR21056--MA1107.1.KLF9	chr15	5762718	5762730	-	0.000	0.000	Merged-chr15-5762586-40
NR62846--MA0599.1.KLF5	chr8	122678182	122678191	+	0.000	0.000	Merged-chr8-122678075-1
NR2251--MA1107.1.KLF9	chr1	133801265	133801277	-	0.000	0.000	Merged-chr1-133801271-79
NR51268--MA1107.1.KLF9	chr5	149594182	149594194	+	0.000	0.000	Merged-chr5-149594297-11
NR13407--MA1107.1.KLF9	chr12	32285296	32285308	-	0.000	0.000	Merged-chr12-32285209-18
NR5504--MA0599.1.KLF5	chr10	44368844	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR57323--MA0741.1.KLF16	chr7	80782368	80782378	-	0.000	0.000	Merged-chr7-80782374-50
NR25411--MA1107.1.KLF9	chr16	93767194	93767206	-	0.000	0.000	Merged-chr16-93767130-58
NR9929--MA0742.1.Klf12	chr11	57958372	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR10917--MA0493.1.Klf1	chr11	79152830	79152840	+	0.000	0.000	Merged-chr11-79152860-26
NR50819--MA0493.1.Klf1	chr5	140999422	140999432	-	0.000	0.000	Merged-chr5-140999389-30
NR51273--MA0493.1.Klf1	chr5	149604967	149604977	+	0.000	0.000	Merged-chr5-149605038-10
NR14081--MA0493.1.Klf1	chr12	77765417	77765427	+	0.000	0.000	Merged-chr12-77765433-12
NR7357--MA0599.1.KLF5	chr10	94942958	94942967	+	0.000	0.000	Merged-chr10-94942923-6
NR24777--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR39224--MA0493.1.Klf1	chr3	68784296	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR4370--MA0741.1.KLF16	chr1	189608919	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR7338--MA1107.1.KLF9	chr10	94551752	94551764	-	0.000	0.000	Merged-chr10-94551623-4
NR7123--MA1107.1.KLF9	chr10	88428302	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR18990--MA0039.3.KLF4	chr14	33099382	33099392	+	0.000	0.000	Merged-chr14-33099452-34
NR50509--MA0741.1.KLF16	chr5	136953140	136953150	+	0.000	0.000	Merged-chr5-136953170-41
NR41216--MA0493.1.Klf1	chr3	135417973	135417983	+	0.000	0.000	Merged-chr3-135417903-41
NR63927--MA0599.1.KLF5	chr9	43785128	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR61528--MA0599.1.KLF5	chr8	84656888	84656897	+	0.000	0.000	Merged-chr8-84656846-43
NR16900--MA0039.3.KLF4	chr13	67378343	67378353	-	0.000	0.000	Merged-chr13-67378314-6
NR26501--MA1107.1.KLF9	chr17	25583845	25583857	+	0.000	0.000	Merged-chr17-25583989-33
NR60456--MA0599.1.KLF5	chr8	34735145	34735154	-	0.000	0.000	Merged-chr8-34735280-15
NR27379--MA0740.1.KLF14	chr17	44569345	44569358	+	0.000	0.000	Merged-chr17-44569444-63
NR17524--MA0741.1.KLF16	chr13	97406646	97406656	+	0.000	0.000	Merged-chr13-97406780-35
NR39237--MA1107.1.KLF9	chr3	68784319	68784331	-	0.000	0.000	Merged-chr3-68784168-43
NR26711--MA0039.3.KLF4	chr17	29003926	29003936	+	0.000	0.000	Merged-chr17-29004081-17
NR6378--MA1107.1.KLF9	chr10	78243974	78243986	-	0.000	0.000	Merged-chr10-78243898-1
NR44038--MA0493.1.Klf1	chr4	107196648	107196658	+	0.000	0.000	Merged-chr4-107196669-22
NR24211--MA0741.1.KLF16	chr16	32176985	32176995	-	0.000	0.000	Merged-chr16-32177197-40
NR63931--MA0741.1.KLF16	chr9	43785135	43785145	-	0.000	0.000	Merged-chr9-43784994-20
NR14080--MA0039.3.KLF4	chr12	77765419	77765429	+	0.000	0.000	Merged-chr12-77765433-12
NR1721--MA1107.1.KLF9	chr1	95674260	95674272	-	0.000	0.000	Merged-chr1-95674241-20
NR60442--MA0493.1.Klf1	chr8	34163502	34163512	-	0.000	0.000	Merged-chr8-34163505-53
NR19938--MA0493.1.Klf1	chr14	71137953	71137963	+	0.000	0.000	Merged-chr14-71138006-34
NR15273--MA0039.3.KLF4	chr12	112699310	112699320	+	0.000	0.000	Merged-chr12-112699364-12
NR51183--MA1107.1.KLF9	chr5	148489494	148489506	-	0.000	0.000	Merged-chr5-148489625-52
NR9041--MA0740.1.KLF14	chr11	14142559	14142572	-	0.000	0.000	Merged-chr11-14142731-31
NR23161--MA0599.1.KLF5	chr15	98634983	98634992	-	0.000	0.000	Merged-chr15-98634819-42
NR57541--MA0741.1.KLF16	chr7	90473777	90473787	+	0.000	0.000	Merged-chr7-90473655-8
NR48519--MA0599.1.KLF5	chr5	93152193	93152202	-	0.000	0.000	Merged-chr5-93152431-86
NR9537--MA0599.1.KLF5	chr11	46454881	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR12802--MA0599.1.KLF5	chr11	118609418	118609427	+	0.000	0.000	Merged-chr11-118609481-11
NR32518--MA0599.1.KLF5	chr19	53405061	53405070	+	0.000	0.000	Merged-chr19-53404940-15
NR24345--MA0599.1.KLF5	chr16	36588179	36588188	-	0.000	0.000	Merged-chr16-36588182-35
NR8535--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR47786--MA1107.1.KLF9	chr5	64864832	64864844	+	0.000	0.000	Merged-chr5-64864889-25
NR37622--MA0493.1.Klf1	chr2	166610540	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR66160--MA0741.1.KLF16	chr9	110896707	110896717	-	0.000	0.000	Merged-chr9-110896831-29
NR2364--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR48764--MA1107.1.KLF9	chr5	100572395	100572407	-	0.000	0.000	Merged-chr5-100572278-24
