#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR6067--MA0089.1.MAFG::NFE2L1	chr19	29185756	29185761	+	0.000	0.000	Merged-chr19-29185697-46
NR2815--MA0089.1.MAFG::NFE2L1	chr12	100994817	100994822	-	0.000	0.000	Merged-chr12-100994584-90
NR10548--MA0501.1.MAF::NFE2	chr7	44344733	44344747	-	0.000	0.000	Merged-chr7-44344765-20
NR2267--MA0591.1.Bach1::Mafk	chr11	101697344	101697358	-	0.000	0.000	Merged-chr11-101697250-12
NR819--MA0495.2.MAFF	chr1	181157216	181157236	-	0.000	0.000	Merged-chr1-181157308-13
NR6549--MA0501.1.MAF::NFE2	chr2	52955271	52955285	-	0.000	0.000	Merged-chr2-52955279-28
NR6369--MA0089.1.MAFG::NFE2L1	chr2	18519387	18519392	-	0.000	0.000	Merged-chr2-18519177-24
NR11536--MA0501.1.MAF::NFE2	chr8	110079909	110079923	-	0.000	0.000	Merged-chr8-110079856-46
NR3179--MA0089.1.MAFG::NFE2L1	chr13	37793011	37793016	-	0.000	0.000	Merged-chr13-37793215-44
NR11464--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR5311--MA0117.2.Mafb	chr17	52602104	52602115	+	0.000	0.000	Merged-chr17-52601915-5
NR2080--MA0495.2.MAFF	chr11	74973439	74973459	-	0.000	0.000	Merged-chr11-74973432-13
NR3264--MA0495.2.MAFF	chr13	52915689	52915709	+	0.000	0.000	Merged-chr13-52915528-4
NR823--MA0501.1.MAF::NFE2	chr1	181157216	181157230	-	0.000	0.000	Merged-chr1-181157308-13
NR2075--MA0591.1.Bach1::Mafk	chr11	74421199	74421213	+	0.000	0.000	Merged-chr11-74421089-52
NR2397--MA0501.1.MAF::NFE2	chr11	115172976	115172990	-	0.000	0.000	Merged-chr11-115173098-6
NR4351--MA0117.2.Mafb	chr15	64364587	64364598	+	0.000	0.000	Merged-chr15-64364676-9
NR41--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR3061--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR8092--MA0501.1.MAF::NFE2	chr3	155235656	155235670	+	0.000	0.000	Merged-chr3-155235663-12
NR6184--MA0496.2.MAFK	chr19	53181481	53181499	-	0.000	0.000	Merged-chr19-53181458-19
NR10647--MA0495.2.MAFF	chr7	73517587	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR6625--MA0117.2.Mafb	chr2	75148091	75148102	+	0.000	0.000	Merged-chr2-75148078-33
NR5052--MA0501.1.MAF::NFE2	chr16	97442080	97442094	-	0.000	0.000	Merged-chr16-97442198-19
NR11288--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR10745--MA0496.2.MAFK	chr7	84196448	84196466	+	0.000	0.000	Merged-chr7-84196453-50
NR9785--MA0496.2.MAFK	chr6	65765318	65765336	-	0.000	0.000	Merged-chr6-65765316-29
NR4676--MA0496.2.MAFK	chr16	23175325	23175343	-	0.000	0.000	Merged-chr16-23175130-44
NR9735--MA0591.1.Bach1::Mafk	chr6	53709848	53709862	-	0.000	0.000	Merged-chr6-53709881-31
NR4407--MA0089.1.MAFG::NFE2L1	chr15	77071768	77071773	-	0.000	0.000	Merged-chr15-77071598-27
NR4390--MA0495.2.MAFF	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR8902--MA0089.1.MAFG::NFE2L1	chr5	10254968	10254973	-	0.000	0.000	Merged-chr5-10254903-14
NR2571--MA0591.1.Bach1::Mafk	chr12	28835841	28835855	-	0.000	0.000	Merged-chr12-28835846-42
NR12201--MA0089.1.MAFG::NFE2L1	chr9	95316841	95316846	+	0.000	0.000	Merged-chr9-95316947-35
NR3062--MA0089.1.MAFG::NFE2L1	chr13	8783973	8783978	+	0.000	0.000	Merged-chr13-8783962-14
NR9072--MA0591.1.Bach1::Mafk	chr5	64919054	64919068	+	0.000	0.000	Merged-chr5-64918962-32
NR10687--MA0501.1.MAF::NFE2	chr7	78583770	78583784	-	0.000	0.000	Merged-chr7-78583930-15
NR4392--MA0659.1.MAFG	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR122--MA0501.1.MAF::NFE2	chr1	40315683	40315697	-	0.000	0.000	Merged-chr1-40315664-11
NR8713--MA0089.1.MAFG::NFE2L1	chr4	144906880	144906885	-	0.000	0.000	Merged-chr4-144906777-28
NR2521--MA0117.2.Mafb	chr12	16474684	16474695	+	0.000	0.000	Merged-chr12-16474710-17
NR11579--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR2398--MA0496.2.MAFK	chr11	115172977	115172995	+	0.000	0.000	Merged-chr11-115173098-6
NR2484--MA0501.1.MAF::NFE2	chr12	3823693	3823707	-	0.000	0.000	Merged-chr12-3823687-29
NR1546--MA0501.1.MAF::NFE2	chr10	111108774	111108788	+	0.000	0.000	Merged-chr10-111108936-32
NR5812--MA0089.1.MAFG::NFE2L1	chr18	69644805	69644810	-	0.000	0.000	Merged-chr18-69644802-19
NR2613--MA0496.2.MAFK	chr12	40244075	40244093	+	0.000	0.000	Merged-chr12-40244001-31
NR7866--MA0495.2.MAFF	chr3	123192153	123192173	+	0.000	0.000	Merged-chr3-123192207-28
NR4941--MA0495.2.MAFF	chr16	89974505	89974525	-	0.000	0.000	Merged-chr16-89974505-28
NR10455--MA0495.2.MAFF	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR5003--MA0117.2.Mafb	chr16	95152145	95152156	-	0.000	0.000	Merged-chr16-95151987-32
NR8725--MA0659.1.MAFG	chr4	144916721	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR11386--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR3188--MA0089.1.MAFG::NFE2L1	chr13	42114012	42114017	-	0.000	0.000	Merged-chr13-42113906-29
NR2551--MA0495.2.MAFF	chr12	25851735	25851755	+	0.000	0.000	Merged-chr12-25851772-17
NR3940--MA0089.1.MAFG::NFE2L1	chr14	74918882	74918887	-	0.000	0.000	Merged-chr14-74918775-39
NR11573--MA0591.1.Bach1::Mafk	chr8	115227107	115227121	+	0.000	0.000	Merged-chr8-115227272-68
NR213--MA0117.2.Mafb	chr1	60990266	60990277	+	0.000	0.000	Merged-chr1-60990456-63
NR9961--MA0501.1.MAF::NFE2	chr6	100601867	100601881	+	0.000	0.000	Merged-chr6-100601796-17
