#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR1894--MA0684.1.RUNX3	chr11	118232513	118232522	+	0.000	0.000	Merged-chr11-118232579-51
NR1023--MA0684.1.RUNX3	chr10	42849060	42849069	+	0.000	0.000	Merged-chr10-42848913-29
NR6088--MA0002.2.RUNX1	chr3	75714111	75714121	-	0.000	0.000	Merged-chr3-75714014-36
NR8168--MA0684.1.RUNX3	chr6	99498346	99498355	+	0.000	0.000	Merged-chr6-99498294-17
NR5234--MA0002.2.RUNX1	chr2	24679382	24679392	+	0.000	0.000	Merged-chr2-24679385-9
NR7536--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR9594--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR1398--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR9322--MA0002.2.RUNX1	chr8	86642239	86642249	+	0.000	0.000	Merged-chr8-86642161-12
NR9845--MA0002.2.RUNX1	chr9	90199110	90199120	+	0.000	0.000	Merged-chr9-90199244-4
NR7894--MA0002.2.RUNX1	chr6	33261250	33261260	-	0.000	0.000	Merged-chr6-33261248-23
NR7275--MA0002.2.RUNX1	chr5	22360807	22360817	+	0.000	0.000	Merged-chr5-22360842-38
NR3395--MA0511.2.RUNX2	chr15	27828051	27828059	+	0.000	0.000	Merged-chr15-27828052-47
NR9212--MA0684.1.RUNX3	chr8	35898293	35898302	-	0.000	0.000	Merged-chr8-35898290-14
NR7926--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR1539--MA0002.2.RUNX1	chr11	21690732	21690742	+	0.000	0.000	Merged-chr11-21690668-23
NR810--MA0511.2.RUNX2	chr1	190896288	190896296	-	0.000	0.000	Merged-chr1-190896359-15
NR9272--MA0511.2.RUNX2	chr8	70174664	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR5356--MA0002.2.RUNX1	chr2	59167121	59167131	-	0.000	0.000	Merged-chr2-59167123-35
NR1996--MA0002.2.RUNX1	chr12	25784513	25784523	-	0.000	0.000	Merged-chr12-25784585-45
NR7370--MA0684.1.RUNX3	chr5	52872436	52872445	+	0.000	0.000	Merged-chr5-52872385-12
NR7641--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR7912--MA0684.1.RUNX3	chr6	39347440	39347449	+	0.000	0.000	Merged-chr6-39347435-5
NR1952--MA0511.2.RUNX2	chr12	16165140	16165148	+	0.000	0.000	Merged-chr12-16165159-14
NR840--MA0684.1.RUNX3	chr1	193146437	193146446	+	0.000	0.000	Merged-chr1-193146532-29
NR1919--MA0002.2.RUNX1	chr11	120981052	120981062	+	0.000	0.000	Merged-chr11-120981125-9
NR14--MA0002.2.RUNX1	chr1	10325539	10325549	-	0.000	0.000	Merged-chr1-10325689-27
NR3785--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR1234--MA0002.2.RUNX1	chr10	89327137	89327147	+	0.000	0.000	Merged-chr10-89327162-49
NR9824--MA0002.2.RUNX1	chr9	86579902	86579912	+	0.000	0.000	Merged-chr9-86579809-9
NR7397--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR8256--MA0684.1.RUNX3	chr6	119159740	119159749	+	0.000	0.000	Merged-chr6-119159656-11
NR5322--MA0002.2.RUNX1	chr2	49868558	49868568	-	0.000	0.000	Merged-chr2-49868587-25
NR3166--MA0002.2.RUNX1	chr14	73608887	73608897	+	0.000	0.000	Merged-chr14-73609040-26
NR4025--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR3708--MA0002.2.RUNX1	chr15	100301529	100301539	+	0.000	0.000	Merged-chr15-100301694-19
NR5246--MA0684.1.RUNX3	chr2	26753520	26753529	+	0.000	0.000	Merged-chr2-26753671-30
NR3837--MA0684.1.RUNX3	chr16	35485045	35485054	+	0.000	0.000	Merged-chr16-35485007-20
NR5369--MA0002.2.RUNX1	chr2	59716626	59716636	+	0.000	0.000	Merged-chr2-59716624-17
NR1694--MA0511.2.RUNX2	chr11	75541180	75541188	-	0.000	0.000	Merged-chr11-75541431-19
NR833--MA0002.2.RUNX1	chr1	192510749	192510759	-	0.000	0.000	Merged-chr1-192510804-31
NR962--MA0684.1.RUNX3	chr10	26562869	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR9695--MA0684.1.RUNX3	chr9	61225167	61225176	+	0.000	0.000	Merged-chr9-61225287-14
NR9300--MA0684.1.RUNX3	chr8	77341136	77341145	+	0.000	0.000	Merged-chr8-77341017-10
NR5858--MA0002.2.RUNX1	chr2	172501552	172501562	+	0.000	0.000	Merged-chr2-172501605-18
