#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR38334--MA1107.1.KLF9	chr2	147832613	147832625	+	0.000	0.000	Merged-chr2-147832545-2
NR39411--MA0493.1.Klf1	chr2	168741429	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR57224--MA0740.1.KLF14	chr6	145992967	145992980	+	0.000	0.000	Merged-chr6-145993129-56
NR49437--MA0493.1.Klf1	chr5	53437811	53437821	+	0.000	0.000	Merged-chr5-53437793-20
NR17619--MA0599.1.KLF5	chr13	74260419	74260428	+	0.000	0.000	Merged-chr13-74260220-67
NR29487--MA0741.1.KLF16	chr17	74864999	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR50037--MA0742.1.Klf12	chr5	86783215	86783229	+	0.000	0.000	Merged-chr5-86783243-43
NR26800--MA1107.1.KLF9	chr16	97002513	97002525	+	0.000	0.000	Merged-chr16-97002537-1
NR31399--MA1107.1.KLF9	chr18	65924898	65924910	-	0.000	0.000	Merged-chr18-65924997-33
NR45969--MA0740.1.KLF14	chr4	107434699	107434712	-	0.000	0.000	Merged-chr4-107434749-32
NR29189--MA0599.1.KLF5	chr17	65559497	65559506	+	0.000	0.000	Merged-chr17-65559393-20
NR70208--MA0599.1.KLF5	chrX	134963376	134963385	+	0.000	0.000	Merged-chrX-134963484-45
NR43399--MA0740.1.KLF14	chr3	144432216	144432229	+	0.000	0.000	Merged-chr3-144432353-38
NR5914--MA1107.1.KLF9	chr10	60305568	60305580	+	0.000	0.000	Merged-chr10-60305430-32
NR4194--MA0599.1.KLF5	chr1	185613534	185613543	+	0.000	0.000	Merged-chr1-185613484-1
NR53752--MA0493.1.Klf1	chr6	34497705	34497715	-	0.000	0.000	Merged-chr6-34497714-15
NR1126--MA0599.1.KLF5	chr1	72870373	72870382	-	0.000	0.000	Merged-chr1-72870469-25
NR5413--MA0741.1.KLF16	chr10	34207261	34207271	-	0.000	0.000	Merged-chr10-34207023-88
NR33796--MA0741.1.KLF16	chr19	46148528	46148538	-	0.000	0.000	Merged-chr19-46148494-21
NR69807--MA0741.1.KLF16	chrX	56346459	56346469	-	0.000	0.000	Merged-chrX-56346415-28
NR57551--MA0740.1.KLF14	chr7	3290414	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR66165--MA1107.1.KLF9	chr9	42838488	42838500	+	0.000	0.000	Merged-chr9-42838475-39
NR15124--MA0741.1.KLF16	chr12	100277052	100277062	+	0.000	0.000	Merged-chr12-100277058-24
NR13207--MA0740.1.KLF14	chr11	120581249	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR64639--MA1107.1.KLF9	chr8	114506094	114506106	-	0.000	0.000	Merged-chr8-114506190-31
NR59709--MA0741.1.KLF16	chr7	80883235	80883245	+	0.000	0.000	Merged-chr7-80883247-35
NR19028--MA1107.1.KLF9	chr13	112801416	112801428	-	0.000	0.000	Merged-chr13-112801565-4
NR64106--MA0742.1.Klf12	chr8	93810304	93810318	+	0.000	0.000	Merged-chr8-93810346-59
NR57556--MA1107.1.KLF9	chr7	3290415	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR64112--MA0599.1.KLF5	chr8	93810539	93810548	+	0.000	0.000	Merged-chr8-93810346-59
NR48267--MA0493.1.Klf1	chr4	154246634	154246644	-	0.000	0.000	Merged-chr4-154246608-23
NR48952--MA0742.1.Klf12	chr5	30240770	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR21612--MA0599.1.KLF5	chr14	118682884	118682893	-	0.000	0.000	Merged-chr14-118682781-56
NR54864--MA1107.1.KLF9	chr6	89008506	89008518	-	0.000	0.000	Merged-chr6-89008559-1
NR15498--MA0599.1.KLF5	chr12	108275432	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR48608--MA0599.1.KLF5	chr5	14514927	14514936	-	0.000	0.000	Merged-chr5-14515082-42
NR1836--MA0742.1.Klf12	chr1	118627896	118627910	+	0.000	0.000	Merged-chr1-118628003-42
NR38909--MA0599.1.KLF5	chr2	160421740	160421749	+	0.000	0.000	Merged-chr2-160421769-26
NR66087--MA0740.1.KLF14	chr9	40746881	40746894	+	0.000	0.000	Merged-chr9-40746987-16
NR1208--MA0741.1.KLF16	chr1	74794881	74794891	+	0.000	0.000	Merged-chr1-74794765-31
NR8540--MA0493.1.Klf1	chr10	122047966	122047976	-	0.000	0.000	Merged-chr10-122047923-4
NR49526--MA0740.1.KLF14	chr5	64230287	64230300	+	0.000	0.000	Merged-chr5-64230393-49
NR37156--MA0493.1.Klf1	chr2	115856206	115856216	+	0.000	0.000	Merged-chr2-115856078-28
NR248--MA0599.1.KLF5	chr1	33454373	33454382	+	0.000	0.000	Merged-chr1-33454547-11
NR14644--MA0741.1.KLF16	chr12	82469857	82469867	+	0.000	0.000	Merged-chr12-82469736-1
NR68260--MA1107.1.KLF9	chr9	105683527	105683539	-	0.000	0.000	Merged-chr9-105683443-1
NR40255--MA1107.1.KLF9	chr3	27984084	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR57061--MA0742.1.Klf12	chr6	144101139	144101153	+	0.000	0.000	Merged-chr6-144101052-13
NR39718--MA0741.1.KLF16	chr2	174556042	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR29203--MA0599.1.KLF5	chr17	65723849	65723858	-	0.000	0.000	Merged-chr17-65723908-4
NR48956--MA0741.1.KLF16	chr5	30240773	30240783	-	0.000	0.000	Merged-chr5-30240775-35
NR56029--MA0599.1.KLF5	chr6	124919770	124919779	+	0.000	0.000	Merged-chr6-124919829-13
NR23654--MA0657.1.KLF13	chr15	83725111	83725128	-	0.000	0.000	Merged-chr15-83724977-20
NR70558--MA0740.1.KLF14	chrX	166239308	166239321	-	0.000	0.000	Merged-chrX-166239352-36
NR8906--MA0740.1.KLF14	chr10	128933762	128933775	-	0.000	0.000	Merged-chr10-128933885-33
NR21620--MA1107.1.KLF9	chr14	118700608	118700620	+	0.000	0.000	Merged-chr14-118700795-2
NR2182--MA0740.1.KLF14	chr1	133053259	133053272	+	0.000	0.000	Merged-chr1-133053249-27
NR61519--MA0599.1.KLF5	chr7	132317313	132317322	+	0.000	0.000	Merged-chr7-132317352-2
NR57227--MA0741.1.KLF16	chr6	145992968	145992978	+	0.000	0.000	Merged-chr6-145993129-56
NR57552--MA0657.1.KLF13	chr7	3290411	3290428	-	0.000	0.000	Merged-chr7-3290343-35
NR45840--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR58653--MA0741.1.KLF16	chr7	34630653	34630663	+	0.000	0.000	Merged-chr7-34630517-24
NR5728--MA0599.1.KLF5	chr10	44786597	44786606	+	0.000	0.000	Merged-chr10-44786456-11
NR30488--MA0740.1.KLF14	chr18	25367729	25367742	+	0.000	0.000	Merged-chr18-25367708-17
NR65322--MA1107.1.KLF9	chr8	125558862	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR53243--MA0599.1.KLF5	chr5	150259744	150259753	+	0.000	0.000	Merged-chr5-150259783-65
NR33733--MA0599.1.KLF5	chr19	45079937	45079946	-	0.000	0.000	Merged-chr19-45079804-49
NR33483--MA0741.1.KLF16	chr19	38298431	38298441	-	0.000	0.000	Merged-chr19-38298328-29
NR7132--MA1107.1.KLF9	chr10	83898147	83898159	+	0.000	0.000	Merged-chr10-83898059-2
NR1806--MA0741.1.KLF16	chr1	111864955	111864965	-	0.000	0.000	Merged-chr1-111864716-124
NR52171--MA0599.1.KLF5	chr5	135780560	135780569	-	0.000	0.000	Merged-chr5-135780527-18
NR13206--MA0742.1.Klf12	chr11	120581208	120581222	-	0.000	0.000	Merged-chr11-120581105-4
NR67795--MA0741.1.KLF16	chr9	89909813	89909823	-	0.000	0.000	Merged-chr9-89909785-17
NR19835--MA0493.1.Klf1	chr14	34768543	34768553	+	0.000	0.000	Merged-chr14-34768619-7
NR3490--MA0599.1.KLF5	chr1	172341235	172341244	-	0.000	0.000	Merged-chr1-172341107-36
NR27713--MA0599.1.KLF5	chr17	27564908	27564917	-	0.000	0.000	Merged-chr17-27564806-2
NR25314--MA0599.1.KLF5	chr16	31066971	31066980	+	0.000	0.000	Merged-chr16-31066889-60
NR21747--MA0599.1.KLF5	chr14	120407058	120407067	-	0.000	0.000	Merged-chr14-120407035-22
NR39631--MA0741.1.KLF16	chr2	173578407	173578417	+	0.000	0.000	Merged-chr2-173578364-53
NR42100--MA0493.1.Klf1	chr3	107864183	107864193	+	0.000	0.000	Merged-chr3-107864110-34
NR38502--MA0599.1.KLF5	chr2	152105578	152105587	-	0.000	0.000	Merged-chr2-152105524-67
NR16141--MA0741.1.KLF16	chr13	3478186	3478196	-	0.000	0.000	Merged-chr13-3478294-51
NR21625--MA1107.1.KLF9	chr14	118700618	118700630	+	0.000	0.000	Merged-chr14-118700795-2
NR54860--MA0740.1.KLF14	chr6	89008505	89008518	-	0.000	0.000	Merged-chr6-89008559-1
NR23577--MA0493.1.Klf1	chr15	82188230	82188240	+	0.000	0.000	Merged-chr15-82188110-14
NR70123--MA0740.1.KLF14	chrX	104857308	104857321	+	0.000	0.000	Merged-chrX-104857124-25
NR36440--MA0740.1.KLF14	chr2	79124388	79124401	-	0.000	0.000	Merged-chr2-79124485-40
NR49851--MA0741.1.KLF16	chr5	75143466	75143476	+	0.000	0.000	Merged-chr5-75143306-22
NR52721--MA0741.1.KLF16	chr5	142975056	142975066	-	0.000	0.000	Merged-chr5-142974884-33
NR68257--MA0493.1.Klf1	chr9	105683529	105683539	-	0.000	0.000	Merged-chr9-105683443-1
NR7128--MA1107.1.KLF9	chr10	83898139	83898151	+	0.000	0.000	Merged-chr10-83898059-2
NR49192--MA0493.1.Klf1	chr5	35893236	35893246	+	0.000	0.000	Merged-chr5-35893424-58
NR46044--MA0599.1.KLF5	chr4	108879025	108879034	-	0.000	0.000	Merged-chr4-108879209-35
NR37541--MA1107.1.KLF9	chr2	125136007	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR45267--MA0493.1.Klf1	chr4	63861242	63861252	-	0.000	0.000	Merged-chr4-63861232-54
NR23112--MA0741.1.KLF16	chr15	76190077	76190087	+	0.000	0.000	Merged-chr15-76190238-30
NR37202--MA0741.1.KLF16	chr2	117335586	117335596	-	0.000	0.000	Merged-chr2-117335736-33
NR40738--MA0741.1.KLF16	chr3	60128382	60128392	-	0.000	0.000	Merged-chr3-60128494-15
NR54286--MA0741.1.KLF16	chr6	55057598	55057608	+	0.000	0.000	Merged-chr6-55057514-12
NR30136--MA1107.1.KLF9	chr17	88668530	88668542	+	0.000	0.000	Merged-chr17-88668603-31
NR33791--MA0740.1.KLF14	chr19	46148456	46148469	+	0.000	0.000	Merged-chr19-46148494-21
NR62408--MA0599.1.KLF5	chr8	13200683	13200692	-	0.000	0.000	Merged-chr8-13200567-28
NR64493--MA0493.1.Klf1	chr8	109957364	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR1536--MA0742.1.Klf12	chr1	89070318	89070332	+	0.000	0.000	Merged-chr1-89070221-114
NR22075--MA1107.1.KLF9	chr15	12375671	12375683	-	0.000	0.000	Merged-chr15-12375841-43
NR59107--MA0599.1.KLF5	chr7	48958928	48958937	-	0.000	0.000	Merged-chr7-48959052-34
NR22880--MA0742.1.Klf12	chr15	64163720	64163734	-	0.000	0.000	Merged-chr15-64163684-42
NR41812--MA0493.1.Klf1	chr3	100421692	100421702	+	0.000	0.000	Merged-chr3-100421832-10
NR8538--MA0742.1.Klf12	chr10	122047962	122047976	-	0.000	0.000	Merged-chr10-122047923-4
NR12919--MA0599.1.KLF5	chr11	116869769	116869778	-	0.000	0.000	Merged-chr11-116869693-21
NR16946--MA1107.1.KLF9	chr13	51391535	51391547	-	0.000	0.000	Merged-chr13-51391583-19
NR45626--MA0599.1.KLF5	chr4	95354188	95354197	-	0.000	0.000	Merged-chr4-95354133-23
NR3934--MA0599.1.KLF5	chr1	181261292	181261301	-	0.000	0.000	Merged-chr1-181261225-12
NR66472--MA0599.1.KLF5	chr9	54501271	54501280	+	0.000	0.000	Merged-chr9-54501243-1
NR39623--MA0741.1.KLF16	chr2	173444619	173444629	+	0.000	0.000	Merged-chr2-173444560-32
NR41074--MA0599.1.KLF5	chr3	81835923	81835932	-	0.000	0.000	Merged-chr3-81835793-30
NR44308--MA0599.1.KLF5	chr4	28813865	28813874	-	0.000	0.000	Merged-chr4-28813490-63
NR19579--MA0742.1.Klf12	chr14	21682997	21683011	-	0.000	0.000	Merged-chr14-21683018-22
NR1863--MA0742.1.Klf12	chr1	119504863	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR45755--MA0741.1.KLF16	chr4	101217269	101217279	-	0.000	0.000	Merged-chr4-101217167-64
NR3182--MA0599.1.KLF5	chr1	165091986	165091995	+	0.000	0.000	Merged-chr1-165091937-36
NR28741--MA0599.1.KLF5	chr17	48001996	48002005	+	0.000	0.000	Merged-chr17-48002103-40
NR61126--MA0599.1.KLF5	chr7	125186708	125186717	-	0.000	0.000	Merged-chr7-125186656-23
NR61802--MA0599.1.KLF5	chr7	139398841	139398850	-	0.000	0.000	Merged-chr7-139398663-1
NR65252--MA0493.1.Klf1	chr8	124434604	124434614	+	0.000	0.000	Merged-chr8-124434522-47
NR64105--MA0740.1.KLF14	chr8	93810304	93810317	+	0.000	0.000	Merged-chr8-93810346-59
NR303--MA0599.1.KLF5	chr1	34831629	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR29481--MA0742.1.Klf12	chr17	74865010	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR848--MA1107.1.KLF9	chr1	59163173	59163185	+	0.000	0.000	Merged-chr1-59163188-37
NR50355--MA0599.1.KLF5	chr5	98167608	98167617	-	0.000	0.000	Merged-chr5-98167553-86
NR62789--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR1534--MA1107.1.KLF9	chr1	89070172	89070184	+	0.000	0.000	Merged-chr1-89070221-114
NR31011--MA0039.3.KLF4	chr18	53904416	53904426	+	0.000	0.000	Merged-chr18-53904421-2
NR60175--MA0599.1.KLF5	chr7	99795660	99795669	+	0.000	0.000	Merged-chr7-99795499-24
NR2727--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR48951--MA0740.1.KLF14	chr5	30240771	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR66468--MA0599.1.KLF5	chr9	53706256	53706265	-	0.000	0.000	Merged-chr9-53706205-55
NR31012--MA0741.1.KLF16	chr18	53904415	53904425	+	0.000	0.000	Merged-chr18-53904421-2
NR60823--MA1107.1.KLF9	chr7	116484542	116484554	-	0.000	0.000	Merged-chr7-116484434-42
NR22197--MA0493.1.Klf1	chr15	31418272	31418282	+	0.000	0.000	Merged-chr15-31418440-29
NR44344--MA0599.1.KLF5	chr4	32932286	32932295	-	0.000	0.000	Merged-chr4-32932259-41
NR64342--MA0741.1.KLF16	chr8	105349258	105349268	-	0.000	0.000	Merged-chr8-105349177-24
NR1865--MA0039.3.KLF4	chr1	119504865	119504875	-	0.000	0.000	Merged-chr1-119504796-62
NR23576--MA0740.1.KLF14	chr15	82188230	82188243	+	0.000	0.000	Merged-chr15-82188110-14
NR49856--MA0741.1.KLF16	chr5	75143471	75143481	+	0.000	0.000	Merged-chr5-75143306-22
NR31916--MA1107.1.KLF9	chr18	79284667	79284679	+	0.000	0.000	Merged-chr18-79284521-10
NR54863--MA0741.1.KLF16	chr6	89008507	89008517	-	0.000	0.000	Merged-chr6-89008559-1
NR21335--MA1107.1.KLF9	chr14	102811707	102811719	-	0.000	0.000	Merged-chr14-102811644-20
NR45792--MA0599.1.KLF5	chr4	101419689	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR39440--MA0741.1.KLF16	chr2	169520061	169520071	-	0.000	0.000	Merged-chr2-169519991-22
NR69060--MA0039.3.KLF4	chr9	118821847	118821857	-	0.000	0.000	Merged-chr9-118821695-53
NR30093--MA0599.1.KLF5	chr17	88379559	88379568	-	0.000	0.000	Merged-chr17-88379493-23
NR31915--MA0741.1.KLF16	chr18	79284666	79284676	+	0.000	0.000	Merged-chr18-79284521-10
NR49328--MA0599.1.KLF5	chr5	44239416	44239425	+	0.000	0.000	Merged-chr5-44239344-7
NR50127--MA0599.1.KLF5	chr5	89882217	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR70039--MA0742.1.Klf12	chrX	99136006	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR19022--MA0599.1.KLF5	chr13	112801414	112801423	-	0.000	0.000	Merged-chr13-112801565-4
NR29486--MA0493.1.Klf1	chr17	74865014	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR2185--MA0039.3.KLF4	chr1	133053261	133053271	+	0.000	0.000	Merged-chr1-133053249-27
NR19581--MA0493.1.Klf1	chr14	21683001	21683011	-	0.000	0.000	Merged-chr14-21683018-22
NR54285--MA0599.1.KLF5	chr6	55057598	55057607	+	0.000	0.000	Merged-chr6-55057514-12
NR7973--MA0657.1.KLF13	chr10	111562798	111562815	+	0.000	0.000	Merged-chr10-111562842-26
NR5078--MA0741.1.KLF16	chr10	13090691	13090701	+	0.000	0.000	Merged-chr10-13090848-31
NR162--MA0741.1.KLF16	chr1	20912782	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR30826--MA0039.3.KLF4	chr18	43492950	43492960	-	0.000	0.000	Merged-chr18-43493033-11
NR7551--MA0599.1.KLF5	chr10	95923297	95923306	-	0.000	0.000	Merged-chr10-95923402-19
NR38341--MA1107.1.KLF9	chr2	147832631	147832643	+	0.000	0.000	Merged-chr2-147832545-2
NR65167--MA1107.1.KLF9	chr8	123163067	123163079	+	0.000	0.000	Merged-chr8-123163099-40
NR39628--MA0741.1.KLF16	chr2	173578404	173578414	+	0.000	0.000	Merged-chr2-173578364-53
NR2554--MA0599.1.KLF5	chr1	144719133	144719142	+	0.000	0.000	Merged-chr1-144719233-1
NR19465--MA0493.1.Klf1	chr14	15272490	15272500	-	0.000	0.000	Merged-chr14-15272424-5
NR50041--MA1107.1.KLF9	chr5	86783215	86783227	+	0.000	0.000	Merged-chr5-86783243-43
NR40251--MA0742.1.Klf12	chr3	27984082	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR16102--MA0599.1.KLF5	chr12	119238261	119238270	-	0.000	0.000	Merged-chr12-119238441-107
NR64637--MA1107.1.KLF9	chr8	114506082	114506094	-	0.000	0.000	Merged-chr8-114506190-31
NR23897--MA0599.1.KLF5	chr15	89498946	89498955	-	0.000	0.000	Merged-chr15-89498857-24
NR52176--MA0741.1.KLF16	chr5	135780565	135780575	-	0.000	0.000	Merged-chr5-135780527-18
NR44759--MA0740.1.KLF14	chr4	45530876	45530889	+	0.000	0.000	Merged-chr4-45530813-118
NR55109--MA0741.1.KLF16	chr6	98609322	98609332	+	0.000	0.000	Merged-chr6-98609321-36
NR24740--MA0493.1.Klf1	chr16	4469938	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR58645--MA0599.1.KLF5	chr7	34630507	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR4725--MA0599.1.KLF5	chr1	193365983	193365992	-	0.000	0.000	Merged-chr1-193366026-12
NR52304--MA0741.1.KLF16	chr5	137425542	137425552	+	0.000	0.000	Merged-chr5-137425710-17
NR58672--MA0741.1.KLF16	chr7	35119101	35119111	-	0.000	0.000	Merged-chr7-35119008-87
NR33045--MA0741.1.KLF16	chr19	16998128	16998138	-	0.000	0.000	Merged-chr19-16998164-33
NR26270--MA1107.1.KLF9	chr16	87610831	87610843	-	0.000	0.000	Merged-chr16-87610696-25
NR46323--MA0599.1.KLF5	chr4	118406382	118406391	+	0.000	0.000	Merged-chr4-118406334-12
NR1226--MA1107.1.KLF9	chr1	74807222	74807234	-	0.000	0.000	Merged-chr1-74806913-73
NR38337--MA1107.1.KLF9	chr2	147832623	147832635	+	0.000	0.000	Merged-chr2-147832545-2
NR29190--MA0039.3.KLF4	chr17	65559498	65559508	+	0.000	0.000	Merged-chr17-65559393-20
NR64189--MA0039.3.KLF4	chr8	95142739	95142749	+	0.000	0.000	Merged-chr8-95142662-41
NR55043--MA1107.1.KLF9	chr6	97006765	97006777	-	0.000	0.000	Merged-chr6-97006820-21
NR65764--MA0599.1.KLF5	chr9	21936850	21936859	+	0.000	0.000	Merged-chr9-21936934-34
NR22118--MA0599.1.KLF5	chr15	25696042	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR6318--MA0493.1.Klf1	chr10	74967330	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR18197--MA0599.1.KLF5	chr13	98299066	98299075	+	0.000	0.000	Merged-chr13-98299222-33
NR22074--MA0741.1.KLF16	chr15	12375672	12375682	-	0.000	0.000	Merged-chr15-12375841-43
NR68371--MA0599.1.KLF5	chr9	107340713	107340722	+	0.000	0.000	Merged-chr9-107340908-4
NR32263--MA0039.3.KLF4	chr18	84804497	84804507	-	0.000	0.000	Merged-chr18-84804572-27
NR34008--MA0740.1.KLF14	chr19	54115022	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR595--MA0599.1.KLF5	chr1	42953062	42953071	+	0.000	0.000	Merged-chr1-42953184-68
NR1535--MA0740.1.KLF14	chr1	89070318	89070331	+	0.000	0.000	Merged-chr1-89070221-114
NR9036--MA0039.3.KLF4	chr11	4344284	4344294	-	0.000	0.000	Merged-chr11-4344147-20
NR45791--MA0742.1.Klf12	chr4	101419685	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR37535--MA0742.1.Klf12	chr2	125136005	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR31931--MA0740.1.KLF14	chr18	80041987	80042000	+	0.000	0.000	Merged-chr18-80041946-55
NR15907--MA1107.1.KLF9	chr12	115008589	115008601	+	0.000	0.000	Merged-chr12-115008718-17
NR24077--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR35681--MA1107.1.KLF9	chr2	50303443	50303455	+	0.000	0.000	Merged-chr2-50303497-2
NR32945--MA0741.1.KLF16	chr19	12012388	12012398	+	0.000	0.000	Merged-chr19-12012380-1
NR40249--MA0740.1.KLF14	chr3	27984083	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR19578--MA0740.1.KLF14	chr14	21682998	21683011	-	0.000	0.000	Merged-chr14-21683018-22
NR37539--MA0741.1.KLF16	chr2	125135989	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR20644--MA0741.1.KLF16	chr14	66805704	66805714	+	0.000	0.000	Merged-chr14-66805736-29
