#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR32613--MA0599.1.KLF5	chr2	10314335	10314344	+	0.000	0.000	Merged-chr2-10314461-2
NR46035--MA0741.1.KLF16	chr5	29195950	29195960	-	0.000	0.000	Merged-chr5-29195906-68
NR20839--MA0741.1.KLF16	chr15	25269714	25269724	-	0.000	0.000	Merged-chr15-25269773-79
NR17325--MA0742.1.Klf12	chr13	99781078	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR45429--MA0493.1.Klf1	chr4	155050223	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR47190--MA0741.1.KLF16	chr5	91517628	91517638	-	0.000	0.000	Merged-chr5-91517668-20
NR43379--MA0493.1.Klf1	chr4	120854784	120854794	+	0.000	0.000	Merged-chr4-120854918-43
NR66050--MA0039.3.KLF4	chrX	56346458	56346468	-	0.000	0.000	Merged-chrX-56346415-28
NR16106--MA0599.1.KLF5	chr13	49251351	49251360	-	0.000	0.000	Merged-chr13-49251247-4
NR60202--MA0599.1.KLF5	chr8	87472636	87472645	+	0.000	0.000	Merged-chr8-87472817-24
NR41550--MA0741.1.KLF16	chr4	14930483	14930493	+	0.000	0.000	Merged-chr4-14930557-36
NR1643--MA0740.1.KLF14	chr1	111864953	111864966	-	0.000	0.000	Merged-chr1-111864716-124
NR61959--MA0599.1.KLF5	chr9	21852745	21852754	-	0.000	0.000	Merged-chr9-21852740-52
NR48104--MA0742.1.Klf12	chr5	114801280	114801294	+	0.000	0.000	Merged-chr5-114801255-6
NR58537--MA0599.1.KLF5	chr8	11009006	11009015	+	0.000	0.000	Merged-chr8-11009107-63
NR7509--MA0741.1.KLF16	chr10	117660141	117660151	-	0.000	0.000	Merged-chr10-117659981-30
NR10946--MA0741.1.KLF16	chr11	95083037	95083047	-	0.000	0.000	Merged-chr11-95083015-27
NR62909--MA1107.1.KLF9	chr9	58271296	58271308	+	0.000	0.000	Merged-chr9-58271289-37
NR63363--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR66073--MA1107.1.KLF9	chrX	57189588	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR32294--MA1107.1.KLF9	chr19	57117024	57117036	+	0.000	0.000	Merged-chr19-57117009-44
NR29969--MA1107.1.KLF9	chr18	67255883	67255895	-	0.000	0.000	Merged-chr18-67255745-40
NR54074--MA0493.1.Klf1	chr7	3292994	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR11453--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR6907--MA0741.1.KLF16	chr10	96690998	96691008	-	0.000	0.000	Merged-chr10-96691005-66
NR3308--MA0599.1.KLF5	chr1	172000755	172000764	+	0.000	0.000	Merged-chr1-172000780-26
NR57004--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR66728--MA0599.1.KLF5	chrX	150813354	150813363	+	0.000	0.000	Merged-chrX-150813149-62
NR53015--MA0742.1.Klf12	chr6	129049282	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR44286--MA0599.1.KLF5	chr4	136140417	136140426	+	0.000	0.000	Merged-chr4-136140503-4
NR59891--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR37386--MA0493.1.Klf1	chr2	173263823	173263833	+	0.000	0.000	Merged-chr2-173263932-54
NR39955--MA0742.1.Klf12	chr3	121495130	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR31290--MA0741.1.KLF16	chr19	19111255	19111265	+	0.000	0.000	Merged-chr19-19111184-72
NR25824--MA0740.1.KLF14	chr17	8306074	8306087	+	0.000	0.000	Merged-chr17-8305975-23
NR1688--MA0741.1.KLF16	chr1	119504641	119504651	+	0.000	0.000	Merged-chr1-119504796-62
NR35635--MA0039.3.KLF4	chr2	132230555	132230565	-	0.000	0.000	Merged-chr2-132230330-32
NR11591--MA0741.1.KLF16	chr11	104231387	104231397	+	0.000	0.000	Merged-chr11-104231376-24
NR44691--MA0742.1.Klf12	chr4	141296033	141296047	+	0.000	0.000	Merged-chr4-141296105-4
NR22354--MA0493.1.Klf1	chr15	84663067	84663077	-	0.000	0.000	Merged-chr15-84663201-26
NR34778--MA0039.3.KLF4	chr2	102955387	102955397	-	0.000	0.000	Merged-chr2-102955467-1
NR5814--MA0493.1.Klf1	chr10	76961984	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR15145--MA1107.1.KLF9	chr12	117348694	117348706	-	0.000	0.000	Merged-chr12-117348724-32
NR48108--MA0741.1.KLF16	chr5	114801281	114801291	+	0.000	0.000	Merged-chr5-114801255-6
NR47211--MA0599.1.KLF5	chr5	92128735	92128744	+	0.000	0.000	Merged-chr5-92128744-12
NR16142--MA0599.1.KLF5	chr13	51598238	51598247	-	0.000	0.000	Merged-chr13-51598262-24
NR19814--MA0493.1.Klf1	chr14	78559272	78559282	-	0.000	0.000	Merged-chr14-78559223-28
NR59093--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR33805--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR12575--MA0599.1.KLF5	chr11	120581252	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR42187--MA0742.1.Klf12	chr4	47251261	47251275	+	0.000	0.000	Merged-chr4-47251279-48
NR53830--MA0741.1.KLF16	chr6	145002394	145002404	-	0.000	0.000	Merged-chr6-145002461-23
NR13838--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR33800--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR37385--MA0039.3.KLF4	chr2	173263825	173263835	+	0.000	0.000	Merged-chr2-173263932-54
NR21529--MA0741.1.KLF16	chr15	67209635	67209645	-	0.000	0.000	Merged-chr15-67209828-75
NR47359--MA0740.1.KLF14	chr5	99495558	99495571	+	0.000	0.000	Merged-chr5-99495568-41
NR52678--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR59542--MA0599.1.KLF5	chr8	69822512	69822521	-	0.000	0.000	Merged-chr8-69822616-46
NR66056--MA0493.1.Klf1	chrX	56374554	56374564	-	0.000	0.000	Merged-chrX-56374648-33
NR44280--MA0039.3.KLF4	chr4	136081890	136081900	+	0.000	0.000	Merged-chr4-136081901-45
NR39370--MA0741.1.KLF16	chr3	101933740	101933750	-	0.000	0.000	Merged-chr3-101933748-15
NR44283--MA0740.1.KLF14	chr4	136140416	136140429	+	0.000	0.000	Merged-chr4-136140503-4
NR22362--MA0039.3.KLF4	chr15	84663176	84663186	-	0.000	0.000	Merged-chr15-84663201-26
NR39351--MA0493.1.Klf1	chr3	101748387	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR55741--MA1107.1.KLF9	chr7	58759362	58759374	+	0.000	0.000	Merged-chr7-58759463-23
NR38602--MA0599.1.KLF5	chr3	81835923	81835932	-	0.000	0.000	Merged-chr3-81835793-30
NR16017--MA0599.1.KLF5	chr13	44507131	44507140	+	0.000	0.000	Merged-chr13-44507226-54
NR63387--MA0599.1.KLF5	chr9	69467510	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR12878--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR19752--MA0599.1.KLF5	chr14	76177401	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR59420--MA1107.1.KLF9	chr8	61321594	61321606	+	0.000	0.000	Merged-chr8-61321606-56
NR63359--MA1107.1.KLF9	chr9	69068527	69068539	-	0.000	0.000	Merged-chr9-69068633-33
NR66530--MA1107.1.KLF9	chrX	113298147	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR25870--MA0493.1.Klf1	chr17	10229875	10229885	+	0.000	0.000	Merged-chr17-10229858-11
NR35461--MA1107.1.KLF9	chr2	128392480	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR6908--MA1107.1.KLF9	chr10	96690997	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR30219--MA0599.1.KLF5	chr18	74442354	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR51947--MA0599.1.KLF5	chr6	91156641	91156650	+	0.000	0.000	Merged-chr6-91156791-33
NR34050--MA0599.1.KLF5	chr2	66634947	66634956	-	0.000	0.000	Merged-chr2-66634909-17
NR24862--MA0742.1.Klf12	chr16	76283301	76283315	+	0.000	0.000	Merged-chr16-76283420-1
NR20494--MA0741.1.KLF16	chr14	121107740	121107750	-	0.000	0.000	Merged-chr14-121107843-45
NR44822--MA0039.3.KLF4	chr4	144901712	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR41956--MA0741.1.KLF16	chr4	42866051	42866061	+	0.000	0.000	Merged-chr4-42865977-16
NR20873--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR24919--MA0741.1.KLF16	chr16	78301699	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR20098--MA1107.1.KLF9	chr14	102811707	102811719	-	0.000	0.000	Merged-chr14-102811644-20
NR44062--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR9115--MA0741.1.KLF16	chr11	49202765	49202775	-	0.000	0.000	Merged-chr11-49202721-8
NR4616--MA0039.3.KLF4	chr10	13035455	13035465	-	0.000	0.000	Merged-chr10-13035332-21
NR11841--MA0741.1.KLF16	chr11	109331354	109331364	+	0.000	0.000	Merged-chr11-109331360-60
NR50441--MA0742.1.Klf12	chr6	6217148	6217162	+	0.000	0.000	Merged-chr6-6217012-81
NR20874--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR64870--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR34283--MA0599.1.KLF5	chr2	74681818	74681827	-	0.000	0.000	Merged-chr2-74681883-2
NR1644--MA0657.1.KLF13	chr1	111864950	111864967	-	0.000	0.000	Merged-chr1-111864716-124
NR54458--MA0741.1.KLF16	chr7	16980381	16980391	+	0.000	0.000	Merged-chr7-16980470-23
NR55733--MA0493.1.Klf1	chr7	58758695	58758705	+	0.000	0.000	Merged-chr7-58758564-8
NR59407--MA1107.1.KLF9	chr8	61283218	61283230	+	0.000	0.000	Merged-chr8-61283229-50
NR20872--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR50516--MA1107.1.KLF9	chr6	17901357	17901369	-	0.000	0.000	Merged-chr6-17901265-19
NR953--MA0599.1.KLF5	chr1	72870387	72870396	-	0.000	0.000	Merged-chr1-72870469-25
NR47214--MA0741.1.KLF16	chr5	92128735	92128745	+	0.000	0.000	Merged-chr5-92128744-12
NR24614--MA0741.1.KLF16	chr16	55835881	55835891	-	0.000	0.000	Merged-chr16-55835900-11
NR11274--MA1107.1.KLF9	chr11	99132669	99132681	-	0.000	0.000	Merged-chr11-99132520-18
NR39485--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR20444--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR34161--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR40960--MA1107.1.KLF9	chr3	148511246	148511258	+	0.000	0.000	Merged-chr3-148511126-2
NR18859--MA0493.1.Klf1	chr14	45102298	45102308	+	0.000	0.000	Merged-chr14-45102324-46
NR46923--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR21628--MA0599.1.KLF5	chr15	74538494	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR23802--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR24866--MA0741.1.KLF16	chr16	76283302	76283312	+	0.000	0.000	Merged-chr16-76283420-1
NR2495--MA1107.1.KLF9	chr1	151248488	151248500	+	0.000	0.000	Merged-chr1-151248636-5
NR29804--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR22964--MA0599.1.KLF5	chr15	98699671	98699680	-	0.000	0.000	Merged-chr15-98699636-21
NR6272--MA0039.3.KLF4	chr10	80848717	80848727	+	0.000	0.000	Merged-chr10-80848752-35
NR32188--MA0493.1.Klf1	chr19	55401900	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR57125--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR12574--MA0742.1.Klf12	chr11	120581248	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR62632--MA1107.1.KLF9	chr9	50512100	50512112	-	0.000	0.000	Merged-chr9-50512107-7
NR10894--MA0742.1.Klf12	chr11	94486167	94486181	-	0.000	0.000	Merged-chr11-94486126-19
NR25440--MA1107.1.KLF9	chr16	95434625	95434637	+	0.000	0.000	Merged-chr16-95434709-3
NR13805--MA0741.1.KLF16	chr12	80885789	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR42675--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR50859--MA0741.1.KLF16	chr6	39348146	39348156	+	0.000	0.000	Merged-chr6-39348126-65
NR37955--MA0740.1.KLF14	chr3	28402420	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR35436--MA0741.1.KLF16	chr2	128088012	128088022	+	0.000	0.000	Merged-chr2-128088091-23
NR13567--MA0599.1.KLF5	chr12	71577500	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR55643--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR25825--MA0657.1.KLF13	chr17	8306073	8306090	+	0.000	0.000	Merged-chr17-8305975-23
NR64851--MA0740.1.KLF14	chr9	114468458	114468471	+	0.000	0.000	Merged-chr9-114468375-1
NR33058--MA1107.1.KLF9	chr2	27187613	27187625	-	0.000	0.000	Merged-chr2-27187639-44
NR1657--MA0657.1.KLF13	chr1	118627895	118627912	+	0.000	0.000	Merged-chr1-118628003-42
NR16944--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR59279--MA0742.1.Klf12	chr8	57355183	57355197	-	0.000	0.000	Merged-chr8-57355004-3
NR50445--MA0741.1.KLF16	chr6	6217149	6217159	+	0.000	0.000	Merged-chr6-6217012-81
NR604--MA0599.1.KLF5	chr1	50927415	50927424	+	0.000	0.000	Merged-chr1-50927546-47
NR43344--MA0741.1.KLF16	chr4	120287786	120287796	-	0.000	0.000	Merged-chr4-120287807-68
NR52715--MA0599.1.KLF5	chr6	122553755	122553764	-	0.000	0.000	Merged-chr6-122553933-10
NR44689--MA0740.1.KLF14	chr4	141296033	141296046	+	0.000	0.000	Merged-chr4-141296105-4
NR33650--MA0599.1.KLF5	chr2	36091473	36091482	+	0.000	0.000	Merged-chr2-36091401-36
NR53017--MA0599.1.KLF5	chr6	129049286	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR39007--MA0493.1.Klf1	chr3	93598256	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR14442--MA0599.1.KLF5	chr12	104999355	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR35411--MA0742.1.Klf12	chr2	127319249	127319263	-	0.000	0.000	Merged-chr2-127319189-56
NR46431--MA0740.1.KLF14	chr5	43355358	43355371	-	0.000	0.000	Merged-chr5-43355421-55
NR4481--MA0741.1.KLF16	chr10	5795626	5795636	+	0.000	0.000	Merged-chr10-5795457-7
NR23050--MA1107.1.KLF9	chr15	99276215	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR13419--MA0740.1.KLF14	chr12	65258705	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR52029--MA0741.1.KLF16	chr6	97300929	97300939	-	0.000	0.000	Merged-chr6-97300820-20
NR26303--MA0599.1.KLF5	chr17	25570817	25570826	+	0.000	0.000	Merged-chr17-25570881-49
NR14643--MA0493.1.Klf1	chr12	108275431	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR60319--MA0493.1.Klf1	chr8	93810263	93810273	-	0.000	0.000	Merged-chr8-93810346-59
NR44284--MA0657.1.KLF13	chr4	136140415	136140432	+	0.000	0.000	Merged-chr4-136140503-4
NR55729--MA0493.1.Klf1	chr7	58758632	58758642	+	0.000	0.000	Merged-chr7-58758564-8
NR13697--MA0599.1.KLF5	chr12	76710191	76710200	+	0.000	0.000	Merged-chr12-76710295-113
NR11378--MA0493.1.Klf1	chr11	101199827	101199837	-	0.000	0.000	Merged-chr11-101199720-6
NR28553--MA0741.1.KLF16	chr17	84944352	84944362	-	0.000	0.000	Merged-chr17-84944510-25
NR10968--MA1107.1.KLF9	chr11	95521854	95521866	-	0.000	0.000	Merged-chr11-95521691-12
NR56506--MA0742.1.Klf12	chr7	98797411	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR24051--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR47761--MA0740.1.KLF14	chr5	110343022	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR17250--MA0493.1.Klf1	chr13	98031523	98031533	-	0.000	0.000	Merged-chr13-98031558-40
NR57287--MA0599.1.KLF5	chr7	120722246	120722255	-	0.000	0.000	Merged-chr7-120722265-14
NR5811--MA0740.1.KLF14	chr10	76961984	76961997	+	0.000	0.000	Merged-chr10-76962071-59
NR40289--MA1107.1.KLF9	chr3	131250502	131250514	+	0.000	0.000	Merged-chr3-131250529-24
NR53835--MA0741.1.KLF16	chr6	145002399	145002409	-	0.000	0.000	Merged-chr6-145002461-23
NR31241--MA1107.1.KLF9	chr19	16956023	16956035	+	0.000	0.000	Merged-chr19-16955982-11
NR30217--MA0740.1.KLF14	chr18	74442353	74442366	+	0.000	0.000	Merged-chr18-74442456-61
NR14647--MA0742.1.Klf12	chr12	108275476	108275490	+	0.000	0.000	Merged-chr12-108275445-64
NR10279--MA0741.1.KLF16	chr11	77792147	77792157	-	0.000	0.000	Merged-chr11-77792176-31
NR10723--MA0740.1.KLF14	chr11	88864589	88864602	+	0.000	0.000	Merged-chr11-88864546-48
NR5094--MA0493.1.Klf1	chr10	42887291	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR24486--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR41267--MA1107.1.KLF9	chr3	154683891	154683903	-	0.000	0.000	Merged-chr3-154683777-15
NR18693--MA1107.1.KLF9	chr14	31398287	31398299	-	0.000	0.000	Merged-chr14-31398460-1
NR52611--MA1107.1.KLF9	chr6	119749279	119749291	+	0.000	0.000	Merged-chr6-119749325-22
NR5538--MA0599.1.KLF5	chr10	63175394	63175403	+	0.000	0.000	Merged-chr10-63175316-22
NR8601--MA0741.1.KLF16	chr11	11519490	11519500	+	0.000	0.000	Merged-chr11-11519616-36
NR37959--MA0039.3.KLF4	chr3	28402421	28402431	-	0.000	0.000	Merged-chr3-28402386-46
NR62637--MA1107.1.KLF9	chr9	50512110	50512122	-	0.000	0.000	Merged-chr9-50512107-7
NR52155--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR49582--MA0741.1.KLF16	chr5	139736353	139736363	+	0.000	0.000	Merged-chr5-139736342-40
NR4494--MA0741.1.KLF16	chr10	7212243	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR35355--MA0493.1.Klf1	chr2	125791558	125791568	+	0.000	0.000	Merged-chr2-125791694-59
NR26111--MA0741.1.KLF16	chr17	21617541	21617551	-	0.000	0.000	Merged-chr17-21617473-39
NR17139--MA0599.1.KLF5	chr13	95063723	95063732	-	0.000	0.000	Merged-chr13-95063599-48
NR19519--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR5872--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR8582--MA0741.1.KLF16	chr11	6707047	6707057	-	0.000	0.000	Merged-chr11-6706975-16
NR7843--MA0599.1.KLF5	chr10	121796245	121796254	+	0.000	0.000	Merged-chr10-121796258-28
NR38374--MA0740.1.KLF14	chr3	60124234	60124247	+	0.000	0.000	Merged-chr3-60124423-36
NR2397--MA1107.1.KLF9	chr1	147237213	147237225	+	0.000	0.000	Merged-chr1-147237183-6
NR52104--MA0741.1.KLF16	chr6	99801017	99801027	+	0.000	0.000	Merged-chr6-99800956-8
NR21874--MA0493.1.Klf1	chr15	78515790	78515800	-	0.000	0.000	Merged-chr15-78515914-15
NR35457--MA0039.3.KLF4	chr2	128392482	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR52365--MA0742.1.Klf12	chr6	114397835	114397849	-	0.000	0.000	Merged-chr6-114397925-17
NR48105--MA0599.1.KLF5	chr5	114801281	114801290	+	0.000	0.000	Merged-chr5-114801255-6
NR41980--MA0599.1.KLF5	chr4	43171522	43171531	-	0.000	0.000	Merged-chr4-43171535-31
NR58538--MA0741.1.KLF16	chr8	11009006	11009016	+	0.000	0.000	Merged-chr8-11009107-63
NR1849--MA1107.1.KLF9	chr1	127796439	127796451	-	0.000	0.000	Merged-chr1-127796546-56
NR53165--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR61462--MA1107.1.KLF9	chr8	125669919	125669931	-	0.000	0.000	Merged-chr8-125669948-44
NR13027--MA0657.1.KLF13	chr12	25351018	25351035	+	0.000	0.000	Merged-chr12-25351011-20
NR1905--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR4344--MA1107.1.KLF9	chr1	193189567	193189579	+	0.000	0.000	Merged-chr1-193189573-66
NR50676--MA0741.1.KLF16	chr6	30617390	30617400	+	0.000	0.000	Merged-chr6-30617295-15
NR62700--MA0742.1.Klf12	chr9	53706252	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR66380--MA0741.1.KLF16	chrX	100777198	100777208	+	0.000	0.000	Merged-chrX-100777014-69
NR14301--MA0740.1.KLF14	chr12	101718628	101718641	+	0.000	0.000	Merged-chr12-101718493-65
NR464--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR61389--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR53306--MA0740.1.KLF14	chr6	136413384	136413397	+	0.000	0.000	Merged-chr6-136413320-1
NR45640--MA1107.1.KLF9	chr5	5573935	5573947	-	0.000	0.000	Merged-chr5-5574084-22
NR38279--MA0039.3.KLF4	chr3	52832553	52832563	+	0.000	0.000	Merged-chr3-52832411-30
NR62420--MA0741.1.KLF16	chr9	42423817	42423827	+	0.000	0.000	Merged-chr9-42423784-11
NR66692--MA1107.1.KLF9	chrX	140664763	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR24792--MA0741.1.KLF16	chr16	72350568	72350578	-	0.000	0.000	Merged-chr16-72350554-25
NR24338--MA0493.1.Klf1	chr16	35984021	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR37456--MA0741.1.KLF16	chr2	174556042	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR56967--MA0741.1.KLF16	chr7	112678979	112678989	-	0.000	0.000	Merged-chr7-112678806-2
NR40732--MA0039.3.KLF4	chr3	142892190	142892200	-	0.000	0.000	Merged-chr3-142892335-19
NR59364--MA0599.1.KLF5	chr8	60632695	60632704	+	0.000	0.000	Merged-chr8-60632762-58
NR34825--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR36458--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR18107--MA1107.1.KLF9	chr13	117390190	117390202	-	0.000	0.000	Merged-chr13-117390259-3
NR25435--MA0742.1.Klf12	chr16	95434625	95434639	+	0.000	0.000	Merged-chr16-95434709-3
NR24592--MA0039.3.KLF4	chr16	55421972	55421982	+	0.000	0.000	Merged-chr16-55421971-12
NR8830--MA0599.1.KLF5	chr11	24077526	24077535	-	0.000	0.000	Merged-chr11-24077473-13
NR9141--MA0599.1.KLF5	chr11	49266334	49266343	+	0.000	0.000	Merged-chr11-49266442-28
NR53891--MA0741.1.KLF16	chr6	145469421	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR9686--MA1107.1.KLF9	chr11	62076918	62076930	-	0.000	0.000	Merged-chr11-62077068-25
NR66555--MA0741.1.KLF16	chrX	133689117	133689127	-	0.000	0.000	Merged-chrX-133688960-40
NR40177--MA0039.3.KLF4	chr3	127845179	127845189	+	0.000	0.000	Merged-chr3-127845262-14
NR64004--MA0741.1.KLF16	chr9	90163056	90163066	-	0.000	0.000	Merged-chr9-90163219-55
NR30268--MA1107.1.KLF9	chr18	75210433	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR16071--MA0740.1.KLF14	chr13	46779983	46779996	+	0.000	0.000	Merged-chr13-46780080-38
NR37956--MA0657.1.KLF13	chr3	28402417	28402434	-	0.000	0.000	Merged-chr3-28402386-46
NR22416--MA0741.1.KLF16	chr15	86016262	86016272	+	0.000	0.000	Merged-chr15-86016177-43
NR14728--MA0740.1.KLF14	chr12	109446607	109446620	+	0.000	0.000	Merged-chr12-109446341-43
NR7498--MA0493.1.Klf1	chr10	117651142	117651152	-	0.000	0.000	Merged-chr10-117651194-26
NR60808--MA0599.1.KLF5	chr8	114974874	114974883	-	0.000	0.000	Merged-chr8-114974743-26
NR20736--MA0741.1.KLF16	chr15	8616188	8616198	+	0.000	0.000	Merged-chr15-8616259-27
NR41656--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR62781--MA0741.1.KLF16	chr9	55283731	55283741	+	0.000	0.000	Merged-chr9-55283833-16
NR13840--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR17147--MA1107.1.KLF9	chr13	95063710	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR38410--MA0493.1.Klf1	chr3	62338941	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR38643--MA0741.1.KLF16	chr3	84039277	84039287	+	0.000	0.000	Merged-chr3-84039248-13
NR49762--MA0039.3.KLF4	chr5	142371352	142371362	+	0.000	0.000	Merged-chr5-142371510-14
NR61659--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR34068--MA1107.1.KLF9	chr2	69125445	69125457	-	0.000	0.000	Merged-chr2-69125568-4
NR11270--MA0741.1.KLF16	chr11	99132689	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR28603--MA1107.1.KLF9	chr17	86184967	86184979	-	0.000	0.000	Merged-chr17-86185009-23
NR42166--MA0599.1.KLF5	chr4	47011207	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR35037--MA1107.1.KLF9	chr2	117082010	117082022	+	0.000	0.000	Merged-chr2-117082079-6
