#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR61283--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR33341--MA1107.1.KLF9	chr2	25185927	25185939	-	0.000	0.000	Merged-chr2-25185987-36
NR66568--MA0493.1.Klf1	chr9	118477726	118477736	-	0.000	0.000	Merged-chr9-118477763-16
NR47384--MA0741.1.KLF16	chr5	34637180	34637190	+	0.000	0.000	Merged-chr5-34637135-1
NR15675--MA1107.1.KLF9	chr13	13492084	13492096	+	0.000	0.000	Merged-chr13-13492146-24
NR33472--MA0599.1.KLF5	chr2	26910683	26910692	+	0.000	0.000	Merged-chr2-26910694-72
NR44498--MA0740.1.KLF14	chr4	120731129	120731142	-	0.000	0.000	Merged-chr4-120731377-66
NR65770--MA0741.1.KLF16	chr9	104373460	104373470	+	0.000	0.000	Merged-chr9-104373447-21
NR14264--MA0599.1.KLF5	chr12	84114567	84114576	-	0.000	0.000	Merged-chr12-84114389-28
NR48382--MA1107.1.KLF9	chr5	91038806	91038818	+	0.000	0.000	Merged-chr5-91038885-32
NR63326--MA0599.1.KLF5	chr9	11559555	11559564	-	0.000	0.000	Merged-chr9-11559688-28
NR56695--MA0599.1.KLF5	chr7	47104265	47104274	-	0.000	0.000	Merged-chr7-47104097-36
NR62316--MA0741.1.KLF16	chr8	110929464	110929474	-	0.000	0.000	Merged-chr8-110929357-31
NR54367--MA0493.1.Klf1	chr6	135168259	135168269	+	0.000	0.000	Merged-chr6-135168143-37
NR33902--MA0599.1.KLF5	chr2	33887491	33887500	-	0.000	0.000	Merged-chr2-33887388-77
NR28626--MA1107.1.KLF9	chr17	84148991	84149003	+	0.000	0.000	Merged-chr17-84148977-32
NR58642--MA0599.1.KLF5	chr7	121734723	121734732	-	0.000	0.000	Merged-chr7-121734819-1
NR65030--MA0742.1.Klf12	chr9	77456724	77456738	+	0.000	0.000	Merged-chr9-77456588-28
NR41644--MA1107.1.KLF9	chr3	146063401	146063413	-	0.000	0.000	Merged-chr3-146063322-20
NR12410--MA1107.1.KLF9	chr11	113187328	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR61296--MA0740.1.KLF14	chr8	77376621	77376634	+	0.000	0.000	Merged-chr8-77376569-21
NR27000--MA0599.1.KLF5	chr17	33843178	33843187	-	0.000	0.000	Merged-chr17-33843273-52
NR32355--MA0493.1.Klf1	chr19	46148529	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR43914--MA0493.1.Klf1	chr4	102521074	102521084	-	0.000	0.000	Merged-chr4-102521123-26
NR59826--MA0599.1.KLF5	chr8	3221122	3221131	+	0.000	0.000	Merged-chr8-3221344-66
NR39546--MA0599.1.KLF5	chr3	88493137	88493146	-	0.000	0.000	Merged-chr3-88493035-35
NR9191--MA0599.1.KLF5	chr11	23124549	23124558	+	0.000	0.000	Merged-chr11-23124595-33
NR17282--MA0741.1.KLF16	chr13	89521653	89521663	+	0.000	0.000	Merged-chr13-89521757-30
NR40120--MA1107.1.KLF9	chr3	101598151	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR23205--MA0657.1.KLF13	chr15	99223641	99223658	-	0.000	0.000	Merged-chr15-99223705-10
NR40466--MA0599.1.KLF5	chr3	109444053	109444062	+	0.000	0.000	Merged-chr3-109444108-35
NR24558--MA0741.1.KLF16	chr16	49959188	49959198	+	0.000	0.000	Merged-chr16-49959222-29
NR19172--MA0599.1.KLF5	chr14	47105053	47105062	-	0.000	0.000	Merged-chr14-47104934-63
NR60834--MA0039.3.KLF4	chr8	64788880	64788890	+	0.000	0.000	Merged-chr8-64788923-42
NR54582--MA0742.1.Klf12	chr6	140767854	140767868	+	0.000	0.000	Merged-chr6-140767932-1
NR11751--MA0741.1.KLF16	chr11	98786610	98786620	-	0.000	0.000	Merged-chr11-98786782-44
NR15685--MA0493.1.Klf1	chr13	13582202	13582212	-	0.000	0.000	Merged-chr13-13582107-29
NR5189--MA0741.1.KLF16	chr10	26373335	26373345	+	0.000	0.000	Merged-chr10-26373188-33
NR22050--MA0741.1.KLF16	chr15	75921567	75921577	-	0.000	0.000	Merged-chr15-75921460-55
NR36065--MA1107.1.KLF9	chr2	125189304	125189316	+	0.000	0.000	Merged-chr2-125189398-33
NR63371--MA0599.1.KLF5	chr9	14903774	14903783	+	0.000	0.000	Merged-chr9-14903910-62
NR25075--MA0740.1.KLF14	chr16	81200653	81200666	+	0.000	0.000	Merged-chr16-81200661-42
NR41627--MA0741.1.KLF16	chr3	146039644	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR66605--MA0599.1.KLF5	chr9	118821830	118821839	-	0.000	0.000	Merged-chr9-118821695-53
NR62903--MA0493.1.Klf1	chr8	123236309	123236319	-	0.000	0.000	Merged-chr8-123236103-61
NR37850--MA0599.1.KLF5	chr2	168741430	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR52494--MA0740.1.KLF14	chr6	66973326	66973339	+	0.000	0.000	Merged-chr6-66973310-7
NR47918--MA0741.1.KLF16	chr5	67427546	67427556	+	0.000	0.000	Merged-chr5-67427515-71
NR27564--MA0493.1.Klf1	chr17	47189807	47189817	+	0.000	0.000	Merged-chr17-47189896-43
NR35662--MA0740.1.KLF14	chr2	112240497	112240510	+	0.000	0.000	Merged-chr2-112240570-1
NR61284--MA0657.1.KLF13	chr8	76902218	76902235	+	0.000	0.000	Merged-chr8-76902143-41
NR65058--MA0493.1.Klf1	chr9	77954653	77954663	-	0.000	0.000	Merged-chr9-77954587-30
NR25076--MA0599.1.KLF5	chr16	81200644	81200653	+	0.000	0.000	Merged-chr16-81200661-42
NR2779--MA1107.1.KLF9	chr1	153723465	153723477	-	0.000	0.000	Merged-chr1-153723564-53
NR17179--MA0039.3.KLF4	chr13	83715322	83715332	+	0.000	0.000	Merged-chr13-83715230-50
NR57359--MA0740.1.KLF14	chr7	81454606	81454619	+	0.000	0.000	Merged-chr7-81454544-19
NR59513--MA0599.1.KLF5	chr7	139978794	139978803	+	0.000	0.000	Merged-chr7-139978703-39
NR65766--MA0599.1.KLF5	chr9	104373476	104373485	-	0.000	0.000	Merged-chr9-104373447-21
NR29759--MA0742.1.Klf12	chr18	54822920	54822934	+	0.000	0.000	Merged-chr18-54822886-30
NR66148--MA0493.1.Klf1	chr9	110732701	110732711	-	0.000	0.000	Merged-chr9-110732795-38
NR10415--MA0740.1.KLF14	chr11	69766493	69766506	-	0.000	0.000	Merged-chr11-69766217-75
NR32750--MA0599.1.KLF5	chr19	57882083	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR18936--MA0039.3.KLF4	chr14	31556324	31556334	-	0.000	0.000	Merged-chr14-31556211-33
NR45351--MA0493.1.Klf1	chr4	134704303	134704313	+	0.000	0.000	Merged-chr4-134704159-76
NR28625--MA0741.1.KLF16	chr17	84148992	84149002	+	0.000	0.000	Merged-chr17-84148977-32
NR10938--MA0740.1.KLF14	chr11	79660494	79660507	+	0.000	0.000	Merged-chr11-79660589-44
NR48933--MA0039.3.KLF4	chr5	105798810	105798820	-	0.000	0.000	Merged-chr5-105798670-49
NR33995--MA0740.1.KLF14	chr2	36091472	36091485	+	0.000	0.000	Merged-chr2-36091401-36
NR46740--MA0741.1.KLF16	chr5	14514926	14514936	-	0.000	0.000	Merged-chr5-14515082-42
NR64448--MA0599.1.KLF5	chr9	61779366	61779375	+	0.000	0.000	Merged-chr9-61779248-32
NR9514--MA0599.1.KLF5	chr11	46275396	46275405	-	0.000	0.000	Merged-chr11-46275497-31
NR10944--MA0599.1.KLF5	chr11	79660665	79660674	-	0.000	0.000	Merged-chr11-79660589-44
NR2905--MA0741.1.KLF16	chr1	156217597	156217607	+	0.000	0.000	Merged-chr1-156217514-18
NR20415--MA0741.1.KLF16	chr14	100461639	100461649	+	0.000	0.000	Merged-chr14-100461621-38
NR56914--MA1107.1.KLF9	chr7	64012068	64012080	-	0.000	0.000	Merged-chr7-64011985-78
NR51805--MA1107.1.KLF9	chr6	34869194	34869206	+	0.000	0.000	Merged-chr6-34869136-1
NR38394--MA0599.1.KLF5	chr3	7503386	7503395	+	0.000	0.000	Merged-chr3-7503455-65
NR34971--MA0742.1.Klf12	chr2	78973931	78973945	-	0.000	0.000	Merged-chr2-78973866-41
NR26823--MA1107.1.KLF9	chr17	31277308	31277320	+	0.000	0.000	Merged-chr17-31277371-45
NR13771--MA0741.1.KLF16	chr12	69168545	69168555	+	0.000	0.000	Merged-chr12-69168736-61
NR2448--MA1107.1.KLF9	chr1	138134537	138134549	+	0.000	0.000	Merged-chr1-138134522-12
NR43133--MA0742.1.Klf12	chr4	55531458	55531472	+	0.000	0.000	Merged-chr4-55531486-7
NR46--MA0740.1.KLF14	chr1	12875660	12875673	-	0.000	0.000	Merged-chr1-12875704-39
NR7719--MA0740.1.KLF14	chr10	111102953	111102966	+	0.000	0.000	Merged-chr10-111102896-60
NR34020--MA1107.1.KLF9	chr2	37765369	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR8745--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR10943--MA1107.1.KLF9	chr11	79660494	79660506	+	0.000	0.000	Merged-chr11-79660589-44
NR2015--MA0599.1.KLF5	chr1	125390252	125390261	-	0.000	0.000	Merged-chr1-125390190-80
NR66181--MA0741.1.KLF16	chr9	111439056	111439066	-	0.000	0.000	Merged-chr9-111439119-15
NR26815--MA0741.1.KLF16	chr17	31073416	31073426	-	0.000	0.000	Merged-chr17-31073520-38
NR29761--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR13770--MA0493.1.Klf1	chr12	69168544	69168554	+	0.000	0.000	Merged-chr12-69168736-61
NR7427--MA0039.3.KLF4	chr10	96201382	96201392	-	0.000	0.000	Merged-chr10-96201472-66
NR355--MA0493.1.Klf1	chr1	36919866	36919876	+	0.000	0.000	Merged-chr1-36919930-2
NR54551--MA1107.1.KLF9	chr6	140443513	140443525	+	0.000	0.000	Merged-chr6-140443586-32
NR39120--MA0039.3.KLF4	chr3	65352868	65352878	-	0.000	0.000	Merged-chr3-65352895-35
NR39336--MA0493.1.Klf1	chr3	79451644	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR30125--MA0741.1.KLF16	chr18	65322464	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR63913--MA0493.1.Klf1	chr9	42488260	42488270	+	0.000	0.000	Merged-chr9-42488247-23
NR56919--MA1107.1.KLF9	chr7	64012078	64012090	-	0.000	0.000	Merged-chr7-64011985-78
NR13959--MA0741.1.KLF16	chr12	73746281	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR63814--MA1107.1.KLF9	chr9	37236230	37236242	-	0.000	0.000	Merged-chr9-37236124-32
NR52465--MA0039.3.KLF4	chr6	65662243	65662253	+	0.000	0.000	Merged-chr6-65662238-38
NR26777--MA0740.1.KLF14	chr17	29717103	29717116	-	0.000	0.000	Merged-chr17-29717022-42
NR40170--MA0741.1.KLF16	chr3	103280630	103280640	-	0.000	0.000	Merged-chr3-103280513-5
NR17904--MA0741.1.KLF16	chr13	105047443	105047453	-	0.000	0.000	Merged-chr13-105047400-59
NR46128--MA0740.1.KLF14	chr4	148444832	148444845	-	0.000	0.000	Merged-chr4-148444677-50
NR12238--MA0599.1.KLF5	chr11	108039261	108039270	-	0.000	0.000	Merged-chr11-108039286-20
NR16579--MA0493.1.Klf1	chr13	54789206	54789216	-	0.000	0.000	Merged-chr13-54789340-56
NR43431--MA1107.1.KLF9	chr4	63486715	63486727	+	0.000	0.000	Merged-chr4-63486767-20
NR41238--MA1107.1.KLF9	chr3	135579487	135579499	-	0.000	0.000	Merged-chr3-135579457-44
NR17468--MA0599.1.KLF5	chr13	95765258	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR48661--MA1107.1.KLF9	chr5	97090259	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR53597--MA0599.1.KLF5	chr6	114892729	114892738	+	0.000	0.000	Merged-chr6-114892684-29
NR18446--MA0599.1.KLF5	chr13	119601397	119601406	+	0.000	0.000	Merged-chr13-119601425-12
NR60572--MA0493.1.Klf1	chr8	45410379	45410389	-	0.000	0.000	Merged-chr8-45410262-39
NR51935--MA0039.3.KLF4	chr6	41177313	41177323	-	0.000	0.000	Merged-chr6-41177322-23
NR10412--MA0599.1.KLF5	chr11	69766226	69766235	+	0.000	0.000	Merged-chr11-69766217-75
NR62872--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR5415--MA0599.1.KLF5	chr10	41690295	41690304	-	0.000	0.000	Merged-chr10-41690253-38
NR56279--MA1107.1.KLF9	chr7	35056703	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR64171--MA0599.1.KLF5	chr9	51278693	51278702	-	0.000	0.000	Merged-chr9-51278658-19
NR10196--MA1107.1.KLF9	chr11	62574643	62574655	-	0.000	0.000	Merged-chr11-62574522-33
NR18558--MA0599.1.KLF5	chr14	7929187	7929196	-	0.000	0.000	Merged-chr14-7929252-11
NR13901--MA0599.1.KLF5	chr12	71577500	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR57934--MA0741.1.KLF16	chr7	102347589	102347599	+	0.000	0.000	Merged-chr7-102347477-20
NR28060--MA0599.1.KLF5	chr17	65884522	65884531	+	0.000	0.000	Merged-chr17-65884407-1
NR31458--MA0657.1.KLF13	chr19	10689033	10689050	-	0.000	0.000	Merged-chr19-10688915-74
NR35170--MA0599.1.KLF5	chr2	91078637	91078646	-	0.000	0.000	Merged-chr2-91078502-21
NR22286--MA0741.1.KLF16	chr15	78928309	78928319	+	0.000	0.000	Merged-chr15-78928209-40
NR56079--MA0599.1.KLF5	chr7	29211534	29211543	+	0.000	0.000	Merged-chr7-29211529-84
NR10638--MA0740.1.KLF14	chr11	74443987	74444000	+	0.000	0.000	Merged-chr11-74444076-12
NR21092--MA0039.3.KLF4	chr15	8589753	8589763	+	0.000	0.000	Merged-chr15-8589819-27
NR7710--MA1107.1.KLF9	chr10	110952122	110952134	+	0.000	0.000	Merged-chr10-110952029-21
NR66205--MA0741.1.KLF16	chr9	112175470	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR7183--MA0599.1.KLF5	chr10	91029210	91029219	-	0.000	0.000	Merged-chr10-91029194-21
NR67631--MA0741.1.KLF16	chrX	94123169	94123179	-	0.000	0.000	Merged-chrX-94123258-6
NR13904--MA0741.1.KLF16	chr12	71577499	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR59841--MA0742.1.Klf12	chr8	3467652	3467666	-	0.000	0.000	Merged-chr8-3467584-41
NR13014--MA0741.1.KLF16	chr12	3781584	3781594	+	0.000	0.000	Merged-chr12-3781537-41
NR58290--MA0599.1.KLF5	chr7	113419648	113419657	+	0.000	0.000	Merged-chr7-113419557-35
NR54010--MA1107.1.KLF9	chr6	125468294	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR63734--MA1107.1.KLF9	chr9	32672276	32672288	-	0.000	0.000	Merged-chr9-32672440-49
NR56097--MA0599.1.KLF5	chr7	29307863	29307872	+	0.000	0.000	Merged-chr7-29307894-31
NR15526--MA0599.1.KLF5	chr12	118836751	118836760	-	0.000	0.000	Merged-chr12-118836898-44
NR38413--MA0599.1.KLF5	chr3	8717393	8717402	+	0.000	0.000	Merged-chr3-8717539-26
NR38688--MA0741.1.KLF16	chr3	31145843	31145853	+	0.000	0.000	Merged-chr3-31145985-42
NR54124--MA0740.1.KLF14	chr6	128334910	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR55692--MA0599.1.KLF5	chr7	19822812	19822821	+	0.000	0.000	Merged-chr7-19822815-38
NR45646--MA0741.1.KLF16	chr4	138262424	138262434	+	0.000	0.000	Merged-chr4-138262353-56
NR68366--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR65798--MA0493.1.Klf1	chr9	105078826	105078836	-	0.000	0.000	Merged-chr9-105078921-24
NR51847--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR26778--MA0657.1.KLF13	chr17	29717100	29717117	-	0.000	0.000	Merged-chr17-29717022-42
NR15260--MA0741.1.KLF16	chr12	112629100	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR51669--MA0741.1.KLF16	chr6	28878194	28878204	-	0.000	0.000	Merged-chr6-28878211-33
NR24171--MA0599.1.KLF5	chr16	31066971	31066980	+	0.000	0.000	Merged-chr16-31066889-60
NR57437--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR7622--MA0599.1.KLF5	chr10	107946757	107946766	+	0.000	0.000	Merged-chr10-107946593-22
NR65933--MA0599.1.KLF5	chr9	107338346	107338355	+	0.000	0.000	Merged-chr9-107338409-31
NR56707--MA0740.1.KLF14	chr7	48137406	48137419	+	0.000	0.000	Merged-chr7-48137318-1
NR19223--MA0599.1.KLF5	chr14	50062046	50062055	+	0.000	0.000	Merged-chr14-50062274-71
NR38520--MA0742.1.Klf12	chr3	19459139	19459153	-	0.000	0.000	Merged-chr3-19459037-66
NR9189--MA0740.1.KLF14	chr11	23124543	23124556	+	0.000	0.000	Merged-chr11-23124595-33
NR35842--MA0599.1.KLF5	chr2	118926485	118926494	-	0.000	0.000	Merged-chr2-118926565-51
NR40090--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR38758--MA0599.1.KLF5	chr3	36613428	36613437	+	0.000	0.000	Merged-chr3-36613405-48
NR24264--MA1107.1.KLF9	chr16	33745251	33745263	-	0.000	0.000	Merged-chr16-33745427-22
NR56688--MA0740.1.KLF14	chr7	47104247	47104260	-	0.000	0.000	Merged-chr7-47104097-36
NR28923--MA0039.3.KLF4	chr17	88668532	88668542	+	0.000	0.000	Merged-chr17-88668603-31
NR38524--MA1107.1.KLF9	chr3	19459141	19459153	-	0.000	0.000	Merged-chr3-19459037-66
NR32432--MA0039.3.KLF4	chr19	47464461	47464471	-	0.000	0.000	Merged-chr19-47464349-56
NR51635--MA0741.1.KLF16	chr6	24515099	24515109	+	0.000	0.000	Merged-chr6-24515075-25
NR28163--MA0493.1.Klf1	chr17	70886788	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR8747--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR11422--MA0599.1.KLF5	chr11	94160906	94160915	-	0.000	0.000	Merged-chr11-94160657-19
NR38189--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR17387--MA1107.1.KLF9	chr13	92722554	92722566	-	0.000	0.000	Merged-chr13-92722597-29
NR29267--MA0599.1.KLF5	chr18	25591058	25591067	+	0.000	0.000	Merged-chr18-25591016-9
NR13130--MA0039.3.KLF4	chr12	8859007	8859017	-	0.000	0.000	Merged-chr12-8859142-27
NR30282--MA0741.1.KLF16	chr18	68195224	68195234	-	0.000	0.000	Merged-chr18-68195286-23
NR41625--MA0599.1.KLF5	chr3	146039645	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR7752--MA0599.1.KLF5	chr10	111619937	111619946	-	0.000	0.000	Merged-chr10-111620030-35
NR61951--MA0741.1.KLF16	chr8	95534061	95534071	+	0.000	0.000	Merged-chr8-95534115-30
NR21205--MA1107.1.KLF9	chr15	25216703	25216715	+	0.000	0.000	Merged-chr15-25216736-38
NR47034--MA0741.1.KLF16	chr5	24348300	24348310	+	0.000	0.000	Merged-chr5-24348360-46
NR21838--MA0741.1.KLF16	chr15	66286836	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR39244--MA0742.1.Klf12	chr3	69156738	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR67100--MA0741.1.KLF16	chrX	12153505	12153515	+	0.000	0.000	Merged-chrX-12153627-30
NR34970--MA0039.3.KLF4	chr2	78973913	78973923	-	0.000	0.000	Merged-chr2-78973866-41
NR51637--MA0493.1.Klf1	chr6	24663828	24663838	+	0.000	0.000	Merged-chr6-24663695-2
NR56432--MA1107.1.KLF9	chr7	44246728	44246740	-	0.000	0.000	Merged-chr7-44246733-118
NR67352--MA0741.1.KLF16	chrX	48314739	48314749	+	0.000	0.000	Merged-chrX-48314836-34
NR15673--MA1107.1.KLF9	chr13	13492080	13492092	+	0.000	0.000	Merged-chr13-13492146-24
NR44818--MA0741.1.KLF16	chr4	128713451	128713461	-	0.000	0.000	Merged-chr4-128713412-15
NR63992--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR44898--MA1107.1.KLF9	chr4	129272589	129272601	+	0.000	0.000	Merged-chr4-129272515-32
NR15828--MA0741.1.KLF16	chr13	24638618	24638628	+	0.000	0.000	Merged-chr13-24638719-55
NR62318--MA1107.1.KLF9	chr8	110929494	110929506	-	0.000	0.000	Merged-chr8-110929357-31
NR36009--MA1107.1.KLF9	chr2	122765300	122765312	-	0.000	0.000	Merged-chr2-122765389-48
NR11326--MA0741.1.KLF16	chr11	88595870	88595880	+	0.000	0.000	Merged-chr11-88595910-28
NR31710--MA1107.1.KLF9	chr19	24166912	24166924	+	0.000	0.000	Merged-chr19-24166764-51
NR302--MA1107.1.KLF9	chr1	34831617	34831629	-	0.000	0.000	Merged-chr1-34831505-37
NR45647--MA0742.1.Klf12	chr4	138262442	138262456	+	0.000	0.000	Merged-chr4-138262353-56
NR65033--MA0493.1.Klf1	chr9	77456724	77456734	+	0.000	0.000	Merged-chr9-77456588-28
NR19897--MA0741.1.KLF16	chr14	70336463	70336473	-	0.000	0.000	Merged-chr14-70336398-19
NR27282--MA0741.1.KLF16	chr17	37028972	37028982	+	0.000	0.000	Merged-chr17-37028850-28
NR15937--MA0741.1.KLF16	chr13	34046643	34046653	+	0.000	0.000	Merged-chr13-34046570-24
NR10449--MA0599.1.KLF5	chr11	69919802	69919811	+	0.000	0.000	Merged-chr11-69919909-46
NR62895--MA0740.1.KLF14	chr8	123236306	123236319	-	0.000	0.000	Merged-chr8-123236103-61
NR13440--MA0657.1.KLF13	chr12	33220652	33220669	+	0.000	0.000	Merged-chr12-33220672-27
NR36238--MA0741.1.KLF16	chr2	130642931	130642941	-	0.000	0.000	Merged-chr2-130642738-65
NR38655--MA0742.1.Klf12	chr3	28705851	28705865	+	0.000	0.000	Merged-chr3-28705787-10
NR56772--MA0039.3.KLF4	chr7	51913798	51913808	+	0.000	0.000	Merged-chr7-51913756-51
NR53100--MA0740.1.KLF14	chr6	91698957	91698970	+	0.000	0.000	Merged-chr6-91699017-27
NR17726--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR53634--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR57074--MA0039.3.KLF4	chr7	74296316	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR57084--MA0493.1.Klf1	chr7	75397645	75397655	+	0.000	0.000	Merged-chr7-75397713-20
NR45667--MA0599.1.KLF5	chr4	138884435	138884444	-	0.000	0.000	Merged-chr4-138884426-16
NR7729--MA1107.1.KLF9	chr10	111223381	111223393	+	0.000	0.000	Merged-chr10-111223319-26
NR16147--MA0742.1.Klf12	chr13	41638188	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR25905--MA0741.1.KLF16	chr17	8525164	8525174	-	0.000	0.000	Merged-chr17-8525059-23
NR1910--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR6918--MA0740.1.KLF14	chr10	84440815	84440828	-	0.000	0.000	Merged-chr10-84440807-71
NR2719--MA0741.1.KLF16	chr1	151698129	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR10942--MA0741.1.KLF16	chr11	79660495	79660505	+	0.000	0.000	Merged-chr11-79660589-44
NR6385--MA0657.1.KLF13	chr10	78372830	78372847	+	0.000	0.000	Merged-chr10-78372862-56
NR33260--MA0599.1.KLF5	chr2	19715775	19715784	+	0.000	0.000	Merged-chr2-19715961-49
NR56568--MA0599.1.KLF5	chr7	45370726	45370735	+	0.000	0.000	Merged-chr7-45370625-47
NR3993--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR4508--MA0741.1.KLF16	chr1	191662421	191662431	+	0.000	0.000	Merged-chr1-191662407-14
NR11749--MA0493.1.Klf1	chr11	98786602	98786612	-	0.000	0.000	Merged-chr11-98786782-44
NR24155--MA0741.1.KLF16	chr16	29814104	29814114	+	0.000	0.000	Merged-chr16-29814134-35
NR61913--MA0039.3.KLF4	chr8	95154956	95154966	+	0.000	0.000	Merged-chr8-95154872-23
NR29760--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR30934--MA0742.1.Klf12	chr18	83993536	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR40664--MA0039.3.KLF4	chr3	121872952	121872962	+	0.000	0.000	Merged-chr3-121872910-8
NR58760--MA1107.1.KLF9	chr7	125034707	125034719	-	0.000	0.000	Merged-chr7-125034795-1
NR7426--MA0599.1.KLF5	chr10	96201384	96201393	-	0.000	0.000	Merged-chr10-96201472-66
NR63732--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR23785--MA0599.1.KLF5	chr16	16896683	16896692	-	0.000	0.000	Merged-chr16-16896631-55
NR33685--MA0493.1.Klf1	chr2	30469937	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR25493--MA0039.3.KLF4	chr16	94647864	94647874	-	0.000	0.000	Merged-chr16-94648012-22
NR1912--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR41205--MA0599.1.KLF5	chr3	135307639	135307648	+	0.000	0.000	Merged-chr3-135307763-66
NR25690--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR17434--MA0741.1.KLF16	chr13	94144779	94144789	-	0.000	0.000	Merged-chr13-94144726-31
NR62257--MA0599.1.KLF5	chr8	108887219	108887228	-	0.000	0.000	Merged-chr8-108887120-78
NR29298--MA1107.1.KLF9	chr18	32311869	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR3601--MA0741.1.KLF16	chr1	172482148	172482158	-	0.000	0.000	Merged-chr1-172481994-61
NR5483--MA0493.1.Klf1	chr10	43706480	43706490	-	0.000	0.000	Merged-chr10-43706280-54
NR30504--MA0039.3.KLF4	chr18	74216955	74216965	-	0.000	0.000	Merged-chr18-74216878-3
NR12422--MA1107.1.KLF9	chr11	113537023	113537035	-	0.000	0.000	Merged-chr11-113536889-33
NR30200--MA1107.1.KLF9	chr18	66502012	66502024	-	0.000	0.000	Merged-chr18-66502099-22
NR52464--MA0599.1.KLF5	chr6	65662242	65662251	+	0.000	0.000	Merged-chr6-65662238-38
NR65055--MA0039.3.KLF4	chr9	77954645	77954655	-	0.000	0.000	Merged-chr9-77954587-30
NR9283--MA0493.1.Klf1	chr11	29373593	29373603	-	0.000	0.000	Merged-chr11-29373741-75
