#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR58619--MA0493.1.Klf1	chr8	13593539	13593549	-	0.000	0.000	Merged-chr8-13593648-27
NR67166--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR27255--MA0599.1.KLF5	chr17	44690566	44690575	+	0.000	0.000	Merged-chr17-44690721-49
NR53853--MA0741.1.KLF16	chr6	145135518	145135528	+	0.000	0.000	Merged-chr6-145135361-11
NR32167--MA0740.1.KLF14	chr19	55260945	55260958	+	0.000	0.000	Merged-chr19-55260920-21
NR52594--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR55927--MA0493.1.Klf1	chr7	67444546	67444556	-	0.000	0.000	Merged-chr7-67444614-20
NR58637--MA0493.1.Klf1	chr8	13703969	13703979	-	0.000	0.000	Merged-chr8-13703943-8
NR62494--MA0039.3.KLF4	chr9	44582592	44582602	+	0.000	0.000	Merged-chr9-44582588-15
NR28326--MA1107.1.KLF9	chr17	80169132	80169144	+	0.000	0.000	Merged-chr17-80169005-20
NR24244--MA0741.1.KLF16	chr16	32658893	32658903	+	0.000	0.000	Merged-chr16-32659000-27
NR50824--MA0740.1.KLF14	chr6	38551313	38551326	-	0.000	0.000	Merged-chr6-38551188-3
NR44054--MA1107.1.KLF9	chr4	133879280	133879292	+	0.000	0.000	Merged-chr4-133879423-50
NR13322--MA0599.1.KLF5	chr12	54795729	54795738	-	0.000	0.000	Merged-chr12-54795670-58
NR2023--MA0599.1.KLF5	chr1	132341980	132341989	+	0.000	0.000	Merged-chr1-132341932-46
NR11487--MA0599.1.KLF5	chr11	102316831	102316840	-	0.000	0.000	Merged-chr11-102316886-12
NR65443--MA0599.1.KLF5	chr9	121881085	121881094	-	0.000	0.000	Merged-chr9-121881048-26
NR16577--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR22136--MA1107.1.KLF9	chr15	81510650	81510662	-	0.000	0.000	Merged-chr15-81510764-17
NR24101--MA0741.1.KLF16	chr16	24629365	24629375	+	0.000	0.000	Merged-chr16-24629525-45
NR61870--MA0741.1.KLF16	chr9	21167776	21167786	+	0.000	0.000	Merged-chr9-21167831-1
NR28443--MA0493.1.Klf1	chr17	83809354	83809364	+	0.000	0.000	Merged-chr17-83809391-18
NR42135--MA0740.1.KLF14	chr4	46564120	46564133	-	0.000	0.000	Merged-chr4-46564109-30
NR63495--MA1107.1.KLF9	chr9	73176870	73176882	-	0.000	0.000	Merged-chr9-73176903-12
NR57578--MA1107.1.KLF9	chr7	128180324	128180336	-	0.000	0.000	Merged-chr7-128180557-37
NR43770--MA1107.1.KLF9	chr4	129621212	129621224	+	0.000	0.000	Merged-chr4-129621333-30
NR44236--MA0742.1.Klf12	chr4	135475596	135475610	+	0.000	0.000	Merged-chr4-135475652-18
NR11012--MA0493.1.Klf1	chr11	96912747	96912757	-	0.000	0.000	Merged-chr11-96912869-14
NR19312--MA0741.1.KLF16	chr14	60705240	60705250	+	0.000	0.000	Merged-chr14-60705209-36
NR386--MA0741.1.KLF16	chr1	37541068	37541078	+	0.000	0.000	Merged-chr1-37541062-55
NR8013--MA0741.1.KLF16	chr10	127165731	127165741	-	0.000	0.000	Merged-chr10-127165637-94
NR58166--MA0657.1.KLF13	chr7	141006654	141006671	-	0.000	0.000	Merged-chr7-141006658-12
NR38823--MA0741.1.KLF16	chr3	88831937	88831947	-	0.000	0.000	Merged-chr3-88831913-99
NR42408--MA0493.1.Klf1	chr4	59531341	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR16162--MA0599.1.KLF5	chr13	51726393	51726402	-	0.000	0.000	Merged-chr13-51726299-41
NR52586--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR22060--MA1107.1.KLF9	chr15	80590880	80590892	-	0.000	0.000	Merged-chr15-80590747-44
NR54547--MA0599.1.KLF5	chr7	19332845	19332854	-	0.000	0.000	Merged-chr7-19332998-44
NR39329--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR52396--MA0742.1.Klf12	chr6	114679342	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR49993--MA0741.1.KLF16	chr5	144973200	144973210	+	0.000	0.000	Merged-chr5-144972995-15
NR3780--MA0741.1.KLF16	chr1	182358272	182358282	+	0.000	0.000	Merged-chr1-182358310-43
NR38589--MA0039.3.KLF4	chr3	79237835	79237845	+	0.000	0.000	Merged-chr3-79237925-42
NR17591--MA1107.1.KLF9	chr13	104937899	104937911	+	0.000	0.000	Merged-chr13-104937983-19
NR17993--MA0741.1.KLF16	chr13	113556698	113556708	+	0.000	0.000	Merged-chr13-113556743-10
NR51179--MA0599.1.KLF5	chr6	52962593	52962602	-	0.000	0.000	Merged-chr6-52962536-54
NR15707--MA1107.1.KLF9	chr13	30003311	30003323	-	0.000	0.000	Merged-chr13-30003327-31
NR11062--MA0599.1.KLF5	chr11	97133385	97133394	+	0.000	0.000	Merged-chr11-97133494-13
NR67165--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR43315--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR27003--MA0742.1.Klf12	chr17	35046773	35046787	+	0.000	0.000	Merged-chr17-35046725-56
NR66662--MA1107.1.KLF9	chrX	139813492	139813504	-	0.000	0.000	Merged-chrX-139813635-78
NR8974--MA0740.1.KLF14	chr11	34782728	34782741	+	0.000	0.000	Merged-chr11-34782610-2
NR30117--MA1107.1.KLF9	chr18	70462743	70462755	+	0.000	0.000	Merged-chr18-70462917-22
NR2919--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR64144--MA0741.1.KLF16	chr9	96754666	96754676	-	0.000	0.000	Merged-chr9-96754558-43
NR11572--MA0741.1.KLF16	chr11	103375269	103375279	+	0.000	0.000	Merged-chr11-103375376-18
NR1721--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR66076--MA0741.1.KLF16	chrX	57253875	57253885	+	0.000	0.000	Merged-chrX-57253722-63
NR907--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR897--MA0742.1.Klf12	chr1	66878637	66878651	+	0.000	0.000	Merged-chr1-66878572-10
NR31799--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR26915--MA0741.1.KLF16	chr17	34127649	34127659	+	0.000	0.000	Merged-chr17-34127670-6
NR27099--MA0740.1.KLF14	chr17	35997916	35997929	-	0.000	0.000	Merged-chr17-35997756-9
NR745--MA0741.1.KLF16	chr1	58392871	58392881	+	0.000	0.000	Merged-chr1-58392729-1
NR10127--MA0740.1.KLF14	chr11	74926041	74926054	+	0.000	0.000	Merged-chr11-74926072-90
NR727--MA0599.1.KLF5	chr1	58303843	58303852	-	0.000	0.000	Merged-chr1-58304012-69
NR11790--MA0741.1.KLF16	chr11	107444021	107444031	-	0.000	0.000	Merged-chr11-107443890-34
NR16188--MA0742.1.Klf12	chr13	51781679	51781693	+	0.000	0.000	Merged-chr13-51781746-17
NR38273--MA0741.1.KLF16	chr3	52677348	52677358	+	0.000	0.000	Merged-chr3-52677309-55
NR11249--MA0039.3.KLF4	chr11	99012469	99012479	-	0.000	0.000	Merged-chr11-99012536-12
NR46364--MA0039.3.KLF4	chr5	36590911	36590921	+	0.000	0.000	Merged-chr5-36590712-21
NR3121--MA0039.3.KLF4	chr1	166429125	166429135	-	0.000	0.000	Merged-chr1-166429186-23
NR32894--MA0742.1.Klf12	chr2	25148102	25148116	+	0.000	0.000	Merged-chr2-25148103-14
NR23379--MA1107.1.KLF9	chr15	102225226	102225238	+	0.000	0.000	Merged-chr15-102225119-79
NR26541--MA1107.1.KLF9	chr17	28442849	28442861	+	0.000	0.000	Merged-chr17-28442863-20
NR18789--MA1107.1.KLF9	chr14	36953008	36953020	+	0.000	0.000	Merged-chr14-36952927-121
NR9664--MA0740.1.KLF14	chr11	61762148	61762161	-	0.000	0.000	Merged-chr11-61762062-61
NR4549--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR1511--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR46378--MA1107.1.KLF9	chr5	36590909	36590921	+	0.000	0.000	Merged-chr5-36590712-21
NR14269--MA0742.1.Klf12	chr12	100986995	100987009	-	0.000	0.000	Merged-chr12-100986861-13
NR59575--MA1107.1.KLF9	chr8	70172300	70172312	+	0.000	0.000	Merged-chr8-70172374-46
NR4548--MA0493.1.Klf1	chr10	8370347	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR10719--MA0039.3.KLF4	chr11	88718617	88718627	-	0.000	0.000	Merged-chr11-88718407-109
NR10495--MA0742.1.Klf12	chr11	83637042	83637056	-	0.000	0.000	Merged-chr11-83637048-8
NR54597--MA0599.1.KLF5	chr7	19665020	19665029	+	0.000	0.000	Merged-chr7-19665223-91
NR31137--MA0599.1.KLF5	chr19	11045226	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR49881--MA0493.1.Klf1	chr5	143976872	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR62204--MA0741.1.KLF16	chr9	32518406	32518416	-	0.000	0.000	Merged-chr9-32518523-33
NR10635--MA0493.1.Klf1	chr11	87808382	87808392	+	0.000	0.000	Merged-chr11-87808482-18
NR43328--MA1107.1.KLF9	chr4	120053616	120053628	-	0.000	0.000	Merged-chr4-120053646-59
NR13595--MA1107.1.KLF9	chr12	72674471	72674483	+	0.000	0.000	Merged-chr12-72674596-16
NR19558--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR19897--MA1107.1.KLF9	chr14	86744695	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR61246--MA0599.1.KLF5	chr8	122765126	122765135	+	0.000	0.000	Merged-chr8-122764980-5
NR17603--MA0741.1.KLF16	chr13	104937963	104937973	-	0.000	0.000	Merged-chr13-104937983-19
NR43707--MA0740.1.KLF14	chr4	129189732	129189745	+	0.000	0.000	Merged-chr4-129189596-96
NR36843--MA0741.1.KLF16	chr2	166457611	166457621	+	0.000	0.000	Merged-chr2-166457571-13
NR48483--MA0599.1.KLF5	chr5	122158162	122158171	+	0.000	0.000	Merged-chr5-122158258-63
NR40430--MA1107.1.KLF9	chr3	133583904	133583916	-	0.000	0.000	Merged-chr3-133583850-2
NR64815--MA0493.1.Klf1	chr9	114016562	114016572	-	0.000	0.000	Merged-chr9-114016465-30
NR53852--MA0599.1.KLF5	chr6	145135523	145135532	+	0.000	0.000	Merged-chr6-145135361-11
NR18916--MA0599.1.KLF5	chr14	47534011	47534020	+	0.000	0.000	Merged-chr14-47533897-41
NR52398--MA0039.3.KLF4	chr6	114679344	114679354	-	0.000	0.000	Merged-chr6-114679499-19
NR19576--MA0599.1.KLF5	chr14	70175471	70175480	+	0.000	0.000	Merged-chr14-70175652-83
NR57870--MA1107.1.KLF9	chr7	135669498	135669510	+	0.000	0.000	Merged-chr7-135669447-32
NR47921--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR17610--MA1107.1.KLF9	chr13	104937968	104937980	-	0.000	0.000	Merged-chr13-104937983-19
NR58617--MA0740.1.KLF14	chr8	13593536	13593549	-	0.000	0.000	Merged-chr8-13593648-27
NR27440--MA0599.1.KLF5	chr17	47737850	47737859	+	0.000	0.000	Merged-chr17-47737745-152
NR23735--MA0741.1.KLF16	chr16	11448976	11448986	+	0.000	0.000	Merged-chr16-11448842-30
NR6521--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR60379--MA1107.1.KLF9	chr8	94969851	94969863	-	0.000	0.000	Merged-chr8-94970048-23
NR19896--MA0741.1.KLF16	chr14	86744696	86744706	-	0.000	0.000	Merged-chr14-86744622-36
NR38729--MA0039.3.KLF4	chr3	87266829	87266839	-	0.000	0.000	Merged-chr3-87266700-20
NR61095--MA0742.1.Klf12	chr8	120668216	120668230	-	0.000	0.000	Merged-chr8-120668120-83
NR32897--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR47468--MA0039.3.KLF4	chr5	100872341	100872351	-	0.000	0.000	Merged-chr5-100872198-32
NR30817--MA0493.1.Klf1	chr19	5389954	5389964	-	0.000	0.000	Merged-chr19-5390000-41
NR49563--MA1107.1.KLF9	chr5	139377551	139377563	-	0.000	0.000	Merged-chr5-139377554-24
NR32902--MA1107.1.KLF9	chr2	25148102	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR27437--MA0740.1.KLF14	chr17	47737849	47737862	+	0.000	0.000	Merged-chr17-47737745-152
NR40426--MA1107.1.KLF9	chr3	133583896	133583908	-	0.000	0.000	Merged-chr3-133583850-2
NR37362--MA1107.1.KLF9	chr2	173048184	173048196	+	0.000	0.000	Merged-chr2-173048246-44
NR43136--MA1107.1.KLF9	chr4	116160198	116160210	-	0.000	0.000	Merged-chr4-116160101-36
NR5481--MA1107.1.KLF9	chr10	62247947	62247959	-	0.000	0.000	Merged-chr10-62247968-20
NR28875--MA0599.1.KLF5	chr18	7869123	7869132	-	0.000	0.000	Merged-chr18-7869140-116
NR44235--MA0740.1.KLF14	chr4	135475596	135475609	+	0.000	0.000	Merged-chr4-135475652-18
NR55804--MA0599.1.KLF5	chr7	64049101	64049110	-	0.000	0.000	Merged-chr7-64048843-48
NR35285--MA0039.3.KLF4	chr2	122356298	122356308	-	0.000	0.000	Merged-chr2-122356412-11
NR65954--MA1107.1.KLF9	chrX	48147978	48147990	+	0.000	0.000	Merged-chrX-48147927-58
NR34527--MA1107.1.KLF9	chr2	90570441	90570453	+	0.000	0.000	Merged-chr2-90570407-26
NR41441--MA0599.1.KLF5	chr4	6444303	6444312	-	0.000	0.000	Merged-chr4-6444192-47
NR27421--MA0039.3.KLF4	chr17	47564782	47564792	+	0.000	0.000	Merged-chr17-47564757-20
NR52395--MA0740.1.KLF14	chr6	114679343	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR9219--MA0742.1.Klf12	chr11	51969135	51969149	+	0.000	0.000	Merged-chr11-51969067-31
NR47414--MA0742.1.Klf12	chr5	100485639	100485653	-	0.000	0.000	Merged-chr5-100485645-6
NR4598--MA0493.1.Klf1	chr10	12929046	12929056	+	0.000	0.000	Merged-chr10-12929241-10
NR43317--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR10563--MA0039.3.KLF4	chr11	86580725	86580735	+	0.000	0.000	Merged-chr11-86580662-12
NR62557--MA0741.1.KLF16	chr9	45241579	45241589	-	0.000	0.000	Merged-chr9-45241570-21
NR31127--MA0740.1.KLF14	chr19	10980017	10980030	-	0.000	0.000	Merged-chr19-10979908-59
NR32907--MA1107.1.KLF9	chr2	25148131	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR1328--MA1107.1.KLF9	chr1	87847399	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR66127--MA0493.1.Klf1	chrX	71474485	71474495	+	0.000	0.000	Merged-chrX-71474506-18
NR61081--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR9954--MA0599.1.KLF5	chr11	70221106	70221115	-	0.000	0.000	Merged-chr11-70221085-67
NR15468--MA0599.1.KLF5	chr13	17536550	17536559	+	0.000	0.000	Merged-chr13-17536592-6
NR58541--MA0599.1.KLF5	chr8	11107241	11107250	-	0.000	0.000	Merged-chr8-11107220-18
NR52577--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR39618--MA0039.3.KLF4	chr3	107823381	107823391	+	0.000	0.000	Merged-chr3-107823378-13
NR47418--MA0741.1.KLF16	chr5	100485642	100485652	-	0.000	0.000	Merged-chr5-100485645-6
NR50291--MA1107.1.KLF9	chr5	149594192	149594204	+	0.000	0.000	Merged-chr5-149594297-11
NR5133--MA0493.1.Klf1	chr10	43998143	43998153	-	0.000	0.000	Merged-chr10-43998227-1
NR10932--MA0599.1.KLF5	chr11	94998327	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR12855--MA0039.3.KLF4	chr12	16580528	16580538	-	0.000	0.000	Merged-chr12-16580677-15
NR55802--MA0741.1.KLF16	chr7	64048784	64048794	-	0.000	0.000	Merged-chr7-64048843-48
NR38588--MA0599.1.KLF5	chr3	79237834	79237843	+	0.000	0.000	Merged-chr3-79237925-42
NR19701--MA1107.1.KLF9	chr14	75069086	75069098	+	0.000	0.000	Merged-chr14-75069229-133
NR11787--MA0741.1.KLF16	chr11	107444018	107444028	-	0.000	0.000	Merged-chr11-107443890-34
NR19440--MA0741.1.KLF16	chr14	64628299	64628309	+	0.000	0.000	Merged-chr14-64628307-21
NR8542--MA0599.1.KLF5	chr11	6519614	6519623	+	0.000	0.000	Merged-chr11-6519719-31
NR33912--MA1107.1.KLF9	chr2	60165924	60165936	+	0.000	0.000	Merged-chr2-60166003-27
NR10933--MA0741.1.KLF16	chr11	94998326	94998336	-	0.000	0.000	Merged-chr11-94998178-21
NR17772--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR11373--MA0741.1.KLF16	chr11	101171558	101171568	-	0.000	0.000	Merged-chr11-101171521-37
NR63233--MA1107.1.KLF9	chr9	65587081	65587093	+	0.000	0.000	Merged-chr9-65587090-27
NR11168--MA0741.1.KLF16	chr11	98510400	98510410	+	0.000	0.000	Merged-chr11-98510270-21
NR2025--MA0741.1.KLF16	chr1	132341982	132341992	+	0.000	0.000	Merged-chr1-132341932-46
NR36842--MA0493.1.Klf1	chr2	166457610	166457620	+	0.000	0.000	Merged-chr2-166457571-13
NR17992--MA0493.1.Klf1	chr13	113556697	113556707	+	0.000	0.000	Merged-chr13-113556743-10
NR37064--MA0599.1.KLF5	chr2	168007363	168007372	+	0.000	0.000	Merged-chr2-168007422-8
NR4603--MA0493.1.Klf1	chr10	12929348	12929358	-	0.000	0.000	Merged-chr10-12929241-10
NR24631--MA0742.1.Klf12	chr16	55924231	55924245	+	0.000	0.000	Merged-chr16-55924140-18
NR49568--MA0741.1.KLF16	chr5	139377610	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR30788--MA0741.1.KLF16	chr19	4943128	4943138	+	0.000	0.000	Merged-chr19-4942974-44
NR3781--MA1107.1.KLF9	chr1	182358271	182358283	+	0.000	0.000	Merged-chr1-182358310-43
NR30383--MA0742.1.Klf12	chr18	80178394	80178408	+	0.000	0.000	Merged-chr18-80178605-23
NR58616--MA0039.3.KLF4	chr8	13593469	13593479	-	0.000	0.000	Merged-chr8-13593648-27
NR15597--MA1107.1.KLF9	chr13	24515170	24515182	+	0.000	0.000	Merged-chr13-24515324-15
NR51242--MA0039.3.KLF4	chr6	54705488	54705498	+	0.000	0.000	Merged-chr6-54705596-27
NR38821--MA0599.1.KLF5	chr3	88831934	88831943	-	0.000	0.000	Merged-chr3-88831913-99
NR8672--MA0599.1.KLF5	chr11	19890830	19890839	+	0.000	0.000	Merged-chr11-19890961-22
NR4602--MA0039.3.KLF4	chr10	12929335	12929345	+	0.000	0.000	Merged-chr10-12929241-10
NR29625--MA0493.1.Klf1	chr18	56431882	56431892	+	0.000	0.000	Merged-chr18-56431859-87
NR47957--MA0039.3.KLF4	chr5	113621167	113621177	+	0.000	0.000	Merged-chr5-113621220-18
NR773--MA0742.1.Klf12	chr1	58953882	58953896	+	0.000	0.000	Merged-chr1-58953999-17
NR52449--MA1107.1.KLF9	chr6	115515935	115515947	+	0.000	0.000	Merged-chr6-115515938-20
NR27261--MA1107.1.KLF9	chr17	44690584	44690596	+	0.000	0.000	Merged-chr17-44690721-49
NR59872--MA1107.1.KLF9	chr8	72762443	72762455	-	0.000	0.000	Merged-chr8-72762514-4
NR48631--MA1107.1.KLF9	chr5	124075986	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR36758--MA0599.1.KLF5	chr2	164913586	164913595	-	0.000	0.000	Merged-chr2-164913622-30
NR11248--MA0599.1.KLF5	chr11	99012471	99012480	-	0.000	0.000	Merged-chr11-99012536-12
NR9995--MA0599.1.KLF5	chr11	70622674	70622683	+	0.000	0.000	Merged-chr11-70622499-26
NR42797--MA0741.1.KLF16	chr4	101298596	101298606	-	0.000	0.000	Merged-chr4-101298593-40
NR2527--MA0741.1.KLF16	chr1	151582187	151582197	+	0.000	0.000	Merged-chr1-151582085-10
NR19891--MA0740.1.KLF14	chr14	86744694	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR575--MA0039.3.KLF4	chr1	43478180	43478190	-	0.000	0.000	Merged-chr1-43478113-25
NR48081--MA0493.1.Klf1	chr5	114667638	114667648	-	0.000	0.000	Merged-chr5-114667670-56
NR8635--MA0039.3.KLF4	chr11	16997024	16997034	+	0.000	0.000	Merged-chr11-16997057-26
NR52590--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR11369--MA0599.1.KLF5	chr11	101171551	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR30549--MA1107.1.KLF9	chr18	84159105	84159117	+	0.000	0.000	Merged-chr18-84159275-32
NR67038--MA1107.1.KLF9	chrX	169973431	169973443	+	0.000	0.000	Merged-chrX-169973362-71
NR49050--MA0493.1.Klf1	chr5	134582750	134582760	-	0.000	0.000	Merged-chr5-134582735-45
NR31527--MA1107.1.KLF9	chr19	32957100	32957112	+	0.000	0.000	Merged-chr19-32957163-34
NR62498--MA0493.1.Klf1	chr9	44582654	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR28879--MA0741.1.KLF16	chr18	7869136	7869146	-	0.000	0.000	Merged-chr18-7869140-116
NR24637--MA0493.1.Klf1	chr16	55924231	55924241	+	0.000	0.000	Merged-chr16-55924140-18
NR51042--MA0493.1.Klf1	chr6	48693970	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR51177--MA0599.1.KLF5	chr6	52962441	52962450	-	0.000	0.000	Merged-chr6-52962536-54
NR64225--MA1107.1.KLF9	chr9	99699946	99699958	+	0.000	0.000	Merged-chr9-99699985-12
NR15596--MA0741.1.KLF16	chr13	24515171	24515181	+	0.000	0.000	Merged-chr13-24515324-15
NR36755--MA0740.1.KLF14	chr2	164913583	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR44053--MA0493.1.Klf1	chr4	133879280	133879290	+	0.000	0.000	Merged-chr4-133879423-50
NR11365--MA0741.1.KLF16	chr11	101082550	101082560	+	0.000	0.000	Merged-chr11-101082516-61
NR55808--MA0039.3.KLF4	chr7	64160762	64160772	-	0.000	0.000	Merged-chr7-64160970-41
NR60672--MA0493.1.Klf1	chr8	110805943	110805953	-	0.000	0.000	Merged-chr8-110805872-34
NR10718--MA0599.1.KLF5	chr11	88718627	88718636	-	0.000	0.000	Merged-chr11-88718407-109
NR29988--MA0493.1.Klf1	chr18	67443949	67443959	-	0.000	0.000	Merged-chr18-67443843-22
NR63015--MA0493.1.Klf1	chr9	61619052	61619062	+	0.000	0.000	Merged-chr9-61618943-7
NR40715--MA0599.1.KLF5	chr3	142863497	142863506	-	0.000	0.000	Merged-chr3-142863489-16
NR26073--MA1107.1.KLF9	chr17	19435234	19435246	+	0.000	0.000	Merged-chr17-19435269-18
NR21507--MA0599.1.KLF5	chr15	66718662	66718671	-	0.000	0.000	Merged-chr15-66718609-34
NR42898--MA1107.1.KLF9	chr4	106970873	106970885	-	0.000	0.000	Merged-chr4-106970923-40
NR28469--MA0599.1.KLF5	chr17	84032432	84032441	+	0.000	0.000	Merged-chr17-84032623-33
NR24629--MA0740.1.KLF14	chr16	55924231	55924244	+	0.000	0.000	Merged-chr16-55924140-18
NR39328--MA0039.3.KLF4	chr3	101570948	101570958	+	0.000	0.000	Merged-chr3-101570775-35
NR14862--MA0493.1.Klf1	chr12	111855729	111855739	+	0.000	0.000	Merged-chr12-111855656-21
NR51557--MA0741.1.KLF16	chr6	72644737	72644747	+	0.000	0.000	Merged-chr6-72644677-18
NR24878--MA0039.3.KLF4	chr16	76422778	76422788	+	0.000	0.000	Merged-chr16-76422823-13
NR24247--MA0741.1.KLF16	chr16	32658896	32658906	+	0.000	0.000	Merged-chr16-32659000-27
NR46359--MA0599.1.KLF5	chr5	36590898	36590907	+	0.000	0.000	Merged-chr5-36590712-21
NR23381--MA1107.1.KLF9	chr15	102225230	102225242	+	0.000	0.000	Merged-chr15-102225119-79
NR37650--MA1107.1.KLF9	chr2	180732238	180732250	-	0.000	0.000	Merged-chr2-180732168-28
NR18531--MA0039.3.KLF4	chr14	25505209	25505219	-	0.000	0.000	Merged-chr14-25505314-24
NR47855--MA0742.1.Klf12	chr5	112239787	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR38271--MA0741.1.KLF16	chr3	52677345	52677355	+	0.000	0.000	Merged-chr3-52677309-55
NR12140--MA1107.1.KLF9	chr11	115603685	115603697	-	0.000	0.000	Merged-chr11-115603871-66
NR47417--MA0493.1.Klf1	chr5	100485643	100485653	-	0.000	0.000	Merged-chr5-100485645-6
NR27907--MA0493.1.Klf1	chr17	65954073	65954083	-	0.000	0.000	Merged-chr17-65954196-36
NR57577--MA0741.1.KLF16	chr7	128180325	128180335	-	0.000	0.000	Merged-chr7-128180557-37
NR21508--MA0741.1.KLF16	chr15	66718661	66718671	-	0.000	0.000	Merged-chr15-66718609-34
NR52397--MA0599.1.KLF5	chr6	114679346	114679355	-	0.000	0.000	Merged-chr6-114679499-19
NR12390--MA0741.1.KLF16	chr11	117825867	117825877	-	0.000	0.000	Merged-chr11-117825821-14
NR32672--MA0599.1.KLF5	chr2	12423706	12423715	+	0.000	0.000	Merged-chr2-12423867-9
NR61873--MA0741.1.KLF16	chr9	21167780	21167790	+	0.000	0.000	Merged-chr9-21167831-1
NR18700--MA0741.1.KLF16	chr14	31684570	31684580	-	0.000	0.000	Merged-chr14-31684671-64
NR19140--MA0741.1.KLF16	chr14	54606001	54606011	+	0.000	0.000	Merged-chr14-54606117-28
NR5837--MA0493.1.Klf1	chr10	77264471	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR61305--MA1107.1.KLF9	chr8	123341733	123341745	+	0.000	0.000	Merged-chr8-123341706-13
NR36495--MA0741.1.KLF16	chr2	158028756	158028766	+	0.000	0.000	Merged-chr2-158028591-76
NR36766--MA0741.1.KLF16	chr2	164943171	164943181	-	0.000	0.000	Merged-chr2-164943047-31
NR14772--MA1107.1.KLF9	chr12	110500282	110500294	+	0.000	0.000	Merged-chr12-110500249-7
NR6520--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR15706--MA0493.1.Klf1	chr13	30003313	30003323	-	0.000	0.000	Merged-chr13-30003327-31
NR1956--MA1107.1.KLF9	chr1	131000512	131000524	+	0.000	0.000	Merged-chr1-131000577-8
