#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR30631--MA0599.1.KLF5	chr18	34776870	34776879	-	0.000	0.000	Merged-chr18-34776840-4
NR7090--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR63299--MA0741.1.KLF16	chr8	70072892	70072902	-	0.000	0.000	Merged-chr8-70072773-24
NR43205--MA0741.1.KLF16	chr3	138867307	138867317	+	0.000	0.000	Merged-chr3-138867429-26
NR42155--MA1107.1.KLF9	chr3	108727619	108727631	-	0.000	0.000	Merged-chr3-108727524-22
NR33837--MA0740.1.KLF14	chr19	46983950	46983963	+	0.000	0.000	Merged-chr19-46983880-15
NR56200--MA1107.1.KLF9	chr6	127942024	127942036	+	0.000	0.000	Merged-chr6-127942038-1
NR9466--MA1107.1.KLF9	chr11	32582966	32582978	+	0.000	0.000	Merged-chr11-32583029-49
NR42080--MA0599.1.KLF5	chr3	107357414	107357423	-	0.000	0.000	Merged-chr3-107357315-31
NR37272--MA0741.1.KLF16	chr2	118658633	118658643	-	0.000	0.000	Merged-chr2-118658566-8
NR66240--MA0493.1.Klf1	chr9	44582654	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR41612--MA0493.1.Klf1	chr3	96277915	96277925	+	0.000	0.000	Merged-chr3-96278152-62
NR10543--MA0493.1.Klf1	chr11	70654679	70654689	-	0.000	0.000	Merged-chr11-70654589-122
NR15750--MA0741.1.KLF16	chr12	111944519	111944529	-	0.000	0.000	Merged-chr12-111944395-37
NR49758--MA0493.1.Klf1	chr5	73206407	73206417	-	0.000	0.000	Merged-chr5-73206518-35
NR49605--MA0741.1.KLF16	chr5	65950933	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR52772--MA1107.1.KLF9	chr5	143975168	143975180	+	0.000	0.000	Merged-chr5-143975077-1
NR20587--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR54071--MA0599.1.KLF5	chr6	48693970	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR7071--MA0657.1.KLF13	chr10	82961528	82961545	+	0.000	0.000	Merged-chr10-82961512-14
NR22333--MA0599.1.KLF5	chr15	36474811	36474820	+	0.000	0.000	Merged-chr15-36474869-12
NR30934--MA0741.1.KLF16	chr18	50022791	50022801	+	0.000	0.000	Merged-chr18-50022640-10
NR50207--MA0039.3.KLF4	chr5	92001027	92001037	+	0.000	0.000	Merged-chr5-92000971-27
NR16965--MA0039.3.KLF4	chr13	51726391	51726401	-	0.000	0.000	Merged-chr13-51726299-41
NR19685--MA0493.1.Klf1	chr14	27351722	27351732	-	0.000	0.000	Merged-chr14-27351647-44
NR7094--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR56205--MA1107.1.KLF9	chr6	127942082	127942094	+	0.000	0.000	Merged-chr6-127942038-1
NR16745--MA0741.1.KLF16	chr13	41346037	41346047	+	0.000	0.000	Merged-chr13-41345949-16
NR47396--MA0741.1.KLF16	chr4	139598144	139598154	+	0.000	0.000	Merged-chr4-139598021-2
NR8282--MA0039.3.KLF4	chr10	118443072	118443082	-	0.000	0.000	Merged-chr10-118443080-28
NR66241--MA0741.1.KLF16	chr9	44582653	44582663	-	0.000	0.000	Merged-chr9-44582588-15
NR10531--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR38333--MA1107.1.KLF9	chr2	147832611	147832623	+	0.000	0.000	Merged-chr2-147832545-2
NR13724--MA0599.1.KLF5	chr12	26418536	26418545	+	0.000	0.000	Merged-chr12-26418553-8
NR9329--MA0741.1.KLF16	chr11	21247764	21247774	+	0.000	0.000	Merged-chr11-21247881-35
NR11784--MA0741.1.KLF16	chr11	97883660	97883670	+	0.000	0.000	Merged-chr11-97883682-8
NR41299--MA0493.1.Klf1	chr3	89378432	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR33020--MA0741.1.KLF16	chr19	16373320	16373330	+	0.000	0.000	Merged-chr19-16373273-16
NR26799--MA1107.1.KLF9	chr16	97002511	97002523	+	0.000	0.000	Merged-chr16-97002537-1
NR3080--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR46990--MA0493.1.Klf1	chr4	133601889	133601899	-	0.000	0.000	Merged-chr4-133601958-40
NR58626--MA0742.1.Klf12	chr7	31127087	31127101	-	0.000	0.000	Merged-chr7-31127148-49
NR35875--MA0599.1.KLF5	chr2	60165925	60165934	+	0.000	0.000	Merged-chr2-60166003-27
NR24992--MA0599.1.KLF5	chr16	17405428	17405437	+	0.000	0.000	Merged-chr16-17405439-1
NR13155--MA0493.1.Klf1	chr11	119894899	119894909	+	0.000	0.000	Merged-chr11-119894940-18
NR55027--MA0599.1.KLF5	chr6	95552790	95552799	+	0.000	0.000	Merged-chr6-95552744-18
NR40432--MA0039.3.KLF4	chr3	37758201	37758211	-	0.000	0.000	Merged-chr3-37758309-31
NR17725--MA0493.1.Klf1	chr13	83608480	83608490	+	0.000	0.000	Merged-chr13-83608381-13
NR52303--MA0493.1.Klf1	chr5	137425541	137425551	+	0.000	0.000	Merged-chr5-137425710-17
NR6470--MA1107.1.KLF9	chr10	77264473	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR52768--MA1107.1.KLF9	chr5	143975134	143975146	+	0.000	0.000	Merged-chr5-143975077-1
NR41974--MA0741.1.KLF16	chr3	104784314	104784324	-	0.000	0.000	Merged-chr3-104784379-10
NR13682--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR60269--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR6103--MA1107.1.KLF9	chr10	68136685	68136697	-	0.000	0.000	Merged-chr10-68136775-17
NR33838--MA0657.1.KLF13	chr19	46983949	46983966	+	0.000	0.000	Merged-chr19-46983880-15
NR32596--MA0493.1.Klf1	chr19	4943108	4943118	+	0.000	0.000	Merged-chr19-4942974-44
NR66286--MA0599.1.KLF5	chr9	45329725	45329734	-	0.000	0.000	Merged-chr9-45329808-12
NR61924--MA0493.1.Klf1	chr7	141064283	141064293	-	0.000	0.000	Merged-chr7-141064290-23
NR4586--MA0741.1.KLF16	chr1	191802742	191802752	-	0.000	0.000	Merged-chr1-191802759-25
NR32273--MA1107.1.KLF9	chr18	84859616	84859628	+	0.000	0.000	Merged-chr18-84859622-32
NR15134--MA0599.1.KLF5	chr12	100480844	100480853	+	0.000	0.000	Merged-chr12-100480598-53
NR36195--MA0599.1.KLF5	chr2	71843327	71843336	+	0.000	0.000	Merged-chr2-71843530-15
NR51558--MA0493.1.Klf1	chr5	124075942	124075952	+	0.000	0.000	Merged-chr5-124075936-23
NR17422--MA0741.1.KLF16	chr13	65070138	65070148	+	0.000	0.000	Merged-chr13-65070187-24
NR66905--MA0741.1.KLF16	chr9	65598929	65598939	-	0.000	0.000	Merged-chr9-65598978-11
NR65862--MA1107.1.KLF9	chr9	27044028	27044040	-	0.000	0.000	Merged-chr9-27044000-29
NR7976--MA0039.3.KLF4	chr10	111562801	111562811	+	0.000	0.000	Merged-chr10-111562842-26
NR3237--MA0740.1.KLF14	chr1	165816639	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR1589--MA0741.1.KLF16	chr1	90660227	90660237	-	0.000	0.000	Merged-chr1-90660312-12
NR54085--MA0599.1.KLF5	chr6	49215443	49215452	-	0.000	0.000	Merged-chr6-49215519-27
NR38329--MA1107.1.KLF9	chr2	147832603	147832615	+	0.000	0.000	Merged-chr2-147832545-2
NR57649--MA1107.1.KLF9	chr7	4777375	4777387	+	0.000	0.000	Merged-chr7-4777194-35
NR62241--MA0741.1.KLF16	chr8	4250695	4250705	+	0.000	0.000	Merged-chr8-4250741-13
NR50907--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR43804--MA0742.1.Klf12	chr3	152943151	152943165	+	0.000	0.000	Merged-chr3-152943273-41
NR8996--MA0599.1.KLF5	chr11	3703665	3703674	+	0.000	0.000	Merged-chr11-3703654-26
NR37271--MA0493.1.Klf1	chr2	118658634	118658644	-	0.000	0.000	Merged-chr2-118658566-8
NR32600--MA1107.1.KLF9	chr19	4943122	4943134	+	0.000	0.000	Merged-chr19-4942974-44
NR52250--MA0599.1.KLF5	chr5	136449972	136449981	-	0.000	0.000	Merged-chr5-136449962-15
NR25369--MA0039.3.KLF4	chr16	32516547	32516557	-	0.000	0.000	Merged-chr16-32516451-30
NR26804--MA1107.1.KLF9	chr16	97002521	97002533	+	0.000	0.000	Merged-chr16-97002537-1
NR22310--MA0657.1.KLF13	chr15	36241628	36241645	-	0.000	0.000	Merged-chr15-36241584-11
NR11697--MA0599.1.KLF5	chr11	96912747	96912756	-	0.000	0.000	Merged-chr11-96912869-14
NR36849--MA0599.1.KLF5	chr2	103664551	103664560	+	0.000	0.000	Merged-chr2-103664594-1
NR68578--MA0599.1.KLF5	chr9	110880153	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR19834--MA0599.1.KLF5	chr14	34768544	34768553	+	0.000	0.000	Merged-chr14-34768619-7
NR16429--MA1107.1.KLF9	chr13	24547217	24547229	-	0.000	0.000	Merged-chr13-24547194-39
NR3211--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR33449--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR25196--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR37270--MA0039.3.KLF4	chr2	118658632	118658642	-	0.000	0.000	Merged-chr2-118658566-8
NR55025--MA0740.1.KLF14	chr6	95552789	95552802	+	0.000	0.000	Merged-chr6-95552744-18
NR15478--MA1107.1.KLF9	chr12	107961261	107961273	+	0.000	0.000	Merged-chr12-107961222-28
NR42760--MA0741.1.KLF16	chr3	130788190	130788200	-	0.000	0.000	Merged-chr3-130788036-10
NR3872--MA0039.3.KLF4	chr1	180303748	180303758	+	0.000	0.000	Merged-chr1-180303799-22
NR11437--MA0493.1.Klf1	chr11	90182637	90182647	+	0.000	0.000	Merged-chr11-90182579-9
NR6102--MA0741.1.KLF16	chr10	68136635	68136645	+	0.000	0.000	Merged-chr10-68136775-17
NR15483--MA0493.1.Klf1	chr12	107961289	107961299	+	0.000	0.000	Merged-chr12-107961222-28
NR2438--MA1107.1.KLF9	chr1	138291656	138291668	-	0.000	0.000	Merged-chr1-138291729-27
NR66188--MA0599.1.KLF5	chr9	44013977	44013986	+	0.000	0.000	Merged-chr9-44013875-7
NR38360--MA0039.3.KLF4	chr2	148004977	148004987	+	0.000	0.000	Merged-chr2-148005155-1
NR2808--MA0741.1.KLF16	chr1	153740308	153740318	+	0.000	0.000	Merged-chr1-153740161-56
NR40732--MA0741.1.KLF16	chr3	59235015	59235025	+	0.000	0.000	Merged-chr3-59235028-28
NR33448--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR4090--MA0493.1.Klf1	chr1	184064446	184064456	+	0.000	0.000	Merged-chr1-184064517-33
NR59866--MA0599.1.KLF5	chr7	90081956	90081965	+	0.000	0.000	Merged-chr7-90081975-11
NR25738--MA0599.1.KLF5	chr16	55815574	55815583	+	0.000	0.000	Merged-chr16-55815632-3
NR48983--MA0599.1.KLF5	chr5	31251873	31251882	+	0.000	0.000	Merged-chr5-31251770-31
NR17420--MA0039.3.KLF4	chr13	65070139	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR10486--MA0493.1.Klf1	chr11	69997298	69997308	-	0.000	0.000	Merged-chr11-69997202-48
NR8646--MA1107.1.KLF9	chr10	125333662	125333674	+	0.000	0.000	Merged-chr10-125333760-2
NR40930--MA1107.1.KLF9	chr3	69156740	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR14936--MA0742.1.Klf12	chr12	91604356	91604370	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR41300--MA0741.1.KLF16	chr3	89378431	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR20370--MA0742.1.Klf12	chr14	57769257	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR24658--MA0741.1.KLF16	chr15	103255481	103255491	+	0.000	0.000	Merged-chr15-103255305-35
NR7979--MA0657.1.KLF13	chr10	111562886	111562903	+	0.000	0.000	Merged-chr10-111562842-26
NR52545--MA0742.1.Klf12	chr5	140389318	140389332	+	0.000	0.000	Merged-chr5-140389352-56
NR30634--MA0741.1.KLF16	chr18	34777008	34777018	-	0.000	0.000	Merged-chr18-34776840-4
NR57565--MA0493.1.Klf1	chr7	3449896	3449906	+	0.000	0.000	Merged-chr7-3449845-14
NR54468--MA0741.1.KLF16	chr6	71322742	71322752	+	0.000	0.000	Merged-chr6-71322825-41
NR9616--MA0740.1.KLF14	chr11	46454878	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR61870--MA0741.1.KLF16	chr7	140264973	140264983	-	0.000	0.000	Merged-chr7-140265035-12
NR30529--MA0493.1.Klf1	chr18	32311871	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR53345--MA0599.1.KLF5	chr6	3345455	3345464	+	0.000	0.000	Merged-chr6-3345422-65
NR35608--MA0741.1.KLF16	chr2	45117107	45117117	-	0.000	0.000	Merged-chr2-45117109-39
NR44386--MA0493.1.Klf1	chr4	34551670	34551680	-	0.000	0.000	Merged-chr4-34551500-9
NR34471--MA0039.3.KLF4	chr2	6522537	6522547	+	0.000	0.000	Merged-chr2-6522633-5
NR52763--MA0742.1.Klf12	chr5	143975134	143975148	+	0.000	0.000	Merged-chr5-143975077-1
NR39232--MA0493.1.Klf1	chr2	166664668	166664678	-	0.000	0.000	Merged-chr2-166664771-14
NR13527--MA1107.1.KLF9	chr12	15896721	15896733	-	0.000	0.000	Merged-chr12-15896851-37
NR36629--MA1107.1.KLF9	chr2	91957283	91957295	-	0.000	0.000	Merged-chr2-91957300-36
NR52549--MA0741.1.KLF16	chr5	140389319	140389329	+	0.000	0.000	Merged-chr5-140389352-56
NR9527--MA0599.1.KLF5	chr11	35841993	35842002	-	0.000	0.000	Merged-chr11-35842054-42
NR15708--MA0599.1.KLF5	chr12	111166500	111166509	+	0.000	0.000	Merged-chr12-111166510-86
NR47856--MA0741.1.KLF16	chr4	148167200	148167210	+	0.000	0.000	Merged-chr4-148167175-10
NR5511--MA1107.1.KLF9	chr10	39522164	39522176	-	0.000	0.000	Merged-chr10-39522157-23
NR56265--MA0493.1.Klf1	chr6	128798433	128798443	-	0.000	0.000	Merged-chr6-128798454-9
NR23779--MA0740.1.KLF14	chr15	86058711	86058724	-	0.000	0.000	Merged-chr15-86058836-53
NR45817--MA0599.1.KLF5	chr4	102545360	102545369	-	0.000	0.000	Merged-chr4-102545412-1
NR20307--MA0599.1.KLF5	chr14	55913577	55913586	+	0.000	0.000	Merged-chr14-55913661-13
NR36633--MA0741.1.KLF16	chr2	91957409	91957419	-	0.000	0.000	Merged-chr2-91957300-36
NR802--MA0493.1.Klf1	chr1	58304558	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR46386--MA0742.1.Klf12	chr4	119947764	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR2807--MA0599.1.KLF5	chr1	153740308	153740317	+	0.000	0.000	Merged-chr1-153740161-56
NR5497--MA0657.1.KLF13	chr10	39462685	39462702	-	0.000	0.000	Merged-chr10-39462886-19
NR3242--MA1107.1.KLF9	chr1	165816640	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR64287--MA0741.1.KLF16	chr8	104439603	104439613	-	0.000	0.000	Merged-chr8-104439585-1
NR36590--MA0599.1.KLF5	chr2	90635231	90635240	+	0.000	0.000	Merged-chr2-90635368-30
NR61544--MA1107.1.KLF9	chr7	133003566	133003578	-	0.000	0.000	Merged-chr7-133003648-18
NR1054--MA0493.1.Klf1	chr1	66932105	66932115	+	0.000	0.000	Merged-chr1-66932043-30
NR69018--MA0742.1.Klf12	chr9	117910975	117910989	-	0.000	0.000	Merged-chr9-117910970-21
NR55767--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR57808--MA0599.1.KLF5	chr7	16052913	16052922	+	0.000	0.000	Merged-chr7-16052904-71
NR19686--MA0741.1.KLF16	chr14	27351715	27351725	-	0.000	0.000	Merged-chr14-27351647-44
NR5725--MA0740.1.KLF14	chr10	44529545	44529558	+	0.000	0.000	Merged-chr10-44529535-56
NR43747--MA0741.1.KLF16	chr3	152209698	152209708	-	0.000	0.000	Merged-chr3-152209810-2
NR36851--MA0741.1.KLF16	chr2	103664551	103664561	+	0.000	0.000	Merged-chr2-103664594-1
NR49611--MA0039.3.KLF4	chr5	66096064	66096074	+	0.000	0.000	Merged-chr5-66096250-16
NR41177--MA0741.1.KLF16	chr3	86915462	86915472	-	0.000	0.000	Merged-chr3-86915418-7
NR12018--MA0599.1.KLF5	chr11	101082555	101082564	+	0.000	0.000	Merged-chr11-101082516-61
NR16359--MA0493.1.Klf1	chr13	19457280	19457290	-	0.000	0.000	Merged-chr13-19457344-7
NR43211--MA1107.1.KLF9	chr3	138868581	138868593	-	0.000	0.000	Merged-chr3-138868592-15
NR66185--MA0741.1.KLF16	chr9	44013872	44013882	-	0.000	0.000	Merged-chr9-44013875-7
NR3239--MA0599.1.KLF5	chr1	165816642	165816651	-	0.000	0.000	Merged-chr1-165816619-40
NR62760--MA0493.1.Klf1	chr8	35428950	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR58625--MA0740.1.KLF14	chr7	31127088	31127101	-	0.000	0.000	Merged-chr7-31127148-49
NR6468--MA0741.1.KLF16	chr10	77264474	77264484	+	0.000	0.000	Merged-chr10-77264465-20
NR55771--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR49178--MA0493.1.Klf1	chr5	35771275	35771285	-	0.000	0.000	Merged-chr5-35771159-16
NR50206--MA0599.1.KLF5	chr5	92001026	92001035	+	0.000	0.000	Merged-chr5-92000971-27
NR16964--MA0599.1.KLF5	chr13	51726393	51726402	-	0.000	0.000	Merged-chr13-51726299-41
NR25313--MA0493.1.Klf1	chr16	31035494	31035504	-	0.000	0.000	Merged-chr16-31035448-26
NR57177--MA0599.1.KLF5	chr6	145135523	145135532	+	0.000	0.000	Merged-chr6-145135361-11
NR22426--MA0741.1.KLF16	chr15	38452889	38452899	-	0.000	0.000	Merged-chr15-38452892-28
NR4897--MA0741.1.KLF16	chr10	5163981	5163991	-	0.000	0.000	Merged-chr10-5163946-25
NR5856--MA0039.3.KLF4	chr10	59570609	59570619	-	0.000	0.000	Merged-chr10-59570801-31
NR52552--MA0740.1.KLF14	chr5	140389389	140389402	+	0.000	0.000	Merged-chr5-140389352-56
NR47434--MA0741.1.KLF16	chr4	140986881	140986891	-	0.000	0.000	Merged-chr4-140986955-63
NR1506--MA1107.1.KLF9	chr1	88497693	88497705	-	0.000	0.000	Merged-chr1-88497619-10
NR47300--MA0742.1.Klf12	chr4	138216470	138216484	+	0.000	0.000	Merged-chr4-138216401-6
NR48517--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR43203--MA0493.1.Klf1	chr3	138867306	138867316	+	0.000	0.000	Merged-chr3-138867429-26
NR26100--MA0741.1.KLF16	chr16	76357270	76357280	-	0.000	0.000	Merged-chr16-76357413-27
NR9086--MA0742.1.Klf12	chr11	5005465	5005479	+	0.000	0.000	Merged-chr11-5005546-13
NR15440--MA0599.1.KLF5	chr12	106777836	106777845	-	0.000	0.000	Merged-chr12-106777834-6
NR16154--MA0742.1.Klf12	chr13	4191110	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR10537--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR13722--MA0740.1.KLF14	chr12	26418535	26418548	+	0.000	0.000	Merged-chr12-26418553-8
NR10881--MA0493.1.Klf1	chr11	77802566	77802576	+	0.000	0.000	Merged-chr11-77802709-45
NR12842--MA0599.1.KLF5	chr11	116078056	116078065	+	0.000	0.000	Merged-chr11-116078019-114
NR4592--MA1107.1.KLF9	chr1	191802747	191802759	-	0.000	0.000	Merged-chr1-191802759-25
NR4459--MA0599.1.KLF5	chr1	189597786	189597795	+	0.000	0.000	Merged-chr1-189597604-14
NR13872--MA0742.1.Klf12	chr12	33036351	33036365	+	0.000	0.000	Merged-chr12-33036196-25
NR41028--MA0493.1.Klf1	chr3	79504655	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR30135--MA0039.3.KLF4	chr17	88668532	88668542	+	0.000	0.000	Merged-chr17-88668603-31
NR46396--MA1107.1.KLF9	chr4	120053614	120053626	-	0.000	0.000	Merged-chr4-120053646-59
NR41973--MA0599.1.KLF5	chr3	104784315	104784324	-	0.000	0.000	Merged-chr3-104784379-10
NR47393--MA0599.1.KLF5	chr4	139598142	139598151	+	0.000	0.000	Merged-chr4-139598021-2
NR8998--MA0741.1.KLF16	chr11	3703667	3703677	+	0.000	0.000	Merged-chr11-3703654-26
NR60268--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR57880--MA0599.1.KLF5	chr7	16784876	16784885	+	0.000	0.000	Merged-chr7-16784780-17
NR40739--MA1107.1.KLF9	chr3	60128381	60128393	-	0.000	0.000	Merged-chr3-60128494-15
NR14617--MA0657.1.KLF13	chr12	81845121	81845138	-	0.000	0.000	Merged-chr12-81845150-28
NR27995--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR64388--MA0741.1.KLF16	chr8	106007468	106007478	-	0.000	0.000	Merged-chr8-106007407-44
NR22741--MA0039.3.KLF4	chr15	59596761	59596771	+	0.000	0.000	Merged-chr15-59596634-94
NR9003--MA1107.1.KLF9	chr11	3703672	3703684	+	0.000	0.000	Merged-chr11-3703654-26
NR13496--MA0741.1.KLF16	chr12	12580878	12580888	+	0.000	0.000	Merged-chr12-12580881-28
NR39720--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR22671--MA0599.1.KLF5	chr15	57921669	57921678	+	0.000	0.000	Merged-chr15-57921644-21
NR8245--MA0493.1.Klf1	chr10	117925714	117925724	+	0.000	0.000	Merged-chr10-117925903-63
NR56491--MA0740.1.KLF14	chr6	134981445	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR33686--MA0740.1.KLF14	chr19	44078470	44078483	+	0.000	0.000	Merged-chr19-44078434-18
NR34719--MA1107.1.KLF9	chr2	18524723	18524735	+	0.000	0.000	Merged-chr2-18524516-29
NR46056--MA1107.1.KLF9	chr4	109136944	109136956	+	0.000	0.000	Merged-chr4-109136872-28
NR7975--MA0599.1.KLF5	chr10	111562800	111562809	+	0.000	0.000	Merged-chr10-111562842-26
NR58942--MA1107.1.KLF9	chr7	45164070	45164082	+	0.000	0.000	Merged-chr7-45163982-19
NR22425--MA0599.1.KLF5	chr15	38452890	38452899	-	0.000	0.000	Merged-chr15-38452892-28
NR51444--MA0599.1.KLF5	chr5	122284340	122284349	-	0.000	0.000	Merged-chr5-122284507-55
NR13876--MA0741.1.KLF16	chr12	33036352	33036362	+	0.000	0.000	Merged-chr12-33036196-25
NR21803--MA0741.1.KLF16	chr14	121315918	121315928	-	0.000	0.000	Merged-chr14-121315767-6
NR64711--MA0039.3.KLF4	chr8	115531468	115531478	+	0.000	0.000	Merged-chr8-115531430-21
NR54802--MA1107.1.KLF9	chr6	87536307	87536319	-	0.000	0.000	Merged-chr6-87536423-6
NR51485--MA0741.1.KLF16	chr5	122987505	122987515	+	0.000	0.000	Merged-chr5-122987462-4
NR771--MA1107.1.KLF9	chr1	55489578	55489590	+	0.000	0.000	Merged-chr1-55489612-12
NR41946--MA0493.1.Klf1	chr3	103406616	103406626	-	0.000	0.000	Merged-chr3-103406514-32
NR52749--MA0599.1.KLF5	chr5	143561633	143561642	-	0.000	0.000	Merged-chr5-143561800-6
NR47849--MA0742.1.Klf12	chr4	148167070	148167084	-	0.000	0.000	Merged-chr4-148167175-10
NR54467--MA0493.1.Klf1	chr6	71322741	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR25368--MA0599.1.KLF5	chr16	32516544	32516553	-	0.000	0.000	Merged-chr16-32516451-30
NR22081--MA0741.1.KLF16	chr15	12397271	12397281	-	0.000	0.000	Merged-chr15-12397193-17
NR53718--MA0599.1.KLF5	chr6	30671843	30671852	+	0.000	0.000	Merged-chr6-30671721-27
NR20589--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR15749--MA0493.1.Klf1	chr12	111944520	111944530	-	0.000	0.000	Merged-chr12-111944395-37
NR66239--MA0599.1.KLF5	chr9	44582654	44582663	-	0.000	0.000	Merged-chr9-44582588-15
NR65041--MA0493.1.Klf1	chr8	121898641	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR20585--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR23533--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR24207--MA0741.1.KLF16	chr15	97837683	97837693	-	0.000	0.000	Merged-chr15-97837692-8
NR12222--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR19682--MA0039.3.KLF4	chr14	27351714	27351724	-	0.000	0.000	Merged-chr14-27351647-44
NR16624--MA0493.1.Klf1	chr13	35741216	35741226	+	0.000	0.000	Merged-chr13-35741035-13
NR13497--MA1107.1.KLF9	chr12	12580877	12580889	+	0.000	0.000	Merged-chr12-12580881-28
NR27427--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR42158--MA1107.1.KLF9	chr3	108727625	108727637	-	0.000	0.000	Merged-chr3-108727524-22
NR9478--MA1107.1.KLF9	chr11	32714453	32714465	-	0.000	0.000	Merged-chr11-32714386-17
NR2304--MA0741.1.KLF16	chr1	135112887	135112897	+	0.000	0.000	Merged-chr1-135112884-36
NR38340--MA1107.1.KLF9	chr2	147832629	147832641	+	0.000	0.000	Merged-chr2-147832545-2
NR33046--MA0740.1.KLF14	chr19	17152619	17152632	-	0.000	0.000	Merged-chr19-17152711-1
NR64967--MA0740.1.KLF14	chr8	120538814	120538827	+	0.000	0.000	Merged-chr8-120538784-40
NR41301--MA1107.1.KLF9	chr3	89378430	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR33563--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR33769--MA0493.1.Klf1	chr19	45807913	45807923	+	0.000	0.000	Merged-chr19-45807954-8
NR10079--MA0740.1.KLF14	chr11	59230590	59230603	-	0.000	0.000	Merged-chr11-59230506-4
NR52305--MA1107.1.KLF9	chr5	137425541	137425553	+	0.000	0.000	Merged-chr5-137425710-17
NR34737--MA0039.3.KLF4	chr2	18894777	18894787	+	0.000	0.000	Merged-chr2-18894970-14
