#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR8919--MA0769.1.Tcf7	chr9	108617523	108617534	+	0.000	0.000	Merged-chr9-108617434-16
NR5297--MA1421.1.TCF7L1	chr2	164534498	164534509	-	0.000	0.000	Merged-chr2-164534526-17
NR7108--MA0523.1.TCF7L2	chr6	34364727	34364740	+	0.000	0.000	Merged-chr6-34364838-25
NR7161--MA1421.1.TCF7L1	chr6	50009502	50009513	-	0.000	0.000	Merged-chr6-50009459-48
NR6918--MA1421.1.TCF7L1	chr5	121173009	121173020	+	0.000	0.000	Merged-chr5-121173124-16
NR8798--MA1421.1.TCF7L1	chr9	83564263	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR8149--MA0769.1.Tcf7	chr8	18768219	18768230	-	0.000	0.000	Merged-chr8-18768213-14
NR726--MA1421.1.TCF7L1	chr10	4512824	4512835	+	0.000	0.000	Merged-chr10-4512791-21
NR5900--MA0769.1.Tcf7	chr3	138842536	138842547	+	0.000	0.000	Merged-chr3-138842482-12
NR7270--MA0523.1.TCF7L2	chr6	72544853	72544866	-	0.000	0.000	Merged-chr6-72544649-82
NR671--MA0769.1.Tcf7	chr1	184197590	184197601	-	0.000	0.000	Merged-chr1-184197455-33
NR257--MA1421.1.TCF7L1	chr1	91755294	91755305	+	0.000	0.000	Merged-chr1-91755348-8
NR2940--MA1421.1.TCF7L1	chr14	103850721	103850732	-	0.000	0.000	Merged-chr14-103850623-36
NR5345--MA0769.1.Tcf7	chr2	172977460	172977471	-	0.000	0.000	Merged-chr2-172977593-131
NR9194--MA0523.1.TCF7L2	chrX	168657914	168657927	+	0.000	0.000	Merged-chrX-168658043-37
NR3613--MA0769.1.Tcf7	chr16	76765862	76765873	+	0.000	0.000	Merged-chr16-76765749-14
NR8723--MA0523.1.TCF7L2	chr9	69313916	69313929	-	0.000	0.000	Merged-chr9-69313976-5
NR271--MA0523.1.TCF7L2	chr1	94053719	94053732	-	0.000	0.000	Merged-chr1-94053706-41
NR8761--MA0523.1.TCF7L2	chr9	77683541	77683554	+	0.000	0.000	Merged-chr9-77683679-29
NR4997--MA1421.1.TCF7L1	chr2	112214729	112214740	+	0.000	0.000	Merged-chr2-112214822-23
NR4548--MA0523.1.TCF7L2	chr2	5061514	5061527	+	0.000	0.000	Merged-chr2-5061621-34
NR448--MA0523.1.TCF7L2	chr1	143993237	143993250	-	0.000	0.000	Merged-chr1-143993220-9
NR4600--MA0769.1.Tcf7	chr2	19050361	19050372	+	0.000	0.000	Merged-chr2-19050158-33
NR5475--MA0769.1.Tcf7	chr3	52397970	52397981	+	0.000	0.000	Merged-chr3-52398143-17
NR8861--MA0769.1.Tcf7	chr9	96696538	96696549	-	0.000	0.000	Merged-chr9-96696442-50
NR2252--MA1421.1.TCF7L1	chr13	44210324	44210335	+	0.000	0.000	Merged-chr13-44210381-13
NR4922--MA0523.1.TCF7L2	chr2	93413801	93413814	-	0.000	0.000	Merged-chr2-93413697-49
NR2662--MA0523.1.TCF7L2	chr14	27261089	27261102	+	0.000	0.000	Merged-chr14-27261045-15
NR4045--MA0769.1.Tcf7	chr18	19483683	19483694	-	0.000	0.000	Merged-chr18-19483716-13
NR1120--MA0523.1.TCF7L2	chr10	98745529	98745542	-	0.000	0.000	Merged-chr10-98745748-77
NR2671--MA0769.1.Tcf7	chr14	30024459	30024470	-	0.000	0.000	Merged-chr14-30024538-20
NR8374--MA0523.1.TCF7L2	chr8	95247524	95247537	+	0.000	0.000	Merged-chr8-95247520-25
NR7000--MA0523.1.TCF7L2	chr5	147063481	147063494	+	0.000	0.000	Merged-chr5-147063758-85
NR4101--MA0523.1.TCF7L2	chr18	38701046	38701059	+	0.000	0.000	Merged-chr18-38700911-27
NR5493--MA0769.1.Tcf7	chr3	55660081	55660092	+	0.000	0.000	Merged-chr3-55660012-44
NR5738--MA0523.1.TCF7L2	chr3	109421018	109421031	+	0.000	0.000	Merged-chr3-109421125-43
NR6025--MA0523.1.TCF7L2	chr3	159840268	159840281	+	0.000	0.000	Merged-chr3-159840263-108
NR69--MA1421.1.TCF7L1	chr1	39281180	39281191	-	0.000	0.000	Merged-chr1-39281232-20
NR8512--MA0769.1.Tcf7	chr9	7576736	7576747	+	0.000	0.000	Merged-chr9-7576753-19
NR860--MA0523.1.TCF7L2	chr10	40098798	40098811	-	0.000	0.000	Merged-chr10-40098735-11
NR7098--MA0523.1.TCF7L2	chr6	30677300	30677313	+	0.000	0.000	Merged-chr6-30677356-3
NR77--MA0769.1.Tcf7	chr1	40847738	40847749	-	0.000	0.000	Merged-chr1-40847809-27
NR7440--MA0769.1.Tcf7	chr6	113668968	113668979	-	0.000	0.000	Merged-chr6-113668955-38
NR1226--MA1421.1.TCF7L1	chr10	117377570	117377581	-	0.000	0.000	Merged-chr10-117377577-5
NR8991--MA0769.1.Tcf7	chr9	118678460	118678471	-	0.000	0.000	Merged-chr9-118678587-68
NR6627--MA0523.1.TCF7L2	chr5	44180970	44180983	-	0.000	0.000	Merged-chr5-44180865-15
NR928--MA1421.1.TCF7L1	chr10	60000148	60000159	+	0.000	0.000	Merged-chr10-60000232-10
NR3515--MA0769.1.Tcf7	chr16	45361322	45361333	-	0.000	0.000	Merged-chr16-45361455-26
NR4066--MA0523.1.TCF7L2	chr18	32149476	32149489	-	0.000	0.000	Merged-chr18-32149405-13
NR2018--MA0523.1.TCF7L2	chr12	102581813	102581826	+	0.000	0.000	Merged-chr12-102581960-56
NR7409--MA0769.1.Tcf7	chr6	103565084	103565095	+	0.000	0.000	Merged-chr6-103565102-16
NR1335--MA0523.1.TCF7L2	chr11	16858776	16858789	-	0.000	0.000	Merged-chr11-16858803-1
NR1167--MA0523.1.TCF7L2	chr10	109115279	109115292	-	0.000	0.000	Merged-chr10-109115316-22
NR5820--MA0769.1.Tcf7	chr3	126834995	126835006	+	0.000	0.000	Merged-chr3-126834809-55
NR3259--MA0523.1.TCF7L2	chr15	85042790	85042803	-	0.000	0.000	Merged-chr15-85042702-72
NR7047--MA0523.1.TCF7L2	chr6	6189131	6189144	-	0.000	0.000	Merged-chr6-6189088-9
NR3297--MA0523.1.TCF7L2	chr15	94255221	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR2826--MA0523.1.TCF7L2	chr14	66268992	66269005	+	0.000	0.000	Merged-chr14-66269142-9
NR1116--MA0523.1.TCF7L2	chr10	96955127	96955140	+	0.000	0.000	Merged-chr10-96955164-15
NR6570--MA0523.1.TCF7L2	chr5	22587657	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR3093--MA1421.1.TCF7L1	chr15	35917965	35917976	+	0.000	0.000	Merged-chr15-35918069-6
NR915--MA1421.1.TCF7L1	chr10	59431006	59431017	-	0.000	0.000	Merged-chr10-59431050-41
NR2357--MA0523.1.TCF7L2	chr13	73484649	73484662	-	0.000	0.000	Merged-chr13-73484644-8
NR242--MA0769.1.Tcf7	chr1	87899978	87899989	+	0.000	0.000	Merged-chr1-87899931-42
NR4068--MA0769.1.Tcf7	chr18	32543281	32543292	-	0.000	0.000	Merged-chr18-32543284-47
NR7291--MA0523.1.TCF7L2	chr6	83437444	83437457	+	0.000	0.000	Merged-chr6-83437448-19
NR278--MA1421.1.TCF7L1	chr1	95375654	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR2327--MA0769.1.Tcf7	chr13	61710976	61710987	-	0.000	0.000	Merged-chr13-61710985-22
NR9083--MA0769.1.Tcf7	chrX	57144147	57144158	-	0.000	0.000	Merged-chrX-57144211-21
NR1588--MA0523.1.TCF7L2	chr11	105445168	105445181	+	0.000	0.000	Merged-chr11-105445069-18
NR4135--MA0523.1.TCF7L2	chr18	53411604	53411617	+	0.000	0.000	Merged-chr18-53411654-14
NR3620--MA0523.1.TCF7L2	chr16	78595987	78596000	-	0.000	0.000	Merged-chr16-78595924-17
NR9195--MA0769.1.Tcf7	chrX	168657914	168657925	+	0.000	0.000	Merged-chrX-168658043-37
NR3476--MA1421.1.TCF7L1	chr16	37094601	37094612	-	0.000	0.000	Merged-chr16-37094405-73
NR7072--MA0523.1.TCF7L2	chr6	15716967	15716980	-	0.000	0.000	Merged-chr6-15716932-11
NR4790--MA1421.1.TCF7L1	chr2	61571790	61571801	+	0.000	0.000	Merged-chr2-61571777-18
NR5055--MA0769.1.Tcf7	chr2	120502274	120502285	+	0.000	0.000	Merged-chr2-120502347-30
NR9164--MA0523.1.TCF7L2	chrX	153375284	153375297	-	0.000	0.000	Merged-chrX-153375365-26
NR6391--MA0769.1.Tcf7	chr4	124769255	124769266	+	0.000	0.000	Merged-chr4-124769177-27
NR3080--MA1421.1.TCF7L1	chr15	30661982	30661993	+	0.000	0.000	Merged-chr15-30662184-17
NR2176--MA0523.1.TCF7L2	chr13	13582033	13582046	-	0.000	0.000	Merged-chr13-13582107-29
NR7575--MA0769.1.Tcf7	chr6	142567726	142567737	-	0.000	0.000	Merged-chr6-142567710-6
NR2441--MA1421.1.TCF7L1	chr13	93175668	93175679	+	0.000	0.000	Merged-chr13-93175751-12
NR241--MA0523.1.TCF7L2	chr1	87899978	87899991	+	0.000	0.000	Merged-chr1-87899931-42
NR2273--MA1421.1.TCF7L1	chr13	51690452	51690463	+	0.000	0.000	Merged-chr13-51690450-25
NR2251--MA0769.1.Tcf7	chr13	43191846	43191857	+	0.000	0.000	Merged-chr13-43191968-21
NR126--MA0769.1.Tcf7	chr1	59189725	59189736	+	0.000	0.000	Merged-chr1-59189721-10
NR802--MA0769.1.Tcf7	chr10	24954124	24954135	+	0.000	0.000	Merged-chr10-24954230-36
NR3220--MA0769.1.Tcf7	chr15	75634464	75634475	-	0.000	0.000	Merged-chr15-75634516-4
NR8959--MA0523.1.TCF7L2	chr9	116018865	116018878	-	0.000	0.000	Merged-chr9-116018785-16
NR3065--MA0523.1.TCF7L2	chr15	25910531	25910544	+	0.000	0.000	Merged-chr15-25910388-17
NR2550--MA0523.1.TCF7L2	chr13	114086610	114086623	-	0.000	0.000	Merged-chr13-114086496-8
NR8731--MA0523.1.TCF7L2	chr9	70584886	70584899	-	0.000	0.000	Merged-chr9-70584670-22
NR6051--MA0769.1.Tcf7	chr4	8499645	8499656	+	0.000	0.000	Merged-chr4-8499502-2
NR867--MA1421.1.TCF7L1	chr10	43519934	43519945	-	0.000	0.000	Merged-chr10-43520023-14
NR6257--MA0769.1.Tcf7	chr4	88237062	88237073	-	0.000	0.000	Merged-chr4-88237071-4
NR5759--MA0523.1.TCF7L2	chr3	115704658	115704671	-	0.000	0.000	Merged-chr3-115704719-34
NR1600--MA0769.1.Tcf7	chr11	108901320	108901331	-	0.000	0.000	Merged-chr11-108901238-21
NR4049--MA0523.1.TCF7L2	chr18	23773174	23773187	-	0.000	0.000	Merged-chr18-23773308-23
NR7948--MA1421.1.TCF7L1	chr7	115426757	115426768	+	0.000	0.000	Merged-chr7-115426820-20
NR359--MA0769.1.Tcf7	chr1	127348987	127348998	-	0.000	0.000	Merged-chr1-127349004-28
NR5709--MA0769.1.Tcf7	chr3	103862399	103862410	+	0.000	0.000	Merged-chr3-103862515-1
NR4637--MA0769.1.Tcf7	chr2	31042980	31042991	-	0.000	0.000	Merged-chr2-31043017-22
NR624--MA0523.1.TCF7L2	chr1	179240800	179240813	+	0.000	0.000	Merged-chr1-179240877-38
NR3111--MA1421.1.TCF7L1	chr15	38636232	38636243	-	0.000	0.000	Merged-chr15-38636290-13
NR4916--MA1421.1.TCF7L1	chr2	91835182	91835193	-	0.000	0.000	Merged-chr2-91835374-51
NR7083--MA1421.1.TCF7L1	chr6	22412083	22412094	-	0.000	0.000	Merged-chr6-22412021-48
NR3970--MA1421.1.TCF7L1	chr17	84636056	84636067	-	0.000	0.000	Merged-chr17-84636147-9
NR932--MA0769.1.Tcf7	chr10	60000148	60000159	+	0.000	0.000	Merged-chr10-60000232-10
NR8110--MA0769.1.Tcf7	chr7	142967347	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR4255--MA0523.1.TCF7L2	chr18	75374207	75374220	-	0.000	0.000	Merged-chr18-75374196-25
NR7661--MA0523.1.TCF7L2	chr7	12987582	12987595	-	0.000	0.000	Merged-chr7-12987633-12
NR2493--MA0769.1.Tcf7	chr13	103357027	103357038	-	0.000	0.000	Merged-chr13-103356902-29
NR5708--MA0523.1.TCF7L2	chr3	103862399	103862412	+	0.000	0.000	Merged-chr3-103862515-1
NR162--MA0769.1.Tcf7	chr1	66814146	66814157	+	0.000	0.000	Merged-chr1-66814050-6
NR5727--MA0769.1.Tcf7	chr3	108124338	108124349	+	0.000	0.000	Merged-chr3-108124378-33
NR6181--MA0769.1.Tcf7	chr4	57730976	57730987	-	0.000	0.000	Merged-chr4-57731162-88
NR3113--MA0769.1.Tcf7	chr15	38636232	38636243	-	0.000	0.000	Merged-chr15-38636290-13
NR7068--MA0523.1.TCF7L2	chr6	15710928	15710941	-	0.000	0.000	Merged-chr6-15710892-35
NR6385--MA0523.1.TCF7L2	chr4	121002521	121002534	-	0.000	0.000	Merged-chr4-121002570-50
NR193--MA0523.1.TCF7L2	chr1	82429188	82429201	+	0.000	0.000	Merged-chr1-82429225-23
NR4561--MA0769.1.Tcf7	chr2	9536015	9536026	-	0.000	0.000	Merged-chr2-9536121-12
NR8317--MA1421.1.TCF7L1	chr8	81735892	81735903	-	0.000	0.000	Merged-chr8-81736050-71
NR6635--MA0523.1.TCF7L2	chr5	45790460	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR2941--MA0769.1.Tcf7	chr14	103850721	103850732	-	0.000	0.000	Merged-chr14-103850623-36
NR1960--MA1421.1.TCF7L1	chr12	89950208	89950219	-	0.000	0.000	Merged-chr12-89950260-14
NR4074--MA0523.1.TCF7L2	chr18	33060121	33060134	-	0.000	0.000	Merged-chr18-33060171-12
NR1792--MA1421.1.TCF7L1	chr12	41337048	41337059	-	0.000	0.000	Merged-chr12-41336902-7
NR7480--MA0523.1.TCF7L2	chr6	122447946	122447959	+	0.000	0.000	Merged-chr6-122448134-20
NR8209--MA0769.1.Tcf7	chr8	36010599	36010610	+	0.000	0.000	Merged-chr8-36010714-39
NR3700--MA1421.1.TCF7L1	chr16	95900271	95900282	+	0.000	0.000	Merged-chr16-95900278-53
NR4427--MA0769.1.Tcf7	chr19	34510905	34510916	+	0.000	0.000	Merged-chr19-34511025-19
NR7804--MA0769.1.Tcf7	chr7	75572298	75572309	-	0.000	0.000	Merged-chr7-75572353-55
NR2019--MA0769.1.Tcf7	chr12	102581813	102581824	+	0.000	0.000	Merged-chr12-102581960-56
NR937--MA0769.1.Tcf7	chr10	60161065	60161076	-	0.000	0.000	Merged-chr10-60161046-15
NR4280--MA0523.1.TCF7L2	chr18	79267915	79267928	+	0.000	0.000	Merged-chr18-79267984-24
NR2807--MA0769.1.Tcf7	chr14	61773199	61773210	+	0.000	0.000	Merged-chr14-61773241-2
NR6177--MA0769.1.Tcf7	chr4	57681664	57681675	-	0.000	0.000	Merged-chr4-57681748-10
NR3665--MA1421.1.TCF7L1	chr16	91413339	91413350	+	0.000	0.000	Merged-chr16-91413429-37
NR248--MA1421.1.TCF7L1	chr1	90739143	90739154	-	0.000	0.000	Merged-chr1-90739110-18
NR6044--MA1421.1.TCF7L1	chr4	7455298	7455309	+	0.000	0.000	Merged-chr4-7455242-36
NR8898--MA0523.1.TCF7L2	chr9	105100831	105100844	+	0.000	0.000	Merged-chr9-105100985-49
NR6646--MA1421.1.TCF7L1	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR1847--MA0769.1.Tcf7	chr12	69825405	69825416	-	0.000	0.000	Merged-chr12-69825253-21
NR9025--MA1421.1.TCF7L1	chr9	123376970	123376981	-	0.000	0.000	Merged-chr9-123377036-7
NR1823--MA1421.1.TCF7L1	chr12	59170104	59170115	-	0.000	0.000	Merged-chr12-59170039-43
NR5611--MA1421.1.TCF7L1	chr3	89892614	89892625	-	0.000	0.000	Merged-chr3-89892725-25
NR2896--MA1421.1.TCF7L1	chr14	79393550	79393561	+	0.000	0.000	Merged-chr14-79393562-34
NR5443--MA1421.1.TCF7L1	chr3	37174957	37174968	+	0.000	0.000	Merged-chr3-37174845-28
NR1089--MA0523.1.TCF7L2	chr10	93050742	93050755	-	0.000	0.000	Merged-chr10-93050674-1
NR4105--MA0769.1.Tcf7	chr18	38701109	38701120	+	0.000	0.000	Merged-chr18-38700911-27
NR7840--MA0769.1.Tcf7	chr7	84143206	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR2055--MA0769.1.Tcf7	chr12	110759071	110759082	-	0.000	0.000	Merged-chr12-110759192-38
NR563--MA0523.1.TCF7L2	chr1	165850917	165850930	-	0.000	0.000	Merged-chr1-165850957-6
NR395--MA0523.1.TCF7L2	chr1	135807884	135807897	-	0.000	0.000	Merged-chr1-135807785-37
NR7285--MA0769.1.Tcf7	chr6	82921997	82922008	+	0.000	0.000	Merged-chr6-82922037-57
NR1339--MA0523.1.TCF7L2	chr11	19823659	19823672	-	0.000	0.000	Merged-chr11-19823630-23
NR8026--MA0523.1.TCF7L2	chr7	127922798	127922811	-	0.000	0.000	Merged-chr7-127922827-35
NR3145--MA0769.1.Tcf7	chr15	52887039	52887050	-	0.000	0.000	Merged-chr15-52887057-9
NR1111--MA0523.1.TCF7L2	chr10	96496716	96496729	+	0.000	0.000	Merged-chr10-96496661-19
NR9172--MA0523.1.TCF7L2	chrX	158939875	158939888	-	0.000	0.000	Merged-chrX-158939775-8
NR3812--MA0769.1.Tcf7	chr17	31693696	31693707	-	0.000	0.000	Merged-chr17-31693537-59
NR5127--MA0523.1.TCF7L2	chr2	135823830	135823843	-	0.000	0.000	Merged-chr2-135823878-14
NR8701--MA0523.1.TCF7L2	chr9	63749481	63749494	+	0.000	0.000	Merged-chr9-63749415-13
NR1897--MA0523.1.TCF7L2	chr12	76923266	76923279	-	0.000	0.000	Merged-chr12-76923289-32
NR2740--MA0769.1.Tcf7	chr14	48226347	48226358	-	0.000	0.000	Merged-chr14-48226336-60
NR8375--MA0769.1.Tcf7	chr8	95247524	95247535	+	0.000	0.000	Merged-chr8-95247520-25
NR6801--MA1421.1.TCF7L1	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR4235--MA0769.1.Tcf7	chr18	69548128	69548139	-	0.000	0.000	Merged-chr18-69547959-32
NR7874--MA1421.1.TCF7L1	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR3163--MA0769.1.Tcf7	chr15	59010907	59010918	+	0.000	0.000	Merged-chr15-59010782-34
NR7257--MA0523.1.TCF7L2	chr6	70103442	70103455	+	0.000	0.000	Merged-chr6-70103466-27
NR3097--MA1421.1.TCF7L1	chr15	36396451	36396462	-	0.000	0.000	Merged-chr15-36396472-80
NR2626--MA1421.1.TCF7L1	chr14	15011595	15011606	+	0.000	0.000	Merged-chr14-15011517-9
NR2615--MA0769.1.Tcf7	chr14	10146586	10146597	+	0.000	0.000	Merged-chr14-10146570-14
NR5767--MA0523.1.TCF7L2	chr3	115944556	115944569	+	0.000	0.000	Merged-chr3-115944558-15
NR3699--MA1421.1.TCF7L1	chr16	95900264	95900275	+	0.000	0.000	Merged-chr16-95900278-53
NR1326--MA0523.1.TCF7L2	chr11	10516286	10516299	+	0.000	0.000	Merged-chr11-10516316-25
NR8013--MA0523.1.TCF7L2	chr7	125561319	125561332	-	0.000	0.000	Merged-chr7-125561411-29
NR5298--MA0523.1.TCF7L2	chr2	164534496	164534509	-	0.000	0.000	Merged-chr2-164534526-17
NR5114--MA0523.1.TCF7L2	chr2	132691812	132691825	+	0.000	0.000	Merged-chr2-132691913-20
NR7206--MA0523.1.TCF7L2	chr6	59363440	59363453	-	0.000	0.000	Merged-chr6-59363496-31
NR4924--MA1421.1.TCF7L1	chr2	94245413	94245424	-	0.000	0.000	Merged-chr2-94245520-16
NR1655--MA0769.1.Tcf7	chr11	116688104	116688115	+	0.000	0.000	Merged-chr11-116688042-60
NR1122--MA1421.1.TCF7L1	chr10	98976104	98976115	-	0.000	0.000	Merged-chr10-98976063-31
NR7075--MA0769.1.Tcf7	chr6	15783259	15783270	+	0.000	0.000	Merged-chr6-15783250-24
NR2991--MA0769.1.Tcf7	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR6187--MA0523.1.TCF7L2	chr4	58121158	58121171	-	0.000	0.000	Merged-chr4-58121225-3
NR8051--MA0523.1.TCF7L2	chr7	132364747	132364760	-	0.000	0.000	Merged-chr7-132364794-24
NR5813--MA1421.1.TCF7L1	chr3	126628648	126628659	+	0.000	0.000	Merged-chr3-126628752-25
NR6527--MA0769.1.Tcf7	chr4	155082318	155082329	+	0.000	0.000	Merged-chr4-155082260-14
NR4103--MA1421.1.TCF7L1	chr18	38701109	38701120	+	0.000	0.000	Merged-chr18-38700911-27
NR2817--MA0523.1.TCF7L2	chr14	64392768	64392781	+	0.000	0.000	Merged-chr14-64392821-9
NR1409--MA0769.1.Tcf7	chr11	53330467	53330478	-	0.000	0.000	Merged-chr11-53330512-15
NR70--MA0769.1.Tcf7	chr1	39281180	39281191	-	0.000	0.000	Merged-chr1-39281232-20
NR4962--MA1421.1.TCF7L1	chr2	104445106	104445117	+	0.000	0.000	Merged-chr2-104445007-19
NR8119--MA1421.1.TCF7L1	chr7	143584199	143584210	-	0.000	0.000	Merged-chr7-143584150-23
NR1966--MA0523.1.TCF7L2	chr12	90810811	90810824	-	0.000	0.000	Merged-chr12-90810823-15
NR862--MA1421.1.TCF7L1	chr10	41470846	41470857	+	0.000	0.000	Merged-chr10-41470907-13
NR8485--MA0523.1.TCF7L2	chr8	126539840	126539853	-	0.000	0.000	Merged-chr8-126539798-23
NR8582--MA1421.1.TCF7L1	chr9	33186575	33186586	-	0.000	0.000	Merged-chr9-33186543-16
NR2613--MA1421.1.TCF7L1	chr14	10146586	10146597	+	0.000	0.000	Merged-chr14-10146570-14
NR2651--MA0769.1.Tcf7	chr14	21078678	21078689	-	0.000	0.000	Merged-chr14-21078723-20
NR6629--MA1421.1.TCF7L1	chr5	44258283	44258294	-	0.000	0.000	Merged-chr5-44258351-9
NR1497--MA0523.1.TCF7L2	chr11	83116654	83116667	+	0.000	0.000	Merged-chr11-83116808-57
NR4369--MA1421.1.TCF7L1	chr19	16274720	16274731	-	0.000	0.000	Merged-chr19-16274697-6
NR4141--MA1421.1.TCF7L1	chr18	54860625	54860636	+	0.000	0.000	Merged-chr18-54860804-67
NR1410--MA1421.1.TCF7L1	chr11	53351861	53351872	-	0.000	0.000	Merged-chr11-53351836-17
NR5960--MA0523.1.TCF7L2	chr3	146583925	146583938	+	0.000	0.000	Merged-chr3-146583919-49
NR1747--MA0523.1.TCF7L2	chr12	31756176	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR7993--MA0769.1.Tcf7	chr7	122932293	122932304	+	0.000	0.000	Merged-chr7-122932357-26
NR1539--MA0769.1.Tcf7	chr11	96058765	96058776	+	0.000	0.000	Merged-chr11-96058605-21
NR6271--MA1421.1.TCF7L1	chr4	89505563	89505574	+	0.000	0.000	Merged-chr4-89505388-45
NR7049--MA1421.1.TCF7L1	chr6	8490165	8490176	-	0.000	0.000	Merged-chr6-8490222-10
NR3611--MA0523.1.TCF7L2	chr16	76765779	76765792	+	0.000	0.000	Merged-chr16-76765749-14
NR5491--MA0523.1.TCF7L2	chr3	55660081	55660094	+	0.000	0.000	Merged-chr3-55660012-44
NR4710--MA0769.1.Tcf7	chr2	45946382	45946393	+	0.000	0.000	Merged-chr2-45946471-14
NR7420--MA0769.1.Tcf7	chr6	108334845	108334856	-	0.000	0.000	Merged-chr6-108334788-1
NR5535--MA0523.1.TCF7L2	chr3	67033638	67033651	+	0.000	0.000	Merged-chr3-67033715-15
NR8080--MA0769.1.Tcf7	chr7	136211566	136211577	+	0.000	0.000	Merged-chr7-136211556-10
NR5227--MA0769.1.Tcf7	chr2	150578761	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR1543--MA1421.1.TCF7L1	chr11	96996719	96996730	-	0.000	0.000	Merged-chr11-96996617-51
NR2804--MA0523.1.TCF7L2	chr14	61012532	61012545	+	0.000	0.000	Merged-chr14-61012611-17
NR3635--MA1421.1.TCF7L1	chr16	84995568	84995579	+	0.000	0.000	Merged-chr16-84995665-26
NR8868--MA0523.1.TCF7L2	chr9	96936093	96936106	-	0.000	0.000	Merged-chr9-96936027-74
NR7890--MA0769.1.Tcf7	chr7	102417600	102417611	-	0.000	0.000	Merged-chr7-102417609-26
NR3298--MA0769.1.Tcf7	chr15	94255223	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR2629--MA0769.1.Tcf7	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR450--MA0769.1.Tcf7	chr1	143993239	143993250	-	0.000	0.000	Merged-chr1-143993220-9
NR2432--MA1421.1.TCF7L1	chr13	91564865	91564876	-	0.000	0.000	Merged-chr13-91564824-14
NR6616--MA1421.1.TCF7L1	chr5	38632724	38632735	-	0.000	0.000	Merged-chr5-38632599-22
NR5765--MA1421.1.TCF7L1	chr3	115933847	115933858	-	0.000	0.000	Merged-chr3-115933714-29
NR7408--MA0523.1.TCF7L2	chr6	103565084	103565097	+	0.000	0.000	Merged-chr6-103565102-16
NR4958--MA1421.1.TCF7L1	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR6557--MA0523.1.TCF7L2	chr5	20087381	20087394	-	0.000	0.000	Merged-chr5-20087381-40
NR5357--MA0769.1.Tcf7	chr2	174389704	174389715	-	0.000	0.000	Merged-chr2-174389676-5
NR674--MA0769.1.Tcf7	chr1	184197641	184197652	-	0.000	0.000	Merged-chr1-184197455-33
NR3430--MA0523.1.TCF7L2	chr16	24909768	24909781	-	0.000	0.000	Merged-chr16-24909583-14
NR2975--MA0523.1.TCF7L2	chr14	118658091	118658104	+	0.000	0.000	Merged-chr14-118658326-68
NR4070--MA0769.1.Tcf7	chr18	32543345	32543356	-	0.000	0.000	Merged-chr18-32543284-47
NR1309--MA0523.1.TCF7L2	chr11	4642388	4642401	-	0.000	0.000	Merged-chr11-4642323-2
NR967--MA0523.1.TCF7L2	chr10	67697939	67697952	+	0.000	0.000	Merged-chr10-67697981-39
NR1194--MA1421.1.TCF7L1	chr10	111578772	111578783	+	0.000	0.000	Merged-chr10-111578564-64
NR5546--MA1421.1.TCF7L1	chr3	68787011	68787022	-	0.000	0.000	Merged-chr3-68787191-73
NR3522--MA0769.1.Tcf7	chr16	45723858	45723869	+	0.000	0.000	Merged-chr16-45724000-1
NR1105--MA1421.1.TCF7L1	chr10	95942225	95942236	+	0.000	0.000	Merged-chr10-95942106-29
NR3029--MA1421.1.TCF7L1	chr15	6726643	6726654	-	0.000	0.000	Merged-chr15-6726597-28
NR8967--MA0769.1.Tcf7	chr9	116283893	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR1515--MA0523.1.TCF7L2	chr11	88103375	88103388	-	0.000	0.000	Merged-chr11-88103479-31
NR3607--MA0523.1.TCF7L2	chr16	76447213	76447226	-	0.000	0.000	Merged-chr16-76447349-16
NR1020--MA0769.1.Tcf7	chr10	80629188	80629199	-	0.000	0.000	Merged-chr10-80629091-37
