#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR59407--MA1107.1.KLF9	chr8	61283218	61283230	+	0.000	0.000	Merged-chr8-61283229-50
NR44094--MA0599.1.KLF5	chr4	134372586	134372595	+	0.000	0.000	Merged-chr4-134372505-25
NR20872--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR50516--MA1107.1.KLF9	chr6	17901357	17901369	-	0.000	0.000	Merged-chr6-17901265-19
NR953--MA0599.1.KLF5	chr1	72870387	72870396	-	0.000	0.000	Merged-chr1-72870469-25
NR47214--MA0741.1.KLF16	chr5	92128735	92128745	+	0.000	0.000	Merged-chr5-92128744-12
NR11274--MA1107.1.KLF9	chr11	99132669	99132681	-	0.000	0.000	Merged-chr11-99132520-18
NR39485--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR20444--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR34161--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR40960--MA1107.1.KLF9	chr3	148511246	148511258	+	0.000	0.000	Merged-chr3-148511126-2
NR21628--MA0599.1.KLF5	chr15	74538494	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR24866--MA0741.1.KLF16	chr16	76283302	76283312	+	0.000	0.000	Merged-chr16-76283420-1
NR2495--MA1107.1.KLF9	chr1	151248488	151248500	+	0.000	0.000	Merged-chr1-151248636-5
NR29804--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR22964--MA0599.1.KLF5	chr15	98699671	98699680	-	0.000	0.000	Merged-chr15-98699636-21
NR6272--MA0039.3.KLF4	chr10	80848717	80848727	+	0.000	0.000	Merged-chr10-80848752-35
NR21609--MA1107.1.KLF9	chr15	73523271	73523283	-	0.000	0.000	Merged-chr15-73523297-26
NR57125--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR12574--MA0742.1.Klf12	chr11	120581248	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR62632--MA1107.1.KLF9	chr9	50512100	50512112	-	0.000	0.000	Merged-chr9-50512107-7
NR10894--MA0742.1.Klf12	chr11	94486167	94486181	-	0.000	0.000	Merged-chr11-94486126-19
NR25440--MA1107.1.KLF9	chr16	95434625	95434637	+	0.000	0.000	Merged-chr16-95434709-3
NR9301--MA0740.1.KLF14	chr11	53755178	53755191	-	0.000	0.000	Merged-chr11-53755025-7
NR13805--MA0741.1.KLF16	chr12	80885789	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR42675--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR50859--MA0741.1.KLF16	chr6	39348146	39348156	+	0.000	0.000	Merged-chr6-39348126-65
NR37955--MA0740.1.KLF14	chr3	28402420	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR35436--MA0741.1.KLF16	chr2	128088012	128088022	+	0.000	0.000	Merged-chr2-128088091-23
NR17622--MA0741.1.KLF16	chr13	105156535	105156545	-	0.000	0.000	Merged-chr13-105156682-2
NR58229--MA0599.1.KLF5	chr7	141338921	141338930	+	0.000	0.000	Merged-chr7-141338836-11
NR13567--MA0599.1.KLF5	chr12	71577500	71577509	-	0.000	0.000	Merged-chr12-71577475-38
NR55643--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR64851--MA0740.1.KLF14	chr9	114468458	114468471	+	0.000	0.000	Merged-chr9-114468375-1
NR33058--MA1107.1.KLF9	chr2	27187613	27187625	-	0.000	0.000	Merged-chr2-27187639-44
NR16944--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR59279--MA0742.1.Klf12	chr8	57355183	57355197	-	0.000	0.000	Merged-chr8-57355004-3
NR52715--MA0599.1.KLF5	chr6	122553755	122553764	-	0.000	0.000	Merged-chr6-122553933-10
NR56085--MA0599.1.KLF5	chr7	79536235	79536244	+	0.000	0.000	Merged-chr7-79536349-24
NR44689--MA0740.1.KLF14	chr4	141296033	141296046	+	0.000	0.000	Merged-chr4-141296105-4
NR33650--MA0599.1.KLF5	chr2	36091473	36091482	+	0.000	0.000	Merged-chr2-36091401-36
NR53017--MA0599.1.KLF5	chr6	129049286	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR27733--MA0599.1.KLF5	chr17	57052895	57052904	+	0.000	0.000	Merged-chr17-57053010-4
NR39007--MA0493.1.Klf1	chr3	93598256	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR31457--MA0599.1.KLF5	chr19	31198631	31198640	+	0.000	0.000	Merged-chr19-31198738-18
NR510--MA0599.1.KLF5	chr1	40228153	40228162	-	0.000	0.000	Merged-chr1-40228252-23
NR14442--MA0599.1.KLF5	chr12	104999355	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR4481--MA0741.1.KLF16	chr10	5795626	5795636	+	0.000	0.000	Merged-chr10-5795457-7
NR54510--MA0657.1.KLF13	chr7	18925377	18925394	-	0.000	0.000	Merged-chr7-18925390-20
NR23050--MA1107.1.KLF9	chr15	99276215	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR13419--MA0740.1.KLF14	chr12	65258705	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR63162--MA0039.3.KLF4	chr9	64564729	64564739	+	0.000	0.000	Merged-chr9-64564548-10
NR60319--MA0493.1.Klf1	chr8	93810263	93810273	-	0.000	0.000	Merged-chr8-93810346-59
NR44284--MA0657.1.KLF13	chr4	136140415	136140432	+	0.000	0.000	Merged-chr4-136140503-4
NR55729--MA0493.1.Klf1	chr7	58758632	58758642	+	0.000	0.000	Merged-chr7-58758564-8
NR11378--MA0493.1.Klf1	chr11	101199827	101199837	-	0.000	0.000	Merged-chr11-101199720-6
NR28553--MA0741.1.KLF16	chr17	84944352	84944362	-	0.000	0.000	Merged-chr17-84944510-25
NR10968--MA1107.1.KLF9	chr11	95521854	95521866	-	0.000	0.000	Merged-chr11-95521691-12
NR56506--MA0742.1.Klf12	chr7	98797411	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR24051--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR47761--MA0740.1.KLF14	chr5	110343022	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR57287--MA0599.1.KLF5	chr7	120722246	120722255	-	0.000	0.000	Merged-chr7-120722265-14
NR5811--MA0740.1.KLF14	chr10	76961984	76961997	+	0.000	0.000	Merged-chr10-76962071-59
NR53835--MA0741.1.KLF16	chr6	145002399	145002409	-	0.000	0.000	Merged-chr6-145002461-23
NR31241--MA1107.1.KLF9	chr19	16956023	16956035	+	0.000	0.000	Merged-chr19-16955982-11
NR40965--MA1107.1.KLF9	chr3	148799637	148799649	+	0.000	0.000	Merged-chr3-148799603-2
NR5094--MA0493.1.Klf1	chr10	42887291	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR24486--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR41267--MA1107.1.KLF9	chr3	154683891	154683903	-	0.000	0.000	Merged-chr3-154683777-15
NR18693--MA1107.1.KLF9	chr14	31398287	31398299	-	0.000	0.000	Merged-chr14-31398460-1
NR52611--MA1107.1.KLF9	chr6	119749279	119749291	+	0.000	0.000	Merged-chr6-119749325-22
NR33637--MA0599.1.KLF5	chr2	35783403	35783412	-	0.000	0.000	Merged-chr2-35783526-7
NR5538--MA0599.1.KLF5	chr10	63175394	63175403	+	0.000	0.000	Merged-chr10-63175316-22
NR18120--MA1107.1.KLF9	chr13	117707680	117707692	-	0.000	0.000	Merged-chr13-117707656-2
NR37959--MA0039.3.KLF4	chr3	28402421	28402431	-	0.000	0.000	Merged-chr3-28402386-46
NR62637--MA1107.1.KLF9	chr9	50512110	50512122	-	0.000	0.000	Merged-chr9-50512107-7
NR52155--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR4494--MA0741.1.KLF16	chr10	7212243	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR17139--MA0599.1.KLF5	chr13	95063723	95063732	-	0.000	0.000	Merged-chr13-95063599-48
NR19519--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR5872--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR8582--MA0741.1.KLF16	chr11	6707047	6707057	-	0.000	0.000	Merged-chr11-6706975-16
NR7843--MA0599.1.KLF5	chr10	121796245	121796254	+	0.000	0.000	Merged-chr10-121796258-28
NR38374--MA0740.1.KLF14	chr3	60124234	60124247	+	0.000	0.000	Merged-chr3-60124423-36
NR2397--MA1107.1.KLF9	chr1	147237213	147237225	+	0.000	0.000	Merged-chr1-147237183-6
NR33330--MA0742.1.Klf12	chr2	31186226	31186240	-	0.000	0.000	Merged-chr2-31186156-11
NR52104--MA0741.1.KLF16	chr6	99801017	99801027	+	0.000	0.000	Merged-chr6-99800956-8
NR52365--MA0742.1.Klf12	chr6	114397835	114397849	-	0.000	0.000	Merged-chr6-114397925-17
NR48105--MA0599.1.KLF5	chr5	114801281	114801290	+	0.000	0.000	Merged-chr5-114801255-6
NR41980--MA0599.1.KLF5	chr4	43171522	43171531	-	0.000	0.000	Merged-chr4-43171535-31
NR58538--MA0741.1.KLF16	chr8	11009006	11009016	+	0.000	0.000	Merged-chr8-11009107-63
NR35368--MA1107.1.KLF9	chr2	126252425	126252437	+	0.000	0.000	Merged-chr2-126252361-10
NR1849--MA1107.1.KLF9	chr1	127796439	127796451	-	0.000	0.000	Merged-chr1-127796546-56
NR1905--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR50676--MA0741.1.KLF16	chr6	30617390	30617400	+	0.000	0.000	Merged-chr6-30617295-15
NR62700--MA0742.1.Klf12	chr9	53706252	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR66380--MA0741.1.KLF16	chrX	100777198	100777208	+	0.000	0.000	Merged-chrX-100777014-69
NR464--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR61389--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR45640--MA1107.1.KLF9	chr5	5573935	5573947	-	0.000	0.000	Merged-chr5-5574084-22
NR28164--MA1107.1.KLF9	chr17	74808025	74808037	-	0.000	0.000	Merged-chr17-74808088-1
NR38279--MA0039.3.KLF4	chr3	52832553	52832563	+	0.000	0.000	Merged-chr3-52832411-30
NR62420--MA0741.1.KLF16	chr9	42423817	42423827	+	0.000	0.000	Merged-chr9-42423784-11
NR66692--MA1107.1.KLF9	chrX	140664763	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR24792--MA0741.1.KLF16	chr16	72350568	72350578	-	0.000	0.000	Merged-chr16-72350554-25
NR33641--MA0493.1.Klf1	chr2	35783571	35783581	-	0.000	0.000	Merged-chr2-35783526-7
NR37456--MA0741.1.KLF16	chr2	174556042	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR22241--MA0741.1.KLF16	chr15	83084531	83084541	-	0.000	0.000	Merged-chr15-83084478-12
NR56967--MA0741.1.KLF16	chr7	112678979	112678989	-	0.000	0.000	Merged-chr7-112678806-2
NR40732--MA0039.3.KLF4	chr3	142892190	142892200	-	0.000	0.000	Merged-chr3-142892335-19
NR59364--MA0599.1.KLF5	chr8	60632695	60632704	+	0.000	0.000	Merged-chr8-60632762-58
NR36458--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR18107--MA1107.1.KLF9	chr13	117390190	117390202	-	0.000	0.000	Merged-chr13-117390259-3
NR25435--MA0742.1.Klf12	chr16	95434625	95434639	+	0.000	0.000	Merged-chr16-95434709-3
NR24592--MA0039.3.KLF4	chr16	55421972	55421982	+	0.000	0.000	Merged-chr16-55421971-12
NR8830--MA0599.1.KLF5	chr11	24077526	24077535	-	0.000	0.000	Merged-chr11-24077473-13
NR9141--MA0599.1.KLF5	chr11	49266334	49266343	+	0.000	0.000	Merged-chr11-49266442-28
NR53891--MA0741.1.KLF16	chr6	145469421	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR51340--MA0741.1.KLF16	chr6	61270466	61270476	+	0.000	0.000	Merged-chr6-61270558-8
NR40177--MA0039.3.KLF4	chr3	127845179	127845189	+	0.000	0.000	Merged-chr3-127845262-14
NR30268--MA1107.1.KLF9	chr18	75210433	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR23714--MA0740.1.KLF14	chr16	10958703	10958716	-	0.000	0.000	Merged-chr16-10958757-32
NR44092--MA0740.1.KLF14	chr4	134372585	134372598	+	0.000	0.000	Merged-chr4-134372505-25
NR16071--MA0740.1.KLF14	chr13	46779983	46779996	+	0.000	0.000	Merged-chr13-46780080-38
NR14560--MA0742.1.Klf12	chr12	106614643	106614657	+	0.000	0.000	Merged-chr12-106614679-1
NR37956--MA0657.1.KLF13	chr3	28402417	28402434	-	0.000	0.000	Merged-chr3-28402386-46
NR21430--MA0039.3.KLF4	chr15	62375951	62375961	-	0.000	0.000	Merged-chr15-62375735-6
NR14728--MA0740.1.KLF14	chr12	109446607	109446620	+	0.000	0.000	Merged-chr12-109446341-43
NR7498--MA0493.1.Klf1	chr10	117651142	117651152	-	0.000	0.000	Merged-chr10-117651194-26
NR60808--MA0599.1.KLF5	chr8	114974874	114974883	-	0.000	0.000	Merged-chr8-114974743-26
NR33334--MA0741.1.KLF16	chr2	31186229	31186239	-	0.000	0.000	Merged-chr2-31186156-11
NR20736--MA0741.1.KLF16	chr15	8616188	8616198	+	0.000	0.000	Merged-chr15-8616259-27
NR41656--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR13840--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR17147--MA1107.1.KLF9	chr13	95063710	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR38410--MA0493.1.Klf1	chr3	62338941	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR46842--MA1107.1.KLF9	chr5	72269984	72269996	+	0.000	0.000	Merged-chr5-72269840-12
NR16850--MA0493.1.Klf1	chr13	81170021	81170031	-	0.000	0.000	Merged-chr13-81169960-2
NR18125--MA1107.1.KLF9	chr13	117707690	117707702	-	0.000	0.000	Merged-chr13-117707656-2
NR12043--MA0493.1.Klf1	chr11	114079606	114079616	-	0.000	0.000	Merged-chr11-114079654-1
NR61659--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR34068--MA1107.1.KLF9	chr2	69125445	69125457	-	0.000	0.000	Merged-chr2-69125568-4
NR11270--MA0741.1.KLF16	chr11	99132689	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR28603--MA1107.1.KLF9	chr17	86184967	86184979	-	0.000	0.000	Merged-chr17-86185009-23
NR42166--MA0599.1.KLF5	chr4	47011207	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR35037--MA1107.1.KLF9	chr2	117082010	117082022	+	0.000	0.000	Merged-chr2-117082079-6
NR57175--MA0493.1.Klf1	chr7	118470621	118470631	+	0.000	0.000	Merged-chr7-118470727-6
NR28688--MA0741.1.KLF16	chr17	87602381	87602391	+	0.000	0.000	Merged-chr17-87602344-31
NR837--MA0493.1.Klf1	chr1	61016826	61016836	+	0.000	0.000	Merged-chr1-61016858-25
NR42833--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR24391--MA0741.1.KLF16	chr16	37385079	37385089	-	0.000	0.000	Merged-chr16-37384954-25
NR16135--MA0741.1.KLF16	chr13	51388101	51388111	-	0.000	0.000	Merged-chr13-51388076-1
NR2182--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR35646--MA0741.1.KLF16	chr2	132379896	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR32591--MA1107.1.KLF9	chr2	9792594	9792606	-	0.000	0.000	Merged-chr2-9792573-15
NR51353--MA0741.1.KLF16	chr6	61271213	61271223	+	0.000	0.000	Merged-chr6-61271177-5
NR41957--MA1107.1.KLF9	chr4	42866050	42866062	+	0.000	0.000	Merged-chr4-42865977-16
NR42072--MA0599.1.KLF5	chr4	45513969	45513978	+	0.000	0.000	Merged-chr4-45514037-30
NR33356--MA0742.1.Klf12	chr2	31860936	31860950	-	0.000	0.000	Merged-chr2-31860876-1
NR53014--MA0740.1.KLF14	chr6	129049283	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR39954--MA0740.1.KLF14	chr3	121495131	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR47762--MA0657.1.KLF13	chr5	110343019	110343036	-	0.000	0.000	Merged-chr5-110342964-29
NR65051--MA0742.1.Klf12	chr9	117107910	117107924	+	0.000	0.000	Merged-chr9-117107972-1
NR53266--MA0740.1.KLF14	chr6	135417706	135417719	-	0.000	0.000	Merged-chr6-135417728-5
NR50123--MA1107.1.KLF9	chr5	148266865	148266877	-	0.000	0.000	Merged-chr5-148266957-7
NR51335--MA0599.1.KLF5	chr6	61270452	61270461	+	0.000	0.000	Merged-chr6-61270558-8
NR61789--MA0039.3.KLF4	chr9	15003323	15003333	+	0.000	0.000	Merged-chr9-15003468-19
NR66344--MA0493.1.Klf1	chrX	99042495	99042505	+	0.000	0.000	Merged-chrX-99042663-22
NR40997--MA1107.1.KLF9	chr3	149269785	149269797	+	0.000	0.000	Merged-chr3-149269581-5
NR11424--MA0599.1.KLF5	chr11	101618064	101618073	-	0.000	0.000	Merged-chr11-101618107-1
NR29143--MA0493.1.Klf1	chr18	34119162	34119172	+	0.000	0.000	Merged-chr18-34119023-1
NR53870--MA0741.1.KLF16	chr6	145256795	145256805	-	0.000	0.000	Merged-chr6-145256997-16
NR8574--MA0741.1.KLF16	chr11	6658464	6658474	-	0.000	0.000	Merged-chr11-6658459-18
NR52643--MA1107.1.KLF9	chr6	120493580	120493592	+	0.000	0.000	Merged-chr6-120493779-1
NR53179--MA0599.1.KLF5	chr6	134348665	134348674	-	0.000	0.000	Merged-chr6-134348726-53
NR64854--MA0741.1.KLF16	chr9	114468459	114468469	+	0.000	0.000	Merged-chr9-114468375-1
NR29730--MA0599.1.KLF5	chr18	60632874	60632883	-	0.000	0.000	Merged-chr18-60633052-25
NR25000--MA0742.1.Klf12	chr16	87597827	87597841	+	0.000	0.000	Merged-chr16-87597793-27
NR62423--MA0657.1.KLF13	chr9	42423874	42423891	+	0.000	0.000	Merged-chr9-42423784-11
NR12275--MA0039.3.KLF4	chr11	116688051	116688061	-	0.000	0.000	Merged-chr11-116688042-60
NR22963--MA0740.1.KLF14	chr15	98699668	98699681	-	0.000	0.000	Merged-chr15-98699636-21
NR57749--MA0599.1.KLF5	chr7	132317225	132317234	+	0.000	0.000	Merged-chr7-132317352-2
NR28854--MA1107.1.KLF9	chr18	5941442	5941454	+	0.000	0.000	Merged-chr18-5941516-3
NR46651--MA0599.1.KLF5	chr5	64580279	64580288	-	0.000	0.000	Merged-chr5-64580190-8
NR6275--MA0741.1.KLF16	chr10	80848723	80848733	+	0.000	0.000	Merged-chr10-80848752-35
NR13263--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR32578--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR9776--MA0740.1.KLF14	chr11	66961665	66961678	+	0.000	0.000	Merged-chr11-66961666-9
NR47033--MA0493.1.Klf1	chr5	77130584	77130594	+	0.000	0.000	Merged-chr5-77130540-43
NR50356--MA1107.1.KLF9	chr5	150859863	150859875	+	0.000	0.000	Merged-chr5-150859850-43
NR50636--MA0740.1.KLF14	chr6	29838690	29838703	+	0.000	0.000	Merged-chr6-29838666-29
NR56104--MA0599.1.KLF5	chr7	79752089	79752098	-	0.000	0.000	Merged-chr7-79752237-9
NR11442--MA0599.1.KLF5	chr11	102026815	102026824	+	0.000	0.000	Merged-chr11-102026901-4
NR27992--MA0039.3.KLF4	chr17	70886786	70886796	-	0.000	0.000	Merged-chr17-70886838-34
NR44364--MA0599.1.KLF5	chr4	137468583	137468592	-	0.000	0.000	Merged-chr4-137468629-23
NR55032--MA0599.1.KLF5	chr7	29251409	29251418	-	0.000	0.000	Merged-chr7-29251339-19
NR5229--MA0741.1.KLF16	chr10	53461527	53461537	-	0.000	0.000	Merged-chr10-53461441-37
NR7503--MA0493.1.Klf1	chr10	117651253	117651263	-	0.000	0.000	Merged-chr10-117651194-26
NR62418--MA0039.3.KLF4	chr9	42423818	42423828	+	0.000	0.000	Merged-chr9-42423784-11
NR15132--MA0741.1.KLF16	chr12	117153948	117153958	+	0.000	0.000	Merged-chr12-117154015-9
NR22301--MA0039.3.KLF4	chr15	84179072	84179082	+	0.000	0.000	Merged-chr15-84178956-9
NR47947--MA0599.1.KLF5	chr5	113165013	113165022	+	0.000	0.000	Merged-chr5-113165071-16
NR59284--MA0599.1.KLF5	chr8	57402498	57402507	-	0.000	0.000	Merged-chr8-57402577-20
NR37455--MA0493.1.Klf1	chr2	174556043	174556053	-	0.000	0.000	Merged-chr2-174555978-36
NR47241--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR44396--MA0742.1.Klf12	chr4	137714168	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR65725--MA0599.1.KLF5	chrX	11807628	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR50745--MA0740.1.KLF14	chr6	34497749	34497762	-	0.000	0.000	Merged-chr6-34497714-15
NR6557--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR12278--MA0741.1.KLF16	chr11	116688052	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR55359--MA0599.1.KLF5	chr7	44311307	44311316	-	0.000	0.000	Merged-chr7-44311321-7
NR44626--MA0740.1.KLF14	chr4	140868604	140868617	+	0.000	0.000	Merged-chr4-140868739-15
NR52109--MA0741.1.KLF16	chr6	99801022	99801032	+	0.000	0.000	Merged-chr6-99800956-8
NR14411--MA0657.1.KLF13	chr12	104459563	104459580	+	0.000	0.000	Merged-chr12-104459701-1
NR2542--MA0742.1.Klf12	chr1	152733291	152733305	+	0.000	0.000	Merged-chr1-152733286-16
NR32233--MA0039.3.KLF4	chr19	56682113	56682123	+	0.000	0.000	Merged-chr19-56681979-1
NR46781--MA0599.1.KLF5	chr5	66620373	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR61388--MA0599.1.KLF5	chr8	124434605	124434614	+	0.000	0.000	Merged-chr8-124434522-47
NR2770--MA0493.1.Klf1	chr1	157020051	157020061	+	0.000	0.000	Merged-chr1-157020072-9
NR16072--MA0657.1.KLF13	chr13	46779982	46779999	+	0.000	0.000	Merged-chr13-46780080-38
NR55943--MA0741.1.KLF16	chr7	68205948	68205958	-	0.000	0.000	Merged-chr7-68206033-25
NR24863--MA0599.1.KLF5	chr16	76283302	76283311	+	0.000	0.000	Merged-chr16-76283420-1
NR645--MA0493.1.Klf1	chr1	52952744	52952754	-	0.000	0.000	Merged-chr1-52952796-56
NR50128--MA1107.1.KLF9	chr5	148266875	148266887	-	0.000	0.000	Merged-chr5-148266957-7
NR34683--MA0599.1.KLF5	chr2	94263613	94263622	+	0.000	0.000	Merged-chr2-94263643-18
NR51125--MA0599.1.KLF5	chr6	51330455	51330464	+	0.000	0.000	Merged-chr6-51330461-17
NR59283--MA1107.1.KLF9	chr8	57355185	57355197	-	0.000	0.000	Merged-chr8-57355004-3
NR5239--MA0599.1.KLF5	chr10	53889515	53889524	-	0.000	0.000	Merged-chr10-53889619-14
NR43238--MA0493.1.Klf1	chr4	118260692	118260702	+	0.000	0.000	Merged-chr4-118260858-21
NR4246--MA0039.3.KLF4	chr1	192308564	192308574	-	0.000	0.000	Merged-chr1-192308526-4
NR32182--MA0741.1.KLF16	chr19	55364434	55364444	-	0.000	0.000	Merged-chr19-55364335-1
NR9961--MA0599.1.KLF5	chr11	70352073	70352082	+	0.000	0.000	Merged-chr11-70351944-1
NR4331--MA0742.1.Klf12	chr1	193146634	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR47939--MA0741.1.KLF16	chr5	112483182	112483192	+	0.000	0.000	Merged-chr5-112483145-18
NR2882--MA0493.1.Klf1	chr1	161791979	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR33333--MA0493.1.Klf1	chr2	31186230	31186240	-	0.000	0.000	Merged-chr2-31186156-11
NR53915--MA0741.1.KLF16	chr6	145992968	145992978	+	0.000	0.000	Merged-chr6-145993129-56
NR22361--MA0599.1.KLF5	chr15	84663178	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR42165--MA0740.1.KLF14	chr4	47011208	47011221	-	0.000	0.000	Merged-chr4-47011023-46
NR24178--MA0741.1.KLF16	chr16	31205910	31205920	-	0.000	0.000	Merged-chr16-31205914-4
NR22342--MA1107.1.KLF9	chr15	84372962	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR13500--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR12877--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR17628--MA0599.1.KLF5	chr13	105294051	105294060	+	0.000	0.000	Merged-chr13-105294247-42
NR24523--MA0599.1.KLF5	chr16	49156392	49156401	+	0.000	0.000	Merged-chr16-49156350-27
NR22355--MA0741.1.KLF16	chr15	84663066	84663076	-	0.000	0.000	Merged-chr15-84663201-26
NR47625--MA0599.1.KLF5	chr5	106926066	106926075	+	0.000	0.000	Merged-chr5-106925894-31
NR11590--MA0599.1.KLF5	chr11	104231387	104231396	+	0.000	0.000	Merged-chr11-104231376-24
NR35792--MA0740.1.KLF14	chr2	139778448	139778461	-	0.000	0.000	Merged-chr2-139778494-20
NR2546--MA0741.1.KLF16	chr1	152733292	152733302	+	0.000	0.000	Merged-chr1-152733286-16
NR52666--MA1107.1.KLF9	chr6	120666242	120666254	+	0.000	0.000	Merged-chr6-120666537-45
NR53733--MA0039.3.KLF4	chr6	144329568	144329578	+	0.000	0.000	Merged-chr6-144329601-7
NR21047--MA0742.1.Klf12	chr15	36449383	36449397	-	0.000	0.000	Merged-chr15-36449278-49
NR18719--MA0742.1.Klf12	chr14	31934160	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR32602--MA0599.1.KLF5	chr2	9986365	9986374	-	0.000	0.000	Merged-chr2-9986324-23
NR12573--MA0740.1.KLF14	chr11	120581249	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR25508--MA0740.1.KLF14	chr16	96684782	96684795	-	0.000	0.000	Merged-chr16-96684653-1
NR62372--MA0741.1.KLF16	chr9	40746882	40746892	+	0.000	0.000	Merged-chr9-40746987-16
