#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR540--MA0766.1.GATA5	chr1	171643757	171643764	-	0.000	0.000	Merged-chr1-171643793-46
NR7203--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR2471--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR3367--MA0482.1.Gata4	chr17	12165548	12165558	+	0.000	0.000	Merged-chr17-12165459-54
NR2468--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR2739--MA0037.3.GATA3	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR4349--MA0482.1.Gata4	chr2	85246761	85246771	+	0.000	0.000	Merged-chr2-85246695-45
NR53--MA0482.1.Gata4	chr1	38662665	38662675	+	0.000	0.000	Merged-chr1-38662810-22
NR3224--MA0482.1.Gata4	chr16	75984113	75984123	+	0.000	0.000	Merged-chr16-75984013-36
NR3476--MA0482.1.Gata4	chr17	45686760	45686770	+	0.000	0.000	Merged-chr17-45686924-2
NR4095--MA1104.1.GATA6	chr2	25054338	25054350	-	0.000	0.000	Merged-chr2-25054565-53
NR1177--MA0482.1.Gata4	chr11	53330479	53330489	-	0.000	0.000	Merged-chr11-53330512-15
NR2131--MA0036.3.GATA2	chr13	104041413	104041423	+	0.000	0.000	Merged-chr13-104041328-31
NR5080--MA0035.3.Gata1	chr3	126693182	126693192	+	0.000	0.000	Merged-chr3-126693084-1
NR6317--MA0037.3.GATA3	chr6	71980506	71980513	+	0.000	0.000	Merged-chr6-71980569-75
NR7581--MA1104.1.GATA6	chr9	46154654	46154666	-	0.000	0.000	Merged-chr9-46154778-41
NR3375--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR1438--MA0035.3.Gata1	chr12	4454561	4454571	-	0.000	0.000	Merged-chr12-4454481-33
NR3049--MA0037.3.GATA3	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR3017--MA0036.3.GATA2	chr16	27388011	27388021	+	0.000	0.000	Merged-chr16-27388094-20
NR1608--MA0036.3.GATA2	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR3575--MA0035.3.Gata1	chr17	80419075	80419085	+	0.000	0.000	Merged-chr17-80418993-27
NR1051--MA1104.1.GATA6	chr11	6568132	6568144	-	0.000	0.000	Merged-chr11-6568162-40
NR7105--MA0036.3.GATA2	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR2840--MA0482.1.Gata4	chr15	78495175	78495185	-	0.000	0.000	Merged-chr15-78495177-43
NR6264--MA0037.3.GATA3	chr6	55511846	55511853	-	0.000	0.000	Merged-chr6-55511868-6
NR6970--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR3455--MA0482.1.Gata4	chr17	36844416	36844426	-	0.000	0.000	Merged-chr17-36844405-20
NR1108--MA0766.1.GATA5	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR5887--MA0035.3.Gata1	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR1385--MA0035.3.Gata1	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR7103--MA0140.2.GATA1::TAL1	chr7	143644204	143644221	+	0.000	0.000	Merged-chr7-143644190-29
NR7039--MA0140.2.GATA1::TAL1	chr7	123188712	123188729	+	0.000	0.000	Merged-chr7-123188758-28
NR7381--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR170--MA0140.2.GATA1::TAL1	chr1	85250780	85250797	-	0.000	0.000	Merged-chr1-85250842-29
NR3968--MA0035.3.Gata1	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR2742--MA0036.3.GATA2	chr15	36375102	36375112	-	0.000	0.000	Merged-chr15-36375084-60
NR6309--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR4980--MA0035.3.Gata1	chr3	95666282	95666292	+	0.000	0.000	Merged-chr3-95666288-23
NR6312--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR4270--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR5037--MA0036.3.GATA2	chr3	115729286	115729296	+	0.000	0.000	Merged-chr3-115729400-55
NR6100--MA0037.3.GATA3	chr5	138280045	138280052	+	0.000	0.000	Merged-chr5-138280109-50
NR4783--MA0036.3.GATA2	chr2	181497621	181497631	+	0.000	0.000	Merged-chr2-181497766-4
NR7251--MA0482.1.Gata4	chr8	64935135	64935145	+	0.000	0.000	Merged-chr8-64935114-22
NR2790--MA0035.3.Gata1	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR6320--MA0036.3.GATA2	chr6	71980504	71980514	-	0.000	0.000	Merged-chr6-71980569-75
NR1135--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR240--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR7298--MA0482.1.Gata4	chr8	83715199	83715209	-	0.000	0.000	Merged-chr8-83715259-53
NR7384--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR3067--MA0482.1.Gata4	chr16	45025477	45025487	-	0.000	0.000	Merged-chr16-45025536-40
NR3246--MA1104.1.GATA6	chr16	84864870	84864882	-	0.000	0.000	Merged-chr16-84864807-26
NR3153--MA0035.3.Gata1	chr16	57174598	57174608	+	0.000	0.000	Merged-chr16-57174772-11
NR1929--MA0482.1.Gata4	chr13	43191922	43191932	+	0.000	0.000	Merged-chr13-43191968-21
NR753--MA0036.3.GATA2	chr10	40713352	40713362	-	0.000	0.000	Merged-chr10-40713251-44
NR5627--MA0035.3.Gata1	chr4	136106796	136106806	+	0.000	0.000	Merged-chr4-136106995-34
NR711--MA0035.3.Gata1	chr10	24291719	24291729	-	0.000	0.000	Merged-chr10-24291757-17
NR371--MA1104.1.GATA6	chr1	136601135	136601147	-	0.000	0.000	Merged-chr1-136600909-41
NR4496--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR4653--MA0036.3.GATA2	chr2	153350781	153350791	-	0.000	0.000	Merged-chr2-153350886-63
NR5159--MA0036.3.GATA2	chr3	137969287	137969297	+	0.000	0.000	Merged-chr3-137969157-49
NR2660--MA0035.3.Gata1	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR6662--MA0482.1.Gata4	chr6	142823505	142823515	-	0.000	0.000	Merged-chr6-142823375-40
NR2093--MA0766.1.GATA5	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR7577--MA0766.1.GATA5	chr9	45945098	45945105	+	0.000	0.000	Merged-chr9-45945206-63
NR7254--MA0035.3.Gata1	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR3050--MA1104.1.GATA6	chr16	43661707	43661719	+	0.000	0.000	Merged-chr16-43661789-37
NR4838--MA0766.1.GATA5	chr3	37483951	37483958	+	0.000	0.000	Merged-chr3-37484009-38
NR1436--MA1104.1.GATA6	chr12	4454560	4454572	+	0.000	0.000	Merged-chr12-4454481-33
NR5226--MA0035.3.Gata1	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR3368--MA1104.1.GATA6	chr17	12165546	12165558	-	0.000	0.000	Merged-chr17-12165459-54
NR1114--MA0482.1.Gata4	chr11	23754515	23754525	-	0.000	0.000	Merged-chr11-23754497-34
NR69--MA0036.3.GATA2	chr1	43457246	43457256	+	0.000	0.000	Merged-chr1-43457148-27
NR54--MA1104.1.GATA6	chr1	38662663	38662675	-	0.000	0.000	Merged-chr1-38662810-22
NR4881--MA0766.1.GATA5	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR3225--MA1104.1.GATA6	chr16	75984111	75984123	-	0.000	0.000	Merged-chr16-75984013-36
NR4353--MA0035.3.Gata1	chr2	85246760	85246770	+	0.000	0.000	Merged-chr2-85246695-45
NR5362--MA1104.1.GATA6	chr4	53384820	53384832	-	0.000	0.000	Merged-chr4-53384912-31
NR5249--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
