#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR21448--MA1107.1.KLF9	chr15	61157785	61157797	-	0.000	0.000	Merged-chr15-61157710-29
NR17443--MA0741.1.KLF16	chr13	105293991	105294001	-	0.000	0.000	Merged-chr13-105294247-42
NR22356--MA0740.1.KLF14	chr15	85828970	85828983	+	0.000	0.000	Merged-chr15-85828905-13
NR48841--MA0741.1.KLF16	chr5	110810216	110810226	-	0.000	0.000	Merged-chr5-110810101-58
NR420--MA0493.1.Klf1	chr1	38723991	38724001	+	0.000	0.000	Merged-chr1-38723833-22
NR16671--MA0599.1.KLF5	chr13	80962865	80962874	+	0.000	0.000	Merged-chr13-80963053-30
NR12606--MA1107.1.KLF9	chr12	20228539	20228551	-	0.000	0.000	Merged-chr12-20228554-17
NR59283--MA0599.1.KLF5	chr7	132576388	132576397	+	0.000	0.000	Merged-chr7-132576269-107
NR20108--MA0741.1.KLF16	chr14	104038933	104038943	+	0.000	0.000	Merged-chr14-104039105-39
NR45402--MA0039.3.KLF4	chr4	141917898	141917908	-	0.000	0.000	Merged-chr4-141918116-30
NR45547--MA0599.1.KLF5	chr4	145342060	145342069	+	0.000	0.000	Merged-chr4-145342099-62
NR59554--MA0741.1.KLF16	chr7	139973290	139973300	-	0.000	0.000	Merged-chr7-139973198-14
NR17944--MA0493.1.Klf1	chr13	117220697	117220707	+	0.000	0.000	Merged-chr13-117220840-63
NR2643--MA1107.1.KLF9	chr1	151083936	151083948	-	0.000	0.000	Merged-chr1-151084034-24
NR12159--MA0493.1.Klf1	chr11	119390557	119390567	+	0.000	0.000	Merged-chr11-119390608-41
NR67437--MA1107.1.KLF9	chrX	71622303	71622315	+	0.000	0.000	Merged-chrX-71622436-27
NR18908--MA1107.1.KLF9	chr14	50956052	50956064	-	0.000	0.000	Merged-chr14-50956236-57
NR52390--MA0741.1.KLF16	chr6	54224527	54224537	+	0.000	0.000	Merged-chr6-54224603-8
NR62787--MA0740.1.KLF14	chr8	121585556	121585569	-	0.000	0.000	Merged-chr8-121585485-50
NR23987--MA0599.1.KLF5	chr16	33371012	33371021	+	0.000	0.000	Merged-chr16-33371009-21
NR34403--MA0741.1.KLF16	chr2	79255430	79255440	-	0.000	0.000	Merged-chr2-79255338-118
NR46822--MA0742.1.Klf12	chr5	28269888	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR59807--MA0599.1.KLF5	chr7	143636937	143636946	+	0.000	0.000	Merged-chr7-143636805-37
NR51230--MA1107.1.KLF9	chr5	150195436	150195448	-	0.000	0.000	Merged-chr5-150195334-1
NR2033--MA0657.1.KLF13	chr1	126817864	126817881	+	0.000	0.000	Merged-chr1-126817924-65
NR21400--MA0742.1.Klf12	chr15	59648200	59648214	+	0.000	0.000	Merged-chr15-59648235-82
NR30962--MA0493.1.Klf1	chr19	5729707	5729717	-	0.000	0.000	Merged-chr19-5729609-19
NR32247--MA0741.1.KLF16	chr19	56722052	56722062	-	0.000	0.000	Merged-chr19-56721958-31
NR50392--MA0599.1.KLF5	chr5	137032887	137032896	+	0.000	0.000	Merged-chr5-137032758-64
NR23968--MA1107.1.KLF9	chr16	32499926	32499938	-	0.000	0.000	Merged-chr16-32499825-22
NR9942--MA0599.1.KLF5	chr11	70970139	70970148	-	0.000	0.000	Merged-chr11-70970318-94
NR18031--MA0493.1.Klf1	chr13	119790884	119790894	+	0.000	0.000	Merged-chr13-119790826-111
NR30567--MA0741.1.KLF16	chr18	82855832	82855842	+	0.000	0.000	Merged-chr18-82855874-59
NR43880--MA0741.1.KLF16	chr4	116150505	116150515	-	0.000	0.000	Merged-chr4-116150435-60
NR48790--MA0740.1.KLF14	chr5	110135733	110135746	+	0.000	0.000	Merged-chr5-110135830-52
NR66875--MA0740.1.KLF14	chr9	124425710	124425723	-	0.000	0.000	Merged-chr9-124425759-16
NR32923--MA0599.1.KLF5	chr2	25054333	25054342	+	0.000	0.000	Merged-chr2-25054565-53
NR61256--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR41182--MA0740.1.KLF14	chr3	146220864	146220877	-	0.000	0.000	Merged-chr3-146220972-27
NR23942--MA0741.1.KLF16	chr16	31933806	31933816	-	0.000	0.000	Merged-chr16-31933907-2
NR51450--MA0493.1.Klf1	chr6	7844637	7844647	+	0.000	0.000	Merged-chr6-7844794-101
NR61041--MA1107.1.KLF9	chr8	69822491	69822503	-	0.000	0.000	Merged-chr8-69822616-46
NR33234--MA0599.1.KLF5	chr2	30807840	30807849	-	0.000	0.000	Merged-chr2-30807824-61
NR58735--MA0599.1.KLF5	chr7	118740684	118740693	-	0.000	0.000	Merged-chr7-118740576-104
NR13048--MA0599.1.KLF5	chr12	56345921	56345930	+	0.000	0.000	Merged-chr12-56345725-68
NR64848--MA1107.1.KLF9	chr9	72097281	72097293	-	0.000	0.000	Merged-chr9-72097262-35
NR67219--MA0599.1.KLF5	chrX	38473769	38473778	-	0.000	0.000	Merged-chrX-38473907-44
NR50701--MA0599.1.KLF5	chr5	140609763	140609772	+	0.000	0.000	Merged-chr5-140609850-28
NR39294--MA0740.1.KLF14	chr3	96635417	96635430	+	0.000	0.000	Merged-chr3-96635554-60
NR62459--MA0599.1.KLF5	chr8	115276531	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR59672--MA0742.1.Klf12	chr7	141392106	141392120	-	0.000	0.000	Merged-chr7-141392195-61
NR27102--MA0599.1.KLF5	chr17	45595617	45595626	+	0.000	0.000	Merged-chr17-45595411-76
NR57742--MA0039.3.KLF4	chr7	84605957	84605967	+	0.000	0.000	Merged-chr7-84605972-68
NR52992--MA0493.1.Klf1	chr6	85431950	85431960	-	0.000	0.000	Merged-chr6-85432014-45
NR34776--MA0599.1.KLF5	chr2	101762097	101762106	+	0.000	0.000	Merged-chr2-101762037-3
NR57948--MA0039.3.KLF4	chr7	97463564	97463574	-	0.000	0.000	Merged-chr7-97463655-18
NR11699--MA0657.1.KLF13	chr11	113751832	113751849	+	0.000	0.000	Merged-chr11-113751660-154
NR51218--MA0599.1.KLF5	chr5	149861700	149861709	+	0.000	0.000	Merged-chr5-149861626-19
NR14026--MA0599.1.KLF5	chr12	100277002	100277011	-	0.000	0.000	Merged-chr12-100277058-24
NR28644--MA0599.1.KLF5	chr17	88668598	88668607	+	0.000	0.000	Merged-chr17-88668603-31
NR26325--MA0493.1.Klf1	chr17	26932989	26932999	-	0.000	0.000	Merged-chr17-26933153-57
NR56308--MA1107.1.KLF9	chr7	27508261	27508273	-	0.000	0.000	Merged-chr7-27508351-96
NR14908--MA0599.1.KLF5	chr12	119238860	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR43656--MA0740.1.KLF14	chr4	108071455	108071468	+	0.000	0.000	Merged-chr4-108071343-55
NR55264--MA0599.1.KLF5	chr6	145379285	145379294	+	0.000	0.000	Merged-chr6-145379467-36
NR15667--MA0741.1.KLF16	chr13	42051814	42051824	+	0.000	0.000	Merged-chr13-42051680-16
NR8842--MA1107.1.KLF9	chr11	31808295	31808307	-	0.000	0.000	Merged-chr11-31808102-31
NR33801--MA0741.1.KLF16	chr2	59160581	59160591	+	0.000	0.000	Merged-chr2-59160665-10
NR43712--MA0599.1.KLF5	chr4	109476478	109476487	-	0.000	0.000	Merged-chr4-109476466-95
NR13249--MA0493.1.Klf1	chr12	71577482	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR23989--MA0741.1.KLF16	chr16	33371012	33371022	+	0.000	0.000	Merged-chr16-33371009-21
NR27867--MA0493.1.Klf1	chr17	69383109	69383119	+	0.000	0.000	Merged-chr17-69383426-197
NR53890--MA0599.1.KLF5	chr6	118197403	118197412	-	0.000	0.000	Merged-chr6-118197312-39
NR31498--MA0740.1.KLF14	chr19	29805226	29805239	-	0.000	0.000	Merged-chr19-29805286-18
NR67985--MA0741.1.KLF16	chrX	143030857	143030867	+	0.000	0.000	Merged-chrX-143030752-27
NR31385--MA0493.1.Klf1	chr19	21778240	21778250	-	0.000	0.000	Merged-chr19-21778385-93
NR49471--MA1107.1.KLF9	chr5	122431562	122431574	+	0.000	0.000	Merged-chr5-122431363-23
NR53612--MA0493.1.Klf1	chr6	108665781	108665791	+	0.000	0.000	Merged-chr6-108665749-34
NR2895--MA0599.1.KLF5	chr1	155782306	155782315	+	0.000	0.000	Merged-chr1-155782357-47
NR29622--MA0599.1.KLF5	chr18	58659802	58659811	+	0.000	0.000	Merged-chr18-58659729-92
NR50146--MA0599.1.KLF5	chr5	134437538	134437547	+	0.000	0.000	Merged-chr5-134437601-35
NR4936--MA0599.1.KLF5	chr10	13035457	13035466	-	0.000	0.000	Merged-chr10-13035332-21
NR26619--MA0740.1.KLF14	chr17	32947488	32947501	-	0.000	0.000	Merged-chr17-32947455-52
NR14566--MA0039.3.KLF4	chr12	111367054	111367064	+	0.000	0.000	Merged-chr12-111367204-5
NR24295--MA0742.1.Klf12	chr16	46010417	46010431	+	0.000	0.000	Merged-chr16-46010604-102
NR54192--MA0599.1.KLF5	chr6	125191794	125191803	-	0.000	0.000	Merged-chr6-125191910-87
NR3943--MA0039.3.KLF4	chr1	180390390	180390400	-	0.000	0.000	Merged-chr1-180390562-55
NR36803--MA0493.1.Klf1	chr2	164913586	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR39648--MA0599.1.KLF5	chr3	103279686	103279695	+	0.000	0.000	Merged-chr3-103279693-160
NR61598--MA0741.1.KLF16	chr8	83741339	83741349	+	0.000	0.000	Merged-chr8-83741278-35
NR6859--MA0039.3.KLF4	chr10	84897310	84897320	+	0.000	0.000	Merged-chr10-84897526-62
NR34888--MA0599.1.KLF5	chr2	104172842	104172851	-	0.000	0.000	Merged-chr2-104172938-49
NR58355--MA0742.1.Klf12	chr7	109781665	109781679	-	0.000	0.000	Merged-chr7-109781592-85
NR8576--MA0657.1.KLF13	chr11	19950000	19950017	-	0.000	0.000	Merged-chr11-19950024-19
NR43237--MA0493.1.Klf1	chr4	88912405	88912415	-	0.000	0.000	Merged-chr4-88912378-27
NR47730--MA1107.1.KLF9	chr5	72763763	72763775	-	0.000	0.000	Merged-chr5-72763794-20
NR57506--MA0493.1.Klf1	chr7	79592243	79592253	+	0.000	0.000	Merged-chr7-79592418-20
NR66677--MA0742.1.Klf12	chr9	121297599	121297613	+	0.000	0.000	Merged-chr9-121297708-57
NR67571--MA0741.1.KLF16	chrX	78582999	78583009	+	0.000	0.000	Merged-chrX-78582996-2
NR54973--MA0741.1.KLF16	chr6	142345908	142345918	+	0.000	0.000	Merged-chr6-142345915-71
NR36444--MA0741.1.KLF16	chr2	156008060	156008070	-	0.000	0.000	Merged-chr2-156008083-48
NR16312--MA1107.1.KLF9	chr13	63565127	63565139	-	0.000	0.000	Merged-chr13-63565266-93
NR13270--MA0740.1.KLF14	chr12	72085581	72085594	-	0.000	0.000	Merged-chr12-72085712-110
NR60839--MA0599.1.KLF5	chr8	56551322	56551331	+	0.000	0.000	Merged-chr8-56551229-111
NR6574--MA0599.1.KLF5	chr10	80590388	80590397	-	0.000	0.000	Merged-chr10-80590311-63
NR17187--MA1107.1.KLF9	chr13	99385055	99385067	-	0.000	0.000	Merged-chr13-99385105-49
NR31502--MA0741.1.KLF16	chr19	29805228	29805238	-	0.000	0.000	Merged-chr19-29805286-18
NR330--MA1107.1.KLF9	chr1	36024927	36024939	+	0.000	0.000	Merged-chr1-36024851-1
NR44573--MA0493.1.Klf1	chr4	129820140	129820150	-	0.000	0.000	Merged-chr4-129820380-124
NR57364--MA0741.1.KLF16	chr7	68139612	68139622	-	0.000	0.000	Merged-chr7-68139606-11
NR54164--MA1107.1.KLF9	chr6	125071476	125071488	-	0.000	0.000	Merged-chr6-125071459-61
NR65020--MA0741.1.KLF16	chr9	78427563	78427573	-	0.000	0.000	Merged-chr9-78427642-36
NR47157--MA0741.1.KLF16	chr5	37245701	37245711	-	0.000	0.000	Merged-chr5-37245884-16
NR36976--MA0742.1.Klf12	chr2	167632158	167632172	+	0.000	0.000	Merged-chr2-167632036-61
NR29343--MA0741.1.KLF16	chr18	39758266	39758276	+	0.000	0.000	Merged-chr18-39758407-11
NR21761--MA0742.1.Klf12	chr15	76229572	76229586	-	0.000	0.000	Merged-chr15-76229589-10
NR44215--MA0493.1.Klf1	chr4	123412096	123412106	-	0.000	0.000	Merged-chr4-123411950-84
NR55479--MA0741.1.KLF16	chr7	4464436	4464446	-	0.000	0.000	Merged-chr7-4464501-45
NR58968--MA0599.1.KLF5	chr7	126358055	126358064	-	0.000	0.000	Merged-chr7-126358118-48
NR50258--MA0599.1.KLF5	chr5	135632605	135632614	+	0.000	0.000	Merged-chr5-135632742-49
NR53404--MA0741.1.KLF16	chr6	97701675	97701685	+	0.000	0.000	Merged-chr6-97701586-2
NR25983--MA0741.1.KLF16	chr17	19435235	19435245	+	0.000	0.000	Merged-chr17-19435269-18
NR3495--MA0741.1.KLF16	chr1	167339590	167339600	-	0.000	0.000	Merged-chr1-167339598-12
NR66094--MA0740.1.KLF14	chr9	110732744	110732757	-	0.000	0.000	Merged-chr9-110732795-38
NR57299--MA0039.3.KLF4	chr7	66197282	66197292	-	0.000	0.000	Merged-chr7-66197224-72
NR32745--MA0742.1.Klf12	chr2	13573921	13573935	+	0.000	0.000	Merged-chr2-13573939-7
NR48261--MA0493.1.Klf1	chr5	98167608	98167618	-	0.000	0.000	Merged-chr5-98167553-86
NR20256--MA0493.1.Klf1	chr14	118649757	118649767	+	0.000	0.000	Merged-chr14-118649804-48
NR43046--MA0657.1.KLF13	chr4	82513335	82513352	-	0.000	0.000	Merged-chr4-82513258-36
NR33243--MA0599.1.KLF5	chr2	30942791	30942800	+	0.000	0.000	Merged-chr2-30942807-40
NR46032--MA0741.1.KLF16	chr4	152178174	152178184	+	0.000	0.000	Merged-chr4-152178295-75
NR18156--MA1107.1.KLF9	chr14	7914163	7914175	-	0.000	0.000	Merged-chr14-7914040-29
NR33705--MA0741.1.KLF16	chr2	52424904	52424914	-	0.000	0.000	Merged-chr2-52424826-73
NR58734--MA1107.1.KLF9	chr7	118740248	118740260	-	0.000	0.000	Merged-chr7-118740082-2
NR21481--MA0741.1.KLF16	chr15	63998124	63998134	-	0.000	0.000	Merged-chr15-63998072-85
NR59740--MA0740.1.KLF14	chr7	142388022	142388035	+	0.000	0.000	Merged-chr7-142387872-67
NR36967--MA0741.1.KLF16	chr2	167503403	167503413	+	0.000	0.000	Merged-chr2-167503343-74
NR5483--MA1107.1.KLF9	chr10	43579046	43579058	-	0.000	0.000	Merged-chr10-43578959-39
NR47718--MA0599.1.KLF5	chr5	72203261	72203270	+	0.000	0.000	Merged-chr5-72203390-56
NR50700--MA1107.1.KLF9	chr5	140608393	140608405	+	0.000	0.000	Merged-chr5-140608276-19
NR32250--MA0039.3.KLF4	chr19	56722084	56722094	-	0.000	0.000	Merged-chr19-56721958-31
NR26186--MA0740.1.KLF14	chr17	24719998	24720011	-	0.000	0.000	Merged-chr17-24720071-62
NR25952--MA0599.1.KLF5	chr17	15564473	15564482	+	0.000	0.000	Merged-chr17-15564357-71
NR39545--MA0599.1.KLF5	chr3	101377061	101377070	-	0.000	0.000	Merged-chr3-101377096-48
NR15437--MA0742.1.Klf12	chr13	34344925	34344939	+	0.000	0.000	Merged-chr13-34345045-43
NR22002--MA0599.1.KLF5	chr15	79209166	79209175	-	0.000	0.000	Merged-chr15-79209220-43
NR8736--MA0599.1.KLF5	chr11	23770934	23770943	+	0.000	0.000	Merged-chr11-23770897-156
NR35176--MA0493.1.Klf1	chr2	119047068	119047078	-	0.000	0.000	Merged-chr2-119047036-56
NR45104--MA0599.1.KLF5	chr4	137468639	137468648	-	0.000	0.000	Merged-chr4-137468629-23
NR63794--MA1107.1.KLF9	chr9	32636153	32636165	+	0.000	0.000	Merged-chr9-32636023-17
NR19820--MA0599.1.KLF5	chr14	78612518	78612527	-	0.000	0.000	Merged-chr14-78612334-35
NR57403--MA0493.1.Klf1	chr7	72280969	72280979	+	0.000	0.000	Merged-chr7-72280908-31
NR15666--MA0493.1.Klf1	chr13	42051840	42051850	+	0.000	0.000	Merged-chr13-42051680-16
NR59036--MA1107.1.KLF9	chr7	127091393	127091405	+	0.000	0.000	Merged-chr7-127091307-65
NR64871--MA0493.1.Klf1	chr9	72662199	72662209	+	0.000	0.000	Merged-chr9-72662335-52
NR38562--MA0493.1.Klf1	chr3	65528335	65528345	+	0.000	0.000	Merged-chr3-65528577-171
NR28304--MA0599.1.KLF5	chr17	84064031	84064040	+	0.000	0.000	Merged-chr17-84064049-48
NR45302--MA0740.1.KLF14	chr4	140948182	140948195	-	0.000	0.000	Merged-chr4-140948211-54
NR18151--MA0039.3.KLF4	chr14	7864735	7864745	-	0.000	0.000	Merged-chr14-7864865-9
NR42276--MA0039.3.KLF4	chr4	43171520	43171530	-	0.000	0.000	Merged-chr4-43171535-31
NR2993--MA0493.1.Klf1	chr1	156956591	156956601	-	0.000	0.000	Merged-chr1-156956579-55
NR12766--MA0741.1.KLF16	chr12	35047087	35047097	+	0.000	0.000	Merged-chr12-35047291-75
NR5693--MA0039.3.KLF4	chr10	58480172	58480182	-	0.000	0.000	Merged-chr10-58480234-23
NR33891--MA0741.1.KLF16	chr2	60774638	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR27781--MA0742.1.Klf12	chr17	66076829	66076843	+	0.000	0.000	Merged-chr17-66076994-114
NR12019--MA0740.1.KLF14	chr11	117611226	117611239	+	0.000	0.000	Merged-chr11-117611199-52
NR10262--MA0599.1.KLF5	chr11	78178071	78178080	+	0.000	0.000	Merged-chr11-78178287-75
NR9377--MA1107.1.KLF9	chr11	57791232	57791244	+	0.000	0.000	Merged-chr11-57791276-17
NR28594--MA0740.1.KLF14	chr17	88066130	88066143	-	0.000	0.000	Merged-chr17-88066099-76
NR2625--MA0039.3.KLF4	chr1	151079015	151079025	+	0.000	0.000	Merged-chr1-151079120-36
NR2635--MA0493.1.Klf1	chr1	151083921	151083931	-	0.000	0.000	Merged-chr1-151084034-24
NR877--MA0493.1.Klf1	chr1	60823144	60823154	-	0.000	0.000	Merged-chr1-60823075-21
NR26075--MA0741.1.KLF16	chr17	23564157	23564167	+	0.000	0.000	Merged-chr17-23564157-70
NR1911--MA0740.1.KLF14	chr1	119648668	119648681	+	0.000	0.000	Merged-chr1-119648725-80
NR52544--MA1107.1.KLF9	chr6	61206620	61206632	+	0.000	0.000	Merged-chr6-61206745-14
NR31611--MA0741.1.KLF16	chr19	34846573	34846583	-	0.000	0.000	Merged-chr19-34846685-64
NR6309--MA1107.1.KLF9	chr10	77531769	77531781	-	0.000	0.000	Merged-chr10-77531961-9
NR49217--MA0741.1.KLF16	chr5	117977840	117977850	+	0.000	0.000	Merged-chr5-117977965-10
NR26020--MA1107.1.KLF9	chr17	21617540	21617552	-	0.000	0.000	Merged-chr17-21617473-39
NR44004--MA0741.1.KLF16	chr4	119173899	119173909	-	0.000	0.000	Merged-chr4-119173975-72
NR67810--MA0599.1.KLF5	chrX	123103513	123103522	-	0.000	0.000	Merged-chrX-123103543-67
NR49122--MA1107.1.KLF9	chr5	115491903	115491915	+	0.000	0.000	Merged-chr5-115492030-4
NR26212--MA0742.1.Klf12	chr17	24804258	24804272	-	0.000	0.000	Merged-chr17-24804401-35
NR58846--MA1107.1.KLF9	chr7	122288964	122288976	-	0.000	0.000	Merged-chr7-122289082-6
NR43245--MA0039.3.KLF4	chr4	88998582	88998592	-	0.000	0.000	Merged-chr4-88998396-38
NR40644--MA0741.1.KLF16	chr3	134240005	134240015	-	0.000	0.000	Merged-chr3-134240008-67
NR11446--MA0599.1.KLF5	chr11	106193666	106193675	+	0.000	0.000	Merged-chr11-106193514-84
NR63637--MA0039.3.KLF4	chr9	22389116	22389126	+	0.000	0.000	Merged-chr9-22389046-86
NR11458--MA0742.1.Klf12	chr11	106273029	106273043	+	0.000	0.000	Merged-chr11-106272877-78
NR67115--MA1107.1.KLF9	chrX	20272159	20272171	-	0.000	0.000	Merged-chrX-20272195-17
NR32583--MA0742.1.Klf12	chr2	6213052	6213066	+	0.000	0.000	Merged-chr2-6213187-45
NR48960--MA0599.1.KLF5	chr5	113830531	113830540	+	0.000	0.000	Merged-chr5-113830533-46
NR12852--MA0039.3.KLF4	chr12	40248927	40248937	-	0.000	0.000	Merged-chr12-40248857-57
NR31838--MA0599.1.KLF5	chr19	44562834	44562843	-	0.000	0.000	Merged-chr19-44562884-57
NR40439--MA0741.1.KLF16	chr3	129324219	129324229	-	0.000	0.000	Merged-chr3-129324263-3
NR48963--MA0741.1.KLF16	chr5	113830525	113830535	+	0.000	0.000	Merged-chr5-113830533-46
NR58399--MA0493.1.Klf1	chr7	110202890	110202900	+	0.000	0.000	Merged-chr7-110202943-8
NR40250--MA0599.1.KLF5	chr3	122419933	122419942	-	0.000	0.000	Merged-chr3-122419865-81
NR25887--MA0741.1.KLF16	chr17	13480016	13480026	-	0.000	0.000	Merged-chr17-13479919-17
NR27419--MA1107.1.KLF9	chr17	50331740	50331752	+	0.000	0.000	Merged-chr17-50331687-75
NR37258--MA0599.1.KLF5	chr2	172345592	172345601	+	0.000	0.000	Merged-chr2-172345580-57
NR61803--MA0740.1.KLF14	chr8	88362281	88362294	-	0.000	0.000	Merged-chr8-88362163-113
NR55394--MA0599.1.KLF5	chr6	148212166	148212175	-	0.000	0.000	Merged-chr6-148212124-77
NR37043--MA0599.1.KLF5	chr2	168589098	168589107	+	0.000	0.000	Merged-chr2-168589135-2
NR13063--MA0741.1.KLF16	chr12	57230637	57230647	-	0.000	0.000	Merged-chr12-57230745-101
NR66062--MA0599.1.KLF5	chr9	110245736	110245745	+	0.000	0.000	Merged-chr9-110245707-57
NR727--MA0742.1.Klf12	chr1	54600526	54600540	-	0.000	0.000	Merged-chr1-54600505-24
NR31863--MA0741.1.KLF16	chr19	45046638	45046648	+	0.000	0.000	Merged-chr19-45046724-24
NR9372--MA0741.1.KLF16	chr11	57791223	57791233	+	0.000	0.000	Merged-chr11-57791276-17
NR44233--MA0493.1.Klf1	chr4	123798149	123798159	-	0.000	0.000	Merged-chr4-123798076-3
NR67603--MA0741.1.KLF16	chrX	94122531	94122541	+	0.000	0.000	Merged-chrX-94122642-128
NR9914--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR46409--MA0599.1.KLF5	chr5	8997187	8997196	+	0.000	0.000	Merged-chr5-8996968-123
NR7963--MA0741.1.KLF16	chr10	122755189	122755199	-	0.000	0.000	Merged-chr10-122755211-20
NR37024--MA1107.1.KLF9	chr2	168492183	168492195	-	0.000	0.000	Merged-chr2-168492092-36
NR58771--MA0599.1.KLF5	chr7	119860417	119860426	+	0.000	0.000	Merged-chr7-119860527-21
NR42576--MA0741.1.KLF16	chr4	53012325	53012335	-	0.000	0.000	Merged-chr4-53012213-75
NR11449--MA0741.1.KLF16	chr11	106193671	106193681	+	0.000	0.000	Merged-chr11-106193514-84
NR25383--MA0493.1.Klf1	chr16	95804383	95804393	-	0.000	0.000	Merged-chr16-95804427-5
NR67255--MA0599.1.KLF5	chrX	48147987	48147996	+	0.000	0.000	Merged-chrX-48147927-58
NR979--MA0039.3.KLF4	chr1	69689204	69689214	+	0.000	0.000	Merged-chr1-69689104-39
NR45775--MA0493.1.Klf1	chr4	149166789	149166799	+	0.000	0.000	Merged-chr4-149166901-79
NR13966--MA0599.1.KLF5	chr12	98628096	98628105	-	0.000	0.000	Merged-chr12-98628210-48
NR2667--MA0599.1.KLF5	chr1	151613464	151613473	+	0.000	0.000	Merged-chr1-151613371-29
NR68011--MA0740.1.KLF14	chrX	150813212	150813225	+	0.000	0.000	Merged-chrX-150813149-62
NR51549--MA0493.1.Klf1	chr6	17307666	17307676	-	0.000	0.000	Merged-chr6-17307561-30
NR45238--MA0741.1.KLF16	chr4	139330815	139330825	+	0.000	0.000	Merged-chr4-139330878-48
NR7212--MA0599.1.KLF5	chr10	96081017	96081026	-	0.000	0.000	Merged-chr10-96080864-47
NR19251--MA0493.1.Klf1	chr14	60634464	60634474	-	0.000	0.000	Merged-chr14-60634625-83
NR27344--MA0599.1.KLF5	chr17	48426227	48426236	+	0.000	0.000	Merged-chr17-48426190-57
NR38903--MA0599.1.KLF5	chr3	88148978	88148987	+	0.000	0.000	Merged-chr3-88149069-3
NR20255--MA0039.3.KLF4	chr14	118649759	118649769	+	0.000	0.000	Merged-chr14-118649804-48
NR61069--MA0740.1.KLF14	chr8	70152708	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR28895--MA0599.1.KLF5	chr18	19524402	19524411	+	0.000	0.000	Merged-chr18-19524471-22
NR13608--MA0599.1.KLF5	chr12	83520430	83520439	+	0.000	0.000	Merged-chr12-83520465-57
NR33795--MA0741.1.KLF16	chr2	58357847	58357857	+	0.000	0.000	Merged-chr2-58357773-63
NR64517--MA1107.1.KLF9	chr9	62368721	62368733	-	0.000	0.000	Merged-chr9-62368780-17
NR20861--MA0599.1.KLF5	chr15	25726871	25726880	+	0.000	0.000	Merged-chr15-25726973-5
NR31720--MA0741.1.KLF16	chr19	41206930	41206940	+	0.000	0.000	Merged-chr19-41206944-35
NR27325--MA1107.1.KLF9	chr17	47925428	47925440	-	0.000	0.000	Merged-chr17-47925435-1
NR31097--MA0740.1.KLF14	chr19	7341867	7341880	+	0.000	0.000	Merged-chr19-7341756-71
NR65729--MA0599.1.KLF5	chr9	104373466	104373475	+	0.000	0.000	Merged-chr9-104373447-21
NR675--MA1107.1.KLF9	chr1	52454843	52454855	+	0.000	0.000	Merged-chr1-52454811-49
NR45122--MA0599.1.KLF5	chr4	137796391	137796400	+	0.000	0.000	Merged-chr4-137796309-15
NR22902--MA0599.1.KLF5	chr15	98181307	98181316	+	0.000	0.000	Merged-chr15-98181409-51
NR30085--MA0493.1.Klf1	chr18	70478109	70478119	-	0.000	0.000	Merged-chr18-70478078-27
NR34111--MA0741.1.KLF16	chr2	71275532	71275542	+	0.000	0.000	Merged-chr2-71275399-1
NR31639--MA0740.1.KLF14	chr19	36409636	36409649	-	0.000	0.000	Merged-chr19-36409790-61
NR57550--MA0740.1.KLF14	chr7	80123326	80123339	+	0.000	0.000	Merged-chr7-80123359-34
NR7095--MA0493.1.Klf1	chr10	93069550	93069560	+	0.000	0.000	Merged-chr10-93069523-27
NR58296--MA0493.1.Klf1	chr7	107594972	107594982	-	0.000	0.000	Merged-chr7-107594871-89
NR3093--MA1107.1.KLF9	chr1	160024584	160024596	-	0.000	0.000	Merged-chr1-160024850-77
NR34777--MA0741.1.KLF16	chr2	101762097	101762107	+	0.000	0.000	Merged-chr2-101762037-3
NR25951--MA1107.1.KLF9	chr17	15498327	15498339	+	0.000	0.000	Merged-chr17-15498316-61
NR12894--MA0599.1.KLF5	chr12	51348177	51348186	+	0.000	0.000	Merged-chr12-51348278-58
NR2460--MA0740.1.KLF14	chr1	138299669	138299682	+	0.000	0.000	Merged-chr1-138299764-45
NR28661--MA1107.1.KLF9	chr17	88917198	88917210	-	0.000	0.000	Merged-chr17-88917033-1
NR65033--MA0741.1.KLF16	chr9	78489206	78489216	+	0.000	0.000	Merged-chr9-78489122-54
NR3636--MA0599.1.KLF5	chr1	171917407	171917416	+	0.000	0.000	Merged-chr1-171917626-52
