#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR14715--MA0741.1.KLF16	chr12	80885789	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR63927--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR58033--MA0039.3.KLF4	chr7	4739974	4739984	-	0.000	0.000	Merged-chr7-4739915-68
NR30992--MA0599.1.KLF5	chr17	86145234	86145243	-	0.000	0.000	Merged-chr17-86145064-83
NR19105--MA1107.1.KLF9	chr13	112801412	112801424	-	0.000	0.000	Merged-chr13-112801565-4
NR66762--MA0741.1.KLF16	chr9	61983473	61983483	+	0.000	0.000	Merged-chr9-61983421-34
NR48233--MA0741.1.KLF16	chr4	133095385	133095395	-	0.000	0.000	Merged-chr4-133095471-9
NR61105--MA0741.1.KLF16	chr7	114276177	114276187	-	0.000	0.000	Merged-chr7-114276213-86
NR35743--MA0599.1.KLF5	chr2	24949758	24949767	+	0.000	0.000	Merged-chr2-24949801-67
NR12732--MA0740.1.KLF14	chr11	116005076	116005089	+	0.000	0.000	Merged-chr11-116005079-38
NR3722--MA1107.1.KLF9	chr1	157554214	157554226	-	0.000	0.000	Merged-chr1-157554303-3
NR9142--MA1107.1.KLF9	chr10	121796148	121796160	+	0.000	0.000	Merged-chr10-121796258-28
NR10787--MA1107.1.KLF9	chr11	58102660	58102672	-	0.000	0.000	Merged-chr11-58102783-9
NR69513--MA0599.1.KLF5	chrX	153007136	153007145	-	0.000	0.000	Merged-chrX-153007191-68
NR67170--MA0740.1.KLF14	chr9	80261157	80261170	-	0.000	0.000	Merged-chr9-80261052-5
NR16893--MA0599.1.KLF5	chr13	44733832	44733841	+	0.000	0.000	Merged-chr13-44733889-78
NR24708--MA0599.1.KLF5	chr15	85036990	85036999	+	0.000	0.000	Merged-chr15-85036968-63
NR62354--MA0599.1.KLF5	chr8	14996108	14996117	-	0.000	0.000	Merged-chr8-14996187-57
NR16376--MA0741.1.KLF16	chr13	19928028	19928038	-	0.000	0.000	Merged-chr13-19927984-4
NR48334--MA0039.3.KLF4	chr4	134535427	134535437	+	0.000	0.000	Merged-chr4-134535132-103
NR55901--MA1107.1.KLF9	chr6	88084491	88084503	-	0.000	0.000	Merged-chr6-88084679-72
NR10900--MA0599.1.KLF5	chr11	61175055	61175064	-	0.000	0.000	Merged-chr11-61175090-72
NR60980--MA0599.1.KLF5	chr7	108966085	108966094	+	0.000	0.000	Merged-chr7-108966183-9
NR5021--MA0599.1.KLF5	chr1	192138064	192138073	+	0.000	0.000	Merged-chr1-192138254-59
NR12166--MA0493.1.Klf1	chr11	98939805	98939815	-	0.000	0.000	Merged-chr11-98939717-1
NR5077--MA0741.1.KLF16	chr1	193173636	193173646	-	0.000	0.000	Merged-chr1-193173597-57
NR61371--MA0493.1.Klf1	chr7	125487369	125487379	-	0.000	0.000	Merged-chr7-125487266-7
NR63308--MA0741.1.KLF16	chr8	57653045	57653055	+	0.000	0.000	Merged-chr8-57652766-224
NR40708--MA0741.1.KLF16	chr3	14611427	14611437	+	0.000	0.000	Merged-chr3-14611354-67
NR161--MA0741.1.KLF16	chr1	9848223	9848233	-	0.000	0.000	Merged-chr1-9848247-58
NR35887--MA0741.1.KLF16	chr2	28533414	28533424	+	0.000	0.000	Merged-chr2-28533447-53
NR2507--MA1107.1.KLF9	chr1	119492214	119492226	-	0.000	0.000	Merged-chr1-119492306-30
NR17358--MA0741.1.KLF16	chr13	63566260	63566270	-	0.000	0.000	Merged-chr13-63566288-41
NR432--MA0741.1.KLF16	chr1	21271715	21271725	+	0.000	0.000	Merged-chr1-21271606-40
NR20720--MA0599.1.KLF5	chr14	51884753	51884762	+	0.000	0.000	Merged-chr14-51884855-41
NR34313--MA0599.1.KLF5	chr19	29355196	29355205	+	0.000	0.000	Merged-chr19-29355447-56
NR15758--MA0493.1.Klf1	chr12	118836995	118837005	-	0.000	0.000	Merged-chr12-118836898-44
NR11756--MA1107.1.KLF9	chr11	88595768	88595780	+	0.000	0.000	Merged-chr11-88595910-28
NR51323--MA0740.1.KLF14	chr5	76951244	76951257	-	0.000	0.000	Merged-chr5-76951369-96
NR41987--MA0599.1.KLF5	chr3	65528365	65528374	+	0.000	0.000	Merged-chr3-65528577-171
NR20025--MA1107.1.KLF9	chr14	22686346	22686358	+	0.000	0.000	Merged-chr14-22686265-1
NR11299--MA0039.3.KLF4	chr11	74897114	74897124	-	0.000	0.000	Merged-chr11-74897454-145
NR26440--MA0741.1.KLF16	chr16	32658894	32658904	+	0.000	0.000	Merged-chr16-32659000-27
NR49435--MA0740.1.KLF14	chr5	8997105	8997118	+	0.000	0.000	Merged-chr5-8996968-123
NR4245--MA0742.1.Klf12	chr1	172455664	172455678	-	0.000	0.000	Merged-chr1-172455714-32
NR26327--MA1107.1.KLF9	chr16	28829298	28829310	+	0.000	0.000	Merged-chr16-28829477-1
NR47902--MA0741.1.KLF16	chr4	124693393	124693403	-	0.000	0.000	Merged-chr4-124693528-61
NR42820--MA0039.3.KLF4	chr3	96938955	96938965	-	0.000	0.000	Merged-chr3-96938962-26
NR10684--MA1107.1.KLF9	chr11	54764935	54764947	-	0.000	0.000	Merged-chr11-54764987-17
NR14824--MA0741.1.KLF16	chr12	85177337	85177347	-	0.000	0.000	Merged-chr12-85177311-38
NR13055--MA0599.1.KLF5	chr11	121421331	121421340	+	0.000	0.000	Merged-chr11-121421434-59
NR16624--MA0657.1.KLF13	chr13	32965628	32965645	-	0.000	0.000	Merged-chr13-32965785-122
NR53633--MA0599.1.KLF5	chr5	140649146	140649155	+	0.000	0.000	Merged-chr5-140649068-64
NR45204--MA0740.1.KLF14	chr4	11485867	11485880	-	0.000	0.000	Merged-chr4-11485933-54
NR14471--MA0493.1.Klf1	chr12	70825367	70825377	-	0.000	0.000	Merged-chr12-70825421-128
NR14619--MA0741.1.KLF16	chr12	77451219	77451229	+	0.000	0.000	Merged-chr12-77451107-2
NR66871--MA0741.1.KLF16	chr9	65586972	65586982	+	0.000	0.000	Merged-chr9-65587090-27
NR28199--MA0599.1.KLF5	chr17	5402809	5402818	+	0.000	0.000	Merged-chr17-5402492-35
NR58938--MA1107.1.KLF9	chr7	29211574	29211586	+	0.000	0.000	Merged-chr7-29211529-84
NR65852--MA0599.1.KLF5	chr9	21798564	21798573	+	0.000	0.000	Merged-chr9-21798510-41
NR7522--MA1107.1.KLF9	chr10	80350543	80350555	+	0.000	0.000	Merged-chr10-80350407-33
NR53153--MA0742.1.Klf12	chr5	134552458	134552472	-	0.000	0.000	Merged-chr5-134552324-62
NR28936--MA0039.3.KLF4	chr17	25474605	25474615	+	0.000	0.000	Merged-chr17-25474715-47
NR69057--MA0741.1.KLF16	chrX	85776723	85776733	-	0.000	0.000	Merged-chrX-85776712-109
NR15503--MA0740.1.KLF14	chr12	109438213	109438226	+	0.000	0.000	Merged-chr12-109438029-53
NR20902--MA0039.3.KLF4	chr14	55086052	55086062	+	0.000	0.000	Merged-chr14-55086185-11
NR69328--MA0741.1.KLF16	chrX	135796676	135796686	-	0.000	0.000	Merged-chrX-135796864-90
NR38396--MA0742.1.Klf12	chr2	121457044	121457058	+	0.000	0.000	Merged-chr2-121457132-54
NR10713--MA0657.1.KLF13	chr11	55067092	55067109	+	0.000	0.000	Merged-chr11-55067120-19
NR45308--MA0599.1.KLF5	chr4	16163677	16163686	+	0.000	0.000	Merged-chr4-16163634-149
NR24487--MA0039.3.KLF4	chr15	81101521	81101531	-	0.000	0.000	Merged-chr15-81101494-9
NR13076--MA0740.1.KLF14	chr12	3781583	3781596	+	0.000	0.000	Merged-chr12-3781537-41
NR62288--MA0740.1.KLF14	chr8	13200675	13200688	-	0.000	0.000	Merged-chr8-13200567-28
NR47393--MA0493.1.Klf1	chr4	107223775	107223785	+	0.000	0.000	Merged-chr4-107223959-21
NR34425--MA0599.1.KLF5	chr19	36384695	36384704	+	0.000	0.000	Merged-chr19-36384536-37
NR17082--MA1107.1.KLF9	chr13	54622378	54622390	+	0.000	0.000	Merged-chr13-54622547-1
NR34210--MA0599.1.KLF5	chr19	21272135	21272144	+	0.000	0.000	Merged-chr19-21272271-125
NR15645--MA0039.3.KLF4	chr12	112629099	112629109	-	0.000	0.000	Merged-chr12-112629266-49
NR13245--MA0742.1.Klf12	chr12	12580877	12580891	+	0.000	0.000	Merged-chr12-12580881-28
NR64995--MA0599.1.KLF5	chr8	117802046	117802055	+	0.000	0.000	Merged-chr8-117802067-74
NR29625--MA0741.1.KLF16	chr17	44777209	44777219	+	0.000	0.000	Merged-chr17-44777259-107
NR14410--MA0741.1.KLF16	chr12	69371999	69372009	+	0.000	0.000	Merged-chr12-69372151-137
NR5897--MA0039.3.KLF4	chr10	25576340	25576350	-	0.000	0.000	Merged-chr10-25576456-2
NR37676--MA0741.1.KLF16	chr2	92185615	92185625	-	0.000	0.000	Merged-chr2-92185416-25
NR58943--MA0493.1.Klf1	chr7	29238262	29238272	-	0.000	0.000	Merged-chr7-29238309-53
NR41320--MA0599.1.KLF5	chr3	37419777	37419786	+	0.000	0.000	Merged-chr3-37419954-169
NR58201--MA0741.1.KLF16	chr7	12780440	12780450	+	0.000	0.000	Merged-chr7-12780581-64
NR35601--MA0741.1.KLF16	chr2	18694567	18694577	+	0.000	0.000	Merged-chr2-18694369-65
NR58867--MA0741.1.KLF16	chr7	28372682	28372692	-	0.000	0.000	Merged-chr7-28372841-69
NR52409--MA0599.1.KLF5	chr5	115119381	115119390	+	0.000	0.000	Merged-chr5-115119310-50
NR7868--MA0599.1.KLF5	chr10	84904054	84904063	+	0.000	0.000	Merged-chr10-84904074-24
NR22550--MA0493.1.Klf1	chr14	122104962	122104972	+	0.000	0.000	Merged-chr14-122105066-47
NR43700--MA1107.1.KLF9	chr3	129879497	129879509	-	0.000	0.000	Merged-chr3-129879420-1
NR36278--MA0599.1.KLF5	chr2	35463895	35463904	+	0.000	0.000	Merged-chr2-35463884-76
NR35609--MA0599.1.KLF5	chr2	18952374	18952383	-	0.000	0.000	Merged-chr2-18952458-63
NR64628--MA0599.1.KLF5	chr8	105605513	105605522	+	0.000	0.000	Merged-chr8-105605382-75
NR4042--MA1107.1.KLF9	chr1	167349953	167349965	+	0.000	0.000	Merged-chr1-167350096-67
NR28895--MA0741.1.KLF16	chr17	24804246	24804256	-	0.000	0.000	Merged-chr17-24804401-35
NR67338--MA0599.1.KLF5	chr9	86695956	86695965	-	0.000	0.000	Merged-chr9-86695858-50
NR56782--MA0742.1.Klf12	chr6	118139189	118139203	+	0.000	0.000	Merged-chr6-118139138-58
NR41507--MA1107.1.KLF9	chr3	41742606	41742618	-	0.000	0.000	Merged-chr3-41742487-85
NR21287--MA0741.1.KLF16	chr14	70351387	70351397	+	0.000	0.000	Merged-chr14-70351270-70
NR48282--MA0599.1.KLF5	chr4	134000954	134000963	-	0.000	0.000	Merged-chr4-134000910-52
NR58835--MA1107.1.KLF9	chr7	27838734	27838746	-	0.000	0.000	Merged-chr7-27838608-46
NR47952--MA1107.1.KLF9	chr4	126467899	126467911	+	0.000	0.000	Merged-chr4-126467953-5
NR29877--MA0741.1.KLF16	chr17	51408582	51408592	+	0.000	0.000	Merged-chr17-51408616-68
NR47388--MA0740.1.KLF14	chr4	107178637	107178650	-	0.000	0.000	Merged-chr4-107178790-102
NR7833--MA0740.1.KLF14	chr10	84440703	84440716	+	0.000	0.000	Merged-chr10-84440807-71
NR7460--MA0742.1.Klf12	chr10	79985888	79985902	-	0.000	0.000	Merged-chr10-79985797-5
NR50973--MA0740.1.KLF14	chr5	65790859	65790872	+	0.000	0.000	Merged-chr5-65790920-2
NR54723--MA0599.1.KLF5	chr6	34780670	34780679	+	0.000	0.000	Merged-chr6-34780682-73
NR58453--MA0741.1.KLF16	chr7	19333172	19333182	+	0.000	0.000	Merged-chr7-19332998-44
NR58724--MA0741.1.KLF16	chr7	25395747	25395757	-	0.000	0.000	Merged-chr7-25395796-56
NR26364--MA0599.1.KLF5	chr16	29814189	29814198	+	0.000	0.000	Merged-chr16-29814134-35
NR63895--MA1107.1.KLF9	chr8	75071886	75071898	+	0.000	0.000	Merged-chr8-75071889-52
NR30911--MA0741.1.KLF16	chr17	83918943	83918953	+	0.000	0.000	Merged-chr17-83918717-33
NR19235--MA1107.1.KLF9	chr13	117203241	117203253	-	0.000	0.000	Merged-chr13-117203167-67
NR10160--MA0741.1.KLF16	chr11	23665945	23665955	+	0.000	0.000	Merged-chr11-23666059-101
NR56773--MA0741.1.KLF16	chr6	117917248	117917258	+	0.000	0.000	Merged-chr6-117917253-93
NR48254--MA1107.1.KLF9	chr4	133498541	133498553	+	0.000	0.000	Merged-chr4-133498477-33
NR33031--MA0741.1.KLF16	chr18	67986100	67986110	-	0.000	0.000	Merged-chr18-67985977-11
NR39627--MA1107.1.KLF9	chr2	158864224	158864236	-	0.000	0.000	Merged-chr2-158864054-24
NR47147--MA0493.1.Klf1	chr4	95162720	95162730	+	0.000	0.000	Merged-chr4-95162673-9
NR6223--MA0599.1.KLF5	chr10	40419924	40419933	-	0.000	0.000	Merged-chr10-40420105-24
NR11201--MA1107.1.KLF9	chr11	70669980	70669992	-	0.000	0.000	Merged-chr11-70669977-7
NR69491--MA0657.1.KLF13	chrX	152016295	152016312	-	0.000	0.000	Merged-chrX-152016475-78
NR52315--MA0599.1.KLF5	chr5	113994145	113994154	+	0.000	0.000	Merged-chr5-113994160-2
NR7774--MA0599.1.KLF5	chr10	82859158	82859167	-	0.000	0.000	Merged-chr10-82859313-42
NR10692--MA0742.1.Klf12	chr11	54866328	54866342	-	0.000	0.000	Merged-chr11-54866557-58
NR67757--MA0741.1.KLF16	chr9	102866985	102866995	+	0.000	0.000	Merged-chr9-102867048-29
NR33563--MA0742.1.Klf12	chr18	83993536	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR28297--MA0493.1.Klf1	chr17	6948438	6948448	+	0.000	0.000	Merged-chr17-6948507-80
NR31417--MA0741.1.KLF16	chr18	12168650	12168660	-	0.000	0.000	Merged-chr18-12168747-122
NR52813--MA0741.1.KLF16	chr5	124729790	124729800	+	0.000	0.000	Merged-chr5-124729814-15
NR65774--MA0740.1.KLF14	chr9	21146954	21146967	+	0.000	0.000	Merged-chr9-21146941-29
NR2656--MA0599.1.KLF5	chr1	125434908	125434917	+	0.000	0.000	Merged-chr1-125434749-15
NR25219--MA0039.3.KLF4	chr15	97993083	97993093	-	0.000	0.000	Merged-chr15-97993070-31
NR68580--MA0599.1.KLF5	chrX	12128475	12128484	+	0.000	0.000	Merged-chrX-12128389-23
NR11198--MA0742.1.Klf12	chr11	70669978	70669992	-	0.000	0.000	Merged-chr11-70669977-7
NR16731--MA0742.1.Klf12	chr13	38528524	38528538	+	0.000	0.000	Merged-chr13-38528691-1
NR20890--MA0741.1.KLF16	chr14	54686691	54686701	+	0.000	0.000	Merged-chr14-54686537-116
NR20930--MA0493.1.Klf1	chr14	55721940	55721950	+	0.000	0.000	Merged-chr14-55722058-57
NR921--MA0741.1.KLF16	chr1	43827796	43827806	+	0.000	0.000	Merged-chr1-43827662-129
NR10683--MA0741.1.KLF16	chr11	54764936	54764946	-	0.000	0.000	Merged-chr11-54764987-17
NR19017--MA0599.1.KLF5	chr13	109343751	109343760	-	0.000	0.000	Merged-chr13-109343835-34
NR60752--MA0599.1.KLF5	chr7	100591189	100591198	-	0.000	0.000	Merged-chr7-100591140-72
NR5132--MA1107.1.KLF9	chr1	194651764	194651776	+	0.000	0.000	Merged-chr1-194651787-2
NR67072--MA0741.1.KLF16	chr9	75646911	75646921	+	0.000	0.000	Merged-chr9-75646856-3
NR10749--MA0741.1.KLF16	chr11	57652743	57652753	-	0.000	0.000	Merged-chr11-57652728-3
NR51607--MA0740.1.KLF14	chr5	92675479	92675492	+	0.000	0.000	Merged-chr5-92675540-55
NR9383--MA0741.1.KLF16	chr10	127121272	127121282	-	0.000	0.000	Merged-chr10-127121155-48
NR47392--MA0039.3.KLF4	chr4	107223777	107223787	+	0.000	0.000	Merged-chr4-107223959-21
NR26476--MA0599.1.KLF5	chr16	33714495	33714504	-	0.000	0.000	Merged-chr16-33714431-35
NR31003--MA0741.1.KLF16	chr17	86293522	86293532	+	0.000	0.000	Merged-chr17-86293487-34
NR49800--MA0741.1.KLF16	chr5	21054808	21054818	-	0.000	0.000	Merged-chr5-21054874-6
NR67138--MA0741.1.KLF16	chr9	78427561	78427571	-	0.000	0.000	Merged-chr9-78427642-36
NR59925--MA1107.1.KLF9	chr7	66689633	66689645	-	0.000	0.000	Merged-chr7-66689788-64
NR57136--MA0741.1.KLF16	chr6	128355966	128355976	-	0.000	0.000	Merged-chr6-128355852-54
NR54816--MA1107.1.KLF9	chr6	38789647	38789659	+	0.000	0.000	Merged-chr6-38789563-52
NR21262--MA0742.1.Klf12	chr14	70074964	70074978	-	0.000	0.000	Merged-chr14-70074999-77
NR61730--MA0599.1.KLF5	chr7	136894458	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR7769--MA0741.1.KLF16	chr10	82812047	82812057	+	0.000	0.000	Merged-chr10-82812084-42
NR52660--MA0742.1.Klf12	chr5	122548896	122548910	-	0.000	0.000	Merged-chr5-122548864-15
NR64726--MA0493.1.Klf1	chr8	107436568	107436578	-	0.000	0.000	Merged-chr8-107436562-102
NR64440--MA0599.1.KLF5	chr8	95715895	95715904	+	0.000	0.000	Merged-chr8-95716012-59
NR48355--MA0741.1.KLF16	chr4	134750471	134750481	-	0.000	0.000	Merged-chr4-134750367-60
NR8800--MA0741.1.KLF16	chr10	115362343	115362353	+	0.000	0.000	Merged-chr10-115362620-120
NR3538--MA0741.1.KLF16	chr1	153740308	153740318	+	0.000	0.000	Merged-chr1-153740161-56
NR18612--MA0599.1.KLF5	chr13	100492403	100492412	+	0.000	0.000	Merged-chr13-100492434-78
NR7313--MA0599.1.KLF5	chr10	77033179	77033188	-	0.000	0.000	Merged-chr10-77033384-72
NR44235--MA1107.1.KLF9	chr3	143863771	143863783	-	0.000	0.000	Merged-chr3-143863871-1
NR9908--MA1107.1.KLF9	chr11	16558797	16558809	-	0.000	0.000	Merged-chr11-16558983-1
NR58853--MA1107.1.KLF9	chr7	27979003	27979015	+	0.000	0.000	Merged-chr7-27979137-61
NR6497--MA0740.1.KLF14	chr10	53596727	53596740	-	0.000	0.000	Merged-chr10-53596886-150
NR33219--MA0599.1.KLF5	chr18	73572400	73572409	+	0.000	0.000	Merged-chr18-73572695-132
NR14243--MA0493.1.Klf1	chr12	59012133	59012143	-	0.000	0.000	Merged-chr12-59012056-72
NR25145--MA0742.1.Klf12	chr15	95850230	95850244	-	0.000	0.000	Merged-chr15-95850129-22
NR231--MA0599.1.KLF5	chr1	13426974	13426983	-	0.000	0.000	Merged-chr1-13426973-84
NR16419--MA0599.1.KLF5	chr13	22007050	22007059	-	0.000	0.000	Merged-chr13-22007000-4
NR18925--MA0741.1.KLF16	chr13	107890370	107890380	-	0.000	0.000	Merged-chr13-107890491-165
NR67834--MA0740.1.KLF14	chr9	106429378	106429391	-	0.000	0.000	Merged-chr9-106429526-66
NR11761--MA0741.1.KLF16	chr11	88595871	88595881	+	0.000	0.000	Merged-chr11-88595910-28
NR7355--MA0741.1.KLF16	chr10	78009576	78009586	+	0.000	0.000	Merged-chr10-78009584-75
NR16671--MA0740.1.KLF14	chr13	34994125	34994138	-	0.000	0.000	Merged-chr13-34994132-82
NR57113--MA0657.1.KLF13	chr6	127566596	127566613	+	0.000	0.000	Merged-chr6-127566523-22
NR29367--MA0741.1.KLF16	chr17	34592173	34592183	+	0.000	0.000	Merged-chr17-34592254-25
NR6321--MA0493.1.Klf1	chr10	42849028	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR67690--MA0039.3.KLF4	chr9	100670265	100670275	-	0.000	0.000	Merged-chr9-100670398-2
NR7475--MA0657.1.KLF13	chr10	80102723	80102740	-	0.000	0.000	Merged-chr10-80102665-37
NR28762--MA1107.1.KLF9	chr17	21679883	21679895	-	0.000	0.000	Merged-chr17-21679790-78
NR27958--MA0741.1.KLF16	chr16	93883818	93883828	+	0.000	0.000	Merged-chr16-93884002-62
NR7887--MA0742.1.Klf12	chr10	86021904	86021918	-	0.000	0.000	Merged-chr10-86022093-75
NR8781--MA0741.1.KLF16	chr10	115315602	115315612	+	0.000	0.000	Merged-chr10-115315696-3
NR38323--MA0493.1.Klf1	chr2	119744082	119744092	-	0.000	0.000	Merged-chr2-119744249-10
NR34321--MA1107.1.KLF9	chr19	29523216	29523228	+	0.000	0.000	Merged-chr19-29523006-22
NR1338--MA0599.1.KLF5	chr1	66201508	66201517	-	0.000	0.000	Merged-chr1-66201710-4
NR47146--MA0039.3.KLF4	chr4	95162722	95162732	+	0.000	0.000	Merged-chr4-95162673-9
NR12976--MA1107.1.KLF9	chr11	119083802	119083814	+	0.000	0.000	Merged-chr11-119083935-60
NR25975--MA0740.1.KLF14	chr16	16146890	16146903	+	0.000	0.000	Merged-chr16-16146725-61
NR45987--MA0039.3.KLF4	chr4	45514201	45514211	+	0.000	0.000	Merged-chr4-45514037-30
NR30773--MA0599.1.KLF5	chr17	80479370	80479379	-	0.000	0.000	Merged-chr17-80479314-1
NR54583--MA0741.1.KLF16	chr6	28427284	28427294	-	0.000	0.000	Merged-chr6-28427259-9
NR15471--MA1107.1.KLF9	chr12	108293094	108293106	-	0.000	0.000	Merged-chr12-108293090-26
NR58420--MA0599.1.KLF5	chr7	19271629	19271638	+	0.000	0.000	Merged-chr7-19271749-1
NR33800--MA0742.1.Klf12	chr19	4169516	4169530	+	0.000	0.000	Merged-chr19-4169695-50
NR1310--MA0742.1.Klf12	chr1	64737970	64737984	-	0.000	0.000	Merged-chr1-64737763-173
NR52032--MA0741.1.KLF16	chr5	107987176	107987186	+	0.000	0.000	Merged-chr5-107987053-156
NR34756--MA0493.1.Klf1	chr19	46869324	46869334	-	0.000	0.000	Merged-chr19-46869507-48
NR18724--MA0599.1.KLF5	chr13	103333806	103333815	-	0.000	0.000	Merged-chr13-103333725-1
NR42849--MA0599.1.KLF5	chr3	97658153	97658162	-	0.000	0.000	Merged-chr3-97658299-79
NR52303--MA0741.1.KLF16	chr5	113873333	113873343	-	0.000	0.000	Merged-chr5-113873174-24
NR52969--MA0741.1.KLF16	chr5	130079346	130079356	+	0.000	0.000	Merged-chr5-130079464-63
NR16626--MA0741.1.KLF16	chr13	33004581	33004591	+	0.000	0.000	Merged-chr13-33004532-79
NR39692--MA0742.1.Klf12	chr2	160873051	160873065	+	0.000	0.000	Merged-chr2-160872923-80
NR38215--MA1107.1.KLF9	chr2	118483352	118483364	+	0.000	0.000	Merged-chr2-118483258-1
NR56012--MA0599.1.KLF5	chr6	90604826	90604835	+	0.000	0.000	Merged-chr6-90604806-66
NR63584--MA0740.1.KLF14	chr8	69832444	69832457	-	0.000	0.000	Merged-chr8-69832557-54
NR22331--MA0741.1.KLF16	chr14	118950712	118950722	-	0.000	0.000	Merged-chr14-118950797-17
NR48393--MA1107.1.KLF9	chr4	135273015	135273027	+	0.000	0.000	Merged-chr4-135272795-85
NR34667--MA0599.1.KLF5	chr19	45015634	45015643	+	0.000	0.000	Merged-chr19-45015575-58
NR15691--MA0493.1.Klf1	chr12	113487858	113487868	-	0.000	0.000	Merged-chr12-113487885-37
NR45889--MA1107.1.KLF9	chr4	43044013	43044025	+	0.000	0.000	Merged-chr4-43044114-23
NR61367--MA0493.1.Klf1	chr7	125487245	125487255	+	0.000	0.000	Merged-chr7-125487266-7
NR39551--MA1107.1.KLF9	chr2	157119279	157119291	-	0.000	0.000	Merged-chr2-157119108-55
NR27935--MA0657.1.KLF13	chr16	93780889	93780906	-	0.000	0.000	Merged-chr16-93780824-14
NR69655--MA0741.1.KLF16	chrX	166329053	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR1459--MA0599.1.KLF5	chr1	71102982	71102991	-	0.000	0.000	Merged-chr1-71102907-125
NR64949--MA0039.3.KLF4	chr8	116943779	116943789	-	0.000	0.000	Merged-chr8-116943758-117
NR44342--MA0039.3.KLF4	chr3	146004978	146004988	-	0.000	0.000	Merged-chr3-146004832-23
NR27767--MA0493.1.Klf1	chr16	90197867	90197877	-	0.000	0.000	Merged-chr16-90197695-59
NR50126--MA0493.1.Klf1	chr5	31251672	31251682	-	0.000	0.000	Merged-chr5-31251770-31
NR59448--MA0741.1.KLF16	chr7	45370726	45370736	+	0.000	0.000	Merged-chr7-45370625-47
NR35725--MA0493.1.Klf1	chr2	24385320	24385330	+	0.000	0.000	Merged-chr2-24385282-51
NR26136--MA0599.1.KLF5	chr16	20909143	20909152	-	0.000	0.000	Merged-chr16-20909231-43
NR64879--MA0599.1.KLF5	chr8	114352085	114352094	+	0.000	0.000	Merged-chr8-114352094-52
NR7616--MA0039.3.KLF4	chr10	80848717	80848727	+	0.000	0.000	Merged-chr10-80848752-35
NR14923--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR39986--MA0493.1.Klf1	chr2	168159010	168159020	+	0.000	0.000	Merged-chr2-168159188-34
NR51462--MA0493.1.Klf1	chr5	88676306	88676316	-	0.000	0.000	Merged-chr5-88676360-5
NR49023--MA0599.1.KLF5	chr4	151044723	151044732	+	0.000	0.000	Merged-chr4-151044799-68
NR60211--MA0741.1.KLF16	chr7	80032542	80032552	+	0.000	0.000	Merged-chr7-80032517-2
NR57092--MA0742.1.Klf12	chr6	127330384	127330398	+	0.000	0.000	Merged-chr6-127330505-48
NR58747--MA0599.1.KLF5	chr7	25756187	25756196	+	0.000	0.000	Merged-chr7-25756161-11
NR60285--MA0039.3.KLF4	chr7	80889954	80889964	-	0.000	0.000	Merged-chr7-80889840-60
NR8276--MA0039.3.KLF4	chr10	99172009	99172019	-	0.000	0.000	Merged-chr10-99172222-47
NR23093--MA0039.3.KLF4	chr15	31239988	31239998	+	0.000	0.000	Merged-chr15-31239940-27
NR21357--MA1107.1.KLF9	chr14	72983653	72983665	-	0.000	0.000	Merged-chr14-72983519-34
NR5012--MA0493.1.Klf1	chr1	191990194	191990204	+	0.000	0.000	Merged-chr1-191990137-48
NR55932--MA0741.1.KLF16	chr6	88898711	88898721	+	0.000	0.000	Merged-chr6-88898670-52
NR14476--MA0493.1.Klf1	chr12	70913638	70913648	-	0.000	0.000	Merged-chr12-70913651-14
NR52211--MA1107.1.KLF9	chr5	112298454	112298466	-	0.000	0.000	Merged-chr5-112298638-39
NR64306--MA0599.1.KLF5	chr8	92355955	92355964	-	0.000	0.000	Merged-chr8-92356096-76
NR68801--MA0741.1.KLF16	chrX	48208741	48208751	+	0.000	0.000	Merged-chrX-48208632-70
NR64645--MA1107.1.KLF9	chr8	105613997	105614009	-	0.000	0.000	Merged-chr8-105614025-28
NR30866--MA1107.1.KLF9	chr17	83566006	83566018	-	0.000	0.000	Merged-chr17-83566119-8
NR34829--MA0742.1.Klf12	chr19	47937638	47937652	-	0.000	0.000	Merged-chr19-47937684-41
NR35723--MA0741.1.KLF16	chr2	24385279	24385289	-	0.000	0.000	Merged-chr2-24385282-51
NR39897--MA0599.1.KLF5	chr2	166996280	166996289	-	0.000	0.000	Merged-chr2-166996120-88
NR61588--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
