#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR6225--MA0766.1.GATA5	chr6	37455686	37455693	-	0.000	0.000	Merged-chr6-37455816-24
NR7468--MA0037.3.GATA3	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR66--MA0037.3.GATA3	chr1	43457247	43457254	-	0.000	0.000	Merged-chr1-43457148-27
NR4341--MA0482.1.Gata4	chr2	84887896	84887906	+	0.000	0.000	Merged-chr2-84887926-27
NR5833--MA0482.1.Gata4	chr5	36140704	36140714	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR6544--MA0482.1.Gata4	chr6	129304488	129304498	-	0.000	0.000	Merged-chr6-129304354-36
NR6063--MA0766.1.GATA5	chr5	114681322	114681329	+	0.000	0.000	Merged-chr5-114681129-21
NR5278--MA1104.1.GATA6	chr3	159505786	159505798	+	0.000	0.000	Merged-chr3-159505893-1
NR428--MA1104.1.GATA6	chr1	151457355	151457367	+	0.000	0.000	Merged-chr1-151457268-30
NR4424--MA1104.1.GATA6	chr2	106985119	106985131	-	0.000	0.000	Merged-chr2-106985167-21
NR79--MA1104.1.GATA6	chr1	51820733	51820745	+	0.000	0.000	Merged-chr1-51820806-47
NR5281--MA0035.3.Gata1	chr3	159505787	159505797	-	0.000	0.000	Merged-chr3-159505893-1
NR4819--MA0036.3.GATA2	chr3	28318056	28318066	+	0.000	0.000	Merged-chr3-28318064-9
NR7393--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR1871--MA1104.1.GATA6	chr13	5757295	5757307	+	0.000	0.000	Merged-chr13-5757363-53
NR1573--MA0035.3.Gata1	chr12	69446043	69446053	-	0.000	0.000	Merged-chr12-69446107-1
NR1646--MA0140.2.GATA1::TAL1	chr12	85177367	85177384	+	0.000	0.000	Merged-chr12-85177311-38
NR4387--MA0140.2.GATA1::TAL1	chr2	93413796	93413813	-	0.000	0.000	Merged-chr2-93413697-49
NR6167--MA0035.3.Gata1	chr5	151416829	151416839	+	0.000	0.000	Merged-chr5-151416725-1
NR1995--MA0036.3.GATA2	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR917--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR3633--MA0035.3.Gata1	chr18	7703682	7703692	+	0.000	0.000	Merged-chr18-7703691-3
NR324--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR5836--MA0035.3.Gata1	chr5	36140703	36140713	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR4986--MA0482.1.Gata4	chr3	96814563	96814573	+	0.000	0.000	Merged-chr3-96814496-20
NR1605--MA0035.3.Gata1	chr12	76527617	76527627	-	0.000	0.000	Merged-chr12-76527633-28
NR576--MA0482.1.Gata4	chr1	184016504	184016514	+	0.000	0.000	Merged-chr1-184016575-13
NR6799--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR2477--MA0766.1.GATA5	chr14	61853658	61853665	-	0.000	0.000	Merged-chr14-61853631-6
NR7827--MA0037.3.GATA3	chr9	103426520	103426527	+	0.000	0.000	Merged-chr9-103426550-25
NR2544--MA0482.1.Gata4	chr14	79557826	79557836	-	0.000	0.000	Merged-chr14-79557870-40
NR3022--MA0036.3.GATA2	chr16	27395272	27395282	+	0.000	0.000	Merged-chr16-27395267-15
NR3303--MA0766.1.GATA5	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR3959--MA0036.3.GATA2	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR8015--MA1104.1.GATA6	chrX	160766222	160766234	+	0.000	0.000	Merged-chrX-160766177-60
NR2130--MA0482.1.Gata4	chr13	104041414	104041424	+	0.000	0.000	Merged-chr13-104041328-31
NR4086--MA0035.3.Gata1	chr2	22721880	22721890	+	0.000	0.000	Merged-chr2-22721936-56
NR6207--MA0036.3.GATA2	chr6	29279097	29279107	-	0.000	0.000	Merged-chr6-29279043-26
NR7633--MA0036.3.GATA2	chr9	61860471	61860481	-	0.000	0.000	Merged-chr9-61860455-30
NR1823--MA0035.3.Gata1	chr12	116177227	116177237	+	0.000	0.000	Merged-chr12-116177118-24
NR4493--MA1104.1.GATA6	chr2	125214596	125214608	-	0.000	0.000	Merged-chr2-125214795-24
NR6146--MA0035.3.Gata1	chr5	147063477	147063487	+	0.000	0.000	Merged-chr5-147063758-85
NR5820--MA0766.1.GATA5	chr5	32488279	32488286	+	0.000	0.000	Merged-chr5-32488180-22
NR1974--MA0036.3.GATA2	chr13	53374449	53374459	-	0.000	0.000	Merged-chr13-53374422-32
NR3612--MA0035.3.Gata1	chr17	87514005	87514015	-	0.000	0.000	Merged-chr17-87513976-28
NR4350--MA1104.1.GATA6	chr2	85246759	85246771	-	0.000	0.000	Merged-chr2-85246695-45
NR1932--MA0035.3.Gata1	chr13	43191921	43191931	+	0.000	0.000	Merged-chr13-43191968-21
NR5586--MA0036.3.GATA2	chr4	124769255	124769265	-	0.000	0.000	Merged-chr4-124769177-27
NR2194--MA1104.1.GATA6	chr13	111461639	111461651	-	0.000	0.000	Merged-chr13-111461542-22
NR5815--MA0035.3.Gata1	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR3593--MA0035.3.Gata1	chr17	84241679	84241689	+	0.000	0.000	Merged-chr17-84241728-6
NR6916--MA0482.1.Gata4	chr7	84645155	84645165	-	0.000	0.000	Merged-chr7-84644943-16
NR4269--MA0036.3.GATA2	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR6410--MA1104.1.GATA6	chr6	99801065	99801077	-	0.000	0.000	Merged-chr6-99800956-8
NR1950--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR4075--MA0482.1.Gata4	chr2	18403846	18403856	+	0.000	0.000	Merged-chr2-18403900-7
NR6778--MA0035.3.Gata1	chr7	25296997	25297007	+	0.000	0.000	Merged-chr7-25297148-3
NR2666--MA0482.1.Gata4	chr14	122076031	122076041	-	0.000	0.000	Merged-chr14-122075957-11
NR2276--MA0035.3.Gata1	chr14	16373108	16373118	+	0.000	0.000	Merged-chr14-16372999-30
NR1464--MA0036.3.GATA2	chr12	16901174	16901184	+	0.000	0.000	Merged-chr12-16901091-18
NR115--MA1104.1.GATA6	chr1	74726883	74726895	-	0.000	0.000	Merged-chr1-74726770-27
NR4869--MA0482.1.Gata4	chr3	60565325	60565335	+	0.000	0.000	Merged-chr3-60565389-13
NR4378--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR909--MA1104.1.GATA6	chr10	95898579	95898591	+	0.000	0.000	Merged-chr10-95898728-13
NR7960--MA0036.3.GATA2	chrX	106171388	106171398	-	0.000	0.000	Merged-chrX-106171533-49
NR7494--MA0766.1.GATA5	chr9	15029165	15029172	+	0.000	0.000	Merged-chr9-15029277-27
NR239--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR2431--MA0037.3.GATA3	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR7622--MA0766.1.GATA5	chr9	54614615	54614622	+	0.000	0.000	Merged-chr9-54614475-15
NR6268--MA0035.3.Gata1	chr6	55511845	55511855	+	0.000	0.000	Merged-chr6-55511868-6
NR6719--MA0766.1.GATA5	chr7	6127302	6127309	-	0.000	0.000	Merged-chr7-6127268-44
NR3734--MA0035.3.Gata1	chr18	60502492	60502502	+	0.000	0.000	Merged-chr18-60502470-34
NR3671--MA0140.2.GATA1::TAL1	chr18	34854668	34854685	+	0.000	0.000	Merged-chr18-34854566-31
NR3394--MA0037.3.GATA3	chr17	13655026	13655033	+	0.000	0.000	Merged-chr17-13654932-70
NR6771--MA0037.3.GATA3	chr7	25296998	25297005	-	0.000	0.000	Merged-chr7-25297148-3
NR1334--MA0036.3.GATA2	chr11	98783302	98783312	-	0.000	0.000	Merged-chr11-98783373-52
NR7983--MA0766.1.GATA5	chrX	135962558	135962565	+	0.000	0.000	Merged-chrX-135962489-11
NR5703--MA0766.1.GATA5	chr4	148638466	148638473	+	0.000	0.000	Merged-chr4-148638535-16
NR4918--MA1104.1.GATA6	chr3	69177417	69177429	-	0.000	0.000	Merged-chr3-69177555-55
NR4078--MA0035.3.Gata1	chr2	18403845	18403855	+	0.000	0.000	Merged-chr2-18403900-7
NR7931--MA0035.3.Gata1	chrX	9202157	9202167	+	0.000	0.000	Merged-chrX-9202139-21
NR7830--MA0036.3.GATA2	chr9	103426518	103426528	-	0.000	0.000	Merged-chr9-103426550-25
NR2030--MA0037.3.GATA3	chr13	67332557	67332564	+	0.000	0.000	Merged-chr13-67332541-54
NR5336--MA0766.1.GATA5	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR3927--MA0766.1.GATA5	chr19	16418579	16418586	-	0.000	0.000	Merged-chr19-16418552-32
NR4342--MA1104.1.GATA6	chr2	84887894	84887906	-	0.000	0.000	Merged-chr2-84887926-27
NR965--MA0037.3.GATA3	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR5834--MA1104.1.GATA6	chr5	36140702	36140714	-	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR6746--MA0482.1.Gata4	chr7	19332941	19332951	+	0.000	0.000	Merged-chr7-19332998-44
NR1143--MA0035.3.Gata1	chr11	36001078	36001088	+	0.000	0.000	Merged-chr11-36000971-2
NR6948--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR5382--MA0036.3.GATA2	chr4	58236136	58236146	-	0.000	0.000	Merged-chr4-58236026-17
NR2029--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR2880--MA0037.3.GATA3	chr15	91616651	91616658	+	0.000	0.000	Merged-chr15-91616695-12
NR5406--MA0035.3.Gata1	chr4	62636267	62636277	+	0.000	0.000	Merged-chr4-62636315-14
NR1096--MA0140.2.GATA1::TAL1	chr11	11726097	11726114	-	0.000	0.000	Merged-chr11-11726036-106
NR5034--MA0036.3.GATA2	chr3	115704681	115704691	-	0.000	0.000	Merged-chr3-115704719-34
NR5305--MA0036.3.GATA2	chr4	11610147	11610157	-	0.000	0.000	Merged-chr4-11610147-18
NR7933--MA0482.1.Gata4	chrX	17590884	17590894	+	0.000	0.000	Merged-chrX-17590800-11
NR3083--MA0036.3.GATA2	chr16	45261660	45261670	+	0.000	0.000	Merged-chr16-45261551-46
NR1945--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR1479--MA0766.1.GATA5	chr12	28699759	28699766	-	0.000	0.000	Merged-chr12-28699931-23
NR3702--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR325--MA1104.1.GATA6	chr1	125466893	125466905	+	0.000	0.000	Merged-chr1-125466833-56
NR1930--MA1104.1.GATA6	chr13	43191920	43191932	-	0.000	0.000	Merged-chr13-43191968-21
NR4930--MA0140.2.GATA1::TAL1	chr3	79177880	79177897	-	0.000	0.000	Merged-chr3-79177806-73
NR577--MA1104.1.GATA6	chr1	184016502	184016514	-	0.000	0.000	Merged-chr1-184016575-13
NR5143--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR45--MA0035.3.Gata1	chr1	36069477	36069487	-	0.000	0.000	Merged-chr1-36069573-10
NR580--MA0035.3.Gata1	chr1	184016503	184016513	+	0.000	0.000	Merged-chr1-184016575-13
NR2545--MA1104.1.GATA6	chr14	79557826	79557838	+	0.000	0.000	Merged-chr14-79557870-40
NR5743--MA0482.1.Gata4	chr5	8489971	8489981	+	0.000	0.000	Merged-chr5-8489877-17
NR5624--MA0035.3.Gata1	chr4	134924547	134924557	+	0.000	0.000	Merged-chr4-134924520-27
NR1241--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR1512--MA0482.1.Gata4	chr12	41852218	41852228	+	0.000	0.000	Merged-chr12-41852230-53
NR6064--MA0035.3.Gata1	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR159--MA0482.1.Gata4	chr1	84817774	84817784	-	0.000	0.000	Merged-chr1-84817778-11
NR7465--MA0766.1.GATA5	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR2797--MA0037.3.GATA3	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR735--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR7394--MA0035.3.Gata1	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR2008--MA0035.3.Gata1	chr13	63249804	63249814	+	0.000	0.000	Merged-chr13-63249838-84
NR7521--MA0140.2.GATA1::TAL1	chr9	32495834	32495851	-	0.000	0.000	Merged-chr9-32495799-63
NR6215--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR4238--MA1104.1.GATA6	chr2	58481476	58481488	+	0.000	0.000	Merged-chr2-58481590-14
NR1869--MA0140.2.GATA1::TAL1	chr13	4110538	4110555	+	0.000	0.000	Merged-chr13-4110676-26
NR3697--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR630--MA0766.1.GATA5	chr10	4079706	4079713	+	0.000	0.000	Merged-chr10-4079812-35
NR5250--MA1104.1.GATA6	chr3	152929751	152929763	-	0.000	0.000	Merged-chr3-152929727-94
NR76--MA0766.1.GATA5	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR3609--MA0035.3.Gata1	chr17	87036795	87036805	-	0.000	0.000	Merged-chr17-87036710-20
NR4076--MA1104.1.GATA6	chr2	18403844	18403856	-	0.000	0.000	Merged-chr2-18403900-7
NR2667--MA1104.1.GATA6	chr14	122076031	122076043	+	0.000	0.000	Merged-chr14-122075957-11
NR7155--MA0035.3.Gata1	chr8	18768220	18768230	+	0.000	0.000	Merged-chr8-18768213-14
NR1515--MA0035.3.Gata1	chr12	41852217	41852227	+	0.000	0.000	Merged-chr12-41852230-53
NR5645--MA0036.3.GATA2	chr4	145361254	145361264	-	0.000	0.000	Merged-chr4-145361226-45
NR2319--MA1104.1.GATA6	chr14	27562726	27562738	+	0.000	0.000	Merged-chr14-27562668-44
NR6232--MA0037.3.GATA3	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR5245--MA0140.2.GATA1::TAL1	chr3	152210480	152210497	-	0.000	0.000	Merged-chr3-152210438-105
NR7291--MA1104.1.GATA6	chr8	81695135	81695147	-	0.000	0.000	Merged-chr8-81695130-10
NR1210--MA0035.3.Gata1	chr11	64086046	64086056	+	0.000	0.000	Merged-chr11-64086070-15
NR5167--MA0037.3.GATA3	chr3	139024692	139024699	-	0.000	0.000	Merged-chr3-139024771-15
NR6218--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR3547--MA0140.2.GATA1::TAL1	chr17	71491185	71491202	+	0.000	0.000	Merged-chr17-71491103-50
NR1647--MA0482.1.Gata4	chr12	85373992	85374002	+	0.000	0.000	Merged-chr12-85374108-4
NR3988--MA0766.1.GATA5	chr19	34662097	34662104	-	0.000	0.000	Merged-chr19-34662258-37
NR426--MA0037.3.GATA3	chr1	151457358	151457365	+	0.000	0.000	Merged-chr1-151457268-30
NR4422--MA0037.3.GATA3	chr2	106985121	106985128	-	0.000	0.000	Merged-chr2-106985167-21
NR7176--MA0036.3.GATA2	chr8	27137212	27137222	+	0.000	0.000	Merged-chr8-27137178-38
NR7447--MA0036.3.GATA2	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR7728--MA0766.1.GATA5	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR1366--MA0035.3.Gata1	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR2077--MA0035.3.Gata1	chr13	91882370	91882380	+	0.000	0.000	Merged-chr13-91882258-26
NR1265--MA0036.3.GATA2	chr11	76484396	76484406	+	0.000	0.000	Merged-chr11-76484240-22
NR4004--MA0482.1.Gata4	chr19	57477221	57477231	+	0.000	0.000	Merged-chr19-57477375-13
NR5363--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR7981--MA0482.1.Gata4	chrX	135962555	135962565	-	0.000	0.000	Merged-chrX-135962489-11
NR5701--MA0482.1.Gata4	chr4	148638463	148638473	-	0.000	0.000	Merged-chr4-148638535-16
NR3182--MA1104.1.GATA6	chr16	58670208	58670220	-	0.000	0.000	Merged-chr16-58670422-58
NR5886--MA0766.1.GATA5	chr5	63768124	63768131	-	0.000	0.000	Merged-chr5-63767981-25
NR3099--MA0140.2.GATA1::TAL1	chr16	48745689	48745706	+	0.000	0.000	Merged-chr16-48745701-29
NR3325--MA0036.3.GATA2	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR6183--MA0140.2.GATA1::TAL1	chr6	8504915	8504932	-	0.000	0.000	Merged-chr6-8505036-51
NR4849--MA0037.3.GATA3	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR7495--MA0035.3.Gata1	chr9	15029163	15029173	-	0.000	0.000	Merged-chr9-15029277-27
NR7100--MA0035.3.Gata1	chr7	142967347	142967357	-	0.000	0.000	Merged-chr7-142967366-1
NR1483--MA0036.3.GATA2	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR7623--MA0035.3.Gata1	chr9	54614613	54614623	-	0.000	0.000	Merged-chr9-54614475-15
NR5738--MA0035.3.Gata1	chr4	154798017	154798027	-	0.000	0.000	Merged-chr4-154798011-18
NR7123--MA0482.1.Gata4	chr8	8685730	8685740	-	0.000	0.000	Merged-chr8-8685770-4
NR5908--MA0036.3.GATA2	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR6224--MA0037.3.GATA3	chr6	37455686	37455693	-	0.000	0.000	Merged-chr6-37455816-24
NR6750--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR5899--MA0766.1.GATA5	chr5	65832148	65832155	-	0.000	0.000	Merged-chr5-65832305-23
NR7375--MA0482.1.Gata4	chr8	111573602	111573612	+	0.000	0.000	Merged-chr8-111573415-1
NR660--MA0035.3.Gata1	chr10	12993574	12993584	+	0.000	0.000	Merged-chr10-12993694-35
NR5823--MA0482.1.Gata4	chr5	32950842	32950852	+	0.000	0.000	Merged-chr5-32950856-18
NR1244--MA0036.3.GATA2	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR5704--MA0035.3.Gata1	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR1050--MA0482.1.Gata4	chr11	6568134	6568144	+	0.000	0.000	Merged-chr11-6568162-40
NR1321--MA0482.1.Gata4	chr11	96993116	96993126	+	0.000	0.000	Merged-chr11-96993116-10
NR2102--MA0037.3.GATA3	chr13	100201826	100201833	-	0.000	0.000	Merged-chr13-100202015-43
NR5998--MA0036.3.GATA2	chr5	97400176	97400186	+	0.000	0.000	Merged-chr5-97400055-3
NR5603--MA0036.3.GATA2	chr4	129276508	129276518	-	0.000	0.000	Merged-chr4-129276649-33
NR1777--MA0766.1.GATA5	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR6999--MA0140.2.GATA1::TAL1	chr7	113242009	113242026	+	0.000	0.000	Merged-chr7-113241990-10
NR3703--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR1363--MA0766.1.GATA5	chr11	106438888	106438895	-	0.000	0.000	Merged-chr11-106438995-31
NR5066--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR3928--MA0035.3.Gata1	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR5170--MA0036.3.GATA2	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR2959--MA0140.2.GATA1::TAL1	chr16	7419927	7419944	+	0.000	0.000	Merged-chr16-7419949-42
NR7516--MA0482.1.Gata4	chr9	32495842	32495852	-	0.000	0.000	Merged-chr9-32495799-63
NR2069--MA0035.3.Gata1	chr13	85505144	85505154	+	0.000	0.000	Merged-chr13-85505133-53
NR1513--MA1104.1.GATA6	chr12	41852216	41852228	-	0.000	0.000	Merged-chr12-41852230-53
NR5345--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR710--MA0766.1.GATA5	chr10	24291721	24291728	+	0.000	0.000	Merged-chr10-24291757-17
NR80--MA0036.3.GATA2	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR1494--MA1104.1.GATA6	chr12	36057886	36057898	-	0.000	0.000	Merged-chr12-36057875-8
NR7558--MA0766.1.GATA5	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR113--MA0037.3.GATA3	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR5183--MA0036.3.GATA2	chr3	142709057	142709067	+	0.000	0.000	Merged-chr3-142708899-26
NR4610--MA0766.1.GATA5	chr2	144217581	144217588	+	0.000	0.000	Merged-chr2-144217495-19
NR2920--MA0036.3.GATA2	chr15	100182734	100182744	+	0.000	0.000	Merged-chr15-100182935-17
NR6216--MA1104.1.GATA6	chr6	34364726	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR1475--MA0036.3.GATA2	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR1460--MA1104.1.GATA6	chr12	16258474	16258486	+	0.000	0.000	Merged-chr12-16258722-16
NR7253--MA0766.1.GATA5	chr8	64935135	64935142	-	0.000	0.000	Merged-chr8-64935114-22
NR1347--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR5225--MA0766.1.GATA5	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR3545--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR549--MA0140.2.GATA1::TAL1	chr1	177676552	177676569	-	0.000	0.000	Merged-chr1-177676690-44
NR5829--MA0140.2.GATA1::TAL1	chr5	33438302	33438319	+	0.000	0.000	Merged-chr5-33438418-12
NR7519--MA0035.3.Gata1	chr9	32495843	32495853	-	0.000	0.000	Merged-chr9-32495799-63
NR652--MA0035.3.Gata1	chr10	12806116	12806126	+	0.000	0.000	Merged-chr10-12806040-40
NR5477--MA0766.1.GATA5	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR4916--MA0037.3.GATA3	chr3	69177419	69177426	-	0.000	0.000	Merged-chr3-69177555-55
NR4099--MA0482.1.Gata4	chr2	25111313	25111323	+	0.000	0.000	Merged-chr2-25111409-51
NR4875--MA0766.1.GATA5	chr3	60565494	60565501	+	0.000	0.000	Merged-chr3-60565389-13
NR2598--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR2704--MA0140.2.GATA1::TAL1	chr15	10716090	10716107	+	0.000	0.000	Merged-chr15-10716063-12
NR7466--MA0035.3.Gata1	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR4340--MA0037.3.GATA3	chr2	84887896	84887903	-	0.000	0.000	Merged-chr2-84887926-27
NR5736--MA1104.1.GATA6	chr4	154798016	154798028	+	0.000	0.000	Merged-chr4-154798011-18
NR1326--MA0482.1.Gata4	chr11	98660771	98660781	-	0.000	0.000	Merged-chr11-98660794-12
NR5895--MA0035.3.Gata1	chr5	64919119	64919129	-	0.000	0.000	Merged-chr5-64918962-32
NR1578--MA0482.1.Gata4	chr12	70999793	70999803	-	0.000	0.000	Merged-chr12-70999631-61
NR2813--MA0766.1.GATA5	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR631--MA0035.3.Gata1	chr10	4079704	4079714	-	0.000	0.000	Merged-chr10-4079812-35
NR4735--MA0036.3.GATA2	chr2	172394057	172394067	+	0.000	0.000	Merged-chr2-172393836-103
NR7982--MA1104.1.GATA6	chrX	135962555	135962567	+	0.000	0.000	Merged-chrX-135962489-11
NR7203--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR2739--MA0037.3.GATA3	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR4349--MA0482.1.Gata4	chr2	85246761	85246771	+	0.000	0.000	Merged-chr2-85246695-45
NR1196--MA0036.3.GATA2	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR1738--MA0036.3.GATA2	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR5284--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR1324--MA0036.3.GATA2	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR5242--MA0035.3.Gata1	chr3	149474490	149474500	-	0.000	0.000	Merged-chr3-149474598-6
NR7758--MA0036.3.GATA2	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR323--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR1576--MA0036.3.GATA2	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR1177--MA0482.1.Gata4	chr11	53330479	53330489	-	0.000	0.000	Merged-chr11-53330512-15
NR2131--MA0036.3.GATA2	chr13	104041413	104041423	+	0.000	0.000	Merged-chr13-104041328-31
NR575--MA0037.3.GATA3	chr1	184016504	184016511	-	0.000	0.000	Merged-chr1-184016575-13
NR4169--MA0140.2.GATA1::TAL1	chr2	44528755	44528772	+	0.000	0.000	Merged-chr2-44528768-19
NR3375--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR7852--MA1104.1.GATA6	chr9	105689626	105689638	-	0.000	0.000	Merged-chr9-105689631-24
NR2543--MA0037.3.GATA3	chr14	79557829	79557836	+	0.000	0.000	Merged-chr14-79557870-40
NR102--MA0140.2.GATA1::TAL1	chr1	69555812	69555829	+	0.000	0.000	Merged-chr1-69555862-39
NR7258--MA0766.1.GATA5	chr8	69168494	69168501	+	0.000	0.000	Merged-chr8-69168549-18
NR3049--MA0037.3.GATA3	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR3017--MA0036.3.GATA2	chr16	27388011	27388021	+	0.000	0.000	Merged-chr16-27388094-20
NR1608--MA0036.3.GATA2	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR3575--MA0035.3.Gata1	chr17	80419075	80419085	+	0.000	0.000	Merged-chr17-80418993-27
NR1051--MA1104.1.GATA6	chr11	6568132	6568144	-	0.000	0.000	Merged-chr11-6568162-40
NR2763--MA0036.3.GATA2	chr15	41429627	41429637	-	0.000	0.000	Merged-chr15-41429607-8
