#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR8843--MA0002.2.RUNX1	chr8	110929262	110929272	+	0.000	0.000	Merged-chr8-110929357-31
NR9226--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR1506--MA0002.2.RUNX1	chr11	51644500	51644510	-	0.000	0.000	Merged-chr11-51644413-4
NR9078--MA0002.2.RUNX1	chr9	44646143	44646153	+	0.000	0.000	Merged-chr9-44646194-52
NR3537--MA0511.2.RUNX2	chr15	93563705	93563713	+	0.000	0.000	Merged-chr15-93563752-30
NR7669--MA0002.2.RUNX1	chr6	72347187	72347197	-	0.000	0.000	Merged-chr6-72347109-1
NR3044--MA0684.1.RUNX3	chr14	78908657	78908666	-	0.000	0.000	Merged-chr14-78908483-12
NR1364--MA0684.1.RUNX3	chr11	6569372	6569381	-	0.000	0.000	Merged-chr11-6569400-3
NR2313--MA0002.2.RUNX1	chr13	16751807	16751817	+	0.000	0.000	Merged-chr13-16751922-1
NR9557--MA0511.2.RUNX2	chrX	140505988	140505996	+	0.000	0.000	Merged-chrX-140506133-71
NR8681--MA0002.2.RUNX1	chr8	57540439	57540449	-	0.000	0.000	Merged-chr8-57540400-20
NR454--MA0002.2.RUNX1	chr1	121220445	121220455	-	0.000	0.000	Merged-chr1-121220429-14
NR9414--MA0511.2.RUNX2	chr9	124425799	124425807	-	0.000	0.000	Merged-chr9-124425759-16
NR3219--MA0684.1.RUNX3	chr15	5108561	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR977--MA0002.2.RUNX1	chr10	39005776	39005786	-	0.000	0.000	Merged-chr10-39005753-18
NR1347--MA0511.2.RUNX2	chr11	3298596	3298604	-	0.000	0.000	Merged-chr11-3298569-4
NR5479--MA0002.2.RUNX1	chr2	156267596	156267606	+	0.000	0.000	Merged-chr2-156267698-19
NR4830--MA0002.2.RUNX1	chr19	36083077	36083087	+	0.000	0.000	Merged-chr19-36083098-3
NR1204--MA0511.2.RUNX2	chr10	96481315	96481323	+	0.000	0.000	Merged-chr10-96481360-10
NR8713--MA0002.2.RUNX1	chr8	67889329	67889339	+	0.000	0.000	Merged-chr8-67889219-2
NR215--MA0002.2.RUNX1	chr1	64000610	64000620	-	0.000	0.000	Merged-chr1-64000841-61
NR9219--MA0002.2.RUNX1	chr9	83324582	83324592	+	0.000	0.000	Merged-chr9-83324607-4
NR3785--MA0684.1.RUNX3	chr16	55758395	55758404	+	0.000	0.000	Merged-chr16-55758589-1
NR820--MA0684.1.RUNX3	chr10	8766172	8766181	+	0.000	0.000	Merged-chr10-8766277-7
NR8694--MA0002.2.RUNX1	chr8	61487735	61487745	+	0.000	0.000	Merged-chr8-61487849-59
NR8921--MA0511.2.RUNX2	chr8	124242430	124242438	-	0.000	0.000	Merged-chr8-124242348-54
NR3371--MA0684.1.RUNX3	chr15	51843860	51843869	+	0.000	0.000	Merged-chr15-51844000-32
NR3708--MA0684.1.RUNX3	chr16	35781231	35781240	-	0.000	0.000	Merged-chr16-35781109-15
NR5130--MA0511.2.RUNX2	chr2	59488408	59488416	+	0.000	0.000	Merged-chr2-59488284-24
NR1343--MA0684.1.RUNX3	chr11	3157497	3157506	-	0.000	0.000	Merged-chr11-3157744-93
NR1195--MA0002.2.RUNX1	chr10	95476119	95476129	-	0.000	0.000	Merged-chr10-95476158-26
NR4720--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR6523--MA0002.2.RUNX1	chr4	70410407	70410417	-	0.000	0.000	Merged-chr4-70410445-57
NR3497--MA0511.2.RUNX2	chr15	82224376	82224384	+	0.000	0.000	Merged-chr15-82224462-30
NR3669--MA0002.2.RUNX1	chr16	24215619	24215629	+	0.000	0.000	Merged-chr16-24215617-40
NR8726--MA0002.2.RUNX1	chr8	71205760	71205770	+	0.000	0.000	Merged-chr8-71205756-43
NR1452--MA0684.1.RUNX3	chr11	32486695	32486704	-	0.000	0.000	Merged-chr11-32486832-15
NR4681--MA0002.2.RUNX1	chr18	77072632	77072642	+	0.000	0.000	Merged-chr18-77072792-44
NR2673--MA0684.1.RUNX3	chr13	108390807	108390816	-	0.000	0.000	Merged-chr13-108390764-33
NR4952--MA0002.2.RUNX1	chr2	19344823	19344833	+	0.000	0.000	Merged-chr2-19344795-21
NR3006--MA0511.2.RUNX2	chr14	69979175	69979183	-	0.000	0.000	Merged-chr14-69979172-46
NR3384--MA0684.1.RUNX3	chr15	53324886	53324895	-	0.000	0.000	Merged-chr15-53324911-2
NR3258--MA0511.2.RUNX2	chr15	25828626	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR3529--MA0511.2.RUNX2	chr15	93298366	93298374	-	0.000	0.000	Merged-chr15-93298411-30
NR1849--MA0511.2.RUNX2	chr12	21451579	21451587	+	0.000	0.000	Merged-chr12-21451589-67
NR3036--MA0684.1.RUNX3	chr14	76569400	76569409	+	0.000	0.000	Merged-chr14-76569463-39
NR794--MA0002.2.RUNX1	chr10	4518565	4518575	+	0.000	0.000	Merged-chr10-4518552-9
NR1356--MA0684.1.RUNX3	chr11	4206049	4206058	+	0.000	0.000	Merged-chr11-4206247-48
NR4541--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR9278--MA0511.2.RUNX2	chr9	94621079	94621087	-	0.000	0.000	Merged-chr9-94620917-97
NR8673--MA0002.2.RUNX1	chr8	47173216	47173226	+	0.000	0.000	Merged-chr8-47173269-33
NR717--MA0002.2.RUNX1	chr1	180987910	180987920	+	0.000	0.000	Merged-chr1-180987901-35
NR5153--MA0002.2.RUNX1	chr2	62332033	62332043	+	0.000	0.000	Merged-chr2-62332140-9
NR1588--MA0002.2.RUNX1	chr11	77519252	77519262	+	0.000	0.000	Merged-chr11-77519189-54
NR3668--MA0684.1.RUNX3	chr16	23844809	23844818	+	0.000	0.000	Merged-chr16-23844946-41
NR2970--MA0511.2.RUNX2	chr14	60072651	60072659	+	0.000	0.000	Merged-chr14-60072713-24
NR6502--MA0002.2.RUNX1	chr4	63214340	63214350	-	0.000	0.000	Merged-chr4-63214261-1,Merged-chr4-63214492-2
NR9559--MA0002.2.RUNX1	chrX	140505988	140505998	-	0.000	0.000	Merged-chrX-140506133-71
NR7879--MA0002.2.RUNX1	chr6	122826642	122826652	+	0.000	0.000	Merged-chr6-122826486-57
NR2666--MA0002.2.RUNX1	chr13	107869178	107869188	+	0.000	0.000	Merged-chr13-107869033-28
NR2937--MA0002.2.RUNX1	chr14	45219653	45219663	+	0.000	0.000	Merged-chr14-45219848-107
NR7342--MA0684.1.RUNX3	chr5	136199097	136199106	-	0.000	0.000	Merged-chr5-136198958-58
NR1448--MA0511.2.RUNX2	chr11	31824841	31824849	-	0.000	0.000	Merged-chr11-31824780-24
NR1078--MA0002.2.RUNX1	chr10	68673689	68673699	+	0.000	0.000	Merged-chr10-68673774-53
NR9397--MA0002.2.RUNX1	chr9	120054930	120054940	-	0.000	0.000	Merged-chr9-120055033-46
NR9002--MA0002.2.RUNX1	chr9	16400680	16400690	-	0.000	0.000	Merged-chr9-16400607-2
NR3856--MA0511.2.RUNX2	chr16	76002577	76002585	+	0.000	0.000	Merged-chr16-76002490-12
NR3363--MA0684.1.RUNX3	chr15	50667820	50667829	+	0.000	0.000	Merged-chr15-50667671-62
NR3171--MA0511.2.RUNX2	chr14	118816677	118816685	-	0.000	0.000	Merged-chr14-118816766-15
NR8795--MA0002.2.RUNX1	chr8	96552736	96552746	+	0.000	0.000	Merged-chr8-96552694-31
NR6720--MA0002.2.RUNX1	chr4	134642024	134642034	-	0.000	0.000	Merged-chr4-134642170-32
NR1143--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR2013--MA0002.2.RUNX1	chr12	76376820	76376830	+	0.000	0.000	Merged-chr12-76376904-35
NR9528--MA0511.2.RUNX2	chrX	99593325	99593333	+	0.000	0.000	Merged-chrX-99593260-13
NR8381--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR630--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR8652--MA0002.2.RUNX1	chr8	35992148	35992158	-	0.000	0.000	Merged-chr8-35992295-47
NR1044--MA0002.2.RUNX1	chr10	59793005	59793015	-	0.000	0.000	Merged-chr10-59792922-6
NR6501--MA0684.1.RUNX3	chr4	63049712	63049721	-	0.000	0.000	Merged-chr4-63049665-7
NR3247--MA0002.2.RUNX1	chr15	12924016	12924026	+	0.000	0.000	Merged-chr15-12923985-15
NR2122--MA0002.2.RUNX1	chr12	98453479	98453489	-	0.000	0.000	Merged-chr12-98453618-41
NR8761--MA0002.2.RUNX1	chr8	84813284	84813294	+	0.000	0.000	Merged-chr8-84813219-19
NR9144--MA0684.1.RUNX3	chr9	66274930	66274939	+	0.000	0.000	Merged-chr9-66274857-15
NR9415--MA0684.1.RUNX3	chr9	124425798	124425807	-	0.000	0.000	Merged-chr9-124425759-16
NR2645--MA0002.2.RUNX1	chr13	102645049	102645059	+	0.000	0.000	Merged-chr13-102645059-45
NR4881--MA0511.2.RUNX2	chr2	3910639	3910647	+	0.000	0.000	Merged-chr2-3910596-12
NR2916--MA0002.2.RUNX1	chr14	36868993	36869003	-	0.000	0.000	Merged-chr14-36868974-3
NR1619--MA0684.1.RUNX3	chr11	84916302	84916311	+	0.000	0.000	Merged-chr11-84916345-39
NR6733--MA0002.2.RUNX1	chr4	136106913	136106923	-	0.000	0.000	Merged-chr4-136106995-34
NR9124--MA0002.2.RUNX1	chr9	57998047	57998057	+	0.000	0.000	Merged-chr9-57998251-45
NR8936--MA0002.2.RUNX1	chr8	125871031	125871041	-	0.000	0.000	Merged-chr8-125871015-13
NR4163--MA0002.2.RUNX1	chr17	31871356	31871366	-	0.000	0.000	Merged-chr17-31871254-26
NR3359--MA0511.2.RUNX2	chr15	50402756	50402764	-	0.000	0.000	Merged-chr15-50402763-30
NR4686--MA0002.2.RUNX1	chr18	77822831	77822841	-	0.000	0.000	Merged-chr18-77822747-6
NR3216--MA0511.2.RUNX2	chr15	5108562	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR9362--MA0684.1.RUNX3	chr9	114546840	114546849	-	0.000	0.000	Merged-chr9-114546935-29
NR3117--MA0002.2.RUNX1	chr14	105480283	105480293	+	0.000	0.000	Merged-chr14-105480266-22
NR2740--MA0684.1.RUNX3	chr13	117211517	117211526	-	0.000	0.000	Merged-chr13-117211586-48
NR4814--MA0002.2.RUNX1	chr19	27967814	27967824	-	0.000	0.000	Merged-chr19-27967760-35
NR9170--MA0511.2.RUNX2	chr9	71616269	71616277	-	0.000	0.000	Merged-chr9-71616371-23
NR1295--MA0684.1.RUNX3	chr10	119382450	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR8902--MA0002.2.RUNX1	chr8	119914361	119914371	+	0.000	0.000	Merged-chr8-119914410-20
NR6680--MA0002.2.RUNX1	chr4	126256483	126256493	+	0.000	0.000	Merged-chr4-126256366-61
NR2720--MA0002.2.RUNX1	chr13	113101023	113101033	+	0.000	0.000	Merged-chr13-113101113-35
NR7413--MA0511.2.RUNX2	chr6	5436828	5436836	-	0.000	0.000	Merged-chr6-5436735-3
NR6061--MA0002.2.RUNX1	chr3	121444167	121444177	+	0.000	0.000	Merged-chr3-121444097-11
NR1990--MA0002.2.RUNX1	chr12	71897512	71897522	-	0.000	0.000	Merged-chr12-71897525-19
NR1026--MA0511.2.RUNX2	chr10	56115381	56115389	+	0.000	0.000	Merged-chr10-56115476-67
NR7109--MA0002.2.RUNX1	chr5	77096209	77096219	+	0.000	0.000	Merged-chr5-77096159-4
NR9345--MA0511.2.RUNX2	chr9	108827249	108827257	+	0.000	0.000	Merged-chr9-108827209-27
NR1199--MA0684.1.RUNX3	chr10	95781380	95781389	-	0.000	0.000	Merged-chr10-95781275-17
NR4699--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR494--MA0002.2.RUNX1	chr1	134509934	134509944	-	0.000	0.000	Merged-chr1-134510173-41
NR765--MA0002.2.RUNX1	chr1	189855827	189855837	+	0.000	0.000	Merged-chr1-189855745-11
NR4433--MA0684.1.RUNX3	chr18	5990006	5990015	+	0.000	0.000	Merged-chr18-5989979-54
NR9498--MA0002.2.RUNX1	chrX	74393189	74393199	-	0.000	0.000	Merged-chrX-74393226-50
NR721--MA0511.2.RUNX2	chr1	181299307	181299315	-	0.000	0.000	Merged-chr1-181299360-30
NR6792--MA0511.2.RUNX2	chr4	148102322	148102330	-	0.000	0.000	Merged-chr4-148102321-24
NR351--MA0002.2.RUNX1	chr1	88587508	88587518	-	0.000	0.000	Merged-chr1-88587471-60
NR7298--MA0511.2.RUNX2	chr5	121593831	121593839	-	0.000	0.000	Merged-chr5-121593794-58
NR146--MA0002.2.RUNX1	chr1	43361816	43361826	-	0.000	0.000	Merged-chr1-43361754-62
NR6759--MA0002.2.RUNX1	chr4	145177923	145177933	-	0.000	0.000	Merged-chr4-145177901-38
NR874--MA0002.2.RUNX1	chr10	16665238	16665248	-	0.000	0.000	Merged-chr10-16665404-1
NR8896--MA0002.2.RUNX1	chr8	119784332	119784342	+	0.000	0.000	Merged-chr8-119784383-58
NR9484--MA0684.1.RUNX3	chrX	59508505	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR1288--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR3368--MA0684.1.RUNX3	chr15	50841965	50841974	+	0.000	0.000	Merged-chr15-50841998-15
NR4621--MA0511.2.RUNX2	chr18	65819118	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR6202--MA0002.2.RUNX1	chr3	146686721	146686731	+	0.000	0.000	Merged-chr3-146686610-31
NR5127--MA0511.2.RUNX2	chr2	59160685	59160693	+	0.000	0.000	Merged-chr2-59160665-10
NR655--MA0684.1.RUNX3	chr1	171778191	171778200	+	0.000	0.000	Merged-chr1-171778353-20
NR7535--MA0511.2.RUNX2	chr6	38848075	38848083	-	0.000	0.000	Merged-chr6-38848269-41
NR4651--MA0684.1.RUNX3	chr18	70633836	70633845	+	0.000	0.000	Merged-chr18-70633740-34
NR8690--MA0511.2.RUNX2	chr8	61426326	61426334	+	0.000	0.000	Merged-chr8-61426321-97
NR2889--MA0002.2.RUNX1	chr14	30248412	30248422	-	0.000	0.000	Merged-chr14-30248342-10
NR9196--MA0511.2.RUNX2	chr9	79810687	79810695	+	0.000	0.000	Merged-chr9-79810670-36
NR6583--MA0684.1.RUNX3	chr4	89550724	89550733	-	0.000	0.000	Merged-chr4-89550701-62
NR3920--MA0002.2.RUNX1	chr16	89960552	89960562	-	0.000	0.000	Merged-chr16-89960655-20
NR8657--MA0002.2.RUNX1	chr8	36319284	36319294	+	0.000	0.000	Merged-chr8-36319399-12
NR9516--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR4631--MA0002.2.RUNX1	chr18	68830804	68830814	+	0.000	0.000	Merged-chr18-68830668-16
NR221--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR8514--MA0002.2.RUNX1	chr7	143021894	143021904	-	0.000	0.000	Merged-chr7-143021894-22
NR9102--MA0684.1.RUNX3	chr9	51239013	51239022	-	0.000	0.000	Merged-chr9-51239066-41
NR638--MA0511.2.RUNX2	chr1	166153509	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR6692--MA0684.1.RUNX3	chr4	129573692	129573701	+	0.000	0.000	Merged-chr4-129573644-36
NR3218--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR8190--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR8256--MA0002.2.RUNX1	chr7	65061158	65061168	-	0.000	0.000	Merged-chr7-65061119-5
NR7928--MA0511.2.RUNX2	chr6	130387068	130387076	+	0.000	0.000	Merged-chr6-130387166-57
NR6576--MA0002.2.RUNX1	chr4	88115655	88115665	+	0.000	0.000	Merged-chr4-88115597-29
NR9238--MA0002.2.RUNX1	chr9	86103760	86103770	-	0.000	0.000	Merged-chr9-86103730-10
NR7287--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR8984--MA0002.2.RUNX1	chr9	14091261	14091271	-	0.000	0.000	Merged-chr9-14091293-10
NR2696--MA0511.2.RUNX2	chr13	109685703	109685711	-	0.000	0.000	Merged-chr13-109685834-42
NR6162--MA0002.2.RUNX1	chr3	143355127	143355137	-	0.000	0.000	Merged-chr3-143355064-4
NR2202--MA0002.2.RUNX1	chr12	116138977	116138987	-	0.000	0.000	Merged-chr12-116138953-46
NR2725--MA0002.2.RUNX1	chr13	113816054	113816064	-	0.000	0.000	Merged-chr13-113816059-33
NR16--MA0511.2.RUNX2	chr1	7095995	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR6271--MA0002.2.RUNX1	chr4	6817533	6817543	-	0.000	0.000	Merged-chr4-6817535-45
NR7319--MA0002.2.RUNX1	chr5	125475880	125475890	+	0.000	0.000	Merged-chr5-125475935-61
NR600--MA0684.1.RUNX3	chr1	161309625	161309634	+	0.000	0.000	Merged-chr1-161309457-43
NR4071--MA0511.2.RUNX2	chr17	18032518	18032526	-	0.000	0.000	Merged-chr17-18032603-1
NR2292--MA0002.2.RUNX1	chr13	13517052	13517062	-	0.000	0.000	Merged-chr13-13516959-38
NR1488--MA0511.2.RUNX2	chr11	46375251	46375259	-	0.000	0.000	Merged-chr11-46375177-31
NR2358--MA0002.2.RUNX1	chr13	33080538	33080548	+	0.000	0.000	Merged-chr13-33080550-2
NR8997--MA0002.2.RUNX1	chr9	15582170	15582180	-	0.000	0.000	Merged-chr9-15582230-13
NR499--MA0002.2.RUNX1	chr1	135019166	135019176	-	0.000	0.000	Merged-chr1-135019182-17
NR6380--MA0002.2.RUNX1	chr4	33072929	33072939	+	0.000	0.000	Merged-chr4-33073054-38
NR6446--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR2692--MA0684.1.RUNX3	chr13	109190439	109190448	-	0.000	0.000	Merged-chr13-109190361-18
NR6717--MA0002.2.RUNX1	chr4	134511126	134511136	+	0.000	0.000	Merged-chr4-134511089-32
NR726--MA0511.2.RUNX2	chr1	184005826	184005834	+	0.000	0.000	Merged-chr1-184005889-70
NR8460--MA0684.1.RUNX3	chr7	126272811	126272820	+	0.000	0.000	Merged-chr7-126272963-1
NR8649--MA0002.2.RUNX1	chr8	35628485	35628495	+	0.000	0.000	Merged-chr8-35628375-52
NR6698--MA0002.2.RUNX1	chr4	132040469	132040479	-	0.000	0.000	Merged-chr4-132040319-80
NR7286--MA0684.1.RUNX3	chr5	118601661	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR4623--MA0002.2.RUNX1	chr18	65819123	65819133	+	0.000	0.000	Merged-chr18-65819211-50
NR2672--MA0002.2.RUNX1	chr13	108390806	108390816	+	0.000	0.000	Merged-chr13-108390764-33
NR8605--MA0511.2.RUNX2	chr8	22728940	22728948	+	0.000	0.000	Merged-chr8-22728865-15
NR3178--MA0002.2.RUNX1	chr14	118950746	118950756	-	0.000	0.000	Merged-chr14-118950797-17
NR6284--MA0002.2.RUNX1	chr4	8666943	8666953	-	0.000	0.000	Merged-chr4-8666905-29
NR6240--MA0511.2.RUNX2	chr3	154509584	154509592	-	0.000	0.000	Merged-chr3-154509671-9
NR8906--MA0684.1.RUNX3	chr8	120396888	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR6412--MA0002.2.RUNX1	chr4	41064289	41064299	+	0.000	0.000	Merged-chr4-41064306-11
NR9198--MA0002.2.RUNX1	chr9	79810687	79810697	-	0.000	0.000	Merged-chr9-79810670-36
NR5953--MA0002.2.RUNX1	chr3	90587001	90587011	+	0.000	0.000	Merged-chr3-90587051-129
NR8073--MA0002.2.RUNX1	chr6	149348299	149348309	-	0.000	0.000	Merged-chr6-149348388-7
NR7269--MA0511.2.RUNX2	chr5	115516845	115516853	+	0.000	0.000	Merged-chr5-115516638-85
NR3038--MA0511.2.RUNX2	chr14	78356899	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR180--MA0684.1.RUNX3	chr1	55372863	55372872	+	0.000	0.000	Merged-chr1-55372833-8
NR9011--MA0511.2.RUNX2	chr9	22155687	22155695	-	0.000	0.000	Merged-chr9-22155812-33
NR722--MA0684.1.RUNX3	chr1	181299306	181299315	-	0.000	0.000	Merged-chr1-181299360-30
NR8453--MA0002.2.RUNX1	chr7	123355109	123355119	-	0.000	0.000	Merged-chr7-123355107-50
NR8724--MA0002.2.RUNX1	chr8	70160137	70160147	+	0.000	0.000	Merged-chr8-70160118-32
NR226--MA0002.2.RUNX1	chr1	66896355	66896365	+	0.000	0.000	Merged-chr1-66896467-67
NR4494--MA0684.1.RUNX3	chr18	37877745	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR6839--MA0002.2.RUNX1	chr4	156196649	156196659	-	0.000	0.000	Merged-chr4-156196778-4
NR1196--MA0511.2.RUNX2	chr10	95476168	95476176	-	0.000	0.000	Merged-chr10-95476158-26
NR8310--MA0002.2.RUNX1	chr7	78566849	78566859	+	0.000	0.000	Merged-chr7-78566867-22
NR478--MA0002.2.RUNX1	chr1	128614921	128614931	+	0.000	0.000	Merged-chr1-128615083-92
NR705--MA0511.2.RUNX2	chr1	178867759	178867767	+	0.000	0.000	Merged-chr1-178867778-2
NR5128--MA0684.1.RUNX3	chr2	59160685	59160694	+	0.000	0.000	Merged-chr2-59160665-10
NR2052--MA0684.1.RUNX3	chr12	86687062	86687071	-	0.000	0.000	Merged-chr12-86687051-28
NR4602--MA0002.2.RUNX1	chr18	61647390	61647400	+	0.000	0.000	Merged-chr18-61647433-25
NR6091--MA0511.2.RUNX2	chr3	129561209	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR4682--MA0511.2.RUNX2	chr18	77767860	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR6411--MA0684.1.RUNX3	chr4	40845072	40845081	-	0.000	0.000	Merged-chr4-40845013-13
NR2698--MA0002.2.RUNX1	chr13	109845030	109845040	+	0.000	0.000	Merged-chr13-109845162-65
NR6471--MA0511.2.RUNX2	chr4	58121128	58121136	+	0.000	0.000	Merged-chr4-58121225-3
NR639--MA0684.1.RUNX3	chr1	166153508	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR696--MA0002.2.RUNX1	chr1	177257423	177257433	-	0.000	0.000	Merged-chr1-177257476-7
NR7248--MA0511.2.RUNX2	chr5	111273868	111273876	+	0.000	0.000	Merged-chr5-111273731-20
NR4840--MA0684.1.RUNX3	chr19	42780005	42780014	-	0.000	0.000	Merged-chr19-42779863-69
NR2812--MA0684.1.RUNX3	chr14	10593655	10593664	+	0.000	0.000	Merged-chr14-10593654-13
NR4615--MA0002.2.RUNX1	chr18	65312498	65312508	-	0.000	0.000	Merged-chr18-65312505-49
NR2393--MA0002.2.RUNX1	chr13	42103184	42103194	-	0.000	0.000	Merged-chr13-42103449-92
NR2664--MA0002.2.RUNX1	chr13	107868594	107868604	+	0.000	0.000	Merged-chr13-107868532-1
NR4966--MA0511.2.RUNX2	chr2	21223170	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR1096--MA0684.1.RUNX3	chr10	71226072	71226081	-	0.000	0.000	Merged-chr10-71226142-30
NR9308--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR6153--MA0684.1.RUNX3	chr3	142437065	142437074	+	0.000	0.000	Merged-chr3-142437047-18
NR2859--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR9209--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR2045--MA0002.2.RUNX1	chr12	85430466	85430476	+	0.000	0.000	Merged-chr12-85430592-32
NR8561--MA0684.1.RUNX3	chr8	14090520	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR4823--MA0511.2.RUNX2	chr19	33265324	33265332	-	0.000	0.000	Merged-chr19-33265390-26
NR2001--MA0511.2.RUNX2	chr12	73598396	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR2938--MA0511.2.RUNX2	chr14	45691009	45691017	-	0.000	0.000	Merged-chr14-45690982-41
NR1791--MA0002.2.RUNX1	chr12	8208225	8208235	+	0.000	0.000	Merged-chr12-8208226-52
NR6799--MA0002.2.RUNX1	chr4	149856497	149856507	+	0.000	0.000	Merged-chr4-149856656-49
NR4248--MA0002.2.RUNX1	chr17	52468606	52468616	-	0.000	0.000	Merged-chr17-52468640-52
NR6755--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR6070--MA0511.2.RUNX2	chr3	123508536	123508544	+	0.000	0.000	Merged-chr3-123508551-84
NR6612--MA0511.2.RUNX2	chr4	98113776	98113784	-	0.000	0.000	Merged-chr4-98113853-12
NR3580--MA0002.2.RUNX1	chr15	103258351	103258361	-	0.000	0.000	Merged-chr15-103258343-65
NR4565--MA0511.2.RUNX2	chr18	54940565	54940573	+	0.000	0.000	Merged-chr18-54940674-40
NR8031--MA0002.2.RUNX1	chr6	143751326	143751336	+	0.000	0.000	Merged-chr6-143751233-79
NR8382--MA0511.2.RUNX2	chr7	105633724	105633732	-	0.000	0.000	Merged-chr7-105633562-65
NR6417--MA0002.2.RUNX1	chr4	41708557	41708567	+	0.000	0.000	Merged-chr4-41708469-7
NR7843--MA0002.2.RUNX1	chr6	117431711	117431721	-	0.000	0.000	Merged-chr6-117431708-65
NR8554--MA0002.2.RUNX1	chr8	13955209	13955219	+	0.000	0.000	Merged-chr8-13955228-14
NR1390--MA0002.2.RUNX1	chr11	11657343	11657353	-	0.000	0.000	Merged-chr11-11657249-55
NR4866--MA0684.1.RUNX3	chr19	55332802	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR4945--MA0511.2.RUNX2	chr2	18524637	18524645	-	0.000	0.000	Merged-chr2-18524516-29
NR579--MA0002.2.RUNX1	chr1	151683178	151683188	+	0.000	0.000	Merged-chr1-151683056-48
NR535--MA0511.2.RUNX2	chr1	144283483	144283491	+	0.000	0.000	Merged-chr1-144283563-68
NR4846--MA0002.2.RUNX1	chr19	46869319	46869329	+	0.000	0.000	Merged-chr19-46869507-48
NR8557--MA0511.2.RUNX2	chr8	14090521	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR806--MA0511.2.RUNX2	chr10	7005413	7005421	+	0.000	0.000	Merged-chr10-7005430-4
NR7952--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR8663--MA0002.2.RUNX1	chr8	40963101	40963111	+	0.000	0.000	Merged-chr8-40963134-88
NR7588--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR6926--MA0684.1.RUNX3	chr5	23387127	23387136	+	0.000	0.000	Merged-chr5-23387051-61
NR4432--MA0002.2.RUNX1	chr18	5990006	5990016	-	0.000	0.000	Merged-chr18-5989979-54
