#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR36938--MA0493.1.Klf1	chr2	84618167	84618177	+	0.000	0.000	Merged-chr2-84617980-37
NR30680--MA1107.1.KLF9	chr17	88480557	88480569	-	0.000	0.000	Merged-chr17-88480530-23
NR3863--MA0039.3.KLF4	chr1	170147761	170147771	+	0.000	0.000	Merged-chr1-170147878-39
NR32316--MA0740.1.KLF14	chr18	76222448	76222461	+	0.000	0.000	Merged-chr18-76222464-24
NR46891--MA0039.3.KLF4	chr4	116010373	116010383	+	0.000	0.000	Merged-chr4-116010359-48
NR27523--MA0657.1.KLF13	chr17	6948670	6948687	+	0.000	0.000	Merged-chr17-6948507-80
NR3560--MA0657.1.KLF13	chr1	164248891	164248908	-	0.000	0.000	Merged-chr1-164249048-102
NR1284--MA0741.1.KLF16	chr1	75487817	75487827	-	0.000	0.000	Merged-chr1-75487610-71
NR14138--MA0493.1.Klf1	chr12	52783216	52783226	-	0.000	0.000	Merged-chr12-52783123-49
NR39353--MA0599.1.KLF5	chr2	160873052	160873061	+	0.000	0.000	Merged-chr2-160872923-80
NR5834--MA0599.1.KLF5	chr10	43706325	43706334	-	0.000	0.000	Merged-chr10-43706280-54
NR28470--MA0599.1.KLF5	chr17	29842094	29842103	-	0.000	0.000	Merged-chr17-29841943-28
NR62809--MA0599.1.KLF5	chr7	127260721	127260730	-	0.000	0.000	Merged-chr7-127260763-55
NR23567--MA0741.1.KLF16	chr15	76701420	76701430	+	0.000	0.000	Merged-chr15-76701507-67
NR32940--MA0039.3.KLF4	chr19	4718766	4718776	+	0.000	0.000	Merged-chr19-4718820-6
NR14058--MA0599.1.KLF5	chr12	44269050	44269059	+	0.000	0.000	Merged-chr12-44269200-102
NR60892--MA1107.1.KLF9	chr7	66689633	66689645	-	0.000	0.000	Merged-chr7-66689788-64
NR36436--MA0741.1.KLF16	chr2	65552069	65552079	-	0.000	0.000	Merged-chr2-65551988-12
NR23838--MA0741.1.KLF16	chr15	80930409	80930419	-	0.000	0.000	Merged-chr15-80930587-88
NR20327--MA0742.1.Klf12	chr14	54464112	54464126	-	0.000	0.000	Merged-chr14-54464203-140
NR33914--MA1107.1.KLF9	chr19	41031261	41031273	-	0.000	0.000	Merged-chr19-41031181-46
NR44660--MA0740.1.KLF14	chr4	19709268	19709281	-	0.000	0.000	Merged-chr4-19709077-75
NR26797--MA0740.1.KLF14	chr16	84703240	84703253	-	0.000	0.000	Merged-chr16-84703200-78
NR14182--MA1107.1.KLF9	chr12	54398457	54398469	-	0.000	0.000	Merged-chr12-54398333-42
NR40348--MA1107.1.KLF9	chr3	9500015	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR50052--MA0493.1.Klf1	chr5	35893447	35893457	+	0.000	0.000	Merged-chr5-35893424-58
NR63061--MA0741.1.KLF16	chr7	130631890	130631900	-	0.000	0.000	Merged-chr7-130631867-47
NR40133--MA1107.1.KLF9	chr2	178427086	178427098	+	0.000	0.000	Merged-chr2-178427210-3
NR47886--MA0742.1.Klf12	chr4	134714103	134714117	+	0.000	0.000	Merged-chr4-134714108-20
NR71925--MA0741.1.KLF16	chrX	41401273	41401283	-	0.000	0.000	Merged-chrX-41401443-3
NR35977--MA0741.1.KLF16	chr2	38643749	38643759	+	0.000	0.000	Merged-chr2-38643899-59
NR69895--MA1107.1.KLF9	chr9	85319569	85319581	-	0.000	0.000	Merged-chr9-85319747-2
NR24410--MA0493.1.Klf1	chr15	93756157	93756167	+	0.000	0.000	Merged-chr15-93756205-23
NR375--MA0740.1.KLF14	chr1	36272648	36272661	-	0.000	0.000	Merged-chr1-36272682-8
NR30049--MA0741.1.KLF16	chr17	74295578	74295588	+	0.000	0.000	Merged-chr17-74295561-5
NR61447--MA0741.1.KLF16	chr7	90476000	90476010	-	0.000	0.000	Merged-chr7-90476243-63
NR55062--MA1107.1.KLF9	chr6	38789651	38789663	+	0.000	0.000	Merged-chr6-38789563-52
NR1141--MA0741.1.KLF16	chr1	72225986	72225996	+	0.000	0.000	Merged-chr1-72226196-93
NR59493--MA0741.1.KLF16	chr7	25209556	25209566	-	0.000	0.000	Merged-chr7-25209520-33
NR67496--MA1107.1.KLF9	chr8	126864499	126864511	+	0.000	0.000	Merged-chr8-126864545-1
NR41140--MA0740.1.KLF14	chr3	57848016	57848029	+	0.000	0.000	Merged-chr3-57848090-4
NR19368--MA0493.1.Klf1	chr14	19042616	19042626	-	0.000	0.000	Merged-chr14-19042517-33
NR2569--MA0599.1.KLF5	chr1	134344750	134344759	+	0.000	0.000	Merged-chr1-134344743-32
NR34794--MA0493.1.Klf1	chr2	9536041	9536051	+	0.000	0.000	Merged-chr2-9536121-12
NR44722--MA0599.1.KLF5	chr4	21931235	21931244	-	0.000	0.000	Merged-chr4-21931298-41
NR31951--MA0741.1.KLF16	chr18	65924899	65924909	-	0.000	0.000	Merged-chr18-65924997-33
NR16578--MA0599.1.KLF5	chr13	36932259	36932268	+	0.000	0.000	Merged-chr13-36932203-7
NR72636--MA0741.1.KLF16	chrX	150813213	150813223	+	0.000	0.000	Merged-chrX-150813149-62
NR50159--MA1107.1.KLF9	chr5	38479189	38479201	-	0.000	0.000	Merged-chr5-38479243-15
NR36688--MA0741.1.KLF16	chr2	73540604	73540614	-	0.000	0.000	Merged-chr2-73540763-38
NR38129--MA0599.1.KLF5	chr2	127247932	127247941	-	0.000	0.000	Merged-chr2-127248073-84
NR47432--MA0599.1.KLF5	chr4	129238993	129239002	+	0.000	0.000	Merged-chr4-129238994-27
NR8530--MA0493.1.Klf1	chr10	120112993	120113003	-	0.000	0.000	Merged-chr10-120112828-89
NR2693--MA1107.1.KLF9	chr1	136617584	136617596	-	0.000	0.000	Merged-chr1-136617404-40
NR13542--MA0657.1.KLF13	chr12	15536023	15536040	-	0.000	0.000	Merged-chr12-15536023-13
NR56319--MA0742.1.Klf12	chr6	90604893	90604907	-	0.000	0.000	Merged-chr6-90604806-66
NR7659--MA1107.1.KLF9	chr10	89764350	89764362	-	0.000	0.000	Merged-chr10-89764216-3
NR21539--MA0741.1.KLF16	chr14	103620082	103620092	-	0.000	0.000	Merged-chr14-103620031-34
NR50826--MA1107.1.KLF9	chr5	71701053	71701065	+	0.000	0.000	Merged-chr5-71701009-20
NR238--MA0599.1.KLF5	chr1	23399674	23399683	-	0.000	0.000	Merged-chr1-23399724-29
NR27241--MA0741.1.KLF16	chr16	96208436	96208446	-	0.000	0.000	Merged-chr16-96208613-13
NR54748--MA0599.1.KLF5	chr6	28878189	28878198	-	0.000	0.000	Merged-chr6-28878211-33
NR55501--MA0740.1.KLF14	chr6	53986472	53986485	-	0.000	0.000	Merged-chr6-53986314-10
NR19553--MA0740.1.KLF14	chr14	24779207	24779220	+	0.000	0.000	Merged-chr14-24779334-63
NR45363--MA1107.1.KLF9	chr4	47001272	47001284	+	0.000	0.000	Merged-chr4-47001144-9
NR47267--MA0742.1.Klf12	chr4	124657290	124657304	-	0.000	0.000	Merged-chr4-124657486-59
NR67491--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR54872--MA1107.1.KLF9	chr6	31033156	31033168	+	0.000	0.000	Merged-chr6-31033300-19
NR59838--MA1107.1.KLF9	chr7	29211574	29211586	+	0.000	0.000	Merged-chr7-29211529-84
NR58794--MA0599.1.KLF5	chr7	4151117	4151126	-	0.000	0.000	Merged-chr7-4151016-19
NR66752--MA0599.1.KLF5	chr8	114133563	114133572	+	0.000	0.000	Merged-chr8-114133765-61
NR6924--MA0599.1.KLF5	chr10	78574979	78574988	-	0.000	0.000	Merged-chr10-78574791-126
NR1139--MA0599.1.KLF5	chr1	72226000	72226009	-	0.000	0.000	Merged-chr1-72226196-93
NR1935--MA0741.1.KLF16	chr1	111864955	111864965	-	0.000	0.000	Merged-chr1-111864716-124
NR18460--MA0741.1.KLF16	chr13	105047443	105047453	-	0.000	0.000	Merged-chr13-105047400-59
NR59145--MA0741.1.KLF16	chr7	17009467	17009477	+	0.000	0.000	Merged-chr7-17009648-32
NR28857--MA0740.1.KLF14	chr17	35910129	35910142	+	0.000	0.000	Merged-chr17-35910117-56
NR72017--MA0741.1.KLF16	chrX	53370561	53370571	-	0.000	0.000	Merged-chrX-53370330-90
NR38105--MA0039.3.KLF4	chr2	125673466	125673476	-	0.000	0.000	Merged-chr2-125673245-74
NR37714--MA1107.1.KLF9	chr2	115581751	115581763	-	0.000	0.000	Merged-chr2-115581699-80
NR572--MA0039.3.KLF4	chr1	40086105	40086115	-	0.000	0.000	Merged-chr1-40085963-65
NR67738--MA0741.1.KLF16	chr9	14281803	14281813	-	0.000	0.000	Merged-chr9-14281792-3
NR7306--MA0493.1.Klf1	chr10	81470761	81470771	-	0.000	0.000	Merged-chr10-81470756-23
NR50751--MA0599.1.KLF5	chr5	65950934	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR65121--MA0741.1.KLF16	chr8	64947147	64947157	-	0.000	0.000	Merged-chr8-64947122-116
NR11962--MA0740.1.KLF14	chr11	97884194	97884207	+	0.000	0.000	Merged-chr11-97884212-84
NR38035--MA0599.1.KLF5	chr2	122469535	122469544	+	0.000	0.000	Merged-chr2-122469407-42
NR29173--MA0741.1.KLF16	chr17	46967164	46967174	-	0.000	0.000	Merged-chr17-46967168-48
NR47759--MA0599.1.KLF5	chr4	133299228	133299237	+	0.000	0.000	Merged-chr4-133299309-8
NR2260--MA0599.1.KLF5	chr1	127409675	127409684	-	0.000	0.000	Merged-chr1-127409682-14
NR63170--MA0741.1.KLF16	chr7	132336889	132336899	-	0.000	0.000	Merged-chr7-132337014-20
NR70457--MA1107.1.KLF9	chr9	102834907	102834919	+	0.000	0.000	Merged-chr9-102834749-1
NR7226--MA0599.1.KLF5	chr10	81253308	81253317	-	0.000	0.000	Merged-chr10-81253220-18
NR40094--MA0741.1.KLF16	chr2	174556042	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR30340--MA1107.1.KLF9	chr17	80621135	80621147	+	0.000	0.000	Merged-chr17-80621176-31
NR71763--MA0741.1.KLF16	chrX	12062742	12062752	+	0.000	0.000	Merged-chrX-12062732-18
NR45546--MA0740.1.KLF14	chr4	55532655	55532668	-	0.000	0.000	Merged-chr4-55532798-90
NR50389--MA0742.1.Klf12	chr5	52833918	52833932	+	0.000	0.000	Merged-chr5-52834011-78
NR44815--MA1107.1.KLF9	chr4	32950899	32950911	+	0.000	0.000	Merged-chr4-32950743-79
NR28694--MA0599.1.KLF5	chr17	34592185	34592194	+	0.000	0.000	Merged-chr17-34592254-25
NR13746--MA1107.1.KLF9	chr12	25439012	25439024	-	0.000	0.000	Merged-chr12-25438792-86
NR29085--MA0493.1.Klf1	chr17	46032430	46032440	+	0.000	0.000	Merged-chr17-46032606-61
NR65322--MA0599.1.KLF5	chr8	70608611	70608620	-	0.000	0.000	Merged-chr8-70608498-6
NR39013--MA0599.1.KLF5	chr2	153015447	153015456	-	0.000	0.000	Merged-chr2-153015323-52
NR30895--MA0742.1.Klf12	chr18	10706809	10706823	-	0.000	0.000	Merged-chr18-10706716-49
NR45136--MA0599.1.KLF5	chr4	43044014	43044023	+	0.000	0.000	Merged-chr4-43044114-23
NR31882--MA1107.1.KLF9	chr18	64527556	64527568	+	0.000	0.000	Merged-chr18-64527556-47
NR71900--MA0742.1.Klf12	chrX	38189712	38189726	+	0.000	0.000	Merged-chrX-38189894-60
NR41648--MA0039.3.KLF4	chr3	88022960	88022970	+	0.000	0.000	Merged-chr3-88023115-51
NR59397--MA0741.1.KLF16	chr7	24301056	24301066	+	0.000	0.000	Merged-chr7-24301044-7
NR6900--MA0039.3.KLF4	chr10	78372833	78372843	+	0.000	0.000	Merged-chr10-78372862-56
NR811--MA0599.1.KLF5	chr1	55087973	55087982	+	0.000	0.000	Merged-chr1-55087990-104
NR31739--MA1107.1.KLF9	chr18	60502505	60502517	+	0.000	0.000	Merged-chr18-60502470-34
NR17792--MA1107.1.KLF9	chr13	83608480	83608492	+	0.000	0.000	Merged-chr13-83608381-13
NR71426--MA1107.1.KLF9	chr9	121374787	121374799	+	0.000	0.000	Merged-chr9-121374678-22
NR42773--MA0741.1.KLF16	chr3	115897932	115897942	+	0.000	0.000	Merged-chr3-115897908-5
NR60543--MA1107.1.KLF9	chr7	49303816	49303828	-	0.000	0.000	Merged-chr7-49303959-15
NR42093--MA0039.3.KLF4	chr3	96575127	96575137	+	0.000	0.000	Merged-chr3-96575084-6
NR23351--MA1107.1.KLF9	chr15	73137755	73137767	+	0.000	0.000	Merged-chr15-73137730-76
NR50196--MA0599.1.KLF5	chr5	41708151	41708160	+	0.000	0.000	Merged-chr5-41708072-132
NR2200--MA0740.1.KLF14	chr1	125560587	125560600	-	0.000	0.000	Merged-chr1-125560657-77
NR50872--MA0599.1.KLF5	chr5	73223277	73223286	+	0.000	0.000	Merged-chr5-73223278-33
NR30686--MA0599.1.KLF5	chr17	88597611	88597620	+	0.000	0.000	Merged-chr17-88597413-65
NR10006--MA0039.3.KLF4	chr11	49203585	49203595	+	0.000	0.000	Merged-chr11-49203524-131
NR7202--MA0039.3.KLF4	chr10	81136447	81136457	-	0.000	0.000	Merged-chr10-81136337-26
NR56568--MA0039.3.KLF4	chr6	97149008	97149018	+	0.000	0.000	Merged-chr6-97148793-82
NR37623--MA0741.1.KLF16	chr2	112240498	112240508	+	0.000	0.000	Merged-chr2-112240570-1
NR66506--MA0599.1.KLF5	chr8	106054371	106054380	-	0.000	0.000	Merged-chr8-106054451-60
NR2587--MA0599.1.KLF5	chr1	134747697	134747706	+	0.000	0.000	Merged-chr1-134747834-30
NR68003--MA0740.1.KLF14	chr9	22132312	22132325	-	0.000	0.000	Merged-chr9-22132302-2
NR27479--MA0599.1.KLF5	chr17	6477182	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR68155--MA0657.1.KLF13	chr9	32488003	32488020	-	0.000	0.000	Merged-chr9-32487772-66
NR27984--MA0740.1.KLF14	chr17	23599107	23599120	+	0.000	0.000	Merged-chr17-23599056-62
NR59964--MA0493.1.Klf1	chr7	30717402	30717412	+	0.000	0.000	Merged-chr7-30717543-30
NR55032--MA0742.1.Klf12	chr6	38343791	38343805	-	0.000	0.000	Merged-chr6-38343840-5
NR883--MA0741.1.KLF16	chr1	59482085	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR17263--MA0657.1.KLF13	chr13	59585296	59585313	-	0.000	0.000	Merged-chr13-59585318-80
NR16381--MA0599.1.KLF5	chr13	24801274	24801283	-	0.000	0.000	Merged-chr13-24801092-142
NR69340--MA1107.1.KLF9	chr9	68969076	68969088	-	0.000	0.000	Merged-chr9-68969270-17
NR8634--MA0740.1.KLF14	chr10	122097286	122097299	+	0.000	0.000	Merged-chr10-122097212-93
NR1017--MA1107.1.KLF9	chr1	66201876	66201888	+	0.000	0.000	Merged-chr1-66201710-4
NR67842--MA0599.1.KLF5	chr9	20757379	20757388	-	0.000	0.000	Merged-chr9-20757221-14
NR28670--MA0039.3.KLF4	chr17	34143299	34143309	+	0.000	0.000	Merged-chr17-34143212-26
NR15026--MA1107.1.KLF9	chr12	91745721	91745733	+	0.000	0.000	Merged-chr12-91745848-45
NR23785--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR25890--MA0599.1.KLF5	chr16	35154815	35154824	-	0.000	0.000	Merged-chr16-35154981-11
NR59254--MA0741.1.KLF16	chr7	19272311	19272321	-	0.000	0.000	Merged-chr7-19272512-2
NR31664--MA0599.1.KLF5	chr18	56621018	56621027	-	0.000	0.000	Merged-chr18-56620960-32
NR5964--MA0599.1.KLF5	chr10	53889515	53889524	-	0.000	0.000	Merged-chr10-53889619-14
NR66173--MA0039.3.KLF4	chr8	94454238	94454248	-	0.000	0.000	Merged-chr8-94454274-59
NR2014--MA0599.1.KLF5	chr1	118627897	118627906	+	0.000	0.000	Merged-chr1-118628003-42
NR256--MA0599.1.KLF5	chr1	24100413	24100422	+	0.000	0.000	Merged-chr1-24100239-49
NR40497--MA0599.1.KLF5	chr3	22115518	22115527	+	0.000	0.000	Merged-chr3-22115498-23
NR52361--MA0741.1.KLF16	chr5	118661942	118661952	+	0.000	0.000	Merged-chr5-118661904-17
NR7270--MA0741.1.KLF16	chr10	81378514	81378524	+	0.000	0.000	Merged-chr10-81378614-74
NR25532--MA0599.1.KLF5	chr16	20611628	20611637	+	0.000	0.000	Merged-chr16-20611515-66
NR52632--MA0741.1.KLF16	chr5	123973582	123973592	-	0.000	0.000	Merged-chr5-123973673-46
NR25871--MA1107.1.KLF9	chr16	34690562	34690574	-	0.000	0.000	Merged-chr16-34690700-62
NR72387--MA0742.1.Klf12	chrX	101419749	101419763	+	0.000	0.000	Merged-chrX-101419940-50
NR35986--MA0039.3.KLF4	chr2	38825400	38825410	+	0.000	0.000	Merged-chr2-38825321-27
NR61065--MA0493.1.Klf1	chr7	78383921	78383931	+	0.000	0.000	Merged-chr7-78384000-1
NR30672--MA0493.1.Klf1	chr17	88316548	88316558	-	0.000	0.000	Merged-chr17-88316434-22
NR63917--MA0599.1.KLF5	chr7	144915058	144915067	+	0.000	0.000	Merged-chr7-144915039-103
NR12795--MA1107.1.KLF9	chr11	114813028	114813040	+	0.000	0.000	Merged-chr11-114812922-18
NR38348--MA0493.1.Klf1	chr2	132131490	132131500	+	0.000	0.000	Merged-chr2-132131548-24
NR2563--MA0039.3.KLF4	chr1	134332897	134332907	+	0.000	0.000	Merged-chr1-134332992-10
NR13872--MA0493.1.Klf1	chr12	31756030	31756040	-	0.000	0.000	Merged-chr12-31756239-29
NR65200--MA1107.1.KLF9	chr8	69790622	69790634	+	0.000	0.000	Merged-chr8-69790538-1
NR43851--MA0741.1.KLF16	chr3	146045216	146045226	-	0.000	0.000	Merged-chr3-146045142-29
NR40340--MA0742.1.Klf12	chr3	9038553	9038567	+	0.000	0.000	Merged-chr3-9038464-31
NR32609--MA0657.1.KLF13	chr18	82532264	82532281	-	0.000	0.000	Merged-chr18-82532131-16
NR35343--MA0599.1.KLF5	chr2	25549704	25549713	-	0.000	0.000	Merged-chr2-25549553-59
NR58515--MA0039.3.KLF4	chr6	144644995	144645005	-	0.000	0.000	Merged-chr6-144644846-28
NR10804--MA0493.1.Klf1	chr11	69962022	69962032	-	0.000	0.000	Merged-chr11-69962137-7
NR25956--MA0740.1.KLF14	chr16	37385004	37385017	+	0.000	0.000	Merged-chr16-37384954-25
NR557--MA0742.1.Klf12	chr1	39941509	39941523	+	0.000	0.000	Merged-chr1-39941675-40
NR23166--MA0741.1.KLF16	chr15	62079506	62079516	+	0.000	0.000	Merged-chr15-62079594-24
NR44291--MA0741.1.KLF16	chr3	155093415	155093425	+	0.000	0.000	Merged-chr3-155093462-79
NR2699--MA0599.1.KLF5	chr1	136672791	136672800	+	0.000	0.000	Merged-chr1-136672733-46
NR36894--MA0599.1.KLF5	chr2	80315618	80315627	+	0.000	0.000	Merged-chr2-80315576-77
NR49060--MA1107.1.KLF9	chr4	155154766	155154778	-	0.000	0.000	Merged-chr4-155154662-3
NR47562--MA0599.1.KLF5	chr4	130174878	130174887	-	0.000	0.000	Merged-chr4-130174811-14
NR49818--MA0599.1.KLF5	chr5	30353819	30353828	-	0.000	0.000	Merged-chr5-30353789-16
NR36306--MA0741.1.KLF16	chr2	59534544	59534554	+	0.000	0.000	Merged-chr2-59534510-22
NR23708--MA0741.1.KLF16	chr15	78919839	78919849	-	0.000	0.000	Merged-chr15-78920036-14
NR20963--MA0039.3.KLF4	chr14	72983653	72983663	-	0.000	0.000	Merged-chr14-72983519-34
NR41117--MA0742.1.Klf12	chr3	55688149	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR36199--MA1107.1.KLF9	chr2	52542688	52542700	+	0.000	0.000	Merged-chr2-52542865-9
NR29407--MA1107.1.KLF9	chr17	51735666	51735678	+	0.000	0.000	Merged-chr17-51735735-27
NR49809--MA0740.1.KLF14	chr5	30240771	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR22052--MA0599.1.KLF5	chr14	120974732	120974741	-	0.000	0.000	Merged-chr14-120974661-5
NR65555--MA0599.1.KLF5	chr8	72723226	72723235	+	0.000	0.000	Merged-chr8-72723384-47
NR3757--MA0493.1.Klf1	chr1	167000941	167000951	-	0.000	0.000	Merged-chr1-167001079-46
NR55546--MA0741.1.KLF16	chr6	54595352	54595362	+	0.000	0.000	Merged-chr6-54595326-63
NR45154--MA0599.1.KLF5	chr4	43479613	43479622	-	0.000	0.000	Merged-chr4-43479477-7
NR60517--MA0493.1.Klf1	chr7	48132275	48132285	+	0.000	0.000	Merged-chr7-48132201-46
NR34208--MA0493.1.Klf1	chr19	47915500	47915510	-	0.000	0.000	Merged-chr19-47915460-18
NR57588--MA0599.1.KLF5	chr6	127149900	127149909	-	0.000	0.000	Merged-chr6-127149806-20
NR67720--MA1107.1.KLF9	chr9	14172174	14172186	-	0.000	0.000	Merged-chr9-14171965-37
NR2939--MA0742.1.Klf12	chr1	150465584	150465598	+	0.000	0.000	Merged-chr1-150465561-21
NR30487--MA0740.1.KLF14	chr17	84148964	84148977	+	0.000	0.000	Merged-chr17-84148977-32
NR35847--MA0741.1.KLF16	chr2	34646458	34646468	-	0.000	0.000	Merged-chr2-34646345-53
NR20485--MA0740.1.KLF14	chr14	57525815	57525828	-	0.000	0.000	Merged-chr14-57525572-80
NR16116--MA1107.1.KLF9	chr13	5862496	5862508	-	0.000	0.000	Merged-chr13-5862430-12
NR69094--MA0741.1.KLF16	chr9	62425311	62425321	-	0.000	0.000	Merged-chr9-62425384-15
NR66196--MA1107.1.KLF9	chr8	95154908	95154920	+	0.000	0.000	Merged-chr8-95154872-23
NR61913--MA0657.1.KLF13	chr7	105633651	105633668	+	0.000	0.000	Merged-chr7-105633562-65
NR22700--MA1107.1.KLF9	chr15	38094974	38094986	+	0.000	0.000	Merged-chr15-38095035-21
NR13974--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR9996--MA0741.1.KLF16	chr11	49202766	49202776	-	0.000	0.000	Merged-chr11-49202721-8
NR8409--MA1107.1.KLF9	chr10	118090009	118090021	-	0.000	0.000	Merged-chr10-118090052-13
NR10024--MA0039.3.KLF4	chr11	49846836	49846846	+	0.000	0.000	Merged-chr11-49846891-75
NR9601--MA0741.1.KLF16	chr11	23124544	23124554	+	0.000	0.000	Merged-chr11-23124595-33
NR62596--MA0740.1.KLF14	chr7	121734408	121734421	-	0.000	0.000	Merged-chr7-121734454-58
NR37168--MA1107.1.KLF9	chr2	93454488	93454500	+	0.000	0.000	Merged-chr2-93454506-54
NR52931--MA0599.1.KLF5	chr5	129715433	129715442	+	0.000	0.000	Merged-chr5-129715582-48
NR37844--MA1107.1.KLF9	chr2	118491087	118491099	+	0.000	0.000	Merged-chr2-118491236-48
NR64716--MA0742.1.Klf12	chr8	40963168	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR66863--MA1107.1.KLF9	chr8	116689829	116689841	+	0.000	0.000	Merged-chr8-116689955-52
NR13626--MA0493.1.Klf1	chr12	20815805	20815815	-	0.000	0.000	Merged-chr12-20815724-27
NR68904--MA1107.1.KLF9	chr9	57647824	57647836	-	0.000	0.000	Merged-chr9-57647746-26
NR6820--MA1107.1.KLF9	chr10	77259167	77259179	+	0.000	0.000	Merged-chr10-77259226-56
NR19455--MA0741.1.KLF16	chr14	21750536	21750546	+	0.000	0.000	Merged-chr14-21750492-17
NR33056--MA0599.1.KLF5	chr19	5726338	5726347	-	0.000	0.000	Merged-chr19-5726405-23
NR39571--MA0039.3.KLF4	chr2	166620684	166620694	-	0.000	0.000	Merged-chr2-166620624-54
NR7356--MA0599.1.KLF5	chr10	82859158	82859167	-	0.000	0.000	Merged-chr10-82859313-42
NR58557--MA0599.1.KLF5	chr6	145049107	145049116	+	0.000	0.000	Merged-chr6-145048990-28
NR14242--MA0741.1.KLF16	chr12	55388664	55388674	+	0.000	0.000	Merged-chr12-55388568-28
NR24368--MA0740.1.KLF14	chr15	93374729	93374742	-	0.000	0.000	Merged-chr15-93374795-20
NR32327--MA0741.1.KLF16	chr18	76222439	76222449	+	0.000	0.000	Merged-chr18-76222464-24
NR71664--MA0493.1.Klf1	chrX	7763899	7763909	+	0.000	0.000	Merged-chrX-7763872-12
NR62075--MA0599.1.KLF5	chr7	110627601	110627610	+	0.000	0.000	Merged-chr7-110627584-9
NR7695--MA1107.1.KLF9	chr10	91122848	91122860	-	0.000	0.000	Merged-chr10-91122777-7
NR45355--MA0493.1.Klf1	chr4	46666442	46666452	-	0.000	0.000	Merged-chr4-46666522-9
NR41353--MA1107.1.KLF9	chr3	69524992	69525004	+	0.000	0.000	Merged-chr3-69525025-15
NR5765--MA0741.1.KLF16	chr10	42018387	42018397	-	0.000	0.000	Merged-chr10-42018378-38
NR27777--MA0741.1.KLF16	chr17	13668662	13668672	+	0.000	0.000	Merged-chr17-13668793-34
NR55622--MA1107.1.KLF9	chr6	56916397	56916409	+	0.000	0.000	Merged-chr6-56916577-48
NR37172--MA0039.3.KLF4	chr2	93468306	93468316	+	0.000	0.000	Merged-chr2-93468360-20
NR12562--MA0741.1.KLF16	chr11	109375502	109375512	-	0.000	0.000	Merged-chr11-109375589-56
NR22688--MA0740.1.KLF14	chr15	37791658	37791671	+	0.000	0.000	Merged-chr15-37791707-76
NR17672--MA0493.1.Klf1	chr13	75707454	75707464	-	0.000	0.000	Merged-chr13-75707765-110
NR46681--MA0039.3.KLF4	chr4	107989142	107989152	-	0.000	0.000	Merged-chr4-107989218-22
NR7337--MA1107.1.KLF9	chr10	82178644	82178656	-	0.000	0.000	Merged-chr10-82178515-67
NR43213--MA0740.1.KLF14	chr3	129901424	129901437	-	0.000	0.000	Merged-chr3-129901484-63
NR8124--MA0740.1.KLF14	chr10	110455856	110455869	+	0.000	0.000	Merged-chr10-110455939-29
NR45457--MA0742.1.Klf12	chr4	52438968	52438982	-	0.000	0.000	Merged-chr4-52439085-87
NR17641--MA0742.1.Klf12	chr13	74166918	74166932	+	0.000	0.000	Merged-chr13-74166987-58
NR41089--MA0741.1.KLF16	chr3	54692827	54692837	-	0.000	0.000	Merged-chr3-54692822-61
NR16586--MA1107.1.KLF9	chr13	37453500	37453512	+	0.000	0.000	Merged-chr13-37453383-12
NR38290--MA0742.1.Klf12	chr2	131186879	131186893	+	0.000	0.000	Merged-chr2-131186955-76
NR28185--MA0740.1.KLF14	chr17	26917010	26917023	-	0.000	0.000	Merged-chr17-26916999-47
NR46417--MA0741.1.KLF16	chr4	101217269	101217279	-	0.000	0.000	Merged-chr4-101217167-64
NR31770--MA0740.1.KLF14	chr18	60848885	60848898	+	0.000	0.000	Merged-chr18-60848953-52
NR17583--MA0599.1.KLF5	chr13	73265742	73265751	+	0.000	0.000	Merged-chr13-73265684-17
NR13518--MA1107.1.KLF9	chr12	12176297	12176309	+	0.000	0.000	Merged-chr12-12176537-33
NR24988--MA0493.1.Klf1	chr16	3872304	3872314	+	0.000	0.000	Merged-chr16-3872425-54
NR72878--MA0657.1.KLF13	chrX	162829402	162829419	+	0.000	0.000	Merged-chrX-162829307-73
NR64968--MA0742.1.Klf12	chr8	57503826	57503840	-	0.000	0.000	Merged-chr8-57503871-22
