#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR4219--MA0089.1.MAFG::NFE2L1	chr14	57808728	57808733	-	0.000	0.000	Merged-chr14-57808793-21
NR12504--MA0089.1.MAFG::NFE2L1	chr8	36993537	36993542	+	0.000	0.000	Merged-chr8-36993607-79
NR4858--MA0495.2.MAFF	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR13386--MA0591.1.Bach1::Mafk	chr9	99469963	99469977	-	0.000	0.000	Merged-chr9-99469936-29
NR2353--MA0117.2.Mafb	chr11	87422942	87422953	+	0.000	0.000	Merged-chr11-87422985-71
NR4648--MA0501.1.MAF::NFE2	chr15	25216831	25216845	+	0.000	0.000	Merged-chr15-25216736-38
NR237--MA0117.2.Mafb	chr1	53776809	53776820	+	0.000	0.000	Merged-chr1-53776706-48
NR1543--MA0501.1.MAF::NFE2	chr10	60262517	60262531	-	0.000	0.000	Merged-chr10-60262636-1
NR863--MA0501.1.MAF::NFE2	chr1	160042516	160042530	-	0.000	0.000	Merged-chr1-160042538-15
NR10040--MA0496.2.MAFK	chr5	21658705	21658723	-	0.000	0.000	Merged-chr5-21658802-28
NR10387--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR5043--MA0496.2.MAFK	chr15	96638161	96638179	+	0.000	0.000	Merged-chr15-96638375-49
NR3666--MA0591.1.Bach1::Mafk	chr13	103110005	103110019	-	0.000	0.000	Merged-chr13-103110112-59
NR12402--MA0089.1.MAFG::NFE2L1	chr8	18738505	18738510	+	0.000	0.000	Merged-chr8-18738622-3
NR2371--MA0117.2.Mafb	chr11	95834510	95834521	-	0.000	0.000	Merged-chr11-95834511-50
NR3263--MA0089.1.MAFG::NFE2L1	chr13	36430592	36430597	-	0.000	0.000	Merged-chr13-36430663-5
NR12366--MA0591.1.Bach1::Mafk	chr8	11007717	11007731	-	0.000	0.000	Merged-chr8-11007767-63
NR11131--MA0591.1.Bach1::Mafk	chr6	71125153	71125167	+	0.000	0.000	Merged-chr6-71125305-30
NR5605--MA0117.2.Mafb	chr16	89835822	89835833	+	0.000	0.000	Merged-chr16-89835915-50
NR11408--MA0591.1.Bach1::Mafk	chr6	119635739	119635753	-	0.000	0.000	Merged-chr6-119635924-52
NR4204--MA0089.1.MAFG::NFE2L1	chr14	54158810	54158815	+	0.000	0.000	Merged-chr14-54158757-16
NR6553--MA0089.1.MAFG::NFE2L1	chr18	64913497	64913502	+	0.000	0.000	Merged-chr18-64913437-34
NR1268--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR12894--MA0089.1.MAFG::NFE2L1	chr8	111527344	111527349	+	0.000	0.000	Merged-chr8-111527388-53
NR3941--MA0089.1.MAFG::NFE2L1	chr14	14905354	14905359	-	0.000	0.000	Merged-chr14-14905215-33
NR13184--MA0501.1.MAF::NFE2	chr9	69440218	69440232	-	0.000	0.000	Merged-chr9-69440174-25
NR5059--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR9067--MA0496.2.MAFK	chr4	6446816	6446834	-	0.000	0.000	Merged-chr4-6446926-20
NR12981--MA0089.1.MAFG::NFE2L1	chr8	128363438	128363443	-	0.000	0.000	Merged-chr8-128363423-35
NR2970--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	+	0.000	0.000	Merged-chr12-103341437-53
NR2488--MA0659.1.MAFG	chr12	3745895	3745915	+	0.000	0.000	Merged-chr12-3745858-43
NR8662--MA0496.2.MAFK	chr3	107278813	107278831	+	0.000	0.000	Merged-chr3-107279033-49
NR6566--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR12011--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR13646--MA0089.1.MAFG::NFE2L1	chrX	95165870	95165875	-	0.000	0.000	Merged-chrX-95165737-1
NR11863--MA0089.1.MAFG::NFE2L1	chr7	55960533	55960538	-	0.000	0.000	Merged-chr7-55960600-37
NR12602--MA0089.1.MAFG::NFE2L1	chr8	61425355	61425360	+	0.000	0.000	Merged-chr8-61425459-4
NR4043--MA0501.1.MAF::NFE2	chr14	32492806	32492820	-	0.000	0.000	Merged-chr14-32492758-31
NR3895--MA0501.1.MAF::NFE2	chr14	11038124	11038138	+	0.000	0.000	Merged-chr14-11038136-4
NR8130--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR2541--MA0591.1.Bach1::Mafk	chr12	17507391	17507405	-	0.000	0.000	Merged-chr12-17507357-35
NR6129--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR6955--MA0089.1.MAFG::NFE2L1	chr2	11548810	11548815	+	0.000	0.000	Merged-chr2-11548721-17
NR10862--MA0117.2.Mafb	chr6	29348047	29348058	-	0.000	0.000	Merged-chr6-29348020-58
NR6840--MA0089.1.MAFG::NFE2L1	chr19	41332361	41332366	+	0.000	0.000	Merged-chr19-41332408-11
NR733--MA0089.1.MAFG::NFE2L1	chr1	133363656	133363661	-	0.000	0.000	Merged-chr1-133363736-34
NR13208--MA0495.2.MAFF	chr9	75582154	75582174	-	0.000	0.000	Merged-chr9-75582194-17
NR6766--MA0089.1.MAFG::NFE2L1	chr19	10577105	10577110	-	0.000	0.000	Merged-chr19-10577280-70
NR6778--MA0501.1.MAF::NFE2	chr19	14352220	14352234	+	0.000	0.000	Merged-chr19-14352313-109
NR4547--MA0117.2.Mafb	chr14	122534096	122534107	-	0.000	0.000	Merged-chr14-122534294-63
NR12042--MA0495.2.MAFF	chr7	84750042	84750062	-	0.000	0.000	Merged-chr7-84750055-36
NR1625--MA0495.2.MAFF	chr10	70903743	70903763	+	0.000	0.000	Merged-chr10-70903939-1
NR4262--MA0591.1.Bach1::Mafk	chr14	73385223	73385237	+	0.000	0.000	Merged-chr14-73385032-86
NR3304--MA0591.1.Bach1::Mafk	chr13	51651724	51651738	-	0.000	0.000	Merged-chr13-51651703-54
NR13490--MA0495.2.MAFF	chr9	120960864	120960884	-	0.000	0.000	Merged-chr9-120960803-26
NR4604--MA0089.1.MAFG::NFE2L1	chr15	12268102	12268107	-	0.000	0.000	Merged-chr15-12268204-21
NR9757--MA0496.2.MAFK	chr4	142153735	142153753	-	0.000	0.000	Merged-chr4-142153700-30
NR9652--MA0089.1.MAFG::NFE2L1	chr4	115057386	115057391	-	0.000	0.000	Merged-chr4-115057224-34
NR2821--MA0089.1.MAFG::NFE2L1	chr12	71015954	71015959	-	0.000	0.000	Merged-chr12-71015954-124
NR2833--MA0117.2.Mafb	chr12	77060305	77060316	-	0.000	0.000	Merged-chr12-77060270-44
NR2327--MA0591.1.Bach1::Mafk	chr11	79130169	79130183	+	0.000	0.000	Merged-chr11-79129992-68
NR4402--MA0501.1.MAF::NFE2	chr14	103469658	103469672	-	0.000	0.000	Merged-chr14-103469586-86
NR11138--MA0501.1.MAF::NFE2	chr6	72552775	72552789	-	0.000	0.000	Merged-chr6-72552853-56
NR9387--MA0591.1.Bach1::Mafk	chr4	63544760	63544774	-	0.000	0.000	Merged-chr4-63544778-69
NR13368--MA0089.1.MAFG::NFE2L1	chr9	96818636	96818641	+	0.000	0.000	Merged-chr9-96818698-31
NR6751--MA0089.1.MAFG::NFE2L1	chr19	8798592	8798597	-	0.000	0.000	Merged-chr19-8798550-51
NR2178--MA0591.1.Bach1::Mafk	chr11	26640671	26640685	+	0.000	0.000	Merged-chr11-26640535-47
NR2108--MA0501.1.MAF::NFE2	chr11	11573642	11573656	-	0.000	0.000	Merged-chr11-11573827-37
NR2851--MA0117.2.Mafb	chr12	81845177	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR4671--MA0591.1.Bach1::Mafk	chr15	27884751	27884765	-	0.000	0.000	Merged-chr15-27884591-29
NR3702--MA0495.2.MAFF	chr13	107095407	107095427	-	0.000	0.000	Merged-chr13-107095527-25
NR4213--MA0089.1.MAFG::NFE2L1	chr14	54361013	54361018	-	0.000	0.000	Merged-chr14-54361034-73
NR2067--MA0089.1.MAFG::NFE2L1	chr11	5762422	5762427	-	0.000	0.000	Merged-chr11-5762236-58
NR5142--MA0089.1.MAFG::NFE2L1	chr16	8870002	8870007	+	0.000	0.000	Merged-chr16-8869938-27
NR8045--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR13589--MA0495.2.MAFF	chrX	59568329	59568349	-	0.000	0.000	Merged-chrX-59568240-6
NR12222--MA0089.1.MAFG::NFE2L1	chr7	113143717	113143722	+	0.000	0.000	Merged-chr7-113143723-32
NR3950--MA0089.1.MAFG::NFE2L1	chr14	15934907	15934912	+	0.000	0.000	Merged-chr14-15934852-7
NR3245--MA0496.2.MAFK	chr13	31505465	31505483	-	0.000	0.000	Merged-chr13-31505526-12
NR5068--MA0089.1.MAFG::NFE2L1	chr15	102510783	102510788	+	0.000	0.000	Merged-chr15-102510806-31
NR6864--MA0089.1.MAFG::NFE2L1	chr19	53479841	53479846	+	0.000	0.000	Merged-chr19-53479762-36
NR10539--MA0495.2.MAFF	chr5	125158606	125158626	-	0.000	0.000	Merged-chr5-125158641-59
NR8734--MA0089.1.MAFG::NFE2L1	chr3	121548238	121548243	-	0.000	0.000	Merged-chr3-121548223-73
NR4667--MA0501.1.MAF::NFE2	chr15	27518263	27518277	-	0.000	0.000	Merged-chr15-27518308-43
NR6084--MA0089.1.MAFG::NFE2L1	chr17	80772610	80772615	+	0.000	0.000	Merged-chr17-80772766-52
NR8330--MA0089.1.MAFG::NFE2L1	chr3	59079452	59079457	-	0.000	0.000	Merged-chr3-59079479-32
NR11645--MA0501.1.MAF::NFE2	chr6	147744309	147744323	-	0.000	0.000	Merged-chr6-147744282-3
NR12266--MA0496.2.MAFK	chr7	127573109	127573127	+	0.000	0.000	Merged-chr7-127573236-53
NR10176--MA0089.1.MAFG::NFE2L1	chr5	54025806	54025811	+	0.000	0.000	Merged-chr5-54025848-5
NR6665--MA0659.1.MAFG	chr18	82826227	82826247	+	0.000	0.000	Merged-chr18-82826025-87
NR1778--MA0495.2.MAFF	chr10	93442283	93442303	+	0.000	0.000	Merged-chr10-93442339-20
NR9676--MA0089.1.MAFG::NFE2L1	chr4	120975388	120975393	+	0.000	0.000	Merged-chr4-120975309-99
NR13157--MA0591.1.Bach1::Mafk	chr9	57421461	57421475	+	0.000	0.000	Merged-chr9-57421302-52
NR164--MA0089.1.MAFG::NFE2L1	chr1	35813793	35813798	-	0.000	0.000	Merged-chr1-35813885-25
NR13479--MA0591.1.Bach1::Mafk	chr9	117927203	117927217	-	0.000	0.000	Merged-chr9-117927282-85
NR13164--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR6547--MA0501.1.MAF::NFE2	chr18	63692315	63692329	-	0.000	0.000	Merged-chr18-63692384-62
NR3283--MA0089.1.MAFG::NFE2L1	chr13	42051673	42051678	+	0.000	0.000	Merged-chr13-42051680-16
NR416--MA0495.2.MAFF	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR7616--MA0117.2.Mafb	chr2	131254122	131254133	-	0.000	0.000	Merged-chr2-131254013-54
NR8634--MA0501.1.MAF::NFE2	chr3	104963531	104963545	-	0.000	0.000	Merged-chr3-104963538-12
NR6209--MA0089.1.MAFG::NFE2L1	chr18	5688514	5688519	+	0.000	0.000	Merged-chr18-5688501-28
NR8397--MA0117.2.Mafb	chr3	67573197	67573208	-	0.000	0.000	Merged-chr3-67573176-41
NR514--MA0496.2.MAFK	chr1	94497026	94497044	+	0.000	0.000	Merged-chr1-94497080-23
NR5265--MA0591.1.Bach1::Mafk	chr16	36071614	36071628	+	0.000	0.000	Merged-chr16-36071679-92
NR10868--MA0591.1.Bach1::Mafk	chr6	31240182	31240196	+	0.000	0.000	Merged-chr6-31240314-5
NR7601--MA0089.1.MAFG::NFE2L1	chr2	128087939	128087944	-	0.000	0.000	Merged-chr2-128088091-23
NR2232--MA0501.1.MAF::NFE2	chr11	46421350	46421364	-	0.000	0.000	Merged-chr11-46421538-60
NR12752--MA0117.2.Mafb	chr8	84026076	84026087	-	0.000	0.000	Merged-chr8-84026107-15
NR1784--MA0591.1.Bach1::Mafk	chr10	94378532	94378546	+	0.000	0.000	Merged-chr10-94378414-58
NR13193--MA0659.1.MAFG	chr9	72097291	72097311	-	0.000	0.000	Merged-chr9-72097262-35
NR1901--MA0659.1.MAFG	chr10	107858904	107858924	-	0.000	0.000	Merged-chr10-107858878-12
NR5542--MA0089.1.MAFG::NFE2L1	chr16	78236975	78236980	+	0.000	0.000	Merged-chr16-78236959-38
NR6107--MA0089.1.MAFG::NFE2L1	chr17	83902679	83902684	-	0.000	0.000	Merged-chr17-83902741-24
NR9252--MA0496.2.MAFK	chr4	46617720	46617738	+	0.000	0.000	Merged-chr4-46617709-8
NR230--MA0659.1.MAFG	chr1	52631241	52631261	+	0.000	0.000	Merged-chr1-52631121-87
NR4828--MA0089.1.MAFG::NFE2L1	chr15	59618610	59618615	-	0.000	0.000	Merged-chr15-59618561-44
NR2975--MA0496.2.MAFK	chr12	103341440	103341458	+	0.000	0.000	Merged-chr12-103341437-53
NR6736--MA0591.1.Bach1::Mafk	chr19	4182103	4182117	+	0.000	0.000	Merged-chr19-4182054-8
NR1973--MA0501.1.MAF::NFE2	chr10	118007272	118007286	+	0.000	0.000	Merged-chr10-118007304-63
NR1826--MA0591.1.Bach1::Mafk	chr10	99459980	99459994	-	0.000	0.000	Merged-chr10-99459996-60
NR3010--MA0591.1.Bach1::Mafk	chr12	112629075	112629089	-	0.000	0.000	Merged-chr12-112629266-49
NR13753--MA0089.1.MAFG::NFE2L1	chrX	166185332	166185337	+	0.000	0.000	Merged-chrX-166185579-37
NR7773--MA0117.2.Mafb	chr2	150218042	150218053	-	0.000	0.000	Merged-chr2-150218165-69
NR5064--MA0089.1.MAFG::NFE2L1	chr15	101145549	101145554	+	0.000	0.000	Merged-chr15-101145704-46
NR12639--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR7896--MA0501.1.MAF::NFE2	chr2	169089214	169089228	-	0.000	0.000	Merged-chr2-169089199-37
NR12259--MA0089.1.MAFG::NFE2L1	chr7	126862580	126862585	+	0.000	0.000	Merged-chr7-126862632-1
NR8854--MA0117.2.Mafb	chr3	138277195	138277206	-	0.000	0.000	Merged-chr3-138277189-21
NR6571--MA0089.1.MAFG::NFE2L1	chr18	68286833	68286838	-	0.000	0.000	Merged-chr18-68286811-15
NR1927--MA0501.1.MAF::NFE2	chr10	111108774	111108788	+	0.000	0.000	Merged-chr10-111108936-32
NR10589--MA0495.2.MAFF	chr5	135134345	135134365	-	0.000	0.000	Merged-chr5-135134293-53
NR5053--MA0591.1.Bach1::Mafk	chr15	98867487	98867501	+	0.000	0.000	Merged-chr15-98867556-14
NR120--MA0501.1.MAF::NFE2	chr1	21963198	21963212	+	0.000	0.000	Merged-chr1-21963410-76
NR6355--MA0495.2.MAFF	chr18	39035417	39035437	+	0.000	0.000	Merged-chr18-39035384-28
NR528--MA0496.2.MAFK	chr1	95263049	95263067	+	0.000	0.000	Merged-chr1-95263160-5
NR11204--MA0591.1.Bach1::Mafk	chr6	91156702	91156716	+	0.000	0.000	Merged-chr6-91156791-33
NR6679--MA0117.2.Mafb	chr18	84355509	84355520	-	0.000	0.000	Merged-chr18-84355361-12
NR242--MA0495.2.MAFF	chr1	53909442	53909462	-	0.000	0.000	Merged-chr1-53909307-13
NR275--MA0089.1.MAFG::NFE2L1	chr1	60042997	60043002	-	0.000	0.000	Merged-chr1-60043073-49
NR5609--MA0591.1.Bach1::Mafk	chr16	91011081	91011095	-	0.000	0.000	Merged-chr16-91011174-91
NR1143--MA0495.2.MAFF	chr10	7470129	7470149	-	0.000	0.000	Merged-chr10-7470291-37
NR1421--MA0089.1.MAFG::NFE2L1	chr10	41638876	41638881	+	0.000	0.000	Merged-chr10-41639010-6
NR9080--MA0117.2.Mafb	chr4	8803306	8803317	+	0.000	0.000	Merged-chr4-8803354-28
NR2470--MA0495.2.MAFF	chr11	119106370	119106390	-	0.000	0.000	Merged-chr11-119106412-14
NR9383--MA0089.1.MAFG::NFE2L1	chr4	63214338	63214343	+	0.000	0.000	Merged-chr4-63214492-2
NR12241--MA0501.1.MAF::NFE2	chr7	119861794	119861808	+	0.000	0.000	Merged-chr7-119861539-102
NR3987--MA0117.2.Mafb	chr14	20682689	20682700	-	0.000	0.000	Merged-chr14-20682563-46
NR3374--MA0501.1.MAF::NFE2	chr13	67194603	67194617	+	0.000	0.000	Merged-chr13-67194635-55
NR1938--MA0089.1.MAFG::NFE2L1	chr10	111996361	111996366	+	0.000	0.000	Merged-chr10-111996570-172
NR2895--MA0496.2.MAFK	chr12	91765692	91765710	+	0.000	0.000	Merged-chr12-91765630-19
NR173--MA0089.1.MAFG::NFE2L1	chr1	37317948	37317953	+	0.000	0.000	Merged-chr1-37317711-58
NR932--MA0591.1.Bach1::Mafk	chr1	169969241	169969255	-	0.000	0.000	Merged-chr1-169969262-62
NR12334--MA0591.1.Bach1::Mafk	chr7	144181113	144181127	-	0.000	0.000	Merged-chr7-144181072-30
NR2335--MA0591.1.Bach1::Mafk	chr11	82195122	82195136	-	0.000	0.000	Merged-chr11-82195229-33
NR2260--MA0501.1.MAF::NFE2	chr11	58437222	58437236	+	0.000	0.000	Merged-chr11-58437152-28
NR1100--MA0591.1.Bach1::Mafk	chr1	194311312	194311326	+	0.000	0.000	Merged-chr1-194311253-1
NR13204--MA0591.1.Bach1::Mafk	chr9	75246434	75246448	+	0.000	0.000	Merged-chr9-75246433-36
NR5826--MA0591.1.Bach1::Mafk	chr17	29551126	29551140	+	0.000	0.000	Merged-chr17-29551156-34
NR10070--MA0495.2.MAFF	chr5	28072063	28072083	-	0.000	0.000	Merged-chr5-28071950-1
NR11400--MA0089.1.MAFG::NFE2L1	chr6	117932871	117932876	+	0.000	0.000	Merged-chr6-117932837-16
NR2261--MA0089.1.MAFG::NFE2L1	chr11	58996157	58996162	-	0.000	0.000	Merged-chr11-58995988-22
NR2967--MA0089.1.MAFG::NFE2L1	chr12	102743674	102743679	-	0.000	0.000	Merged-chr12-102743719-52
NR121--MA0496.2.MAFK	chr1	21963193	21963211	+	0.000	0.000	Merged-chr1-21963410-76
NR12040--MA0089.1.MAFG::NFE2L1	chr7	84115680	84115685	-	0.000	0.000	Merged-chr7-84115637-29
NR4972--MA0496.2.MAFK	chr15	83149652	83149670	+	0.000	0.000	Merged-chr15-83149470-115
NR12255--MA0089.1.MAFG::NFE2L1	chr7	125594019	125594024	+	0.000	0.000	Merged-chr7-125593922-57
NR10896--MA0591.1.Bach1::Mafk	chr6	34869611	34869625	+	0.000	0.000	Merged-chr6-34869594-48
NR1824--MA0495.2.MAFF	chr10	99459977	99459997	+	0.000	0.000	Merged-chr10-99459996-60
NR8654--MA0591.1.Bach1::Mafk	chr3	106449628	106449642	-	0.000	0.000	Merged-chr3-106449359-119
NR4979--MA0591.1.Bach1::Mafk	chr15	85477770	85477784	+	0.000	0.000	Merged-chr15-85477783-17
NR8976--MA0591.1.Bach1::Mafk	chr3	152315821	152315835	+	0.000	0.000	Merged-chr3-152315823-29
NR11628--MA0089.1.MAFG::NFE2L1	chr6	144804582	144804587	-	0.000	0.000	Merged-chr6-144804553-29
NR11137--MA0089.1.MAFG::NFE2L1	chr6	72347334	72347339	-	0.000	0.000	Merged-chr6-72347537-74
NR6303--MA0089.1.MAFG::NFE2L1	chr18	23754575	23754580	+	0.000	0.000	Merged-chr18-23754514-42
NR379--MA0659.1.MAFG	chr1	72870499	72870519	+	0.000	0.000	Merged-chr1-72870469-25
NR13007--MA0089.1.MAFG::NFE2L1	chr9	7221774	7221779	-	0.000	0.000	Merged-chr9-7221574-61
NR6205--MA0591.1.Bach1::Mafk	chr18	4959941	4959955	+	0.000	0.000	Merged-chr18-4959828-14
NR6720--MA0117.2.Mafb	chr18	89159581	89159592	+	0.000	0.000	Merged-chr18-89159613-61
NR5288--MA0089.1.MAFG::NFE2L1	chr16	44778878	44778883	-	0.000	0.000	Merged-chr16-44778885-37
NR3674--MA0501.1.MAF::NFE2	chr13	103374641	103374655	+	0.000	0.000	Merged-chr13-103374467-6
NR11439--MA0089.1.MAFG::NFE2L1	chr6	125039602	125039607	-	0.000	0.000	Merged-chr6-125039699-58
NR7158--MA0089.1.MAFG::NFE2L1	chr2	50290984	50290989	+	0.000	0.000	Merged-chr2-50290930-32
NR892--MA0501.1.MAF::NFE2	chr1	165736274	165736288	+	0.000	0.000	Merged-chr1-165736327-32
NR2412--MA0501.1.MAF::NFE2	chr11	107479718	107479732	-	0.000	0.000	Merged-chr11-107479567-52
NR13165--MA0591.1.Bach1::Mafk	chr9	61708042	61708056	-	0.000	0.000	Merged-chr9-61708026-57
NR10106--MA0089.1.MAFG::NFE2L1	chr5	39172146	39172151	-	0.000	0.000	Merged-chr5-39172019-2
NR3319--MA0501.1.MAF::NFE2	chr13	58113266	58113280	+	0.000	0.000	Merged-chr13-58113406-71
NR5946--MA0496.2.MAFK	chr17	56162453	56162471	+	0.000	0.000	Merged-chr17-56162461-54
NR10232--MA0501.1.MAF::NFE2	chr5	65435961	65435975	-	0.000	0.000	Merged-chr5-65436020-62
NR7399--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR1806--MA0496.2.MAFK	chr10	96599771	96599789	+	0.000	0.000	Merged-chr10-96599778-54
NR11828--MA0089.1.MAFG::NFE2L1	chr7	45873008	45873013	-	0.000	0.000	Merged-chr7-45873052-66
NR4720--MA0089.1.MAFG::NFE2L1	chr15	34046485	34046490	-	0.000	0.000	Merged-chr15-34046584-10
NR6693--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR9672--MA0117.2.Mafb	chr4	120589930	120589941	+	0.000	0.000	Merged-chr4-120590007-40
NR1853--MA0117.2.Mafb	chr10	102451747	102451758	-	0.000	0.000	Merged-chr10-102451792-34
NR58--MA0089.1.MAFG::NFE2L1	chr1	13301631	13301636	+	0.000	0.000	Merged-chr1-13301807-39
NR13226--MA0659.1.MAFG	chr9	78074138	78074158	+	0.000	0.000	Merged-chr9-78074095-46
NR471--MA0089.1.MAFG::NFE2L1	chr1	87626548	87626553	-	0.000	0.000	Merged-chr1-87626553-50
NR2661--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR12382--MA0117.2.Mafb	chr8	14012737	14012748	-	0.000	0.000	Merged-chr8-14012674-53
NR10641--MA0591.1.Bach1::Mafk	chr5	147860689	147860703	+	0.000	0.000	Merged-chr5-147860867-111
NR11639--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR12154--MA0659.1.MAFG	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR4971--MA0501.1.MAF::NFE2	chr15	83149657	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR5951--MA0089.1.MAFG::NFE2L1	chr17	56990325	56990330	-	0.000	0.000	Merged-chr17-56990173-63
NR1269--MA0496.2.MAFK	chr10	20966343	20966361	+	0.000	0.000	Merged-chr10-20966333-27
NR12746--MA0591.1.Bach1::Mafk	chr8	82402625	82402639	+	0.000	0.000	Merged-chr8-82402722-77
NR12279--MA0089.1.MAFG::NFE2L1	chr7	132686630	132686635	-	0.000	0.000	Merged-chr7-132686748-28
NR12248--MA0117.2.Mafb	chr7	121689771	121689782	+	0.000	0.000	Merged-chr7-121689678-33
NR8469--MA0495.2.MAFF	chr3	79100354	79100374	-	0.000	0.000	Merged-chr3-79100420-9
NR12960--MA0659.1.MAFG	chr8	126686967	126686987	+	0.000	0.000	Merged-chr8-126687126-29
NR5473--MA0089.1.MAFG::NFE2L1	chr16	65815333	65815338	-	0.000	0.000	Merged-chr16-65815445-39
NR4759--MA0089.1.MAFG::NFE2L1	chr15	41830915	41830920	-	0.000	0.000	Merged-chr15-41830921-42
NR513--MA0501.1.MAF::NFE2	chr1	94497031	94497045	+	0.000	0.000	Merged-chr1-94497080-23
NR12177--MA0089.1.MAFG::NFE2L1	chr7	108944132	108944137	+	0.000	0.000	Merged-chr7-108944158-41
NR1634--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR4344--MA0117.2.Mafb	chr14	97395890	97395901	+	0.000	0.000	Merged-chr14-97395743-2
NR3318--MA0591.1.Bach1::Mafk	chr13	58113263	58113277	+	0.000	0.000	Merged-chr13-58113406-71
NR3877--MA0591.1.Bach1::Mafk	chr14	10289315	10289329	+	0.000	0.000	Merged-chr14-10289223-9
NR4846--MA0089.1.MAFG::NFE2L1	chr15	62809293	62809298	+	0.000	0.000	Merged-chr15-62809402-30
NR178--MA0117.2.Mafb	chr1	38665547	38665558	+	0.000	0.000	Merged-chr1-38665313-102
NR6402--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR12640--MA0089.1.MAFG::NFE2L1	chr8	69920453	69920458	-	0.000	0.000	Merged-chr8-69920362-48
NR4731--MA0089.1.MAFG::NFE2L1	chr15	37766254	37766259	+	0.000	0.000	Merged-chr15-37766129-7
NR10646--MA0117.2.Mafb	chr5	148831841	148831852	+	0.000	0.000	Merged-chr5-148831759-44
NR11926--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR933--MA0501.1.MAF::NFE2	chr1	170136613	170136627	-	0.000	0.000	Merged-chr1-170136601-45
NR6770--MA0117.2.Mafb	chr19	12541844	12541855	-	0.000	0.000	Merged-chr19-12541773-42
NR3613--MA0089.1.MAFG::NFE2L1	chr13	95393329	95393334	-	0.000	0.000	Merged-chr13-95393533-22
NR9744--MA0591.1.Bach1::Mafk	chr4	139599008	139599022	+	0.000	0.000	Merged-chr4-139599159-54
NR1830--MA0089.1.MAFG::NFE2L1	chr10	99581355	99581360	+	0.000	0.000	Merged-chr10-99581300-14
NR10998--MA0089.1.MAFG::NFE2L1	chr6	54867006	54867011	-	0.000	0.000	Merged-chr6-54867204-75
NR4498--MA0501.1.MAF::NFE2	chr14	118796414	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR6614--MA0089.1.MAFG::NFE2L1	chr18	73846798	73846803	+	0.000	0.000	Merged-chr18-73846935-30
NR11636--MA0495.2.MAFF	chr6	145993221	145993241	+	0.000	0.000	Merged-chr6-145993129-56
NR8296--MA0591.1.Bach1::Mafk	chr3	52555199	52555213	+	0.000	0.000	Merged-chr3-52555195-52
NR4179--MA0089.1.MAFG::NFE2L1	chr14	48199267	48199272	-	0.000	0.000	Merged-chr14-48199252-26
NR10541--MA0496.2.MAFK	chr5	125158607	125158625	+	0.000	0.000	Merged-chr5-125158641-59
NR13158--MA0501.1.MAF::NFE2	chr9	57421458	57421472	-	0.000	0.000	Merged-chr9-57421302-52
