#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR4536--MA0659.1.MAFG	chr15	60141740	60141760	-	0.000	0.000	Merged-chr15-60141822-49
NR11679--MA0496.2.MAFK	chr8	33647108	33647126	+	0.000	0.000	Merged-chr8-33647058-21
NR10034--MA0501.1.MAF::NFE2	chr6	34869614	34869628	+	0.000	0.000	Merged-chr6-34869594-48
NR1296--MA0591.1.Bach1::Mafk	chr10	40527813	40527827	-	0.000	0.000	Merged-chr10-40527748-36
NR11426--MA0089.1.MAFG::NFE2L1	chr7	125621881	125621886	-	0.000	0.000	Merged-chr7-125621906-18
NR11802--MA0089.1.MAFG::NFE2L1	chr8	75084011	75084016	-	0.000	0.000	Merged-chr8-75083999-30
NR6291--MA0089.1.MAFG::NFE2L1	chr19	40762495	40762500	+	0.000	0.000	Merged-chr19-40762334-20
NR5633--MA0495.2.MAFF	chr17	86188060	86188080	+	0.000	0.000	Merged-chr17-86187981-35
NR4157--MA0089.1.MAFG::NFE2L1	chr14	79522562	79522567	-	0.000	0.000	Merged-chr14-79522469-3
NR32--MA0089.1.MAFG::NFE2L1	chr1	20766678	20766683	-	0.000	0.000	Merged-chr1-20766829-14
NR1834--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR9581--MA0089.1.MAFG::NFE2L1	chr5	105515540	105515545	+	0.000	0.000	Merged-chr5-105515630-23
NR4561--MA0495.2.MAFF	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR10296--MA0089.1.MAFG::NFE2L1	chr6	97277199	97277204	+	0.000	0.000	Merged-chr6-97277155-29
NR7485--MA0591.1.Bach1::Mafk	chr2	173048238	173048252	-	0.000	0.000	Merged-chr2-173048246-44
NR11237--MA0089.1.MAFG::NFE2L1	chr7	104291783	104291788	-	0.000	0.000	Merged-chr7-104291752-74
NR3328--MA0089.1.MAFG::NFE2L1	chr13	32965638	32965643	+	0.000	0.000	Merged-chr13-32965785-122
NR1169--MA0089.1.MAFG::NFE2L1	chr10	12875016	12875021	+	0.000	0.000	Merged-chr10-12875013-52
NR6047--MA0495.2.MAFF	chr18	80684420	80684440	-	0.000	0.000	Merged-chr18-80684566-45
NR3143--MA0501.1.MAF::NFE2	chr12	117403970	117403984	+	0.000	0.000	Merged-chr12-117403786-38
NR1921--MA0089.1.MAFG::NFE2L1	chr11	19998229	19998234	-	0.000	0.000	Merged-chr11-19998211-11
NR2140--MA0501.1.MAF::NFE2	chr11	69411743	69411757	+	0.000	0.000	Merged-chr11-69411912-30
NR1605--MA0495.2.MAFF	chr10	98776481	98776501	-	0.000	0.000	Merged-chr10-98776574-38
NR3039--MA0089.1.MAFG::NFE2L1	chr12	112702470	112702475	+	0.000	0.000	Merged-chr12-112702539-19
NR12744--MA0089.1.MAFG::NFE2L1	chr9	114743033	114743038	+	0.000	0.000	Merged-chr9-114742915-20
NR10470--MA0089.1.MAFG::NFE2L1	chr6	124829393	124829398	+	0.000	0.000	Merged-chr6-124829412-146
NR5756--MA0659.1.MAFG	chr18	21020471	21020491	+	0.000	0.000	Merged-chr18-21020432-11
NR7687--MA0496.2.MAFK	chr3	59062427	59062445	+	0.000	0.000	Merged-chr3-59062358-13
NR12015--MA0591.1.Bach1::Mafk	chr8	120702288	120702302	-	0.000	0.000	Merged-chr8-120702084-56
NR4637--MA0591.1.Bach1::Mafk	chr15	78475897	78475911	+	0.000	0.000	Merged-chr15-78475824-65
NR6895--MA0089.1.MAFG::NFE2L1	chr2	91088274	91088279	+	0.000	0.000	Merged-chr2-91088396-18
NR7255--MA0117.2.Mafb	chr2	145903139	145903150	+	0.000	0.000	Merged-chr2-145903332-51
NR12255--MA0495.2.MAFF	chr9	35475547	35475567	+	0.000	0.000	Merged-chr9-35475679-27
NR8765--MA0089.1.MAFG::NFE2L1	chr4	117887413	117887418	-	0.000	0.000	Merged-chr4-117887306-54
NR8900--MA0117.2.Mafb	chr4	136172145	136172156	-	0.000	0.000	Merged-chr4-136172134-18
NR12367--MA0495.2.MAFF	chr9	62425367	62425387	-	0.000	0.000	Merged-chr9-62425384-15
NR5774--MA0659.1.MAFG	chr18	23803865	23803885	+	0.000	0.000	Merged-chr18-23803965-77
NR5709--MA0496.2.MAFK	chr18	4296201	4296219	+	0.000	0.000	Merged-chr18-4296046-21
NR12386--MA0501.1.MAF::NFE2	chr9	66615320	66615334	+	0.000	0.000	Merged-chr9-66615364-32
NR2984--MA0591.1.Bach1::Mafk	chr12	107182222	107182236	-	0.000	0.000	Merged-chr12-107182241-26
NR8852--MA0089.1.MAFG::NFE2L1	chr4	129189714	129189719	-	0.000	0.000	Merged-chr4-129189596-96
NR9323--MA0117.2.Mafb	chr5	67395571	67395582	-	0.000	0.000	Merged-chr5-67395507-40
NR2164--MA0117.2.Mafb	chr11	73131237	73131248	-	0.000	0.000	Merged-chr11-73131233-35
NR3024--MA0089.1.MAFG::NFE2L1	chr12	111182102	111182107	-	0.000	0.000	Merged-chr12-111182112-59
NR12940--MA0591.1.Bach1::Mafk	chrX	73976490	73976504	-	0.000	0.000	Merged-chrX-73976480-18
NR1298--MA0117.2.Mafb	chr10	41450172	41450183	+	0.000	0.000	Merged-chr10-41450273-55
NR7166--MA0659.1.MAFG	chr2	132051911	132051931	-	0.000	0.000	Merged-chr2-132051940-20
NR1415--MA0501.1.MAF::NFE2	chr10	74823560	74823574	-	0.000	0.000	Merged-chr10-74823662-27
NR162--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR10726--MA0591.1.Bach1::Mafk	chr6	145135502	145135516	-	0.000	0.000	Merged-chr6-145135361-11
NR4659--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR11148--MA0089.1.MAFG::NFE2L1	chr7	89477682	89477687	+	0.000	0.000	Merged-chr7-89477772-30
NR6181--MA0496.2.MAFK	chr19	14386889	14386907	-	0.000	0.000	Merged-chr19-14386985-23
NR12944--MA0089.1.MAFG::NFE2L1	chrX	75056329	75056334	-	0.000	0.000	Merged-chrX-75056362-10
NR5588--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR12362--MA0496.2.MAFK	chr9	61708040	61708058	-	0.000	0.000	Merged-chr9-61708026-57
NR6618--MA0659.1.MAFG	chr2	34982231	34982251	-	0.000	0.000	Merged-chr2-34982434-20
NR10319--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR3326--MA0089.1.MAFG::NFE2L1	chr13	32868434	32868439	+	0.000	0.000	Merged-chr13-32868285-30
NR5299--MA0089.1.MAFG::NFE2L1	chr17	7939793	7939798	-	0.000	0.000	Merged-chr17-7939764-45
NR10885--MA0089.1.MAFG::NFE2L1	chr7	28962487	28962492	-	0.000	0.000	Merged-chr7-28962336-70
NR2621--MA0659.1.MAFG	chr12	21437726	21437746	-	0.000	0.000	Merged-chr12-21437615-25
NR727--MA0495.2.MAFF	chr1	163383763	163383783	-	0.000	0.000	Merged-chr1-163383772-21
NR497--MA0089.1.MAFG::NFE2L1	chr1	131003553	131003558	+	0.000	0.000	Merged-chr1-131003466-39
NR2512--MA0591.1.Bach1::Mafk	chr11	116618832	116618846	-	0.000	0.000	Merged-chr11-116618798-12
NR7162--MA0501.1.MAF::NFE2	chr2	132004827	132004841	-	0.000	0.000	Merged-chr2-132004928-41
NR11046--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR7632--MA0089.1.MAFG::NFE2L1	chr3	28709914	28709919	+	0.000	0.000	Merged-chr3-28710015-15
NR7907--MA0496.2.MAFK	chr3	105892540	105892558	-	0.000	0.000	Merged-chr3-105892493-111
NR4933--MA0089.1.MAFG::NFE2L1	chr16	36989704	36989709	+	0.000	0.000	Merged-chr16-36989738-26
NR8567--MA0496.2.MAFK	chr4	75279033	75279051	+	0.000	0.000	Merged-chr4-75279089-1
NR11078--MA0659.1.MAFG	chr7	75575211	75575231	+	0.000	0.000	Merged-chr7-75575378-66
NR6620--MA0496.2.MAFK	chr2	34982232	34982250	+	0.000	0.000	Merged-chr2-34982434-20
NR799--MA0089.1.MAFG::NFE2L1	chr1	170863194	170863199	-	0.000	0.000	Merged-chr1-170863214-38
NR12942--MA0117.2.Mafb	chrX	75056277	75056288	-	0.000	0.000	Merged-chrX-75056362-10
NR3363--MA0591.1.Bach1::Mafk	chr13	44507141	44507155	+	0.000	0.000	Merged-chr13-44507226-54
NR12298--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	+	0.000	0.000	Merged-chr9-44999415-9
NR7445--MA0591.1.Bach1::Mafk	chr2	168591529	168591543	-	0.000	0.000	Merged-chr2-168591388-1
NR9657--MA0496.2.MAFK	chr5	115312988	115313006	-	0.000	0.000	Merged-chr5-115313005-7
NR4539--MA0496.2.MAFK	chr15	60141741	60141759	-	0.000	0.000	Merged-chr15-60141822-49
NR4555--MA0591.1.Bach1::Mafk	chr15	62824907	62824921	+	0.000	0.000	Merged-chr15-62824757-73
NR6853--MA0496.2.MAFK	chr2	79774755	79774773	+	0.000	0.000	Merged-chr2-79774648-24
NR2064--MA0591.1.Bach1::Mafk	chr11	57951761	57951775	-	0.000	0.000	Merged-chr11-57951726-64
NR4079--MA0089.1.MAFG::NFE2L1	chr14	65598233	65598238	-	0.000	0.000	Merged-chr14-65598424-35
NR1520--MA0496.2.MAFK	chr10	88783293	88783311	+	0.000	0.000	Merged-chr10-88783253-12
NR1518--MA0117.2.Mafb	chr10	88783301	88783312	-	0.000	0.000	Merged-chr10-88783253-12
NR3411--MA0089.1.MAFG::NFE2L1	chr13	51814101	51814106	+	0.000	0.000	Merged-chr13-51814319-87
NR11080--MA0496.2.MAFK	chr7	75575212	75575230	-	0.000	0.000	Merged-chr7-75575378-66
NR9024--MA0089.1.MAFG::NFE2L1	chr4	147918699	147918704	-	0.000	0.000	Merged-chr4-147918636-27
NR2396--MA0089.1.MAFG::NFE2L1	chr11	108068696	108068701	-	0.000	0.000	Merged-chr11-108068595-28
NR4051--MA0089.1.MAFG::NFE2L1	chr14	60744650	60744655	-	0.000	0.000	Merged-chr14-60744715-28
NR10365--MA0591.1.Bach1::Mafk	chr6	108477012	108477026	-	0.000	0.000	Merged-chr6-108477065-48
NR635--MA0117.2.Mafb	chr1	153583309	153583320	-	0.000	0.000	Merged-chr1-153583385-34
NR12175--MA0089.1.MAFG::NFE2L1	chr9	11329085	11329090	+	0.000	0.000	Merged-chr9-11329095-28
NR10859--MA0496.2.MAFK	chr7	25107336	25107354	+	0.000	0.000	Merged-chr7-25107253-25
NR10351--MA0659.1.MAFG	chr6	108277100	108277120	-	0.000	0.000	Merged-chr6-108277136-27
NR5647--MA0496.2.MAFK	chr17	86850851	86850869	+	0.000	0.000	Merged-chr17-86850931-27
NR1769--MA0089.1.MAFG::NFE2L1	chr10	122748724	122748729	-	0.000	0.000	Merged-chr10-122748643-28
NR2557--MA0501.1.MAF::NFE2	chr11	121039351	121039365	-	0.000	0.000	Merged-chr11-121039238-62
NR81--MA0501.1.MAF::NFE2	chr1	37585875	37585889	-	0.000	0.000	Merged-chr1-37586082-40
NR12968--MA0089.1.MAFG::NFE2L1	chrX	96025992	96025997	-	0.000	0.000	Merged-chrX-96026030-41
NR5484--MA0089.1.MAFG::NFE2L1	chr17	50171180	50171185	-	0.000	0.000	Merged-chr17-50171299-20
NR3145--MA0496.2.MAFK	chr12	117403965	117403983	-	0.000	0.000	Merged-chr12-117403786-38
NR6233--MA0591.1.Bach1::Mafk	chr19	29251329	29251343	-	0.000	0.000	Merged-chr19-29251639-67
NR9628--MA0089.1.MAFG::NFE2L1	chr5	114041780	114041785	-	0.000	0.000	Merged-chr5-114041714-24
NR10230--MA0117.2.Mafb	chr6	85131848	85131859	+	0.000	0.000	Merged-chr6-85131905-22
NR8707--MA0495.2.MAFF	chr4	108350026	108350046	-	0.000	0.000	Merged-chr4-108350117-42
NR11520--MA0089.1.MAFG::NFE2L1	chr7	136254128	136254133	+	0.000	0.000	Merged-chr7-136254252-8
NR1452--MA0089.1.MAFG::NFE2L1	chr10	81350536	81350541	-	0.000	0.000	Merged-chr10-81350595-59
NR5578--MA0659.1.MAFG	chr17	79616755	79616775	-	0.000	0.000	Merged-chr17-79616795-12
NR12073--MA0089.1.MAFG::NFE2L1	chr8	124843028	124843033	-	0.000	0.000	Merged-chr8-124843002-14
NR1883--MA0496.2.MAFK	chr11	4249446	4249464	-	0.000	0.000	Merged-chr11-4249438-7
NR2381--MA0089.1.MAFG::NFE2L1	chr11	106493418	106493423	-	0.000	0.000	Merged-chr11-106493297-20
NR203--MA0089.1.MAFG::NFE2L1	chr1	64305747	64305752	-	0.000	0.000	Merged-chr1-64305701-25
NR9224--MA0089.1.MAFG::NFE2L1	chr5	34198822	34198827	+	0.000	0.000	Merged-chr5-34198802-20
NR7612--MA0496.2.MAFK	chr3	21917648	21917666	+	0.000	0.000	Merged-chr3-21917648-70
NR6834--MA0591.1.Bach1::Mafk	chr2	75685656	75685670	+	0.000	0.000	Merged-chr2-75685689-38
NR6896--MA0117.2.Mafb	chr2	91182132	91182143	+	0.000	0.000	Merged-chr2-91182163-6
NR6236--MA0089.1.MAFG::NFE2L1	chr19	29391488	29391493	+	0.000	0.000	Merged-chr19-29391437-12
NR9239--MA0117.2.Mafb	chr5	37051269	37051280	+	0.000	0.000	Merged-chr5-37051336-115
NR10958--MA0501.1.MAF::NFE2	chr7	45771276	45771290	+	0.000	0.000	Merged-chr7-45771241-24
NR11093--MA0501.1.MAF::NFE2	chr7	78913957	78913971	-	0.000	0.000	Merged-chr7-78913918-52
NR6267--MA0501.1.MAF::NFE2	chr19	34582987	34583001	+	0.000	0.000	Merged-chr19-34583205-74
NR5457--MA0117.2.Mafb	chr17	44557269	44557280	-	0.000	0.000	Merged-chr17-44557338-45
NR12257--MA0501.1.MAF::NFE2	chr9	35475547	35475561	-	0.000	0.000	Merged-chr9-35475679-27
NR3624--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR12462--MA0089.1.MAFG::NFE2L1	chr9	78623690	78623695	+	0.000	0.000	Merged-chr9-78623608-19
NR895--MA0117.2.Mafb	chr1	178960400	178960411	+	0.000	0.000	Merged-chr1-178960314-21
NR7351--MA0501.1.MAF::NFE2	chr2	154603871	154603885	+	0.000	0.000	Merged-chr2-154603925-61
NR7404--MA0117.2.Mafb	chr2	164360620	164360631	+	0.000	0.000	Merged-chr2-164360506-23
NR12954--MA0496.2.MAFK	chrX	75764229	75764247	+	0.000	0.000	Merged-chrX-75764478-65
NR12677--MA0089.1.MAFG::NFE2L1	chr9	107602150	107602155	+	0.000	0.000	Merged-chr9-107602294-28
NR9042--MA0117.2.Mafb	chr4	149774032	149774043	+	0.000	0.000	Merged-chr4-149774164-56
NR7742--MA0496.2.MAFK	chr3	78958962	78958980	+	0.000	0.000	Merged-chr3-78959037-23
NR807--MA0089.1.MAFG::NFE2L1	chr1	171845548	171845553	-	0.000	0.000	Merged-chr1-171845441-77
NR10329--MA0117.2.Mafb	chr6	103465798	103465809	-	0.000	0.000	Merged-chr6-103465645-28
NR8861--MA0117.2.Mafb	chr4	132389426	132389437	+	0.000	0.000	Merged-chr4-132389358-16
NR3926--MA0089.1.MAFG::NFE2L1	chr14	20661502	20661507	-	0.000	0.000	Merged-chr14-20661256-53
NR6317--MA0501.1.MAF::NFE2	chr19	46478915	46478929	-	0.000	0.000	Merged-chr19-46479050-50
NR2015--MA0089.1.MAFG::NFE2L1	chr11	50134602	50134607	+	0.000	0.000	Merged-chr11-50134469-13
NR2553--MA0495.2.MAFF	chr11	121039351	121039371	+	0.000	0.000	Merged-chr11-121039238-62
NR10991--MA0591.1.Bach1::Mafk	chr7	51756411	51756425	-	0.000	0.000	Merged-chr7-51756471-16
NR9747--MA0591.1.Bach1::Mafk	chr5	129501855	129501869	+	0.000	0.000	Merged-chr5-129502040-4
NR7150--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR7836--MA0501.1.MAF::NFE2	chr3	95942956	95942970	+	0.000	0.000	Merged-chr3-95942857-2
NR10347--MA0117.2.Mafb	chr6	108170309	108170320	+	0.000	0.000	Merged-chr6-108170388-8
NR11683--MA0117.2.Mafb	chr8	33931697	33931708	+	0.000	0.000	Merged-chr8-33931697-13
NR1578--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR7895--MA0495.2.MAFF	chr3	105763606	105763626	-	0.000	0.000	Merged-chr3-105763665-52
NR2096--MA0496.2.MAFK	chr11	60935554	60935572	-	0.000	0.000	Merged-chr11-60935533-50
NR12777--MA0089.1.MAFG::NFE2L1	chr9	118168683	118168688	+	0.000	0.000	Merged-chr9-118168694-28
NR10383--MA0659.1.MAFG	chr6	113047264	113047284	-	0.000	0.000	Merged-chr6-113047446-32
NR2404--MA0089.1.MAFG::NFE2L1	chr11	109193450	109193455	+	0.000	0.000	Merged-chr11-109193354-25
NR1174--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR11361--MA0659.1.MAFG	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR7649--MA0495.2.MAFF	chr3	36863826	36863846	-	0.000	0.000	Merged-chr3-36863683-1
NR9322--MA0089.1.MAFG::NFE2L1	chr5	67306954	67306959	+	0.000	0.000	Merged-chr5-67307077-62
NR5405--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR9047--MA0117.2.Mafb	chr4	150217133	150217144	+	0.000	0.000	Merged-chr4-150217269-5
NR10262--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR3298--MA0496.2.MAFK	chr13	24515260	24515278	-	0.000	0.000	Merged-chr13-24515324-15
NR1365--MA0495.2.MAFF	chr10	62533028	62533048	+	0.000	0.000	Merged-chr10-62533082-12
NR4672--MA0501.1.MAF::NFE2	chr15	83474201	83474215	+	0.000	0.000	Merged-chr15-83474258-63
NR7428--MA0591.1.Bach1::Mafk	chr2	167775307	167775321	-	0.000	0.000	Merged-chr2-167775389-53
NR5579--MA0501.1.MAF::NFE2	chr17	79616788	79616802	-	0.000	0.000	Merged-chr17-79616795-12
NR12184--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR4651--MA0089.1.MAFG::NFE2L1	chr15	80619974	80619979	+	0.000	0.000	Merged-chr15-80619928-23
NR12283--MA0591.1.Bach1::Mafk	chr9	41153244	41153258	+	0.000	0.000	Merged-chr9-41153398-36
NR10917--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR130--MA0117.2.Mafb	chr1	52631153	52631164	+	0.000	0.000	Merged-chr1-52631121-87
NR6636--MA0089.1.MAFG::NFE2L1	chr2	37565818	37565823	+	0.000	0.000	Merged-chr2-37565860-32
NR2369--MA0591.1.Bach1::Mafk	chr11	104425174	104425188	-	0.000	0.000	Merged-chr11-104425230-45
NR3947--MA0591.1.Bach1::Mafk	chr14	27351647	27351661	+	0.000	0.000	Merged-chr14-27351647-44
NR10992--MA0089.1.MAFG::NFE2L1	chr7	51917018	51917023	-	0.000	0.000	Merged-chr7-51916961-18
NR6567--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR3648--MA0089.1.MAFG::NFE2L1	chr13	101707386	101707391	+	0.000	0.000	Merged-chr13-101707362-90
NR7685--MA0495.2.MAFF	chr3	59062426	59062446	+	0.000	0.000	Merged-chr3-59062358-13
NR10513--MA0089.1.MAFG::NFE2L1	chr6	127575435	127575440	-	0.000	0.000	Merged-chr6-127575169-36
NR12325--MA0591.1.Bach1::Mafk	chr9	55410490	55410504	+	0.000	0.000	Merged-chr9-55410514-19
NR9853--MA0117.2.Mafb	chr5	146912515	146912526	-	0.000	0.000	Merged-chr5-146912476-8
NR1374--MA0089.1.MAFG::NFE2L1	chr10	66864650	66864655	-	0.000	0.000	Merged-chr10-66864707-69
NR1360--MA0501.1.MAF::NFE2	chr10	61648966	61648980	-	0.000	0.000	Merged-chr10-61648794-93
NR10388--MA0659.1.MAFG	chr6	113661267	113661287	+	0.000	0.000	Merged-chr6-113661383-125
NR2209--MA0495.2.MAFF	chr11	79207637	79207657	+	0.000	0.000	Merged-chr11-79207824-18
NR5410--MA0591.1.Bach1::Mafk	chr17	31176458	31176472	+	0.000	0.000	Merged-chr17-31176516-21
NR6590--MA0496.2.MAFK	chr2	31082798	31082816	+	0.000	0.000	Merged-chr2-31082849-41
NR8783--MA0089.1.MAFG::NFE2L1	chr4	120062652	120062657	+	0.000	0.000	Merged-chr4-120062623-32
NR10180--MA0495.2.MAFF	chr6	71156852	71156872	-	0.000	0.000	Merged-chr6-71156958-28
NR1589--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR7900--MA0495.2.MAFF	chr3	105892539	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR11186--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR7882--MA0591.1.Bach1::Mafk	chr3	103872720	103872734	+	0.000	0.000	Merged-chr3-103872856-42
NR9385--MA0501.1.MAF::NFE2	chr5	77092699	77092713	-	0.000	0.000	Merged-chr5-77092743-13
NR8752--MA0496.2.MAFK	chr4	116018507	116018525	+	0.000	0.000	Merged-chr4-116018460-3
NR1676--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR9195--MA0117.2.Mafb	chr5	24629960	24629971	-	0.000	0.000	Merged-chr5-24629894-16
NR2981--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR8864--MA0496.2.MAFK	chr4	133092735	133092753	+	0.000	0.000	Merged-chr4-133092605-29
NR5201--MA0089.1.MAFG::NFE2L1	chr16	92818557	92818562	-	0.000	0.000	Merged-chr16-92818707-55
NR3922--MA0089.1.MAFG::NFE2L1	chr14	20023997	20024002	-	0.000	0.000	Merged-chr14-20024041-29
NR5895--MA0089.1.MAFG::NFE2L1	chr18	56413109	56413114	-	0.000	0.000	Merged-chr18-56413005-50
NR9650--MA0495.2.MAFF	chr5	115312987	115313007	-	0.000	0.000	Merged-chr5-115313005-7
NR5197--MA0591.1.Bach1::Mafk	chr16	92696776	92696790	+	0.000	0.000	Merged-chr16-92696848-16
NR9088--MA0659.1.MAFG	chr5	3358936	3358956	-	0.000	0.000	Merged-chr5-3358967-15
NR13014--MA0501.1.MAF::NFE2	chrX	140541875	140541889	-	0.000	0.000	Merged-chrX-140542025-21
NR10914--MA0496.2.MAFK	chr7	30000837	30000855	-	0.000	0.000	Merged-chr7-30000834-5
NR3771--MA0501.1.MAF::NFE2	chr13	112458786	112458800	+	0.000	0.000	Merged-chr13-112458738-9
NR12471--MA0089.1.MAFG::NFE2L1	chr9	79970812	79970817	+	0.000	0.000	Merged-chr9-79970896-33
NR9111--MA0501.1.MAF::NFE2	chr5	8911721	8911735	-	0.000	0.000	Merged-chr5-8911732-25
NR10243--MA0591.1.Bach1::Mafk	chr6	86870396	86870410	+	0.000	0.000	Merged-chr6-86870427-33
NR1388--MA0495.2.MAFF	chr10	68240707	68240727	+	0.000	0.000	Merged-chr10-68240828-58
NR11122--MA0496.2.MAFK	chr7	84196448	84196466	+	0.000	0.000	Merged-chr7-84196453-50
NR12851--MA0501.1.MAF::NFE2	chrX	9139706	9139720	-	0.000	0.000	Merged-chrX-9139636-53
NR4075--MA0496.2.MAFK	chr14	64884952	64884970	-	0.000	0.000	Merged-chr14-64885056-34
NR7410--MA0591.1.Bach1::Mafk	chr2	164924666	164924680	-	0.000	0.000	Merged-chr2-164924683-26
NR8437--MA0659.1.MAFG	chr4	20033151	20033171	-	0.000	0.000	Merged-chr4-20033263-40
NR325--MA0089.1.MAFG::NFE2L1	chr1	88267989	88267994	-	0.000	0.000	Merged-chr1-88267879-42
NR11752--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR6926--MA0501.1.MAF::NFE2	chr2	101678621	101678635	+	0.000	0.000	Merged-chr2-101678794-92
NR7235--MA0117.2.Mafb	chr2	144174085	144174096	-	0.000	0.000	Merged-chr2-144174021-12
NR4499--MA0591.1.Bach1::Mafk	chr15	55838810	55838824	-	0.000	0.000	Merged-chr15-55838772-33
NR2263--MA0495.2.MAFF	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR2111--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR8757--MA0496.2.MAFK	chr4	116806480	116806498	+	0.000	0.000	Merged-chr4-116806659-9
NR12644--MA0501.1.MAF::NFE2	chr9	100400633	100400647	-	0.000	0.000	Merged-chr9-100400570-38
NR5555--MA0501.1.MAF::NFE2	chr17	74802999	74803013	-	0.000	0.000	Merged-chr17-74802991-25
NR10235--MA0089.1.MAFG::NFE2L1	chr6	86594870	86594875	-	0.000	0.000	Merged-chr6-86595040-14
NR512--MA0089.1.MAFG::NFE2L1	chr1	132264740	132264745	-	0.000	0.000	Merged-chr1-132264829-22
NR3453--MA0501.1.MAF::NFE2	chr13	63223180	63223194	-	0.000	0.000	Merged-chr13-63223082-1
NR8881--MA0089.1.MAFG::NFE2L1	chr4	134128831	134128836	+	0.000	0.000	Merged-chr4-134128895-71
NR9097--MA0117.2.Mafb	chr5	3512712	3512723	-	0.000	0.000	Merged-chr5-3512789-22
NR1687--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR7797--MA0496.2.MAFK	chr3	89727208	89727226	+	0.000	0.000	Merged-chr3-89727230-25
NR4762--MA0089.1.MAFG::NFE2L1	chr15	97504675	97504680	+	0.000	0.000	Merged-chr15-97504522-7
NR12180--MA0089.1.MAFG::NFE2L1	chr9	14174326	14174331	-	0.000	0.000	Merged-chr9-14174390-13
NR4514--MA0496.2.MAFK	chr15	58655207	58655225	+	0.000	0.000	Merged-chr15-58655104-54
NR205--MA0501.1.MAF::NFE2	chr1	64305744	64305758	-	0.000	0.000	Merged-chr1-64305701-25
NR11364--MA0496.2.MAFK	chr7	117449845	117449863	+	0.000	0.000	Merged-chr7-117449738-12
NR10431--MA0501.1.MAF::NFE2	chr6	119522087	119522101	+	0.000	0.000	Merged-chr6-119522115-45
NR1249--MA0496.2.MAFK	chr10	29313191	29313209	-	0.000	0.000	Merged-chr10-29313390-69
NR6817--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR4072--MA0591.1.Bach1::Mafk	chr14	64440770	64440784	-	0.000	0.000	Merged-chr14-64440768-77
NR8617--MA0089.1.MAFG::NFE2L1	chr4	89178228	89178233	-	0.000	0.000	Merged-chr4-89178152-23
