#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR2163--MA0037.3.GATA3	chr14	56284605	56284612	-	0.000	0.000	Merged-chr14-56284559-51
NR6298--MA1104.1.GATA6	chr8	19703490	19703502	+	0.000	0.000	Merged-chr8-19703358-67
NR1263--MA0035.3.Gata1	chr11	108910989	108910999	+	0.000	0.000	Merged-chr11-108910906-74
NR5807--MA0482.1.Gata4	chr6	141047175	141047185	-	0.000	0.000	Merged-chr6-141047196-1
NR2021--MA0140.2.GATA1::TAL1	chr13	115131618	115131635	-	0.000	0.000	Merged-chr13-115131589-24
NR780--MA1104.1.GATA6	chr10	89326992	89327004	+	0.000	0.000	Merged-chr10-89327162-49
NR6939--MA0140.2.GATA1::TAL1	chr9	122014389	122014406	-	0.000	0.000	Merged-chr9-122014430-33
NR1347--MA0766.1.GATA5	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR3213--MA0140.2.GATA1::TAL1	chr18	55107112	55107129	+	0.000	0.000	Merged-chr18-55107186-34
NR610--MA0035.3.Gata1	chr10	21186949	21186959	+	0.000	0.000	Merged-chr10-21186963-29
NR314--MA0766.1.GATA5	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR6678--MA0037.3.GATA3	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR1599--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR5754--MA0482.1.Gata4	chr6	129304488	129304498	-	0.000	0.000	Merged-chr6-129304354-36
NR1175--MA0036.3.GATA2	chr11	87751891	87751901	+	0.000	0.000	Merged-chr11-87751770-19
NR3777--MA1104.1.GATA6	chr2	102812791	102812803	+	0.000	0.000	Merged-chr2-102812992-26
NR2699--MA0037.3.GATA3	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR5273--MA0766.1.GATA5	chr5	122232124	122232131	+	0.000	0.000	Merged-chr5-122232202-28
NR152--MA0766.1.GATA5	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR1042--MA0766.1.GATA5	chr11	58948841	58948848	+	0.000	0.000	Merged-chr11-58948790-70
NR3607--MA0035.3.Gata1	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR2211--MA0035.3.Gata1	chr14	66805736	66805746	-	0.000	0.000	Merged-chr14-66805736-29
NR1037--MA0035.3.Gata1	chr11	58189860	58189870	-	0.000	0.000	Merged-chr11-58189839-18
NR5448--MA0766.1.GATA5	chr6	34156300	34156307	-	0.000	0.000	Merged-chr6-34156229-28
NR2914--MA0766.1.GATA5	chr17	13654820	13654827	+	0.000	0.000	Merged-chr17-13654932-70
NR5946--MA1104.1.GATA6	chr7	45083049	45083061	-	0.000	0.000	Merged-chr7-45083107-80
NR4202--MA0037.3.GATA3	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR4913--MA0482.1.Gata4	chr4	150938226	150938236	+	0.000	0.000	Merged-chr4-150938152-39
NR5547--MA0036.3.GATA2	chr6	82922015	82922025	-	0.000	0.000	Merged-chr6-82922037-57
NR2843--MA0035.3.Gata1	chr16	90997858	90997868	-	0.000	0.000	Merged-chr16-90997948-16
NR5234--MA0035.3.Gata1	chr5	107259626	107259636	-	0.000	0.000	Merged-chr5-107259796-31
NR2323--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR6038--MA1104.1.GATA6	chr7	92805484	92805496	+	0.000	0.000	Merged-chr7-92805492-6
NR6931--MA0035.3.Gata1	chr9	120961808	120961818	-	0.000	0.000	Merged-chr9-120961674-26
NR4040--MA0037.3.GATA3	chr2	158666718	158666725	+	0.000	0.000	Merged-chr2-158666771-26
NR2994--MA0036.3.GATA2	chr17	47598277	47598287	+	0.000	0.000	Merged-chr17-47598322-32
NR5803--MA0037.3.GATA3	chr6	140548054	140548061	-	0.000	0.000	Merged-chr6-140548189-34
NR4270--MA0766.1.GATA5	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR3577--MA0482.1.Gata4	chr2	18897974	18897984	-	0.000	0.000	Merged-chr2-18898046-21
NR612--MA0482.1.Gata4	chr10	21268929	21268939	-	0.000	0.000	Merged-chr10-21269012-32
NR4541--MA0766.1.GATA5	chr3	152956285	152956292	+	0.000	0.000	Merged-chr3-152956195-38
NR5114--MA0482.1.Gata4	chr5	90742164	90742174	+	0.000	0.000	Merged-chr5-90742238-22
NR2604--MA0035.3.Gata1	chr15	100984052	100984062	-	0.000	0.000	Merged-chr15-100983947-40
NR3174--MA0140.2.GATA1::TAL1	chr18	46381052	46381069	-	0.000	0.000	Merged-chr18-46381195-31
NR6421--MA0035.3.Gata1	chr8	84357742	84357752	+	0.000	0.000	Merged-chr8-84357932-29
NR3009--MA0036.3.GATA2	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR4706--MA0036.3.GATA2	chr4	89486086	89486096	-	0.000	0.000	Merged-chr4-89486149-23
NR1947--MA0140.2.GATA1::TAL1	chr13	103412866	103412883	-	0.000	0.000	Merged-chr13-103412841-15
NR240--MA0766.1.GATA5	chr1	97576114	97576121	-	0.000	0.000	Merged-chr1-97576212-8
NR4892--MA0036.3.GATA2	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR3517--MA1104.1.GATA6	chr19	59926169	59926181	-	0.000	0.000	Merged-chr19-59926305-20
NR1268--MA0035.3.Gata1	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR4916--MA0035.3.Gata1	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR1719--MA0766.1.GATA5	chr13	37760198	37760205	+	0.000	0.000	Merged-chr13-37760092-14
NR3103--MA1104.1.GATA6	chr17	80174404	80174416	-	0.000	0.000	Merged-chr17-80174428-10
NR1039--MA0482.1.Gata4	chr11	58948838	58948848	-	0.000	0.000	Merged-chr11-58948790-70
NR6681--MA0036.3.GATA2	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR692--MA0035.3.Gata1	chr10	54092218	54092228	+	0.000	0.000	Merged-chr10-54092203-26
NR3508--MA0766.1.GATA5	chr19	57079576	57079583	+	0.000	0.000	Merged-chr19-57079445-11
NR6604--MA0036.3.GATA2	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR7044--MA0036.3.GATA2	chrX	153896030	153896040	+	0.000	0.000	Merged-chrX-153896067-8
NR3827--MA0482.1.Gata4	chr2	112676712	112676722	-	0.000	0.000	Merged-chr2-112676754-32
NR5117--MA0035.3.Gata1	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR1005--MA0482.1.Gata4	chr11	44529320	44529330	+	0.000	0.000	Merged-chr11-44529424-39
NR3437--MA0035.3.Gata1	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR2978--MA0035.3.Gata1	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR3208--MA0482.1.Gata4	chr18	55107111	55107121	+	0.000	0.000	Merged-chr18-55107186-34
NR2309--MA0037.3.GATA3	chr14	101892383	101892390	-	0.000	0.000	Merged-chr14-101892350-14
NR5253--MA1104.1.GATA6	chr5	107978460	107978472	+	0.000	0.000	Merged-chr5-107978348-39
NR6652--MA0035.3.Gata1	chr9	32495843	32495853	-	0.000	0.000	Merged-chr9-32495799-63
NR732--MA0036.3.GATA2	chr10	75417898	75417908	+	0.000	0.000	Merged-chr10-75417748-37
NR6213--MA0766.1.GATA5	chr7	127288042	127288049	+	0.000	0.000	Merged-chr7-127288112-51
NR5335--MA0035.3.Gata1	chr5	143133103	143133113	+	0.000	0.000	Merged-chr5-143133108-49
