#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR8935--MA0657.1.KLF13	chr10	117627735	117627752	+	0.000	0.000	Merged-chr10-117627744-48
NR13048--MA0493.1.Klf1	chr11	121204191	121204201	+	0.000	0.000	Merged-chr11-121204419-68
NR39894--MA0493.1.Klf1	chr2	166786853	166786863	-	0.000	0.000	Merged-chr2-166786664-60
NR38007--MA0741.1.KLF16	chr2	112240503	112240513	+	0.000	0.000	Merged-chr2-112240570-1
NR25409--MA0741.1.KLF16	chr15	102116084	102116094	-	0.000	0.000	Merged-chr15-102115992-43
NR58509--MA0742.1.Klf12	chr7	19852375	19852389	+	0.000	0.000	Merged-chr7-19852266-7
NR44037--MA0599.1.KLF5	chr3	139205881	139205890	+	0.000	0.000	Merged-chr3-139205719-57
NR58655--MA0599.1.KLF5	chr7	24884473	24884482	+	0.000	0.000	Merged-chr7-24884343-81
NR10934--MA0599.1.KLF5	chr11	61684360	61684369	+	0.000	0.000	Merged-chr11-61684230-57
NR7793--MA1107.1.KLF9	chr10	83360140	83360152	+	0.000	0.000	Merged-chr10-83360220-61
NR34647--MA0741.1.KLF16	chr19	43917458	43917468	-	0.000	0.000	Merged-chr19-43917229-61
NR24651--MA1107.1.KLF9	chr15	83455839	83455851	-	0.000	0.000	Merged-chr15-83455870-33
NR29079--MA0740.1.KLF14	chr17	27909767	27909780	-	0.000	0.000	Merged-chr17-27909900-10
NR2336--MA0599.1.KLF5	chr1	106714293	106714302	-	0.000	0.000	Merged-chr1-106714260-74
NR55567--MA0741.1.KLF16	chr6	72391047	72391057	-	0.000	0.000	Merged-chr6-72391108-3
NR60521--MA0493.1.Klf1	chr7	90476113	90476123	-	0.000	0.000	Merged-chr7-90476243-63
NR65894--MA0657.1.KLF13	chr9	22165108	22165125	-	0.000	0.000	Merged-chr9-22165025-24
NR7680--MA0742.1.Klf12	chr10	81378513	81378527	+	0.000	0.000	Merged-chr10-81378614-74
NR9377--MA0039.3.KLF4	chr10	127063470	127063480	+	0.000	0.000	Merged-chr10-127063580-81
NR48074--MA0599.1.KLF5	chr4	129619220	129619229	+	0.000	0.000	Merged-chr4-129619163-52
NR48671--MA0741.1.KLF16	chr4	141148500	141148510	+	0.000	0.000	Merged-chr4-141148544-3
NR53312--MA1107.1.KLF9	chr5	136146917	136146929	+	0.000	0.000	Merged-chr5-136147048-39
NR25854--MA0599.1.KLF5	chr16	10835432	10835441	-	0.000	0.000	Merged-chr16-10835288-65
NR37118--MA0039.3.KLF4	chr2	69897142	69897152	-	0.000	0.000	Merged-chr2-69897295-21
NR11360--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR10380--MA0741.1.KLF16	chr11	33162346	33162356	+	0.000	0.000	Merged-chr11-33162343-10
NR20111--MA0740.1.KLF14	chr14	26970596	26970609	+	0.000	0.000	Merged-chr14-26970383-95
NR53482--MA0742.1.Klf12	chr5	138280173	138280187	-	0.000	0.000	Merged-chr5-138280109-50
NR12858--MA0493.1.Klf1	chr11	117308124	117308134	-	0.000	0.000	Merged-chr11-117308232-42
NR20209--MA0741.1.KLF16	chr14	31684574	31684584	-	0.000	0.000	Merged-chr14-31684671-64
NR23794--MA1107.1.KLF9	chr15	59618494	59618506	-	0.000	0.000	Merged-chr15-59618561-44
NR67698--MA0493.1.Klf1	chr9	101073799	101073809	-	0.000	0.000	Merged-chr9-101073611-17
NR57305--MA0493.1.Klf1	chr6	134256559	134256569	+	0.000	0.000	Merged-chr6-134256563-23
NR51805--MA0599.1.KLF5	chr5	99979037	99979046	+	0.000	0.000	Merged-chr5-99978841-118
NR51119--MA1107.1.KLF9	chr5	72182959	72182971	-	0.000	0.000	Merged-chr5-72182927-44
NR1303--MA0741.1.KLF16	chr1	64121728	64121738	-	0.000	0.000	Merged-chr1-64121787-120
NR15488--MA0599.1.KLF5	chr12	108792929	108792938	-	0.000	0.000	Merged-chr12-108792775-98
NR59179--MA0741.1.KLF16	chr7	35754509	35754519	+	0.000	0.000	Merged-chr7-35754427-56
NR21127--MA0493.1.Klf1	chr14	61556964	61556974	-	0.000	0.000	Merged-chr14-61556804-76
NR2895--MA0493.1.Klf1	chr1	133131227	133131237	-	0.000	0.000	Merged-chr1-133131295-80
NR67977--MA0741.1.KLF16	chr9	108783784	108783794	-	0.000	0.000	Merged-chr9-108783844-54
NR48937--MA1107.1.KLF9	chr4	149562818	149562830	+	0.000	0.000	Merged-chr4-149562585-29
NR6906--MA0599.1.KLF5	chr10	67069123	67069132	+	0.000	0.000	Merged-chr10-67069271-30
NR55851--MA0599.1.KLF5	chr6	86669337	86669346	+	0.000	0.000	Merged-chr6-86669328-55
NR10164--MA0599.1.KLF5	chr11	23771041	23771050	-	0.000	0.000	Merged-chr11-23770897-156
NR11157--MA0741.1.KLF16	chr11	69948281	69948291	+	0.000	0.000	Merged-chr11-69948307-18
NR20717--MA1107.1.KLF9	chr14	51063933	51063945	-	0.000	0.000	Merged-chr14-51063961-1
NR57570--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR24741--MA0741.1.KLF16	chr15	85879291	85879301	+	0.000	0.000	Merged-chr15-85879337-71
NR7566--MA0599.1.KLF5	chr10	80577776	80577785	+	0.000	0.000	Merged-chr10-80577794-170
NR16609--MA0740.1.KLF14	chr13	32338635	32338648	-	0.000	0.000	Merged-chr13-32338674-80
NR24639--MA0599.1.KLF5	chr15	83367312	83367321	+	0.000	0.000	Merged-chr15-83367311-32
NR62285--MA0599.1.KLF5	chr8	13200650	13200659	-	0.000	0.000	Merged-chr8-13200567-28
NR40875--MA0741.1.KLF16	chr3	22076322	22076332	+	0.000	0.000	Merged-chr3-22076616-152
NR42675--MA0657.1.KLF13	chr3	94886970	94886987	+	0.000	0.000	Merged-chr3-94886845-57
NR1921--MA1107.1.KLF9	chr1	88267859	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR27971--MA0740.1.KLF14	chr16	93918077	93918090	-	0.000	0.000	Merged-chr16-93917955-1
NR14805--MA0741.1.KLF16	chr12	84408446	84408456	+	0.000	0.000	Merged-chr12-84408533-142
NR5167--MA0599.1.KLF5	chr1	195092337	195092346	-	0.000	0.000	Merged-chr1-195092271-59
NR61795--MA0741.1.KLF16	chr7	139400778	139400788	-	0.000	0.000	Merged-chr7-139400700-36
NR24558--MA0742.1.Klf12	chr15	81960932	81960946	-	0.000	0.000	Merged-chr15-81960727-98
NR12854--MA0741.1.KLF16	chr11	117302035	117302045	-	0.000	0.000	Merged-chr11-117302059-32
NR66137--MA0741.1.KLF16	chr9	35267840	35267850	+	0.000	0.000	Merged-chr9-35267838-70
NR40231--MA0039.3.KLF4	chr2	173349678	173349688	+	0.000	0.000	Merged-chr2-173349812-58
NR45270--MA0599.1.KLF5	chr4	14819950	14819959	-	0.000	0.000	Merged-chr4-14819908-10
NR56134--MA1107.1.KLF9	chr6	94665392	94665404	+	0.000	0.000	Merged-chr6-94665476-13
NR18622--MA0741.1.KLF16	chr13	100833446	100833456	-	0.000	0.000	Merged-chr13-100833237-73
NR25741--MA1107.1.KLF9	chr16	8671872	8671884	+	0.000	0.000	Merged-chr16-8671994-77
NR21016--MA0741.1.KLF16	chr14	58076084	58076094	-	0.000	0.000	Merged-chr14-58076041-1
NR60670--MA0741.1.KLF16	chr7	98309543	98309553	-	0.000	0.000	Merged-chr7-98309453-63
NR16942--MA0741.1.KLF16	chr13	49247942	49247952	+	0.000	0.000	Merged-chr13-49248043-74
NR21033--MA0493.1.Klf1	chr14	59341319	59341329	-	0.000	0.000	Merged-chr14-59341391-54
NR48504--MA0599.1.KLF5	chr4	137388217	137388226	-	0.000	0.000	Merged-chr4-137388421-76
NR55676--MA0741.1.KLF16	chr6	81965974	81965984	-	0.000	0.000	Merged-chr6-81965824-61
NR49244--MA0493.1.Klf1	chr4	155869440	155869450	+	0.000	0.000	Merged-chr4-155869503-64
NR55081--MA0599.1.KLF5	chr6	48725573	48725582	+	0.000	0.000	Merged-chr6-48725705-47
NR23209--MA0599.1.KLF5	chr15	36283173	36283182	+	0.000	0.000	Merged-chr15-36282913-112
NR6475--MA1107.1.KLF9	chr10	52417627	52417639	-	0.000	0.000	Merged-chr10-52417781-87
NR69350--MA0599.1.KLF5	chrX	136270211	136270220	-	0.000	0.000	Merged-chrX-136270312-60
NR63603--MA0741.1.KLF16	chr8	70158530	70158540	+	0.000	0.000	Merged-chr8-70158595-38
NR29654--MA0599.1.KLF5	chr17	45595617	45595626	+	0.000	0.000	Merged-chr17-45595411-76
NR21498--MA1107.1.KLF9	chr14	79154083	79154095	-	0.000	0.000	Merged-chr14-79154092-10
NR51174--MA0741.1.KLF16	chr5	73265646	73265656	-	0.000	0.000	Merged-chr5-73265624-32
NR48846--MA0741.1.KLF16	chr4	147402145	147402155	+	0.000	0.000	Merged-chr4-147401974-46
NR11692--MA0493.1.Klf1	chr11	87404510	87404520	+	0.000	0.000	Merged-chr11-87404473-69
NR32737--MA0742.1.Klf12	chr18	60805989	60806003	-	0.000	0.000	Merged-chr18-60805828-10
NR5349--MA0039.3.KLF4	chr10	7470353	7470363	-	0.000	0.000	Merged-chr10-7470291-37
NR16658--MA0493.1.Klf1	chr13	34149080	34149090	+	0.000	0.000	Merged-chr13-34149148-30
NR42681--MA0599.1.KLF5	chr3	95106973	95106982	+	0.000	0.000	Merged-chr3-95106767-61
NR69495--MA0741.1.KLF16	chrX	152016300	152016310	-	0.000	0.000	Merged-chrX-152016475-78
NR1141--MA0741.1.KLF16	chr1	57995921	57995931	+	0.000	0.000	Merged-chr1-57996060-51
NR69100--MA0741.1.KLF16	chrX	95853000	95853010	-	0.000	0.000	Merged-chrX-95852985-11
NR64232--MA0599.1.KLF5	chr8	88294072	88294081	-	0.000	0.000	Merged-chr8-88293881-56
NR47512--MA0493.1.Klf1	chr4	111721348	111721358	-	0.000	0.000	Merged-chr4-111721420-30
NR64571--MA1107.1.KLF9	chr8	104632603	104632615	-	0.000	0.000	Merged-chr8-104632399-10
NR59936--MA0039.3.KLF4	chr7	67425610	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR42887--MA0599.1.KLF5	chr3	100969700	100969709	+	0.000	0.000	Merged-chr3-100969599-56
NR62060--MA0740.1.KLF14	chr8	3676410	3676423	+	0.000	0.000	Merged-chr8-3676543-77
NR5820--MA0493.1.Klf1	chr10	22345712	22345722	+	0.000	0.000	Merged-chr10-22345907-34
NR18874--MA0741.1.KLF16	chr13	106825813	106825823	-	0.000	0.000	Merged-chr13-106825787-11
NR31726--MA0493.1.Klf1	chr18	23803948	23803958	-	0.000	0.000	Merged-chr18-23803965-77
NR9526--MA0741.1.KLF16	chr10	128337728	128337738	-	0.000	0.000	Merged-chr10-128337849-72
NR36283--MA0742.1.Klf12	chr2	36049428	36049442	-	0.000	0.000	Merged-chr2-36049261-79
NR3690--MA0599.1.KLF5	chr1	156569882	156569891	+	0.000	0.000	Merged-chr1-156569852-25
NR52937--MA0741.1.KLF16	chr5	129725042	129725052	+	0.000	0.000	Merged-chr5-129725191-86
NR64419--MA1107.1.KLF9	chr8	94977056	94977068	-	0.000	0.000	Merged-chr8-94977226-37
NR64996--MA0039.3.KLF4	chr8	117802063	117802073	+	0.000	0.000	Merged-chr8-117802067-74
NR14701--MA0039.3.KLF4	chr12	80211212	80211222	-	0.000	0.000	Merged-chr12-80211304-22
NR31431--MA0599.1.KLF5	chr18	12236554	12236563	+	0.000	0.000	Merged-chr18-12236569-102
NR5045--MA1107.1.KLF9	chr1	192727199	192727211	-	0.000	0.000	Merged-chr1-192727187-32
NR35772--MA0493.1.Klf1	chr2	25422186	25422196	-	0.000	0.000	Merged-chr2-25422261-1
NR66085--MA0599.1.KLF5	chr9	32695948	32695957	+	0.000	0.000	Merged-chr9-32696080-66
NR43730--MA0493.1.Klf1	chr3	130894555	130894565	-	0.000	0.000	Merged-chr3-130894407-22
NR12692--MA0741.1.KLF16	chr11	115475698	115475708	-	0.000	0.000	Merged-chr11-115475686-55
NR14294--MA1107.1.KLF9	chr12	64917704	64917716	+	0.000	0.000	Merged-chr12-64917934-55
NR68126--MA0599.1.KLF5	chr9	114731117	114731126	-	0.000	0.000	Merged-chr9-114731222-121
NR45906--MA0599.1.KLF5	chr4	43493304	43493313	-	0.000	0.000	Merged-chr4-43493243-98
NR5927--MA1107.1.KLF9	chr10	26319076	26319088	+	0.000	0.000	Merged-chr10-26319233-6
NR53973--MA0657.1.KLF13	chr5	150594586	150594603	-	0.000	0.000	Merged-chr5-150594562-11
NR48432--MA0741.1.KLF16	chr4	136021750	136021760	-	0.000	0.000	Merged-chr4-136021705-51
NR61699--MA0741.1.KLF16	chr7	135716609	135716619	-	0.000	0.000	Merged-chr7-135716348-117
NR61723--MA0493.1.Klf1	chr7	136255659	136255669	-	0.000	0.000	Merged-chr7-136255499-1,Merged-chr7-136255803-24
NR9704--MA0039.3.KLF4	chr11	4804237	4804247	+	0.000	0.000	Merged-chr11-4804243-58
NR69352--MA0741.1.KLF16	chrX	136270210	136270220	-	0.000	0.000	Merged-chrX-136270312-60
NR66637--MA0657.1.KLF13	chr9	57708562	57708579	-	0.000	0.000	Merged-chr9-57708660-35
NR23010--MA0741.1.KLF16	chr15	27796589	27796599	+	0.000	0.000	Merged-chr15-27796764-17
NR56159--MA0657.1.KLF13	chr6	95117306	95117323	-	0.000	0.000	Merged-chr6-95117182-1
NR38393--MA0599.1.KLF5	chr2	121449201	121449210	+	0.000	0.000	Merged-chr2-121449280-76
NR67672--MA0741.1.KLF16	chr9	99243270	99243280	-	0.000	0.000	Merged-chr9-99243262-100
NR57910--MA0599.1.KLF5	chr6	148212166	148212175	-	0.000	0.000	Merged-chr6-148212124-77
NR10388--MA0599.1.KLF5	chr11	34739000	34739009	+	0.000	0.000	Merged-chr11-34739146-8
NR21330--MA0741.1.KLF16	chr14	70894257	70894267	+	0.000	0.000	Merged-chr14-70894203-35
NR67943--MA0741.1.KLF16	chr9	107985993	107986003	+	0.000	0.000	Merged-chr9-107985898-91
NR33284--MA0599.1.KLF5	chr18	75410330	75410339	+	0.000	0.000	Merged-chr18-75410439-27
NR4894--MA0740.1.KLF14	chr1	189500039	189500052	+	0.000	0.000	Merged-chr1-189499965-39
NR53676--MA0599.1.KLF5	chr5	142448264	142448273	+	0.000	0.000	Merged-chr5-142448272-36
NR13437--MA0740.1.KLF14	chr12	20815766	20815779	-	0.000	0.000	Merged-chr12-20815724-27
NR59096--MA0599.1.KLF5	chr7	31087383	31087392	+	0.000	0.000	Merged-chr7-31087462-13
NR11486--MA0740.1.KLF14	chr11	78301537	78301550	+	0.000	0.000	Merged-chr11-78301552-46
NR22329--MA0493.1.Klf1	chr14	118950713	118950723	-	0.000	0.000	Merged-chr14-118950797-17
NR42435--MA0599.1.KLF5	chr3	88297040	88297049	-	0.000	0.000	Merged-chr3-88296987-90
NR32163--MA0657.1.KLF13	chr18	38380962	38380979	-	0.000	0.000	Merged-chr18-38380867-96
NR67936--MA0599.1.KLF5	chr9	107710079	107710088	+	0.000	0.000	Merged-chr9-107709894-54
NR5852--MA0599.1.KLF5	chr10	24149440	24149449	-	0.000	0.000	Merged-chr10-24149317-57
NR20955--MA0493.1.Klf1	chr14	56296981	56296991	-	0.000	0.000	Merged-chr14-56296830-101
NR34548--MA0493.1.Klf1	chr19	40513855	40513865	-	0.000	0.000	Merged-chr19-40513581-97
NR50909--MA0741.1.KLF16	chr5	64811492	64811502	+	0.000	0.000	Merged-chr5-64811344-3
NR27133--MA1107.1.KLF9	chr16	65136006	65136018	+	0.000	0.000	Merged-chr16-65135972-1
NR48880--MA0599.1.KLF5	chr4	148038982	148038991	-	0.000	0.000	Merged-chr4-148038906-70
NR61827--MA0741.1.KLF16	chr7	140264977	140264987	-	0.000	0.000	Merged-chr7-140265035-12
NR48652--MA0740.1.KLF14	chr4	140986879	140986892	-	0.000	0.000	Merged-chr4-140986955-63
NR34253--MA0599.1.KLF5	chr19	26605078	26605087	-	0.000	0.000	Merged-chr19-26605044-56
NR58108--MA0742.1.Klf12	chr7	6331340	6331354	-	0.000	0.000	Merged-chr7-6331202-53
NR14743--MA0599.1.KLF5	chr12	81860405	81860414	-	0.000	0.000	Merged-chr12-81860438-124
NR44182--MA0741.1.KLF16	chr3	143379404	143379414	+	0.000	0.000	Merged-chr3-143379316-24
NR41315--MA0740.1.KLF14	chr3	37419714	37419727	+	0.000	0.000	Merged-chr3-37419954-169
NR7775--MA0039.3.KLF4	chr10	82859156	82859166	-	0.000	0.000	Merged-chr10-82859313-42
NR59636--MA0740.1.KLF14	chr7	55962512	55962525	+	0.000	0.000	Merged-chr7-55962435-67
NR67255--MA0493.1.Klf1	chr9	83893336	83893346	+	0.000	0.000	Merged-chr9-83893287-19
NR15809--MA0742.1.Klf12	chr13	3893576	3893590	-	0.000	0.000	Merged-chr13-3893477-54
NR68219--MA1107.1.KLF9	chr9	118489785	118489797	-	0.000	0.000	Merged-chr9-118489742-49
NR1036--MA0599.1.KLF5	chr1	52011443	52011452	-	0.000	0.000	Merged-chr1-52011364-58
NR32860--MA1107.1.KLF9	chr18	64527554	64527566	+	0.000	0.000	Merged-chr18-64527556-47
NR65881--MA0493.1.Klf1	chr9	22070947	22070957	-	0.000	0.000	Merged-chr9-22071062-89
NR17143--MA0741.1.KLF16	chr13	55623008	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR38280--MA1107.1.KLF9	chr2	119157052	119157064	-	0.000	0.000	Merged-chr2-119156876-75
NR684--MA0039.3.KLF4	chr1	36279289	36279299	-	0.000	0.000	Merged-chr1-36279399-25
NR48065--MA0741.1.KLF16	chr4	129542722	129542732	+	0.000	0.000	Merged-chr4-129542711-60
NR48336--MA0741.1.KLF16	chr4	134535426	134535436	+	0.000	0.000	Merged-chr4-134535132-103
NR10818--MA0599.1.KLF5	chr11	60046155	60046164	+	0.000	0.000	Merged-chr11-60046302-57
NR42547--MA0599.1.KLF5	chr3	89459151	89459160	-	0.000	0.000	Merged-chr3-89459176-81
NR36080--MA0740.1.KLF14	chr2	32381953	32381966	+	0.000	0.000	Merged-chr2-32381893-56
NR68214--MA0039.3.KLF4	chr9	118477724	118477734	-	0.000	0.000	Merged-chr9-118477763-16
NR56264--MA1107.1.KLF9	chr6	99360150	99360162	+	0.000	0.000	Merged-chr6-99360034-2
NR67847--MA0741.1.KLF16	chr9	106438462	106438472	+	0.000	0.000	Merged-chr9-106438400-53
NR68359--MA0599.1.KLF5	chr9	121455129	121455138	+	0.000	0.000	Merged-chr9-121454962-55
NR43883--MA0599.1.KLF5	chr3	135438128	135438137	+	0.000	0.000	Merged-chr3-135438319-11
NR65773--MA1107.1.KLF9	chr9	21136619	21136631	-	0.000	0.000	Merged-chr9-21136453-63
NR16955--MA0741.1.KLF16	chr13	49371712	49371722	+	0.000	0.000	Merged-chr13-49371654-30
NR13444--MA0742.1.Klf12	chr12	21373683	21373697	-	0.000	0.000	Merged-chr12-21373648-61
NR30877--MA0039.3.KLF4	chr17	83632140	83632150	-	0.000	0.000	Merged-chr17-83632090-95
NR67442--MA0742.1.Klf12	chr9	92374641	92374655	-	0.000	0.000	Merged-chr9-92374703-37
NR47606--MA0740.1.KLF14	chr4	117134032	117134045	+	0.000	0.000	Merged-chr4-117133999-76
NR12321--MA0493.1.Klf1	chr11	102309189	102309199	+	0.000	0.000	Merged-chr11-102309316-55
NR42519--MA1107.1.KLF9	chr3	89183123	89183135	+	0.000	0.000	Merged-chr3-89183015-64
NR29999--MA0599.1.KLF5	chr17	56304179	56304188	-	0.000	0.000	Merged-chr17-56304020-73
NR12456--MA0599.1.KLF5	chr11	106487952	106487961	-	0.000	0.000	Merged-chr11-106487771-62
NR61947--MA0493.1.Klf1	chr7	142095291	142095301	-	0.000	0.000	Merged-chr7-142095287-55
NR52358--MA0599.1.KLF5	chr5	114691024	114691033	+	0.000	0.000	Merged-chr5-114690919-54
NR7682--MA0493.1.Klf1	chr10	81378513	81378523	+	0.000	0.000	Merged-chr10-81378614-74
NR9652--MA0599.1.KLF5	chr11	3863924	3863933	-	0.000	0.000	Merged-chr11-3863952-34
NR63365--MA1107.1.KLF9	chr8	60993127	60993139	+	0.000	0.000	Merged-chr8-60993240-112
NR25988--MA0741.1.KLF16	chr16	16870921	16870931	-	0.000	0.000	Merged-chr16-16870914-54
NR38268--MA0599.1.KLF5	chr2	118926490	118926499	-	0.000	0.000	Merged-chr2-118926565-51
NR51729--MA0741.1.KLF16	chr5	97095438	97095448	-	0.000	0.000	Merged-chr5-97095556-15
NR11669--MA0039.3.KLF4	chr11	86683973	86683983	-	0.000	0.000	Merged-chr11-86683864-65
NR38392--MA1107.1.KLF9	chr2	121442638	121442650	+	0.000	0.000	Merged-chr2-121442652-51
NR61509--MA0599.1.KLF5	chr7	127588651	127588660	-	0.000	0.000	Merged-chr7-127588558-67
NR42533--MA0493.1.Klf1	chr3	89378532	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR5940--MA0039.3.KLF4	chr10	26630362	26630372	+	0.000	0.000	Merged-chr10-26630459-16
NR9744--MA0741.1.KLF16	chr11	5762413	5762423	-	0.000	0.000	Merged-chr11-5762236-58
NR6914--MA1107.1.KLF9	chr10	67072076	67072088	+	0.000	0.000	Merged-chr10-67072073-40
NR36003--MA0740.1.KLF14	chr2	30828300	30828313	+	0.000	0.000	Merged-chr2-30828081-87
NR67954--MA0599.1.KLF5	chr9	108263683	108263692	+	0.000	0.000	Merged-chr9-108263764-60
NR24102--MA0599.1.KLF5	chr15	75894575	75894584	-	0.000	0.000	Merged-chr15-75894455-46
NR44682--MA0657.1.KLF13	chr3	152943181	152943198	+	0.000	0.000	Merged-chr3-152943273-41
NR10715--MA0599.1.KLF5	chr11	55067094	55067103	+	0.000	0.000	Merged-chr11-55067120-19
NR42677--MA0741.1.KLF16	chr3	94886972	94886982	+	0.000	0.000	Merged-chr3-94886845-57
NR24308--MA0599.1.KLF5	chr15	78581589	78581598	-	0.000	0.000	Merged-chr15-78581743-66
NR7588--MA0741.1.KLF16	chr10	80622422	80622432	+	0.000	0.000	Merged-chr10-80622471-84
NR60811--MA0741.1.KLF16	chr7	102210348	102210358	-	0.000	0.000	Merged-chr7-102210325-100
NR31776--MA0599.1.KLF5	chr18	24530140	24530149	+	0.000	0.000	Merged-chr18-24530070-76
NR5242--MA0741.1.KLF16	chr10	4386769	4386779	+	0.000	0.000	Merged-chr10-4386678-1
NR33817--MA0599.1.KLF5	chr19	4397150	4397159	+	0.000	0.000	Merged-chr19-4397378-102
NR5512--MA0599.1.KLF5	chr10	12964270	12964279	+	0.000	0.000	Merged-chr10-12964276-93
NR35781--MA0741.1.KLF16	chr2	25500754	25500764	-	0.000	0.000	Merged-chr2-25500833-51
NR61522--MA0741.1.KLF16	chr7	127841643	127841653	-	0.000	0.000	Merged-chr7-127841775-106
NR17318--MA0741.1.KLF16	chr13	62964827	62964837	-	0.000	0.000	Merged-chr13-62964984-53
NR33230--MA0741.1.KLF16	chr18	73572602	73572612	-	0.000	0.000	Merged-chr18-73572695-132
NR61773--MA0599.1.KLF5	chr7	139388737	139388746	-	0.000	0.000	Merged-chr7-139388959-78
NR48311--MA0742.1.Klf12	chr4	134273467	134273481	-	0.000	0.000	Merged-chr4-134273569-45
NR62028--MA0741.1.KLF16	chr7	144914993	144915003	+	0.000	0.000	Merged-chr7-144915039-103
NR9406--MA0599.1.KLF5	chr10	127263117	127263126	+	0.000	0.000	Merged-chr10-127263127-11
NR11370--MA0493.1.Klf1	chr11	76399174	76399184	+	0.000	0.000	Merged-chr11-76399136-77
NR62289--MA0742.1.Klf12	chr8	13200679	13200693	-	0.000	0.000	Merged-chr8-13200567-28
NR8987--MA0493.1.Klf1	chr10	118050587	118050597	-	0.000	0.000	Merged-chr10-118050458-52
NR18994--MA1107.1.KLF9	chr13	109190498	109190510	-	0.000	0.000	Merged-chr13-109190361-18
NR40854--MA0741.1.KLF16	chr3	21936142	21936152	-	0.000	0.000	Merged-chr3-21936128-91
NR34472--MA0493.1.Klf1	chr19	38054540	38054550	+	0.000	0.000	Merged-chr19-38054631-113
NR61745--MA1107.1.KLF9	chr7	137437579	137437591	-	0.000	0.000	Merged-chr7-137437784-89
NR25160--MA0741.1.KLF16	chr15	96497804	96497814	-	0.000	0.000	Merged-chr15-96497899-21
NR53572--MA0657.1.KLF13	chr5	140389369	140389386	+	0.000	0.000	Merged-chr5-140389352-56
NR68242--MA0493.1.Klf1	chr9	118750842	118750852	-	0.000	0.000	Merged-chr9-118750873-69
NR25550--MA0599.1.KLF5	chr16	5050070	5050079	+	0.000	0.000	Merged-chr16-5050226-109
NR48867--MA0599.1.KLF5	chr4	147904975	147904984	-	0.000	0.000	Merged-chr4-147904845-69
NR1534--MA0741.1.KLF16	chr1	74391738	74391748	+	0.000	0.000	Merged-chr1-74391638-119
NR6499--MA0599.1.KLF5	chr10	53596747	53596756	+	0.000	0.000	Merged-chr10-53596886-150
NR11477--MA1107.1.KLF9	chr11	78189426	78189438	-	0.000	0.000	Merged-chr11-78189285-25
NR8673--MA1107.1.KLF9	chr10	111385753	111385765	+	0.000	0.000	Merged-chr10-111385696-32
NR59874--MA1107.1.KLF9	chr7	64043090	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR27930--MA1107.1.KLF9	chr16	93712036	93712048	+	0.000	0.000	Merged-chr16-93711802-127
NR10808--MA1107.1.KLF9	chr11	59662464	59662476	+	0.000	0.000	Merged-chr11-59662530-59
NR12474--MA0599.1.KLF5	chr11	106779551	106779560	+	0.000	0.000	Merged-chr11-106779604-65
NR11388--MA0741.1.KLF16	chr11	76945645	76945655	+	0.000	0.000	Merged-chr11-76945750-46
NR26067--MA0599.1.KLF5	chr16	18344003	18344012	-	0.000	0.000	Merged-chr16-18343895-61
NR67608--MA0741.1.KLF16	chr9	96536973	96536983	-	0.000	0.000	Merged-chr9-96537068-27
NR49799--MA0657.1.KLF13	chr5	21054803	21054820	-	0.000	0.000	Merged-chr5-21054874-6
NR65386--MA0741.1.KLF16	chr8	125558863	125558873	+	0.000	0.000	Merged-chr8-125558804-33
NR11659--MA0741.1.KLF16	chr11	85311326	85311336	+	0.000	0.000	Merged-chr11-85311484-93
NR14515--MA0599.1.KLF5	chr12	72761195	72761204	-	0.000	0.000	Merged-chr12-72761201-120
NR29882--MA0740.1.KLF14	chr17	51832737	51832750	-	0.000	0.000	Merged-chr17-51832834-116
NR7968--MA0741.1.KLF16	chr10	89443754	89443764	-	0.000	0.000	Merged-chr10-89443691-130
NR7547--MA0039.3.KLF4	chr10	80539295	80539305	-	0.000	0.000	Merged-chr10-80539129-37
NR922--MA1107.1.KLF9	chr1	43827795	43827807	+	0.000	0.000	Merged-chr1-43827662-129
NR35576--MA0599.1.KLF5	chr2	18057001	18057010	-	0.000	0.000	Merged-chr2-18057041-114
NR14494--MA0741.1.KLF16	chr12	71897541	71897551	-	0.000	0.000	Merged-chr12-71897525-19
NR49700--MA0039.3.KLF4	chr5	17682159	17682169	-	0.000	0.000	Merged-chr5-17682125-1
NR4632--MA0493.1.Klf1	chr1	181853227	181853237	+	0.000	0.000	Merged-chr1-181853067-80
NR14300--MA0599.1.KLF5	chr12	64917900	64917909	-	0.000	0.000	Merged-chr12-64917934-55
