#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR12901--MA1107.1.KLF9	chr11	116005037	116005049	-	0.000	0.000	Merged-chr11-116005079-38
NR24659--MA1107.1.KLF9	chr15	98927697	98927709	+	0.000	0.000	Merged-chr15-98927787-24
NR55513--MA1107.1.KLF9	chr6	54092922	54092934	+	0.000	0.000	Merged-chr6-54092801-44
NR42456--MA0599.1.KLF5	chr3	103914484	103914493	-	0.000	0.000	Merged-chr3-103914557-104
NR53678--MA1107.1.KLF9	chr5	139791464	139791476	-	0.000	0.000	Merged-chr5-139791708-104
NR41794--MA0741.1.KLF16	chr3	90052821	90052831	-	0.000	0.000	Merged-chr3-90052542-109
NR45166--MA0599.1.KLF5	chr4	43558774	43558783	-	0.000	0.000	Merged-chr4-43558871-42
NR15817--MA1107.1.KLF9	chr12	112673269	112673281	+	0.000	0.000	Merged-chr12-112673444-1
NR59098--MA1107.1.KLF9	chr7	16783489	16783501	-	0.000	0.000	Merged-chr7-16783425-42
NR14097--MA0599.1.KLF5	chr12	51829347	51829356	+	0.000	0.000	Merged-chr12-51829476-120
NR33614--MA0599.1.KLF5	chr19	29641270	29641279	-	0.000	0.000	Merged-chr19-29641308-66
NR16271--MA1107.1.KLF9	chr13	20093613	20093625	-	0.000	0.000	Merged-chr13-20093624-50
NR28366--MA0599.1.KLF5	chr17	28594045	28594054	+	0.000	0.000	Merged-chr17-28593992-6
NR67056--MA0741.1.KLF16	chr8	120114105	120114115	-	0.000	0.000	Merged-chr8-120114148-66
NR13418--MA1107.1.KLF9	chr12	8521786	8521798	+	0.000	0.000	Merged-chr12-8521654-50
NR60788--MA1107.1.KLF9	chr7	63939873	63939885	+	0.000	0.000	Merged-chr7-63939782-2
NR48758--MA0599.1.KLF5	chr4	149759719	149759728	-	0.000	0.000	Merged-chr4-149759725-31
NR29782--MA0493.1.Klf1	chr17	65951221	65951231	+	0.000	0.000	Merged-chr17-65951140-56
NR39710--MA0599.1.KLF5	chr2	168492185	168492194	-	0.000	0.000	Merged-chr2-168492092-36
NR7021--MA0741.1.KLF16	chr10	80158501	80158511	-	0.000	0.000	Merged-chr10-80158624-23
NR26992--MA0599.1.KLF5	chr16	91358558	91358567	+	0.000	0.000	Merged-chr16-91358652-12
NR40048--MA0599.1.KLF5	chr2	173659763	173659772	+	0.000	0.000	Merged-chr2-173659827-104
NR47833--MA0741.1.KLF16	chr4	134187236	134187246	-	0.000	0.000	Merged-chr4-134187105-62
NR43434--MA0599.1.KLF5	chr3	134339449	134339458	+	0.000	0.000	Merged-chr3-134339453-34
NR34807--MA0599.1.KLF5	chr2	9878748	9878757	+	0.000	0.000	Merged-chr2-9878722-80
NR16555--MA0657.1.KLF13	chr13	36117584	36117601	+	0.000	0.000	Merged-chr13-36117623-83
NR52943--MA0599.1.KLF5	chr5	129725076	129725085	-	0.000	0.000	Merged-chr5-129725191-86
NR66536--MA0599.1.KLF5	chr8	106935698	106935707	-	0.000	0.000	Merged-chr8-106935801-152
NR69101--MA0039.3.KLF4	chr9	62838559	62838569	+	0.000	0.000	Merged-chr9-62838773-60
NR27321--MA0740.1.KLF14	chr16	97922641	97922654	-	0.000	0.000	Merged-chr16-97922460-77
NR67276--MA0493.1.Klf1	chr8	122870524	122870534	-	0.000	0.000	Merged-chr8-122870569-43
NR10991--MA0599.1.KLF5	chr11	74833016	74833025	-	0.000	0.000	Merged-chr11-74832896-3
NR35946--MA0741.1.KLF16	chr2	37443279	37443289	-	0.000	0.000	Merged-chr2-37443185-70
NR49601--MA0493.1.Klf1	chr5	24348288	24348298	+	0.000	0.000	Merged-chr5-24348360-46
NR6156--MA1107.1.KLF9	chr10	60305570	60305582	+	0.000	0.000	Merged-chr10-60305430-32
NR67196--MA0599.1.KLF5	chr8	122282066	122282075	-	0.000	0.000	Merged-chr8-122281860-90
NR53728--MA0740.1.KLF14	chr5	140419219	140419232	-	0.000	0.000	Merged-chr5-140419081-107
NR48664--MA0657.1.KLF13	chr4	148140479	148140496	-	0.000	0.000	Merged-chr4-148140424-95
NR61779--MA0740.1.KLF14	chr7	101537734	101537747	-	0.000	0.000	Merged-chr7-101537821-5
NR6562--MA0741.1.KLF16	chr10	71238034	71238044	-	0.000	0.000	Merged-chr10-71237986-64
NR59985--MA0493.1.Klf1	chr7	31028758	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR16133--MA0493.1.Klf1	chr13	6648841	6648851	-	0.000	0.000	Merged-chr13-6648891-51
NR41922--MA0741.1.KLF16	chr3	94758218	94758228	+	0.000	0.000	Merged-chr3-94758240-64
NR10048--MA0741.1.KLF16	chr11	50225259	50225269	+	0.000	0.000	Merged-chr11-50225207-103
NR18572--MA0741.1.KLF16	chr13	108316275	108316285	+	0.000	0.000	Merged-chr13-108316339-65
NR33192--MA1107.1.KLF9	chr19	7295512	7295524	+	0.000	0.000	Merged-chr19-7295405-60
NR28845--MA0741.1.KLF16	chr17	35823156	35823166	-	0.000	0.000	Merged-chr17-35823208-57
NR68459--MA0039.3.KLF4	chr9	44582592	44582602	+	0.000	0.000	Merged-chr9-44582588-15
NR33059--MA0599.1.KLF5	chr19	5729691	5729700	+	0.000	0.000	Merged-chr19-5729609-19
NR36310--MA0493.1.Klf1	chr2	59630020	59630030	-	0.000	0.000	Merged-chr2-59629993-27
NR44108--MA0741.1.KLF16	chr3	152152188	152152198	+	0.000	0.000	Merged-chr3-152152191-31
NR52635--MA0741.1.KLF16	chr5	123974575	123974585	-	0.000	0.000	Merged-chr5-123974757-35
NR16687--MA0741.1.KLF16	chr13	41373055	41373065	+	0.000	0.000	Merged-chr13-41373067-52
NR13176--MA0742.1.Klf12	chr11	119943006	119943020	-	0.000	0.000	Merged-chr11-119943000-66
NR2331--MA0741.1.KLF16	chr1	128593455	128593465	+	0.000	0.000	Merged-chr1-128593290-2
NR68174--MA0599.1.KLF5	chr9	32695961	32695970	+	0.000	0.000	Merged-chr9-32696080-66
NR67818--MA0740.1.KLF14	chr9	18473620	18473633	+	0.000	0.000	Merged-chr9-18473624-68
NR24614--MA0741.1.KLF16	chr15	98634714	98634724	+	0.000	0.000	Merged-chr15-98634819-42
NR5388--MA0741.1.KLF16	chr10	20312419	20312429	-	0.000	0.000	Merged-chr10-20312484-116
NR63348--MA0741.1.KLF16	chr7	135716609	135716619	-	0.000	0.000	Merged-chr7-135716348-117
NR59671--MA1107.1.KLF9	chr7	27487032	27487044	-	0.000	0.000	Merged-chr7-27487024-65
NR27005--MA0741.1.KLF16	chr16	91485197	91485207	-	0.000	0.000	Merged-chr16-91485256-80
NR68841--MA0599.1.KLF5	chr9	56041933	56041942	+	0.000	0.000	Merged-chr9-56042037-52
NR23154--MA0599.1.KLF5	chr15	61983499	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR743--MA0741.1.KLF16	chr1	52578326	52578336	+	0.000	0.000	Merged-chr1-52578518-39
NR14527--MA0599.1.KLF5	chr12	72761094	72761103	+	0.000	0.000	Merged-chr12-72761201-120
NR52173--MA0599.1.KLF5	chr5	114773462	114773471	+	0.000	0.000	Merged-chr5-114773401-70
NR35327--MA0741.1.KLF16	chr2	25422773	25422783	-	0.000	0.000	Merged-chr2-25422687-75
NR34919--MA0599.1.KLF5	chr2	13575063	13575072	+	0.000	0.000	Merged-chr2-13575035-10
NR33376--MA0741.1.KLF16	chr19	12012388	12012398	+	0.000	0.000	Merged-chr19-12012380-1
NR28160--MA0741.1.KLF16	chr17	26508554	26508564	-	0.000	0.000	Merged-chr17-26508450-149
NR23699--MA1107.1.KLF9	chr15	78835207	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR35373--MA0599.1.KLF5	chr2	26389319	26389328	-	0.000	0.000	Merged-chr2-26389230-66
NR33647--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR27537--MA0742.1.Klf12	chr17	6978821	6978835	-	0.000	0.000	Merged-chr17-6979052-61
NR41032--MA0741.1.KLF16	chr3	52677348	52677358	+	0.000	0.000	Merged-chr3-52677309-55
NR37968--MA1107.1.KLF9	chr2	121355267	121355279	+	0.000	0.000	Merged-chr2-121355266-61
NR72430--MA0741.1.KLF16	chrX	103616960	103616970	-	0.000	0.000	Merged-chrX-103616839-86
NR41969--MA0741.1.KLF16	chr3	95229942	95229952	+	0.000	0.000	Merged-chr3-95229765-17
NR40817--MA1107.1.KLF9	chr3	37280943	37280955	-	0.000	0.000	Merged-chr3-37281103-32
NR24212--MA0493.1.Klf1	chr15	88828409	88828419	-	0.000	0.000	Merged-chr15-88828677-52
NR24696--MA0599.1.KLF5	chr15	99126737	99126746	-	0.000	0.000	Merged-chr15-99126498-24
NR21391--MA0740.1.KLF14	chr14	99045512	99045525	+	0.000	0.000	Merged-chr14-99045494-2
NR38289--MA0599.1.KLF5	chr2	131180074	131180083	-	0.000	0.000	Merged-chr2-131179958-87
NR69143--MA0599.1.KLF5	chr9	64253638	64253647	+	0.000	0.000	Merged-chr9-64253507-68
NR6944--MA1107.1.KLF9	chr10	79554797	79554809	+	0.000	0.000	Merged-chr10-79554930-87
NR13406--MA0740.1.KLF14	chr12	8521786	8521799	+	0.000	0.000	Merged-chr12-8521654-50
NR16815--MA0741.1.KLF16	chr13	45917290	45917300	+	0.000	0.000	Merged-chr13-45917473-39
NR22082--MA0599.1.KLF5	chr14	121379347	121379356	-	0.000	0.000	Merged-chr14-121379142-144
NR16339--MA0741.1.KLF16	chr13	23581489	23581499	+	0.000	0.000	Merged-chr13-23581680-55
NR24866--MA0741.1.KLF16	chr15	102136244	102136254	+	0.000	0.000	Merged-chr15-102136200-54
NR17209--MA1107.1.KLF9	chr13	58157713	58157725	-	0.000	0.000	Merged-chr13-58157645-3
NR67289--MA1107.1.KLF9	chr8	123065734	123065746	-	0.000	0.000	Merged-chr8-123065416-88
NR71493--MA0599.1.KLF5	chr9	123253117	123253126	+	0.000	0.000	Merged-chr9-123252996-28
NR58384--MA0741.1.KLF16	chr6	142571413	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR13240--MA0599.1.KLF5	chr11	120727379	120727388	-	0.000	0.000	Merged-chr11-120727252-27
NR71205--MA0039.3.KLF4	chr9	117896557	117896567	+	0.000	0.000	Merged-chr9-117896590-25
NR56191--MA1107.1.KLF9	chr6	87541368	87541380	+	0.000	0.000	Merged-chr6-87541310-26
NR54693--MA0599.1.KLF5	chr6	22424204	22424213	+	0.000	0.000	Merged-chr6-22424289-78
NR56949--MA0599.1.KLF5	chr6	113681522	113681531	-	0.000	0.000	Merged-chr6-113681431-40
NR53713--MA0741.1.KLF16	chr5	140389319	140389329	+	0.000	0.000	Merged-chr5-140389352-56
NR66992--MA0493.1.Klf1	chr8	119575033	119575043	-	0.000	0.000	Merged-chr8-119575055-76
NR48773--MA0657.1.KLF13	chr4	150008496	150008513	-	0.000	0.000	Merged-chr4-150008574-5
NR31233--MA0599.1.KLF5	chr18	34887437	34887446	+	0.000	0.000	Merged-chr18-34887458-62
NR42455--MA1107.1.KLF9	chr3	103862686	103862698	+	0.000	0.000	Merged-chr3-103862758-3
NR20350--MA0599.1.KLF5	chr14	54653724	54653733	-	0.000	0.000	Merged-chr14-54653650-39
NR58521--MA0742.1.Klf12	chr6	144664979	144664993	+	0.000	0.000	Merged-chr6-144664964-20
NR31439--MA0599.1.KLF5	chr18	43687777	43687786	+	0.000	0.000	Merged-chr18-43687697-2
NR51964--MA1107.1.KLF9	chr5	112239855	112239867	-	0.000	0.000	Merged-chr5-112239781-12
NR48043--MA0742.1.Klf12	chr4	136206189	136206203	-	0.000	0.000	Merged-chr4-136206356-47
NR33613--MA1107.1.KLF9	chr19	29523216	29523228	+	0.000	0.000	Merged-chr19-29523006-22
NR10753--MA0657.1.KLF13	chr11	69326236	69326253	-	0.000	0.000	Merged-chr11-69326179-56
NR43452--MA0599.1.KLF5	chr3	135191964	135191973	+	0.000	0.000	Merged-chr3-135191984-24
NR34488--MA1107.1.KLF9	chr19	57132251	57132263	-	0.000	0.000	Merged-chr19-57132265-94
NR62475--MA0741.1.KLF16	chr7	119794070	119794080	-	0.000	0.000	Merged-chr7-119794114-60
NR49158--MA0493.1.Klf1	chr4	156197571	156197581	-	0.000	0.000	Merged-chr4-156197657-98
NR3679--MA1107.1.KLF9	chr1	165816640	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR38275--MA0493.1.Klf1	chr2	130839886	130839896	+	0.000	0.000	Merged-chr2-130839995-87
NR26971--MA0740.1.KLF14	chr16	90810572	90810585	-	0.000	0.000	Merged-chr16-90810372-70
NR8910--MA0599.1.KLF5	chr10	127381074	127381083	-	0.000	0.000	Merged-chr10-127381259-2
NR48203--MA0599.1.KLF5	chr4	138943825	138943834	-	0.000	0.000	Merged-chr4-138943897-43
NR66893--MA1107.1.KLF9	chr8	117052561	117052573	-	0.000	0.000	Merged-chr8-117052612-3
NR35485--MA0599.1.KLF5	chr2	28640924	28640933	+	0.000	0.000	Merged-chr2-28641113-91
NR47774--MA0039.3.KLF4	chr4	133601936	133601946	+	0.000	0.000	Merged-chr4-133601958-40
NR6511--MA0599.1.KLF5	chr10	69563454	69563463	-	0.000	0.000	Merged-chr10-69563766-16
NR65408--MA0741.1.KLF16	chr8	71382077	71382087	-	0.000	0.000	Merged-chr8-71381982-56
NR2506--MA0741.1.KLF16	chr1	133801282	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR72319--MA0599.1.KLF5	chrX	96019789	96019798	-	0.000	0.000	Merged-chrX-96019802-20
NR44706--MA0039.3.KLF4	chr4	21766642	21766652	-	0.000	0.000	Merged-chr4-21766998-60
NR29428--MA0740.1.KLF14	chr17	51876640	51876653	+	0.000	0.000	Merged-chr17-51876629-40
NR10990--MA1107.1.KLF9	chr11	74832953	74832965	-	0.000	0.000	Merged-chr11-74832896-3
NR48034--MA0741.1.KLF16	chr4	136172220	136172230	-	0.000	0.000	Merged-chr4-136172134-18
NR35436--MA0741.1.KLF16	chr2	27009826	27009836	+	0.000	0.000	Merged-chr2-27009935-56
NR61221--MA0599.1.KLF5	chr7	80803351	80803360	+	0.000	0.000	Merged-chr7-80803211-85
NR33077--MA0599.1.KLF5	chr19	5964209	5964218	+	0.000	0.000	Merged-chr19-5964165-54
NR17622--MA0741.1.KLF16	chr13	73937742	73937752	+	0.000	0.000	Merged-chr13-73937981-89
NR48873--MA0740.1.KLF14	chr4	152138937	152138950	-	0.000	0.000	Merged-chr4-152138737-60
NR27916--MA0493.1.Klf1	chr17	21423219	21423229	-	0.000	0.000	Merged-chr17-21423109-81
NR3271--MA0657.1.KLF13	chr1	156474374	156474391	+	0.000	0.000	Merged-chr1-156474258-59
NR25797--MA0740.1.KLF14	chr16	32812976	32812989	-	0.000	0.000	Merged-chr16-32813091-39
NR47685--MA1107.1.KLF9	chr4	132749038	132749050	-	0.000	0.000	Merged-chr4-132748989-25
NR10014--MA0741.1.KLF16	chr11	49244243	49244253	-	0.000	0.000	Merged-chr11-49244035-93
NR47470--MA1107.1.KLF9	chr4	129542721	129542733	+	0.000	0.000	Merged-chr4-129542711-60
NR61202--MA1107.1.KLF9	chr7	80450046	80450058	+	0.000	0.000	Merged-chr7-80450087-44
NR63369--MA0493.1.Klf1	chr7	136255659	136255669	-	0.000	0.000	Merged-chr7-136255499-1,Merged-chr7-136255803-24
NR4372--MA0741.1.KLF16	chr1	182517513	182517523	-	0.000	0.000	Merged-chr1-182517456-82
NR54373--MA0740.1.KLF14	chr5	150195941	150195954	+	0.000	0.000	Merged-chr5-150196068-64
NR28496--MA0599.1.KLF5	chr17	31277407	31277416	-	0.000	0.000	Merged-chr17-31277371-45
NR59857--MA0740.1.KLF14	chr7	29289120	29289133	+	0.000	0.000	Merged-chr7-29289173-29
NR70711--MA1107.1.KLF9	chr9	108144555	108144567	-	0.000	0.000	Merged-chr9-108144717-30
NR10546--MA0742.1.Klf12	chr11	61762192	61762206	-	0.000	0.000	Merged-chr11-61762062-61
NR59138--MA0657.1.KLF13	chr7	16924256	16924273	+	0.000	0.000	Merged-chr7-16924305-95
NR72798--MA0599.1.KLF5	chrX	159532615	159532624	-	0.000	0.000	Merged-chrX-159532774-53
NR28138--MA0599.1.KLF5	chr17	25833058	25833067	+	0.000	0.000	Merged-chr17-25833037-57
NR50445--MA0741.1.KLF16	chr5	54111080	54111090	+	0.000	0.000	Merged-chr5-54110931-21
NR34802--MA0493.1.Klf1	chr2	9594245	9594255	+	0.000	0.000	Merged-chr2-9594121-50
NR67206--MA0742.1.Klf12	chr8	122376577	122376591	-	0.000	0.000	Merged-chr8-122376734-68
NR50716--MA0741.1.KLF16	chr5	65436006	65436016	-	0.000	0.000	Merged-chr5-65436020-62
NR68495--MA0741.1.KLF16	chr9	44879187	44879197	-	0.000	0.000	Merged-chr9-44879163-25
NR12011--MA0493.1.Klf1	chr11	98457949	98457959	-	0.000	0.000	Merged-chr11-98457960-97
NR12495--MA0599.1.KLF5	chr11	106487952	106487961	-	0.000	0.000	Merged-chr11-106487771-62
NR61637--MA0493.1.Klf1	chr7	98703046	98703056	-	0.000	0.000	Merged-chr7-98703177-97
NR40238--MA0741.1.KLF16	chr2	180042532	180042542	-	0.000	0.000	Merged-chr2-180042476-118
NR12217--MA0741.1.KLF16	chr11	101082550	101082560	+	0.000	0.000	Merged-chr11-101082516-61
NR11601--MA1107.1.KLF9	chr11	88204244	88204256	+	0.000	0.000	Merged-chr11-88204255-77
NR4788--MA0599.1.KLF5	chr1	191097833	191097842	+	0.000	0.000	Merged-chr1-191097986-4
NR21716--MA0039.3.KLF4	chr14	115040679	115040689	-	0.000	0.000	Merged-chr14-115040570-12
NR61342--MA0599.1.KLF5	chr7	83892199	83892208	-	0.000	0.000	Merged-chr7-83892094-68
NR9333--MA0599.1.KLF5	chr11	6528857	6528866	-	0.000	0.000	Merged-chr11-6528717-51
NR61681--MA1107.1.KLF9	chr7	99381501	99381513	-	0.000	0.000	Merged-chr7-99381387-71
NR72010--MA0599.1.KLF5	chrX	53057305	53057314	-	0.000	0.000	Merged-chrX-53057240-46
NR27027--MA0742.1.Klf12	chr16	91688765	91688779	+	0.000	0.000	Merged-chr16-91688812-60
NR67048--MA0493.1.Klf1	chr8	120114011	120114021	-	0.000	0.000	Merged-chr8-120114148-66
NR24211--MA0039.3.KLF4	chr15	88828407	88828417	-	0.000	0.000	Merged-chr15-88828677-52
NR51046--MA0039.3.KLF4	chr5	77167224	77167234	-	0.000	0.000	Merged-chr5-77167373-14
NR15729--MA0599.1.KLF5	chr12	110979201	110979210	-	0.000	0.000	Merged-chr12-110979044-60
NR23769--MA0740.1.KLF14	chr15	79927823	79927836	+	0.000	0.000	Merged-chr15-79927783-58
NR18439--MA0599.1.KLF5	chr13	104109640	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR26736--MA1107.1.KLF9	chr16	77358703	77358715	-	0.000	0.000	Merged-chr16-77358770-12
NR29107--MA0599.1.KLF5	chr17	46202798	46202807	+	0.000	0.000	Merged-chr17-46202897-79
NR62884--MA0599.1.KLF5	chr7	127895628	127895637	-	0.000	0.000	Merged-chr7-127895657-49
NR27190--MA1107.1.KLF9	chr16	95243069	95243081	+	0.000	0.000	Merged-chr16-95243231-1
NR25692--MA0599.1.KLF5	chr16	29978035	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR16630--MA0657.1.KLF13	chr13	38528523	38528540	+	0.000	0.000	Merged-chr13-38528691-1
NR59677--MA0599.1.KLF5	chr7	27508182	27508191	-	0.000	0.000	Merged-chr7-27508351-96
NR67635--MA0599.1.KLF5	chr8	128595266	128595275	-	0.000	0.000	Merged-chr8-128595191-53
NR16850--MA0599.1.KLF5	chr13	48545978	48545987	-	0.000	0.000	Merged-chr13-48545909-2
NR50431--MA1107.1.KLF9	chr5	53998315	53998327	+	0.000	0.000	Merged-chr5-53998390-11
NR1397--MA0493.1.Klf1	chr1	82834720	82834730	-	0.000	0.000	Merged-chr1-82834713-10
NR14625--MA0741.1.KLF16	chr12	76837772	76837782	+	0.000	0.000	Merged-chr12-76837684-61
NR60770--MA0742.1.Klf12	chr7	63930350	63930364	+	0.000	0.000	Merged-chr7-63930287-48
NR9892--MA0493.1.Klf1	chr11	43767066	43767076	-	0.000	0.000	Merged-chr11-43767173-52
NR63686--MA0657.1.KLF13	chr7	141392071	141392088	-	0.000	0.000	Merged-chr7-141392195-61
NR27018--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR30456--MA0740.1.KLF14	chr17	83862737	83862750	+	0.000	0.000	Merged-chr17-83862747-3
NR51849--MA0599.1.KLF5	chr5	110135829	110135838	+	0.000	0.000	Merged-chr5-110135830-52
NR23284--MA0599.1.KLF5	chr15	68258629	68258638	+	0.000	0.000	Merged-chr15-68258737-97
NR63186--MA0599.1.KLF5	chr7	132576174	132576183	+	0.000	0.000	Merged-chr7-132576269-107
NR46466--MA0493.1.Klf1	chr4	101509397	101509407	-	0.000	0.000	Merged-chr4-101509184-37
NR68828--MA0599.1.KLF5	chr9	55938120	55938129	-	0.000	0.000	Merged-chr9-55938219-68
NR59443--MA1107.1.KLF9	chr7	24884121	24884133	-	0.000	0.000	Merged-chr7-24884343-81
NR10789--MA0741.1.KLF16	chr11	69838243	69838253	-	0.000	0.000	Merged-chr11-69838250-77
NR69183--MA0657.1.KLF13	chr9	65460888	65460905	+	0.000	0.000	Merged-chr9-65461064-58
NR10486--MA0740.1.KLF14	chr11	60811332	60811345	+	0.000	0.000	Merged-chr11-60811220-49
NR64449--MA0039.3.KLF4	chr8	25597251	25597261	+	0.000	0.000	Merged-chr8-25597379-88
NR18442--MA0741.1.KLF16	chr13	104109640	104109650	+	0.000	0.000	Merged-chr13-104109580-88
NR23951--MA0599.1.KLF5	chr15	82224430	82224439	-	0.000	0.000	Merged-chr15-82224462-30
NR12043--MA0599.1.KLF5	chr11	98741704	98741713	-	0.000	0.000	Merged-chr11-98741907-41
NR15705--MA0039.3.KLF4	chr12	110506241	110506251	-	0.000	0.000	Merged-chr12-110506270-12
NR15715--MA0493.1.Klf1	chr12	110737914	110737924	-	0.000	0.000	Merged-chr12-110737948-78
NR12249--MA0599.1.KLF5	chr11	101785328	101785337	+	0.000	0.000	Merged-chr11-101785262-68
NR13419--MA0740.1.KLF14	chr12	8674213	8674226	-	0.000	0.000	Merged-chr12-8674296-93
NR12925--MA0599.1.KLF5	chr11	116138894	116138903	+	0.000	0.000	Merged-chr11-116138884-66
NR50283--MA0741.1.KLF16	chr5	45669765	45669775	+	0.000	0.000	Merged-chr5-45669606-116
NR13046--MA0742.1.Klf12	chr11	117611226	117611240	+	0.000	0.000	Merged-chr11-117611199-52
NR38817--MA0493.1.Klf1	chr2	147012012	147012022	-	0.000	0.000	Merged-chr2-147011946-5
NR67044--MA0742.1.Klf12	chr8	120114017	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR65466--MA0740.1.KLF14	chr8	71665695	71665708	-	0.000	0.000	Merged-chr8-71665590-47
NR7209--MA0741.1.KLF16	chr10	81167828	81167838	+	0.000	0.000	Merged-chr10-81167988-61
NR61435--MA1107.1.KLF9	chr7	90355557	90355569	-	0.000	0.000	Merged-chr7-90355618-52
NR24950--MA0742.1.Klf12	chr15	103340170	103340184	-	0.000	0.000	Merged-chr15-103340196-50
NR30027--MA0599.1.KLF5	chr17	73822558	73822567	+	0.000	0.000	Merged-chr17-73822361-73
NR10302--MA0599.1.KLF5	chr11	57664956	57664965	-	0.000	0.000	Merged-chr11-57664898-25
NR48786--MA0657.1.KLF13	chr4	150248138	150248155	-	0.000	0.000	Merged-chr4-150248164-26
NR24234--MA1107.1.KLF9	chr15	89089054	89089066	-	0.000	0.000	Merged-chr15-89089221-62
NR46683--MA0740.1.KLF14	chr4	108071455	108071468	+	0.000	0.000	Merged-chr4-108071343-55
NR34073--MA0599.1.KLF5	chr19	45079937	45079946	-	0.000	0.000	Merged-chr19-45079804-49
NR3444--MA0742.1.Klf12	chr1	160906352	160906366	+	0.000	0.000	Merged-chr1-160906611-81
NR16819--MA0599.1.KLF5	chr13	45932587	45932596	+	0.000	0.000	Merged-chr13-45932644-29
NR47336--MA1107.1.KLF9	chr4	126260940	126260952	-	0.000	0.000	Merged-chr4-126260949-19
NR50096--MA0493.1.Klf1	chr5	36722602	36722612	+	0.000	0.000	Merged-chr5-36722614-37
NR9043--MA0740.1.KLF14	chr10	128705041	128705054	+	0.000	0.000	Merged-chr10-128704934-88
NR26470--MA0657.1.KLF13	chr16	64873904	64873921	+	0.000	0.000	Merged-chr16-64873763-80
NR69247--MA0742.1.Klf12	chr9	66593175	66593189	+	0.000	0.000	Merged-chr9-66593034-105
NR66684--MA0599.1.KLF5	chr8	111338044	111338053	+	0.000	0.000	Merged-chr8-111337975-54
NR23118--MA0493.1.Klf1	chr15	60120108	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR44555--MA0657.1.KLF13	chr4	11900132	11900149	-	0.000	0.000	Merged-chr4-11900204-55
NR70488--MA0493.1.Klf1	chr9	103426578	103426588	-	0.000	0.000	Merged-chr9-103426550-25
NR54032--MA0742.1.Klf12	chr5	144100277	144100291	-	0.000	0.000	Merged-chr5-144100460-55
NR69394--MA0599.1.KLF5	chr9	70542743	70542752	-	0.000	0.000	Merged-chr9-70542837-79
NR37450--MA0599.1.KLF5	chr2	104122695	104122704	-	0.000	0.000	Merged-chr2-104122905-60
NR63073--MA1107.1.KLF9	chr7	130761459	130761471	-	0.000	0.000	Merged-chr7-130761356-8
NR62404--MA1107.1.KLF9	chr7	118740232	118740244	-	0.000	0.000	Merged-chr7-118740082-2
NR41920--MA0039.3.KLF4	chr3	94758219	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR49884--MA0599.1.KLF5	chr5	31602559	31602568	-	0.000	0.000	Merged-chr5-31602596-35
NR12155--MA0599.1.KLF5	chr11	100574910	100574919	+	0.000	0.000	Merged-chr11-100574858-115
NR1195--MA1107.1.KLF9	chr1	74390161	74390173	-	0.000	0.000	Merged-chr1-74390334-35
NR11825--MA1107.1.KLF9	chr11	95713999	95714011	+	0.000	0.000	Merged-chr11-95714089-14
NR60804--MA0657.1.KLF13	chr7	64043086	64043103	-	0.000	0.000	Merged-chr7-64043125-48
NR9557--MA0599.1.KLF5	chr11	22286962	22286971	+	0.000	0.000	Merged-chr11-22287125-73
NR52939--MA0599.1.KLF5	chr5	129725042	129725051	+	0.000	0.000	Merged-chr5-129725191-86
NR15602--MA0039.3.KLF4	chr12	108657490	108657500	-	0.000	0.000	Merged-chr12-108657540-23
NR15612--MA0493.1.Klf1	chr12	108792929	108792939	-	0.000	0.000	Merged-chr12-108792775-98
NR53436--MA0740.1.KLF14	chr5	136953066	136953079	+	0.000	0.000	Merged-chr5-136953170-41
NR2192--MA0599.1.KLF5	chr1	125435613	125435622	+	0.000	0.000	Merged-chr1-125435397-141
NR20234--MA0741.1.KLF16	chr14	52343664	52343674	+	0.000	0.000	Merged-chr14-52343445-41
NR35520--MA0742.1.Klf12	chr2	29251475	29251489	-	0.000	0.000	Merged-chr2-29251515-20
NR69027--MA0599.1.KLF5	chr9	60998295	60998304	-	0.000	0.000	Merged-chr9-60998373-9
NR33942--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
