#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR4890--MA0482.1.Gata4	chr3	145942232	145942242	+	0.000	0.000	Merged-chr3-145942154-31
NR6180--MA0035.3.Gata1	chr6	130136665	130136675	+	0.000	0.000	Merged-chr6-130136655-31
NR3991--MA0037.3.GATA3	chr2	67131862	67131869	+	0.000	0.000	Merged-chr2-67131784-2
NR7162--MA0035.3.Gata1	chr9	31254825	31254835	-	0.000	0.000	Merged-chr9-31254853-49
NR930--MA1104.1.GATA6	chr10	117969928	117969940	+	0.000	0.000	Merged-chr10-117970017-9
NR3868--MA0035.3.Gata1	chr2	22787293	22787303	-	0.000	0.000	Merged-chr2-22787273-9
NR2591--MA0482.1.Gata4	chr15	66994669	66994679	+	0.000	0.000	Merged-chr15-66994727-12
NR2770--MA1104.1.GATA6	chr16	20144773	20144785	+	0.000	0.000	Merged-chr16-20144854-9
NR7204--MA0482.1.Gata4	chr9	44717220	44717230	+	0.000	0.000	Merged-chr9-44717151-19
NR358--MA0037.3.GATA3	chr1	155201432	155201439	-	0.000	0.000	Merged-chr1-155201490-45
NR1867--MA1104.1.GATA6	chr13	37760195	37760207	+	0.000	0.000	Merged-chr13-37760092-14
NR5043--MA0766.1.GATA5	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR3158--MA0766.1.GATA5	chr17	31224056	31224063	+	0.000	0.000	Merged-chr17-31224074-61
NR6128--MA0140.2.GATA1::TAL1	chr6	124375792	124375809	-	0.000	0.000	Merged-chr6-124375670-49
NR926--MA0482.1.Gata4	chr10	117909395	117909405	-	0.000	0.000	Merged-chr10-117909375-9
NR834--MA1104.1.GATA6	chr10	96391846	96391858	+	0.000	0.000	Merged-chr10-96391802-8
NR741--MA0035.3.Gata1	chr10	62327713	62327723	-	0.000	0.000	Merged-chr10-62327638-49
NR7221--MA1104.1.GATA6	chr9	46154654	46154666	-	0.000	0.000	Merged-chr9-46154778-41
NR6982--MA0036.3.GATA2	chr8	110859814	110859824	+	0.000	0.000	Merged-chr8-110860019-49
NR6777--MA0036.3.GATA2	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR4431--MA0036.3.GATA2	chr2	166719517	166719527	+	0.000	0.000	Merged-chr2-166719426-29
NR7539--MA1104.1.GATA6	chr9	120084499	120084511	+	0.000	0.000	Merged-chr9-120084612-20
NR6937--MA0037.3.GATA3	chr8	81773704	81773711	+	0.000	0.000	Merged-chr8-81773679-46
NR1178--MA0482.1.Gata4	chr11	68726939	68726949	+	0.000	0.000	Merged-chr11-68726851-12
NR2690--MA0035.3.Gata1	chr15	93486927	93486937	+	0.000	0.000	Merged-chr15-93487007-12
NR6252--MA0037.3.GATA3	chr6	142809494	142809501	+	0.000	0.000	Merged-chr6-142809719-29
NR621--MA0482.1.Gata4	chr10	17550174	17550184	-	0.000	0.000	Merged-chr10-17550297-37
NR2498--MA0140.2.GATA1::TAL1	chr14	123015953	123015970	+	0.000	0.000	Merged-chr14-123015903-11
NR3196--MA0035.3.Gata1	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR4893--MA0035.3.Gata1	chr3	145942231	145942241	+	0.000	0.000	Merged-chr3-145942154-31
NR5108--MA0140.2.GATA1::TAL1	chr4	71291543	71291560	+	0.000	0.000	Merged-chr4-71291736-94
NR7055--MA0482.1.Gata4	chr8	121603049	121603059	+	0.000	0.000	Merged-chr8-121603020-18
NR3695--MA0482.1.Gata4	chr19	33053337	33053347	+	0.000	0.000	Merged-chr19-33053321-32
NR7207--MA0035.3.Gata1	chr9	44772869	44772879	-	0.000	0.000	Merged-chr9-44772887-60
NR1338--MA0036.3.GATA2	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR525--MA0482.1.Gata4	chr1	181842528	181842538	+	0.000	0.000	Merged-chr1-181842712-4
NR406--MA0035.3.Gata1	chr1	162615721	162615731	-	0.000	0.000	Merged-chr1-162615694-15
NR337--MA0037.3.GATA3	chr1	152037754	152037761	+	0.000	0.000	Merged-chr1-152037701-1
NR5898--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR5113--MA0035.3.Gata1	chr4	71291871	71291881	-	0.000	0.000	Merged-chr4-71291736-94
NR4040--MA0766.1.GATA5	chr2	83723079	83723086	+	0.000	0.000	Merged-chr2-83723106-17
NR4301--MA0036.3.GATA2	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR929--MA0035.3.Gata1	chr10	117909396	117909406	-	0.000	0.000	Merged-chr10-117909375-9
NR7072--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR4563--MA0766.1.GATA5	chr3	55744018	55744025	-	0.000	0.000	Merged-chr3-55744037-44
NR2939--MA0036.3.GATA2	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR424--MA0766.1.GATA5	chr1	164366711	164366718	-	0.000	0.000	Merged-chr1-164366862-30
NR2626--MA0035.3.Gata1	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR7467--MA0036.3.GATA2	chr9	107676232	107676242	+	0.000	0.000	Merged-chr9-107676090-54
NR5089--MA0140.2.GATA1::TAL1	chr4	62731593	62731610	+	0.000	0.000	Merged-chr4-62731520-17
NR922--MA1104.1.GATA6	chr10	117861195	117861207	-	0.000	0.000	Merged-chr10-117861044-50
NR1336--MA1104.1.GATA6	chr11	108911011	108911023	-	0.000	0.000	Merged-chr11-108910906-74
NR2777--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR5520--MA0037.3.GATA3	chr5	72636321	72636328	-	0.000	0.000	Merged-chr5-72636293-57
NR3840--MA0037.3.GATA3	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR3498--MA0766.1.GATA5	chr18	70478126	70478133	-	0.000	0.000	Merged-chr18-70478078-27
NR2854--MA0482.1.Gata4	chr16	49774803	49774813	+	0.000	0.000	Merged-chr16-49774880-113
NR6875--MA0766.1.GATA5	chr8	35650808	35650815	+	0.000	0.000	Merged-chr8-35650941-17
NR4324--MA0766.1.GATA5	chr2	146498566	146498573	-	0.000	0.000	Merged-chr2-146498425-8
NR2644--MA0766.1.GATA5	chr15	85469062	85469069	+	0.000	0.000	Merged-chr15-85469002-5
NR7627--MA1104.1.GATA6	chrX	101128632	101128644	+	0.000	0.000	Merged-chrX-101128722-47
NR7329--MA0035.3.Gata1	chr9	69156194	69156204	+	0.000	0.000	Merged-chr9-69156335-38
NR838--MA0140.2.GATA1::TAL1	chr10	96422040	96422057	+	0.000	0.000	Merged-chr10-96421885-30
NR1808--MA0482.1.Gata4	chr13	19219719	19219729	+	0.000	0.000	Merged-chr13-19219739-41
NR528--MA0035.3.Gata1	chr1	181951070	181951080	+	0.000	0.000	Merged-chr1-181951117-29
NR4551--MA1104.1.GATA6	chr3	37753349	37753361	-	0.000	0.000	Merged-chr3-37753406-27
NR6769--MA0036.3.GATA2	chr7	136341221	136341231	+	0.000	0.000	Merged-chr7-136341068-1
NR4423--MA0036.3.GATA2	chr2	163131099	163131109	+	0.000	0.000	Merged-chr2-163131105-39
NR1789--MA0482.1.Gata4	chr13	12412199	12412209	-	0.000	0.000	Merged-chr13-12412239-11
NR7557--MA0482.1.Gata4	chr9	123021045	123021055	-	0.000	0.000	Merged-chr9-123021299-81
NR7167--MA0035.3.Gata1	chr9	32701414	32701424	+	0.000	0.000	Merged-chr9-32701343-20
NR4675--MA0036.3.GATA2	chr3	101800464	101800474	+	0.000	0.000	Merged-chr3-101800601-48
NR3821--MA0140.2.GATA1::TAL1	chr2	9867377	9867394	+	0.000	0.000	Merged-chr2-9867507-76
NR366--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR1349--MA1104.1.GATA6	chr11	109822473	109822485	-	0.000	0.000	Merged-chr11-109822566-4
NR7143--MA0482.1.Gata4	chr9	13466581	13466591	-	0.000	0.000	Merged-chr9-13466686-68
NR1870--MA0036.3.GATA2	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR691--MA0140.2.GATA1::TAL1	chr10	44601668	44601685	-	0.000	0.000	Merged-chr10-44601754-5
NR1027--MA0482.1.Gata4	chr11	11522201	11522211	-	0.000	0.000	Merged-chr11-11522120-49
NR3343--MA1104.1.GATA6	chr18	13016559	13016571	-	0.000	0.000	Merged-chr18-13016580-10
NR1279--MA0482.1.Gata4	chr11	98682373	98682383	-	0.000	0.000	Merged-chr11-98682471-63
NR5371--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR5026--MA0140.2.GATA1::TAL1	chr4	40680542	40680559	+	0.000	0.000	Merged-chr4-40680682-21
NR6987--MA0036.3.GATA2	chr8	111595992	111596002	+	0.000	0.000	Merged-chr8-111595874-65
NR517--MA0482.1.Gata4	chr1	179493159	179493169	-	0.000	0.000	Merged-chr1-179493163-27
NR1392--MA0037.3.GATA3	chr11	117319697	117319704	-	0.000	0.000	Merged-chr11-117319615-150
NR1663--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR2714--MA0035.3.Gata1	chr15	96543514	96543524	-	0.000	0.000	Merged-chr15-96543525-72
NR103--MA0482.1.Gata4	chr1	69496217	69496227	-	0.000	0.000	Merged-chr1-69496310-11
NR1296--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR2352--MA0766.1.GATA5	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR7064--MA1104.1.GATA6	chr8	122712101	122712113	-	0.000	0.000	Merged-chr8-122712057-14
NR560--MA0482.1.Gata4	chr1	187347071	187347081	-	0.000	0.000	Merged-chr1-187347072-46
NR6528--MA0037.3.GATA3	chr7	100449172	100449179	-	0.000	0.000	Merged-chr7-100449076-60
NR5926--MA1104.1.GATA6	chr6	71980503	71980515	+	0.000	0.000	Merged-chr6-71980569-75
NR2594--MA0036.3.GATA2	chr15	67301163	67301173	-	0.000	0.000	Merged-chr15-67301040-4
NR2026--MA0037.3.GATA3	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR626--MA0140.2.GATA1::TAL1	chr10	17550166	17550183	-	0.000	0.000	Merged-chr10-17550297-37
NR5585--MA0482.1.Gata4	chr5	93093279	93093289	+	0.000	0.000	Merged-chr5-93093423-108
NR3228--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR6073--MA0766.1.GATA5	chr6	114904372	114904379	+	0.000	0.000	Merged-chr6-114904408-10
NR3213--MA1104.1.GATA6	chr17	52484085	52484097	+	0.000	0.000	Merged-chr17-52484066-25
NR3879--MA1104.1.GATA6	chr2	26154174	26154186	+	0.000	0.000	Merged-chr2-26154226-16
NR5416--MA1104.1.GATA6	chr5	24505727	24505739	-	0.000	0.000	Merged-chr5-24505685-17
NR3194--MA1104.1.GATA6	chr17	49435332	49435344	-	0.000	0.000	Merged-chr17-49435295-16
NR3181--MA0140.2.GATA1::TAL1	chr17	44893776	44893793	-	0.000	0.000	Merged-chr17-44893726-24
NR4891--MA1104.1.GATA6	chr3	145942230	145942242	-	0.000	0.000	Merged-chr3-145942154-31
NR2590--MA0140.2.GATA1::TAL1	chr15	66815685	66815702	+	0.000	0.000	Merged-chr15-66815683-20
NR3322--MA1104.1.GATA6	chr17	86880651	86880663	-	0.000	0.000	Merged-chr17-86880662-37
NR7205--MA1104.1.GATA6	chr9	44772868	44772880	+	0.000	0.000	Merged-chr9-44772887-60
NR3460--MA0140.2.GATA1::TAL1	chr18	62092675	62092692	-	0.000	0.000	Merged-chr18-62092853-21
NR7305--MA0140.2.GATA1::TAL1	chr9	65196523	65196540	+	0.000	0.000	Merged-chr9-65196395-103
NR477--MA0482.1.Gata4	chr1	171983536	171983546	-	0.000	0.000	Merged-chr1-171983561-45
NR4396--MA0036.3.GATA2	chr2	156882621	156882631	-	0.000	0.000	Merged-chr2-156882642-42
NR927--MA1104.1.GATA6	chr10	117909395	117909407	+	0.000	0.000	Merged-chr10-117909375-9
NR3074--MA0140.2.GATA1::TAL1	chr17	12205681	12205698	+	0.000	0.000	Merged-chr17-12205812-57
NR257--MA0036.3.GATA2	chr1	131638414	131638424	-	0.000	0.000	Merged-chr1-131638408-68
NR5455--MA0482.1.Gata4	chr5	36722516	36722526	-	0.000	0.000	Merged-chr5-36722614-37
NR2844--MA0036.3.GATA2	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR2378--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR4996--MA0482.1.Gata4	chr4	11961003	11961013	-	0.000	0.000	Merged-chr4-11960864-24
NR2624--MA1104.1.GATA6	chr15	80590803	80590815	+	0.000	0.000	Merged-chr15-80590747-44
NR6185--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR4786--MA0766.1.GATA5	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR1476--MA0482.1.Gata4	chr12	59055287	59055297	-	0.000	0.000	Merged-chr12-59055376-29
NR637--MA0036.3.GATA2	chr10	21964642	21964652	+	0.000	0.000	Merged-chr10-21964511-16
NR1132--MA0037.3.GATA3	chr11	57952915	57952922	+	0.000	0.000	Merged-chr11-57952769-40
NR622--MA1104.1.GATA6	chr10	17550174	17550186	+	0.000	0.000	Merged-chr10-17550297-37
NR4438--MA0766.1.GATA5	chr2	167081045	167081052	+	0.000	0.000	Merged-chr2-167081117-10
NR7566--MA0037.3.GATA3	chr9	123997919	123997926	+	0.000	0.000	Merged-chr9-123997875-9
NR7675--MA1104.1.GATA6	chrX	164034373	164034385	+	0.000	0.000	Merged-chrX-164034499-8
NR2063--MA0036.3.GATA2	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR7056--MA1104.1.GATA6	chr8	121603047	121603059	-	0.000	0.000	Merged-chr8-121603020-18
NR4638--MA0035.3.Gata1	chr3	89183058	89183068	+	0.000	0.000	Merged-chr3-89183015-64
NR3696--MA1104.1.GATA6	chr19	33053335	33053347	-	0.000	0.000	Merged-chr19-33053321-32
NR4614--MA0482.1.Gata4	chr3	79248515	79248525	-	0.000	0.000	Merged-chr3-79248582-102
NR5899--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR4200--MA0482.1.Gata4	chr2	118759912	118759922	+	0.000	0.000	Merged-chr2-118759977-35
NR6531--MA0036.3.GATA2	chr7	100449171	100449181	+	0.000	0.000	Merged-chr7-100449076-60
NR6588--MA0766.1.GATA5	chr7	110204279	110204286	-	0.000	0.000	Merged-chr7-110204373-3
NR7330--MA0140.2.GATA1::TAL1	chr9	69156196	69156213	+	0.000	0.000	Merged-chr9-69156335-38
NR3892--MA0140.2.GATA1::TAL1	chr2	29753050	29753067	-	0.000	0.000	Merged-chr2-29753036-13
NR7299--MA0766.1.GATA5	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR3159--MA0035.3.Gata1	chr17	31224054	31224064	-	0.000	0.000	Merged-chr17-31224074-61
NR3068--MA0766.1.GATA5	chr17	12165548	12165555	-	0.000	0.000	Merged-chr17-12165459-54
NR3058--MA0036.3.GATA2	chr17	6659042	6659052	+	0.000	0.000	Merged-chr17-6658937-44
NR2855--MA1104.1.GATA6	chr16	49774801	49774813	-	0.000	0.000	Merged-chr16-49774880-113
NR6119--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR2414--MA0035.3.Gata1	chr14	101477377	101477387	-	0.000	0.000	Merged-chr14-101477413-70
NR3039--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR4659--MA0036.3.GATA2	chr3	96848326	96848336	+	0.000	0.000	Merged-chr3-96848254-3
NR1220--MA0037.3.GATA3	chr11	83550291	83550298	-	0.000	0.000	Merged-chr11-83550444-44
NR1216--MA0482.1.Gata4	chr11	83271749	83271759	+	0.000	0.000	Merged-chr11-83271704-105
NR5769--MA0037.3.GATA3	chr5	139793701	139793708	-	0.000	0.000	Merged-chr5-139793766-12
NR4768--MA0036.3.GATA2	chr3	131156308	131156318	+	0.000	0.000	Merged-chr3-131156512-43
NR7306--MA0037.3.GATA3	chr9	66295134	66295141	-	0.000	0.000	Merged-chr9-66295082-25
NR5831--MA0037.3.GATA3	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR7144--MA1104.1.GATA6	chr9	13466581	13466593	+	0.000	0.000	Merged-chr9-13466686-68
NR250--MA0035.3.Gata1	chr1	127320132	127320142	+	0.000	0.000	Merged-chr1-127320105-13
NR706--MA0482.1.Gata4	chr10	53461301	53461311	-	0.000	0.000	Merged-chr10-53461441-37
NR1028--MA1104.1.GATA6	chr11	11522194	11522206	+	0.000	0.000	Merged-chr11-11522120-49
NR4041--MA0035.3.Gata1	chr2	83723077	83723087	-	0.000	0.000	Merged-chr2-83723106-17
NR1918--MA0037.3.GATA3	chr13	64315647	64315654	+	0.000	0.000	Merged-chr13-64315696-19
NR6634--MA0482.1.Gata4	chr7	114616933	114616943	-	0.000	0.000	Merged-chr7-114616980-17
NR839--MA0035.3.Gata1	chr10	96467082	96467092	+	0.000	0.000	Merged-chr10-96466990-21
NR273--MA0482.1.Gata4	chr1	136601137	136601147	+	0.000	0.000	Merged-chr1-136600909-41
NR4192--MA0036.3.GATA2	chr2	117374270	117374280	+	0.000	0.000	Merged-chr2-117374468-47
NR425--MA0035.3.Gata1	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR7289--MA0140.2.GATA1::TAL1	chr9	62421159	62421176	-	0.000	0.000	Merged-chr9-62421317-30
NR104--MA1104.1.GATA6	chr1	69496217	69496229	+	0.000	0.000	Merged-chr1-69496310-11
NR576--MA0036.3.GATA2	chr1	191432314	191432324	-	0.000	0.000	Merged-chr1-191432445-73
NR1067--MA0482.1.Gata4	chr11	30166377	30166387	-	0.000	0.000	Merged-chr11-30166468-16
NR4648--MA0766.1.GATA5	chr3	93607809	93607816	+	0.000	0.000	Merged-chr3-93607971-30
NR4325--MA0035.3.Gata1	chr2	146498565	146498575	+	0.000	0.000	Merged-chr2-146498425-8
NR3816--MA0037.3.GATA3	chr2	9688420	9688427	+	0.000	0.000	Merged-chr2-9688295-16
NR1865--MA0037.3.GATA3	chr13	37760198	37760205	+	0.000	0.000	Merged-chr13-37760092-14
NR2645--MA0035.3.Gata1	chr15	85469060	85469070	-	0.000	0.000	Merged-chr15-85469002-5
NR140--MA0140.2.GATA1::TAL1	chr1	82836638	82836655	-	0.000	0.000	Merged-chr1-82836652-59
NR120--MA0035.3.Gata1	chr1	74295584	74295594	+	0.000	0.000	Merged-chr1-74295587-31
NR6257--MA0035.3.Gata1	chr6	142809492	142809502	-	0.000	0.000	Merged-chr6-142809719-29
NR832--MA0037.3.GATA3	chr10	96391849	96391856	+	0.000	0.000	Merged-chr10-96391802-8
NR7537--MA1104.1.GATA6	chr9	120029830	120029842	-	0.000	0.000	Merged-chr9-120030028-3
NR4848--MA0035.3.Gata1	chr3	138334345	138334355	+	0.000	0.000	Merged-chr3-138334424-50
NR7123--MA1104.1.GATA6	chr8	128264196	128264208	+	0.000	0.000	Merged-chr8-128264362-5
NR6679--MA0036.3.GATA2	chr7	117383393	117383403	+	0.000	0.000	Merged-chr7-117383303-11
NR2719--MA0036.3.GATA2	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR4020--MA0035.3.Gata1	chr2	75119412	75119422	+	0.000	0.000	Merged-chr2-75119235-19
NR6071--MA0482.1.Gata4	chr6	114904369	114904379	-	0.000	0.000	Merged-chr6-114904408-10
NR1259--MA1104.1.GATA6	chr11	97810618	97810630	-	0.000	0.000	Merged-chr11-97810529-18
NR6122--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR6594--MA0482.1.Gata4	chr7	112136763	112136773	+	0.000	0.000	Merged-chr7-112136797-13
NR4247--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR2838--MA0766.1.GATA5	chr16	43690240	43690247	-	0.000	0.000	Merged-chr16-43690423-59
NR3670--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR6517--MA0482.1.Gata4	chr7	97737074	97737084	-	0.000	0.000	Merged-chr7-97737267-7
NR6332--MA0035.3.Gata1	chr7	27933592	27933602	-	0.000	0.000	Merged-chr7-27933719-74
NR1917--MA0140.2.GATA1::TAL1	chr13	64150185	64150202	-	0.000	0.000	Merged-chr13-64150285-13
NR5456--MA1104.1.GATA6	chr5	36722516	36722528	+	0.000	0.000	Merged-chr5-36722614-37
NR361--MA0482.1.Gata4	chr1	155784598	155784608	-	0.000	0.000	Merged-chr1-155784753-78
NR6502--MA0036.3.GATA2	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR1642--MA0035.3.Gata1	chr12	102612900	102612910	-	0.000	0.000	Merged-chr12-102612647-51
NR6379--MA0035.3.Gata1	chr7	45374772	45374782	+	0.000	0.000	Merged-chr7-45374832-5
NR4997--MA1104.1.GATA6	chr4	11961003	11961015	+	0.000	0.000	Merged-chr4-11960864-24
NR2353--MA0035.3.Gata1	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR1368--MA0037.3.GATA3	chr11	112889838	112889845	+	0.000	0.000	Merged-chr11-112889934-3
NR7070--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR7612--MA0037.3.GATA3	chrX	77640427	77640434	-	0.000	0.000	Merged-chrX-77640531-25
NR5900--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
NR1480--MA0035.3.Gata1	chr12	59055288	59055298	-	0.000	0.000	Merged-chr12-59055376-29
NR5042--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR2852--MA0482.1.Gata4	chr16	49771836	49771846	-	0.000	0.000	Merged-chr16-49771808-11
NR6387--MA0036.3.GATA2	chr7	47008425	47008435	-	0.000	0.000	Merged-chr7-47008275-77
NR1921--MA0036.3.GATA2	chr13	64315645	64315655	-	0.000	0.000	Merged-chr13-64315696-19
NR6939--MA0766.1.GATA5	chr8	81773704	81773711	+	0.000	0.000	Merged-chr8-81773679-46
NR6929--MA0036.3.GATA2	chr8	75170928	75170938	+	0.000	0.000	Merged-chr8-75170941-1
NR4978--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR6074--MA0035.3.Gata1	chr6	114904370	114904380	-	0.000	0.000	Merged-chr6-114904408-10
NR920--MA0037.3.GATA3	chr10	117861197	117861204	-	0.000	0.000	Merged-chr10-117861044-50
NR1334--MA0037.3.GATA3	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR2689--MA0766.1.GATA5	chr15	93379556	93379563	+	0.000	0.000	Merged-chr15-93379459-27
NR4615--MA1104.1.GATA6	chr3	79248515	79248527	+	0.000	0.000	Merged-chr3-79248582-102
NR3710--MA0036.3.GATA2	chr19	34640605	34640615	-	0.000	0.000	Merged-chr19-34640764-45
NR4201--MA1104.1.GATA6	chr2	118759910	118759922	-	0.000	0.000	Merged-chr2-118759977-35
NR5578--MA1104.1.GATA6	chr5	92375115	92375127	-	0.000	0.000	Merged-chr5-92374946-3
NR3119--MA0482.1.Gata4	chr17	18597364	18597374	+	0.000	0.000	Merged-chr17-18597509-40
NR6040--MA0035.3.Gata1	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR339--MA0766.1.GATA5	chr1	152037754	152037761	+	0.000	0.000	Merged-chr1-152037701-1
NR1695--MA0037.3.GATA3	chr12	112800895	112800902	-	0.000	0.000	Merged-chr12-112800686-25
NR1300--MA0037.3.GATA3	chr11	101658281	101658288	-	0.000	0.000	Merged-chr11-101658454-78
NR5581--MA0035.3.Gata1	chr5	92375116	92375126	+	0.000	0.000	Merged-chr5-92374946-3
NR7529--MA0037.3.GATA3	chr9	118059237	118059244	-	0.000	0.000	Merged-chr9-118059304-13
NR2154--MA1104.1.GATA6	chr13	111772204	111772216	+	0.000	0.000	Merged-chr13-111772295-16
NR981--MA0140.2.GATA1::TAL1	chr10	127229199	127229216	-	0.000	0.000	Merged-chr10-127229219-13
NR7540--MA0036.3.GATA2	chr9	120084500	120084510	-	0.000	0.000	Merged-chr9-120084612-20
NR4306--MA0482.1.Gata4	chr2	144198961	144198971	-	0.000	0.000	Merged-chr2-144198804-26
NR3341--MA0037.3.GATA3	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR4787--MA0035.3.Gata1	chr3	133332578	133332588	+	0.000	0.000	Merged-chr3-133332565-72
NR2170--MA0035.3.Gata1	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR5522--MA0766.1.GATA5	chr5	72636321	72636328	-	0.000	0.000	Merged-chr5-72636293-57
NR4439--MA0035.3.Gata1	chr2	167081043	167081053	-	0.000	0.000	Merged-chr2-167081117-10
NR1957--MA0766.1.GATA5	chr13	75035310	75035317	+	0.000	0.000	Merged-chr13-75035178-8
NR6874--MA1104.1.GATA6	chr8	35650805	35650817	+	0.000	0.000	Merged-chr8-35650941-17
NR1217--MA1104.1.GATA6	chr11	83271747	83271759	-	0.000	0.000	Merged-chr11-83271704-105
NR5130--MA0037.3.GATA3	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR5764--MA0036.3.GATA2	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR1294--MA0037.3.GATA3	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR6746--MA0036.3.GATA2	chr7	132765248	132765258	-	0.000	0.000	Merged-chr7-132765248-56
NR876--MA0482.1.Gata4	chr10	108406935	108406945	-	0.000	0.000	Merged-chr10-108407108-16
NR5451--MA0035.3.Gata1	chr5	33304163	33304173	-	0.000	0.000	Merged-chr5-33304235-9
NR7062--MA0037.3.GATA3	chr8	122712103	122712110	-	0.000	0.000	Merged-chr8-122712057-14
NR5719--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR6061--MA0036.3.GATA2	chr6	106981371	106981381	-	0.000	0.000	Merged-chr6-106981432-3
NR6342--MA0766.1.GATA5	chr7	28867693	28867700	-	0.000	0.000	Merged-chr7-28867749-38
NR2705--MA0140.2.GATA1::TAL1	chr15	94453056	94453073	+	0.000	0.000	Merged-chr15-94453103-20
NR4176--MA0036.3.GATA2	chr2	115846628	115846638	-	0.000	0.000	Merged-chr2-115846585-1
NR1862--MA0482.1.Gata4	chr13	37403960	37403970	-	0.000	0.000	Merged-chr13-37403815-12
NR2496--MA0036.3.GATA2	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR5883--MA0766.1.GATA5	chr6	54991388	54991395	-	0.000	0.000	Merged-chr6-54991459-9
