#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR8007--MA0035.3.Gata1	chr6	54119122	54119132	+	0.000	0.000	Merged-chr6-54119085-6
NR360--MA0037.3.GATA3	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR4469--MA1104.1.GATA6	chr17	62784082	62784094	-	0.000	0.000	Merged-chr17-62784192-42
NR6290--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR3293--MA0036.3.GATA2	chr14	100283701	100283711	+	0.000	0.000	Merged-chr14-100283659-2
NR1935--MA1104.1.GATA6	chr12	36057886	36057898	-	0.000	0.000	Merged-chr12-36057875-8
NR4055--MA1104.1.GATA6	chr16	65448997	65449009	+	0.000	0.000	Merged-chr16-65448972-5
NR4326--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR9813--MA0035.3.Gata1	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR6115--MA1104.1.GATA6	chr3	60954220	60954232	+	0.000	0.000	Merged-chr3-60954370-10
NR9589--MA0035.3.Gata1	chr9	48538518	48538528	-	0.000	0.000	Merged-chr9-48538454-59
NR1722--MA0482.1.Gata4	chr11	97994750	97994760	-	0.000	0.000	Merged-chr11-97994878-44
NR4687--MA1104.1.GATA6	chr18	21122263	21122275	-	0.000	0.000	Merged-chr18-21122105-31
NR3858--MA0766.1.GATA5	chr16	23274763	23274770	-	0.000	0.000	Merged-chr16-23274580-84
NR1897--MA0036.3.GATA2	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR6572--MA0037.3.GATA3	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR1278--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR3686--MA0036.3.GATA2	chr15	76231137	76231147	-	0.000	0.000	Merged-chr15-76231095-16
NR1878--MA0482.1.Gata4	chr12	25013045	25013055	+	0.000	0.000	Merged-chr12-25013214-16
NR1693--MA0035.3.Gata1	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR2100--MA0140.2.GATA1::TAL1	chr12	72461799	72461816	+	0.000	0.000	Merged-chr12-72461937-61
NR7569--MA0036.3.GATA2	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR5899--MA0766.1.GATA5	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR8600--MA0036.3.GATA2	chr7	12987629	12987639	-	0.000	0.000	Merged-chr7-12987633-12
NR3144--MA0482.1.Gata4	chr14	54197801	54197811	+	0.000	0.000	Merged-chr14-54197805-29
NR1616--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR9910--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR2497--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR9435--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1123--MA0140.2.GATA1::TAL1	chr10	67097003	67097020	-	0.000	0.000	Merged-chr10-67096873-126
NR8536--MA0037.3.GATA3	chr6	144329733	144329740	-	0.000	0.000	Merged-chr6-144329601-7
NR147--MA1104.1.GATA6	chr1	36920485	36920497	-	0.000	0.000	Merged-chr1-36920402-81
NR1752--MA1104.1.GATA6	chr11	106057068	106057080	-	0.000	0.000	Merged-chr11-106057103-42
NR7121--MA0036.3.GATA2	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR9815--MA0482.1.Gata4	chrX	7566383	7566393	+	0.000	0.000	Merged-chrX-7566514-6
NR9948--MA0035.3.Gata1	chrX	169979119	169979129	-	0.000	0.000	Merged-chrX-169979163-27
NR4395--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR5601--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR1738--MA0035.3.Gata1	chr11	100545860	100545870	+	0.000	0.000	Merged-chr11-100545700-39
NR7533--MA1104.1.GATA6	chr5	64519185	64519197	+	0.000	0.000	Merged-chr5-64519093-9
NR6359--MA1104.1.GATA6	chr3	121444110	121444122	-	0.000	0.000	Merged-chr3-121444097-11
NR9372--MA0035.3.Gata1	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR3650--MA0037.3.GATA3	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR3646--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR7928--MA0036.3.GATA2	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR5563--MA0036.3.GATA2	chr2	122125775	122125785	+	0.000	0.000	Merged-chr2-122125883-8
NR8005--MA1104.1.GATA6	chr6	54119121	54119133	-	0.000	0.000	Merged-chr6-54119085-6
NR3059--MA0036.3.GATA2	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR8349--MA0482.1.Gata4	chr6	128972763	128972773	-	0.000	0.000	Merged-chr6-128972909-46
NR1727--MA0482.1.Gata4	chr11	98497545	98497555	+	0.000	0.000	Merged-chr11-98497586-22
NR2167--MA0482.1.Gata4	chr12	89719509	89719519	-	0.000	0.000	Merged-chr12-89719457-81
NR8210--MA0037.3.GATA3	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR561--MA0766.1.GATA5	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR9632--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR74--MA0482.1.Gata4	chr1	14514550	14514560	-	0.000	0.000	Merged-chr1-14514684-1
NR5008--MA0037.3.GATA3	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR4732--MA0766.1.GATA5	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR413--MA0035.3.Gata1	chr1	94803981	94803991	+	0.000	0.000	Merged-chr1-94803919-2
NR7789--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR615--MA0037.3.GATA3	chr1	143202939	143202946	+	0.000	0.000	Merged-chr1-143203062-8
NR8637--MA0037.3.GATA3	chr7	24451980	24451987	+	0.000	0.000	Merged-chr7-24452185-33
NR312--MA0036.3.GATA2	chr1	79684258	79684268	+	0.000	0.000	Merged-chr1-79684355-13
NR6272--MA0037.3.GATA3	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR7694--MA0482.1.Gata4	chr5	118069582	118069592	-	0.000	0.000	Merged-chr5-118069472-39
NR8475--MA0037.3.GATA3	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR3386--MA0036.3.GATA2	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR7846--MA0035.3.Gata1	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR1849--MA0482.1.Gata4	chr12	16185623	16185633	+	0.000	0.000	Merged-chr12-16185844-40
NR1629--MA0036.3.GATA2	chr11	53141383	53141393	-	0.000	0.000	Merged-chr11-53141237-14
NR1706--MA0482.1.Gata4	chr11	88455551	88455561	+	0.000	0.000	Merged-chr11-88455545-42
NR6445--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR1021--MA0482.1.Gata4	chr10	39909004	39909014	-	0.000	0.000	Merged-chr10-39908965-34
NR3091--MA0766.1.GATA5	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR1748--MA0766.1.GATA5	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR9592--MA0482.1.Gata4	chr9	50841521	50841531	+	0.000	0.000	Merged-chr9-50841386-17
NR1723--MA1104.1.GATA6	chr11	97994750	97994762	+	0.000	0.000	Merged-chr11-97994878-44
NR9787--MA0140.2.GATA1::TAL1	chr9	117653905	117653922	+	0.000	0.000	Merged-chr9-117653773-19
NR891--MA0036.3.GATA2	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR8990--MA0482.1.Gata4	chr7	127144582	127144592	+	0.000	0.000	Merged-chr7-127144596-50
NR7615--MA0036.3.GATA2	chr5	92204518	92204528	-	0.000	0.000	Merged-chr5-92204715-7
NR7149--MA0766.1.GATA5	chr4	136180265	136180272	+	0.000	0.000	Merged-chr4-136180395-76
NR3779--MA0036.3.GATA2	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR2960--MA0035.3.Gata1	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR5417--MA0035.3.Gata1	chr2	84241285	84241295	+	0.000	0.000	Merged-chr2-84241339-6
NR1879--MA1104.1.GATA6	chr12	25013043	25013055	-	0.000	0.000	Merged-chr12-25013214-16
NR8725--MA0037.3.GATA3	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR1707--MA0140.2.GATA1::TAL1	chr11	88455552	88455569	+	0.000	0.000	Merged-chr11-88455545-42
NR7899--MA1104.1.GATA6	chr6	24031951	24031963	-	0.000	0.000	Merged-chr6-24031822-2
NR9395--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR9000--MA0766.1.GATA5	chr7	130774092	130774099	+	0.000	0.000	Merged-chr7-130774226-12
NR9436--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR8270--MA0766.1.GATA5	chr6	115768349	115768356	-	0.000	0.000	Merged-chr6-115768473-6
NR2450--MA0035.3.Gata1	chr13	14119712	14119722	-	0.000	0.000	Merged-chr13-14119585-9
NR5011--MA0036.3.GATA2	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR1446--MA0036.3.GATA2	chr10	122054863	122054873	+	0.000	0.000	Merged-chr10-122054760-22
NR9816--MA1104.1.GATA6	chrX	7566381	7566393	-	0.000	0.000	Merged-chrX-7566514-6
NR2625--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR5016--MA0035.3.Gata1	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR5662--MA0037.3.GATA3	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR6084--MA0140.2.GATA1::TAL1	chr3	58622621	58622638	+	0.000	0.000	Merged-chr3-58622670-34
NR7400--MA0482.1.Gata4	chr5	29200063	29200073	+	0.000	0.000	Merged-chr5-29200032-4
NR1207--MA0036.3.GATA2	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR2914--MA0766.1.GATA5	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR4194--MA0140.2.GATA1::TAL1	chr16	95798615	95798632	+	0.000	0.000	Merged-chr16-95798581-80
NR2317--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR5234--MA0035.3.Gata1	chr2	39325860	39325870	-	0.000	0.000	Merged-chr2-39325876-70
NR3739--MA0482.1.Gata4	chr15	94235270	94235280	-	0.000	0.000	Merged-chr15-94235397-15
NR411--MA1104.1.GATA6	chr1	94803980	94803992	-	0.000	0.000	Merged-chr1-94803919-2
NR2298--MA0037.3.GATA3	chr12	107362207	107362214	+	0.000	0.000	Merged-chr12-107362270-34
NR3054--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR934--MA1104.1.GATA6	chr10	21092869	21092881	-	0.000	0.000	Merged-chr10-21092817-9
NR365--MA0035.3.Gata1	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR264--MA0036.3.GATA2	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR6887--MA0766.1.GATA5	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR8512--MA0140.2.GATA1::TAL1	chr6	142567587	142567604	+	0.000	0.000	Merged-chr6-142567710-6
NR4467--MA0037.3.GATA3	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR9276--MA0140.2.GATA1::TAL1	chr8	79375076	79375093	+	0.000	0.000	Merged-chr8-79375141-3
NR9633--MA1104.1.GATA6	chr9	78024979	78024991	-	0.000	0.000	Merged-chr9-78024957-31
NR75--MA1104.1.GATA6	chr1	14514550	14514562	+	0.000	0.000	Merged-chr1-14514684-1
NR2171--MA0035.3.Gata1	chr12	89719510	89719520	-	0.000	0.000	Merged-chr12-89719457-81
NR3543--MA0482.1.Gata4	chr15	36440112	36440122	-	0.000	0.000	Merged-chr15-36440213-15
NR8642--MA0140.2.GATA1::TAL1	chr7	25238363	25238380	-	0.000	0.000	Merged-chr7-25238227-126
NR134--MA0036.3.GATA2	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR2154--MA0140.2.GATA1::TAL1	chr12	86795955	86795972	-	0.000	0.000	Merged-chr12-86795851-62
NR4411--MA0766.1.GATA5	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR9409--MA0036.3.GATA2	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR4685--MA0037.3.GATA3	chr18	21122265	21122272	-	0.000	0.000	Merged-chr18-21122105-31
NR6410--MA0482.1.Gata4	chr3	131134104	131134114	-	0.000	0.000	Merged-chr3-131134204-2
NR2102--MA0036.3.GATA2	chr12	73598432	73598442	+	0.000	0.000	Merged-chr12-73598343-51
NR7695--MA1104.1.GATA6	chr5	118069582	118069594	+	0.000	0.000	Merged-chr5-118069472-39
NR562--MA0035.3.Gata1	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
