#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR5615--MA0495.2.MAFF	chr16	30676264	30676284	+	0.000	0.000	Merged-chr16-30676152-12
NR3290--MA0089.1.MAFG::NFE2L1	chr12	101102826	101102831	+	0.000	0.000	Merged-chr12-101102825-20
NR3001--MA0495.2.MAFF	chr12	41565894	41565914	-	0.000	0.000	Merged-chr12-41565825-5
NR6505--MA0089.1.MAFG::NFE2L1	chr17	72182361	72182366	-	0.000	0.000	Merged-chr17-72182433-18
NR9867--MA0495.2.MAFF	chr4	41569525	41569545	-	0.000	0.000	Merged-chr4-41569502-63
NR1647--MA0089.1.MAFG::NFE2L1	chr10	67891305	67891310	+	0.000	0.000	Merged-chr10-67891340-18
NR11960--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR13184--MA0089.1.MAFG::NFE2L1	chr7	125475655	125475660	-	0.000	0.000	Merged-chr7-125475749-6
NR6455--MA0501.1.MAF::NFE2	chr17	65961737	65961751	-	0.000	0.000	Merged-chr17-65961846-52
NR441--MA0591.1.Bach1::Mafk	chr1	87132004	87132018	-	0.000	0.000	Merged-chr1-87131942-1
NR1951--MA0117.2.Mafb	chr10	111378302	111378313	-	0.000	0.000	Merged-chr10-111378501-63
NR7371--MA0117.2.Mafb	chr19	47755863	47755874	-	0.000	0.000	Merged-chr19-47755810-9
NR8781--MA0496.2.MAFK	chr3	9466072	9466090	+	0.000	0.000	Merged-chr3-9466321-50
NR14295--MA0496.2.MAFK	chr9	48538399	48538417	+	0.000	0.000	Merged-chr9-48538454-59
NR4787--MA0591.1.Bach1::Mafk	chr14	79393529	79393543	-	0.000	0.000	Merged-chr14-79393562-34
NR8784--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR9773--MA0495.2.MAFF	chr4	11887894	11887914	+	0.000	0.000	Merged-chr4-11887917-34
NR6588--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR11153--MA0117.2.Mafb	chr5	103404676	103404687	+	0.000	0.000	Merged-chr5-103404747-49
NR473--MA0089.1.MAFG::NFE2L1	chr1	91095389	91095394	-	0.000	0.000	Merged-chr1-91095433-53
NR11311--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR6248--MA0591.1.Bach1::Mafk	chr17	27658980	27658994	+	0.000	0.000	Merged-chr17-27658898-8
NR1016--MA0591.1.Bach1::Mafk	chr1	171982429	171982443	-	0.000	0.000	Merged-chr1-171982372-30
NR3592--MA0089.1.MAFG::NFE2L1	chr13	18717296	18717301	+	0.000	0.000	Merged-chr13-18717386-51
NR7007--MA0495.2.MAFF	chr18	75304849	75304869	+	0.000	0.000	Merged-chr18-75304696-39
NR14891--MA0495.2.MAFF	chrX	71468813	71468833	-	0.000	0.000	Merged-chrX-71468864-48
NR10081--MA0117.2.Mafb	chr4	88275632	88275643	-	0.000	0.000	Merged-chr4-88275744-16
NR3003--MA0659.1.MAFG	chr12	41565894	41565914	-	0.000	0.000	Merged-chr12-41565825-5
NR2155--MA0501.1.MAF::NFE2	chr11	4297996	4298010	-	0.000	0.000	Merged-chr11-4298043-4
NR4079--MA0591.1.Bach1::Mafk	chr13	101735970	101735984	+	0.000	0.000	Merged-chr13-101735927-5
NR14980--MA0591.1.Bach1::Mafk	chrX	113075049	113075063	+	0.000	0.000	Merged-chrX-113075086-29
NR5084--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR11713--MA0659.1.MAFG	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR11728--MA0089.1.MAFG::NFE2L1	chr6	53968417	53968422	-	0.000	0.000	Merged-chr6-53968469-12
NR10308--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR11053--MA0495.2.MAFF	chr5	92348938	92348958	-	0.000	0.000	Merged-chr5-92348973-52
NR4620--MA0089.1.MAFG::NFE2L1	chr14	57571222	57571227	+	0.000	0.000	Merged-chr14-57571249-1
NR10383--MA0089.1.MAFG::NFE2L1	chr4	130188878	130188883	-	0.000	0.000	Merged-chr4-130189069-22
NR2474--MA0089.1.MAFG::NFE2L1	chr11	63873441	63873446	-	0.000	0.000	Merged-chr11-63873500-16
NR1054--MA0089.1.MAFG::NFE2L1	chr1	177676835	177676840	+	0.000	0.000	Merged-chr1-177676690-44
NR12022--MA0495.2.MAFF	chr6	99388885	99388905	+	0.000	0.000	Merged-chr6-99389059-78
NR14893--MA0659.1.MAFG	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR1430--MA0089.1.MAFG::NFE2L1	chr10	26577293	26577298	-	0.000	0.000	Merged-chr10-26577270-6
NR9410--MA0496.2.MAFK	chr3	121874813	121874831	+	0.000	0.000	Merged-chr3-121874730-10
NR14527--MA0089.1.MAFG::NFE2L1	chr9	94670528	94670533	-	0.000	0.000	Merged-chr9-94670459-1
NR9869--MA0501.1.MAF::NFE2	chr4	41569531	41569545	+	0.000	0.000	Merged-chr4-41569502-63
NR9883--MA0089.1.MAFG::NFE2L1	chr4	45342165	45342170	-	0.000	0.000	Merged-chr4-45342285-81
NR8759--MA0496.2.MAFK	chr2	180227844	180227862	+	0.000	0.000	Merged-chr2-180227803-24
NR1092--MA0659.1.MAFG	chr1	181261214	181261234	-	0.000	0.000	Merged-chr1-181261225-12
NR7056--MA0591.1.Bach1::Mafk	chr18	80554956	80554970	+	0.000	0.000	Merged-chr18-80555147-42
NR3887--MA0501.1.MAF::NFE2	chr13	63793567	63793581	+	0.000	0.000	Merged-chr13-63793666-55
NR8450--MA0496.2.MAFK	chr2	147744119	147744137	+	0.000	0.000	Merged-chr2-147744071-13
NR1470--MA0591.1.Bach1::Mafk	chr10	39415785	39415799	+	0.000	0.000	Merged-chr10-39415749-15
NR12447--MA0496.2.MAFK	chr6	143132508	143132526	+	0.000	0.000	Merged-chr6-143132490-15
NR5552--MA0591.1.Bach1::Mafk	chr16	22602605	22602619	+	0.000	0.000	Merged-chr16-22602605-18
NR3115--MA0117.2.Mafb	chr12	73746294	73746305	+	0.000	0.000	Merged-chr12-73746193-23
NR1934--MA0089.1.MAFG::NFE2L1	chr10	107868999	107869004	+	0.000	0.000	Merged-chr10-107868994-49
NR12579--MA0117.2.Mafb	chr7	16119878	16119889	-	0.000	0.000	Merged-chr7-16119991-49
NR5562--MA0089.1.MAFG::NFE2L1	chr16	23170894	23170899	-	0.000	0.000	Merged-chr16-23171002-17
NR6301--MA0089.1.MAFG::NFE2L1	chr17	34555705	34555710	-	0.000	0.000	Merged-chr17-34555638-13
NR7656--MA0501.1.MAF::NFE2	chr2	43756655	43756669	+	0.000	0.000	Merged-chr2-43756825-12
NR5861--MA0496.2.MAFK	chr16	64796758	64796776	+	0.000	0.000	Merged-chr16-64796887-9
NR359--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR11640--MA0501.1.MAF::NFE2	chr6	31286529	31286543	+	0.000	0.000	Merged-chr6-31286530-8
NR13686--MA0089.1.MAFG::NFE2L1	chr8	79371092	79371097	+	0.000	0.000	Merged-chr8-79370897-50
NR9582--MA0501.1.MAF::NFE2	chr3	143426667	143426681	+	0.000	0.000	Merged-chr3-143426791-9
NR5781--MA0495.2.MAFF	chr16	52108048	52108068	-	0.000	0.000	Merged-chr16-52108040-37
NR6744--MA0591.1.Bach1::Mafk	chr18	31759787	31759801	-	0.000	0.000	Merged-chr18-31760012-102
NR5286--MA0089.1.MAFG::NFE2L1	chr15	73599728	73599733	-	0.000	0.000	Merged-chr15-73599756-21
NR4563--MA0117.2.Mafb	chr14	47533824	47533835	-	0.000	0.000	Merged-chr14-47533897-41
NR2677--MA0501.1.MAF::NFE2	chr11	100588664	100588678	-	0.000	0.000	Merged-chr11-100588743-35
NR7641--MA0501.1.MAF::NFE2	chr2	38472547	38472561	-	0.000	0.000	Merged-chr2-38472573-96
NR2789--MA0089.1.MAFG::NFE2L1	chr11	115204186	115204191	-	0.000	0.000	Merged-chr11-115204090-3
NR3024--MA0089.1.MAFG::NFE2L1	chr12	52701313	52701318	-	0.000	0.000	Merged-chr12-52701322-34
NR1745--MA0089.1.MAFG::NFE2L1	chr10	81350536	81350541	-	0.000	0.000	Merged-chr10-81350595-59
NR6358--MA0591.1.Bach1::Mafk	chr17	44610983	44610997	+	0.000	0.000	Merged-chr17-44611134-1
NR11639--MA0591.1.Bach1::Mafk	chr6	31286526	31286540	+	0.000	0.000	Merged-chr6-31286530-8
NR10724--MA0496.2.MAFK	chr5	21658705	21658723	-	0.000	0.000	Merged-chr5-21658802-28
NR12906--MA0117.2.Mafb	chr7	90039538	90039549	-	0.000	0.000	Merged-chr7-90039651-42
NR3686--MA0496.2.MAFK	chr13	36203200	36203218	+	0.000	0.000	Merged-chr13-36203222-10
NR10726--MA0591.1.Bach1::Mafk	chr5	23256190	23256204	+	0.000	0.000	Merged-chr5-23256254-4
NR13307--MA0089.1.MAFG::NFE2L1	chr7	138886422	138886427	-	0.000	0.000	Merged-chr7-138886601-6
NR12077--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR7173--MA0495.2.MAFF	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR3341--MA0501.1.MAF::NFE2	chr12	105069094	105069108	-	0.000	0.000	Merged-chr12-105069151-33
NR9113--MA0659.1.MAFG	chr3	84732098	84732118	-	0.000	0.000	Merged-chr3-84732134-27
NR14814--MA0089.1.MAFG::NFE2L1	chrX	9447639	9447644	-	0.000	0.000	Merged-chrX-9447532-12
NR10238--MA0501.1.MAF::NFE2	chr4	109226115	109226129	+	0.000	0.000	Merged-chr4-109226244-12
NR681--MA0591.1.Bach1::Mafk	chr1	127380973	127380987	-	0.000	0.000	Merged-chr1-127381080-26
NR4631--MA0089.1.MAFG::NFE2L1	chr14	58968091	58968096	-	0.000	0.000	Merged-chr14-58968106-10
NR9527--MA0496.2.MAFK	chr3	135604826	135604844	-	0.000	0.000	Merged-chr3-135604723-37
NR14901--MA0089.1.MAFG::NFE2L1	chrX	74023011	74023016	-	0.000	0.000	Merged-chrX-74023104-3
NR727--MA0495.2.MAFF	chr1	133146148	133146168	-	0.000	0.000	Merged-chr1-133146237-29
NR5886--MA0117.2.Mafb	chr16	70395566	70395577	+	0.000	0.000	Merged-chr16-70395493-20
NR10596--MA0089.1.MAFG::NFE2L1	chr4	155091176	155091181	-	0.000	0.000	Merged-chr4-155091102-19
NR2834--MA0591.1.Bach1::Mafk	chr11	120888815	120888829	-	0.000	0.000	Merged-chr11-120888924-18
NR5253--MA0591.1.Bach1::Mafk	chr15	64191472	64191486	+	0.000	0.000	Merged-chr15-64191593-19
NR5271--MA0089.1.MAFG::NFE2L1	chr15	66779052	66779057	-	0.000	0.000	Merged-chr15-66778898-35
NR9997--MA0496.2.MAFK	chr4	62739894	62739912	-	0.000	0.000	Merged-chr4-62739923-10
NR630--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR1605--MA0496.2.MAFK	chr10	60162723	60162741	-	0.000	0.000	Merged-chr10-60162645-38
NR10995--MA0117.2.Mafb	chr5	77082925	77082936	-	0.000	0.000	Merged-chr5-77082994-13
NR3266--MA0495.2.MAFF	chr12	98674814	98674834	-	0.000	0.000	Merged-chr12-98674935-52
NR3038--MA0501.1.MAF::NFE2	chr12	54835303	54835317	-	0.000	0.000	Merged-chr12-54835214-18
NR8326--MA0501.1.MAF::NFE2	chr2	132613805	132613819	+	0.000	0.000	Merged-chr2-132613792-39
NR2854--MA0659.1.MAFG	chr12	3892086	3892106	+	0.000	0.000	Merged-chr12-3892053-9
NR11832--MA0496.2.MAFK	chr6	67014763	67014781	-	0.000	0.000	Merged-chr6-67014748-19
NR14943--MA0501.1.MAF::NFE2	chrX	93368360	93368374	-	0.000	0.000	Merged-chrX-93368471-14
NR6208--MA0591.1.Bach1::Mafk	chr17	23924715	23924729	+	0.000	0.000	Merged-chr17-23924911-57
NR14110--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR12275--MA0117.2.Mafb	chr6	128345849	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR10299--MA0496.2.MAFK	chr4	118078608	118078626	+	0.000	0.000	Merged-chr4-118078644-25
NR14847--MA0501.1.MAF::NFE2	chrX	37091647	37091661	+	0.000	0.000	Merged-chrX-37091711-13
NR5571--MA0495.2.MAFF	chr16	23274635	23274655	+	0.000	0.000	Merged-chr16-23274580-84
NR4268--MA0089.1.MAFG::NFE2L1	chr13	117242155	117242160	-	0.000	0.000	Merged-chr13-117242416-107
NR5007--MA0089.1.MAFG::NFE2L1	chr14	122075929	122075934	-	0.000	0.000	Merged-chr14-122075957-11
NR4189--MA0501.1.MAF::NFE2	chr13	111265748	111265762	+	0.000	0.000	Merged-chr13-111265821-37
NR4644--MA0089.1.MAFG::NFE2L1	chr14	61046558	61046563	+	0.000	0.000	Merged-chr14-61046434-63
NR5617--MA0591.1.Bach1::Mafk	chr16	30676267	30676281	-	0.000	0.000	Merged-chr16-30676152-12
NR2498--MA0089.1.MAFG::NFE2L1	chr11	69062676	69062681	+	0.000	0.000	Merged-chr11-69062524-2
NR8805--MA0495.2.MAFF	chr3	18243867	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR180--MA0089.1.MAFG::NFE2L1	chr1	43474650	43474655	-	0.000	0.000	Merged-chr1-43474630-75
NR11742--MA0501.1.MAF::NFE2	chr6	54736254	54736268	-	0.000	0.000	Merged-chr6-54736156-4
NR8679--MA0496.2.MAFK	chr2	172977504	172977522	+	0.000	0.000	Merged-chr2-172977593-131
NR12298--MA0591.1.Bach1::Mafk	chr6	129533741	129533755	+	0.000	0.000	Merged-chr6-129533929-3
NR13920--MA0117.2.Mafb	chr8	112061417	112061428	+	0.000	0.000	Merged-chr8-112061529-13
NR1084--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR7934--MA0089.1.MAFG::NFE2L1	chr2	83929815	83929820	-	0.000	0.000	Merged-chr2-83929608-43
NR11019--MA0501.1.MAF::NFE2	chr5	89036687	89036701	+	0.000	0.000	Merged-chr5-89036442-30
NR6515--MA0117.2.Mafb	chr17	73087225	73087236	+	0.000	0.000	Merged-chr17-73087309-28
NR5284--MA0089.1.MAFG::NFE2L1	chr15	73318726	73318731	+	0.000	0.000	Merged-chr15-73318798-19
NR2585--MA0089.1.MAFG::NFE2L1	chr11	84016349	84016354	+	0.000	0.000	Merged-chr11-84016302-8
NR4555--MA0591.1.Bach1::Mafk	chr14	46671309	46671323	+	0.000	0.000	Merged-chr14-46671310-13
NR3299--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR4946--MA0089.1.MAFG::NFE2L1	chr14	118157387	118157392	-	0.000	0.000	Merged-chr14-118157293-26
NR3902--MA0089.1.MAFG::NFE2L1	chr13	68588579	68588584	+	0.000	0.000	Merged-chr13-68588513-35
NR8959--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR6551--MA0659.1.MAFG	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR6110--MA0089.1.MAFG::NFE2L1	chr16	98072562	98072567	+	0.000	0.000	Merged-chr16-98072596-9
NR14168--MA0591.1.Bach1::Mafk	chr9	25229909	25229923	+	0.000	0.000	Merged-chr9-25229889-3
NR3705--MA0495.2.MAFF	chr13	38038016	38038036	+	0.000	0.000	Merged-chr13-38038059-24
NR7795--MA0501.1.MAF::NFE2	chr2	62526371	62526385	+	0.000	0.000	Merged-chr2-62526559-11
NR1761--MA0501.1.MAF::NFE2	chr10	82859109	82859123	-	0.000	0.000	Merged-chr10-82859313-42
NR8789--MA0089.1.MAFG::NFE2L1	chr3	9767227	9767232	-	0.000	0.000	Merged-chr3-9767219-17
NR12955--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR709--MA0089.1.MAFG::NFE2L1	chr1	131108782	131108787	+	0.000	0.000	Merged-chr1-131108920-12
NR2580--MA0591.1.Bach1::Mafk	chr11	82425781	82425795	-	0.000	0.000	Merged-chr11-82425638-6
NR10879--MA0117.2.Mafb	chr5	54040704	54040715	+	0.000	0.000	Merged-chr5-54040612-9
NR13689--MA0501.1.MAF::NFE2	chr8	79491480	79491494	+	0.000	0.000	Merged-chr8-79491545-5
NR2966--MA0117.2.Mafb	chr12	36474437	36474448	+	0.000	0.000	Merged-chr12-36474390-19
NR302--MA0495.2.MAFF	chr1	72449904	72449924	+	0.000	0.000	Merged-chr1-72450027-13
NR4757--MA0089.1.MAFG::NFE2L1	chr14	74918882	74918887	-	0.000	0.000	Merged-chr14-74918775-39
NR11246--MA0089.1.MAFG::NFE2L1	chr5	112865124	112865129	+	0.000	0.000	Merged-chr5-112865199-1
NR11716--MA0496.2.MAFK	chr6	52825669	52825687	-	0.000	0.000	Merged-chr6-52825813-18
NR6504--MA0496.2.MAFK	chr17	72182302	72182320	+	0.000	0.000	Merged-chr17-72182433-18
NR2483--MA0089.1.MAFG::NFE2L1	chr11	66982989	66982994	+	0.000	0.000	Merged-chr11-66982927-21
NR12193--MA0591.1.Bach1::Mafk	chr6	120357145	120357159	-	0.000	0.000	Merged-chr6-120357332-52
NR9140--MA0117.2.Mafb	chr3	89250549	89250560	+	0.000	0.000	Merged-chr3-89250678-9
NR3772--MA0591.1.Bach1::Mafk	chr13	48516055	48516069	+	0.000	0.000	Merged-chr13-48516187-54
NR9947--MA0501.1.MAF::NFE2	chr4	57681791	57681805	+	0.000	0.000	Merged-chr4-57681748-10
NR12607--MA0659.1.MAFG	chr7	19872430	19872450	-	0.000	0.000	Merged-chr7-19872321-3
NR3048--MA0089.1.MAFG::NFE2L1	chr12	59216375	59216380	+	0.000	0.000	Merged-chr12-59216445-8
NR12497--MA0496.2.MAFK	chr6	145993222	145993240	+	0.000	0.000	Merged-chr6-145993129-56
NR7052--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR13682--MA0089.1.MAFG::NFE2L1	chr8	78738752	78738757	-	0.000	0.000	Merged-chr8-78738869-6
NR8807--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR247--MA0501.1.MAF::NFE2	chr1	58734252	58734266	-	0.000	0.000	Merged-chr1-58734414-54
NR14030--MA0659.1.MAFG	chr8	126686967	126686987	+	0.000	0.000	Merged-chr8-126687126-29
NR10407--MA0591.1.Bach1::Mafk	chr4	133843256	133843270	-	0.000	0.000	Merged-chr4-133843326-54
NR10128--MA0089.1.MAFG::NFE2L1	chr4	97841379	97841384	+	0.000	0.000	Merged-chr4-97841251-2
NR8687--MA0089.1.MAFG::NFE2L1	chr2	173647314	173647319	+	0.000	0.000	Merged-chr2-173647246-19
NR12479--MA0501.1.MAF::NFE2	chr6	144804578	144804592	+	0.000	0.000	Merged-chr6-144804553-29
NR2096--MA0495.2.MAFF	chr10	127114588	127114608	+	0.000	0.000	Merged-chr10-127114470-4
NR2795--MA0591.1.Bach1::Mafk	chr11	115975000	115975014	+	0.000	0.000	Merged-chr11-115974957-30
NR1413--MA0496.2.MAFK	chr10	25140547	25140565	-	0.000	0.000	Merged-chr10-25140477-16
NR10310--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR3726--MA0089.1.MAFG::NFE2L1	chr13	43775259	43775264	+	0.000	0.000	Merged-chr13-43775108-65
NR10923--MA0591.1.Bach1::Mafk	chr5	62816022	62816036	+	0.000	0.000	Merged-chr5-62815867-48
NR2881--MA0117.2.Mafb	chr12	15970388	15970399	+	0.000	0.000	Merged-chr12-15970457-7
NR682--MA0089.1.MAFG::NFE2L1	chr1	127732793	127732798	+	0.000	0.000	Merged-chr1-127732945-24
NR6378--MA0501.1.MAF::NFE2	chr17	48404016	48404030	-	0.000	0.000	Merged-chr17-48404057-9
NR11461--MA0501.1.MAF::NFE2	chr5	148708248	148708262	+	0.000	0.000	Merged-chr5-148708348-12
NR12751--MA0591.1.Bach1::Mafk	chr7	58148185	58148199	+	0.000	0.000	Merged-chr7-58147990-20
NR6775--MA0117.2.Mafb	chr18	37694534	37694545	+	0.000	0.000	Merged-chr18-37694498-20
NR2752--MA0591.1.Bach1::Mafk	chr11	109434796	109434810	-	0.000	0.000	Merged-chr11-109434619-26
NR2311--MA0495.2.MAFF	chr11	43362487	43362507	+	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR5536--MA0501.1.MAF::NFE2	chr16	17939091	17939105	-	0.000	0.000	Merged-chr16-17939017-26
NR10557--MA0117.2.Mafb	chr4	150583617	150583628	+	0.000	0.000	Merged-chr4-150583490-1
NR10416--MA0496.2.MAFK	chr4	134483936	134483954	+	0.000	0.000	Merged-chr4-134483836-10
NR5578--MA0591.1.Bach1::Mafk	chr16	23374926	23374940	+	0.000	0.000	Merged-chr16-23375120-32
NR736--MA0496.2.MAFK	chr1	133146149	133146167	-	0.000	0.000	Merged-chr1-133146237-29
NR9468--MA0501.1.MAF::NFE2	chr3	129893294	129893308	-	0.000	0.000	Merged-chr3-129893247-12
NR9940--MA0495.2.MAFF	chr4	57295321	57295341	-	0.000	0.000	Merged-chr4-57295265-18
NR304--MA0117.2.Mafb	chr1	72449904	72449915	+	0.000	0.000	Merged-chr1-72450027-13
NR1399--MA0501.1.MAF::NFE2	chr10	21946999	21947013	+	0.000	0.000	Merged-chr10-21947042-21
NR3537--MA0089.1.MAFG::NFE2L1	chr13	6192844	6192849	+	0.000	0.000	Merged-chr13-6192977-15
NR9629--MA0501.1.MAF::NFE2	chr3	146185222	146185236	-	0.000	0.000	Merged-chr3-146185185-25
NR10463--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR1754--MA0089.1.MAFG::NFE2L1	chr10	82631144	82631149	-	0.000	0.000	Merged-chr10-82631329-16
NR3707--MA0591.1.Bach1::Mafk	chr13	38038019	38038033	-	0.000	0.000	Merged-chr13-38038059-24
NR14986--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR6121--MA0089.1.MAFG::NFE2L1	chr17	5160426	5160431	-	0.000	0.000	Merged-chr17-5160538-7
NR13914--MA0496.2.MAFK	chr8	111624158	111624176	+	0.000	0.000	Merged-chr8-111624206-14
NR1263--MA0089.1.MAFG::NFE2L1	chr1	193102918	193102923	+	0.000	0.000	Merged-chr1-193102904-19
NR1453--MA0591.1.Bach1::Mafk	chr10	37322446	37322460	-	0.000	0.000	Merged-chr10-37322524-10
NR7507--MA0117.2.Mafb	chr2	14312728	14312739	+	0.000	0.000	Merged-chr2-14312633-23
NR11729--MA0591.1.Bach1::Mafk	chr6	53968410	53968424	-	0.000	0.000	Merged-chr6-53968469-12
NR129--MA0089.1.MAFG::NFE2L1	chr1	36242289	36242294	+	0.000	0.000	Merged-chr1-36242221-4
NR9210--MA0591.1.Bach1::Mafk	chr3	95658731	95658745	+	0.000	0.000	Merged-chr3-95659023-108
NR3725--MA0117.2.Mafb	chr13	43769096	43769107	-	0.000	0.000	Merged-chr13-43769048-23
NR9196--MA0501.1.MAF::NFE2	chr3	93506448	93506462	+	0.000	0.000	Merged-chr3-93506465-61
NR5030--MA0495.2.MAFF	chr15	6622602	6622622	-	0.000	0.000	Merged-chr15-6622657-10
NR12949--MA0501.1.MAF::NFE2	chr7	97041452	97041466	-	0.000	0.000	Merged-chr7-97041400-3
NR6299--MA0591.1.Bach1::Mafk	chr17	34257746	34257760	-	0.000	0.000	Merged-chr17-34257846-12
NR5064--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	-	0.000	0.000	Merged-chr15-18821535-37
NR1389--MA0591.1.Bach1::Mafk	chr10	21504637	21504651	+	0.000	0.000	Merged-chr10-21504659-28
NR1105--MA0495.2.MAFF	chr1	182224035	182224055	+	0.000	0.000	Merged-chr1-182224037-19
NR7765--MA0495.2.MAFF	chr2	59338605	59338625	+	0.000	0.000	Merged-chr2-59338660-28
NR2985--MA0089.1.MAFG::NFE2L1	chr12	39920748	39920753	-	0.000	0.000	Merged-chr12-39920734-11
NR534--MA0591.1.Bach1::Mafk	chr1	97764139	97764153	-	0.000	0.000	Merged-chr1-97764346-16
NR5193--MA0089.1.MAFG::NFE2L1	chr15	55357500	55357505	-	0.000	0.000	Merged-chr15-55357647-17
NR5941--MA0501.1.MAF::NFE2	chr16	77644513	77644527	+	0.000	0.000	Merged-chr16-77644361-24
NR8861--MA0117.2.Mafb	chr3	31056858	31056869	-	0.000	0.000	Merged-chr3-31056991-112
NR7554--MA0089.1.MAFG::NFE2L1	chr2	24776396	24776401	+	0.000	0.000	Merged-chr2-24776490-30
NR14043--MA0089.1.MAFG::NFE2L1	chr8	127381452	127381457	-	0.000	0.000	Merged-chr8-127381511-17
NR7930--MA0089.1.MAFG::NFE2L1	chr2	83700881	83700886	+	0.000	0.000	Merged-chr2-83700891-43
NR11667--MA0591.1.Bach1::Mafk	chr6	39312040	39312054	-	0.000	0.000	Merged-chr6-39311993-25
NR10300--MA0089.1.MAFG::NFE2L1	chr4	118078854	118078859	+	0.000	0.000	Merged-chr4-118078644-25
NR391--MA0089.1.MAFG::NFE2L1	chr1	82973418	82973423	+	0.000	0.000	Merged-chr1-82973536-4
NR9904--MA0496.2.MAFK	chr4	47272967	47272985	-	0.000	0.000	Merged-chr4-47272801-22
NR580--MA0495.2.MAFF	chr1	106187586	106187606	+	0.000	0.000	Merged-chr1-106187715-26
NR10490--MA0089.1.MAFG::NFE2L1	chr4	145342070	145342075	+	0.000	0.000	Merged-chr4-145342099-62
NR6225--MA0659.1.MAFG	chr17	25813744	25813764	+	0.000	0.000	Merged-chr17-25813670-7
NR11835--MA0501.1.MAF::NFE2	chr6	67489009	67489023	+	0.000	0.000	Merged-chr6-67488899-31
NR9048--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR4191--MA0495.2.MAFF	chr13	111265851	111265871	-	0.000	0.000	Merged-chr13-111265821-37
NR4566--MA0089.1.MAFG::NFE2L1	chr14	47664671	47664676	-	0.000	0.000	Merged-chr14-47664615-11
NR7783--MA0495.2.MAFF	chr2	61454515	61454535	+	0.000	0.000	Merged-chr2-61454563-42
NR2102--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR4039--MA0495.2.MAFF	chr13	95347410	95347430	+	0.000	0.000	Merged-chr13-95347309-34
NR13780--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR112--MA0659.1.MAFG	chr1	33454541	33454561	-	0.000	0.000	Merged-chr1-33454547-11
NR3924--MA0591.1.Bach1::Mafk	chr13	73305944	73305958	-	0.000	0.000	Merged-chr13-73305950-36
