#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR1317--MA0684.1.RUNX3	chr10	93225946	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR6431--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR3010--MA0511.2.RUNX2	chr13	55418166	55418174	-	0.000	0.000	Merged-chr13-55418309-36
NR5134--MA0684.1.RUNX3	chr17	79394209	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR9173--MA0511.2.RUNX2	chr6	122302848	122302856	+	0.000	0.000	Merged-chr6-122302793-16
NR10169--MA0002.2.RUNX1	chr8	20550552	20550562	+	0.000	0.000	Merged-chr8-20550425-71
NR7066--MA0684.1.RUNX3	chr3	114889914	114889923	+	0.000	0.000	Merged-chr3-114889987-14
NR9345--MA0002.2.RUNX1	chr6	143751326	143751336	+	0.000	0.000	Merged-chr6-143751233-79
NR9616--MA0002.2.RUNX1	chr7	63897394	63897404	-	0.000	0.000	Merged-chr7-63897284-74
NR7394--MA0002.2.RUNX1	chr4	8720982	8720992	-	0.000	0.000	Merged-chr4-8721052-67
NR58--MA0002.2.RUNX1	chr1	36720305	36720315	-	0.000	0.000	Merged-chr1-36720306-12
NR741--MA0684.1.RUNX3	chr1	175669154	175669163	+	0.000	0.000	Merged-chr1-175669210-35
NR593--MA0002.2.RUNX1	chr1	155223882	155223892	+	0.000	0.000	Merged-chr1-155224072-96
NR14--MA0511.2.RUNX2	chr1	7147198	7147206	+	0.000	0.000	Merged-chr1-7147128-26
NR4860--MA0002.2.RUNX1	chr17	23797593	23797603	-	0.000	0.000	Merged-chr17-23797661-48
NR10549--MA0002.2.RUNX1	chr8	119605005	119605015	-	0.000	0.000	Merged-chr8-119605101-59
NR11137--MA0684.1.RUNX3	chr9	103432547	103432556	+	0.000	0.000	Merged-chr9-103432551-32
NR7446--MA0684.1.RUNX3	chr4	24496516	24496525	-	0.000	0.000	Merged-chr4-24496528-78
NR3437--MA0511.2.RUNX2	chr14	52338913	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR9205--MA0511.2.RUNX2	chr6	127302987	127302995	+	0.000	0.000	Merged-chr6-127302896-25
NR9583--MA0684.1.RUNX3	chr7	49752418	49752427	+	0.000	0.000	Merged-chr7-49752450-3
NR6920--MA0002.2.RUNX1	chr3	88603736	88603746	-	0.000	0.000	Merged-chr3-88603886-4
NR10406--MA0002.2.RUNX1	chr8	88291515	88291525	-	0.000	0.000	Merged-chr8-88291610-16
NR4493--MA0002.2.RUNX1	chr16	51807559	51807569	-	0.000	0.000	Merged-chr16-51807556-50
NR4764--MA0002.2.RUNX1	chr17	5804539	5804549	+	0.000	0.000	Merged-chr17-5804562-52
NR1614--MA0511.2.RUNX2	chr11	21223139	21223147	-	0.000	0.000	Merged-chr11-21223148-47
NR1138--MA0511.2.RUNX2	chr10	60381314	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR9292--MA0002.2.RUNX1	chr6	136493691	136493701	+	0.000	0.000	Merged-chr6-136493676-34
NR9506--MA0684.1.RUNX3	chr7	27596040	27596049	-	0.000	0.000	Merged-chr7-27596086-9
NR7678--MA0002.2.RUNX1	chr4	101250496	101250506	-	0.000	0.000	Merged-chr4-101250420-26
NR4972--MA0511.2.RUNX2	chr17	44702645	44702653	+	0.000	0.000	Merged-chr17-44702881-69
NR7141--MA0684.1.RUNX3	chr3	126691154	126691163	+	0.000	0.000	Merged-chr3-126690917-48
NR10--MA0684.1.RUNX3	chr1	6467287	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR4873--MA0002.2.RUNX1	chr17	26503464	26503474	-	0.000	0.000	Merged-chr17-26503617-1
NR9467--MA0002.2.RUNX1	chr7	16129548	16129558	-	0.000	0.000	Merged-chr7-16129723-14
NR2845--MA0002.2.RUNX1	chr13	20183649	20183659	+	0.000	0.000	Merged-chr13-20183711-2
NR1277--MA0684.1.RUNX3	chr10	86452647	86452656	-	0.000	0.000	Merged-chr10-86452580-30
NR10025--MA0684.1.RUNX3	chr7	132814111	132814120	+	0.000	0.000	Merged-chr7-132814059-4
NR986--MA0002.2.RUNX1	chr10	20855250	20855260	+	0.000	0.000	Merged-chr10-20855169-17
NR8342--MA0002.2.RUNX1	chr5	100466876	100466886	-	0.000	0.000	Merged-chr5-100466890-43
NR1548--MA0684.1.RUNX3	chr11	3336011	3336020	+	0.000	0.000	Merged-chr11-3336028-55
NR9867--MA0684.1.RUNX3	chr7	112213429	112213438	+	0.000	0.000	Merged-chr7-112213302-61
NR5759--MA0002.2.RUNX1	chr19	32172911	32172921	+	0.000	0.000	Merged-chr19-32172725-56
NR8594--MA0002.2.RUNX1	chr5	137692096	137692106	-	0.000	0.000	Merged-chr5-137692077-23
NR909--MA0002.2.RUNX1	chr10	5194832	5194842	-	0.000	0.000	Merged-chr10-5194873-88
NR3493--MA0511.2.RUNX2	chr14	60744639	60744647	-	0.000	0.000	Merged-chr14-60744715-28
NR1528--MA0002.2.RUNX1	chr10	128504839	128504849	-	0.000	0.000	Merged-chr10-128504918-39
NR7839--MA0684.1.RUNX3	chr4	132533684	132533693	+	0.000	0.000	Merged-chr4-132533524-64
NR7025--MA0002.2.RUNX1	chr3	105756675	105756685	+	0.000	0.000	Merged-chr3-105756805-38
NR2954--MA0002.2.RUNX1	chr13	41302822	41302832	-	0.000	0.000	Merged-chr13-41302926-20
NR1008--MA0511.2.RUNX2	chr10	22714805	22714813	+	0.000	0.000	Merged-chr10-22714818-39
NR5345--MA0002.2.RUNX1	chr18	54970185	54970195	-	0.000	0.000	Merged-chr18-54970177-21
NR10405--MA0684.1.RUNX3	chr8	88279326	88279335	-	0.000	0.000	Merged-chr8-88279591-45
NR8722--MA0002.2.RUNX1	chr6	3183430	3183440	+	0.000	0.000	Merged-chr6-3183386-125
NR9310--MA0684.1.RUNX3	chr6	137795425	137795434	+	0.000	0.000	Merged-chr6-137795480-24
NR6771--MA0002.2.RUNX1	chr3	21911279	21911289	+	0.000	0.000	Merged-chr3-21911228-38
NR2606--MA0002.2.RUNX1	chr12	103325762	103325772	+	0.000	0.000	Merged-chr12-103325645-49
NR8974--MA0002.2.RUNX1	chr6	72391086	72391096	+	0.000	0.000	Merged-chr6-72391108-3
NR3046--MA0002.2.RUNX1	chr13	63604839	63604849	-	0.000	0.000	Merged-chr13-63604844-5
NR1322--MA0511.2.RUNX2	chr10	94211875	94211883	-	0.000	0.000	Merged-chr10-94211763-30
NR9370--MA0511.2.RUNX2	chr6	145105645	145105653	+	0.000	0.000	Merged-chr6-145105439-36
NR333--MA0002.2.RUNX1	chr1	87187128	87187138	+	0.000	0.000	Merged-chr1-87187094-21
NR999--MA0002.2.RUNX1	chr10	21535820	21535830	+	0.000	0.000	Merged-chr10-21535730-30
NR6675--MA0002.2.RUNX1	chr2	172407703	172407713	-	0.000	0.000	Merged-chr2-172407690-36
NR1018--MA0002.2.RUNX1	chr10	26364520	26364530	+	0.000	0.000	Merged-chr10-26364475-53
NR2920--MA0002.2.RUNX1	chr13	32868423	32868433	-	0.000	0.000	Merged-chr13-32868285-30
NR2173--MA0002.2.RUNX1	chr11	114238548	114238558	+	0.000	0.000	Merged-chr11-114238468-20
NR5649--MA0684.1.RUNX3	chr19	10577296	10577305	-	0.000	0.000	Merged-chr19-10577280-70
NR3155--MA0002.2.RUNX1	chr13	93789506	93789516	+	0.000	0.000	Merged-chr13-93789416-6
NR10223--MA0002.2.RUNX1	chr8	34615169	34615179	-	0.000	0.000	Merged-chr8-34615057-34
NR5186--MA0511.2.RUNX2	chr17	85255709	85255717	+	0.000	0.000	Merged-chr17-85255784-17
NR10018--MA0002.2.RUNX1	chr7	132686646	132686656	-	0.000	0.000	Merged-chr7-132686748-28
NR9816--MA0511.2.RUNX2	chr7	105554416	105554424	+	0.000	0.000	Merged-chr7-105554530-56
NR10147--MA0684.1.RUNX3	chr8	10481081	10481090	+	0.000	0.000	Merged-chr8-10480951-33
NR9323--MA0684.1.RUNX3	chr6	140508534	140508543	-	0.000	0.000	Merged-chr6-140508405-40
NR5043--MA0511.2.RUNX2	chr17	56443647	56443655	+	0.000	0.000	Merged-chr17-56443573-18
NR7372--MA0684.1.RUNX3	chr4	3084569	3084578	+	0.000	0.000	Merged-chr4-3084365-8
NR9118--MA0684.1.RUNX3	chr6	115594629	115594638	+	0.000	0.000	Merged-chr6-115594731-47
NR694--MA0002.2.RUNX1	chr1	171222657	171222667	+	0.000	0.000	Merged-chr1-171222616-56
NR908--MA0684.1.RUNX3	chr10	4977486	4977495	-	0.000	0.000	Merged-chr10-4977529-37
NR10061--MA0002.2.RUNX1	chr7	139197238	139197248	-	0.000	0.000	Merged-chr7-139197222-17
NR3886--MA0511.2.RUNX2	chr15	38535574	38535582	+	0.000	0.000	Merged-chr15-38535554-39
NR2410--MA0002.2.RUNX1	chr12	70219231	70219241	-	0.000	0.000	Merged-chr12-70219283-39
NR280--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR551--MA0002.2.RUNX1	chr1	144355776	144355786	+	0.000	0.000	Merged-chr1-144355940-45
NR6893--MA0002.2.RUNX1	chr3	84679038	84679048	-	0.000	0.000	Merged-chr3-84679070-45
NR4342--MA0002.2.RUNX1	chr16	24217021	24217031	-	0.000	0.000	Merged-chr16-24217048-44
NR11410--MA0002.2.RUNX1	chrX	59951432	59951442	+	0.000	0.000	Merged-chrX-59951386-23
NR7133--MA0684.1.RUNX3	chr3	123507795	123507804	+	0.000	0.000	Merged-chr3-123507881-17
NR10858--MA0511.2.RUNX2	chr9	61702788	61702796	-	0.000	0.000	Merged-chr9-61702629-64
NR8830--MA0684.1.RUNX3	chr6	41189074	41189083	+	0.000	0.000	Merged-chr6-41189154-9
NR998--MA0684.1.RUNX3	chr10	21252330	21252339	-	0.000	0.000	Merged-chr10-21252266-47
NR10094--MA0684.1.RUNX3	chr7	141194084	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR2870--MA0511.2.RUNX2	chr13	22049920	22049928	+	0.000	0.000	Merged-chr13-22049966-26
NR726--MA0002.2.RUNX1	chr1	173437338	173437348	-	0.000	0.000	Merged-chr1-173437499-84
NR2936--MA0511.2.RUNX2	chr13	35871294	35871302	+	0.000	0.000	Merged-chr13-35871308-48
NR4722--MA0002.2.RUNX1	chr16	95827479	95827489	+	0.000	0.000	Merged-chr16-95827524-61
NR2771--MA0002.2.RUNX1	chr12	117579334	117579344	-	0.000	0.000	Merged-chr12-117579368-17
NR2566--MA0002.2.RUNX1	chr12	99544780	99544790	-	0.000	0.000	Merged-chr12-99544732-47
NR3154--MA0684.1.RUNX3	chr13	93762848	93762857	-	0.000	0.000	Merged-chr13-93763032-30
NR2837--MA0002.2.RUNX1	chr13	17627285	17627295	-	0.000	0.000	Merged-chr13-17627310-18
NR9415--MA0511.2.RUNX2	chr6	146776792	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR10222--MA0684.1.RUNX3	chr8	33663503	33663512	+	0.000	0.000	Merged-chr8-33663493-16
NR4580--MA0684.1.RUNX3	chr16	77038209	77038218	-	0.000	0.000	Merged-chr16-77038211-5
NR6383--MA0002.2.RUNX1	chr2	125189402	125189412	+	0.000	0.000	Merged-chr2-125189398-33
NR9588--MA0684.1.RUNX3	chr7	51621951	51621960	+	0.000	0.000	Merged-chr7-51621902-16
NR5579--MA0511.2.RUNX2	chr18	89212374	89212382	+	0.000	0.000	Merged-chr18-89212381-24
NR10301--MA0511.2.RUNX2	chr8	66860268	66860276	-	0.000	0.000	Merged-chr8-66860248-21
NR3011--MA0684.1.RUNX3	chr13	55418165	55418174	-	0.000	0.000	Merged-chr13-55418309-36
NR8586--MA0002.2.RUNX1	chr5	136459000	136459010	+	0.000	0.000	Merged-chr5-136458862-38
NR835--MA0002.2.RUNX1	chr1	185363701	185363711	+	0.000	0.000	Merged-chr1-185363652-3
NR8857--MA0002.2.RUNX1	chr6	47778483	47778493	-	0.000	0.000	Merged-chr6-47778347-84
NR1249--MA0002.2.RUNX1	chr10	81538922	81538932	-	0.000	0.000	Merged-chr10-81538773-24
NR2281--MA0684.1.RUNX3	chr12	16165140	16165149	+	0.000	0.000	Merged-chr12-16165159-14
NR3485--MA0511.2.RUNX2	chr14	59397273	59397281	-	0.000	0.000	Merged-chr14-59397210-50
NR3756--MA0511.2.RUNX2	chr14	121970662	121970670	+	0.000	0.000	Merged-chr14-121970624-14
NR11423--MA0002.2.RUNX1	chrX	74429643	74429653	+	0.000	0.000	Merged-chrX-74429698-2
NR9253--MA0511.2.RUNX2	chr6	129598094	129598102	+	0.000	0.000	Merged-chr6-129598126-11
NR9319--MA0511.2.RUNX2	chr6	140493270	140493278	+	0.000	0.000	Merged-chr6-140493334-8
NR1649--MA0684.1.RUNX3	chr11	32715224	32715233	-	0.000	0.000	Merged-chr11-32715413-66
NR8714--MA0002.2.RUNX1	chr5	151423113	151423123	-	0.000	0.000	Merged-chr5-151422935-26
NR8695--MA0002.2.RUNX1	chr5	149599429	149599439	+	0.000	0.000	Merged-chr5-149599468-27
NR3438--MA0684.1.RUNX3	chr14	52338912	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR325--MA0002.2.RUNX1	chr1	85861611	85861621	-	0.000	0.000	Merged-chr1-85861606-9
NR4050--MA0002.2.RUNX1	chr15	76899865	76899875	-	0.000	0.000	Merged-chr15-76899846-50
NR6938--MA0002.2.RUNX1	chr3	90587001	90587011	+	0.000	0.000	Merged-chr3-90587051-129
NR9329--MA0002.2.RUNX1	chr6	140819581	140819591	-	0.000	0.000	Merged-chr6-140819599-25
NR2641--MA0002.2.RUNX1	chr12	107731129	107731139	-	0.000	0.000	Merged-chr12-107731071-10
NR7649--MA0002.2.RUNX1	chr4	95778035	95778045	-	0.000	0.000	Merged-chr4-95778146-34
NR183--MA0684.1.RUNX3	chr1	59917568	59917577	-	0.000	0.000	Merged-chr1-59917651-27
NR8760--MA0511.2.RUNX2	chr6	22330738	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR7235--MA0002.2.RUNX1	chr3	138753295	138753305	+	0.000	0.000	Merged-chr3-138753245-27
NR7586--MA0511.2.RUNX2	chr4	63847321	63847329	-	0.000	0.000	Merged-chr4-63847263-40
NR3133--MA0684.1.RUNX3	chr13	90981481	90981490	-	0.000	0.000	Merged-chr13-90981461-11
NR2816--MA0002.2.RUNX1	chr13	9760319	9760329	+	0.000	0.000	Merged-chr13-9760247-44
NR3878--MA0511.2.RUNX2	chr15	38143290	38143298	+	0.000	0.000	Merged-chr15-38143465-33
NR10946--MA0511.2.RUNX2	chr9	71848614	71848622	-	0.000	0.000	Merged-chr9-71848464-7
NR6762--MA0684.1.RUNX3	chr3	20034915	20034924	-	0.000	0.000	Merged-chr3-20035006-57
NR2482--MA0511.2.RUNX2	chr12	84361962	84361970	+	0.000	0.000	Merged-chr12-84361872-57
NR8294--MA0002.2.RUNX1	chr5	92166180	92166190	+	0.000	0.000	Merged-chr5-92166159-12
NR338--MA0002.2.RUNX1	chr1	87866839	87866849	-	0.000	0.000	Merged-chr1-87866806-30
NR6885--MA0002.2.RUNX1	chr3	84022995	84023005	-	0.000	0.000	Merged-chr3-84022944-34
NR1228--MA0002.2.RUNX1	chr10	80271558	80271568	+	0.000	0.000	Merged-chr10-80271512-28
NR672--MA0684.1.RUNX3	chr1	165154336	165154345	+	0.000	0.000	Merged-chr1-165154267-24
NR8965--MA0684.1.RUNX3	chr6	71962876	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR1086--MA0684.1.RUNX3	chr10	44029766	44029775	-	0.000	0.000	Merged-chr10-44029776-28
NR8151--MA0002.2.RUNX1	chr5	37067424	37067434	+	0.000	0.000	Merged-chr5-37067269-61
NR5938--MA0511.2.RUNX2	chr2	9594135	9594143	+	0.000	0.000	Merged-chr2-9594121-50
NR1800--MA0002.2.RUNX1	chr11	67580585	67580595	-	0.000	0.000	Merged-chr11-67580687-16
NR11383--MA0002.2.RUNX1	chrX	48424762	48424772	+	0.000	0.000	Merged-chrX-48424908-65
NR2591--MA0511.2.RUNX2	chr12	100988529	100988537	+	0.000	0.000	Merged-chr12-100988724-71
NR10628--MA0684.1.RUNX3	chr8	127576049	127576058	+	0.000	0.000	Merged-chr8-127576091-5
NR4172--MA0002.2.RUNX1	chr15	97836697	97836707	+	0.000	0.000	Merged-chr15-97837039-84
NR3639--MA0511.2.RUNX2	chr14	76569400	76569408	+	0.000	0.000	Merged-chr14-76569463-39
NR576--MA0684.1.RUNX3	chr1	152369329	152369338	+	0.000	0.000	Merged-chr1-152369531-31
NR3269--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR4572--MA0684.1.RUNX3	chr16	75984026	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR1274--MA0511.2.RUNX2	chr10	85411292	85411300	+	0.000	0.000	Merged-chr10-85411172-67
NR5349--MA0684.1.RUNX3	chr18	54986777	54986786	+	0.000	0.000	Merged-chr18-54986948-23
NR10589--MA0002.2.RUNX1	chr8	123341811	123341821	+	0.000	0.000	Merged-chr8-123341706-13
NR4281--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR4552--MA0002.2.RUNX1	chr16	70326812	70326822	+	0.000	0.000	Merged-chr16-70326807-66
NR6854--MA0511.2.RUNX2	chr3	59203995	59204003	-	0.000	0.000	Merged-chr3-59204061-45
NR6361--MA0684.1.RUNX3	chr2	119157083	119157092	-	0.000	0.000	Merged-chr2-119156876-75
NR1099--MA0684.1.RUNX3	chr10	53374375	53374384	+	0.000	0.000	Merged-chr10-53374413-9
NR7089--MA0511.2.RUNX2	chr3	116483500	116483508	+	0.000	0.000	Merged-chr3-116483487-8
NR4681--MA0684.1.RUNX3	chr16	92801759	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR8706--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR7072--MA0684.1.RUNX3	chr3	115692658	115692667	+	0.000	0.000	Merged-chr3-115692552-34
NR2253--MA0002.2.RUNX1	chr12	4445209	4445219	-	0.000	0.000	Merged-chr12-4445217-27
NR1227--MA0684.1.RUNX3	chr10	80271339	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR1306--MA0511.2.RUNX2	chr10	93171415	93171423	+	0.000	0.000	Merged-chr10-93171456-51
NR10079--MA0002.2.RUNX1	chr7	140845032	140845042	-	0.000	0.000	Merged-chr7-140845076-30
NR8895--MA0511.2.RUNX2	chr6	54685314	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR4313--MA0002.2.RUNX1	chr16	20014360	20014370	+	0.000	0.000	Merged-chr16-20014341-12
NR8130--MA0002.2.RUNX1	chr5	32148743	32148753	+	0.000	0.000	Merged-chr5-32148738-21
NR8--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR6516--MA0002.2.RUNX1	chr2	147738551	147738561	+	0.000	0.000	Merged-chr2-147738517-36
NR4565--MA0002.2.RUNX1	chr16	75343467	75343477	-	0.000	0.000	Merged-chr16-75343528-33
NR525--MA0511.2.RUNX2	chr1	138931077	138931085	+	0.000	0.000	Merged-chr1-138931080-29
NR9192--MA0511.2.RUNX2	chr6	124779821	124779829	+	0.000	0.000	Merged-chr6-124779719-51
NR426--MA0002.2.RUNX1	chr1	120245648	120245658	+	0.000	0.000	Merged-chr1-120245710-33
NR10188--MA0002.2.RUNX1	chr8	23254889	23254899	+	0.000	0.000	Merged-chr8-23254830-5
NR6768--MA0002.2.RUNX1	chr3	21838261	21838271	-	0.000	0.000	Merged-chr3-21838264-19
NR2266--MA0002.2.RUNX1	chr12	12289775	12289785	-	0.000	0.000	Merged-chr12-12289844-38
NR6354--MA0002.2.RUNX1	chr2	117447069	117447079	+	0.000	0.000	Merged-chr2-117447085-57
NR7008--MA0684.1.RUNX3	chr3	101800520	101800529	+	0.000	0.000	Merged-chr3-101800601-48
NR2937--MA0684.1.RUNX3	chr13	35871294	35871303	+	0.000	0.000	Merged-chr13-35871308-48
NR10667--MA0511.2.RUNX2	chr9	5298620	5298628	-	0.000	0.000	Merged-chr9-5298744-86
NR2123--MA0002.2.RUNX1	chr11	109445750	109445760	+	0.000	0.000	Merged-chr11-109445792-26
NR4901--MA0511.2.RUNX2	chr17	29531959	29531967	+	0.000	0.000	Merged-chr17-29531941-77
NR3456--MA0511.2.RUNX2	chr14	54042372	54042380	+	0.000	0.000	Merged-chr14-54042366-24
NR4055--MA0002.2.RUNX1	chr15	78248692	78248702	-	0.000	0.000	Merged-chr15-78248653-25
NR9224--MA0511.2.RUNX2	chr6	128769642	128769650	+	0.000	0.000	Merged-chr6-128769715-5
NR5037--MA0002.2.RUNX1	chr17	53587552	53587562	-	0.000	0.000	Merged-chr17-53587589-70
NR3029--MA0684.1.RUNX3	chr13	63112800	63112809	+	0.000	0.000	Merged-chr13-63112828-16
NR9019--MA0511.2.RUNX2	chr6	88518899	88518907	+	0.000	0.000	Merged-chr6-88518766-67
NR8143--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR250--MA0684.1.RUNX3	chr1	71594452	71594461	+	0.000	0.000	Merged-chr1-71594444-22
NR1428--MA0511.2.RUNX2	chr10	117494059	117494067	+	0.000	0.000	Merged-chr10-117494286-56
NR8814--MA0684.1.RUNX3	chr6	38848074	38848083	-	0.000	0.000	Merged-chr6-38848269-41
NR6592--MA0684.1.RUNX3	chr2	160578939	160578948	+	0.000	0.000	Merged-chr2-160578868-32
NR1206--MA0684.1.RUNX3	chr10	77530375	77530384	+	0.000	0.000	Merged-chr10-77530396-56
NR4164--MA0002.2.RUNX1	chr15	97420651	97420661	+	0.000	0.000	Merged-chr15-97420521-14
NR124--MA0511.2.RUNX2	chr1	43768757	43768765	-	0.000	0.000	Merged-chr1-43768657-50
NR5689--MA0684.1.RUNX3	chr19	16029382	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR230--MA0002.2.RUNX1	chr1	64756880	64756890	+	0.000	0.000	Merged-chr1-64756853-21
NR2440--MA0511.2.RUNX2	chr12	76943509	76943517	+	0.000	0.000	Merged-chr12-76943624-18
NR2341--MA0002.2.RUNX1	chr12	34092063	34092073	+	0.000	0.000	Merged-chr12-34092027-9
NR154--MA0684.1.RUNX3	chr1	53784797	53784806	+	0.000	0.000	Merged-chr1-53784836-115
NR548--MA0002.2.RUNX1	chr1	144276045	144276055	+	0.000	0.000	Merged-chr1-144275874-18
NR11341--MA0002.2.RUNX1	chrX	7618418	7618428	-	0.000	0.000	Merged-chrX-7618327-48
NR6575--MA0511.2.RUNX2	chr2	157190801	157190809	+	0.000	0.000	Merged-chr2-157190874-9
NR11407--MA0002.2.RUNX1	chrX	59508504	59508514	+	0.000	0.000	Merged-chrX-59508552-38
NR5970--MA0002.2.RUNX1	chr2	13233447	13233457	+	0.000	0.000	Merged-chr2-13233524-26
NR7557--MA0511.2.RUNX2	chr4	59204826	59204834	-	0.000	0.000	Merged-chr4-59204829-36
NR2615--MA0511.2.RUNX2	chr12	105013232	105013240	+	0.000	0.000	Merged-chr12-105013301-48
NR2245--MA0002.2.RUNX1	chr12	3426887	3426897	-	0.000	0.000	Merged-chr12-3427015-132
NR9489--MA0511.2.RUNX2	chr7	24517477	24517485	-	0.000	0.000	Merged-chr7-24517301-15
NR10296--MA0684.1.RUNX3	chr8	65443498	65443507	+	0.000	0.000	Merged-chr8-65443536-30
NR6999--MA0002.2.RUNX1	chr3	101274922	101274932	+	0.000	0.000	Merged-chr3-101274930-55
NR6955--MA0511.2.RUNX2	chr3	95101040	95101048	-	0.000	0.000	Merged-chr3-95101078-19
NR8807--MA0002.2.RUNX1	chr6	38349106	38349116	-	0.000	0.000	Merged-chr6-38349096-6
NR309--MA0002.2.RUNX1	chr1	82836463	82836473	-	0.000	0.000	Merged-chr1-82836652-59
NR4034--MA0002.2.RUNX1	chr15	76037761	76037771	-	0.000	0.000	Merged-chr15-76037668-45
NR7239--MA0684.1.RUNX3	chr3	138877038	138877047	+	0.000	0.000	Merged-chr3-138877299-79
NR11102--MA0002.2.RUNX1	chr9	96350785	96350795	-	0.000	0.000	Merged-chr9-96350613-81
NR10676--MA0684.1.RUNX3	chr9	11514045	11514054	-	0.000	0.000	Merged-chr9-11513974-36
NR8788--MA0002.2.RUNX1	chr6	31072270	31072280	-	0.000	0.000	Merged-chr6-31072342-44
NR5367--MA0511.2.RUNX2	chr18	56718580	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR4491--MA0002.2.RUNX1	chr16	51767801	51767811	-	0.000	0.000	Merged-chr16-51767896-20
NR11231--MA0684.1.RUNX3	chr9	116169212	116169221	-	0.000	0.000	Merged-chr9-116169216-43
NR4686--MA0684.1.RUNX3	chr16	92867431	92867440	-	0.000	0.000	Merged-chr16-92867582-45
NR1752--MA0002.2.RUNX1	chr11	57686222	57686232	+	0.000	0.000	Merged-chr11-57686202-30
NR2258--MA0002.2.RUNX1	chr12	8306744	8306754	-	0.000	0.000	Merged-chr12-8306600-1
NR276--MA0684.1.RUNX3	chr1	75533602	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR10289--MA0002.2.RUNX1	chr8	64618842	64618852	+	0.000	0.000	Merged-chr8-64618871-24
NR2244--MA0684.1.RUNX3	chr12	3322311	3322320	-	0.000	0.000	Merged-chr12-3322326-39
NR2638--MA0002.2.RUNX1	chr12	107148640	107148650	+	0.000	0.000	Merged-chr12-107148670-11
NR7265--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR6332--MA0684.1.RUNX3	chr2	114654892	114654901	+	0.000	0.000	Merged-chr2-114654748-80
NR8691--MA0511.2.RUNX2	chr5	148959172	148959180	+	0.000	0.000	Merged-chr5-148959251-47
NR2496--MA0684.1.RUNX3	chr12	85655520	85655529	-	0.000	0.000	Merged-chr12-85655599-6
NR9117--MA0002.2.RUNX1	chr6	115594629	115594639	-	0.000	0.000	Merged-chr6-115594731-47
NR6411--MA0511.2.RUNX2	chr2	128335906	128335914	+	0.000	0.000	Merged-chr2-128335870-5
NR2224--MA0002.2.RUNX1	chr11	119083833	119083843	-	0.000	0.000	Merged-chr11-119083935-60
NR8592--MA0002.2.RUNX1	chr5	137425773	137425783	+	0.000	0.000	Merged-chr5-137425710-17
NR5601--MA0002.2.RUNX1	chr19	3905769	3905779	-	0.000	0.000	Merged-chr19-3905721-9
NR4526--MA0511.2.RUNX2	chr16	58519518	58519526	+	0.000	0.000	Merged-chr16-58519695-16
NR9517--MA0684.1.RUNX3	chr7	30402557	30402566	+	0.000	0.000	Merged-chr7-30402572-19
NR321--MA0511.2.RUNX2	chr1	85763540	85763548	+	0.000	0.000	Merged-chr1-85763508-29
NR8614--MA0511.2.RUNX2	chr5	140321662	140321670	+	0.000	0.000	Merged-chr5-140321692-59
NR11224--MA0002.2.RUNX1	chr9	115611927	115611937	+	0.000	0.000	Merged-chr9-115612034-68
NR2747--MA0002.2.RUNX1	chr12	115861846	115861856	+	0.000	0.000	Merged-chr12-115861982-39
NR4285--MA0684.1.RUNX3	chr16	14088467	14088476	-	0.000	0.000	Merged-chr16-14088440-49
