#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4273--MA0496.2.MAFK	chr14	118796409	118796427	-	0.000	0.000	Merged-chr14-118796395-16
NR11794--MA0089.1.MAFG::NFE2L1	chr8	72343868	72343873	+	0.000	0.000	Merged-chr8-72343901-44
NR3592--MA0591.1.Bach1::Mafk	chr13	92241623	92241637	-	0.000	0.000	Merged-chr13-92241716-35
NR9989--MA0089.1.MAFG::NFE2L1	chr6	24527544	24527549	+	0.000	0.000	Merged-chr6-24527621-68
NR12311--MA0591.1.Bach1::Mafk	chr9	48817501	48817515	+	0.000	0.000	Merged-chr9-48817420-28
NR210--MA0496.2.MAFK	chr1	64486461	64486479	+	0.000	0.000	Merged-chr1-64486540-36
NR11055--MA0591.1.Bach1::Mafk	chr7	72270223	72270237	-	0.000	0.000	Merged-chr7-72270231-51
NR12080--MA0501.1.MAF::NFE2	chr8	125344032	125344046	-	0.000	0.000	Merged-chr8-125344095-45
NR7254--MA0501.1.MAF::NFE2	chr2	145557511	145557525	-	0.000	0.000	Merged-chr2-145557638-12
NR6251--MA0501.1.MAF::NFE2	chr19	32904729	32904743	-	0.000	0.000	Merged-chr19-32904627-33
NR2103--MA0495.2.MAFF	chr11	62185075	62185095	-	0.000	0.000	Merged-chr11-62185170-13
NR2552--MA0089.1.MAFG::NFE2L1	chr11	120776302	120776307	+	0.000	0.000	Merged-chr11-120776291-32
NR6943--MA0501.1.MAF::NFE2	chr2	104208180	104208194	+	0.000	0.000	Merged-chr2-104208216-12
NR5466--MA0089.1.MAFG::NFE2L1	chr17	46378795	46378800	+	0.000	0.000	Merged-chr17-46378659-16
NR9961--MA0089.1.MAFG::NFE2L1	chr6	13871523	13871528	-	0.000	0.000	Merged-chr6-13871403-58
NR8050--MA0089.1.MAFG::NFE2L1	chr3	126831607	126831612	-	0.000	0.000	Merged-chr3-126831628-17
NR9106--MA0089.1.MAFG::NFE2L1	chr5	8807529	8807534	-	0.000	0.000	Merged-chr5-8807445-55
NR11617--MA0089.1.MAFG::NFE2L1	chr8	11507053	11507058	+	0.000	0.000	Merged-chr8-11506999-19
NR1925--MA0089.1.MAFG::NFE2L1	chr11	20477620	20477625	+	0.000	0.000	Merged-chr11-20477652-51
NR4398--MA0591.1.Bach1::Mafk	chr15	27518266	27518280	-	0.000	0.000	Merged-chr15-27518308-43
NR9181--MA0089.1.MAFG::NFE2L1	chr5	20792269	20792274	-	0.000	0.000	Merged-chr5-20792282-29
NR4504--MA0591.1.Bach1::Mafk	chr15	55906989	55907003	-	0.000	0.000	Merged-chr15-55906885-1
NR1264--MA0495.2.MAFF	chr10	34096552	34096572	+	0.000	0.000	Merged-chr10-34096665-20
NR2226--MA0659.1.MAFG	chr11	80301633	80301653	-	0.000	0.000	Merged-chr11-80301422-73
NR10831--MA0495.2.MAFF	chr7	19086152	19086172	-	0.000	0.000	Merged-chr7-19086207-16
NR4355--MA0591.1.Bach1::Mafk	chr15	5695181	5695195	+	0.000	0.000	Merged-chr15-5695186-29
NR6218--MA0089.1.MAFG::NFE2L1	chr19	24271823	24271828	+	0.000	0.000	Merged-chr19-24271931-46
NR3015--MA0089.1.MAFG::NFE2L1	chr12	110389608	110389613	+	0.000	0.000	Merged-chr12-110389691-32
NR6183--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	-	0.000	0.000	Merged-chr19-14668781-26
NR5881--MA0501.1.MAF::NFE2	chr18	55050889	55050903	-	0.000	0.000	Merged-chr18-55050703-48
NR2614--MA0591.1.Bach1::Mafk	chr12	21167487	21167501	-	0.000	0.000	Merged-chr12-21167336-52
NR1266--MA0659.1.MAFG	chr10	34096552	34096572	+	0.000	0.000	Merged-chr10-34096665-20
NR7581--MA0117.2.Mafb	chr3	9715426	9715437	+	0.000	0.000	Merged-chr3-9715345-15
NR10166--MA0659.1.MAFG	chr6	67014762	67014782	+	0.000	0.000	Merged-chr6-67014748-19
NR2678--MA0117.2.Mafb	chr12	36317334	36317345	-	0.000	0.000	Merged-chr12-36317326-46
NR10833--MA0659.1.MAFG	chr7	19086152	19086172	-	0.000	0.000	Merged-chr7-19086207-16
NR3378--MA0591.1.Bach1::Mafk	chr13	45623918	45623932	-	0.000	0.000	Merged-chr13-45624002-39
NR11355--MA0501.1.MAF::NFE2	chr7	116484455	116484469	+	0.000	0.000	Merged-chr7-116484434-42
NR10165--MA0591.1.Bach1::Mafk	chr6	67014765	67014779	-	0.000	0.000	Merged-chr6-67014748-19
NR4851--MA0496.2.MAFK	chr16	14237422	14237440	+	0.000	0.000	Merged-chr16-14237452-27
NR9958--MA0117.2.Mafb	chr6	12082108	12082119	+	0.000	0.000	Merged-chr6-12082002-27
NR7561--MA0496.2.MAFK	chr2	181307397	181307415	-	0.000	0.000	Merged-chr2-181307341-24
NR11516--MA0501.1.MAF::NFE2	chr7	136152651	136152665	+	0.000	0.000	Merged-chr7-136152676-10
NR8779--MA0501.1.MAF::NFE2	chr4	119921452	119921466	-	0.000	0.000	Merged-chr4-119921315-32
NR8712--MA0501.1.MAF::NFE2	chr4	108826237	108826251	+	0.000	0.000	Merged-chr4-108826101-25
NR9294--MA0089.1.MAFG::NFE2L1	chr5	57964487	57964492	+	0.000	0.000	Merged-chr5-57964492-18
NR6091--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR9306--MA0089.1.MAFG::NFE2L1	chr5	65091565	65091570	+	0.000	0.000	Merged-chr5-65091600-42
NR7338--MA0495.2.MAFF	chr2	153350989	153351009	+	0.000	0.000	Merged-chr2-153350886-63
NR11340--MA0501.1.MAF::NFE2	chr7	115615933	115615947	+	0.000	0.000	Merged-chr7-115616015-64
NR12247--MA0501.1.MAF::NFE2	chr9	32730797	32730811	+	0.000	0.000	Merged-chr9-32730710-3
NR2477--MA0659.1.MAFG	chr11	115172976	115172996	-	0.000	0.000	Merged-chr11-115173098-6
NR1470--MA0501.1.MAF::NFE2	chr10	82859109	82859123	-	0.000	0.000	Merged-chr10-82859313-42
NR11023--MA0117.2.Mafb	chr7	64158958	64158969	+	0.000	0.000	Merged-chr7-64158985-48
NR6384--MA0117.2.Mafb	chr19	56722120	56722131	+	0.000	0.000	Merged-chr19-56721958-31
NR5913--MA0591.1.Bach1::Mafk	chr18	63692318	63692332	-	0.000	0.000	Merged-chr18-63692384-62
NR9910--MA0591.1.Bach1::Mafk	chr6	4086720	4086734	+	0.000	0.000	Merged-chr6-4086905-51
NR7623--MA0089.1.MAFG::NFE2L1	chr3	27183086	27183091	-	0.000	0.000	Merged-chr3-27183188-74
NR3614--MA0591.1.Bach1::Mafk	chr13	96697955	96697969	-	0.000	0.000	Merged-chr13-96698036-39
NR11296--MA0501.1.MAF::NFE2	chr7	110109321	110109335	+	0.000	0.000	Merged-chr7-110109267-48
NR6999--MA0591.1.Bach1::Mafk	chr2	117447054	117447068	+	0.000	0.000	Merged-chr2-117447085-57
NR1767--MA0591.1.Bach1::Mafk	chr10	122602568	122602582	-	0.000	0.000	Merged-chr10-122602489-11
NR7710--MA0089.1.MAFG::NFE2L1	chr3	65886094	65886099	+	0.000	0.000	Merged-chr3-65886068-18
NR5188--MA0089.1.MAFG::NFE2L1	chr16	91443566	91443571	+	0.000	0.000	Merged-chr16-91443415-25
NR8318--MA0659.1.MAFG	chr3	153764829	153764849	+	0.000	0.000	Merged-chr3-153764846-117
NR12920--MA0089.1.MAFG::NFE2L1	chrX	52988221	52988226	-	0.000	0.000	Merged-chrX-52988248-53
NR6984--MA0089.1.MAFG::NFE2L1	chr2	115610676	115610681	+	0.000	0.000	Merged-chr2-115610633-33
NR12053--MA0089.1.MAFG::NFE2L1	chr8	123319806	123319811	-	0.000	0.000	Merged-chr8-123319889-16
NR12458--MA0659.1.MAFG	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR4764--MA0117.2.Mafb	chr15	98631606	98631617	-	0.000	0.000	Merged-chr15-98631640-23
NR3228--MA0591.1.Bach1::Mafk	chr13	13784347	13784361	+	0.000	0.000	Merged-chr13-13784433-81
NR2905--MA0495.2.MAFF	chr12	98674814	98674834	-	0.000	0.000	Merged-chr12-98674935-52
NR8969--MA0089.1.MAFG::NFE2L1	chr4	145342070	145342075	+	0.000	0.000	Merged-chr4-145342099-62
NR3766--MA0496.2.MAFK	chr13	111807869	111807887	-	0.000	0.000	Merged-chr13-111808090-12
NR9177--MA0496.2.MAFK	chr5	20082525	20082543	+	0.000	0.000	Merged-chr5-20082786-46
NR5651--MA0089.1.MAFG::NFE2L1	chr17	87315165	87315170	-	0.000	0.000	Merged-chr17-87315064-70
NR4465--MA0591.1.Bach1::Mafk	chr15	43477236	43477250	-	0.000	0.000	Merged-chr15-43477381-63
NR964--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR11973--MA0501.1.MAF::NFE2	chr8	115227110	115227124	+	0.000	0.000	Merged-chr8-115227272-68
NR8694--MA0659.1.MAFG	chr4	106869719	106869739	+	0.000	0.000	Merged-chr4-106869679-64
NR6997--MA0089.1.MAFG::NFE2L1	chr2	117331935	117331940	+	0.000	0.000	Merged-chr2-117331820-22
NR2900--MA0496.2.MAFK	chr12	98249881	98249899	-	0.000	0.000	Merged-chr12-98249926-13
NR8320--MA0496.2.MAFK	chr3	153764830	153764848	+	0.000	0.000	Merged-chr3-153764846-117
NR3211--MA0496.2.MAFK	chr13	9082704	9082722	-	0.000	0.000	Merged-chr13-9082570-19
NR12460--MA0496.2.MAFK	chr9	78593281	78593299	+	0.000	0.000	Merged-chr9-78593326-11
NR8448--MA0659.1.MAFG	chr4	24569373	24569393	+	0.000	0.000	Merged-chr4-24569297-30
NR4753--MA0496.2.MAFK	chr15	97213230	97213248	-	0.000	0.000	Merged-chr15-97213099-28
NR7119--MA0495.2.MAFF	chr2	128335844	128335864	-	0.000	0.000	Merged-chr2-128335870-5
NR10275--MA0591.1.Bach1::Mafk	chr6	91713042	91713056	-	0.000	0.000	Merged-chr6-91712946-25
NR11616--MA0591.1.Bach1::Mafk	chr8	11477881	11477895	+	0.000	0.000	Merged-chr8-11477977-84
NR2589--MA0089.1.MAFG::NFE2L1	chr12	8854550	8854555	+	0.000	0.000	Merged-chr12-8854460-15
NR8788--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR9317--MA0089.1.MAFG::NFE2L1	chr5	66137392	66137397	+	0.000	0.000	Merged-chr5-66137441-17
NR11927--MA0501.1.MAF::NFE2	chr8	105121285	105121299	+	0.000	0.000	Merged-chr8-105121168-27
NR9757--MA0117.2.Mafb	chr5	134266648	134266659	-	0.000	0.000	Merged-chr5-134266508-58
NR1191--MA0591.1.Bach1::Mafk	chr10	19691915	19691929	-	0.000	0.000	Merged-chr10-19692123-35
NR5167--MA0496.2.MAFK	chr16	87642409	87642427	+	0.000	0.000	Merged-chr16-87642367-32
NR5843--MA0496.2.MAFK	chr18	43492937	43492955	-	0.000	0.000	Merged-chr18-43493033-11
NR10876--MA0591.1.Bach1::Mafk	chr7	28716846	28716860	-	0.000	0.000	Merged-chr7-28716768-36
NR9404--MA0089.1.MAFG::NFE2L1	chr5	86079040	86079045	+	0.000	0.000	Merged-chr5-86079042-21
NR7481--MA0496.2.MAFK	chr2	172976723	172976741	+	0.000	0.000	Merged-chr2-172976797-9
NR5966--MA0089.1.MAFG::NFE2L1	chr18	69346309	69346314	+	0.000	0.000	Merged-chr18-69346424-51
NR6705--MA0089.1.MAFG::NFE2L1	chr2	52938463	52938468	-	0.000	0.000	Merged-chr2-52938398-15
NR4874--MA0591.1.Bach1::Mafk	chr16	22920110	22920124	-	0.000	0.000	Merged-chr16-22920184-19
NR4662--MA0501.1.MAF::NFE2	chr15	82163822	82163836	+	0.000	0.000	Merged-chr15-82163866-28
NR6465--MA0591.1.Bach1::Mafk	chr2	8628742	8628756	-	0.000	0.000	Merged-chr2-8628681-1
NR7703--MA0659.1.MAFG	chr3	61344268	61344288	-	0.000	0.000	Merged-chr3-61344207-16
NR107--MA0089.1.MAFG::NFE2L1	chr1	43168786	43168791	+	0.000	0.000	Merged-chr1-43168933-57
NR1074--MA0117.2.Mafb	chr1	191402721	191402732	-	0.000	0.000	Merged-chr1-191402800-7
NR1934--MA0089.1.MAFG::NFE2L1	chr11	22782950	22782955	-	0.000	0.000	Merged-chr11-22782908-24
NR4142--MA0089.1.MAFG::NFE2L1	chr14	76664834	76664839	+	0.000	0.000	Merged-chr14-76664986-18
NR6491--MA0089.1.MAFG::NFE2L1	chr2	14312634	14312639	+	0.000	0.000	Merged-chr2-14312633-23
NR9540--MA0496.2.MAFK	chr5	100466828	100466846	+	0.000	0.000	Merged-chr5-100466890-43
NR5286--MA0089.1.MAFG::NFE2L1	chr17	5165466	5165471	-	0.000	0.000	Merged-chr17-5165532-60
NR7480--MA0501.1.MAF::NFE2	chr2	172976722	172976736	-	0.000	0.000	Merged-chr2-172976797-9
NR2294--MA0659.1.MAFG	chr11	94243314	94243334	+	0.000	0.000	Merged-chr11-94243595-44
NR11813--MA0089.1.MAFG::NFE2L1	chr8	77436394	77436399	+	0.000	0.000	Merged-chr8-77436264-47
NR1745--MA0089.1.MAFG::NFE2L1	chr10	118499564	118499569	+	0.000	0.000	Merged-chr10-118499514-3
NR11609--MA0501.1.MAF::NFE2	chr8	10481070	10481084	+	0.000	0.000	Merged-chr8-10480951-33
NR377--MA0496.2.MAFK	chr1	105971887	105971905	-	0.000	0.000	Merged-chr1-105971949-55
NR3239--MA0089.1.MAFG::NFE2L1	chr13	17185298	17185303	+	0.000	0.000	Merged-chr13-17185459-34
NR8287--MA0089.1.MAFG::NFE2L1	chr3	149467346	149467351	-	0.000	0.000	Merged-chr3-149467177-29
NR12577--MA0496.2.MAFK	chr9	89674247	89674265	-	0.000	0.000	Merged-chr9-89674293-39
NR195--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR827--MA0117.2.Mafb	chr1	173910848	173910859	+	0.000	0.000	Merged-chr1-173910910-9
NR4040--MA0089.1.MAFG::NFE2L1	chr14	57808728	57808733	-	0.000	0.000	Merged-chr14-57808793-21
NR1341--MA0089.1.MAFG::NFE2L1	chr10	57448140	57448145	+	0.000	0.000	Merged-chr10-57448269-42
NR10169--MA0496.2.MAFK	chr6	67014763	67014781	+	0.000	0.000	Merged-chr6-67014748-19
NR3690--MA0089.1.MAFG::NFE2L1	chr13	107461466	107461471	-	0.000	0.000	Merged-chr13-107461269-28
NR11739--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR4746--MA0089.1.MAFG::NFE2L1	chr15	96497942	96497947	+	0.000	0.000	Merged-chr15-96497899-21
NR3702--MA0089.1.MAFG::NFE2L1	chr13	108316171	108316176	-	0.000	0.000	Merged-chr13-108316339-65
NR12164--MA0089.1.MAFG::NFE2L1	chr9	5623575	5623580	-	0.000	0.000	Merged-chr9-5623590-21
NR720--MA0501.1.MAF::NFE2	chr1	162773898	162773912	+	0.000	0.000	Merged-chr1-162773825-31
NR12168--MA0591.1.Bach1::Mafk	chr9	7212462	7212476	+	0.000	0.000	Merged-chr9-7212368-16
NR8589--MA0089.1.MAFG::NFE2L1	chr4	83485784	83485789	-	0.000	0.000	Merged-chr4-83485831-3
NR8965--MA0089.1.MAFG::NFE2L1	chr4	145019584	145019589	-	0.000	0.000	Merged-chr4-145019500-51
NR11991--MA0659.1.MAFG	chr8	116755756	116755776	+	0.000	0.000	Merged-chr8-116755810-6
NR9390--MA0089.1.MAFG::NFE2L1	chr5	77367926	77367931	+	0.000	0.000	Merged-chr5-77367800-15
NR1081--MA0496.2.MAFK	chr1	191850424	191850442	+	0.000	0.000	Merged-chr1-191850553-19
NR11709--MA0117.2.Mafb	chr8	47690750	47690761	-	0.000	0.000	Merged-chr8-47690895-15
NR12040--MA0591.1.Bach1::Mafk	chr8	122772828	122772842	-	0.000	0.000	Merged-chr8-122772813-21
NR1983--MA0501.1.MAF::NFE2	chr11	43410441	43410455	+	0.000	0.000	Merged-chr11-43410532-22
NR12349--MA0496.2.MAFK	chr9	58542043	58542061	+	0.000	0.000	Merged-chr9-58542052-13
NR8941--MA0659.1.MAFG	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR10819--MA0501.1.MAF::NFE2	chr7	16314093	16314107	+	0.000	0.000	Merged-chr7-16314036-50
NR9330--MA0496.2.MAFK	chr5	67404582	67404600	-	0.000	0.000	Merged-chr5-67404737-28
NR7847--MA0089.1.MAFG::NFE2L1	chr3	96635685	96635690	-	0.000	0.000	Merged-chr3-96635554-60
NR9692--MA0089.1.MAFG::NFE2L1	chr5	118710017	118710022	-	0.000	0.000	Merged-chr5-118710096-15
NR10402--MA0496.2.MAFK	chr6	114905020	114905038	+	0.000	0.000	Merged-chr6-114905018-60
NR2709--MA0495.2.MAFF	chr12	51871958	51871978	+	0.000	0.000	Merged-chr12-51871812-58
NR1078--MA0089.1.MAFG::NFE2L1	chr1	191780529	191780534	+	0.000	0.000	Merged-chr1-191780513-20
NR8473--MA0496.2.MAFK	chr4	32425704	32425722	-	0.000	0.000	Merged-chr4-32425710-19
NR11870--MA0117.2.Mafb	chr8	84914154	84914165	-	0.000	0.000	Merged-chr8-84914135-5
NR10537--MA0495.2.MAFF	chr6	130430844	130430864	-	0.000	0.000	Merged-chr6-130430787-10
NR5660--MA0089.1.MAFG::NFE2L1	chr17	88599190	88599195	+	0.000	0.000	Merged-chr17-88599180-35
NR10870--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR8370--MA0496.2.MAFK	chr3	157884229	157884247	-	0.000	0.000	Merged-chr3-157884103-23
NR5110--MA0501.1.MAF::NFE2	chr16	76763190	76763204	-	0.000	0.000	Merged-chr16-76763076-33
NR9804--MA0089.1.MAFG::NFE2L1	chr5	140871434	140871439	+	0.000	0.000	Merged-chr5-140871418-38
NR3964--MA0591.1.Bach1::Mafk	chr14	37165413	37165427	-	0.000	0.000	Merged-chr14-37165502-22
NR3396--MA0495.2.MAFF	chr13	49294318	49294338	-	0.000	0.000	Merged-chr13-49294257-17
NR8083--MA0089.1.MAFG::NFE2L1	chr3	130571191	130571196	-	0.000	0.000	Merged-chr3-130571110-5
NR7822--MA0496.2.MAFK	chr3	93444321	93444339	-	0.000	0.000	Merged-chr3-93444465-128
NR8697--MA0496.2.MAFK	chr4	106869720	106869738	+	0.000	0.000	Merged-chr4-106869679-64
NR2713--MA0496.2.MAFK	chr12	51871959	51871977	+	0.000	0.000	Merged-chr12-51871812-58
NR4143--MA0659.1.MAFG	chr14	76764671	76764691	-	0.000	0.000	Merged-chr14-76764662-47
NR5470--MA0591.1.Bach1::Mafk	chr17	47150861	47150875	-	0.000	0.000	Merged-chr17-47150762-7
NR10606--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR12579--MA0089.1.MAFG::NFE2L1	chr9	89871235	89871240	+	0.000	0.000	Merged-chr9-89871377-1
NR6607--MA0496.2.MAFK	chr2	33755939	33755957	-	0.000	0.000	Merged-chr2-33755774-20
NR4834--MA0591.1.Bach1::Mafk	chr16	8610456	8610470	-	0.000	0.000	Merged-chr16-8610568-23
NR9373--MA0659.1.MAFG	chr5	74471049	74471069	-	0.000	0.000	Merged-chr5-74471085-11
NR1569--MA0501.1.MAF::NFE2	chr10	93069523	93069537	+	0.000	0.000	Merged-chr10-93069523-27
NR1826--MA0501.1.MAF::NFE2	chr10	126936060	126936074	-	0.000	0.000	Merged-chr10-126935963-18
NR6857--MA0501.1.MAF::NFE2	chr2	80268278	80268292	-	0.000	0.000	Merged-chr2-80268215-10
NR2665--MA0591.1.Bach1::Mafk	chr12	33160628	33160642	+	0.000	0.000	Merged-chr12-33160530-65
NR3611--MA0495.2.MAFF	chr13	96697952	96697972	+	0.000	0.000	Merged-chr13-96698036-39
NR7196--MA0495.2.MAFF	chr2	138245710	138245730	+	0.000	0.000	Merged-chr2-138245729-1
NR12170--MA0496.2.MAFK	chr9	7501376	7501394	+	0.000	0.000	Merged-chr9-7501482-49
NR4126--MA0591.1.Bach1::Mafk	chr14	73170121	73170135	+	0.000	0.000	Merged-chr14-73170198-47
NR5182--MA0089.1.MAFG::NFE2L1	chr16	90727330	90727335	+	0.000	0.000	Merged-chr16-90727331-89
NR1930--MA0089.1.MAFG::NFE2L1	chr11	21180883	21180888	-	0.000	0.000	Merged-chr11-21180890-47
NR10417--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR4353--MA0089.1.MAFG::NFE2L1	chr15	5263175	5263180	-	0.000	0.000	Merged-chr15-5263232-16
NR313--MA0659.1.MAFG	chr1	85895435	85895455	+	0.000	0.000	Merged-chr1-85895487-63
NR2785--MA0089.1.MAFG::NFE2L1	chr12	76950450	76950455	+	0.000	0.000	Merged-chr12-76950525-26
NR1741--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR8208--MA0089.1.MAFG::NFE2L1	chr3	143304288	143304293	+	0.000	0.000	Merged-chr3-143304285-1
NR2901--MA0591.1.Bach1::Mafk	chr12	98268583	98268597	-	0.000	0.000	Merged-chr12-98268789-38
NR4036--MA0659.1.MAFG	chr14	55899936	55899956	-	0.000	0.000	Merged-chr14-55900148-63
NR5471--MA0501.1.MAF::NFE2	chr17	47150858	47150872	-	0.000	0.000	Merged-chr17-47150762-7
NR2607--MA0501.1.MAF::NFE2	chr12	17373773	17373787	+	0.000	0.000	Merged-chr12-17373480-96
NR2515--MA0591.1.Bach1::Mafk	chr11	116949977	116949991	-	0.000	0.000	Merged-chr11-116950052-23
NR10557--MA0117.2.Mafb	chr6	134274189	134274200	-	0.000	0.000	Merged-chr6-134274107-38
NR963--MA0591.1.Bach1::Mafk	chr1	185191177	185191191	-	0.000	0.000	Merged-chr1-185191202-1
NR3613--MA0117.2.Mafb	chr13	96697952	96697963	+	0.000	0.000	Merged-chr13-96698036-39
NR4957--MA0089.1.MAFG::NFE2L1	chr16	44546969	44546974	+	0.000	0.000	Merged-chr16-44546974-36
NR9311--MA0089.1.MAFG::NFE2L1	chr5	65938175	65938180	-	0.000	0.000	Merged-chr5-65938272-22
NR12192--MA0501.1.MAF::NFE2	chr9	15530005	15530019	-	0.000	0.000	Merged-chr9-15530031-64
NR12375--MA0089.1.MAFG::NFE2L1	chr9	62510771	62510776	+	0.000	0.000	Merged-chr9-62510656-38
NR9700--MA0117.2.Mafb	chr5	120831390	120831401	+	0.000	0.000	Merged-chr5-120831228-43
NR8961--MA0089.1.MAFG::NFE2L1	chr4	144998427	144998432	-	0.000	0.000	Merged-chr4-144998591-35
NR2688--MA0591.1.Bach1::Mafk	chr12	41044931	41044945	+	0.000	0.000	Merged-chr12-41044922-24
NR1263--MA0089.1.MAFG::NFE2L1	chr10	33987065	33987070	+	0.000	0.000	Merged-chr10-33986962-32
NR1453--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	+	0.000	0.000	Merged-chr10-81407786-38
NR9909--MA0495.2.MAFF	chr6	4086717	4086737	-	0.000	0.000	Merged-chr6-4086905-51
NR9362--MA0496.2.MAFK	chr5	74456859	74456877	+	0.000	0.000	Merged-chr5-74456993-19
NR10251--MA0501.1.MAF::NFE2	chr6	88718184	88718198	+	0.000	0.000	Merged-chr6-88718305-41
NR12086--MA0089.1.MAFG::NFE2L1	chr8	125950507	125950512	+	0.000	0.000	Merged-chr8-125950444-55
NR8450--MA0501.1.MAF::NFE2	chr4	24569373	24569387	-	0.000	0.000	Merged-chr4-24569297-30
NR3133--MA0089.1.MAFG::NFE2L1	chr12	116269745	116269750	-	0.000	0.000	Merged-chr12-116269685-29
NR7758--MA0659.1.MAFG	chr3	86196763	86196783	-	0.000	0.000	Merged-chr3-86196613-32
NR13027--MA0089.1.MAFG::NFE2L1	chrX	159910903	159910908	+	0.000	0.000	Merged-chrX-159910945-21
NR4264--MA0089.1.MAFG::NFE2L1	chr14	118157387	118157392	-	0.000	0.000	Merged-chr14-118157293-26
NR1568--MA0659.1.MAFG	chr10	93069517	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR8408--MA0089.1.MAFG::NFE2L1	chr4	9136098	9136103	-	0.000	0.000	Merged-chr4-9136012-29
NR2506--MA0089.1.MAFG::NFE2L1	chr11	116012676	116012681	+	0.000	0.000	Merged-chr11-116012659-52
NR5899--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR7554--MA0089.1.MAFG::NFE2L1	chr2	181060292	181060297	+	0.000	0.000	Merged-chr2-181060367-27
NR6453--MA0117.2.Mafb	chr2	6459463	6459474	+	0.000	0.000	Merged-chr2-6459429-8
NR2078--MA0496.2.MAFK	chr11	60199798	60199816	-	0.000	0.000	Merged-chr11-60199892-26
NR9539--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR11659--MA0495.2.MAFF	chr8	25263218	25263238	+	0.000	0.000	Merged-chr8-25263139-17
NR7995--MA0117.2.Mafb	chr3	116341084	116341095	-	0.000	0.000	Merged-chr3-116341192-33
NR437--MA0495.2.MAFF	chr1	120245346	120245366	-	0.000	0.000	Merged-chr1-120245236-2
NR2530--MA0496.2.MAFK	chr11	118000748	118000766	-	0.000	0.000	Merged-chr11-118000770-19
NR4119--MA0501.1.MAF::NFE2	chr14	71620886	71620900	-	0.000	0.000	Merged-chr14-71620822-42
NR4752--MA0591.1.Bach1::Mafk	chr15	96953632	96953646	+	0.000	0.000	Merged-chr15-96953639-31
NR10139--MA0089.1.MAFG::NFE2L1	chr6	61263660	61263665	-	0.000	0.000	Merged-chr6-61263601-18
NR2658--MA0659.1.MAFG	chr12	31997008	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR3496--MA0591.1.Bach1::Mafk	chr13	73305944	73305958	-	0.000	0.000	Merged-chr13-73305950-36
NR1867--MA0089.1.MAFG::NFE2L1	chr11	3142791	3142796	+	0.000	0.000	Merged-chr11-3142857-101
NR7493--MA0591.1.Bach1::Mafk	chr2	173647099	173647113	-	0.000	0.000	Merged-chr2-173647246-19
NR8194--MA0089.1.MAFG::NFE2L1	chr3	142490454	142490459	-	0.000	0.000	Merged-chr3-142490676-34
NR7256--MA0591.1.Bach1::Mafk	chr2	145905464	145905478	+	0.000	0.000	Merged-chr2-145905286-60
NR9990--MA0089.1.MAFG::NFE2L1	chr6	25809222	25809227	-	0.000	0.000	Merged-chr6-25809205-59
NR8839--MA0501.1.MAF::NFE2	chr4	126677673	126677687	-	0.000	0.000	Merged-chr4-126677717-65
NR4894--MA0501.1.MAF::NFE2	chr16	30024847	30024861	-	0.000	0.000	Merged-chr16-30024852-47
NR10717--MA0089.1.MAFG::NFE2L1	chr6	144365442	144365447	-	0.000	0.000	Merged-chr6-144365387-16
NR3131--MA0591.1.Bach1::Mafk	chr12	116269657	116269671	-	0.000	0.000	Merged-chr12-116269685-29
NR5802--MA0117.2.Mafb	chr18	34119202	34119213	-	0.000	0.000	Merged-chr18-34119023-1
