#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR3170--MA0684.1.RUNX3	chr15	3234368	3234377	-	0.000	0.000	Merged-chr15-3234376-31
NR2853--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR3236--MA0684.1.RUNX3	chr15	36214894	36214903	-	0.000	0.000	Merged-chr15-36214970-54
NR7751--MA0511.2.RUNX2	chr6	119159740	119159748	+	0.000	0.000	Merged-chr6-119159656-11
NR523--MA0684.1.RUNX3	chr1	155973634	155973643	+	0.000	0.000	Merged-chr1-155973452-104
NR851--MA0002.2.RUNX1	chr10	26228440	26228450	+	0.000	0.000	Merged-chr10-26228346-20
NR9190--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR8873--MA0002.2.RUNX1	chr8	110929343	110929353	+	0.000	0.000	Merged-chr8-110929357-31
NR1208--MA0684.1.RUNX3	chr10	117652226	117652235	+	0.000	0.000	Merged-chr10-117652105-48
NR917--MA0002.2.RUNX1	chr10	53348547	53348557	+	0.000	0.000	Merged-chr10-53348557-41
NR5723--MA0511.2.RUNX2	chr3	41032263	41032271	-	0.000	0.000	Merged-chr3-41032256-9
NR6322--MA0002.2.RUNX1	chr4	47352971	47352981	+	0.000	0.000	Merged-chr4-47353168-65
NR7576--MA0684.1.RUNX3	chr6	67348224	67348233	+	0.000	0.000	Merged-chr6-67348220-52
NR4642--MA0002.2.RUNX1	chr18	82503866	82503876	+	0.000	0.000	Merged-chr18-82503961-54
NR2691--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR232--MA0002.2.RUNX1	chr1	75533616	75533626	-	0.000	0.000	Merged-chr1-75533497-24
NR9507--MA0002.2.RUNX1	chr9	110896835	110896845	+	0.000	0.000	Merged-chr9-110896831-29
NR1268--MA0511.2.RUNX2	chr10	122652216	122652224	+	0.000	0.000	Merged-chr10-122652152-42
NR484--MA0002.2.RUNX1	chr1	144283483	144283493	-	0.000	0.000	Merged-chr1-144283563-68
NR6431--MA0002.2.RUNX1	chr4	84118618	84118628	+	0.000	0.000	Merged-chr4-84118627-8
NR4480--MA0002.2.RUNX1	chr18	56459018	56459028	-	0.000	0.000	Merged-chr18-56459089-42
NR1996--MA0511.2.RUNX2	chr12	80069271	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR4817--MA0002.2.RUNX1	chr19	41566981	41566991	+	0.000	0.000	Merged-chr19-41566942-22
NR9715--MA0511.2.RUNX2	chrX	100476581	100476589	-	0.000	0.000	Merged-chrX-100476611-55
NR8634--MA0002.2.RUNX1	chr8	19161780	19161790	-	0.000	0.000	Merged-chr8-19161757-88
NR4880--MA0684.1.RUNX3	chr19	56296979	56296988	+	0.000	0.000	Merged-chr19-56296867-29
NR3533--MA0511.2.RUNX2	chr16	4736363	4736371	+	0.000	0.000	Merged-chr16-4736414-28
NR3057--MA0511.2.RUNX2	chr14	87452283	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR7394--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR470--MA0684.1.RUNX3	chr1	138604253	138604262	-	0.000	0.000	Merged-chr1-138604109-41
NR7794--MA0684.1.RUNX3	chr6	124073039	124073048	-	0.000	0.000	Merged-chr6-124072960-16
NR4860--MA0002.2.RUNX1	chr19	55263227	55263237	-	0.000	0.000	Merged-chr19-55263325-12
NR820--MA0511.2.RUNX2	chr10	19718826	19718834	+	0.000	0.000	Merged-chr10-19718932-45
NR8127--MA0511.2.RUNX2	chr7	63999433	63999441	-	0.000	0.000	Merged-chr7-63999373-46
NR4926--MA0002.2.RUNX1	chr19	58850826	58850836	-	0.000	0.000	Merged-chr19-58850860-26
NR1678--MA0684.1.RUNX3	chr11	103951403	103951412	+	0.000	0.000	Merged-chr11-103951331-24
NR8743--MA0002.2.RUNX1	chr8	64618842	64618852	+	0.000	0.000	Merged-chr8-64618871-24
NR7717--MA0684.1.RUNX3	chr6	106805264	106805273	-	0.000	0.000	Merged-chr6-106805157-19
NR5495--MA0684.1.RUNX3	chr2	156918722	156918731	+	0.000	0.000	Merged-chr2-156918803-29
NR3708--MA0511.2.RUNX2	chr16	43650508	43650516	+	0.000	0.000	Merged-chr16-43650685-39
NR5766--MA0684.1.RUNX3	chr3	59222393	59222402	+	0.000	0.000	Merged-chr3-59222464-17
NR2832--MA0002.2.RUNX1	chr14	32716930	32716940	-	0.000	0.000	Merged-chr14-32716978-71
NR5889--MA0002.2.RUNX1	chr3	96262929	96262939	+	0.000	0.000	Merged-chr3-96263071-120
NR3215--MA0684.1.RUNX3	chr15	27709378	27709387	-	0.000	0.000	Merged-chr15-27709213-23
NR497--MA0002.2.RUNX1	chr1	151894003	151894013	-	0.000	0.000	Merged-chr1-151894159-30
NR8600--MA0002.2.RUNX1	chr8	9811411	9811421	-	0.000	0.000	Merged-chr8-9811294-16
NR1387--MA0002.2.RUNX1	chr11	32715223	32715233	+	0.000	0.000	Merged-chr11-32715413-66
NR724--MA0511.2.RUNX2	chr1	191275772	191275780	+	0.000	0.000	Merged-chr1-191275783-38
NR5623--MA0684.1.RUNX3	chr2	181213119	181213128	-	0.000	0.000	Merged-chr2-181212887-72
NR9662--MA0511.2.RUNX2	chrX	52760335	52760343	+	0.000	0.000	Merged-chrX-52760494-47
NR8852--MA0002.2.RUNX1	chr8	106292699	106292709	+	0.000	0.000	Merged-chr8-106292794-10
NR9292--MA0002.2.RUNX1	chr9	69987761	69987771	-	0.000	0.000	Merged-chr9-69987848-24
NR3546--MA0511.2.RUNX2	chr16	10979607	10979615	+	0.000	0.000	Merged-chr16-10979660-46
NR976--MA0511.2.RUNX2	chr10	68454830	68454838	-	0.000	0.000	Merged-chr10-68454782-5
NR2670--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR5004--MA0684.1.RUNX3	chr2	25193674	25193683	+	0.000	0.000	Merged-chr2-25193546-41
NR2736--MA0002.2.RUNX1	chr13	115179427	115179437	+	0.000	0.000	Merged-chr13-115179427-17
NR3176--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR211--MA0002.2.RUNX1	chr1	71594393	71594403	-	0.000	0.000	Merged-chr1-71594444-22
NR1168--MA0684.1.RUNX3	chr10	107869158	107869167	+	0.000	0.000	Merged-chr10-107868994-49
NR9692--MA0684.1.RUNX3	chrX	74400223	74400232	-	0.000	0.000	Merged-chrX-74400032-30
NR6282--MA0002.2.RUNX1	chr4	40721127	40721137	-	0.000	0.000	Merged-chr4-40721165-38
NR6553--MA0002.2.RUNX1	chr4	106827920	106827930	-	0.000	0.000	Merged-chr4-106828052-58
NR5749--MA0511.2.RUNX2	chr3	55419441	55419449	+	0.000	0.000	Merged-chr3-55419547-37
NR833--MA0511.2.RUNX2	chr10	21791242	21791250	-	0.000	0.000	Merged-chr10-21791159-10
NR6682--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR9196--MA0002.2.RUNX1	chr9	50837005	50837015	-	0.000	0.000	Merged-chr9-50837049-1
NR7935--MA0684.1.RUNX3	chr6	143419986	143419995	+	0.000	0.000	Merged-chr6-143420125-29
NR1104--MA0511.2.RUNX2	chr10	93225947	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR3704--MA0684.1.RUNX3	chr16	43376987	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR1277--MA0684.1.RUNX3	chr10	127107654	127107663	+	0.000	0.000	Merged-chr10-127107710-55
NR7267--MA0511.2.RUNX2	chr5	124446589	124446597	-	0.000	0.000	Merged-chr5-124446724-12
NR7809--MA0511.2.RUNX2	chr6	125411001	125411009	-	0.000	0.000	Merged-chr6-125411117-9
NR3241--MA0511.2.RUNX2	chr15	36565768	36565776	-	0.000	0.000	Merged-chr15-36565719-31
NR671--MA0511.2.RUNX2	chr1	181227026	181227034	+	0.000	0.000	Merged-chr1-181227002-33
NR942--MA0511.2.RUNX2	chr10	60381314	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR7316--MA0684.1.RUNX3	chr5	135661996	135662005	-	0.000	0.000	Merged-chr5-135662123-17
NR3036--MA0511.2.RUNX2	chr14	78631954	78631962	-	0.000	0.000	Merged-chr14-78631890-10
NR2160--MA0002.2.RUNX1	chr12	112699250	112699260	+	0.000	0.000	Merged-chr12-112699364-12
NR3685--MA0684.1.RUNX3	chr16	36927605	36927614	+	0.000	0.000	Merged-chr16-36927634-42
NR4018--MA0511.2.RUNX2	chr17	28967018	28967026	-	0.000	0.000	Merged-chr17-28967141-28
NR5173--MA0511.2.RUNX2	chr2	72590114	72590122	-	0.000	0.000	Merged-chr2-72590175-15
NR1257--MA0002.2.RUNX1	chr10	121506852	121506862	-	0.000	0.000	Merged-chr10-121506841-15
NR3337--MA0684.1.RUNX3	chr15	66507879	66507888	+	0.000	0.000	Merged-chr15-66508027-52
NR9228--MA0002.2.RUNX1	chr9	57968576	57968586	-	0.000	0.000	Merged-chr9-57968801-58
NR5597--MA0002.2.RUNX1	chr2	174555970	174555980	-	0.000	0.000	Merged-chr2-174555978-36
NR353--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR9579--MA0511.2.RUNX2	chr9	119744091	119744099	+	0.000	0.000	Merged-chr9-119744132-67
NR952--MA0002.2.RUNX1	chr10	61680237	61680247	-	0.000	0.000	Merged-chr10-61680390-61
NR1095--MA0002.2.RUNX1	chr10	93171415	93171425	-	0.000	0.000	Merged-chr10-93171456-51
NR1117--MA0511.2.RUNX2	chr10	94334101	94334109	-	0.000	0.000	Merged-chr10-94333972-2
NR1495--MA0684.1.RUNX3	chr11	61175235	61175244	-	0.000	0.000	Merged-chr11-61175090-72
NR999--MA0002.2.RUNX1	chr10	75137383	75137393	+	0.000	0.000	Merged-chr10-75137301-35
NR9066--MA0002.2.RUNX1	chr9	11513963	11513973	+	0.000	0.000	Merged-chr9-11513974-36
NR4995--MA0002.2.RUNX1	chr2	24745575	24745585	-	0.000	0.000	Merged-chr2-24745465-17
NR9608--MA0002.2.RUNX1	chr9	122233120	122233130	+	0.000	0.000	Merged-chr9-122233247-97
NR2920--MA0002.2.RUNX1	chr14	60744637	60744647	+	0.000	0.000	Merged-chr14-60744715-28
NR2173--MA0002.2.RUNX1	chr12	114299940	114299950	+	0.000	0.000	Merged-chr12-114300093-52
NR5106--MA0002.2.RUNX1	chr2	58097201	58097211	+	0.000	0.000	Merged-chr2-58097168-10
NR585--MA0002.2.RUNX1	chr1	165691743	165691753	-	0.000	0.000	Merged-chr1-165691684-32
NR8212--MA0002.2.RUNX1	chr7	80410415	80410425	+	0.000	0.000	Merged-chr7-80410451-25
NR6261--MA0002.2.RUNX1	chr4	32258754	32258764	+	0.000	0.000	Merged-chr4-32258833-1
NR9737--MA0684.1.RUNX3	chrX	105928699	105928708	+	0.000	0.000	Merged-chrX-105928639-1
NR2696--MA0002.2.RUNX1	chr13	111043826	111043836	+	0.000	0.000	Merged-chr13-111043861-34
NR7309--MA0002.2.RUNX1	chr5	134237016	134237026	-	0.000	0.000	Merged-chr5-134237023-52
NR5087--MA0002.2.RUNX1	chr2	49868558	49868568	-	0.000	0.000	Merged-chr2-49868587-25
NR171--MA0002.2.RUNX1	chr1	61030754	61030764	-	0.000	0.000	Merged-chr1-61030719-23
NR6661--MA0684.1.RUNX3	chr4	134273133	134273142	+	0.000	0.000	Merged-chr4-134273056-1
NR2923--MA0511.2.RUNX2	chr14	61172783	61172791	+	0.000	0.000	Merged-chr14-61173036-86
NR694--MA0002.2.RUNX1	chr1	184908695	184908705	-	0.000	0.000	Merged-chr1-184908710-36
NR1256--MA0684.1.RUNX3	chr10	121282664	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR1379--MA0002.2.RUNX1	chr11	31824839	31824849	+	0.000	0.000	Merged-chr11-31824780-24
NR3015--MA0511.2.RUNX2	chr14	75769438	75769446	+	0.000	0.000	Merged-chr14-75769501-48
NR4756--MA0002.2.RUNX1	chr19	24265226	24265236	-	0.000	0.000	Merged-chr19-24265222-32
NR5139--MA0684.1.RUNX3	chr2	65414267	65414276	-	0.000	0.000	Merged-chr2-65414267-82
NR280--MA0002.2.RUNX1	chr1	87378986	87378996	+	0.000	0.000	Merged-chr1-87378937-12
NR4712--MA0511.2.RUNX2	chr19	10880210	10880218	-	0.000	0.000	Merged-chr19-10880366-39
NR6022--MA0002.2.RUNX1	chr3	126825137	126825147	+	0.000	0.000	Merged-chr3-126825034-19
NR302--MA0511.2.RUNX2	chr1	91755272	91755280	-	0.000	0.000	Merged-chr1-91755348-8
NR7399--MA0002.2.RUNX1	chr5	150259936	150259946	+	0.000	0.000	Merged-chr5-150259783-65
NR7355--MA0511.2.RUNX2	chr5	143038780	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR8701--MA0002.2.RUNX1	chr8	40963101	40963111	+	0.000	0.000	Merged-chr8-40963134-88
NR3439--MA0002.2.RUNX1	chr15	89387214	89387224	+	0.000	0.000	Merged-chr15-89387305-17
NR6750--MA0002.2.RUNX1	chr4	149469663	149469673	+	0.000	0.000	Merged-chr4-149469788-41
NR4594--MA0002.2.RUNX1	chr18	77121745	77121755	-	0.000	0.000	Merged-chr18-77121790-35
NR1239--MA0511.2.RUNX2	chr10	119382451	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR998--MA0684.1.RUNX3	chr10	74823620	74823629	-	0.000	0.000	Merged-chr10-74823662-27
NR4821--MA0511.2.RUNX2	chr19	42031226	42031234	+	0.000	0.000	Merged-chr19-42031201-8
NR184--MA0002.2.RUNX1	chr1	64549479	64549489	+	0.000	0.000	Merged-chr1-64549530-8
NR7007--MA0511.2.RUNX2	chr5	66008470	66008478	+	0.000	0.000	Merged-chr5-66008604-38
NR411--MA0511.2.RUNX2	chr1	130549398	130549406	+	0.000	0.000	Merged-chr1-130549409-15
NR3647--MA0511.2.RUNX2	chr16	26668078	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR4517--MA0002.2.RUNX1	chr18	65381737	65381747	+	0.000	0.000	Merged-chr18-65381869-74
NR1967--MA0511.2.RUNX2	chr12	73598396	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR855--MA0684.1.RUNX3	chr10	26562869	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR1474--MA0684.1.RUNX3	chr11	57911898	57911907	+	0.000	0.000	Merged-chr11-57911963-18
NR3233--MA0511.2.RUNX2	chr15	36214901	36214909	-	0.000	0.000	Merged-chr15-36214970-54
NR2300--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR3028--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR1619--MA0511.2.RUNX2	chr11	86624441	86624449	-	0.000	0.000	Merged-chr11-86624418-56
NR9396--MA0511.2.RUNX2	chr9	88366544	88366552	+	0.000	0.000	Merged-chr9-88366454-19
NR7987--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR7765--MA0684.1.RUNX3	chr6	120199717	120199726	-	0.000	0.000	Merged-chr6-120199707-32
NR2552--MA0684.1.RUNX3	chr13	85505256	85505265	-	0.000	0.000	Merged-chr13-85505133-53
NR6640--MA0684.1.RUNX3	chr4	132732479	132732488	+	0.000	0.000	Merged-chr4-132732449-43
NR7639--MA0511.2.RUNX2	chr6	88518899	88518907	+	0.000	0.000	Merged-chr6-88518766-67
NR2261--MA0002.2.RUNX1	chr12	117586384	117586394	+	0.000	0.000	Merged-chr12-117586270-30
NR5737--MA0684.1.RUNX3	chr3	51128998	51129007	-	0.000	0.000	Merged-chr3-51128926-47
NR2803--MA0002.2.RUNX1	chr14	26994646	26994656	-	0.000	0.000	Merged-chr14-26994513-48
NR8572--MA0684.1.RUNX3	chr7	143907540	143907549	-	0.000	0.000	Merged-chr7-143907532-35
NR4834--MA0511.2.RUNX2	chr19	44363787	44363795	+	0.000	0.000	Merged-chr19-44363666-19
NR673--MA0002.2.RUNX1	chr1	181256801	181256811	+	0.000	0.000	Merged-chr1-181256937-103
NR3038--MA0002.2.RUNX1	chr14	78631970	78631980	-	0.000	0.000	Merged-chr14-78631890-10
NR2390--MA0684.1.RUNX3	chr13	35814979	35814988	-	0.000	0.000	Merged-chr13-35815122-13
NR900--MA0511.2.RUNX2	chr10	42897732	42897740	+	0.000	0.000	Merged-chr10-42897771-65
NR2932--MA0684.1.RUNX3	chr14	62733872	62733881	+	0.000	0.000	Merged-chr14-62733787-20
NR2740--MA0511.2.RUNX2	chr13	119706667	119706675	-	0.000	0.000	Merged-chr13-119706684-31
NR6872--MA0002.2.RUNX1	chr5	21412291	21412301	+	0.000	0.000	Merged-chr5-21412205-6
NR881--MA0511.2.RUNX2	chr10	39358655	39358663	-	0.000	0.000	Merged-chr10-39358712-13
NR6938--MA0002.2.RUNX1	chr5	36557813	36557823	+	0.000	0.000	Merged-chr5-36557813-28
NR4321--MA0002.2.RUNX1	chr18	11883353	11883363	+	0.000	0.000	Merged-chr18-11883419-27
NR6623--MA0511.2.RUNX2	chr4	124818179	124818187	+	0.000	0.000	Merged-chr4-124818011-13
NR3024--MA0684.1.RUNX3	chr14	76569400	76569409	+	0.000	0.000	Merged-chr14-76569463-39
NR3147--MA0002.2.RUNX1	chr14	122012007	122012017	-	0.000	0.000	Merged-chr14-122012077-50
NR1196--MA0002.2.RUNX1	chr10	116746691	116746701	+	0.000	0.000	Merged-chr10-116746686-40
NR6875--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR7857--MA0511.2.RUNX2	chr6	130342279	130342287	+	0.000	0.000	Merged-chr6-130342331-49
NR8456--MA0002.2.RUNX1	chr7	127073989	127073999	-	0.000	0.000	Merged-chr7-127073896-8
NR3626--MA0511.2.RUNX2	chr16	23844809	23844817	+	0.000	0.000	Merged-chr16-23844946-41
NR3133--MA0684.1.RUNX3	chr14	121325021	121325030	+	0.000	0.000	Merged-chr14-121324999-52
NR8042--MA0002.2.RUNX1	chr7	28866079	28866089	+	0.000	0.000	Merged-chr7-28866044-60
NR7238--MA0511.2.RUNX2	chr5	118601662	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR9296--MA0684.1.RUNX3	chr9	70012576	70012585	-	0.000	0.000	Merged-chr9-70012774-59
NR8935--MA0511.2.RUNX2	chr8	119605005	119605013	+	0.000	0.000	Merged-chr8-119605101-59
NR5188--MA0002.2.RUNX1	chr2	75991099	75991109	-	0.000	0.000	Merged-chr2-75991050-38
NR272--MA0002.2.RUNX1	chr1	85763516	85763526	-	0.000	0.000	Merged-chr1-85763508-29
NR4704--MA0511.2.RUNX2	chr19	8871644	8871652	-	0.000	0.000	Merged-chr19-8871512-57
NR7268--MA0684.1.RUNX3	chr5	124446588	124446597	-	0.000	0.000	Merged-chr5-124446724-12
NR672--MA0684.1.RUNX3	chr1	181227026	181227035	+	0.000	0.000	Merged-chr1-181227002-33
NR8151--MA0002.2.RUNX1	chr7	67631108	67631118	+	0.000	0.000	Merged-chr7-67631020-23
NR5001--MA0511.2.RUNX2	chr2	24776337	24776345	+	0.000	0.000	Merged-chr2-24776490-30
NR1436--MA0511.2.RUNX2	chr11	52268422	52268430	-	0.000	0.000	Merged-chr11-52268561-57
NR2591--MA0511.2.RUNX2	chr13	94177383	94177391	-	0.000	0.000	Merged-chr13-94177315-11
NR6994--MA0002.2.RUNX1	chr5	64684443	64684453	-	0.000	0.000	Merged-chr5-64684447-46
NR6123--MA0002.2.RUNX1	chr3	144253115	144253125	+	0.000	0.000	Merged-chr3-144253083-46
NR5319--MA0511.2.RUNX2	chr2	117403614	117403622	+	0.000	0.000	Merged-chr2-117403597-27
NR8901--MA0511.2.RUNX2	chr8	115450956	115450964	-	0.000	0.000	Merged-chr8-115450993-14
NR3146--MA0684.1.RUNX3	chr14	121970662	121970671	+	0.000	0.000	Merged-chr14-121970624-14
NR3269--MA0002.2.RUNX1	chr15	43477622	43477632	+	0.000	0.000	Merged-chr15-43477381-63
NR9308--MA0002.2.RUNX1	chr9	71543655	71543665	-	0.000	0.000	Merged-chr9-71543818-26
NR6602--MA0511.2.RUNX2	chr4	121231419	121231427	+	0.000	0.000	Merged-chr4-121231330-50
NR162--MA0684.1.RUNX3	chr1	60569466	60569475	+	0.000	0.000	Merged-chr1-60569405-18
NR7042--MA0511.2.RUNX2	chr5	77125218	77125226	-	0.000	0.000	Merged-chr5-77125140-56
NR2100--MA0511.2.RUNX2	chr12	100895670	100895678	-	0.000	0.000	Merged-chr12-100895499-71
NR1890--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR4823--MA0002.2.RUNX1	chr19	42780004	42780014	+	0.000	0.000	Merged-chr19-42779863-69
NR4347--MA0002.2.RUNX1	chr18	21121958	21121968	-	0.000	0.000	Merged-chr18-21122105-31
NR2001--MA0002.2.RUNX1	chr12	82283757	82283767	+	0.000	0.000	Merged-chr12-82283703-27
NR2667--MA0002.2.RUNX1	chr13	107940574	107940584	+	0.000	0.000	Merged-chr13-107940409-34
NR3378--MA0002.2.RUNX1	chr15	78564140	78564150	+	0.000	0.000	Merged-chr15-78564204-56
NR665--MA0002.2.RUNX1	chr1	180432048	180432058	+	0.000	0.000	Merged-chr1-180432015-44
NR3950--MA0002.2.RUNX1	chr17	8206813	8206823	+	0.000	0.000	Merged-chr17-8206780-14
NR621--MA0511.2.RUNX2	chr1	171921415	171921423	-	0.000	0.000	Merged-chr1-171921445-86
NR4141--MA0511.2.RUNX2	chr17	56717308	56717316	+	0.000	0.000	Merged-chr17-56717302-101
NR5123--MA0511.2.RUNX2	chr2	59676862	59676870	-	0.000	0.000	Merged-chr2-59676734-32
NR4042--MA0002.2.RUNX1	chr17	32528851	32528861	+	0.000	0.000	Merged-chr17-32528790-45
NR939--MA0511.2.RUNX2	chr10	60290310	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR2633--MA0002.2.RUNX1	chr13	101589124	101589134	+	0.000	0.000	Merged-chr13-101589097-28
NR4935--MA0511.2.RUNX2	chr2	3810495	3810503	-	0.000	0.000	Merged-chr2-3810542-48
NR8130--MA0002.2.RUNX1	chr7	64043159	64043169	-	0.000	0.000	Merged-chr7-64043125-48
NR569--MA0002.2.RUNX1	chr1	164414031	164414041	+	0.000	0.000	Merged-chr1-164413844-41
NR5646--MA0511.2.RUNX2	chr3	9863249	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR9179--MA0684.1.RUNX3	chr9	44515670	44515679	+	0.000	0.000	Merged-chr9-44515753-69
NR6516--MA0002.2.RUNX1	chr4	101213673	101213683	-	0.000	0.000	Merged-chr4-101213636-46
NR2570--MA0511.2.RUNX2	chr13	89889237	89889245	+	0.000	0.000	Merged-chr13-89889254-28
NR1588--MA0684.1.RUNX3	chr11	80075891	80075900	+	0.000	0.000	Merged-chr11-80075792-15
NR4217--MA0002.2.RUNX1	chr17	78087125	78087135	-	0.000	0.000	Merged-chr17-78087139-42
NR8782--MA0684.1.RUNX3	chr8	77534646	77534655	+	0.000	0.000	Merged-chr8-77534912-51
NR7435--MA0511.2.RUNX2	chr6	17382931	17382939	-	0.000	0.000	Merged-chr6-17382878-11
NR8034--MA0002.2.RUNX1	chr7	27541512	27541522	+	0.000	0.000	Merged-chr7-27541584-49
NR141--MA0684.1.RUNX3	chr1	55448337	55448346	-	0.000	0.000	Merged-chr1-55448277-23
NR4630--MA0511.2.RUNX2	chr18	81400357	81400365	-	0.000	0.000	Merged-chr18-81400344-68
NR8491--MA0002.2.RUNX1	chr7	132824524	132824534	-	0.000	0.000	Merged-chr7-132824609-20
NR8557--MA0002.2.RUNX1	chr7	143004973	143004983	+	0.000	0.000	Merged-chr7-143004947-1
NR4055--MA0002.2.RUNX1	chr17	35222533	35222543	-	0.000	0.000	Merged-chr17-35222576-28
NR5037--MA0002.2.RUNX1	chr2	32601605	32601615	+	0.000	0.000	Merged-chr2-32601597-23
NR7273--MA0511.2.RUNX2	chr5	125339640	125339648	+	0.000	0.000	Merged-chr5-125339591-35
NR8414--MA0002.2.RUNX1	chr7	119673632	119673642	-	0.000	0.000	Merged-chr7-119673662-33
NR5659--MA0511.2.RUNX2	chr3	13336362	13336370	-	0.000	0.000	Merged-chr3-13336302-6
NR2503--MA0002.2.RUNX1	chr13	67269288	67269298	-	0.000	0.000	Merged-chr13-67269257-58
NR1428--MA0511.2.RUNX2	chr11	50916222	50916230	+	0.000	0.000	Merged-chr11-50916103-27
NR8871--MA0002.2.RUNX1	chr8	110859868	110859878	+	0.000	0.000	Merged-chr8-110860019-49
NR3009--MA0002.2.RUNX1	chr14	75445435	75445445	+	0.000	0.000	Merged-chr14-75445480-94
NR8622--MA0511.2.RUNX2	chr8	13955211	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR4706--MA0002.2.RUNX1	chr19	8953626	8953636	+	0.000	0.000	Merged-chr19-8953739-52
NR896--MA0002.2.RUNX1	chr10	41822898	41822908	+	0.000	0.000	Merged-chr10-41822812-15
NR1729--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR4835--MA0684.1.RUNX3	chr19	44363787	44363796	+	0.000	0.000	Merged-chr19-44363666-19
NR277--MA0002.2.RUNX1	chr1	86005772	86005782	-	0.000	0.000	Merged-chr1-86005917-70
NR3198--MA0511.2.RUNX2	chr15	18951819	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR899--MA0511.2.RUNX2	chr10	42269471	42269479	+	0.000	0.000	Merged-chr10-42269495-58
NR4815--MA0002.2.RUNX1	chr19	41365781	41365791	-	0.000	0.000	Merged-chr19-41365730-30
NR8361--MA0002.2.RUNX1	chr7	110376353	110376363	+	0.000	0.000	Merged-chr7-110376386-11
NR8156--MA0002.2.RUNX1	chr7	71242729	71242739	+	0.000	0.000	Merged-chr7-71242656-21
NR6681--MA0002.2.RUNX1	chr4	136266854	136266864	+	0.000	0.000	Merged-chr4-136266898-41
NR5006--MA0511.2.RUNX2	chr2	25620566	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR2245--MA0002.2.RUNX1	chr12	116467214	116467224	+	0.000	0.000	Merged-chr12-116467208-51
NR4752--MA0511.2.RUNX2	chr19	24221442	24221450	+	0.000	0.000	Merged-chr19-24221416-9
NR8884--MA0002.2.RUNX1	chr8	112034853	112034863	+	0.000	0.000	Merged-chr8-112034861-32
NR2867--MA0511.2.RUNX2	chr14	47172266	47172274	+	0.000	0.000	Merged-chr14-47172360-33
NR9710--MA0002.2.RUNX1	chrX	98259805	98259815	-	0.000	0.000	Merged-chrX-98259743-49
NR2497--MA0002.2.RUNX1	chr13	63528453	63528463	-	0.000	0.000	Merged-chr13-63528491-46
NR1027--MA0511.2.RUNX2	chr10	80271340	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR3085--MA0684.1.RUNX3	chr14	103088718	103088727	-	0.000	0.000	Merged-chr14-103088795-24
NR2768--MA0002.2.RUNX1	chr14	15273366	15273376	-	0.000	0.000	Merged-chr14-15273135-43
