#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2914--MA0766.1.GATA5	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR2904--MA0036.3.GATA2	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR3697--MA0035.3.Gata1	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR2317--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR9169--MA0766.1.GATA5	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR8340--MA0035.3.Gata1	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR8542--MA0037.3.GATA3	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR2700--MA0035.3.Gata1	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR264--MA0036.3.GATA2	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR1668--MA0140.2.GATA1::TAL1	chr11	68768348	68768365	-	0.000	0.000	Merged-chr11-68768507-16
NR797--MA0766.1.GATA5	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR4783--MA0036.3.GATA2	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR3690--MA0037.3.GATA3	chr15	77816369	77816376	-	0.000	0.000	Merged-chr15-77816334-52
NR9633--MA1104.1.GATA6	chr9	78024979	78024991	-	0.000	0.000	Merged-chr9-78024957-31
NR8188--MA1104.1.GATA6	chr6	91125077	91125089	+	0.000	0.000	Merged-chr6-91125010-35
NR9029--MA0036.3.GATA2	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR5255--MA0036.3.GATA2	chr2	45972083	45972093	+	0.000	0.000	Merged-chr2-45972102-2
NR3180--MA0037.3.GATA3	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR8642--MA0140.2.GATA1::TAL1	chr7	25238363	25238380	-	0.000	0.000	Merged-chr7-25238227-126
NR2154--MA0140.2.GATA1::TAL1	chr12	86795955	86795972	-	0.000	0.000	Merged-chr12-86795851-62
NR9742--MA0037.3.GATA3	chr9	94660056	94660063	+	0.000	0.000	Merged-chr9-94659852-5
NR1029--MA0035.3.Gata1	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR7695--MA1104.1.GATA6	chr5	118069582	118069594	+	0.000	0.000	Merged-chr5-118069472-39
NR6474--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR2887--MA0766.1.GATA5	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR2540--MA0482.1.Gata4	chr13	37537938	37537948	+	0.000	0.000	Merged-chr13-37538007-40
NR9386--MA0140.2.GATA1::TAL1	chr8	114879805	114879822	-	0.000	0.000	Merged-chr8-114879936-19
