#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR7363--MA0511.2.RUNX2	chr5	52126038	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR1496--MA0002.2.RUNX1	chr11	8535124	8535134	-	0.000	0.000	Merged-chr11-8535073-21
NR6189--MA0511.2.RUNX2	chr3	94377285	94377293	-	0.000	0.000	Merged-chr3-94377332-17
NR2322--MA0002.2.RUNX1	chr12	110701621	110701631	+	0.000	0.000	Merged-chr12-110701636-6
NR1247--MA0511.2.RUNX2	chr10	91167021	91167029	+	0.000	0.000	Merged-chr10-91167120-36
NR8690--MA0002.2.RUNX1	chr7	67911936	67911946	-	0.000	0.000	Merged-chr7-67912081-16
NR6953--MA0684.1.RUNX3	chr4	109274053	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR2845--MA0002.2.RUNX1	chr13	103985184	103985194	-	0.000	0.000	Merged-chr13-103985203-6
NR10148--MA0002.2.RUNX1	chrX	74429643	74429653	+	0.000	0.000	Merged-chrX-74429698-2
NR2974--MA0684.1.RUNX3	chr14	20025508	20025517	+	0.000	0.000	Merged-chr14-20025381-48
NR7316--MA0684.1.RUNX3	chr5	31964051	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR8594--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR7297--MA0684.1.RUNX3	chr5	25092799	25092808	+	0.000	0.000	Merged-chr5-25092896-11
NR4634--MA0002.2.RUNX1	chr18	39717141	39717151	-	0.000	0.000	Merged-chr18-39717180-11
NR7839--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR4905--MA0002.2.RUNX1	chr19	6304990	6305000	+	0.000	0.000	Merged-chr19-6305008-11
NR9261--MA0511.2.RUNX2	chr8	66860268	66860276	-	0.000	0.000	Merged-chr8-66860248-21
NR1008--MA0511.2.RUNX2	chr10	39600324	39600332	+	0.000	0.000	Merged-chr10-39600436-54
NR3066--MA0684.1.RUNX3	chr14	52338912	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR1928--MA0684.1.RUNX3	chr12	3441658	3441667	-	0.000	0.000	Merged-chr12-3441534-29
NR5745--MA0684.1.RUNX3	chr2	154754253	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR2891--MA0511.2.RUNX2	chr13	112133859	112133867	+	0.000	0.000	Merged-chr13-112133906-22
NR3317--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1100--MA0684.1.RUNX3	chr10	67891369	67891378	+	0.000	0.000	Merged-chr10-67891340-18
NR6823--MA0684.1.RUNX3	chr4	84118724	84118733	-	0.000	0.000	Merged-chr4-84118627-8
NR9066--MA0002.2.RUNX1	chr7	141049011	141049021	+	0.000	0.000	Merged-chr7-141049009-7
NR4995--MA0002.2.RUNX1	chr19	32496494	32496504	+	0.000	0.000	Merged-chr19-32496642-11
NR1098--MA0511.2.RUNX2	chr10	67891369	67891377	+	0.000	0.000	Merged-chr10-67891340-18
NR6089--MA0684.1.RUNX3	chr3	75714111	75714120	+	0.000	0.000	Merged-chr3-75714014-36
NR7120--MA0684.1.RUNX3	chr4	144916650	144916659	+	0.000	0.000	Merged-chr4-144916675-7
NR10018--MA0002.2.RUNX1	chr9	119823983	119823993	-	0.000	0.000	Merged-chr9-119823942-29
NR4581--MA0002.2.RUNX1	chr18	31628605	31628615	-	0.000	0.000	Merged-chr18-31628663-46
NR4918--MA0002.2.RUNX1	chr19	10830052	10830062	+	0.000	0.000	Merged-chr19-10829902-50
NR7038--MA0002.2.RUNX1	chr4	131861155	131861165	+	0.000	0.000	Merged-chr4-131861030-31
NR5087--MA0002.2.RUNX1	chr19	55408646	55408656	-	0.000	0.000	Merged-chr19-55408533-26
NR8612--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR6661--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR1399--MA0684.1.RUNX3	chr10	118714234	118714243	+	0.000	0.000	Merged-chr10-118714396-52
NR9175--MA0002.2.RUNX1	chr8	22859176	22859186	+	0.000	0.000	Merged-chr8-22859146-16
NR2430--MA0684.1.RUNX3	chr13	6688971	6688980	-	0.000	0.000	Merged-chr13-6689153-22
NR9797--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR694--MA0002.2.RUNX1	chr1	172412267	172412277	+	0.000	0.000	Merged-chr1-172412368-13
NR7517--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR4690--MA0002.2.RUNX1	chr18	56718261	56718271	-	0.000	0.000	Merged-chr18-56718184-1
NR1335--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR16--MA0002.2.RUNX1	chr1	11229601	11229611	+	0.000	0.000	Merged-chr1-11229597-37
NR5467--MA0002.2.RUNX1	chr2	78860119	78860129	+	0.000	0.000	Merged-chr2-78860154-39
NR96--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR5152--MA0511.2.RUNX2	chr2	3723977	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR7276--MA0684.1.RUNX3	chr5	22360808	22360817	-	0.000	0.000	Merged-chr5-22360842-38
NR302--MA0511.2.RUNX2	chr1	86440719	86440727	+	0.000	0.000	Merged-chr1-86440751-39
NR3439--MA0002.2.RUNX1	chr15	36650165	36650175	+	0.000	0.000	Merged-chr15-36650116-39
NR10236--MA0002.2.RUNX1	chrX	159199648	159199658	-	0.000	0.000	Merged-chrX-159199808-53
NR9607--MA0684.1.RUNX3	chr9	44113583	44113592	-	0.000	0.000	Merged-chr9-44113548-48
NR7927--MA0684.1.RUNX3	chr6	43619393	43619402	+	0.000	0.000	Merged-chr6-43619418-19
NR3647--MA0511.2.RUNX2	chr15	92231534	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR3918--MA0511.2.RUNX2	chr16	51807559	51807567	+	0.000	0.000	Merged-chr16-51807556-50
NR1967--MA0511.2.RUNX2	chr12	16901153	16901161	+	0.000	0.000	Merged-chr12-16901091-18
NR584--MA0684.1.RUNX3	chr1	156615520	156615529	-	0.000	0.000	Merged-chr1-156615670-66
NR3425--MA0684.1.RUNX3	chr15	35529529	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR8605--MA0002.2.RUNX1	chr7	45069789	45069799	+	0.000	0.000	Merged-chr7-45069861-43
NR170--MA0684.1.RUNX3	chr1	55630384	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR9396--MA0511.2.RUNX2	chr8	115045818	115045826	+	0.000	0.000	Merged-chr8-115045943-98
NR8791--MA0002.2.RUNX1	chr7	96707228	96707238	-	0.000	0.000	Merged-chr7-96707276-18
NR4626--MA0002.2.RUNX1	chr18	39185902	39185912	-	0.000	0.000	Merged-chr18-39185847-29
NR5066--MA0002.2.RUNX1	chr19	46199106	46199116	+	0.000	0.000	Merged-chr19-46199074-12
NR4311--MA0511.2.RUNX2	chr17	50416226	50416234	+	0.000	0.000	Merged-chr17-50416293-2
NR150--MA0002.2.RUNX1	chr1	53774180	53774190	-	0.000	0.000	Merged-chr1-53774073-61
NR9319--MA0511.2.RUNX2	chr8	84969646	84969654	-	0.000	0.000	Merged-chr8-84969564-52
NR7368--MA0511.2.RUNX2	chr5	52872436	52872444	+	0.000	0.000	Merged-chr5-52872385-12
NR216--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR7639--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR5022--MA0511.2.RUNX2	chr19	38812313	38812321	-	0.000	0.000	Merged-chr19-38812374-10
NR4878--MA0002.2.RUNX1	chr18	84874255	84874265	+	0.000	0.000	Merged-chr18-84874398-59
NR838--MA0511.2.RUNX2	chr1	193146437	193146445	+	0.000	0.000	Merged-chr1-193146532-29
NR2261--MA0002.2.RUNX1	chr12	100421110	100421120	-	0.000	0.000	Merged-chr12-100421149-3
NR2532--MA0002.2.RUNX1	chr13	34114737	34114747	-	0.000	0.000	Merged-chr13-34114809-14
NR1728--MA0511.2.RUNX2	chr11	81613446	81613454	-	0.000	0.000	Merged-chr11-81613412-31
NR3786--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR5816--MA0511.2.RUNX2	chr2	166549238	166549246	+	0.000	0.000	Merged-chr2-166549284-30
NR6415--MA0002.2.RUNX1	chr3	135307683	135307693	-	0.000	0.000	Merged-chr3-135307763-66
NR9362--MA0511.2.RUNX2	chr8	105259908	105259916	+	0.000	0.000	Merged-chr8-105259865-21
NR4987--MA0002.2.RUNX1	chr19	32112560	32112570	-	0.000	0.000	Merged-chr19-32112588-4
NR5575--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR3024--MA0684.1.RUNX3	chr14	31195099	31195108	+	0.000	0.000	Merged-chr14-31195196-97
NR8390--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR6776--MA0002.2.RUNX1	chr4	59275681	59275691	-	0.000	0.000	Merged-chr4-59275689-14
NR3355--MA0511.2.RUNX2	chr15	5108562	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR6461--MA0511.2.RUNX2	chr3	142626129	142626137	+	0.000	0.000	Merged-chr3-142626110-5
NR8979--MA0002.2.RUNX1	chr7	127376117	127376127	-	0.000	0.000	Merged-chr7-127375955-65
NR9838--MA0684.1.RUNX3	chr9	88273496	88273505	+	0.000	0.000	Merged-chr9-88273504-34
NR7887--MA0684.1.RUNX3	chr6	28949422	28949431	+	0.000	0.000	Merged-chr6-28949446-17
NR4748--MA0002.2.RUNX1	chr18	67205779	67205789	+	0.000	0.000	Merged-chr18-67205476-81
NR5188--MA0002.2.RUNX1	chr2	11320450	11320460	+	0.000	0.000	Merged-chr2-11320345-22
NR8565--MA0002.2.RUNX1	chr7	27860537	27860547	-	0.000	0.000	Merged-chr7-27860517-78
NR9153--MA0684.1.RUNX3	chr8	14090520	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR8836--MA0002.2.RUNX1	chr7	105554416	105554426	-	0.000	0.000	Merged-chr7-105554530-56
NR6885--MA0002.2.RUNX1	chr4	98282548	98282558	+	0.000	0.000	Merged-chr4-98282479-46
NR8521--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR10056--MA0511.2.RUNX2	chrX	7618418	7618426	+	0.000	0.000	Merged-chrX-7618327-48
NR2654--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR4956--MA0511.2.RUNX2	chr19	21104866	21104874	-	0.000	0.000	Merged-chr19-21104768-51
NR8151--MA0002.2.RUNX1	chr6	97531278	97531288	-	0.000	0.000	Merged-chr6-97531148-12
NR5001--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR2783--MA0684.1.RUNX3	chr13	94177382	94177391	-	0.000	0.000	Merged-chr13-94177315-11
NR10086--MA0684.1.RUNX3	chrX	37141940	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR1066--MA0002.2.RUNX1	chr10	60003191	60003201	+	0.000	0.000	Merged-chr10-60003036-80
NR2763--MA0002.2.RUNX1	chr13	91267754	91267764	-	0.000	0.000	Merged-chr13-91267603-15
NR9070--MA0511.2.RUNX2	chr7	141194085	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR7456--MA0511.2.RUNX2	chr5	89198657	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR5283--MA0684.1.RUNX3	chr2	31180525	31180534	+	0.000	0.000	Merged-chr2-31180309-64
NR4966--MA0002.2.RUNX1	chr19	21510324	21510334	+	0.000	0.000	Merged-chr19-21510334-13
NR7029--MA0684.1.RUNX3	chr4	129525572	129525581	+	0.000	0.000	Merged-chr4-129525565-21
NR7357--MA0002.2.RUNX1	chr5	45790451	45790461	-	0.000	0.000	Merged-chr5-45790409-20
NR4552--MA0002.2.RUNX1	chr18	14774072	14774082	-	0.000	0.000	Merged-chr18-14774041-14
NR4347--MA0002.2.RUNX1	chr17	56997343	56997353	+	0.000	0.000	Merged-chr17-56997354-48
NR2001--MA0002.2.RUNX1	chr12	26401906	26401916	-	0.000	0.000	Merged-chr12-26401651-77
NR3526--MA0684.1.RUNX3	chr15	61651350	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR6361--MA0684.1.RUNX3	chr3	126825138	126825147	-	0.000	0.000	Merged-chr3-126825034-19
NR3378--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR10175--MA0002.2.RUNX1	chrX	95968516	95968526	+	0.000	0.000	Merged-chrX-95968458-96
NR6484--MA0002.2.RUNX1	chr3	144354995	144355005	-	0.000	0.000	Merged-chr3-144355213-9
NR5014--MA0511.2.RUNX2	chr19	36083079	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR4599--MA0002.2.RUNX1	chr18	35383457	35383467	-	0.000	0.000	Merged-chr18-35383519-5
NR1178--MA0511.2.RUNX2	chr10	80271340	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR2524--MA0002.2.RUNX1	chr13	32825896	32825906	+	0.000	0.000	Merged-chr13-32825780-3
NR4826--MA0511.2.RUNX2	chr18	79284477	79284485	+	0.000	0.000	Merged-chr18-79284521-10
NR6070--MA0002.2.RUNX1	chr3	67033547	67033557	-	0.000	0.000	Merged-chr3-67033715-15
NR5044--MA0684.1.RUNX3	chr19	41656260	41656269	-	0.000	0.000	Merged-chr19-41656223-24
NR2776--MA0002.2.RUNX1	chr13	93593537	93593547	+	0.000	0.000	Merged-chr13-93593412-57
NR9149--MA0511.2.RUNX2	chr8	14090521	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR8544--MA0002.2.RUNX1	chr7	19344733	19344743	+	0.000	0.000	Merged-chr7-19344685-1
NR317--MA0002.2.RUNX1	chr1	91413382	91413392	-	0.000	0.000	Merged-chr1-91413387-81
NR9798--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR5123--MA0511.2.RUNX2	chr19	58051140	58051148	+	0.000	0.000	Merged-chr19-58051277-2
NR2428--MA0002.2.RUNX1	chr13	6688970	6688980	+	0.000	0.000	Merged-chr13-6689153-22
NR1188--MA0002.2.RUNX1	chr10	81249630	81249640	-	0.000	0.000	Merged-chr10-81249714-12
NR2762--MA0684.1.RUNX3	chr13	91178712	91178721	+	0.000	0.000	Merged-chr13-91178743-26
NR5219--MA0684.1.RUNX3	chr2	18935666	18935675	-	0.000	0.000	Merged-chr2-18935718-26
NR303--MA0684.1.RUNX3	chr1	86440719	86440728	+	0.000	0.000	Merged-chr1-86440751-39
NR6850--MA0684.1.RUNX3	chr4	89550724	89550733	-	0.000	0.000	Merged-chr4-89550701-62
NR2570--MA0511.2.RUNX2	chr13	41774153	41774161	-	0.000	0.000	Merged-chr13-41774048-23
NR9529--MA0511.2.RUNX2	chr9	11513965	11513973	-	0.000	0.000	Merged-chr9-11513974-36
NR155--MA0002.2.RUNX1	chr1	54279843	54279853	+	0.000	0.000	Merged-chr1-54279813-25
NR2537--MA0002.2.RUNX1	chr13	35960096	35960106	+	0.000	0.000	Merged-chr13-35959953-5
NR7435--MA0511.2.RUNX2	chr5	74471121	74471129	+	0.000	0.000	Merged-chr5-74471085-11
NR678--MA0002.2.RUNX1	chr1	170136573	170136583	-	0.000	0.000	Merged-chr1-170136601-45
NR8305--MA0002.2.RUNX1	chr6	123961608	123961618	-	0.000	0.000	Merged-chr6-123961571-9
NR6625--MA0002.2.RUNX1	chr4	10875591	10875601	+	0.000	0.000	Merged-chr4-10875548-10
NR8861--MA0511.2.RUNX2	chr7	109741960	109741968	-	0.000	0.000	Merged-chr7-109741680-86
NR7065--MA0002.2.RUNX1	chr4	134642024	134642034	-	0.000	0.000	Merged-chr4-134642170-32
NR2123--MA0002.2.RUNX1	chr12	76853981	76853991	+	0.000	0.000	Merged-chr12-76853895-20
NR3648--MA0684.1.RUNX3	chr15	92231533	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR7021--MA0511.2.RUNX2	chr4	129146580	129146588	+	0.000	0.000	Merged-chr4-129146648-24
NR9268--MA0002.2.RUNX1	chr8	68793925	68793935	+	0.000	0.000	Merged-chr8-68794098-69
NR9539--MA0002.2.RUNX1	chr9	14568450	14568460	-	0.000	0.000	Merged-chr9-14568666-36
NR393--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR121--MA0002.2.RUNX1	chr1	43207414	43207424	-	0.000	0.000	Merged-chr1-43207362-30
NR1349--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR9002--MA0684.1.RUNX3	chr7	131055152	131055161	+	0.000	0.000	Merged-chr7-131055187-30
NR8000--MA0002.2.RUNX1	chr6	65141050	65141060	+	0.000	0.000	Merged-chr6-65140933-63
NR8666--MA0002.2.RUNX1	chr7	63999431	63999441	+	0.000	0.000	Merged-chr7-63999373-46
NR3009--MA0002.2.RUNX1	chr14	26491382	26491392	-	0.000	0.000	Merged-chr14-26491416-20
NR5516--MA0511.2.RUNX2	chr2	98662610	98662618	-	0.000	0.000	Merged-chr2-98662597-69
NR6115--MA0002.2.RUNX1	chr3	81783106	81783116	-	0.000	0.000	Merged-chr3-81783133-49
NR4120--MA0511.2.RUNX2	chr17	7147972	7147980	+	0.000	0.000	Merged-chr17-7148067-30
NR4786--MA0511.2.RUNX2	chr18	73648551	73648559	+	0.000	0.000	Merged-chr18-73648637-9
NR3409--MA0684.1.RUNX3	chr15	31473069	31473078	+	0.000	0.000	Merged-chr15-31472972-16
NR1187--MA0684.1.RUNX3	chr10	81194416	81194425	-	0.000	0.000	Merged-chr10-81194350-49
NR8252--MA0002.2.RUNX1	chr6	118621846	118621856	+	0.000	0.000	Merged-chr6-118621968-6
NR8652--MA0684.1.RUNX3	chr7	58710574	58710583	-	0.000	0.000	Merged-chr7-58710588-32
NR76--MA0684.1.RUNX3	chr1	36252917	36252926	-	0.000	0.000	Merged-chr1-36253004-32
NR2388--MA0002.2.RUNX1	chr12	116467214	116467224	+	0.000	0.000	Merged-chr12-116467208-51
NR8632--MA0002.2.RUNX1	chr7	51621951	51621961	-	0.000	0.000	Merged-chr7-51621902-16
NR10167--MA0002.2.RUNX1	chrX	85839395	85839405	-	0.000	0.000	Merged-chrX-85839388-40
NR8761--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR2516--MA0002.2.RUNX1	chr13	30914008	30914018	-	0.000	0.000	Merged-chr13-30913971-16
NR3499--MA0684.1.RUNX3	chr15	52928615	52928624	+	0.000	0.000	Merged-chr15-52928656-21
NR1219--MA0684.1.RUNX3	chr10	86452647	86452656	-	0.000	0.000	Merged-chr10-86452580-30
NR7209--MA0511.2.RUNX2	chr5	3355972	3355980	-	0.000	0.000	Merged-chr5-3355997-73
NR5258--MA0511.2.RUNX2	chr2	29453884	29453892	-	0.000	0.000	Merged-chr2-29453953-15
NR4653--MA0002.2.RUNX1	chr18	49721779	49721789	-	0.000	0.000	Merged-chr18-49721855-41
NR3578--MA0511.2.RUNX2	chr15	78422731	78422739	-	0.000	0.000	Merged-chr15-78422686-21
NR4448--MA0002.2.RUNX1	chr17	83148562	83148572	+	0.000	0.000	Merged-chr17-83148588-10
NR2102--MA0002.2.RUNX1	chr12	73383968	73383978	+	0.000	0.000	Merged-chr12-73384028-7
NR10153--MA0684.1.RUNX3	chrX	77509329	77509338	+	0.000	0.000	Merged-chrX-77509424-59
NR6191--MA0684.1.RUNX3	chr3	94377284	94377293	-	0.000	0.000	Merged-chr3-94377332-17
NR2182--MA0511.2.RUNX2	chr12	89479240	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR5115--MA0511.2.RUNX2	chr19	57113350	57113358	+	0.000	0.000	Merged-chr19-57113185-31
NR4034--MA0002.2.RUNX1	chr16	89986206	89986216	-	0.000	0.000	Merged-chr16-89986478-112
NR8870--MA0684.1.RUNX3	chr7	112180309	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR100--MA0002.2.RUNX1	chr1	38597975	38597985	-	0.000	0.000	Merged-chr1-38597807-10
NR6171--MA0002.2.RUNX1	chr3	89892864	89892874	+	0.000	0.000	Merged-chr3-89892725-25
NR4434--MA0684.1.RUNX3	chr17	79394209	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR6713--MA0002.2.RUNX1	chr4	43478608	43478618	+	0.000	0.000	Merged-chr4-43478535-62
NR1407--MA0511.2.RUNX2	chr10	120201986	120201994	+	0.000	0.000	Merged-chr10-120201986-109
NR7219--MA0002.2.RUNX1	chr5	8807309	8807319	-	0.000	0.000	Merged-chr5-8807445-55
NR6571--MA0684.1.RUNX3	chr3	154778979	154778988	+	0.000	0.000	Merged-chr3-154778992-62
NR6694--MA0002.2.RUNX1	chr4	40172494	40172504	-	0.000	0.000	Merged-chr4-40172628-23
NR5224--MA0511.2.RUNX2	chr2	18952328	18952336	+	0.000	0.000	Merged-chr2-18952458-63
NR6965--MA0002.2.RUNX1	chr4	116053541	116053551	+	0.000	0.000	Merged-chr4-116053495-96
NR69--MA0002.2.RUNX1	chr1	34481036	34481046	-	0.000	0.000	Merged-chr1-34480961-12
NR2258--MA0002.2.RUNX1	chr12	100277062	100277072	-	0.000	0.000	Merged-chr12-100277058-24
NR9107--MA0511.2.RUNX2	chr8	3205373	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR8897--MA0002.2.RUNX1	chr7	115430348	115430358	-	0.000	0.000	Merged-chr7-115430253-20
NR6889--MA0684.1.RUNX3	chr4	99829122	99829131	+	0.000	0.000	Merged-chr4-99829355-64
NR6346--MA0002.2.RUNX1	chr3	122629774	122629784	-	0.000	0.000	Merged-chr3-122629759-30
NR3369--MA0684.1.RUNX3	chr15	11489306	11489315	-	0.000	0.000	Merged-chr15-11489207-4
NR8754--MA0002.2.RUNX1	chr7	84681780	84681790	-	0.000	0.000	Merged-chr7-84681796-26
NR527--MA0002.2.RUNX1	chr1	144006735	144006745	-	0.000	0.000	Merged-chr1-144006692-45
NR6869--MA0002.2.RUNX1	chr4	95778035	95778045	-	0.000	0.000	Merged-chr4-95778146-34
NR212--MA0511.2.RUNX2	chr1	66896357	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR4523--MA0002.2.RUNX1	chr18	10154728	10154738	+	0.000	0.000	Merged-chr18-10154788-16
NR2367--MA0002.2.RUNX1	chr12	115312145	115312155	+	0.000	0.000	Merged-chr12-115312281-46
NR2638--MA0002.2.RUNX1	chr13	59468173	59468183	-	0.000	0.000	Merged-chr13-59468165-25
NR3226--MA0684.1.RUNX3	chr14	87452282	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR8949--MA0684.1.RUNX3	chr7	122288945	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR8340--MA0002.2.RUNX1	chr6	129067242	129067252	+	0.000	0.000	Merged-chr6-129067175-32
NR9389--MA0684.1.RUNX3	chr8	111577954	111577963	-	0.000	0.000	Merged-chr8-111578108-20
NR4775--MA0002.2.RUNX1	chr18	70544482	70544492	-	0.000	0.000	Merged-chr18-70544560-36
NR10102--MA0511.2.RUNX2	chrX	50490666	50490674	+	0.000	0.000	Merged-chrX-50490696-9
NR2082--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR9098--MA0002.2.RUNX1	chr7	143907539	143907549	+	0.000	0.000	Merged-chr7-143907532-35
NR6107--MA0002.2.RUNX1	chr3	81102253	81102263	+	0.000	0.000	Merged-chr3-81102418-9
NR9670--MA0002.2.RUNX1	chr9	55544271	55544281	+	0.000	0.000	Merged-chr9-55544140-10
NR3209--MA0511.2.RUNX2	chr14	79503808	79503816	+	0.000	0.000	Merged-chr14-79503814-22
NR7990--MA0002.2.RUNX1	chr6	60940542	60940552	-	0.000	0.000	Merged-chr6-60940563-22
NR5710--MA0002.2.RUNX1	chr2	148443337	148443347	-	0.000	0.000	Merged-chr2-148443470-36
NR6421--MA0002.2.RUNX1	chr3	135629097	135629107	-	0.000	0.000	Merged-chr3-135628984-19
NR7199--MA0684.1.RUNX3	chr4	154825980	154825989	+	0.000	0.000	Merged-chr4-154825978-24
NR4221--MA0511.2.RUNX2	chr17	29494378	29494386	+	0.000	0.000	Merged-chr17-29494430-50
NR10036--MA0684.1.RUNX3	chr9	123761003	123761012	-	0.000	0.000	Merged-chr9-123761041-31
NR8624--MA0002.2.RUNX1	chr7	49364549	49364559	-	0.000	0.000	Merged-chr7-49364720-42
NR6616--MA0684.1.RUNX3	chr4	6903906	6903915	+	0.000	0.000	Merged-chr4-6903816-37
NR6673--MA0002.2.RUNX1	chr4	33072929	33072939	+	0.000	0.000	Merged-chr4-33073054-38
NR6739--MA0002.2.RUNX1	chr4	53278150	53278160	-	0.000	0.000	Merged-chr4-53278272-26
NR4122--MA0002.2.RUNX1	chr17	7164083	7164093	+	0.000	0.000	Merged-chr17-7164154-31
NR3934--MA0002.2.RUNX1	chr16	57176457	57176467	+	0.000	0.000	Merged-chr16-57176339-30
NR6325--MA0002.2.RUNX1	chr3	116808332	116808342	+	0.000	0.000	Merged-chr3-116808199-73
NR8561--MA0511.2.RUNX2	chr7	27357789	27357797	+	0.000	0.000	Merged-chr7-27357694-29
NR4645--MA0002.2.RUNX1	chr18	41861231	41861241	-	0.000	0.000	Merged-chr18-41861355-68
NR6881--MA0511.2.RUNX2	chr4	98040364	98040372	+	0.000	0.000	Merged-chr4-98040330-51
NR6947--MA0511.2.RUNX2	chr4	108832959	108832967	+	0.000	0.000	Merged-chr4-108833099-2
NR8528--MA0002.2.RUNX1	chr7	12949614	12949624	+	0.000	0.000	Merged-chr7-12949725-56
NR4231--MA0002.2.RUNX1	chr17	33484228	33484238	-	0.000	0.000	Merged-chr17-33484214-28
NR9239--MA0002.2.RUNX1	chr8	57638073	57638083	+	0.000	0.000	Merged-chr8-57637972-56
NR4582--MA0511.2.RUNX2	chr18	32149484	32149492	-	0.000	0.000	Merged-chr18-32149405-13
NR3920--MA0684.1.RUNX3	chr16	51807559	51807568	+	0.000	0.000	Merged-chr16-51807556-50
NR8928--MA0684.1.RUNX3	chr7	118232820	118232829	+	0.000	0.000	Merged-chr7-118232958-8
NR2302--MA0511.2.RUNX2	chr12	107721106	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR443--MA0511.2.RUNX2	chr1	128399307	128399315	+	0.000	0.000	Merged-chr1-128399248-36
NR9811--MA0002.2.RUNX1	chr9	85680202	85680212	+	0.000	0.000	Merged-chr9-85680180-31
NR6292--MA0684.1.RUNX3	chr3	108562546	108562555	-	0.000	0.000	Merged-chr3-108562830-113
NR6020--MA0002.2.RUNX1	chr3	51637078	51637088	+	0.000	0.000	Merged-chr3-51637013-67
NR9225--MA0684.1.RUNX3	chr8	46617298	46617307	+	0.000	0.000	Merged-chr8-46617433-87
