#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR5002--MA0140.2.GATA1::TAL1	chr19	4080682	4080699	+	0.000	0.000	Merged-chr19-4080806-9
NR1564--MA0140.2.GATA1::TAL1	chr11	21167122	21167139	+	0.000	0.000	Merged-chr11-21166963-42
NR5324--MA0140.2.GATA1::TAL1	chr2	59474550	59474567	-	0.000	0.000	Merged-chr2-59474458-28
NR4730--MA0037.3.GATA3	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR3652--MA1104.1.GATA6	chr15	60112100	60112112	-	0.000	0.000	Merged-chr15-60111990-62
NR1793--MA0482.1.Gata4	chr12	3441670	3441680	+	0.000	0.000	Merged-chr12-3441534-29
NR9706--MA0036.3.GATA2	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR2299--MA0482.1.Gata4	chr12	107362204	107362214	-	0.000	0.000	Merged-chr12-107362270-34
NR4733--MA0140.2.GATA1::TAL1	chr18	39091402	39091419	-	0.000	0.000	Merged-chr18-39091619-9
NR8543--MA0482.1.Gata4	chr6	144573068	144573078	-	0.000	0.000	Merged-chr6-144572880-43
NR1692--MA0766.1.GATA5	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR1758--MA0766.1.GATA5	chr11	106430743	106430750	-	0.000	0.000	Merged-chr11-106430638-37
NR8355--MA1104.1.GATA6	chr6	129210606	129210618	+	0.000	0.000	Merged-chr6-129210550-50
NR2536--MA0482.1.Gata4	chr13	36886172	36886182	-	0.000	0.000	Merged-chr13-36886287-43
NR5642--MA0482.1.Gata4	chr2	135966847	135966857	+	0.000	0.000	Merged-chr2-135966695-1
NR5550--MA1104.1.GATA6	chr2	119742114	119742126	+	0.000	0.000	Merged-chr2-119742331-93
NR1063--MA0036.3.GATA2	chr10	53889744	53889754	+	0.000	0.000	Merged-chr10-53889619-14
NR1615--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR9392--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR8212--MA1104.1.GATA6	chr6	99220739	99220751	-	0.000	0.000	Merged-chr6-99220619-12
NR4468--MA0482.1.Gata4	chr17	62784084	62784094	+	0.000	0.000	Merged-chr17-62784192-42
NR6675--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR5106--MA0037.3.GATA3	chr19	60838027	60838034	+	0.000	0.000	Merged-chr19-60837918-27
NR856--MA0037.3.GATA3	chr10	7178823	7178830	-	0.000	0.000	Merged-chr10-7178765-13
NR5326--MA0036.3.GATA2	chr2	60418236	60418246	-	0.000	0.000	Merged-chr2-60418304-27
NR7862--MA1104.1.GATA6	chr6	12785360	12785372	-	0.000	0.000	Merged-chr6-12785179-11
NR4357--MA0036.3.GATA2	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR1772--MA0482.1.Gata4	chr11	113788693	113788703	+	0.000	0.000	Merged-chr11-113788685-32
NR1680--MA1104.1.GATA6	chr11	75282787	75282799	-	0.000	0.000	Merged-chr11-75282753-54
NR2824--MA0037.3.GATA3	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR694--MA0037.3.GATA3	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR3898--MA0036.3.GATA2	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR5741--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR4686--MA0482.1.Gata4	chr18	21122265	21122275	+	0.000	0.000	Merged-chr18-21122105-31
NR1603--MA1104.1.GATA6	chr11	33932387	33932399	+	0.000	0.000	Merged-chr11-33932389-100
NR9743--MA0482.1.Gata4	chr9	94660053	94660063	-	0.000	0.000	Merged-chr9-94659852-5
NR5640--MA0036.3.GATA2	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR4071--MA0037.3.GATA3	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR1491--MA0035.3.Gata1	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR1947--MA0482.1.Gata4	chr12	37101493	37101503	-	0.000	0.000	Merged-chr12-37101524-1
NR2901--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR8359--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR3407--MA0036.3.GATA2	chr14	121995695	121995705	-	0.000	0.000	Merged-chr14-121995600-7
NR2539--MA0035.3.Gata1	chr13	36886173	36886183	-	0.000	0.000	Merged-chr13-36886287-43
NR3992--MA1104.1.GATA6	chr16	55907184	55907196	+	0.000	0.000	Merged-chr16-55907118-61
NR7234--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR660--MA0037.3.GATA3	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR9367--MA0140.2.GATA1::TAL1	chr8	109750692	109750709	-	0.000	0.000	Merged-chr8-109750822-50
NR3864--MA0036.3.GATA2	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR8216--MA0766.1.GATA5	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR1313--MA0036.3.GATA2	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR9371--MA0766.1.GATA5	chr8	111566113	111566120	-	0.000	0.000	Merged-chr8-111566005-2
NR7779--MA0037.3.GATA3	chr5	149255637	149255644	-	0.000	0.000	Merged-chr5-149255735-4
NR978--MA0037.3.GATA3	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR5005--MA0140.2.GATA1::TAL1	chr19	5348972	5348989	+	0.000	0.000	Merged-chr19-5349151-26
NR9894--MA0766.1.GATA5	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR4973--MA0140.2.GATA1::TAL1	chr18	82513708	82513725	-	0.000	0.000	Merged-chr18-82513500-48
NR8733--MA0140.2.GATA1::TAL1	chr7	58741233	58741250	-	0.000	0.000	Merged-chr7-58741027-24
NR6159--MA0036.3.GATA2	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR8695--MA1104.1.GATA6	chr7	45083049	45083061	-	0.000	0.000	Merged-chr7-45083107-80
NR4556--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR9223--MA0035.3.Gata1	chr8	54436802	54436812	+	0.000	0.000	Merged-chr8-54436651-1
NR146--MA0482.1.Gata4	chr1	36920487	36920497	+	0.000	0.000	Merged-chr1-36920402-81
NR6268--MA0036.3.GATA2	chr3	93607807	93607817	-	0.000	0.000	Merged-chr3-93607971-30
NR9916--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR1697--MA0140.2.GATA1::TAL1	chr11	81613360	81613377	+	0.000	0.000	Merged-chr11-81613412-31
NR8727--MA1104.1.GATA6	chr7	58319574	58319586	-	0.000	0.000	Merged-chr7-58319604-3
NR1384--MA0482.1.Gata4	chr10	108333780	108333790	+	0.000	0.000	Merged-chr10-108333731-6
NR8057--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
NR5082--MA0035.3.Gata1	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR9493--MA0766.1.GATA5	chr9	15064301	15064308	-	0.000	0.000	Merged-chr9-15064298-12
NR4569--MA0482.1.Gata4	chr17	84061871	84061881	+	0.000	0.000	Merged-chr17-84061758-18
NR9170--MA0035.3.Gata1	chr8	36194319	36194329	+	0.000	0.000	Merged-chr8-36194183-57
NR7761--MA0035.3.Gata1	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR6776--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR7532--MA0482.1.Gata4	chr5	64519185	64519195	-	0.000	0.000	Merged-chr5-64519093-9
NR6362--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR3691--MA0766.1.GATA5	chr15	77816369	77816376	-	0.000	0.000	Merged-chr15-77816334-52
NR149--MA0035.3.Gata1	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR5664--MA1104.1.GATA6	chr2	140051793	140051805	+	0.000	0.000	Merged-chr2-140051762-17
NR8326--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR9767--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR8713--MA0140.2.GATA1::TAL1	chr7	48795300	48795317	-	0.000	0.000	Merged-chr7-48795353-37
NR652--MA0037.3.GATA3	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR3452--MA0766.1.GATA5	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR7155--MA0035.3.Gata1	chr4	140815639	140815649	+	0.000	0.000	Merged-chr4-140815831-84
NR2620--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR3976--MA0140.2.GATA1::TAL1	chr16	49962625	49962642	-	0.000	0.000	Merged-chr16-49962562-39
NR5061--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR4552--MA0037.3.GATA3	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR7782--MA0036.3.GATA2	chr5	149255636	149255646	+	0.000	0.000	Merged-chr5-149255735-4
NR1794--MA1104.1.GATA6	chr12	3441668	3441680	-	0.000	0.000	Merged-chr12-3441534-29
NR1676--MA0766.1.GATA5	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR8365--MA0482.1.Gata4	chr6	129680395	129680405	+	0.000	0.000	Merged-chr6-129680529-50
NR8544--MA1104.1.GATA6	chr6	144573068	144573080	+	0.000	0.000	Merged-chr6-144572880-43
NR710--MA0482.1.Gata4	chr1	164366711	164366721	+	0.000	0.000	Merged-chr1-164366862-30
NR9889--MA0036.3.GATA2	chrX	107088383	107088393	+	0.000	0.000	Merged-chrX-107088422-23
NR2266--MA1104.1.GATA6	chr12	98247085	98247097	-	0.000	0.000	Merged-chr12-98247130-40
NR2537--MA1104.1.GATA6	chr13	36886172	36886184	+	0.000	0.000	Merged-chr13-36886287-43
NR6098--MA0036.3.GATA2	chr3	60408699	60408709	+	0.000	0.000	Merged-chr3-60408838-69
NR3665--MA0035.3.Gata1	chr15	64031987	64031997	+	0.000	0.000	Merged-chr15-64031961-34
NR360--MA0037.3.GATA3	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR4469--MA1104.1.GATA6	chr17	62784082	62784094	-	0.000	0.000	Merged-chr17-62784192-42
NR6290--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR3293--MA0036.3.GATA2	chr14	100283701	100283711	+	0.000	0.000	Merged-chr14-100283659-2
NR1935--MA1104.1.GATA6	chr12	36057886	36057898	-	0.000	0.000	Merged-chr12-36057875-8
NR9727--MA0482.1.Gata4	chr9	92274454	92274464	+	0.000	0.000	Merged-chr9-92274591-56
NR3820--MA0037.3.GATA3	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR1773--MA1104.1.GATA6	chr11	113788691	113788703	-	0.000	0.000	Merged-chr11-113788685-32
NR9589--MA0035.3.Gata1	chr9	48538518	48538528	-	0.000	0.000	Merged-chr9-48538454-59
NR6188--MA0482.1.Gata4	chr3	79664920	79664930	+	0.000	0.000	Merged-chr3-79664975-26
NR1722--MA0482.1.Gata4	chr11	97994750	97994760	-	0.000	0.000	Merged-chr11-97994878-44
NR4687--MA1104.1.GATA6	chr18	21122263	21122275	-	0.000	0.000	Merged-chr18-21122105-31
NR5270--MA0140.2.GATA1::TAL1	chr2	49773297	49773314	-	0.000	0.000	Merged-chr2-49773140-2
NR8666--MA0037.3.GATA3	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR3858--MA0766.1.GATA5	chr16	23274763	23274770	-	0.000	0.000	Merged-chr16-23274580-84
NR3848--MA0036.3.GATA2	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR1897--MA0036.3.GATA2	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR3173--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR1278--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR3121--MA0035.3.Gata1	chr14	45155708	45155718	-	0.000	0.000	Merged-chr14-45155731-26
NR1693--MA0035.3.Gata1	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR7569--MA0036.3.GATA2	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR1759--MA0035.3.Gata1	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR7426--MA0036.3.GATA2	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR24--MA0036.3.GATA2	chr1	6453562	6453572	-	0.000	0.000	Merged-chr1-6453471-6
NR1616--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR8862--MA0766.1.GATA5	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR2497--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR9911--MA0482.1.Gata4	chrX	137019421	137019431	-	0.000	0.000	Merged-chrX-137019593-29
NR9435--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1123--MA0140.2.GATA1::TAL1	chr10	67097003	67097020	-	0.000	0.000	Merged-chr10-67096873-126
NR8536--MA0037.3.GATA3	chr6	144329733	144329740	-	0.000	0.000	Merged-chr6-144329601-7
NR147--MA1104.1.GATA6	chr1	36920485	36920497	-	0.000	0.000	Merged-chr1-36920402-81
NR7806--MA0036.3.GATA2	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR8118--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR7121--MA0036.3.GATA2	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR1385--MA1104.1.GATA6	chr10	108333778	108333790	-	0.000	0.000	Merged-chr10-108333731-6
NR9401--MA0482.1.Gata4	chr8	120537476	120537486	-	0.000	0.000	Merged-chr8-120537413-55
NR9948--MA0035.3.Gata1	chrX	169979119	169979129	-	0.000	0.000	Merged-chrX-169979163-27
NR4395--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR6184--MA1104.1.GATA6	chr3	76001492	76001504	+	0.000	0.000	Merged-chr3-76001329-21
NR5601--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR4129--MA0035.3.Gata1	chr16	85172248	85172258	+	0.000	0.000	Merged-chr16-85172081-1
NR7533--MA1104.1.GATA6	chr5	64519185	64519197	+	0.000	0.000	Merged-chr5-64519093-9
NR7235--MA0035.3.Gata1	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR4775--MA0037.3.GATA3	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR5183--MA0036.3.GATA2	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR9372--MA0035.3.Gata1	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR3650--MA0037.3.GATA3	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR3646--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR7928--MA0036.3.GATA2	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR1599--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR1112--MA1104.1.GATA6	chr10	62665829	62665841	+	0.000	0.000	Merged-chr10-62665963-7
NR8353--MA0037.3.GATA3	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR9404--MA0035.3.Gata1	chr8	120537477	120537487	-	0.000	0.000	Merged-chr8-120537413-55
NR3059--MA0036.3.GATA2	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR1727--MA0482.1.Gata4	chr11	98497545	98497555	+	0.000	0.000	Merged-chr11-98497586-22
NR2167--MA0482.1.Gata4	chr12	89719509	89719519	-	0.000	0.000	Merged-chr12-89719457-81
NR8210--MA0037.3.GATA3	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR561--MA0766.1.GATA5	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR6325--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR9632--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR8187--MA0482.1.Gata4	chr6	91125077	91125087	-	0.000	0.000	Merged-chr6-91125010-35
NR5008--MA0037.3.GATA3	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR9494--MA0035.3.Gata1	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR4732--MA0766.1.GATA5	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR711--MA1104.1.GATA6	chr1	164366709	164366721	-	0.000	0.000	Merged-chr1-164366862-30
NR7860--MA0037.3.GATA3	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR413--MA0035.3.Gata1	chr1	94803981	94803991	+	0.000	0.000	Merged-chr1-94803919-2
NR7789--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR615--MA0037.3.GATA3	chr1	143202939	143202946	+	0.000	0.000	Merged-chr1-143203062-8
NR8637--MA0037.3.GATA3	chr7	24451980	24451987	+	0.000	0.000	Merged-chr7-24452185-33
NR312--MA0036.3.GATA2	chr1	79684258	79684268	+	0.000	0.000	Merged-chr1-79684355-13
NR665--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR5066--MA0036.3.GATA2	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR7694--MA0482.1.Gata4	chr5	118069582	118069592	-	0.000	0.000	Merged-chr5-118069472-39
NR8475--MA0037.3.GATA3	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR5051--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR7755--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR1629--MA0036.3.GATA2	chr11	53141383	53141393	-	0.000	0.000	Merged-chr11-53141237-14
NR1706--MA0482.1.Gata4	chr11	88455551	88455561	+	0.000	0.000	Merged-chr11-88455545-42
NR9391--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR9728--MA1104.1.GATA6	chr9	92274452	92274464	-	0.000	0.000	Merged-chr9-92274591-56
NR3453--MA0035.3.Gata1	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR3091--MA0766.1.GATA5	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR9016--MA0035.3.Gata1	chr7	135598688	135598698	-	0.000	0.000	Merged-chr7-135598633-32
NR9936--MA0140.2.GATA1::TAL1	chrX	164318731	164318748	+	0.000	0.000	Merged-chrX-164318746-35
NR8762--MA0035.3.Gata1	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR6189--MA1104.1.GATA6	chr3	79664918	79664930	-	0.000	0.000	Merged-chr3-79664975-26
NR1723--MA1104.1.GATA6	chr11	97994750	97994762	+	0.000	0.000	Merged-chr11-97994878-44
NR1677--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR891--MA0036.3.GATA2	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR1448--MA0482.1.Gata4	chr10	122578486	122578496	+	0.000	0.000	Merged-chr10-122578660-68
NR7615--MA0036.3.GATA2	chr5	92204518	92204528	-	0.000	0.000	Merged-chr5-92204715-7
NR7600--MA1104.1.GATA6	chr5	89036397	89036409	+	0.000	0.000	Merged-chr5-89036442-30
NR5417--MA0035.3.Gata1	chr2	84241285	84241295	+	0.000	0.000	Merged-chr2-84241339-6
NR8725--MA0037.3.GATA3	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR3636--MA0036.3.GATA2	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR8703--MA0766.1.GATA5	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR1707--MA0140.2.GATA1::TAL1	chr11	88455552	88455569	+	0.000	0.000	Merged-chr11-88455545-42
NR1066--MA0036.3.GATA2	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR9000--MA0766.1.GATA5	chr7	130774092	130774099	+	0.000	0.000	Merged-chr7-130774226-12
NR9436--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR2450--MA0035.3.Gata1	chr13	14119712	14119722	-	0.000	0.000	Merged-chr13-14119585-9
NR5026--MA0482.1.Gata4	chr19	12026835	12026845	-	0.000	0.000	Merged-chr19-12026851-22
NR657--MA0035.3.Gata1	chr1	151009414	151009424	+	0.000	0.000	Merged-chr1-151009545-50
NR9893--MA1104.1.GATA6	chrX	109113827	109113839	-	0.000	0.000	Merged-chrX-109113990-42
NR5011--MA0036.3.GATA2	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR761--MA0036.3.GATA2	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR5549--MA0482.1.Gata4	chr2	119742114	119742124	-	0.000	0.000	Merged-chr2-119742331-93
NR1446--MA0036.3.GATA2	chr10	122054863	122054873	+	0.000	0.000	Merged-chr10-122054760-22
NR8119--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR8921--MA0766.1.GATA5	chr7	110625218	110625225	+	0.000	0.000	Merged-chr7-110625167-10
NR6765--MA0766.1.GATA5	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR2625--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR5016--MA0035.3.Gata1	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR5662--MA0037.3.GATA3	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR9402--MA1104.1.GATA6	chr8	120537476	120537488	+	0.000	0.000	Merged-chr8-120537413-55
NR1207--MA0036.3.GATA2	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR3174--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR1679--MA0482.1.Gata4	chr11	75282789	75282799	+	0.000	0.000	Merged-chr11-75282753-54
NR2914--MA0766.1.GATA5	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR5234--MA0035.3.Gata1	chr2	39325860	39325870	-	0.000	0.000	Merged-chr2-39325876-70
NR411--MA1104.1.GATA6	chr1	94803980	94803992	-	0.000	0.000	Merged-chr1-94803919-2
NR9169--MA0766.1.GATA5	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR8340--MA0035.3.Gata1	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR2298--MA0037.3.GATA3	chr12	107362207	107362214	+	0.000	0.000	Merged-chr12-107362270-34
NR8542--MA0037.3.GATA3	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR3054--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR8863--MA0035.3.Gata1	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR365--MA0035.3.Gata1	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR5191--MA0482.1.Gata4	chr2	20969346	20969356	-	0.000	0.000	Merged-chr2-20969092-180
NR7689--MA0035.3.Gata1	chr5	112271064	112271074	+	0.000	0.000	Merged-chr5-112271148-61
NR7919--MA0140.2.GATA1::TAL1	chr6	30592068	30592085	+	0.000	0.000	Merged-chr6-30592201-27
NR3163--MA0482.1.Gata4	chr14	60118305	60118315	+	0.000	0.000	Merged-chr14-60118138-14
NR4783--MA0036.3.GATA2	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR8512--MA0140.2.GATA1::TAL1	chr6	142567587	142567604	+	0.000	0.000	Merged-chr6-142567710-6
NR3690--MA0037.3.GATA3	chr15	77816369	77816376	-	0.000	0.000	Merged-chr15-77816334-52
NR4467--MA0037.3.GATA3	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR9276--MA0140.2.GATA1::TAL1	chr8	79375076	79375093	+	0.000	0.000	Merged-chr8-79375141-3
NR9633--MA1104.1.GATA6	chr9	78024979	78024991	-	0.000	0.000	Merged-chr9-78024957-31
NR2171--MA0035.3.Gata1	chr12	89719510	89719520	-	0.000	0.000	Merged-chr12-89719457-81
NR1933--MA0037.3.GATA3	chr12	36019796	36019803	+	0.000	0.000	Merged-chr12-36019766-41
NR8188--MA1104.1.GATA6	chr6	91125077	91125089	+	0.000	0.000	Merged-chr6-91125010-35
NR9029--MA0036.3.GATA2	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR8760--MA1104.1.GATA6	chr7	67672915	67672927	+	0.000	0.000	Merged-chr7-67672812-28
NR134--MA0036.3.GATA2	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR8913--MA0766.1.GATA5	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR1771--MA0037.3.GATA3	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR4411--MA0766.1.GATA5	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR9409--MA0036.3.GATA2	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR4685--MA0037.3.GATA3	chr18	21122265	21122272	-	0.000	0.000	Merged-chr18-21122105-31
NR9742--MA0037.3.GATA3	chr9	94660056	94660063	+	0.000	0.000	Merged-chr9-94659852-5
NR5093--MA0036.3.GATA2	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR7695--MA1104.1.GATA6	chr5	118069582	118069594	+	0.000	0.000	Merged-chr5-118069472-39
NR3166--MA0035.3.Gata1	chr14	60118304	60118314	+	0.000	0.000	Merged-chr14-60118138-14
NR6474--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
