#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR2244--MA0117.2.Mafb	chr11	98747283	98747294	-	0.000	0.000	Merged-chr11-98747477-33
NR1230--MA0089.1.MAFG::NFE2L1	chr10	57448140	57448145	+	0.000	0.000	Merged-chr10-57448269-42
NR5099--MA0591.1.Bach1::Mafk	chr17	12301064	12301078	-	0.000	0.000	Merged-chr17-12301160-36
NR5442--MA0591.1.Bach1::Mafk	chr17	80139920	80139934	-	0.000	0.000	Merged-chr17-80140059-47
NR2390--MA0495.2.MAFF	chr11	115172976	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR286--MA0089.1.MAFG::NFE2L1	chr1	80747393	80747398	-	0.000	0.000	Merged-chr1-80747155-18
NR8537--MA0117.2.Mafb	chr4	120062629	120062640	+	0.000	0.000	Merged-chr4-120062623-32
NR4981--MA0496.2.MAFK	chr16	93454509	93454527	+	0.000	0.000	Merged-chr16-93454367-31
NR9846--MA0591.1.Bach1::Mafk	chr6	82921969	82921983	+	0.000	0.000	Merged-chr6-82922037-57
NR2361--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR1611--MA0659.1.MAFG	chr10	117975555	117975575	+	0.000	0.000	Merged-chr10-117975710-27
NR10060--MA0591.1.Bach1::Mafk	chr6	116136316	116136330	-	0.000	0.000	Merged-chr6-116136227-16
NR6505--MA0089.1.MAFG::NFE2L1	chr2	48315486	48315491	+	0.000	0.000	Merged-chr2-48315490-45
NR3202--MA0501.1.MAF::NFE2	chr13	45623894	45623908	-	0.000	0.000	Merged-chr13-45624002-39
NR3207--MA0495.2.MAFF	chr13	45872303	45872323	+	0.000	0.000	Merged-chr13-45872206-76
NR5275--MA0089.1.MAFG::NFE2L1	chr17	44670978	44670983	-	0.000	0.000	Merged-chr17-44670859-1
NR10057--MA0495.2.MAFF	chr6	116136313	116136333	-	0.000	0.000	Merged-chr6-116136227-16
NR1156--MA0089.1.MAFG::NFE2L1	chr10	40025322	40025327	-	0.000	0.000	Merged-chr10-40025208-45
NR6198--MA0501.1.MAF::NFE2	chr19	53760490	53760504	+	0.000	0.000	Merged-chr19-53760542-10
NR7445--MA0496.2.MAFK	chr2	178058596	178058614	-	0.000	0.000	Merged-chr2-178058461-43
NR9627--MA0117.2.Mafb	chr6	29348047	29348058	-	0.000	0.000	Merged-chr6-29348020-58
NR4980--MA0501.1.MAF::NFE2	chr16	92904131	92904145	+	0.000	0.000	Merged-chr16-92904166-16
NR4096--MA0501.1.MAF::NFE2	chr14	121345074	121345088	+	0.000	0.000	Merged-chr14-121345189-15
NR10838--MA0659.1.MAFG	chr7	104465137	104465157	-	0.000	0.000	Merged-chr7-104465292-53
NR3878--MA0496.2.MAFK	chr14	64884952	64884970	-	0.000	0.000	Merged-chr14-64885056-34
NR5984--MA0659.1.MAFG	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR11498--MA0659.1.MAFG	chr8	95833277	95833297	-	0.000	0.000	Merged-chr8-95833320-2
NR6101--MA0089.1.MAFG::NFE2L1	chr19	33366848	33366853	-	0.000	0.000	Merged-chr19-33366788-12
NR1396--MA0117.2.Mafb	chr10	84689991	84690002	-	0.000	0.000	Merged-chr10-84689954-1
NR2916--MA0591.1.Bach1::Mafk	chr12	112449503	112449517	-	0.000	0.000	Merged-chr12-112449427-68
NR8122--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR12122--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR11022--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369239-2
NR3113--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR7163--MA0591.1.Bach1::Mafk	chr2	152029410	152029424	-	0.000	0.000	Merged-chr2-152029501-52
NR3211--MA0496.2.MAFK	chr13	45872304	45872322	-	0.000	0.000	Merged-chr13-45872206-76
NR2847--MA0501.1.MAF::NFE2	chr12	103341439	103341453	-	0.000	0.000	Merged-chr12-103341437-53
NR4968--MA0496.2.MAFK	chr16	91545686	91545704	+	0.000	0.000	Merged-chr16-91545855-29
NR2208--MA0591.1.Bach1::Mafk	chr11	94370924	94370938	+	0.000	0.000	Merged-chr11-94371007-27
NR12243--MA0117.2.Mafb	chr9	106234135	106234146	+	0.000	0.000	Merged-chr9-106234085-16
NR11728--MA0089.1.MAFG::NFE2L1	chr8	126828233	126828238	+	0.000	0.000	Merged-chr8-126828287-16
NR8455--MA0495.2.MAFF	chr4	108350026	108350046	-	0.000	0.000	Merged-chr4-108350117-42
NR4666--MA0659.1.MAFG	chr16	22794955	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR1972--MA0495.2.MAFF	chr11	61564180	61564200	+	0.000	0.000	Merged-chr11-61564144-31
NR4308--MA0659.1.MAFG	chr15	61541265	61541285	-	0.000	0.000	Merged-chr15-61541070-57
NR9177--MA0501.1.MAF::NFE2	chr5	92373330	92373344	-	0.000	0.000	Merged-chr5-92373310-21
NR4358--MA0591.1.Bach1::Mafk	chr15	66795456	66795470	+	0.000	0.000	Merged-chr15-66795478-40
NR8355--MA0591.1.Bach1::Mafk	chr4	88935436	88935450	-	0.000	0.000	Merged-chr4-88935517-14
NR9965--MA0501.1.MAF::NFE2	chr6	100841741	100841755	-	0.000	0.000	Merged-chr6-100841733-15
NR10840--MA0496.2.MAFK	chr7	104465138	104465156	+	0.000	0.000	Merged-chr7-104465292-53
NR11324--MA0089.1.MAFG::NFE2L1	chr8	68206907	68206912	-	0.000	0.000	Merged-chr8-68206925-32
NR4433--MA0117.2.Mafb	chr15	81308188	81308199	+	0.000	0.000	Merged-chr15-81308219-24
NR8463--MA0089.1.MAFG::NFE2L1	chr4	109430919	109430924	-	0.000	0.000	Merged-chr4-109431070-25
NR12253--MA0089.1.MAFG::NFE2L1	chr9	107280810	107280815	-	0.000	0.000	Merged-chr9-107280639-112
NR11810--MA0591.1.Bach1::Mafk	chr9	14248440	14248454	-	0.000	0.000	Merged-chr9-14248366-20
NR8327--MA0117.2.Mafb	chr4	85709817	85709828	-	0.000	0.000	Merged-chr4-85709823-9
NR6725--MA0659.1.MAFG	chr2	101678594	101678614	-	0.000	0.000	Merged-chr2-101678794-92
NR10059--MA0117.2.Mafb	chr6	116136313	116136324	+	0.000	0.000	Merged-chr6-116136227-16
NR7255--MA0117.2.Mafb	chr2	163431440	163431451	-	0.000	0.000	Merged-chr2-163431267-6
NR4691--MA0495.2.MAFF	chr16	24854663	24854683	-	0.000	0.000	Merged-chr16-24854563-13
NR5230--MA0591.1.Bach1::Mafk	chr17	35301807	35301821	-	0.000	0.000	Merged-chr17-35301957-54
NR7836--MA0089.1.MAFG::NFE2L1	chr3	116332015	116332020	+	0.000	0.000	Merged-chr3-116332074-27
NR6257--MA0496.2.MAFK	chr19	58850791	58850809	-	0.000	0.000	Merged-chr19-58850860-26
NR107--MA0089.1.MAFG::NFE2L1	chr1	38557862	38557867	+	0.000	0.000	Merged-chr1-38557840-50
NR3724--MA0501.1.MAF::NFE2	chr14	26919463	26919477	+	0.000	0.000	Merged-chr14-26919575-5
NR9849--MA0496.2.MAFK	chr6	82921967	82921985	+	0.000	0.000	Merged-chr6-82922037-57
NR2487--MA0089.1.MAFG::NFE2L1	chr12	3886640	3886645	-	0.000	0.000	Merged-chr12-3886470-4
NR1067--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR6982--MA0089.1.MAFG::NFE2L1	chr2	132497656	132497661	-	0.000	0.000	Merged-chr2-132497706-22
NR4310--MA0496.2.MAFK	chr15	61541266	61541284	-	0.000	0.000	Merged-chr15-61541070-57
NR843--MA0495.2.MAFF	chr1	182100628	182100648	-	0.000	0.000	Merged-chr1-182100503-13
NR2625--MA0501.1.MAF::NFE2	chr12	41949888	41949902	-	0.000	0.000	Merged-chr12-41949951-37
NR6491--MA0089.1.MAFG::NFE2L1	chr2	43722783	43722788	+	0.000	0.000	Merged-chr2-43722879-29
NR6910--MA0501.1.MAF::NFE2	chr2	122020597	122020611	+	0.000	0.000	Merged-chr2-122020740-8
NR4916--MA0591.1.Bach1::Mafk	chr16	84620084	84620098	-	0.000	0.000	Merged-chr16-84619977-8
NR285--MA0117.2.Mafb	chr1	80728462	80728473	+	0.000	0.000	Merged-chr1-80728475-49
NR6557--MA0501.1.MAF::NFE2	chr2	57362611	57362625	+	0.000	0.000	Merged-chr2-57362654-19
NR5777--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR4357--MA0089.1.MAFG::NFE2L1	chr15	66789532	66789537	+	0.000	0.000	Merged-chr15-66789335-49
NR7432--MA0089.1.MAFG::NFE2L1	chr2	177206421	177206426	+	0.000	0.000	Merged-chr2-177206510-82
NR828--MA0591.1.Bach1::Mafk	chr1	181299467	181299481	+	0.000	0.000	Merged-chr1-181299360-30
NR7641--MA0501.1.MAF::NFE2	chr3	84595486	84595500	+	0.000	0.000	Merged-chr3-84595329-34
NR9302--MA0089.1.MAFG::NFE2L1	chr5	107759290	107759295	+	0.000	0.000	Merged-chr5-107759301-16
NR845--MA0659.1.MAFG	chr1	182100628	182100648	-	0.000	0.000	Merged-chr1-182100503-13
NR4820--MA0089.1.MAFG::NFE2L1	chr16	52374354	52374359	+	0.000	0.000	Merged-chr16-52374285-15
NR8805--MA0501.1.MAF::NFE2	chr4	148940780	148940794	+	0.000	0.000	Merged-chr4-148940822-21
NR7920--MA0496.2.MAFK	chr3	133626799	133626817	+	0.000	0.000	Merged-chr3-133626779-42
NR10431--MA0659.1.MAFG	chr7	12955034	12955054	-	0.000	0.000	Merged-chr7-12955055-4
NR11524--MA0089.1.MAFG::NFE2L1	chr8	107437217	107437222	-	0.000	0.000	Merged-chr8-107437181-10
NR10104--MA0089.1.MAFG::NFE2L1	chr6	120470833	120470838	+	0.000	0.000	Merged-chr6-120470872-38
NR5441--MA0495.2.MAFF	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR9406--MA0496.2.MAFK	chr5	125107468	125107486	+	0.000	0.000	Merged-chr5-125107407-3
NR11337--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR11641--MA0591.1.Bach1::Mafk	chr8	120563925	120563939	+	0.000	0.000	Merged-chr8-120564046-29
NR2877--MA0591.1.Bach1::Mafk	chr12	107182222	107182236	-	0.000	0.000	Merged-chr12-107182241-26
NR9056--MA0591.1.Bach1::Mafk	chr5	62816022	62816036	+	0.000	0.000	Merged-chr5-62815867-48
NR12164--MA0089.1.MAFG::NFE2L1	chr9	90206788	90206793	-	0.000	0.000	Merged-chr9-90206757-28
NR11814--MA0496.2.MAFK	chr9	14248438	14248456	+	0.000	0.000	Merged-chr9-14248366-20
NR5961--MA0591.1.Bach1::Mafk	chr19	5724824	5724838	+	0.000	0.000	Merged-chr19-5724698-18
NR12540--MA0089.1.MAFG::NFE2L1	chrX	135652326	135652331	+	0.000	0.000	Merged-chrX-135652437-22
NR6431--MA0501.1.MAF::NFE2	chr2	33025348	33025362	-	0.000	0.000	Merged-chr2-33025277-16
NR12181--MA0659.1.MAFG	chr9	92602540	92602560	-	0.000	0.000	Merged-chr9-92602445-4
NR6616--MA0089.1.MAFG::NFE2L1	chr2	71837912	71837917	+	0.000	0.000	Merged-chr2-71837940-9
NR2169--MA0591.1.Bach1::Mafk	chr11	87724909	87724923	+	0.000	0.000	Merged-chr11-87724985-4
NR7545--MA0089.1.MAFG::NFE2L1	chr3	37161278	37161283	+	0.000	0.000	Merged-chr3-37161165-34
NR1267--MA0089.1.MAFG::NFE2L1	chr10	62186845	62186850	-	0.000	0.000	Merged-chr10-62187045-24
NR2066--MA0659.1.MAFG	chr11	73137754	73137774	-	0.000	0.000	Merged-chr11-73137945-101
NR5236--MA0501.1.MAF::NFE2	chr17	35813709	35813723	-	0.000	0.000	Merged-chr17-35813824-22
NR10972--MA0089.1.MAFG::NFE2L1	chr7	117988681	117988686	+	0.000	0.000	Merged-chr7-117988670-8
NR6691--MA0089.1.MAFG::NFE2L1	chr2	91835340	91835345	+	0.000	0.000	Merged-chr2-91835374-51
NR5443--MA0659.1.MAFG	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR10481--MA0089.1.MAFG::NFE2L1	chr7	19360001	19360006	-	0.000	0.000	Merged-chr7-19359775-64
NR12022--MA0496.2.MAFK	chr9	66899831	66899849	-	0.000	0.000	Merged-chr9-66899689-35
NR12040--MA0591.1.Bach1::Mafk	chr9	68972415	68972429	-	0.000	0.000	Merged-chr9-68972513-17
NR6320--MA0501.1.MAF::NFE2	chr2	9578302	9578316	+	0.000	0.000	Merged-chr2-9578093-49
NR1730--MA0089.1.MAFG::NFE2L1	chr10	130311941	130311946	+	0.000	0.000	Merged-chr10-130311798-35
NR12351--MA0089.1.MAFG::NFE2L1	chr9	118361144	118361149	-	0.000	0.000	Merged-chr9-118361138-26
NR2283--MA0089.1.MAFG::NFE2L1	chr11	104639092	104639097	-	0.000	0.000	Merged-chr11-104639154-13
NR8209--MA0496.2.MAFK	chr4	43010415	43010433	-	0.000	0.000	Merged-chr4-43010376-54
NR6208--MA0591.1.Bach1::Mafk	chr19	55401797	55401811	+	0.000	0.000	Merged-chr19-55401887-30
NR7847--MA0089.1.MAFG::NFE2L1	chr3	121442544	121442549	-	0.000	0.000	Merged-chr3-121442451-4
NR2171--MA0496.2.MAFK	chr11	87724907	87724925	+	0.000	0.000	Merged-chr11-87724985-4
NR10783--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR2087--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR10100--MA0659.1.MAFG	chr6	120294491	120294511	+	0.000	0.000	Merged-chr6-120294540-46
NR8978--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR1656--MA0089.1.MAFG::NFE2L1	chr10	122758497	122758502	-	0.000	0.000	Merged-chr10-122758293-88
NR565--MA0501.1.MAF::NFE2	chr1	139181182	139181196	+	0.000	0.000	Merged-chr1-139181025-29
NR8035--MA0495.2.MAFF	chr3	146784422	146784442	-	0.000	0.000	Merged-chr3-146784453-8
NR1149--MA0501.1.MAF::NFE2	chr10	39412352	39412366	-	0.000	0.000	Merged-chr10-39412218-22
NR853--MA0591.1.Bach1::Mafk	chr1	182540346	182540360	-	0.000	0.000	Merged-chr1-182540440-3
NR4174--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR10708--MA0501.1.MAF::NFE2	chr7	80680400	80680414	-	0.000	0.000	Merged-chr7-80680474-47
NR7296--MA0591.1.Bach1::Mafk	chr2	167938934	167938948	-	0.000	0.000	Merged-chr2-167938982-8
NR2064--MA0591.1.Bach1::Mafk	chr11	73137757	73137771	-	0.000	0.000	Merged-chr11-73137945-101
NR4079--MA0089.1.MAFG::NFE2L1	chr14	120303421	120303426	-	0.000	0.000	Merged-chr14-120303374-10
NR6805--MA0501.1.MAF::NFE2	chr2	116998934	116998948	-	0.000	0.000	Merged-chr2-116999120-8
NR8339--MA0496.2.MAFK	chr4	88079189	88079207	-	0.000	0.000	Merged-chr4-88079193-33
NR729--MA0117.2.Mafb	chr1	167370326	167370337	+	0.000	0.000	Merged-chr1-167370123-42
NR11535--MA0089.1.MAFG::NFE2L1	chr8	109917350	109917355	-	0.000	0.000	Merged-chr8-109917447-24
NR8959--MA0501.1.MAF::NFE2	chr5	25011121	25011135	+	0.000	0.000	Merged-chr5-25010923-94
NR9590--MA0089.1.MAFG::NFE2L1	chr6	15715184	15715189	+	0.000	0.000	Merged-chr6-15715270-33
NR11278--MA0591.1.Bach1::Mafk	chr8	35679007	35679021	+	0.000	0.000	Merged-chr8-35679016-46
NR3828--MA0089.1.MAFG::NFE2L1	chr14	57808728	57808733	-	0.000	0.000	Merged-chr14-57808793-21
NR3611--MA0495.2.MAFF	chr13	113322203	113322223	-	0.000	0.000	Merged-chr13-113322180-25
NR8876--MA0089.1.MAFG::NFE2L1	chr5	8669732	8669737	+	0.000	0.000	Merged-chr5-8669855-46
NR11622--MA0089.1.MAFG::NFE2L1	chr8	119678701	119678706	+	0.000	0.000	Merged-chr8-119678653-6
NR7379--MA0496.2.MAFK	chr2	172392429	172392447	+	0.000	0.000	Merged-chr2-172392373-19
NR4844--MA0089.1.MAFG::NFE2L1	chr16	57398740	57398745	-	0.000	0.000	Merged-chr16-57398780-28
NR5215--MA0117.2.Mafb	chr17	34079786	34079797	-	0.000	0.000	Merged-chr17-34079741-9
NR9899--MA0496.2.MAFK	chr6	94623148	94623166	+	0.000	0.000	Merged-chr6-94623201-16
NR5582--MA0501.1.MAF::NFE2	chr18	12640698	12640712	+	0.000	0.000	Merged-chr18-12640751-40
NR2570--MA0089.1.MAFG::NFE2L1	chr12	28829700	28829705	-	0.000	0.000	Merged-chr12-28829718-31
NR9123--MA0591.1.Bach1::Mafk	chr5	86783382	86783396	-	0.000	0.000	Merged-chr5-86783243-43
NR5685--MA0591.1.Bach1::Mafk	chr18	44812233	44812247	+	0.000	0.000	Merged-chr18-44812125-32
NR10897--MA0117.2.Mafb	chr7	112239002	112239013	-	0.000	0.000	Merged-chr7-112238810-51
NR3386--MA0591.1.Bach1::Mafk	chr13	85289248	85289262	+	0.000	0.000	Merged-chr13-85289179-92
NR4387--MA0501.1.MAF::NFE2	chr15	73318867	73318881	-	0.000	0.000	Merged-chr15-73318798-19
NR1741--MA0089.1.MAFG::NFE2L1	chr11	4203398	4203403	+	0.000	0.000	Merged-chr11-4203551-72
NR9588--MA0117.2.Mafb	chr6	12038242	12038253	+	0.000	0.000	Merged-chr6-12038117-1
NR7191--MA0496.2.MAFK	chr2	154603807	154603825	+	0.000	0.000	Merged-chr2-154603925-61
NR6792--MA0591.1.Bach1::Mafk	chr2	114059831	114059845	+	0.000	0.000	Merged-chr2-114059851-34
NR9628--MA0089.1.MAFG::NFE2L1	chr6	29528986	29528991	+	0.000	0.000	Merged-chr6-29528931-31
NR2288--MA0496.2.MAFK	chr11	104639166	104639184	+	0.000	0.000	Merged-chr11-104639154-13
NR9512--MA0501.1.MAF::NFE2	chr5	147063447	147063461	-	0.000	0.000	Merged-chr5-147063758-85
NR4329--MA0496.2.MAFK	chr15	62482502	62482520	+	0.000	0.000	Merged-chr15-62482463-45
NR11869--MA0495.2.MAFF	chr9	42108607	42108627	+	0.000	0.000	Merged-chr9-42108628-57
NR362--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	+	0.000	0.000	Merged-chr1-92119439-48
NR6801--MA0089.1.MAFG::NFE2L1	chr2	115610676	115610681	+	0.000	0.000	Merged-chr2-115610633-33
NR4709--MA0501.1.MAF::NFE2	chr16	30504265	30504279	+	0.000	0.000	Merged-chr16-30504218-43
NR6657--MA0495.2.MAFF	chr2	84059439	84059459	+	0.000	0.000	Merged-chr2-84059493-47
NR8283--MA0089.1.MAFG::NFE2L1	chr4	62695806	62695811	+	0.000	0.000	Merged-chr4-62695960-32
NR5578--MA0659.1.MAFG	chr18	12634781	12634801	-	0.000	0.000	Merged-chr18-12634847-43
NR4258--MA0495.2.MAFF	chr15	53292979	53292999	-	0.000	0.000	Merged-chr15-53292973-16
NR7993--MA0495.2.MAFF	chr3	144134643	144134663	-	0.000	0.000	Merged-chr3-144134560-2
NR7470--MA0591.1.Bach1::Mafk	chr3	9151718	9151732	+	0.000	0.000	Merged-chr3-9151770-9
NR9016--MA0591.1.Bach1::Mafk	chr5	36996672	36996686	-	0.000	0.000	Merged-chr5-36996710-15
NR12160--MA0089.1.MAFG::NFE2L1	chr9	89793190	89793195	+	0.000	0.000	Merged-chr9-89793274-43
NR4665--MA0591.1.Bach1::Mafk	chr16	22794958	22794972	-	0.000	0.000	Merged-chr16-22794765-7
NR2044--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR2091--MA0496.2.MAFK	chr11	75878753	75878771	-	0.000	0.000	Merged-chr11-75878686-10
NR4957--MA0089.1.MAFG::NFE2L1	chr16	90475859	90475864	+	0.000	0.000	Merged-chr16-90475942-51
NR3537--MA0089.1.MAFG::NFE2L1	chr13	108426544	108426549	-	0.000	0.000	Merged-chr13-108426538-45
NR11130--MA0591.1.Bach1::Mafk	chr7	139971591	139971605	+	0.000	0.000	Merged-chr7-139971632-22
NR2683--MA0089.1.MAFG::NFE2L1	chr12	72748555	72748560	+	0.000	0.000	Merged-chr12-72748579-13
NR11729--MA0591.1.Bach1::Mafk	chr8	126828231	126828245	+	0.000	0.000	Merged-chr8-126828287-16
NR10020--MA0659.1.MAFG	chr6	113661267	113661287	+	0.000	0.000	Merged-chr6-113661383-125
NR9170--MA0495.2.MAFF	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR8167--MA0117.2.Mafb	chr4	32127082	32127093	+	0.000	0.000	Merged-chr4-32126903-56
NR505--MA0089.1.MAFG::NFE2L1	chr1	131010623	131010628	-	0.000	0.000	Merged-chr1-131010715-50
NR9362--MA0496.2.MAFK	chr5	118269184	118269202	-	0.000	0.000	Merged-chr5-118269215-26
NR3248--MA0089.1.MAFG::NFE2L1	chr13	49270739	49270744	+	0.000	0.000	Merged-chr13-49270675-31
NR4622--MA0591.1.Bach1::Mafk	chr16	14350969	14350983	-	0.000	0.000	Merged-chr16-14350919-24
NR10434--MA0496.2.MAFK	chr7	12955035	12955053	-	0.000	0.000	Merged-chr7-12955055-4
NR8704--MA0591.1.Bach1::Mafk	chr4	142015045	142015059	-	0.000	0.000	Merged-chr4-142015063-42
NR969--MA0496.2.MAFK	chr1	191420991	191421009	+	0.000	0.000	Merged-chr1-191421132-37
NR2512--MA0496.2.MAFK	chr12	12278414	12278432	+	0.000	0.000	Merged-chr12-12278395-37
NR1463--MA0495.2.MAFF	chr10	93567012	93567032	-	0.000	0.000	Merged-chr10-93567136-2
NR3839--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR2419--MA0089.1.MAFG::NFE2L1	chr11	117092971	117092976	-	0.000	0.000	Merged-chr11-117092893-43
NR3029--MA0496.2.MAFK	chr12	119388173	119388191	-	0.000	0.000	Merged-chr12-119388101-32
NR6914--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR101--MA0089.1.MAFG::NFE2L1	chr1	36883862	36883867	-	0.000	0.000	Merged-chr1-36883943-16
NR6341--MA0117.2.Mafb	chr2	12406871	12406882	-	0.000	0.000	Merged-chr2-12406910-25
NR4640--MA0089.1.MAFG::NFE2L1	chr16	18377403	18377408	-	0.000	0.000	Merged-chr16-18377300-20
NR1223--MA0117.2.Mafb	chr10	54013692	54013703	-	0.000	0.000	Merged-chr10-54013658-12
NR5193--MA0089.1.MAFG::NFE2L1	chr17	31277334	31277339	-	0.000	0.000	Merged-chr17-31277371-45
NR7159--MA0501.1.MAF::NFE2	chr2	150918954	150918968	+	0.000	0.000	Merged-chr2-150918832-31
NR199--MA0496.2.MAFK	chr1	58857004	58857022	+	0.000	0.000	Merged-chr1-58857046-16
NR5549--MA0496.2.MAFK	chr18	4292135	4292153	+	0.000	0.000	Merged-chr18-4292169-11
NR8877--MA0591.1.Bach1::Mafk	chr5	8798566	8798580	+	0.000	0.000	Merged-chr5-8798453-77
NR5256--MA0659.1.MAFG	chr17	36315547	36315567	-	0.000	0.000	Merged-chr17-36315514-41
NR6317--MA0501.1.MAF::NFE2	chr2	8870192	8870206	-	0.000	0.000	Merged-chr2-8870300-9
NR12184--MA0496.2.MAFK	chr9	92602541	92602559	-	0.000	0.000	Merged-chr9-92602445-4
NR1217--MA0495.2.MAFF	chr10	53348580	53348600	+	0.000	0.000	Merged-chr10-53348557-41
NR5263--MA0495.2.MAFF	chr17	42887610	42887630	+	0.000	0.000	Merged-chr17-42887503-23
NR12273--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR10490--MA0089.1.MAFG::NFE2L1	chr7	24394625	24394630	-	0.000	0.000	Merged-chr7-24394603-28
NR5665--MA0591.1.Bach1::Mafk	chr18	39657176	39657190	+	0.000	0.000	Merged-chr18-39657147-8
NR629--MA0496.2.MAFK	chr1	155091523	155091541	+	0.000	0.000	Merged-chr1-155091563-28
NR4566--MA0089.1.MAFG::NFE2L1	chr15	101105609	101105614	+	0.000	0.000	Merged-chr15-101105775-48
NR2443--MA0659.1.MAFG	chr11	118743058	118743078	-	0.000	0.000	Merged-chr11-118743015-7
NR11562--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR1888--MA0496.2.MAFK	chr11	46660876	46660894	-	0.000	0.000	Merged-chr11-46660819-1
NR9275--MA0117.2.Mafb	chr5	105732235	105732246	+	0.000	0.000	Merged-chr5-105732037-124
NR2857--MA0496.2.MAFK	chr12	104025301	104025319	-	0.000	0.000	Merged-chr12-104025183-1
NR10711--MA0591.1.Bach1::Mafk	chr7	80821097	80821111	+	0.000	0.000	Merged-chr7-80821063-7
NR9511--MA0089.1.MAFG::NFE2L1	chr5	147063457	147063462	-	0.000	0.000	Merged-chr5-147063758-85
NR4798--MA0501.1.MAF::NFE2	chr16	50201781	50201795	-	0.000	0.000	Merged-chr16-50201808-40
NR1947--MA0591.1.Bach1::Mafk	chr11	55197804	55197818	+	0.000	0.000	Merged-chr11-55197770-39
NR3448--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR11628--MA0501.1.MAF::NFE2	chr8	120319583	120319597	-	0.000	0.000	Merged-chr8-120319667-36
NR1141--MA0495.2.MAFF	chr10	39412352	39412372	+	0.000	0.000	Merged-chr10-39412218-22
NR1550--MA0089.1.MAFG::NFE2L1	chr10	111925780	111925785	-	0.000	0.000	Merged-chr10-111925713-30
NR9293--MA0117.2.Mafb	chr5	107061883	107061894	+	0.000	0.000	Merged-chr5-107061883-14
NR12551--MA0501.1.MAF::NFE2	chrX	142883741	142883755	+	0.000	0.000	Merged-chrX-142883855-35
NR5318--MA0089.1.MAFG::NFE2L1	chr17	56023537	56023542	-	0.000	0.000	Merged-chr17-56023630-14
NR4967--MA0591.1.Bach1::Mafk	chr16	91545688	91545702	+	0.000	0.000	Merged-chr16-91545855-29
NR12545--MA0659.1.MAFG	chrX	139610652	139610672	-	0.000	0.000	Merged-chrX-139610581-86
NR12406--MA0117.2.Mafb	chrX	7446742	7446753	+	0.000	0.000	Merged-chrX-7446868-4
NR7814--MA0591.1.Bach1::Mafk	chr3	109165417	109165431	-	0.000	0.000	Merged-chr3-109165436-34
NR4259--MA0591.1.Bach1::Mafk	chr15	53400150	53400164	-	0.000	0.000	Merged-chr15-53400350-16
NR9047--MA0117.2.Mafb	chr5	58084192	58084203	-	0.000	0.000	Merged-chr5-58084122-29
