#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR10444--MA0591.1.Bach1::Mafk	chr8	117303739	117303753	-	0.000	0.000	Merged-chr8-117303756-17
NR8998--MA0117.2.Mafb	chr6	99241864	99241875	-	0.000	0.000	Merged-chr6-99241934-12
NR8425--MA0117.2.Mafb	chr5	118269183	118269194	+	0.000	0.000	Merged-chr5-118269215-26
NR5968--MA0089.1.MAFG::NFE2L1	chr2	75832997	75833002	-	0.000	0.000	Merged-chr2-75833051-1
NR7341--MA0501.1.MAF::NFE2	chr4	8800193	8800207	+	0.000	0.000	Merged-chr4-8800117-1
NR4849--MA0591.1.Bach1::Mafk	chr17	47189999	47190013	+	0.000	0.000	Merged-chr17-47189896-43
NR1051--MA0117.2.Mafb	chr10	39432433	39432444	-	0.000	0.000	Merged-chr10-39432624-2
NR3694--MA0089.1.MAFG::NFE2L1	chr14	102811529	102811534	+	0.000	0.000	Merged-chr14-102811644-20
NR5709--MA0495.2.MAFF	chr2	9946990	9947010	-	0.000	0.000	Merged-chr2-9946908-17
NR6677--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR9495--MA0501.1.MAF::NFE2	chr7	16326353	16326367	+	0.000	0.000	Merged-chr7-16326408-27
NR2573--MA0496.2.MAFK	chr12	102588573	102588591	+	0.000	0.000	Merged-chr12-102588735-27
NR7549--MA0089.1.MAFG::NFE2L1	chr4	94979063	94979068	+	0.000	0.000	Merged-chr4-94979011-66
NR11339--MA0089.1.MAFG::NFE2L1	chrX	159257272	159257277	+	0.000	0.000	Merged-chrX-159257265-34
NR7458--MA0501.1.MAF::NFE2	chr4	57295321	57295335	-	0.000	0.000	Merged-chr4-57295265-18
NR6719--MA0591.1.Bach1::Mafk	chr3	32708647	32708661	+	0.000	0.000	Merged-chr3-32708836-74
NR4192--MA0501.1.MAF::NFE2	chr15	97581874	97581888	-	0.000	0.000	Merged-chr15-97581834-38
NR10175--MA0117.2.Mafb	chr8	46869607	46869618	+	0.000	0.000	Merged-chr8-46869591-35
NR11185--MA0501.1.MAF::NFE2	chrX	52819568	52819582	-	0.000	0.000	Merged-chrX-52819571-21
NR8987--MA0496.2.MAFK	chr6	97447131	97447149	-	0.000	0.000	Merged-chr6-97447180-22
NR2287--MA0089.1.MAFG::NFE2L1	chr12	26185236	26185241	+	0.000	0.000	Merged-chr12-26185150-29
NR11015--MA0591.1.Bach1::Mafk	chr9	108827299	108827313	+	0.000	0.000	Merged-chr9-108827209-27
NR6101--MA0089.1.MAFG::NFE2L1	chr2	114615008	114615013	-	0.000	0.000	Merged-chr2-114614930-13
NR9221--MA0501.1.MAF::NFE2	chr6	128345846	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR10661--MA0591.1.Bach1::Mafk	chr9	18473654	18473668	-	0.000	0.000	Merged-chr9-18473624-68
NR1844--MA0659.1.MAFG	chr11	69332063	69332083	-	0.000	0.000	Merged-chr11-69332186-23
NR4415--MA0117.2.Mafb	chr16	52108057	52108068	-	0.000	0.000	Merged-chr16-52108040-37
NR8652--MA0089.1.MAFG::NFE2L1	chr5	150522599	150522604	+	0.000	0.000	Merged-chr5-150522629-58
NR5084--MA0501.1.MAF::NFE2	chr18	10744233	10744247	+	0.000	0.000	Merged-chr18-10744169-16
NR4203--MA0495.2.MAFF	chr15	99284737	99284757	+	0.000	0.000	Merged-chr15-99284805-29
NR1090--MA0495.2.MAFF	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR7031--MA0117.2.Mafb	chr3	116661661	116661672	-	0.000	0.000	Merged-chr3-116661706-5
NR5196--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR1296--MA0495.2.MAFF	chr10	86794890	86794910	+	0.000	0.000	Merged-chr10-86794881-42
NR6593--MA0089.1.MAFG::NFE2L1	chr2	173647314	173647319	+	0.000	0.000	Merged-chr2-173647246-19
NR3998--MA0501.1.MAF::NFE2	chr15	57906811	57906825	-	0.000	0.000	Merged-chr15-57906740-47
NR1054--MA0089.1.MAFG::NFE2L1	chr10	39522263	39522268	-	0.000	0.000	Merged-chr10-39522157-23
NR7120--MA0591.1.Bach1::Mafk	chr3	135604828	135604842	-	0.000	0.000	Merged-chr3-135604723-37
NR7099--MA0591.1.Bach1::Mafk	chr3	132871460	132871474	+	0.000	0.000	Merged-chr3-132871536-48
NR2044--MA0501.1.MAF::NFE2	chr11	103774034	103774048	-	0.000	0.000	Merged-chr11-103774005-26
NR8361--MA0495.2.MAFF	chr5	107694563	107694583	+	0.000	0.000	Merged-chr5-107694686-33
NR8553--MA0496.2.MAFK	chr5	142448394	142448412	+	0.000	0.000	Merged-chr5-142448272-36
NR6680--MA0089.1.MAFG::NFE2L1	chr3	9802465	9802470	+	0.000	0.000	Merged-chr3-9802270-83
NR3981--MA0089.1.MAFG::NFE2L1	chr15	55699888	55699893	+	0.000	0.000	Merged-chr15-55699814-18
NR4205--MA0659.1.MAFG	chr15	99284737	99284757	-	0.000	0.000	Merged-chr15-99284805-29
NR9270--MA0591.1.Bach1::Mafk	chr6	136551138	136551152	+	0.000	0.000	Merged-chr6-136551186-18
NR1092--MA0659.1.MAFG	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR5922--MA0501.1.MAF::NFE2	chr2	65199770	65199784	+	0.000	0.000	Merged-chr2-65199920-22
NR1974--MA0659.1.MAFG	chr11	90576717	90576737	-	0.000	0.000	Merged-chr11-90576690-20
NR9970--MA0089.1.MAFG::NFE2L1	chr7	122402357	122402362	-	0.000	0.000	Merged-chr7-122402258-36
NR11102--MA0591.1.Bach1::Mafk	chr9	121985252	121985266	+	0.000	0.000	Merged-chr9-121985208-26
NR1838--MA0495.2.MAFF	chr11	69332063	69332083	+	0.000	0.000	Merged-chr11-69332186-23
NR914--MA0496.2.MAFK	chr1	194962353	194962371	-	0.000	0.000	Merged-chr1-194962383-38
NR6787--MA0591.1.Bach1::Mafk	chr3	60527668	60527682	-	0.000	0.000	Merged-chr3-60527809-145
NR5552--MA0591.1.Bach1::Mafk	chr19	33429572	33429586	+	0.000	0.000	Merged-chr19-33429713-40
NR4142--MA0089.1.MAFG::NFE2L1	chr15	85456440	85456445	+	0.000	0.000	Merged-chr15-85456320-28
NR6707--MA0117.2.Mafb	chr3	27317183	27317194	-	0.000	0.000	Merged-chr3-27317154-55
NR1443--MA0089.1.MAFG::NFE2L1	chr10	111446410	111446415	+	0.000	0.000	Merged-chr10-111446386-39
NR5071--MA0089.1.MAFG::NFE2L1	chr18	5989916	5989921	+	0.000	0.000	Merged-chr18-5989979-54
NR3575--MA0591.1.Bach1::Mafk	chr14	67188814	67188828	-	0.000	0.000	Merged-chr14-67188777-92
NR1526--MA0501.1.MAF::NFE2	chr10	121516495	121516509	-	0.000	0.000	Merged-chr10-121516361-16
NR4551--MA0501.1.MAF::NFE2	chr16	87642408	87642422	-	0.000	0.000	Merged-chr16-87642367-32
NR7831--MA0495.2.MAFF	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR2596--MA0496.2.MAFK	chr12	104210044	104210062	-	0.000	0.000	Merged-chr12-104209958-42
NR8898--MA0496.2.MAFK	chr6	70714456	70714474	+	0.000	0.000	Merged-chr6-70714490-34
NR10445--MA0501.1.MAF::NFE2	chr8	117303742	117303756	+	0.000	0.000	Merged-chr8-117303756-17
NR7186--MA0591.1.Bach1::Mafk	chr3	144232018	144232032	+	0.000	0.000	Merged-chr3-144232172-58
NR994--MA0501.1.MAF::NFE2	chr10	21395711	21395725	-	0.000	0.000	Merged-chr10-21395563-5
NR10583--MA0089.1.MAFG::NFE2L1	chr8	126551256	126551261	-	0.000	0.000	Merged-chr8-126551138-20
NR6725--MA0117.2.Mafb	chr3	36689191	36689202	-	0.000	0.000	Merged-chr3-36689235-10
NR7459--MA0496.2.MAFK	chr4	57295322	57295340	+	0.000	0.000	Merged-chr4-57295265-18
NR1278--MA0496.2.MAFK	chr10	85128228	85128246	+	0.000	0.000	Merged-chr10-85128174-62
NR195--MA0089.1.MAFG::NFE2L1	chr1	69703674	69703679	-	0.000	0.000	Merged-chr1-69703794-17
NR10653--MA0495.2.MAFF	chr9	15530005	15530025	-	0.000	0.000	Merged-chr9-15530031-64
NR9979--MA0496.2.MAFK	chr7	125186774	125186792	-	0.000	0.000	Merged-chr7-125186656-23
NR571--MA0089.1.MAFG::NFE2L1	chr1	156674303	156674308	+	0.000	0.000	Merged-chr1-156674255-139
NR9632--MA0501.1.MAF::NFE2	chr7	58399275	58399289	+	0.000	0.000	Merged-chr7-58399217-84
NR4655--MA0496.2.MAFK	chr17	5126120	5126138	-	0.000	0.000	Merged-chr17-5126157-22
NR3248--MA0495.2.MAFF	chr13	109822600	109822620	+	0.000	0.000	Merged-chr13-109822486-79
NR4255--MA0089.1.MAFG::NFE2L1	chr16	10545275	10545280	-	0.000	0.000	Merged-chr16-10545387-50
NR3151--MA0117.2.Mafb	chr13	99431459	99431470	-	0.000	0.000	Merged-chr13-99431578-17
NR9721--MA0591.1.Bach1::Mafk	chr7	80166844	80166858	+	0.000	0.000	Merged-chr7-80166871-28
NR948--MA0501.1.MAF::NFE2	chr10	12978052	12978066	-	0.000	0.000	Merged-chr10-12977910-46
NR10655--MA0659.1.MAFG	chr9	15530005	15530025	-	0.000	0.000	Merged-chr9-15530031-64
NR3131--MA0496.2.MAFK	chr13	96697953	96697971	+	0.000	0.000	Merged-chr13-96698036-39
NR1643--MA0089.1.MAFG::NFE2L1	chr11	5762422	5762427	-	0.000	0.000	Merged-chr11-5762236-58
NR7598--MA0496.2.MAFK	chr4	103203369	103203387	-	0.000	0.000	Merged-chr4-103203272-1
NR9572--MA0591.1.Bach1::Mafk	chr7	37978558	37978572	+	0.000	0.000	Merged-chr7-37978660-9
NR3711--MA0659.1.MAFG	chr14	103363482	103363502	-	0.000	0.000	Merged-chr14-103363341-36
NR11179--MA0495.2.MAFF	chrX	52819568	52819588	+	0.000	0.000	Merged-chrX-52819571-21
NR9337--MA0659.1.MAFG	chr6	142877322	142877342	-	0.000	0.000	Merged-chr6-142877386-8
NR7833--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR5564--MA0659.1.MAFG	chr19	35125724	35125744	+	0.000	0.000	Merged-chr19-35125605-25
NR2283--MA0089.1.MAFG::NFE2L1	chr12	25362914	25362919	-	0.000	0.000	Merged-chr12-25363030-6
NR7847--MA0089.1.MAFG::NFE2L1	chr4	145019584	145019589	-	0.000	0.000	Merged-chr4-145019500-51
NR4268--MA0089.1.MAFG::NFE2L1	chr16	13286595	13286600	+	0.000	0.000	Merged-chr16-13286714-13
NR3163--MA0495.2.MAFF	chr13	101632986	101633006	-	0.000	0.000	Merged-chr13-101632965-14
NR3041--MA0591.1.Bach1::Mafk	chr13	80963022	80963036	-	0.000	0.000	Merged-chr13-80963053-30
NR5419--MA0495.2.MAFF	chr19	5510526	5510546	+	0.000	0.000	Merged-chr19-5510623-50
NR896--MA0591.1.Bach1::Mafk	chr1	192753214	192753228	-	0.000	0.000	Merged-chr1-192753229-57
NR1078--MA0089.1.MAFG::NFE2L1	chr10	44069388	44069393	+	0.000	0.000	Merged-chr10-44069344-19
NR993--MA0659.1.MAFG	chr10	21395711	21395731	-	0.000	0.000	Merged-chr10-21395563-5
NR8247--MA0117.2.Mafb	chr5	90595192	90595203	-	0.000	0.000	Merged-chr5-90595203-46
NR11348--MA0089.1.MAFG::NFE2L1	chrX	163848715	163848720	+	0.000	0.000	Merged-chrX-163848776-29
NR9583--MA0117.2.Mafb	chr7	44839734	44839745	+	0.000	0.000	Merged-chr7-44839649-46
NR1656--MA0089.1.MAFG::NFE2L1	chr11	11693724	11693729	-	0.000	0.000	Merged-chr11-11693738-14
NR3284--MA0495.2.MAFF	chr13	112287331	112287351	-	0.000	0.000	Merged-chr13-112287336-21
NR5284--MA0089.1.MAFG::NFE2L1	chr18	68286833	68286838	-	0.000	0.000	Merged-chr18-68286811-15
NR4555--MA0591.1.Bach1::Mafk	chr16	87700101	87700115	-	0.000	0.000	Merged-chr16-87700097-27
NR5470--MA0591.1.Bach1::Mafk	chr19	14692336	14692350	+	0.000	0.000	Merged-chr19-14692304-3
NR10751--MA0591.1.Bach1::Mafk	chr9	46083553	46083567	+	0.000	0.000	Merged-chr9-46083625-49
NR9024--MA0089.1.MAFG::NFE2L1	chr6	103332060	103332065	+	0.000	0.000	Merged-chr6-103332245-23
NR7101--MA0501.1.MAF::NFE2	chr3	132871463	132871477	+	0.000	0.000	Merged-chr3-132871536-48
NR1847--MA0496.2.MAFK	chr11	69332064	69332082	-	0.000	0.000	Merged-chr11-69332186-23
NR8959--MA0501.1.MAF::NFE2	chr6	91489115	91489129	+	0.000	0.000	Merged-chr6-91488939-35
NR4557--MA0496.2.MAFK	chr16	87700099	87700117	+	0.000	0.000	Merged-chr16-87700097-27
NR5893--MA0496.2.MAFK	chr2	61578777	61578795	-	0.000	0.000	Merged-chr2-61578661-51
NR96--MA0501.1.MAF::NFE2	chr1	43442351	43442365	+	0.000	0.000	Merged-chr1-43442506-4
NR4851--MA0501.1.MAF::NFE2	chr17	47190002	47190016	+	0.000	0.000	Merged-chr17-47189896-43
NR9882--MA0501.1.MAF::NFE2	chr7	113419555	113419569	-	0.000	0.000	Merged-chr7-113419557-35
NR2974--MA0089.1.MAFG::NFE2L1	chr13	63411879	63411884	-	0.000	0.000	Merged-chr13-63411826-2
NR4678--MA0496.2.MAFK	chr17	7931731	7931749	+	0.000	0.000	Merged-chr17-7931540-55
NR2078--MA0495.2.MAFF	chr11	106994504	106994524	-	0.000	0.000	Merged-chr11-106994404-9
NR9786--MA0501.1.MAF::NFE2	chr7	96914246	96914260	-	0.000	0.000	Merged-chr7-96914274-42
NR10392--MA0089.1.MAFG::NFE2L1	chr8	111527337	111527342	-	0.000	0.000	Merged-chr8-111527388-53
NR11131--MA0089.1.MAFG::NFE2L1	chrX	13281117	13281122	-	0.000	0.000	Merged-chrX-13281344-129
NR2483--MA0089.1.MAFG::NFE2L1	chr12	85969737	85969742	+	0.000	0.000	Merged-chr12-85969907-52
NR10908--MA0089.1.MAFG::NFE2L1	chr9	89793190	89793195	+	0.000	0.000	Merged-chr9-89793274-43
NR5647--MA0496.2.MAFK	chr19	57093469	57093487	+	0.000	0.000	Merged-chr19-57093567-48
NR6627--MA0089.1.MAFG::NFE2L1	chr2	178135907	178135912	+	0.000	0.000	Merged-chr2-178136015-1
NR2644--MA0659.1.MAFG	chr12	111516974	111516994	+	0.000	0.000	Merged-chr12-111516948-28
NR1554--MA0501.1.MAF::NFE2	chr10	127229306	127229320	-	0.000	0.000	Merged-chr10-127229219-13
NR2167--MA0496.2.MAFK	chr11	118035245	118035263	+	0.000	0.000	Merged-chr11-118035350-21
NR2984--MA0117.2.Mafb	chr13	67306242	67306253	-	0.000	0.000	Merged-chr13-67306423-56
NR3639--MA0089.1.MAFG::NFE2L1	chr14	76701107	76701112	-	0.000	0.000	Merged-chr14-76701003-15
NR3286--MA0117.2.Mafb	chr13	112287331	112287342	+	0.000	0.000	Merged-chr13-112287336-21
NR1986--MA0496.2.MAFK	chr11	94370907	94370925	-	0.000	0.000	Merged-chr11-94371007-27
NR2096--MA0495.2.MAFF	chr11	108094971	108094991	+	0.000	0.000	Merged-chr11-108095008-29
NR3020--MA0089.1.MAFG::NFE2L1	chr13	73646843	73646848	-	0.000	0.000	Merged-chr13-73646864-32
NR5509--MA0089.1.MAFG::NFE2L1	chr19	24971626	24971631	-	0.000	0.000	Merged-chr19-24971475-35
NR9512--MA0501.1.MAF::NFE2	chr7	19202553	19202567	-	0.000	0.000	Merged-chr7-19202544-28
NR10290--MA0089.1.MAFG::NFE2L1	chr8	84737848	84737853	+	0.000	0.000	Merged-chr8-84737825-38
NR5005--MA0659.1.MAFG	chr17	84633515	84633535	-	0.000	0.000	Merged-chr17-84633706-27
NR6417--MA0117.2.Mafb	chr2	153350989	153351000	+	0.000	0.000	Merged-chr2-153350886-63
NR4580--MA0591.1.Bach1::Mafk	chr16	91694954	91694968	-	0.000	0.000	Merged-chr16-91694918-30
NR5345--MA0117.2.Mafb	chr18	79064227	79064238	-	0.000	0.000	Merged-chr18-79064378-58
NR6919--MA0591.1.Bach1::Mafk	chr3	101746050	101746064	-	0.000	0.000	Merged-chr3-101746125-14
NR11202--MA0501.1.MAF::NFE2	chrX	74244956	74244970	+	0.000	0.000	Merged-chrX-74244811-5
NR3430--MA0591.1.Bach1::Mafk	chr14	34615336	34615350	-	0.000	0.000	Merged-chr14-34615266-19
NR984--MA0089.1.MAFG::NFE2L1	chr10	21245255	21245260	-	0.000	0.000	Merged-chr10-21245318-22
NR2335--MA0501.1.MAF::NFE2	chr12	41044934	41044948	+	0.000	0.000	Merged-chr12-41044922-24
NR9239--MA0117.2.Mafb	chr6	129533747	129533758	-	0.000	0.000	Merged-chr6-129533929-3
NR4054--MA0659.1.MAFG	chr15	66755320	66755340	+	0.000	0.000	Merged-chr15-66755443-30
NR5251--MA0117.2.Mafb	chr18	63708707	63708718	-	0.000	0.000	Merged-chr18-63708781-66
NR1351--MA0495.2.MAFF	chr10	93261568	93261588	-	0.000	0.000	Merged-chr10-93261429-32
NR11254--MA0501.1.MAF::NFE2	chrX	102187270	102187284	-	0.000	0.000	Merged-chrX-102187389-30
NR6796--MA0495.2.MAFF	chr3	65516066	65516086	+	0.000	0.000	Merged-chr3-65515971-28
NR580--MA0089.1.MAFG::NFE2L1	chr1	159232228	159232233	-	0.000	0.000	Merged-chr1-159232355-108
NR4069--MA0501.1.MAF::NFE2	chr15	73154876	73154890	+	0.000	0.000	Merged-chr15-73154747-19
NR8097--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR6097--MA0496.2.MAFK	chr2	114059829	114059847	+	0.000	0.000	Merged-chr2-114059851-34
NR10390--MA0591.1.Bach1::Mafk	chr8	111522055	111522069	+	0.000	0.000	Merged-chr8-111522128-54
NR9613--MA0089.1.MAFG::NFE2L1	chr7	48898653	48898658	-	0.000	0.000	Merged-chr7-48898692-36
NR10108--MA0591.1.Bach1::Mafk	chr8	14911761	14911775	+	0.000	0.000	Merged-chr8-14911636-31
NR1655--MA0496.2.MAFK	chr11	11497908	11497926	-	0.000	0.000	Merged-chr11-11498094-24
NR1189--MA0089.1.MAFG::NFE2L1	chr10	75303954	75303959	-	0.000	0.000	Merged-chr10-75303775-85
NR10340--MA0496.2.MAFK	chr8	94458831	94458849	+	0.000	0.000	Merged-chr8-94458814-46
NR10687--MA0117.2.Mafb	chr9	32620712	32620723	-	0.000	0.000	Merged-chr9-32620706-25
NR1125--MA0501.1.MAF::NFE2	chr10	59431143	59431157	+	0.000	0.000	Merged-chr10-59431050-41
NR4558--MA0591.1.Bach1::Mafk	chr16	87725012	87725026	-	0.000	0.000	Merged-chr16-87725101-16
NR2916--MA0501.1.MAF::NFE2	chr13	48516052	48516066	-	0.000	0.000	Merged-chr13-48516187-54
NR316--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR3882--MA0659.1.MAFG	chr15	8073359	8073379	-	0.000	0.000	Merged-chr15-8073323-37
NR10110--MA0591.1.Bach1::Mafk	chr8	14968203	14968217	-	0.000	0.000	Merged-chr8-14968096-34
NR5665--MA0591.1.Bach1::Mafk	chr19	60755889	60755903	-	0.000	0.000	Merged-chr19-60755904-7
NR10832--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR4752--MA0591.1.Bach1::Mafk	chr17	27623455	27623469	-	0.000	0.000	Merged-chr17-27623356-81
NR1338--MA0495.2.MAFF	chr10	93069517	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR65--MA0089.1.MAFG::NFE2L1	chr1	36604864	36604869	-	0.000	0.000	Merged-chr1-36604774-10
NR9134--MA0496.2.MAFK	chr6	117431668	117431686	+	0.000	0.000	Merged-chr6-117431708-65
NR4500--MA0495.2.MAFF	chr16	75903184	75903204	-	0.000	0.000	Merged-chr16-75903251-33
NR6812--MA0089.1.MAFG::NFE2L1	chr3	75579548	75579553	+	0.000	0.000	Merged-chr3-75579485-29
NR7100--MA0659.1.MAFG	chr3	132871457	132871477	+	0.000	0.000	Merged-chr3-132871536-48
NR5582--MA0089.1.MAFG::NFE2L1	chr19	41483223	41483228	-	0.000	0.000	Merged-chr19-41483233-3
NR5496--MA0495.2.MAFF	chr19	18766585	18766605	+	0.000	0.000	Merged-chr19-18766611-24
NR76--MA0591.1.Bach1::Mafk	chr1	39025303	39025317	-	0.000	0.000	Merged-chr1-39025379-41
NR4137--MA0496.2.MAFK	chr15	83455766	83455784	-	0.000	0.000	Merged-chr15-83455870-33
NR895--MA0089.1.MAFG::NFE2L1	chr1	192753221	192753226	-	0.000	0.000	Merged-chr1-192753229-57
NR3824--MA0089.1.MAFG::NFE2L1	chr14	122011949	122011954	+	0.000	0.000	Merged-chr14-122012077-50
NR10562--MA0591.1.Bach1::Mafk	chr8	123982895	123982909	+	0.000	0.000	Merged-chr8-123982874-55
NR10647--MA0591.1.Bach1::Mafk	chr9	14867165	14867179	-	0.000	0.000	Merged-chr9-14867208-21
NR1550--MA0089.1.MAFG::NFE2L1	chr10	127178892	127178897	-	0.000	0.000	Merged-chr10-127178772-9
NR3780--MA0501.1.MAF::NFE2	chr14	120275574	120275588	-	0.000	0.000	Merged-chr14-120275634-49
NR7667--MA0089.1.MAFG::NFE2L1	chr4	116807517	116807522	+	0.000	0.000	Merged-chr4-116807606-59
NR2154--MA0591.1.Bach1::Mafk	chr11	116368243	116368257	+	0.000	0.000	Merged-chr11-116368348-10
NR301--MA0089.1.MAFG::NFE2L1	chr1	97688929	97688934	+	0.000	0.000	Merged-chr1-97688940-16
NR8092--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR1253--MA0495.2.MAFF	chr10	80682090	80682110	-	0.000	0.000	Merged-chr10-80682185-27
NR8069--MA0117.2.Mafb	chr5	23412723	23412734	+	0.000	0.000	Merged-chr5-23412694-5
NR11334--MA0117.2.Mafb	chrX	151343999	151344010	-	0.000	0.000	Merged-chrX-151344027-1
NR10239--MA0089.1.MAFG::NFE2L1	chr8	70873538	70873543	+	0.000	0.000	Merged-chr8-70873554-54
NR9919--MA0591.1.Bach1::Mafk	chr7	118104823	118104837	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR7263--MA0089.1.MAFG::NFE2L1	chr3	153764910	153764915	+	0.000	0.000	Merged-chr3-153764846-117
NR7343--MA0591.1.Bach1::Mafk	chr4	8917498	8917512	-	0.000	0.000	Merged-chr4-8917370-13
NR6678--MA0501.1.MAF::NFE2	chr3	9500065	9500079	-	0.000	0.000	Merged-chr3-9499976-58
NR9739--MA0089.1.MAFG::NFE2L1	chr7	80828641	80828646	-	0.000	0.000	Merged-chr7-80828687-47
NR8319--MA0089.1.MAFG::NFE2L1	chr5	100846199	100846204	-	0.000	0.000	Merged-chr5-100846236-82
NR1361--MA0089.1.MAFG::NFE2L1	chr10	93946006	93946011	+	0.000	0.000	Merged-chr10-93946109-39
NR3607--MA0496.2.MAFK	chr14	71104098	71104116	+	0.000	0.000	Merged-chr14-71104246-27
NR1177--MA0591.1.Bach1::Mafk	chr10	68673759	68673773	+	0.000	0.000	Merged-chr10-68673774-53
NR9159--MA0117.2.Mafb	chr6	120294500	120294511	-	0.000	0.000	Merged-chr6-120294540-46
NR1842--MA0591.1.Bach1::Mafk	chr11	69332066	69332080	-	0.000	0.000	Merged-chr11-69332186-23
NR6837--MA0591.1.Bach1::Mafk	chr3	87525574	87525588	-	0.000	0.000	Merged-chr3-87525732-56
NR4275--MA0089.1.MAFG::NFE2L1	chr16	16358863	16358868	+	0.000	0.000	Merged-chr16-16358834-60
NR881--MA0591.1.Bach1::Mafk	chr1	191739580	191739594	-	0.000	0.000	Merged-chr1-191739403-4
NR6595--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR9921--MA0591.1.Bach1::Mafk	chr7	118104856	118104870	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR9614--MA0495.2.MAFF	chr7	49093858	49093878	+	0.000	0.000	Merged-chr7-49093959-29
NR117--MA0659.1.MAFG	chr1	52066889	52066909	-	0.000	0.000	Merged-chr1-52066714-41
NR2539--MA0501.1.MAF::NFE2	chr12	100110216	100110230	+	0.000	0.000	Merged-chr12-100110400-60
NR2647--MA0496.2.MAFK	chr12	111516975	111516993	+	0.000	0.000	Merged-chr12-111516948-28
NR889--MA0496.2.MAFK	chr1	191802688	191802706	-	0.000	0.000	Merged-chr1-191802759-25
NR1778--MA0591.1.Bach1::Mafk	chr11	57791382	57791396	+	0.000	0.000	Merged-chr11-57791276-17
NR8875--MA0117.2.Mafb	chr6	66972548	66972559	-	0.000	0.000	Merged-chr6-66972767-79
NR980--MA0089.1.MAFG::NFE2L1	chr10	21029361	21029366	-	0.000	0.000	Merged-chr10-21029256-16
NR10986--MA0501.1.MAF::NFE2	chr9	104387989	104388003	+	0.000	0.000	Merged-chr9-104388053-20
NR1972--MA0591.1.Bach1::Mafk	chr11	90576720	90576734	+	0.000	0.000	Merged-chr11-90576690-20
NR5817--MA0591.1.Bach1::Mafk	chr2	33025302	33025316	+	0.000	0.000	Merged-chr2-33025277-16
NR5680--MA0089.1.MAFG::NFE2L1	chr2	3810655	3810660	-	0.000	0.000	Merged-chr2-3810542-48
NR3778--MA0495.2.MAFF	chr14	120275574	120275594	+	0.000	0.000	Merged-chr14-120275634-49
NR2156--MA0501.1.MAF::NFE2	chr11	116501255	116501269	+	0.000	0.000	Merged-chr11-116501158-2
NR3520--MA0591.1.Bach1::Mafk	chr14	59397160	59397174	+	0.000	0.000	Merged-chr14-59397210-50
NR6621--MA0089.1.MAFG::NFE2L1	chr2	177897167	177897172	-	0.000	0.000	Merged-chr2-177897114-64
NR5197--MA0591.1.Bach1::Mafk	chr18	50022529	50022543	-	0.000	0.000	Merged-chr18-50022640-10
NR2692--MA0089.1.MAFG::NFE2L1	chr12	114301973	114301978	+	0.000	0.000	Merged-chr12-114301848-7
NR1845--MA0501.1.MAF::NFE2	chr11	69332063	69332077	-	0.000	0.000	Merged-chr11-69332186-23
NR4057--MA0496.2.MAFK	chr15	66755321	66755339	-	0.000	0.000	Merged-chr15-66755443-30
NR7261--MA0089.1.MAFG::NFE2L1	chr3	153723821	153723826	+	0.000	0.000	Merged-chr3-153723914-11
NR3932--MA0501.1.MAF::NFE2	chr15	34388924	34388938	-	0.000	0.000	Merged-chr15-34389092-27
NR1157--MA0591.1.Bach1::Mafk	chr10	67112382	67112396	+	0.000	0.000	Merged-chr10-67112116-37
NR4630--MA0496.2.MAFK	chr16	95893615	95893633	+	0.000	0.000	Merged-chr16-95893684-47
NR6923--MA0089.1.MAFG::NFE2L1	chr3	101948811	101948816	-	0.000	0.000	Merged-chr3-101948658-63
NR5503--MA0089.1.MAFG::NFE2L1	chr19	21865258	21865263	+	0.000	0.000	Merged-chr19-21865390-5
