#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR3790--MA0089.1.MAFG::NFE2L1	chr14	121361682	121361687	-	0.000	0.000	Merged-chr14-121361598-37
NR4026--MA0501.1.MAF::NFE2	chr15	62824910	62824924	+	0.000	0.000	Merged-chr15-62824757-73
NR5318--MA0659.1.MAFG	chr18	75541109	75541129	-	0.000	0.000	Merged-chr18-75541168-25
NR2772--MA0591.1.Bach1::Mafk	chr13	5890181	5890195	-	0.000	0.000	Merged-chr13-5890173-33
NR7067--MA0089.1.MAFG::NFE2L1	chr3	123792459	123792464	+	0.000	0.000	Merged-chr3-123792312-4
NR565--MA0501.1.MAF::NFE2	chr1	156217606	156217620	-	0.000	0.000	Merged-chr1-156217514-18
NR10494--MA0089.1.MAFG::NFE2L1	chr8	120715697	120715702	-	0.000	0.000	Merged-chr8-120715474-36
NR10514--MA0496.2.MAFK	chr8	121906569	121906587	+	0.000	0.000	Merged-chr8-121906680-28
NR10221--MA0659.1.MAFG	chr8	69189008	69189028	+	0.000	0.000	Merged-chr8-69189155-7
NR407--MA0089.1.MAFG::NFE2L1	chr1	131204609	131204614	+	0.000	0.000	Merged-chr1-131204658-49
NR402--MA0501.1.MAF::NFE2	chr1	131135097	131135111	+	0.000	0.000	Merged-chr1-131135243-3
NR5499--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
NR2064--MA0591.1.Bach1::Mafk	chr11	105347908	105347922	-	0.000	0.000	Merged-chr11-105347900-19
NR7402--MA0591.1.Bach1::Mafk	chr4	43427726	43427740	-	0.000	0.000	Merged-chr4-43427780-35
NR482--MA0089.1.MAFG::NFE2L1	chr1	144206465	144206470	-	0.000	0.000	Merged-chr1-144206482-15
NR3396--MA0495.2.MAFF	chr14	25161757	25161777	-	0.000	0.000	Merged-chr14-25161984-35
NR1252--MA0089.1.MAFG::NFE2L1	chr10	80656526	80656531	-	0.000	0.000	Merged-chr10-80656566-55
NR10626--MA0496.2.MAFK	chr8	128519541	128519559	+	0.000	0.000	Merged-chr8-128519566-39
NR6816--MA0089.1.MAFG::NFE2L1	chr3	79177390	79177395	+	0.000	0.000	Merged-chr3-79177375-21
NR6701--MA0089.1.MAFG::NFE2L1	chr3	22138113	22138118	-	0.000	0.000	Merged-chr3-22138280-48
NR8170--MA0089.1.MAFG::NFE2L1	chr5	62756056	62756061	+	0.000	0.000	Merged-chr5-62756252-19
NR10747--MA0496.2.MAFK	chr9	45818719	45818737	-	0.000	0.000	Merged-chr9-45818686-14
NR6891--MA0089.1.MAFG::NFE2L1	chr3	95650722	95650727	-	0.000	0.000	Merged-chr3-95650788-36
NR10532--MA0496.2.MAFK	chr8	122438118	122438136	+	0.000	0.000	Merged-chr8-122438174-12
NR660--MA0495.2.MAFF	chr1	171184450	171184470	+	0.000	0.000	Merged-chr1-171184425-37
NR218--MA0089.1.MAFG::NFE2L1	chr1	78478073	78478078	+	0.000	0.000	Merged-chr1-78478073-15
NR2408--MA0089.1.MAFG::NFE2L1	chr12	73716047	73716052	+	0.000	0.000	Merged-chr12-73715902-65
NR5320--MA0496.2.MAFK	chr18	75541110	75541128	-	0.000	0.000	Merged-chr18-75541168-25
NR9081--MA0591.1.Bach1::Mafk	chr6	108477012	108477026	-	0.000	0.000	Merged-chr6-108477065-48
NR1753--MA0496.2.MAFK	chr11	51264659	51264677	+	0.000	0.000	Merged-chr11-51264498-29
NR4468--MA0089.1.MAFG::NFE2L1	chr16	58709279	58709284	-	0.000	0.000	Merged-chr16-58709115-34
NR8096--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR2004--MA0089.1.MAFG::NFE2L1	chr11	97684305	97684310	-	0.000	0.000	Merged-chr11-97684318-65
NR1044--MA0591.1.Bach1::Mafk	chr10	39134250	39134264	+	0.000	0.000	Merged-chr10-39134020-55
NR747--MA0117.2.Mafb	chr1	182539627	182539638	-	0.000	0.000	Merged-chr1-182539437-37
NR7052--MA0089.1.MAFG::NFE2L1	chr3	122709998	122710003	+	0.000	0.000	Merged-chr3-122709895-3
NR4353--MA0089.1.MAFG::NFE2L1	chr16	36989704	36989709	+	0.000	0.000	Merged-chr16-36989738-26
NR2944--MA0591.1.Bach1::Mafk	chr13	53010815	53010829	+	0.000	0.000	Merged-chr13-53010811-5
NR7758--MA0089.1.MAFG::NFE2L1	chr4	130899965	130899970	-	0.000	0.000	Merged-chr4-130900085-53
NR2219--MA0089.1.MAFG::NFE2L1	chr12	3745872	3745877	-	0.000	0.000	Merged-chr12-3745858-43
NR6714--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR2473--MA0591.1.Bach1::Mafk	chr12	85705547	85705561	-	0.000	0.000	Merged-chr12-85705502-111
NR6663--MA0117.2.Mafb	chr3	8850844	8850855	-	0.000	0.000	Merged-chr3-8850951-36
NR10519--MA0496.2.MAFK	chr8	122299744	122299762	+	0.000	0.000	Merged-chr8-122299759-10
NR2881--MA0117.2.Mafb	chr13	38211261	38211272	-	0.000	0.000	Merged-chr13-38211329-16
NR684--MA0591.1.Bach1::Mafk	chr1	173491037	173491051	+	0.000	0.000	Merged-chr1-173491201-58
NR11144--MA0089.1.MAFG::NFE2L1	chrX	20798954	20798959	-	0.000	0.000	Merged-chrX-20799052-1
NR7734--MA0501.1.MAF::NFE2	chr4	126202726	126202740	-	0.000	0.000	Merged-chr4-126202610-98
NR5233--MA0117.2.Mafb	chr18	60803376	60803387	-	0.000	0.000	Merged-chr18-60803637-35
NR5080--MA0089.1.MAFG::NFE2L1	chr18	10531709	10531714	+	0.000	0.000	Merged-chr18-10531815-35
NR537--MA0659.1.MAFG	chr1	153304719	153304739	+	0.000	0.000	Merged-chr1-153304811-42
NR8295--MA0495.2.MAFF	chr5	97002395	97002415	+	0.000	0.000	Merged-chr5-97002471-16
NR6512--MA0591.1.Bach1::Mafk	chr2	164924666	164924680	+	0.000	0.000	Merged-chr2-164924683-26
NR5105--MA0089.1.MAFG::NFE2L1	chr18	23734842	23734847	-	0.000	0.000	Merged-chr18-23734973-16
NR9564--MA0501.1.MAF::NFE2	chr7	31002843	31002857	+	0.000	0.000	Merged-chr7-31002870-48
NR530--MA0496.2.MAFK	chr1	153288165	153288183	-	0.000	0.000	Merged-chr1-153288080-22
NR10266--MA0501.1.MAF::NFE2	chr8	77550137	77550151	-	0.000	0.000	Merged-chr8-77550010-38
NR7462--MA0501.1.MAF::NFE2	chr4	57306493	57306507	+	0.000	0.000	Merged-chr4-57306623-55
NR7747--MA0495.2.MAFF	chr4	129575381	129575401	+	0.000	0.000	Merged-chr4-129575376-54
NR1637--MA0496.2.MAFK	chr11	5099438	5099456	+	0.000	0.000	Merged-chr11-5099369-106
NR1378--MA0089.1.MAFG::NFE2L1	chr10	96015941	96015946	-	0.000	0.000	Merged-chr10-96015913-48
NR976--MA0501.1.MAF::NFE2	chr10	20104789	20104803	+	0.000	0.000	Merged-chr10-20104701-24
NR1332--MA0501.1.MAF::NFE2	chr10	91177539	91177553	+	0.000	0.000	Merged-chr10-91177490-19
NR1263--MA0089.1.MAFG::NFE2L1	chr10	81434998	81435003	-	0.000	0.000	Merged-chr10-81434944-1
NR11093--MA0501.1.MAF::NFE2	chr9	120582962	120582976	+	0.000	0.000	Merged-chr9-120582751-83
NR492--MA0591.1.Bach1::Mafk	chr1	144846166	144846180	-	0.000	0.000	Merged-chr1-144846158-2
NR555--MA0659.1.MAFG	chr1	155224013	155224033	+	0.000	0.000	Merged-chr1-155224072-96
NR8354--MA0501.1.MAF::NFE2	chr5	105732924	105732938	+	0.000	0.000	Merged-chr5-105732928-2
NR10002--MA0117.2.Mafb	chr7	131540301	131540312	+	0.000	0.000	Merged-chr7-131540239-21
NR9483--MA0496.2.MAFK	chr7	16057371	16057389	+	0.000	0.000	Merged-chr7-16057177-61
NR1389--MA0591.1.Bach1::Mafk	chr10	96391828	96391842	+	0.000	0.000	Merged-chr10-96391802-8
NR2967--MA0591.1.Bach1::Mafk	chr13	60897580	60897594	-	0.000	0.000	Merged-chr13-60897577-48
NR8258--MA0501.1.MAF::NFE2	chr5	92245625	92245639	-	0.000	0.000	Merged-chr5-92245649-42
NR5684--MA0089.1.MAFG::NFE2L1	chr2	6086140	6086145	+	0.000	0.000	Merged-chr2-6086104-9
NR309--MA0659.1.MAFG	chr1	105803159	105803179	+	0.000	0.000	Merged-chr1-105803155-19
NR4236--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	+	0.000	0.000	Merged-chr15-102377119-58
NR8408--MA0089.1.MAFG::NFE2L1	chr5	115474452	115474457	-	0.000	0.000	Merged-chr5-115474524-35
NR8259--MA0496.2.MAFK	chr5	92245626	92245644	+	0.000	0.000	Merged-chr5-92245649-42
NR1029--MA0501.1.MAF::NFE2	chr10	28684207	28684221	+	0.000	0.000	Merged-chr10-28684367-6
NR3410--MA0495.2.MAFF	chr14	29947069	29947089	+	0.000	0.000	Merged-chr14-29947080-38
NR6885--MA0496.2.MAFK	chr3	95027823	95027841	-	0.000	0.000	Merged-chr3-95027904-25
NR4855--MA0089.1.MAFG::NFE2L1	chr17	47272503	47272508	-	0.000	0.000	Merged-chr17-47272458-17
NR7930--MA0089.1.MAFG::NFE2L1	chr4	152313301	152313306	-	0.000	0.000	Merged-chr4-152313382-29
NR6510--MA0089.1.MAFG::NFE2L1	chr2	164470203	164470208	+	0.000	0.000	Merged-chr2-164470362-21
NR10432--MA0591.1.Bach1::Mafk	chr8	117033602	117033616	-	0.000	0.000	Merged-chr8-117033568-28
NR4087--MA0591.1.Bach1::Mafk	chr15	76196321	76196335	-	0.000	0.000	Merged-chr15-76196304-121
NR1116--MA0659.1.MAFG	chr10	58393204	58393224	-	0.000	0.000	Merged-chr10-58393245-48
NR987--MA0496.2.MAFK	chr10	21268912	21268930	-	0.000	0.000	Merged-chr10-21269012-32
NR2968--MA0501.1.MAF::NFE2	chr13	60897577	60897591	-	0.000	0.000	Merged-chr13-60897577-48
NR430--MA0501.1.MAF::NFE2	chr1	134050792	134050806	+	0.000	0.000	Merged-chr1-134050836-11
NR4907--MA0501.1.MAF::NFE2	chr17	65961737	65961751	-	0.000	0.000	Merged-chr17-65961846-52
NR4837--MA0591.1.Bach1::Mafk	chr17	44614177	44614191	-	0.000	0.000	Merged-chr17-44614219-8
NR3929--MA0496.2.MAFK	chr15	31356850	31356868	+	0.000	0.000	Merged-chr15-31357016-32
NR9990--MA0089.1.MAFG::NFE2L1	chr7	128062742	128062747	+	0.000	0.000	Merged-chr7-128062681-13
NR6045--MA0501.1.MAF::NFE2	chr2	102401074	102401088	-	0.000	0.000	Merged-chr2-102401021-85
NR3891--MA0501.1.MAF::NFE2	chr15	11992694	11992708	-	0.000	0.000	Merged-chr15-11992599-3
NR4157--MA0117.2.Mafb	chr15	93552313	93552324	-	0.000	0.000	Merged-chr15-93552269-41
NR4044--MA0591.1.Bach1::Mafk	chr15	64191472	64191486	+	0.000	0.000	Merged-chr15-64191593-19
NR8609--MA0495.2.MAFF	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR5135--MA0117.2.Mafb	chr18	37694534	37694545	+	0.000	0.000	Merged-chr18-37694498-20
NR4688--MA0591.1.Bach1::Mafk	chr17	9002575	9002589	-	0.000	0.000	Merged-chr17-9002640-32
NR749--MA0591.1.Bach1::Mafk	chr1	182543394	182543408	-	0.000	0.000	Merged-chr1-182543382-10
NR2213--MA0495.2.MAFF	chr12	3740258	3740278	+	0.000	0.000	Merged-chr12-3740314-45
NR2303--MA0591.1.Bach1::Mafk	chr12	33235926	33235940	-	0.000	0.000	Merged-chr12-33235849-22
NR10240--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	+	0.000	0.000	Merged-chr8-71587200-14
NR5797--MA0089.1.MAFG::NFE2L1	chr2	31082814	31082819	+	0.000	0.000	Merged-chr2-31082849-41
NR1246--MA0659.1.MAFG	chr10	80270215	80270235	+	0.000	0.000	Merged-chr10-80270188-4
NR2875--MA0496.2.MAFK	chr13	37870782	37870800	-	0.000	0.000	Merged-chr13-37870605-10
NR7149--MA0591.1.Bach1::Mafk	chr3	137981532	137981546	-	0.000	0.000	Merged-chr3-137981566-6
NR3911--MA0089.1.MAFG::NFE2L1	chr15	25817120	25817125	+	0.000	0.000	Merged-chr15-25817272-36
NR2190--MA0089.1.MAFG::NFE2L1	chr11	119524714	119524719	+	0.000	0.000	Merged-chr11-119524712-24
NR10336--MA0496.2.MAFK	chr8	94186725	94186743	+	0.000	0.000	Merged-chr8-94186753-31
NR95--MA0117.2.Mafb	chr1	43299682	43299693	+	0.000	0.000	Merged-chr1-43299668-27
NR3298--MA0496.2.MAFK	chr13	112443426	112443444	-	0.000	0.000	Merged-chr13-112443606-16
NR4605--MA0117.2.Mafb	chr16	94038597	94038608	+	0.000	0.000	Merged-chr16-94038464-13
NR5124--MA0496.2.MAFK	chr18	32941394	32941412	+	0.000	0.000	Merged-chr18-32941218-63
NR7428--MA0591.1.Bach1::Mafk	chr4	48073065	48073079	-	0.000	0.000	Merged-chr4-48073233-8
NR363--MA0659.1.MAFG	chr1	120073870	120073890	-	0.000	0.000	Merged-chr1-120073802-51
NR4957--MA0495.2.MAFF	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR9248--MA0089.1.MAFG::NFE2L1	chr6	130429671	130429676	-	0.000	0.000	Merged-chr6-130429681-16
NR10050--MA0495.2.MAFF	chr7	140983129	140983149	+	0.000	0.000	Merged-chr7-140983161-18
NR7427--MA0117.2.Mafb	chr4	48073062	48073073	+	0.000	0.000	Merged-chr4-48073233-8
NR3303--MA0591.1.Bach1::Mafk	chr13	113203343	113203357	-	0.000	0.000	Merged-chr13-113203194-33
NR2103--MA0117.2.Mafb	chr11	108223400	108223411	-	0.000	0.000	Merged-chr11-108223138-56
NR5707--MA0089.1.MAFG::NFE2L1	chr2	9681686	9681691	-	0.000	0.000	Merged-chr2-9681902-51
NR8763--MA0117.2.Mafb	chr6	31219077	31219088	+	0.000	0.000	Merged-chr6-31219106-11
NR10403--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR5825--MA0659.1.MAFG	chr2	35299494	35299514	+	0.000	0.000	Merged-chr2-35299647-29
NR8535--MA0659.1.MAFG	chr5	140505636	140505656	-	0.000	0.000	Merged-chr5-140505683-58
NR1371--MA0591.1.Bach1::Mafk	chr10	94919753	94919767	-	0.000	0.000	Merged-chr10-94919760-32
NR6127--MA0659.1.MAFG	chr2	117089463	117089483	-	0.000	0.000	Merged-chr2-117089625-28
NR1663--MA0089.1.MAFG::NFE2L1	chr11	16956633	16956638	+	0.000	0.000	Merged-chr11-16956809-36
NR5731--MA0659.1.MAFG	chr2	11637390	11637410	+	0.000	0.000	Merged-chr2-11637334-22
NR5997--MA0089.1.MAFG::NFE2L1	chr2	91265163	91265168	-	0.000	0.000	Merged-chr2-91265194-57
NR7327--MA0495.2.MAFF	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR1374--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR5277--MA0495.2.MAFF	chr18	67324425	67324445	-	0.000	0.000	Merged-chr18-67324542-37
NR10348--MA0591.1.Bach1::Mafk	chr8	95878773	95878787	-	0.000	0.000	Merged-chr8-95878841-5
NR6938--MA0089.1.MAFG::NFE2L1	chr3	104856376	104856381	+	0.000	0.000	Merged-chr3-104856352-37
NR5027--MA0089.1.MAFG::NFE2L1	chr17	86779398	86779403	+	0.000	0.000	Merged-chr17-86779381-46
NR6373--MA0117.2.Mafb	chr2	148191640	148191651	-	0.000	0.000	Merged-chr2-148191658-6
NR4798--MA0591.1.Bach1::Mafk	chr17	33865654	33865668	-	0.000	0.000	Merged-chr17-33865585-36
NR6456--MA0501.1.MAF::NFE2	chr2	157190846	157190860	-	0.000	0.000	Merged-chr2-157190874-9
NR4039--MA0496.2.MAFK	chr15	64041701	64041719	+	0.000	0.000	Merged-chr15-64041818-65
NR8795--MA0591.1.Bach1::Mafk	chr6	41527382	41527396	-	0.000	0.000	Merged-chr6-41527380-17
NR9481--MA0501.1.MAF::NFE2	chr7	16057376	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR357--MA0495.2.MAFF	chr1	120073870	120073890	+	0.000	0.000	Merged-chr1-120073802-51
NR2665--MA0496.2.MAFK	chr12	112956087	112956105	+	0.000	0.000	Merged-chr12-112956111-20
NR7416--MA0496.2.MAFK	chr4	46560561	46560579	+	0.000	0.000	Merged-chr4-46560470-31
NR7342--MA0117.2.Mafb	chr4	8803306	8803317	+	0.000	0.000	Merged-chr4-8803354-28
NR6534--MA0089.1.MAFG::NFE2L1	chr2	166740617	166740622	+	0.000	0.000	Merged-chr2-166740656-12
NR7329--MA0659.1.MAFG	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR5149--MA0117.2.Mafb	chr18	39185925	39185936	-	0.000	0.000	Merged-chr18-39185847-29
NR2252--MA0501.1.MAF::NFE2	chr12	13576042	13576056	-	0.000	0.000	Merged-chr12-13576044-20
NR8519--MA0089.1.MAFG::NFE2L1	chr5	138194395	138194400	-	0.000	0.000	Merged-chr5-138194484-68
NR9936--MA0496.2.MAFK	chr7	118277675	118277693	+	0.000	0.000	Merged-chr7-118277428-74
NR9987--MA0591.1.Bach1::Mafk	chr7	127181021	127181035	+	0.000	0.000	Merged-chr7-127180997-43
NR2617--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR312--MA0089.1.MAFG::NFE2L1	chr1	105803249	105803254	-	0.000	0.000	Merged-chr1-105803155-19
NR3922--MA0089.1.MAFG::NFE2L1	chr15	31117636	31117641	-	0.000	0.000	Merged-chr15-31117559-26
NR6130--MA0089.1.MAFG::NFE2L1	chr2	117403435	117403440	-	0.000	0.000	Merged-chr2-117403597-27
NR4198--MA0117.2.Mafb	chr15	99009003	99009014	+	0.000	0.000	Merged-chr15-99008995-43
NR4284--MA0591.1.Bach1::Mafk	chr16	19975719	19975733	+	0.000	0.000	Merged-chr16-19975535-20
NR160--MA0495.2.MAFF	chr1	60875485	60875505	-	0.000	0.000	Merged-chr1-60875356-55
NR108--MA0591.1.Bach1::Mafk	chr1	51532460	51532474	-	0.000	0.000	Merged-chr1-51532484-11
NR5416--MA0089.1.MAFG::NFE2L1	chr19	4119814	4119819	-	0.000	0.000	Merged-chr19-4119891-46
NR9540--MA0659.1.MAFG	chr7	27357867	27357887	-	0.000	0.000	Merged-chr7-27357694-29
NR8681--MA0089.1.MAFG::NFE2L1	chr6	3498376	3498381	-	0.000	0.000	Merged-chr6-3498450-52
NR10764--MA0501.1.MAF::NFE2	chr9	53436331	53436345	+	0.000	0.000	Merged-chr9-53436232-20
NR2221--MA0591.1.Bach1::Mafk	chr12	3846370	3846384	-	0.000	0.000	Merged-chr12-3846265-11
NR729--MA0089.1.MAFG::NFE2L1	chr1	180872506	180872511	+	0.000	0.000	Merged-chr1-180872403-36
NR7960--MA0501.1.MAF::NFE2	chr5	3358942	3358956	+	0.000	0.000	Merged-chr5-3358967-15
NR3048--MA0501.1.MAF::NFE2	chr13	81685085	81685099	-	0.000	0.000	Merged-chr13-81685096-36
NR6547--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR6862--MA0591.1.Bach1::Mafk	chr3	89880250	89880264	+	0.000	0.000	Merged-chr3-89880377-16
NR1198--MA0089.1.MAFG::NFE2L1	chr10	76270398	76270403	-	0.000	0.000	Merged-chr10-76270300-7
NR5798--MA0591.1.Bach1::Mafk	chr2	31131196	31131210	-	0.000	0.000	Merged-chr2-31131193-36
NR4407--MA0495.2.MAFF	chr16	52036395	52036415	+	0.000	0.000	Merged-chr16-52036544-1
NR7389--MA0591.1.Bach1::Mafk	chr4	33031345	33031359	+	0.000	0.000	Merged-chr4-33031419-61
NR89--MA0496.2.MAFK	chr1	43139747	43139765	+	0.000	0.000	Merged-chr1-43139813-33
NR4864--MA0089.1.MAFG::NFE2L1	chr17	50171180	50171185	-	0.000	0.000	Merged-chr17-50171299-20
NR891--MA0089.1.MAFG::NFE2L1	chr1	192092710	192092715	-	0.000	0.000	Merged-chr1-192092599-105
NR9415--MA0659.1.MAFG	chr6	146516327	146516347	+	0.000	0.000	Merged-chr6-146516138-30
NR5827--MA0501.1.MAF::NFE2	chr2	35299661	35299675	-	0.000	0.000	Merged-chr2-35299647-29
NR2590--MA0089.1.MAFG::NFE2L1	chr12	104066550	104066555	-	0.000	0.000	Merged-chr12-104066472-5
NR9560--MA0591.1.Bach1::Mafk	chr7	30432015	30432029	+	0.000	0.000	Merged-chr7-30431947-18
NR359--MA0117.2.Mafb	chr1	120073870	120073881	+	0.000	0.000	Merged-chr1-120073802-51
NR10639--MA0089.1.MAFG::NFE2L1	chr9	11329085	11329090	+	0.000	0.000	Merged-chr9-11329095-28
NR1786--MA0501.1.MAF::NFE2	chr11	57951758	57951772	-	0.000	0.000	Merged-chr11-57951726-64
NR3312--MA0496.2.MAFK	chr13	113322301	113322319	-	0.000	0.000	Merged-chr13-113322180-25
NR9759--MA0501.1.MAF::NFE2	chr7	89712840	89712854	-	0.000	0.000	Merged-chr7-89712844-48
NR10377--MA0496.2.MAFK	chr8	106795005	106795023	-	0.000	0.000	Merged-chr8-106794988-23
NR7779--MA0496.2.MAFK	chr4	133185415	133185433	+	0.000	0.000	Merged-chr4-133185402-47
NR4951--MA0089.1.MAFG::NFE2L1	chr17	78362465	78362470	+	0.000	0.000	Merged-chr17-78362512-60
NR11154--MA0495.2.MAFF	chrX	37141975	37141995	-	0.000	0.000	Merged-chrX-37141960-22
NR5091--MA0117.2.Mafb	chr18	14669717	14669728	+	0.000	0.000	Merged-chr18-14669573-8
NR4409--MA0659.1.MAFG	chr16	52036395	52036415	+	0.000	0.000	Merged-chr16-52036544-1
NR11279--MA0089.1.MAFG::NFE2L1	chrX	106136097	106136102	-	0.000	0.000	Merged-chrX-106135909-80
NR9534--MA0495.2.MAFF	chr7	27357867	27357887	+	0.000	0.000	Merged-chr7-27357694-29
NR10235--MA0089.1.MAFG::NFE2L1	chr8	70610240	70610245	-	0.000	0.000	Merged-chr8-70610135-145
NR512--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR517--MA0591.1.Bach1::Mafk	chr1	151613435	151613449	-	0.000	0.000	Merged-chr1-151613371-29
NR11164--MA0089.1.MAFG::NFE2L1	chrX	42540888	42540893	+	0.000	0.000	Merged-chrX-42540759-40
NR10939--MA0117.2.Mafb	chr9	96705716	96705727	+	0.000	0.000	Merged-chr9-96705718-86
NR3614--MA0501.1.MAF::NFE2	chr14	72778152	72778166	-	0.000	0.000	Merged-chr14-72778135-45
NR2611--MA0501.1.MAF::NFE2	chr12	106728296	106728310	-	0.000	0.000	Merged-chr12-106728402-1
NR11026--MA0117.2.Mafb	chr9	110641074	110641085	+	0.000	0.000	Merged-chr9-110641188-21
NR1137--MA0496.2.MAFK	chr10	59707777	59707795	-	0.000	0.000	Merged-chr10-59707523-19
NR3243--MA0659.1.MAFG	chr13	109231965	109231985	-	0.000	0.000	Merged-chr13-109232171-58
NR5456--MA0591.1.Bach1::Mafk	chr19	10839219	10839233	+	0.000	0.000	Merged-chr19-10839389-65
NR4780--MA0591.1.Bach1::Mafk	chr17	32067789	32067803	+	0.000	0.000	Merged-chr17-32067769-19
NR8906--MA0089.1.MAFG::NFE2L1	chr6	72551047	72551052	-	0.000	0.000	Merged-chr6-72550842-35
NR11273--MA0501.1.MAF::NFE2	chrX	105019335	105019349	+	0.000	0.000	Merged-chrX-105019418-2
NR10913--MA0089.1.MAFG::NFE2L1	chr9	90206788	90206793	-	0.000	0.000	Merged-chr9-90206757-28
NR6256--MA0089.1.MAFG::NFE2L1	chr2	128318445	128318450	+	0.000	0.000	Merged-chr2-128318457-15
NR8817--MA0591.1.Bach1::Mafk	chr6	49128471	49128485	-	0.000	0.000	Merged-chr6-49128471-29
NR109--MA0501.1.MAF::NFE2	chr1	51532457	51532471	-	0.000	0.000	Merged-chr1-51532484-11
NR2007--MA0591.1.Bach1::Mafk	chr11	97936078	97936092	+	0.000	0.000	Merged-chr11-97936039-14
NR1249--MA0496.2.MAFK	chr10	80270216	80270234	-	0.000	0.000	Merged-chr10-80270188-4
NR1710--MA0496.2.MAFK	chr11	43729109	43729127	-	0.000	0.000	Merged-chr11-43729040-41
NR7130--MA0496.2.MAFK	chr3	135610510	135610528	-	0.000	0.000	Merged-chr3-135610468-43
NR5413--MA0591.1.Bach1::Mafk	chr19	4037976	4037990	+	0.000	0.000	Merged-chr19-4037964-42
NR10335--MA0501.1.MAF::NFE2	chr8	94186730	94186744	+	0.000	0.000	Merged-chr8-94186753-31
NR7336--MA0496.2.MAFK	chr4	6934942	6934960	-	0.000	0.000	Merged-chr4-6934910-50
NR1989--MA0089.1.MAFG::NFE2L1	chr11	95351135	95351140	-	0.000	0.000	Merged-chr11-95351110-19
NR10530--MA0495.2.MAFF	chr8	122438117	122438137	+	0.000	0.000	Merged-chr8-122438174-12
NR5629--MA0089.1.MAFG::NFE2L1	chr19	56393555	56393560	+	0.000	0.000	Merged-chr19-56393626-15
NR366--MA0496.2.MAFK	chr1	120073871	120073889	+	0.000	0.000	Merged-chr1-120073802-51
NR1932--MA0591.1.Bach1::Mafk	chr11	86580552	86580566	+	0.000	0.000	Merged-chr11-86580662-12
NR11227--MA0501.1.MAF::NFE2	chrX	94169555	94169569	+	0.000	0.000	Merged-chrX-94169687-15
NR7689--MA0089.1.MAFG::NFE2L1	chr4	120062650	120062655	-	0.000	0.000	Merged-chr4-120062623-32
NR10299--MA0117.2.Mafb	chr8	86773180	86773191	-	0.000	0.000	Merged-chr8-86773052-11
NR9536--MA0117.2.Mafb	chr7	27357867	27357878	+	0.000	0.000	Merged-chr7-27357694-29
NR7137--MA0117.2.Mafb	chr3	136730121	136730132	+	0.000	0.000	Merged-chr3-136730222-15
NR10159--MA0591.1.Bach1::Mafk	chr8	40584824	40584838	-	0.000	0.000	Merged-chr8-40584789-43
NR10608--MA0117.2.Mafb	chr8	127655954	127655965	+	0.000	0.000	Merged-chr8-127655779-25
NR7804--MA0117.2.Mafb	chr4	136172145	136172156	-	0.000	0.000	Merged-chr4-136172134-18
NR10320--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR9324--MA0495.2.MAFF	chr6	142519101	142519121	-	0.000	0.000	Merged-chr6-142519262-28
NR9559--MA0089.1.MAFG::NFE2L1	chr7	30418149	30418154	+	0.000	0.000	Merged-chr7-30418152-10
NR8139--MA0089.1.MAFG::NFE2L1	chr5	44181834	44181839	+	0.000	0.000	Merged-chr5-44181891-36
NR3140--MA0117.2.Mafb	chr13	98896968	98896979	-	0.000	0.000	Merged-chr13-98896876-51
NR9947--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
