#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR18013--MA0599.1.KLF5	chr13	95063706	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR39074--MA0599.1.KLF5	chr2	154570118	154570127	+	0.000	0.000	Merged-chr2-154570093-4
NR24812--MA0599.1.KLF5	chr15	100747356	100747365	+	0.000	0.000	Merged-chr15-100747446-44
NR34031--MA0741.1.KLF16	chr19	44314785	44314795	+	0.000	0.000	Merged-chr19-44314757-47
NR59466--MA0599.1.KLF5	chr7	25082747	25082756	-	0.000	0.000	Merged-chr7-25082743-14
NR34302--MA0741.1.KLF16	chr19	53248204	53248214	-	0.000	0.000	Merged-chr19-53248204-21
NR42082--MA0741.1.KLF16	chr3	96501571	96501581	-	0.000	0.000	Merged-chr3-96501707-37
NR70169--MA0741.1.KLF16	chr9	94538127	94538137	-	0.000	0.000	Merged-chr9-94538046-220
NR39212--MA0740.1.KLF14	chr2	158624863	158624876	-	0.000	0.000	Merged-chr2-158625094-66
NR1176--MA0039.3.KLF4	chr1	73940873	73940883	+	0.000	0.000	Merged-chr1-73940938-50
NR50220--MA1107.1.KLF9	chr5	43771781	43771793	+	0.000	0.000	Merged-chr5-43771739-34
NR22076--MA1107.1.KLF9	chr14	121354112	121354124	+	0.000	0.000	Merged-chr14-121354142-24
NR39956--MA0599.1.KLF5	chr2	172976637	172976646	-	0.000	0.000	Merged-chr2-172976797-9
NR14185--MA0740.1.KLF14	chr12	54696504	54696517	-	0.000	0.000	Merged-chr12-54696481-144
NR20363--MA0599.1.KLF5	chr14	55015355	55015364	+	0.000	0.000	Merged-chr14-55015299-67
NR68760--MA0599.1.KLF5	chr9	53301414	53301423	-	0.000	0.000	Merged-chr9-53301567-34
NR25329--MA0599.1.KLF5	chr16	13819304	13819313	-	0.000	0.000	Merged-chr16-13819185-114
NR5855--MA0741.1.KLF16	chr10	44038358	44038368	-	0.000	0.000	Merged-chr10-44038272-42
NR12190--MA0599.1.KLF5	chr11	100841100	100841109	-	0.000	0.000	Merged-chr11-100841075-18
NR28039--MA0599.1.KLF5	chr17	24251405	24251414	+	0.000	0.000	Merged-chr17-24251490-51
NR47219--MA1107.1.KLF9	chr4	123686654	123686666	+	0.000	0.000	Merged-chr4-123686542-1
NR57058--MA0599.1.KLF5	chr6	115774551	115774560	-	0.000	0.000	Merged-chr6-115774516-41
NR15852--MA0039.3.KLF4	chr12	112877720	112877730	+	0.000	0.000	Merged-chr12-112877740-16
NR34838--MA0599.1.KLF5	chr2	10372910	10372919	+	0.000	0.000	Merged-chr2-10372789-48
NR55764--MA0493.1.Klf1	chr6	66535379	66535389	-	0.000	0.000	Merged-chr6-66535397-73
NR66206--MA0741.1.KLF16	chr8	95349079	95349089	-	0.000	0.000	Merged-chr8-95348986-27
NR16826--MA1107.1.KLF9	chr13	46619868	46619880	-	0.000	0.000	Merged-chr13-46619803-12
NR30459--MA0039.3.KLF4	chr17	83862739	83862749	+	0.000	0.000	Merged-chr17-83862747-3
NR29240--MA0493.1.Klf1	chr17	47737849	47737859	+	0.000	0.000	Merged-chr17-47737745-152
NR23841--MA0741.1.KLF16	chr15	80930412	80930422	-	0.000	0.000	Merged-chr15-80930587-88
NR1353--MA0741.1.KLF16	chr1	80340839	80340849	-	0.000	0.000	Merged-chr1-80340559-151
NR28578--MA0741.1.KLF16	chr17	32389427	32389437	+	0.000	0.000	Merged-chr17-32389394-69
NR62188--MA0039.3.KLF4	chr7	114093727	114093737	+	0.000	0.000	Merged-chr7-114093850-17
NR39928--MA1107.1.KLF9	chr2	172392452	172392464	-	0.000	0.000	Merged-chr2-172392373-19
NR32563--MA1107.1.KLF9	chr18	81521146	81521158	-	0.000	0.000	Merged-chr18-81521002-1
NR13634--MA0741.1.KLF16	chr12	20990399	20990409	+	0.000	0.000	Merged-chr12-20990440-63
NR49552--MA0599.1.KLF5	chr5	21645778	21645787	-	0.000	0.000	Merged-chr5-21645848-87
NR34283--MA0741.1.KLF16	chr19	53142561	53142571	-	0.000	0.000	Merged-chr19-53142483-91
NR49769--MA0741.1.KLF16	chr5	27995450	27995460	-	0.000	0.000	Merged-chr5-27995403-19
NR28173--MA0742.1.Klf12	chr17	26676508	26676522	-	0.000	0.000	Merged-chr17-26676631-68
NR57154--MA0741.1.KLF16	chr6	118139190	118139200	+	0.000	0.000	Merged-chr6-118139138-58
NR55665--MA1107.1.KLF9	chr6	58844627	58844639	-	0.000	0.000	Merged-chr6-58844366-72
NR23721--MA1107.1.KLF9	chr15	79038137	79038149	-	0.000	0.000	Merged-chr15-79038073-11
NR62814--MA0740.1.KLF14	chr7	127393655	127393668	-	0.000	0.000	Merged-chr7-127393642-77
NR70594--MA0740.1.KLF14	chr9	106170878	106170891	+	0.000	0.000	Merged-chr9-106171053-93
NR58375--MA1107.1.KLF9	chr6	142507797	142507809	+	0.000	0.000	Merged-chr6-142507875-63
NR55111--MA0599.1.KLF5	chr6	42264983	42264992	-	0.000	0.000	Merged-chr6-42265326-123
NR34349--MA0741.1.KLF16	chr19	54115005	54115015	-	0.000	0.000	Merged-chr19-54115142-50
NR55474--MA0741.1.KLF16	chr6	53038244	53038254	+	0.000	0.000	Merged-chr6-53038389-13
NR47218--MA0741.1.KLF16	chr4	123686655	123686665	+	0.000	0.000	Merged-chr4-123686542-1
NR65920--MA0740.1.KLF14	chr8	84976365	84976378	-	0.000	0.000	Merged-chr8-84976450-61
NR36476--MA0599.1.KLF5	chr2	66634848	66634857	-	0.000	0.000	Merged-chr2-66634909-17
NR42105--MA0039.3.KLF4	chr3	96675346	96675356	+	0.000	0.000	Merged-chr3-96675499-26
NR47698--MA1107.1.KLF9	chr4	132783914	132783926	-	0.000	0.000	Merged-chr4-132783946-19
NR45267--MA0741.1.KLF16	chr4	45766161	45766171	-	0.000	0.000	Merged-chr4-45766216-17
NR48775--MA0493.1.Klf1	chr4	150029913	150029923	-	0.000	0.000	Merged-chr4-150029862-9
NR17451--MA0741.1.KLF16	chr13	68582214	68582224	-	0.000	0.000	Merged-chr13-68582198-95
NR30052--MA0741.1.KLF16	chr17	74338862	74338872	-	0.000	0.000	Merged-chr17-74339035-92
NR24924--MA0599.1.KLF5	chr15	103215352	103215361	+	0.000	0.000	Merged-chr15-103215427-34
NR45538--MA0741.1.KLF16	chr4	55350046	55350056	-	0.000	0.000	Merged-chr4-55350108-108
NR45711--MA0740.1.KLF14	chr4	59626166	59626179	+	0.000	0.000	Merged-chr4-59626281-68
NR2201--MA0742.1.Klf12	chr1	125560586	125560600	-	0.000	0.000	Merged-chr1-125560657-77
NR48695--MA0599.1.KLF5	chr4	148444819	148444828	-	0.000	0.000	Merged-chr4-148444677-50
NR984--MA0599.1.KLF5	chr1	64303101	64303110	-	0.000	0.000	Merged-chr1-64302994-36
NR5452--MA0599.1.KLF5	chr10	24149440	24149449	-	0.000	0.000	Merged-chr10-24149317-57
NR12597--MA0493.1.Klf1	chr11	109785473	109785483	-	0.000	0.000	Merged-chr11-109785498-8
NR38371--MA0741.1.KLF16	chr2	132292170	132292180	+	0.000	0.000	Merged-chr2-132292299-25
NR66458--MA0741.1.KLF16	chr8	105614079	105614089	+	0.000	0.000	Merged-chr8-105614025-28
NR19461--MA0599.1.KLF5	chr14	21831249	21831258	+	0.000	0.000	Merged-chr14-21831414-105
NR51243--MA0741.1.KLF16	chr5	92083715	92083725	+	0.000	0.000	Merged-chr5-92083549-102
NR31358--MA0599.1.KLF5	chr18	38367012	38367021	-	0.000	0.000	Merged-chr18-38367283-66
NR42917--MA0599.1.KLF5	chr3	121426492	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR6991--MA0740.1.KLF14	chr10	80018983	80018996	+	0.000	0.000	Merged-chr10-80018891-31
NR39167--MA1107.1.KLF9	chr2	157119291	157119303	-	0.000	0.000	Merged-chr2-157119108-55
NR56849--MA1107.1.KLF9	chr6	108571217	108571229	+	0.000	0.000	Merged-chr6-108571232-71
NR42702--MA0599.1.KLF5	chr3	110141787	110141796	-	0.000	0.000	Merged-chr3-110141817-15
NR37454--MA0599.1.KLF5	chr2	104122734	104122743	-	0.000	0.000	Merged-chr2-104122905-60
NR49077--MA0493.1.Klf1	chr4	155306828	155306838	-	0.000	0.000	Merged-chr4-155306831-50
NR38184--MA0039.3.KLF4	chr2	128407204	128407214	+	0.000	0.000	Merged-chr2-128407229-23
NR15161--MA0742.1.Klf12	chr12	98628097	98628111	-	0.000	0.000	Merged-chr12-98628210-48
NR48122--MA0599.1.KLF5	chr4	137883662	137883671	-	0.000	0.000	Merged-chr4-137883798-33
NR33246--MA0742.1.Klf12	chr19	8840502	8840516	-	0.000	0.000	Merged-chr19-8840578-25
NR408--MA0742.1.Klf12	chr1	36939649	36939663	-	0.000	0.000	Merged-chr1-36939684-79
NR62227--MA0741.1.KLF16	chr7	115217063	115217073	-	0.000	0.000	Merged-chr7-115217038-43
NR59953--MA0657.1.KLF13	chr7	30626217	30626234	+	0.000	0.000	Merged-chr7-30626131-41
NR66679--MA0599.1.KLF5	chr8	111259280	111259289	+	0.000	0.000	Merged-chr8-111259123-96
NR11064--MA0741.1.KLF16	chr11	75571466	75571476	-	0.000	0.000	Merged-chr11-75571465-10
NR19648--MA1107.1.KLF9	chr14	27268328	27268340	-	0.000	0.000	Merged-chr14-27268313-23
NR72032--MA0599.1.KLF5	chrX	56374516	56374525	-	0.000	0.000	Merged-chrX-56374648-33
NR70197--MA0599.1.KLF5	chr9	94614417	94614426	+	0.000	0.000	Merged-chr9-94614552-1
NR69389--MA0599.1.KLF5	chr9	70542724	70542733	-	0.000	0.000	Merged-chr9-70542837-79
NR10640--MA0039.3.KLF4	chr11	67017984	67017994	-	0.000	0.000	Merged-chr11-67017936-9
NR13752--MA0742.1.Klf12	chr12	25864331	25864345	+	0.000	0.000	Merged-chr12-25864437-46
NR9346--MA0599.1.KLF5	chr11	6658495	6658504	+	0.000	0.000	Merged-chr11-6658459-18
NR68396--MA0039.3.KLF4	chr9	43284492	43284502	+	0.000	0.000	Merged-chr9-43284470-20
NR14712--MA0741.1.KLF16	chr12	80790516	80790526	+	0.000	0.000	Merged-chr12-80790825-102
NR70864--MA0599.1.KLF5	chr9	110994828	110994837	-	0.000	0.000	Merged-chr9-110994915-42
NR10776--MA0599.1.KLF5	chr11	69662645	69662654	+	0.000	0.000	Merged-chr11-69662567-73
NR32992--MA0742.1.Klf12	chr19	5273110	5273124	-	0.000	0.000	Merged-chr19-5273188-67
NR24369--MA0599.1.KLF5	chr15	93374732	93374741	-	0.000	0.000	Merged-chr15-93374795-20
NR5653--MA0493.1.Klf1	chr10	39293075	39293085	+	0.000	0.000	Merged-chr10-39293099-66
NR12950--MA1107.1.KLF9	chr11	116464004	116464016	+	0.000	0.000	Merged-chr11-116463971-10
NR22644--MA0657.1.KLF13	chr15	36727836	36727853	+	0.000	0.000	Merged-chr15-36727812-56
NR25630--MA0741.1.KLF16	chr16	24151451	24151461	-	0.000	0.000	Merged-chr16-24151708-115
NR30061--MA1107.1.KLF9	chr17	74500511	74500523	+	0.000	0.000	Merged-chr17-74500451-4
NR960--MA0039.3.KLF4	chr1	63130061	63130071	-	0.000	0.000	Merged-chr1-63130141-51
NR25278--MA0740.1.KLF14	chr16	11501232	11501245	-	0.000	0.000	Merged-chr16-11501282-30
NR61768--MA0741.1.KLF16	chr7	101321060	101321070	-	0.000	0.000	Merged-chr7-101321217-65
NR1191--MA0741.1.KLF16	chr1	74284702	74284712	+	0.000	0.000	Merged-chr1-74284786-68
NR66678--MA0740.1.KLF14	chr8	111259247	111259260	-	0.000	0.000	Merged-chr8-111259123-96
NR36588--MA0599.1.KLF5	chr2	71800980	71800989	+	0.000	0.000	Merged-chr2-71801040-44
NR890--MA0599.1.KLF5	chr1	59912957	59912966	-	0.000	0.000	Merged-chr1-59913244-100
NR23474--MA0741.1.KLF16	chr15	75894413	75894423	+	0.000	0.000	Merged-chr15-75894455-46
NR43207--MA0740.1.KLF14	chr3	129823491	129823504	-	0.000	0.000	Merged-chr3-129823527-31
NR58815--MA0599.1.KLF5	chr7	4685001	4685010	+	0.000	0.000	Merged-chr7-4685047-56
NR50659--MA1107.1.KLF9	chr5	64764440	64764452	+	0.000	0.000	Merged-chr5-64764597-23
NR47932--MA0599.1.KLF5	chr4	135168279	135168288	+	0.000	0.000	Merged-chr4-135168211-13
NR23161--MA0039.3.KLF4	chr15	62079501	62079511	+	0.000	0.000	Merged-chr15-62079594-24
NR13467--MA1107.1.KLF9	chr12	8827558	8827570	-	0.000	0.000	Merged-chr12-8827572-4
NR67741--MA0741.1.KLF16	chr9	14281807	14281817	-	0.000	0.000	Merged-chr9-14281792-3
NR31049--MA0740.1.KLF14	chr18	24603835	24603848	-	0.000	0.000	Merged-chr18-24603729-77
NR56201--MA0599.1.KLF5	chr6	87810846	87810855	+	0.000	0.000	Merged-chr6-87810946-16
NR14464--MA0599.1.KLF5	chr12	70825367	70825376	-	0.000	0.000	Merged-chr12-70825421-128
NR65588--MA1107.1.KLF9	chr8	75071849	75071861	+	0.000	0.000	Merged-chr8-75071889-52
NR67807--MA0741.1.KLF16	chr9	15709974	15709984	-	0.000	0.000	Merged-chr9-15709752-108
NR7230--MA0741.1.KLF16	chr10	81253307	81253317	-	0.000	0.000	Merged-chr10-81253220-18
NR62074--MA0742.1.Klf12	chr7	110627600	110627614	+	0.000	0.000	Merged-chr7-110627584-9
NR29242--MA0741.1.KLF16	chr17	47737860	47737870	-	0.000	0.000	Merged-chr17-47737745-152
NR10095--MA0493.1.Klf1	chr11	51858308	51858318	+	0.000	0.000	Merged-chr11-51858304-83
NR23973--MA0599.1.KLF5	chr15	83084581	83084590	-	0.000	0.000	Merged-chr15-83084478-12
NR13929--MA0657.1.KLF13	chr12	33334097	33334114	-	0.000	0.000	Merged-chr12-33334019-38
NR45376--MA0741.1.KLF16	chr4	47091977	47091987	-	0.000	0.000	Merged-chr4-47092153-114
NR48234--MA0599.1.KLF5	chr4	139597671	139597680	-	0.000	0.000	Merged-chr4-139597659-48
NR25328--MA1107.1.KLF9	chr16	13819265	13819277	-	0.000	0.000	Merged-chr16-13819185-114
NR65007--MA0742.1.Klf12	chr8	60983396	60983410	-	0.000	0.000	Merged-chr8-60983374-74
NR29059--MA0742.1.Klf12	chr17	45474813	45474827	-	0.000	0.000	Merged-chr17-45474910-44
NR53969--MA0741.1.KLF16	chr5	142938580	142938590	+	0.000	0.000	Merged-chr5-142938564-20
NR32373--MA0742.1.Klf12	chr18	77767827	77767841	+	0.000	0.000	Merged-chr18-77767671-52
NR61354--MA0741.1.KLF16	chr7	84417849	84417859	-	0.000	0.000	Merged-chr7-84417695-8
NR17626--MA0741.1.KLF16	chr13	73938080	73938090	-	0.000	0.000	Merged-chr13-73937981-89
NR50799--MA0599.1.KLF5	chr5	67847522	67847531	-	0.000	0.000	Merged-chr5-67847277-128
NR25011--MA0741.1.KLF16	chr16	4586749	4586759	+	0.000	0.000	Merged-chr16-4586695-68
NR66535--MA0740.1.KLF14	chr8	106935704	106935717	+	0.000	0.000	Merged-chr8-106935801-152
NR48006--MA0740.1.KLF14	chr4	136081972	136081985	+	0.000	0.000	Merged-chr4-136081901-45
NR23060--MA0741.1.KLF16	chr15	58595066	58595076	+	0.000	0.000	Merged-chr15-58595150-15
NR28705--MA1107.1.KLF9	chr17	34959278	34959290	+	0.000	0.000	Merged-chr17-34959269-73
NR12037--MA1107.1.KLF9	chr11	98588260	98588272	+	0.000	0.000	Merged-chr11-98588289-18
NR72067--MA0741.1.KLF16	chrX	59134863	59134873	+	0.000	0.000	Merged-chrX-59134766-110
NR46868--MA0741.1.KLF16	chr4	115047844	115047854	+	0.000	0.000	Merged-chr4-115047935-22
NR72240--MA0740.1.KLF14	chrX	75131108	75131121	+	0.000	0.000	Merged-chrX-75130933-50
NR72511--MA0740.1.KLF14	chrX	134541675	134541688	+	0.000	0.000	Merged-chrX-134541555-76
NR4820--MA0740.1.KLF14	chr1	191397223	191397236	-	0.000	0.000	Merged-chr1-191397050-148
NR9433--MA0741.1.KLF16	chr11	19019048	19019058	-	0.000	0.000	Merged-chr11-19019022-32
NR21922--MA0741.1.KLF16	chr14	118950712	118950722	-	0.000	0.000	Merged-chr14-118950797-17
NR61448--MA1107.1.KLF9	chr7	90475999	90476011	-	0.000	0.000	Merged-chr7-90476243-63
NR40974--MA0493.1.Klf1	chr3	51701526	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR9704--MA0741.1.KLF16	chr11	31169344	31169354	+	0.000	0.000	Merged-chr11-31169541-9
NR11740--MA0493.1.Klf1	chr11	94253276	94253286	-	0.000	0.000	Merged-chr11-94253305-42
NR34883--MA0740.1.KLF14	chr2	11777727	11777740	+	0.000	0.000	Merged-chr2-11777973-128
NR50011--MA0599.1.KLF5	chr5	35105751	35105760	+	0.000	0.000	Merged-chr5-35105769-58
NR26198--MA0039.3.KLF4	chr16	48745620	48745630	+	0.000	0.000	Merged-chr16-48745701-29
NR62597--MA0742.1.Klf12	chr7	121734407	121734421	-	0.000	0.000	Merged-chr7-121734454-58
NR52606--MA1107.1.KLF9	chr5	123524263	123524275	-	0.000	0.000	Merged-chr5-123524243-58
NR26254--MA0742.1.Klf12	chr16	51718888	51718902	+	0.000	0.000	Merged-chr16-51718909-24
NR15414--MA1107.1.KLF9	chr12	105537658	105537670	+	0.000	0.000	Merged-chr12-105537597-12
NR24108--MA0741.1.KLF16	chr15	85735479	85735489	-	0.000	0.000	Merged-chr15-85735483-51
NR44433--MA1107.1.KLF9	chr4	4793224	4793236	+	0.000	0.000	Merged-chr4-4792948-124
NR5055--MA0740.1.KLF14	chr10	4900684	4900697	+	0.000	0.000	Merged-chr10-4900498-14
NR22157--MA0741.1.KLF16	chr14	122534310	122534320	+	0.000	0.000	Merged-chr14-122534294-63
NR11866--MA0599.1.KLF5	chr11	96916533	96916542	+	0.000	0.000	Merged-chr11-96916500-59
NR65259--MA0742.1.Klf12	chr8	70212345	70212359	+	0.000	0.000	Merged-chr8-70212496-78
NR64825--MA1107.1.KLF9	chr8	46723059	46723071	-	0.000	0.000	Merged-chr8-46722876-13
NR25459--MA0599.1.KLF5	chr16	17891745	17891754	-	0.000	0.000	Merged-chr16-17891592-85
NR30381--MA0740.1.KLF14	chr17	83148733	83148746	+	0.000	0.000	Merged-chr17-83148588-10
NR63828--MA0741.1.KLF16	chr7	143464979	143464989	+	0.000	0.000	Merged-chr7-143465112-4
NR5451--MA1107.1.KLF9	chr10	24149302	24149314	-	0.000	0.000	Merged-chr10-24149317-57
NR22125--MA0740.1.KLF14	chr14	122104962	122104975	+	0.000	0.000	Merged-chr14-122105066-47
NR32639--MA0039.3.KLF4	chr18	82868018	82868028	-	0.000	0.000	Merged-chr18-82868234-58
NR29585--MA0493.1.Klf1	chr17	56997294	56997304	-	0.000	0.000	Merged-chr17-56997354-48
NR63503--MA0493.1.Klf1	chr7	138848468	138848478	+	0.000	0.000	Merged-chr7-138848569-2
NR56932--MA0741.1.KLF16	chr6	113326751	113326761	+	0.000	0.000	Merged-chr6-113326896-63
NR62211--MA1107.1.KLF9	chr7	114284560	114284572	-	0.000	0.000	Merged-chr7-114284648-5
NR61453--MA0493.1.Klf1	chr7	90476754	90476764	-	0.000	0.000	Merged-chr7-90476840-1
NR69178--MA0740.1.KLF14	chr9	65087632	65087645	-	0.000	0.000	Merged-chr9-65087693-13
NR23854--MA0741.1.KLF16	chr15	81035467	81035477	+	0.000	0.000	Merged-chr15-81035445-15
NR43214--MA0742.1.Klf12	chr3	129901428	129901442	-	0.000	0.000	Merged-chr3-129901484-63
NR72256--MA0599.1.KLF5	chrX	77511052	77511061	+	0.000	0.000	Merged-chrX-77510891-56
NR4335--MA0493.1.Klf1	chr1	181853227	181853237	+	0.000	0.000	Merged-chr1-181853067-80
NR48121--MA1107.1.KLF9	chr4	137866419	137866431	-	0.000	0.000	Merged-chr4-137866445-39
NR58246--MA0493.1.Klf1	chr6	140708143	140708153	-	0.000	0.000	Merged-chr6-140708216-59
NR26437--MA0599.1.KLF5	chr16	62853890	62853899	-	0.000	0.000	Merged-chr16-62854139-85
NR4082--MA0657.1.KLF13	chr1	175693725	175693742	+	0.000	0.000	Merged-chr1-175693836-3
NR37659--MA1107.1.KLF9	chr2	113430867	113430879	+	0.000	0.000	Merged-chr2-113431034-10
NR20409--MA0742.1.Klf12	chr14	55721940	55721954	+	0.000	0.000	Merged-chr14-55722058-57
NR29147--MA0599.1.KLF5	chr17	46674345	46674354	+	0.000	0.000	Merged-chr17-46674317-50
NR18828--MA0740.1.KLF14	chr13	113815954	113815967	-	0.000	0.000	Merged-chr13-113816059-33
NR34734--MA1107.1.KLF9	chr2	4864579	4864591	+	0.000	0.000	Merged-chr2-4864669-14
NR62183--MA0742.1.Klf12	chr7	114088138	114088152	+	0.000	0.000	Merged-chr7-114088152-53
NR49539--MA0599.1.KLF5	chr5	21054903	21054912	+	0.000	0.000	Merged-chr5-21054874-6
NR47436--MA0741.1.KLF16	chr4	129248485	129248495	-	0.000	0.000	Merged-chr4-129248394-18
NR60037--MA0741.1.KLF16	chr7	34912358	34912368	+	0.000	0.000	Merged-chr7-34912506-54
NR68719--MA1107.1.KLF9	chr9	51162028	51162040	-	0.000	0.000	Merged-chr9-51161990-29
NR27773--MA0599.1.KLF5	chr17	13668662	13668671	+	0.000	0.000	Merged-chr17-13668793-34
NR9345--MA1107.1.KLF9	chr11	6658463	6658475	-	0.000	0.000	Merged-chr11-6658459-18
NR42235--MA0039.3.KLF4	chr3	100421694	100421704	+	0.000	0.000	Merged-chr3-100421832-10
NR6420--MA1107.1.KLF9	chr10	67891358	67891370	+	0.000	0.000	Merged-chr10-67891340-18
NR70187--MA1107.1.KLF9	chr9	94614238	94614250	+	0.000	0.000	Merged-chr9-94614117-31
NR27979--MA0599.1.KLF5	chr17	23592680	23592689	+	0.000	0.000	Merged-chr17-23592787-37
NR5725--MA0741.1.KLF16	chr10	40674378	40674388	-	0.000	0.000	Merged-chr10-40674400-11
NR35993--MA0741.1.KLF16	chr2	39009187	39009197	+	0.000	0.000	Merged-chr2-39009126-39
NR71399--MA0599.1.KLF5	chr9	121241969	121241978	-	0.000	0.000	Merged-chr9-121242030-1
NR15320--MA1107.1.KLF9	chr12	102469122	102469134	-	0.000	0.000	Merged-chr12-102469248-59
NR48862--MA0741.1.KLF16	chr4	152039426	152039436	+	0.000	0.000	Merged-chr4-152039295-87
NR42165--MA0599.1.KLF5	chr3	98348830	98348839	-	0.000	0.000	Merged-chr3-98348996-3
NR12522--MA0741.1.KLF16	chr11	106999580	106999590	-	0.000	0.000	Merged-chr11-106999428-68
NR54454--MA0039.3.KLF4	chr6	3346060	3346070	-	0.000	0.000	Merged-chr6-3346173-35
NR61734--MA0741.1.KLF16	chr7	100591125	100591135	+	0.000	0.000	Merged-chr7-100591140-72
NR30607--MA0741.1.KLF16	chr17	87107190	87107200	+	0.000	0.000	Merged-chr17-87107301-129
NR17259--MA0741.1.KLF16	chr13	59557517	59557527	-	0.000	0.000	Merged-chr13-59557232-89
NR22655--MA0599.1.KLF5	chr15	36980069	36980078	-	0.000	0.000	Merged-chr15-36979970-39
NR15526--MA1107.1.KLF9	chr12	107953663	107953675	+	0.000	0.000	Merged-chr12-107953476-22
NR51256--MA0741.1.KLF16	chr5	92603039	92603049	-	0.000	0.000	Merged-chr5-92603127-58
NR10842--MA0741.1.KLF16	chr11	70239858	70239868	-	0.000	0.000	Merged-chr11-70239985-43
NR1223--MA0741.1.KLF16	chr1	74807223	74807233	-	0.000	0.000	Merged-chr1-74806913-73
NR66813--MA0742.1.Klf12	chr8	115568530	115568544	+	0.000	0.000	Merged-chr8-115568627-19
NR47931--MA1107.1.KLF9	chr4	135168038	135168050	+	0.000	0.000	Merged-chr4-135168211-13
NR34874--MA0599.1.KLF5	chr2	11705669	11705678	-	0.000	0.000	Merged-chr2-11705770-67
NR18021--MA1107.1.KLF9	chr13	95063708	95063720	-	0.000	0.000	Merged-chr13-95063599-48
NR72457--MA0493.1.Klf1	chrX	106011816	106011826	-	0.000	0.000	Merged-chrX-106011686-72
NR65391--MA1107.1.KLF9	chr8	71367448	71367460	+	0.000	0.000	Merged-chr8-71367350-68
NR39082--MA1107.1.KLF9	chr2	154713410	154713422	+	0.000	0.000	Merged-chr2-154713279-3
NR9542--MA0741.1.KLF16	chr11	21174713	21174723	-	0.000	0.000	Merged-chr11-21174541-55
NR66608--MA0742.1.Klf12	chr8	109868509	109868523	-	0.000	0.000	Merged-chr8-109868700-77
NR28416--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR49883--MA0493.1.Klf1	chr5	31251872	31251882	+	0.000	0.000	Merged-chr5-31251770-31
NR12289--MA0599.1.KLF5	chr11	102309190	102309199	+	0.000	0.000	Merged-chr11-102309316-55
NR44426--MA0741.1.KLF16	chr4	3875227	3875237	-	0.000	0.000	Merged-chr4-3875114-47
NR43482--MA1107.1.KLF9	chr3	135579493	135579505	-	0.000	0.000	Merged-chr3-135579457-44
NR48109--MA0599.1.KLF5	chr4	137722908	137722917	+	0.000	0.000	Merged-chr4-137723012-20
NR23909--MA0039.3.KLF4	chr15	81872260	81872270	+	0.000	0.000	Merged-chr15-81872198-88
NR57075--MA1107.1.KLF9	chr6	115853411	115853423	+	0.000	0.000	Merged-chr6-115853380-61
NR65033--MA1107.1.KLF9	chr8	61283206	61283218	+	0.000	0.000	Merged-chr8-61283229-50
NR11348--MA0741.1.KLF16	chr11	80081060	80081070	-	0.000	0.000	Merged-chr11-80080950-54
NR34273--MA0657.1.KLF13	chr19	53142399	53142416	-	0.000	0.000	Merged-chr19-53142483-91
NR66110--MA0493.1.Klf1	chr8	92356252	92356262	-	0.000	0.000	Merged-chr8-92356096-76
NR35932--MA0493.1.Klf1	chr2	37359083	37359093	+	0.000	0.000	Merged-chr2-37358910-93
NR66245--MA0599.1.KLF5	chr8	95715895	95715904	+	0.000	0.000	Merged-chr8-95716012-59
NR37530--MA0741.1.KLF16	chr2	105334621	105334631	+	0.000	0.000	Merged-chr2-105334573-32
NR15746--MA0493.1.Klf1	chr12	111694739	111694749	-	0.000	0.000	Merged-chr12-111694748-9
NR65617--MA0741.1.KLF16	chr8	76902220	76902230	+	0.000	0.000	Merged-chr8-76902143-41
NR36797--MA0039.3.KLF4	chr2	77102612	77102622	+	0.000	0.000	Merged-chr2-77102646-21
NR522--MA1107.1.KLF9	chr1	39702679	39702691	-	0.000	0.000	Merged-chr1-39702774-23
NR35176--MA0599.1.KLF5	chr2	23006379	23006388	+	0.000	0.000	Merged-chr2-23006422-36
NR26549--MA0599.1.KLF5	chr16	70314386	70314395	+	0.000	0.000	Merged-chr16-70314268-76
NR64195--MA0599.1.KLF5	chr8	13785613	13785622	-	0.000	0.000	Merged-chr8-13785827-81
NR27323--MA0741.1.KLF16	chr16	97922643	97922653	-	0.000	0.000	Merged-chr16-97922460-77
NR30588--MA0741.1.KLF16	chr17	86753598	86753608	+	0.000	0.000	Merged-chr17-86753860-145
NR24005--MA0039.3.KLF4	chr15	83455839	83455849	-	0.000	0.000	Merged-chr15-83455870-33
NR32610--MA0742.1.Klf12	chr18	82532266	82532280	-	0.000	0.000	Merged-chr18-82532131-16
