#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR21761--MA0493.1.Klf1	chr14	120520120	120520130	+	0.000	0.000	Merged-chr14-120520145-25
NR36268--MA0741.1.KLF16	chr2	73454883	73454893	-	0.000	0.000	Merged-chr2-73454989-18
NR1755--MA0599.1.KLF5	chr1	106152999	106153008	+	0.000	0.000	Merged-chr1-106153126-17
NR21053--MA0741.1.KLF16	chr14	79587581	79587591	-	0.000	0.000	Merged-chr14-79587561-73
NR70265--MA0741.1.KLF16	chrX	137038097	137038107	+	0.000	0.000	Merged-chrX-137038164-54
NR67937--MA0741.1.KLF16	chr9	95858466	95858476	+	0.000	0.000	Merged-chr9-95858420-14
NR67955--MA0039.3.KLF4	chr9	96416216	96416226	-	0.000	0.000	Merged-chr9-96416210-33
NR47186--MA0741.1.KLF16	chr4	136147890	136147900	+	0.000	0.000	Merged-chr4-136147968-56
NR7631--MA0741.1.KLF16	chr10	98776412	98776422	-	0.000	0.000	Merged-chr10-98776574-38
NR60058--MA0741.1.KLF16	chr7	97598760	97598770	-	0.000	0.000	Merged-chr7-97598749-18
NR11117--MA0741.1.KLF16	chr11	82177855	82177865	+	0.000	0.000	Merged-chr11-82178055-28
NR6845--MA1107.1.KLF9	chr10	80701941	80701953	-	0.000	0.000	Merged-chr10-80701879-14
NR9216--MA0599.1.KLF5	chr11	14142714	14142723	-	0.000	0.000	Merged-chr11-14142731-31
NR27983--MA0599.1.KLF5	chr17	31058818	31058827	+	0.000	0.000	Merged-chr17-31058889-44
NR21662--MA1107.1.KLF9	chr14	118930019	118930031	-	0.000	0.000	Merged-chr14-118930023-62
NR24181--MA0742.1.Klf12	chr15	97391026	97391040	+	0.000	0.000	Merged-chr15-97391095-24
NR41500--MA0599.1.KLF5	chr3	94952946	94952955	-	0.000	0.000	Merged-chr3-94952944-28
NR50588--MA0742.1.Klf12	chr5	105511996	105512010	+	0.000	0.000	Merged-chr5-105511925-6
NR32904--MA0657.1.KLF13	chr19	10742350	10742367	+	0.000	0.000	Merged-chr19-10742399-21
NR13695--MA1107.1.KLF9	chr12	25247230	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR24363--MA1107.1.KLF9	chr15	99643891	99643903	+	0.000	0.000	Merged-chr15-99643998-26
NR25412--MA0741.1.KLF16	chr16	33056434	33056444	-	0.000	0.000	Merged-chr16-33056487-79
NR12814--MA0741.1.KLF16	chr11	115747602	115747612	-	0.000	0.000	Merged-chr11-115747608-16
NR51450--MA0740.1.KLF14	chr5	122430272	122430285	+	0.000	0.000	Merged-chr5-122430278-22
NR20321--MA0039.3.KLF4	chr14	56296979	56296989	-	0.000	0.000	Merged-chr14-56296830-101
NR12219--MA0657.1.KLF13	chr11	103360396	103360413	-	0.000	0.000	Merged-chr11-103360491-36
NR10116--MA0740.1.KLF14	chr11	60115282	60115295	-	0.000	0.000	Merged-chr11-60115208-93
NR28070--MA0599.1.KLF5	chr17	32635180	32635189	+	0.000	0.000	Merged-chr17-32635115-43
NR52161--MA0740.1.KLF14	chr5	135689118	135689131	+	0.000	0.000	Merged-chr5-135689128-71
NR9560--MA0493.1.Klf1	chr11	43703694	43703704	+	0.000	0.000	Merged-chr11-43703862-10
NR52379--MA0657.1.KLF13	chr5	138280291	138280308	-	0.000	0.000	Merged-chr5-138280109-50
NR14680--MA0741.1.KLF16	chr12	84408447	84408457	+	0.000	0.000	Merged-chr12-84408533-142
NR47011--MA0740.1.KLF14	chr4	133672445	133672458	-	0.000	0.000	Merged-chr4-133672630-119
NR49735--MA0493.1.Klf1	chr5	72917099	72917109	-	0.000	0.000	Merged-chr5-72916932-38
NR19424--MA1107.1.KLF9	chr14	12243814	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR46810--MA0493.1.Klf1	chr4	130921251	130921261	-	0.000	0.000	Merged-chr4-130921297-32
NR37560--MA1107.1.KLF9	chr2	126467799	126467811	-	0.000	0.000	Merged-chr2-126467944-38
NR39816--MA1107.1.KLF9	chr2	179130667	179130679	-	0.000	0.000	Merged-chr2-179130481-5
NR63860--MA0740.1.KLF14	chr8	84825801	84825814	-	0.000	0.000	Merged-chr8-84825845-44
NR30277--MA0599.1.KLF5	chr18	6136240	6136249	-	0.000	0.000	Merged-chr18-6136132-113
NR3381--MA0741.1.KLF16	chr1	170255755	170255765	-	0.000	0.000	Merged-chr1-170255603-48
NR35108--MA0493.1.Klf1	chr2	29827293	29827303	+	0.000	0.000	Merged-chr2-29827185-59
NR46730--MA0599.1.KLF5	chr4	129542722	129542731	+	0.000	0.000	Merged-chr4-129542711-60
NR9461--MA1107.1.KLF9	chr11	32582956	32582968	+	0.000	0.000	Merged-chr11-32583029-49
NR5149--MA0742.1.Klf12	chr10	17948132	17948146	+	0.000	0.000	Merged-chr10-17948244-7
NR12808--MA0599.1.KLF5	chr11	115717002	115717011	+	0.000	0.000	Merged-chr11-115717034-10
NR56089--MA0599.1.KLF5	chr6	125422599	125422608	-	0.000	0.000	Merged-chr6-125422633-47
NR17016--MA1107.1.KLF9	chr13	52800950	52800962	+	0.000	0.000	Merged-chr13-52800951-49
NR35152--MA1107.1.KLF9	chr2	30286362	30286374	+	0.000	0.000	Merged-chr2-30286345-59
NR65598--MA0599.1.KLF5	chr9	14926828	14926837	+	0.000	0.000	Merged-chr9-14926732-51
NR1767--MA0741.1.KLF16	chr1	106714613	106714623	-	0.000	0.000	Merged-chr1-106714804-1
NR33993--MA1107.1.KLF9	chr19	53760461	53760473	-	0.000	0.000	Merged-chr19-53760542-10
NR31120--MA0493.1.Klf1	chr18	56756153	56756163	-	0.000	0.000	Merged-chr18-56756347-65
NR14874--MA0039.3.KLF4	chr12	88472044	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR16854--MA0599.1.KLF5	chr13	46030983	46030992	+	0.000	0.000	Merged-chr13-46030994-10
NR46721--MA0742.1.Klf12	chr4	129500842	129500856	-	0.000	0.000	Merged-chr4-129500863-48
NR60167--MA0741.1.KLF16	chr7	99450749	99450759	-	0.000	0.000	Merged-chr7-99450884-18
NR63946--MA0493.1.Klf1	chr8	86746120	86746130	-	0.000	0.000	Merged-chr8-86745959-100
NR39956--MA0599.1.KLF5	chr2	181520429	181520438	-	0.000	0.000	Merged-chr2-181520538-61
NR11226--MA0741.1.KLF16	chr11	85407804	85407814	+	0.000	0.000	Merged-chr11-85407928-27
NR51771--MA1107.1.KLF9	chr5	130029494	130029506	-	0.000	0.000	Merged-chr5-130029456-53
NR16159--MA1107.1.KLF9	chr13	5768075	5768087	+	0.000	0.000	Merged-chr13-5768061-15
NR12190--MA0599.1.KLF5	chr11	103094661	103094670	-	0.000	0.000	Merged-chr11-103094550-18
NR37628--MA0493.1.Klf1	chr2	128125919	128125929	-	0.000	0.000	Merged-chr2-128126014-53
NR8246--MA0741.1.KLF16	chr10	117925715	117925725	+	0.000	0.000	Merged-chr10-117925903-63
NR63857--MA0599.1.KLF5	chr8	84811136	84811145	-	0.000	0.000	Merged-chr8-84811046-12
NR58399--MA0657.1.KLF13	chr7	27592459	27592476	-	0.000	0.000	Merged-chr7-27592568-2
NR58518--MA0740.1.KLF14	chr7	29238313	29238326	-	0.000	0.000	Merged-chr7-29238309-53
NR68402--MA0599.1.KLF5	chr9	107635392	107635401	-	0.000	0.000	Merged-chr9-107635488-56
NR66567--MA0599.1.KLF5	chr9	57346115	57346124	-	0.000	0.000	Merged-chr9-57346292-13
NR30469--MA0493.1.Klf1	chr18	24530152	24530162	+	0.000	0.000	Merged-chr18-24530070-76
NR37333--MA0599.1.KLF5	chr2	119337925	119337934	+	0.000	0.000	Merged-chr2-119337945-63
NR41179--MA0741.1.KLF16	chr3	86999101	86999111	+	0.000	0.000	Merged-chr3-86999181-65
NR59310--MA0741.1.KLF16	chr7	64048784	64048794	-	0.000	0.000	Merged-chr7-64048843-48
NR23365--MA0741.1.KLF16	chr15	79347926	79347936	-	0.000	0.000	Merged-chr15-79348102-1
NR54048--MA0741.1.KLF16	chr6	48554901	48554911	+	0.000	0.000	Merged-chr6-48554837-61
NR28849--MA0741.1.KLF16	chr17	51832733	51832743	-	0.000	0.000	Merged-chr17-51832834-116
NR58116--MA0493.1.Klf1	chr7	24369926	24369936	-	0.000	0.000	Merged-chr7-24370030-56
NR31145--MA0740.1.KLF14	chr18	60059215	60059228	+	0.000	0.000	Merged-chr18-60059257-14
NR53070--MA0599.1.KLF5	chr5	148342580	148342589	-	0.000	0.000	Merged-chr5-148342586-57
NR67903--MA0741.1.KLF16	chr9	95279923	95279933	-	0.000	0.000	Merged-chr9-95279790-94
NR13429--MA0741.1.KLF16	chr12	8674215	8674225	-	0.000	0.000	Merged-chr12-8674296-93
NR62609--MA0740.1.KLF14	chr8	26015394	26015407	-	0.000	0.000	Merged-chr8-26015472-62
NR9901--MA0599.1.KLF5	chr11	54438073	54438082	+	0.000	0.000	Merged-chr11-54438316-92
NR54692--MA0493.1.Klf1	chr6	83572526	83572536	-	0.000	0.000	Merged-chr6-83572392-58
NR57249--MA0039.3.KLF4	chr6	146452299	146452309	+	0.000	0.000	Merged-chr6-146452180-48
NR15295--MA0741.1.KLF16	chr12	104998156	104998166	+	0.000	0.000	Merged-chr12-104998025-20
NR6991--MA0740.1.KLF14	chr10	81525253	81525266	-	0.000	0.000	Merged-chr10-81525209-7
NR56424--MA0740.1.KLF14	chr6	134035907	134035920	+	0.000	0.000	Merged-chr6-134035696-155
NR45966--MA1107.1.KLF9	chr4	107357876	107357888	+	0.000	0.000	Merged-chr4-107358068-17
NR17112--MA0742.1.Klf12	chr13	54694128	54694142	-	0.000	0.000	Merged-chr13-54694129-87
NR41307--MA0741.1.KLF16	chr3	89387212	89387222	+	0.000	0.000	Merged-chr3-89387256-27
NR35484--MA0493.1.Klf1	chr2	35690018	35690028	+	0.000	0.000	Merged-chr2-35690128-14
NR59005--MA0599.1.KLF5	chr7	45589209	45589218	-	0.000	0.000	Merged-chr7-45589347-36
NR6684--MA0742.1.Klf12	chr10	80167781	80167795	-	0.000	0.000	Merged-chr10-80167838-67
NR65804--MA0599.1.KLF5	chr9	22468372	22468381	-	0.000	0.000	Merged-chr9-22468507-1
NR65118--MA1107.1.KLF9	chr8	122712169	122712181	-	0.000	0.000	Merged-chr8-122712057-14
NR41178--MA0599.1.KLF5	chr3	86999062	86999071	+	0.000	0.000	Merged-chr3-86999181-65
NR70197--MA0599.1.KLF5	chrX	134541683	134541692	+	0.000	0.000	Merged-chrX-134541555-76
NR35126--MA0493.1.Klf1	chr2	30066343	30066353	+	0.000	0.000	Merged-chr2-30066556-82
NR9140--MA0599.1.KLF5	chr11	6415818	6415827	-	0.000	0.000	Merged-chr11-6415741-2
NR43219--MA0599.1.KLF5	chr3	139042557	139042566	+	0.000	0.000	Merged-chr3-139042568-80
NR55331--MA0741.1.KLF16	chr6	108326210	108326220	-	0.000	0.000	Merged-chr6-108326180-38
NR55997--MA0741.1.KLF16	chr6	124738673	124738683	+	0.000	0.000	Merged-chr6-124738811-28
NR11303--MA0740.1.KLF14	chr11	87817280	87817293	+	0.000	0.000	Merged-chr11-87817234-11
NR44635--MA0493.1.Klf1	chr4	42949696	42949706	+	0.000	0.000	Merged-chr4-42949963-85
NR24910--MA0493.1.Klf1	chr16	11134714	11134724	+	0.000	0.000	Merged-chr16-11134662-66
NR17103--MA0741.1.KLF16	chr13	54611401	54611411	-	0.000	0.000	Merged-chr13-54611305-69
NR44340--MA0599.1.KLF5	chr4	32909438	32909447	+	0.000	0.000	Merged-chr4-32909502-13
NR59564--MA0493.1.Klf1	chr7	75914149	75914159	-	0.000	0.000	Merged-chr7-75914112-33
NR57818--MA1107.1.KLF9	chr7	16273413	16273425	+	0.000	0.000	Merged-chr7-16273527-156
NR51100--MA0741.1.KLF16	chr5	114667662	114667672	-	0.000	0.000	Merged-chr5-114667670-56
NR25901--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR35713--MA0599.1.KLF5	chr2	52955332	52955341	-	0.000	0.000	Merged-chr2-52955279-28
NR39092--MA0599.1.KLF5	chr2	164079626	164079635	+	0.000	0.000	Merged-chr2-164079713-44
NR3413--MA0741.1.KLF16	chr1	171060403	171060413	-	0.000	0.000	Merged-chr1-171060539-31
NR69831--MA1107.1.KLF9	chrX	57337366	57337378	-	0.000	0.000	Merged-chrX-57337198-20
NR51530--MA0493.1.Klf1	chr5	123749566	123749576	-	0.000	0.000	Merged-chr5-123749470-86
NR27540--MA0599.1.KLF5	chr17	25248217	25248226	+	0.000	0.000	Merged-chr17-25248347-49
NR41288--MA0741.1.KLF16	chr3	89251482	89251492	+	0.000	0.000	Merged-chr3-89251546-19
NR10418--MA0599.1.KLF5	chr11	69366847	69366856	+	0.000	0.000	Merged-chr11-69366832-87
NR31479--MA0599.1.KLF5	chr18	67443949	67443958	-	0.000	0.000	Merged-chr18-67443843-22
NR20759--MA0657.1.KLF13	chr14	70781213	70781230	-	0.000	0.000	Merged-chr14-70781292-78
NR23745--MA0741.1.KLF16	chr15	85879292	85879302	+	0.000	0.000	Merged-chr15-85879337-71
NR70630--MA1107.1.KLF9	chrX	169973435	169973447	+	0.000	0.000	Merged-chrX-169973362-71
NR44394--MA0741.1.KLF16	chr4	34880981	34880991	+	0.000	0.000	Merged-chr4-34881201-30
NR64713--MA1107.1.KLF9	chr8	115531466	115531478	+	0.000	0.000	Merged-chr8-115531430-21
NR49575--MA0740.1.KLF14	chr5	65698249	65698262	+	0.000	0.000	Merged-chr5-65698043-105
NR7896--MA0741.1.KLF16	chr10	108110421	108110431	-	0.000	0.000	Merged-chr10-108110299-11
NR55782--MA0493.1.Klf1	chr6	119451004	119451014	+	0.000	0.000	Merged-chr6-119451010-23
NR39401--MA0599.1.KLF5	chr2	168590394	168590403	-	0.000	0.000	Merged-chr2-168590247-214
NR39639--MA0740.1.KLF14	chr2	173659585	173659598	+	0.000	0.000	Merged-chr2-173659827-104
NR22618--MA1107.1.KLF9	chr15	55854825	55854837	+	0.000	0.000	Merged-chr15-55854766-48
NR50912--MA0741.1.KLF16	chr5	112242597	112242607	+	0.000	0.000	Merged-chr5-112242517-49
NR6622--MA0493.1.Klf1	chr10	79908590	79908600	+	0.000	0.000	Merged-chr10-79908801-95
NR60048--MA0657.1.KLF13	chr7	97598721	97598738	-	0.000	0.000	Merged-chr7-97598749-18
NR22473--MA0740.1.KLF14	chr15	42677011	42677024	+	0.000	0.000	Merged-chr15-42676908-4
NR27833--MA0741.1.KLF16	chr17	28590946	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR3870--MA0741.1.KLF16	chr1	180279809	180279819	+	0.000	0.000	Merged-chr1-180279893-43
NR22744--MA0740.1.KLF14	chr15	59620032	59620045	-	0.000	0.000	Merged-chr15-59620120-63
NR12056--MA0599.1.KLF5	chr11	101448390	101448399	-	0.000	0.000	Merged-chr11-101448490-55
NR35238--MA0493.1.Klf1	chr2	32057555	32057565	-	0.000	0.000	Merged-chr2-32057507-27
NR9252--MA0599.1.KLF5	chr11	20112905	20112914	+	0.000	0.000	Merged-chr11-20112942-88
NR66566--MA1107.1.KLF9	chr9	57278571	57278583	+	0.000	0.000	Merged-chr9-57278495-40
NR61467--MA0599.1.KLF5	chr7	130812686	130812695	-	0.000	0.000	Merged-chr7-130812664-20
NR22166--MA0742.1.Klf12	chr15	28159095	28159109	+	0.000	0.000	Merged-chr15-28159214-52
NR12938--MA0599.1.KLF5	chr11	117302036	117302045	-	0.000	0.000	Merged-chr11-117302059-32
NR1639--MA0599.1.KLF5	chr1	92934602	92934611	+	0.000	0.000	Merged-chr1-92934490-65
NR66806--MA0740.1.KLF14	chr9	63740775	63740788	+	0.000	0.000	Merged-chr9-63740717-42
NR24275--MA0599.1.KLF5	chr15	98831486	98831495	+	0.000	0.000	Merged-chr15-98831395-87
NR64177--MA0599.1.KLF5	chr8	95012337	95012346	-	0.000	0.000	Merged-chr8-95012536-10
NR10733--MA0741.1.KLF16	chr11	75245699	75245709	-	0.000	0.000	Merged-chr11-75245890-27
NR28705--MA1107.1.KLF9	chr17	47646712	47646724	-	0.000	0.000	Merged-chr17-47646859-14
NR2093--MA0599.1.KLF5	chr1	130717430	130717439	+	0.000	0.000	Merged-chr1-130717492-49
NR36595--MA0741.1.KLF16	chr2	90679336	90679346	+	0.000	0.000	Merged-chr2-90679344-61
NR59470--MA0493.1.Klf1	chr7	72349956	72349966	+	0.000	0.000	Merged-chr7-72350151-23
NR1238--MA0740.1.KLF14	chr1	75168733	75168746	-	0.000	0.000	Merged-chr1-75168775-61
NR28339--MA0741.1.KLF16	chr17	36032591	36032601	+	0.000	0.000	Merged-chr17-36032371-87
NR33355--MA0742.1.Klf12	chr19	32957100	32957114	+	0.000	0.000	Merged-chr19-32957163-34
NR29026--MA0599.1.KLF5	chr17	57031690	57031699	-	0.000	0.000	Merged-chr17-57031784-94
NR69604--MA0599.1.KLF5	chrX	13552351	13552360	-	0.000	0.000	Merged-chrX-13552455-23
NR58384--MA1107.1.KLF9	chr7	27508261	27508273	-	0.000	0.000	Merged-chr7-27508351-96
NR34044--MA0741.1.KLF16	chr19	55643734	55643744	+	0.000	0.000	Merged-chr19-55643563-56
NR30716--MA0599.1.KLF5	chr18	37813934	37813943	+	0.000	0.000	Merged-chr18-37813954-31
NR2760--MA0599.1.KLF5	chr1	153332893	153332902	+	0.000	0.000	Merged-chr1-153332830-168
NR2074--MA1107.1.KLF9	chr1	128608443	128608455	-	0.000	0.000	Merged-chr1-128608288-19
NR27652--MA0599.1.KLF5	chr17	26885153	26885162	-	0.000	0.000	Merged-chr17-26885199-21
NR11715--MA0741.1.KLF16	chr11	97115404	97115414	+	0.000	0.000	Merged-chr11-97115476-51
NR47019--MA0599.1.KLF5	chr4	133673295	133673304	-	0.000	0.000	Merged-chr4-133673209-1,Merged-chr4-133673416-1
NR62202--MA0742.1.Klf12	chr8	3515353	3515367	-	0.000	0.000	Merged-chr8-3515428-24
NR62445--MA0599.1.KLF5	chr8	13785613	13785622	-	0.000	0.000	Merged-chr8-13785827-81
NR8180--MA0599.1.KLF5	chr10	117627737	117627746	+	0.000	0.000	Merged-chr10-117627744-48
NR60251--MA0742.1.Klf12	chr7	101316911	101316925	-	0.000	0.000	Merged-chr7-101316916-14
NR28915--MA0039.3.KLF4	chr17	56023589	56023599	-	0.000	0.000	Merged-chr17-56023630-14
NR34576--MA0742.1.Klf12	chr2	11653582	11653596	+	0.000	0.000	Merged-chr2-11653612-53
NR66571--MA0493.1.Klf1	chr9	57346465	57346475	-	0.000	0.000	Merged-chr9-57346292-13
NR34847--MA0742.1.Klf12	chr2	25148073	25148087	+	0.000	0.000	Merged-chr2-25148103-14
NR20215--MA0493.1.Klf1	chr14	54464142	54464152	-	0.000	0.000	Merged-chr14-54464203-140
NR15261--MA0741.1.KLF16	chr12	103338455	103338465	+	0.000	0.000	Merged-chr12-103338377-34
NR30393--MA0493.1.Klf1	chr18	20946557	20946567	+	0.000	0.000	Merged-chr18-20946448-65
NR12936--MA0741.1.KLF16	chr11	117266155	117266165	-	0.000	0.000	Merged-chr11-117266091-54
NR66219--MA0741.1.KLF16	chr9	44343882	44343892	-	0.000	0.000	Merged-chr9-44344017-55
NR31357--MA1107.1.KLF9	chr18	65272370	65272382	-	0.000	0.000	Merged-chr18-65272227-29
NR52620--MA0493.1.Klf1	chr5	140999422	140999432	-	0.000	0.000	Merged-chr5-140999389-30
NR51572--MA0740.1.KLF14	chr5	124540764	124540777	-	0.000	0.000	Merged-chr5-124540957-76
NR46930--MA0741.1.KLF16	chr4	132946597	132946607	-	0.000	0.000	Merged-chr4-132946711-2
NR43576--MA1107.1.KLF9	chr3	148219590	148219602	-	0.000	0.000	Merged-chr3-148219682-1
NR69119--MA0039.3.KLF4	chr9	119982589	119982599	-	0.000	0.000	Merged-chr9-119982666-256
NR69129--MA0493.1.Klf1	chr9	120024479	120024489	-	0.000	0.000	Merged-chr9-120024447-6
NR32693--MA1107.1.KLF9	chr19	5815880	5815892	+	0.000	0.000	Merged-chr19-5816092-50
NR47353--MA0039.3.KLF4	chr4	138943861	138943871	+	0.000	0.000	Merged-chr4-138943897-43
NR64965--MA0599.1.KLF5	chr8	120537355	120537364	-	0.000	0.000	Merged-chr8-120537413-55
NR62646--MA0493.1.Klf1	chr8	27177303	27177313	+	0.000	0.000	Merged-chr8-27177254-18
NR60308--MA0741.1.KLF16	chr7	102100317	102100327	+	0.000	0.000	Merged-chr7-102100187-36
NR27773--MA0599.1.KLF5	chr17	28212043	28212052	-	0.000	0.000	Merged-chr17-28212111-51
NR58913--MA0493.1.Klf1	chr7	45017609	45017619	+	0.000	0.000	Merged-chr7-45017720-50
NR5877--MA0493.1.Klf1	chr10	59951878	59951888	+	0.000	0.000	Merged-chr10-59952014-65
NR19983--MA0740.1.KLF14	chr14	47418256	47418269	+	0.000	0.000	Merged-chr14-47418232-53
NR50669--MA0740.1.KLF14	chr5	107359500	107359513	+	0.000	0.000	Merged-chr5-107359666-49
NR4922--MA0599.1.KLF5	chr10	5824393	5824402	-	0.000	0.000	Merged-chr10-5824355-123
NR69716--MA0599.1.KLF5	chrX	48147979	48147988	+	0.000	0.000	Merged-chrX-48147927-58
NR58051--MA0740.1.KLF14	chr7	19665037	19665050	+	0.000	0.000	Merged-chr7-19665223-91
NR21658--MA1107.1.KLF9	chr14	118930011	118930023	-	0.000	0.000	Merged-chr14-118930023-62
NR47302--MA0742.1.Klf12	chr4	138222524	138222538	-	0.000	0.000	Merged-chr4-138222577-29
NR32612--MA0657.1.KLF13	chr19	5041324	5041341	-	0.000	0.000	Merged-chr19-5041354-41
NR43796--MA0493.1.Klf1	chr3	152897339	152897349	+	0.000	0.000	Merged-chr3-152897397-8
NR58988--MA0740.1.KLF14	chr7	45466924	45466937	-	0.000	0.000	Merged-chr7-45466774-59
NR10221--MA0599.1.KLF5	chr11	61762151	61762160	-	0.000	0.000	Merged-chr11-61762062-61
NR68747--MA0657.1.KLF13	chr9	114581808	114581825	+	0.000	0.000	Merged-chr9-114581631-11
NR53775--MA0740.1.KLF14	chr6	35177699	35177712	-	0.000	0.000	Merged-chr6-35177687-66
NR16881--MA0599.1.KLF5	chr13	47043530	47043539	+	0.000	0.000	Merged-chr13-47043518-72
NR56097--MA1107.1.KLF9	chr6	125425521	125425533	-	0.000	0.000	Merged-chr6-125425503-32
NR51256--MA0741.1.KLF16	chr5	118082041	118082051	+	0.000	0.000	Merged-chr5-118082270-75
NR57850--MA0493.1.Klf1	chr7	16310233	16310243	+	0.000	0.000	Merged-chr7-16310124-145
NR728--MA0740.1.KLF14	chr1	54913542	54913555	+	0.000	0.000	Merged-chr1-54913673-53
NR40728--MA0493.1.Klf1	chr3	59120256	59120266	-	0.000	0.000	Merged-chr3-59120352-78
NR41182--MA0493.1.Klf1	chr3	87266865	87266875	-	0.000	0.000	Merged-chr3-87266700-20
NR20200--MA0742.1.Klf12	chr14	54259194	54259208	+	0.000	0.000	Merged-chr14-54259345-44
NR48467--MA0599.1.KLF5	chr5	3301353	3301362	+	0.000	0.000	Merged-chr5-3301212-57
NR10388--MA0742.1.Klf12	chr11	68726843	68726857	+	0.000	0.000	Merged-chr11-68726851-12
NR12154--MA0493.1.Klf1	chr11	102456192	102456202	+	0.000	0.000	Merged-chr11-102456095-36
NR49812--MA0740.1.KLF14	chr5	74285473	74285486	+	0.000	0.000	Merged-chr5-74285542-15
NR34992--MA0740.1.KLF14	chr2	27438403	27438416	+	0.000	0.000	Merged-chr2-27438518-5
NR65551--MA0741.1.KLF16	chr9	7872644	7872654	-	0.000	0.000	Merged-chr9-7872811-86
NR24578--MA0039.3.KLF4	chr15	102165698	102165708	-	0.000	0.000	Merged-chr15-102165758-28
NR28314--MA0742.1.Klf12	chr17	35969855	35969869	-	0.000	0.000	Merged-chr17-35969818-62
NR5205--MA1107.1.KLF9	chr10	20123384	20123396	+	0.000	0.000	Merged-chr10-20123582-7
NR37383--MA0740.1.KLF14	chr2	120027452	120027465	-	0.000	0.000	Merged-chr2-120027547-78
NR23081--MA1107.1.KLF9	chr15	75709113	75709125	-	0.000	0.000	Merged-chr15-75709247-6
NR46735--MA0599.1.KLF5	chr4	129600672	129600681	+	0.000	0.000	Merged-chr4-129600711-50
NR64195--MA0599.1.KLF5	chr8	95320970	95320979	+	0.000	0.000	Merged-chr8-95320775-75
NR20228--MA1107.1.KLF9	chr14	54517535	54517547	-	0.000	0.000	Merged-chr14-54517551-43
NR37556--MA1107.1.KLF9	chr2	125791558	125791570	+	0.000	0.000	Merged-chr2-125791694-59
NR40--MA0493.1.Klf1	chr1	9748369	9748379	+	0.000	0.000	Merged-chr1-9748181-106
NR35255--MA0657.1.KLF13	chr2	32288141	32288158	+	0.000	0.000	Merged-chr2-32288192-62
NR38512--MA0741.1.KLF16	chr2	152294100	152294110	-	0.000	0.000	Merged-chr2-152293907-74
NR46292--MA0741.1.KLF16	chr4	117682009	117682019	-	0.000	0.000	Merged-chr4-117682105-64
NR9457--MA1107.1.KLF9	chr11	32542888	32542900	-	0.000	0.000	Merged-chr11-32542755-79
NR6688--MA0741.1.KLF16	chr10	80167784	80167794	-	0.000	0.000	Merged-chr10-80167838-67
NR737--MA0657.1.KLF13	chr1	55052745	55052762	-	0.000	0.000	Merged-chr1-55052728-71
NR27607--MA0493.1.Klf1	chr17	26253118	26253128	-	0.000	0.000	Merged-chr17-26253067-61
NR59432--MA0741.1.KLF16	chr7	68296331	68296341	-	0.000	0.000	Merged-chr7-68296444-19
NR41402--MA0599.1.KLF5	chr3	90615547	90615556	+	0.000	0.000	Merged-chr3-90615498-36
NR64719--MA0599.1.KLF5	chr8	115728736	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR23758--MA0741.1.KLF16	chr15	85982313	85982323	+	0.000	0.000	Merged-chr15-85982300-69
NR732--MA0039.3.KLF4	chr1	54913544	54913554	+	0.000	0.000	Merged-chr1-54913673-53
NR18142--MA1107.1.KLF9	chr13	96487385	96487397	-	0.000	0.000	Merged-chr13-96487488-44
NR50911--MA0599.1.KLF5	chr5	112242597	112242606	+	0.000	0.000	Merged-chr5-112242517-49
NR67007--MA0740.1.KLF14	chr9	67840237	67840250	+	0.000	0.000	Merged-chr9-67840387-69
NR7049--MA1107.1.KLF9	chr10	82856358	82856370	-	0.000	0.000	Merged-chr10-82856367-8
NR20233--MA0493.1.Klf1	chr14	54554349	54554359	-	0.000	0.000	Merged-chr14-54554312-80
NR11205--MA0741.1.KLF16	chr11	84179628	84179638	+	0.000	0.000	Merged-chr11-84179477-4
NR64309--MA0742.1.Klf12	chr8	105170629	105170643	-	0.000	0.000	Merged-chr8-105170559-11
NR59041--MA0599.1.KLF5	chr7	45923465	45923474	+	0.000	0.000	Merged-chr7-45923352-110
NR63511--MA0039.3.KLF4	chr8	71747292	71747302	+	0.000	0.000	Merged-chr8-71747180-9
NR5292--MA0741.1.KLF16	chr10	23787391	23787401	-	0.000	0.000	Merged-chr10-23787173-89
NR63521--MA0493.1.Klf1	chr8	72169382	72169392	+	0.000	0.000	Merged-chr8-72169499-55
NR19524--MA0741.1.KLF16	chr14	20023978	20023988	-	0.000	0.000	Merged-chr14-20024041-29
NR11865--MA1107.1.KLF9	chr11	98588260	98588272	+	0.000	0.000	Merged-chr11-98588289-18
