#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR51587--MA0599.1.KLF5	chr5	124629062	124629071	-	0.000	0.000	Merged-chr5-124629076-75
NR25278--MA0599.1.KLF5	chr16	29978035	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR60908--MA0741.1.KLF16	chr7	118798480	118798490	-	0.000	0.000	Merged-chr7-118798374-16
NR8881--MA0599.1.KLF5	chr10	128744924	128744933	+	0.000	0.000	Merged-chr10-128744953-65
NR29204--MA0740.1.KLF14	chr17	65929561	65929574	-	0.000	0.000	Merged-chr17-65929405-47
NR37558--MA0741.1.KLF16	chr2	125859001	125859011	-	0.000	0.000	Merged-chr2-125858986-61
NR58727--MA1107.1.KLF9	chr7	35742599	35742611	-	0.000	0.000	Merged-chr7-35742502-39
NR11470--MA0599.1.KLF5	chr11	90687698	90687707	-	0.000	0.000	Merged-chr11-90687520-18
NR53628--MA0599.1.KLF5	chr6	29212002	29212011	-	0.000	0.000	Merged-chr6-29212172-67
NR34787--MA0599.1.KLF5	chr2	22784477	22784486	+	0.000	0.000	Merged-chr2-22784309-53
NR30394--MA0741.1.KLF16	chr18	20946544	20946554	+	0.000	0.000	Merged-chr18-20946448-65
NR58478--MA0741.1.KLF16	chr7	29134862	29134872	-	0.000	0.000	Merged-chr7-29134852-30
NR58651--MA0740.1.KLF14	chr7	34630652	34630665	+	0.000	0.000	Merged-chr7-34630517-24
NR53265--MA0741.1.KLF16	chr5	150840388	150840398	+	0.000	0.000	Merged-chr5-150840546-64
NR37497--MA0599.1.KLF5	chr2	122738438	122738447	-	0.000	0.000	Merged-chr2-122738590-87
NR12136--MA0741.1.KLF16	chr11	102408674	102408684	-	0.000	0.000	Merged-chr11-102408513-28
NR14553--MA0742.1.Klf12	chr12	79359079	79359093	+	0.000	0.000	Merged-chr12-79359000-17
NR27443--MA1107.1.KLF9	chr17	23924759	23924771	-	0.000	0.000	Merged-chr17-23924911-57
NR64183--MA0741.1.KLF16	chr8	95020748	95020758	+	0.000	0.000	Merged-chr8-95020727-36
NR43502--MA0740.1.KLF14	chr3	146220864	146220877	-	0.000	0.000	Merged-chr3-146220972-27
NR57674--MA0599.1.KLF5	chr7	4996094	4996103	-	0.000	0.000	Merged-chr7-4996162-39
NR23411--MA0493.1.Klf1	chr15	80076945	80076955	+	0.000	0.000	Merged-chr15-80076989-19
NR21576--MA0493.1.Klf1	chr14	118137116	118137126	+	0.000	0.000	Merged-chr14-118137201-79
NR3254--MA0742.1.Klf12	chr1	166378923	166378937	-	0.000	0.000	Merged-chr1-166378841-2
NR63448--MA0599.1.KLF5	chr8	71381962	71381971	-	0.000	0.000	Merged-chr8-71381982-56
NR24276--MA0039.3.KLF4	chr15	98832806	98832816	+	0.000	0.000	Merged-chr15-98832824-4
NR8514--MA0599.1.KLF5	chr10	121739951	121739960	-	0.000	0.000	Merged-chr10-121739985-100
NR60862--MA1107.1.KLF9	chr7	117988615	117988627	-	0.000	0.000	Merged-chr7-117988670-8
NR34553--MA1107.1.KLF9	chr2	11016562	11016574	-	0.000	0.000	Merged-chr2-11016646-27
NR44678--MA0493.1.Klf1	chr4	43578705	43578715	+	0.000	0.000	Merged-chr4-43578724-70
NR18743--MA0740.1.KLF14	chr13	108316274	108316287	+	0.000	0.000	Merged-chr13-108316339-65
NR32840--MA0599.1.KLF5	chr19	8798614	8798623	+	0.000	0.000	Merged-chr19-8798550-51
NR34759--MA1107.1.KLF9	chr2	19630761	19630773	+	0.000	0.000	Merged-chr2-19630844-34
NR13045--MA0493.1.Klf1	chr11	118000673	118000683	-	0.000	0.000	Merged-chr11-118000770-19
NR67377--MA0742.1.Klf12	chr9	79792955	79792969	+	0.000	0.000	Merged-chr9-79792846-1
NR27653--MA0039.3.KLF4	chr17	26885151	26885161	-	0.000	0.000	Merged-chr17-26885199-21
NR52806--MA0740.1.KLF14	chr5	144190216	144190229	-	0.000	0.000	Merged-chr5-144190229-35
NR58652--MA0599.1.KLF5	chr7	34630653	34630662	+	0.000	0.000	Merged-chr7-34630517-24
NR19601--MA0741.1.KLF16	chr14	25460387	25460397	-	0.000	0.000	Merged-chr14-25460263-17
NR60857--MA0740.1.KLF14	chr7	117988614	117988627	-	0.000	0.000	Merged-chr7-117988670-8
NR59392--MA0493.1.Klf1	chr7	67222462	67222472	+	0.000	0.000	Merged-chr7-67222582-57
NR53892--MA0599.1.KLF5	chr6	40325574	40325583	-	0.000	0.000	Merged-chr6-40325371-77
NR53829--MA0493.1.Klf1	chr6	38524014	38524024	-	0.000	0.000	Merged-chr6-38524100-15
NR63995--MA0741.1.KLF16	chr8	88361762	88361772	+	0.000	0.000	Merged-chr8-88361574-1
NR24514--MA0740.1.KLF14	chr15	100984089	100984102	-	0.000	0.000	Merged-chr15-100983947-40
NR31387--MA0493.1.Klf1	chr18	65789114	65789124	+	0.000	0.000	Merged-chr18-65788927-59
NR70334--MA0599.1.KLF5	chrX	151047555	151047564	+	0.000	0.000	Merged-chrX-151047295-55
NR18741--MA0599.1.KLF5	chr13	108297778	108297787	+	0.000	0.000	Merged-chr13-108297760-66
NR56459--MA0599.1.KLF5	chr6	134348665	134348674	-	0.000	0.000	Merged-chr6-134348726-53
NR24515--MA0599.1.KLF5	chr15	100984092	100984101	-	0.000	0.000	Merged-chr15-100983947-40
NR62161--MA0599.1.KLF5	chr7	144470635	144470644	+	0.000	0.000	Merged-chr7-144470746-9
NR38108--MA0599.1.KLF5	chr2	144165494	144165503	+	0.000	0.000	Merged-chr2-144165635-63
NR53534--MA0599.1.KLF5	chr6	22340138	22340147	-	0.000	0.000	Merged-chr6-22340067-27
NR14362--MA0039.3.KLF4	chr12	70913636	70913646	-	0.000	0.000	Merged-chr12-70913651-14
NR24300--MA0599.1.KLF5	chr15	99088503	99088512	-	0.000	0.000	Merged-chr15-99088403-27
NR45361--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR23274--MA0740.1.KLF14	chr15	77956750	77956763	-	0.000	0.000	Merged-chr15-77956720-50
NR23421--MA0741.1.KLF16	chr15	80192527	80192537	+	0.000	0.000	Merged-chr15-80192413-58
NR10574--MA0742.1.Klf12	chr11	70983081	70983095	+	0.000	0.000	Merged-chr11-70982951-40
NR57580--MA0599.1.KLF5	chr7	3693613	3693622	-	0.000	0.000	Merged-chr7-3693587-203
NR62426--MA0741.1.KLF16	chr8	13494594	13494604	-	0.000	0.000	Merged-chr8-13494435-15
NR39076--MA0741.1.KLF16	chr2	163750286	163750296	+	0.000	0.000	Merged-chr2-163750187-67
NR48953--MA0599.1.KLF5	chr5	30240774	30240783	-	0.000	0.000	Merged-chr5-30240775-35
NR3875--MA0599.1.KLF5	chr1	180387575	180387584	+	0.000	0.000	Merged-chr1-180387589-46
NR59621--MA0599.1.KLF5	chr7	79363686	79363695	-	0.000	0.000	Merged-chr7-79363578-43
NR6585--MA0599.1.KLF5	chr10	79692123	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR12640--MA0493.1.Klf1	chr11	113187328	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR24388--MA0039.3.KLF4	chr15	99787725	99787735	+	0.000	0.000	Merged-chr15-99787754-26
NR9545--MA0742.1.Klf12	chr11	43377318	43377332	-	0.000	0.000	Merged-chr11-43377382-54
NR68794--MA0741.1.KLF16	chr9	114844153	114844163	-	0.000	0.000	Merged-chr9-114844145-50
NR39467--MA0657.1.KLF13	chr2	170153608	170153625	+	0.000	0.000	Merged-chr2-170153746-43
NR64966--MA0039.3.KLF4	chr8	120537375	120537385	-	0.000	0.000	Merged-chr8-120537413-55
NR32725--MA0741.1.KLF16	chr19	6140958	6140968	+	0.000	0.000	Merged-chr19-6141147-98
NR64751--MA0039.3.KLF4	chr8	116645533	116645543	-	0.000	0.000	Merged-chr8-116645599-31
NR36706--MA1107.1.KLF9	chr2	93334527	93334539	+	0.000	0.000	Merged-chr2-93334286-65
NR35662--MA0599.1.KLF5	chr2	49744497	49744506	+	0.000	0.000	Merged-chr2-49744707-28
NR17697--MA0741.1.KLF16	chr13	81657955	81657965	-	0.000	0.000	Merged-chr13-81657975-90
NR69647--MA0599.1.KLF5	chrX	20817153	20817162	+	0.000	0.000	Merged-chrX-20817186-39
NR65072--MA0493.1.Klf1	chr8	122376581	122376591	-	0.000	0.000	Merged-chr8-122376734-68
NR28886--MA0741.1.KLF16	chr17	52601275	52601285	+	0.000	0.000	Merged-chr17-52601188-69
NR54385--MA0039.3.KLF4	chr6	65140923	65140933	-	0.000	0.000	Merged-chr6-65140933-63
NR36813--MA0741.1.KLF16	chr2	102049966	102049976	+	0.000	0.000	Merged-chr2-102050053-17
NR34591--MA0741.1.KLF16	chr2	12924047	12924057	-	0.000	0.000	Merged-chr2-12924162-70
NR45543--MA0039.3.KLF4	chr4	89369357	89369367	+	0.000	0.000	Merged-chr4-89369224-21
NR57733--MA0741.1.KLF16	chr7	6383301	6383311	-	0.000	0.000	Merged-chr7-6383352-66
NR55820--MA1107.1.KLF9	chr6	120112533	120112545	-	0.000	0.000	Merged-chr6-120112379-94
NR21398--MA0657.1.KLF13	chr14	105232606	105232623	-	0.000	0.000	Merged-chr14-105232653-27
NR11200--MA0039.3.KLF4	chr11	83753657	83753667	+	0.000	0.000	Merged-chr11-83753820-53
NR16696--MA0740.1.KLF14	chr13	38152877	38152890	+	0.000	0.000	Merged-chr13-38152778-13
NR34830--MA0740.1.KLF14	chr2	24919593	24919606	+	0.000	0.000	Merged-chr2-24919565-66
NR34590--MA0599.1.KLF5	chr2	12924050	12924059	-	0.000	0.000	Merged-chr2-12924162-70
NR12085--MA0493.1.Klf1	chr11	101582237	101582247	-	0.000	0.000	Merged-chr11-101582263-20
NR10339--MA1107.1.KLF9	chr11	66961665	66961677	+	0.000	0.000	Merged-chr11-66961666-9
NR27490--MA0741.1.KLF16	chr17	24533727	24533737	+	0.000	0.000	Merged-chr17-24533671-58
NR31737--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR37048--MA0741.1.KLF16	chr2	112510346	112510356	-	0.000	0.000	Merged-chr2-112510265-49
NR45575--MA0741.1.KLF16	chr4	93334758	93334768	-	0.000	0.000	Merged-chr4-93334720-2
NR51032--MA0599.1.KLF5	chr5	113994145	113994154	+	0.000	0.000	Merged-chr5-113994160-2
NR55373--MA0493.1.Klf1	chr6	108717953	108717963	-	0.000	0.000	Merged-chr6-108717791-30
NR53231--MA0741.1.KLF16	chr5	150195942	150195952	+	0.000	0.000	Merged-chr5-150196068-64
NR69991--MA0493.1.Klf1	chrX	93701031	93701041	-	0.000	0.000	Merged-chrX-93701009-42
NR35368--MA0741.1.KLF16	chr2	33431333	33431343	+	0.000	0.000	Merged-chr2-33431387-53
NR7517--MA0742.1.Klf12	chr10	94864856	94864870	-	0.000	0.000	Merged-chr10-94864939-82
NR28315--MA0599.1.KLF5	chr17	35969859	35969868	-	0.000	0.000	Merged-chr17-35969818-62
NR25210--MA0741.1.KLF16	chr16	24151452	24151462	-	0.000	0.000	Merged-chr16-24151708-115
NR8206--MA0741.1.KLF16	chr10	117660144	117660154	-	0.000	0.000	Merged-chr10-117659981-30
NR66923--MA0493.1.Klf1	chr9	65908960	65908970	-	0.000	0.000	Merged-chr9-65909052-64
NR18172--MA0493.1.Klf1	chr13	97235267	97235277	+	0.000	0.000	Merged-chr13-97235164-28
NR46451--MA0599.1.KLF5	chr4	120854785	120854794	+	0.000	0.000	Merged-chr4-120854918-43
NR43947--MA0599.1.KLF5	chr3	155093415	155093424	+	0.000	0.000	Merged-chr3-155093462-79
NR17638--MA0599.1.KLF5	chr13	75845602	75845611	-	0.000	0.000	Merged-chr13-75845828-42
NR50040--MA0493.1.Klf1	chr5	86783215	86783225	+	0.000	0.000	Merged-chr5-86783243-43
NR1437--MA0740.1.KLF14	chr1	86434475	86434488	+	0.000	0.000	Merged-chr1-86434514-65
NR6992--MA0742.1.Klf12	chr10	81525252	81525266	-	0.000	0.000	Merged-chr10-81525209-7
NR64793--MA0599.1.KLF5	chr8	117498502	117498511	-	0.000	0.000	Merged-chr8-117498576-60
NR61182--MA1107.1.KLF9	chr7	126356994	126357006	+	0.000	0.000	Merged-chr7-126357070-17
NR888--MA0493.1.Klf1	chr1	60409653	60409663	-	0.000	0.000	Merged-chr1-60409634-93
NR53767--MA0599.1.KLF5	chr6	35133754	35133763	-	0.000	0.000	Merged-chr6-35133862-87
NR673--MA0493.1.Klf1	chr1	51577913	51577923	+	0.000	0.000	Merged-chr1-51577937-41
NR39051--MA0742.1.Klf12	chr2	163472699	163472713	-	0.000	0.000	Merged-chr2-163472521-59
NR70209--MA0599.1.KLF5	chrX	134963381	134963390	+	0.000	0.000	Merged-chrX-134963484-45
NR34997--MA0493.1.Klf1	chr2	27438403	27438413	+	0.000	0.000	Merged-chr2-27438518-5
NR31047--MA0493.1.Klf1	chr18	55161686	55161696	-	0.000	0.000	Merged-chr18-55161771-19
NR2690--MA1107.1.KLF9	chr1	151083936	151083948	-	0.000	0.000	Merged-chr1-151084034-24
NR35793--MA0740.1.KLF14	chr2	57116813	57116826	-	0.000	0.000	Merged-chr2-57116903-105
NR60742--MA0493.1.Klf1	chr7	114356566	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR2896--MA1107.1.KLF9	chr1	156217435	156217447	-	0.000	0.000	Merged-chr1-156217514-18
NR58664--MA0740.1.KLF14	chr7	35056702	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR10198--MA0741.1.KLF16	chr11	61231501	61231511	-	0.000	0.000	Merged-chr11-61231556-8
NR51598--MA0741.1.KLF16	chr5	124729818	124729828	+	0.000	0.000	Merged-chr5-124729814-15
NR6951--MA0740.1.KLF14	chr10	81357424	81357437	+	0.000	0.000	Merged-chr10-81357608-63
NR65413--MA0599.1.KLF5	chr8	126824503	126824512	+	0.000	0.000	Merged-chr8-126824669-18
NR20751--MA0599.1.KLF5	chr14	70618076	70618085	-	0.000	0.000	Merged-chr14-70618190-41
NR3538--MA0742.1.Klf12	chr1	173910874	173910888	+	0.000	0.000	Merged-chr1-173910910-9
NR13575--MA0741.1.KLF16	chr12	17736625	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR19257--MA1107.1.KLF9	chr13	117203239	117203251	-	0.000	0.000	Merged-chr13-117203167-67
NR26444--MA0741.1.KLF16	chr16	91447045	91447055	-	0.000	0.000	Merged-chr16-91447068-40
NR65958--MA1107.1.KLF9	chr9	32495505	32495517	-	0.000	0.000	Merged-chr9-32495799-63
NR67249--MA0657.1.KLF13	chr9	75402269	75402286	+	0.000	0.000	Merged-chr9-75402101-74
NR28927--MA0742.1.Klf12	chr17	56079267	56079281	+	0.000	0.000	Merged-chr17-56079386-89
NR42422--MA0741.1.KLF16	chr3	121723440	121723450	-	0.000	0.000	Merged-chr3-121723396-86
NR57908--MA0741.1.KLF16	chr7	16891718	16891728	+	0.000	0.000	Merged-chr7-16891959-60
NR53743--MA0039.3.KLF4	chr6	33683797	33683807	-	0.000	0.000	Merged-chr6-33683719-46
NR69665--MA0599.1.KLF5	chrX	36598128	36598137	-	0.000	0.000	Merged-chrX-36598230-66
NR47998--MA0740.1.KLF14	chr4	150087349	150087362	-	0.000	0.000	Merged-chr4-150087480-81
NR50072--MA0599.1.KLF5	chr5	88676306	88676315	-	0.000	0.000	Merged-chr5-88676360-5
NR27123--MA0740.1.KLF14	chr17	10840203	10840216	+	0.000	0.000	Merged-chr17-10840429-74
NR22879--MA0741.1.KLF16	chr15	64113272	64113282	+	0.000	0.000	Merged-chr15-64113403-29
NR28094--MA0039.3.KLF4	chr17	33629373	33629383	+	0.000	0.000	Merged-chr17-33629191-60
NR26358--MA1107.1.KLF9	chr16	90181640	90181652	+	0.000	0.000	Merged-chr16-90181555-14
NR44494--MA1107.1.KLF9	chr4	41503137	41503149	+	0.000	0.000	Merged-chr4-41503192-32
NR58424--MA0599.1.KLF5	chr7	28312052	28312061	+	0.000	0.000	Merged-chr7-28312068-51
NR6093--MA0741.1.KLF16	chr10	68040143	68040153	-	0.000	0.000	Merged-chr10-68039987-57
NR10770--MA0741.1.KLF16	chr11	75654338	75654348	-	0.000	0.000	Merged-chr11-75654262-32
NR28986--MA0493.1.Klf1	chr17	56757567	56757577	-	0.000	0.000	Merged-chr17-56757477-9
NR27355--MA0599.1.KLF5	chr17	21617544	21617553	-	0.000	0.000	Merged-chr17-21617473-39
NR39654--MA0493.1.Klf1	chr2	173659797	173659807	+	0.000	0.000	Merged-chr2-173659827-104
NR490--MA0599.1.KLF5	chr1	39196991	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR29735--MA1107.1.KLF9	chr17	83158738	83158750	+	0.000	0.000	Merged-chr17-83158899-1
NR39574--MA0599.1.KLF5	chr2	173000086	173000095	-	0.000	0.000	Merged-chr2-173000238-62
NR13703--MA0741.1.KLF16	chr12	25439017	25439027	-	0.000	0.000	Merged-chr12-25438792-86
NR69798--MA0742.1.Klf12	chrX	53643794	53643808	-	0.000	0.000	Merged-chrX-53643613-70
NR66274--MA0493.1.Klf1	chr9	45062967	45062977	-	0.000	0.000	Merged-chr9-45062852-37
NR56805--MA0742.1.Klf12	chr6	140424634	140424648	+	0.000	0.000	Merged-chr6-140424480-146
NR42423--MA0599.1.KLF5	chr3	121723458	121723467	-	0.000	0.000	Merged-chr3-121723396-86
NR2444--MA1107.1.KLF9	chr1	138348697	138348709	+	0.000	0.000	Merged-chr1-138348736-39
NR49162--MA0742.1.Klf12	chr5	35757848	35757862	-	0.000	0.000	Merged-chr5-35757894-103
NR65669--MA0740.1.KLF14	chr9	21033370	21033383	+	0.000	0.000	Merged-chr9-21033444-26
NR39328--MA0740.1.KLF14	chr2	167713147	167713160	-	0.000	0.000	Merged-chr2-167713112-41
NR37166--MA0599.1.KLF5	chr2	116893936	116893945	+	0.000	0.000	Merged-chr2-116894094-31
NR22218--MA1107.1.KLF9	chr15	34046421	34046433	+	0.000	0.000	Merged-chr15-34046584-10
NR3986--MA1107.1.KLF9	chr1	182383214	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR30121--MA0741.1.KLF16	chr17	88530024	88530034	-	0.000	0.000	Merged-chr17-88530189-72
NR44356--MA0493.1.Klf1	chr4	32950899	32950909	+	0.000	0.000	Merged-chr4-32950743-79
NR14045--MA1107.1.KLF9	chr12	52383144	52383156	-	0.000	0.000	Merged-chr12-52383146-23
NR15122--MA0493.1.Klf1	chr12	100277002	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR66527--MA0741.1.KLF16	chr9	56098022	56098032	+	0.000	0.000	Merged-chr9-56098023-21
NR50940--MA0493.1.Klf1	chr5	112325387	112325397	+	0.000	0.000	Merged-chr5-112325487-138
NR56575--MA0493.1.Klf1	chr6	136684095	136684105	+	0.000	0.000	Merged-chr6-136683885-26
NR36389--MA0493.1.Klf1	chr2	77175979	77175989	-	0.000	0.000	Merged-chr2-77175946-2
NR41690--MA1107.1.KLF9	chr3	96939002	96939014	-	0.000	0.000	Merged-chr3-96938962-26
NR26282--MA0741.1.KLF16	chr16	87746843	87746853	-	0.000	0.000	Merged-chr16-87746947-32
NR20175--MA0742.1.Klf12	chr14	53795319	53795333	-	0.000	0.000	Merged-chr14-53795361-42
NR57680--MA0741.1.KLF16	chr7	4996238	4996248	-	0.000	0.000	Merged-chr7-4996162-39
NR70281--MA0741.1.KLF16	chrX	140520398	140520408	-	0.000	0.000	Merged-chrX-140520476-51
NR55826--MA0599.1.KLF5	chr6	120206733	120206742	+	0.000	0.000	Merged-chr6-120206801-39
NR59426--MA0741.1.KLF16	chr7	68278997	68279007	-	0.000	0.000	Merged-chr7-68279041-18
NR49121--MA0740.1.KLF14	chr5	35105750	35105763	+	0.000	0.000	Merged-chr5-35105769-58
NR16314--MA0740.1.KLF14	chr13	14630105	14630118	+	0.000	0.000	Merged-chr13-14630250-50
NR24668--MA0741.1.KLF16	chr15	103340173	103340183	-	0.000	0.000	Merged-chr15-103340196-50
NR22143--MA0599.1.KLF5	chr15	27578022	27578031	+	0.000	0.000	Merged-chr15-27578127-37
NR53418--MA0599.1.KLF5	chr6	7844638	7844647	+	0.000	0.000	Merged-chr6-7844794-101
NR314--MA0039.3.KLF4	chr1	35580671	35580681	+	0.000	0.000	Merged-chr1-35580626-34
NR42535--MA0599.1.KLF5	chr3	123515034	123515043	-	0.000	0.000	Merged-chr3-123515174-4
NR35406--MA1107.1.KLF9	chr2	34802257	34802269	-	0.000	0.000	Merged-chr2-34802496-68
NR3623--MA0039.3.KLF4	chr1	175671995	175672005	+	0.000	0.000	Merged-chr1-175671979-22
NR56467--MA1107.1.KLF9	chr6	134567025	134567037	+	0.000	0.000	Merged-chr6-134566901-76
NR12830--MA0741.1.KLF16	chr11	115974924	115974934	-	0.000	0.000	Merged-chr11-115974957-30
NR4498--MA0039.3.KLF4	chr1	189933636	189933646	-	0.000	0.000	Merged-chr1-189933791-26
NR68801--MA0742.1.Klf12	chr9	114978268	114978282	-	0.000	0.000	Merged-chr9-114978138-2
NR32239--MA0039.3.KLF4	chr18	84103560	84103570	+	0.000	0.000	Merged-chr18-84103530-28
NR32925--MA0493.1.Klf1	chr19	11494660	11494670	-	0.000	0.000	Merged-chr19-11494704-35
NR58989--MA0742.1.Klf12	chr7	45466923	45466937	-	0.000	0.000	Merged-chr7-45466774-59
NR68132--MA0599.1.KLF5	chr9	102779723	102779732	+	0.000	0.000	Merged-chr9-102779765-25
NR9935--MA0493.1.Klf1	chr11	55113714	55113724	+	0.000	0.000	Merged-chr11-55113653-25
NR53095--MA0493.1.Klf1	chr5	148709065	148709075	-	0.000	0.000	Merged-chr5-148709171-35
NR59012--MA0741.1.KLF16	chr7	45643820	45643830	-	0.000	0.000	Merged-chr7-45643762-54
NR29781--MA0599.1.KLF5	chr17	83706142	83706151	+	0.000	0.000	Merged-chr17-83706034-70
NR59851--MA0740.1.KLF14	chr7	89232744	89232757	+	0.000	0.000	Merged-chr7-89232776-19
NR52140--MA0599.1.KLF5	chr5	135669922	135669931	-	0.000	0.000	Merged-chr5-135669926-12
NR7885--MA0493.1.Klf1	chr10	107872813	107872823	+	0.000	0.000	Merged-chr10-107872809-21
NR49947--MA0741.1.KLF16	chr5	77144802	77144812	-	0.000	0.000	Merged-chr5-77144936-48
NR62721--MA0740.1.KLF14	chr8	34529602	34529615	-	0.000	0.000	Merged-chr8-34529653-1
NR65403--MA1107.1.KLF9	chr8	126601494	126601506	-	0.000	0.000	Merged-chr8-126601517-21
NR39642--MA0740.1.KLF14	chr2	173659684	173659697	+	0.000	0.000	Merged-chr2-173659827-104
NR58522--MA0493.1.Klf1	chr7	29238316	29238326	-	0.000	0.000	Merged-chr7-29238309-53
NR54520--MA1107.1.KLF9	chr6	72512657	72512669	+	0.000	0.000	Merged-chr6-72512694-63
NR4817--MA0493.1.Klf1	chr10	3973047	3973057	+	0.000	0.000	Merged-chr10-3973158-1
NR58442--MA0599.1.KLF5	chr7	28451956	28451965	+	0.000	0.000	Merged-chr7-28452002-19
NR24663--MA0599.1.KLF5	chr15	103340142	103340151	-	0.000	0.000	Merged-chr15-103340196-50
NR14047--MA0741.1.KLF16	chr12	52504146	52504156	-	0.000	0.000	Merged-chr12-52504054-125
NR39064--MA0742.1.Klf12	chr2	163750225	163750239	+	0.000	0.000	Merged-chr2-163750187-67
NR37486--MA0740.1.KLF14	chr2	122369206	122369219	-	0.000	0.000	Merged-chr2-122369135-71
NR69110--MA0599.1.KLF5	chr9	119963510	119963519	+	0.000	0.000	Merged-chr9-119963439-34
NR32847--MA0741.1.KLF16	chr19	8802417	8802427	-	0.000	0.000	Merged-chr19-8802407-58
NR22098--MA0741.1.KLF16	chr15	25413988	25413998	+	0.000	0.000	Merged-chr15-25413790-40
NR41105--MA0599.1.KLF5	chr3	83863232	83863241	+	0.000	0.000	Merged-chr3-83863238-36
NR51283--MA0599.1.KLF5	chr5	118478285	118478294	+	0.000	0.000	Merged-chr5-118478208-82
NR351--MA0740.1.KLF14	chr1	36471505	36471518	-	0.000	0.000	Merged-chr1-36471708-91
NR49806--MA0599.1.KLF5	chr5	74260700	74260709	-	0.000	0.000	Merged-chr5-74260801-106
NR57665--MA0493.1.Klf1	chr7	4948750	4948760	-	0.000	0.000	Merged-chr7-4948568-26,Merged-chr7-4948937-4
NR6996--MA0741.1.KLF16	chr10	81525255	81525265	-	0.000	0.000	Merged-chr10-81525209-7
NR12233--MA0742.1.Klf12	chr11	103966554	103966568	-	0.000	0.000	Merged-chr11-103966645-61
NR58846--MA0742.1.Klf12	chr7	44305093	44305107	-	0.000	0.000	Merged-chr7-44305170-86
NR69742--MA0741.1.KLF16	chrX	48439383	48439393	+	0.000	0.000	Merged-chrX-48439360-33
NR23661--MA0039.3.KLF4	chr15	84212270	84212280	-	0.000	0.000	Merged-chr15-84212289-37
NR28137--MA0741.1.KLF16	chr17	33999585	33999595	+	0.000	0.000	Merged-chr17-33999778-27
NR15539--MA0741.1.KLF16	chr12	108646455	108646465	-	0.000	0.000	Merged-chr12-108646363-75
NR28310--MA0740.1.KLF14	chr17	35919113	35919126	-	0.000	0.000	Merged-chr17-35919087-27
NR18512--MA1107.1.KLF9	chr13	102284446	102284458	+	0.000	0.000	Merged-chr13-102284441-1
NR60097--MA1107.1.KLF9	chr7	98489936	98489948	-	0.000	0.000	Merged-chr7-98489839-41
NR39055--MA0741.1.KLF16	chr2	163472689	163472699	+	0.000	0.000	Merged-chr2-163472521-59
NR68459--MA0599.1.KLF5	chr9	108201314	108201323	+	0.000	0.000	Merged-chr9-108201312-49
NR41664--MA0493.1.Klf1	chr3	96759780	96759790	-	0.000	0.000	Merged-chr3-96759827-28
NR28896--MA1107.1.KLF9	chr17	53570028	53570040	-	0.000	0.000	Merged-chr17-53570221-85
NR29973--MA0493.1.Klf1	chr17	86353929	86353939	-	0.000	0.000	Merged-chr17-86353995-34
NR57108--MA0740.1.KLF14	chr6	144664995	144665008	+	0.000	0.000	Merged-chr6-144664964-20
NR28681--MA1107.1.KLF9	chr17	47171163	47171175	-	0.000	0.000	Merged-chr17-47171280-54
NR32433--MA0741.1.KLF16	chr18	89769540	89769550	-	0.000	0.000	Merged-chr18-89769377-55
NR49125--MA0493.1.Klf1	chr5	35105750	35105760	+	0.000	0.000	Merged-chr5-35105769-58
NR28538--MA1107.1.KLF9	chr17	45119792	45119804	+	0.000	0.000	Merged-chr17-45119999-67
NR64686--MA0599.1.KLF5	chr8	115113104	115113113	+	0.000	0.000	Merged-chr8-115113135-10
NR17101--MA0599.1.KLF5	chr13	54611402	54611411	-	0.000	0.000	Merged-chr13-54611305-69
NR66888--MA0741.1.KLF16	chr9	65551140	65551150	-	0.000	0.000	Merged-chr9-65551237-57
NR20546--MA0741.1.KLF16	chr14	63227826	63227836	-	0.000	0.000	Merged-chr14-63227977-21
NR7629--MA0039.3.KLF4	chr10	98776397	98776407	+	0.000	0.000	Merged-chr10-98776574-38
NR41195--MA0741.1.KLF16	chr3	87948275	87948285	-	0.000	0.000	Merged-chr3-87948447-14
NR38867--MA0741.1.KLF16	chr2	158794734	158794744	-	0.000	0.000	Merged-chr2-158794730-73
NR33112--MA0740.1.KLF14	chr19	19111343	19111356	-	0.000	0.000	Merged-chr19-19111184-72
