#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR1794--MA0511.2.RUNX2	chr11	100905108	100905116	+	0.000	0.000	Merged-chr11-100905066-56
NR7877--MA0002.2.RUNX1	chr6	22339882	22339892	-	0.000	0.000	Merged-chr6-22340067-27
NR4185--MA0511.2.RUNX2	chr17	23797593	23797601	+	0.000	0.000	Merged-chr17-23797661-48
NR3523--MA0684.1.RUNX3	chr15	60132880	60132889	-	0.000	0.000	Merged-chr15-60132913-50
NR9513--MA0511.2.RUNX2	chr9	5298620	5298628	-	0.000	0.000	Merged-chr9-5298744-86
NR7291--MA0511.2.RUNX2	chr5	24393606	24393614	+	0.000	0.000	Merged-chr5-24393621-16
NR1638--MA0684.1.RUNX3	chr11	58017538	58017547	-	0.000	0.000	Merged-chr11-58017541-22
NR3917--MA0002.2.RUNX1	chr16	51767801	51767811	-	0.000	0.000	Merged-chr16-51767896-20
NR4029--MA0684.1.RUNX3	chr16	89938343	89938352	+	0.000	0.000	Merged-chr16-89938532-48
NR5660--MA0684.1.RUNX3	chr2	132643378	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR1380--MA0511.2.RUNX2	chr10	118407016	118407024	+	0.000	0.000	Merged-chr10-118407091-36
NR1922--MA0511.2.RUNX2	chr11	121475787	121475795	-	0.000	0.000	Merged-chr11-121475688-49
NR6659--MA0511.2.RUNX2	chr4	24569312	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR1446--MA0511.2.RUNX2	chr10	127231156	127231164	+	0.000	0.000	Merged-chr10-127231137-38
NR3503--MA0002.2.RUNX1	chr15	53235522	53235532	-	0.000	0.000	Merged-chr15-53235617-41
NR1281--MA0002.2.RUNX1	chr10	95266290	95266300	-	0.000	0.000	Merged-chr10-95266356-28
NR5041--MA0684.1.RUNX3	chr19	41354448	41354457	-	0.000	0.000	Merged-chr19-41354593-71
NR7320--MA0002.2.RUNX1	chr5	33038740	33038750	+	0.000	0.000	Merged-chr5-33038881-5
NR6245--MA0511.2.RUNX2	chr3	103058364	103058372	-	0.000	0.000	Merged-chr3-103058357-51
NR5978--MA0684.1.RUNX3	chr3	28244427	28244436	-	0.000	0.000	Merged-chr3-28244555-21
NR7115--MA0002.2.RUNX1	chr4	143143849	143143859	-	0.000	0.000	Merged-chr4-143143811-50
NR8098--MA0684.1.RUNX3	chr6	88835196	88835205	+	0.000	0.000	Merged-chr6-88835222-14
NR1599--MA0002.2.RUNX1	chr11	50213201	50213211	+	0.000	0.000	Merged-chr11-50213336-46
NR9523--MA0002.2.RUNX1	chr9	8017382	8017392	-	0.000	0.000	Merged-chr9-8017480-33
NR8719--MA0511.2.RUNX2	chr7	75642400	75642408	-	0.000	0.000	Merged-chr7-75642451-22
NR7367--MA0002.2.RUNX1	chr5	52783008	52783018	+	0.000	0.000	Merged-chr5-52783183-56
NR2901--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR9874--MA0511.2.RUNX2	chr9	96583333	96583341	-	0.000	0.000	Merged-chr9-96583315-51
NR4217--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR1456--MA0002.2.RUNX1	chr10	128504823	128504833	+	0.000	0.000	Merged-chr10-128504918-39
NR10204--MA0002.2.RUNX1	chrX	113868016	113868026	-	0.000	0.000	Merged-chrX-113868253-73
NR3692--MA0511.2.RUNX2	chr15	97964225	97964233	-	0.000	0.000	Merged-chr15-97964061-82
NR1727--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR94--MA0684.1.RUNX3	chr1	37473509	37473518	+	0.000	0.000	Merged-chr1-37473461-33
NR3758--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR2882--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR3265--MA0684.1.RUNX3	chr14	103088718	103088727	-	0.000	0.000	Merged-chr14-103088795-24
NR5544--MA0002.2.RUNX1	chr2	103659785	103659795	+	0.000	0.000	Merged-chr2-103659777-12
NR10062--MA0684.1.RUNX3	chrX	12006239	12006248	-	0.000	0.000	Merged-chrX-12006353-78
NR1393--MA0511.2.RUNX2	chr10	118599819	118599827	+	0.000	0.000	Merged-chr10-118599644-70
NR4055--MA0511.2.RUNX2	chr16	91917805	91917813	-	0.000	0.000	Merged-chr16-91917917-41
NR1171--MA0684.1.RUNX3	chr10	78345838	78345847	+	0.000	0.000	Merged-chr10-78345751-13
NR1713--MA0684.1.RUNX3	chr11	79076641	79076650	+	0.000	0.000	Merged-chr11-79076715-52
NR1294--MA0002.2.RUNX1	chr10	96274204	96274214	+	0.000	0.000	Merged-chr10-96274144-52
NR1836--MA0002.2.RUNX1	chr11	108223122	108223132	+	0.000	0.000	Merged-chr11-108223138-56
NR4942--MA0002.2.RUNX1	chr19	16790168	16790178	-	0.000	0.000	Merged-chr19-16790195-21
NR5054--MA0684.1.RUNX3	chr19	43689771	43689780	-	0.000	0.000	Merged-chr19-43689682-56
NR5382--MA0002.2.RUNX1	chr2	61514183	61514193	+	0.000	0.000	Merged-chr2-61514287-58
NR10171--MA0684.1.RUNX3	chrX	85868244	85868253	+	0.000	0.000	Merged-chrX-85868335-21
NR1965--MA0684.1.RUNX3	chr12	16584080	16584089	+	0.000	0.000	Merged-chr12-16584018-49
NR3497--MA0002.2.RUNX1	chr15	52928615	52928625	-	0.000	0.000	Merged-chr15-52928656-21
NR532--MA0002.2.RUNX1	chr1	144355776	144355786	+	0.000	0.000	Merged-chr1-144355940-45
NR1151--MA0002.2.RUNX1	chr10	75429655	75429665	-	0.000	0.000	Merged-chr10-75429705-8
NR9536--MA0002.2.RUNX1	chr9	14296249	14296259	+	0.000	0.000	Merged-chr9-14296291-25
NR1773--MA0511.2.RUNX2	chr11	97315644	97315652	-	0.000	0.000	Merged-chr11-97315787-53
NR7856--MA0002.2.RUNX1	chr6	15728977	15728987	+	0.000	0.000	Merged-chr6-15729145-52
NR9665--MA0684.1.RUNX3	chr9	54612826	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR7171--MA0002.2.RUNX1	chr4	149856497	149856507	+	0.000	0.000	Merged-chr4-149856656-49
NR40--MA0002.2.RUNX1	chr1	16656912	16656922	+	0.000	0.000	Merged-chr1-16656979-64
NR7793--MA0511.2.RUNX2	chr5	144126166	144126174	-	0.000	0.000	Merged-chr5-144126158-36
NR5828--MA0002.2.RUNX1	chr2	167363581	167363591	-	0.000	0.000	Merged-chr2-167363421-42
NR1598--MA0684.1.RUNX3	chr11	49978358	49978367	-	0.000	0.000	Merged-chr11-49978330-26
NR1869--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR6983--MA0002.2.RUNX1	chr4	119812890	119812900	-	0.000	0.000	Merged-chr4-119812995-31
NR9916--MA0002.2.RUNX1	chr9	107644720	107644730	-	0.000	0.000	Merged-chr9-107644761-45
NR5957--MA0684.1.RUNX3	chr3	21965700	21965709	+	0.000	0.000	Merged-chr3-21965803-23
NR9330--MA0511.2.RUNX2	chr8	91082104	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR4339--MA0511.2.RUNX2	chr17	56289436	56289444	+	0.000	0.000	Merged-chr17-56289493-28
NR1726--MA0684.1.RUNX3	chr11	80514103	80514112	-	0.000	0.000	Merged-chr11-80513979-21
NR5765--MA0511.2.RUNX2	chr2	156918722	156918730	+	0.000	0.000	Merged-chr2-156918803-29
NR1849--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR9231--MA0002.2.RUNX1	chr8	53639123	53639133	-	0.000	0.000	Merged-chr8-53639020-77
NR10011--MA0511.2.RUNX2	chr9	119744091	119744099	+	0.000	0.000	Merged-chr9-119744132-67
NR9582--MA0511.2.RUNX2	chr9	37576668	37576676	+	0.000	0.000	Merged-chr9-37576736-24
NR5395--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR750--MA0002.2.RUNX1	chr1	181860899	181860909	+	0.000	0.000	Merged-chr1-181860828-54
NR1312--MA0684.1.RUNX3	chr10	98786239	98786248	+	0.000	0.000	Merged-chr10-98786079-74
NR9919--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR4369--MA0684.1.RUNX3	chr17	64754406	64754415	-	0.000	0.000	Merged-chr17-64754304-57
NR7680--MA0684.1.RUNX3	chr5	121564596	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR4270--MA0002.2.RUNX1	chr17	44256768	44256778	+	0.000	0.000	Merged-chr17-44256797-30
NR73--MA0684.1.RUNX3	chr1	36025100	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR3466--MA0511.2.RUNX2	chr15	41846676	41846684	-	0.000	0.000	Merged-chr15-41846585-48
NR5252--MA0002.2.RUNX1	chr2	27515075	27515085	-	0.000	0.000	Merged-chr2-27515177-76
NR9505--MA0511.2.RUNX2	chr8	128223321	128223329	-	0.000	0.000	Merged-chr8-128223372-20
NR3323--MA0511.2.RUNX2	chr14	121372705	121372713	+	0.000	0.000	Merged-chr14-121372467-99
NR3101--MA0684.1.RUNX3	chr14	60072651	60072660	+	0.000	0.000	Merged-chr14-60072713-24
NR1709--MA0511.2.RUNX2	chr11	77519248	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR2149--MA0511.2.RUNX2	chr12	84361962	84361970	+	0.000	0.000	Merged-chr12-84361872-57
NR3846--MA0511.2.RUNX2	chr16	36724113	36724121	-	0.000	0.000	Merged-chr16-36724137-4
NR7107--MA0002.2.RUNX1	chr4	141538581	141538591	+	0.000	0.000	Merged-chr4-141538465-87
NR5156--MA0002.2.RUNX1	chr2	3740372	3740382	+	0.000	0.000	Merged-chr2-3740398-41
NR5427--MA0002.2.RUNX1	chr2	71941537	71941547	-	0.000	0.000	Merged-chr2-71941624-65
NR1468--MA0684.1.RUNX3	chr10	130439221	130439230	-	0.000	0.000	Merged-chr10-130439179-24
NR1739--MA0684.1.RUNX3	chr11	84829171	84829180	+	0.000	0.000	Merged-chr11-84829158-56
NR5112--MA0511.2.RUNX2	chr19	57055914	57055922	+	0.000	0.000	Merged-chr19-57055875-36
NR2351--MA0002.2.RUNX1	chr12	114909990	114910000	+	0.000	0.000	Merged-chr12-114910080-44
NR9595--MA0511.2.RUNX2	chr9	42249428	42249436	+	0.000	0.000	Merged-chr9-42249420-32
NR3876--MA0684.1.RUNX3	chr16	44508281	44508290	+	0.000	0.000	Merged-chr16-44508258-19
NR3333--MA0002.2.RUNX1	chr14	121999718	121999728	+	0.000	0.000	Merged-chr14-121999673-38
NR3128--MA0002.2.RUNX1	chr14	65113811	65113821	+	0.000	0.000	Merged-chr14-65113927-33
NR1719--MA0002.2.RUNX1	chr11	79670801	79670811	+	0.000	0.000	Merged-chr11-79670763-15
NR9767--MA0002.2.RUNX1	chr9	80070224	80070234	+	0.000	0.000	Merged-chr9-80070269-16
NR5807--MA0002.2.RUNX1	chr2	163401469	163401479	+	0.000	0.000	Merged-chr2-163401452-24
NR3585--MA0002.2.RUNX1	chr15	78614723	78614733	+	0.000	0.000	Merged-chr15-78614745-50
NR3065--MA0511.2.RUNX2	chr14	52338913	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR872--MA0002.2.RUNX1	chr10	8176542	8176552	+	0.000	0.000	Merged-chr10-8176500-34
NR1557--MA0002.2.RUNX1	chr11	30182877	30182887	+	0.000	0.000	Merged-chr11-30182963-54
NR5374--MA0002.2.RUNX1	chr2	60774692	60774702	-	0.000	0.000	Merged-chr2-60774747-55
NR1957--MA0684.1.RUNX3	chr12	16170384	16170393	+	0.000	0.000	Merged-chr12-16170449-47
NR3489--MA0002.2.RUNX1	chr15	51803231	51803241	-	0.000	0.000	Merged-chr15-51803142-36
NR1209--MA0002.2.RUNX1	chr10	85352752	85352762	+	0.000	0.000	Merged-chr10-85352707-44
NR7725--MA0684.1.RUNX3	chr5	130172532	130172541	-	0.000	0.000	Merged-chr5-130172555-2
NR3617--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR6452--MA0002.2.RUNX1	chr3	142281311	142281321	-	0.000	0.000	Merged-chr3-142281213-32
NR9657--MA0684.1.RUNX3	chr9	53786873	53786882	+	0.000	0.000	Merged-chr9-53786922-72
NR7977--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR3697--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR5631--MA0684.1.RUNX3	chr2	128318463	128318472	+	0.000	0.000	Merged-chr2-128318457-15
NR5155--MA0684.1.RUNX3	chr2	3731499	3731508	-	0.000	0.000	Merged-chr2-3731526-64
NR1146--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR9736--MA0511.2.RUNX2	chr9	70012577	70012585	-	0.000	0.000	Merged-chr9-70012774-59
NR1795--MA0684.1.RUNX3	chr11	100905108	100905117	+	0.000	0.000	Merged-chr11-100905066-56
NR904--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR6975--MA0002.2.RUNX1	chr4	118162239	118162249	-	0.000	0.000	Merged-chr4-118162293-29
NR10080--MA0511.2.RUNX2	chrX	36758279	36758287	+	0.000	0.000	Merged-chrX-36758225-45
NR7020--MA0002.2.RUNX1	chr4	128957197	128957207	-	0.000	0.000	Merged-chr4-128957353-26
NR9908--MA0002.2.RUNX1	chr9	102539952	102539962	-	0.000	0.000	Merged-chr9-102539934-44
NR7686--MA0002.2.RUNX1	chr5	122430271	122430281	-	0.000	0.000	Merged-chr5-122430278-22
NR79--MA0002.2.RUNX1	chr1	36308029	36308039	+	0.000	0.000	Merged-chr1-36307925-67
NR3332--MA0684.1.RUNX3	chr14	121970662	121970671	+	0.000	0.000	Merged-chr14-121970624-14
NR2700--MA0511.2.RUNX2	chr13	76139036	76139044	-	0.000	0.000	Merged-chr13-76139009-23
NR6832--MA0002.2.RUNX1	chr4	86748655	86748665	+	0.000	0.000	Merged-chr4-86748710-108
NR10047--MA0002.2.RUNX1	chr9	124100467	124100477	-	0.000	0.000	Merged-chr9-124100646-41
NR5757--MA0511.2.RUNX2	chr2	156882518	156882526	-	0.000	0.000	Merged-chr2-156882642-42
NR2952--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR7689--MA0511.2.RUNX2	chr5	123382150	123382158	+	0.000	0.000	Merged-chr5-123382042-18
NR1156--MA0002.2.RUNX1	chr10	76802235	76802245	+	0.000	0.000	Merged-chr10-76802342-40
NR3663--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR3729--MA0511.2.RUNX2	chr15	103169230	103169238	+	0.000	0.000	Merged-chr15-103169108-57
NR8350--MA0002.2.RUNX1	chr6	129284635	129284645	-	0.000	0.000	Merged-chr6-129284661-64
NR3088--MA0002.2.RUNX1	chr14	55660445	55660455	-	0.000	0.000	Merged-chr14-55660377-55
NR6670--MA0002.2.RUNX1	chr4	32343745	32343755	+	0.000	0.000	Merged-chr4-32343944-58
NR1679--MA0002.2.RUNX1	chr11	73094866	73094876	+	0.000	0.000	Merged-chr11-73094669-63
NR9061--MA0002.2.RUNX1	chr7	140941590	140941600	-	0.000	0.000	Merged-chr7-140941728-63
NR4990--MA0002.2.RUNX1	chr19	32266644	32266654	-	0.000	0.000	Merged-chr19-32266743-101
NR7053--MA0684.1.RUNX3	chr4	134043265	134043274	+	0.000	0.000	Merged-chr4-134043155-17
NR7176--MA0002.2.RUNX1	chr4	150808643	150808653	+	0.000	0.000	Merged-chr4-150808794-106
NR9954--MA0511.2.RUNX2	chr9	114016573	114016581	+	0.000	0.000	Merged-chr9-114016465-30
NR851--MA0002.2.RUNX1	chr1	194976979	194976989	-	0.000	0.000	Merged-chr1-194976771-107
NR6322--MA0002.2.RUNX1	chr3	116465928	116465938	+	0.000	0.000	Merged-chr3-116465927-56
NR3772--MA0511.2.RUNX2	chr16	17619473	17619481	-	0.000	0.000	Merged-chr16-17619453-35
NR7033--MA0002.2.RUNX1	chr4	129794116	129794126	+	0.000	0.000	Merged-chr4-129793960-55
NR1394--MA0684.1.RUNX3	chr10	118599819	118599828	+	0.000	0.000	Merged-chr10-118599644-70
NR898--MA0002.2.RUNX1	chr10	12985157	12985167	+	0.000	0.000	Merged-chr10-12985296-24
NR3424--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR8982--MA0002.2.RUNX1	chr7	128158908	128158918	+	0.000	0.000	Merged-chr7-128158931-27
NR9094--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR6160--MA0002.2.RUNX1	chr3	88772699	88772709	+	0.000	0.000	Merged-chr3-88772617-19
NR3249--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR7764--MA0511.2.RUNX2	chr5	139206777	139206785	-	0.000	0.000	Merged-chr5-139206711-28
NR6683--MA0002.2.RUNX1	chr4	34778239	34778249	-	0.000	0.000	Merged-chr4-34778308-51
NR9074--MA0002.2.RUNX1	chr7	141637454	141637464	+	0.000	0.000	Merged-chr7-141637525-19
NR7066--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR963--MA0511.2.RUNX2	chr10	26799660	26799668	+	0.000	0.000	Merged-chr10-26799592-100
NR3311--MA0684.1.RUNX3	chr14	118929931	118929940	+	0.000	0.000	Merged-chr14-118930023-62
NR741--MA0684.1.RUNX3	chr1	180432049	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR9696--MA0511.2.RUNX2	chr9	61670020	61670028	+	0.000	0.000	Merged-chr9-61669996-60
NR7350--MA0511.2.RUNX2	chr5	43915407	43915415	+	0.000	0.000	Merged-chr5-43915438-14
NR3163--MA0002.2.RUNX1	chr14	73123927	73123937	+	0.000	0.000	Merged-chr14-73124034-46
NR8220--MA0002.2.RUNX1	chr6	113681490	113681500	+	0.000	0.000	Merged-chr6-113681431-40
NR9474--MA0684.1.RUNX3	chr8	125378074	125378083	-	0.000	0.000	Merged-chr8-125377890-6
NR2975--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR5637--MA0002.2.RUNX1	chr2	128470345	128470355	+	0.000	0.000	Merged-chr2-128470524-44
NR9331--MA0684.1.RUNX3	chr8	91082103	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR5223--MA0002.2.RUNX1	chr2	18939051	18939061	+	0.000	0.000	Merged-chr2-18939077-26
NR1806--MA0684.1.RUNX3	chr11	104361986	104361995	-	0.000	0.000	Merged-chr11-104361864-47
NR3338--MA0002.2.RUNX1	chr14	122186975	122186985	+	0.000	0.000	Merged-chr14-122187060-26
NR3689--MA0511.2.RUNX2	chr15	97836699	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR1343--MA0511.2.RUNX2	chr10	115363299	115363307	+	0.000	0.000	Merged-chr10-115363388-18
NR9662--MA0511.2.RUNX2	chr9	54612827	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR502--MA0684.1.RUNX3	chr1	138136673	138136682	+	0.000	0.000	Merged-chr1-138136631-55
NR9292--MA0002.2.RUNX1	chr8	75234118	75234128	+	0.000	0.000	Merged-chr8-75234260-25
NR3324--MA0684.1.RUNX3	chr14	121372705	121372714	+	0.000	0.000	Merged-chr14-121372467-99
NR7634--MA0511.2.RUNX2	chr5	115085002	115085010	-	0.000	0.000	Merged-chr5-115085067-14
NR10--MA0684.1.RUNX3	chr1	7147198	7147207	+	0.000	0.000	Merged-chr1-7147128-26
NR5190--MA0684.1.RUNX3	chr2	12302048	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR9215--MA0002.2.RUNX1	chr8	36041682	36041692	-	0.000	0.000	Merged-chr8-36041617-36
NR7264--MA0002.2.RUNX1	chr5	20942628	20942638	+	0.000	0.000	Merged-chr5-20942646-25
NR6189--MA0511.2.RUNX2	chr3	94377285	94377293	-	0.000	0.000	Merged-chr3-94377332-17
NR1247--MA0511.2.RUNX2	chr10	91167021	91167029	+	0.000	0.000	Merged-chr10-91167120-36
NR3033--MA0002.2.RUNX1	chr14	36316927	36316937	-	0.000	0.000	Merged-chr14-36316941-55
NR3699--MA0002.2.RUNX1	chr15	99008944	99008954	-	0.000	0.000	Merged-chr15-99008995-43
NR5064--MA0511.2.RUNX2	chr19	45998267	45998275	+	0.000	0.000	Merged-chr19-45998382-59
NR7393--MA0684.1.RUNX3	chr5	62772103	62772112	+	0.000	0.000	Merged-chr5-62772215-28
NR9423--MA0511.2.RUNX2	chr8	119605005	119605013	+	0.000	0.000	Merged-chr8-119605101-59
NR10230--MA0684.1.RUNX3	chrX	151344071	151344080	-	0.000	0.000	Merged-chrX-151344027-1
NR115--MA0002.2.RUNX1	chr1	40475897	40475907	+	0.000	0.000	Merged-chr1-40475905-49
NR7809--MA0511.2.RUNX2	chr5	148678762	148678770	+	0.000	0.000	Merged-chr5-148678733-37
NR5587--MA0511.2.RUNX2	chr2	117447071	117447079	-	0.000	0.000	Merged-chr2-117447085-57
NR2974--MA0684.1.RUNX3	chr14	20025508	20025517	+	0.000	0.000	Merged-chr14-20025381-48
NR5094--MA0684.1.RUNX3	chr19	56530751	56530760	+	0.000	0.000	Merged-chr19-56530729-50
NR1356--MA0511.2.RUNX2	chr10	117419101	117419109	-	0.000	0.000	Merged-chr10-117418980-24
NR1405--MA0684.1.RUNX3	chr10	119382450	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR1257--MA0002.2.RUNX1	chr10	93171415	93171425	-	0.000	0.000	Merged-chr10-93171456-51
NR3764--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR5222--MA0684.1.RUNX3	chr2	18939019	18939028	+	0.000	0.000	Merged-chr2-18939077-26
NR9261--MA0511.2.RUNX2	chr8	66860268	66860276	-	0.000	0.000	Merged-chr8-66860248-21
NR3066--MA0684.1.RUNX3	chr14	52338912	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR3337--MA0684.1.RUNX3	chr14	122063903	122063912	+	0.000	0.000	Merged-chr14-122063804-67
NR7376--MA0511.2.RUNX2	chr5	53509645	53509653	+	0.000	0.000	Merged-chr5-53509705-20
NR3189--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR6837--MA0002.2.RUNX1	chr4	88046626	88046636	-	0.000	0.000	Merged-chr4-88046485-60
NR5474--MA0684.1.RUNX3	chr2	79550561	79550570	-	0.000	0.000	Merged-chr2-79550583-34
NR7819--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR681--MA0002.2.RUNX1	chr1	171114115	171114125	+	0.000	0.000	Merged-chr1-171114011-38
NR1309--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR10114--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR3668--MA0511.2.RUNX2	chr15	94453065	94453073	+	0.000	0.000	Merged-chr15-94453103-20
NR2792--MA0002.2.RUNX1	chr13	96030864	96030874	+	0.000	0.000	Merged-chr13-96030885-26
NR7405--MA0002.2.RUNX1	chr5	64819593	64819603	+	0.000	0.000	Merged-chr5-64819652-30
NR3717--MA0684.1.RUNX3	chr15	100706485	100706494	-	0.000	0.000	Merged-chr15-100706630-70
NR6946--MA0002.2.RUNX1	chr4	108371622	108371632	+	0.000	0.000	Merged-chr4-108371608-19
NR7329--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR5378--MA0684.1.RUNX3	chr2	60845518	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR7657--MA0002.2.RUNX1	chr5	118459233	118459243	-	0.000	0.000	Merged-chr5-118459323-25
NR191--MA0684.1.RUNX3	chr1	61039367	61039376	-	0.000	0.000	Merged-chr1-61039499-28
NR1081--MA0684.1.RUNX3	chr10	61648678	61648687	-	0.000	0.000	Merged-chr10-61648794-93
NR2400--MA0511.2.RUNX2	chr12	118376621	118376629	-	0.000	0.000	Merged-chr12-118376782-123
NR9195--MA0684.1.RUNX3	chr8	33663503	33663512	+	0.000	0.000	Merged-chr8-33663493-16
NR7408--MA0511.2.RUNX2	chr5	65737571	65737579	+	0.000	0.000	Merged-chr5-65737481-18
NR10223--MA0002.2.RUNX1	chrX	142792337	142792347	+	0.000	0.000	Merged-chrX-142792362-24
NR4647--MA0002.2.RUNX1	chr18	43493103	43493113	+	0.000	0.000	Merged-chr18-43493033-11
NR2967--MA0002.2.RUNX1	chr14	16173513	16173523	-	0.000	0.000	Merged-chr14-16173543-50
NR10081--MA0684.1.RUNX3	chrX	36758279	36758288	+	0.000	0.000	Merged-chrX-36758225-45
NR8612--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR171--MA0002.2.RUNX1	chr1	58301377	58301387	-	0.000	0.000	Merged-chr1-58301246-36
NR6661--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR508--MA0002.2.RUNX1	chr1	138822584	138822594	+	0.000	0.000	Merged-chr1-138822653-34
NR5314--MA0511.2.RUNX2	chr2	48249784	48249792	+	0.000	0.000	Merged-chr2-48249744-17
NR9175--MA0002.2.RUNX1	chr8	22859176	22859186	+	0.000	0.000	Merged-chr8-22859146-16
NR9446--MA0002.2.RUNX1	chr8	122315073	122315083	+	0.000	0.000	Merged-chr8-122315135-21
NR3429--MA0511.2.RUNX2	chr15	36214901	36214909	-	0.000	0.000	Merged-chr15-36214970-54
NR9131--MA0511.2.RUNX2	chr8	10481081	10481089	+	0.000	0.000	Merged-chr8-10480951-33
NR10061--MA0002.2.RUNX1	chrX	12006238	12006248	+	0.000	0.000	Merged-chrX-12006353-78
NR7517--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR6370--MA0002.2.RUNX1	chr3	127891922	127891932	+	0.000	0.000	Merged-chr3-127892051-37
NR10127--MA0002.2.RUNX1	chrX	59999701	59999711	+	0.000	0.000	Merged-chrX-59999627-14
NR3886--MA0511.2.RUNX2	chr16	45224875	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR4485--MA0002.2.RUNX1	chr17	87266023	87266033	+	0.000	0.000	Merged-chr17-87265881-68
NR1335--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR5152--MA0511.2.RUNX2	chr2	3723977	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR8800--MA0511.2.RUNX2	chr7	98090400	98090408	+	0.000	0.000	Merged-chr7-98090470-13
NR5119--MA0002.2.RUNX1	chr19	57119827	57119837	-	0.000	0.000	Merged-chr19-57119872-11
NR1636--MA0684.1.RUNX3	chr11	57911898	57911907	+	0.000	0.000	Merged-chr11-57911963-18
