#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR5857--MA0496.2.MAFK	chr17	34079778	34079796	+	0.000	0.000	Merged-chr17-34079741-9
NR6918--MA0089.1.MAFG::NFE2L1	chr2	6863176	6863181	+	0.000	0.000	Merged-chr2-6863166-2
NR12810--MA0496.2.MAFK	chr8	90961804	90961822	+	0.000	0.000	Merged-chr8-90961787-20
NR252--MA0591.1.Bach1::Mafk	chr1	55812756	55812770	-	0.000	0.000	Merged-chr1-55812730-9
NR8978--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR3878--MA0501.1.MAF::NFE2	chr14	10289318	10289332	+	0.000	0.000	Merged-chr14-10289223-9
NR1656--MA0089.1.MAFG::NFE2L1	chr10	75772882	75772887	-	0.000	0.000	Merged-chr10-75772922-1
NR2585--MA0089.1.MAFG::NFE2L1	chr12	26185236	26185241	+	0.000	0.000	Merged-chr12-26185150-29
NR5658--MA0117.2.Mafb	chr17	3092893	3092904	-	0.000	0.000	Merged-chr17-3092916-34
NR4877--MA0591.1.Bach1::Mafk	chr15	66795456	66795470	+	0.000	0.000	Merged-chr15-66795478-40
NR7296--MA0591.1.Bach1::Mafk	chr2	65170813	65170827	+	0.000	0.000	Merged-chr2-65170889-79
NR7630--MA0495.2.MAFF	chr2	133558722	133558742	-	0.000	0.000	Merged-chr2-133558747-1
NR7530--MA0089.1.MAFG::NFE2L1	chr2	114615008	114615013	-	0.000	0.000	Merged-chr2-114614930-13
NR6110--MA0089.1.MAFG::NFE2L1	chr17	84032633	84032638	-	0.000	0.000	Merged-chr17-84032623-33
NR11320--MA0089.1.MAFG::NFE2L1	chr6	108426895	108426900	+	0.000	0.000	Merged-chr6-108426934-21
NR1518--MA0117.2.Mafb	chr10	56486835	56486846	-	0.000	0.000	Merged-chr10-56486689-18
NR10090--MA0089.1.MAFG::NFE2L1	chr5	36465043	36465048	+	0.000	0.000	Merged-chr5-36465079-55
NR2396--MA0089.1.MAFG::NFE2L1	chr11	100440731	100440736	+	0.000	0.000	Merged-chr11-100440876-64
NR10043--MA0591.1.Bach1::Mafk	chr5	22360654	22360668	+	0.000	0.000	Merged-chr5-22360842-38
NR993--MA0117.2.Mafb	chr1	178960400	178960411	+	0.000	0.000	Merged-chr1-178960314-21
NR11246--MA0089.1.MAFG::NFE2L1	chr6	97277199	97277204	+	0.000	0.000	Merged-chr6-97277155-29
NR10392--MA0089.1.MAFG::NFE2L1	chr5	92505682	92505687	-	0.000	0.000	Merged-chr5-92505474-126
NR1281--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR6551--MA0117.2.Mafb	chr18	64516559	64516570	-	0.000	0.000	Merged-chr18-64516532-71
NR3990--MA0089.1.MAFG::NFE2L1	chr14	21750459	21750464	+	0.000	0.000	Merged-chr14-21750492-17
NR13385--MA0591.1.Bach1::Mafk	chr9	99243186	99243200	+	0.000	0.000	Merged-chr9-99243262-100
NR13203--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR7267--MA0089.1.MAFG::NFE2L1	chr2	60504867	60504872	-	0.000	0.000	Merged-chr2-60505033-24
NR1282--MA0501.1.MAF::NFE2	chr10	21659615	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR4655--MA0089.1.MAFG::NFE2L1	chr15	25670084	25670089	-	0.000	0.000	Merged-chr15-25669965-15
NR2496--MA0089.1.MAFG::NFE2L1	chr12	4907324	4907329	+	0.000	0.000	Merged-chr12-4907481-74
NR13105--MA0591.1.Bach1::Mafk	chr9	32747939	32747953	-	0.000	0.000	Merged-chr9-32747725-37
NR13664--MA0591.1.Bach1::Mafk	chrX	101222250	101222264	+	0.000	0.000	Merged-chrX-101222420-75
NR12157--MA0496.2.MAFK	chr7	104465138	104465156	+	0.000	0.000	Merged-chr7-104465292-53
NR1590--MA0659.1.MAFG	chr10	67512298	67512318	+	0.000	0.000	Merged-chr10-67512381-13
NR6341--MA0659.1.MAFG	chr18	33060132	33060152	+	0.000	0.000	Merged-chr18-33060171-12
NR7945--MA0089.1.MAFG::NFE2L1	chr2	175142013	175142018	+	0.000	0.000	Merged-chr2-175142096-64
NR5256--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR298--MA0591.1.Bach1::Mafk	chr1	65186475	65186489	+	0.000	0.000	Merged-chr1-65186701-72
NR8604--MA0495.2.MAFF	chr3	98030692	98030712	+	0.000	0.000	Merged-chr3-98030658-2
NR3971--MA0117.2.Mafb	chr14	17414430	17414441	-	0.000	0.000	Merged-chr14-17414498-32
NR10130--MA0495.2.MAFF	chr5	43425120	43425140	-	0.000	0.000	Merged-chr5-43425059-17
NR4957--MA0089.1.MAFG::NFE2L1	chr15	81131302	81131307	+	0.000	0.000	Merged-chr15-81131354-10
NR13101--MA0089.1.MAFG::NFE2L1	chr9	32713441	32713446	-	0.000	0.000	Merged-chr9-32713353-6
NR7939--MA0496.2.MAFK	chr2	173749173	173749191	-	0.000	0.000	Merged-chr2-173749391-11
NR493--MA0089.1.MAFG::NFE2L1	chr1	90128190	90128195	+	0.000	0.000	Merged-chr1-90128117-1
NR2756--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR5325--MA0496.2.MAFK	chr16	50737728	50737746	+	0.000	0.000	Merged-chr16-50737708-13
NR9189--MA0591.1.Bach1::Mafk	chr4	33031345	33031359	+	0.000	0.000	Merged-chr4-33031419-61
NR4668--MA0089.1.MAFG::NFE2L1	chr15	27564225	27564230	+	0.000	0.000	Merged-chr15-27564399-10
NR5407--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR3281--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR2204--MA0089.1.MAFG::NFE2L1	chr11	35842164	35842169	-	0.000	0.000	Merged-chr11-35842054-42
NR8598--MA0591.1.Bach1::Mafk	chr3	96269598	96269612	+	0.000	0.000	Merged-chr3-96269426-97
NR8837--MA0495.2.MAFF	chr3	136686690	136686710	+	0.000	0.000	Merged-chr3-136686664-13
NR13391--MA0089.1.MAFG::NFE2L1	chr9	100670381	100670386	+	0.000	0.000	Merged-chr9-100670398-2
NR537--MA0117.2.Mafb	chr1	97650196	97650207	-	0.000	0.000	Merged-chr1-97650227-42
NR6914--MA0089.1.MAFG::NFE2L1	chr2	6711263	6711268	+	0.000	0.000	Merged-chr2-6711188-63
NR322--MA0117.2.Mafb	chr1	67181191	67181202	-	0.000	0.000	Merged-chr1-67181322-10
NR5811--MA0659.1.MAFG	chr17	27755570	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR6047--MA0089.1.MAFG::NFE2L1	chr17	72937300	72937305	-	0.000	0.000	Merged-chr17-72937359-6
NR11690--MA0495.2.MAFF	chr7	13038281	13038301	-	0.000	0.000	Merged-chr7-13038148-88
NR7655--MA0659.1.MAFG	chr2	135748539	135748559	+	0.000	0.000	Merged-chr2-135748609-5
NR997--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR302--MA0496.2.MAFK	chr1	65186473	65186491	-	0.000	0.000	Merged-chr1-65186701-72
NR2506--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR2407--MA0117.2.Mafb	chr11	104609484	104609495	-	0.000	0.000	Merged-chr11-104609685-47
NR3059--MA0089.1.MAFG::NFE2L1	chr13	4771659	4771664	+	0.000	0.000	Merged-chr13-4771617-34
NR12988--MA0659.1.MAFG	chr8	128596686	128596706	-	0.000	0.000	Merged-chr8-128596588-1
NR1652--MA0089.1.MAFG::NFE2L1	chr10	75303984	75303989	-	0.000	0.000	Merged-chr10-75303775-85
NR12273--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR10490--MA0089.1.MAFG::NFE2L1	chr5	114773548	114773553	-	0.000	0.000	Merged-chr5-114773401-70
NR5987--MA0591.1.Bach1::Mafk	chr17	65826437	65826451	+	0.000	0.000	Merged-chr17-65826425-32
NR13705--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR3188--MA0117.2.Mafb	chr13	19356607	19356618	+	0.000	0.000	Merged-chr13-19356698-68
NR11624--MA0591.1.Bach1::Mafk	chr6	144679049	144679063	-	0.000	0.000	Merged-chr6-144679049-11
NR9063--MA0495.2.MAFF	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR6330--MA0496.2.MAFK	chr18	32311874	32311892	-	0.000	0.000	Merged-chr18-32311918-36
NR900--MA0659.1.MAFG	chr1	165828808	165828828	-	0.000	0.000	Merged-chr1-165828679-59
NR6910--MA0659.1.MAFG	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR11733--MA0089.1.MAFG::NFE2L1	chr7	19360001	19360006	-	0.000	0.000	Merged-chr7-19359775-64
NR12990--MA0496.2.MAFK	chr8	128596687	128596705	-	0.000	0.000	Merged-chr8-128596588-1
NR8299--MA0591.1.Bach1::Mafk	chr3	52638885	52638899	+	0.000	0.000	Merged-chr3-52638981-9
NR9065--MA0659.1.MAFG	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR2154--MA0591.1.Bach1::Mafk	chr11	19949896	19949910	-	0.000	0.000	Merged-chr11-19950024-19
NR7814--MA0591.1.Bach1::Mafk	chr2	156975229	156975243	+	0.000	0.000	Merged-chr2-156975142-7
NR470--MA0117.2.Mafb	chr1	85894446	85894457	-	0.000	0.000	Merged-chr1-85894541-45
NR11473--MA0659.1.MAFG	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR8552--MA0501.1.MAF::NFE2	chr3	89912855	89912869	+	0.000	0.000	Merged-chr3-89912987-87
NR6334--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR6125--MA0495.2.MAFF	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR9739--MA0089.1.MAFG::NFE2L1	chr4	136071687	136071692	+	0.000	0.000	Merged-chr4-136071476-30
NR13529--MA0089.1.MAFG::NFE2L1	chrX	20961775	20961780	+	0.000	0.000	Merged-chrX-20961894-83
NR3607--MA0496.2.MAFK	chr13	92636942	92636960	-	0.000	0.000	Merged-chr13-92636983-54
NR13038--MA0089.1.MAFG::NFE2L1	chr9	14884878	14884883	+	0.000	0.000	Merged-chr9-14884942-24
NR793--MA0089.1.MAFG::NFE2L1	chr1	145038412	145038417	-	0.000	0.000	Merged-chr1-145038249-1
NR5935--MA0495.2.MAFF	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR2302--MA0089.1.MAFG::NFE2L1	chr11	72207276	72207281	-	0.000	0.000	Merged-chr11-72207242-88
NR13501--MA0089.1.MAFG::NFE2L1	chr9	121985254	121985259	+	0.000	0.000	Merged-chr9-121985208-26
NR2455--MA0495.2.MAFF	chr11	117109896	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR4840--MA0496.2.MAFK	chr15	61541266	61541284	-	0.000	0.000	Merged-chr15-61541070-57
NR6127--MA0659.1.MAFG	chr17	86063692	86063712	+	0.000	0.000	Merged-chr17-86063661-27
NR10734--MA0591.1.Bach1::Mafk	chr6	8352809	8352823	+	0.000	0.000	Merged-chr6-8352802-16
NR8506--MA0089.1.MAFG::NFE2L1	chr3	81383307	81383312	-	0.000	0.000	Merged-chr3-81383374-1
NR5937--MA0659.1.MAFG	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR12862--MA0089.1.MAFG::NFE2L1	chr8	107324195	107324200	-	0.000	0.000	Merged-chr8-107324257-32
NR11442--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR5067--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	-	0.000	0.000	Merged-chr15-102377119-58
NR12214--MA0659.1.MAFG	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR8179--MA0496.2.MAFK	chr3	28031827	28031845	+	0.000	0.000	Merged-chr3-28031945-16
NR2466--MA0659.1.MAFG	chr11	117878437	117878457	-	0.000	0.000	Merged-chr11-117878483-30
NR2267--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR9237--MA0501.1.MAF::NFE2	chr4	41707252	41707266	+	0.000	0.000	Merged-chr4-41707274-28
NR5027--MA0089.1.MAFG::NFE2L1	chr15	93298315	93298320	+	0.000	0.000	Merged-chr15-93298411-30
NR1101--MA0501.1.MAF::NFE2	chr1	194311315	194311329	+	0.000	0.000	Merged-chr1-194311253-1
NR13414--MA0495.2.MAFF	chr9	108156924	108156944	-	0.000	0.000	Merged-chr9-108157018-18
NR2390--MA0089.1.MAFG::NFE2L1	chr11	98939737	98939742	+	0.000	0.000	Merged-chr11-98939717-1
NR4500--MA0496.2.MAFK	chr14	118796409	118796427	-	0.000	0.000	Merged-chr14-118796395-16
NR11364--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR8808--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR3518--MA0591.1.Bach1::Mafk	chr13	83566392	83566406	-	0.000	0.000	Merged-chr13-83566220-57
NR4847--MA0117.2.Mafb	chr15	63611089	63611100	-	0.000	0.000	Merged-chr15-63611262-7
NR1676--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR6344--MA0496.2.MAFK	chr18	33060133	33060151	-	0.000	0.000	Merged-chr18-33060171-12
NR1185--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR12534--MA0496.2.MAFK	chr8	46550339	46550357	+	0.000	0.000	Merged-chr8-46550228-39
NR5668--MA0591.1.Bach1::Mafk	chr17	5165537	5165551	-	0.000	0.000	Merged-chr17-5165532-60
NR4260--MA0089.1.MAFG::NFE2L1	chr14	73244425	73244430	+	0.000	0.000	Merged-chr14-73244258-38
NR9222--MA0501.1.MAF::NFE2	chr4	40285606	40285620	-	0.000	0.000	Merged-chr4-40285687-24
NR2156--MA0501.1.MAF::NFE2	chr11	20553188	20553202	+	0.000	0.000	Merged-chr11-20553238-64
NR12777--MA0591.1.Bach1::Mafk	chr8	88691840	88691854	-	0.000	0.000	Merged-chr8-88691882-89
NR7602--MA0591.1.Bach1::Mafk	chr2	128159201	128159215	-	0.000	0.000	Merged-chr2-128159167-18
NR11017--MA0659.1.MAFG	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR12962--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR12078--MA0501.1.MAF::NFE2	chr7	91431793	91431807	+	0.000	0.000	Merged-chr7-91431966-25
NR375--MA0495.2.MAFF	chr1	72870499	72870519	+	0.000	0.000	Merged-chr1-72870469-25
NR9755--MA0659.1.MAFG	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR10764--MA0501.1.MAF::NFE2	chr6	13665763	13665777	+	0.000	0.000	Merged-chr6-13665845-9
NR4935--MA0501.1.MAF::NFE2	chr15	77820081	77820095	+	0.000	0.000	Merged-chr15-77820208-30
NR4859--MA0495.2.MAFF	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR12819--MA0591.1.Bach1::Mafk	chr8	92272390	92272404	+	0.000	0.000	Merged-chr8-92272314-2
NR7967--MA0089.1.MAFG::NFE2L1	chr2	177398305	177398310	+	0.000	0.000	Merged-chr2-177398378-54
NR6862--MA0591.1.Bach1::Mafk	chr19	53434033	53434047	-	0.000	0.000	Merged-chr19-53434218-37
NR8896--MA0089.1.MAFG::NFE2L1	chr3	143915113	143915118	+	0.000	0.000	Merged-chr3-143914964-9
NR10713--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR9236--MA0591.1.Bach1::Mafk	chr4	41707249	41707263	+	0.000	0.000	Merged-chr4-41707274-28
NR2437--MA0496.2.MAFK	chr11	115463666	115463684	-	0.000	0.000	Merged-chr11-115463666-29
NR6432--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR5814--MA0496.2.MAFK	chr17	27755571	27755589	+	0.000	0.000	Merged-chr17-27755639-7
NR11254--MA0117.2.Mafb	chr6	98632867	98632878	+	0.000	0.000	Merged-chr6-98632758-43
NR3972--MA0591.1.Bach1::Mafk	chr14	17414424	17414438	+	0.000	0.000	Merged-chr14-17414498-32
NR13758--MA0501.1.MAF::NFE2	chrX	167318948	167318962	+	0.000	0.000	Merged-chrX-167319032-24
NR13136--MA0089.1.MAFG::NFE2L1	chr9	45055163	45055168	+	0.000	0.000	Merged-chr9-45055340-42
NR11435--MA0591.1.Bach1::Mafk	chr6	124805730	124805744	+	0.000	0.000	Merged-chr6-124805887-69
NR7563--MA0089.1.MAFG::NFE2L1	chr2	121572115	121572120	-	0.000	0.000	Merged-chr2-121571994-29
NR5861--MA0117.2.Mafb	chr17	34296158	34296169	-	0.000	0.000	Merged-chr17-34296219-24
NR8852--MA0501.1.MAF::NFE2	chr3	137991270	137991284	+	0.000	0.000	Merged-chr3-137991383-41
NR10639--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR4863--MA0496.2.MAFK	chr15	64041701	64041719	-	0.000	0.000	Merged-chr15-64041818-65
NR10148--MA0089.1.MAFG::NFE2L1	chr5	45520241	45520246	-	0.000	0.000	Merged-chr5-45520453-81
NR10900--MA0089.1.MAFG::NFE2L1	chr6	34995396	34995401	+	0.000	0.000	Merged-chr6-34995319-60
NR5880--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR3040--MA0089.1.MAFG::NFE2L1	chr12	117185866	117185871	+	0.000	0.000	Merged-chr12-117186016-1
NR6911--MA0501.1.MAF::NFE2	chr2	6478400	6478414	-	0.000	0.000	Merged-chr2-6478572-51
NR11714--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR5078--MA0659.1.MAFG	chr16	4475219	4475239	+	0.000	0.000	Merged-chr16-4475244-54
NR6755--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	+	0.000	0.000	Merged-chr19-8997882-60
NR8889--MA0117.2.Mafb	chr3	143141327	143141338	-	0.000	0.000	Merged-chr3-143141213-1
NR11384--MA0501.1.MAF::NFE2	chr6	116949947	116949961	-	0.000	0.000	Merged-chr6-116949795-1
NR5520--MA0591.1.Bach1::Mafk	chr16	76202101	76202115	+	0.000	0.000	Merged-chr16-76202306-30
NR10611--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR10285--MA0501.1.MAF::NFE2	chr5	72622437	72622451	+	0.000	0.000	Merged-chr5-72622310-11
NR3255--MA0089.1.MAFG::NFE2L1	chr13	32866658	32866663	+	0.000	0.000	Merged-chr13-32866696-30
NR7253--MA0117.2.Mafb	chr2	58324515	58324526	-	0.000	0.000	Merged-chr2-58324650-40
NR8462--MA0495.2.MAFF	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR995--MA0501.1.MAF::NFE2	chr1	179167628	179167642	+	0.000	0.000	Merged-chr1-179167528-7
NR162--MA0117.2.Mafb	chr1	34831681	34831692	+	0.000	0.000	Merged-chr1-34831505-37
NR4762--MA0089.1.MAFG::NFE2L1	chr15	42498872	42498877	+	0.000	0.000	Merged-chr15-42498879-7
NR11957--MA0089.1.MAFG::NFE2L1	chr7	73589636	73589641	+	0.000	0.000	Merged-chr7-73589494-9
NR1398--MA0089.1.MAFG::NFE2L1	chr10	39247119	39247124	+	0.000	0.000	Merged-chr10-39247085-8
NR5212--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR7359--MA0495.2.MAFF	chr2	76220723	76220743	+	0.000	0.000	Merged-chr2-76220899-10
NR1925--MA0496.2.MAFK	chr10	111107641	111107659	+	0.000	0.000	Merged-chr10-111107692-40
NR9633--MA0501.1.MAF::NFE2	chr4	109274122	109274136	-	0.000	0.000	Merged-chr4-109273984-17
NR12116--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR2368--MA0117.2.Mafb	chr11	95384620	95384631	-	0.000	0.000	Merged-chr11-95384684-68
NR11476--MA0496.2.MAFK	chr6	130029868	130029886	+	0.000	0.000	Merged-chr6-130029953-23
NR9732--MA0591.1.Bach1::Mafk	chr4	134924602	134924616	+	0.000	0.000	Merged-chr4-134924520-27
NR1989--MA0089.1.MAFG::NFE2L1	chr10	122758497	122758502	-	0.000	0.000	Merged-chr10-122758293-88
NR13757--MA0591.1.Bach1::Mafk	chrX	167318945	167318959	+	0.000	0.000	Merged-chrX-167319032-24
NR12482--MA0089.1.MAFG::NFE2L1	chr8	34120559	34120564	+	0.000	0.000	Merged-chr8-34120698-35
NR7242--MA0496.2.MAFK	chr2	57698741	57698759	-	0.000	0.000	Merged-chr2-57698890-7
NR9257--MA0089.1.MAFG::NFE2L1	chr4	47234854	47234859	-	0.000	0.000	Merged-chr4-47234972-22
NR1589--MA0591.1.Bach1::Mafk	chr10	67512301	67512315	-	0.000	0.000	Merged-chr10-67512381-13
NR8999--MA0496.2.MAFK	chr3	154372399	154372417	+	0.000	0.000	Merged-chr3-154372398-2
NR5514--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR3675--MA0496.2.MAFK	chr13	103374636	103374654	+	0.000	0.000	Merged-chr13-103374467-6
NR827--MA0089.1.MAFG::NFE2L1	chr1	151236796	151236801	+	0.000	0.000	Merged-chr1-151236737-36
NR12218--MA0089.1.MAFG::NFE2L1	chr7	112417585	112417590	+	0.000	0.000	Merged-chr7-112417426-1
NR5601--MA0089.1.MAFG::NFE2L1	chr16	88710938	88710943	+	0.000	0.000	Merged-chr16-88710826-2
NR6530--MA0089.1.MAFG::NFE2L1	chr18	61549049	61549054	+	0.000	0.000	Merged-chr18-61548972-25
NR9303--MA0591.1.Bach1::Mafk	chr4	54533436	54533450	+	0.000	0.000	Merged-chr4-54533607-1
NR1968--MA0659.1.MAFG	chr10	117829926	117829946	-	0.000	0.000	Merged-chr10-117829855-64
NR12495--MA0089.1.MAFG::NFE2L1	chr8	35321682	35321687	-	0.000	0.000	Merged-chr8-35321635-19
NR12215--MA0501.1.MAF::NFE2	chr7	112369102	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR4978--MA0501.1.MAF::NFE2	chr15	85258001	85258015	-	0.000	0.000	Merged-chr15-85258102-30
NR3975--MA0501.1.MAF::NFE2	chr14	17414427	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR8590--MA0089.1.MAFG::NFE2L1	chr3	95511979	95511984	+	0.000	0.000	Merged-chr3-95512078-41
NR12119--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR5527--MA0089.1.MAFG::NFE2L1	chr16	77014095	77014100	+	0.000	0.000	Merged-chr16-77013860-78
NR11031--MA0591.1.Bach1::Mafk	chr6	60940432	60940446	-	0.000	0.000	Merged-chr6-60940563-22
NR8326--MA0089.1.MAFG::NFE2L1	chr3	57736134	57736139	-	0.000	0.000	Merged-chr3-57736067-78
NR12797--MA0089.1.MAFG::NFE2L1	chr8	90795712	90795717	-	0.000	0.000	Merged-chr8-90795506-65
NR4888--MA0089.1.MAFG::NFE2L1	chr15	69158374	69158379	-	0.000	0.000	Merged-chr15-69158261-1
NR11753--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR2850--MA0495.2.MAFF	chr12	81845168	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR1004--MA0089.1.MAFG::NFE2L1	chr1	181335566	181335571	-	0.000	0.000	Merged-chr1-181335648-1
NR7816--MA0495.2.MAFF	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR4210--MA0496.2.MAFK	chr14	54259125	54259143	+	0.000	0.000	Merged-chr14-54259345-44
NR5085--MA0496.2.MAFK	chr16	4736341	4736359	-	0.000	0.000	Merged-chr16-4736414-28
NR13316--MA0496.2.MAFK	chr9	90257561	90257579	-	0.000	0.000	Merged-chr9-90257512-5
NR2669--MA0501.1.MAF::NFE2	chr12	40090224	40090238	-	0.000	0.000	Merged-chr12-40090205-21
NR1666--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR2281--MA0496.2.MAFK	chr11	62280804	62280822	-	0.000	0.000	Merged-chr11-62280813-1
NR6469--MA0089.1.MAFG::NFE2L1	chr18	53647840	53647845	-	0.000	0.000	Merged-chr18-53647754-9
NR1987--MA0089.1.MAFG::NFE2L1	chr10	122748724	122748729	-	0.000	0.000	Merged-chr10-122748643-28
NR13710--MA0089.1.MAFG::NFE2L1	chrX	142737404	142737409	-	0.000	0.000	Merged-chrX-142737448-59
NR11188--MA0089.1.MAFG::NFE2L1	chr6	88084528	88084533	-	0.000	0.000	Merged-chr6-88084679-72
NR7774--MA0089.1.MAFG::NFE2L1	chr2	150362521	150362526	+	0.000	0.000	Merged-chr2-150362676-64
NR7543--MA0591.1.Bach1::Mafk	chr2	116438907	116438921	-	0.000	0.000	Merged-chr2-116438825-1
NR6287--MA0496.2.MAFK	chr18	20946629	20946647	+	0.000	0.000	Merged-chr18-20946448-65
NR10231--MA0089.1.MAFG::NFE2L1	chr5	65391536	65391541	-	0.000	0.000	Merged-chr5-65391425-67
NR8917--MA0659.1.MAFG	chr3	146063412	146063432	-	0.000	0.000	Merged-chr3-146063322-20
NR13502--MA0591.1.Bach1::Mafk	chr9	121985252	121985266	+	0.000	0.000	Merged-chr9-121985208-26
NR9731--MA0089.1.MAFG::NFE2L1	chr4	134924621	134924626	-	0.000	0.000	Merged-chr4-134924520-27
NR10311--MA0501.1.MAF::NFE2	chr5	76565526	76565540	+	0.000	0.000	Merged-chr5-76565486-34
NR8349--MA0591.1.Bach1::Mafk	chr3	60563778	60563792	+	0.000	0.000	Merged-chr3-60563650-2
NR11462--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR530--MA0117.2.Mafb	chr1	95605630	95605641	+	0.000	0.000	Merged-chr1-95605725-17
NR10895--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR3349--MA0496.2.MAFK	chr13	63365384	63365402	-	0.000	0.000	Merged-chr13-63365525-19
NR12114--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
