#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR204--MA0501.1.MAF::NFE2	chr1	61039451	61039465	-	0.000	0.000	Merged-chr1-61039499-28
NR5445--MA0591.1.Bach1::Mafk	chr17	71620892	71620906	-	0.000	0.000	Merged-chr17-71620932-1
NR2061--MA0117.2.Mafb	chr11	73131237	73131248	-	0.000	0.000	Merged-chr11-73131233-35
NR4659--MA0089.1.MAFG::NFE2L1	chr16	13845253	13845258	+	0.000	0.000	Merged-chr16-13845150-21
NR7734--MA0089.1.MAFG::NFE2L1	chr3	58625183	58625188	-	0.000	0.000	Merged-chr3-58625270-4
NR5700--MA0501.1.MAF::NFE2	chr18	39657179	39657193	+	0.000	0.000	Merged-chr18-39657147-8
NR195--MA0089.1.MAFG::NFE2L1	chr1	60361833	60361838	+	0.000	0.000	Merged-chr1-60361642-24
NR3468--MA0591.1.Bach1::Mafk	chr13	99932699	99932713	-	0.000	0.000	Merged-chr13-99932700-36
NR13018--MA0089.1.MAFG::NFE2L1	chrX	164374810	164374815	+	0.000	0.000	Merged-chrX-164374911-4
NR489--MA0496.2.MAFK	chr1	119131888	119131906	+	0.000	0.000	Merged-chr1-119131819-1
NR5296--MA0591.1.Bach1::Mafk	chr17	35219834	35219848	+	0.000	0.000	Merged-chr17-35219724-57
NR10543--MA0659.1.MAFG	chr6	127265242	127265262	-	0.000	0.000	Merged-chr6-127265230-18
NR5299--MA0089.1.MAFG::NFE2L1	chr17	35393836	35393841	+	0.000	0.000	Merged-chr17-35394010-52
NR3702--MA0089.1.MAFG::NFE2L1	chr14	23465383	23465388	+	0.000	0.000	Merged-chr14-23465360-30
NR4255--MA0089.1.MAFG::NFE2L1	chr15	57695648	57695653	+	0.000	0.000	Merged-chr15-57695732-52
NR7330--MA0089.1.MAFG::NFE2L1	chr2	155382161	155382166	+	0.000	0.000	Merged-chr2-155382008-76
NR8041--MA0659.1.MAFG	chr3	121946881	121946901	+	0.000	0.000	Merged-chr3-121946709-4
NR9670--MA0496.2.MAFK	chr5	113664321	113664339	+	0.000	0.000	Merged-chr5-113664370-10
NR12083--MA0591.1.Bach1::Mafk	chr8	123287513	123287527	+	0.000	0.000	Merged-chr8-123287508-25
NR1507--MA0495.2.MAFF	chr10	88783292	88783312	-	0.000	0.000	Merged-chr10-88783253-12
NR11727--MA0659.1.MAFG	chr8	46654767	46654787	+	0.000	0.000	Merged-chr8-46654782-26
NR9819--MA0089.1.MAFG::NFE2L1	chr5	139197006	139197011	+	0.000	0.000	Merged-chr5-139197126-38
NR11170--MA0591.1.Bach1::Mafk	chr7	83671782	83671796	+	0.000	0.000	Merged-chr7-83671717-3
NR5332--MA0501.1.MAF::NFE2	chr17	47150858	47150872	-	0.000	0.000	Merged-chr17-47150762-7
NR497--MA0089.1.MAFG::NFE2L1	chr1	120073728	120073733	-	0.000	0.000	Merged-chr1-120073802-51
NR873--MA0089.1.MAFG::NFE2L1	chr1	171629077	171629082	-	0.000	0.000	Merged-chr1-171629248-54
NR11044--MA0496.2.MAFK	chr7	63919523	63919541	+	0.000	0.000	Merged-chr7-63919556-12
NR9390--MA0089.1.MAFG::NFE2L1	chr5	65091551	65091556	-	0.000	0.000	Merged-chr5-65091600-42
NR1081--MA0496.2.MAFK	chr1	191499812	191499830	+	0.000	0.000	Merged-chr1-191499977-31
NR3337--MA0496.2.MAFK	chr13	75739139	75739157	+	0.000	0.000	Merged-chr13-75739041-26
NR5338--MA0591.1.Bach1::Mafk	chr17	47564742	47564756	+	0.000	0.000	Merged-chr17-47564757-20
NR11913--MA0089.1.MAFG::NFE2L1	chr8	95001864	95001869	-	0.000	0.000	Merged-chr8-95001890-40
NR3137--MA0089.1.MAFG::NFE2L1	chr13	38038026	38038031	-	0.000	0.000	Merged-chr13-38038059-24
NR7157--MA0117.2.Mafb	chr2	132269428	132269439	-	0.000	0.000	Merged-chr2-132269487-27
NR11091--MA0117.2.Mafb	chr7	74698040	74698051	+	0.000	0.000	Merged-chr7-74698017-54
NR6320--MA0501.1.MAF::NFE2	chr19	57825910	57825924	+	0.000	0.000	Merged-chr19-57825652-23
NR12769--MA0591.1.Bach1::Mafk	chr9	117896662	117896676	+	0.000	0.000	Merged-chr9-117896590-25
NR11771--MA0591.1.Bach1::Mafk	chr8	70506729	70506743	+	0.000	0.000	Merged-chr8-70506542-51
NR6918--MA0089.1.MAFG::NFE2L1	chr2	114058588	114058593	-	0.000	0.000	Merged-chr2-114058557-29
NR10425--MA0495.2.MAFF	chr6	115594717	115594737	+	0.000	0.000	Merged-chr6-115594731-47
NR6427--MA0089.1.MAFG::NFE2L1	chr2	18873108	18873113	+	0.000	0.000	Merged-chr2-18873017-31
NR1569--MA0089.1.MAFG::NFE2L1	chr10	96237270	96237275	-	0.000	0.000	Merged-chr10-96237123-5
NR4189--MA0501.1.MAF::NFE2	chr15	27518263	27518277	-	0.000	0.000	Merged-chr15-27518308-43
NR2503--MA0495.2.MAFF	chr12	25256485	25256505	+	0.000	0.000	Merged-chr12-25256439-11
NR9319--MA0117.2.Mafb	chr5	34575123	34575134	-	0.000	0.000	Merged-chr5-34575052-11
NR12063--MA0495.2.MAFF	chr8	122299743	122299763	+	0.000	0.000	Merged-chr8-122299759-10
NR11742--MA0501.1.MAF::NFE2	chr8	57477031	57477045	+	0.000	0.000	Merged-chr8-57477126-15
NR11903--MA0501.1.MAF::NFE2	chr8	94186730	94186744	+	0.000	0.000	Merged-chr8-94186753-31
NR5898--MA0495.2.MAFF	chr18	70462882	70462902	-	0.000	0.000	Merged-chr18-70462917-22
NR6514--MA0089.1.MAFG::NFE2L1	chr2	34406924	34406929	-	0.000	0.000	Merged-chr2-34406904-46
NR7710--MA0496.2.MAFK	chr3	52866480	52866498	+	0.000	0.000	Merged-chr3-52866362-11
NR5177--MA0501.1.MAF::NFE2	chr17	12039410	12039424	+	0.000	0.000	Merged-chr17-12039403-15
NR9563--MA0496.2.MAFK	chr5	97002396	97002414	+	0.000	0.000	Merged-chr5-97002471-16
NR541--MA0659.1.MAFG	chr1	128386846	128386866	-	0.000	0.000	Merged-chr1-128386740-22
NR3526--MA0089.1.MAFG::NFE2L1	chr13	106998833	106998838	+	0.000	0.000	Merged-chr13-106998870-40
NR11811--MA0089.1.MAFG::NFE2L1	chr8	77482153	77482158	+	0.000	0.000	Merged-chr8-77482121-16
NR6061--MA0591.1.Bach1::Mafk	chr19	5724824	5724838	+	0.000	0.000	Merged-chr19-5724698-18
NR11342--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
NR8950--MA0089.1.MAFG::NFE2L1	chr4	134547510	134547515	+	0.000	0.000	Merged-chr4-134547498-8
NR7808--MA0501.1.MAF::NFE2	chr3	84062198	84062212	+	0.000	0.000	Merged-chr3-84062269-15
NR10626--MA0496.2.MAFK	chr6	134856076	134856094	+	0.000	0.000	Merged-chr6-134856256-11
NR12007--MA0501.1.MAF::NFE2	chr8	115408605	115408619	-	0.000	0.000	Merged-chr8-115408581-14
NR8941--MA0117.2.Mafb	chr4	133625804	133625815	-	0.000	0.000	Merged-chr4-133625907-62
NR9507--MA0591.1.Bach1::Mafk	chr5	92348953	92348967	+	0.000	0.000	Merged-chr5-92348973-52
NR9400--MA0089.1.MAFG::NFE2L1	chr5	66165886	66165891	-	0.000	0.000	Merged-chr5-66165983-46
NR9588--MA0659.1.MAFG	chr5	102960172	102960192	+	0.000	0.000	Merged-chr5-102960204-17
NR5471--MA0089.1.MAFG::NFE2L1	chr17	78163511	78163516	+	0.000	0.000	Merged-chr17-78163485-40
NR10681--MA0089.1.MAFG::NFE2L1	chr6	140542107	140542112	+	0.000	0.000	Merged-chr6-140542293-26
NR2665--MA0591.1.Bach1::Mafk	chr12	84218907	84218921	+	0.000	0.000	Merged-chr12-84218783-53
NR3591--MA0501.1.MAF::NFE2	chr13	113170414	113170428	+	0.000	0.000	Merged-chr13-113170375-49
NR5084--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR13029--MA0089.1.MAFG::NFE2L1	chrX	167382404	167382409	+	0.000	0.000	Merged-chrX-167382487-107
NR9081--MA0591.1.Bach1::Mafk	chr4	147579611	147579625	-	0.000	0.000	Merged-chr4-147579504-4
NR12666--MA0089.1.MAFG::NFE2L1	chr9	105502606	105502611	-	0.000	0.000	Merged-chr9-105502533-10
NR7832--MA0089.1.MAFG::NFE2L1	chr3	88716844	88716849	-	0.000	0.000	Merged-chr3-88716875-51
NR8783--MA0501.1.MAF::NFE2	chr4	108826237	108826251	+	0.000	0.000	Merged-chr4-108826101-25
NR5455--MA0495.2.MAFF	chr17	73893415	73893435	-	0.000	0.000	Merged-chr17-73893477-27
NR999--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR4468--MA0089.1.MAFG::NFE2L1	chr15	82112181	82112186	-	0.000	0.000	Merged-chr15-82112003-17
NR2644--MA0659.1.MAFG	chr12	80937844	80937864	-	0.000	0.000	Merged-chr12-80937807-11
NR606--MA0496.2.MAFK	chr1	136423390	136423408	-	0.000	0.000	Merged-chr1-136423367-9
NR6585--MA0501.1.MAF::NFE2	chr2	50324905	50324919	-	0.000	0.000	Merged-chr2-50324872-17
NR3800--MA0089.1.MAFG::NFE2L1	chr14	54146777	54146782	-	0.000	0.000	Merged-chr14-54146707-32
NR5773--MA0089.1.MAFG::NFE2L1	chr18	56413109	56413114	-	0.000	0.000	Merged-chr18-56413005-50
NR12968--MA0089.1.MAFG::NFE2L1	chrX	134746542	134746547	+	0.000	0.000	Merged-chrX-134746637-15
NR870--MA0496.2.MAFK	chr1	171627886	171627904	-	0.000	0.000	Merged-chr1-171628029-22
NR6223--MA0089.1.MAFG::NFE2L1	chr19	42305982	42305987	+	0.000	0.000	Merged-chr19-42305883-1
NR4440--MA0089.1.MAFG::NFE2L1	chr15	80216733	80216738	-	0.000	0.000	Merged-chr15-80216610-25
NR4481--MA0496.2.MAFK	chr15	83149652	83149670	-	0.000	0.000	Merged-chr15-83149470-115
NR9579--MA0501.1.MAF::NFE2	chr5	100622686	100622700	+	0.000	0.000	Merged-chr5-100622533-21
NR9628--MA0089.1.MAFG::NFE2L1	chr5	107759290	107759295	+	0.000	0.000	Merged-chr5-107759301-16
NR1545--MA0117.2.Mafb	chr10	93883000	93883011	+	0.000	0.000	Merged-chr10-93883012-34
NR2405--MA0495.2.MAFF	chr11	120632966	120632986	-	0.000	0.000	Merged-chr11-120632981-1
NR8774--MA0089.1.MAFG::NFE2L1	chr4	106938880	106938885	-	0.000	0.000	Merged-chr4-106939018-9
NR682--MA0089.1.MAFG::NFE2L1	chr1	151353260	151353265	-	0.000	0.000	Merged-chr1-151353190-33
NR96--MA0591.1.Bach1::Mafk	chr1	40413229	40413243	+	0.000	0.000	Merged-chr1-40413198-41
NR5375--MA0501.1.MAF::NFE2	chr17	57183022	57183036	-	0.000	0.000	Merged-chr17-57183114-28
NR3428--MA0591.1.Bach1::Mafk	chr13	96697955	96697969	-	0.000	0.000	Merged-chr13-96698036-39
NR1525--MA0496.2.MAFK	chr10	91141580	91141598	+	0.000	0.000	Merged-chr10-91141704-33
NR4161--MA0117.2.Mafb	chr15	9535388	9535399	+	0.000	0.000	Merged-chr15-9535427-15
NR12043--MA0591.1.Bach1::Mafk	chr8	119946506	119946520	-	0.000	0.000	Merged-chr8-119946472-42
NR9401--MA0501.1.MAF::NFE2	chr5	66757204	66757218	-	0.000	0.000	Merged-chr5-66757330-21
NR10026--MA0089.1.MAFG::NFE2L1	chr6	38326889	38326894	-	0.000	0.000	Merged-chr6-38326792-31
NR984--MA0089.1.MAFG::NFE2L1	chr1	183987870	183987875	+	0.000	0.000	Merged-chr1-183987914-47
NR10592--MA0089.1.MAFG::NFE2L1	chr6	130627378	130627383	-	0.000	0.000	Merged-chr6-130627344-1
NR10235--MA0659.1.MAFG	chr6	86822861	86822881	+	0.000	0.000	Merged-chr6-86822835-49
NR12650--MA0495.2.MAFF	chr9	102541680	102541700	-	0.000	0.000	Merged-chr9-102541803-17
NR2528--MA0659.1.MAFG	chr12	33160625	33160645	-	0.000	0.000	Merged-chr12-33160530-65
NR4165--MA0501.1.MAF::NFE2	chr15	9535388	9535402	-	0.000	0.000	Merged-chr15-9535427-15
NR9035--MA0089.1.MAFG::NFE2L1	chr4	145342070	145342075	+	0.000	0.000	Merged-chr4-145342099-62
NR2204--MA0089.1.MAFG::NFE2L1	chr11	97684305	97684310	-	0.000	0.000	Merged-chr11-97684318-65
NR580--MA0089.1.MAFG::NFE2L1	chr1	134473336	134473341	+	0.000	0.000	Merged-chr1-134473303-4
NR1350--MA0089.1.MAFG::NFE2L1	chr10	59296642	59296647	-	0.000	0.000	Merged-chr10-59296474-30
NR10943--MA0501.1.MAF::NFE2	chr7	30432018	30432032	+	0.000	0.000	Merged-chr7-30431947-18
NR6097--MA0496.2.MAFK	chr19	10839217	10839235	-	0.000	0.000	Merged-chr19-10839389-65
NR10390--MA0591.1.Bach1::Mafk	chr6	108477012	108477026	-	0.000	0.000	Merged-chr6-108477065-48
NR7098--MA0495.2.MAFF	chr2	128365990	128366010	+	0.000	0.000	Merged-chr2-128365920-27
NR10363--MA0495.2.MAFF	chr6	106985343	106985363	-	0.000	0.000	Merged-chr6-106985589-26
NR4150--MA0496.2.MAFK	chr15	8073388	8073406	+	0.000	0.000	Merged-chr15-8073323-37
NR2985--MA0089.1.MAFG::NFE2L1	chr12	117348646	117348651	+	0.000	0.000	Merged-chr12-117348724-32
NR6156--MA0501.1.MAF::NFE2	chr19	29641283	29641297	-	0.000	0.000	Merged-chr19-29641308-66
NR5549--MA0496.2.MAFK	chr17	86850851	86850869	+	0.000	0.000	Merged-chr17-86850931-27
NR5057--MA0501.1.MAF::NFE2	chr16	92620946	92620960	-	0.000	0.000	Merged-chr16-92621073-48
NR9712--MA0495.2.MAFF	chr5	121503092	121503112	+	0.000	0.000	Merged-chr5-121503139-12
NR4855--MA0089.1.MAFG::NFE2L1	chr16	52143291	52143296	-	0.000	0.000	Merged-chr16-52143257-58
NR6312--MA0496.2.MAFK	chr19	57329137	57329155	-	0.000	0.000	Merged-chr19-57329037-3
NR5478--MA0495.2.MAFF	chr17	79100059	79100079	+	0.000	0.000	Merged-chr17-79100085-51
NR12988--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR1652--MA0089.1.MAFG::NFE2L1	chr10	111446408	111446413	-	0.000	0.000	Merged-chr10-111446386-39
NR9915--MA0089.1.MAFG::NFE2L1	chr5	150522599	150522604	+	0.000	0.000	Merged-chr5-150522629-58
NR4752--MA0591.1.Bach1::Mafk	chr16	33769917	33769931	-	0.000	0.000	Merged-chr16-33769896-51
NR403--MA0089.1.MAFG::NFE2L1	chr1	93507122	93507127	+	0.000	0.000	Merged-chr1-93507138-11
NR4566--MA0089.1.MAFG::NFE2L1	chr15	96948842	96948847	+	0.000	0.000	Merged-chr15-96948661-16
NR7998--MA0495.2.MAFF	chr3	109352529	109352549	+	0.000	0.000	Merged-chr3-109352543-53
NR4598--MA0496.2.MAFK	chr15	101241137	101241155	-	0.000	0.000	Merged-chr15-101241005-42
NR3904--MA0501.1.MAF::NFE2	chr14	68048502	68048516	-	0.000	0.000	Merged-chr14-68048538-29
NR8834--MA0591.1.Bach1::Mafk	chr4	117682091	117682105	-	0.000	0.000	Merged-chr4-117682105-64
NR9990--MA0089.1.MAFG::NFE2L1	chr6	31080817	31080822	-	0.000	0.000	Merged-chr6-31081023-63
NR7150--MA0089.1.MAFG::NFE2L1	chr2	132004839	132004844	+	0.000	0.000	Merged-chr2-132004928-41
NR12360--MA0089.1.MAFG::NFE2L1	chr9	55102276	55102281	+	0.000	0.000	Merged-chr9-55102396-26
NR5897--MA0501.1.MAF::NFE2	chr18	70458226	70458240	-	0.000	0.000	Merged-chr18-70458236-15
NR1802--MA0501.1.MAF::NFE2	chr10	130324431	130324445	-	0.000	0.000	Merged-chr10-130324467-31
NR5830--MA0501.1.MAF::NFE2	chr18	62163121	62163135	+	0.000	0.000	Merged-chr18-62163179-10
NR12199--MA0089.1.MAFG::NFE2L1	chr9	14185751	14185756	+	0.000	0.000	Merged-chr9-14185865-8
NR1954--MA0089.1.MAFG::NFE2L1	chr11	53350912	53350917	-	0.000	0.000	Merged-chr11-53350915-81
NR4731--MA0501.1.MAF::NFE2	chr16	30504265	30504279	+	0.000	0.000	Merged-chr16-30504218-43
NR6545--MA0496.2.MAFK	chr2	38536552	38536570	+	0.000	0.000	Merged-chr2-38536477-82
NR10792--MA0089.1.MAFG::NFE2L1	chr6	146387218	146387223	+	0.000	0.000	Merged-chr6-146387186-17
NR4827--MA0495.2.MAFF	chr16	49951973	49951993	+	0.000	0.000	Merged-chr16-49952137-20
NR4959--MA0501.1.MAF::NFE2	chr16	78237140	78237154	-	0.000	0.000	Merged-chr16-78236959-38
NR7221--MA0659.1.MAFG	chr2	144245718	144245738	+	0.000	0.000	Merged-chr2-144245539-27
NR12990--MA0496.2.MAFK	chrX	142792381	142792399	+	0.000	0.000	Merged-chrX-142792362-24
NR6657--MA0496.2.MAFK	chr2	65044577	65044595	+	0.000	0.000	Merged-chr2-65044504-13
NR3044--MA0089.1.MAFG::NFE2L1	chr13	8400881	8400886	+	0.000	0.000	Merged-chr13-8400702-31
NR7409--MA0117.2.Mafb	chr2	164360620	164360631	+	0.000	0.000	Merged-chr2-164360506-23
NR4840--MA0089.1.MAFG::NFE2L1	chr16	50305353	50305358	-	0.000	0.000	Merged-chr16-50305396-32
NR3420--MA0089.1.MAFG::NFE2L1	chr13	95393329	95393334	-	0.000	0.000	Merged-chr13-95393533-22
NR2000--MA0089.1.MAFG::NFE2L1	chr11	61629876	61629881	+	0.000	0.000	Merged-chr11-61629890-18
NR11356--MA0501.1.MAF::NFE2	chr7	117449844	117449858	-	0.000	0.000	Merged-chr7-117449738-12
NR2190--MA0089.1.MAFG::NFE2L1	chr11	95351135	95351140	-	0.000	0.000	Merged-chr11-95351110-19
NR8608--MA0089.1.MAFG::NFE2L1	chr4	82858487	82858492	+	0.000	0.000	Merged-chr4-82858540-5
NR11517--MA0501.1.MAF::NFE2	chr7	135652414	135652428	-	0.000	0.000	Merged-chr7-135652396-133
NR7754--MA0089.1.MAFG::NFE2L1	chr3	60438912	60438917	-	0.000	0.000	Merged-chr3-60438936-20
NR5771--MA0501.1.MAF::NFE2	chr18	56399868	56399882	+	0.000	0.000	Merged-chr18-56399965-54
NR10124--MA0089.1.MAFG::NFE2L1	chr6	61225553	61225558	-	0.000	0.000	Merged-chr6-61225621-10
NR2111--MA0591.1.Bach1::Mafk	chr11	82235777	82235791	-	0.000	0.000	Merged-chr11-82235744-34
NR6125--MA0495.2.MAFF	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR4751--MA0495.2.MAFF	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR9624--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR9171--MA0591.1.Bach1::Mafk	chr5	5420345	5420359	-	0.000	0.000	Merged-chr5-5420247-39
NR12675--MA0089.1.MAFG::NFE2L1	chr9	107905048	107905053	+	0.000	0.000	Merged-chr9-107904899-23
NR6515--MA0501.1.MAF::NFE2	chr2	34508772	34508786	-	0.000	0.000	Merged-chr2-34508742-2
NR5695--MA0089.1.MAFG::NFE2L1	chr18	39035429	39035434	+	0.000	0.000	Merged-chr18-39035384-28
NR5030--MA0496.2.MAFK	chr16	91366659	91366677	+	0.000	0.000	Merged-chr16-91366873-55
NR4413--MA0501.1.MAF::NFE2	chr15	78450271	78450285	+	0.000	0.000	Merged-chr15-78450295-54
NR12212--MA0495.2.MAFF	chr9	15060177	15060197	+	0.000	0.000	Merged-chr9-15060271-40
NR5216--MA0089.1.MAFG::NFE2L1	chr17	22866544	22866549	-	0.000	0.000	Merged-chr17-22866822-95
NR2647--MA0496.2.MAFK	chr12	80937845	80937863	-	0.000	0.000	Merged-chr12-80937807-11
NR4753--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR1383--MA0495.2.MAFF	chr10	67701941	67701961	-	0.000	0.000	Merged-chr10-67701888-9
NR8949--MA0496.2.MAFK	chr4	134121761	134121779	-	0.000	0.000	Merged-chr4-134121781-8
NR10294--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR10137--MA0089.1.MAFG::NFE2L1	chr6	66063607	66063612	-	0.000	0.000	Merged-chr6-66063760-2
NR12003--MA0591.1.Bach1::Mafk	chr8	115227107	115227121	+	0.000	0.000	Merged-chr8-115227272-68
NR3551--MA0117.2.Mafb	chr13	109229589	109229600	+	0.000	0.000	Merged-chr13-109229447-10
NR2361--MA0495.2.MAFF	chr11	116406679	116406699	+	0.000	0.000	Merged-chr11-116406570-59
NR7652--MA0089.1.MAFG::NFE2L1	chr3	22138113	22138118	-	0.000	0.000	Merged-chr3-22138280-48
NR11442--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR6323--MA0591.1.Bach1::Mafk	chr19	58358286	58358300	-	0.000	0.000	Merged-chr19-58358384-21
NR4735--MA0117.2.Mafb	chr16	30948338	30948349	-	0.000	0.000	Merged-chr16-30948411-38
NR2466--MA0659.1.MAFG	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR7298--MA0501.1.MAF::NFE2	chr2	150918954	150918968	+	0.000	0.000	Merged-chr2-150918832-31
NR9146--MA0089.1.MAFG::NFE2L1	chr4	155669327	155669332	+	0.000	0.000	Merged-chr4-155669356-57
NR5027--MA0089.1.MAFG::NFE2L1	chr16	91061642	91061647	-	0.000	0.000	Merged-chr16-91061778-38
NR354--MA0117.2.Mafb	chr1	86394494	86394505	-	0.000	0.000	Merged-chr1-86394473-34
NR8473--MA0591.1.Bach1::Mafk	chr4	43025719	43025733	-	0.000	0.000	Merged-chr4-43025638-49
NR5817--MA0591.1.Bach1::Mafk	chr18	61481841	61481855	-	0.000	0.000	Merged-chr18-61481826-14
NR9814--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR12841--MA0591.1.Bach1::Mafk	chrX	11839721	11839735	-	0.000	0.000	Merged-chrX-11839890-20
NR4847--MA0117.2.Mafb	chr16	51691084	51691095	+	0.000	0.000	Merged-chr16-51690993-50
NR7578--MA0089.1.MAFG::NFE2L1	chr2	180256361	180256366	+	0.000	0.000	Merged-chr2-180256201-1
NR5288--MA0659.1.MAFG	chr17	35048584	35048604	-	0.000	0.000	Merged-chr17-35048526-14
NR7954--MA0089.1.MAFG::NFE2L1	chr3	103802476	103802481	-	0.000	0.000	Merged-chr3-103802336-72
NR4993--MA0495.2.MAFF	chr16	87665446	87665466	-	0.000	0.000	Merged-chr16-87665627-46
NR5114--MA0089.1.MAFG::NFE2L1	chr16	96940692	96940697	+	0.000	0.000	Merged-chr16-96940530-1
NR6910--MA0089.1.MAFG::NFE2L1	chr2	112367900	112367905	-	0.000	0.000	Merged-chr2-112367834-78
NR1235--MA0496.2.MAFK	chr10	28696609	28696627	-	0.000	0.000	Merged-chr10-28696715-18
NR5295--MA0495.2.MAFF	chr17	35219831	35219851	-	0.000	0.000	Merged-chr17-35219724-57
NR10949--MA0591.1.Bach1::Mafk	chr7	30973524	30973538	+	0.000	0.000	Merged-chr7-30973485-1
NR1561--MA0089.1.MAFG::NFE2L1	chr10	95194223	95194228	+	0.000	0.000	Merged-chr10-95194130-23
NR8028--MA0089.1.MAFG::NFE2L1	chr3	116465814	116465819	-	0.000	0.000	Merged-chr3-116465927-56
NR11462--MA0496.2.MAFK	chr7	127014385	127014403	-	0.000	0.000	Merged-chr7-127014477-45
NR12875--MA0089.1.MAFG::NFE2L1	chrX	50565195	50565200	-	0.000	0.000	Merged-chrX-50565283-19
NR2126--MA0089.1.MAFG::NFE2L1	chr11	84813941	84813946	+	0.000	0.000	Merged-chr11-84814104-24
NR9865--MA0495.2.MAFF	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR11831--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR2502--MA0089.1.MAFG::NFE2L1	chr12	25250232	25250237	-	0.000	0.000	Merged-chr12-25250156-1
NR6465--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR8970--MA0089.1.MAFG::NFE2L1	chr4	137854011	137854016	-	0.000	0.000	Merged-chr4-137854061-36
NR6130--MA0089.1.MAFG::NFE2L1	chr19	21865258	21865263	+	0.000	0.000	Merged-chr19-21865390-5
NR11075--MA0501.1.MAF::NFE2	chr7	68323143	68323157	+	0.000	0.000	Merged-chr7-68323295-58
NR108--MA0591.1.Bach1::Mafk	chr1	43168784	43168798	+	0.000	0.000	Merged-chr1-43168933-57
NR10238--MA0496.2.MAFK	chr6	86822862	86822880	-	0.000	0.000	Merged-chr6-86822835-49
NR1936--MA0659.1.MAFG	chr11	51264658	51264678	-	0.000	0.000	Merged-chr11-51264498-29
NR352--MA0496.2.MAFK	chr1	85982153	85982171	+	0.000	0.000	Merged-chr1-85981995-4
NR3693--MA0591.1.Bach1::Mafk	chr14	18271108	18271122	-	0.000	0.000	Merged-chr14-18271014-66
NR79--MA0591.1.Bach1::Mafk	chr1	36262318	36262332	+	0.000	0.000	Merged-chr1-36262219-41
NR11142--MA0117.2.Mafb	chr7	81319849	81319860	+	0.000	0.000	Merged-chr7-81320014-23
NR729--MA0089.1.MAFG::NFE2L1	chr1	156459786	156459791	+	0.000	0.000	Merged-chr1-156459929-41
NR3220--MA0117.2.Mafb	chr13	51849027	51849038	-	0.000	0.000	Merged-chr13-51849013-24
NR5127--MA0089.1.MAFG::NFE2L1	chr17	3079458	3079463	-	0.000	0.000	Merged-chr17-3079530-45
NR487--MA0495.2.MAFF	chr1	119131887	119131907	+	0.000	0.000	Merged-chr1-119131819-1
NR12120--MA0117.2.Mafb	chr8	126551246	126551257	+	0.000	0.000	Merged-chr8-126551138-20
NR9281--MA0591.1.Bach1::Mafk	chr5	23412726	23412740	-	0.000	0.000	Merged-chr5-23412694-5
NR10713--MA0089.1.MAFG::NFE2L1	chr6	142779857	142779862	+	0.000	0.000	Merged-chr6-142779867-87
NR5290--MA0496.2.MAFK	chr17	35048585	35048603	-	0.000	0.000	Merged-chr17-35048526-14
NR6861--MA0501.1.MAF::NFE2	chr2	104146108	104146122	+	0.000	0.000	Merged-chr2-104146200-22
NR5012--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR106--MA0496.2.MAFK	chr1	43139747	43139765	+	0.000	0.000	Merged-chr1-43139813-33
NR946--MA0591.1.Bach1::Mafk	chr1	180547067	180547081	-	0.000	0.000	Merged-chr1-180546978-3
NR3113--MA0659.1.MAFG	chr13	30603980	30604000	-	0.000	0.000	Merged-chr13-30604057-7
NR9722--MA0089.1.MAFG::NFE2L1	chr5	122163514	122163519	+	0.000	0.000	Merged-chr5-122163401-39
