#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR5677--MA0511.2.RUNX2	chr2	136987997	136988005	-	0.000	0.000	Merged-chr2-136988057-20
NR9414--MA0002.2.RUNX1	chr8	116689978	116689988	-	0.000	0.000	Merged-chr8-116689955-52
NR5660--MA0684.1.RUNX3	chr2	132643378	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR1380--MA0511.2.RUNX2	chr10	118407016	118407024	+	0.000	0.000	Merged-chr10-118407091-36
NR6659--MA0511.2.RUNX2	chr4	24569312	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR1446--MA0511.2.RUNX2	chr10	127231156	127231164	+	0.000	0.000	Merged-chr10-127231137-38
NR7529--MA0002.2.RUNX1	chr5	102960141	102960151	-	0.000	0.000	Merged-chr5-102960204-17
NR1281--MA0002.2.RUNX1	chr10	95266290	95266300	-	0.000	0.000	Merged-chr10-95266356-28
NR1618--MA0002.2.RUNX1	chr11	54188039	54188049	+	0.000	0.000	Merged-chr11-54188081-11
NR6245--MA0511.2.RUNX2	chr3	103058364	103058372	-	0.000	0.000	Merged-chr3-103058357-51
NR2--MA0002.2.RUNX1	chr1	6454075	6454085	+	0.000	0.000	Merged-chr1-6454252-50
NR7115--MA0002.2.RUNX1	chr4	143143849	143143859	-	0.000	0.000	Merged-chr4-143143811-50
NR8098--MA0684.1.RUNX3	chr6	88835196	88835205	+	0.000	0.000	Merged-chr6-88835222-14
NR5164--MA0002.2.RUNX1	chr2	6379922	6379932	-	0.000	0.000	Merged-chr2-6380083-49
NR6861--MA0002.2.RUNX1	chr4	95278164	95278174	-	0.000	0.000	Merged-chr4-95278286-49
NR1599--MA0002.2.RUNX1	chr11	50213201	50213211	+	0.000	0.000	Merged-chr11-50213336-46
NR9252--MA0002.2.RUNX1	chr8	64805564	64805574	-	0.000	0.000	Merged-chr8-64805470-51
NR9523--MA0002.2.RUNX1	chr9	8017382	8017392	-	0.000	0.000	Merged-chr9-8017480-33
NR8719--MA0511.2.RUNX2	chr7	75642400	75642408	-	0.000	0.000	Merged-chr7-75642451-22
NR3506--MA0511.2.RUNX2	chr15	55327443	55327451	-	0.000	0.000	Merged-chr15-55327422-12
NR9318--MA0002.2.RUNX1	chr8	84893836	84893846	+	0.000	0.000	Merged-chr8-84893870-45
NR1284--MA0511.2.RUNX2	chr10	95372208	95372216	-	0.000	0.000	Merged-chr10-95372183-15
NR2901--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR9874--MA0511.2.RUNX2	chr9	96583333	96583341	-	0.000	0.000	Merged-chr9-96583315-51
NR4217--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR7989--MA0511.2.RUNX2	chr6	60940542	60940550	+	0.000	0.000	Merged-chr6-60940563-22
NR1727--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR94--MA0684.1.RUNX3	chr1	37473509	37473518	+	0.000	0.000	Merged-chr1-37473461-33
NR3758--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR9731--MA0511.2.RUNX2	chr9	69023482	69023490	-	0.000	0.000	Merged-chr9-69023585-49
NR5544--MA0002.2.RUNX1	chr2	103659785	103659795	+	0.000	0.000	Merged-chr2-103659777-12
NR10062--MA0684.1.RUNX3	chrX	12006239	12006248	-	0.000	0.000	Merged-chrX-12006353-78
NR9632--MA0002.2.RUNX1	chr9	48357393	48357403	-	0.000	0.000	Merged-chr9-48357343-17
NR1393--MA0511.2.RUNX2	chr10	118599819	118599827	+	0.000	0.000	Merged-chr10-118599644-70
NR5944--MA0684.1.RUNX3	chr3	19894899	19894908	-	0.000	0.000	Merged-chr3-19894950-73
NR5796--MA0002.2.RUNX1	chr2	160746824	160746834	+	0.000	0.000	Merged-chr2-160746776-15
NR823--MA0684.1.RUNX3	chr1	191599442	191599451	-	0.000	0.000	Merged-chr1-191599385-45
NR880--MA0002.2.RUNX1	chr10	9856012	9856022	-	0.000	0.000	Merged-chr10-9856019-18
NR675--MA0002.2.RUNX1	chr1	168432186	168432196	-	0.000	0.000	Merged-chr1-168432368-41
NR1836--MA0002.2.RUNX1	chr11	108223122	108223132	+	0.000	0.000	Merged-chr11-108223138-56
NR9884--MA0002.2.RUNX1	chr9	98339863	98339873	-	0.000	0.000	Merged-chr9-98339700-17
NR3596--MA0511.2.RUNX2	chr15	82111959	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR9013--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR4942--MA0002.2.RUNX1	chr19	16790168	16790178	-	0.000	0.000	Merged-chr19-16790195-21
NR9679--MA0002.2.RUNX1	chr9	58131982	58131992	-	0.000	0.000	Merged-chr9-58131900-14
NR5054--MA0684.1.RUNX3	chr19	43689771	43689780	-	0.000	0.000	Merged-chr19-43689682-56
NR5382--MA0002.2.RUNX1	chr2	61514183	61514193	+	0.000	0.000	Merged-chr2-61514287-58
NR1965--MA0684.1.RUNX3	chr12	16584080	16584089	+	0.000	0.000	Merged-chr12-16584018-49
NR3497--MA0002.2.RUNX1	chr15	52928615	52928625	-	0.000	0.000	Merged-chr15-52928656-21
NR532--MA0002.2.RUNX1	chr1	144355776	144355786	+	0.000	0.000	Merged-chr1-144355940-45
NR1151--MA0002.2.RUNX1	chr10	75429655	75429665	-	0.000	0.000	Merged-chr10-75429705-8
NR1773--MA0511.2.RUNX2	chr11	97315644	97315652	-	0.000	0.000	Merged-chr11-97315787-53
NR7856--MA0002.2.RUNX1	chr6	15728977	15728987	+	0.000	0.000	Merged-chr6-15729145-52
NR3897--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR9887--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR6288--MA0684.1.RUNX3	chr3	108061524	108061533	+	0.000	0.000	Merged-chr3-108061628-33
NR3354--MA0002.2.RUNX1	chr15	4816995	4817005	+	0.000	0.000	Merged-chr15-4816968-28
NR9870--MA0684.1.RUNX3	chr9	95408055	95408064	-	0.000	0.000	Merged-chr9-95408047-4
NR3625--MA0002.2.RUNX1	chr15	86173792	86173802	-	0.000	0.000	Merged-chr15-86173737-35
NR5861--MA0511.2.RUNX2	chr2	172977498	172977506	+	0.000	0.000	Merged-chr2-172977593-131
NR9394--MA0684.1.RUNX3	chr8	114264134	114264143	-	0.000	0.000	Merged-chr8-114264109-12
NR4780--MA0002.2.RUNX1	chr18	70643624	70643634	+	0.000	0.000	Merged-chr18-70643793-15
NR7171--MA0002.2.RUNX1	chr4	149856497	149856507	+	0.000	0.000	Merged-chr4-149856656-49
NR40--MA0002.2.RUNX1	chr1	16656912	16656922	+	0.000	0.000	Merged-chr1-16656979-64
NR5828--MA0002.2.RUNX1	chr2	167363581	167363591	-	0.000	0.000	Merged-chr2-167363421-42
NR1598--MA0684.1.RUNX3	chr11	49978358	49978367	-	0.000	0.000	Merged-chr11-49978330-26
NR6983--MA0002.2.RUNX1	chr4	119812890	119812900	-	0.000	0.000	Merged-chr4-119812995-31
NR9916--MA0002.2.RUNX1	chr9	107644720	107644730	-	0.000	0.000	Merged-chr9-107644761-45
NR9330--MA0511.2.RUNX2	chr8	91082104	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR1726--MA0684.1.RUNX3	chr11	80514103	80514112	-	0.000	0.000	Merged-chr11-80513979-21
NR1849--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR9231--MA0002.2.RUNX1	chr8	53639123	53639133	-	0.000	0.000	Merged-chr8-53639020-77
NR9582--MA0511.2.RUNX2	chr9	37576668	37576676	+	0.000	0.000	Merged-chr9-37576736-24
NR750--MA0002.2.RUNX1	chr1	181860899	181860909	+	0.000	0.000	Merged-chr1-181860828-54
NR1312--MA0684.1.RUNX3	chr10	98786239	98786248	+	0.000	0.000	Merged-chr10-98786079-74
NR8772--MA0002.2.RUNX1	chr7	89171966	89171976	-	0.000	0.000	Merged-chr7-89172043-28
NR4369--MA0684.1.RUNX3	chr17	64754406	64754415	-	0.000	0.000	Merged-chr17-64754304-57
NR7680--MA0684.1.RUNX3	chr5	121564596	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR73--MA0684.1.RUNX3	chr1	36025100	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR3466--MA0511.2.RUNX2	chr15	41846676	41846684	-	0.000	0.000	Merged-chr15-41846585-48
NR2861--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
NR9234--MA0511.2.RUNX2	chr8	56476308	56476316	-	0.000	0.000	Merged-chr8-56476391-12
NR131--MA0002.2.RUNX1	chr1	43899207	43899217	-	0.000	0.000	Merged-chr1-43899142-19
NR3323--MA0511.2.RUNX2	chr14	121372705	121372713	+	0.000	0.000	Merged-chr14-121372467-99
NR5176--MA0684.1.RUNX3	chr2	8965050	8965059	-	0.000	0.000	Merged-chr2-8965212-53
NR5775--MA0002.2.RUNX1	chr2	158154377	158154387	+	0.000	0.000	Merged-chr2-158154460-58
NR5299--MA0002.2.RUNX1	chr2	36203235	36203245	-	0.000	0.000	Merged-chr2-36203338-53
NR2149--MA0511.2.RUNX2	chr12	84361962	84361970	+	0.000	0.000	Merged-chr12-84361872-57
NR1068--MA0002.2.RUNX1	chr10	60162574	60162584	+	0.000	0.000	Merged-chr10-60162645-38
NR3846--MA0511.2.RUNX2	chr16	36724113	36724121	-	0.000	0.000	Merged-chr16-36724137-4
NR7978--MA0002.2.RUNX1	chr6	54849652	54849662	+	0.000	0.000	Merged-chr6-54849565-61
NR7107--MA0002.2.RUNX1	chr4	141538581	141538591	+	0.000	0.000	Merged-chr4-141538465-87
NR1468--MA0684.1.RUNX3	chr10	130439221	130439230	-	0.000	0.000	Merged-chr10-130439179-24
NR1739--MA0684.1.RUNX3	chr11	84829171	84829180	+	0.000	0.000	Merged-chr11-84829158-56
NR8804--MA0002.2.RUNX1	chr7	98728655	98728665	-	0.000	0.000	Merged-chr7-98728750-2
NR5112--MA0511.2.RUNX2	chr19	57055914	57055922	+	0.000	0.000	Merged-chr19-57055875-36
NR3876--MA0684.1.RUNX3	chr16	44508281	44508290	+	0.000	0.000	Merged-chr16-44508258-19
NR3333--MA0002.2.RUNX1	chr14	121999718	121999728	+	0.000	0.000	Merged-chr14-121999673-38
NR9373--MA0684.1.RUNX3	chr8	107503103	107503112	-	0.000	0.000	Merged-chr8-107503239-42
NR3128--MA0002.2.RUNX1	chr14	65113811	65113821	+	0.000	0.000	Merged-chr14-65113927-33
NR9644--MA0684.1.RUNX3	chr9	51239013	51239022	-	0.000	0.000	Merged-chr9-51239066-41
NR5364--MA0511.2.RUNX2	chr2	59482996	59483004	-	0.000	0.000	Merged-chr2-59482840-22
NR9767--MA0002.2.RUNX1	chr9	80070224	80070234	+	0.000	0.000	Merged-chr9-80070269-16
NR5807--MA0002.2.RUNX1	chr2	163401469	163401479	+	0.000	0.000	Merged-chr2-163401452-24
NR3585--MA0002.2.RUNX1	chr15	78614723	78614733	+	0.000	0.000	Merged-chr15-78614745-50
NR7567--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR3065--MA0511.2.RUNX2	chr14	52338913	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR9624--MA0002.2.RUNX1	chr9	46282784	46282794	+	0.000	0.000	Merged-chr9-46282956-57
NR872--MA0002.2.RUNX1	chr10	8176542	8176552	+	0.000	0.000	Merged-chr10-8176500-34
NR1286--MA0002.2.RUNX1	chr10	95973384	95973394	+	0.000	0.000	Merged-chr10-95973477-5
NR5374--MA0002.2.RUNX1	chr2	60774692	60774702	-	0.000	0.000	Merged-chr2-60774747-55
NR1957--MA0684.1.RUNX3	chr12	16170384	16170393	+	0.000	0.000	Merged-chr12-16170449-47
NR8880--MA0684.1.RUNX3	chr7	112918188	112918197	+	0.000	0.000	Merged-chr7-112918016-3
NR5026--MA0002.2.RUNX1	chr19	38944664	38944674	+	0.000	0.000	Merged-chr19-38944753-25
NR10020--MA0684.1.RUNX3	chr9	119823983	119823992	+	0.000	0.000	Merged-chr9-119823942-29
NR7804--MA0511.2.RUNX2	chr5	147186123	147186131	+	0.000	0.000	Merged-chr5-147186240-15
NR3617--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR6452--MA0002.2.RUNX1	chr3	142281311	142281321	-	0.000	0.000	Merged-chr3-142281213-32
NR9657--MA0684.1.RUNX3	chr9	53786873	53786882	+	0.000	0.000	Merged-chr9-53786922-72
NR7977--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR8039--MA0511.2.RUNX2	chr6	71048303	71048311	+	0.000	0.000	Merged-chr6-71048511-32
NR5631--MA0684.1.RUNX3	chr2	128318463	128318472	+	0.000	0.000	Merged-chr2-128318457-15
NR5155--MA0684.1.RUNX3	chr2	3731499	3731508	-	0.000	0.000	Merged-chr2-3731526-64
NR1146--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR1795--MA0684.1.RUNX3	chr11	100905108	100905117	+	0.000	0.000	Merged-chr11-100905066-56
NR6975--MA0002.2.RUNX1	chr4	118162239	118162249	-	0.000	0.000	Merged-chr4-118162293-29
NR10080--MA0511.2.RUNX2	chrX	36758279	36758287	+	0.000	0.000	Merged-chrX-36758225-45
NR7020--MA0002.2.RUNX1	chr4	128957197	128957207	-	0.000	0.000	Merged-chr4-128957353-26
NR9908--MA0002.2.RUNX1	chr9	102539952	102539962	-	0.000	0.000	Merged-chr9-102539934-44
NR1874--MA0511.2.RUNX2	chr11	115589156	115589164	+	0.000	0.000	Merged-chr11-115589146-15
NR7686--MA0002.2.RUNX1	chr5	122430271	122430281	-	0.000	0.000	Merged-chr5-122430278-22
NR3061--MA0684.1.RUNX3	chr14	50981535	50981544	-	0.000	0.000	Merged-chr14-50981493-30
NR2700--MA0511.2.RUNX2	chr13	76139036	76139044	-	0.000	0.000	Merged-chr13-76139009-23
NR10047--MA0002.2.RUNX1	chr9	124100467	124100477	-	0.000	0.000	Merged-chr9-124100646-41
NR742--MA0002.2.RUNX1	chr1	180531602	180531612	+	0.000	0.000	Merged-chr1-180531418-30
NR2952--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR7689--MA0511.2.RUNX2	chr5	123382150	123382158	+	0.000	0.000	Merged-chr5-123382042-18
NR3663--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR3729--MA0511.2.RUNX2	chr15	103169230	103169238	+	0.000	0.000	Merged-chr15-103169108-57
NR3088--MA0002.2.RUNX1	chr14	55660445	55660455	-	0.000	0.000	Merged-chr14-55660377-55
NR123--MA0002.2.RUNX1	chr1	43403618	43403628	-	0.000	0.000	Merged-chr1-43403565-20
NR1679--MA0002.2.RUNX1	chr11	73094866	73094876	+	0.000	0.000	Merged-chr11-73094669-63
NR7176--MA0002.2.RUNX1	chr4	150808643	150808653	+	0.000	0.000	Merged-chr4-150808794-106
NR9478--MA0511.2.RUNX2	chr8	125667473	125667481	-	0.000	0.000	Merged-chr8-125667402-39
NR851--MA0002.2.RUNX1	chr1	194976979	194976989	-	0.000	0.000	Merged-chr1-194976771-107
NR1208--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR1536--MA0002.2.RUNX1	chr11	21253563	21253573	-	0.000	0.000	Merged-chr11-21253599-7
NR3838--MA0511.2.RUNX2	chr16	35742397	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR7033--MA0002.2.RUNX1	chr4	129794116	129794126	+	0.000	0.000	Merged-chr4-129793960-55
NR7699--MA0002.2.RUNX1	chr5	124241815	124241825	-	0.000	0.000	Merged-chr5-124241668-15
NR3345--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR1394--MA0684.1.RUNX3	chr10	118599819	118599828	+	0.000	0.000	Merged-chr10-118599644-70
NR9858--MA0511.2.RUNX2	chr9	94621079	94621087	-	0.000	0.000	Merged-chr9-94620917-97
NR9094--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR6160--MA0002.2.RUNX1	chr3	88772699	88772709	+	0.000	0.000	Merged-chr3-88772617-19
NR9636--MA0684.1.RUNX3	chr9	48404003	48404012	+	0.000	0.000	Merged-chr9-48403880-28
NR1169--MA0002.2.RUNX1	chr10	78078452	78078462	+	0.000	0.000	Merged-chr10-78078448-32
NR9488--MA0002.2.RUNX1	chr8	126551172	126551182	-	0.000	0.000	Merged-chr8-126551138-20
NR3249--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR5528--MA0002.2.RUNX1	chr2	102379148	102379158	-	0.000	0.000	Merged-chr2-102379112-1
NR6683--MA0002.2.RUNX1	chr4	34778239	34778249	-	0.000	0.000	Merged-chr4-34778308-51
NR9074--MA0002.2.RUNX1	chr7	141637454	141637464	+	0.000	0.000	Merged-chr7-141637525-19
NR963--MA0511.2.RUNX2	chr10	26799660	26799668	+	0.000	0.000	Merged-chr10-26799592-100
NR5386--MA0684.1.RUNX3	chr2	62332034	62332043	-	0.000	0.000	Merged-chr2-62332140-9
NR3977--MA0684.1.RUNX3	chr16	70365448	70365457	+	0.000	0.000	Merged-chr16-70365429-20
NR7350--MA0511.2.RUNX2	chr5	43915407	43915415	+	0.000	0.000	Merged-chr5-43915438-14
NR1426--MA0684.1.RUNX3	chr10	122567063	122567072	+	0.000	0.000	Merged-chr10-122566962-17
NR8886--MA0002.2.RUNX1	chr7	113572949	113572959	-	0.000	0.000	Merged-chr7-113573033-33
NR4803--MA0684.1.RUNX3	chr18	75716276	75716285	+	0.000	0.000	Merged-chr18-75716251-26
NR1549--MA0002.2.RUNX1	chr11	26575270	26575280	+	0.000	0.000	Merged-chr11-26575325-18
NR5637--MA0002.2.RUNX1	chr2	128470345	128470355	+	0.000	0.000	Merged-chr2-128470524-44
NR4611--MA0511.2.RUNX2	chr18	37877746	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR9348--MA0511.2.RUNX2	chr8	94827988	94827996	-	0.000	0.000	Merged-chr8-94828163-36
NR9331--MA0684.1.RUNX3	chr8	91082103	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR6792--MA0002.2.RUNX1	chr4	62757064	62757074	+	0.000	0.000	Merged-chr4-62756958-63
NR1406--MA0002.2.RUNX1	chr10	120064612	120064622	-	0.000	0.000	Merged-chr10-120064614-24
NR497--MA0002.2.RUNX1	chr1	138037749	138037759	-	0.000	0.000	Merged-chr1-138037805-12
NR1806--MA0684.1.RUNX3	chr11	104361986	104361995	-	0.000	0.000	Merged-chr11-104361864-47
NR3689--MA0511.2.RUNX2	chr15	97836699	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR1343--MA0511.2.RUNX2	chr10	115363299	115363307	+	0.000	0.000	Merged-chr10-115363388-18
NR502--MA0684.1.RUNX3	chr1	138136673	138136682	+	0.000	0.000	Merged-chr1-138136631-55
NR9292--MA0002.2.RUNX1	chr8	75234118	75234128	+	0.000	0.000	Merged-chr8-75234260-25
NR1039--MA0002.2.RUNX1	chr10	53528045	53528055	+	0.000	0.000	Merged-chr10-53528225-64
NR310--MA0511.2.RUNX2	chr1	89090406	89090414	+	0.000	0.000	Merged-chr1-89090487-27
NR2465--MA0002.2.RUNX1	chr13	20306401	20306411	+	0.000	0.000	Merged-chr13-20306536-31
NR2736--MA0002.2.RUNX1	chr13	86046840	86046850	+	0.000	0.000	Merged-chr13-86046681-54
NR3324--MA0684.1.RUNX3	chr14	121372705	121372714	+	0.000	0.000	Merged-chr14-121372467-99
NR7634--MA0511.2.RUNX2	chr5	115085002	115085010	-	0.000	0.000	Merged-chr5-115085067-14
NR3447--MA0002.2.RUNX1	chr15	37437312	37437322	-	0.000	0.000	Merged-chr15-37437279-19
NR5190--MA0684.1.RUNX3	chr2	12302048	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR7264--MA0002.2.RUNX1	chr5	20942628	20942638	+	0.000	0.000	Merged-chr5-20942646-25
NR5379--MA0002.2.RUNX1	chr2	60866100	60866110	-	0.000	0.000	Merged-chr2-60866104-15
NR8690--MA0002.2.RUNX1	chr7	67911936	67911946	-	0.000	0.000	Merged-chr7-67912081-16
NR3033--MA0002.2.RUNX1	chr14	36316927	36316937	-	0.000	0.000	Merged-chr14-36316941-55
NR6953--MA0684.1.RUNX3	chr4	109274053	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR3699--MA0002.2.RUNX1	chr15	99008944	99008954	-	0.000	0.000	Merged-chr15-99008995-43
NR734--MA0002.2.RUNX1	chr1	179493151	179493161	-	0.000	0.000	Merged-chr1-179493163-27
NR5064--MA0511.2.RUNX2	chr19	45998267	45998275	+	0.000	0.000	Merged-chr19-45998382-59
NR7393--MA0684.1.RUNX3	chr5	62772103	62772112	+	0.000	0.000	Merged-chr5-62772215-28
NR9467--MA0002.2.RUNX1	chr8	124509391	124509401	+	0.000	0.000	Merged-chr8-124509346-29
NR10230--MA0684.1.RUNX3	chrX	151344071	151344080	-	0.000	0.000	Merged-chrX-151344027-1
NR8342--MA0002.2.RUNX1	chr6	129240078	129240088	+	0.000	0.000	Merged-chr6-129239949-37
NR7809--MA0511.2.RUNX2	chr5	148678762	148678770	+	0.000	0.000	Merged-chr5-148678733-37
NR7316--MA0684.1.RUNX3	chr5	31964051	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR5094--MA0684.1.RUNX3	chr19	56530751	56530760	+	0.000	0.000	Merged-chr19-56530729-50
NR1356--MA0511.2.RUNX2	chr10	117419101	117419109	-	0.000	0.000	Merged-chr10-117418980-24
NR7124--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR3764--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR7297--MA0684.1.RUNX3	chr5	25092799	25092808	+	0.000	0.000	Merged-chr5-25092896-11
NR4634--MA0002.2.RUNX1	chr18	39717141	39717151	-	0.000	0.000	Merged-chr18-39717180-11
NR3066--MA0684.1.RUNX3	chr14	52338912	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR7376--MA0511.2.RUNX2	chr5	53509645	53509653	+	0.000	0.000	Merged-chr5-53509705-20
NR6837--MA0002.2.RUNX1	chr4	88046626	88046636	-	0.000	0.000	Merged-chr4-88046485-60
NR5474--MA0684.1.RUNX3	chr2	79550561	79550570	-	0.000	0.000	Merged-chr2-79550583-34
NR7548--MA0002.2.RUNX1	chr5	105152073	105152083	-	0.000	0.000	Merged-chr5-105152132-21
NR681--MA0002.2.RUNX1	chr1	171114115	171114125	+	0.000	0.000	Merged-chr1-171114011-38
NR3668--MA0511.2.RUNX2	chr15	94453065	94453073	+	0.000	0.000	Merged-chr15-94453103-20
NR2792--MA0002.2.RUNX1	chr13	96030864	96030874	+	0.000	0.000	Merged-chr13-96030885-26
NR6946--MA0002.2.RUNX1	chr4	108371622	108371632	+	0.000	0.000	Merged-chr4-108371608-19
NR3254--MA0511.2.RUNX2	chr14	102834735	102834743	+	0.000	0.000	Merged-chr14-102834808-33
NR4995--MA0002.2.RUNX1	chr19	32496494	32496504	+	0.000	0.000	Merged-chr19-32496642-11
NR5378--MA0684.1.RUNX3	chr2	60845518	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR1081--MA0684.1.RUNX3	chr10	61648678	61648687	-	0.000	0.000	Merged-chr10-61648794-93
NR2400--MA0511.2.RUNX2	chr12	118376621	118376629	-	0.000	0.000	Merged-chr12-118376782-123
NR9195--MA0684.1.RUNX3	chr8	33663503	33663512	+	0.000	0.000	Merged-chr8-33663493-16
NR6261--MA0002.2.RUNX1	chr3	105133254	105133264	+	0.000	0.000	Merged-chr3-105133189-20
NR10018--MA0002.2.RUNX1	chr9	119823983	119823993	-	0.000	0.000	Merged-chr9-119823942-29
NR4581--MA0002.2.RUNX1	chr18	31628605	31628615	-	0.000	0.000	Merged-chr18-31628663-46
NR541--MA0511.2.RUNX2	chr1	150396149	150396157	+	0.000	0.000	Merged-chr1-150396130-66
NR2301--MA0002.2.RUNX1	chr12	107640740	107640750	+	0.000	0.000	Merged-chr12-107640697-5
NR10081--MA0684.1.RUNX3	chrX	36758279	36758288	+	0.000	0.000	Merged-chrX-36758225-45
NR8612--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR171--MA0002.2.RUNX1	chr1	58301377	58301387	-	0.000	0.000	Merged-chr1-58301246-36
NR6661--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR5314--MA0511.2.RUNX2	chr2	48249784	48249792	+	0.000	0.000	Merged-chr2-48249744-17
NR2430--MA0684.1.RUNX3	chr13	6688971	6688980	-	0.000	0.000	Merged-chr13-6689153-22
NR9797--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR8050--MA0002.2.RUNX1	chr6	71980575	71980585	-	0.000	0.000	Merged-chr6-71980569-75
NR10061--MA0002.2.RUNX1	chrX	12006238	12006248	+	0.000	0.000	Merged-chrX-12006353-78
NR10127--MA0002.2.RUNX1	chrX	59999701	59999711	+	0.000	0.000	Merged-chrX-59999627-14
NR3886--MA0511.2.RUNX2	chr16	45224875	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR4485--MA0002.2.RUNX1	chr17	87266023	87266033	+	0.000	0.000	Merged-chr17-87265881-68
NR1064--MA0511.2.RUNX2	chr10	59707763	59707771	-	0.000	0.000	Merged-chr10-59707523-19
NR5467--MA0002.2.RUNX1	chr2	78860119	78860129	+	0.000	0.000	Merged-chr2-78860154-39
NR96--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR7399--MA0002.2.RUNX1	chr5	64040849	64040859	-	0.000	0.000	Merged-chr5-64040859-39
NR5119--MA0002.2.RUNX1	chr19	57119827	57119837	-	0.000	0.000	Merged-chr19-57119872-11
NR869--MA0002.2.RUNX1	chr10	7839242	7839252	-	0.000	0.000	Merged-chr10-7839436-87
NR1488--MA0002.2.RUNX1	chr11	5216015	5216025	-	0.000	0.000	Merged-chr11-5215848-30
NR2791--MA0684.1.RUNX3	chr13	95813839	95813848	-	0.000	0.000	Merged-chr13-95813903-46
NR9207--MA0002.2.RUNX1	chr8	35628485	35628495	+	0.000	0.000	Merged-chr8-35628375-52
NR5453--MA0684.1.RUNX3	chr2	75638325	75638334	-	0.000	0.000	Merged-chr2-75638306-35
NR1173--MA0511.2.RUNX2	chr10	79417193	79417201	-	0.000	0.000	Merged-chr10-79417442-89
NR2314--MA0002.2.RUNX1	chr12	107993811	107993821	-	0.000	0.000	Merged-chr12-107993756-1
NR7212--MA0511.2.RUNX2	chr5	5559449	5559457	+	0.000	0.000	Merged-chr5-5559516-60
