#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1509--MA0002.2.RUNX1	chr11	32435612	32435622	-	0.000	0.000	Merged-chr11-32435660-6
NR9286--MA0002.2.RUNX1	chr8	77483795	77483805	+	0.000	0.000	Merged-chr8-77483881-13
NR9828--MA0002.2.RUNX1	chr9	86624319	86624329	+	0.000	0.000	Merged-chr9-86624608-86
NR5203--MA0684.1.RUNX3	chr19	41328933	41328942	+	0.000	0.000	Merged-chr19-41328970-48
NR5055--MA0002.2.RUNX1	chr19	8984575	8984585	+	0.000	0.000	Merged-chr19-8984601-50
NR7291--MA0511.2.RUNX2	chr5	8075408	8075416	+	0.000	0.000	Merged-chr5-8075370-38
NR3375--MA0002.2.RUNX1	chr14	121696942	121696952	-	0.000	0.000	Merged-chr14-121697013-30
NR3646--MA0002.2.RUNX1	chr15	76899865	76899875	-	0.000	0.000	Merged-chr15-76899846-50
NR4029--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR7611--MA0684.1.RUNX3	chr5	107564619	107564628	+	0.000	0.000	Merged-chr5-107564651-5
NR9414--MA0002.2.RUNX1	chr8	115117633	115117643	-	0.000	0.000	Merged-chr8-115117681-6
NR61--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR5455--MA0684.1.RUNX3	chr2	32542084	32542093	-	0.000	0.000	Merged-chr2-32542194-49
NR3775--MA0684.1.RUNX3	chr15	100265823	100265832	+	0.000	0.000	Merged-chr15-100265875-19
NR7592--MA0684.1.RUNX3	chr5	106677005	106677014	+	0.000	0.000	Merged-chr5-106676986-37
NR5041--MA0684.1.RUNX3	chr19	5257355	5257364	-	0.000	0.000	Merged-chr19-5257394-33
NR6245--MA0511.2.RUNX2	chr3	52555268	52555276	-	0.000	0.000	Merged-chr3-52555195-52
NR2--MA0002.2.RUNX1	chr1	4748285	4748295	+	0.000	0.000	Merged-chr1-4748298-21
NR9351--MA0511.2.RUNX2	chr8	95012364	95012372	-	0.000	0.000	Merged-chr8-95012536-10
NR3632--MA0684.1.RUNX3	chr15	75884331	75884340	+	0.000	0.000	Merged-chr15-75884248-28
NR5435--MA0002.2.RUNX1	chr2	29669163	29669173	+	0.000	0.000	Merged-chr2-29669203-21
NR3427--MA0684.1.RUNX3	chr15	6569140	6569149	+	0.000	0.000	Merged-chr15-6569076-63
NR10076--MA0002.2.RUNX1	chr9	123938143	123938153	+	0.000	0.000	Merged-chr9-123938225-36
NR4138--MA0684.1.RUNX3	chr16	92826039	92826048	-	0.000	0.000	Merged-chr16-92825899-113
NR7515--MA0684.1.RUNX3	chr5	92327538	92327547	+	0.000	0.000	Merged-chr5-92327493-24
NR7572--MA0002.2.RUNX1	chr5	105556341	105556351	+	0.000	0.000	Merged-chr5-105556395-18
NR3506--MA0511.2.RUNX2	chr15	41846676	41846684	-	0.000	0.000	Merged-chr15-41846585-48
NR7367--MA0002.2.RUNX1	chr5	33468931	33468941	+	0.000	0.000	Merged-chr5-33468852-15
NR5687--MA0002.2.RUNX1	chr2	103608016	103608026	-	0.000	0.000	Merged-chr2-103608151-12
NR5958--MA0002.2.RUNX1	chr2	156918722	156918732	-	0.000	0.000	Merged-chr2-156918803-29
NR5372--MA0511.2.RUNX2	chr2	9796207	9796215	+	0.000	0.000	Merged-chr2-9796210-5
NR3963--MA0511.2.RUNX2	chr16	45019096	45019104	+	0.000	0.000	Merged-chr16-45019020-28
NR7101--MA0684.1.RUNX3	chr4	134041640	134041649	+	0.000	0.000	Merged-chr4-134041766-28
NR5709--MA0511.2.RUNX2	chr2	112214707	112214715	+	0.000	0.000	Merged-chr2-112214822-23
NR4833--MA0002.2.RUNX1	chr18	62164362	62164372	+	0.000	0.000	Merged-chr18-62164450-51
NR7224--MA0002.2.RUNX1	chr4	150117477	150117487	+	0.000	0.000	Merged-chr4-150117497-12
NR9731--MA0511.2.RUNX2	chr9	65491674	65491682	+	0.000	0.000	Merged-chr9-65491594-16
NR5815--MA0002.2.RUNX1	chr2	130555043	130555053	+	0.000	0.000	Merged-chr2-130555023-33
NR5068--MA0002.2.RUNX1	chr19	10830052	10830062	+	0.000	0.000	Merged-chr19-10829902-50
NR3659--MA0002.2.RUNX1	chr15	78522137	78522147	+	0.000	0.000	Merged-chr15-78522107-6
NR6970--MA0002.2.RUNX1	chr4	102712033	102712043	+	0.000	0.000	Merged-chr4-102711875-43
NR1042--MA0002.2.RUNX1	chr10	60381312	60381322	+	0.000	0.000	Merged-chr10-60381393-83
NR9304--MA0684.1.RUNX3	chr8	83740326	83740335	+	0.000	0.000	Merged-chr8-83740218-49
NR1108--MA0002.2.RUNX1	chr10	75282835	75282845	-	0.000	0.000	Merged-chr10-75282925-47
NR9632--MA0002.2.RUNX1	chr9	44011144	44011154	-	0.000	0.000	Merged-chr9-44011189-9
NR74--MA0002.2.RUNX1	chr1	40473882	40473892	+	0.000	0.000	Merged-chr1-40473860-44
NR3122--MA0684.1.RUNX3	chr14	54222637	54222646	-	0.000	0.000	Merged-chr14-54222562-63
NR9112--MA0511.2.RUNX2	chr7	144074938	144074946	-	0.000	0.000	Merged-chr7-144074974-28
NR675--MA0002.2.RUNX1	chr1	181860899	181860909	+	0.000	0.000	Merged-chr1-181860828-54
NR9761--MA0684.1.RUNX3	chr9	69987761	69987770	+	0.000	0.000	Merged-chr9-69987848-24
NR946--MA0002.2.RUNX1	chr10	39023754	39023764	+	0.000	0.000	Merged-chr10-39023842-41
NR9285--MA0684.1.RUNX3	chr8	77482106	77482115	+	0.000	0.000	Merged-chr8-77482121-16
NR902--MA0511.2.RUNX2	chr10	22732437	22732445	-	0.000	0.000	Merged-chr10-22732322-3
NR7062--MA0002.2.RUNX1	chr4	126253864	126253874	-	0.000	0.000	Merged-chr4-126253924-28
NR9635--MA0511.2.RUNX2	chr9	44066981	44066989	-	0.000	0.000	Merged-chr9-44067103-56
NR3182--MA0511.2.RUNX2	chr14	65351608	65351616	+	0.000	0.000	Merged-chr14-65351604-1
NR9265--MA0002.2.RUNX1	chr8	71286228	71286238	+	0.000	0.000	Merged-chr8-71286337-41
NR5577--MA0684.1.RUNX3	chr2	72590113	72590122	-	0.000	0.000	Merged-chr2-72590175-15
NR6288--MA0684.1.RUNX3	chr3	68790589	68790598	-	0.000	0.000	Merged-chr3-68790735-6
NR6559--MA0684.1.RUNX3	chr3	133078627	133078636	+	0.000	0.000	Merged-chr3-133078514-46
NR1154--MA0511.2.RUNX2	chr10	79873473	79873481	+	0.000	0.000	Merged-chr10-79873513-12
NR641--MA0002.2.RUNX1	chr1	178629360	178629370	-	0.000	0.000	Merged-chr1-178629339-6
NR6983--MA0002.2.RUNX1	chr4	107210268	107210278	+	0.000	0.000	Merged-chr4-107210545-62
NR7694--MA0002.2.RUNX1	chr5	121341374	121341384	+	0.000	0.000	Merged-chr5-121341323-61
NR3611--MA0684.1.RUNX3	chr15	68228446	68228455	+	0.000	0.000	Merged-chr15-68228296-28
NR5209--MA0002.2.RUNX1	chr19	41566981	41566991	+	0.000	0.000	Merged-chr19-41566942-22
NR8520--MA0002.2.RUNX1	chr7	24369933	24369943	+	0.000	0.000	Merged-chr7-24370030-56
NR1726--MA0684.1.RUNX3	chr11	80323508	80323517	+	0.000	0.000	Merged-chr11-80323459-26
NR10260--MA0002.2.RUNX1	chrX	169319214	169319224	+	0.000	0.000	Merged-chrX-169319212-31
NR5543--MA0684.1.RUNX3	chr2	60845518	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR1534--MA0511.2.RUNX2	chr11	43358961	43358969	-	0.000	0.000	Merged-chr11-43358857-56
NR8920--MA0684.1.RUNX3	chr7	118254167	118254176	-	0.000	0.000	Merged-chr7-118254195-24
NR3115--MA0002.2.RUNX1	chr14	53795398	53795408	-	0.000	0.000	Merged-chr14-53795361-42
NR9631--MA0684.1.RUNX3	chr9	43096539	43096548	+	0.000	0.000	Merged-chr9-43096353-58
NR1164--MA0002.2.RUNX1	chr10	81255099	81255109	+	0.000	0.000	Merged-chr10-81255041-17
NR1435--MA0002.2.RUNX1	chr11	5432532	5432542	-	0.000	0.000	Merged-chr11-5432545-27
NR9426--MA0684.1.RUNX3	chr8	116635507	116635516	+	0.000	0.000	Merged-chr8-116635370-35
NR3244--MA0684.1.RUNX3	chr14	75318931	75318940	-	0.000	0.000	Merged-chr14-75318936-27
NR7283--MA0511.2.RUNX2	chr5	3355972	3355980	-	0.000	0.000	Merged-chr5-3355997-73
NR5318--MA0002.2.RUNX1	chr19	58296930	58296940	-	0.000	0.000	Merged-chr19-58296968-24
NR3638--MA0002.2.RUNX1	chr15	76577647	76577657	+	0.000	0.000	Merged-chr15-76577573-14
NR10164--MA0002.2.RUNX1	chrX	74023709	74023719	-	0.000	0.000	Merged-chrX-74023743-74
NR1687--MA0002.2.RUNX1	chr11	76588842	76588852	-	0.000	0.000	Merged-chr11-76588861-14
NR1958--MA0002.2.RUNX1	chr11	113174357	113174367	-	0.000	0.000	Merged-chr11-113174221-33
NR9949--MA0684.1.RUNX3	chr9	110896836	110896845	-	0.000	0.000	Merged-chr9-110896831-29
NR2513--MA0002.2.RUNX1	chr13	9882532	9882542	-	0.000	0.000	Merged-chr13-9882509-19
NR5718--MA0684.1.RUNX3	chr2	114145438	114145447	+	0.000	0.000	Merged-chr2-114145226-70
NR5775--MA0002.2.RUNX1	chr2	126252466	126252476	-	0.000	0.000	Merged-chr2-126252361-10
NR10021--MA0002.2.RUNX1	chr9	118863755	118863765	-	0.000	0.000	Merged-chr9-118863800-9
NR1068--MA0002.2.RUNX1	chr10	67610852	67610862	-	0.000	0.000	Merged-chr10-67610821-54
NR5699--MA0684.1.RUNX3	chr2	104176657	104176666	+	0.000	0.000	Merged-chr2-104176652-3
NR5156--MA0002.2.RUNX1	chr19	32275218	32275228	-	0.000	0.000	Merged-chr19-32275425-90
NR1468--MA0684.1.RUNX3	chr11	14117782	14117791	+	0.000	0.000	Merged-chr11-14117736-17
NR9992--MA0684.1.RUNX3	chr9	115526286	115526295	-	0.000	0.000	Merged-chr9-115526484-32
NR8804--MA0002.2.RUNX1	chr7	102317927	102317937	-	0.000	0.000	Merged-chr7-102317968-16
NR862--MA0511.2.RUNX2	chr10	19718863	19718871	-	0.000	0.000	Merged-chr10-19718932-45
NR9515--MA0002.2.RUNX1	chr8	125725663	125725673	+	0.000	0.000	Merged-chr8-125725496-61
NR1752--MA0511.2.RUNX2	chr11	84829171	84829179	+	0.000	0.000	Merged-chr11-84829158-56
NR7359--MA0002.2.RUNX1	chr5	31444074	31444084	-	0.000	0.000	Merged-chr5-31444233-16
NR640--MA0684.1.RUNX3	chr1	178321441	178321450	-	0.000	0.000	Merged-chr1-178321345-28
NR9866--MA0511.2.RUNX2	chr9	94993857	94993865	+	0.000	0.000	Merged-chr9-94993790-30
NR5093--MA0511.2.RUNX2	chr19	16128834	16128842	-	0.000	0.000	Merged-chr19-16128909-3
NR5635--MA0511.2.RUNX2	chr2	80579451	80579459	+	0.000	0.000	Merged-chr2-80579477-19
NR9101--MA0002.2.RUNX1	chr7	142399322	142399332	-	0.000	0.000	Merged-chr7-142399305-21
NR8199--MA0684.1.RUNX3	chr6	114893967	114893976	+	0.000	0.000	Merged-chr6-114894029-89
NR3257--MA0684.1.RUNX3	chr14	77861400	77861409	+	0.000	0.000	Merged-chr14-77861310-50
NR5807--MA0002.2.RUNX1	chr2	128430846	128430856	+	0.000	0.000	Merged-chr2-128430953-27
NR3585--MA0002.2.RUNX1	chr15	63969325	63969335	+	0.000	0.000	Merged-chr15-63969330-24
NR620--MA0002.2.RUNX1	chr1	175631929	175631939	-	0.000	0.000	Merged-chr1-175631822-65
NR2830--MA0511.2.RUNX2	chr13	96995393	96995401	+	0.000	0.000	Merged-chr13-96995429-17
NR7567--MA0511.2.RUNX2	chr5	105443610	105443618	-	0.000	0.000	Merged-chr5-105443564-46
NR1848--MA0684.1.RUNX3	chr11	99255532	99255541	+	0.000	0.000	Merged-chr11-99255472-31
NR6691--MA0002.2.RUNX1	chr3	157572187	157572197	+	0.000	0.000	Merged-chr3-157572162-49
NR9082--MA0002.2.RUNX1	chr7	140981898	140981908	-	0.000	0.000	Merged-chr7-140982058-21
NR5936--MA0684.1.RUNX3	chr2	154732922	154732931	+	0.000	0.000	Merged-chr2-154732933-29
NR66--MA0002.2.RUNX1	chr1	39986420	39986430	-	0.000	0.000	Merged-chr1-39986417-3
NR9975--MA0511.2.RUNX2	chr9	114758432	114758440	+	0.000	0.000	Merged-chr9-114758587-29
NR3508--MA0002.2.RUNX1	chr15	41846674	41846684	+	0.000	0.000	Merged-chr15-41846585-48
NR1828--MA0002.2.RUNX1	chr11	97830112	97830122	-	0.000	0.000	Merged-chr11-97830087-30
NR9210--MA0002.2.RUNX1	chr8	36082781	36082791	+	0.000	0.000	Merged-chr8-36082616-47
NR4934--MA0002.2.RUNX1	chr18	78161547	78161557	+	0.000	0.000	Merged-chr18-78161600-30
NR5645--MA0002.2.RUNX1	chr2	84625589	84625599	+	0.000	0.000	Merged-chr2-84625576-12
NR5330--MA0511.2.RUNX2	chr2	3718084	3718092	+	0.000	0.000	Merged-chr2-3718014-59
NR1414--MA0002.2.RUNX1	chr11	3387159	3387169	+	0.000	0.000	Merged-chr11-3387260-37
NR9191--MA0002.2.RUNX1	chr8	33318490	33318500	-	0.000	0.000	Merged-chr8-33318480-6
NR6200--MA0002.2.RUNX1	chr3	37157320	37157330	+	0.000	0.000	Merged-chr3-37157248-37
NR9462--MA0002.2.RUNX1	chr8	121573550	121573560	+	0.000	0.000	Merged-chr8-121573521-19
NR7454--MA0684.1.RUNX3	chr5	65929286	65929295	-	0.000	0.000	Merged-chr5-65929353-41
NR1209--MA0002.2.RUNX1	chr10	89745089	89745099	+	0.000	0.000	Merged-chr10-89745287-119
NR2840--MA0002.2.RUNX1	chr13	99148606	99148616	-	0.000	0.000	Merged-chr13-99148566-18
NR5897--MA0002.2.RUNX1	chr2	148191746	148191756	-	0.000	0.000	Merged-chr2-148191658-6
NR653--MA0684.1.RUNX3	chr1	180296299	180296308	-	0.000	0.000	Merged-chr1-180296318-42
NR110--MA0002.2.RUNX1	chr1	54493676	54493686	-	0.000	0.000	Merged-chr1-54493640-19
NR7804--MA0511.2.RUNX2	chr5	140567500	140567508	-	0.000	0.000	Merged-chr5-140567603-46
NR1395--MA0002.2.RUNX1	chr10	127655182	127655192	-	0.000	0.000	Merged-chr10-127655253-25
NR4920--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR6088--MA0511.2.RUNX2	chr2	172977498	172977506	+	0.000	0.000	Merged-chr2-172977593-131
NR5155--MA0684.1.RUNX3	chr19	32266644	32266653	+	0.000	0.000	Merged-chr19-32266743-101
NR1146--MA0511.2.RUNX2	chr10	79689276	79689284	+	0.000	0.000	Merged-chr10-79689199-4
NR1795--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR5505--MA0511.2.RUNX2	chr2	52561263	52561271	+	0.000	0.000	Merged-chr2-52561333-21
NR7563--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR1318--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR7020--MA0002.2.RUNX1	chr4	116301149	116301159	+	0.000	0.000	Merged-chr4-116301152-13
NR491--MA0684.1.RUNX3	chr1	156408249	156408258	-	0.000	0.000	Merged-chr1-156408256-35
NR7371--MA0511.2.RUNX2	chr5	34538614	34538622	-	0.000	0.000	Merged-chr5-34538812-69
NR7437--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR35--MA0511.2.RUNX2	chr1	20740683	20740691	-	0.000	0.000	Merged-chr1-20740658-39
NR6290--MA0002.2.RUNX1	chr3	75731470	75731480	-	0.000	0.000	Merged-chr3-75731321-54
NR7708--MA0511.2.RUNX2	chr5	123167772	123167780	-	0.000	0.000	Merged-chr5-123167781-7
NR5486--MA0511.2.RUNX2	chr2	46372995	46373003	+	0.000	0.000	Merged-chr2-46373080-32
NR9889--MA0002.2.RUNX1	chr9	96783897	96783907	-	0.000	0.000	Merged-chr9-96783920-38
NR5929--MA0002.2.RUNX1	chr2	153336329	153336339	+	0.000	0.000	Merged-chr2-153336329-40
NR742--MA0002.2.RUNX1	chr1	189085364	189085374	-	0.000	0.000	Merged-chr1-189085418-26
NR3663--MA0511.2.RUNX2	chr15	78564142	78564150	-	0.000	0.000	Merged-chr15-78564204-56
NR5244--MA0002.2.RUNX1	chr19	53925632	53925642	+	0.000	0.000	Merged-chr19-53925558-26
NR8621--MA0002.2.RUNX1	chr7	49272664	49272674	+	0.000	0.000	Merged-chr7-49272707-39
NR1827--MA0684.1.RUNX3	chr11	97728537	97728546	+	0.000	0.000	Merged-chr11-97728662-57
NR950--MA0511.2.RUNX2	chr10	39402667	39402675	-	0.000	0.000	Merged-chr10-39402648-48
NR9998--MA0002.2.RUNX1	chr9	115785415	115785425	+	0.000	0.000	Merged-chr9-115785344-1
NR5644--MA0684.1.RUNX3	chr2	84384022	84384031	-	0.000	0.000	Merged-chr2-84383994-11
NR2710--MA0002.2.RUNX1	chr13	59536543	59536553	-	0.000	0.000	Merged-chr13-59536572-15
NR851--MA0002.2.RUNX1	chr10	19104783	19104793	-	0.000	0.000	Merged-chr10-19104955-55
NR7132--MA0511.2.RUNX2	chr4	136269039	136269047	-	0.000	0.000	Merged-chr4-136269140-11
NR5452--MA0511.2.RUNX2	chr2	32542085	32542093	-	0.000	0.000	Merged-chr2-32542194-49
NR602--MA0511.2.RUNX2	chr1	172126799	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR3197--MA0002.2.RUNX1	chr14	70057125	70057135	-	0.000	0.000	Merged-chr14-70057023-74
NR1936--MA0684.1.RUNX3	chr11	109497186	109497195	-	0.000	0.000	Merged-chr11-109497188-14
NR7433--MA0684.1.RUNX3	chr5	62772103	62772112	+	0.000	0.000	Merged-chr5-62772215-28
NR7285--MA0002.2.RUNX1	chr5	3461071	3461081	-	0.000	0.000	Merged-chr5-3460999-61
NR1744--MA0511.2.RUNX2	chr11	83808656	83808664	-	0.000	0.000	Merged-chr11-83808724-4
NR7556--MA0002.2.RUNX1	chr5	105137005	105137015	+	0.000	0.000	Merged-chr5-105137049-3
NR1268--MA0511.2.RUNX2	chr10	96238482	96238490	+	0.000	0.000	Merged-chr10-96238427-11
NR7827--MA0002.2.RUNX1	chr5	144126198	144126208	+	0.000	0.000	Merged-chr5-144126158-36
NR8982--MA0002.2.RUNX1	chr7	126821921	126821931	+	0.000	0.000	Merged-chr7-126822065-16
NR10122--MA0002.2.RUNX1	chrX	36689844	36689854	-	0.000	0.000	Merged-chrX-36689951-23
NR1169--MA0002.2.RUNX1	chr10	81505452	81505462	+	0.000	0.000	Merged-chr10-81505422-22
NR7142--MA0002.2.RUNX1	chr4	137641869	137641879	-	0.000	0.000	Merged-chr4-137641838-36
NR4817--MA0002.2.RUNX1	chr18	60059180	60059190	-	0.000	0.000	Merged-chr18-60059257-14
NR3577--MA0002.2.RUNX1	chr15	60141833	60141843	-	0.000	0.000	Merged-chr15-60141822-49
NR3804--MA0511.2.RUNX2	chr16	8455365	8455373	+	0.000	0.000	Merged-chr16-8455328-28
NR2181--MA0002.2.RUNX1	chr12	79429964	79429974	+	0.000	0.000	Merged-chr12-79430089-33
NR5114--MA0002.2.RUNX1	chr19	20394005	20394015	+	0.000	0.000	Merged-chr19-20393834-21
NR7621--MA0511.2.RUNX2	chr5	110284119	110284127	+	0.000	0.000	Merged-chr5-110284039-11
NR1155--MA0684.1.RUNX3	chr10	79873473	79873482	+	0.000	0.000	Merged-chr10-79873513-12
NR8220--MA0002.2.RUNX1	chr6	119217784	119217794	+	0.000	0.000	Merged-chr6-119217771-9
NR6811--MA0002.2.RUNX1	chr4	46485877	46485887	+	0.000	0.000	Merged-chr4-46485924-53
NR9202--MA0002.2.RUNX1	chr8	34615169	34615179	-	0.000	0.000	Merged-chr8-34615057-34
NR7589--MA0684.1.RUNX3	chr5	106639782	106639791	+	0.000	0.000	Merged-chr5-106639695-17
NR4655--MA0002.2.RUNX1	chr18	5604310	5604320	+	0.000	0.000	Merged-chr18-5604143-2
NR5309--MA0684.1.RUNX3	chr19	58087322	58087331	-	0.000	0.000	Merged-chr19-58087296-13
NR9553--MA0511.2.RUNX2	chr8	128606829	128606837	-	0.000	0.000	Merged-chr8-128606814-16
NR5366--MA0002.2.RUNX1	chr2	9607878	9607888	-	0.000	0.000	Merged-chr2-9607843-12
NR450--MA0002.2.RUNX1	chr1	150396149	150396159	-	0.000	0.000	Merged-chr1-150396130-66
NR6792--MA0002.2.RUNX1	chr4	44962510	44962520	-	0.000	0.000	Merged-chr4-44962580-14
NR1135--MA0002.2.RUNX1	chr10	77583785	77583795	-	0.000	0.000	Merged-chr10-77583883-9
NR9410--MA0511.2.RUNX2	chr8	114879899	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR10012--MA0684.1.RUNX3	chr9	116369243	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR3609--MA0002.2.RUNX1	chr15	67398133	67398143	+	0.000	0.000	Merged-chr15-67398131-20
NR3894--MA0511.2.RUNX2	chr16	31210110	31210118	-	0.000	0.000	Merged-chr16-31210060-37
NR7303--MA0684.1.RUNX3	chr5	10866668	10866677	+	0.000	0.000	Merged-chr5-10866661-52
NR9106--MA0002.2.RUNX1	chr7	143005586	143005596	-	0.000	0.000	Merged-chr7-143005288-104
NR7155--MA0002.2.RUNX1	chr4	139616630	139616640	-	0.000	0.000	Merged-chr4-139616773-45
NR1614--MA0511.2.RUNX2	chr11	57911898	57911906	+	0.000	0.000	Merged-chr11-57911963-18
NR2213--MA0002.2.RUNX1	chr12	85177151	85177161	+	0.000	0.000	Merged-chr12-85177311-38
NR9933--MA0511.2.RUNX2	chr9	107975788	107975796	+	0.000	0.000	Merged-chr9-107975775-69
NR830--MA0002.2.RUNX1	chr10	14066228	14066238	-	0.000	0.000	Merged-chr10-14066140-19
NR7111--MA0511.2.RUNX2	chr4	134787146	134787154	-	0.000	0.000	Merged-chr4-134787167-34
NR354--MA0002.2.RUNX1	chr1	128057441	128057451	+	0.000	0.000	Merged-chr1-128057377-21
NR7777--MA0511.2.RUNX2	chr5	136149394	136149402	+	0.000	0.000	Merged-chr5-136149395-52
NR4893--MA0684.1.RUNX3	chr18	70544482	70544491	+	0.000	0.000	Merged-chr18-70544560-36
NR6301--MA0002.2.RUNX1	chr3	81783106	81783116	-	0.000	0.000	Merged-chr3-81783133-49
NR1039--MA0002.2.RUNX1	chr10	60346224	60346234	-	0.000	0.000	Merged-chr10-60346273-6
NR4350--MA0002.2.RUNX1	chr17	29584505	29584515	-	0.000	0.000	Merged-chr17-29584339-4
NR2670--MA0002.2.RUNX1	chr13	49381348	49381358	+	0.000	0.000	Merged-chr13-49381430-36
NR4972--MA0511.2.RUNX2	chr18	82513365	82513373	-	0.000	0.000	Merged-chr18-82513500-48
NR754--MA0684.1.RUNX3	chr1	191124512	191124521	-	0.000	0.000	Merged-chr1-191124534-8
NR9314--MA0511.2.RUNX2	chr8	85543631	85543639	-	0.000	0.000	Merged-chr8-85543776-5
NR1644--MA0684.1.RUNX3	chr11	67633799	67633808	+	0.000	0.000	Merged-chr11-67633953-18
NR4750--MA0684.1.RUNX3	chr18	39102429	39102438	+	0.000	0.000	Merged-chr18-39102352-12
NR7429--MA0511.2.RUNX2	chr5	62756272	62756280	+	0.000	0.000	Merged-chr5-62756252-19
NR10244--MA0002.2.RUNX1	chrX	167025097	167025107	-	0.000	0.000	Merged-chrX-167025120-15
NR9487--MA0684.1.RUNX3	chr8	123032959	123032968	+	0.000	0.000	Merged-chr8-123033029-47
NR291--MA0511.2.RUNX2	chr1	94074935	94074943	-	0.000	0.000	Merged-chr1-94075001-17
NR5461--MA0684.1.RUNX3	chr2	32601606	32601615	-	0.000	0.000	Merged-chr2-32601597-23
NR5379--MA0002.2.RUNX1	chr2	11645465	11645475	+	0.000	0.000	Merged-chr2-11645530-22
NR192--MA0002.2.RUNX1	chr1	69241969	69241979	+	0.000	0.000	Merged-chr1-69242042-51
NR3033--MA0002.2.RUNX1	chr14	21635310	21635320	+	0.000	0.000	Merged-chr14-21635245-13
NR463--MA0002.2.RUNX1	chr1	151670185	151670195	+	0.000	0.000	Merged-chr1-151670167-23
NR2944--MA0511.2.RUNX2	chr13	113183402	113183410	-	0.000	0.000	Merged-chr13-113183502-60
NR5064--MA0511.2.RUNX2	chr19	10577297	10577305	-	0.000	0.000	Merged-chr19-10577280-70
NR3926--MA0511.2.RUNX2	chr16	35765630	35765638	-	0.000	0.000	Merged-chr16-35765641-23
NR5113--MA0684.1.RUNX3	chr19	20390560	20390569	-	0.000	0.000	Merged-chr19-20390603-26
NR1277--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR9201--MA0684.1.RUNX3	chr8	34216033	34216042	+	0.000	0.000	Merged-chr8-34216280-115
NR942--MA0511.2.RUNX2	chr10	34416976	34416984	+	0.000	0.000	Merged-chr10-34416785-1
NR9324--MA0002.2.RUNX1	chr8	88771401	88771411	+	0.000	0.000	Merged-chr8-88771445-24
NR1356--MA0511.2.RUNX2	chr10	121189337	121189345	+	0.000	0.000	Merged-chr10-121189304-59
NR3956--MA0684.1.RUNX3	chr16	44321874	44321883	-	0.000	0.000	Merged-chr16-44321913-9
NR4018--MA0511.2.RUNX2	chr16	55754620	55754628	+	0.000	0.000	Merged-chr16-55754578-52
NR9519--MA0684.1.RUNX3	chr8	126584481	126584490	-	0.000	0.000	Merged-chr8-126584527-70
NR3764--MA0511.2.RUNX2	chr15	97843392	97843400	-	0.000	0.000	Merged-chr15-97843455-26
NR9576--MA0002.2.RUNX1	chr9	15357634	15357644	+	0.000	0.000	Merged-chr9-15357727-65
NR4363--MA0002.2.RUNX1	chr17	32201250	32201260	+	0.000	0.000	Merged-chr17-32201258-15
NR7025--MA0002.2.RUNX1	chr4	116678003	116678013	+	0.000	0.000	Merged-chr4-116678042-15
NR9532--MA0511.2.RUNX2	chr8	127438894	127438902	-	0.000	0.000	Merged-chr8-127438769-21
NR101--MA0684.1.RUNX3	chr1	53784797	53784806	+	0.000	0.000	Merged-chr1-53784836-115
NR7581--MA0511.2.RUNX2	chr5	105715611	105715619	-	0.000	0.000	Merged-chr5-105715715-26
NR8722--MA0002.2.RUNX1	chr7	80901229	80901239	+	0.000	0.000	Merged-chr7-80901263-54
NR9310--MA0684.1.RUNX3	chr8	84759290	84759299	+	0.000	0.000	Merged-chr8-84759322-6
NR1114--MA0002.2.RUNX1	chr10	75536367	75536377	+	0.000	0.000	Merged-chr10-75536310-39
NR9162--MA0002.2.RUNX1	chr8	22405900	22405910	+	0.000	0.000	Merged-chr8-22405869-37
NR7277--MA0002.2.RUNX1	chr4	156013893	156013903	-	0.000	0.000	Merged-chr4-156013915-55
NR4743--MA0002.2.RUNX1	chr18	38940558	38940568	-	0.000	0.000	Merged-chr18-38940631-14
NR7134--MA0002.2.RUNX1	chr4	136269037	136269047	+	0.000	0.000	Merged-chr4-136269140-11
