#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2069--MA0511.2.RUNX2	chr11	118232513	118232521	+	0.000	0.000	Merged-chr11-118232579-51
NR4398--MA0684.1.RUNX3	chr16	92867431	92867440	-	0.000	0.000	Merged-chr16-92867582-45
NR10878--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR9783--MA0002.2.RUNX1	chr8	22405900	22405910	+	0.000	0.000	Merged-chr8-22405869-37
NR5224--MA0684.1.RUNX3	chr19	8592429	8592438	+	0.000	0.000	Merged-chr19-8592238-38
NR6428--MA0511.2.RUNX2	chr3	30876917	30876925	-	0.000	0.000	Merged-chr3-30876888-40
NR5076--MA0002.2.RUNX1	chr18	73745003	73745013	-	0.000	0.000	Merged-chr18-73745138-6
NR5347--MA0002.2.RUNX1	chr19	34168160	34168170	+	0.000	0.000	Merged-chr19-34168201-28
NR10612--MA0684.1.RUNX3	chr9	96953705	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR10735--MA0002.2.RUNX1	chr9	116264034	116264044	-	0.000	0.000	Merged-chr9-116263985-48
NR5969--MA0511.2.RUNX2	chr2	114145119	114145127	+	0.000	0.000	Merged-chr2-114145226-70
NR5747--MA0684.1.RUNX3	chr2	60845518	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR1738--MA0511.2.RUNX2	chr11	70594762	70594770	+	0.000	0.000	Merged-chr11-70594778-39
NR10864--MA0684.1.RUNX3	chrX	38248845	38248854	+	0.000	0.000	Merged-chrX-38248854-9
NR6729--MA0684.1.RUNX3	chr3	116483500	116483509	+	0.000	0.000	Merged-chr3-116483487-8
NR2449--MA0511.2.RUNX2	chr12	108646411	108646419	+	0.000	0.000	Merged-chr12-108646363-75
NR3319--MA0002.2.RUNX1	chr14	57730111	57730121	-	0.000	0.000	Merged-chr14-57729995-40
NR1097--MA0002.2.RUNX1	chr10	67610852	67610862	-	0.000	0.000	Merged-chr10-67610821-54
NR7136--MA0002.2.RUNX1	chr4	63644529	63644539	+	0.000	0.000	Merged-chr4-63644435-12
NR5185--MA0002.2.RUNX1	chr18	89238258	89238268	+	0.000	0.000	Merged-chr18-89238329-52
NR3924--MA0684.1.RUNX3	chr15	93302063	93302072	-	0.000	0.000	Merged-chr15-93302109-22
NR1973--MA0684.1.RUNX3	chr11	107693457	107693466	+	0.000	0.000	Merged-chr11-107693539-25
NR3719--MA0684.1.RUNX3	chr15	52928624	52928633	+	0.000	0.000	Merged-chr15-52928656-21
NR3776--MA0002.2.RUNX1	chr15	67143802	67143812	+	0.000	0.000	Merged-chr15-67143778-11
NR1102--MA0684.1.RUNX3	chr10	67658077	67658086	-	0.000	0.000	Merged-chr10-67657975-87
NR10844--MA0002.2.RUNX1	chrX	20426298	20426308	+	0.000	0.000	Merged-chrX-20426404-1
NR8198--MA0511.2.RUNX2	chr5	140321662	140321670	+	0.000	0.000	Merged-chr5-140321692-59
NR1781--MA0511.2.RUNX2	chr11	78698073	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR10800--MA0511.2.RUNX2	chr9	121757623	121757631	-	0.000	0.000	Merged-chr9-121757681-27
NR7388--MA0002.2.RUNX1	chr4	134059083	134059093	-	0.000	0.000	Merged-chr4-134059039-2
NR5042--MA0002.2.RUNX1	chr18	66429395	66429405	-	0.000	0.000	Merged-chr18-66429331-35
NR792--MA0002.2.RUNX1	chr1	191097492	191097502	-	0.000	0.000	Merged-chr1-191097500-32
NR3633--MA0002.2.RUNX1	chr15	27579106	27579116	-	0.000	0.000	Merged-chr15-27579137-17
NR10701--MA0002.2.RUNX1	chr9	114440787	114440797	+	0.000	0.000	Merged-chr9-114440811-53
NR4139--MA0002.2.RUNX1	chr16	32954109	32954119	-	0.000	0.000	Merged-chr16-32954126-18
NR1162--MA0511.2.RUNX2	chr10	79417835	79417843	+	0.000	0.000	Merged-chr10-79417907-1
NR7516--MA0002.2.RUNX1	chr4	149469663	149469673	+	0.000	0.000	Merged-chr4-149469788-41
NR3828--MA0684.1.RUNX3	chr15	76799566	76799575	+	0.000	0.000	Merged-chr15-76799596-17
NR715--MA0002.2.RUNX1	chr1	182223964	182223974	-	0.000	0.000	Merged-chr1-182224037-19
NR1334--MA0002.2.RUNX1	chr10	108110442	108110452	+	0.000	0.000	Merged-chr10-108110299-11
NR1129--MA0002.2.RUNX1	chr10	74823619	74823629	+	0.000	0.000	Merged-chr10-74823662-27
NR9653--MA0002.2.RUNX1	chr7	136255792	136255802	+	0.000	0.000	Merged-chr7-136255803-24
NR1890--MA0511.2.RUNX2	chr11	98568494	98568502	+	0.000	0.000	Merged-chr11-98568407-8
NR7916--MA0684.1.RUNX3	chr5	97983572	97983581	+	0.000	0.000	Merged-chr5-97983447-49
NR5694--MA0684.1.RUNX3	chr2	46372995	46373004	+	0.000	0.000	Merged-chr2-46373080-32
NR95--MA0002.2.RUNX1	chr1	43897360	43897370	-	0.000	0.000	Merged-chr1-43897288-49
NR5422--MA0002.2.RUNX1	chr19	47821387	47821397	+	0.000	0.000	Merged-chr19-47821465-21
NR10063--MA0002.2.RUNX1	chr8	115475705	115475715	+	0.000	0.000	Merged-chr8-115475805-13
NR3808--MA0002.2.RUNX1	chr15	74935318	74935328	-	0.000	0.000	Merged-chr15-74935411-23
NR1857--MA0002.2.RUNX1	chr11	90675672	90675682	-	0.000	0.000	Merged-chr11-90675808-18
NR1271--MA0511.2.RUNX2	chr10	94552091	94552099	+	0.000	0.000	Merged-chr10-94552139-57
NR1542--MA0511.2.RUNX2	chr11	19972601	19972609	-	0.000	0.000	Merged-chr11-19972622-7
NR7354--MA0002.2.RUNX1	chr4	127015645	127015655	+	0.000	0.000	Merged-chr4-127015612-55
NR5617--MA0684.1.RUNX3	chr2	25913386	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR5674--MA0002.2.RUNX1	chr2	35898959	35898969	-	0.000	0.000	Merged-chr2-35899032-12
NR18--MA0002.2.RUNX1	chr1	13599481	13599491	+	0.000	0.000	Merged-chr1-13599624-3
NR10734--MA0684.1.RUNX3	chr9	116263827	116263836	-	0.000	0.000	Merged-chr9-116263985-48
NR1172--MA0002.2.RUNX1	chr10	80271558	80271568	+	0.000	0.000	Merged-chr10-80271512-28
NR10586--MA0002.2.RUNX1	chr9	95832942	95832952	+	0.000	0.000	Merged-chr9-95832946-23
NR81--MA0684.1.RUNX3	chr1	40475898	40475907	-	0.000	0.000	Merged-chr1-40475905-49
NR9286--MA0002.2.RUNX1	chr7	75788634	75788644	-	0.000	0.000	Merged-chr7-75788525-69
NR9828--MA0002.2.RUNX1	chr8	36016391	36016401	+	0.000	0.000	Merged-chr8-36016456-26
NR10714--MA0002.2.RUNX1	chr9	114787859	114787869	+	0.000	0.000	Merged-chr9-114787935-34
NR9957--MA0684.1.RUNX3	chr8	84876998	84877007	-	0.000	0.000	Merged-chr8-84876953-6
NR3331--MA0511.2.RUNX2	chr14	60744639	60744647	-	0.000	0.000	Merged-chr14-60744715-28
NR7192--MA0002.2.RUNX1	chr4	89875745	89875755	-	0.000	0.000	Merged-chr4-89875945-52
NR5931--MA0684.1.RUNX3	chr2	101991894	101991903	-	0.000	0.000	Merged-chr2-101991789-33
NR5184--MA0684.1.RUNX3	chr18	89214999	89215008	-	0.000	0.000	Merged-chr18-89214991-26
NR391--MA0002.2.RUNX1	chr1	130549398	130549408	-	0.000	0.000	Merged-chr1-130549409-15
NR3898--MA0002.2.RUNX1	chr15	86051393	86051403	+	0.000	0.000	Merged-chr15-86051383-21
NR2428--MA0511.2.RUNX2	chr12	107119318	107119326	-	0.000	0.000	Merged-chr12-107119357-16
NR5534--MA0511.2.RUNX2	chr2	9564616	9564624	-	0.000	0.000	Merged-chr2-9564694-16
NR1618--MA0002.2.RUNX1	chr11	46462158	46462168	+	0.000	0.000	Merged-chr11-46462115-37
NR9395--MA0002.2.RUNX1	chr7	101634590	101634600	+	0.000	0.000	Merged-chr7-101634721-37
NR2921--MA0684.1.RUNX3	chr13	83656978	83656987	-	0.000	0.000	Merged-chr13-83656989-24
NR10380--MA0511.2.RUNX2	chr9	59659894	59659902	-	0.000	0.000	Merged-chr9-59659760-51
NR7929--MA0684.1.RUNX3	chr5	100915564	100915573	+	0.000	0.000	Merged-chr5-100915342-34
NR7115--MA0002.2.RUNX1	chr4	59261343	59261353	-	0.000	0.000	Merged-chr4-59261268-52
NR3427--MA0684.1.RUNX3	chr14	74949176	74949185	-	0.000	0.000	Merged-chr14-74949035-55
NR4138--MA0684.1.RUNX3	chr16	32751018	32751027	+	0.000	0.000	Merged-chr16-32750827-48
NR9252--MA0002.2.RUNX1	chr7	66253504	66253514	-	0.000	0.000	Merged-chr7-66253544-6
NR9047--MA0002.2.RUNX1	chr6	149260815	149260825	-	0.000	0.000	Merged-chr6-149260973-38
NR5293--MA0684.1.RUNX3	chr19	21510325	21510334	-	0.000	0.000	Merged-chr19-21510334-13
NR7909--MA0002.2.RUNX1	chr5	97075717	97075727	+	0.000	0.000	Merged-chr5-97075788-14
NR3136--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR1185--MA0002.2.RUNX1	chr10	81510338	81510348	+	0.000	0.000	Merged-chr10-81510447-46
NR10204--MA0002.2.RUNX1	chr8	128572371	128572381	+	0.000	0.000	Merged-chr8-128572314-34
NR8034--MA0511.2.RUNX2	chr5	112220447	112220455	+	0.000	0.000	Merged-chr5-112220290-48
NR4198--MA0511.2.RUNX2	chr16	45222996	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR10390--MA0002.2.RUNX1	chr9	64780052	64780062	+	0.000	0.000	Merged-chr9-64779927-39
NR4247--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR880--MA0002.2.RUNX1	chr10	12842824	12842834	+	0.000	0.000	Merged-chr10-12842715-46
NR7161--MA0511.2.RUNX2	chr4	82365251	82365259	+	0.000	0.000	Merged-chr4-82365199-20
NR30--MA0511.2.RUNX2	chr1	21333808	21333816	-	0.000	0.000	Merged-chr1-21333700-62
NR3245--MA0002.2.RUNX1	chr14	40956702	40956712	-	0.000	0.000	Merged-chr14-40956605-62
NR1237--MA0684.1.RUNX3	chr10	89487492	89487501	+	0.000	0.000	Merged-chr10-89487316-19
NR9556--MA0684.1.RUNX3	chr7	122317088	122317097	+	0.000	0.000	Merged-chr7-122317075-24
NR3201--MA0511.2.RUNX2	chr14	25534438	25534446	-	0.000	0.000	Merged-chr14-25534315-15
NR7999--MA0002.2.RUNX1	chr5	107564619	107564629	-	0.000	0.000	Merged-chr5-107564651-5
NR9364--MA0511.2.RUNX2	chr7	98090400	98090408	+	0.000	0.000	Merged-chr7-98090470-13
NR5719--MA0002.2.RUNX1	chr2	55082023	55082033	+	0.000	0.000	Merged-chr2-55082182-18
NR3768--MA0002.2.RUNX1	chr15	66798572	66798582	+	0.000	0.000	Merged-chr15-66798584-16
NR932--MA0684.1.RUNX3	chr10	21504626	21504635	+	0.000	0.000	Merged-chr10-21504659-28
NR5034--MA0002.2.RUNX1	chr18	65381737	65381747	+	0.000	0.000	Merged-chr18-65381869-74
NR10151--MA0002.2.RUNX1	chr8	124317962	124317972	+	0.000	0.000	Merged-chr8-124317867-82
NR6460--MA0002.2.RUNX1	chr3	37978660	37978670	+	0.000	0.000	Merged-chr3-37978790-50
NR10217--MA0002.2.RUNX1	chr9	5298618	5298628	+	0.000	0.000	Merged-chr9-5298744-86
NR7114--MA0684.1.RUNX3	chr4	59244348	59244357	+	0.000	0.000	Merged-chr4-59244253-10
NR3105--MA0511.2.RUNX2	chr13	111269819	111269827	+	0.000	0.000	Merged-chr13-111269948-21
NR40--MA0002.2.RUNX1	chr1	34852001	34852011	+	0.000	0.000	Merged-chr1-34852043-82
NR3483--MA0684.1.RUNX3	chr14	87452282	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR1598--MA0684.1.RUNX3	chr11	43705357	43705366	+	0.000	0.000	Merged-chr11-43705351-17
NR912--MA0002.2.RUNX1	chr10	18917547	18917557	-	0.000	0.000	Merged-chr10-18917466-61
NR10674--MA0002.2.RUNX1	chr9	111138402	111138412	-	0.000	0.000	Merged-chr9-111138403-3
NR3291--MA0511.2.RUNX2	chr14	54042372	54042380	+	0.000	0.000	Merged-chr14-54042366-24
NR1726--MA0684.1.RUNX3	chr11	68768602	68768611	+	0.000	0.000	Merged-chr11-68768507-16
NR3258--MA0002.2.RUNX1	chr14	47476844	47476854	+	0.000	0.000	Merged-chr14-47476839-9
NR10055--MA0002.2.RUNX1	chr8	114879897	114879907	+	0.000	0.000	Merged-chr8-114879936-19
NR9897--MA0002.2.RUNX1	chr8	70833092	70833102	+	0.000	0.000	Merged-chr8-70833236-40
NR9026--MA0002.2.RUNX1	chr6	146795875	146795885	-	0.000	0.000	Merged-chr6-146795967-35
NR5814--MA0684.1.RUNX3	chr2	75638325	75638334	-	0.000	0.000	Merged-chr2-75638306-35
NR5937--MA0002.2.RUNX1	chr2	104177442	104177452	-	0.000	0.000	Merged-chr2-104177493-61
NR750--MA0002.2.RUNX1	chr1	184908695	184908705	-	0.000	0.000	Merged-chr1-184908710-36
NR10783--MA0002.2.RUNX1	chr9	120059519	120059529	+	0.000	0.000	Merged-chr9-120059540-6
NR9426--MA0684.1.RUNX3	chr7	105559273	105559282	+	0.000	0.000	Merged-chr7-105559290-12
NR4812--MA0002.2.RUNX1	chr17	84063958	84063968	+	0.000	0.000	Merged-chr17-84064049-48
NR9549--MA0002.2.RUNX1	chr7	120918684	120918694	+	0.000	0.000	Merged-chr7-120918613-12
NR5523--MA0002.2.RUNX1	chr2	5704752	5704762	-	0.000	0.000	Merged-chr2-5704821-18
NR5047--MA0002.2.RUNX1	chr18	67882892	67882902	-	0.000	0.000	Merged-chr18-67882933-18
NR7554--MA0511.2.RUNX2	chr5	3301087	3301095	+	0.000	0.000	Merged-chr5-3301212-57
NR7825--MA0511.2.RUNX2	chr5	72948232	72948240	-	0.000	0.000	Merged-chr5-72948182-5
NR1021--MA0002.2.RUNX1	chr10	51481775	51481785	-	0.000	0.000	Merged-chr10-51481748-14
NR5669--MA0511.2.RUNX2	chr2	35299615	35299623	-	0.000	0.000	Merged-chr2-35299647-29
NR7332--MA0684.1.RUNX3	chr4	121041163	121041172	+	0.000	0.000	Merged-chr4-121041130-36
NR7140--MA0511.2.RUNX2	chr4	63847311	63847319	-	0.000	0.000	Merged-chr4-63847263-40
NR10021--MA0002.2.RUNX1	chr8	107015567	107015577	-	0.000	0.000	Merged-chr8-107015558-12
NR7041--MA0002.2.RUNX1	chr4	40172600	40172610	+	0.000	0.000	Merged-chr4-40172628-23
NR511--MA0002.2.RUNX1	chr1	152254104	152254114	-	0.000	0.000	Merged-chr1-152254014-57
NR1739--MA0684.1.RUNX3	chr11	70594762	70594771	+	0.000	0.000	Merged-chr11-70594778-39
NR591--MA0511.2.RUNX2	chr1	164966197	164966205	+	0.000	0.000	Merged-chr1-164966286-53
NR3432--MA0511.2.RUNX2	chr14	75516356	75516364	-	0.000	0.000	Merged-chr14-75516404-45
NR1752--MA0511.2.RUNX2	chr11	73131193	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR2351--MA0002.2.RUNX1	chr12	91284505	91284515	-	0.000	0.000	Merged-chr12-91284468-19
NR5013--MA0002.2.RUNX1	chr18	60803737	60803747	+	0.000	0.000	Merged-chr18-60803637-35
NR3005--MA0684.1.RUNX3	chr13	98925801	98925810	+	0.000	0.000	Merged-chr13-98925970-133
NR2258--MA0511.2.RUNX2	chr12	73162818	73162826	-	0.000	0.000	Merged-chr12-73162812-38
NR10739--MA0684.1.RUNX3	chr9	116338496	116338505	-	0.000	0.000	Merged-chr9-116338340-72
NR9496--MA0002.2.RUNX1	chr7	114069431	114069441	+	0.000	0.000	Merged-chr7-114069379-29
NR9101--MA0002.2.RUNX1	chr7	25274722	25274732	+	0.000	0.000	Merged-chr7-25274742-22
NR3462--MA0684.1.RUNX3	chr14	78685264	78685273	+	0.000	0.000	Merged-chr14-78685455-11
NR8199--MA0684.1.RUNX3	chr5	140321662	140321671	+	0.000	0.000	Merged-chr5-140321692-59
NR8642--MA0002.2.RUNX1	chr6	108277135	108277145	+	0.000	0.000	Merged-chr6-108277136-27
NR10382--MA0002.2.RUNX1	chr9	59678393	59678403	+	0.000	0.000	Merged-chr9-59678599-20
NR10653--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR6691--MA0002.2.RUNX1	chr3	108562545	108562555	+	0.000	0.000	Merged-chr3-108562830-113
NR9082--MA0002.2.RUNX1	chr7	19817721	19817731	-	0.000	0.000	Merged-chr7-19817599-46
NR2460--MA0002.2.RUNX1	chr12	110825255	110825265	+	0.000	0.000	Merged-chr12-110825377-13
NR10133--MA0511.2.RUNX2	chr8	123000551	123000559	+	0.000	0.000	Merged-chr8-123000494-51
NR2731--MA0002.2.RUNX1	chr13	32971999	32972009	-	0.000	0.000	Merged-chr13-32971962-1
NR7468--MA0002.2.RUNX1	chr4	141862149	141862159	-	0.000	0.000	Merged-chr4-141862091-43
NR1557--MA0002.2.RUNX1	chr11	21192047	21192057	+	0.000	0.000	Merged-chr11-21192059-23
NR10305--MA0002.2.RUNX1	chr9	40423740	40423750	-	0.000	0.000	Merged-chr9-40423772-79
NR9819--MA0684.1.RUNX3	chr8	34740485	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR4663--MA0002.2.RUNX1	chr17	48332730	48332740	-	0.000	0.000	Merged-chr17-48332786-43
NR5251--MA0684.1.RUNX3	chr19	12479475	12479484	+	0.000	0.000	Merged-chr19-12479491-16
NR3859--MA0511.2.RUNX2	chr15	82111959	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR10656--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR1513--MA0511.2.RUNX2	chr11	6680256	6680264	+	0.000	0.000	Merged-chr11-6680225-76
NR1308--MA0511.2.RUNX2	chr10	98776540	98776548	+	0.000	0.000	Merged-chr10-98776574-38
NR5645--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR401--MA0684.1.RUNX3	chr1	131200183	131200192	-	0.000	0.000	Merged-chr1-131199978-81
NR253--MA0002.2.RUNX1	chr1	87637430	87637440	-	0.000	0.000	Merged-chr1-87637275-111
NR7676--MA0511.2.RUNX2	chr5	30950055	30950063	+	0.000	0.000	Merged-chr5-30949994-50
NR10491--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR1143--MA0002.2.RUNX1	chr10	76541542	76541552	+	0.000	0.000	Merged-chr10-76541498-12
NR5601--MA0511.2.RUNX2	chr2	22805731	22805739	-	0.000	0.000	Merged-chr2-22805681-51
NR6200--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR7454--MA0684.1.RUNX3	chr4	140857289	140857298	+	0.000	0.000	Merged-chr4-140857232-22
NR4520--MA0002.2.RUNX1	chr17	21477977	21477987	+	0.000	0.000	Merged-chr17-21477863-62
NR9528--MA0002.2.RUNX1	chr7	117433352	117433362	+	0.000	0.000	Merged-chr7-117433338-2
NR1494--MA0511.2.RUNX2	chr11	4319812	4319820	+	0.000	0.000	Merged-chr11-4319663-56
NR3075--MA0002.2.RUNX1	chr13	107940574	107940584	+	0.000	0.000	Merged-chr13-107940409-34
NR110--MA0002.2.RUNX1	chr1	52753936	52753946	-	0.000	0.000	Merged-chr1-52754097-20
NR9591--MA0684.1.RUNX3	chr7	127208957	127208966	+	0.000	0.000	Merged-chr7-127208983-91
NR6600--MA0684.1.RUNX3	chr3	88510193	88510202	-	0.000	0.000	Merged-chr3-88510082-59
NR7040--MA0684.1.RUNX3	chr4	40172494	40172503	+	0.000	0.000	Merged-chr4-40172628-23
NR10209--MA0002.2.RUNX1	chr8	128643063	128643073	+	0.000	0.000	Merged-chr8-128643198-31
NR5919--MA0511.2.RUNX2	chr2	98662610	98662618	-	0.000	0.000	Merged-chr2-98662597-69
NR7977--MA0684.1.RUNX3	chr5	105675682	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR7434--MA0002.2.RUNX1	chr4	138222529	138222539	+	0.000	0.000	Merged-chr4-138222577-29
NR5278--MA0002.2.RUNX1	chr19	18603144	18603154	+	0.000	0.000	Merged-chr19-18603214-44
NR3598--MA0002.2.RUNX1	chr15	6569140	6569150	-	0.000	0.000	Merged-chr15-6569076-63
NR633--MA0002.2.RUNX1	chr1	171782705	171782715	-	0.000	0.000	Merged-chr1-171782627-54
NR10609--MA0684.1.RUNX3	chr9	96783897	96783906	+	0.000	0.000	Merged-chr9-96783920-38
NR4900--MA0002.2.RUNX1	chr18	14675979	14675989	-	0.000	0.000	Merged-chr18-14675814-20
NR5135--MA0002.2.RUNX1	chr18	82493046	82493056	-	0.000	0.000	Merged-chr18-82492983-14
NR6389--MA0684.1.RUNX3	chr3	9863248	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR6290--MA0002.2.RUNX1	chr2	167657066	167657076	+	0.000	0.000	Merged-chr2-167656925-59
NR9495--MA0684.1.RUNX3	chr7	114069203	114069212	+	0.000	0.000	Merged-chr7-114069379-29
NR5757--MA0511.2.RUNX2	chr2	65133924	65133932	+	0.000	0.000	Merged-chr2-65133825-19
NR7272--MA0002.2.RUNX1	chr4	107164113	107164123	+	0.000	0.000	Merged-chr4-107164239-27
NR2996--MA0002.2.RUNX1	chr13	96555284	96555294	+	0.000	0.000	Merged-chr13-96555289-36
NR9574--MA0511.2.RUNX2	chr7	125489925	125489933	+	0.000	0.000	Merged-chr7-125489902-8
NR10381--MA0684.1.RUNX3	chr9	59659893	59659902	-	0.000	0.000	Merged-chr9-59659760-51
NR3379--MA0684.1.RUNX3	chr14	67911799	67911808	+	0.000	0.000	Merged-chr14-67911920-26
NR3978--MA0002.2.RUNX1	chr15	100060980	100060990	+	0.000	0.000	Merged-chr15-100060928-68
NR3107--MA0002.2.RUNX1	chr13	111656050	111656060	+	0.000	0.000	Merged-chr13-111655949-74
NR1156--MA0002.2.RUNX1	chr10	77962993	77963003	-	0.000	0.000	Merged-chr10-77962952-24
NR4804--MA0002.2.RUNX1	chr17	83902734	83902744	+	0.000	0.000	Merged-chr17-83902741-24
NR10255--MA0511.2.RUNX2	chr9	15526044	15526052	-	0.000	0.000	Merged-chr9-15526156-7
NR10361--MA0002.2.RUNX1	chr9	57340001	57340011	+	0.000	0.000	Merged-chr9-57339944-60
NR3359--MA0002.2.RUNX1	chr14	65113811	65113821	+	0.000	0.000	Merged-chr14-65113927-33
NR9875--MA0684.1.RUNX3	chr8	64805445	64805454	-	0.000	0.000	Merged-chr8-64805470-51
NR9061--MA0002.2.RUNX1	chr7	3693555	3693565	-	0.000	0.000	Merged-chr7-3693587-203
NR10983--MA0511.2.RUNX2	chrX	163993958	163993966	-	0.000	0.000	Merged-chrX-163994129-6
NR1906--MA0511.2.RUNX2	chr11	101172011	101172019	-	0.000	0.000	Merged-chr11-101172187-2
NR5439--MA0684.1.RUNX3	chr19	53579182	53579191	+	0.000	0.000	Merged-chr19-53579095-23
NR375--MA0002.2.RUNX1	chr1	127619488	127619498	+	0.000	0.000	Merged-chr1-127619429-18
NR917--MA0002.2.RUNX1	chr10	19566177	19566187	+	0.000	0.000	Merged-chr10-19566068-15
NR1536--MA0002.2.RUNX1	chr11	14142621	14142631	+	0.000	0.000	Merged-chr11-14142731-31
NR9584--MA0002.2.RUNX1	chr7	125635627	125635637	+	0.000	0.000	Merged-chr7-125635870-68
NR3296--MA0511.2.RUNX2	chr14	54138478	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR4642--MA0002.2.RUNX1	chr17	44893814	44893824	+	0.000	0.000	Merged-chr17-44893726-24
NR9379--MA0002.2.RUNX1	chr7	99450981	99450991	-	0.000	0.000	Merged-chr7-99450884-18
NR9064--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR5419--MA0002.2.RUNX1	chr19	47133351	47133361	+	0.000	0.000	Merged-chr19-47133332-21
NR10413--MA0684.1.RUNX3	chr9	66280658	66280667	+	0.000	0.000	Merged-chr9-66280621-39
NR8730--MA0002.2.RUNX1	chr6	122758970	122758980	+	0.000	0.000	Merged-chr6-122758915-39
NR9984--MA0684.1.RUNX3	chr8	95012621	95012630	-	0.000	0.000	Merged-chr8-95012536-10
NR10265--MA0002.2.RUNX1	chr9	21411818	21411828	+	0.000	0.000	Merged-chr9-21411941-54
NR6845--MA0002.2.RUNX1	chr3	142207651	142207661	+	0.000	0.000	Merged-chr3-142207646-13
NR7285--MA0002.2.RUNX1	chr4	109102858	109102868	-	0.000	0.000	Merged-chr4-109102857-48
NR5548--MA0684.1.RUNX3	chr2	10101325	10101334	-	0.000	0.000	Merged-chr2-10101354-20
NR1539--MA0511.2.RUNX2	chr11	19823815	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR10394--MA0684.1.RUNX3	chr9	64797603	64797612	+	0.000	0.000	Merged-chr9-64797561-46
NR9858--MA0511.2.RUNX2	chr8	57417019	57417027	-	0.000	0.000	Merged-chr8-57416909-32
NR1522--MA0684.1.RUNX3	chr11	10276428	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR1046--MA0684.1.RUNX3	chr10	59608426	59608435	+	0.000	0.000	Merged-chr10-59608424-25
NR9094--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR6160--MA0002.2.RUNX1	chr2	150307354	150307364	-	0.000	0.000	Merged-chr2-150307166-50
NR2866--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR7271--MA0684.1.RUNX3	chr4	107092483	107092492	+	0.000	0.000	Merged-chr4-107092472-5
NR3057--MA0511.2.RUNX2	chr13	104576343	104576351	-	0.000	0.000	Merged-chr13-104576446-28
NR4403--MA0002.2.RUNX1	chr16	93552970	93552980	-	0.000	0.000	Merged-chr16-93552984-42
NR7189--MA0002.2.RUNX1	chr4	89393388	89393398	+	0.000	0.000	Merged-chr4-89393499-15
NR2723--MA0002.2.RUNX1	chr13	30742764	30742774	-	0.000	0.000	Merged-chr13-30742638-44
NR1919--MA0511.2.RUNX2	chr11	102739354	102739362	+	0.000	0.000	Merged-chr11-102739455-28
NR3106--MA0684.1.RUNX3	chr13	111269819	111269828	+	0.000	0.000	Merged-chr13-111269948-21
NR7350--MA0511.2.RUNX2	chr4	126253864	126253872	+	0.000	0.000	Merged-chr4-126253924-28
NR9202--MA0002.2.RUNX1	chr7	49272664	49272674	+	0.000	0.000	Merged-chr7-49272707-39
NR5514--MA0684.1.RUNX3	chr2	3332760	3332769	-	0.000	0.000	Merged-chr2-3332756-84
NR7317--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR9553--MA0511.2.RUNX2	chr7	122288946	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR3087--MA0684.1.RUNX3	chr13	108882120	108882129	-	0.000	0.000	Merged-chr13-108882066-39
NR5637--MA0002.2.RUNX1	chr2	30827680	30827690	+	0.000	0.000	Merged-chr2-30827687-7
