#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR8742--MA0591.1.Bach1::Mafk	chr3	121723398	121723412	-	0.000	0.000	Merged-chr3-121723396-86
NR7664--MA0089.1.MAFG::NFE2L1	chr2	135999721	135999726	-	0.000	0.000	Merged-chr2-135999681-5
NR6078--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR12949--MA0495.2.MAFF	chr8	125557551	125557571	+	0.000	0.000	Merged-chr8-125557520-11
NR9596--MA0117.2.Mafb	chr4	97831817	97831828	-	0.000	0.000	Merged-chr4-97831633-55
NR12185--MA0117.2.Mafb	chr7	110382046	110382057	+	0.000	0.000	Merged-chr7-110381862-5
NR5481--MA0495.2.MAFF	chr16	69946790	69946810	+	0.000	0.000	Merged-chr16-69946695-9
NR4263--MA0117.2.Mafb	chr14	74918642	74918653	+	0.000	0.000	Merged-chr14-74918775-39
NR10312--MA0496.2.MAFK	chr5	76565521	76565539	+	0.000	0.000	Merged-chr5-76565486-34
NR5981--MA0089.1.MAFG::NFE2L1	chr17	64735586	64735591	-	0.000	0.000	Merged-chr17-64735708-22
NR60--MA0089.1.MAFG::NFE2L1	chr1	13593315	13593320	-	0.000	0.000	Merged-chr1-13593495-61
NR12706--MA0501.1.MAF::NFE2	chr8	77482226	77482240	+	0.000	0.000	Merged-chr8-77482121-16
NR6651--MA0496.2.MAFK	chr18	80612046	80612064	-	0.000	0.000	Merged-chr18-80611991-79
NR8329--MA0089.1.MAFG::NFE2L1	chr3	58583003	58583008	-	0.000	0.000	Merged-chr3-58583098-16
NR11641--MA0089.1.MAFG::NFE2L1	chr6	146481509	146481514	+	0.000	0.000	Merged-chr6-146481511-38
NR8301--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR1788--MA0089.1.MAFG::NFE2L1	chr10	94917910	94917915	+	0.000	0.000	Merged-chr10-94917729-28
NR10656--MA0501.1.MAF::NFE2	chr5	149255689	149255703	+	0.000	0.000	Merged-chr5-149255735-4
NR2894--MA0659.1.MAFG	chr12	91765691	91765711	-	0.000	0.000	Merged-chr12-91765630-19
NR1309--MA0089.1.MAFG::NFE2L1	chr10	26364423	26364428	-	0.000	0.000	Merged-chr10-26364475-53
NR4574--MA0089.1.MAFG::NFE2L1	chr15	5184984	5184989	+	0.000	0.000	Merged-chr15-5185003-3
NR2816--MA0089.1.MAFG::NFE2L1	chr12	70232369	70232374	+	0.000	0.000	Merged-chr12-70232391-28
NR6820--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR10610--MA0089.1.MAFG::NFE2L1	chr5	139303792	139303797	+	0.000	0.000	Merged-chr5-139303910-62
NR4209--MA0591.1.Bach1::Mafk	chr14	54259127	54259141	-	0.000	0.000	Merged-chr14-54259345-44
NR4962--MA0659.1.MAFG	chr15	81872293	81872313	-	0.000	0.000	Merged-chr15-81872198-88
NR2277--MA0591.1.Bach1::Mafk	chr11	62280806	62280820	-	0.000	0.000	Merged-chr11-62280813-1
NR5483--MA0117.2.Mafb	chr16	69946799	69946810	-	0.000	0.000	Merged-chr16-69946695-9
NR4540--MA0501.1.MAF::NFE2	chr14	121903610	121903624	-	0.000	0.000	Merged-chr14-121903586-22
NR11452--MA0495.2.MAFF	chr6	127359538	127359558	-	0.000	0.000	Merged-chr6-127359568-39
NR11644--MA0496.2.MAFK	chr6	146516343	146516361	-	0.000	0.000	Merged-chr6-146516138-30
NR10045--MA0089.1.MAFG::NFE2L1	chr5	23394492	23394497	+	0.000	0.000	Merged-chr5-23394422-14
NR6370--MA0501.1.MAF::NFE2	chr18	39068273	39068287	-	0.000	0.000	Merged-chr18-39068377-42
NR2198--MA0496.2.MAFK	chr11	32561586	32561604	-	0.000	0.000	Merged-chr11-32561785-56
NR2433--MA0117.2.Mafb	chr11	115182354	115182365	-	0.000	0.000	Merged-chr11-115182466-29
NR11261--MA0501.1.MAF::NFE2	chr6	99380314	99380328	-	0.000	0.000	Merged-chr6-99380353-32
NR11470--MA0495.2.MAFF	chr6	130029867	130029887	-	0.000	0.000	Merged-chr6-130029953-23
NR11767--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR826--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR10810--MA0089.1.MAFG::NFE2L1	chr6	17932003	17932008	+	0.000	0.000	Merged-chr6-17932110-11
NR1261--MA0495.2.MAFF	chr10	20119542	20119562	+	0.000	0.000	Merged-chr10-20119637-31
NR11329--MA0659.1.MAFG	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR11450--MA0089.1.MAFG::NFE2L1	chr6	126849009	126849014	-	0.000	0.000	Merged-chr6-126849069-62
NR7453--MA0659.1.MAFG	chr2	101678594	101678614	+	0.000	0.000	Merged-chr2-101678794-92
NR1588--MA0495.2.MAFF	chr10	67512298	67512318	-	0.000	0.000	Merged-chr10-67512381-13
NR13504--MA0117.2.Mafb	chr9	122865930	122865941	-	0.000	0.000	Merged-chr9-122865982-50
NR10473--MA0591.1.Bach1::Mafk	chr5	107939728	107939742	-	0.000	0.000	Merged-chr5-107939744-2
NR8601--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR2827--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR5411--MA0089.1.MAFG::NFE2L1	chr16	58498647	58498652	+	0.000	0.000	Merged-chr16-58498584-48
NR8653--MA0495.2.MAFF	chr3	106449625	106449645	+	0.000	0.000	Merged-chr3-106449359-119
NR3321--MA0591.1.Bach1::Mafk	chr13	59011614	59011628	-	0.000	0.000	Merged-chr13-59011628-8
NR5394--MA0117.2.Mafb	chr16	55888376	55888387	-	0.000	0.000	Merged-chr16-55888204-77
NR724--MA0089.1.MAFG::NFE2L1	chr1	131204609	131204614	+	0.000	0.000	Merged-chr1-131204658-49
NR13159--MA0089.1.MAFG::NFE2L1	chr9	57655986	57655991	+	0.000	0.000	Merged-chr9-57655986-23
NR1319--MA0496.2.MAFK	chr10	29313191	29313209	+	0.000	0.000	Merged-chr10-29313390-69
NR6051--MA0089.1.MAFG::NFE2L1	chr17	74717768	74717773	-	0.000	0.000	Merged-chr17-74717725-59
NR9740--MA0117.2.Mafb	chr4	136172145	136172156	-	0.000	0.000	Merged-chr4-136172134-18
NR7799--MA0501.1.MAF::NFE2	chr2	154603904	154603918	+	0.000	0.000	Merged-chr2-154603925-61
NR5337--MA0089.1.MAFG::NFE2L1	chr16	52374354	52374359	+	0.000	0.000	Merged-chr16-52374285-15
NR2344--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	+	0.000	0.000	Merged-chr11-87073947-35
NR12857--MA0591.1.Bach1::Mafk	chr8	105827425	105827439	-	0.000	0.000	Merged-chr8-105827361-75
NR1280--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR5800--MA0089.1.MAFG::NFE2L1	chr17	25773819	25773824	-	0.000	0.000	Merged-chr17-25773759-37
NR12983--MA0089.1.MAFG::NFE2L1	chr8	128595102	128595107	+	0.000	0.000	Merged-chr8-128595191-53
NR8787--MA0501.1.MAF::NFE2	chr3	129590973	129590987	-	0.000	0.000	Merged-chr3-129590945-30
NR6368--MA0659.1.MAFG	chr18	39068273	39068293	+	0.000	0.000	Merged-chr18-39068377-42
NR12128--MA0089.1.MAFG::NFE2L1	chr7	102417552	102417557	-	0.000	0.000	Merged-chr7-102417609-26
NR5042--MA0591.1.Bach1::Mafk	chr15	96638163	96638177	-	0.000	0.000	Merged-chr15-96638375-49
NR8624--MA0501.1.MAF::NFE2	chr3	103386721	103386735	+	0.000	0.000	Merged-chr3-103386678-46
NR11014--MA0495.2.MAFF	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR4858--MA0495.2.MAFF	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR13386--MA0591.1.Bach1::Mafk	chr9	99469963	99469977	-	0.000	0.000	Merged-chr9-99469936-29
NR10230--MA0089.1.MAFG::NFE2L1	chr5	65391538	65391543	+	0.000	0.000	Merged-chr5-65391425-67
NR4976--MA0117.2.Mafb	chr15	83602907	83602918	+	0.000	0.000	Merged-chr15-83602865-55
NR2353--MA0117.2.Mafb	chr11	87422942	87422953	+	0.000	0.000	Merged-chr11-87422985-71
NR13419--MA0501.1.MAF::NFE2	chr9	108156930	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR237--MA0117.2.Mafb	chr1	53776809	53776820	+	0.000	0.000	Merged-chr1-53776706-48
NR6878--MA0591.1.Bach1::Mafk	chr19	58104663	58104677	+	0.000	0.000	Merged-chr19-58104736-34
NR8017--MA0591.1.Bach1::Mafk	chr2	181601378	181601392	-	0.000	0.000	Merged-chr2-181601291-52
NR5043--MA0496.2.MAFK	chr15	96638161	96638179	+	0.000	0.000	Merged-chr15-96638375-49
NR3429--MA0591.1.Bach1::Mafk	chr13	72650007	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR2431--MA0591.1.Bach1::Mafk	chr11	113612395	113612409	-	0.000	0.000	Merged-chr11-113612276-39
NR13200--MA0117.2.Mafb	chr9	73071337	73071348	-	0.000	0.000	Merged-chr9-73071283-26
NR2031--MA0659.1.MAFG	chr10	128043710	128043730	+	0.000	0.000	Merged-chr10-128043792-2
NR11663--MA0089.1.MAFG::NFE2L1	chr7	6127389	6127394	+	0.000	0.000	Merged-chr7-6127268-44
NR3754--MA0089.1.MAFG::NFE2L1	chr13	112288403	112288408	+	0.000	0.000	Merged-chr13-112288360-131
NR2334--MA0089.1.MAFG::NFE2L1	chr11	80184052	80184057	+	0.000	0.000	Merged-chr11-80183866-67
NR2371--MA0117.2.Mafb	chr11	95834510	95834521	-	0.000	0.000	Merged-chr11-95834511-50
NR3438--MA0501.1.MAF::NFE2	chr13	73690784	73690798	+	0.000	0.000	Merged-chr13-73690751-2
NR11131--MA0591.1.Bach1::Mafk	chr6	71125153	71125167	+	0.000	0.000	Merged-chr6-71125305-30
NR3969--MA0089.1.MAFG::NFE2L1	chr14	17414426	17414431	+	0.000	0.000	Merged-chr14-17414498-32
NR4204--MA0089.1.MAFG::NFE2L1	chr14	54158810	54158815	+	0.000	0.000	Merged-chr14-54158757-16
NR8461--MA0495.2.MAFF	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR4394--MA0089.1.MAFG::NFE2L1	chr14	103048830	103048835	-	0.000	0.000	Merged-chr14-103048950-60
NR3350--MA0089.1.MAFG::NFE2L1	chr13	63394584	63394589	-	0.000	0.000	Merged-chr13-63394765-12
NR12704--MA0089.1.MAFG::NFE2L1	chr8	77482225	77482230	+	0.000	0.000	Merged-chr8-77482121-16
NR3710--MA0591.1.Bach1::Mafk	chr13	108045868	108045882	+	0.000	0.000	Merged-chr13-108045887-18
NR1268--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR2409--MA0591.1.Bach1::Mafk	chr11	106487908	106487922	-	0.000	0.000	Merged-chr11-106487771-62
NR13184--MA0501.1.MAF::NFE2	chr9	69440218	69440232	-	0.000	0.000	Merged-chr9-69440174-25
NR7355--MA0501.1.MAF::NFE2	chr2	75823978	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR5059--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR9067--MA0496.2.MAFK	chr4	6446816	6446834	-	0.000	0.000	Merged-chr4-6446926-20
NR7349--MA0495.2.MAFF	chr2	75823972	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR3161--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR2970--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	+	0.000	0.000	Merged-chr12-103341437-53
NR2488--MA0659.1.MAFG	chr12	3745895	3745915	+	0.000	0.000	Merged-chr12-3745858-43
NR8662--MA0496.2.MAFK	chr3	107278813	107278831	+	0.000	0.000	Merged-chr3-107279033-49
NR244--MA0496.2.MAFK	chr1	53940361	53940379	-	0.000	0.000	Merged-chr1-53940463-12
NR6566--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR9640--MA0496.2.MAFK	chr4	109665334	109665352	-	0.000	0.000	Merged-chr4-109665283-1
NR9748--MA0591.1.Bach1::Mafk	chr4	141060719	141060733	+	0.000	0.000	Merged-chr4-141060681-65
NR4043--MA0501.1.MAF::NFE2	chr14	32492806	32492820	-	0.000	0.000	Merged-chr14-32492758-31
NR8130--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR5824--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR8463--MA0117.2.Mafb	chr3	78958961	78958972	+	0.000	0.000	Merged-chr3-78959037-23
NR6129--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR7250--MA0496.2.MAFK	chr2	58107018	58107036	-	0.000	0.000	Merged-chr2-58107175-53
NR6955--MA0089.1.MAFG::NFE2L1	chr2	11548810	11548815	+	0.000	0.000	Merged-chr2-11548721-17
NR10862--MA0117.2.Mafb	chr6	29348047	29348058	-	0.000	0.000	Merged-chr6-29348020-58
NR6840--MA0089.1.MAFG::NFE2L1	chr19	41332361	41332366	+	0.000	0.000	Merged-chr19-41332408-11
NR3880--MA0501.1.MAF::NFE2	chr14	10430914	10430928	+	0.000	0.000	Merged-chr14-10430786-8
NR9869--MA0089.1.MAFG::NFE2L1	chr4	155207955	155207960	-	0.000	0.000	Merged-chr4-155208089-31
NR13208--MA0495.2.MAFF	chr9	75582154	75582174	-	0.000	0.000	Merged-chr9-75582194-17
NR10499--MA0591.1.Bach1::Mafk	chr5	117120260	117120274	+	0.000	0.000	Merged-chr5-117120201-72
NR2909--MA0117.2.Mafb	chr12	92882351	92882362	+	0.000	0.000	Merged-chr12-92882524-1
NR6766--MA0089.1.MAFG::NFE2L1	chr19	10577105	10577110	-	0.000	0.000	Merged-chr19-10577280-70
NR2278--MA0659.1.MAFG	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR1625--MA0495.2.MAFF	chr10	70903743	70903763	+	0.000	0.000	Merged-chr10-70903939-1
NR2574--MA0501.1.MAF::NFE2	chr12	25095900	25095914	-	0.000	0.000	Merged-chr12-25096104-64
NR4539--MA0591.1.Bach1::Mafk	chr14	121903613	121903627	-	0.000	0.000	Merged-chr14-121903586-22
NR3304--MA0591.1.Bach1::Mafk	chr13	51651724	51651738	-	0.000	0.000	Merged-chr13-51651703-54
NR11572--MA0089.1.MAFG::NFE2L1	chr6	140819554	140819559	-	0.000	0.000	Merged-chr6-140819599-25
NR13559--MA0117.2.Mafb	chrX	48455162	48455173	+	0.000	0.000	Merged-chrX-48455147-3
NR6367--MA0591.1.Bach1::Mafk	chr18	39068276	39068290	-	0.000	0.000	Merged-chr18-39068377-42
NR7817--MA0659.1.MAFG	chr2	157131378	157131398	+	0.000	0.000	Merged-chr2-157131278-25
NR4228--MA0089.1.MAFG::NFE2L1	chr14	61440022	61440027	-	0.000	0.000	Merged-chr14-61439871-81
NR4604--MA0089.1.MAFG::NFE2L1	chr15	12268102	12268107	-	0.000	0.000	Merged-chr15-12268204-21
NR9652--MA0089.1.MAFG::NFE2L1	chr4	115057386	115057391	-	0.000	0.000	Merged-chr4-115057224-34
NR2821--MA0089.1.MAFG::NFE2L1	chr12	71015954	71015959	-	0.000	0.000	Merged-chr12-71015954-124
NR2833--MA0117.2.Mafb	chr12	77060305	77060316	-	0.000	0.000	Merged-chr12-77060270-44
NR5888--MA0659.1.MAFG	chr17	36042869	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR12237--MA0501.1.MAF::NFE2	chr7	118922763	118922777	-	0.000	0.000	Merged-chr7-118922669-15
NR2327--MA0591.1.Bach1::Mafk	chr11	79130169	79130183	+	0.000	0.000	Merged-chr11-79129992-68
NR10078--MA0089.1.MAFG::NFE2L1	chr5	30869665	30869670	-	0.000	0.000	Merged-chr5-30869662-46
NR2367--MA0501.1.MAF::NFE2	chr11	95356969	95356983	-	0.000	0.000	Merged-chr11-95356897-59
NR9387--MA0591.1.Bach1::Mafk	chr4	63544760	63544774	-	0.000	0.000	Merged-chr4-63544778-69
NR13368--MA0089.1.MAFG::NFE2L1	chr9	96818636	96818641	+	0.000	0.000	Merged-chr9-96818698-31
NR6751--MA0089.1.MAFG::NFE2L1	chr19	8798592	8798597	-	0.000	0.000	Merged-chr19-8798550-51
NR2178--MA0591.1.Bach1::Mafk	chr11	26640671	26640685	+	0.000	0.000	Merged-chr11-26640535-47
NR2108--MA0501.1.MAF::NFE2	chr11	11573642	11573656	-	0.000	0.000	Merged-chr11-11573827-37
NR7065--MA0659.1.MAFG	chr2	26964418	26964438	-	0.000	0.000	Merged-chr2-26964427-62
NR4671--MA0591.1.Bach1::Mafk	chr15	27884751	27884765	-	0.000	0.000	Merged-chr15-27884591-29
NR3702--MA0495.2.MAFF	chr13	107095407	107095427	-	0.000	0.000	Merged-chr13-107095527-25
NR3978--MA0089.1.MAFG::NFE2L1	chr14	17414480	17414485	+	0.000	0.000	Merged-chr14-17414498-32
NR5890--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR10467--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR10630--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	-	0.000	0.000	Merged-chr5-146655552-37
NR5142--MA0089.1.MAFG::NFE2L1	chr16	8870002	8870007	+	0.000	0.000	Merged-chr16-8869938-27
NR5315--MA0117.2.Mafb	chr16	49801643	49801654	-	0.000	0.000	Merged-chr16-49801610-26
NR6864--MA0089.1.MAFG::NFE2L1	chr19	53479841	53479846	+	0.000	0.000	Merged-chr19-53479762-36
NR7068--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR5820--MA0089.1.MAFG::NFE2L1	chr17	28257058	28257063	-	0.000	0.000	Merged-chr17-28256965-58
NR8734--MA0089.1.MAFG::NFE2L1	chr3	121548238	121548243	-	0.000	0.000	Merged-chr3-121548223-73
NR4261--MA0117.2.Mafb	chr14	73334017	73334028	-	0.000	0.000	Merged-chr14-73334058-7
NR5783--MA0496.2.MAFK	chr17	23630406	23630424	-	0.000	0.000	Merged-chr17-23630399-39
NR11645--MA0501.1.MAF::NFE2	chr6	147744309	147744323	-	0.000	0.000	Merged-chr6-147744282-3
NR12266--MA0496.2.MAFK	chr7	127573109	127573127	+	0.000	0.000	Merged-chr7-127573236-53
NR12952--MA0591.1.Bach1::Mafk	chr8	125557554	125557568	-	0.000	0.000	Merged-chr8-125557520-11
NR5345--MA0495.2.MAFF	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR1778--MA0495.2.MAFF	chr10	93442283	93442303	+	0.000	0.000	Merged-chr10-93442339-20
NR13157--MA0591.1.Bach1::Mafk	chr9	57421461	57421475	+	0.000	0.000	Merged-chr9-57421302-52
NR164--MA0089.1.MAFG::NFE2L1	chr1	35813793	35813798	-	0.000	0.000	Merged-chr1-35813885-25
NR13164--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR7477--MA0591.1.Bach1::Mafk	chr2	103632775	103632789	-	0.000	0.000	Merged-chr2-103632734-49
NR5347--MA0659.1.MAFG	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR3973--MA0659.1.MAFG	chr14	17414421	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR8397--MA0117.2.Mafb	chr3	67573197	67573208	-	0.000	0.000	Merged-chr3-67573176-41
NR6882--MA0496.2.MAFK	chr19	58104747	58104765	-	0.000	0.000	Merged-chr19-58104736-34
NR2609--MA0591.1.Bach1::Mafk	chr12	32635200	32635214	-	0.000	0.000	Merged-chr12-32635321-24
NR9375--MA0117.2.Mafb	chr4	62696110	62696121	+	0.000	0.000	Merged-chr4-62695960-32
NR10309--MA0591.1.Bach1::Mafk	chr5	76565523	76565537	+	0.000	0.000	Merged-chr5-76565486-34
NR1901--MA0659.1.MAFG	chr10	107858904	107858924	-	0.000	0.000	Merged-chr10-107858878-12
NR5486--MA0659.1.MAFG	chr16	69946790	69946810	-	0.000	0.000	Merged-chr16-69946695-9
NR11322--MA0117.2.Mafb	chr6	108426942	108426953	+	0.000	0.000	Merged-chr6-108426934-21
NR6107--MA0089.1.MAFG::NFE2L1	chr17	83902679	83902684	-	0.000	0.000	Merged-chr17-83902741-24
NR230--MA0659.1.MAFG	chr1	52631241	52631261	+	0.000	0.000	Merged-chr1-52631121-87
NR2975--MA0496.2.MAFK	chr12	103341440	103341458	+	0.000	0.000	Merged-chr12-103341437-53
NR3967--MA0495.2.MAFF	chr14	17414421	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR1973--MA0501.1.MAF::NFE2	chr10	118007272	118007286	+	0.000	0.000	Merged-chr10-118007304-63
NR1826--MA0591.1.Bach1::Mafk	chr10	99459980	99459994	-	0.000	0.000	Merged-chr10-99459996-60
NR13614--MA0659.1.MAFG	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR6888--MA0089.1.MAFG::NFE2L1	chr2	3742814	3742819	-	0.000	0.000	Merged-chr2-3742681-34
NR12267--MA0591.1.Bach1::Mafk	chr7	127746360	127746374	-	0.000	0.000	Merged-chr7-127746259-1
NR8543--MA0089.1.MAFG::NFE2L1	chr3	89820103	89820108	-	0.000	0.000	Merged-chr3-89820080-6
NR8052--MA0089.1.MAFG::NFE2L1	chr3	10009607	10009612	-	0.000	0.000	Merged-chr3-10009584-22
NR7632--MA0496.2.MAFK	chr2	133558723	133558741	-	0.000	0.000	Merged-chr2-133558747-1
NR12956--MA0496.2.MAFK	chr8	125557552	125557570	-	0.000	0.000	Merged-chr8-125557520-11
NR12639--MA0501.1.MAF::NFE2	chr8	69717051	69717065	+	0.000	0.000	Merged-chr8-69716896-84
NR3268--MA0591.1.Bach1::Mafk	chr13	37759945	37759959	+	0.000	0.000	Merged-chr13-37760092-14
NR7049--MA0089.1.MAFG::NFE2L1	chr2	24386580	24386585	-	0.000	0.000	Merged-chr2-24386614-47
NR12259--MA0089.1.MAFG::NFE2L1	chr7	126862580	126862585	+	0.000	0.000	Merged-chr7-126862632-1
NR8187--MA0117.2.Mafb	chr3	28969120	28969131	+	0.000	0.000	Merged-chr3-28968988-13
NR3017--MA0089.1.MAFG::NFE2L1	chr12	114469074	114469079	-	0.000	0.000	Merged-chr12-114469182-47
NR10589--MA0495.2.MAFF	chr5	135134345	135134365	-	0.000	0.000	Merged-chr5-135134293-53
NR7570--MA0495.2.MAFF	chr2	122668154	122668174	-	0.000	0.000	Merged-chr2-122668057-9
NR5053--MA0591.1.Bach1::Mafk	chr15	98867487	98867501	+	0.000	0.000	Merged-chr15-98867556-14
NR120--MA0501.1.MAF::NFE2	chr1	21963198	21963212	+	0.000	0.000	Merged-chr1-21963410-76
NR2378--MA0089.1.MAFG::NFE2L1	chr11	97728459	97728464	-	0.000	0.000	Merged-chr11-97728662-57
NR528--MA0496.2.MAFK	chr1	95263049	95263067	+	0.000	0.000	Merged-chr1-95263160-5
NR10613--MA0591.1.Bach1::Mafk	chr5	140637021	140637035	-	0.000	0.000	Merged-chr5-140636895-23
NR11414--MA0501.1.MAF::NFE2	chr6	120470819	120470833	+	0.000	0.000	Merged-chr6-120470872-38
NR1143--MA0495.2.MAFF	chr10	7470129	7470149	-	0.000	0.000	Merged-chr10-7470291-37
NR5034--MA0117.2.Mafb	chr15	94520739	94520750	+	0.000	0.000	Merged-chr15-94520651-30
NR9080--MA0117.2.Mafb	chr4	8803306	8803317	+	0.000	0.000	Merged-chr4-8803354-28
NR2470--MA0495.2.MAFF	chr11	119106370	119106390	-	0.000	0.000	Merged-chr11-119106412-14
NR7759--MA0591.1.Bach1::Mafk	chr2	148752454	148752468	+	0.000	0.000	Merged-chr2-148752390-72
NR12241--MA0501.1.MAF::NFE2	chr7	119861794	119861808	+	0.000	0.000	Merged-chr7-119861539-102
NR3987--MA0117.2.Mafb	chr14	20682689	20682700	-	0.000	0.000	Merged-chr14-20682563-46
NR8669--MA0089.1.MAFG::NFE2L1	chr3	108796625	108796630	-	0.000	0.000	Merged-chr3-108796615-2
NR5637--MA0501.1.MAF::NFE2	chr16	96089707	96089721	-	0.000	0.000	Merged-chr16-96089683-18
NR3374--MA0501.1.MAF::NFE2	chr13	67194603	67194617	+	0.000	0.000	Merged-chr13-67194635-55
NR7625--MA0089.1.MAFG::NFE2L1	chr2	132497709	132497714	-	0.000	0.000	Merged-chr2-132497706-22
NR953--MA0089.1.MAFG::NFE2L1	chr1	172126701	172126706	-	0.000	0.000	Merged-chr1-172126791-53
NR8554--MA0089.1.MAFG::NFE2L1	chr3	90446503	90446508	-	0.000	0.000	Merged-chr3-90446607-7
NR10940--MA0117.2.Mafb	chr6	43349178	43349189	+	0.000	0.000	Merged-chr6-43349235-32
NR5351--MA0089.1.MAFG::NFE2L1	chr16	52468615	52468620	+	0.000	0.000	Merged-chr16-52468577-24
NR9501--MA0117.2.Mafb	chr4	84822586	84822597	+	0.000	0.000	Merged-chr4-84822671-2
NR13296--MA0501.1.MAF::NFE2	chr9	86373334	86373348	+	0.000	0.000	Merged-chr9-86373415-51
NR1938--MA0089.1.MAFG::NFE2L1	chr10	111996361	111996366	+	0.000	0.000	Merged-chr10-111996570-172
NR2895--MA0496.2.MAFK	chr12	91765692	91765710	+	0.000	0.000	Merged-chr12-91765630-19
NR173--MA0089.1.MAFG::NFE2L1	chr1	37317948	37317953	+	0.000	0.000	Merged-chr1-37317711-58
NR12334--MA0591.1.Bach1::Mafk	chr7	144181113	144181127	-	0.000	0.000	Merged-chr7-144181072-30
NR7353--MA0659.1.MAFG	chr2	75823972	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR2260--MA0501.1.MAF::NFE2	chr11	58437222	58437236	+	0.000	0.000	Merged-chr11-58437152-28
NR10863--MA0089.1.MAFG::NFE2L1	chr6	29609798	29609803	+	0.000	0.000	Merged-chr6-29609635-99
NR11692--MA0496.2.MAFK	chr7	13038282	13038300	-	0.000	0.000	Merged-chr7-13038148-88
NR5826--MA0591.1.Bach1::Mafk	chr17	29551126	29551140	+	0.000	0.000	Merged-chr17-29551156-34
NR13516--MA0117.2.Mafb	chrX	12151874	12151885	+	0.000	0.000	Merged-chrX-12151801-24
NR2347--MA0659.1.MAFG	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR10070--MA0495.2.MAFF	chr5	28072063	28072083	-	0.000	0.000	Merged-chr5-28071950-1
NR10080--MA0501.1.MAF::NFE2	chr5	31582048	31582062	-	0.000	0.000	Merged-chr5-31582104-23
