#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR2962--MA0002.2.RUNX1	chr14	55106333	55106343	+	0.000	0.000	Merged-chr14-55106427-54
NR3197--MA0002.2.RUNX1	chr14	121983212	121983222	+	0.000	0.000	Merged-chr14-121983424-16
NR8730--MA0002.2.RUNX1	chr8	71988593	71988603	-	0.000	0.000	Merged-chr8-71988666-16
NR6007--MA0684.1.RUNX3	chr3	105929811	105929820	+	0.000	0.000	Merged-chr3-105929988-8
NR9236--MA0002.2.RUNX1	chr9	85671750	85671760	+	0.000	0.000	Merged-chr9-85671881-60
NR7285--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR5277--MA0684.1.RUNX3	chr2	102913220	102913229	-	0.000	0.000	Merged-chr2-102913155-52
NR6801--MA0511.2.RUNX2	chr4	150269502	150269510	+	0.000	0.000	Merged-chr4-150269601-64
NR632--MA0684.1.RUNX3	chr1	165700782	165700791	+	0.000	0.000	Merged-chr1-165701022-97
NR1251--MA0684.1.RUNX3	chr10	107869158	107869167	+	0.000	0.000	Merged-chr10-107868994-49
NR1522--MA0684.1.RUNX3	chr11	53097005	53097014	+	0.000	0.000	Merged-chr11-53097142-34
NR3947--MA0511.2.RUNX2	chr16	93585976	93585984	-	0.000	0.000	Merged-chr16-93586026-137
NR1330--MA0511.2.RUNX2	chr10	128270429	128270437	-	0.000	0.000	Merged-chr10-128270552-51
NR2200--MA0002.2.RUNX1	chr12	116000007	116000017	+	0.000	0.000	Merged-chr12-116000112-33
NR2866--MA0002.2.RUNX1	chr14	21750404	21750414	-	0.000	0.000	Merged-chr14-21750492-17
NR7394--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR3328--MA0511.2.RUNX2	chr15	41846517	41846525	-	0.000	0.000	Merged-chr15-41846585-48
NR2181--MA0002.2.RUNX1	chr12	115293853	115293863	-	0.000	0.000	Merged-chr12-115293953-33
NR1377--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR3040--MA0684.1.RUNX3	chr14	78356898	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR6811--MA0002.2.RUNX1	chr4	150903123	150903133	-	0.000	0.000	Merged-chr4-150903290-12
NR5366--MA0002.2.RUNX1	chr2	132643377	132643387	+	0.000	0.000	Merged-chr2-132643452-47
NR8743--MA0002.2.RUNX1	chr8	77630398	77630408	+	0.000	0.000	Merged-chr8-77630286-33
NR245--MA0002.2.RUNX1	chr1	69868384	69868394	+	0.000	0.000	Merged-chr1-69868457-6
NR1949--MA0684.1.RUNX3	chr12	52035367	52035376	-	0.000	0.000	Merged-chr12-52035285-2
NR2290--MA0002.2.RUNX1	chr13	12521851	12521861	+	0.000	0.000	Merged-chr13-12521905-15
NR1658--MA0002.2.RUNX1	chr11	97728537	97728547	-	0.000	0.000	Merged-chr11-97728662-57
NR6715--MA0002.2.RUNX1	chr4	134460580	134460590	-	0.000	0.000	Merged-chr4-134460498-5
NR4764--MA0002.2.RUNX1	chr19	8592429	8592439	-	0.000	0.000	Merged-chr19-8592238-38
NR1072--MA0511.2.RUNX2	chr10	67658078	67658086	-	0.000	0.000	Merged-chr10-67657975-87
NR9391--MA0511.2.RUNX2	chr9	119744091	119744099	+	0.000	0.000	Merged-chr9-119744132-67
NR8852--MA0002.2.RUNX1	chr8	111821359	111821369	-	0.000	0.000	Merged-chr8-111821367-66
NR3275--MA0511.2.RUNX2	chr15	30610701	30610709	-	0.000	0.000	Merged-chr15-30610791-61
NR9087--MA0002.2.RUNX1	chr9	46282784	46282794	+	0.000	0.000	Merged-chr9-46282956-57
NR9358--MA0002.2.RUNX1	chr9	113991043	113991053	-	0.000	0.000	Merged-chr9-113990905-47
NR2670--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR5004--MA0684.1.RUNX3	chr2	30897091	30897100	+	0.000	0.000	Merged-chr2-30897276-26
NR4972--MA0511.2.RUNX2	chr2	22805731	22805739	-	0.000	0.000	Merged-chr2-22805681-51
NR7092--MA0511.2.RUNX2	chr5	72636229	72636237	-	0.000	0.000	Merged-chr5-72636293-57
NR5190--MA0684.1.RUNX3	chr2	75638277	75638286	-	0.000	0.000	Merged-chr2-75638306-35
NR2051--MA0002.2.RUNX1	chr12	86687061	86687071	+	0.000	0.000	Merged-chr12-86687051-28
NR5256--MA0684.1.RUNX3	chr2	91924162	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR340--MA0684.1.RUNX3	chr1	87378987	87378996	-	0.000	0.000	Merged-chr1-87378937-12
NR192--MA0002.2.RUNX1	chr1	60236476	60236486	-	0.000	0.000	Merged-chr1-60236445-12
NR6953--MA0684.1.RUNX3	chr5	31831715	31831724	+	0.000	0.000	Merged-chr5-31831785-25
NR8756--MA0002.2.RUNX1	chr8	81766165	81766175	-	0.000	0.000	Merged-chr8-81766244-47
NR6410--MA0002.2.RUNX1	chr4	40845071	40845081	+	0.000	0.000	Merged-chr4-40845013-13
NR7787--MA0002.2.RUNX1	chr6	103526906	103526916	-	0.000	0.000	Merged-chr6-103526863-2
NR5779--MA0684.1.RUNX3	chr3	52498989	52498998	-	0.000	0.000	Merged-chr3-52498930-55
NR2845--MA0002.2.RUNX1	chr14	18301817	18301827	-	0.000	0.000	Merged-chr14-18301823-12
NR5236--MA0002.2.RUNX1	chr2	84827248	84827258	+	0.000	0.000	Merged-chr2-84827189-69
NR115--MA0002.2.RUNX1	chr1	37473509	37473519	-	0.000	0.000	Merged-chr1-37473461-33
NR9324--MA0002.2.RUNX1	chr9	105689658	105689668	+	0.000	0.000	Merged-chr9-105689631-24
NR5907--MA0684.1.RUNX3	chr3	81172264	81172273	-	0.000	0.000	Merged-chr3-81172380-11
NR572--MA0002.2.RUNX1	chr1	150396149	150396159	-	0.000	0.000	Merged-chr1-150396130-66
NR843--MA0002.2.RUNX1	chr10	10355793	10355803	-	0.000	0.000	Merged-chr10-10355826-16
NR3764--MA0511.2.RUNX2	chr16	49839887	49839895	-	0.000	0.000	Merged-chr16-49840085-71
NR7025--MA0002.2.RUNX1	chr5	52149336	52149346	+	0.000	0.000	Merged-chr5-52149380-37
NR5017--MA0684.1.RUNX3	chr2	32062951	32062960	+	0.000	0.000	Merged-chr2-32063200-64
NR9532--MA0511.2.RUNX2	chrX	101734130	101734138	-	0.000	0.000	Merged-chrX-101734120-41
NR9310--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR2811--MA0002.2.RUNX1	chr14	10593655	10593665	-	0.000	0.000	Merged-chr14-10593654-13
NR1736--MA0511.2.RUNX2	chr11	117872115	117872123	-	0.000	0.000	Merged-chr11-117872185-83
NR952--MA0002.2.RUNX1	chr10	34118015	34118025	-	0.000	0.000	Merged-chr10-34117997-36
NR1309--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR6152--MA0002.2.RUNX1	chr3	142437065	142437075	-	0.000	0.000	Merged-chr3-142437047-18
NR7677--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR3397--MA0511.2.RUNX2	chr15	59619972	59619980	+	0.000	0.000	Merged-chr15-59620120-63
NR5249--MA0002.2.RUNX1	chr2	91042847	91042857	-	0.000	0.000	Merged-chr2-91042928-59
NR7058--MA0684.1.RUNX3	chr5	62772103	62772112	+	0.000	0.000	Merged-chr5-62772215-28
NR4951--MA0511.2.RUNX2	chr2	19344825	19344833	-	0.000	0.000	Merged-chr2-19344795-21
NR7613--MA0511.2.RUNX2	chr6	58881090	58881098	+	0.000	0.000	Merged-chr6-58880983-47
NR2400--MA0511.2.RUNX2	chr13	45876563	45876571	+	0.000	0.000	Merged-chr13-45876609-5
NR9195--MA0684.1.RUNX3	chr9	78074229	78074238	+	0.000	0.000	Merged-chr9-78074095-46
NR2030--MA0002.2.RUNX1	chr12	79429964	79429974	+	0.000	0.000	Merged-chr12-79430089-33
NR5506--MA0684.1.RUNX3	chr2	164087549	164087558	+	0.000	0.000	Merged-chr2-164087575-6
NR8940--MA0002.2.RUNX1	chr8	127655682	127655692	+	0.000	0.000	Merged-chr8-127655779-25
NR8464--MA0002.2.RUNX1	chr7	126470333	126470343	+	0.000	0.000	Merged-chr7-126470347-45
NR713--MA0002.2.RUNX1	chr1	180252899	180252909	-	0.000	0.000	Merged-chr1-180252895-14
NR7643--MA0684.1.RUNX3	chr6	65590408	65590417	-	0.000	0.000	Merged-chr6-65590340-6
NR9446--MA0002.2.RUNX1	chrX	36609446	36609456	+	0.000	0.000	Merged-chrX-36609305-28
NR4233--MA0002.2.RUNX1	chr17	51789392	51789402	-	0.000	0.000	Merged-chr17-51789354-14
NR4899--MA0002.2.RUNX1	chr2	9689685	9689695	+	0.000	0.000	Merged-chr2-9689730-31
NR8321--MA0002.2.RUNX1	chr7	80636480	80636490	-	0.000	0.000	Merged-chr7-80636547-14
NR6641--MA0002.2.RUNX1	chr4	106932990	106933000	-	0.000	0.000	Merged-chr4-106932798-2
NR4904--MA0684.1.RUNX3	chr2	11040240	11040249	+	0.000	0.000	Merged-chr2-11040200-20
NR3220--MA0511.2.RUNX2	chr15	5144623	5144631	-	0.000	0.000	Merged-chr15-5144505-4
NR650--MA0511.2.RUNX2	chr1	170868706	170868714	-	0.000	0.000	Merged-chr1-170868729-34
NR2682--MA0684.1.RUNX3	chr13	108667278	108667287	-	0.000	0.000	Merged-chr13-108667281-5
NR7024--MA0684.1.RUNX3	chr5	52126037	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR1779--MA0684.1.RUNX3	chr11	120628083	120628092	+	0.000	0.000	Merged-chr11-120628073-36
NR9161--MA0684.1.RUNX3	chr9	70080177	70080186	-	0.000	0.000	Merged-chr9-70080238-33
NR9284--MA0002.2.RUNX1	chr9	94668705	94668715	+	0.000	0.000	Merged-chr9-94668774-42
NR2810--MA0684.1.RUNX3	chr14	10368324	10368333	-	0.000	0.000	Merged-chr14-10368196-11
NR8701--MA0002.2.RUNX1	chr8	64805444	64805454	+	0.000	0.000	Merged-chr8-64805470-51
NR7626--MA0511.2.RUNX2	chr6	60940542	60940550	+	0.000	0.000	Merged-chr6-60940563-22
NR6545--MA0002.2.RUNX1	chr4	83234294	83234304	-	0.000	0.000	Merged-chr4-83234214-31
NR4594--MA0002.2.RUNX1	chr18	58669638	58669648	+	0.000	0.000	Merged-chr18-58669510-1
NR603--MA0684.1.RUNX3	chr1	161396533	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR1222--MA0684.1.RUNX3	chr10	99416940	99416949	+	0.000	0.000	Merged-chr10-99417083-63
NR3025--MA0002.2.RUNX1	chr14	74359911	74359921	+	0.000	0.000	Merged-chr14-74359842-6
NR1017--MA0684.1.RUNX3	chr10	53889737	53889746	-	0.000	0.000	Merged-chr10-53889619-14
NR6131--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR8810--MA0002.2.RUNX1	chr8	104251238	104251248	+	0.000	0.000	Merged-chr8-104251207-84
NR6925--MA0002.2.RUNX1	chr5	23387127	23387137	-	0.000	0.000	Merged-chr5-23387051-61
NR663--MA0511.2.RUNX2	chr1	172312074	172312082	+	0.000	0.000	Merged-chr1-172312178-79
NR2300--MA0684.1.RUNX3	chr13	13729841	13729850	-	0.000	0.000	Merged-chr13-13729900-19
NR7308--MA0684.1.RUNX3	chr5	124022335	124022344	-	0.000	0.000	Merged-chr5-124022476-27
NR3028--MA0511.2.RUNX2	chr14	75069000	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR1077--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR3011--MA0684.1.RUNX3	chr14	70065880	70065889	+	0.000	0.000	Merged-chr14-70065995-72
NR712--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR3534--MA0684.1.RUNX3	chr15	93302037	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR8320--MA0684.1.RUNX3	chr7	80450004	80450013	+	0.000	0.000	Merged-chr7-80450087-44
NR421--MA0002.2.RUNX1	chr1	106612882	106612892	-	0.000	0.000	Merged-chr1-106612861-63
NR4755--MA0684.1.RUNX3	chr19	5002038	5002047	-	0.000	0.000	Merged-chr19-5002085-56
NR5959--MA0511.2.RUNX2	chr3	94851980	94851988	+	0.000	0.000	Merged-chr3-94852086-36
NR4212--MA0002.2.RUNX1	chr17	47508151	47508161	-	0.000	0.000	Merged-chr17-47508113-61
NR7417--MA0684.1.RUNX3	chr6	5867023	5867032	-	0.000	0.000	Merged-chr6-5867138-2
NR9110--MA0511.2.RUNX2	chr9	54612827	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR616--MA0684.1.RUNX3	chr1	164138822	164138831	+	0.000	0.000	Merged-chr1-164138853-49
NR9283--MA0684.1.RUNX3	chr9	94659984	94659993	-	0.000	0.000	Merged-chr9-94659852-5
NR739--MA0002.2.RUNX1	chr1	187346411	187346421	-	0.000	0.000	Merged-chr1-187346578-1
NR5069--MA0511.2.RUNX2	chr2	48374447	48374455	+	0.000	0.000	Merged-chr2-48374556-9
NR4735--MA0002.2.RUNX1	chr18	89627025	89627035	-	0.000	0.000	Merged-chr18-89627032-39
NR1043--MA0511.2.RUNX2	chr10	59793005	59793013	+	0.000	0.000	Merged-chr10-59792922-6
NR1314--MA0511.2.RUNX2	chr10	122652216	122652224	+	0.000	0.000	Merged-chr10-122652152-42
NR4420--MA0511.2.RUNX2	chr18	4295245	4295253	+	0.000	0.000	Merged-chr18-4295238-102
NR9428--MA0511.2.RUNX2	chrX	17365286	17365294	-	0.000	0.000	Merged-chrX-17365333-21
NR1837--MA0511.2.RUNX2	chr12	17511244	17511252	-	0.000	0.000	Merged-chr12-17511273-48
NR7649--MA0002.2.RUNX1	chr6	67129074	67129084	+	0.000	0.000	Merged-chr6-67129210-17
NR4672--MA0511.2.RUNX2	chr18	75541214	75541222	+	0.000	0.000	Merged-chr18-75541168-25
NR2992--MA0511.2.RUNX2	chr14	65102596	65102604	+	0.000	0.000	Merged-chr14-65102691-41
NR848--MA0002.2.RUNX1	chr10	12842824	12842834	+	0.000	0.000	Merged-chr10-12842715-46
NR2022--MA0002.2.RUNX1	chr12	77130677	77130687	-	0.000	0.000	Merged-chr12-77130787-68
NR9167--MA0002.2.RUNX1	chr9	70524498	70524508	-	0.000	0.000	Merged-chr9-70524539-1
NR6732--MA0511.2.RUNX2	chr4	136106913	136106921	+	0.000	0.000	Merged-chr4-136106995-34
NR1519--MA0684.1.RUNX3	chr11	52320785	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR9296--MA0684.1.RUNX3	chr9	96583332	96583341	-	0.000	0.000	Merged-chr9-96583315-51
NR1327--MA0511.2.RUNX2	chr10	127107687	127107695	-	0.000	0.000	Merged-chr10-127107710-55
NR7139--MA0002.2.RUNX1	chr5	89198655	89198665	+	0.000	0.000	Merged-chr5-89198704-31
NR272--MA0002.2.RUNX1	chr1	76754962	76754972	+	0.000	0.000	Merged-chr1-76755045-2
NR943--MA0684.1.RUNX3	chr10	30716231	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR3308--MA0684.1.RUNX3	chr15	36733860	36733869	-	0.000	0.000	Merged-chr15-36733808-27
NR4956--MA0511.2.RUNX2	chr2	19734665	19734673	-	0.000	0.000	Merged-chr2-19734692-8
NR2610--MA0511.2.RUNX2	chr13	97681987	97681995	+	0.000	0.000	Merged-chr13-97682077-4
NR5001--MA0511.2.RUNX2	chr2	30897091	30897099	+	0.000	0.000	Merged-chr2-30897276-26
NR3116--MA0511.2.RUNX2	chr14	105480285	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR7519--MA0002.2.RUNX1	chr6	34495209	34495219	+	0.000	0.000	Merged-chr6-34495216-31
NR8551--MA0684.1.RUNX3	chr8	13686689	13686698	-	0.000	0.000	Merged-chr8-13686705-81
NR2862--MA0511.2.RUNX2	chr14	20885309	20885317	-	0.000	0.000	Merged-chr14-20885499-75
NR9262--MA0684.1.RUNX3	chr9	92217806	92217815	+	0.000	0.000	Merged-chr9-92217904-40
NR8630--MA0511.2.RUNX2	chr8	31123528	31123536	-	0.000	0.000	Merged-chr8-31123527-1
NR8901--MA0511.2.RUNX2	chr8	119914363	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR9070--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR7105--MA0002.2.RUNX1	chr5	75791956	75791966	-	0.000	0.000	Merged-chr5-75792010-32
NR6745--MA0511.2.RUNX2	chr4	140948261	140948269	+	0.000	0.000	Merged-chr4-140948211-54
NR847--MA0684.1.RUNX3	chr10	12614550	12614559	+	0.000	0.000	Merged-chr10-12614708-18
NR6580--MA0002.2.RUNX1	chr4	88742981	88742991	+	0.000	0.000	Merged-chr4-88742968-26
NR5776--MA0511.2.RUNX2	chr3	52498990	52498998	-	0.000	0.000	Merged-chr3-52498930-55
NR4843--MA0684.1.RUNX3	chr19	45560670	45560679	-	0.000	0.000	Merged-chr19-45560574-58
NR6375--MA0002.2.RUNX1	chr4	32291726	32291736	+	0.000	0.000	Merged-chr4-32291576-26
NR4300--MA0002.2.RUNX1	chr17	66235355	66235365	+	0.000	0.000	Merged-chr17-66235388-32
NR7357--MA0002.2.RUNX1	chr5	139804149	139804159	-	0.000	0.000	Merged-chr5-139804020-21
NR9166--MA0684.1.RUNX3	chr9	70524446	70524455	-	0.000	0.000	Merged-chr9-70524539-1
NR1890--MA0002.2.RUNX1	chr12	36019761	36019771	+	0.000	0.000	Merged-chr12-36019766-41
NR4700--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR2872--MA0002.2.RUNX1	chr14	25421961	25421971	-	0.000	0.000	Merged-chr14-25421957-44
NR1797--MA0511.2.RUNX2	chr12	8818046	8818054	+	0.000	0.000	Merged-chr12-8817903-12
NR6854--MA0511.2.RUNX2	chr5	8075408	8075416	+	0.000	0.000	Merged-chr5-8075370-38
NR2667--MA0002.2.RUNX1	chr13	107897467	107897477	-	0.000	0.000	Merged-chr13-107897363-37
NR9245--MA0511.2.RUNX2	chr9	86624346	86624354	-	0.000	0.000	Merged-chr9-86624608-86
NR7294--MA0511.2.RUNX2	chr5	120775838	120775846	-	0.000	0.000	Merged-chr5-120775735-65
NR5329--MA0002.2.RUNX1	chr2	121276174	121276184	+	0.000	0.000	Merged-chr2-121276233-14
NR9146--MA0002.2.RUNX1	chr9	66280658	66280668	-	0.000	0.000	Merged-chr9-66280621-39
NR4599--MA0002.2.RUNX1	chr18	60963730	60963740	+	0.000	0.000	Merged-chr18-60963764-1
NR5729--MA0684.1.RUNX3	chr3	41077545	41077554	-	0.000	0.000	Merged-chr3-41077638-22
NR7217--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR350--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR6407--MA0002.2.RUNX1	chr4	40721127	40721137	-	0.000	0.000	Merged-chr4-40721165-38
NR4932--MA0002.2.RUNX1	chr2	16568287	16568297	+	0.000	0.000	Merged-chr2-16568402-24
NR6807--MA0684.1.RUNX3	chr4	150339059	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR4979--MA0002.2.RUNX1	chr2	24679382	24679392	+	0.000	0.000	Merged-chr2-24679385-9
NR1287--MA0511.2.RUNX2	chr10	118714234	118714242	+	0.000	0.000	Merged-chr10-118714396-52
NR651--MA0684.1.RUNX3	chr1	170868705	170868714	-	0.000	0.000	Merged-chr1-170868729-34
NR1336--MA0684.1.RUNX3	chr10	128991150	128991159	-	0.000	0.000	Merged-chr10-128991197-23
NR9192--MA0511.2.RUNX2	chr9	77966100	77966108	-	0.000	0.000	Merged-chr9-77966049-24
NR2014--MA0002.2.RUNX1	chr12	76753001	76753011	-	0.000	0.000	Merged-chr12-76753055-50
NR3268--MA0684.1.RUNX3	chr15	27596892	27596901	-	0.000	0.000	Merged-chr15-27596992-56
NR4965--MA0684.1.RUNX3	chr2	21222924	21222933	+	0.000	0.000	Merged-chr2-21222970-39
NR6497--MA0002.2.RUNX1	chr4	62757064	62757074	+	0.000	0.000	Merged-chr4-62756958-63
NR6102--MA0002.2.RUNX1	chr3	133332482	133332492	+	0.000	0.000	Merged-chr3-133332565-72
NR9115--MA0511.2.RUNX2	chr9	56104474	56104482	+	0.000	0.000	Merged-chr9-56104454-58
NR5279--MA0511.2.RUNX2	chr2	104177464	104177472	-	0.000	0.000	Merged-chr2-104177493-61
NR8861--MA0511.2.RUNX2	chr8	114879899	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR8927--MA0511.2.RUNX2	chr8	124317964	124317972	-	0.000	0.000	Merged-chr8-124317867-82
NR3648--MA0684.1.RUNX3	chr16	21689352	21689361	+	0.000	0.000	Merged-chr16-21689391-19
NR7194--MA0684.1.RUNX3	chr5	98016941	98016950	+	0.000	0.000	Merged-chr5-98016849-63
NR4203--MA0684.1.RUNX3	chr17	44256760	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR9268--MA0002.2.RUNX1	chr9	92611076	92611086	+	0.000	0.000	Merged-chr9-92611125-19
NR4802--MA0002.2.RUNX1	chr19	21737626	21737636	+	0.000	0.000	Merged-chr19-21737663-55
NR2646--MA0002.2.RUNX1	chr13	103110580	103110590	-	0.000	0.000	Merged-chr13-103110646-1
NR9224--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR6340--MA0684.1.RUNX3	chr4	19932239	19932248	-	0.000	0.000	Merged-chr4-19932184-11
NR4726--MA0684.1.RUNX3	chr18	84851322	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR8970--MA0511.2.RUNX2	chr9	11579119	11579127	-	0.000	0.000	Merged-chr9-11579132-23
NR3042--MA0511.2.RUNX2	chr14	78908658	78908666	-	0.000	0.000	Merged-chr14-78908483-12
NR2232--MA0002.2.RUNX1	chr12	119148036	119148046	-	0.000	0.000	Merged-chr12-119148040-28
NR5708--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR168--MA0002.2.RUNX1	chr1	52800395	52800405	+	0.000	0.000	Merged-chr1-52800518-18
NR4312--MA0684.1.RUNX3	chr17	68127605	68127614	-	0.000	0.000	Merged-chr17-68127694-1
NR4435--MA0002.2.RUNX1	chr18	6244820	6244830	-	0.000	0.000	Merged-chr18-6244765-26
NR9333--MA0511.2.RUNX2	chr9	107975788	107975796	+	0.000	0.000	Merged-chr9-107975775-69
NR230--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR4835--MA0684.1.RUNX3	chr19	41656260	41656269	-	0.000	0.000	Merged-chr19-41656223-24
NR8874--MA0511.2.RUNX2	chr8	116635507	116635515	+	0.000	0.000	Merged-chr8-116635370-35
NR647--MA0511.2.RUNX2	chr1	170167995	170168003	+	0.000	0.000	Merged-chr1-170167960-28
NR425--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR2593--MA0002.2.RUNX1	chr13	95813838	95813848	+	0.000	0.000	Merged-chr13-95813903-46
NR6575--MA0511.2.RUNX2	chr4	88115657	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR2993--MA0684.1.RUNX3	chr14	65102596	65102605	+	0.000	0.000	Merged-chr14-65102691-41
NR6703--MA0511.2.RUNX2	chr4	132757286	132757294	+	0.000	0.000	Merged-chr4-132757307-47
NR2201--MA0511.2.RUNX2	chr12	116138977	116138985	+	0.000	0.000	Merged-chr12-116138953-46
NR4801--MA0684.1.RUNX3	chr19	21623558	21623567	-	0.000	0.000	Merged-chr19-21623609-22
NR7587--MA0684.1.RUNX3	chr6	49354751	49354760	-	0.000	0.000	Merged-chr6-49354722-8
NR4924--MA0002.2.RUNX1	chr2	14711875	14711885	+	0.000	0.000	Merged-chr2-14711970-14
NR1027--MA0511.2.RUNX2	chr10	56378079	56378087	-	0.000	0.000	Merged-chr10-56378043-79
NR243--MA0002.2.RUNX1	chr1	69759798	69759808	+	0.000	0.000	Merged-chr1-69759830-47
NR6856--MA0002.2.RUNX1	chr5	8807309	8807319	-	0.000	0.000	Merged-chr5-8807445-55
NR2354--MA0002.2.RUNX1	chr13	32833463	32833473	+	0.000	0.000	Merged-chr13-32833384-31
NR9203--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR3008--MA0684.1.RUNX3	chr14	69979174	69979183	-	0.000	0.000	Merged-chr14-69979172-46
NR4656--MA0511.2.RUNX2	chr18	73548757	73548765	-	0.000	0.000	Merged-chr18-73548790-35
NR709--MA0684.1.RUNX3	chr1	179240818	179240827	+	0.000	0.000	Merged-chr1-179240877-38
NR6713--MA0002.2.RUNX1	chr4	134117084	134117094	+	0.000	0.000	Merged-chr4-134117148-42
NR6508--MA0002.2.RUNX1	chr4	63899028	63899038	-	0.000	0.000	Merged-chr4-63899190-80
NR1407--MA0511.2.RUNX2	chr11	19823815	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR7219--MA0002.2.RUNX1	chr5	105152073	105152083	-	0.000	0.000	Merged-chr5-105152132-21
NR500--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR8645--MA0002.2.RUNX1	chr8	34740484	34740494	+	0.000	0.000	Merged-chr8-34740455-84
NR147--MA0002.2.RUNX1	chr1	43403618	43403628	-	0.000	0.000	Merged-chr1-43403565-20
NR418--MA0002.2.RUNX1	chr1	106277059	106277069	-	0.000	0.000	Merged-chr1-106277114-3
NR8330--MA0511.2.RUNX2	chr7	84681780	84681788	+	0.000	0.000	Merged-chr7-84681796-26
NR498--MA0511.2.RUNX2	chr1	135019166	135019174	+	0.000	0.000	Merged-chr1-135019182-17
NR2734--MA0002.2.RUNX1	chr13	117034088	117034098	-	0.000	0.000	Merged-chr13-117034098-43
NR8897--MA0002.2.RUNX1	chr8	119784354	119784364	+	0.000	0.000	Merged-chr8-119784383-58
NR8502--MA0002.2.RUNX1	chr7	140208240	140208250	+	0.000	0.000	Merged-chr7-140208138-66
NR4543--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR4395--MA0002.2.RUNX1	chr17	88562690	88562700	+	0.000	0.000	Merged-chr17-88562797-4
NR7057--MA0002.2.RUNX1	chr5	62772103	62772113	-	0.000	0.000	Merged-chr5-62772215-28
NR8360--MA0684.1.RUNX3	chr7	96910466	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR133--MA0684.1.RUNX3	chr1	39896693	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR1861--MA0002.2.RUNX1	chr12	28800670	28800680	+	0.000	0.000	Merged-chr12-28800727-9
NR2367--MA0002.2.RUNX1	chr13	34114737	34114747	-	0.000	0.000	Merged-chr13-34114809-14
NR113--MA0002.2.RUNX1	chr1	36322009	36322019	+	0.000	0.000	Merged-chr1-36321937-14
