#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR61584--MA0039.3.KLF4	chr7	97081545	97081555	-	0.000	0.000	Merged-chr7-97081446-1
NR3601--MA0493.1.Klf1	chr1	164972939	164972949	-	0.000	0.000	Merged-chr1-164973033-32
NR39541--MA0740.1.KLF14	chr2	165983253	165983266	-	0.000	0.000	Merged-chr2-165983267-1
NR21015--MA0740.1.KLF14	chr14	74646345	74646358	-	0.000	0.000	Merged-chr14-74646498-47
NR64970--MA0039.3.KLF4	chr8	57503828	57503838	-	0.000	0.000	Merged-chr8-57503871-22
NR65011--MA0740.1.KLF14	chr8	60993065	60993078	+	0.000	0.000	Merged-chr8-60993240-112
NR47024--MA0741.1.KLF16	chr4	118428088	118428098	+	0.000	0.000	Merged-chr4-118428295-102
NR47494--MA0039.3.KLF4	chr4	129696179	129696189	+	0.000	0.000	Merged-chr4-129696167-1
NR15695--MA0599.1.KLF5	chr12	110446597	110446606	-	0.000	0.000	Merged-chr12-110446911-117
NR29288--MA0599.1.KLF5	chr17	48409833	48409842	+	0.000	0.000	Merged-chr17-48409638-180
NR32475--MA0741.1.KLF16	chr18	80200733	80200743	-	0.000	0.000	Merged-chr18-80200692-56
NR35952--MA0493.1.Klf1	chr2	37703408	37703418	-	0.000	0.000	Merged-chr2-37703369-89
NR28619--MA0599.1.KLF5	chr17	33718742	33718751	+	0.000	0.000	Merged-chr17-33718652-51
NR27530--MA0741.1.KLF16	chr17	6961216	6961226	+	0.000	0.000	Merged-chr17-6961334-74
NR62787--MA0493.1.Klf1	chr7	127144673	127144683	+	0.000	0.000	Merged-chr7-127144596-50
NR45312--MA0740.1.KLF14	chr4	46507481	46507494	+	0.000	0.000	Merged-chr4-46507538-69
NR31807--MA1107.1.KLF9	chr18	62169309	62169321	-	0.000	0.000	Merged-chr18-62169369-48
NR71709--MA1107.1.KLF9	chrX	9272741	9272753	-	0.000	0.000	Merged-chrX-9272776-84
NR7097--MA0599.1.KLF5	chr10	80590388	80590397	-	0.000	0.000	Merged-chr10-80590311-63
NR51986--MA0741.1.KLF16	chr5	112275235	112275245	+	0.000	0.000	Merged-chr5-112275327-24
NR52653--MA1107.1.KLF9	chr5	124165733	124165745	-	0.000	0.000	Merged-chr5-124165803-24
NR59910--MA0741.1.KLF16	chr7	30219521	30219531	-	0.000	0.000	Merged-chr7-30219688-54
NR36834--MA0741.1.KLF16	chr2	77309486	77309496	-	0.000	0.000	Merged-chr2-77309396-29
NR47057--MA0599.1.KLF5	chr4	119540432	119540441	+	0.000	0.000	Merged-chr4-119540328-7
NR48809--MA0742.1.Klf12	chr4	150964981	150964995	-	0.000	0.000	Merged-chr4-150965142-91
NR58955--MA1107.1.KLF9	chr7	12478325	12478337	-	0.000	0.000	Merged-chr7-12478160-1
NR51537--MA0493.1.Klf1	chr5	100498683	100498693	+	0.000	0.000	Merged-chr5-100498698-59
NR18668--MA0740.1.KLF14	chr13	110044580	110044593	+	0.000	0.000	Merged-chr13-110044688-32
NR10004--MA0599.1.KLF5	chr11	49203569	49203578	+	0.000	0.000	Merged-chr11-49203524-131
NR54768--MA0657.1.KLF13	chr6	29216010	29216027	+	0.000	0.000	Merged-chr6-29216108-63
NR23116--MA0742.1.Klf12	chr15	60120104	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR47276--MA0741.1.KLF16	chr4	124709098	124709108	+	0.000	0.000	Merged-chr4-124709015-86
NR13053--MA1107.1.KLF9	chr11	117611237	117611249	+	0.000	0.000	Merged-chr11-117611199-52
NR51457--MA0599.1.KLF5	chr5	99252932	99252941	+	0.000	0.000	Merged-chr5-99252869-81
NR67910--MA0599.1.KLF5	chr9	21291296	21291305	-	0.000	0.000	Merged-chr9-21291340-63
NR14469--MA0741.1.KLF16	chr12	70825387	70825397	-	0.000	0.000	Merged-chr12-70825421-128
NR23098--MA0599.1.KLF5	chr15	59648449	59648458	+	0.000	0.000	Merged-chr15-59648235-82
NR34657--MA0599.1.KLF5	chr19	60874575	60874584	-	0.000	0.000	Merged-chr19-60874475-51
NR25272--MA1107.1.KLF9	chr16	11286165	11286177	-	0.000	0.000	Merged-chr16-11286053-13
NR30447--MA0741.1.KLF16	chr17	83854454	83854464	+	0.000	0.000	Merged-chr17-83854411-35
NR32864--MA0742.1.Klf12	chr19	4000540	4000554	+	0.000	0.000	Merged-chr19-4000436-69
NR17642--MA0599.1.KLF5	chr13	74166919	74166928	+	0.000	0.000	Merged-chr13-74166987-58
NR38989--MA0493.1.Klf1	chr2	152399047	152399057	-	0.000	0.000	Merged-chr2-152398905-30
NR35039--MA0493.1.Klf1	chr2	18307617	18307627	+	0.000	0.000	Merged-chr2-18307843-60
NR28190--MA0740.1.KLF14	chr17	26932986	26932999	-	0.000	0.000	Merged-chr17-26933153-57
NR18286--MA0741.1.KLF16	chr13	101344180	101344190	+	0.000	0.000	Merged-chr13-101344260-14
NR10483--MA0599.1.KLF5	chr11	60811284	60811293	+	0.000	0.000	Merged-chr11-60811220-49
NR43256--MA1107.1.KLF9	chr3	130709428	130709440	+	0.000	0.000	Merged-chr3-130709404-101
NR13344--MA0741.1.KLF16	chr12	3781588	3781598	+	0.000	0.000	Merged-chr12-3781537-41
NR23407--MA0599.1.KLF5	chr15	74753020	74753029	+	0.000	0.000	Merged-chr15-74752931-48
NR44468--MA0599.1.KLF5	chr4	6941241	6941250	+	0.000	0.000	Merged-chr4-6941109-33
NR70780--MA0740.1.KLF14	chr9	108783782	108783795	-	0.000	0.000	Merged-chr9-108783844-54
NR52349--MA0741.1.KLF16	chr5	118514060	118514070	+	0.000	0.000	Merged-chr5-118514135-41
NR19575--MA0493.1.Klf1	chr14	25421975	25421985	+	0.000	0.000	Merged-chr14-25421957-44
NR27533--MA0493.1.Klf1	chr17	6961316	6961326	-	0.000	0.000	Merged-chr17-6961334-74
NR9675--MA0742.1.Klf12	chr11	29515042	29515056	-	0.000	0.000	Merged-chr11-29515062-56
NR59108--MA0742.1.Klf12	chr7	16875087	16875101	-	0.000	0.000	Merged-chr7-16874886-101
NR35626--MA0599.1.KLF5	chr2	30942791	30942800	+	0.000	0.000	Merged-chr2-30942807-40
NR61249--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR39597--MA0657.1.KLF13	chr2	166786847	166786864	-	0.000	0.000	Merged-chr2-166786664-60
NR60070--MA0493.1.Klf1	chr7	35334034	35334044	-	0.000	0.000	Merged-chr7-35333987-100
NR38336--MA0599.1.KLF5	chr2	131955576	131955585	-	0.000	0.000	Merged-chr2-131955415-30
NR67159--MA0742.1.Klf12	chr8	121568421	121568435	+	0.000	0.000	Merged-chr8-121568444-23
NR53762--MA0599.1.KLF5	chr5	140649146	140649155	+	0.000	0.000	Merged-chr5-140649068-64
NR55455--MA0741.1.KLF16	chr6	52191921	52191931	+	0.000	0.000	Merged-chr6-52191955-39
NR67355--MA0599.1.KLF5	chr8	124434605	124434614	+	0.000	0.000	Merged-chr8-124434522-47
NR23084--MA0493.1.Klf1	chr15	59541152	59541162	+	0.000	0.000	Merged-chr15-59541132-33
NR22648--MA0741.1.KLF16	chr15	36727838	36727848	+	0.000	0.000	Merged-chr15-36727812-56
NR17432--MA0741.1.KLF16	chr13	67609739	67609749	+	0.000	0.000	Merged-chr13-67609632-78
NR22889--MA1107.1.KLF9	chr15	51865540	51865552	-	0.000	0.000	Merged-chr15-51865405-64
NR37458--MA0742.1.Klf12	chr2	104122881	104122895	+	0.000	0.000	Merged-chr2-104122905-60
NR71828--MA0740.1.KLF14	chrX	20688311	20688324	+	0.000	0.000	Merged-chrX-20688182-94
NR65080--MA1107.1.KLF9	chr8	64771349	64771361	+	0.000	0.000	Merged-chr8-64771092-36
NR3078--MA0599.1.KLF5	chr1	153332893	153332902	+	0.000	0.000	Merged-chr1-153332830-168
NR2409--MA0599.1.KLF5	chr1	131060522	131060531	-	0.000	0.000	Merged-chr1-131060576-40
NR34769--MA0599.1.KLF5	chr2	6213246	6213255	-	0.000	0.000	Merged-chr2-6213187-45
NR12409--MA0740.1.KLF14	chr11	105126432	105126445	-	0.000	0.000	Merged-chr11-105126391-86
NR64661--MA0740.1.KLF14	chr8	36249516	36249529	+	0.000	0.000	Merged-chr8-36249558-6
NR40471--MA0599.1.KLF5	chr3	21936143	21936152	-	0.000	0.000	Merged-chr3-21936128-91
NR62142--MA0741.1.KLF16	chr7	112678979	112678989	-	0.000	0.000	Merged-chr7-112678806-2
NR72415--MA0741.1.KLF16	chrX	103493553	103493563	+	0.000	0.000	Merged-chrX-103493636-67
NR63573--MA0599.1.KLF5	chr7	139992591	139992600	-	0.000	0.000	Merged-chr7-139992565-26
NR4248--MA0741.1.KLF16	chr1	180548107	180548117	-	0.000	0.000	Merged-chr1-180548194-33
NR39305--MA0599.1.KLF5	chr2	160397980	160397989	+	0.000	0.000	Merged-chr2-160397958-31
NR11521--MA0741.1.KLF16	chr11	86993771	86993781	+	0.000	0.000	Merged-chr11-86993619-64
NR60505--MA0599.1.KLF5	chr7	47015916	47015925	-	0.000	0.000	Merged-chr7-47015889-36
NR39454--MA0657.1.KLF13	chr2	163472697	163472714	-	0.000	0.000	Merged-chr2-163472521-59
NR24944--MA0493.1.Klf1	chr15	103307392	103307402	-	0.000	0.000	Merged-chr15-103307357-25
NR55041--MA0741.1.KLF16	chr6	38345975	38345985	+	0.000	0.000	Merged-chr6-38346040-40
NR57929--MA0741.1.KLF16	chr6	134220566	134220576	+	0.000	0.000	Merged-chr6-134220428-49
NR16226--MA0740.1.KLF14	chr13	13784333	13784346	-	0.000	0.000	Merged-chr13-13784433-81
NR37931--MA0599.1.KLF5	chr2	120027455	120027464	-	0.000	0.000	Merged-chr2-120027547-78
NR37622--MA0740.1.KLF14	chr2	112240497	112240510	+	0.000	0.000	Merged-chr2-112240570-1
NR36477--MA0039.3.KLF4	chr2	66634846	66634856	-	0.000	0.000	Merged-chr2-66634909-17
NR57637--MA1107.1.KLF9	chr6	127575265	127575277	+	0.000	0.000	Merged-chr6-127575169-36
NR14546--MA0740.1.KLF14	chr12	73657013	73657026	+	0.000	0.000	Merged-chr12-73656860-57
NR39197--MA0493.1.Klf1	chr2	158179184	158179194	-	0.000	0.000	Merged-chr2-158179183-18
NR29388--MA0742.1.Klf12	chr17	50795742	50795756	-	0.000	0.000	Merged-chr17-50795646-23
NR16967--MA0039.3.KLF4	chr13	52800952	52800962	+	0.000	0.000	Merged-chr13-52800951-49
NR49125--MA0599.1.KLF5	chr4	155812444	155812453	-	0.000	0.000	Merged-chr4-155812439-57
NR58091--MA1107.1.KLF9	chr6	137558120	137558132	-	0.000	0.000	Merged-chr6-137558133-151
NR53903--MA0741.1.KLF16	chr5	142440806	142440816	+	0.000	0.000	Merged-chr5-142441069-143
NR33419--MA0493.1.Klf1	chr19	17257001	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR18395--MA1107.1.KLF9	chr13	102895955	102895967	+	0.000	0.000	Merged-chr13-102896052-33
NR24855--MA0599.1.KLF5	chr15	101977572	101977581	+	0.000	0.000	Merged-chr15-101977475-30
NR47751--MA0599.1.KLF5	chr4	133241263	133241272	-	0.000	0.000	Merged-chr4-133241411-59
NR109--MA0741.1.KLF16	chr1	13426240	13426250	-	0.000	0.000	Merged-chr1-13426013-7
NR51555--MA0493.1.Klf1	chr5	100719842	100719852	+	0.000	0.000	Merged-chr5-100719694-58
NR42991--MA0599.1.KLF5	chr3	123446915	123446924	-	0.000	0.000	Merged-chr3-123446801-1
NR15327--MA1107.1.KLF9	chr12	102699348	102699360	+	0.000	0.000	Merged-chr12-102699394-36
NR25031--MA0493.1.Klf1	chr16	4964450	4964460	-	0.000	0.000	Merged-chr16-4964383-52
NR62394--MA0741.1.KLF16	chr7	118740200	118740210	-	0.000	0.000	Merged-chr7-118740082-2
NR5105--MA0493.1.Klf1	chr10	7473716	7473726	-	0.000	0.000	Merged-chr10-7473929-104
NR37465--MA0493.1.Klf1	chr2	104146165	104146175	+	0.000	0.000	Merged-chr2-104146200-22
NR35719--MA1107.1.KLF9	chr2	32312443	32312455	+	0.000	0.000	Merged-chr2-32312482-34
NR26322--MA0741.1.KLF16	chr16	56075454	56075464	+	0.000	0.000	Merged-chr16-56075692-109
NR59016--MA0493.1.Klf1	chr7	16018657	16018667	-	0.000	0.000	Merged-chr7-16018621-23
NR40798--MA0599.1.KLF5	chr3	36613428	36613437	+	0.000	0.000	Merged-chr3-36613405-48
NR69194--MA0493.1.Klf1	chr9	65551295	65551305	+	0.000	0.000	Merged-chr9-65551237-57
NR63694--MA0599.1.KLF5	chr7	141392110	141392119	-	0.000	0.000	Merged-chr7-141392195-61
NR1896--MA0493.1.Klf1	chr1	106152998	106153008	+	0.000	0.000	Merged-chr1-106153126-17
NR65735--MA0599.1.KLF5	chr8	81014977	81014986	+	0.000	0.000	Merged-chr8-81015053-72
NR11839--MA0741.1.KLF16	chr11	96075960	96075970	-	0.000	0.000	Merged-chr11-96075825-57
NR72239--MA0039.3.KLF4	chrX	75032199	75032209	+	0.000	0.000	Merged-chrX-75032186-8
NR7606--MA0740.1.KLF14	chr10	88504000	88504013	-	0.000	0.000	Merged-chr10-88503867-73
NR19916--MA0599.1.KLF5	chr14	40967024	40967033	+	0.000	0.000	Merged-chr14-40966984-107
NR29283--MA0493.1.Klf1	chr17	48409804	48409814	+	0.000	0.000	Merged-chr17-48409638-180
NR35047--MA0039.3.KLF4	chr2	18524632	18524642	-	0.000	0.000	Merged-chr2-18524516-29
NR52739--MA0493.1.Klf1	chr5	125052282	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR72169--MA0599.1.KLF5	chrX	73716491	73716500	-	0.000	0.000	Merged-chrX-73716479-74
NR72710--MA0493.1.Klf1	chrX	153238209	153238219	-	0.000	0.000	Merged-chrX-153238117-61
NR2198--MA0493.1.Klf1	chr1	125519448	125519458	+	0.000	0.000	Merged-chr1-125519353-27
NR57204--MA0599.1.KLF5	chr6	119395790	119395799	-	0.000	0.000	Merged-chr6-119395821-77
NR64958--MA0493.1.Klf1	chr8	57402498	57402508	-	0.000	0.000	Merged-chr8-57402577-20
NR1243--MA0599.1.KLF5	chr1	75168719	75168728	-	0.000	0.000	Merged-chr1-75168775-61
NR47196--MA0599.1.KLF5	chr4	122836197	122836206	-	0.000	0.000	Merged-chr4-122836208-63
NR66713--MA0599.1.KLF5	chr8	111769478	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR25805--MA1107.1.KLF9	chr16	32914457	32914469	-	0.000	0.000	Merged-chr16-32914306-67
NR28515--MA1107.1.KLF9	chr17	31637192	31637204	+	0.000	0.000	Merged-chr17-31636969-10
NR64663--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR19574--MA0039.3.KLF4	chr14	25421977	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR16367--MA0741.1.KLF16	chr13	24786312	24786322	+	0.000	0.000	Merged-chr13-24786227-53
NR16540--MA0740.1.KLF14	chr13	34875441	34875454	+	0.000	0.000	Merged-chr13-34875559-98
NR14465--MA0039.3.KLF4	chr12	70825386	70825396	-	0.000	0.000	Merged-chr12-70825421-128
NR55150--MA0741.1.KLF16	chr6	43265889	43265899	-	0.000	0.000	Merged-chr6-43265780-49
NR42552--MA0741.1.KLF16	chr3	106547641	106547651	+	0.000	0.000	Merged-chr3-106547777-76
NR47462--MA0740.1.KLF14	chr4	129513534	129513547	+	0.000	0.000	Merged-chr4-129513609-16
NR32821--MA0741.1.KLF16	chr18	89769540	89769550	-	0.000	0.000	Merged-chr18-89769377-55
NR71979--MA0599.1.KLF5	chrX	48439404	48439413	-	0.000	0.000	Merged-chrX-48439360-33
NR53628--MA0599.1.KLF5	chr5	139299446	139299455	+	0.000	0.000	Merged-chr5-139299297-63
NR34652--MA0493.1.Klf1	chr19	60874543	60874553	-	0.000	0.000	Merged-chr19-60874475-51
NR47844--MA1107.1.KLF9	chr4	134362741	134362753	-	0.000	0.000	Merged-chr4-134362784-33
NR59804--MA0493.1.Klf1	chr7	29155630	29155640	+	0.000	0.000	Merged-chr7-29155569-4
NR30665--MA0741.1.KLF16	chr17	88141775	88141785	-	0.000	0.000	Merged-chr17-88141932-19
NR51790--MA0741.1.KLF16	chr5	107987176	107987186	+	0.000	0.000	Merged-chr5-107987053-156
NR53590--MA0657.1.KLF13	chr5	138280291	138280308	-	0.000	0.000	Merged-chr5-138280109-50
NR58446--MA0740.1.KLF14	chr6	143167130	143167143	+	0.000	0.000	Merged-chr6-143167023-76
NR33217--MA1107.1.KLF9	chr19	8592091	8592103	-	0.000	0.000	Merged-chr19-8592238-38
NR41280--MA0740.1.KLF14	chr3	66985845	66985858	-	0.000	0.000	Merged-chr3-66985873-61
NR52430--MA0493.1.Klf1	chr5	120685778	120685788	+	0.000	0.000	Merged-chr5-120685893-52
NR35845--MA0493.1.Klf1	chr2	34646459	34646469	-	0.000	0.000	Merged-chr2-34646345-53
NR13562--MA0741.1.KLF16	chr12	16533751	16533761	-	0.000	0.000	Merged-chr12-16533665-29
NR23688--MA0740.1.KLF14	chr15	78773535	78773548	-	0.000	0.000	Merged-chr15-78773486-35
NR14028--MA0599.1.KLF5	chr12	40037486	40037495	+	0.000	0.000	Merged-chr12-40037304-3
NR56104--MA1107.1.KLF9	chr6	85484619	85484631	-	0.000	0.000	Merged-chr6-85484631-14
NR28745--MA0740.1.KLF14	chr17	35164943	35164956	+	0.000	0.000	Merged-chr17-35165046-91
NR33785--MA0039.3.KLF4	chr19	37550741	37550751	-	0.000	0.000	Merged-chr19-37550611-70
NR56188--MA0742.1.Klf12	chr6	87541368	87541382	+	0.000	0.000	Merged-chr6-87541310-26
NR4145--MA0493.1.Klf1	chr1	178182342	178182352	+	0.000	0.000	Merged-chr1-178182458-49
NR4214--MA0741.1.KLF16	chr1	180256199	180256209	+	0.000	0.000	Merged-chr1-180256121-75
NR70701--MA0741.1.KLF16	chr9	107950888	107950898	+	0.000	0.000	Merged-chr9-107950952-46
NR18289--MA0599.1.KLF5	chr13	101540641	101540650	+	0.000	0.000	Merged-chr13-101540748-63
NR37469--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR70225--MA0741.1.KLF16	chr9	95750392	95750402	-	0.000	0.000	Merged-chr9-95750219-56
NR2534--MA0741.1.KLF16	chr1	134063415	134063425	+	0.000	0.000	Merged-chr1-134063676-59
NR38260--MA0599.1.KLF5	chr2	130642900	130642909	+	0.000	0.000	Merged-chr2-130642738-65
NR63900--MA0599.1.KLF5	chr7	144470635	144470644	+	0.000	0.000	Merged-chr7-144470746-9
NR34873--MA0657.1.KLF13	chr2	11553719	11553736	-	0.000	0.000	Merged-chr2-11553562-111
NR26963--MA0742.1.Klf12	chr16	90810490	90810504	-	0.000	0.000	Merged-chr16-90810372-70
NR35756--MA0599.1.KLF5	chr2	32757206	32757215	-	0.000	0.000	Merged-chr2-32757365-75
NR47093--MA0599.1.KLF5	chr4	120288021	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR60857--MA0740.1.KLF14	chr7	65644742	65644755	+	0.000	0.000	Merged-chr7-65644925-69
NR16485--MA0742.1.Klf12	chr13	32338771	32338785	+	0.000	0.000	Merged-chr13-32338674-80
NR51563--MA0039.3.KLF4	chr5	100916656	100916666	-	0.000	0.000	Merged-chr5-100916697-39
NR53892--MA0599.1.KLF5	chr5	142401470	142401479	+	0.000	0.000	Merged-chr5-142401567-72
NR62706--MA0742.1.Klf12	chr7	125605875	125605889	+	0.000	0.000	Merged-chr7-125605934-21
NR59249--MA0493.1.Klf1	chr7	19272254	19272264	+	0.000	0.000	Merged-chr7-19272089-134
NR53749--MA0599.1.KLF5	chr5	140608442	140608451	-	0.000	0.000	Merged-chr5-140608276-19
NR53788--MA0741.1.KLF16	chr5	140871309	140871319	-	0.000	0.000	Merged-chr5-140871418-38
NR34773--MA0493.1.Klf1	chr2	6379102	6379112	+	0.000	0.000	Merged-chr2-6378947-26
NR43483--MA0740.1.KLF14	chr3	135636497	135636510	+	0.000	0.000	Merged-chr3-135636443-43
NR2333--MA0599.1.KLF5	chr1	128615668	128615677	-	0.000	0.000	Merged-chr1-128615599-2
NR36191--MA1107.1.KLF9	chr2	52378566	52378578	-	0.000	0.000	Merged-chr2-52378804-68
NR28363--MA0741.1.KLF16	chr17	28516348	28516358	+	0.000	0.000	Merged-chr17-28516201-30
NR10010--MA0740.1.KLF14	chr11	49244241	49244254	-	0.000	0.000	Merged-chr11-49244035-93
NR54940--MA0039.3.KLF4	chr6	33683797	33683807	-	0.000	0.000	Merged-chr6-33683719-46
NR27010--MA0599.1.KLF5	chr16	91545909	91545918	-	0.000	0.000	Merged-chr16-91545855-29
NR28060--MA0740.1.KLF14	chr17	24549737	24549750	-	0.000	0.000	Merged-chr17-24549778-103
NR38907--MA0741.1.KLF16	chr2	150608597	150608607	+	0.000	0.000	Merged-chr2-150608735-106
NR28331--MA0740.1.KLF14	chr17	28350885	28350898	-	0.000	0.000	Merged-chr17-28350813-41
NR71527--MA0599.1.KLF5	chr9	123734003	123734012	-	0.000	0.000	Merged-chr9-123734197-54
NR28429--MA0741.1.KLF16	chr17	29393797	29393807	-	0.000	0.000	Merged-chr17-29393996-77
NR72257--MA0039.3.KLF4	chrX	77511805	77511815	-	0.000	0.000	Merged-chrX-77511881-30
NR43718--MA0742.1.Klf12	chr3	142882208	142882222	+	0.000	0.000	Merged-chr3-142881954-134
NR42390--MA0741.1.KLF16	chr3	102734914	102734924	+	0.000	0.000	Merged-chr3-102735083-92
NR51465--MA1107.1.KLF9	chr5	99339969	99339981	-	0.000	0.000	Merged-chr5-99339913-40
NR12099--MA0599.1.KLF5	chr11	99144114	99144123	-	0.000	0.000	Merged-chr11-99144248-66
NR65734--MA1107.1.KLF9	chr8	81012396	81012408	+	0.000	0.000	Merged-chr8-81012350-63
NR68794--MA0741.1.KLF16	chr9	54586401	54586411	-	0.000	0.000	Merged-chr9-54586552-67
NR4332--MA0742.1.Klf12	chr1	181853227	181853241	+	0.000	0.000	Merged-chr1-181853067-80
NR58097--MA0599.1.KLF5	chr6	137754514	137754523	-	0.000	0.000	Merged-chr6-137754640-54
NR3856--MA1107.1.KLF9	chr1	169969297	169969309	+	0.000	0.000	Merged-chr1-169969262-62
NR55109--MA0493.1.Klf1	chr6	42245873	42245883	-	0.000	0.000	Merged-chr6-42245976-48
NR8401--MA1107.1.KLF9	chr10	117918688	117918700	-	0.000	0.000	Merged-chr10-117918701-83
NR66243--MA0741.1.KLF16	chr8	95713584	95713594	-	0.000	0.000	Merged-chr8-95713709-35
NR49255--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR66937--MA0599.1.KLF5	chr8	117802079	117802088	+	0.000	0.000	Merged-chr8-117802067-74
NR48925--MA1107.1.KLF9	chr4	152447792	152447804	+	0.000	0.000	Merged-chr4-152447863-18
NR38222--MA0741.1.KLF16	chr2	129065952	129065962	-	0.000	0.000	Merged-chr2-129066183-78
NR13077--MA0599.1.KLF5	chr11	117825868	117825877	-	0.000	0.000	Merged-chr11-117825821-14
NR71871--MA0493.1.Klf1	chrX	36989326	36989336	+	0.000	0.000	Merged-chrX-36989513-70
NR36259--MA0493.1.Klf1	chr2	57253112	57253122	-	0.000	0.000	Merged-chr2-57253205-15
NR5109--MA0742.1.Klf12	chr10	7589676	7589690	-	0.000	0.000	Merged-chr10-7589879-63
NR10533--MA0740.1.KLF14	chr11	61762148	61762161	-	0.000	0.000	Merged-chr11-61762062-61
NR9604--MA0599.1.KLF5	chr11	23124595	23124604	+	0.000	0.000	Merged-chr11-23124595-33
NR41931--MA0740.1.KLF14	chr3	94786588	94786601	-	0.000	0.000	Merged-chr3-94786570-53
NR69268--MA0740.1.KLF14	chr9	66910888	66910901	-	0.000	0.000	Merged-chr9-66910913-26
NR43304--MA0742.1.Klf12	chr3	131303224	131303238	+	0.000	0.000	Merged-chr3-131303099-58
NR5235--MA0493.1.Klf1	chr10	12963981	12963991	+	0.000	0.000	Merged-chr10-12964276-93
NR35849--MA1107.1.KLF9	chr2	34646457	34646469	-	0.000	0.000	Merged-chr2-34646345-53
NR2445--MA0599.1.KLF5	chr1	132008055	132008064	-	0.000	0.000	Merged-chr1-132007976-127
NR27337--MA0599.1.KLF5	chr17	3246813	3246822	-	0.000	0.000	Merged-chr17-3246798-10
NR11120--MA0741.1.KLF16	chr11	76399213	76399223	+	0.000	0.000	Merged-chr11-76399136-77
NR30525--MA1107.1.KLF9	chr17	85255739	85255751	-	0.000	0.000	Merged-chr17-85255784-17
NR68575--MA0599.1.KLF5	chr9	47530210	47530219	-	0.000	0.000	Merged-chr9-47530154-53
NR59948--MA0599.1.KLF5	chr7	30607856	30607865	-	0.000	0.000	Merged-chr7-30607986-27
NR39341--MA0599.1.KLF5	chr2	160731243	160731252	+	0.000	0.000	Merged-chr2-160731143-4
NR10800--MA1107.1.KLF9	chr11	69921628	69921640	+	0.000	0.000	Merged-chr11-69921533-99
NR27014--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR35368--MA0741.1.KLF16	chr2	26237487	26237497	+	0.000	0.000	Merged-chr2-26237317-65
NR57404--MA0039.3.KLF4	chr6	124262923	124262933	+	0.000	0.000	Merged-chr6-124262861-41
NR48681--MA0741.1.KLF16	chr4	148167200	148167210	+	0.000	0.000	Merged-chr4-148167175-10
NR18387--MA0493.1.Klf1	chr13	102773322	102773332	-	0.000	0.000	Merged-chr13-102773383-12
NR3086--MA1107.1.KLF9	chr1	153427076	153427088	-	0.000	0.000	Merged-chr1-153426995-33
NR4153--MA0039.3.KLF4	chr1	178449408	178449418	+	0.000	0.000	Merged-chr1-178449320-25
NR43490--MA0742.1.Klf12	chr3	135675685	135675699	+	0.000	0.000	Merged-chr3-135675679-12
NR40130--MA1107.1.KLF9	chr2	178427080	178427092	+	0.000	0.000	Merged-chr2-178427210-3
NR10932--MA0741.1.KLF16	chr11	72690215	72690225	+	0.000	0.000	Merged-chr11-72690099-58
NR32378--MA1107.1.KLF9	chr18	77767807	77767819	+	0.000	0.000	Merged-chr18-77767671-52
NR9049--MA0599.1.KLF5	chr10	128705071	128705080	+	0.000	0.000	Merged-chr10-128704934-88
NR13052--MA0741.1.KLF16	chr11	117611238	117611248	+	0.000	0.000	Merged-chr11-117611199-52
NR14027--MA1107.1.KLF9	chr12	40037414	40037426	+	0.000	0.000	Merged-chr12-40037304-3
NR70791--MA0741.1.KLF16	chr9	109038780	109038790	-	0.000	0.000	Merged-chr9-109038704-45
NR47048--MA0493.1.Klf1	chr4	119239260	119239270	+	0.000	0.000	Merged-chr4-119239271-44
NR69892--MA1107.1.KLF9	chr9	85319563	85319575	-	0.000	0.000	Merged-chr9-85319747-2
NR9485--MA0740.1.KLF14	chr11	20561487	20561500	-	0.000	0.000	Merged-chr11-20561447-13
NR97--MA0599.1.KLF5	chr1	13372902	13372911	-	0.000	0.000	Merged-chr1-13372828-29
NR13189--MA0599.1.KLF5	chr11	120316240	120316249	+	0.000	0.000	Merged-chr11-120316357-56
NR53767--MA0599.1.KLF5	chr5	140649185	140649194	+	0.000	0.000	Merged-chr5-140649068-64
