#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR385--MA0501.1.MAF::NFE2	chr1	94497031	94497045	+	0.000	0.000	Merged-chr1-94497080-23
NR8437--MA0591.1.Bach1::Mafk	chr4	106869722	106869736	-	0.000	0.000	Merged-chr4-106869679-64
NR2425--MA0496.2.MAFK	chr11	117292600	117292618	-	0.000	0.000	Merged-chr11-117292606-56
NR3896--MA0495.2.MAFF	chr14	68044961	68044981	+	0.000	0.000	Merged-chr14-68044800-35
NR5247--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR10173--MA0495.2.MAFF	chr6	128972825	128972845	-	0.000	0.000	Merged-chr6-128972909-46
NR8875--MA0501.1.MAF::NFE2	chr5	8660503	8660517	+	0.000	0.000	Merged-chr5-8660427-82
NR9076--MA0117.2.Mafb	chr5	65898037	65898048	+	0.000	0.000	Merged-chr5-65898025-23
NR4851--MA0496.2.MAFK	chr16	57500956	57500974	+	0.000	0.000	Merged-chr16-57500995-13
NR3883--MA0089.1.MAFG::NFE2L1	chr14	66190611	66190616	+	0.000	0.000	Merged-chr14-66190567-42
NR2463--MA0089.1.MAFG::NFE2L1	chr11	120776302	120776307	+	0.000	0.000	Merged-chr11-120776291-32
NR5818--MA0117.2.Mafb	chr18	73452488	73452499	+	0.000	0.000	Merged-chr18-73452682-34
NR5603--MA0117.2.Mafb	chr18	23754638	23754649	-	0.000	0.000	Merged-chr18-23754514-42
NR1081--MA0591.1.Bach1::Mafk	chr10	22148837	22148851	-	0.000	0.000	Merged-chr10-22148932-76
NR11340--MA0501.1.MAF::NFE2	chr8	69919156	69919170	+	0.000	0.000	Merged-chr8-69919023-72
NR95--MA0496.2.MAFK	chr1	36162982	36163000	+	0.000	0.000	Merged-chr1-36162898-20
NR10444--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	-	0.000	0.000	Merged-chr7-16057177-61
NR8440--MA0501.1.MAF::NFE2	chr4	106869719	106869733	-	0.000	0.000	Merged-chr4-106869679-64
NR163--MA0501.1.MAF::NFE2	chr1	52274428	52274442	-	0.000	0.000	Merged-chr1-52274408-12
NR4572--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	+	0.000	0.000	Merged-chr15-102377119-58
NR12408--MA0501.1.MAF::NFE2	chrX	11839718	11839732	-	0.000	0.000	Merged-chrX-11839890-20
NR11153--MA0659.1.MAFG	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR4193--MA0496.2.MAFK	chr15	34390210	34390228	+	0.000	0.000	Merged-chr15-34390161-14
NR3128--MA0089.1.MAFG::NFE2L1	chr13	29855634	29855639	+	0.000	0.000	Merged-chr13-29855504-46
NR9835--MA0496.2.MAFK	chr6	72881453	72881471	+	0.000	0.000	Merged-chr6-72881581-61
NR2538--MA0501.1.MAF::NFE2	chr12	25165002	25165016	-	0.000	0.000	Merged-chr12-25164922-20
NR2701--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR162--MA0591.1.Bach1::Mafk	chr1	52274431	52274445	-	0.000	0.000	Merged-chr1-52274408-12
NR2911--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR5564--MA0089.1.MAFG::NFE2L1	chr18	10532602	10532607	+	0.000	0.000	Merged-chr18-10532827-93
NR9873--MA0117.2.Mafb	chr6	87535411	87535422	-	0.000	0.000	Merged-chr6-87535471-91
NR4829--MA0496.2.MAFK	chr16	52418694	52418712	-	0.000	0.000	Merged-chr16-52418568-49
NR10985--MA0501.1.MAF::NFE2	chr7	118996213	118996227	+	0.000	0.000	Merged-chr7-118996312-34
NR5400--MA0495.2.MAFF	chr17	74140472	74140492	-	0.000	0.000	Merged-chr17-74140468-12
NR11679--MA0496.2.MAFK	chr8	124242444	124242462	+	0.000	0.000	Merged-chr8-124242348-54
NR3302--MA0089.1.MAFG::NFE2L1	chr13	62383279	62383284	+	0.000	0.000	Merged-chr13-62383171-58
NR5651--MA0089.1.MAFG::NFE2L1	chr18	39035429	39035434	+	0.000	0.000	Merged-chr18-39035384-28
NR4192--MA0501.1.MAF::NFE2	chr15	34390215	34390229	+	0.000	0.000	Merged-chr15-34390161-14
NR744--MA0501.1.MAF::NFE2	chr1	171607246	171607260	-	0.000	0.000	Merged-chr1-171607234-71
NR6035--MA0117.2.Mafb	chr19	21272217	21272228	+	0.000	0.000	Merged-chr19-21272271-125
NR763--MA0591.1.Bach1::Mafk	chr1	173491037	173491051	+	0.000	0.000	Merged-chr1-173491201-58
NR9419--MA0089.1.MAFG::NFE2L1	chr5	129501376	129501381	-	0.000	0.000	Merged-chr5-129501358-95
NR10182--MA0501.1.MAF::NFE2	chr6	129275536	129275550	-	0.000	0.000	Merged-chr6-129275462-82
NR11992--MA0089.1.MAFG::NFE2L1	chr9	62412259	62412264	+	0.000	0.000	Merged-chr9-62412387-14
NR6156--MA0117.2.Mafb	chr19	44078358	44078369	-	0.000	0.000	Merged-chr19-44078434-18
NR9750--MA0496.2.MAFK	chr6	54775915	54775933	-	0.000	0.000	Merged-chr6-54775842-27
NR1152--MA0501.1.MAF::NFE2	chr10	39418588	39418602	+	0.000	0.000	Merged-chr10-39418565-23
NR1949--MA0089.1.MAFG::NFE2L1	chr11	55461091	55461096	+	0.000	0.000	Merged-chr11-55461087-74
NR9654--MA0591.1.Bach1::Mafk	chr6	31220346	31220360	-	0.000	0.000	Merged-chr6-31220407-8
NR9417--MA0591.1.Bach1::Mafk	chr5	127612029	127612043	+	0.000	0.000	Merged-chr5-127611997-17
NR11022--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369010-1
NR4776--MA0495.2.MAFF	chr16	44778982	44779002	+	0.000	0.000	Merged-chr16-44778885-37
NR710--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR12308--MA0496.2.MAFK	chr9	114787912	114787930	-	0.000	0.000	Merged-chr9-114787935-34
NR1750--MA0659.1.MAFG	chr11	5099437	5099457	+	0.000	0.000	Merged-chr11-5099369-106
NR399--MA0089.1.MAFG::NFE2L1	chr1	95674364	95674369	-	0.000	0.000	Merged-chr1-95674241-20
NR10717--MA0117.2.Mafb	chr7	81319849	81319860	+	0.000	0.000	Merged-chr7-81320014-23
NR3200--MA0089.1.MAFG::NFE2L1	chr13	45455845	45455850	+	0.000	0.000	Merged-chr13-45455779-40
NR229--MA0496.2.MAFK	chr1	66816150	66816168	+	0.000	0.000	Merged-chr1-66816152-31
NR1054--MA0089.1.MAFG::NFE2L1	chr10	19209893	19209898	+	0.000	0.000	Merged-chr10-19209945-33
NR9110--MA0501.1.MAF::NFE2	chr5	76140639	76140653	+	0.000	0.000	Merged-chr5-76140459-72
NR5936--MA0591.1.Bach1::Mafk	chr19	3851891	3851905	-	0.000	0.000	Merged-chr19-3851775-57
NR1056--MA0117.2.Mafb	chr10	19597034	19597045	+	0.000	0.000	Merged-chr10-19597137-35
NR4648--MA0117.2.Mafb	chr16	20496838	20496849	-	0.000	0.000	Merged-chr16-20496869-26
NR1191--MA0591.1.Bach1::Mafk	chr10	45635341	45635355	+	0.000	0.000	Merged-chr10-45635407-27
NR493--MA0496.2.MAFK	chr1	128767221	128767239	+	0.000	0.000	Merged-chr1-128767161-51
NR2736--MA0501.1.MAF::NFE2	chr12	87411192	87411206	+	0.000	0.000	Merged-chr12-87411276-22
NR12497--MA0501.1.MAF::NFE2	chrX	96020614	96020628	-	0.000	0.000	Merged-chrX-96020634-26
NR6812--MA0496.2.MAFK	chr2	117335755	117335773	+	0.000	0.000	Merged-chr2-117335736-33
NR11751--MA0501.1.MAF::NFE2	chr8	127500723	127500737	+	0.000	0.000	Merged-chr8-127500615-4
NR2146--MA0591.1.Bach1::Mafk	chr11	85324149	85324163	-	0.000	0.000	Merged-chr11-85324179-42
NR3011--MA0089.1.MAFG::NFE2L1	chr12	117941382	117941387	-	0.000	0.000	Merged-chr12-117941407-5
NR1470--MA0591.1.Bach1::Mafk	chr10	93938789	93938803	-	0.000	0.000	Merged-chr10-93938916-38
NR5868--MA0659.1.MAFG	chr18	80554953	80554973	-	0.000	0.000	Merged-chr18-80555147-42
NR3717--MA0089.1.MAFG::NFE2L1	chr14	25379039	25379044	-	0.000	0.000	Merged-chr14-25379059-15
NR4142--MA0089.1.MAFG::NFE2L1	chr15	8109315	8109320	-	0.000	0.000	Merged-chr15-8109261-61
NR7148--MA0659.1.MAFG	chr2	150861260	150861280	+	0.000	0.000	Merged-chr2-150861270-8
NR2340--MA0591.1.Bach1::Mafk	chr11	109744081	109744095	-	0.000	0.000	Merged-chr11-109744155-21
NR5709--MA0496.2.MAFK	chr18	52458142	52458160	+	0.000	0.000	Merged-chr18-52457994-32
NR6613--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR7480--MA0501.1.MAF::NFE2	chr3	9500065	9500079	-	0.000	0.000	Merged-chr3-9499976-58
NR3189--MA0591.1.Bach1::Mafk	chr13	43306698	43306712	-	0.000	0.000	Merged-chr13-43306774-11
NR994--MA0501.1.MAF::NFE2	chr1	193337427	193337441	-	0.000	0.000	Merged-chr1-193337231-35
NR10698--MA0089.1.MAFG::NFE2L1	chr7	79392945	79392950	-	0.000	0.000	Merged-chr7-79393101-2
NR6058--MA0117.2.Mafb	chr19	24476575	24476586	+	0.000	0.000	Merged-chr19-24476659-2
NR6273--MA0591.1.Bach1::Mafk	chr19	60140260	60140274	-	0.000	0.000	Merged-chr19-60140169-1
NR9509--MA0496.2.MAFK	chr5	146655356	146655374	-	0.000	0.000	Merged-chr5-146655552-37
NR686--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR6314--MA0089.1.MAFG::NFE2L1	chr2	6396238	6396243	+	0.000	0.000	Merged-chr2-6396232-31
NR2731--MA0495.2.MAFF	chr12	87411186	87411206	-	0.000	0.000	Merged-chr12-87411276-22
NR8357--MA0495.2.MAFF	chr4	88998479	88998499	-	0.000	0.000	Merged-chr4-88998396-38
NR2242--MA0501.1.MAF::NFE2	chr11	97949933	97949947	-	0.000	0.000	Merged-chr11-97949895-26
NR6594--MA0501.1.MAF::NFE2	chr2	66184982	66184996	-	0.000	0.000	Merged-chr2-66184903-51
NR8533--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR4746--MA0089.1.MAFG::NFE2L1	chr16	36985693	36985698	+	0.000	0.000	Merged-chr16-36985776-57
NR5299--MA0089.1.MAFG::NFE2L1	chr17	50171182	50171187	+	0.000	0.000	Merged-chr17-50171299-20
NR4255--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR2836--MA0659.1.MAFG	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR4631--MA0089.1.MAFG::NFE2L1	chr16	16896692	16896697	-	0.000	0.000	Merged-chr16-16896631-55
NR5184--MA0089.1.MAFG::NFE2L1	chr17	29494346	29494351	-	0.000	0.000	Merged-chr17-29494430-50
NR9453--MA0117.2.Mafb	chr5	139377529	139377540	-	0.000	0.000	Merged-chr5-139377554-24
NR7230--MA0591.1.Bach1::Mafk	chr2	158701696	158701710	+	0.000	0.000	Merged-chr2-158701741-16
NR5332--MA0501.1.MAF::NFE2	chr17	57126031	57126045	-	0.000	0.000	Merged-chr17-57126152-41
NR8589--MA0089.1.MAFG::NFE2L1	chr4	129621186	129621191	-	0.000	0.000	Merged-chr4-129621333-30
NR11492--MA0591.1.Bach1::Mafk	chr8	95697286	95697300	-	0.000	0.000	Merged-chr8-95697272-29
NR6531--MA0495.2.MAFF	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR6994--MA0659.1.MAFG	chr2	132874100	132874120	-	0.000	0.000	Merged-chr2-132874056-29
NR1195--MA0501.1.MAF::NFE2	chr10	45635344	45635358	+	0.000	0.000	Merged-chr10-45635407-27
NR3243--MA0496.2.MAFK	chr13	48516053	48516071	+	0.000	0.000	Merged-chr13-48516187-54
NR4268--MA0089.1.MAFG::NFE2L1	chr15	55699888	55699893	+	0.000	0.000	Merged-chr15-55699814-18
NR337--MA0591.1.Bach1::Mafk	chr1	88584721	88584735	+	0.000	0.000	Merged-chr1-88584728-18
NR5617--MA0591.1.Bach1::Mafk	chr18	32147664	32147678	-	0.000	0.000	Merged-chr18-32147620-36
NR2299--MA0659.1.MAFG	chr11	106387154	106387174	+	0.000	0.000	Merged-chr11-106387264-9
NR4153--MA0089.1.MAFG::NFE2L1	chr15	10600106	10600111	+	0.000	0.000	Merged-chr15-10599937-7
NR5939--MA0591.1.Bach1::Mafk	chr19	4037976	4037990	-	0.000	0.000	Merged-chr19-4037964-42
NR8701--MA0591.1.Bach1::Mafk	chr4	141952341	141952355	+	0.000	0.000	Merged-chr4-141952458-47
NR1981--MA0496.2.MAFK	chr11	61660917	61660935	-	0.000	0.000	Merged-chr11-61660971-31
NR10537--MA0495.2.MAFF	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR5875--MA0496.2.MAFK	chr18	80612046	80612064	-	0.000	0.000	Merged-chr18-80611991-79
NR7178--MA0495.2.MAFF	chr2	153350989	153351009	-	0.000	0.000	Merged-chr2-153350886-63
NR11939--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR10519--MA0089.1.MAFG::NFE2L1	chr7	28962487	28962492	-	0.000	0.000	Merged-chr7-28962336-70
NR9994--MA0089.1.MAFG::NFE2L1	chr6	108185569	108185574	-	0.000	0.000	Merged-chr6-108185514-51
NR4445--MA0496.2.MAFK	chr15	82906878	82906896	-	0.000	0.000	Merged-chr15-82906941-10
NR5869--MA0501.1.MAF::NFE2	chr18	80554959	80554973	+	0.000	0.000	Merged-chr18-80555147-42
NR11664--MA0591.1.Bach1::Mafk	chr8	123287513	123287527	+	0.000	0.000	Merged-chr8-123287508-25
NR6988--MA0495.2.MAFF	chr2	132874100	132874120	+	0.000	0.000	Merged-chr2-132874056-29
NR2178--MA0117.2.Mafb	chr11	90225248	90225259	-	0.000	0.000	Merged-chr11-90225249-59
NR10539--MA0659.1.MAFG	chr7	35647506	35647526	-	0.000	0.000	Merged-chr7-35647371-69
NR5747--MA0591.1.Bach1::Mafk	chr18	61400391	61400405	-	0.000	0.000	Merged-chr18-61400402-28
NR5471--MA0089.1.MAFG::NFE2L1	chr17	84032633	84032638	-	0.000	0.000	Merged-chr17-84032623-33
NR709--MA0089.1.MAFG::NFE2L1	chr1	165790053	165790058	-	0.000	0.000	Merged-chr1-165789768-126
NR10445--MA0659.1.MAFG	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR10584--MA0501.1.MAF::NFE2	chr7	51892588	51892602	-	0.000	0.000	Merged-chr7-51892724-31
NR1753--MA0496.2.MAFK	chr11	5099438	5099456	-	0.000	0.000	Merged-chr11-5099369-106
NR11520--MA0501.1.MAF::NFE2	chr8	106802920	106802934	-	0.000	0.000	Merged-chr8-106803065-32
NR1930--MA0089.1.MAFG::NFE2L1	chr11	53350912	53350917	-	0.000	0.000	Merged-chr11-53350915-81
NR8498--MA0117.2.Mafb	chr4	116184678	116184689	-	0.000	0.000	Merged-chr4-116184525-2
NR10417--MA0089.1.MAFG::NFE2L1	chr7	4777053	4777058	+	0.000	0.000	Merged-chr7-4777194-35
NR9143--MA0495.2.MAFF	chr5	90603530	90603550	+	0.000	0.000	Merged-chr5-90603641-23
NR1198--MA0496.2.MAFK	chr10	45635339	45635357	-	0.000	0.000	Merged-chr10-45635407-27
NR9892--MA0089.1.MAFG::NFE2L1	chr6	91440937	91440942	+	0.000	0.000	Merged-chr6-91441090-75
NR4353--MA0089.1.MAFG::NFE2L1	chr15	65787159	65787164	-	0.000	0.000	Merged-chr15-65787268-60
NR7402--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR5466--MA0659.1.MAFG	chr17	83632750	83632770	+	0.000	0.000	Merged-chr17-83632909-17
NR3641--MA0501.1.MAF::NFE2	chr13	117196139	117196153	+	0.000	0.000	Merged-chr13-117196008-56
NR11433--MA0089.1.MAFG::NFE2L1	chr8	84257256	84257261	-	0.000	0.000	Merged-chr8-84257332-3
NR7523--MA0495.2.MAFF	chr3	28244537	28244557	-	0.000	0.000	Merged-chr3-28244555-21
NR1323--MA0591.1.Bach1::Mafk	chr10	76306867	76306881	-	0.000	0.000	Merged-chr10-76306929-42
NR11663--MA0495.2.MAFF	chr8	123287510	123287530	-	0.000	0.000	Merged-chr8-123287508-25
NR684--MA0591.1.Bach1::Mafk	chr1	162207475	162207489	+	0.000	0.000	Merged-chr1-162207431-48
NR682--MA0089.1.MAFG::NFE2L1	chr1	161968943	161968948	-	0.000	0.000	Merged-chr1-161969124-64
NR1452--MA0089.1.MAFG::NFE2L1	chr10	91167257	91167262	-	0.000	0.000	Merged-chr10-91167120-36
NR2607--MA0501.1.MAF::NFE2	chr12	40017112	40017126	+	0.000	0.000	Merged-chr12-40017136-45
NR3530--MA0501.1.MAF::NFE2	chr13	107889388	107889402	+	0.000	0.000	Merged-chr13-107889300-12
NR2635--MA0117.2.Mafb	chr12	53032990	53033001	+	0.000	0.000	Merged-chr12-53032976-31
NR11665--MA0659.1.MAFG	chr8	123287510	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR4831--MA0495.2.MAFF	chr16	52879649	52879669	+	0.000	0.000	Merged-chr16-52879758-28
NR12043--MA0591.1.Bach1::Mafk	chr9	69125460	69125474	-	0.000	0.000	Merged-chr9-69125560-59
NR6540--MA0496.2.MAFK	chr2	52938454	52938472	-	0.000	0.000	Merged-chr2-52938398-15
NR10517--MA0089.1.MAFG::NFE2L1	chr7	28820769	28820774	-	0.000	0.000	Merged-chr7-28820769-1
NR3819--MA0117.2.Mafb	chr14	55540238	55540249	+	0.000	0.000	Merged-chr14-55540407-42
NR10103--MA0501.1.MAF::NFE2	chr6	120357142	120357156	-	0.000	0.000	Merged-chr6-120357332-52
NR5898--MA0496.2.MAFK	chr18	84159132	84159150	-	0.000	0.000	Merged-chr18-84159275-32
NR10463--MA0117.2.Mafb	chr7	16368614	16368625	+	0.000	0.000	Merged-chr7-16368534-21
NR7165--MA0089.1.MAFG::NFE2L1	chr2	152775705	152775710	-	0.000	0.000	Merged-chr2-152775622-43
NR6102--MA0495.2.MAFF	chr19	33392001	33392021	-	0.000	0.000	Merged-chr19-33392002-67
NR11432--MA0117.2.Mafb	chr8	84127410	84127421	+	0.000	0.000	Merged-chr8-84127420-70
NR10113--MA0089.1.MAFG::NFE2L1	chr6	122259017	122259022	-	0.000	0.000	Merged-chr6-122259137-47
NR4177--MA0089.1.MAFG::NFE2L1	chr15	31117636	31117641	-	0.000	0.000	Merged-chr15-31117559-26
NR580--MA0089.1.MAFG::NFE2L1	chr1	144206465	144206470	-	0.000	0.000	Merged-chr1-144206482-15
NR11770--MA0496.2.MAFK	chr8	128148523	128148541	-	0.000	0.000	Merged-chr8-128148641-36
NR12407--MA0591.1.Bach1::Mafk	chrX	11839721	11839735	-	0.000	0.000	Merged-chrX-11839890-20
NR3323--MA0501.1.MAF::NFE2	chr13	67844338	67844352	+	0.000	0.000	Merged-chr13-67844387-42
NR8354--MA0501.1.MAF::NFE2	chr4	88912422	88912436	+	0.000	0.000	Merged-chr4-88912378-27
NR10819--MA0089.1.MAFG::NFE2L1	chr7	102210431	102210436	+	0.000	0.000	Merged-chr7-102210325-100
NR6091--MA0501.1.MAF::NFE2	chr19	32524044	32524058	-	0.000	0.000	Merged-chr19-32523975-16
NR9122--MA0089.1.MAFG::NFE2L1	chr5	86086968	86086973	-	0.000	0.000	Merged-chr5-86086914-50
NR9806--MA0495.2.MAFF	chr6	70714455	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR4473--MA0591.1.Bach1::Mafk	chr15	86051283	86051297	-	0.000	0.000	Merged-chr15-86051383-21
NR2839--MA0496.2.MAFK	chr12	102588573	102588591	+	0.000	0.000	Merged-chr12-102588735-27
NR11835--MA0089.1.MAFG::NFE2L1	chr9	25186821	25186826	-	0.000	0.000	Merged-chr9-25186654-66
NR93--MA0495.2.MAFF	chr1	36162981	36163001	-	0.000	0.000	Merged-chr1-36162898-20
NR3051--MA0501.1.MAF::NFE2	chr13	5705262	5705276	+	0.000	0.000	Merged-chr13-5705239-38
NR1276--MA0089.1.MAFG::NFE2L1	chr10	66853313	66853318	-	0.000	0.000	Merged-chr10-66853301-43
NR7930--MA0089.1.MAFG::NFE2L1	chr3	135318527	135318532	-	0.000	0.000	Merged-chr3-135318613-3
NR8483--MA0089.1.MAFG::NFE2L1	chr4	111720009	111720014	+	0.000	0.000	Merged-chr4-111720211-159
NR10667--MA0496.2.MAFK	chr7	75641365	75641383	-	0.000	0.000	Merged-chr7-75641429-31
NR11047--MA0501.1.MAF::NFE2	chr7	126799465	126799479	+	0.000	0.000	Merged-chr7-126799290-90
NR10709--MA0591.1.Bach1::Mafk	chr7	80715538	80715552	-	0.000	0.000	Merged-chr7-80715487-14
NR5455--MA0496.2.MAFK	chr17	80621327	80621345	-	0.000	0.000	Merged-chr17-80621176-31
NR403--MA0089.1.MAFG::NFE2L1	chr1	97688929	97688934	+	0.000	0.000	Merged-chr1-97688940-16
NR6997--MA0496.2.MAFK	chr2	132874101	132874119	+	0.000	0.000	Merged-chr2-132874056-29
NR3146--MA0089.1.MAFG::NFE2L1	chr13	32868434	32868439	+	0.000	0.000	Merged-chr13-32868285-30
NR6996--MA0501.1.MAF::NFE2	chr2	132874100	132874114	-	0.000	0.000	Merged-chr2-132874056-29
NR2102--MA0089.1.MAFG::NFE2L1	chr11	79339688	79339693	-	0.000	0.000	Merged-chr11-79339786-62
NR5495--MA0089.1.MAFG::NFE2L1	chr17	86937939	86937944	-	0.000	0.000	Merged-chr17-86937929-29
NR1456--MA0117.2.Mafb	chr10	93069526	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR10014--MA0495.2.MAFF	chr6	113047264	113047284	-	0.000	0.000	Merged-chr6-113047446-32
NR4025--MA0496.2.MAFK	chr14	101470025	101470043	+	0.000	0.000	Merged-chr14-101470106-24
NR9070--MA0501.1.MAF::NFE2	chr5	64676826	64676840	+	0.000	0.000	Merged-chr5-64676646-18
NR9723--MA0659.1.MAFG	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR10560--MA0501.1.MAF::NFE2	chr7	45771276	45771290	+	0.000	0.000	Merged-chr7-45771241-24
NR2213--MA0495.2.MAFF	chr11	94386615	94386635	+	0.000	0.000	Merged-chr11-94386453-49
NR10598--MA0659.1.MAFG	chr7	58147964	58147984	-	0.000	0.000	Merged-chr7-58147990-20
NR10313--MA0089.1.MAFG::NFE2L1	chr6	143609272	143609277	+	0.000	0.000	Merged-chr6-143609389-48
NR5106--MA0496.2.MAFK	chr17	12759435	12759453	-	0.000	0.000	Merged-chr17-12759489-26
NR2318--MA0659.1.MAFG	chr11	108094971	108094991	-	0.000	0.000	Merged-chr11-108095008-29
NR2970--MA0089.1.MAFG::NFE2L1	chr12	115008646	115008651	-	0.000	0.000	Merged-chr12-115008718-17
NR10495--MA0659.1.MAFG	chr7	25107335	25107355	+	0.000	0.000	Merged-chr7-25107253-25
NR11517--MA0591.1.Bach1::Mafk	chr8	105827425	105827439	-	0.000	0.000	Merged-chr8-105827361-75
NR9024--MA0501.1.MAF::NFE2	chr5	43869184	43869198	+	0.000	0.000	Merged-chr5-43869112-81
NR8069--MA0117.2.Mafb	chr3	152912878	152912889	+	0.000	0.000	Merged-chr3-152912643-81
NR8604--MA0496.2.MAFK	chr4	130706882	130706900	+	0.000	0.000	Merged-chr4-130706849-20
NR4524--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR11659--MA0089.1.MAFG::NFE2L1	chr8	122937744	122937749	+	0.000	0.000	Merged-chr8-122937627-31
NR9320--MA0591.1.Bach1::Mafk	chr5	110808227	110808241	+	0.000	0.000	Merged-chr5-110808309-69
NR5405--MA0089.1.MAFG::NFE2L1	chr17	74717768	74717773	-	0.000	0.000	Merged-chr17-74717725-59
NR2706--MA0089.1.MAFG::NFE2L1	chr12	82251510	82251515	-	0.000	0.000	Merged-chr12-82251542-24
NR5480--MA0089.1.MAFG::NFE2L1	chr17	86123299	86123304	+	0.000	0.000	Merged-chr17-86123282-19
NR6087--MA0591.1.Bach1::Mafk	chr19	32523999	32524013	+	0.000	0.000	Merged-chr19-32523975-16
NR11368--MA0591.1.Bach1::Mafk	chr8	71723444	71723458	+	0.000	0.000	Merged-chr8-71723356-63
NR3607--MA0496.2.MAFK	chr13	113170409	113170427	+	0.000	0.000	Merged-chr13-113170375-49
NR9502--MA0495.2.MAFF	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR8204--MA0089.1.MAFG::NFE2L1	chr4	41770547	41770552	-	0.000	0.000	Merged-chr4-41770467-12
NR11999--MA0496.2.MAFK	chr9	62425368	62425386	+	0.000	0.000	Merged-chr9-62425384-15
NR2320--MA0496.2.MAFK	chr11	108094972	108094990	-	0.000	0.000	Merged-chr11-108095008-29
NR9829--MA0495.2.MAFF	chr6	72881452	72881472	+	0.000	0.000	Merged-chr6-72881581-61
NR12399--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR6145--MA0089.1.MAFG::NFE2L1	chr19	41981111	41981116	+	0.000	0.000	Merged-chr19-41981286-107
NR173--MA0591.1.Bach1::Mafk	chr1	53970753	53970767	-	0.000	0.000	Merged-chr1-53970777-7
NR5453--MA0591.1.Bach1::Mafk	chr17	80621329	80621343	-	0.000	0.000	Merged-chr17-80621176-31
NR242--MA0117.2.Mafb	chr1	69831153	69831164	+	0.000	0.000	Merged-chr1-69831096-32
NR5401--MA0501.1.MAF::NFE2	chr17	74140478	74140492	+	0.000	0.000	Merged-chr17-74140468-12
NR10071--MA0591.1.Bach1::Mafk	chr6	117431670	117431684	-	0.000	0.000	Merged-chr6-117431708-65
NR11252--MA0495.2.MAFF	chr8	25256137	25256157	+	0.000	0.000	Merged-chr8-25256219-29
NR7231--MA0501.1.MAF::NFE2	chr2	158701699	158701713	+	0.000	0.000	Merged-chr2-158701741-16
NR3241--MA0591.1.Bach1::Mafk	chr13	48516055	48516069	-	0.000	0.000	Merged-chr13-48516187-54
NR3190--MA0501.1.MAF::NFE2	chr13	43306701	43306715	+	0.000	0.000	Merged-chr13-43306774-11
NR8085--MA0496.2.MAFK	chr3	153764830	153764848	-	0.000	0.000	Merged-chr3-153764846-117
NR3451--MA0495.2.MAFF	chr13	99433541	99433561	-	0.000	0.000	Merged-chr13-99433551-16
NR4354--MA0501.1.MAF::NFE2	chr15	66445477	66445491	+	0.000	0.000	Merged-chr15-66445527-47
NR9233--MA0089.1.MAFG::NFE2L1	chr5	100466750	100466755	-	0.000	0.000	Merged-chr5-100466890-43
NR9744--MA0495.2.MAFF	chr6	54775914	54775934	-	0.000	0.000	Merged-chr6-54775842-27
