#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR6471--MA0511.2.RUNX2	chr4	58121128	58121136	+	0.000	0.000	Merged-chr4-58121225-3
NR639--MA0684.1.RUNX3	chr1	166153508	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR381--MA0511.2.RUNX2	chr1	94092014	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR4615--MA0002.2.RUNX1	chr18	65312498	65312508	-	0.000	0.000	Merged-chr18-65312505-49
NR2393--MA0002.2.RUNX1	chr13	42103184	42103194	-	0.000	0.000	Merged-chr13-42103449-92
NR1096--MA0684.1.RUNX3	chr10	71226072	71226081	-	0.000	0.000	Merged-chr10-71226142-30
NR9308--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR8227--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR6818--MA0002.2.RUNX1	chr4	152179165	152179175	+	0.000	0.000	Merged-chr4-152179169-26
NR2859--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR8561--MA0684.1.RUNX3	chr8	14090520	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR8832--MA0684.1.RUNX3	chr8	108823129	108823138	-	0.000	0.000	Merged-chr8-108823126-5
NR4823--MA0511.2.RUNX2	chr19	33265324	33265332	-	0.000	0.000	Merged-chr19-33265390-26
NR2001--MA0511.2.RUNX2	chr12	73598396	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR9067--MA0684.1.RUNX3	chr9	41116119	41116128	-	0.000	0.000	Merged-chr9-41116264-54
NR8270--MA0002.2.RUNX1	chr7	68127946	68127956	+	0.000	0.000	Merged-chr7-68127930-13
NR6927--MA0002.2.RUNX1	chr5	23394519	23394529	-	0.000	0.000	Merged-chr5-23394422-14
NR6070--MA0511.2.RUNX2	chr3	123508536	123508544	+	0.000	0.000	Merged-chr3-123508551-84
NR6612--MA0511.2.RUNX2	chr4	98113776	98113784	-	0.000	0.000	Merged-chr4-98113853-12
NR8941--MA0684.1.RUNX3	chr8	127655683	127655692	-	0.000	0.000	Merged-chr8-127655779-25
NR2948--MA0002.2.RUNX1	chr14	52427893	52427903	-	0.000	0.000	Merged-chr14-52427807-17
NR2633--MA0511.2.RUNX2	chr13	101308919	101308927	-	0.000	0.000	Merged-chr13-101308963-14
NR8716--MA0002.2.RUNX1	chr8	68793925	68793935	+	0.000	0.000	Merged-chr8-68794098-69
NR8382--MA0511.2.RUNX2	chr7	105633724	105633732	-	0.000	0.000	Merged-chr7-105633562-65
NR6417--MA0002.2.RUNX1	chr4	41708557	41708567	+	0.000	0.000	Merged-chr4-41708469-7
NR7843--MA0002.2.RUNX1	chr6	117431711	117431721	-	0.000	0.000	Merged-chr6-117431708-65
NR2742--MA0511.2.RUNX2	chr13	117242260	117242268	+	0.000	0.000	Merged-chr13-117242416-107
NR8554--MA0002.2.RUNX1	chr8	13955209	13955219	+	0.000	0.000	Merged-chr8-13955228-14
NR1390--MA0002.2.RUNX1	chr11	11657343	11657353	-	0.000	0.000	Merged-chr11-11657249-55
NR4595--MA0684.1.RUNX3	chr18	58669639	58669648	-	0.000	0.000	Merged-chr18-58669510-1
NR4866--MA0684.1.RUNX3	chr19	55332802	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR2044--MA0684.1.RUNX3	chr12	85177262	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR579--MA0002.2.RUNX1	chr1	151683178	151683188	+	0.000	0.000	Merged-chr1-151683056-48
NR535--MA0511.2.RUNX2	chr1	144283483	144283491	+	0.000	0.000	Merged-chr1-144283563-68
NR4846--MA0002.2.RUNX1	chr19	46869319	46869329	+	0.000	0.000	Merged-chr19-46869507-48
NR8557--MA0511.2.RUNX2	chr8	14090521	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR806--MA0511.2.RUNX2	chr10	7005413	7005421	+	0.000	0.000	Merged-chr10-7005430-4
NR7952--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR7588--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR6655--MA0684.1.RUNX3	chr4	116053542	116053551	-	0.000	0.000	Merged-chr4-116053495-96
NR6112--MA0002.2.RUNX1	chr3	136264574	136264584	-	0.000	0.000	Merged-chr3-136264415-1
NR5308--MA0511.2.RUNX2	chr2	114145119	114145127	+	0.000	0.000	Merged-chr2-114145226-70
NR2947--MA0684.1.RUNX3	chr14	52338912	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR2133--MA0002.2.RUNX1	chr12	100228651	100228661	+	0.000	0.000	Merged-chr12-100228598-12
NR4640--MA0511.2.RUNX2	chr18	69547155	69547163	+	0.000	0.000	Merged-chr18-69547283-22
NR8444--MA0684.1.RUNX3	chr7	120918685	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR4213--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR674--MA0684.1.RUNX3	chr1	173532205	173532214	+	0.000	0.000	Merged-chr1-173532000-25
NR4859--MA0002.2.RUNX1	chr19	53479719	53479729	-	0.000	0.000	Merged-chr19-53479762-36
NR2308--MA0002.2.RUNX1	chr13	16020878	16020888	+	0.000	0.000	Merged-chr13-16020821-23
NR7206--MA0511.2.RUNX2	chr5	101937984	101937992	+	0.000	0.000	Merged-chr5-101938144-3
NR6668--MA0684.1.RUNX3	chr4	121231419	121231428	+	0.000	0.000	Merged-chr4-121231330-50
NR3734--MA0002.2.RUNX1	chr16	43376986	43376996	+	0.000	0.000	Merged-chr16-43376977-35
NR6476--MA0511.2.RUNX2	chr4	59244348	59244356	+	0.000	0.000	Merged-chr4-59244253-10
NR7822--MA0002.2.RUNX1	chr6	113655057	113655067	+	0.000	0.000	Merged-chr6-113655068-39
NR3320--MA0002.2.RUNX1	chr15	38452800	38452810	-	0.000	0.000	Merged-chr15-38452892-28
NR8785--MA0002.2.RUNX1	chr8	92272317	92272327	+	0.000	0.000	Merged-chr8-92272314-2
NR3572--MA0002.2.RUNX1	chr15	100605200	100605210	+	0.000	0.000	Merged-chr15-100605074-53
NR1892--MA0002.2.RUNX1	chr12	36157960	36157970	+	0.000	0.000	Merged-chr12-36157829-2
NR2398--MA0002.2.RUNX1	chr13	44535652	44535662	+	0.000	0.000	Merged-chr13-44535703-36
NR5980--MA0002.2.RUNX1	chr3	99141345	99141355	-	0.000	0.000	Merged-chr3-99141311-74
NR2877--MA0511.2.RUNX2	chr14	27045264	27045272	+	0.000	0.000	Merged-chr14-27045220-26
NR8916--MA0511.2.RUNX2	chr8	123034335	123034343	-	0.000	0.000	Merged-chr8-123034437-42
NR7421--MA0002.2.RUNX1	chr6	8068567	8068577	-	0.000	0.000	Merged-chr6-8068549-6
NR1510--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR2572--MA0511.2.RUNX2	chr13	92029928	92029936	+	0.000	0.000	Merged-chr13-92030086-1
NR4153--MA0002.2.RUNX1	chr17	29532144	29532154	+	0.000	0.000	Merged-chr17-29531941-77
NR8036--MA0002.2.RUNX1	chr6	144211185	144211195	-	0.000	0.000	Merged-chr6-144211213-1
NR6627--MA0002.2.RUNX1	chr4	101207684	101207694	+	0.000	0.000	Merged-chr4-101207630-19
NR8559--MA0002.2.RUNX1	chr8	14090519	14090529	+	0.000	0.000	Merged-chr8-14090395-62
NR6213--MA0002.2.RUNX1	chr3	148730277	148730287	+	0.000	0.000	Merged-chr3-148730095-3
NR6071--MA0684.1.RUNX3	chr3	123508536	123508545	+	0.000	0.000	Merged-chr3-123508551-84
NR8959--MA0684.1.RUNX3	chr9	7897824	7897833	+	0.000	0.000	Merged-chr9-7897799-25
NR8145--MA0002.2.RUNX1	chr7	28606014	28606024	+	0.000	0.000	Merged-chr7-28605979-11
NR6408--MA0684.1.RUNX3	chr4	40721127	40721136	+	0.000	0.000	Merged-chr4-40721165-38
NR1523--MA0002.2.RUNX1	chr11	53795063	53795073	-	0.000	0.000	Merged-chr11-53795155-60
NR6421--MA0511.2.RUNX2	chr4	44097944	44097952	-	0.000	0.000	Merged-chr4-44098042-4
NR8397--MA0002.2.RUNX1	chr7	109741958	109741968	+	0.000	0.000	Merged-chr7-109741680-86
NR2856--MA0511.2.RUNX2	chr14	20708518	20708526	-	0.000	0.000	Merged-chr14-20708411-26
NR1980--MA0002.2.RUNX1	chr12	69486147	69486157	-	0.000	0.000	Merged-chr12-69486120-44
NR4708--MA0002.2.RUNX1	chr18	82863209	82863219	-	0.000	0.000	Merged-chr18-82863195-2
NR4295--MA0684.1.RUNX3	chr17	65541199	65541208	+	0.000	0.000	Merged-chr17-65540988-64
NR4689--MA0002.2.RUNX1	chr18	78161547	78161557	+	0.000	0.000	Merged-chr18-78161600-30
NR2015--MA0684.1.RUNX3	chr12	76753001	76753010	+	0.000	0.000	Merged-chr12-76753055-50
NR8383--MA0684.1.RUNX3	chr7	105633723	105633732	-	0.000	0.000	Merged-chr7-105633562-65
NR2138--MA0002.2.RUNX1	chr12	101971476	101971486	-	0.000	0.000	Merged-chr12-101971468-9
NR6974--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR279--MA0002.2.RUNX1	chr1	78538556	78538566	+	0.000	0.000	Merged-chr1-78538536-20
NR8191--MA0511.2.RUNX2	chr7	42692723	42692731	+	0.000	0.000	Merged-chr7-42692763-63
NR7800--MA0684.1.RUNX3	chr6	108098721	108098730	+	0.000	0.000	Merged-chr6-108098714-35
NR7923--MA0002.2.RUNX1	chr6	130246074	130246084	-	0.000	0.000	Merged-chr6-130245976-1
NR5972--MA0002.2.RUNX1	chr3	96847126	96847136	-	0.000	0.000	Merged-chr3-96847084-6
NR6749--MA0002.2.RUNX1	chr4	143219584	143219594	-	0.000	0.000	Merged-chr4-143219574-43
NR6606--MA0002.2.RUNX1	chr4	96551835	96551845	+	0.000	0.000	Merged-chr4-96551792-4
NR344--MA0511.2.RUNX2	chr1	88475603	88475611	+	0.000	0.000	Merged-chr1-88475619-20
NR615--MA0511.2.RUNX2	chr1	164138822	164138830	+	0.000	0.000	Merged-chr1-164138853-49
NR1029--MA0511.2.RUNX2	chr10	56486719	56486727	+	0.000	0.000	Merged-chr10-56486689-18
NR5876--MA0002.2.RUNX1	chr3	75714111	75714121	-	0.000	0.000	Merged-chr3-75714014-36
NR3530--MA0002.2.RUNX1	chr15	93298364	93298374	+	0.000	0.000	Merged-chr15-93298411-30
NR6338--MA0511.2.RUNX2	chr4	19932240	19932248	-	0.000	0.000	Merged-chr4-19932184-11
NR2879--MA0002.2.RUNX1	chr14	27261030	27261040	+	0.000	0.000	Merged-chr14-27261045-15
NR8647--MA0002.2.RUNX1	chr8	35366845	35366855	-	0.000	0.000	Merged-chr8-35366715-10
NR1483--MA0002.2.RUNX1	chr11	45875747	45875757	+	0.000	0.000	Merged-chr11-45875730-14
NR278--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR4101--MA0511.2.RUNX2	chr17	19445082	19445090	+	0.000	0.000	Merged-chr17-19445027-33
NR5842--MA0002.2.RUNX1	chr3	65537570	65537580	+	0.000	0.000	Merged-chr3-65537527-21
NR3891--MA0002.2.RUNX1	chr16	84584041	84584051	-	0.000	0.000	Merged-chr16-84584013-98
NR3420--MA0684.1.RUNX3	chr15	66034099	66034108	+	0.000	0.000	Merged-chr15-66034131-37
NR8170--MA0511.2.RUNX2	chr7	34313587	34313595	-	0.000	0.000	Merged-chr7-34313409-64
NR8441--MA0511.2.RUNX2	chr7	120597861	120597869	+	0.000	0.000	Merged-chr7-120597983-22
NR6522--MA0511.2.RUNX2	chr4	70410407	70410415	+	0.000	0.000	Merged-chr4-70410445-57
NR5170--MA0002.2.RUNX1	chr2	70425864	70425874	+	0.000	0.000	Merged-chr2-70425902-24
NR8917--MA0684.1.RUNX3	chr8	123034334	123034343	-	0.000	0.000	Merged-chr8-123034437-42
NR8769--MA0002.2.RUNX1	chr8	88279325	88279335	+	0.000	0.000	Merged-chr8-88279591-45
NR6218--MA0002.2.RUNX1	chr3	149262212	149262222	-	0.000	0.000	Merged-chr3-149262161-2
NR128--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR4396--MA0684.1.RUNX3	chr17	88562691	88562700	-	0.000	0.000	Merged-chr17-88562797-4
NR7773--MA0684.1.RUNX3	chr6	100255528	100255537	+	0.000	0.000	Merged-chr6-100255672-12
NR4124--MA0002.2.RUNX1	chr17	23617238	23617248	+	0.000	0.000	Merged-chr17-23617236-49
NR7501--MA0002.2.RUNX1	chr6	30671900	30671910	-	0.000	0.000	Merged-chr6-30671721-27
NR3542--MA0684.1.RUNX3	chr15	94478962	94478971	+	0.000	0.000	Merged-chr15-94478905-44
NR8136--MA0684.1.RUNX3	chr7	25756230	25756239	+	0.000	0.000	Merged-chr7-25756161-11
NR859--MA0511.2.RUNX2	chr10	14207848	14207856	-	0.000	0.000	Merged-chr10-14207893-35
NR2348--MA0002.2.RUNX1	chr13	30742764	30742774	-	0.000	0.000	Merged-chr13-30742638-44
NR489--MA0002.2.RUNX1	chr1	131384533	131384543	+	0.000	0.000	Merged-chr1-131384650-38
NR2748--MA0684.1.RUNX3	chr13	119706666	119706675	-	0.000	0.000	Merged-chr13-119706684-31
NR4507--MA0511.2.RUNX2	chr18	39559518	39559526	+	0.000	0.000	Merged-chr18-39559520-6
NR3360--MA0002.2.RUNX1	chr15	50402754	50402764	+	0.000	0.000	Merged-chr15-50402763-30
NR1951--MA0002.2.RUNX1	chr12	52796715	52796725	+	0.000	0.000	Merged-chr12-52796893-1
NR1746--MA0002.2.RUNX1	chr11	118227849	118227859	-	0.000	0.000	Merged-chr11-118227847-19
NR2186--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR6644--MA0511.2.RUNX2	chr4	108832959	108832967	+	0.000	0.000	Merged-chr4-108833099-2
NR2142--MA0511.2.RUNX2	chr12	105013232	105013240	+	0.000	0.000	Merged-chr12-105013301-48
NR1332--MA0002.2.RUNX1	chr10	128716497	128716507	-	0.000	0.000	Merged-chr10-128716299-65
NR5692--MA0684.1.RUNX3	chr3	31145911	31145920	-	0.000	0.000	Merged-chr3-31145985-42
NR3905--MA0511.2.RUNX2	chr16	87657463	87657471	-	0.000	0.000	Merged-chr16-87657392-20
NR7100--MA0002.2.RUNX1	chr5	74944225	74944235	+	0.000	0.000	Merged-chr5-74944215-40
NR8083--MA0684.1.RUNX3	chr7	6172089	6172098	+	0.000	0.000	Merged-chr7-6172024-124
NR3412--MA0684.1.RUNX3	chr15	60141833	60141842	+	0.000	0.000	Merged-chr15-60141822-49
NR8149--MA0684.1.RUNX3	chr7	28943732	28943741	-	0.000	0.000	Merged-chr7-28943644-10
NR3992--MA0002.2.RUNX1	chr17	3509981	3509991	+	0.000	0.000	Merged-chr17-3510023-30
NR3787--MA0002.2.RUNX1	chr16	55888327	55888337	+	0.000	0.000	Merged-chr16-55888204-77
NR2695--MA0684.1.RUNX3	chr13	109646938	109646947	-	0.000	0.000	Merged-chr13-109646929-2
NR9555--MA0002.2.RUNX1	chrX	137049665	137049675	+	0.000	0.000	Merged-chrX-137049718-53
NR3644--MA0002.2.RUNX1	chr16	19975599	19975609	+	0.000	0.000	Merged-chr16-19975535-20
NR1759--MA0002.2.RUNX1	chr11	119076033	119076043	-	0.000	0.000	Merged-chr11-119075997-48
NR3600--MA0511.2.RUNX2	chr16	10690240	10690248	+	0.000	0.000	Merged-chr16-10690218-33
NR2618--MA0684.1.RUNX3	chr13	99503595	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR1920--MA0511.2.RUNX2	chr12	40427673	40427681	-	0.000	0.000	Merged-chr12-40427719-34
NR7732--MA0002.2.RUNX1	chr6	88855819	88855829	+	0.000	0.000	Merged-chr6-88855847-15
NR759--MA0684.1.RUNX3	chr1	189746648	189746657	-	0.000	0.000	Merged-chr1-189746591-10
NR4484--MA0684.1.RUNX3	chr18	32352880	32352889	-	0.000	0.000	Merged-chr18-32352849-42
NR8509--MA0002.2.RUNX1	chr7	141194083	141194093	+	0.000	0.000	Merged-chr7-141194198-81
NR7590--MA0684.1.RUNX3	chr6	50009528	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR5310--MA0684.1.RUNX3	chr2	114145113	114145122	+	0.000	0.000	Merged-chr2-114145226-70
NR8096--MA0684.1.RUNX3	chr7	12949615	12949624	-	0.000	0.000	Merged-chr7-12949725-56
NR6068--MA0684.1.RUNX3	chr3	122202354	122202363	+	0.000	0.000	Merged-chr3-122202498-54
NR4388--MA0684.1.RUNX3	chr17	87282093	87282102	-	0.000	0.000	Merged-chr17-87282284-1
NR8476--MA0684.1.RUNX3	chr7	131055152	131055161	+	0.000	0.000	Merged-chr7-131055187-30
NR2121--MA0511.2.RUNX2	chr12	98453479	98453487	+	0.000	0.000	Merged-chr12-98453618-41
NR5608--MA0002.2.RUNX1	chr3	10466141	10466151	-	0.000	0.000	Merged-chr3-10466039-18
NR1311--MA0002.2.RUNX1	chr10	121282663	121282673	+	0.000	0.000	Merged-chr10-121282719-28
NR328--MA0511.2.RUNX2	chr1	85763516	85763524	+	0.000	0.000	Merged-chr1-85763508-29
NR2373--MA0511.2.RUNX2	chr13	37628612	37628620	+	0.000	0.000	Merged-chr13-37628578-23
NR6177--MA0684.1.RUNX3	chr3	144411166	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR1834--MA0002.2.RUNX1	chr12	16532566	16532576	-	0.000	0.000	Merged-chr12-16532570-85
NR8207--MA0511.2.RUNX2	chr7	49335378	49335386	-	0.000	0.000	Merged-chr7-49335315-27
NR3643--MA0684.1.RUNX3	chr16	18626674	18626683	-	0.000	0.000	Merged-chr16-18626617-64
NR7682--MA0511.2.RUNX2	chr6	73248658	73248666	+	0.000	0.000	Merged-chr6-73248594-64
NR3766--MA0002.2.RUNX1	chr16	50030844	50030854	+	0.000	0.000	Merged-chr16-50030749-51
NR8171--MA0684.1.RUNX3	chr7	34313586	34313595	-	0.000	0.000	Merged-chr7-34313409-64
NR5846--MA0684.1.RUNX3	chr3	65650568	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR4685--MA0511.2.RUNX2	chr18	77822831	77822839	+	0.000	0.000	Merged-chr18-77822747-6
NR7506--MA0002.2.RUNX1	chr6	32328212	32328222	+	0.000	0.000	Merged-chr6-32328311-28
NR6414--MA0684.1.RUNX3	chr4	41327100	41327109	-	0.000	0.000	Merged-chr4-41327094-33
NR2134--MA0511.2.RUNX2	chr12	100988529	100988537	+	0.000	0.000	Merged-chr12-100988724-71
NR119--MA0684.1.RUNX3	chr1	38557783	38557792	+	0.000	0.000	Merged-chr1-38557840-50
NR3190--MA0002.2.RUNX1	chr14	121291071	121291081	-	0.000	0.000	Merged-chr14-121291161-18
NR5492--MA0511.2.RUNX2	chr2	160746826	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR1576--MA0002.2.RUNX1	chr11	76217698	76217708	-	0.000	0.000	Merged-chr11-76217513-52
NR8326--MA0002.2.RUNX1	chr7	81868138	81868148	-	0.000	0.000	Merged-chr7-81868327-26
NR6060--MA0511.2.RUNX2	chr3	121444169	121444177	-	0.000	0.000	Merged-chr3-121444097-11
NR3365--MA0002.2.RUNX1	chr15	50697988	50697998	-	0.000	0.000	Merged-chr15-50698255-117
NR1685--MA0002.2.RUNX1	chr11	104609515	104609525	+	0.000	0.000	Merged-chr11-104609685-47
NR4698--MA0511.2.RUNX2	chr18	79297926	79297934	+	0.000	0.000	Merged-chr18-79298014-36
NR3765--MA0684.1.RUNX3	chr16	49839886	49839895	-	0.000	0.000	Merged-chr16-49840085-71
NR5839--MA0002.2.RUNX1	chr3	65435375	65435385	-	0.000	0.000	Merged-chr3-65435198-48
NR5302--MA0684.1.RUNX3	chr2	113494829	113494838	-	0.000	0.000	Merged-chr2-113494702-50
NR2319--MA0002.2.RUNX1	chr13	21579853	21579863	+	0.000	0.000	Merged-chr13-21579773-26
NR9341--MA0511.2.RUNX2	chr9	108617517	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR3474--MA0002.2.RUNX1	chr15	77805846	77805856	-	0.000	0.000	Merged-chr15-77805872-26
NR6679--MA0684.1.RUNX3	chr4	124759622	124759631	+	0.000	0.000	Merged-chr4-124759655-6
NR1589--MA0002.2.RUNX1	chr11	78678831	78678841	-	0.000	0.000	Merged-chr11-78678960-17
NR1816--MA0511.2.RUNX2	chr12	12937241	12937249	-	0.000	0.000	Merged-chr12-12937442-17
NR4207--MA0511.2.RUNX2	chr17	45433669	45433677	+	0.000	0.000	Merged-chr17-45433642-78
NR5948--MA0002.2.RUNX1	chr3	89859202	89859212	+	0.000	0.000	Merged-chr3-89859208-1
NR8068--MA0002.2.RUNX1	chr6	149120016	149120026	+	0.000	0.000	Merged-chr6-149120049-30
NR1989--MA0684.1.RUNX3	chr12	70123785	70123794	+	0.000	0.000	Merged-chr12-70123693-6
NR1175--MA0002.2.RUNX1	chr10	91167021	91167031	-	0.000	0.000	Merged-chr10-91167120-36
NR2034--MA0684.1.RUNX3	chr12	79633988	79633997	-	0.000	0.000	Merged-chr12-79634130-2
NR1131--MA0511.2.RUNX2	chr10	82887536	82887544	+	0.000	0.000	Merged-chr10-82887554-36
NR3583--MA0002.2.RUNX1	chr16	4077539	4077549	+	0.000	0.000	Merged-chr16-4077734-57
NR5885--MA0511.2.RUNX2	chr3	76268631	76268639	-	0.000	0.000	Merged-chr3-76268438-1
NR8818--MA0511.2.RUNX2	chr8	106718345	106718353	-	0.000	0.000	Merged-chr8-106718294-10
NR64--MA0002.2.RUNX1	chr1	16656912	16656922	+	0.000	0.000	Merged-chr1-16656979-64
NR8325--MA0684.1.RUNX3	chr7	80995604	80995613	-	0.000	0.000	Merged-chr7-80995818-16
NR8448--MA0002.2.RUNX1	chr7	123030901	123030911	+	0.000	0.000	Merged-chr7-123030929-30
NR2143--MA0684.1.RUNX3	chr12	105013232	105013241	+	0.000	0.000	Merged-chr12-105013301-48
NR4568--MA0511.2.RUNX2	chr18	54970020	54970028	-	0.000	0.000	Merged-chr18-54970177-21
NR5914--MA0002.2.RUNX1	chr3	81783106	81783116	-	0.000	0.000	Merged-chr3-81783133-49
NR7452--MA0684.1.RUNX3	chr6	14901006	14901015	+	0.000	0.000	Merged-chr6-14901186-100
NR1620--MA0511.2.RUNX2	chr11	85324193	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR6406--MA0684.1.RUNX3	chr4	40721076	40721085	+	0.000	0.000	Merged-chr4-40721165-38
NR1521--MA0002.2.RUNX1	chr11	53097005	53097015	-	0.000	0.000	Merged-chr11-53097142-34
NR5947--MA0684.1.RUNX3	chr3	89820109	89820118	+	0.000	0.000	Merged-chr3-89820080-6
NR1524--MA0511.2.RUNX2	chr11	53795093	53795101	+	0.000	0.000	Merged-chr11-53795155-60
NR7607--MA0002.2.RUNX1	chr6	54849652	54849662	+	0.000	0.000	Merged-chr6-54849565-61
NR4359--MA0684.1.RUNX3	chr17	80419014	80419023	+	0.000	0.000	Merged-chr17-80418993-27
NR7670--MA0684.1.RUNX3	chr6	72347187	72347196	+	0.000	0.000	Merged-chr6-72347109-1
NR1981--MA0511.2.RUNX2	chr12	69539513	69539521	+	0.000	0.000	Merged-chr12-69539558-45
NR3562--MA0002.2.RUNX1	chr15	98869571	98869581	-	0.000	0.000	Merged-chr15-98869705-35
NR992--MA0002.2.RUNX1	chr10	40192672	40192682	-	0.000	0.000	Merged-chr10-40192592-2
NR1948--MA0002.2.RUNX1	chr12	52035366	52035376	+	0.000	0.000	Merged-chr12-52035285-2
NR915--MA0002.2.RUNX1	chr10	21287438	21287448	+	0.000	0.000	Merged-chr10-21287364-4
NR3770--MA0511.2.RUNX2	chr16	52007169	52007177	-	0.000	0.000	Merged-chr16-52007257-28
NR8112--MA0511.2.RUNX2	chr7	16898942	16898950	-	0.000	0.000	Merged-chr7-16898857-1
NR5894--MA0684.1.RUNX3	chr3	79227567	79227576	+	0.000	0.000	Merged-chr3-79227479-60
NR3195--MA0002.2.RUNX1	chr14	121545670	121545680	+	0.000	0.000	Merged-chr14-121545671-6
NR5973--MA0511.2.RUNX2	chr3	97076620	97076628	-	0.000	0.000	Merged-chr3-97076384-70
NR7683--MA0684.1.RUNX3	chr6	73248658	73248667	+	0.000	0.000	Merged-chr6-73248594-64
NR7954--MA0684.1.RUNX3	chr6	134863293	134863302	-	0.000	0.000	Merged-chr6-134863316-31
NR9220--MA0684.1.RUNX3	chr9	83324583	83324592	-	0.000	0.000	Merged-chr9-83324607-4
NR7663--MA0002.2.RUNX1	chr6	71920780	71920790	+	0.000	0.000	Merged-chr6-71920942-9
NR6174--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR6445--MA0511.2.RUNX2	chr4	53826424	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR5364--MA0002.2.RUNX1	chr2	132292338	132292348	+	0.000	0.000	Merged-chr2-132292299-25
NR5906--MA0002.2.RUNX1	chr3	81172263	81172273	+	0.000	0.000	Merged-chr3-81172380-11
NR3640--MA0511.2.RUNX2	chr16	18377258	18377266	-	0.000	0.000	Merged-chr16-18377300-20
NR7772--MA0002.2.RUNX1	chr6	100255528	100255538	-	0.000	0.000	Merged-chr6-100255672-12
NR6697--MA0511.2.RUNX2	chr4	132040469	132040477	+	0.000	0.000	Merged-chr4-132040319-80
NR3541--MA0002.2.RUNX1	chr15	94478962	94478972	-	0.000	0.000	Merged-chr15-94478905-44
NR7424--MA0002.2.RUNX1	chr6	8352886	8352896	+	0.000	0.000	Merged-chr6-8352802-16
NR1513--MA0002.2.RUNX1	chr11	52232060	52232070	+	0.000	0.000	Merged-chr11-52232101-58
NR9561--MA0002.2.RUNX1	chrX	140531489	140531499	+	0.000	0.000	Merged-chrX-140531486-7
NR7676--MA0002.2.RUNX1	chr6	72566266	72566276	-	0.000	0.000	Merged-chr6-72566205-29
NR2019--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR5330--MA0002.2.RUNX1	chr2	122306952	122306962	+	0.000	0.000	Merged-chr2-122306936-2
NR9312--MA0511.2.RUNX2	chr9	99243137	99243145	+	0.000	0.000	Merged-chr9-99243262-100
NR1450--MA0511.2.RUNX2	chr11	32486696	32486704	-	0.000	0.000	Merged-chr11-32486832-15
NR6729--MA0511.2.RUNX2	chr4	135895352	135895360	+	0.000	0.000	Merged-chr4-135895375-12
NR6236--MA0684.1.RUNX3	chr3	153658531	153658540	+	0.000	0.000	Merged-chr3-153658616-40
NR5919--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR1689--MA0684.1.RUNX3	chr11	106201958	106201967	+	0.000	0.000	Merged-chr11-106202086-45
NR3382--MA0511.2.RUNX2	chr15	53324887	53324895	-	0.000	0.000	Merged-chr15-53324911-2
NR1417--MA0002.2.RUNX1	chr11	20644338	20644348	+	0.000	0.000	Merged-chr11-20644270-6
